Orthogroup	Mus_musculus	Molossus_molossus
OG0000554	sp|P50518|VATE1_MOUSE	tr|A0A7J8F601|A0A7J8F601_MOLMO, tr|A0A7J8FVI7|A0A7J8FVI7_MOLMO
OG0000555	sp|Q9WTV7|RNF12_MOUSE	tr|A0A7J8J7T8|A0A7J8J7T8_MOLMO
OG0000555	tr|A2RRY9|A2RRY9_MOUSE, sp|Q62093|SRSF2_MOUSE	tr|A0A7J8DTM3|A0A7J8DTM3_MOLMO
OG0000556	sp|Q9D4V7|RABL3_MOUSE	tr|A0A7J8HC04|A0A7J8HC04_MOLMO, tr|A0A7J8DQI1|A0A7J8DQI1_MOLMO, tr|A0A7J8JX79|A0A7J8JX79_MOLMO, tr|A0A7J8I367|A0A7J8I367_MOLMO
OG0000557	sp|Q8BYK4|RDH12_MOUSE	tr|A0A7J8JZT0|A0A7J8JZT0_MOLMO
OG0000557	sp|Q9QYF1|RDH11_MOUSE	tr|A0A7J8E097|A0A7J8E097_MOLMO, tr|A0A7J8JZN1|A0A7J8JZN1_MOLMO
OG0000558	sp|P51678|CCR3_MOUSE	tr|A0A7J8DAA9|A0A7J8DAA9_MOLMO
OG0000558	sp|P51676|CC1L1_MOUSE, sp|P51675|CCR1_MOUSE	tr|A0A7J8DAC2|A0A7J8DAC2_MOLMO
OG0000559	sp|O70566|DIAP2_MOUSE	tr|A0A7J8J628|A0A7J8J628_MOLMO
OG0000559	sp|Q9Z207|DIAP3_MOUSE	tr|A0A7J8J689|A0A7J8J689_MOLMO, tr|A0A7J8GKK4|A0A7J8GKK4_MOLMO
OG0000560	sp|P30681|HMGB2_MOUSE	tr|A0A7J8I6V0|A0A7J8I6V0_MOLMO
OG0000560	sp|P63158|HMGB1_MOUSE	tr|A0A7J8I1G4|A0A7J8I1G4_MOLMO, tr|A0A7J8FYD4|A0A7J8FYD4_MOLMO
OG0000561	sp|Q9QYI7|DNJB8_MOUSE	tr|A0A7J8HHG6|A0A7J8HHG6_MOLMO
OG0000561	sp|Q9QYI8|DNJB7_MOUSE, sp|O54946|DNJB6_MOUSE	tr|A0A7J8HAJ0|A0A7J8HAJ0_MOLMO
OG0000562	sp|Q99PU5|ACBG1_MOUSE	tr|A0A7J8BKW5|A0A7J8BKW5_MOLMO
OG0000562	tr|Q08EE8|Q08EE8_MOUSE, sp|Q2XU92|ACBG2_MOUSE	tr|A0A7J8I3U8|A0A7J8I3U8_MOLMO
OG0000563	tr|Q9WVA7|Q9WVA7_MOUSE, sp|P70339|FRAT1_MOUSE	tr|A0A7J8DP57|A0A7J8DP57_MOLMO
OG0000563	sp|Q8K025|FRAT2_MOUSE	tr|A0A7J8DPV4|A0A7J8DPV4_MOLMO
OG0000564	tr|Q32ME0|Q32ME0_MOUSE	tr|A0A7J8CZ06|A0A7J8CZ06_MOLMO
OG0000564	sp|O35219|KCNH2_MOUSE	tr|A0A7J8FRK1|A0A7J8FRK1_MOLMO, tr|A0A7J8HBK3|A0A7J8HBK3_MOLMO
OG0000565	sp|Q61656|DDX5_MOUSE	tr|A0A7J8CXI6|A0A7J8CXI6_MOLMO
OG0000565	sp|Q501J6|DDX17_MOUSE	tr|A0A7J8GLH6|A0A7J8GLH6_MOLMO, tr|A0A7J8FWS5|A0A7J8FWS5_MOLMO
OG0000566	sp|O88627|S28A2_MOUSE, tr|A2AWR5|A2AWR5_MOUSE	tr|A0A7J8K0F4|A0A7J8K0F4_MOLMO
OG0000566	sp|E9PXX9|S28A1_MOUSE	tr|A0A7J8BL67|A0A7J8BL67_MOLMO
OG0000567	sp|Q3UVX5|GRM5_MOUSE	tr|A0A7J8ERE4|A0A7J8ERE4_MOLMO
OG0000567	sp|P97772|GRM1_MOUSE	tr|A0A7J8GR02|A0A7J8GR02_MOLMO, tr|A0A7J8GPC5|A0A7J8GPC5_MOLMO
OG0000568	sp|Q91Z61|DIRA1_MOUSE	tr|A0A7J8I5V9|A0A7J8I5V9_MOLMO
OG0000568	sp|Q5PR73|DIRA2_MOUSE	tr|A0A7J8F768|A0A7J8F768_MOLMO, tr|A0A7J8BJG7|A0A7J8BJG7_MOLMO
OG0000569	sp|Q9WV38|GTR5_MOUSE	tr|A0A7J8FD88|A0A7J8FD88_MOLMO
OG0000569	sp|P0C6A1|GTR7_MOUSE	tr|A0A7J8BZS1|A0A7J8BZS1_MOLMO, tr|A0A7J8FBL3|A0A7J8FBL3_MOLMO
OG0000570	sp|P28047|WNT7B_MOUSE	tr|A0A7J8BK10|A0A7J8BK10_MOLMO
OG0000570	sp|P24383|WNT7A_MOUSE	tr|A0A7J8J148|A0A7J8J148_MOLMO, tr|A0A7J8I2F6|A0A7J8I2F6_MOLMO
OG0000571	sp|Q8BGM5|BEST2_MOUSE	tr|A0A7J8I3F1|A0A7J8I3F1_MOLMO
OG0000571	sp|O88870|BEST1_MOUSE	tr|A0A7J8F6D5|A0A7J8F6D5_MOLMO, tr|A0A7J8ENB2|A0A7J8ENB2_MOLMO
OG0000572	sp|Q9DBJ1|PGAM1_MOUSE	tr|A0A7J8FT23|A0A7J8FT23_MOLMO
OG0000572	sp|O70250|PGAM2_MOUSE	tr|A0A7J8HK39|A0A7J8HK39_MOLMO, tr|A0A7J8HDI2|A0A7J8HDI2_MOLMO
OG0000573	sp|P47754|CAZA2_MOUSE	tr|A0A7J8HAF5|A0A7J8HAF5_MOLMO
OG0000573	tr|Q9CR52|Q9CR52_MOUSE, sp|P47753|CAZA1_MOUSE	tr|A0A7J8CPT9|A0A7J8CPT9_MOLMO
OG0000574	sp|Q61502|E2F5_MOUSE	tr|A0A7J8DSN3|A0A7J8DSN3_MOLMO
OG0000574	sp|Q8R0K9|E2F4_MOUSE	tr|A0A7J8C742|A0A7J8C742_MOLMO, tr|A0A7J8C6Z0|A0A7J8C6Z0_MOLMO
OG0000575	sp|P03975|IGEB_MOUSE	tr|A0A7J8HHS2|A0A7J8HHS2_MOLMO, tr|A0A7J8GKY1|A0A7J8GKY1_MOLMO, tr|A0A7J8GRM2|A0A7J8GRM2_MOLMO, tr|A0A7J8GR78|A0A7J8GR78_MOLMO
OG0000576	sp|P48758|CBR1_MOUSE, tr|A0A1B0GRG8|A0A1B0GRG8_MOUSE	tr|A0A7J8HY31|A0A7J8HY31_MOLMO
OG0000576	sp|Q8K354|CBR3_MOUSE	tr|A0A7J8HZ96|A0A7J8HZ96_MOLMO
OG0000577	sp|Q99LU0|CH1B1_MOUSE	tr|A0A7J8HF37|A0A7J8HF37_MOLMO
OG0000577	sp|Q9CQD4|CH1B2_MOUSE	tr|A0A7J8DN72|A0A7J8DN72_MOLMO, tr|A0A7J8J6Y1|A0A7J8J6Y1_MOLMO
OG0000578	tr|G3X943|G3X943_MOUSE	tr|A0A7J8K0X0|A0A7J8K0X0_MOLMO, tr|A0A7J8K2Y7|A0A7J8K2Y7_MOLMO, tr|A0A7J8K1Y9|A0A7J8K1Y9_MOLMO, tr|A0A7J8K0H9|A0A7J8K0H9_MOLMO
OG0000579	sp|Q810T2|CCNB3_MOUSE	tr|A0A7J8J4P6|A0A7J8J4P6_MOLMO
OG0000579	sp|P24860|CCNB1_MOUSE	tr|A0A7J8C6P4|A0A7J8C6P4_MOLMO, tr|A0A7J8IWF4|A0A7J8IWF4_MOLMO
OG0000581	sp|Q60996|2A5G_MOUSE	tr|A0A7J8JYY6|A0A7J8JYY6_MOLMO
OG0000581	tr|Q7TNL5|Q7TNL5_MOUSE	tr|A0A7J8GSP5|A0A7J8GSP5_MOLMO, tr|A0A7J8JVS4|A0A7J8JVS4_MOLMO
OG0000582	sp|A6H8H5|KCNB2_MOUSE	tr|A0A7J8DTJ6|A0A7J8DTJ6_MOLMO
OG0000582	sp|Q03717|KCNB1_MOUSE	tr|A0A7J8DTK4|A0A7J8DTK4_MOLMO, tr|A0A7J8HID2|A0A7J8HID2_MOLMO
OG0000583	tr|Q7M708|Q7M708_MOUSE	tr|A0A7J8G3K1|A0A7J8G3K1_MOLMO
OG0000583	sp|P59530|TA2R7_MOUSE	tr|A0A7J8HEQ6|A0A7J8HEQ6_MOLMO, tr|A0A7J8G1U9|A0A7J8G1U9_MOLMO
OG0000584	sp|Q3V0T4|ITAD_MOUSE	tr|A0A7J8IZZ0|A0A7J8IZZ0_MOLMO
OG0000584	sp|Q9QXH4|ITAX_MOUSE, sp|P05555|ITAM_MOUSE	tr|A0A7J8IZU7|A0A7J8IZU7_MOLMO
OG0000585	sp|A0A0U1RPR8|GUC2D_MOUSE	tr|A0A7J8ERH1|A0A7J8ERH1_MOLMO
OG0000585	sp|Q5SDA5|GUC2F_MOUSE, sp|P52785|GUC2E_MOUSE	tr|A0A7J8CYI4|A0A7J8CYI4_MOLMO
OG0000586	sp|P54869|HMCS2_MOUSE	tr|A0A7J8CR36|A0A7J8CR36_MOLMO
OG0000586	sp|Q8JZK9|HMCS1_MOUSE	tr|A0A7J8IYF0|A0A7J8IYF0_MOLMO, tr|A0A7J8J0L4|A0A7J8J0L4_MOLMO
OG0000587	tr|G3X942|G3X942_MOUSE	tr|A0A7J8BXW6|A0A7J8BXW6_MOLMO
OG0000587	sp|Q7TT15|GLT17_MOUSE	tr|A0A7J8FYA9|A0A7J8FYA9_MOLMO, tr|A0A7J8IZ43|A0A7J8IZ43_MOLMO
OG0000588	sp|O09005|DEGS1_MOUSE	tr|A0A7J8BLF4|A0A7J8BLF4_MOLMO
OG0000588	tr|Q3TS87|Q3TS87_MOUSE, sp|Q8R2F2|DEGS2_MOUSE	tr|A0A7J8JT86|A0A7J8JT86_MOLMO
OG0000589	sp|Q9QZ25|VNN3_MOUSE	tr|A0A7J8GUP9|A0A7J8GUP9_MOLMO
OG0000589	sp|Q9Z0K8|VNN1_MOUSE	tr|A0A7J8GUD4|A0A7J8GUD4_MOLMO, tr|A0A7J8GU64|A0A7J8GU64_MOLMO
OG0000590	sp|O70126|AURKB_MOUSE	tr|A0A7J8CW94|A0A7J8CW94_MOLMO
OG0000590	sp|O88445|AURKC_MOUSE, sp|P97477|AURKA_MOUSE	tr|A0A7J8HER9|A0A7J8HER9_MOLMO
OG0000591	sp|Q8R574|KPRB_MOUSE	tr|A0A7J8BK28|A0A7J8BK28_MOLMO, tr|A0A7J8BKP6|A0A7J8BKP6_MOLMO
OG0000591	sp|Q9D0M1|KPRA_MOUSE	tr|A0A7J8D1H5|A0A7J8D1H5_MOLMO
OG0000592	sp|Q8R1V4|TMED4_MOUSE	tr|A0A7J8HDT5|A0A7J8HDT5_MOLMO
OG0000592	sp|Q9D2R4|TMD11_MOUSE, sp|Q99KF1|TMED9_MOUSE	tr|A0A7J8IDM4|A0A7J8IDM4_MOLMO
OG0000593	sp|Q9QXP6|MKRN1_MOUSE	tr|A0A7J8HCC7|A0A7J8HCC7_MOLMO
OG0000593	sp|Q60764|MKRN3_MOUSE	tr|A0A7J8GQE5|A0A7J8GQE5_MOLMO, tr|A0A7J8BKW8|A0A7J8BKW8_MOLMO
OG0000594	sp|P84099|RL19_MOUSE	tr|A0A7J8D1T7|A0A7J8D1T7_MOLMO, tr|A0A7J8HZS1|A0A7J8HZS1_MOLMO, tr|A0A7J8I8I7|A0A7J8I8I7_MOLMO, tr|A0A7J8HH98|A0A7J8HH98_MOLMO
OG0000595	sp|Q00941|CSF2R_MOUSE	tr|A0A7J8J721|A0A7J8J721_MOLMO, tr|A0A7J8J5Y1|A0A7J8J5Y1_MOLMO
OG0000595	sp|P26952|IL3RA_MOUSE	tr|A0A7J8J806|A0A7J8J806_MOLMO
OG0000596	sp|P10754|ZFP13_MOUSE	tr|A0A7J8CCZ7|A0A7J8CCZ7_MOLMO, tr|A0A7J8DEB8|A0A7J8DEB8_MOLMO, tr|A0A7J8BBD8|A0A7J8BBD8_MOLMO, tr|A0A7J8J5D4|A0A7J8J5D4_MOLMO
OG0000597	sp|P63242|IF5A1_MOUSE	tr|A0A7J8CXF4|A0A7J8CXF4_MOLMO
OG0000597	sp|Q8BGY2|IF5A2_MOUSE	tr|A0A7J8FWQ3|A0A7J8FWQ3_MOLMO, tr|A0A7J8I0I1|A0A7J8I0I1_MOLMO
OG0000598	tr|Q9CQX6|Q9CQX6_MOUSE, sp|Q3UX61|NAA11_MOUSE	tr|A0A7J8JXE6|A0A7J8JXE6_MOLMO
OG0000598	sp|Q9QY36|NAA10_MOUSE	tr|A0A7J8J8G6|A0A7J8J8G6_MOLMO
OG0000599	sp|Q9Z2Q6|SEPT5_MOUSE	tr|A0A7J8BZP0|A0A7J8BZP0_MOLMO
OG0000599	sp|P42209|SEPT1_MOUSE, sp|P28661|SEPT4_MOUSE	tr|A0A7J8D1P7|A0A7J8D1P7_MOLMO
OG0000600	sp|A2BDX4|KCNG1_MOUSE	tr|A0A7J8HGL3|A0A7J8HGL3_MOLMO
OG0000600	tr|F7A6P6|F7A6P6_MOUSE, sp|Q80XM3|KCNG4_MOUSE	tr|A0A7J8C835|A0A7J8C835_MOLMO
OG0000601	sp|Q920G9|GMCL1_MOUSE	tr|A0A7J8E2D0|A0A7J8E2D0_MOLMO, tr|A0A7J8J7N3|A0A7J8J7N3_MOLMO, tr|A0A7J8J5K3|A0A7J8J5K3_MOLMO, tr|A0A7J8J5P5|A0A7J8J5P5_MOLMO
OG0000603	sp|B2RWS6|EP300_MOUSE	tr|A0A7J8C8I8|A0A7J8C8I8_MOLMO
OG0000603	sp|P45481|CBP_MOUSE	tr|A0A7J8FXB5|A0A7J8FXB5_MOLMO, tr|A0A7J8IX18|A0A7J8IX18_MOLMO
OG0000604	sp|Q8R1L4|ERD23_MOUSE	tr|A0A7J8FYU1|A0A7J8FYU1_MOLMO
OG0000604	sp|Q9CQM2|ERD22_MOUSE	tr|A0A7J8C821|A0A7J8C821_MOLMO, tr|A0A7J8I8W5|A0A7J8I8W5_MOLMO
OG0000605	sp|Q922Q4|P5CR2_MOUSE	tr|A0A7J8BML7|A0A7J8BML7_MOLMO
OG0000605	sp|Q922W5|P5CR1_MOUSE	tr|A0A7J8DQE6|A0A7J8DQE6_MOLMO, tr|A0A7J8CZE4|A0A7J8CZE4_MOLMO
OG0000606	tr|J3QJV4|J3QJV4_MOUSE, tr|A0A1W2P860|A0A1W2P860_MOUSE	tr|A0A7J8I0L0|A0A7J8I0L0_MOLMO, tr|A0A7J8HZQ2|A0A7J8HZQ2_MOLMO, tr|A0A7J8I1H6|A0A7J8I1H6_MOLMO
OG0000607	sp|P62911|RL32_MOUSE	tr|A0A7J8HHX4|A0A7J8HHX4_MOLMO
OG0000607	sp|P17932|RL32P_MOUSE	tr|A0A7J8DD80|A0A7J8DD80_MOLMO, tr|A0A7J8HCG4|A0A7J8HCG4_MOLMO
OG0000608	sp|Q64462|CP4B1_MOUSE	tr|A0A7J8F6R2|A0A7J8F6R2_MOLMO
OG0000608	sp|Q6A152|CP4X1_MOUSE	tr|A0A7J8F9F5|A0A7J8F9F5_MOLMO, tr|A0A7J8F722|A0A7J8F722_MOLMO
OG0000609	sp|P46097|SYT2_MOUSE	tr|A0A7J8BNR3|A0A7J8BNR3_MOLMO
OG0000609	sp|Q8C6N3|SYT15_MOUSE, sp|P46096|SYT1_MOUSE	tr|A0A7J8G1K7|A0A7J8G1K7_MOLMO
OG0000610	sp|Q641P0|ARP3B_MOUSE	tr|A0A7J8HBY8|A0A7J8HBY8_MOLMO
OG0000610	sp|Q99JY9|ARP3_MOUSE	tr|A0A7J8HC60|A0A7J8HC60_MOLMO, tr|A0A7J8FPR0|A0A7J8FPR0_MOLMO
OG0000611	sp|Q00977|CXB2_MOUSE	tr|A0A7J8FZ46|A0A7J8FZ46_MOLMO
OG0000611	sp|P70689|CXB6_MOUSE	tr|A0A7J8GP99|A0A7J8GP99_MOLMO, tr|A0A7J8FX87|A0A7J8FX87_MOLMO
OG0000612	sp|E9Q6X9|RHG40_MOUSE	tr|A0A7J8HEI1|A0A7J8HEI1_MOLMO
OG0000612	sp|Q8BRH3|RHG19_MOUSE, sp|Q8K0Q5|RHG18_MOUSE	tr|A0A7J8GNM6|A0A7J8GNM6_MOLMO
OG0000613	sp|Q8VBW9|OLF63_MOUSE, tr|A0A2I3BQR4|A0A2I3BQR4_MOUSE, tr|A0A2I3BPU7|A0A2I3BPU7_MOUSE, tr|K7N6V7|K7N6V7_MOUSE	tr|A0A7J8I438|A0A7J8I438_MOLMO
OG0000614	sp|Q9EQF2|KELL_MOUSE, sp|P0DPD9|EFCE2_MOUSE, sp|P0DPE0|EFMT4_MOUSE, sp|Q4PZA2|ECE1_MOUSE	tr|A0A7J8F7K8|A0A7J8F7K8_MOLMO
OG0000615	tr|Q810N3|Q810N3_MOUSE, tr|Q8CFJ5|Q8CFJ5_MOUSE, sp|Q8R2S8|CD177_MOUSE, sp|Q9JMI7|TX101_MOUSE	tr|A0A7J8CBH1|A0A7J8CBH1_MOLMO
OG0000616	sp|P05784|K1C18_MOUSE	tr|A0A7J8HI65|A0A7J8HI65_MOLMO, tr|A0A7J8FY09|A0A7J8FY09_MOLMO, tr|A0A7J8FS93|A0A7J8FS93_MOLMO, tr|A0A7J8GLS9|A0A7J8GLS9_MOLMO
OG0000617	sp|Q6P3A4|VSIG8_MOUSE	tr|A0A7J8GRH6|A0A7J8GRH6_MOLMO
OG0000617	tr|Q1RME4|Q1RME4_MOUSE, sp|P97792|CXAR_MOUSE	tr|A0A7J8HYA7|A0A7J8HYA7_MOLMO
OG0000618	sp|Q6IE21|OTU6A_MOUSE	tr|A0A7J8J8G5|A0A7J8J8G5_MOLMO, tr|A0A7J8J7P1|A0A7J8J7P1_MOLMO
OG0000618	sp|Q8K2H2|OTU6B_MOUSE	tr|A0A7J8DU74|A0A7J8DU74_MOLMO
OG0000619	sp|O08538|ANGP1_MOUSE	tr|A0A7J8DS43|A0A7J8DS43_MOLMO
OG0000619	sp|Q9WVH6|ANGP4_MOUSE	tr|A0A7J8EN81|A0A7J8EN81_MOLMO, tr|A0A7J8HF51|A0A7J8HF51_MOLMO
OG0000620	sp|Q8BYY4|TT39B_MOUSE	tr|A0A7J8EH05|A0A7J8EH05_MOLMO
OG0000620	tr|Q0VF76|Q0VF76_MOUSE, sp|A2ACP1|TT39A_MOUSE	tr|A0A7J8FD54|A0A7J8FD54_MOLMO
OG0000621	sp|Q5SSF7|TET5C_MOUSE	tr|A0A7J8CUK0|A0A7J8CUK0_MOLMO
OG0000621	tr|B1ATX6|B1ATX6_MOUSE	tr|A0A7J8GTX7|A0A7J8GTX7_MOLMO, tr|A0A7J8JAE1|A0A7J8JAE1_MOLMO
OG0000622	sp|P06281|RENI1_MOUSE, sp|P00796|RENI2_MOUSE, sp|P18242|CATD_MOUSE, sp|O09043|NAPSA_MOUSE	tr|A0A7J8CTF2|A0A7J8CTF2_MOLMO
OG0000624	sp|Q06986|SIAH2_MOUSE	tr|A0A7J8I2K8|A0A7J8I2K8_MOLMO
OG0000624	sp|Q06985|SIA1B_MOUSE, sp|P61092|SIA1A_MOUSE	tr|A0A7J8CAZ6|A0A7J8CAZ6_MOLMO
OG0000625	sp|P08043|ZFP2_MOUSE	tr|A0A7J8CCK0|A0A7J8CCK0_MOLMO
OG0000625	tr|Q9CZP3|Q9CZP3_MOUSE	tr|A0A7J8CVP6|A0A7J8CVP6_MOLMO, tr|A0A7J8J530|A0A7J8J530_MOLMO
OG0000626	sp|A4QPC6|BT2A2_MOUSE	tr|A0A7J8CRL7|A0A7J8CRL7_MOLMO, tr|A0A7J8CPJ0|A0A7J8CPJ0_MOLMO
OG0000626	sp|Q9JK39|BTNLA_MOUSE	tr|A0A7J8CPI7|A0A7J8CPI7_MOLMO
OG0000627	sp|Q80VQ0|AL3B1_MOUSE, sp|J3QMK6|AL3B3_MOUSE, sp|E9Q3E1|AL3B2_MOUSE	tr|A0A7J8ESP4|A0A7J8ESP4_MOLMO, tr|A0A7J8ES26|A0A7J8ES26_MOLMO
OG0000628	sp|P97315|CSRP1_MOUSE	tr|A0A7J8BLS0|A0A7J8BLS0_MOLMO
OG0000628	sp|P97314|CSRP2_MOUSE	tr|A0A7J8JW67|A0A7J8JW67_MOLMO, tr|A0A7J8FWC4|A0A7J8FWC4_MOLMO
OG0000629	tr|Q8VF83|Q8VF83_MOUSE	tr|A0A7J8JZI1|A0A7J8JZI1_MOLMO
OG0000629	tr|A2AVW3|A2AVW3_MOUSE	tr|A0A7J8JY23|A0A7J8JY23_MOLMO, tr|A0A7J8JY00|A0A7J8JY00_MOLMO
OG0000630	sp|P34927|ASGR1_MOUSE	tr|A0A7J8CVT6|A0A7J8CVT6_MOLMO
OG0000630	sp|P24721|ASGR2_MOUSE	tr|A0A7J8I4H2|A0A7J8I4H2_MOLMO, tr|A0A7J8CVT9|A0A7J8CVT9_MOLMO
OG0000631	sp|Q7TSS2|UB2Q1_MOUSE	tr|A0A7J8CV03|A0A7J8CV03_MOLMO
OG0000631	tr|Q8BW45|Q8BW45_MOUSE, sp|Q8K2Z8|UB2Q2_MOUSE	tr|A0A7J8BMK2|A0A7J8BMK2_MOLMO
OG0000632	sp|O09037|REG3A_MOUSE, tr|Q9QUS9|Q9QUS9_MOUSE, sp|P35230|REG3B_MOUSE, sp|O09049|REG3G_MOUSE	tr|A0A7J8E3W9|A0A7J8E3W9_MOLMO
OG0000633	sp|Q9CQD1|RAB5A_MOUSE	tr|A0A7J8DDI5|A0A7J8DDI5_MOLMO
OG0000633	sp|P61021|RAB5B_MOUSE	tr|A0A7J8E0Q8|A0A7J8E0Q8_MOLMO, tr|A0A7J8G1P3|A0A7J8G1P3_MOLMO
OG0000634	sp|F2Z461|HERC6_MOUSE	tr|A0A7J8JTW5|A0A7J8JTW5_MOLMO, tr|A0A7J8JU23|A0A7J8JU23_MOLMO
OG0000634	sp|Q6PAV2|HERC4_MOUSE	tr|A0A7J8DQ10|A0A7J8DQ10_MOLMO
OG0000635	sp|Q9CPR8|NSE3_MOUSE, tr|Q99PB1|Q99PB1_MOUSE, tr|Q52KG3|Q52KG3_MOUSE, sp|Q6PCZ4|MAGE1_MOUSE	tr|A0A7J8BKM4|A0A7J8BKM4_MOLMO
OG0000636	sp|P55097|CATK_MOUSE	tr|A0A7J8CQA1|A0A7J8CQA1_MOLMO
OG0000636	sp|O70370|CATS_MOUSE	tr|A0A7J8CQM2|A0A7J8CQM2_MOLMO, tr|A0A7J8CQ93|A0A7J8CQ93_MOLMO
OG0000637	tr|Q8CF20|Q8CF20_MOUSE, tr|Q9CZ29|Q9CZ29_MOUSE, tr|Q7TNU5|Q7TNU5_MOUSE, tr|Q3UQL6|Q3UQL6_MOUSE	tr|A0A7J8C512|A0A7J8C512_MOLMO
OG0000638	sp|Q8K2F0|BRD3_MOUSE	tr|A0A7J8EBP8|A0A7J8EBP8_MOLMO
OG0000638	sp|Q7JJ13|BRD2_MOUSE	tr|A0A7J8J6I4|A0A7J8J6I4_MOLMO, tr|A0A7J8GN48|A0A7J8GN48_MOLMO
OG0000639	sp|P58459|ATS10_MOUSE	tr|A0A7J8I2V2|A0A7J8I2V2_MOLMO
OG0000639	tr|D3Z689|D3Z689_MOUSE, tr|D3Z1A5|D3Z1A5_MOUSE	tr|A0A7J8IX19|A0A7J8IX19_MOLMO
OG0000640	sp|O35054|CLD4_MOUSE	tr|A0A7J8IWU9|A0A7J8IWU9_MOLMO
OG0000640	sp|Q9Z0G9|CLD3_MOUSE	tr|A0A7J8GPA7|A0A7J8GPA7_MOLMO, tr|A0A7J8IWQ3|A0A7J8IWQ3_MOLMO
OG0000641	sp|P70670|NACAM_MOUSE	tr|A0A7J8G014|A0A7J8G014_MOLMO
OG0000641	sp|Q5SWP3|NACAD_MOUSE	tr|A0A7J8ERH5|A0A7J8ERH5_MOLMO, tr|A0A7J8HD18|A0A7J8HD18_MOLMO
OG0000642	sp|Q60972|RBBP4_MOUSE	tr|A0A7J8FBJ2|A0A7J8FBJ2_MOLMO
OG0000642	sp|Q60973|RBBP7_MOUSE	tr|A0A7J8HHC2|A0A7J8HHC2_MOLMO, tr|A0A7J8J7P6|A0A7J8J7P6_MOLMO
OG0000644	sp|P63143|KCAB1_MOUSE	tr|A0A7J8HZP5|A0A7J8HZP5_MOLMO
OG0000644	sp|P62482|KCAB2_MOUSE	tr|A0A7J8CZ38|A0A7J8CZ38_MOLMO, tr|A0A7J8F8G3|A0A7J8F8G3_MOLMO
OG0000645	sp|Q8CEF9|T132C_MOUSE	tr|A0A7J8C0A7|A0A7J8C0A7_MOLMO
OG0000645	sp|Q76HP3|T132D_MOUSE, tr|F7BAB2|F7BAB2_MOUSE	tr|A0A7J8C0D5|A0A7J8C0D5_MOLMO
OG0000646	sp|Q60960|IMA5_MOUSE	tr|A0A7J8I105|A0A7J8I105_MOLMO
OG0000646	sp|O35345|IMA7_MOUSE	tr|A0A7J8GR47|A0A7J8GR47_MOLMO, tr|A0A7J8F8Z8|A0A7J8F8Z8_MOLMO
OG0000647	sp|P86449|TR43C_MOUSE, sp|Q3TL54|TR43A_MOUSE, sp|P86448|TR43B_MOUSE	tr|A0A7J8EVN2|A0A7J8EVN2_MOLMO, tr|A0A7J8EVK6|A0A7J8EVK6_MOLMO
OG0000649	sp|P10711|TCEA1_MOUSE	tr|A0A7J8DV58|A0A7J8DV58_MOLMO
OG0000649	sp|Q9QVN7|TCEA2_MOUSE	tr|A0A7J8HKW0|A0A7J8HKW0_MOLMO, tr|A0A7J8DV72|A0A7J8DV72_MOLMO
OG0000650	tr|Q8BS54|Q8BS54_MOUSE	tr|A0A7J8FDM9|A0A7J8FDM9_MOLMO, tr|A0A7J8EW13|A0A7J8EW13_MOLMO, tr|A0A7J8IFF1|A0A7J8IFF1_MOLMO, tr|A0A7J8JUM8|A0A7J8JUM8_MOLMO
OG0000651	sp|O70310|NMT1_MOUSE	tr|A0A7J8D0U1|A0A7J8D0U1_MOLMO
OG0000651	sp|O70311|NMT2_MOUSE	tr|A0A7J8BC30|A0A7J8BC30_MOLMO, tr|A0A7J8BC43|A0A7J8BC43_MOLMO
OG0000652	sp|Q3UPY5|GLBL2_MOUSE	tr|A0A7J8BXD0|A0A7J8BXD0_MOLMO
OG0000652	tr|F6Y113|F6Y113_MOUSE, sp|A2RSQ1|GLBL3_MOUSE	tr|A0A7J8BY32|A0A7J8BY32_MOLMO
OG0000653	sp|Q8BGX1|PED1B_MOUSE	tr|A0A7J8G1X0|A0A7J8G1X0_MOLMO
OG0000653	sp|Q6P1Z5|PED1A_MOUSE	tr|A0A7J8FTV3|A0A7J8FTV3_MOLMO, tr|A0A7J8HJI3|A0A7J8HJI3_MOLMO
OG0000654	sp|Q64448|CXA3_MOUSE	tr|A0A7J8FXT3|A0A7J8FXT3_MOLMO, tr|A0A7J8FXK5|A0A7J8FXK5_MOLMO, tr|A0A7J8CZT8|A0A7J8CZT8_MOLMO, tr|A0A7J8F8E9|A0A7J8F8E9_MOLMO
OG0000655	tr|A0A2I3BPE8|A0A2I3BPE8_MOUSE	tr|A0A7J8ETZ6|A0A7J8ETZ6_MOLMO, tr|A0A7J8ESJ9|A0A7J8ESJ9_MOLMO, tr|A0A7J8ETR2|A0A7J8ETR2_MOLMO, tr|A0A7J8ESG8|A0A7J8ESG8_MOLMO
OG0000656	sp|Q8BT60|CPNE3_MOUSE	tr|A0A7J8DT47|A0A7J8DT47_MOLMO
OG0000656	sp|Q8C166|CPNE1_MOUSE, sp|P59108|CPNE2_MOUSE	tr|A0A7J8C6Q0|A0A7J8C6Q0_MOLMO
OG0000657	sp|O88428|PAPS2_MOUSE	tr|A0A7J8DQZ6|A0A7J8DQZ6_MOLMO
OG0000657	sp|Q60967|PAPS1_MOUSE	tr|A0A7J8CRM4|A0A7J8CRM4_MOLMO, tr|A0A7J8JZB5|A0A7J8JZB5_MOLMO
