Orthogroup	Mus_musculus	Panthera_leo
OG0001848	sp|Q9CZG9|PDZ11_MOUSE	tr|A0A8C8XJ50|A0A8C8XJ50_PANLE, tr|A0A8C9DCI2|A0A8C9DCI2_PANLE
OG0001849	sp|Q9EQJ0|TPC1_MOUSE	tr|A0A8C9DCH1|A0A8C9DCH1_PANLE, tr|A0A8C9D7K9|A0A8C9D7K9_PANLE
OG0001850	tr|E9PV26|E9PV26_MOUSE, sp|D3YUB6|BTBD8_MOUSE	tr|A0A8C9D2Q5|A0A8C9D2Q5_PANLE
OG0001851	sp|P62810|WFD18_MOUSE, tr|Q5SSJ1|Q5SSJ1_MOUSE	tr|A0A8C9DBU0|A0A8C9DBU0_PANLE
OG0001852	sp|Q6DI86|FAKD1_MOUSE, sp|Q7TMV3|FAKD5_MOUSE	tr|A0A8C8YEW6|A0A8C8YEW6_PANLE
OG0001853	sp|Q6EJB6|UT14B_MOUSE, sp|Q640M1|UT14A_MOUSE	tr|A0A8C9D810|A0A8C9D810_PANLE
OG0001854	sp|Q8CIV8|TBCE_MOUSE, sp|Q8C5W3|TBCEL_MOUSE	tr|A0A8C9D8K8|A0A8C9D8K8_PANLE
OG0001855	sp|Q99PL8|S19A3_MOUSE	tr|A0A8C8Y5G9|A0A8C8Y5G9_PANLE, tr|A0A8C8Y6H0|A0A8C8Y6H0_PANLE
OG0001856	sp|Q9D5R2|WDR20_MOUSE, tr|Q3UWE6|Q3UWE6_MOUSE	tr|A0A8C8X4C7|A0A8C8X4C7_PANLE
OG0001857	sp|P70289|PTPRV_MOUSE, sp|B2RU80|PTPRB_MOUSE	tr|A0A8C9DB29|A0A8C9DB29_PANLE
OG0001858	sp|H3BJG9|LY6L_MOUSE, sp|Q9WUC3|LY6H_MOUSE	tr|A0A8C8WAE2|A0A8C8WAE2_PANLE
OG0001859	sp|O54891|LEG6_MOUSE, sp|Q8K419|LEG4_MOUSE	tr|A0A8C9D5W8|A0A8C9D5W8_PANLE
OG0001860	sp|P35980|RL18_MOUSE	tr|A0A8C8XFJ4|A0A8C8XFJ4_PANLE, tr|A0A8C8X369|A0A8C8X369_PANLE
OG0001861	sp|P52624|UPP1_MOUSE, sp|Q8CGR7|UPP2_MOUSE	tr|A0A8C8X043|A0A8C8X043_PANLE
OG0001862	sp|P63028|TCTP_MOUSE	tr|A0A8C8XPJ2|A0A8C8XPJ2_PANLE, tr|A0A8C8XPZ2|A0A8C8XPZ2_PANLE
OG0001863	sp|P97447|FHL1_MOUSE, tr|Q8CDC8|Q8CDC8_MOUSE	tr|A0A8C8X6S3|A0A8C8X6S3_PANLE
OG0001864	tr|Q7TQW3|Q7TQW3_MOUSE, tr|Q7TQW4|Q7TQW4_MOUSE	tr|A0A8C9D587|A0A8C9D587_PANLE
OG0001865	sp|Q8CG14|CS1A_MOUSE, sp|Q8CFG8|CS1B_MOUSE	tr|A0A8C8WKN4|A0A8C8WKN4_PANLE
OG0001866	sp|Q8CIE0|SPA11_MOUSE	tr|A0A8C8Y714|A0A8C8Y714_PANLE, tr|A0A8C8Y8I5|A0A8C8Y8I5_PANLE
OG0001867	sp|Q61183|PAPOA_MOUSE, sp|Q9WVP6|PAPOB_MOUSE	tr|A0A8C8Y6D6|A0A8C8Y6D6_PANLE
OG0001868	tr|A0A1B0GT45|A0A1B0GT45_MOUSE, sp|Q5F289|SPEM1_MOUSE	tr|A0A8C8YB91|A0A8C8YB91_PANLE
OG0001869	sp|P0DJF2|PT117_MOUSE	tr|A0A8C9CY34|A0A8C9CY34_PANLE, tr|A0A8C9D4C9|A0A8C9D4C9_PANLE
OG0001870	sp|Q3UGC7|EI3JA_MOUSE, sp|Q66JS6|EI3JB_MOUSE	tr|A0A8C8XH71|A0A8C8XH71_PANLE
OG0001871	sp|Q6PE15|ABHDA_MOUSE	tr|A0A8C8WUJ4|A0A8C8WUJ4_PANLE, tr|A0A8C8XHZ5|A0A8C8XHZ5_PANLE
OG0001872	sp|Q9QY73|TMM59_MOUSE	tr|A0A8C8XFE9|A0A8C8XFE9_PANLE, tr|A0A8C8XR41|A0A8C8XR41_PANLE
OG0001873	sp|B6A8R8|TARM1_MOUSE	tr|A0A8C8YFL5|A0A8C8YFL5_PANLE, tr|A0A8C8YAB4|A0A8C8YAB4_PANLE
OG0001874	sp|Q810B3|BSH_MOUSE, sp|P43120|HHEX_MOUSE	tr|A0A8C8X1W9|A0A8C8X1W9_PANLE
OG0001875	sp|Q62240|KDM5D_MOUSE, sp|P41230|KDM5C_MOUSE	tr|A0A8C8XZK1|A0A8C8XZK1_PANLE
OG0001876	sp|P23492|PNPH_MOUSE, tr|Q9D8C9|Q9D8C9_MOUSE	tr|A0A8C8X016|A0A8C8X016_PANLE
OG0001877	sp|Q62314|TGON2_MOUSE, sp|Q62313|TGON1_MOUSE	tr|A0A8C8WFY3|A0A8C8WFY3_PANLE
OG0001878	sp|Q8CAY6|THIC_MOUSE, tr|Q80X81|Q80X81_MOUSE	tr|A0A8C8WLP1|A0A8C8WLP1_PANLE
OG0001879	sp|Q921R8|S41A3_MOUSE, sp|Q8BJA2|S41A1_MOUSE	tr|A0A8C8XI81|A0A8C8XI81_PANLE
OG0001880	sp|Q9DCD6|GBRAP_MOUSE	tr|A0A8C8WAY2|A0A8C8WAY2_PANLE, tr|A0A8C8XB73|A0A8C8XB73_PANLE
OG0001881	sp|P18893|IL10_MOUSE	tr|A0A8C9D7Q2|A0A8C9D7Q2_PANLE, tr|A0A8C8XAA5|A0A8C8XAA5_PANLE
OG0001882	sp|P19536|COX5B_MOUSE	tr|A0A8C8WFZ1|A0A8C8WFZ1_PANLE, tr|A0A8C9D5E4|A0A8C9D5E4_PANLE
OG0001883	sp|O88909|S22A8_MOUSE, sp|Q8VC69|S22A6_MOUSE	tr|A0A8C8X3S5|A0A8C8X3S5_PANLE
OG0001884	sp|Q9CRA9|FGOP2_MOUSE	tr|A0A8C8XPA8|A0A8C8XPA8_PANLE, tr|A0A8C8WGI7|A0A8C8WGI7_PANLE
OG0001885	sp|Q3V2A7|QRIC2_MOUSE, sp|E9QMW4|CP096_MOUSE	tr|A0A8C8WYV5|A0A8C8WYV5_PANLE
OG0001886	sp|Q62005|ZP1_MOUSE	tr|A0A8C8WRN2|A0A8C8WRN2_PANLE, tr|A0A8C9D6J2|A0A8C9D6J2_PANLE
OG0001887	sp|Q9D7G9|MISS_MOUSE, sp|Q8BH93|MISSL_MOUSE	tr|A0A8C8WKT5|A0A8C8WKT5_PANLE
OG0001888	sp|Q8VEM8|MPCP_MOUSE	tr|A0A8C9D8W3|A0A8C9D8W3_PANLE, tr|A0A8C8XFJ6|A0A8C8XFJ6_PANLE
OG0001889	sp|D3Z423|R212B_MOUSE, sp|F6TQD1|RN212_MOUSE	tr|A0A8C8XGF7|A0A8C8XGF7_PANLE
OG0001890	sp|P12970|RL7A_MOUSE	tr|A0A8C8XZD5|A0A8C8XZD5_PANLE, tr|A0A8C9D7Y0|A0A8C9D7Y0_PANLE
OG0001891	tr|Q52KG3|Q52KG3_MOUSE, sp|Q6PCZ4|MAGE1_MOUSE	tr|A0A8C8XPY2|A0A8C8XPY2_PANLE
OG0001892	sp|Q8VCH0|THIKB_MOUSE, sp|Q921H8|THIKA_MOUSE	tr|A0A8C8X4T7|A0A8C8X4T7_PANLE
OG0001893	sp|P28662|BRI3_MOUSE	tr|A0A8C9D5Y5|A0A8C9D5Y5_PANLE, tr|A0A8C9DAW7|A0A8C9DAW7_PANLE
OG0001894	sp|P59279|RAB2B_MOUSE	tr|A0A8C8X6X3|A0A8C8X6X3_PANLE, tr|A0A8C8W8R1|A0A8C8W8R1_PANLE
OG0001895	sp|P80206|OTX2_MOUSE	tr|A0A8C8Y789|A0A8C8Y789_PANLE, tr|A0A8C8WME4|A0A8C8WME4_PANLE
OG0001896	sp|Q61420|S35A1_MOUSE	tr|A0A8C8X3K1|A0A8C8X3K1_PANLE, tr|A0A8C8XM13|A0A8C8XM13_PANLE
OG0001897	sp|Q9CPQ1|COX6C_MOUSE	tr|A0A8C8XE36|A0A8C8XE36_PANLE, tr|A0A8C9D0W2|A0A8C9D0W2_PANLE
OG0001898	sp|Q9QYF9|NDRG3_MOUSE	tr|A0A8C8XEK4|A0A8C8XEK4_PANLE, tr|A0A8C8WD35|A0A8C8WD35_PANLE
OG0001899	sp|P60060|SC61G_MOUSE	tr|A0A8C8WZ33|A0A8C8WZ33_PANLE, tr|A0A8C8X534|A0A8C8X534_PANLE
OG0001900	sp|Q9CPV3|RM42_MOUSE	tr|A0A8C8WE49|A0A8C8WE49_PANLE, tr|A0A8C8WRJ8|A0A8C8WRJ8_PANLE
OG0001901	sp|Q9DBP5|KCY_MOUSE	tr|A0A8C8WUX5|A0A8C8WUX5_PANLE, tr|A0A8C9D0U0|A0A8C9D0U0_PANLE
OG0001902	sp|P85094|ISC2A_MOUSE, sp|Q9DCC7|ISC2B_MOUSE	tr|A0A8C8Y439|A0A8C8Y439_PANLE
OG0001903	sp|P23881|TCEA3_MOUSE	tr|A0A8C8WA40|A0A8C8WA40_PANLE, tr|A0A8C8WY95|A0A8C8WY95_PANLE
OG0001904	tr|Q8VF60|Q8VF60_MOUSE, tr|Q7TS13|Q7TS13_MOUSE	tr|A0A8C8W9E6|A0A8C8W9E6_PANLE
OG0001905	sp|Q99P58|RB27B_MOUSE, sp|Q9ERI2|RB27A_MOUSE	tr|A0A8C8WFJ6|A0A8C8WFJ6_PANLE
OG0001906	sp|Q9CYL5|GAPR1_MOUSE	tr|A0A8C8XHM5|A0A8C8XHM5_PANLE, tr|A0A8C8WND9|A0A8C8WND9_PANLE
OG0001907	sp|Q9QZ88|VPS29_MOUSE	tr|A0A8C8WZ88|A0A8C8WZ88_PANLE, tr|A0A8C8WEW9|A0A8C8WEW9_PANLE
OG0001908	sp|A1L314|MPEG1_MOUSE, tr|Q5RKV8|Q5RKV8_MOUSE	tr|A0A8C8WRB3|A0A8C8WRB3_PANLE
OG0001909	sp|E9Q6X9|RHG40_MOUSE, sp|Q8K0Q5|RHG18_MOUSE	tr|A0A8C9DB42|A0A8C9DB42_PANLE
OG0001910	sp|O54890|ITB3_MOUSE, sp|O70309|ITB5_MOUSE	tr|A0A8C8WXR0|A0A8C8WXR0_PANLE
OG0001911	sp|P28574|MAX_MOUSE	tr|A0A8C8XAL8|A0A8C8XAL8_PANLE, tr|A0A8C8WVA2|A0A8C8WVA2_PANLE
OG0001912	sp|Q8K273|EMC5_MOUSE, sp|Q8R3L0|MMGT2_MOUSE	tr|A0A8C8X2U5|A0A8C8X2U5_PANLE
OG0001913	sp|Q9CQ94|DNJ5B_MOUSE	tr|A0A8C8X0A5|A0A8C8X0A5_PANLE, tr|A0A8C8XN13|A0A8C8XN13_PANLE
OG0001914	sp|P63166|SUMO1_MOUSE	tr|A0A8C9D9V3|A0A8C9D9V3_PANLE, tr|A0A8C8XIK6|A0A8C8XIK6_PANLE
OG0001915	sp|Q8K013|GTPBA_MOUSE	tr|A0A8C8Y5A9|A0A8C8Y5A9_PANLE, tr|A0A8C8Y2J6|A0A8C8Y2J6_PANLE
OG0001916	sp|Q8CJ69|BMPER_MOUSE, sp|Q3U492|KCP_MOUSE	tr|A0A8C8WCG1|A0A8C8WCG1_PANLE
OG0001917	sp|A2AMZ4|NDUF8_MOUSE	tr|A0A8C8XH82|A0A8C8XH82_PANLE, tr|A0A8C8XY90|A0A8C8XY90_PANLE
OG0001918	sp|P30561|AHR_MOUSE	tr|A0A8C8WQK8|A0A8C8WQK8_PANLE, tr|A0A8C8XKF0|A0A8C8XKF0_PANLE
OG0001919	sp|Q6PD21|SHB_MOUSE, sp|Q8CG80|SHF_MOUSE	tr|A0A8C8X8K0|A0A8C8X8K0_PANLE
OG0001920	sp|Q9CQA9|NTPCR_MOUSE	tr|A0A8C9D9S8|A0A8C9D9S8_PANLE, tr|A0A8C8XQI3|A0A8C8XQI3_PANLE
OG0001921	sp|Q9D8E6|RL4_MOUSE	tr|A0A8C8XKL3|A0A8C8XKL3_PANLE, tr|A0A8C9D2Y1|A0A8C9D2Y1_PANLE
OG0001923	tr|Q8VGW5|Q8VGW5_MOUSE, tr|Q8VH18|Q8VH18_MOUSE	tr|A0A8C9D186|A0A8C9D186_PANLE
OG0001924	sp|Q9CPQ5|CENPQ_MOUSE	tr|A0A8C9CYX3|A0A8C9CYX3_PANLE, tr|A0A8C8XG90|A0A8C8XG90_PANLE
OG0001925	tr|A0A140LJJ2|A0A140LJJ2_MOUSE, sp|O35449|PRRT1_MOUSE	tr|A0A8C8Y026|A0A8C8Y026_PANLE
OG0001926	sp|Q99LS1|MMAD_MOUSE	tr|A0A8C8WRH1|A0A8C8WRH1_PANLE, tr|A0A8C9DCQ1|A0A8C9DCQ1_PANLE
OG0001927	sp|D2EAC2|ZBED6_MOUSE	tr|A0A8C8WDS4|A0A8C8WDS4_PANLE, tr|A0A8C8YB93|A0A8C8YB93_PANLE
OG0001928	sp|Q8R4U6|TOP1M_MOUSE, sp|Q04750|TOP1_MOUSE	tr|A0A8C8WIZ1|A0A8C8WIZ1_PANLE
OG0001929	sp|Q68FD5|CLH1_MOUSE	tr|A0A8C8XXI1|A0A8C8XXI1_PANLE, tr|A0A8C8X1V2|A0A8C8X1V2_PANLE
OG0001930	sp|Q8BQ48|CE295_MOUSE, sp|Q497N6|C295L_MOUSE	tr|A0A8C8XH46|A0A8C8XH46_PANLE
OG0001931	sp|Q8VC52|RBPS2_MOUSE	tr|A0A8C8Y688|A0A8C8Y688_PANLE, tr|A0A8C8XDH3|A0A8C8XDH3_PANLE
OG0001932	sp|Q9CQF0|RM11_MOUSE	tr|A0A8C8WZD5|A0A8C8WZD5_PANLE, tr|A0A8C8XCL5|A0A8C8XCL5_PANLE
OG0001933	tr|Q9D2T6|Q9D2T6_MOUSE	tr|A0A8C8WG42|A0A8C8WG42_PANLE, tr|A0A8C8WFZ5|A0A8C8WFZ5_PANLE
OG0001934	tr|E9PYI4|E9PYI4_MOUSE, tr|G5E8L9|G5E8L9_MOUSE	tr|A0A8C8WEL3|A0A8C8WEL3_PANLE
OG0001935	sp|P62830|RL23_MOUSE	tr|A0A8C8XJQ9|A0A8C8XJQ9_PANLE, tr|A0A8C8WVF1|A0A8C8WVF1_PANLE
OG0001936	sp|P01904|HA21_MOUSE, sp|P04224|HA22_MOUSE	tr|A0A8C8XUK2|A0A8C8XUK2_PANLE
OG0001937	sp|Q8BK84|DUS29_MOUSE	tr|A0A8C8XCY1|A0A8C8XCY1_PANLE, tr|A0A8C8XN15|A0A8C8XN15_PANLE
OG0001938	sp|Q497Q6|F228B_MOUSE, sp|Q8CDW1|F228A_MOUSE	tr|A0A8C8WBE9|A0A8C8WBE9_PANLE
OG0001939	sp|Q8VEH6|ZNG1_MOUSE	tr|A0A8C8XSC7|A0A8C8XSC7_PANLE, tr|A0A8C8Y843|A0A8C8Y843_PANLE
OG0001940	sp|Q921M4|GOGA2_MOUSE, tr|A2ARC0|A2ARC0_MOUSE	tr|A0A8C8XZC7|A0A8C8XZC7_PANLE
OG0001941	sp|P49717|MCM4_MOUSE	tr|A0A8C8WR20|A0A8C8WR20_PANLE, tr|A0A8C8WFZ8|A0A8C8WFZ8_PANLE
OG0001942	sp|Q3THF9|CQ10B_MOUSE	tr|A0A8C8XKJ6|A0A8C8XKJ6_PANLE, tr|A0A8C8XCH1|A0A8C8XCH1_PANLE
OG0001943	sp|Q4VAA2|CDV3_MOUSE	tr|A0A8C8XWG2|A0A8C8XWG2_PANLE, tr|A0A8C8XKD2|A0A8C8XKD2_PANLE
OG0001944	sp|Q61475|DAF1_MOUSE, sp|Q61476|DAF2_MOUSE	tr|A0A8C8Y7G0|A0A8C8Y7G0_PANLE
OG0001945	sp|Q9JLL3|TNR19_MOUSE, sp|Q8BX35|TNR27_MOUSE	tr|A0A8C8WNX3|A0A8C8WNX3_PANLE
OG0001946	sp|Q8R3U1|PLAT3_MOUSE	tr|A0A8C8X1K3|A0A8C8X1K3_PANLE, tr|A0A8C9D425|A0A8C9D425_PANLE
OG0001948	sp|Q91YR9|PTGR1_MOUSE	tr|A0A8C8WKY6|A0A8C8WKY6_PANLE, tr|A0A8C8XZ56|A0A8C8XZ56_PANLE
OG0001949	sp|Q923B3|NRIF1_MOUSE, sp|Q921B4|NRIF2_MOUSE	tr|A0A8C8WY99|A0A8C8WY99_PANLE
OG0001950	sp|Q9DCJ7|AKIP_MOUSE	tr|A0A8C8XMB4|A0A8C8XMB4_PANLE, tr|A0A8C8XJH7|A0A8C8XJH7_PANLE
OG0001951	tr|A0A075B662|A0A075B662_MOUSE, sp|P01849|TCA_MOUSE	tr|A0A8C8X4Y5|A0A8C8X4Y5_PANLE
OG0001952	sp|O55042|SYUA_MOUSE	tr|A0A8C8WRZ7|A0A8C8WRZ7_PANLE, tr|A0A8C8XQJ7|A0A8C8XQJ7_PANLE
OG0001953	sp|Q921F2|TADBP_MOUSE	tr|A0A8C8WVI3|A0A8C8WVI3_PANLE, tr|A0A8C8WZM7|A0A8C8WZM7_PANLE
OG0001954	sp|Q64441|CP24A_MOUSE, sp|Q9DBG1|CP27A_MOUSE	tr|A0A8C8Y3D6|A0A8C8Y3D6_PANLE
OG0001955	tr|A0A1B0GSB0|A0A1B0GSB0_MOUSE, tr|B3F5L4|B3F5L4_MOUSE	tr|A0A8C8YDP9|A0A8C8YDP9_PANLE
OG0001956	sp|Q62241|RU1C_MOUSE	tr|A0A8C8XFJ5|A0A8C8XFJ5_PANLE, tr|A0A8C8X017|A0A8C8X017_PANLE
OG0001957	sp|Q80ZU7|BPIB3_MOUSE, tr|Q0VGU8|Q0VGU8_MOUSE	tr|A0A8C8XKS7|A0A8C8XKS7_PANLE
OG0001958	sp|Q5DTT8|PNMA5_MOUSE, sp|Q8C1C8|PNMA1_MOUSE	tr|A0A8C8WBR2|A0A8C8WBR2_PANLE
OG0001959	sp|Q9QZS3|NUMB_MOUSE	tr|A0A8C8WA46|A0A8C8WA46_PANLE, tr|A0A8C8YF40|A0A8C8YF40_PANLE
OG0001960	sp|P50516|VATA_MOUSE	tr|A0A8C8XVC8|A0A8C8XVC8_PANLE, tr|A0A8C8XFF6|A0A8C8XFF6_PANLE
OG0001961	sp|P85965|DPA5B_MOUSE, sp|Q9CQS7|DPA5A_MOUSE	tr|A0A8C8XMC1|A0A8C8XMC1_PANLE
OG0001962	sp|Q6B9Z0|IGFL_MOUSE	tr|A0A8C8WSU5|A0A8C8WSU5_PANLE, tr|A0A8C8Y5A8|A0A8C8Y5A8_PANLE
OG0001963	sp|Q7TQP4|RL3R2_MOUSE, sp|Q8BGE9|RL3R1_MOUSE	tr|A0A8C8XPY8|A0A8C8XPY8_PANLE
OG0001964	sp|Q9CR27|WASC3_MOUSE	tr|A0A8C8XZJ0|A0A8C8XZJ0_PANLE, tr|A0A8C8WGU7|A0A8C8WGU7_PANLE
OG0001965	sp|Q9D5U0|PCT2B_MOUSE, sp|Q8BYI6|PCAT2_MOUSE	tr|A0A8C8WVU6|A0A8C8WVU6_PANLE
OG0001966	sp|Q9QYG0|NDRG2_MOUSE	tr|A0A8C8WZE5|A0A8C8WZE5_PANLE, tr|A0A8C8WYV3|A0A8C8WYV3_PANLE
OG0001968	sp|E9Q355|CTSG1_MOUSE, sp|C6KI89|CTSG2_MOUSE	tr|A0A8C8X306|A0A8C8X306_PANLE
OG0001969	sp|Q80Z38|SHAN2_MOUSE	tr|A0A8C8Y4P2|A0A8C8Y4P2_PANLE, tr|A0A8C8XXR8|A0A8C8XXR8_PANLE
OG0001970	sp|Q9JKA5|GPA33_MOUSE, sp|Q9CX63|IL40_MOUSE	tr|A0A8C9D548|A0A8C9D548_PANLE
OG0001971	sp|Q5PT54|NTCP5_MOUSE, sp|P21129|P3_MOUSE	tr|A0A8C8X0H6|A0A8C8X0H6_PANLE
OG0001972	sp|P51670|CCL9_MOUSE, sp|P27784|CCL6_MOUSE	tr|A0A8C8YA41|A0A8C8YA41_PANLE
OG0001973	sp|Q9WU78|PDC6I_MOUSE, sp|Q6PB44|PTN23_MOUSE	tr|A0A8C8WUL2|A0A8C8WUL2_PANLE
OG0001974	sp|Q811M1|RHG15_MOUSE	tr|A0A8C8XZW9|A0A8C8XZW9_PANLE, tr|A0A8C8WPX1|A0A8C8WPX1_PANLE
OG0001975	sp|Q8R173|ZDHC3_MOUSE, tr|Q810M4|Q810M4_MOUSE	tr|A0A8C8WEX8|A0A8C8WEX8_PANLE
OG0001976	sp|Q9CQE0|RN138_MOUSE	tr|A0A8C9D4J0|A0A8C9D4J0_PANLE, tr|A0A8C8WQ74|A0A8C8WQ74_PANLE
OG0001977	sp|A2A5X5|KR161_MOUSE, sp|A2A5X4|KR291_MOUSE	tr|A0A8C8XLH2|A0A8C8XLH2_PANLE
OG0001978	sp|E9PV82|FA53A_MOUSE, sp|Q8BGR5|FA53B_MOUSE	tr|A0A8C9D856|A0A8C9D856_PANLE
OG0001979	tr|Q8VFQ3|Q8VFQ3_MOUSE, tr|Q8VFQ4|Q8VFQ4_MOUSE	tr|A0A8C8X7G0|A0A8C8X7G0_PANLE
OG0001980	sp|Q921J4|UBE2S_MOUSE, tr|A0A6I8MX03|A0A6I8MX03_MOUSE	tr|A0A8C8XYR8|A0A8C8XYR8_PANLE
OG0001981	sp|O08755|HNF6_MOUSE, sp|Q8K557|ONEC3_MOUSE	tr|A0A8C8WGQ1|A0A8C8WGQ1_PANLE
OG0001982	sp|Q3UJ81|NEPR1_MOUSE	tr|A0A8C8XMM0|A0A8C8XMM0_PANLE, tr|A0A8C8XNF2|A0A8C8XNF2_PANLE
OG0001983	sp|Q3V1M1|IGS10_MOUSE	tr|A0A8C8XUR3|A0A8C8XUR3_PANLE, tr|A0A8C8X1N6|A0A8C8X1N6_PANLE
OG0001984	sp|Q9QXY7|XK_MOUSE, sp|Q5GH68|XKR2_MOUSE	tr|A0A8C8Y2S1|A0A8C8Y2S1_PANLE
OG0001985	sp|Q8C6C9|LEG1H_MOUSE	tr|A0A8C8XPJ1|A0A8C8XPJ1_PANLE, tr|A0A8C8XQV2|A0A8C8XQV2_PANLE
OG0001987	sp|P35737|DMB_MOUSE, tr|Q31099|Q31099_MOUSE	tr|A0A8C8WTW4|A0A8C8WTW4_PANLE
OG0001988	sp|P70290|EM55_MOUSE	tr|A0A8C8X5Z5|A0A8C8X5Z5_PANLE, tr|A0A8C8Y6L3|A0A8C8Y6L3_PANLE
OG0001989	sp|Q00558|HAP40_MOUSE	tr|A0A8C8X5Y2|A0A8C8X5Y2_PANLE, tr|A0A8C8X967|A0A8C8X967_PANLE
OG0001990	tr|A0A075B5I2|A0A075B5I2_MOUSE, tr|A0A0B4J1G8|A0A0B4J1G8_MOUSE	tr|A0A8C8X8Y9|A0A8C8X8Y9_PANLE
OG0001991	sp|A2CE44|ZXDB_MOUSE	tr|A0A8C8XVG3|A0A8C8XVG3_PANLE, tr|A0A8C8Y0P4|A0A8C8Y0P4_PANLE
OG0001992	sp|P09926|SURF2_MOUSE	tr|A0A8C8WHH3|A0A8C8WHH3_PANLE, tr|A0A8C8Y7U4|A0A8C8Y7U4_PANLE
OG0001993	sp|P0DN34|NDUB1_MOUSE	tr|A0A8C8XPH1|A0A8C8XPH1_PANLE, tr|A0A8C8XRI1|A0A8C8XRI1_PANLE
OG0001994	sp|Q61881|MCM7_MOUSE	tr|A0A8C8WBU7|A0A8C8WBU7_PANLE, tr|A0A8C9DBK2|A0A8C9DBK2_PANLE
OG0001995	sp|O70546|KDM6A_MOUSE, sp|P79457|UTY_MOUSE	tr|A0A8C8YB45|A0A8C8YB45_PANLE
OG0001996	sp|P97440|SLBP_MOUSE	tr|A0A8C8WQ94|A0A8C8WQ94_PANLE, tr|A0A8C9CZV5|A0A8C9CZV5_PANLE
OG0001997	sp|Q920V1|B3GL1_MOUSE	tr|A0A8C8Y750|A0A8C8Y750_PANLE, tr|A0A8C9D8E6|A0A8C9D8E6_PANLE
OG0001998	sp|P21844|CMA1_MOUSE	tr|A0A8C8Y8Z1|A0A8C8Y8Z1_PANLE, tr|A0A8C8Y3L8|A0A8C8Y3L8_PANLE
OG0001999	tr|Q3V063|Q3V063_MOUSE, sp|Q9D3R9|TAF7L_MOUSE	tr|A0A8C8XWD5|A0A8C8XWD5_PANLE
OG0002000	sp|Q7TQA3|RDHE2_MOUSE, sp|Q05A13|S16C6_MOUSE	tr|A0A8C8W9J5|A0A8C8W9J5_PANLE
OG0002001	sp|Q80X60|EFCB3_MOUSE, tr|A0A1D5RLM8|A0A1D5RLM8_MOUSE	tr|A0A8C8Y7T4|A0A8C8Y7T4_PANLE
OG0002002	sp|Q9QYH6|MAGD1_MOUSE	tr|A0A8C8WX74|A0A8C8WX74_PANLE, tr|A0A8C8X5Q0|A0A8C8X5Q0_PANLE
OG0002003	sp|Q66PY1|SCUB3_MOUSE	tr|A0A8C8XJN9|A0A8C8XJN9_PANLE, tr|A0A8C8XVA8|A0A8C8XVA8_PANLE
OG0002004	tr|Q673W2|Q673W2_MOUSE, sp|P83555|KI3L1_MOUSE	tr|A0A8C8YCB8|A0A8C8YCB8_PANLE
OG0002005	sp|Q6PGH2|JUPI2_MOUSE	tr|A0A8C8XZB8|A0A8C8XZB8_PANLE, tr|A0A8C8XHG8|A0A8C8XHG8_PANLE
OG0002006	sp|Q8VEA4|MIA40_MOUSE	tr|A0A8C8XP46|A0A8C8XP46_PANLE, tr|A0A8C9CZN3|A0A8C9CZN3_PANLE
OG0002007	sp|Q9D198|SYF2_MOUSE	tr|A0A8C8XK31|A0A8C8XK31_PANLE, tr|A0A8C8XJV6|A0A8C8XJV6_PANLE
OG0002009	sp|O88532|ZFR_MOUSE, tr|E9Q5M4|E9Q5M4_MOUSE	tr|A0A8C8XLQ0|A0A8C8XLQ0_PANLE
OG0002010	sp|Q8CGK3|LONM_MOUSE, sp|Q9DBN5|LONP2_MOUSE	tr|A0A8C9D7G7|A0A8C9D7G7_PANLE
OG0002011	sp|Q9D7P6|ISCU_MOUSE	tr|A0A8C8WXB7|A0A8C8WXB7_PANLE, tr|A0A8C9D2N8|A0A8C9D2N8_PANLE
OG0002012	sp|Q9WVP9|MX2_MOUSE, sp|Q3UD61|MX1_MOUSE	tr|A0A8C8XGK6|A0A8C8XGK6_PANLE
OG0002013	sp|Q8BNV1|TRM2A_MOUSE, sp|Q8BQJ6|TRM2B_MOUSE	tr|A0A8C8Y6D4|A0A8C8Y6D4_PANLE
OG0002014	sp|Q8C0T9|ADCYA_MOUSE	tr|A0A8C8X9J1|A0A8C8X9J1_PANLE, tr|A0A8C8WH12|A0A8C8WH12_PANLE
OG0002015	tr|A0A0B4J1J9|A0A0B4J1J9_MOUSE	tr|A0A8C8X5I4|A0A8C8X5I4_PANLE, tr|A0A8C9D4Q6|A0A8C9D4Q6_PANLE
OG0002017	sp|O88824|JTB_MOUSE	tr|A0A8C9D423|A0A8C9D423_PANLE, tr|A0A8C9D0U3|A0A8C9D0U3_PANLE
OG0002018	sp|Q14AK4|ZDH11_MOUSE	tr|A0A8C8Y1M9|A0A8C8Y1M9_PANLE, tr|A0A8C8WJH3|A0A8C8WJH3_PANLE
OG0002019	sp|Q5SXA9|KIBRA_MOUSE	tr|A0A8C8WIZ6|A0A8C8WIZ6_PANLE, tr|A0A8C9DAQ4|A0A8C9DAQ4_PANLE
OG0002020	sp|Q8K2V1|PP4R1_MOUSE	tr|A0A8C8Y4W4|A0A8C8Y4W4_PANLE, tr|A0A8C8X7A4|A0A8C8X7A4_PANLE
OG0002021	sp|P35235|PTN11_MOUSE	tr|A0A8C9D9D7|A0A8C9D9D7_PANLE, tr|A0A8C8WPW0|A0A8C8WPW0_PANLE
