Orthogroup	Mus_musculus	Callithrix_jacchus
OG0004404	sp|Q3UJV1|CCD61_MOUSE	tr|U3FHQ2|U3FHQ2_CALJA
OG0004405	sp|Q9D300|RGF1C_MOUSE	tr|U3FP89|U3FP89_CALJA
OG0004406	sp|P20489|FCERA_MOUSE	tr|A0A0B4J1A4|A0A0B4J1A4_CALJA
OG0004408	sp|Q9CRC6|BORC7_MOUSE	tr|A0A2R8MAV2|A0A2R8MAV2_CALJA
OG0004409	sp|Q3UZ39|LRRF1_MOUSE	tr|A0A2R8MGA5|A0A2R8MGA5_CALJA
OG0004411	sp|Q62073|M3K7_MOUSE	tr|A0A2R8MK02|A0A2R8MK02_CALJA
OG0004412	sp|Q8BGW9|DFB29_MOUSE	tr|A0A2R8P0I8|A0A2R8P0I8_CALJA
OG0004413	sp|Q922R1|PHAF1_MOUSE	tr|A0A2R8P3G7|A0A2R8P3G7_CALJA
OG0004414	sp|Q61214|DYR1A_MOUSE	tr|A0A5F4VYG1|A0A5F4VYG1_CALJA
OG0004415	sp|Q0VEE6|ZN800_MOUSE	tr|A0A5F4VZZ2|A0A5F4VZZ2_CALJA
OG0004416	sp|Q9CQC6|5MP2_MOUSE	tr|A0A5F4W0J9|A0A5F4W0J9_CALJA
OG0004417	sp|Q63912|OMGP_MOUSE	tr|A0A5F4WCN8|A0A5F4WCN8_CALJA
OG0004418	sp|Q9D8B6|F210B_MOUSE	tr|A0A5F4WGM6|A0A5F4WGM6_CALJA
OG0004419	tr|Q3TEE9|Q3TEE9_MOUSE	tr|A0A5F4WHS7|A0A5F4WHS7_CALJA
OG0004420	sp|Q91ZW2|OFUT1_MOUSE	tr|A0A8I3VXQ2|A0A8I3VXQ2_CALJA
OG0004421	sp|Q9JIL6|GPC5D_MOUSE	tr|A0A8I3VZ43|A0A8I3VZ43_CALJA
OG0004422	sp|Q78IS1|TMED3_MOUSE	tr|A0A8I3W2L2|A0A8I3W2L2_CALJA
OG0004423	sp|Q9EP71|RAI14_MOUSE	tr|A0A8I3W4S5|A0A8I3W4S5_CALJA
OG0004424	sp|D2J0Y4|CJ090_MOUSE	tr|A0A8I3W704|A0A8I3W704_CALJA
OG0004425	sp|Q9JI48|PLAC8_MOUSE	tr|A0A8I3WDP3|A0A8I3WDP3_CALJA
OG0004426	sp|Q8BHR2|ENOX1_MOUSE	tr|A0A8I3WI67|A0A8I3WI67_CALJA
OG0004427	sp|Q91V27|MELPH_MOUSE	tr|A0A8I3WME7|A0A8I3WME7_CALJA
OG0004428	sp|Q8BGU2|CBLN2_MOUSE	tr|A0A8I3X6W2|A0A8I3X6W2_CALJA
OG0004429	sp|Q9DAE7|CK097_MOUSE	tr|A0A8I3X7A5|A0A8I3X7A5_CALJA
OG0004430	sp|Q8BHC4|DCAKD_MOUSE	tr|A0A8I3ZZ47|A0A8I3ZZ47_CALJA
OG0004431	sp|Q9JJ28|FLII_MOUSE	tr|A0A8I4A1L0|A0A8I4A1L0_CALJA
OG0004432	sp|O88559|MEN1_MOUSE	tr|A0A8J8XTP3|A0A8J8XTP3_CALJA
OG0004434	sp|P03888|NU1M_MOUSE	tr|E1CJA9|E1CJA9_CALJA
OG0004435	sp|Q80YW5|BSPRY_MOUSE	tr|F6PLW9|F6PLW9_CALJA
OG0004436	sp|Q9CZK6|ANKS3_MOUSE	tr|F6QU63|F6QU63_CALJA
OG0004437	sp|Q9JJR8|TMM9B_MOUSE	tr|F6RAC2|F6RAC2_CALJA
OG0004438	sp|P56477|IRF5_MOUSE	tr|F6SJR4|F6SJR4_CALJA
OG0004439	sp|Q8CDN9|LRRC9_MOUSE	tr|F6UUN4|F6UUN4_CALJA
OG0004440	sp|Q9QZM3|CLCF1_MOUSE	tr|F6VY17|F6VY17_CALJA
OG0004441	sp|Q9Z2B1|I18RA_MOUSE	tr|F6X906|F6X906_CALJA
OG0004442	sp|Q5SPX1|CC157_MOUSE	tr|F6Z7W8|F6Z7W8_CALJA
OG0004443	sp|Q8CDM1|ATAD2_MOUSE	tr|F6ZFE1|F6ZFE1_CALJA
OG0004444	sp|Q9Z321|TOP3B_MOUSE	tr|F7ADD1|F7ADD1_CALJA
OG0004445	sp|Q3U3V8|XRRA1_MOUSE	tr|F7AL02|F7AL02_CALJA
OG0004446	sp|Q921N7|TMM70_MOUSE	tr|F7C1U3|F7C1U3_CALJA
OG0004447	sp|Q61858|GPAN1_MOUSE	tr|F7D181|F7D181_CALJA
OG0004448	sp|Q99N28|CADM3_MOUSE	tr|F7D5N0|F7D5N0_CALJA
OG0004449	sp|Q9D727|CF226_MOUSE	tr|F7DD85|F7DD85_CALJA
OG0004450	sp|P56380|AP4A_MOUSE	tr|F7E8D9|F7E8D9_CALJA
OG0004451	sp|Q9D892|ITPA_MOUSE	tr|F7F179|F7F179_CALJA
OG0004452	sp|Q69ZB3|TSYL5_MOUSE	tr|F7FEB3|F7FEB3_CALJA
OG0004453	sp|Q9D4H1|EXOC2_MOUSE	tr|F7GMW4|F7GMW4_CALJA
OG0004454	sp|Q3KQP7|SPO16_MOUSE	tr|F7GRC5|F7GRC5_CALJA
OG0004455	sp|Q5DTI6|KAL1L_MOUSE	tr|F7GRS1|F7GRS1_CALJA
OG0004456	sp|Q80X32|CE024_MOUSE	tr|F7HZ39|F7HZ39_CALJA
OG0004457	sp|Q91WM2|HDHD5_MOUSE	tr|F7I0P0|F7I0P0_CALJA
OG0004458	sp|Q3UPP8|CEP63_MOUSE	tr|F7I115|F7I115_CALJA
OG0004459	sp|Q3V096|ANR42_MOUSE	tr|F7I214|F7I214_CALJA
OG0004460	sp|Q9EQF6|DPYL5_MOUSE	tr|F7I2B9|F7I2B9_CALJA
OG0004461	sp|O35089|CNIH2_MOUSE	tr|F7IBE8|F7IBE8_CALJA
OG0004462	sp|Q8CAS9|PARP9_MOUSE	tr|F7IBF8|F7IBF8_CALJA
OG0004463	sp|Q9JIE3|OTOR_MOUSE	tr|F7IHH8|F7IHH8_CALJA
OG0004464	sp|Q9D8U7|DTWD1_MOUSE	tr|F7IKY2|F7IKY2_CALJA
OG0004465	sp|Q9Z2I4|ROBO3_MOUSE	tr|F7IN63|F7IN63_CALJA
OG0004466	sp|Q80WR1|TSN18_MOUSE	tr|U3ASP6|U3ASP6_CALJA
OG0004467	sp|Q8BZW2|SWAHB_MOUSE	tr|U3BF03|U3BF03_CALJA
OG0004468	sp|Q9CZP7|CD37L_MOUSE	tr|U3BUQ3|U3BUQ3_CALJA
OG0004469	sp|Q8WUR0|CS012_MOUSE	tr|U3D0E0|U3D0E0_CALJA
OG0004470	sp|Q01149|CO1A2_MOUSE	tr|U3D607|U3D607_CALJA
OG0004471	sp|Q80XK6|ATG2B_MOUSE	tr|U3DAG3|U3DAG3_CALJA
OG0004472	sp|Q9CQA0|CENPM_MOUSE	tr|U3EJ69|U3EJ69_CALJA
OG0004473	sp|Q99LI8|HGS_MOUSE	tr|U3ENB7|U3ENB7_CALJA
OG0004474	sp|O35648|CETN3_MOUSE	tr|U3FMP2|U3FMP2_CALJA
OG0004475	sp|Q9JHW4|SELB_MOUSE	tr|A0A2R8M3M4|A0A2R8M3M4_CALJA
OG0004476	sp|P19783|COX41_MOUSE	tr|A0A2R8MBJ1|A0A2R8MBJ1_CALJA
OG0004477	sp|Q9D6G9|CKLF5_MOUSE	tr|A0A2R8MHV4|A0A2R8MHV4_CALJA
OG0004478	sp|P06800|PTPRC_MOUSE	tr|A0A2R8MMU1|A0A2R8MMU1_CALJA
OG0004479	sp|Q9JMD0|ZN207_MOUSE	tr|A0A2R8MSG7|A0A2R8MSG7_CALJA
OG0004480	sp|Q6IYF8|OXGR1_MOUSE	tr|A0A2R8N5B7|A0A2R8N5B7_CALJA
OG0004481	sp|Q8BJU9|RF1ML_MOUSE	tr|A0A5F4VV27|A0A5F4VV27_CALJA
OG0004482	sp|Q8K0D7|GET1_MOUSE	tr|A0A5F4W904|A0A5F4W904_CALJA
OG0004483	sp|P42580|NKX12_MOUSE	tr|A0A5F4WEL3|A0A5F4WEL3_CALJA
OG0004484	sp|Q9WUF2|EGR4_MOUSE	tr|A0A5F4WM92|A0A5F4WM92_CALJA
OG0004485	sp|Q8BY02|NKRF_MOUSE	tr|A0A8I3W0J1|A0A8I3W0J1_CALJA
OG0004486	sp|Q9DAM1|LRC34_MOUSE	tr|A0A8I3W886|A0A8I3W886_CALJA
OG0004487	sp|Q99LD8|DDAH2_MOUSE	tr|A0A8I3WFH4|A0A8I3WFH4_CALJA
OG0004488	sp|Q9WVT6|CAH14_MOUSE	tr|A0A8I3WFJ9|A0A8I3WFJ9_CALJA
OG0004489	sp|Q9Z191|EYA4_MOUSE	tr|A0A8I3WKJ0|A0A8I3WKJ0_CALJA
OG0004490	sp|Q9JLS0|HLPDA_MOUSE	tr|A0A8I3WNR2|A0A8I3WNR2_CALJA
OG0004491	sp|Q8BVA5|LDAH_MOUSE	tr|A0A8I3WXC4|A0A8I3WXC4_CALJA
OG0004492	sp|Q3UQA7|SELH_MOUSE	tr|A0A8I3X5I5|A0A8I3X5I5_CALJA
OG0004493	sp|Q8CIB5|FERM2_MOUSE	tr|A0A8J8XYV2|A0A8J8XYV2_CALJA
OG0004494	sp|Q8CHD8|RFIP3_MOUSE	tr|F6QYA1|F6QYA1_CALJA
OG0004495	sp|Q62009|POSTN_MOUSE	tr|F6R2K3|F6R2K3_CALJA
OG0004496	sp|Q8R0Y8|S2542_MOUSE	tr|F6R5T4|F6R5T4_CALJA
OG0004497	sp|O70566|DIAP2_MOUSE	tr|F6SZ26|F6SZ26_CALJA
OG0004498	sp|Q9D1B9|RM28_MOUSE	tr|F6TE31|F6TE31_CALJA
OG0004499	sp|P01027|CO3_MOUSE	tr|F6VS31|F6VS31_CALJA
OG0004500	sp|Q5DTI8|ESYT3_MOUSE	tr|F6WU03|F6WU03_CALJA
OG0004501	sp|Q8CIG9|FBXL8_MOUSE	tr|F6WVM2|F6WVM2_CALJA
OG0004502	sp|Q8BMK0|CEP85_MOUSE	tr|F6XWU6|F6XWU6_CALJA
OG0004503	sp|Q9CY02|AHSP_MOUSE	tr|F7B0H6|F7B0H6_CALJA
OG0004504	sp|Q9D5J6|SHPK_MOUSE	tr|F7BK56|F7BK56_CALJA
OG0004505	sp|Q8VHC3|SELM_MOUSE	tr|F7C7P7|F7C7P7_CALJA
OG0004506	sp|Q9JME9|VTM2B_MOUSE	tr|F7DEG6|F7DEG6_CALJA
OG0004507	sp|Q8BS90|BORA_MOUSE	tr|F7DKN4|F7DKN4_CALJA
OG0004508	sp|Q6P1G0|HEAT6_MOUSE	tr|F7DS12|F7DS12_CALJA
OG0004509	sp|P62196|PRS8_MOUSE	tr|F7E548|F7E548_CALJA
OG0004510	sp|Q80SS6|GPBAR_MOUSE	tr|F7FGI7|F7FGI7_CALJA
OG0004511	tr|E9Q3H4|E9Q3H4_MOUSE	tr|F7FIK8|F7FIK8_CALJA
OG0004512	sp|Q6P1D7|SLX4_MOUSE	tr|F7G0H7|F7G0H7_CALJA
OG0004513	sp|Q8BXP5|PANKY_MOUSE	tr|F7G7X2|F7G7X2_CALJA
OG0004514	sp|Q9CQG6|TM147_MOUSE	tr|F7GQ14|F7GQ14_CALJA
OG0004515	sp|Q05921|RN5A_MOUSE	tr|F7GRZ7|F7GRZ7_CALJA
OG0004516	sp|Q6QD59|SEC20_MOUSE	tr|F7HD41|F7HD41_CALJA
OG0004517	sp|Q8BG19|TMTC4_MOUSE	tr|F7HFM5|F7HFM5_CALJA
OG0004518	sp|P61087|UBE2K_MOUSE	tr|F7HJG5|F7HJG5_CALJA
OG0004519	sp|Q9QZ11|EXO1_MOUSE	tr|F7HLE3|F7HLE3_CALJA
OG0004520	sp|P22561|WT1_MOUSE	tr|F7HMJ9|F7HMJ9_CALJA
OG0004521	sp|Q9R049|AMFR_MOUSE	tr|F7HZC2|F7HZC2_CALJA
OG0004522	sp|Q921L3|TMCO1_MOUSE	tr|F7I660|F7I660_CALJA
OG0004523	sp|Q9ERM2|ICAM4_MOUSE	tr|F7IAX0|F7IAX0_CALJA
OG0004524	sp|Q3URE8|CTXN2_MOUSE	tr|F7IDW4|F7IDW4_CALJA
OG0004525	sp|Q8CDD8|KCD20_MOUSE	tr|F7IJE3|F7IJE3_CALJA
OG0004526	sp|P81067|IRX3_MOUSE	tr|F7INF1|F7INF1_CALJA
OG0004527	sp|Q99K46|UBP11_MOUSE	tr|F7IS60|F7IS60_CALJA
OG0004529	sp|Q8CBB9|RSAD2_MOUSE	tr|U3B8G1|U3B8G1_CALJA
OG0004530	sp|P0CG15|CTF8_MOUSE	tr|U3BKH2|U3BKH2_CALJA
OG0004531	sp|Q8BUR3|FOXJ3_MOUSE	tr|U3BLV8|U3BLV8_CALJA
OG0004532	sp|Q8BU33|HACL2_MOUSE	tr|U3CDK6|U3CDK6_CALJA
OG0004533	sp|Q99ME6|AT1B4_MOUSE	tr|U3EGV7|U3EGV7_CALJA
OG0004534	sp|P33033|MC3R_MOUSE	tr|A0A2R8M390|A0A2R8M390_CALJA
OG0004535	sp|Q62193|RFA2_MOUSE	tr|A0A2R8M7S9|A0A2R8M7S9_CALJA
OG0004536	sp|Q91ZT9|ASB8_MOUSE	tr|A0A2R8MBP3|A0A2R8MBP3_CALJA
OG0004537	sp|Q9CPY0|MRM2_MOUSE	tr|A0A2R8MBX3|A0A2R8MBX3_CALJA
OG0004538	sp|Q80U95|UBE3C_MOUSE	tr|A0A2R8MPX9|A0A2R8MPX9_CALJA
OG0004539	sp|Q6RHR9|MAGI1_MOUSE	tr|A0A2R8MR67|A0A2R8MR67_CALJA
OG0004540	sp|Q08EA8|TM213_MOUSE	tr|A0A2R8NFG4|A0A2R8NFG4_CALJA
OG0004541	sp|O55100|SNG1_MOUSE	tr|A0A2R8P6T3|A0A2R8P6T3_CALJA
OG0004542	sp|Q80V03|ADCK5_MOUSE	tr|A0A5F4W2H3|A0A5F4W2H3_CALJA
OG0004543	sp|Q8K4Z2|FNDC5_MOUSE	tr|A0A5F4W3H0|A0A5F4W3H0_CALJA
OG0004544	sp|Q8C102|GALT5_MOUSE	tr|A0A5F4WAB2|A0A5F4WAB2_CALJA
OG0004545	sp|Q3UMW8|CLN5_MOUSE	tr|A0A5F4WCC7|A0A5F4WCC7_CALJA
OG0004546	sp|Q9D2V8|MFS10_MOUSE	tr|A0A5K1TTX1|A0A5K1TTX1_CALJA
OG0004547	sp|P0C7N9|PSMG4_MOUSE	tr|A0A8I3WFS1|A0A8I3WFS1_CALJA
OG0004548	sp|Q99MD8|MYNN_MOUSE	tr|A0A8I3WGD9|A0A8I3WGD9_CALJA
OG0004549	tr|A0A6I8MWZ3|A0A6I8MWZ3_MOUSE	tr|A0A8I3WJY5|A0A8I3WJY5_CALJA
OG0004550	sp|Q8BGS7|CEPT1_MOUSE	tr|A0A8I3WKQ7|A0A8I3WKQ7_CALJA
OG0004551	sp|Q64279|HAND1_MOUSE	tr|A0A8I3WMU5|A0A8I3WMU5_CALJA
OG0004552	sp|Q8R2I4|DFB13_MOUSE	tr|A0A8I3WWL0|A0A8I3WWL0_CALJA
OG0004553	sp|P28047|WNT7B_MOUSE	tr|A0A8I3WXM9|A0A8I3WXM9_CALJA
OG0004554	sp|Q61387|COX7R_MOUSE	tr|A0A8I4A3H8|A0A8I4A3H8_CALJA
OG0004555	sp|P23463|HXD8_MOUSE	tr|A0A8J8Y0M4|A0A8J8Y0M4_CALJA
OG0004556	sp|Q3UHK3|GREB1_MOUSE	tr|A0A8J8YH47|A0A8J8YH47_CALJA
OG0004557	sp|Q9EST3|4ET_MOUSE	tr|B0KWR5|B0KWR5_CALJA
OG0004558	sp|Q91VF5|EMID1_MOUSE	tr|F6R5H8|F6R5H8_CALJA
OG0004559	sp|Q8BNU0|ARMC6_MOUSE	tr|F6RG87|F6RG87_CALJA
OG0004560	sp|P37242|THB_MOUSE	tr|F6S9P7|F6S9P7_CALJA
OG0004561	sp|Q91W78|USB1_MOUSE	tr|F6TF64|F6TF64_CALJA
OG0004562	sp|P08551|NFL_MOUSE	tr|F6UX82|F6UX82_CALJA
OG0004563	sp|Q9D832|DNJB4_MOUSE	tr|F6W2E8|F6W2E8_CALJA
OG0004564	sp|P30935|SSR3_MOUSE	tr|F6YVY1|F6YVY1_CALJA
OG0004565	sp|Q920C1|CRDL1_MOUSE	tr|F6ZC35|F6ZC35_CALJA
OG0004566	sp|Q8C6S9|CFA54_MOUSE	tr|F7BP49|F7BP49_CALJA
OG0004567	sp|Q8VCX5|MICU1_MOUSE	tr|F7CCE8|F7CCE8_CALJA
OG0004568	sp|Q8BHM9|TM11F_MOUSE	tr|F7DJ92|F7DJ92_CALJA
OG0004569	sp|Q8CHP0|ZC3H3_MOUSE	tr|F7DSI1|F7DSI1_CALJA
OG0004570	sp|Q6V595|KLHL6_MOUSE	tr|F7E8Y6|F7E8Y6_CALJA
OG0004571	sp|Q64249|NR6A1_MOUSE	tr|F7EXY9|F7EXY9_CALJA
OG0004572	sp|Q80T23|SYTL5_MOUSE	tr|F7F764|F7F764_CALJA
OG0004573	sp|O35943|FRDA_MOUSE	tr|F7G7D3|F7G7D3_CALJA
OG0004574	sp|P70387|HFE_MOUSE	tr|F7GRH8|F7GRH8_CALJA
OG0004575	sp|Q6P1H1|CYAC3_MOUSE	tr|F7H7P9|F7H7P9_CALJA
OG0004576	sp|Q99LN9|DOHH_MOUSE	tr|F7HA65|F7HA65_CALJA
OG0004577	sp|A2AU72|ARMC3_MOUSE	tr|F7I261|F7I261_CALJA
OG0004578	sp|O35385|PPE2_MOUSE	tr|F7I4P5|F7I4P5_CALJA
OG0004579	sp|Q80ZE4|PAQR7_MOUSE	tr|F7I9D0|F7I9D0_CALJA
OG0004580	sp|Q8VHG0|FMO4_MOUSE	tr|F7I9S6|F7I9S6_CALJA
OG0004581	sp|Q8K0L3|ACSM2_MOUSE	tr|F7ICF7|F7ICF7_CALJA
OG0004582	tr|E9Q8Q6|E9Q8Q6_MOUSE	tr|F7IGY6|F7IGY6_CALJA
OG0004583	sp|P70406|UCP2_MOUSE	tr|F7IHA8|F7IHA8_CALJA
OG0004584	sp|Q6SP97|ENKUR_MOUSE	tr|F7IJ15|F7IJ15_CALJA
OG0004585	sp|F6SEU4|SYGP1_MOUSE	tr|F7INP6|F7INP6_CALJA
OG0004586	sp|P97927|LAMA4_MOUSE	tr|F7IRZ9|F7IRZ9_CALJA
OG0004587	sp|Q6IQY5|CEP70_MOUSE	tr|F7ISR7|F7ISR7_CALJA
OG0004588	sp|Q9CX80|CYGB_MOUSE	tr|U3CP12|U3CP12_CALJA
OG0004589	sp|Q8BG17|NOL12_MOUSE	tr|U3D4W1|U3D4W1_CALJA
OG0004590	sp|Q80XL6|ACD11_MOUSE	tr|U3EJH5|U3EJH5_CALJA
OG0004591	sp|Q9Z0J1|RECK_MOUSE	tr|U3ENV3|U3ENV3_CALJA
OG0004592	sp|P30558|PAR1_MOUSE	tr|U3F0Q2|U3F0Q2_CALJA
OG0004593	sp|O35594|IFT81_MOUSE	tr|U3FFK6|U3FFK6_CALJA
OG0004594	sp|Q8BR70|YIPF6_MOUSE	tr|U3FLF6|U3FLF6_CALJA
OG0004595	sp|P33242|STF1_MOUSE	tr|A0A2R8MRM6|A0A2R8MRM6_CALJA
OG0004596	tr|A0A1B0GT45|A0A1B0GT45_MOUSE	tr|A0A2R8N047|A0A2R8N047_CALJA
OG0004597	sp|O54931|AKAP2_MOUSE	tr|A0A2R8N245|A0A2R8N245_CALJA
OG0004598	sp|Q8VHH8|IL25_MOUSE	tr|A0A2R8N5B4|A0A2R8N5B4_CALJA
OG0004599	sp|P27699|CREM_MOUSE	tr|A0A2R8N7G6|A0A2R8N7G6_CALJA
OG0004600	sp|Q9Z0M5|LICH_MOUSE	tr|A0A5F4W1X8|A0A5F4W1X8_CALJA
OG0004601	sp|Q8K3E5|AHI1_MOUSE	tr|A0A5F4W232|A0A5F4W232_CALJA
OG0004602	sp|P97875|JDP2_MOUSE	tr|A0A5F4W8Q7|A0A5F4W8Q7_CALJA
OG0004604	sp|Q8BLR5|PSD4_MOUSE	tr|A0A5F4WDQ5|A0A5F4WDQ5_CALJA
OG0004605	sp|Q3V125|CC110_MOUSE	tr|A0A5F4WFQ2|A0A5F4WFQ2_CALJA
OG0004606	sp|Q8CGF6|WDR47_MOUSE	tr|A0A5K1V352|A0A5K1V352_CALJA
OG0004607	sp|Q99KU1|DHDDS_MOUSE	tr|A0A8I3W458|A0A8I3W458_CALJA
OG0004608	sp|Q8BUH8|SENP7_MOUSE	tr|A0A8I3W672|A0A8I3W672_CALJA
OG0004610	sp|Q80W69|CL071_MOUSE	tr|A0A8I3WJ82|A0A8I3WJ82_CALJA
OG0004611	sp|P70397|DLX6_MOUSE	tr|A0A8I3WNC6|A0A8I3WNC6_CALJA
OG0004612	sp|Q3UE31|K0930_MOUSE	tr|A0A8I3WR61|A0A8I3WR61_CALJA
OG0004613	sp|P41133|ID3_MOUSE	tr|A0A8I3WVC5|A0A8I3WVC5_CALJA
OG0004614	sp|Q64691|CAN3_MOUSE	tr|A0A8I4A2V0|A0A8I4A2V0_CALJA
OG0004615	sp|Q3U7R1|ESYT1_MOUSE	tr|F6RL52|F6RL52_CALJA
OG0004616	sp|Q8K1M6|DNM1L_MOUSE	tr|F6TQ78|F6TQ78_CALJA
OG0004617	sp|Q9DBR3|ARMC8_MOUSE	tr|F6YNU3|F6YNU3_CALJA
OG0004618	sp|Q9D6J6|NDUV2_MOUSE	tr|F7C7K1|F7C7K1_CALJA
OG0004619	tr|B9EJW5|B9EJW5_MOUSE	tr|F7D7N3|F7D7N3_CALJA
OG0004620	sp|Q9DAM2|EFCB9_MOUSE	tr|F7EGD7|F7EGD7_CALJA
OG0004621	sp|Q7TQH7|LRP10_MOUSE	tr|F7EKR1|F7EKR1_CALJA
OG0004622	sp|P48193|EPB41_MOUSE	tr|F7G9D6|F7G9D6_CALJA
OG0004623	sp|Q7TMB3|PPR3C_MOUSE	tr|F7GL21|F7GL21_CALJA
OG0004624	sp|P05202|AATM_MOUSE	tr|F7GQT4|F7GQT4_CALJA
OG0004625	sp|E9Q735|UBE4A_MOUSE	tr|F7GT26|F7GT26_CALJA
OG0004626	sp|Q64729|TGFR1_MOUSE	tr|F7H653|F7H653_CALJA
OG0004627	sp|Q059U7|INTU_MOUSE	tr|F7H686|F7H686_CALJA
OG0004628	sp|Q8BHI9|NIM1_MOUSE	tr|F7HK05|F7HK05_CALJA
OG0004629	sp|Q3HNM7|INSC_MOUSE	tr|F7HKM8|F7HKM8_CALJA
OG0004630	sp|Q8BTY8|SCFD2_MOUSE	tr|F7HNL4|F7HNL4_CALJA
OG0004631	sp|Q91ZM2|SH2B1_MOUSE	tr|F7HNX1|F7HNX1_CALJA
OG0004632	sp|Q8CBX9|BIVM_MOUSE	tr|F7HUQ9|F7HUQ9_CALJA
OG0004633	sp|Q3TPX4|EXOC5_MOUSE	tr|F7I7K7|F7I7K7_CALJA
OG0004634	sp|Q8VEI3|HYAL3_MOUSE	tr|F7I8M5|F7I8M5_CALJA
OG0004635	tr|E9QAP7|E9QAP7_MOUSE	tr|F7IBK6|F7IBK6_CALJA
OG0004636	sp|Q8BVN9|MAEL_MOUSE	tr|F7ICG6|F7ICG6_CALJA
OG0004637	sp|Q99KD5|UN45A_MOUSE	tr|F7IEH3|F7IEH3_CALJA
OG0004638	sp|Q00915|RET1_MOUSE	tr|F7IF66|F7IF66_CALJA
OG0004639	sp|O35654|DPOD2_MOUSE	tr|F7IG65|F7IG65_CALJA
OG0004640	sp|Q99LH9|3BP5L_MOUSE	tr|F7IK25|F7IK25_CALJA
OG0004641	sp|Q9ESP1|SDF2L_MOUSE	tr|F7IM47|F7IM47_CALJA
OG0004642	sp|Q3U2I3|FHI1B_MOUSE	tr|F7IQS6|F7IQS6_CALJA
OG0004643	sp|Q5F201|CFA52_MOUSE	tr|F7ISM8|F7ISM8_CALJA
OG0004644	sp|P56400|GP1BB_MOUSE	tr|F7ISY1|F7ISY1_CALJA
OG0004645	sp|Q9R0D8|WDR54_MOUSE	tr|U3BF41|U3BF41_CALJA
OG0004646	sp|Q80VQ1|LRRC1_MOUSE	tr|U3BPI6|U3BPI6_CALJA
OG0004647	sp|P35377|OPRX_MOUSE	tr|U3C9M8|U3C9M8_CALJA
OG0004648	sp|Q8R138|TM119_MOUSE	tr|U3CC77|U3CC77_CALJA
OG0004649	sp|Q91WI7|ITFG2_MOUSE	tr|U3CS63|U3CS63_CALJA
OG0004650	sp|Q9D787|PPIL2_MOUSE	tr|U3FA41|U3FA41_CALJA
OG0004651	sp|Q5SSM3|RHG44_MOUSE	tr|A0A2R8M7X3|A0A2R8M7X3_CALJA
OG0004652	sp|Q9JMK0|B4GT5_MOUSE	tr|A0A2R8MEY9|A0A2R8MEY9_CALJA
OG0004653	sp|Q99PI5|LPIN2_MOUSE	tr|A0A2R8MM93|A0A2R8MM93_CALJA
OG0004654	sp|P97309|MESP1_MOUSE	tr|A0A2R8MPB3|A0A2R8MPB3_CALJA
OG0004655	sp|Q9DA15|THEGL_MOUSE	tr|A0A2R8MQH2|A0A2R8MQH2_CALJA
OG0004656	sp|P10754|ZFP13_MOUSE	tr|A0A2R8MSF9|A0A2R8MSF9_CALJA
OG0004657	sp|P62080|TSN5_MOUSE	tr|A0A2R8MTW5|A0A2R8MTW5_CALJA
OG0004658	sp|P61211|ARL1_MOUSE	tr|A0A2R8MU59|A0A2R8MU59_CALJA
OG0004659	sp|Q3UVC0|KSR2_MOUSE	tr|A0A2R8P9Q6|A0A2R8P9Q6_CALJA
OG0004660	sp|Q6PZD9|CEBPE_MOUSE	tr|A0A2R8PMY5|A0A2R8PMY5_CALJA
OG0004661	sp|Q9CR60|GOT1B_MOUSE	tr|A0A5F4VXI8|A0A5F4VXI8_CALJA
OG0004662	sp|Q9D3P8|PLRKT_MOUSE	tr|A0A5F4VXN2|A0A5F4VXN2_CALJA
OG0004663	sp|Q766D5|B4GN4_MOUSE	tr|A0A5F4W499|A0A5F4W499_CALJA
OG0004664	sp|Q61039|HAND2_MOUSE	tr|A0A5F4WB70|A0A5F4WB70_CALJA
OG0004665	sp|Q05A13|S16C6_MOUSE	tr|A0A5F4WET4|A0A5F4WET4_CALJA
OG0004666	sp|Q8C8Y5|SAMD7_MOUSE	tr|A0A8I3W2P0|A0A8I3W2P0_CALJA
OG0004667	sp|Q9CQC4|TM216_MOUSE	tr|A0A8I3W3I7|A0A8I3W3I7_CALJA
OG0004668	sp|Q61521|EREG_MOUSE	tr|A0A8I3W6M2|A0A8I3W6M2_CALJA
OG0004669	sp|Q8BLC3|LYPD1_MOUSE	tr|A0A8I3W8X8|A0A8I3W8X8_CALJA
OG0004670	tr|Q3U466|Q3U466_MOUSE	tr|A0A8I3W9U9|A0A8I3W9U9_CALJA
OG0004671	sp|Q64105|SPRE_MOUSE	tr|A0A8I3WLJ2|A0A8I3WLJ2_CALJA
OG0004672	tr|F8VPN4|F8VPN4_MOUSE	tr|A0A8I3WN62|A0A8I3WN62_CALJA
OG0004673	sp|Q9CWT3|SNX10_MOUSE	tr|A0A8I3WPZ9|A0A8I3WPZ9_CALJA
OG0004674	sp|Q99N85|RT18A_MOUSE	tr|A0A8I3WR51|A0A8I3WR51_CALJA
OG0004675	sp|Q8C7B6|FXL22_MOUSE	tr|A0A8I3WT48|A0A8I3WT48_CALJA
OG0004676	sp|Q6ZQ12|NINL_MOUSE	tr|A0A8I3XAE7|A0A8I3XAE7_CALJA
OG0004677	sp|Q8BKG3|PTK7_MOUSE	tr|A0A8J8YN35|A0A8J8YN35_CALJA
OG0004678	sp|P07750|IL4_MOUSE	tr|A4ZXA4|A4ZXA4_CALJA
