Orthogroup	Mus_musculus	Ursus_americanus
OG0000638	sp|Q61885|MOG_MOUSE	tr|A0A452S980|A0A452S980_URSAM
OG0000638	sp|O70355|BTNL2_MOUSE	tr|A0A452QSD3|A0A452QSD3_URSAM, tr|A0A452Q8V0|A0A452Q8V0_URSAM, tr|A0A452R1B8|A0A452R1B8_URSAM
OG0000639	sp|P07356|ANXA2_MOUSE	tr|A0A452RD48|A0A452RD48_URSAM, tr|A0A452R1C8|A0A452R1C8_URSAM, tr|A0A452SP91|A0A452SP91_URSAM, tr|A0A452QS74|A0A452QS74_URSAM, tr|A0A452RYE8|A0A452RYE8_URSAM
OG0000640	sp|Q8CFZ5|S22AC_MOUSE	tr|A0A452SDI0|A0A452SDI0_URSAM, tr|A0A452QAF9|A0A452QAF9_URSAM, tr|A0A452SDC8|A0A452SDC8_URSAM, tr|A0A452R2R4|A0A452R2R4_URSAM, tr|A0A452R2Z2|A0A452R2Z2_URSAM
OG0000641	tr|Q5NCC7|Q5NCC7_MOUSE	tr|A0A452RMR7|A0A452RMR7_URSAM, tr|A0A452QKT1|A0A452QKT1_URSAM, tr|A0A452R2T5|A0A452R2T5_URSAM, tr|A0A452QK72|A0A452QK72_URSAM, tr|A0A452S087|A0A452S087_URSAM
OG0000647	sp|Q9QY15|DDX25_MOUSE	tr|A0A452QRI5|A0A452QRI5_URSAM
OG0000647	sp|Q61655|DD19A_MOUSE, tr|Q8BZY3|Q8BZY3_MOUSE	tr|A0A452QRP0|A0A452QRP0_URSAM
OG0000650	sp|P18052|PTPRA_MOUSE	tr|A0A452QTW6|A0A452QTW6_URSAM
OG0000650	sp|P06800|PTPRC_MOUSE, sp|P49446|PTPRE_MOUSE	tr|A0A452SBY6|A0A452SBY6_URSAM
OG0000652	sp|Q9JJH7|TRPM5_MOUSE	tr|A0A452SFX6|A0A452SFX6_URSAM
OG0000652	sp|Q7TN37|TRPM4_MOUSE	tr|A0A452SG27|A0A452SG27_URSAM, tr|A0A452S9C9|A0A452S9C9_URSAM
OG0000653	sp|A2BDX4|KCNG1_MOUSE	tr|A0A452S5C5|A0A452S5C5_URSAM
OG0000653	sp|P59053|KCNG3_MOUSE, tr|F7A6P6|F7A6P6_MOUSE	tr|A0A452QZY5|A0A452QZY5_URSAM
OG0000655	sp|Q9ES70|NEK6_MOUSE	tr|A0A452SLM5|A0A452SLM5_URSAM
OG0000655	sp|Q80YS9|STKL1_MOUSE, sp|Q9ES74|NEK7_MOUSE	tr|A0A452S2A0|A0A452S2A0_URSAM
OG0000656	sp|P62484|ABI2_MOUSE	tr|A0A452RQF4|A0A452RQF4_URSAM
OG0000656	sp|Q8BYZ1|ABI3_MOUSE, sp|Q8CBW3|ABI1_MOUSE	tr|A0A452R0M8|A0A452R0M8_URSAM
OG0000657	sp|Q14AT5|ANO7_MOUSE	tr|A0A452RXV8|A0A452RXV8_URSAM
OG0000657	sp|Q8C5H1|ANO4_MOUSE, sp|A2AHL1|ANO3_MOUSE	tr|A0A452QVZ3|A0A452QVZ3_URSAM
OG0000658	sp|Q61324|ARNT2_MOUSE	tr|A0A452SIS8|A0A452SIS8_URSAM
OG0000658	sp|P53762|ARNT_MOUSE	tr|A0A452SQU7|A0A452SQU7_URSAM, tr|A0A452R3K5|A0A452R3K5_URSAM
OG0000660	sp|P49312|ROA1_MOUSE, sp|Q8BG05|ROA3_MOUSE	tr|A0A452RWA9|A0A452RWA9_URSAM
OG0000660	sp|O88569|ROA2_MOUSE	tr|A0A452SLV3|A0A452SLV3_URSAM
OG0000661	sp|Q9CZ52|ANTR1_MOUSE, sp|Q6DFX2|ANTR2_MOUSE, tr|A0A2I3BPJ2|A0A2I3BPJ2_MOUSE, sp|Q8BVM2|ANTRL_MOUSE	tr|A0A452RBD8|A0A452RBD8_URSAM
OG0000662	sp|O70585|DTNB_MOUSE	tr|A0A452R5C6|A0A452R5C6_URSAM
OG0000662	sp|Q9D2N4|DTNA_MOUSE	tr|A0A452QQ38|A0A452QQ38_URSAM, tr|A0A452S081|A0A452S081_URSAM
OG0000663	sp|P84309|ADCY5_MOUSE	tr|A0A452S6Z1|A0A452S6Z1_URSAM
OG0000663	sp|P97490|ADCY8_MOUSE, sp|Q01341|ADCY6_MOUSE	tr|A0A452SSM3|A0A452SSM3_URSAM
OG0000664	sp|Q8BI69|ZN784_MOUSE	tr|A0A452S0Y9|A0A452S0Y9_URSAM, tr|A0A452R0X4|A0A452R0X4_URSAM, tr|A0A452QUZ3|A0A452QUZ3_URSAM, tr|A0A452QY49|A0A452QY49_URSAM
OG0000665	sp|A3FIN4|AT8B5_MOUSE	tr|A0A452SK83|A0A452SK83_URSAM
OG0000665	tr|A2ANX3|A2ANX3_MOUSE, sp|P98199|AT8B2_MOUSE	tr|A0A452RGK4|A0A452RGK4_URSAM
OG0000667	sp|Q91YS8|KCC1A_MOUSE, sp|Q8BW96|KCC1D_MOUSE, sp|Q9QYK9|KCC1B_MOUSE, sp|Q3V129|ULK4_MOUSE	tr|A0A452R6Y2|A0A452R6Y2_URSAM
OG0000671	tr|Q9D9S4|Q9D9S4_MOUSE, tr|A2BG94|A2BG94_MOUSE, tr|A3KG45|A3KG45_MOUSE	tr|A0A452R7B8|A0A452R7B8_URSAM, tr|A0A452R9R3|A0A452R9R3_URSAM
OG0000673	sp|P61264|STX1B_MOUSE	tr|A0A452QXT8|A0A452QXT8_URSAM
OG0000673	sp|Q00262|STX2_MOUSE, sp|O35526|STX1A_MOUSE	tr|A0A452RQS1|A0A452RQS1_URSAM
OG0000674	sp|Q5QD04|TAAR9_MOUSE	tr|A0A452QGM1|A0A452QGM1_URSAM, tr|A0A452QYR0|A0A452QYR0_URSAM, tr|A0A452QYT1|A0A452QYT1_URSAM, tr|A0A452QE55|A0A452QE55_URSAM
OG0000675	tr|Q6NSQ5|Q6NSQ5_MOUSE	tr|A0A452RVE9|A0A452RVE9_URSAM
OG0000675	tr|Q8C898|Q8C898_MOUSE, tr|E9Q422|E9Q422_MOUSE	tr|A0A452R5J6|A0A452R5J6_URSAM
OG0000676	sp|Q8CEG8|UBP27_MOUSE	tr|A0A452QYA5|A0A452QYA5_URSAM
OG0000676	sp|Q5DU02|UBP22_MOUSE, sp|B1AY15|UBP51_MOUSE	tr|A0A452QLS2|A0A452QLS2_URSAM
OG0000677	sp|Q62471|VNS1_MOUSE, sp|Q62472|VNS2_MOUSE, sp|Q8K1H9|OBP2A_MOUSE, tr|A2BHR0|A2BHR0_MOUSE	tr|A0A452QAL8|A0A452QAL8_URSAM
OG0000678	tr|B8QI36|B8QI36_MOUSE	tr|A0A452QPQ7|A0A452QPQ7_URSAM
OG0000678	sp|Q8BSS9|LIPA2_MOUSE, tr|B2RXQ2|B2RXQ2_MOUSE	tr|A0A452S3Q5|A0A452S3Q5_URSAM
OG0000679	tr|E9Q745|E9Q745_MOUSE, tr|Q6IMK7|Q6IMK7_MOUSE, tr|Q6WIZ7|Q6WIZ7_MOUSE, sp|Q8JZQ5|AOC1_MOUSE	tr|A0A452SK88|A0A452SK88_URSAM
OG0000680	sp|Q60625|ICAM5_MOUSE	tr|A0A452S2T2|A0A452S2T2_URSAM
OG0000680	sp|P13597|ICAM1_MOUSE	tr|A0A452S2K3|A0A452S2K3_URSAM, tr|A0A452S2T6|A0A452S2T6_URSAM
OG0000681	sp|P61967|AP1S1_MOUSE	tr|A0A452QXC8|A0A452QXC8_URSAM
OG0000681	sp|Q9DB50|AP1S2_MOUSE	tr|A0A452QB89|A0A452QB89_URSAM, tr|A0A452RPK1|A0A452RPK1_URSAM
OG0000682	sp|Q8BIE6|FRM4A_MOUSE, sp|Q920B0|FRM4B_MOUSE, sp|Q7TN12|INAVA_MOUSE, sp|A2AEV7|CC120_MOUSE	tr|A0A452QBP5|A0A452QBP5_URSAM
OG0000683	sp|A6H584|CO6A5_MOUSE	tr|A0A452STQ6|A0A452STQ6_URSAM
OG0000683	sp|A2AX52|CO6A4_MOUSE, sp|Q8C6K9|CO6A6_MOUSE	tr|A0A452R8I7|A0A452R8I7_URSAM
OG0000684	sp|Q99PJ1|PCD15_MOUSE	tr|A0A452SJI9|A0A452SJI9_URSAM
OG0000684	tr|F6ZNL5|F6ZNL5_MOUSE, tr|F8VPK8|F8VPK8_MOUSE	tr|A0A452S8N9|A0A452S8N9_URSAM
OG0000686	tr|A0A0N4SVQ0|A0A0N4SVQ0_MOUSE	tr|A0A452R1A4|A0A452R1A4_URSAM
OG0000686	sp|A6H6T1|PRS40_MOUSE, sp|O70169|PRS39_MOUSE	tr|A0A452QZL2|A0A452QZL2_URSAM
OG0000687	sp|O88935|SYN1_MOUSE	tr|A0A452RQ35|A0A452RQ35_URSAM
OG0000687	sp|Q8JZP2|SYN3_MOUSE, sp|Q64332|SYN2_MOUSE	tr|A0A452SR75|A0A452SR75_URSAM
OG0000688	sp|Q99NB5|GSDMC_MOUSE, sp|Q2KHK6|GSDC2_MOUSE, sp|Q8CB12|GSDC3_MOUSE, sp|Q3TR54|GSDC4_MOUSE	tr|A0A452SRS0|A0A452SRS0_URSAM
OG0000689	tr|A2RS33|A2RS33_MOUSE, tr|E9Q838|E9Q838_MOUSE, tr|Q7TRS6|Q7TRS6_MOUSE, tr|E9Q546|E9Q546_MOUSE	tr|A0A452R717|A0A452R717_URSAM
OG0000691	sp|P10855|CCL3_MOUSE	tr|A0A452R1G3|A0A452R1G3_URSAM, tr|A0A452QK18|A0A452QK18_URSAM, tr|A0A452QK33|A0A452QK33_URSAM, tr|A0A452R1I5|A0A452R1I5_URSAM
OG0000692	sp|Q9JLT4|TRXR2_MOUSE	tr|A0A452R6E6|A0A452R6E6_URSAM
OG0000692	sp|Q9JMH6|TRXR1_MOUSE, sp|Q99MD6|TRXR3_MOUSE	tr|A0A452SKV5|A0A452SKV5_URSAM
OG0000693	sp|Q9QXL2|KI21A_MOUSE	tr|A0A452RSQ4|A0A452RSQ4_URSAM
OG0000693	sp|Q9QXL1|KI21B_MOUSE	tr|A0A452QK51|A0A452QK51_URSAM, tr|A0A452SQE2|A0A452SQE2_URSAM
OG0000694	tr|E9PWU0|E9PWU0_MOUSE, tr|E9PZZ6|E9PZZ6_MOUSE, tr|L7N457|L7N457_MOUSE, tr|Q8VF72|Q8VF72_MOUSE	tr|A0A452SW40|A0A452SW40_URSAM
OG0000695	sp|P18826|KPB1_MOUSE	tr|A0A452SVR1|A0A452SVR1_URSAM
OG0000695	sp|Q8BWJ3|KPB2_MOUSE	tr|A0A452SV49|A0A452SV49_URSAM, tr|A0A452QYG8|A0A452QYG8_URSAM
OG0000696	sp|Q8BFY9|TNPO1_MOUSE	tr|A0A452SEA7|A0A452SEA7_URSAM, tr|A0A452SVW3|A0A452SVW3_URSAM
OG0000696	sp|Q99LG2|TNPO2_MOUSE	tr|A0A452S018|A0A452S018_URSAM
OG0000697	sp|Q9Z0R4|ITSN1_MOUSE	tr|A0A452SWJ8|A0A452SWJ8_URSAM
OG0000697	sp|Q9Z0R6|ITSN2_MOUSE	tr|A0A452SKK3|A0A452SKK3_URSAM, tr|A0A452SKJ1|A0A452SKJ1_URSAM
OG0000698	sp|Q61548|AP180_MOUSE	tr|A0A452QG51|A0A452QG51_URSAM
OG0000698	sp|Q7M6Y3|PICAL_MOUSE	tr|A0A452QCH5|A0A452QCH5_URSAM, tr|A0A452RUG0|A0A452RUG0_URSAM
OG0000699	sp|Q9CQV5|RT24_MOUSE	tr|A0A452QIM9|A0A452QIM9_URSAM, tr|A0A452SCF3|A0A452SCF3_URSAM, tr|A0A452QC23|A0A452QC23_URSAM, tr|A0A452RF48|A0A452RF48_URSAM
OG0000700	sp|Q8CII0|ZBT8B_MOUSE	tr|A0A452R0X3|A0A452R0X3_URSAM, tr|A0A452Q9N6|A0A452Q9N6_URSAM
OG0000700	sp|Q9CWH1|ZBT8A_MOUSE	tr|A0A452RRU0|A0A452RRU0_URSAM
OG0000701	sp|Q9D2G5|SYNJ2_MOUSE	tr|A0A452S855|A0A452S855_URSAM
OG0000701	sp|Q8CHC4|SYNJ1_MOUSE	tr|A0A452SQD9|A0A452SQD9_URSAM, tr|A0A452S2U4|A0A452S2U4_URSAM
OG0000703	sp|P53351|PLK2_MOUSE	tr|A0A452S4U2|A0A452S4U2_URSAM
OG0000703	sp|Q60806|PLK3_MOUSE, sp|Q4FZD7|PLK5_MOUSE	tr|A0A452RI01|A0A452RI01_URSAM
OG0000704	sp|Q9Z140|CPNE6_MOUSE	tr|A0A452SFM6|A0A452SFM6_URSAM
OG0000704	sp|Q8BLR2|CPNE4_MOUSE, sp|Q0VE82|CPNE7_MOUSE	tr|A0A452S2F1|A0A452S2F1_URSAM
OG0000705	sp|Q9JK83|PAR6B_MOUSE	tr|A0A452S5B4|A0A452S5B4_URSAM
OG0000705	sp|Q9JK84|PAR6G_MOUSE	tr|A0A452SI57|A0A452SI57_URSAM, tr|A0A452SMV0|A0A452SMV0_URSAM
OG0000706	sp|Q2TV84|TRPM1_MOUSE	tr|A0A452QDE9|A0A452QDE9_URSAM
OG0000706	tr|J9S314|J9S314_MOUSE	tr|A0A452SCA1|A0A452SCA1_URSAM, tr|A0A452RV07|A0A452RV07_URSAM
OG0000707	sp|Q80WG5|LRC8A_MOUSE	tr|A0A452RNB5|A0A452RNB5_URSAM
OG0000707	sp|Q8BGR2|LRC8D_MOUSE, sp|Q5DU41|LRC8B_MOUSE	tr|A0A452R7U5|A0A452R7U5_URSAM
OG0000709	sp|Q5SZ99|TRI38_MOUSE	tr|A0A452RNR3|A0A452RNR3_URSAM
OG0000709	sp|Q5NCC9|TRI58_MOUSE	tr|A0A452SI52|A0A452SI52_URSAM, tr|A0A452QE50|A0A452QE50_URSAM
OG0000710	tr|Q8VGP4|Q8VGP4_MOUSE, tr|Q7TRV8|Q7TRV8_MOUSE, tr|Q7TRV7|Q7TRV7_MOUSE	tr|A0A452SGY3|A0A452SGY3_URSAM, tr|A0A452SGV3|A0A452SGV3_URSAM
OG0000711	tr|Q8C635|Q8C635_MOUSE, sp|Q8BX05|GLPK5_MOUSE, sp|Q9WU65|GLPK2_MOUSE, sp|Q64516|GLPK_MOUSE	tr|A0A452S5P6|A0A452S5P6_URSAM
OG0000712	tr|A2ATW2|A2ATW2_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE, tr|Q8VEZ2|Q8VEZ2_MOUSE, tr|Q8VEZ3|Q8VEZ3_MOUSE	tr|A0A452QK90|A0A452QK90_URSAM
OG0000713	tr|E9Q6D3|E9Q6D3_MOUSE, tr|E9Q8Z1|E9Q8Z1_MOUSE, tr|E9Q3K0|E9Q3K0_MOUSE, tr|Q9D496|Q9D496_MOUSE	tr|A0A452QSK4|A0A452QSK4_URSAM
OG0000714	sp|Q01065|PDE1B_MOUSE	tr|A0A452R1D0|A0A452R1D0_URSAM
OG0000714	sp|Q64338|PDE1C_MOUSE, sp|Q61481|PDE1A_MOUSE	tr|A0A452SNR1|A0A452SNR1_URSAM
OG0000715	sp|Q6GYP7|RGPA1_MOUSE	tr|A0A452QRI3|A0A452QRI3_URSAM
OG0000715	sp|A3KGS3|RGPA2_MOUSE	tr|A0A452QPS6|A0A452QPS6_URSAM, tr|A0A452SID7|A0A452SID7_URSAM
OG0000716	sp|Q3TJZ6|FA98A_MOUSE	tr|A0A452SDB5|A0A452SDB5_URSAM
OG0000716	sp|Q80VD1|FA98B_MOUSE	tr|A0A452RVZ0|A0A452RVZ0_URSAM, tr|A0A452QG29|A0A452QG29_URSAM
OG0000717	sp|Q99N08|M4A6C_MOUSE, sp|Q99N07|M4A6D_MOUSE, sp|Q99N09|M4A6B_MOUSE	tr|A0A452RNL1|A0A452RNL1_URSAM, tr|A0A452QXH1|A0A452QXH1_URSAM
OG0000718	sp|Q8K078|SO4A1_MOUSE, sp|Q8C0X7|SO6C1_MOUSE, tr|Q9D5W6|Q9D5W6_MOUSE, sp|Q8BGD4|SO4C1_MOUSE	tr|A0A452RBU5|A0A452RBU5_URSAM
OG0000719	tr|D3Z649|D3Z649_MOUSE	tr|A0A452SMW4|A0A452SMW4_URSAM
OG0000719	sp|Q6ZPR4|KCNT1_MOUSE	tr|A0A452R8Y7|A0A452R8Y7_URSAM, tr|A0A452R902|A0A452R902_URSAM
OG0000720	sp|Q8K0H1|S47A1_MOUSE	tr|A0A452R634|A0A452R634_URSAM, tr|A0A452R654|A0A452R654_URSAM
OG0000720	sp|Q3V050|S47A2_MOUSE	tr|A0A452S5J4|A0A452S5J4_URSAM
OG0000722	sp|P39655|LOX12_MOUSE	tr|A0A452S6G8|A0A452S6G8_URSAM
OG0000722	sp|P55249|LX12E_MOUSE, sp|P39654|LOX15_MOUSE	tr|A0A452R9E7|A0A452R9E7_URSAM
OG0000723	sp|Q60716|P4HA2_MOUSE	tr|A0A452SMV5|A0A452SMV5_URSAM
OG0000723	sp|Q60715|P4HA1_MOUSE	tr|A0A452SMR5|A0A452SMR5_URSAM, tr|A0A452R7H1|A0A452R7H1_URSAM
OG0000724	tr|Q8BM11|Q8BM11_MOUSE	tr|A0A452QN51|A0A452QN51_URSAM
OG0000724	sp|Q8BZH1|TGM4_MOUSE, sp|Q08189|TGM3_MOUSE	tr|A0A452QY98|A0A452QY98_URSAM
OG0000726	tr|Q497M6|Q497M6_MOUSE, tr|O55179|O55179_MOUSE, sp|Q07440|B2LA1_MOUSE, tr|Q0P538|Q0P538_MOUSE	tr|A0A452SIR9|A0A452SIR9_URSAM
OG0000727	sp|Q80YA9|CNKR2_MOUSE	tr|A0A452QRY4|A0A452QRY4_URSAM
OG0000727	tr|F6UK53|F6UK53_MOUSE, sp|Q8BMA3|CNKR3_MOUSE	tr|A0A452RPW0|A0A452RPW0_URSAM
OG0000728	sp|P40124|CAP1_MOUSE	tr|A0A452S4J3|A0A452S4J3_URSAM
OG0000728	sp|Q9CYT6|CAP2_MOUSE	tr|A0A452SH20|A0A452SH20_URSAM, tr|A0A452RJM2|A0A452RJM2_URSAM
OG0000730	tr|Q8BGG2|Q8BGG2_MOUSE, tr|Q8C7T0|Q8C7T0_MOUSE, tr|F6ZVF2|F6ZVF2_MOUSE	tr|A0A452RL67|A0A452RL67_URSAM, tr|A0A452RAX2|A0A452RAX2_URSAM
OG0000731	tr|A2A588|A2A588_MOUSE, tr|Q3V2D6|Q3V2D6_MOUSE, sp|Q3V2C1|KRA93_MOUSE, tr|A2A590|A2A590_MOUSE	tr|A0A452RA90|A0A452RA90_URSAM
OG0000732	sp|E9Q5R7|NAL12_MOUSE	tr|A0A452RMC9|A0A452RMC9_URSAM, tr|A0A452SNG5|A0A452SNG5_URSAM, tr|A0A452S0K7|A0A452S0K7_URSAM, tr|A0A452SNG3|A0A452SNG3_URSAM
OG0000733	sp|Q9D7W4|TSN17_MOUSE	tr|A0A452S8R6|A0A452S8R6_URSAM, tr|A0A452SK43|A0A452SK43_URSAM
OG0000733	sp|P62080|TSN5_MOUSE	tr|A0A452QM23|A0A452QM23_URSAM
OG0000734	sp|P27038|AVR2A_MOUSE	tr|A0A452R971|A0A452R971_URSAM
OG0000734	sp|Q8K592|AMHR2_MOUSE, sp|P27040|AVR2B_MOUSE	tr|A0A452QP03|A0A452QP03_URSAM
OG0000735	sp|Q99L27|GMPR2_MOUSE	tr|A0A452SHB4|A0A452SHB4_URSAM
OG0000735	sp|Q9DCZ1|GMPR1_MOUSE	tr|A0A452QHF3|A0A452QHF3_URSAM, tr|A0A452QH90|A0A452QH90_URSAM
OG0000736	tr|A0A140LHU2|A0A140LHU2_MOUSE, tr|A0A1L1SVH0|A0A1L1SVH0_MOUSE, tr|A0A0B4J1M2|A0A0B4J1M2_MOUSE	tr|A0A452SKC9|A0A452SKC9_URSAM, tr|A0A452SKJ5|A0A452SKJ5_URSAM
OG0000737	tr|F8VQ05|F8VQ05_MOUSE	tr|A0A452R0J5|A0A452R0J5_URSAM
OG0000737	sp|E9Q8I9|FRY_MOUSE	tr|A0A452QU61|A0A452QU61_URSAM, tr|A0A452R4X2|A0A452R4X2_URSAM
OG0000738	sp|Q61093|CY24B_MOUSE	tr|A0A452SI97|A0A452SI97_URSAM
OG0000738	sp|Q672J9|NOX3_MOUSE	tr|A0A452S1J7|A0A452S1J7_URSAM, tr|A0A452S771|A0A452S771_URSAM
OG0000739	sp|Q6NVE3|SPI2C_MOUSE	tr|A0A452SIP9|A0A452SIP9_URSAM
OG0000739	sp|Q61142|SPIN1_MOUSE	tr|A0A452QIV2|A0A452QIV2_URSAM, tr|A0A452Q876|A0A452Q876_URSAM
OG0000741	sp|Q9R1Z7|PTPS_MOUSE	tr|A0A452S9A1|A0A452S9A1_URSAM, tr|A0A452SEK2|A0A452SEK2_URSAM, tr|A0A452SKF0|A0A452SKF0_URSAM, tr|A0A452QFI5|A0A452QFI5_URSAM
OG0000742	sp|P29352|PTN22_MOUSE	tr|A0A452RWG5|A0A452RWG5_URSAM
OG0000742	sp|P35831|PTN12_MOUSE	tr|A0A452RWP1|A0A452RWP1_URSAM, tr|A0A452RIK2|A0A452RIK2_URSAM
OG0000743	sp|Q01279|EGFR_MOUSE	tr|A0A452SJY7|A0A452SJY7_URSAM
OG0000743	sp|Q61527|ERBB4_MOUSE	tr|A0A452SVZ1|A0A452SVZ1_URSAM, tr|A0A452STP8|A0A452STP8_URSAM
OG0000745	sp|Q99MP3|CALCB_MOUSE	tr|A0A452QAE7|A0A452QAE7_URSAM, tr|A0A452R8T4|A0A452R8T4_URSAM, tr|A0A452QYW8|A0A452QYW8_URSAM, tr|A0A452QEE7|A0A452QEE7_URSAM
OG0000747	tr|A0A075B5I8|A0A075B5I8_MOUSE, tr|A0A075B5I9|A0A075B5I9_MOUSE, tr|A0A075B5J0|A0A075B5J0_MOUSE, sp|P01734|TVB1_MOUSE	tr|A0A452R8A5|A0A452R8A5_URSAM
OG0000748	sp|Q62167|DDX3X_MOUSE	tr|A0A452RCX2|A0A452RCX2_URSAM
OG0000748	sp|P16381|DDX3L_MOUSE, sp|Q62095|DDX3Y_MOUSE	tr|A0A452RC52|A0A452RC52_URSAM
OG0000749	sp|Q80TR1|AGRL1_MOUSE	tr|A0A452S176|A0A452S176_URSAM
OG0000749	sp|Q80TS3|AGRL3_MOUSE, sp|Q8JZZ7|AGRL2_MOUSE	tr|A0A452QWB1|A0A452QWB1_URSAM
OG0000750	sp|A2AKK5|ACNT1_MOUSE, sp|Q8BGG9|ACNT2_MOUSE	tr|A0A452S4W3|A0A452S4W3_URSAM
OG0000750	sp|Q91X34|BAAT_MOUSE	tr|A0A452S4V4|A0A452S4V4_URSAM
OG0000751	sp|Q9D5L7|SPSB1_MOUSE	tr|A0A452SG56|A0A452SG56_URSAM, tr|A0A452SG25|A0A452SG25_URSAM
OG0000751	sp|Q8R5B6|SPSB4_MOUSE	tr|A0A452RCW4|A0A452RCW4_URSAM
OG0000752	sp|Q80TY0|FNBP1_MOUSE	tr|A0A452RPM2|A0A452RPM2_URSAM
OG0000752	sp|Q8K012|FBP1L_MOUSE	tr|A0A452RPK3|A0A452RPK3_URSAM, tr|A0A452QLK8|A0A452QLK8_URSAM
OG0000753	sp|Q9EQH2|ERAP1_MOUSE	tr|A0A452REM3|A0A452REM3_URSAM
OG0000753	sp|Q8C129|LCAP_MOUSE	tr|A0A452QBX6|A0A452QBX6_URSAM, tr|A0A452QBR4|A0A452QBR4_URSAM
OG0000754	tr|Q9DBK7|Q9DBK7_MOUSE, sp|P31254|UBA1Y_MOUSE	tr|A0A452R673|A0A452R673_URSAM
OG0000754	sp|Q02053|UBA1_MOUSE	tr|A0A452SVZ6|A0A452SVZ6_URSAM
OG0000755	sp|Q8QZV4|ST32C_MOUSE	tr|A0A452S546|A0A452S546_URSAM
OG0000755	sp|Q9JJX8|ST32B_MOUSE, sp|Q8BGW6|ST32A_MOUSE	tr|A0A452RQA1|A0A452RQA1_URSAM
OG0000756	sp|Q9CR35|CTRB1_MOUSE	tr|A0A452RSN9|A0A452RSN9_URSAM, tr|A0A452RSQ8|A0A452RSQ8_URSAM, tr|A0A452RSR4|A0A452RSR4_URSAM, tr|A0A452QPX0|A0A452QPX0_URSAM
OG0000757	sp|Q00899|TYY1_MOUSE	tr|A0A452RNF9|A0A452RNF9_URSAM, tr|A0A452R2A9|A0A452R2A9_URSAM, tr|A0A452R4W8|A0A452R4W8_URSAM, tr|A0A452QCZ9|A0A452QCZ9_URSAM
OG0000759	sp|Q9CQP2|TPPC2_MOUSE, tr|Q8R3W2|Q8R3W2_MOUSE	tr|A0A452S536|A0A452S536_URSAM, tr|A0A452SLW5|A0A452SLW5_URSAM, tr|A0A452R1F7|A0A452R1F7_URSAM
OG0000760	sp|P34986|OLF6_MOUSE	tr|A0A452REJ4|A0A452REJ4_URSAM
OG0000760	tr|Q9EPG2|Q9EPG2_MOUSE	tr|A0A452SC42|A0A452SC42_URSAM, tr|A0A452QHY3|A0A452QHY3_URSAM
OG0000761	sp|Q00690|LYAM2_MOUSE	tr|A0A452QB90|A0A452QB90_URSAM, tr|A0A452RUF1|A0A452RUF1_URSAM, tr|A0A452QDD1|A0A452QDD1_URSAM, tr|A0A452QHT6|A0A452QHT6_URSAM
OG0000762	sp|P28652|KCC2B_MOUSE, sp|Q6PHZ2|KCC2D_MOUSE, sp|P11798|KCC2A_MOUSE, sp|Q923T9|KCC2G_MOUSE	tr|A0A452RL50|A0A452RL50_URSAM
OG0000763	tr|E9PUS2|E9PUS2_MOUSE	tr|A0A452SR98|A0A452SR98_URSAM, tr|A0A452S6L0|A0A452S6L0_URSAM
OG0000763	sp|P58544|BTBD1_MOUSE	tr|A0A452RQA8|A0A452RQA8_URSAM
OG0000764	sp|Q61598|GDIB_MOUSE	tr|A0A452QSS5|A0A452QSS5_URSAM, tr|A0A452S305|A0A452S305_URSAM
OG0000764	sp|P50396|GDIA_MOUSE	tr|A0A452R8R0|A0A452R8R0_URSAM
OG0000765	sp|Q60632|COT1_MOUSE	tr|A0A452SM27|A0A452SM27_URSAM
OG0000765	sp|P43135|COT2_MOUSE	tr|A0A452QWG3|A0A452QWG3_URSAM, tr|A0A452SKU1|A0A452SKU1_URSAM
OG0000766	sp|Q76MZ3|2AAA_MOUSE	tr|A0A452R494|A0A452R494_URSAM
OG0000766	sp|Q7TNP2|2AAB_MOUSE	tr|A0A452SJ05|A0A452SJ05_URSAM, tr|A0A452SIZ9|A0A452SIZ9_URSAM
OG0000767	sp|A2A432|CUL4B_MOUSE	tr|A0A452QTK9|A0A452QTK9_URSAM, tr|A0A452SEB2|A0A452SEB2_URSAM
OG0000767	sp|Q3TCH7|CUL4A_MOUSE	tr|A0A452R1T5|A0A452R1T5_URSAM
OG0000768	sp|Q8BGV7|BACD1_MOUSE	tr|A0A452SG95|A0A452SG95_URSAM
OG0000768	sp|Q922M3|BACD3_MOUSE, sp|O70479|BACD2_MOUSE	tr|A0A452RYT5|A0A452RYT5_URSAM
OG0000769	sp|Q8K214|SCMH1_MOUSE	tr|A0A452QA79|A0A452QA79_URSAM, tr|A0A452RRL9|A0A452RRL9_URSAM, tr|A0A452QV22|A0A452QV22_URSAM, tr|A0A452SDL5|A0A452SDL5_URSAM
OG0000770	sp|Q68FH0|PKP4_MOUSE	tr|A0A452QBE7|A0A452QBE7_URSAM
OG0000770	sp|O35927|CTND2_MOUSE	tr|A0A452QHC3|A0A452QHC3_URSAM, tr|A0A452SW21|A0A452SW21_URSAM
OG0000771	sp|Q5SNZ0|GRDN_MOUSE	tr|A0A452SJ59|A0A452SJ59_URSAM
OG0000771	sp|Q6VGS5|DAPLE_MOUSE	tr|A0A452SFJ6|A0A452SFJ6_URSAM, tr|A0A452SFF4|A0A452SFF4_URSAM
