Orthogroup	Mus_musculus	Neotoma_lepida
OG0005410	sp|Q9JLY7|DUS14_MOUSE	tr|A0A1A6G151|A0A1A6G151_NEOLE
OG0005411	sp|Q9R0T8|IKKE_MOUSE	tr|A0A1A6GM26|A0A1A6GM26_NEOLE
OG0005412	sp|B1AZP2|DLGP4_MOUSE	tr|A0A1A6FZ75|A0A1A6FZ75_NEOLE
OG0005413	sp|D3Z4R1|HFM1_MOUSE	tr|A0A1A6H7I5|A0A1A6H7I5_NEOLE
OG0005415	tr|E9Q6D3|E9Q6D3_MOUSE	tr|A0A1A6GSH5|A0A1A6GSH5_NEOLE
OG0005416	tr|F6ZIS7|F6ZIS7_MOUSE	tr|A0A1A6GYL8|A0A1A6GYL8_NEOLE
OG0005417	sp|O35084|CP27B_MOUSE	tr|A0A1A6FXA6|A0A1A6FXA6_NEOLE
OG0005418	sp|O54951|SEM6B_MOUSE	tr|A0A1A6HWQ7|A0A1A6HWQ7_NEOLE
OG0005419	sp|P02772|FETA_MOUSE	tr|A0A1A6GNE0|A0A1A6GNE0_NEOLE
OG0005420	sp|P05125|ANF_MOUSE	tr|A0A1A6HB08|A0A1A6HB08_NEOLE
OG0005421	sp|P22361|HNF1A_MOUSE	tr|A0A1A6HQR7|A0A1A6HQR7_NEOLE
OG0005422	sp|P42082|CD86_MOUSE	tr|A0A1A6HAF5|A0A1A6HAF5_NEOLE
OG0005423	sp|P58064|RT06_MOUSE	tr|A0A1A6HLW2|A0A1A6HLW2_NEOLE
OG0005424	sp|P97823|LYPA1_MOUSE	tr|A0A1A6GPJ0|A0A1A6GPJ0_NEOLE
OG0005425	sp|Q03059|CLAT_MOUSE	tr|A0A1A6GX72|A0A1A6GX72_NEOLE
OG0005426	sp|Q05816|FABP5_MOUSE	tr|A0A1A6G098|A0A1A6G098_NEOLE
OG0005427	sp|Q08481|PECA1_MOUSE	tr|A0A1A6HEP6|A0A1A6HEP6_NEOLE
OG0005428	sp|Q0MW30|NEU1B_MOUSE	tr|A0A1A6GYL9|A0A1A6GYL9_NEOLE
OG0005429	sp|Q2QI47|USH2A_MOUSE	tr|A0A1A6GDU0|A0A1A6GDU0_NEOLE
OG0005430	sp|Q3U3N6|AP4AT_MOUSE	tr|A0A1A6HXS1|A0A1A6HXS1_NEOLE
OG0005432	sp|Q5SX19|PIGL_MOUSE	tr|A0A1A6G3R2|A0A1A6G3R2_NEOLE
OG0005433	sp|Q5U465|CC125_MOUSE	tr|A0A1A6GKA4|A0A1A6GKA4_NEOLE
OG0005434	sp|Q5XJY5|COPD_MOUSE	tr|A0A1A6FY24|A0A1A6FY24_NEOLE
OG0005435	sp|Q62018|CTR9_MOUSE	tr|A0A1A6GRB0|A0A1A6GRB0_NEOLE
OG0005436	sp|Q640L3|CCPG1_MOUSE	tr|A0A1A6HEW0|A0A1A6HEW0_NEOLE
OG0005437	sp|Q6PGF2|MORN4_MOUSE	tr|A0A1A6GFY1|A0A1A6GFY1_NEOLE
OG0005438	sp|Q6RUT7|CSMT1_MOUSE	tr|A0A1A6HDT8|A0A1A6HDT8_NEOLE
OG0005439	sp|Q7TNB8|SBNO2_MOUSE	tr|A0A1A6H8A1|A0A1A6H8A1_NEOLE
OG0005440	sp|Q7TS75|AMER1_MOUSE	tr|A0A1A6G2P3|A0A1A6G2P3_NEOLE
OG0005441	sp|Q80UF4|SDCG8_MOUSE	tr|A0A1A6H5B2|A0A1A6H5B2_NEOLE
OG0005442	sp|Q80US4|ARP5_MOUSE	tr|A0A1A6GUQ9|A0A1A6GUQ9_NEOLE
OG0005443	sp|Q8BFQ3|OGR1_MOUSE	tr|A0A1A6HS51|A0A1A6HS51_NEOLE
OG0005444	sp|Q8BG30|NELFA_MOUSE	tr|A0A1A6GXY5|A0A1A6GXY5_NEOLE
OG0005445	sp|Q8BW00|PTH_MOUSE	tr|A0A1A6GSI9|A0A1A6GSI9_NEOLE
OG0005446	sp|Q8BWY7|S39AB_MOUSE	tr|A0A1A6GYW5|A0A1A6GYW5_NEOLE
OG0005447	sp|Q8CB77|ELOA1_MOUSE	tr|A0A1A6GE75|A0A1A6GE75_NEOLE
OG0005448	sp|Q8CGW4|SOX30_MOUSE	tr|A0A1A6HXR0|A0A1A6HXR0_NEOLE
OG0005449	sp|Q8JZX3|POC1A_MOUSE	tr|A0A1A6HAV3|A0A1A6HAV3_NEOLE
OG0005450	sp|Q8R2K8|CA054_MOUSE	tr|A0A1A6HMJ7|A0A1A6HMJ7_NEOLE
OG0005451	sp|Q8VDB8|LRRC2_MOUSE	tr|A0A1A6G2P6|A0A1A6G2P6_NEOLE
OG0005452	sp|Q91WG2|RABE2_MOUSE	tr|A0A1A6GXZ8|A0A1A6GXZ8_NEOLE
OG0005453	sp|Q99M85|SCRT1_MOUSE	tr|A0A1A6GMW6|A0A1A6GMW6_NEOLE
OG0005455	sp|Q9CPV2|APC16_MOUSE	tr|A0A1A6GSS6|A0A1A6GSS6_NEOLE
OG0005456	sp|Q9CQ65|MTAP_MOUSE	tr|A0A1A6GR32|A0A1A6GR32_NEOLE
OG0005457	sp|Q9CYA0|CREL2_MOUSE	tr|A0A1A6H5F6|A0A1A6H5F6_NEOLE
OG0005458	sp|Q9D0P8|IFT27_MOUSE	tr|A0A1A6HR16|A0A1A6HR16_NEOLE
OG0005459	sp|Q9D1C2|CBY1_MOUSE	tr|A0A1A6GU36|A0A1A6GU36_NEOLE
OG0005460	sp|Q9D534|ZC21B_MOUSE	tr|A0A1A6GY58|A0A1A6GY58_NEOLE
OG0005461	sp|Q9DB77|QCR2_MOUSE	tr|A0A1A6GX86|A0A1A6GX86_NEOLE
OG0005462	sp|Q9ES34|UBE3B_MOUSE	tr|A0A1A6H0N5|A0A1A6H0N5_NEOLE
OG0005463	sp|Q9JMH7|NEUR3_MOUSE	tr|A0A1A6HSJ4|A0A1A6HSJ4_NEOLE
OG0005464	sp|Q9QXC1|FETUB_MOUSE	tr|A0A1A6G073|A0A1A6G073_NEOLE
OG0005465	sp|Q9QY40|PLXB3_MOUSE	tr|A0A1A6HJK2|A0A1A6HJK2_NEOLE
OG0005466	sp|Q9QYI6|DNJB9_MOUSE	tr|A0A1A6GK19|A0A1A6GK19_NEOLE
OG0005467	sp|Q9Z0F6|RAD9A_MOUSE	tr|A0A1A6H5J5|A0A1A6H5J5_NEOLE
OG0005468	sp|Q9Z1R4|CF047_MOUSE	tr|A0A1A6G415|A0A1A6G415_NEOLE
OG0005470	sp|A1A5B6|TBC25_MOUSE	tr|A0A1A6HTU0|A0A1A6HTU0_NEOLE
OG0005471	tr|A2ACT7|A2ACT7_MOUSE	tr|A0A1A6H3K8|A0A1A6H3K8_NEOLE
OG0005472	sp|A2RT67|DEND3_MOUSE	tr|A0A1A6HTD9|A0A1A6HTD9_NEOLE
OG0005473	tr|E9Q0S6|E9Q0S6_MOUSE	tr|A0A1A6G0K9|A0A1A6G0K9_NEOLE
OG0005474	tr|F8VQC1|F8VQC1_MOUSE	tr|A0A1A6HJP7|A0A1A6HJP7_NEOLE
OG0005475	sp|O89017|LGMN_MOUSE	tr|A0A1A6HLV9|A0A1A6HLV9_NEOLE
OG0005476	sp|P50637|TSPO_MOUSE	tr|A0A1A6HG96|A0A1A6HG96_NEOLE
OG0005477	sp|P56404|AQP8_MOUSE	tr|A0A1A6HX52|A0A1A6HX52_NEOLE
OG0005478	sp|Q3UVV9|VWA3A_MOUSE	tr|A0A1A6GX80|A0A1A6GX80_NEOLE
OG0005479	sp|Q5SPX1|CC157_MOUSE	tr|A0A1A6HR36|A0A1A6HR36_NEOLE
OG0005480	sp|Q5SS80|DHR13_MOUSE	tr|A0A1A6GMC9|A0A1A6GMC9_NEOLE
OG0005481	sp|Q60688|FOXD4_MOUSE	tr|A0A1A6HLB2|A0A1A6HLB2_NEOLE
OG0005482	sp|Q60759|GCDH_MOUSE	tr|A0A1A6H8U3|A0A1A6H8U3_NEOLE
OG0005483	sp|Q62219|TGFI1_MOUSE	tr|A0A1A6GB09|A0A1A6GB09_NEOLE
OG0005484	sp|Q6PDJ6|FBX42_MOUSE	tr|A0A1A6GMY6|A0A1A6GMY6_NEOLE
OG0005485	sp|Q7M756|PRS54_MOUSE	tr|A0A1A6H9I1|A0A1A6H9I1_NEOLE
OG0005486	sp|Q80UK8|INT2_MOUSE	tr|A0A1A6HFL7|A0A1A6HFL7_NEOLE
OG0005487	sp|Q80V26|IMPA3_MOUSE	tr|A0A1A6FVQ1|A0A1A6FVQ1_NEOLE
OG0005488	sp|Q80WR5|CA174_MOUSE	tr|A0A1A6FYM1|A0A1A6FYM1_NEOLE
OG0005490	sp|Q80ZM7|T2AG_MOUSE	tr|A0A1A6HFR9|A0A1A6HFR9_NEOLE
OG0005491	sp|Q811C2|ATG4C_MOUSE	tr|A0A1A6HV72|A0A1A6HV72_NEOLE
OG0005492	sp|Q812A5|PRR5_MOUSE	tr|A0A1A6G5N6|A0A1A6G5N6_NEOLE
OG0005493	sp|Q8BJA3|HMBX1_MOUSE	tr|A0A1A6GIE6|A0A1A6GIE6_NEOLE
OG0005494	sp|Q8BLA8|TRPA1_MOUSE	tr|A0A1A6G3R1|A0A1A6G3R1_NEOLE
OG0005495	sp|Q8BRC6|CFA91_MOUSE	tr|A0A1A6GVN2|A0A1A6GVN2_NEOLE
OG0005496	sp|Q8C708|CP054_MOUSE	tr|A0A1A6GCH5|A0A1A6GCH5_NEOLE
OG0005497	sp|Q8CDV6|CCD63_MOUSE	tr|A0A1A6G0C3|A0A1A6G0C3_NEOLE
OG0005498	sp|Q8CEZ1|SMCO1_MOUSE	tr|A0A1A6H913|A0A1A6H913_NEOLE
OG0005499	sp|Q8CF66|LTOR4_MOUSE	tr|A0A1A6HEM1|A0A1A6HEM1_NEOLE
OG0005500	sp|Q8CFL8|ZSWM3_MOUSE	tr|A0A1A6HUB8|A0A1A6HUB8_NEOLE
OG0005501	sp|Q8CI17|MB213_MOUSE	tr|A0A1A6HA35|A0A1A6HA35_NEOLE
OG0005502	sp|Q8HW98|IGLO5_MOUSE	tr|A0A1A6H8P8|A0A1A6H8P8_NEOLE
OG0005503	sp|Q91V36|NRBP2_MOUSE	tr|A0A1A6HEG0|A0A1A6HEG0_NEOLE
OG0005504	sp|Q91V41|RAB14_MOUSE	tr|A0A1A6GMY7|A0A1A6GMY7_NEOLE
OG0005505	sp|Q91WT8|RBM47_MOUSE	tr|A0A1A6HJU0|A0A1A6HJU0_NEOLE
OG0005506	sp|Q9CPR7|SIKE1_MOUSE	tr|A0A1A6HMI4|A0A1A6HMI4_NEOLE
OG0005507	sp|Q9D2P4|URM1_MOUSE	tr|A0A1A6HS45|A0A1A6HS45_NEOLE
OG0005508	sp|Q9D659|VISTA_MOUSE	tr|A0A1A6G0C1|A0A1A6G0C1_NEOLE
OG0005509	sp|Q9ESG8|ZDH16_MOUSE	tr|A0A1A6GFW2|A0A1A6GFW2_NEOLE
OG0005510	sp|Q9JJ72|RPRM_MOUSE	tr|A0A1A6HNX6|A0A1A6HNX6_NEOLE
OG0005511	sp|Q9WU42|NCOR2_MOUSE	tr|A0A1A6GJA6|A0A1A6GJA6_NEOLE
OG0005512	sp|Q9Z0W3|NU160_MOUSE	tr|A0A1A6HX85|A0A1A6HX85_NEOLE
OG0005513	sp|Q9Z0Z3|SKP2_MOUSE	tr|A0A1A6GSK3|A0A1A6GSK3_NEOLE
OG0005514	sp|Q9Z2C8|YBOX2_MOUSE	tr|A0A1A6HQA7|A0A1A6HQA7_NEOLE
OG0005515	tr|A2A4U6|A2A4U6_MOUSE	tr|A0A1A6HTL3|A0A1A6HTL3_NEOLE
OG0005516	tr|J3KML0|J3KML0_MOUSE	tr|A0A1A6HCI7|A0A1A6HCI7_NEOLE
OG0005517	sp|O08848|RO60_MOUSE	tr|A0A1A6HQM9|A0A1A6HQM9_NEOLE
OG0005518	sp|O88574|SAP30_MOUSE	tr|A0A1A6GPL0|A0A1A6GPL0_NEOLE
OG0005519	sp|O88870|BEST1_MOUSE	tr|A0A1A6FXV7|A0A1A6FXV7_NEOLE
OG0005520	sp|P15975|UBP53_MOUSE	tr|A0A1A6FYR3|A0A1A6FYR3_NEOLE
OG0005521	sp|P48744|NDP_MOUSE	tr|A0A1A6HE51|A0A1A6HE51_NEOLE
OG0005522	sp|P51180|MIP_MOUSE	tr|A0A1A6H070|A0A1A6H070_NEOLE
OG0005523	sp|P97376|FRG1_MOUSE	tr|A0A1A6GSA5|A0A1A6GSA5_NEOLE
OG0005524	sp|Q149G0|CB068_MOUSE	tr|A0A1A6H927|A0A1A6H927_NEOLE
OG0005525	sp|Q3LS21|KCNK9_MOUSE	tr|A0A1A6FUR7|A0A1A6FUR7_NEOLE
OG0005526	sp|Q3U186|SYRM_MOUSE	tr|A0A1A6GWI9|A0A1A6GWI9_NEOLE
OG0005527	sp|Q3UDF0|GTR6_MOUSE	tr|A0A1A6HT27|A0A1A6HT27_NEOLE
OG0005528	sp|Q3UTQ7|PRD10_MOUSE	tr|A0A1A6HJN5|A0A1A6HJN5_NEOLE
OG0005529	sp|Q4G5Y1|KLDC2_MOUSE	tr|A0A1A6HQK0|A0A1A6HQK0_NEOLE
OG0005530	sp|Q5SXG7|VMO1_MOUSE	tr|A0A1A6G1U6|A0A1A6G1U6_NEOLE
OG0005531	sp|Q60867|NDF1_MOUSE	tr|A0A1A6HNK4|A0A1A6HNK4_NEOLE
OG0005532	sp|Q60898|SLAP1_MOUSE	tr|A0A1A6HPW4|A0A1A6HPW4_NEOLE
OG0005533	sp|Q61817|CREB3_MOUSE	tr|A0A1A6I0K3|A0A1A6I0K3_NEOLE
OG0005534	sp|Q63870|CO7A1_MOUSE	tr|A0A1A6H111|A0A1A6H111_NEOLE
OG0005535	sp|Q64373|B2CL1_MOUSE	tr|A0A1A6GRL6|A0A1A6GRL6_NEOLE
OG0005536	tr|Q7TNE6|Q7TNE6_MOUSE	tr|A0A1A6GDR5|A0A1A6GDR5_NEOLE
OG0005537	sp|Q7TNR6|IGS21_MOUSE	tr|A0A1A6GQL4|A0A1A6GQL4_NEOLE
OG0005538	sp|Q7TPD6|RAVR2_MOUSE	tr|A0A1A6G256|A0A1A6G256_NEOLE
OG0005539	sp|Q7TPG7|TAFA2_MOUSE	tr|A0A1A6GCD3|A0A1A6GCD3_NEOLE
OG0005540	tr|Q7TR87|Q7TR87_MOUSE	tr|A0A1A6HYL6|A0A1A6HYL6_NEOLE
OG0005541	sp|Q80TA9|EPG5_MOUSE	tr|A0A1A6H2X5|A0A1A6H2X5_NEOLE
OG0005542	sp|Q8BTZ7|GMPPB_MOUSE	tr|A0A1A6GYE0|A0A1A6GYE0_NEOLE
OG0005543	sp|Q8BZ47|ZN609_MOUSE	tr|A0A1A6HKL9|A0A1A6HKL9_NEOLE
OG0005544	sp|Q8CEC5|KBRS1_MOUSE	tr|A0A1A6H8V2|A0A1A6H8V2_NEOLE
OG0005545	sp|Q8CGF1|RHG29_MOUSE	tr|A0A1A6GPS1|A0A1A6GPS1_NEOLE
OG0005546	sp|Q8K097|LFG2_MOUSE	tr|A0A1A6HNA6|A0A1A6HNA6_NEOLE
OG0005547	sp|Q8K4T1|SIA8F_MOUSE	tr|A0A1A6G3M2|A0A1A6G3M2_NEOLE
OG0005548	sp|Q8R0H9|GGA1_MOUSE	tr|A0A1A6GTF0|A0A1A6GTF0_NEOLE
OG0005549	sp|Q8VCH5|RABEK_MOUSE	tr|A0A1A6H427|A0A1A6H427_NEOLE
OG0005550	sp|Q8VCJ6|MRGRF_MOUSE	tr|A0A1A6HGE3|A0A1A6HGE3_NEOLE
OG0005551	sp|Q8VCX6|KPTN_MOUSE	tr|A0A1A6GDK4|A0A1A6GDK4_NEOLE
OG0005552	sp|Q8VDM6|HNRL1_MOUSE	tr|A0A1A6HVH0|A0A1A6HVH0_NEOLE
OG0005553	tr|Q8VFC2|Q8VFC2_MOUSE	tr|A0A1A6H175|A0A1A6H175_NEOLE
OG0005554	sp|Q91WG8|GLCNE_MOUSE	tr|A0A1A6HZQ3|A0A1A6HZQ3_NEOLE
OG0005555	sp|Q91ZD6|EAF2_MOUSE	tr|A0A1A6GW00|A0A1A6GW00_NEOLE
OG0005556	sp|Q99JT1|GATB_MOUSE	tr|A0A1A6FTV7|A0A1A6FTV7_NEOLE
OG0005557	sp|Q99LW0|ANR10_MOUSE	tr|A0A1A6HL29|A0A1A6HL29_NEOLE
OG0005558	sp|Q9CQJ0|THEM5_MOUSE	tr|A0A1A6HDX5|A0A1A6HDX5_NEOLE
OG0005559	sp|Q9CR76|TM186_MOUSE	tr|A0A1A6GCT1|A0A1A6GCT1_NEOLE
OG0005560	sp|Q9D720|NSE1_MOUSE	tr|A0A1A6H6M1|A0A1A6H6M1_NEOLE
OG0005561	sp|Q9DCM4|DNAL4_MOUSE	tr|A0A1A6GSW8|A0A1A6GSW8_NEOLE
OG0005562	sp|Q9ESK4|ING2_MOUSE	tr|A0A1A6H1X8|A0A1A6H1X8_NEOLE
OG0005563	sp|Q9Z265|CHK2_MOUSE	tr|A0A1A6GQL5|A0A1A6GQL5_NEOLE
OG0005564	sp|Q9Z2D7|MBD4_MOUSE	tr|A0A1A6GF46|A0A1A6GF46_NEOLE
OG0005565	sp|A2AG06|MEIOC_MOUSE	tr|A0A1A6FZP0|A0A1A6FZP0_NEOLE
OG0005566	sp|A2AGT5|CKAP5_MOUSE	tr|A0A1A6GHU7|A0A1A6GHU7_NEOLE
OG0005567	tr|A2AP89|A2AP89_MOUSE	tr|A0A1A6HLF4|A0A1A6HLF4_NEOLE
OG0005568	sp|B2RY50|ODAD2_MOUSE	tr|A0A1A6HVJ0|A0A1A6HVJ0_NEOLE
OG0005569	tr|B7ZWN4|B7ZWN4_MOUSE	tr|A0A1A6GJW1|A0A1A6GJW1_NEOLE
OG0005570	sp|D3YWE6|MN1_MOUSE	tr|A0A1A6HA13|A0A1A6HA13_NEOLE
OG0005571	sp|O08712|TR11B_MOUSE	tr|A0A1A6H4D9|A0A1A6H4D9_NEOLE
OG0005572	sp|O09039|SH2B3_MOUSE	tr|A0A1A6FY51|A0A1A6FY51_NEOLE
OG0005573	sp|O54804|CHKA_MOUSE	tr|A0A1A6H3I2|A0A1A6H3I2_NEOLE
OG0005574	sp|O70456|1433S_MOUSE	tr|A0A1A6GCS2|A0A1A6GCS2_NEOLE
OG0005575	sp|O88708|ORC4_MOUSE	tr|A0A1A6HAP6|A0A1A6HAP6_NEOLE
OG0005576	sp|P15530|CD79B_MOUSE	tr|A0A1A6HFQ3|A0A1A6HFQ3_NEOLE
OG0005577	sp|P43352|RAD52_MOUSE	tr|A0A1A6HXJ5|A0A1A6HXJ5_NEOLE
OG0005578	sp|P70331|MDFI_MOUSE	tr|A0A1A6GHE1|A0A1A6GHE1_NEOLE
OG0005579	sp|P99025|GFRP_MOUSE	tr|A0A1A6H4R6|A0A1A6H4R6_NEOLE
OG0005580	sp|Q0VBM2|FA83B_MOUSE	tr|A0A1A6GDV7|A0A1A6GDV7_NEOLE
OG0005581	sp|Q3U0L2|AN33B_MOUSE	tr|A0A1A6H6P0|A0A1A6H6P0_NEOLE
OG0005582	sp|Q3UJD6|UBP19_MOUSE	tr|A0A1A6GZD2|A0A1A6GZD2_NEOLE
OG0005583	sp|Q3UNZ8|QORL2_MOUSE	tr|A0A1A6FVY5|A0A1A6FVY5_NEOLE
OG0005584	sp|Q3URF8|KCD21_MOUSE	tr|A0A1A6H4N1|A0A1A6H4N1_NEOLE
OG0005585	sp|Q3V300|KIF22_MOUSE	tr|A0A1A6GB64|A0A1A6GB64_NEOLE
OG0005586	tr|Q3V460|Q3V460_MOUSE	tr|A0A1A6HEV7|A0A1A6HEV7_NEOLE
OG0005587	sp|Q4KML4|ABRAL_MOUSE	tr|A0A1A6HFN2|A0A1A6HFN2_NEOLE
OG0005588	sp|Q5JCS9|B3GN3_MOUSE	tr|A0A1A6HF77|A0A1A6HF77_NEOLE
OG0005589	sp|Q60866|PTER_MOUSE	tr|A0A1A6GK24|A0A1A6GK24_NEOLE
OG0005590	sp|Q62066|PHX2A_MOUSE	tr|A0A1A6FUZ7|A0A1A6FUZ7_NEOLE
OG0005591	sp|Q62414|NDF2_MOUSE	tr|A0A1A6HKC9|A0A1A6HKC9_NEOLE
OG0005592	sp|Q8BGI1|RNF24_MOUSE	tr|A0A1A6H2Y1|A0A1A6H2Y1_NEOLE
OG0005593	sp|Q8BK64|AHSA1_MOUSE	tr|A0A1A6HKJ1|A0A1A6HKJ1_NEOLE
OG0005594	sp|Q8BRM2|GORAB_MOUSE	tr|A0A1A6HJZ2|A0A1A6HJZ2_NEOLE
OG0005595	sp|Q8BYP3|RHOF_MOUSE	tr|A0A1A6HMA1|A0A1A6HMA1_NEOLE
OG0005596	sp|Q8CIG0|DEP1A_MOUSE	tr|A0A1A6HL13|A0A1A6HL13_NEOLE
OG0005597	sp|Q8K2I9|FBH1_MOUSE	tr|A0A1A6G184|A0A1A6G184_NEOLE
OG0005598	sp|Q8VCF1|CANT1_MOUSE	tr|A0A1A6H438|A0A1A6H438_NEOLE
OG0005599	sp|Q99MR6|SRRT_MOUSE	tr|A0A1A6HVH8|A0A1A6HVH8_NEOLE
OG0005600	sp|Q99MT8|MRGRH_MOUSE	tr|A0A1A6HYR1|A0A1A6HYR1_NEOLE
OG0005601	sp|Q9CPU2|NDUB2_MOUSE	tr|A0A1A6HKN3|A0A1A6HKN3_NEOLE
OG0005602	sp|Q9CQJ1|HIG2A_MOUSE	tr|A0A1A6GI64|A0A1A6GI64_NEOLE
OG0005603	sp|Q9D1A0|PXL2C_MOUSE	tr|A0A1A6G0H9|A0A1A6G0H9_NEOLE
OG0005604	sp|Q9D871|CEA18_MOUSE	tr|A0A1A6H8E0|A0A1A6H8E0_NEOLE
OG0005605	sp|Q9EQY0|ERN1_MOUSE	tr|A0A1A6HFN1|A0A1A6HFN1_NEOLE
OG0005606	sp|Q9JHS3|LTOR2_MOUSE	tr|A0A1A6GFG8|A0A1A6GFG8_NEOLE
OG0005607	sp|Q9JJA4|WDR12_MOUSE	tr|A0A1A6GIU5|A0A1A6GIU5_NEOLE
OG0005608	tr|Q9JK62|Q9JK62_MOUSE	tr|A0A1A6G302|A0A1A6G302_NEOLE
OG0005609	sp|Q9JL06|LPAR2_MOUSE	tr|A0A1A6FXQ7|A0A1A6FXQ7_NEOLE
OG0005610	sp|Q9QUN7|TLR2_MOUSE	tr|A0A1A6FUV2|A0A1A6FUV2_NEOLE
OG0005611	sp|Q9QXN0|SHRM3_MOUSE	tr|A0A1A6GRR7|A0A1A6GRR7_NEOLE
OG0005612	sp|Q9QZC7|PKHB2_MOUSE	tr|A0A1A6G0A0|A0A1A6G0A0_NEOLE
OG0005613	sp|Q9QZR0|RNF25_MOUSE	tr|A0A1A6HEW6|A0A1A6HEW6_NEOLE
OG0005614	sp|Q9Z1K7|APCL_MOUSE	tr|A0A1A6H929|A0A1A6H929_NEOLE
OG0005616	sp|A2A7Q9|RN19B_MOUSE	tr|A0A1A6HCF3|A0A1A6HCF3_NEOLE
OG0005617	sp|B2KGE5|F229A_MOUSE	tr|A0A1A6H9S8|A0A1A6H9S8_NEOLE
OG0005618	tr|J3QNP9|J3QNP9_MOUSE	tr|A0A1A6G1J7|A0A1A6G1J7_NEOLE
OG0005619	sp|O08800|SPB8_MOUSE	tr|A0A1A6GZY4|A0A1A6GZY4_NEOLE
OG0005620	sp|O70133|DHX9_MOUSE	tr|A0A1A6G2T6|A0A1A6G2T6_NEOLE
OG0005621	sp|P25425|PO2F1_MOUSE	tr|A0A1A6GZ83|A0A1A6GZ83_NEOLE
OG0005622	sp|P32240|PE2R4_MOUSE	tr|A0A1A6HEN5|A0A1A6HEN5_NEOLE
OG0005623	sp|P33680|GUC2A_MOUSE	tr|A0A1A6HLH8|A0A1A6HLH8_NEOLE
OG0005624	sp|P38647|GRP75_MOUSE	tr|A0A1A6HSI9|A0A1A6HSI9_NEOLE
OG0005625	sp|P49710|HCLS1_MOUSE	tr|A0A1A6G0N1|A0A1A6G0N1_NEOLE
OG0005626	sp|P56473|AGRP_MOUSE	tr|A0A1A6FWM3|A0A1A6FWM3_NEOLE
OG0005628	sp|P60154|RNAS9_MOUSE	tr|A0A1A6FW26|A0A1A6FW26_NEOLE
OG0005629	sp|P70428|EXT2_MOUSE	tr|A0A1A6H969|A0A1A6H969_NEOLE
OG0005630	sp|Q00342|FLT3_MOUSE	tr|A0A1A6H9X2|A0A1A6H9X2_NEOLE
OG0005631	sp|Q14AI6|RUSD3_MOUSE	tr|A0A1A6HN42|A0A1A6HN42_NEOLE
OG0005632	sp|Q2EY15|PRTG_MOUSE	tr|A0A1A6HEU2|A0A1A6HEU2_NEOLE
OG0005633	sp|Q3UF64|RNFT2_MOUSE	tr|A0A1A6HU91|A0A1A6HU91_NEOLE
OG0005634	sp|Q6P4T1|SNX19_MOUSE	tr|A0A1A6HHU5|A0A1A6HHU5_NEOLE
OG0005635	sp|Q7TQA1|IGSF1_MOUSE	tr|A0A1A6HCR7|A0A1A6HCR7_NEOLE
OG0005636	tr|Q7TRU0|Q7TRU0_MOUSE	tr|A0A1A6H4B5|A0A1A6H4B5_NEOLE
OG0005637	sp|Q80XS7|FA83E_MOUSE	tr|A0A1A6G3E5|A0A1A6G3E5_NEOLE
OG0005638	sp|Q80Y55|BSDC1_MOUSE	tr|A0A1A6HAM8|A0A1A6HAM8_NEOLE
OG0005639	sp|Q80ZE4|PAQR7_MOUSE	tr|A0A1A6GBJ2|A0A1A6GBJ2_NEOLE
OG0005640	sp|Q8BH79|ANO10_MOUSE	tr|A0A1A6HVF4|A0A1A6HVF4_NEOLE
OG0005641	sp|Q8BHW5|T255A_MOUSE	tr|A0A1A6HDW2|A0A1A6HDW2_NEOLE
OG0005642	sp|Q8BJS8|MTBP_MOUSE	tr|A0A1A6H5C8|A0A1A6H5C8_NEOLE
OG0005643	sp|Q8BYH0|DRGX_MOUSE	tr|A0A1A6H5E5|A0A1A6H5E5_NEOLE
OG0005644	sp|Q8CAE2|HENMT_MOUSE	tr|A0A1A6GJ04|A0A1A6GJ04_NEOLE
OG0005645	sp|Q8CB44|GRAM4_MOUSE	tr|A0A1A6H9D9|A0A1A6H9D9_NEOLE
OG0005646	sp|Q8CBA2|SLFN5_MOUSE	tr|A0A1A6GGN5|A0A1A6GGN5_NEOLE
OG0005647	sp|Q8CCN5|BCAS3_MOUSE	tr|A0A1A6GNM3|A0A1A6GNM3_NEOLE
OG0005648	sp|Q8CD10|MICU2_MOUSE	tr|A0A1A6H233|A0A1A6H233_NEOLE
OG0005649	sp|Q8K039|K1143_MOUSE	tr|A0A1A6HRT8|A0A1A6HRT8_NEOLE
OG0005650	sp|Q8VDR5|TM267_MOUSE	tr|A0A1A6HCR0|A0A1A6HCR0_NEOLE
OG0005651	sp|Q8VID5|RECQ5_MOUSE	tr|A0A1A6G2Z5|A0A1A6G2Z5_NEOLE
OG0005652	sp|Q91V37|VATO_MOUSE	tr|A0A1A6GZR9|A0A1A6GZR9_NEOLE
OG0005653	sp|Q921J2|RHEB_MOUSE	tr|A0A1A6HL52|A0A1A6HL52_NEOLE
OG0005654	sp|Q99LE2|GP146_MOUSE	tr|A0A1A6GSL4|A0A1A6GSL4_NEOLE
OG0005655	sp|Q99MB7|RN141_MOUSE	tr|A0A1A6GKT1|A0A1A6GKT1_NEOLE
OG0005656	sp|Q9CQX5|CLDN1_MOUSE	tr|A0A1A6HX66|A0A1A6HX66_NEOLE
OG0005657	sp|Q9CRW3|CB076_MOUSE	tr|A0A1A6GYT0|A0A1A6GYT0_NEOLE
OG0005658	sp|Q9CY58|PAIRB_MOUSE	tr|A0A1A6GY34|A0A1A6GY34_NEOLE
