Orthogroup	Mus_musculus	Myotis_myotis
OG0004118	sp|Q8K411|PREP_MOUSE	tr|A0A7J8AQ30|A0A7J8AQ30_MYOMY
OG0004120	sp|Q8R2V3|ZN445_MOUSE	tr|A0A7J7UF30|A0A7J7UF30_MYOMY
OG0004121	sp|Q8VCZ6|SGSM3_MOUSE	tr|A0A7J7Z996|A0A7J7Z996_MYOMY
OG0004122	sp|Q8VE85|PLD3A_MOUSE	tr|A0A7J7W0B6|A0A7J7W0B6_MYOMY
OG0004123	sp|Q8VEC3|AGRF1_MOUSE	tr|A0A7J7WUG8|A0A7J7WUG8_MYOMY
OG0004124	sp|Q924H9|DQX1_MOUSE	tr|A0A7J7U4N6|A0A7J7U4N6_MYOMY
OG0004125	sp|Q924W7|DEN2B_MOUSE	tr|A0A7J7VL25|A0A7J7VL25_MYOMY
OG0004126	sp|Q925S4|IL24_MOUSE	tr|A0A7J7SQM7|A0A7J7SQM7_MYOMY
OG0004127	sp|Q99K74|MED24_MOUSE	tr|A0A7J7T6V9|A0A7J7T6V9_MYOMY
OG0004128	sp|Q9CQ80|VPS25_MOUSE	tr|A0A7J7T9J5|A0A7J7T9J5_MYOMY
OG0004129	sp|Q9CQF8|RT63_MOUSE	tr|A0A7J7Z692|A0A7J7Z692_MYOMY
OG0004130	sp|Q9D2G2|ODO2_MOUSE	tr|A0A7J8AJV4|A0A7J8AJV4_MYOMY
OG0004131	sp|Q9D773|RM02_MOUSE	tr|A0A7J7WWK8|A0A7J7WWK8_MYOMY
OG0004132	sp|Q9DAG5|STPG4_MOUSE	tr|A0A7J7U6M2|A0A7J7U6M2_MYOMY
OG0004133	sp|Q9DBG7|SRPRA_MOUSE	tr|A0A7J7S3D0|A0A7J7S3D0_MYOMY
OG0004134	sp|Q9JLC6|TEF_MOUSE	tr|A0A7J7Z9R0|A0A7J7Z9R0_MYOMY
OG0004135	sp|Q9R0Q6|ARC1A_MOUSE	tr|A0A7J7XX76|A0A7J7XX76_MYOMY
OG0004136	tr|A0A494BB10|A0A494BB10_MOUSE	tr|A0A7J7WFR5|A0A7J7WFR5_MYOMY
OG0004137	sp|B2RY83|HPSE2_MOUSE	tr|A0A7J7TTD7|A0A7J7TTD7_MYOMY
OG0004138	sp|D3Z4S3|PTRD1_MOUSE	tr|A0A7J7U675|A0A7J7U675_MYOMY
OG0004139	tr|G3X952|G3X952_MOUSE	tr|A0A7J7Y373|A0A7J7Y373_MYOMY
OG0004140	sp|O08859|TSG6_MOUSE	tr|A0A7J7WJR6|A0A7J7WJR6_MYOMY
OG0004141	sp|O35385|PPE2_MOUSE	tr|A0A7J8AQL5|A0A7J8AQL5_MYOMY
OG0004142	sp|O88455|DHCR7_MOUSE	tr|A0A7J7RHD0|A0A7J7RHD0_MYOMY
OG0004143	sp|O88839|ADA15_MOUSE	tr|A0A7J7SP33|A0A7J7SP33_MYOMY
OG0004144	sp|P12657|ACM1_MOUSE	tr|A0A7J7RGW0|A0A7J7RGW0_MYOMY
OG0004145	sp|P12658|CALB1_MOUSE	tr|A0A7J7THR6|A0A7J7THR6_MYOMY
OG0004146	sp|P12660|PCP2_MOUSE	tr|A0A7J7XIV8|A0A7J7XIV8_MYOMY
OG0004147	sp|P23298|KPCL_MOUSE	tr|A0A7J8AQ81|A0A7J8AQ81_MYOMY
OG0004148	sp|P25446|TNR6_MOUSE	tr|A0A7J7TT54|A0A7J7TT54_MYOMY
OG0004149	sp|P35917|VGFR3_MOUSE	tr|A0A7J7XFP8|A0A7J7XFP8_MYOMY
OG0004150	sp|P61211|ARL1_MOUSE	tr|A0A7J7Z0G8|A0A7J7Z0G8_MYOMY
OG0004151	sp|P62488|RPB7_MOUSE	tr|A0A7J7RHB7|A0A7J7RHB7_MYOMY
OG0004152	sp|Q00288|PAX8_MOUSE	tr|A0A7J7QU63|A0A7J7QU63_MYOMY
OG0004153	sp|Q30KN8|DFB25_MOUSE	tr|A0A7J7VXJ1|A0A7J7VXJ1_MYOMY
OG0004154	sp|Q3SXC5|ARL14_MOUSE	tr|A0A7J7ZSC3|A0A7J7ZSC3_MYOMY
OG0004155	sp|Q3UL36|ARGL1_MOUSE	tr|A0A7J7Z0E7|A0A7J7Z0E7_MYOMY
OG0004156	sp|Q3URQ0|TEX10_MOUSE	tr|A0A7J7URY0|A0A7J7URY0_MYOMY
OG0004157	sp|Q5DQQ6|WFD13_MOUSE	tr|A0A7J7W1F8|A0A7J7W1F8_MYOMY
OG0004158	sp|Q5XKN4|JAGN1_MOUSE	tr|A0A7J7UCP4|A0A7J7UCP4_MYOMY
OG0004159	sp|Q61043|NIN_MOUSE	tr|A0A7J8AP65|A0A7J8AP65_MYOMY
OG0004160	sp|Q64291|K1C12_MOUSE	tr|A0A7J7T5F8|A0A7J7T5F8_MYOMY
OG0004161	sp|Q69ZK6|JHD2C_MOUSE	tr|A0A7J7TTE4|A0A7J7TTE4_MYOMY
OG0004162	sp|Q6NV72|WDCP_MOUSE	tr|A0A7J7U700|A0A7J7U700_MYOMY
OG0004163	sp|Q6P5G0|MK04_MOUSE	tr|A0A7J7VZH4|A0A7J7VZH4_MYOMY
OG0004164	sp|Q6P9S1|ATMIN_MOUSE	tr|A0A7J7SA00|A0A7J7SA00_MYOMY
OG0004165	sp|Q76K27|SIAT2_MOUSE	tr|A0A7J8A1U5|A0A7J8A1U5_MYOMY
OG0004166	sp|Q80TG1|KANL1_MOUSE	tr|A0A7J7T648|A0A7J7T648_MYOMY
OG0004167	sp|Q80U16|RIPR2_MOUSE	tr|A0A7J7SS51|A0A7J7SS51_MYOMY
OG0004168	sp|Q80W49|CRBG3_MOUSE	tr|A0A7J7ZTM9|A0A7J7ZTM9_MYOMY
OG0004169	sp|Q80WJ1|GGN_MOUSE	tr|A0A7J7SB96|A0A7J7SB96_MYOMY
OG0004170	sp|Q8BGD9|IF4B_MOUSE	tr|A0A7J7Z273|A0A7J7Z273_MYOMY
OG0004171	sp|Q8BKD6|R144B_MOUSE	tr|A0A7J8A161|A0A7J8A161_MYOMY
OG0004172	sp|Q8BMS1|ECHA_MOUSE	tr|A0A7J7U549|A0A7J7U549_MYOMY
OG0004173	tr|Q8BUR5|Q8BUR5_MOUSE	tr|A0A7J7Z162|A0A7J7Z162_MYOMY
OG0004174	sp|Q8BY02|NKRF_MOUSE	tr|A0A7J7YFV3|A0A7J7YFV3_MYOMY
OG0004175	sp|Q8C3L1|SSUH2_MOUSE	tr|A0A7J7UE91|A0A7J7UE91_MYOMY
OG0004176	sp|Q8CGF7|TCRG1_MOUSE	tr|A0A7J7XKW6|A0A7J7XKW6_MYOMY
OG0004177	sp|Q8K1K6|SPB10_MOUSE	tr|A0A7J7W0S3|A0A7J7W0S3_MYOMY
OG0004178	sp|Q8R0E5|ZRAS1_MOUSE	tr|A0A7J7RL37|A0A7J7RL37_MYOMY
OG0004179	sp|Q8R316|HBP1_MOUSE	tr|A0A7J7V3A8|A0A7J7V3A8_MYOMY
OG0004180	sp|Q91WF7|FIG4_MOUSE	tr|A0A7J7WV34|A0A7J7WV34_MYOMY
OG0004181	sp|Q91WR6|GINM1_MOUSE	tr|A0A7J7WVA3|A0A7J7WVA3_MYOMY
OG0004182	sp|Q99MV7|RNF17_MOUSE	tr|A0A7J7Z891|A0A7J7Z891_MYOMY
OG0004183	sp|Q9CPP6|NDUA5_MOUSE	tr|A0A7J7V3Z3|A0A7J7V3Z3_MYOMY
OG0004184	sp|Q9D0K1|PEX13_MOUSE	tr|A0A7J7U5Z6|A0A7J7U5Z6_MYOMY
OG0004185	sp|Q9D2C6|RPC8_MOUSE	tr|A0A7J7Z870|A0A7J7Z870_MYOMY
OG0004186	sp|Q9D358|PPAC_MOUSE	tr|A0A7J7U3R0|A0A7J7U3R0_MYOMY
OG0004187	sp|Q9D3B1|HACD2_MOUSE	tr|A0A7J7ZVF7|A0A7J7ZVF7_MYOMY
OG0004188	sp|Q9DBL1|ACDSB_MOUSE	tr|A0A7J7TS74|A0A7J7TS74_MYOMY
OG0004189	sp|Q9DCL4|MET15_MOUSE	tr|A0A7J7VIL1|A0A7J7VIL1_MYOMY
OG0004190	sp|Q9EQG9|CERT_MOUSE	tr|A0A7J7XY36|A0A7J7XY36_MYOMY
OG0004191	sp|Q9JHH5|CXL11_MOUSE	tr|A0A7J8AIT7|A0A7J8AIT7_MYOMY
OG0004192	sp|Q9JI99|SGPP1_MOUSE	tr|A0A7J8AQY1|A0A7J8AQY1_MYOMY
OG0004193	sp|Q9JJZ6|KLF13_MOUSE	tr|A0A7J7RRU6|A0A7J7RRU6_MYOMY
OG0004194	sp|Q9JKC7|AP4M1_MOUSE	tr|A0A7J7XXD0|A0A7J7XXD0_MYOMY
OG0004195	sp|Q9JMH9|MY18A_MOUSE	tr|A0A7J7T6T0|A0A7J7T6T0_MYOMY
OG0004196	sp|Q9QXS1|PLEC_MOUSE	tr|A0A7J7R3X9|A0A7J7R3X9_MYOMY
OG0004197	sp|Q9QZF2|GPC1_MOUSE	tr|A0A7J7WH09|A0A7J7WH09_MYOMY
OG0004198	sp|Q9WVK0|ATRAP_MOUSE	tr|A0A7J7ZSM7|A0A7J7ZSM7_MYOMY
OG0004199	sp|Q9Z2L7|CRLF3_MOUSE	tr|A0A7J7T4R1|A0A7J7T4R1_MYOMY
OG0004200	tr|A0A0J9YTU8|A0A0J9YTU8_MOUSE	tr|A0A7J7XX63|A0A7J7XX63_MYOMY
OG0004201	sp|A2A3V1|AK17B_MOUSE	tr|A0A7J7QV79|A0A7J7QV79_MYOMY
OG0004202	sp|A2A9I7|DMRTB_MOUSE	tr|A0A7J7ZUC6|A0A7J7ZUC6_MYOMY
OG0004204	sp|O35664|INAR2_MOUSE	tr|A0A7J7ZWC7|A0A7J7ZWC7_MYOMY
OG0004205	sp|O54788|DFFB_MOUSE	tr|A0A7J7ZTV9|A0A7J7ZTV9_MYOMY
OG0004206	sp|O70263|LNX1_MOUSE	tr|A0A7J8ALB2|A0A7J8ALB2_MYOMY
OG0004207	sp|P27792|LYL1_MOUSE	tr|A0A7J7RBR9|A0A7J7RBR9_MYOMY
OG0004208	sp|P35385|HSPB7_MOUSE	tr|A0A7J7ZW88|A0A7J7ZW88_MYOMY
OG0004209	sp|P48441|IDUA_MOUSE	tr|A0A7J8AKK6|A0A7J8AKK6_MYOMY
OG0004210	sp|P57776|EF1D_MOUSE	tr|A0A7J7R3H3|A0A7J7R3H3_MYOMY
OG0004211	sp|P59328|WDHD1_MOUSE	tr|A0A7J8ASB7|A0A7J8ASB7_MYOMY
OG0004212	sp|Q14B02|RN133_MOUSE	tr|A0A7J7V516|A0A7J7V516_MYOMY
OG0004213	sp|Q3KNJ2|NHEJ1_MOUSE	tr|A0A7J7WIK1|A0A7J7WIK1_MYOMY
OG0004214	sp|Q3TB82|PKHF1_MOUSE	tr|A0A7J7SDK0|A0A7J7SDK0_MYOMY
OG0004215	sp|Q3TQI7|TLS1_MOUSE	tr|A0A7J7UMX6|A0A7J7UMX6_MYOMY
OG0004216	sp|Q3U284|TM231_MOUSE	tr|A0A7J7SDJ6|A0A7J7SDJ6_MYOMY
OG0004217	sp|Q3ULW6|CCD33_MOUSE	tr|A0A7J8AJ12|A0A7J8AJ12_MYOMY
OG0004218	sp|Q3UN02|LCLT1_MOUSE	tr|A0A7J7U5F7|A0A7J7U5F7_MYOMY
OG0004219	tr|Q3UN52|Q3UN52_MOUSE	tr|A0A7J7ZAC7|A0A7J7ZAC7_MYOMY
OG0004220	sp|Q3URK3|TET1_MOUSE	tr|A0A7J7TV14|A0A7J7TV14_MYOMY
OG0004221	sp|Q50H33|KCTD8_MOUSE	tr|A0A7J8AL44|A0A7J8AL44_MYOMY
OG0004222	sp|Q60596|XRCC1_MOUSE	tr|A0A7J7SE27|A0A7J7SE27_MYOMY
OG0004223	sp|Q61056|TRPC1_MOUSE	tr|A0A7J8A419|A0A7J8A419_MYOMY
OG0004224	sp|Q63829|COMD3_MOUSE	tr|A0A7J8AIL9|A0A7J8AIL9_MYOMY
OG0004225	sp|Q6PDF3|SVOPL_MOUSE	tr|A0A7J7V4X0|A0A7J7V4X0_MYOMY
OG0004226	sp|Q6PDI6|MINY2_MOUSE	tr|A0A7J8ANZ1|A0A7J8ANZ1_MYOMY
OG0004227	sp|Q6PE54|DHX40_MOUSE	tr|A0A7J7T4X4|A0A7J7T4X4_MYOMY
OG0004228	sp|Q80YA9|CNKR2_MOUSE	tr|A0A7J7YCS0|A0A7J7YCS0_MYOMY
OG0004229	sp|Q8BGG7|UBS3B_MOUSE	tr|A0A7J7S3N0|A0A7J7S3N0_MYOMY
OG0004230	sp|Q8BSD4|CXD4_MOUSE	tr|A0A7J8AJT4|A0A7J8AJT4_MYOMY
OG0004231	sp|Q8C3I9|DIK2B_MOUSE	tr|A0A7J7YCI4|A0A7J7YCI4_MYOMY
OG0004232	sp|Q8C5R2|PRSR2_MOUSE	tr|A0A7J8APD6|A0A7J8APD6_MYOMY
OG0004233	sp|Q8CFD4|SNX8_MOUSE	tr|A0A7J7XKJ6|A0A7J7XKJ6_MYOMY
OG0004234	sp|Q8CG71|P3H2_MOUSE	tr|A0A7J8A102|A0A7J8A102_MYOMY
OG0004235	sp|Q8K083|ZN536_MOUSE	tr|A0A7J7R4T8|A0A7J7R4T8_MYOMY
OG0004237	sp|Q8R1K1|UBAC2_MOUSE	tr|A0A7J7Z9Z5|A0A7J7Z9Z5_MYOMY
OG0004238	sp|Q8R310|TMCC3_MOUSE	tr|A0A7J7Z9B1|A0A7J7Z9B1_MYOMY
OG0004239	sp|Q8VD65|PI3R4_MOUSE	tr|A0A7J7UDQ4|A0A7J7UDQ4_MYOMY
OG0004240	sp|Q8VIJ6|SFPQ_MOUSE	tr|A0A7J8A1Y2|A0A7J8A1Y2_MYOMY
OG0004241	sp|Q91XD3|T4S4_MOUSE	tr|A0A7J8A1Z2|A0A7J8A1Z2_MYOMY
OG0004242	sp|Q99J79|DDB2_MOUSE	tr|A0A7J7VGX0|A0A7J7VGX0_MYOMY
OG0004243	sp|Q99KJ0|UBX2A_MOUSE	tr|A0A7J7U6U6|A0A7J7U6U6_MYOMY
OG0004244	sp|Q99LV7|PIGX_MOUSE	tr|A0A7J8A0F3|A0A7J8A0F3_MYOMY
OG0004245	sp|Q99N03|M4A10_MOUSE	tr|A0A7J7RHN4|A0A7J7RHN4_MYOMY
OG0004246	sp|Q9CQW0|EMC6_MOUSE	tr|A0A7J7T4F5|A0A7J7T4F5_MYOMY
OG0004247	sp|Q9CR67|TMM33_MOUSE	tr|A0A7J8ASI7|A0A7J8ASI7_MYOMY
OG0004248	sp|Q9D142|NUD14_MOUSE	tr|A0A7J7R1I1|A0A7J7R1I1_MYOMY
OG0004249	sp|Q9D338|RM19_MOUSE	tr|A0A7J7U5T6|A0A7J7U5T6_MYOMY
OG0004250	sp|Q9DC16|ERGI1_MOUSE	tr|A0A7J7XG85|A0A7J7XG85_MYOMY
OG0004251	sp|Q9DC77|SMPX_MOUSE	tr|A0A7J7YFX8|A0A7J7YFX8_MYOMY
OG0004252	sp|Q9DD16|NUD22_MOUSE	tr|A0A7J7VIM1|A0A7J7VIM1_MYOMY
OG0004253	sp|Q9ESC8|AFF4_MOUSE	tr|A0A7J7XDM4|A0A7J7XDM4_MYOMY
OG0004254	sp|Q9R098|HGFA_MOUSE	tr|A0A7J8AK62|A0A7J8AK62_MYOMY
OG0004255	sp|Q9WTR6|XCT_MOUSE	tr|A0A7J7XKJ7|A0A7J7XKJ7_MYOMY
OG0004256	sp|Q9Z2G9|HTAI2_MOUSE	tr|A0A7J7VHE4|A0A7J7VHE4_MYOMY
OG0004257	tr|A0A1W2P8B8|A0A1W2P8B8_MOUSE	tr|A0A7J7XGJ8|A0A7J7XGJ8_MYOMY
OG0004258	sp|A2AG50|MA7D2_MOUSE	tr|A0A7J7YEE6|A0A7J7YEE6_MYOMY
OG0004259	sp|A9Z1V5|VW5B1_MOUSE	tr|A0A7J8A4H4|A0A7J8A4H4_MYOMY
OG0004260	tr|B2RVA4|B2RVA4_MOUSE	tr|A0A7J7RBT0|A0A7J7RBT0_MYOMY
OG0004261	sp|G5E872|RNPL1_MOUSE	tr|A0A7J7WJ67|A0A7J7WJ67_MYOMY
OG0004262	sp|O35710|NOCT_MOUSE	tr|A0A7J7XIL1|A0A7J7XIL1_MYOMY
OG0004263	sp|O54940|BNIP2_MOUSE	tr|A0A7J8AN42|A0A7J8AN42_MYOMY
OG0004264	sp|O70361|PER3_MOUSE	tr|A0A7J7ZZW2|A0A7J7ZZW2_MYOMY
OG0004265	sp|O88685|PRS6A_MOUSE	tr|A0A7J7VKI0|A0A7J7VKI0_MYOMY
OG0004266	sp|P02716|ACHD_MOUSE	tr|A0A7J7WGI3|A0A7J7WGI3_MYOMY
OG0004267	sp|P15920|VPP2_MOUSE	tr|A0A7J7QX67|A0A7J7QX67_MYOMY
OG0004268	sp|P20782|ACHE_MOUSE	tr|A0A7J7T3U8|A0A7J7T3U8_MYOMY
OG0004269	sp|P21995|EMB_MOUSE	tr|A0A7J7XYQ1|A0A7J7XYQ1_MYOMY
OG0004270	sp|P35276|RAB3D_MOUSE	tr|A0A7J7XJI7|A0A7J7XJI7_MYOMY
OG0004271	sp|P49182|HEP2_MOUSE	tr|A0A7J7S2W7|A0A7J7S2W7_MYOMY
OG0004272	sp|P60003|ELOF1_MOUSE	tr|A0A7J7XG64|A0A7J7XG64_MYOMY
OG0004273	sp|P61793|LPAR1_MOUSE	tr|A0A7J7UPW7|A0A7J7UPW7_MYOMY
OG0004274	sp|P70180|ANPRC_MOUSE	tr|A0A7J7Y1D4|A0A7J7Y1D4_MYOMY
OG0004275	sp|P81183|IKZF2_MOUSE	tr|A0A7J7WH92|A0A7J7WH92_MYOMY
OG0004276	sp|P97443|SMYD1_MOUSE	tr|A0A7J7U6L7|A0A7J7U6L7_MYOMY
OG0004277	sp|P97825|JUPI1_MOUSE	tr|A0A7J7T647|A0A7J7T647_MYOMY
OG0004278	sp|Q03146|DDR1_MOUSE	tr|A0A7J7RK49|A0A7J7RK49_MYOMY
OG0004279	sp|Q08501|PRLR_MOUSE	tr|A0A7J7Y1G0|A0A7J7Y1G0_MYOMY
OG0004280	sp|Q3U381|ZN692_MOUSE	tr|A0A7J7XLX5|A0A7J7XLX5_MYOMY
OG0004281	sp|Q3UR78|CD048_MOUSE	tr|A0A7J8AIT3|A0A7J8AIT3_MYOMY
OG0004283	sp|Q5GIG6|TNI3K_MOUSE	tr|A0A7J7ZV25|A0A7J7ZV25_MYOMY
OG0004284	sp|Q61184|MTR1A_MOUSE	tr|A0A7J7Z7P3|A0A7J7Z7P3_MYOMY
OG0004285	sp|Q6A078|CE290_MOUSE	tr|A0A7J7Z0W5|A0A7J7Z0W5_MYOMY
OG0004286	sp|Q6NXY9|RPC7_MOUSE	tr|A0A7J7Y1B9|A0A7J7Y1B9_MYOMY
OG0004287	sp|Q80V85|TRI62_MOUSE	tr|A0A7J8A2M6|A0A7J8A2M6_MYOMY
OG0004288	tr|Q80VT5|Q80VT5_MOUSE	tr|A0A7J7S2R1|A0A7J7S2R1_MYOMY
OG0004289	sp|Q80W47|WIPI2_MOUSE	tr|A0A7J7XLM1|A0A7J7XLM1_MYOMY
OG0004290	sp|Q80Y98|DDHD2_MOUSE	tr|A0A7J7Z1J7|A0A7J7Z1J7_MYOMY
OG0004291	sp|Q8BMD7|MORC4_MOUSE	tr|A0A7J7YFC8|A0A7J7YFC8_MYOMY
OG0004292	sp|Q8BMQ8|MON1B_MOUSE	tr|A0A7J7SD58|A0A7J7SD58_MYOMY
OG0004293	sp|Q8BSF4|PISD_MOUSE	tr|A0A7J7S2Y9|A0A7J7S2Y9_MYOMY
OG0004294	sp|Q8BTV2|CPSF7_MOUSE	tr|A0A7J7RGW4|A0A7J7RGW4_MYOMY
OG0004295	sp|Q8C262|IIGP5_MOUSE	tr|A0A7J7SBJ2|A0A7J7SBJ2_MYOMY
OG0004296	sp|Q8K2T4|UQCC3_MOUSE	tr|A0A7J7RHK9|A0A7J7RHK9_MYOMY
OG0004297	sp|Q8K4Q0|RPTOR_MOUSE	tr|A0A7J7T8I7|A0A7J7T8I7_MYOMY
OG0004298	sp|Q8R189|PAQRA_MOUSE	tr|A0A7J7XI85|A0A7J7XI85_MYOMY
OG0004299	sp|Q91ZP9|NECA2_MOUSE	tr|A0A7J7SC05|A0A7J7SC05_MYOMY
OG0004300	sp|Q9CQG6|TM147_MOUSE	tr|A0A7J7SDT8|A0A7J7SDT8_MYOMY
OG0004301	sp|Q9CTG6|AT132_MOUSE	tr|A0A7J7ZSY4|A0A7J7ZSY4_MYOMY
OG0004302	sp|Q9CV60|MLN_MOUSE	tr|A0A7J7TU17|A0A7J7TU17_MYOMY
OG0004303	sp|Q9CWX9|DDX47_MOUSE	tr|A0A7J7Z2M7|A0A7J7Z2M7_MYOMY
OG0004304	sp|Q9CY27|TECR_MOUSE	tr|A0A7J7R9K5|A0A7J7R9K5_MYOMY
OG0004305	sp|Q9D0I8|MRT4_MOUSE	tr|A0A7J7ZYU5|A0A7J7ZYU5_MYOMY
OG0004306	sp|Q9DAP0|LRC46_MOUSE	tr|A0A7J7T6D1|A0A7J7T6D1_MYOMY
OG0004307	sp|Q9ERK4|XPO2_MOUSE	tr|A0A7J7VX91|A0A7J7VX91_MYOMY
OG0004308	sp|Q9JHI5|IVD_MOUSE	tr|A0A7J8ALM5|A0A7J8ALM5_MYOMY
OG0004309	sp|Q9JHQ5|LZTL1_MOUSE	tr|A0A7J7UDA6|A0A7J7UDA6_MYOMY
OG0004310	sp|Q9JM76|ARPC3_MOUSE	tr|A0A7J7S0N6|A0A7J7S0N6_MYOMY
OG0004311	sp|Q9QY61|IRX4_MOUSE	tr|A0A7J7XZ55|A0A7J7XZ55_MYOMY
OG0004312	sp|Q9R1Q8|TAGL3_MOUSE	tr|A0A7J8A2J9|A0A7J8A2J9_MYOMY
OG0004313	sp|Q9WVL1|AP4S1_MOUSE	tr|A0A7J8AIB3|A0A7J8AIB3_MYOMY
OG0004314	sp|Q9Z2Y8|PLPHP_MOUSE	tr|A0A7J7Z8U4|A0A7J7Z8U4_MYOMY
OG0004315	sp|A0A5F8MPU3|CTSRT_MOUSE	tr|A0A7J7WFY2|A0A7J7WFY2_MYOMY
OG0004316	sp|A2ARK0|FA83C_MOUSE	tr|A0A7J7VY89|A0A7J7VY89_MYOMY
OG0004317	sp|E9Q9K5|TRDN_MOUSE	tr|A0A7J7WYM6|A0A7J7WYM6_MYOMY
OG0004318	sp|O88188|LY86_MOUSE	tr|A0A7J7ZY73|A0A7J7ZY73_MYOMY
OG0004319	sp|P20443|ARRS_MOUSE	tr|A0A7J7WJF3|A0A7J7WJF3_MYOMY
OG0004320	sp|P21658|FGF6_MOUSE	tr|A0A7J7Z2E9|A0A7J7Z2E9_MYOMY
OG0004321	sp|P25318|CO8A2_MOUSE	tr|A0A7J7ZU48|A0A7J7ZU48_MYOMY
OG0004322	sp|P56393|COX7B_MOUSE	tr|A0A7J7YCM4|A0A7J7YCM4_MYOMY
OG0004323	sp|P59325|IF5_MOUSE	tr|A0A7J7R1H8|A0A7J7R1H8_MYOMY
OG0004324	sp|Q05117|PPA5_MOUSE	tr|A0A7J7XDW2|A0A7J7XDW2_MYOMY
OG0004325	sp|Q08535|SECR_MOUSE	tr|A0A7J7RHS4|A0A7J7RHS4_MYOMY
OG0004326	sp|Q3TZ65|OD3L2_MOUSE	tr|A0A7J7XJQ6|A0A7J7XJQ6_MYOMY
OG0004327	sp|Q3UU94|MANS4_MOUSE	tr|A0A7J7Z5K3|A0A7J7Z5K3_MYOMY
OG0004328	sp|Q3V1N1|MFHA1_MOUSE	tr|A0A7J7Z5X1|A0A7J7Z5X1_MYOMY
OG0004329	sp|Q61847|MEP1B_MOUSE	tr|A0A7J7VZ07|A0A7J7VZ07_MYOMY
OG0004330	sp|Q68ED3|PAPD5_MOUSE	tr|A0A7J7SDN5|A0A7J7SDN5_MYOMY
OG0004331	sp|Q6P1Y8|INP4B_MOUSE	tr|A0A7J7XGL6|A0A7J7XGL6_MYOMY
OG0004332	sp|Q6P3B2|UBAD1_MOUSE	tr|A0A7J7Y475|A0A7J7Y475_MYOMY
OG0004333	sp|Q6PAJ3|GARE2_MOUSE	tr|A0A7J7U533|A0A7J7U533_MYOMY
OG0004334	sp|Q6X786|ZPBP2_MOUSE	tr|A0A7J7TAB9|A0A7J7TAB9_MYOMY
OG0004335	sp|Q6ZQ82|RHG26_MOUSE	tr|A0A7J7XEH3|A0A7J7XEH3_MYOMY
OG0004336	sp|Q78Y63|PDCL2_MOUSE	tr|A0A7J8APG6|A0A7J8APG6_MYOMY
OG0004337	sp|Q7TSD4|TBATA_MOUSE	tr|A0A7J7TV08|A0A7J7TV08_MYOMY
OG0004338	sp|Q80TB8|VAT1L_MOUSE	tr|A0A7J7SDL3|A0A7J7SDL3_MYOMY
OG0004339	sp|Q80VY9|DHX33_MOUSE	tr|A0A7J7T485|A0A7J7T485_MYOMY
OG0004340	sp|Q80ZV0|RNH2B_MOUSE	tr|A0A7J7Z8G3|A0A7J7Z8G3_MYOMY
OG0004341	sp|Q8BFY0|PIRT_MOUSE	tr|A0A7J7T7B7|A0A7J7T7B7_MYOMY
OG0004342	sp|Q8BP97|RHBD3_MOUSE	tr|A0A7J7S2N8|A0A7J7S2N8_MYOMY
OG0004343	sp|Q8BUD0|GPR4_MOUSE	tr|A0A7J7R933|A0A7J7R933_MYOMY
OG0004344	sp|Q8C3K5|TMM72_MOUSE	tr|A0A7J7RN50|A0A7J7RN50_MYOMY
OG0004345	sp|Q8CDU6|HECD2_MOUSE	tr|A0A7J7TT95|A0A7J7TT95_MYOMY
OG0004346	sp|Q8CGQ8|NCKX4_MOUSE	tr|A0A7J8AS07|A0A7J8AS07_MYOMY
OG0004347	sp|Q8CHH5|BICRL_MOUSE	tr|A0A7J7WU73|A0A7J7WU73_MYOMY
OG0004348	tr|Q8K119|Q8K119_MOUSE	tr|A0A7J7WIM6|A0A7J7WIM6_MYOMY
OG0004349	sp|Q8QZV0|DEDD2_MOUSE	tr|A0A7J7SB29|A0A7J7SB29_MYOMY
OG0004350	sp|Q8R1T1|CHMP7_MOUSE	tr|A0A7J7XFF0|A0A7J7XFF0_MYOMY
OG0004351	sp|Q8R422|CD109_MOUSE	tr|A0A7J7WUF9|A0A7J7WUF9_MYOMY
OG0004352	sp|Q91VN2|CK071_MOUSE	tr|A0A7J7VG28|A0A7J7VG28_MYOMY
OG0004353	sp|Q91XC8|DAP1_MOUSE	tr|A0A7J7XYA9|A0A7J7XYA9_MYOMY
OG0004354	sp|Q99J77|SIAS_MOUSE	tr|A0A7J7UQ72|A0A7J7UQ72_MYOMY
OG0004355	sp|Q9CQH7|BT3L4_MOUSE	tr|A0A7J7ZTZ0|A0A7J7ZTZ0_MYOMY
OG0004356	sp|Q9CQL2|CCER1_MOUSE	tr|A0A7J7Z0Q4|A0A7J7Z0Q4_MYOMY
OG0004357	sp|Q9CQV3|SPB11_MOUSE	tr|A0A7J7W142|A0A7J7W142_MYOMY
OG0004358	sp|Q9D1B9|RM28_MOUSE	tr|A0A7J7R7J0|A0A7J7R7J0_MYOMY
OG0004359	sp|Q9D2D9|KLD8B_MOUSE	tr|A0A7J7UCK6|A0A7J7UCK6_MYOMY
OG0004360	sp|Q9D3S9|CPVL_MOUSE	tr|A0A7J7V2Q6|A0A7J7V2Q6_MYOMY
OG0004361	sp|Q9D855|QCR7_MOUSE	tr|A0A7J7TKG5|A0A7J7TKG5_MYOMY
OG0004362	sp|Q9D8N1|CK024_MOUSE	tr|A0A7J7VGK3|A0A7J7VGK3_MYOMY
