Orthogroup	Mus_musculus	Homo_sapiens
OG0003732	tr|E9Q3D4|E9Q3D4_MOUSE	sp|Q9BPX1|DHB14_HUMAN
OG0003733	sp|Q9D945|LLPH_MOUSE	sp|Q9BRT6|LLPH_HUMAN
OG0003734	sp|A2AS89|SPEB_MOUSE	sp|Q9BSE5|SPEB_HUMAN
OG0003735	sp|Q8BGB5|LIMD2_MOUSE	sp|Q9BT23|LIMD2_HUMAN
OG0003736	sp|Q6NT99|DUS23_MOUSE	sp|Q9BVJ7|DUS23_HUMAN
OG0003737	sp|Q9JJG7|CABP8_MOUSE	sp|Q9BXU9|CABP8_HUMAN
OG0003738	sp|Q99N10|M4A8_MOUSE	sp|Q9BY19|M4A8_HUMAN
OG0003739	sp|Q9D7I5|LHPP_MOUSE	sp|Q9H008|LHPP_HUMAN
OG0003740	sp|Q9D7P6|ISCU_MOUSE	sp|Q9H1K1|ISCU_HUMAN
OG0003741	sp|Q5XJY4|PARL_MOUSE	sp|Q9H300|PARL_HUMAN
OG0003742	sp|Q9DBS9|OSBL3_MOUSE	sp|Q9H4L5|OSBL3_HUMAN
OG0003743	sp|Q9D706|RPAP3_MOUSE	sp|Q9H6T3|RPAP3_HUMAN
OG0003744	sp|B2RQC2|UBP42_MOUSE	sp|Q9H9J4|UBP42_HUMAN
OG0003745	sp|Q9ESF1|OTOF_MOUSE	sp|Q9HC10|OTOF_HUMAN
OG0003746	sp|Q68FD9|K1549_MOUSE	sp|Q9HCM3|K1549_HUMAN
OG0003747	sp|Q9JLB9|NECT3_MOUSE	sp|Q9NQS3|NECT3_HUMAN
OG0003748	sp|Q9JI74|KLHL1_MOUSE	sp|Q9NR64|KLHL1_HUMAN
OG0003749	sp|Q9JLL3|TNR19_MOUSE	sp|Q9NS68|TNR19_HUMAN
OG0003750	sp|Q9JJK2|LANC2_MOUSE	sp|Q9NS86|LANC2_HUMAN
OG0003751	sp|Q6PE15|ABHDA_MOUSE	sp|Q9NUJ1|ABHDA_HUMAN
OG0003752	sp|Q9QYI6|DNJB9_MOUSE	sp|Q9UBS3|DNJB9_HUMAN
OG0003753	sp|Q9QZ11|EXO1_MOUSE	sp|Q9UQ84|EXO1_HUMAN
OG0003754	sp|Q9QVY8|RAI2_MOUSE	sp|Q9Y5P3|RAI2_HUMAN
OG0003755	tr|Q3TMP1|Q3TMP1_MOUSE	sp|Q9Y5Q9|TF3C3_HUMAN
OG0003756	sp|Q9D968|HCFC2_MOUSE	sp|Q9Y5Z7|HCFC2_HUMAN
OG0003757	sp|Q9WU56|PUS1_MOUSE	sp|Q9Y606|PUS1_HUMAN
OG0003758	sp|F6W8I0|YJEN3_MOUSE	sp|A6XGL0|YJEN3_HUMAN
OG0003759	sp|Q5SUA5|MYO1G_MOUSE	sp|B0I1T2|MYO1G_HUMAN
OG0003760	sp|O35904|PK3CD_MOUSE	sp|O00329|PK3CD_HUMAN
OG0003761	sp|P18406|CCN1_MOUSE	sp|O00622|CCN1_HUMAN
OG0003762	sp|Q9ER41|TOR1B_MOUSE	sp|O14657|TOR1B_HUMAN
OG0003763	sp|Q3UTH8|ARHG9_MOUSE	sp|O43307|ARHG9_HUMAN
OG0003764	sp|Q5SYD0|MYO1D_MOUSE	sp|O94832|MYO1D_HUMAN
OG0003765	sp|E9Q4F2|KLH18_MOUSE	sp|O94889|KLH18_HUMAN
OG0003766	sp|Q9Z0F5|CH25H_MOUSE	sp|O95992|CH25H_HUMAN
OG0003767	sp|P10601|PAHO_MOUSE	sp|P01298|PAHO_HUMAN
OG0003768	sp|Q9D0M3|CY1_MOUSE	sp|P08574|CY1_HUMAN
OG0003769	sp|P21129|P3_MOUSE	sp|P09131|P3_HUMAN
OG0003770	sp|P07141|CSF1_MOUSE	sp|P09603|CSF1_HUMAN
OG0003771	sp|D3YUK8|PTIP2_MOUSE	sp|P0DTF9|PTIP2_HUMAN
OG0003772	sp|O35316|SC6A6_MOUSE	sp|P31641|SC6A6_HUMAN
OG0003773	sp|P97328|KHK_MOUSE	sp|P50053|KHK_HUMAN
OG0003774	sp|P51945|CCNG1_MOUSE	sp|P51959|CCNG1_HUMAN
OG0003775	sp|O35668|HAP1_MOUSE	sp|P54257|HAP1_HUMAN
OG0003776	sp|P56501|UCP3_MOUSE	sp|P55916|UCP3_HUMAN
OG0003777	sp|P70444|BID_MOUSE	sp|P55957|BID_HUMAN
OG0003778	sp|Q3UR32|P2RX3_MOUSE	sp|P56373|P2RX3_HUMAN
OG0003779	sp|P61082|UBC12_MOUSE	sp|P61081|UBC12_HUMAN
OG0003780	sp|Q9CQX8|KGD4_MOUSE	sp|P82909|KGD4_HUMAN
OG0003781	sp|O88324|CD83_MOUSE	sp|Q01151|CD83_HUMAN
OG0003782	sp|Q9DC61|MPPA_MOUSE	sp|Q10713|MPPA_HUMAN
OG0003783	sp|P82976|GBX1_MOUSE	sp|Q14549|GBX1_HUMAN
OG0003784	sp|Q61188|EZH2_MOUSE	sp|Q15910|EZH2_HUMAN
OG0003785	sp|Q571E5|PRS53_MOUSE	sp|Q2L4Q9|PRS53_HUMAN
OG0003786	sp|Q91XE9|CR3L3_MOUSE	sp|Q68CJ9|CR3L3_HUMAN
OG0003787	sp|Q3UTY6|THSD4_MOUSE	sp|Q6ZMP0|THSD4_HUMAN
OG0003788	sp|Q8VC52|RBPS2_MOUSE	sp|Q6ZRY4|RBPS2_HUMAN
OG0003789	sp|Q148R9|R9BP_MOUSE	sp|Q6ZS82|R9BP_HUMAN
OG0003790	sp|Q6GQV0|TEDC2_MOUSE	sp|Q7L2K0|TEDC2_HUMAN
OG0003791	sp|Q91ZB5|MRGRG_MOUSE	sp|Q86SM5|MRGRG_HUMAN
OG0003792	tr|E9PV66|E9PV66_MOUSE	sp|Q8IUG5|MY18B_HUMAN
OG0003793	sp|Q8R1H8|BATF2_MOUSE	sp|Q8N1L9|BATF2_HUMAN
OG0003794	sp|Q7TN31|AGGF1_MOUSE	sp|Q8N302|AGGF1_HUMAN
OG0003795	tr|D3YVJ1|D3YVJ1_MOUSE	sp|Q8N5U0|CK042_HUMAN
OG0003796	sp|Q5PR68|CE112_MOUSE	sp|Q8N8E3|CE112_HUMAN
OG0003797	sp|Q9JHB4|WDR31_MOUSE	sp|Q8NA23|WDR31_HUMAN
OG0003798	sp|Q8CHS8|VP37A_MOUSE	sp|Q8NEZ2|VP37A_HUMAN
OG0003799	sp|Q9CWU9|NUP37_MOUSE	sp|Q8NFH4|NUP37_HUMAN
OG0003800	sp|Q8R3W7|AGR3_MOUSE	sp|Q8TD06|AGR3_HUMAN
OG0003801	sp|Q5U464|ASAP3_MOUSE	sp|Q8TDY4|ASAP3_HUMAN
OG0003802	sp|Q8C0P5|COR2A_MOUSE	sp|Q92828|COR2A_HUMAN
OG0003803	sp|Q6P3D0|NUD16_MOUSE	sp|Q96DE0|NUD16_HUMAN
OG0003804	sp|Q9CWV0|MASU1_MOUSE	sp|Q96EH3|MASU1_HUMAN
OG0003805	sp|Q9DA69|IFT43_MOUSE	sp|Q96FT9|IFT43_HUMAN
OG0003806	tr|A3KGJ9|A3KGJ9_MOUSE	sp|Q96LM9|CT173_HUMAN
OG0003807	sp|Q8C569|F118B_MOUSE	sp|Q9BPY3|F118B_HUMAN
OG0003808	sp|P58466|CTDS1_MOUSE	sp|Q9GZU7|CTDS1_HUMAN
OG0003809	sp|Q9EPL0|XYLT2_MOUSE	sp|Q9H1B5|XYLT2_HUMAN
OG0003810	sp|Q8BMG7|RBGPR_MOUSE	sp|Q9H2M9|RBGPR_HUMAN
OG0003811	sp|Q9DB10|EMRE_MOUSE	sp|Q9H4I9|EMRE_HUMAN
OG0003812	sp|Q9JHX3|IL21R_MOUSE	sp|Q9HBE5|IL21R_HUMAN
OG0003813	sp|Q8CDB0|MKNK2_MOUSE	sp|Q9HBH9|MKNK2_HUMAN
OG0003814	sp|Q91XB0|TREX1_MOUSE	sp|Q9NSU2|TREX1_HUMAN
OG0003815	sp|Q91WU6|ZDHC7_MOUSE	sp|Q9NXF8|ZDHC7_HUMAN
OG0003816	sp|Q9Z104|HM20B_MOUSE	sp|Q9P0W2|HM20B_HUMAN
OG0003817	sp|Q9DAS1|CKLF_MOUSE	sp|Q9UBR5|CKLF_HUMAN
OG0003818	sp|Q9QXW9|LAT2_MOUSE	sp|Q9UHI5|LAT2_HUMAN
OG0003819	sp|Q5SWW4|MED13_MOUSE	sp|Q9UHV7|MED13_HUMAN
OG0003820	sp|Q8K3H0|DP13A_MOUSE	sp|Q9UKG1|DP13A_HUMAN
OG0003821	sp|Q8K093|TRHDE_MOUSE	sp|Q9UKU6|TRHDE_HUMAN
OG0003822	sp|Q924T2|RT02_MOUSE	sp|Q9Y399|RT02_HUMAN
OG0003823	sp|Q8R2R1|POMT1_MOUSE	sp|Q9Y6A1|POMT1_HUMAN
OG0003824	sp|E9PXT9|F170B_MOUSE	sp|A6NMN3|F170B_HUMAN
OG0003825	sp|Q9DAQ4|CB081_MOUSE	sp|A6NN90|CB081_HUMAN
OG0003826	sp|Q3TNU4|YD021_MOUSE	sp|A8MVM7|YD021_HUMAN
OG0003827	sp|O54982|KCNU1_MOUSE	sp|A8MYU2|KCNU1_HUMAN
OG0003828	sp|P97333|NRP1_MOUSE	sp|O14786|NRP1_HUMAN
OG0003829	sp|Q80VL3|PRIC3_MOUSE	sp|O43900|PRIC3_HUMAN
OG0003830	sp|Q62077|PLCG1_MOUSE	sp|P19174|PLCG1_HUMAN
OG0003831	sp|Q05722|CO9A1_MOUSE	sp|P20849|CO9A1_HUMAN
OG0003832	sp|Q9CQA3|SDHB_MOUSE	sp|P21912|SDHB_HUMAN
OG0003833	sp|P27573|MYP0_MOUSE	sp|P25189|MYP0_HUMAN
OG0003834	sp|P30935|SSR3_MOUSE	sp|P32745|SSR3_HUMAN
OG0003835	sp|P97298|PEDF_MOUSE	sp|P36955|PEDF_HUMAN
OG0003836	sp|Q00560|IL6RB_MOUSE	sp|P40189|IL6RB_HUMAN
OG0003837	sp|P63005|LIS1_MOUSE	sp|P43034|LIS1_HUMAN
OG0003838	sp|P97494|GSH1_MOUSE	sp|P48506|GSH1_HUMAN
OG0003839	sp|O70496|CLCN7_MOUSE	sp|P51798|CLCN7_HUMAN
OG0003840	sp|Q61268|APOC4_MOUSE	sp|P55056|APOC4_HUMAN
OG0003841	sp|Q01853|TERA_MOUSE	sp|P55072|TERA_HUMAN
OG0003842	sp|Q99JY0|ECHB_MOUSE	sp|P55084|ECHB_HUMAN
OG0003843	sp|Q6IE32|ISK7_MOUSE	sp|P58062|ISK7_HUMAN
OG0003844	sp|O08600|NUCG_MOUSE	sp|Q14249|NUCG_HUMAN
OG0003845	sp|Q8BMI4|GEN_MOUSE	sp|Q17RS7|GEN_HUMAN
OG0003846	sp|Q3UMF0|COBL1_MOUSE	sp|Q53SF7|COBL1_HUMAN
OG0003847	tr|Q9D2Z6|Q9D2Z6_MOUSE	sp|Q5SZD1|CF141_HUMAN
OG0003848	tr|A2ATK9|A2ATK9_MOUSE	sp|Q5VUB5|F1711_HUMAN
OG0003849	sp|Q80UW5|MRCKG_MOUSE	sp|Q6DT37|MRCKG_HUMAN
OG0003850	sp|Q14AT5|ANO7_MOUSE	sp|Q6IWH7|ANO7_HUMAN
OG0003851	sp|Q6UJB9|TM270_MOUSE	sp|Q6UE05|TM270_HUMAN
OG0003852	tr|D3Z286|D3Z286_MOUSE	sp|Q6ZT21|TMPPE_HUMAN
OG0003853	sp|Q3UVK0|ERMP1_MOUSE	sp|Q7Z2K6|ERMP1_HUMAN
OG0003854	sp|Q8BX13|UBE3D_MOUSE	sp|Q7Z6J8|UBE3D_HUMAN
OG0003855	sp|Q8BFQ2|T229B_MOUSE	sp|Q8NBD8|T229B_HUMAN
OG0003856	sp|B9EJ80|PDZD8_MOUSE	sp|Q8NEN9|PDZD8_HUMAN
OG0003857	sp|Q6ZPY5|ZN507_MOUSE	sp|Q8TCN5|ZN507_HUMAN
OG0003858	sp|Q19A41|KLF14_MOUSE	sp|Q8TD94|KLF14_HUMAN
OG0003859	sp|Q9DB54|F216A_MOUSE	sp|Q8WUB2|F216A_HUMAN
OG0003860	tr|Q14BQ3|Q14BQ3_MOUSE	sp|Q8WUE5|CT55_HUMAN
OG0003861	sp|Q9CS00|CATIN_MOUSE	sp|Q8WUQ7|CATIN_HUMAN
OG0003862	sp|Q8R3J4|MTEF3_MOUSE	sp|Q96E29|MTEF3_HUMAN
OG0003863	sp|Q9CQI9|MED30_MOUSE	sp|Q96HR3|MED30_HUMAN
OG0003864	sp|Q8BMN4|LMLN_MOUSE	sp|Q96KR4|LMLN_HUMAN
OG0003865	sp|Q3UJC8|CE034_MOUSE	sp|Q96MH7|CE034_HUMAN
OG0003866	tr|A2A472|A2A472_MOUSE	sp|Q96NM4|TOX2_HUMAN
OG0003867	sp|Q80W00|PP1RA_MOUSE	sp|Q96QC0|PP1RA_HUMAN
OG0003868	sp|Q9EPC5|RET7_MOUSE	sp|Q96R05|RET7_HUMAN
OG0003869	sp|O35885|ASCL2_MOUSE	sp|Q99929|ASCL2_HUMAN
OG0003870	sp|Q9D611|OCSTP_MOUSE	sp|Q9BR26|OCSTP_HUMAN
OG0003871	sp|Q8BVA5|LDAH_MOUSE	sp|Q9H6V9|LDAH_HUMAN
OG0003872	sp|Q497H0|ZFAN3_MOUSE	sp|Q9H8U3|ZFAN3_HUMAN
OG0003873	sp|Q99MZ3|MLXPL_MOUSE	sp|Q9NP71|MLXPL_HUMAN
OG0003874	sp|Q9D6H5|ZDHC4_MOUSE	sp|Q9NPG8|ZDHC4_HUMAN
OG0003875	sp|Q924A0|TF7L2_MOUSE	sp|Q9NQB0|TF7L2_HUMAN
OG0003876	sp|Q9JJZ9|CNGB3_MOUSE	sp|Q9NQW8|CNGB3_HUMAN
OG0003877	sp|Q8BGR6|ARL15_MOUSE	sp|Q9NXU5|ARL15_HUMAN
OG0003878	sp|O54929|WSB2_MOUSE	sp|Q9NYS7|WSB2_HUMAN
OG0003879	sp|Q9D173|TOM7_MOUSE	sp|Q9P0U1|TOM7_HUMAN
OG0003880	sp|Q02614|S30BP_MOUSE	sp|Q9UHR5|S30BP_HUMAN
OG0003881	sp|E9Q7X6|HEG1_MOUSE	sp|Q9ULI3|HEG1_HUMAN
OG0003882	sp|Q80Z71|TENN_MOUSE	sp|Q9UQP3|TENN_HUMAN
OG0003883	sp|O35348|COLQ_MOUSE	sp|Q9Y215|COLQ_HUMAN
OG0003884	sp|Q8K371|AMOL2_MOUSE	sp|Q9Y2J4|AMOL2_HUMAN
OG0003885	sp|Q6NZK8|PTPC1_MOUSE	sp|A2A3K4|PTPC1_HUMAN
OG0003886	sp|A2CI98|DYTN_MOUSE	sp|A2CJ06|DYTN_HUMAN
OG0003887	sp|Q9DAM2|EFCB9_MOUSE	sp|A8MZ26|EFCB9_HUMAN
OG0003889	sp|Q810U3|NFASC_MOUSE	sp|O94856|NFASC_HUMAN
OG0003890	sp|P06745|G6PI_MOUSE	sp|P06744|G6PI_HUMAN
OG0003891	sp|P09581|CSF1R_MOUSE	sp|P07333|CSF1R_HUMAN
OG0003892	sp|Q99LX8|OST4_MOUSE	sp|P0C6T2|OST4_HUMAN
OG0003893	sp|P97717|ADA1B_MOUSE	sp|P35368|ADA1B_HUMAN
OG0003894	sp|P50220|NKX21_MOUSE	sp|P43699|NKX21_HUMAN
OG0003895	sp|P54869|HMCS2_MOUSE	sp|P54868|HMCS2_HUMAN
OG0003896	sp|P61166|TM258_MOUSE	sp|P61165|TM258_HUMAN
OG0003897	sp|Q9JJI8|RL38_MOUSE	sp|P63173|RL38_HUMAN
OG0003898	sp|P53810|PIPNA_MOUSE	sp|Q00169|PIPNA_HUMAN
OG0003899	sp|P70399|TP53B_MOUSE	sp|Q12888|TP53B_HUMAN
OG0003900	sp|Q9DBH5|LMAN2_MOUSE	sp|Q12907|LMAN2_HUMAN
OG0003901	sp|Q99LH1|NOG2_MOUSE	sp|Q13823|NOG2_HUMAN
OG0003902	sp|O35607|BMPR2_MOUSE	sp|Q13873|BMPR2_HUMAN
OG0003903	sp|Q8K0D2|HABP2_MOUSE	sp|Q14520|HABP2_HUMAN
OG0003904	sp|Q62187|TTF1_MOUSE	sp|Q15361|TTF1_HUMAN
OG0003905	sp|Q62523|ZYX_MOUSE	sp|Q15942|ZYX_HUMAN
OG0003906	tr|A0A286YD83|A0A286YD83_MOUSE	sp|Q4W5P6|SIM43_HUMAN
OG0003907	sp|Q8BFZ1|TECRL_MOUSE	sp|Q5HYJ1|TECRL_HUMAN
OG0003908	tr|Q8K0M7|Q8K0M7_MOUSE	sp|Q5JTZ5|CI152_HUMAN
OG0003909	sp|Q3TDD9|PPR21_MOUSE	sp|Q6ZMI0|PPR21_HUMAN
OG0003910	sp|Q3V0B4|CFA65_MOUSE	sp|Q6ZU64|CFA65_HUMAN
OG0003911	sp|Q91ZA8|NRARP_MOUSE	sp|Q7Z6K4|NRARP_HUMAN
OG0003912	sp|Q8R1V4|TMED4_MOUSE	sp|Q7Z7H5|TMED4_HUMAN
OG0003913	sp|Q80UK0|SESD1_MOUSE	sp|Q86VW0|SESD1_HUMAN
OG0003914	sp|O88978|DAA11_MOUSE	sp|Q86X45|DAA11_HUMAN
OG0003915	sp|Q810A7|DDX42_MOUSE	sp|Q86XP3|DDX42_HUMAN
OG0003916	sp|Q8BW00|PTH_MOUSE	sp|Q86Y79|PTH_HUMAN
OG0003917	sp|Q9DCF1|TMM25_MOUSE	sp|Q86YD3|TMM25_HUMAN
OG0003918	tr|E9Q842|E9Q842_MOUSE	sp|Q8IVL1|NAV2_HUMAN
OG0003919	sp|Q9D4H4|AMOL1_MOUSE	sp|Q8IY63|AMOL1_HUMAN
OG0003920	sp|Q921V7|CTL3_MOUSE	sp|Q8N4M1|CTL3_HUMAN
OG0003921	sp|Q9D513|MEIOB_MOUSE	sp|Q8N635|MEIOB_HUMAN
OG0003922	tr|B1ARY8|B1ARY8_MOUSE	sp|Q8N9H9|CA127_HUMAN
OG0003923	sp|Q8VD72|TTC8_MOUSE	sp|Q8TAM2|TTC8_HUMAN
OG0003924	sp|Q8BV66|IFI44_MOUSE	sp|Q8TCB0|IFI44_HUMAN
OG0003925	sp|Q8R0G9|NU133_MOUSE	sp|Q8WUM0|NU133_HUMAN
OG0003926	sp|Q9ET77|JPH3_MOUSE	sp|Q8WXH2|JPH3_HUMAN
OG0003927	sp|A1Y9I9|TOMT_MOUSE	sp|Q8WZ04|TOMT_HUMAN
OG0003928	sp|Q61103|REQU_MOUSE	sp|Q92785|REQU_HUMAN
OG0003929	sp|P70345|B2CL2_MOUSE	sp|Q92843|B2CL2_HUMAN
OG0003930	sp|P70362|UFD1_MOUSE	sp|Q92890|UFD1_HUMAN
OG0003931	sp|Q9EPU0|RENT1_MOUSE	sp|Q92900|RENT1_HUMAN
OG0003932	sp|Q9R0Q1|SYTL4_MOUSE	sp|Q96C24|SYTL4_HUMAN
OG0003933	sp|Q9D8U2|TM41A_MOUSE	sp|Q96HV5|TM41A_HUMAN
OG0003934	tr|Q8C084|Q8C084_MOUSE	sp|Q96L94|SNX22_HUMAN
OG0003935	sp|O35678|MGLL_MOUSE	sp|Q99685|MGLL_HUMAN
OG0003936	sp|Q68EF6|BEGIN_MOUSE	sp|Q9BUH8|BEGIN_HUMAN
OG0003937	sp|Q9D4J1|EFHD1_MOUSE	sp|Q9BUP0|EFHD1_HUMAN
OG0003938	sp|Q9CQW0|EMC6_MOUSE	sp|Q9BV81|EMC6_HUMAN
OG0003939	sp|Q99MW1|STK31_MOUSE	sp|Q9BXU1|STK31_HUMAN
OG0003940	sp|A2AIV8|CARD9_MOUSE	sp|Q9H257|CARD9_HUMAN
OG0003941	sp|Q8BWA5|KLH31_MOUSE	sp|Q9H511|KLH31_HUMAN
OG0003942	sp|Q9ERI6|RDH14_MOUSE	sp|Q9HBH5|RDH14_HUMAN
OG0003943	sp|Q6GQX2|NCK5L_MOUSE	sp|Q9HCH0|NCK5L_HUMAN
OG0003944	sp|Q9QYI4|DJB12_MOUSE	sp|Q9NXW2|DJB12_HUMAN
OG0003945	sp|Q6VGS5|DAPLE_MOUSE	sp|Q9P219|DAPLE_HUMAN
OG0003946	tr|E9PW37|E9PW37_MOUSE	sp|Q9UJF2|NGAP_HUMAN
OG0003947	sp|Q9D0I8|MRT4_MOUSE	sp|Q9UKD2|MRT4_HUMAN
OG0003948	sp|E9PYK3|PARP4_MOUSE	sp|Q9UKK3|PARP4_HUMAN
OG0003949	sp|Q9R000|ITBP2_MOUSE	sp|Q9UKP3|ITBP2_HUMAN
OG0003950	tr|B2RVZ0|B2RVZ0_MOUSE	sp|Q9UKR0|KLK12_HUMAN
OG0003951	sp|Q3UHU5|MTCL1_MOUSE	sp|Q9Y4B5|MTCL1_HUMAN
OG0003952	sp|Q9DC40|TELO2_MOUSE	sp|Q9Y4R8|TELO2_HUMAN
OG0003953	tr|E9Q8G3|E9Q8G3_MOUSE	sp|A0A087WTH1|TM265_HUMAN
OG0003954	tr|A0A1W2P7S4|A0A1W2P7S4_MOUSE	sp|A0A1W2PR48|TLE7_HUMAN
OG0003955	sp|Q3USQ7|SYN1L_MOUSE	sp|A6NDD5|SYN1L_HUMAN
OG0003956	sp|D3YYM0|OVOL3_MOUSE	sp|O00110|OVOL3_HUMAN
OG0003957	sp|Q8JZR4|EAA5_MOUSE	sp|O00341|EAA5_HUMAN
OG0003958	sp|Q9JMD0|ZN207_MOUSE	sp|O43670|ZN207_HUMAN
OG0003959	sp|Q9JLB4|CUBN_MOUSE	sp|O60494|CUBN_HUMAN
OG0003960	sp|A1KXC4|FAIM3_MOUSE	sp|O60667|FAIM3_HUMAN
OG0003961	sp|O70585|DTNB_MOUSE	sp|O60941|DTNB_HUMAN
OG0003962	sp|Q80Z10|ASTN2_MOUSE	sp|O75129|ASTN2_HUMAN
OG0003963	sp|Q9D6X6|PRS23_MOUSE	sp|O95084|PRS23_HUMAN
OG0003964	sp|Q7TNG5|EMAL2_MOUSE	sp|O95834|EMAL2_HUMAN
OG0003965	sp|P03958|ADA_MOUSE	sp|P00813|ADA_HUMAN
OG0003966	sp|Q8CGC7|SYEP_MOUSE	sp|P07814|SYEP_HUMAN
OG0003967	sp|Q8BFY0|PIRT_MOUSE	sp|P0C851|PIRT_HUMAN
OG0003968	sp|P14148|RL7_MOUSE	sp|P18124|RL7_HUMAN
OG0003969	sp|D3YVF0|AKAP5_MOUSE	sp|P24588|AKAP5_HUMAN
OG0003970	sp|A2ALK8|PTN3_MOUSE	sp|P26045|PTN3_HUMAN
OG0003971	sp|Q62092|NSG1_MOUSE	sp|P42857|NSG1_HUMAN
OG0003972	sp|P46414|CDN1B_MOUSE	sp|P46527|CDN1B_HUMAN
OG0003973	sp|Q04211|BTG2_MOUSE	sp|P78543|BTG2_HUMAN
OG0003974	sp|Q9ERL9|GCYA1_MOUSE	sp|Q02108|GCYA1_HUMAN
OG0003975	sp|O35435|PYRD_MOUSE	sp|Q02127|PYRD_HUMAN
OG0003976	sp|Q8VBT6|APOBR_MOUSE	sp|Q0VD83|APOBR_HUMAN
OG0003977	sp|O35219|KCNH2_MOUSE	sp|Q12809|KCNH2_HUMAN
OG0003978	sp|Q3TCJ1|ABRX2_MOUSE	sp|Q15018|ABRX2_HUMAN
OG0003979	sp|Q5SZT7|NKAPL_MOUSE	sp|Q5M9Q1|NKAPL_HUMAN
OG0003980	sp|Q8BFX1|RN187_MOUSE	sp|Q5TA31|RN187_HUMAN
OG0003981	sp|Q2MHE5|DOK6_MOUSE	sp|Q6PKX4|DOK6_HUMAN
OG0003982	tr|E9PXX8|E9PXX8_MOUSE	sp|Q6ZN28|MACC1_HUMAN
OG0003983	sp|Q9DBY4|TRIL_MOUSE	sp|Q7L0X0|TRIL_HUMAN
OG0003984	sp|Q9QUG9|GRP2_MOUSE	sp|Q7LDG7|GRP2_HUMAN
OG0003985	sp|Q3TCX3|KHDC4_MOUSE	sp|Q7Z7F0|KHDC4_HUMAN
OG0003986	tr|A0A338P6S8|A0A338P6S8_MOUSE	sp|Q7Z7G0|TARSH_HUMAN
OG0003987	sp|Q6PB51|CC117_MOUSE	sp|Q8IWD4|CC117_HUMAN
OG0003988	tr|E9Q1Z2|E9Q1Z2_MOUSE	sp|Q8IYW4|ENTD1_HUMAN
OG0003989	tr|B1AXP3|B1AXP3_MOUSE	sp|Q8IYX7|SAXO1_HUMAN
OG0003990	sp|Q8BYF6|SC5A8_MOUSE	sp|Q8N695|SC5A8_HUMAN
OG0003991	sp|Q9D2Y4|MLKL_MOUSE	sp|Q8NB16|MLKL_HUMAN
OG0003992	sp|Q30KN8|DFB25_MOUSE	sp|Q8NES8|DB124_HUMAN
OG0003993	sp|Q9D9H2|CLDN2_MOUSE	sp|Q8NHS1|CLDN2_HUMAN
OG0003994	sp|Q6DIA9|FBX27_MOUSE	sp|Q8NI29|FBX27_HUMAN
OG0003995	sp|Q8C878|UBA3_MOUSE	sp|Q8TBC4|UBA3_HUMAN
OG0003996	sp|Q8BWY9|CIP2A_MOUSE	sp|Q8TCG1|CIP2A_HUMAN
OG0003997	sp|Q91X58|ZFN2B_MOUSE	sp|Q8WV99|ZFN2B_HUMAN
OG0003998	sp|Q8K448|ABCA5_MOUSE	sp|Q8WWZ7|ABCA5_HUMAN
OG0003999	sp|Q8BX43|TR19L_MOUSE	sp|Q969Z4|TR19L_HUMAN
OG0004000	sp|A2AIW0|ENTR1_MOUSE	sp|Q96C92|ENTR1_HUMAN
OG0004001	sp|Q9D518|F227B_MOUSE	sp|Q96M60|F227B_HUMAN
OG0004002	sp|Q3TY86|AIFM3_MOUSE	sp|Q96NN9|AIFM3_HUMAN
OG0004003	sp|Q14B62|PTHD1_MOUSE	sp|Q96NR3|PTHD1_HUMAN
OG0004004	sp|O55242|SGMR1_MOUSE	sp|Q99720|SGMR1_HUMAN
OG0004005	sp|Q60739|BAG1_MOUSE	sp|Q99933|BAG1_HUMAN
OG0004006	sp|Q9D8G5|REG4_MOUSE	sp|Q9BYZ8|REG4_HUMAN
OG0004007	sp|Q8BGN6|TMG4_MOUSE	sp|Q9BZD6|TMG4_HUMAN
OG0004008	sp|Q5XJV7|SETD5_MOUSE	sp|Q9C0A6|SETD5_HUMAN
OG0004009	tr|Q8CGV8|Q8CGV8_MOUSE	sp|Q9H239|MMP28_HUMAN
OG0004010	sp|Q8BLY1|SMOC1_MOUSE	sp|Q9H4F8|SMOC1_HUMAN
OG0004011	sp|Q8BUY5|TIDC1_MOUSE	sp|Q9NPL8|TIDC1_HUMAN
OG0004012	sp|Q3UP24|NLRC4_MOUSE	sp|Q9NPP4|NLRC4_HUMAN
OG0004013	sp|Q9D6X5|S52A3_MOUSE	sp|Q9NQ40|S52A3_HUMAN
OG0004014	sp|Q99LQ1|MBIP1_MOUSE	sp|Q9NS73|MBIP1_HUMAN
OG0004015	sp|Q6PHS9|CA2D2_MOUSE	sp|Q9NY47|CA2D2_HUMAN
OG0004016	sp|Q9CQ56|USE1_MOUSE	sp|Q9NZ43|USE1_HUMAN
OG0004017	sp|A6H619|PHRF1_MOUSE	sp|Q9P1Y6|PHRF1_HUMAN
OG0004018	sp|Q6I6G8|HECW2_MOUSE	sp|Q9P2P5|HECW2_HUMAN
OG0004019	tr|Q8VG96|Q8VG96_MOUSE	sp|Q9UGF7|O12D3_HUMAN
OG0004020	sp|Q9QXT5|EGFL7_MOUSE	sp|Q9UHF1|EGFL7_HUMAN
OG0004021	sp|Q80TM9|NISCH_MOUSE	sp|Q9Y2I1|NISCH_HUMAN
OG0004022	sp|E9Q9W4|S27A6_MOUSE	sp|Q9Y2P4|S27A6_HUMAN
