Orthogroup	Mus_musculus	Delphinapterus_leucas
OG0000660	sp|Q8CEZ4|MB214_MOUSE, sp|Q8BPP1|MB212_MOUSE	tr|A0A2Y9Q8P3|A0A2Y9Q8P3_DELLE
OG0000661	sp|Q99MX1|UBP26_MOUSE	tr|A0A2Y9MF76|A0A2Y9MF76_DELLE
OG0000661	sp|Q9ES63|UBP29_MOUSE, sp|Q8C0R0|UBP37_MOUSE	tr|A0A2Y9MWH8|A0A2Y9MWH8_DELLE
OG0000662	sp|Q8CEG8|UBP27_MOUSE	tr|A0A7F8KI28|A0A7F8KI28_DELLE
OG0000662	sp|B1AY15|UBP51_MOUSE, sp|Q5DU02|UBP22_MOUSE	tr|A0A2Y9M6E7|A0A2Y9M6E7_DELLE
OG0000663	tr|A0A1B0GSB3|A0A1B0GSB3_MOUSE, tr|A0A1B0GSI2|A0A1B0GSI2_MOUSE, tr|A2AI92|A2AI92_MOUSE, tr|B1AX35|B1AX35_MOUSE	tr|A0A7F8K8T5|A0A7F8K8T5_DELLE
OG0000687	sp|Q8K012|FBP1L_MOUSE	tr|A0A2Y9LHQ5|A0A2Y9LHQ5_DELLE
OG0000687	sp|Q80TY0|FNBP1_MOUSE	tr|A0A2Y9NJC3|A0A2Y9NJC3_DELLE
OG0000688	tr|B2RUS7|B2RUS7_MOUSE	tr|A0A2Y9LNQ0|A0A2Y9LNQ0_DELLE
OG0000688	sp|P70170|ABCC9_MOUSE	tr|A0A2Y9NQ41|A0A2Y9NQ41_DELLE
OG0000689	sp|D2EAC2|ZBED6_MOUSE	tr|A0A2Y9PW68|A0A2Y9PW68_DELLE, tr|A0A2Y9NRQ4|A0A2Y9NRQ4_DELLE, tr|A0A2Y9MF27|A0A2Y9MF27_DELLE
OG0000690	sp|Q7TNC4|LC7L2_MOUSE	tr|A0A2Y9NNR7|A0A2Y9NNR7_DELLE
OG0000690	sp|Q9CYI4|LUC7L_MOUSE	tr|A0A2Y9Q3P2|A0A2Y9Q3P2_DELLE
OG0000691	sp|Q9WUI1|MK11_MOUSE	tr|A0A2Y9QAX2|A0A2Y9QAX2_DELLE
OG0000691	sp|P47811|MK14_MOUSE	tr|A0A2Y9NQP5|A0A2Y9NQP5_DELLE
OG0000692	sp|P28236|CXA8_MOUSE	tr|A0A2Y9P001|A0A2Y9P001_DELLE
OG0000692	sp|Q64448|CXA3_MOUSE	tr|A0A2Y9N761|A0A2Y9N761_DELLE
OG0000693	sp|O54982|KCNU1_MOUSE	tr|A0A7F8KF25|A0A7F8KF25_DELLE
OG0000693	sp|Q08460|KCMA1_MOUSE	tr|A0A2Y9PLU8|A0A2Y9PLU8_DELLE
OG0000694	sp|P40201|CHD1_MOUSE	tr|A0A2Y9PX55|A0A2Y9PX55_DELLE
OG0000694	sp|E9PZM4|CHD2_MOUSE	tr|A0A2Y9Q649|A0A2Y9Q649_DELLE
OG0000695	sp|Q9QXW9|LAT2_MOUSE	tr|A0A2Y9LI45|A0A2Y9LI45_DELLE
OG0000695	sp|P63115|AAA1_MOUSE	tr|A0A2Y9P383|A0A2Y9P383_DELLE
OG0000696	sp|A7L9Z8|AT2C2_MOUSE	tr|A0A2Y9NUR7|A0A2Y9NUR7_DELLE
OG0000696	sp|Q80XR2|AT2C1_MOUSE	tr|A0A2Y9M6X7|A0A2Y9M6X7_DELLE
OG0000697	sp|Q8BH65|DEN6A_MOUSE	tr|A0A2Y9NGT9|A0A2Y9NGT9_DELLE
OG0000697	sp|Q9D9V7|DEN6B_MOUSE	tr|A0A2Y9Q550|A0A2Y9Q550_DELLE
OG0000698	sp|Q5M956|KCTD1_MOUSE	tr|A0A2Y9PBF5|A0A2Y9PBF5_DELLE
OG0000698	sp|Q8K0E1|KCD15_MOUSE	tr|A0A2Y9P613|A0A2Y9P613_DELLE
OG0000699	sp|A2ARP1|VIP1_MOUSE	tr|A0A2Y9PCG2|A0A2Y9PCG2_DELLE
OG0000699	sp|Q6ZQB6|VIP2_MOUSE	tr|A0A7F8K748|A0A7F8K748_DELLE
OG0000700	sp|P48542|KCNJ6_MOUSE	tr|A0A2Y9LNQ9|A0A2Y9LNQ9_DELLE
OG0000700	sp|P48545|KCNJ5_MOUSE	tr|A0A2Y9M3L4|A0A2Y9M3L4_DELLE
OG0000701	sp|P18826|KPB1_MOUSE	tr|A0A2Y9MGA2|A0A2Y9MGA2_DELLE
OG0000701	sp|Q8BWJ3|KPB2_MOUSE	tr|A0A2Y9MJH7|A0A2Y9MJH7_DELLE
OG0000702	sp|Q60673|PTPRN_MOUSE	tr|A0A2Y9MN90|A0A2Y9MN90_DELLE
OG0000702	sp|P80560|PTPR2_MOUSE	tr|A0A2Y9NB59|A0A2Y9NB59_DELLE
OG0000703	sp|Q80U19|DAAM2_MOUSE	tr|A0A2Y9NX91|A0A2Y9NX91_DELLE
OG0000703	sp|Q8BPM0|DAAM1_MOUSE	tr|A0A2Y9MUS9|A0A2Y9MUS9_DELLE
OG0000704	sp|Q4VA53|PDS5B_MOUSE	tr|A0A2Y9NFU5|A0A2Y9NFU5_DELLE
OG0000704	sp|Q6A026|PDS5A_MOUSE	tr|A0A2Y9MHA3|A0A2Y9MHA3_DELLE
OG0000705	sp|Q8VEC3|AGRF1_MOUSE, sp|Q9D2L6|AGRF4_MOUSE, sp|E9Q4J9|AGRF2_MOUSE	tr|A0A2Y9NRP7|A0A2Y9NRP7_DELLE
OG0000706	sp|P62492|RB11A_MOUSE	tr|A0A2Y9P095|A0A2Y9P095_DELLE
OG0000706	sp|P46638|RB11B_MOUSE	tr|A0A2Y9LTQ9|A0A2Y9LTQ9_DELLE
OG0000707	sp|P97367|MEIS2_MOUSE	tr|A0A2Y9P857|A0A2Y9P857_DELLE
OG0000707	sp|Q60954|MEIS1_MOUSE	tr|A0A2Y9Q684|A0A2Y9Q684_DELLE
OG0000708	sp|Q8JZP3|KLHL2_MOUSE	tr|A0A2Y9M5F7|A0A2Y9M5F7_DELLE
OG0000708	sp|E0CZ16|KLHL3_MOUSE	tr|A0A2Y9PMQ5|A0A2Y9PMQ5_DELLE
OG0000709	sp|Q8BZZ3|WWP1_MOUSE	tr|A0A2Y9LM54|A0A2Y9LM54_DELLE
OG0000709	sp|Q8C863|ITCH_MOUSE	tr|A0A2Y9PYB3|A0A2Y9PYB3_DELLE
OG0000710	tr|B7ZC55|B7ZC55_MOUSE	tr|A0A2Y9QDR5|A0A2Y9QDR5_DELLE, tr|A0A2Y9QJF3|A0A2Y9QJF3_DELLE, tr|A0A2Y9Q902|A0A2Y9Q902_DELLE
OG0000712	sp|Q8BJI1|S6A17_MOUSE	tr|A0A2Y9PBK3|A0A2Y9PBK3_DELLE
OG0000712	sp|Q8BG16|S6A15_MOUSE	tr|A0A2Y9LHA3|A0A2Y9LHA3_DELLE
OG0000713	sp|Q9R0C8|VAV3_MOUSE	tr|A0A2Y9P3S9|A0A2Y9P3S9_DELLE
OG0000713	sp|P27870|VAV_MOUSE	tr|A0A2Y9LSY4|A0A2Y9LSY4_DELLE
OG0000714	tr|Q3TQS0|Q3TQS0_MOUSE	tr|A0A7F8K6D9|A0A7F8K6D9_DELLE
OG0000714	sp|P14211|CALR_MOUSE	tr|A0A2Y9MA80|A0A2Y9MA80_DELLE
OG0000715	sp|Q80XD1|CHIO_MOUSE	tr|A0A2Y9NYN6|A0A2Y9NYN6_DELLE
OG0000715	sp|Q91V57|CHIN_MOUSE	tr|A0A2Y9MTT5|A0A2Y9MTT5_DELLE
OG0000716	sp|Q8VC60|GLB1L_MOUSE	tr|A0A2Y9MWN2|A0A2Y9MWN2_DELLE
OG0000716	sp|P23780|BGAL_MOUSE	tr|A0A7F8KGI7|A0A7F8KGI7_DELLE
OG0000717	sp|Q60972|RBBP4_MOUSE	tr|A0A2Y9ND07|A0A2Y9ND07_DELLE
OG0000717	sp|Q60973|RBBP7_MOUSE	tr|A0A2Y9MH60|A0A2Y9MH60_DELLE
OG0000718	sp|Q9WV38|GTR5_MOUSE	tr|A0A2Y9Q9S8|A0A2Y9Q9S8_DELLE
OG0000718	sp|P0C6A1|GTR7_MOUSE	tr|A0A2Y9Q4T1|A0A2Y9Q4T1_DELLE
OG0000719	sp|P58545|BTBD3_MOUSE	tr|A0A2Y9LR15|A0A2Y9LR15_DELLE
OG0000719	sp|Q8K2J9|BTBD6_MOUSE	tr|A0A2Y9NQK9|A0A2Y9NQK9_DELLE
OG0000720	sp|Q9ERG2|STRN3_MOUSE	tr|A0A2Y9LVF8|A0A2Y9LVF8_DELLE
OG0000720	sp|O55106|STRN_MOUSE	tr|A0A2Y9N521|A0A2Y9N521_DELLE
OG0000721	sp|O09165|CASQ1_MOUSE	tr|A0A2Y9M2N8|A0A2Y9M2N8_DELLE
OG0000721	sp|O09161|CASQ2_MOUSE	tr|A0A2Y9NX02|A0A2Y9NX02_DELLE
OG0000722	sp|O70577|S22A2_MOUSE	tr|A0A2Y9M947|A0A2Y9M947_DELLE
OG0000722	sp|O08966|S22A1_MOUSE	tr|A0A2Y9MGK4|A0A2Y9MGK4_DELLE
OG0000723	sp|P29037|TBP_MOUSE	tr|A0A2Y9MJD8|A0A2Y9MJD8_DELLE
OG0000723	sp|Q6SJ95|TBPL2_MOUSE	tr|A0A7F8KEY7|A0A7F8KEY7_DELLE
OG0000724	sp|Q9DBJ1|PGAM1_MOUSE	tr|A0A2Y9MRD6|A0A2Y9MRD6_DELLE
OG0000724	sp|O70250|PGAM2_MOUSE	tr|A0A7F8K3X6|A0A7F8K3X6_DELLE
OG0000725	sp|Q8C0N2|GPAT3_MOUSE	tr|A0A2Y9Q7V9|A0A2Y9Q7V9_DELLE
OG0000725	sp|Q8K2C8|GPAT4_MOUSE	tr|A0A2Y9N1G1|A0A2Y9N1G1_DELLE
OG0000726	sp|Q8CCG4|DPPA4_MOUSE	tr|A0A2Y9N8J2|A0A2Y9N8J2_DELLE
OG0000726	sp|Q9CWH0|DPPA2_MOUSE	tr|A0A2Y9NCA6|A0A2Y9NCA6_DELLE
OG0000727	sp|Q9ESE1|LRBA_MOUSE	tr|A0A2Y9Q8N1|A0A2Y9Q8N1_DELLE
OG0000727	sp|Q9EPN1|NBEA_MOUSE	tr|A0A2Y9NBQ8|A0A2Y9NBQ8_DELLE
OG0000728	sp|Q504N0|CBPA2_MOUSE	tr|A0A2Y9NRZ0|A0A2Y9NRZ0_DELLE
OG0000728	sp|Q6P8K8|CBPA4_MOUSE	tr|A0A2Y9NCM1|A0A2Y9NCM1_DELLE
OG0000729	sp|Q69ZU6|THS7A_MOUSE	tr|A0A2Y9PC58|A0A2Y9PC58_DELLE
OG0000729	sp|Q6P4U0|THS7B_MOUSE	tr|A0A2Y9MSH6|A0A2Y9MSH6_DELLE
OG0000730	sp|P45481|CBP_MOUSE	tr|A0A2Y9PZ76|A0A2Y9PZ76_DELLE
OG0000730	sp|B2RWS6|EP300_MOUSE	tr|A0A2Y9Q5F4|A0A2Y9Q5F4_DELLE
OG0000731	sp|Q8BK26|FBX44_MOUSE	tr|A0A2Y9Q9T9|A0A2Y9Q9T9_DELLE
OG0000731	sp|Q9QZN4|FBX6_MOUSE	tr|A0A2Y9Q4V6|A0A2Y9Q4V6_DELLE
OG0000732	sp|P54869|HMCS2_MOUSE	tr|A0A2Y9P2P3|A0A2Y9P2P3_DELLE
OG0000732	sp|Q8JZK9|HMCS1_MOUSE	tr|A0A2Y9QED0|A0A2Y9QED0_DELLE
OG0000733	sp|A3KFX0|5NT1A_MOUSE	tr|A0A2Y9NP25|A0A2Y9NP25_DELLE
OG0000733	sp|Q91YE9|5NT1B_MOUSE	tr|A0A2Y9LK53|A0A2Y9LK53_DELLE
OG0000734	sp|Q810N6|ANR45_MOUSE	tr|A0A2Y9MIT0|A0A2Y9MIT0_DELLE
OG0000734	sp|Q6UJY2|SL9C1_MOUSE	tr|A0A7F8K7J3|A0A7F8K7J3_DELLE
OG0000735	sp|Q91V93|RHBT2_MOUSE	tr|A0A2Y9MN62|A0A2Y9MN62_DELLE
OG0000735	sp|Q9DAK3|RHBT1_MOUSE	tr|A0A2Y9M3I2|A0A2Y9M3I2_DELLE
OG0000736	sp|Q64430|ATP7A_MOUSE	tr|A0A2Y9NN17|A0A2Y9NN17_DELLE
OG0000736	sp|Q64446|ATP7B_MOUSE	tr|A0A2Y9N882|A0A2Y9N882_DELLE
OG0000737	tr|E9Q861|E9Q861_MOUSE, tr|Q80XU5|Q80XU5_MOUSE	tr|A0A2Y9NZD5|A0A2Y9NZD5_DELLE, tr|A0A2Y9NJF6|A0A2Y9NJF6_DELLE
OG0000738	sp|Q8BZQ2|CRLD2_MOUSE	tr|A0A2Y9P5V5|A0A2Y9P5V5_DELLE
OG0000738	sp|Q8CGD2|CRLD1_MOUSE	tr|A0A2Y9PVW0|A0A2Y9PVW0_DELLE
OG0000739	sp|Q8BFR2|FSTL5_MOUSE	tr|A0A2Y9P6Z2|A0A2Y9P6Z2_DELLE
OG0000739	sp|Q5STE3|FSTL4_MOUSE	tr|A0A2Y9PC72|A0A2Y9PC72_DELLE
OG0000740	sp|Q920F6|SMC1B_MOUSE	tr|A0A2Y9QAM9|A0A2Y9QAM9_DELLE
OG0000740	sp|Q9CU62|SMC1A_MOUSE	tr|A0A2Y9MSS3|A0A2Y9MSS3_DELLE
OG0000741	sp|Q61658|HESX1_MOUSE	tr|A0A7F8KC59|A0A7F8KC59_DELLE, tr|A0A7F8K5B8|A0A7F8K5B8_DELLE, tr|A0A7F8K716|A0A7F8K716_DELLE
OG0000742	sp|Q9QVN7|TCEA2_MOUSE	tr|A0A2Y9Q2M5|A0A2Y9Q2M5_DELLE
OG0000742	sp|P10711|TCEA1_MOUSE	tr|A0A2Y9LS14|A0A2Y9LS14_DELLE
OG0000743	sp|Q9QX29|TRPC5_MOUSE	tr|A0A2Y9LSX2|A0A2Y9LSX2_DELLE
OG0000743	sp|Q9QUQ5|TRPC4_MOUSE	tr|A0A2Y9N816|A0A2Y9N816_DELLE
OG0000744	sp|Q9Z0G0|GIPC1_MOUSE	tr|A0A2Y9MAH9|A0A2Y9MAH9_DELLE
OG0000744	sp|Q9Z2H7|GIPC2_MOUSE	tr|A0A2Y9P3H3|A0A2Y9P3H3_DELLE
OG0000745	sp|Q7TSV4|PGM2_MOUSE	tr|A0A2Y9MIV2|A0A2Y9MIV2_DELLE
OG0000745	sp|Q8CAA7|PGM2L_MOUSE	tr|A0A2Y9PVH4|A0A2Y9PVH4_DELLE
OG0000746	sp|Q76HL1|PRS43_MOUSE, sp|Q402U7|PRS44_MOUSE, sp|Q8VIF2|PRS42_MOUSE	tr|A0A2Y9N4C1|A0A2Y9N4C1_DELLE
OG0000747	tr|F2Z3Y9|F2Z3Y9_MOUSE	tr|A0A2Y9NUC2|A0A2Y9NUC2_DELLE, tr|A0A2Y9P2B3|A0A2Y9P2B3_DELLE, tr|A0A2Y9N7P3|A0A2Y9N7P3_DELLE
OG0000748	sp|Q91WM1|STRBP_MOUSE	tr|A0A2Y9NNP5|A0A2Y9NNP5_DELLE
OG0000748	sp|Q9Z1X4|ILF3_MOUSE	tr|A0A2Y9M6A1|A0A2Y9M6A1_DELLE
OG0000749	sp|Q8BMK1|METL2_MOUSE	tr|A0A2Y9PNB6|A0A2Y9PNB6_DELLE
OG0000749	sp|A2AUU0|METL8_MOUSE	tr|A0A2Y9N905|A0A2Y9N905_DELLE
OG0000750	sp|Q61805|LBP_MOUSE	tr|A0A2Y9PXR2|A0A2Y9PXR2_DELLE
OG0000750	sp|Q67E05|BPI_MOUSE	tr|A0A2Y9PSA9|A0A2Y9PSA9_DELLE
OG0000751	sp|P49138|MAPK2_MOUSE	tr|A0A2Y9PVR7|A0A2Y9PVR7_DELLE
OG0000751	sp|Q3UMW7|MAPK3_MOUSE	tr|A0A2Y9NBA1|A0A2Y9NBA1_DELLE
OG0000752	tr|Q6DIC6|Q6DIC6_MOUSE	tr|A0A7F8K4N7|A0A7F8K4N7_DELLE
OG0000752	tr|Q9ER67|Q9ER67_MOUSE	tr|A0A2Y9MQA1|A0A2Y9MQA1_DELLE
OG0000753	sp|Q9JKK0|RCAN3_MOUSE	tr|A0A2Y9LFR2|A0A2Y9LFR2_DELLE
OG0000753	sp|Q9JHG2|RCAN2_MOUSE	tr|A0A2Y9NXV1|A0A2Y9NXV1_DELLE
OG0000754	sp|P56384|AT5G3_MOUSE	tr|A0A2Y9MV73|A0A2Y9MV73_DELLE
OG0000754	sp|P56383|AT5G2_MOUSE	tr|A0A2Y9N0K6|A0A2Y9N0K6_DELLE
OG0000755	sp|Q99JP0|M4K3_MOUSE	tr|A0A2Y9N633|A0A2Y9N633_DELLE
OG0000755	sp|Q8BPM2|M4K5_MOUSE	tr|A0A2Y9MWS8|A0A2Y9MWS8_DELLE
OG0000756	sp|Q9Z139|ROR1_MOUSE	tr|A0A2Y9NSC8|A0A2Y9NSC8_DELLE
OG0000756	sp|Q9Z138|ROR2_MOUSE	tr|A0A2Y9MBD0|A0A2Y9MBD0_DELLE
OG0000757	sp|Q9JKK7|TMOD2_MOUSE	tr|A0A2Y9NVJ5|A0A2Y9NVJ5_DELLE
OG0000757	sp|Q9JHJ0|TMOD3_MOUSE	tr|A0A2Y9NZH4|A0A2Y9NZH4_DELLE
OG0000758	sp|Q9D883|U2AF1_MOUSE	tr|A0A2Y9LFX3|A0A2Y9LFX3_DELLE
OG0000758	sp|Q8BGJ9|U2AF4_MOUSE	tr|A0A2Y9P7T8|A0A2Y9P7T8_DELLE
OG0000759	sp|Q91ZD4|VANG2_MOUSE	tr|A0A2Y9M0F8|A0A2Y9M0F8_DELLE
OG0000759	sp|Q80Z96|VANG1_MOUSE	tr|A0A2Y9P8N8|A0A2Y9P8N8_DELLE
OG0000760	sp|P26952|IL3RA_MOUSE	tr|A0A2Y9MKA6|A0A2Y9MKA6_DELLE
OG0000760	sp|Q00941|CSF2R_MOUSE	tr|A0A2Y9M653|A0A2Y9M653_DELLE
OG0000761	sp|Q8K0S0|PHYIP_MOUSE	tr|A0A2Y9MC72|A0A2Y9MC72_DELLE
OG0000761	sp|Q8BGT8|PHIPL_MOUSE	tr|A0A2Y9M3N6|A0A2Y9M3N6_DELLE
OG0000762	sp|P70182|PI51A_MOUSE	tr|A0A2Y9MDG0|A0A2Y9MDG0_DELLE
OG0000762	sp|O70161|PI51C_MOUSE	tr|A0A2Y9M5L1|A0A2Y9M5L1_DELLE
OG0000763	sp|Q8K1X4|NCKPL_MOUSE	tr|A0A2Y9N0G9|A0A2Y9N0G9_DELLE
OG0000763	sp|P28660|NCKP1_MOUSE	tr|A0A2Y9N0S4|A0A2Y9N0S4_DELLE
OG0000764	sp|Q61183|PAPOA_MOUSE	tr|A0A2Y9NR76|A0A2Y9NR76_DELLE
OG0000764	sp|Q9WVP6|PAPOB_MOUSE	tr|A0A2Y9MQ04|A0A2Y9MQ04_DELLE
OG0000765	sp|P19157|GSTP1_MOUSE, sp|P46425|GSTP2_MOUSE	tr|A0A2Y9PV95|A0A2Y9PV95_DELLE, tr|A0A2Y9PMH5|A0A2Y9PMH5_DELLE
OG0000766	sp|Q9Z255|UBE2A_MOUSE	tr|A0A2Y9MHX3|A0A2Y9MHX3_DELLE
OG0000766	sp|P63147|UBE2B_MOUSE	tr|A0A2Y9PML3|A0A2Y9PML3_DELLE
OG0000767	sp|Q60994|ADIPO_MOUSE	tr|A0A7F8KG95|A0A7F8KG95_DELLE, tr|A0A2Y9QKA2|A0A2Y9QKA2_DELLE, tr|A0A0N9DSJ0|A0A0N9DSJ0_DELLE
OG0000768	sp|B9EJ86|OSBL8_MOUSE	tr|A0A2Y9M1M6|A0A2Y9M1M6_DELLE
OG0000768	sp|Q9ER64|OSBL5_MOUSE	tr|A0A2Y9PM20|A0A2Y9PM20_DELLE
OG0000769	sp|P27038|AVR2A_MOUSE	tr|A0A2Y9N832|A0A2Y9N832_DELLE
OG0000769	sp|P27040|AVR2B_MOUSE	tr|A0A2Y9LW07|A0A2Y9LW07_DELLE
OG0000770	sp|Q91VH1|PAQR1_MOUSE	tr|A0A2Y9MKM7|A0A2Y9MKM7_DELLE
OG0000770	sp|Q8BQS5|PAQR2_MOUSE	tr|A0A2Y9NNG7|A0A2Y9NNG7_DELLE
OG0000771	sp|Q7TNG5|EMAL2_MOUSE	tr|A0A2Y9P1W6|A0A2Y9P1W6_DELLE
OG0000771	sp|Q05BC3|EMAL1_MOUSE	tr|A0A2Y9NCD1|A0A2Y9NCD1_DELLE
OG0000772	sp|Q64302|T4S1_MOUSE	tr|A0A2Y9P845|A0A2Y9P845_DELLE, tr|A0A2Y9MDE8|A0A2Y9MDE8_DELLE, tr|A0A2Y9P507|A0A2Y9P507_DELLE
OG0000773	sp|Q8BQZ5|CPSF4_MOUSE	tr|A0A2Y9P8Y9|A0A2Y9P8Y9_DELLE
OG0000773	tr|E9Q2N0|E9Q2N0_MOUSE	tr|A0A2Y9PJJ4|A0A2Y9PJJ4_DELLE
OG0000774	sp|Q8BMF3|MAON_MOUSE	tr|A0A2Y9PW86|A0A2Y9PW86_DELLE
OG0000774	sp|P06801|MAOX_MOUSE	tr|A0A2Y9PST2|A0A2Y9PST2_DELLE
OG0000775	sp|Q9WTW2|KCNE3_MOUSE	tr|A0A2Y9Q1U0|A0A2Y9Q1U0_DELLE, tr|A0A2Y9NRW7|A0A2Y9NRW7_DELLE, tr|A0A7F8KGI3|A0A7F8KGI3_DELLE
OG0000776	sp|E9Q4N7|ARI1B_MOUSE	tr|A0A2Y9M9M1|A0A2Y9M9M1_DELLE
OG0000776	sp|A2BH40|ARI1A_MOUSE	tr|A0A2Y9LCY1|A0A2Y9LCY1_DELLE
OG0000777	sp|O35643|AP1B1_MOUSE	tr|A0A2Y9LME6|A0A2Y9LME6_DELLE
OG0000777	sp|Q9DBG3|AP2B1_MOUSE	tr|A0A7F8KFD7|A0A7F8KFD7_DELLE
OG0000778	sp|Q9JME5|AP3B2_MOUSE	tr|A0A2Y9LYT8|A0A2Y9LYT8_DELLE
OG0000778	sp|Q9Z1T1|AP3B1_MOUSE	tr|A0A2Y9PY39|A0A2Y9PY39_DELLE
OG0000779	sp|Q8K4X7|PLCD_MOUSE	tr|A0A2Y9MG07|A0A2Y9MG07_DELLE
OG0000779	sp|Q9D517|PLCC_MOUSE	tr|A0A2Y9Q5Q2|A0A2Y9Q5Q2_DELLE
OG0000780	sp|Q14BI2|GRM2_MOUSE	tr|A0A2Y9NB71|A0A2Y9NB71_DELLE
OG0000780	sp|Q9QYS2|GRM3_MOUSE	tr|A0A2Y9PM51|A0A2Y9PM51_DELLE
OG0000781	sp|Q9QXG2|RAE1_MOUSE	tr|A0A2Y9NZL6|A0A2Y9NZL6_DELLE
OG0000781	sp|Q9QZD5|RAE2_MOUSE	tr|A0A7F8K831|A0A7F8K831_DELLE
OG0000782	sp|P21271|MYO5B_MOUSE	tr|A0A2Y9P1Y3|A0A2Y9P1Y3_DELLE
OG0000782	sp|Q99104|MYO5A_MOUSE	tr|A0A2Y9NQP7|A0A2Y9NQP7_DELLE
OG0000783	sp|Q9D244|RNAS6_MOUSE	tr|A0A2Y9PBB4|A0A2Y9PBB4_DELLE, tr|A0A7F8KDM6|A0A7F8KDM6_DELLE, tr|A0A2Y9PJG2|A0A2Y9PJG2_DELLE
OG0000784	sp|Q9Z0Y9|NR1H3_MOUSE	tr|A0A2Y9PPY7|A0A2Y9PPY7_DELLE
OG0000784	sp|Q60644|NR1H2_MOUSE	tr|A0A2Y9P4A7|A0A2Y9P4A7_DELLE
OG0000785	sp|Q9D8Y0|EFHD2_MOUSE	tr|A0A2Y9QFC0|A0A2Y9QFC0_DELLE
OG0000785	sp|Q9D4J1|EFHD1_MOUSE	tr|A0A2Y9MS01|A0A2Y9MS01_DELLE
OG0000786	sp|Q3UPR7|TM102_MOUSE	tr|A0A2Y9MNX5|A0A2Y9MNX5_DELLE, tr|A0A2Y9MJN3|A0A2Y9MJN3_DELLE, tr|A0A7F8K5X7|A0A7F8K5X7_DELLE
OG0000787	sp|Q61510|TRI25_MOUSE, sp|Q99PP9|TRI16_MOUSE, tr|Q3V061|Q3V061_MOUSE	tr|A0A2Y9LFA3|A0A2Y9LFA3_DELLE
OG0000788	sp|Q66JT1|LRC8E_MOUSE	tr|A0A2Y9LU43|A0A2Y9LU43_DELLE
OG0000788	sp|Q8R502|LRC8C_MOUSE	tr|A0A2Y9LJS3|A0A2Y9LJS3_DELLE
OG0000789	sp|Q62210|BIRC2_MOUSE	tr|A0A2Y9MFG0|A0A2Y9MFG0_DELLE
OG0000789	sp|O08863|BIRC3_MOUSE	tr|A0A2Y9M6K0|A0A2Y9M6K0_DELLE
OG0000790	sp|Q9CRC9|GNPI2_MOUSE	tr|A0A2Y9MIC1|A0A2Y9MIC1_DELLE
OG0000790	sp|O88958|GNPI1_MOUSE	tr|A0A2Y9PRZ2|A0A2Y9PRZ2_DELLE
OG0000791	tr|F6YQT7|F6YQT7_MOUSE	tr|A0A2Y9NBJ5|A0A2Y9NBJ5_DELLE
OG0000791	sp|Q8CIV3|LIPH_MOUSE	tr|A0A2Y9MW48|A0A2Y9MW48_DELLE
OG0000792	sp|O55047|TLK2_MOUSE	tr|A0A2Y9PPR1|A0A2Y9PPR1_DELLE
OG0000792	sp|Q8C0V0|TLK1_MOUSE	tr|A0A2Y9MXU2|A0A2Y9MXU2_DELLE
OG0000793	sp|P62835|RAP1A_MOUSE	tr|A0A2Y9P3H1|A0A2Y9P3H1_DELLE
OG0000793	sp|Q99JI6|RAP1B_MOUSE	tr|A0A2Y9NDH8|A0A2Y9NDH8_DELLE
OG0000794	sp|Q8JZZ6|AMERL_MOUSE	tr|A0A2Y9PSE3|A0A2Y9PSE3_DELLE
OG0000794	sp|Q9JHT5|AMMR1_MOUSE	tr|A0A2Y9LZB1|A0A2Y9LZB1_DELLE
OG0000795	sp|Q91X83|METK1_MOUSE	tr|A0A2Y9PUP0|A0A2Y9PUP0_DELLE
OG0000795	sp|Q3THS6|METK2_MOUSE	tr|A0A2Y9LR43|A0A2Y9LR43_DELLE
OG0000796	tr|G3X972|G3X972_MOUSE	tr|A0A7F8JZK3|A0A7F8JZK3_DELLE
OG0000796	tr|Q6NXL1|Q6NXL1_MOUSE	tr|A0A2Y9Q9I5|A0A2Y9Q9I5_DELLE
OG0000797	sp|Q91Z46|DUS7_MOUSE	tr|A0A2Y9N377|A0A2Y9N377_DELLE
OG0000797	sp|Q9DBB1|DUS6_MOUSE	tr|A0A2Y9LEU5|A0A2Y9LEU5_DELLE
OG0000798	sp|P98197|AT11A_MOUSE	tr|A0A2Y9NEB9|A0A2Y9NEB9_DELLE
OG0000798	sp|Q9QZW0|AT11C_MOUSE	tr|A0A2Y9LSG9|A0A2Y9LSG9_DELLE
OG0000799	sp|Q9CYP7|SESN3_MOUSE	tr|A0A2Y9MFH7|A0A2Y9MFH7_DELLE
OG0000799	sp|P58006|SESN1_MOUSE	tr|A0A2Y9LWN9|A0A2Y9LWN9_DELLE
OG0000800	sp|P70318|TIAR_MOUSE	tr|A0A2Y9MZ24|A0A2Y9MZ24_DELLE
OG0000800	sp|P52912|TIA1_MOUSE	tr|A0A2Y9M4D6|A0A2Y9M4D6_DELLE
OG0000801	sp|Q8VDW0|DX39A_MOUSE	tr|A0A2Y9M4A5|A0A2Y9M4A5_DELLE
OG0000801	sp|Q9Z1N5|DX39B_MOUSE	tr|A0A2Y9MI14|A0A2Y9MI14_DELLE
OG0000802	sp|P28700|RXRA_MOUSE	tr|A0A2Y9NM79|A0A2Y9NM79_DELLE
OG0000802	sp|P28705|RXRG_MOUSE	tr|A0A2Y9MPA9|A0A2Y9MPA9_DELLE
