Orthogroup	Mus_musculus	Monodon_monoceros
OG0005889	sp|Q8BH53|CFA69_MOUSE	tr|A0A4U1F1A7|A0A4U1F1A7_MONMO
OG0005890	sp|P51491|OPSB_MOUSE	tr|A0A4U1F1D6|A0A4U1F1D6_MONMO
OG0005891	sp|Q8VDI9|ALG9_MOUSE	tr|A0A4U1F235|A0A4U1F235_MONMO
OG0005892	sp|Q6PCN7|HLTF_MOUSE	tr|A0A4U1F2Q3|A0A4U1F2Q3_MONMO
OG0005893	sp|Q5S003|SPG17_MOUSE	tr|A0A4U1F3B0|A0A4U1F3B0_MONMO
OG0005894	sp|Q8CFL8|ZSWM3_MOUSE	tr|A0A4U1F3M7|A0A4U1F3M7_MONMO
OG0005895	sp|Q91YM4|FAKD4_MOUSE	tr|A0A4U1F3Z2|A0A4U1F3Z2_MONMO
OG0005896	tr|E9PX14|E9PX14_MOUSE	tr|A0A4U1F478|A0A4U1F478_MONMO
OG0005897	sp|P23591|FCL_MOUSE	tr|A0A4U1F4Q6|A0A4U1F4Q6_MONMO
OG0005898	sp|Q04211|BTG2_MOUSE	tr|A0A4U1F4X6|A0A4U1F4X6_MONMO
OG0005899	sp|Q61085|RHPN1_MOUSE	tr|A0A4U1F5K9|A0A4U1F5K9_MONMO
OG0005900	sp|P45700|MA1A1_MOUSE	tr|A0A4U1F611|A0A4U1F611_MONMO
OG0005901	sp|Q9JLV1|BAG3_MOUSE	tr|A0A4U1F8B6|A0A4U1F8B6_MONMO
OG0005902	sp|Q9ET78|JPH2_MOUSE	tr|A0A4U1F9B6|A0A4U1F9B6_MONMO
OG0005903	sp|Q9QZB9|DCTN5_MOUSE	tr|A0A4U1FAC3|A0A4U1FAC3_MONMO
OG0005904	sp|O35137|ALX4_MOUSE	tr|A0A4U1FAS0|A0A4U1FAS0_MONMO
OG0005905	sp|Q9D232|SPNS3_MOUSE	tr|A0A4U1FC64|A0A4U1FC64_MONMO
OG0005906	sp|P30728|DRD3_MOUSE	tr|A0A4U1FDP2|A0A4U1FDP2_MONMO
OG0005907	sp|Q7TS63|ZFAT_MOUSE	tr|A0A4U1FG53|A0A4U1FG53_MONMO
OG0005908	sp|Q3TYD4|ARSG_MOUSE	tr|A0A4U1FH09|A0A4U1FH09_MONMO
OG0005909	sp|Q64336|TBR1_MOUSE	tr|A0A4U1FHD8|A0A4U1FHD8_MONMO
OG0005910	sp|P49749|EVX2_MOUSE	tr|A0A4U1FJ78|A0A4U1FJ78_MONMO
OG0005911	sp|Q9WTW5|S22A3_MOUSE	tr|A0A4U1FJA8|A0A4U1FJA8_MONMO
OG0005912	sp|Q8BHG2|CZIB_MOUSE	tr|A0A4U1FK39|A0A4U1FK39_MONMO
OG0005913	sp|Q99LY2|GDPD3_MOUSE	tr|A0A4U1FKG4|A0A4U1FKG4_MONMO
OG0005914	sp|Q9D752|MD2L2_MOUSE	tr|A0A4U1FLQ1|A0A4U1FLQ1_MONMO
OG0005915	tr|B1AVP0|B1AVP0_MOUSE	tr|A0A4U1FQ82|A0A4U1FQ82_MONMO
OG0005916	sp|Q924D0|RT4I1_MOUSE	tr|A0A4U1FQZ1|A0A4U1FQZ1_MONMO
OG0005917	sp|Q62288|TICN1_MOUSE	tr|A0A4V5P6B2|A0A4V5P6B2_MONMO
OG0005918	sp|Q50L42|PA24E_MOUSE	tr|A0A4V5P6D6|A0A4V5P6D6_MONMO
OG0005919	sp|Q3UMR0|ANR27_MOUSE	tr|A0A4V5P8W3|A0A4V5P8W3_MONMO
OG0005920	sp|Q9DCU9|HOGA1_MOUSE	tr|A0A4V5PA00|A0A4V5PA00_MONMO
OG0005921	sp|Q9CR89|ERGI2_MOUSE	tr|A0A4V5PA05|A0A4V5PA05_MONMO
OG0005922	sp|Q9ESD6|CKLF7_MOUSE	tr|A0A4V5PAG9|A0A4V5PAG9_MONMO
OG0005923	sp|P50136|ODBA_MOUSE	tr|A0A4V6WNX0|A0A4V6WNX0_MONMO
OG0005924	sp|O35658|C1QBP_MOUSE	tr|A0A4V6WP27|A0A4V6WP27_MONMO
OG0005925	sp|Q8BQH6|CDCP2_MOUSE	tr|A0A4U1ED16|A0A4U1ED16_MONMO
OG0005926	sp|Q9D159|MRAP_MOUSE	tr|A0A4U1EDJ7|A0A4U1EDJ7_MONMO
OG0005927	sp|O89100|GRAP2_MOUSE	tr|A0A4U1EF87|A0A4U1EF87_MONMO
OG0005928	sp|Q64355|EFS_MOUSE	tr|A0A4U1ESG9|A0A4U1ESG9_MONMO
OG0005929	sp|Q9JIL5|TULP4_MOUSE	tr|A0A4U1ETN4|A0A4U1ETN4_MONMO
OG0005930	sp|Q9R0P3|ESTD_MOUSE	tr|A0A4U1EXP1|A0A4U1EXP1_MONMO
OG0005931	sp|Q99M07|COA5_MOUSE	tr|A0A4U1EYM8|A0A4U1EYM8_MONMO
OG0005934	sp|Q9QUN3|BLNK_MOUSE	tr|A0A4U1EZU0|A0A4U1EZU0_MONMO
OG0005935	sp|Q8CD60|INSY1_MOUSE	tr|A0A4U1F0V0|A0A4U1F0V0_MONMO
OG0005936	sp|Q99LS0|AUGN_MOUSE	tr|A0A4U1F2J9|A0A4U1F2J9_MONMO
OG0005937	sp|Q6PHQ8|NAA35_MOUSE	tr|A0A4U1F2Y5|A0A4U1F2Y5_MONMO
OG0005938	sp|Q8QZZ7|TPRKB_MOUSE	tr|A0A4U1F324|A0A4U1F324_MONMO
OG0005939	sp|Q8CIT0|CRF_MOUSE	tr|A0A4U1F353|A0A4U1F353_MONMO
OG0005940	sp|Q6S7F2|E2F7_MOUSE	tr|A0A4U1F3B4|A0A4U1F3B4_MONMO
OG0005941	sp|Q6P2B1|TNPO3_MOUSE	tr|A0A4U1F3D6|A0A4U1F3D6_MONMO
OG0005942	sp|Q920A0|OPT_MOUSE	tr|A0A4U1F4N6|A0A4U1F4N6_MONMO
OG0005943	sp|Q99KE3|DOK4_MOUSE	tr|A0A4U1F5B6|A0A4U1F5B6_MONMO
OG0005944	sp|Q9CR34|CE052_MOUSE	tr|A0A4U1F5P6|A0A4U1F5P6_MONMO
OG0005945	sp|Q8BM88|CATO_MOUSE	tr|A0A4U1F5T2|A0A4U1F5T2_MONMO
OG0005946	sp|Q8K1Z0|COQ9_MOUSE	tr|A0A4U1F642|A0A4U1F642_MONMO
OG0005947	sp|Q14AI6|RUSD3_MOUSE	tr|A0A4U1F761|A0A4U1F761_MONMO
OG0005948	tr|F6QRE9|F6QRE9_MOUSE	tr|A0A4U1F766|A0A4U1F766_MONMO
OG0005949	sp|Q9JLT4|TRXR2_MOUSE	tr|A0A4U1F7F5|A0A4U1F7F5_MONMO
OG0005950	sp|Q8CHY3|DYM_MOUSE	tr|A0A4U1FAV3|A0A4U1FAV3_MONMO
OG0005951	sp|Q8BKW4|ZCHC4_MOUSE	tr|A0A4U1FCH1|A0A4U1FCH1_MONMO
OG0005952	sp|O88630|GOSR1_MOUSE	tr|A0A4U1FCY5|A0A4U1FCY5_MONMO
OG0005953	sp|P97346|NXN_MOUSE	tr|A0A4U1FDR9|A0A4U1FDR9_MONMO
OG0005954	sp|Q5NCF2|TPPC1_MOUSE	tr|A0A4U1FDZ5|A0A4U1FDZ5_MONMO
OG0005955	sp|P32972|TNFL8_MOUSE	tr|A0A4U1FFK3|A0A4U1FFK3_MONMO
OG0005956	sp|Q8CDW1|F228A_MOUSE	tr|A0A4U1FG97|A0A4U1FG97_MONMO
OG0005957	sp|P97334|NKX23_MOUSE	tr|A0A4U1FHV1|A0A4U1FHV1_MONMO
OG0005958	sp|Q8K039|K1143_MOUSE	tr|A0A4U1FI18|A0A4U1FI18_MONMO
OG0005959	sp|Q8K4J0|DCR1C_MOUSE	tr|A0A4U1FIC9|A0A4U1FIC9_MONMO
OG0005960	sp|P55066|NCAN_MOUSE	tr|A0A4U1FK04|A0A4U1FK04_MONMO
OG0005961	sp|Q02257|PLAK_MOUSE	tr|A0A4U1FK99|A0A4U1FK99_MONMO
OG0005962	sp|Q8R0J7|VP37B_MOUSE	tr|A0A4U1FKE0|A0A4U1FKE0_MONMO
OG0005963	sp|Q9EQK5|MVP_MOUSE	tr|A0A4U1FL36|A0A4U1FL36_MONMO
OG0005964	sp|P15919|RAG1_MOUSE	tr|A0A4U1FRI8|A0A4U1FRI8_MONMO
OG0005965	sp|Q9QXD1|ACOX2_MOUSE	tr|A0A4U1FSU4|A0A4U1FSU4_MONMO
OG0005966	sp|O35718|SOCS3_MOUSE	tr|A0A4U1FT96|A0A4U1FT96_MONMO
OG0005967	tr|A0A1Y7VJE6|A0A1Y7VJE6_MOUSE	tr|A0A4U1FZ36|A0A4U1FZ36_MONMO
OG0005968	sp|Q9D2H5|TRI42_MOUSE	tr|A0A4V5P6I8|A0A4V5P6I8_MONMO
OG0005969	tr|Q80X98|Q80X98_MOUSE	tr|A0A4V5P730|A0A4V5P730_MONMO
OG0005970	sp|Q9D9Z1|SKAP_MOUSE	tr|A0A4V5P7C1|A0A4V5P7C1_MONMO
OG0005971	sp|O54774|AP3D1_MOUSE	tr|A0A4V5P8F1|A0A4V5P8F1_MONMO
OG0005972	sp|O88845|AKA10_MOUSE	tr|A0A4V6WPD4|A0A4V6WPD4_MONMO
OG0005974	sp|Q673H1|TUSC1_MOUSE	tr|A0A4U1EBZ3|A0A4U1EBZ3_MONMO
OG0005975	sp|Q9D342|T170A_MOUSE	tr|A0A4U1ECL0|A0A4U1ECL0_MONMO
OG0005976	sp|Q8BIL5|HOOK1_MOUSE	tr|A0A4U1ECM0|A0A4U1ECM0_MONMO
OG0005977	sp|Q9CPR5|RM15_MOUSE	tr|A0A4U1EES8|A0A4U1EES8_MONMO
OG0005978	sp|Q8BGT9|GLT12_MOUSE	tr|A0A4U1EGS7|A0A4U1EGS7_MONMO
OG0005979	sp|Q99NA9|PCGF6_MOUSE	tr|A0A4U1EI75|A0A4U1EI75_MONMO
OG0005980	sp|Q8R1H8|BATF2_MOUSE	tr|A0A4U1EIW5|A0A4U1EIW5_MONMO
OG0005981	sp|Q8K003|TMA7_MOUSE	tr|A0A4U1EIY7|A0A4U1EIY7_MONMO
OG0005982	sp|Q9R1W3|RN103_MOUSE	tr|A0A4U1EJV3|A0A4U1EJV3_MONMO
OG0005983	sp|Q8BHI4|KBTB3_MOUSE	tr|A0A4U1EKE7|A0A4U1EKE7_MONMO
OG0005984	sp|Q6PD26|PIGS_MOUSE	tr|A0A4U1EM09|A0A4U1EM09_MONMO
OG0005985	sp|P11672|NGAL_MOUSE	tr|A0A4U1ENM1|A0A4U1ENM1_MONMO
OG0005986	sp|A0A0G2JEB6|CFA47_MOUSE	tr|A0A4U1EPC5|A0A4U1EPC5_MONMO
OG0005987	sp|Q80VF6|F181B_MOUSE	tr|A0A4U1EPR2|A0A4U1EPR2_MONMO
OG0005988	sp|Q8R5M2|WNT9A_MOUSE	tr|A0A4U1EPW8|A0A4U1EPW8_MONMO
OG0005989	tr|E9PVU2|E9PVU2_MOUSE	tr|A0A4U1EQ21|A0A4U1EQ21_MONMO
OG0005990	sp|Q3UHD6|SNX27_MOUSE	tr|A0A4U1EQU9|A0A4U1EQU9_MONMO
OG0005991	sp|Q6DIA7|BRME1_MOUSE	tr|A0A4U1EQW8|A0A4U1EQW8_MONMO
OG0005992	sp|Q68FG3|SPT2_MOUSE	tr|A0A4U1ESL3|A0A4U1ESL3_MONMO
OG0005993	sp|P19182|IFRD1_MOUSE	tr|A0A4U1EVD9|A0A4U1EVD9_MONMO
OG0005994	sp|Q9R0X2|ADEC1_MOUSE	tr|A0A4U1EW91|A0A4U1EW91_MONMO
OG0005995	sp|Q6ZQK0|CNDD3_MOUSE	tr|A0A4U1EWI4|A0A4U1EWI4_MONMO
OG0005996	sp|Q8BMS2|SPON2_MOUSE	tr|A0A4U1EWS9|A0A4U1EWS9_MONMO
OG0005997	sp|Q8VEB2|SAV1_MOUSE	tr|A0A4U1EZI2|A0A4U1EZI2_MONMO
OG0005998	sp|O35085|ARX_MOUSE	tr|A0A4U1EZY9|A0A4U1EZY9_MONMO
OG0005999	sp|Q78J03|MSRB2_MOUSE	tr|A0A4U1F0J5|A0A4U1F0J5_MONMO
OG0006000	sp|Q9JKF6|NECT1_MOUSE	tr|A0A4U1F1H9|A0A4U1F1H9_MONMO
OG0006002	sp|Q91XL3|UXS1_MOUSE	tr|A0A4U1F5K4|A0A4U1F5K4_MONMO
OG0006003	sp|Q9Z2Y2|B4GT2_MOUSE	tr|A0A4U1F6K8|A0A4U1F6K8_MONMO
OG0006004	sp|Q9CR41|HYPK_MOUSE	tr|A0A4U1F8Q4|A0A4U1F8Q4_MONMO
OG0006005	sp|P59648|FXYD7_MOUSE	tr|A0A4U1F916|A0A4U1F916_MONMO
OG0006006	sp|Q924W9|RBTN1_MOUSE	tr|A0A4U1FAI4|A0A4U1FAI4_MONMO
OG0006007	sp|Q8CGK3|LONM_MOUSE	tr|A0A4U1FBZ9|A0A4U1FBZ9_MONMO
OG0006008	sp|Q5DTN8|JKIP3_MOUSE	tr|A0A4U1FC54|A0A4U1FC54_MONMO
OG0006009	sp|Q5IXF8|GLP2R_MOUSE	tr|A0A4U1FE83|A0A4U1FE83_MONMO
OG0006010	sp|Q9JIT1|RNF32_MOUSE	tr|A0A4U1FIE4|A0A4U1FIE4_MONMO
OG0006011	tr|F8VPK0|F8VPK0_MOUSE	tr|A0A4U1FJU4|A0A4U1FJU4_MONMO
OG0006012	tr|F8VPJ6|F8VPJ6_MOUSE	tr|A0A4U1FKP6|A0A4U1FKP6_MONMO
OG0006013	sp|O08734|BAK_MOUSE	tr|A0A4U1FKQ9|A0A4U1FKQ9_MONMO
OG0006014	sp|Q5SUV2|MYBPP_MOUSE	tr|A0A4U1FKU7|A0A4U1FKU7_MONMO
OG0006015	sp|Q9DC60|UBIA1_MOUSE	tr|A0A4U1FMB2|A0A4U1FMB2_MONMO
OG0006016	sp|Q499X9|SYMM_MOUSE	tr|A0A4U1FMN2|A0A4U1FMN2_MONMO
OG0006017	sp|A2ANU3|SYNG1_MOUSE	tr|A0A4U1FPK7|A0A4U1FPK7_MONMO
OG0006018	sp|Q8BWY2|CLC1A_MOUSE	tr|A0A4U1FQB2|A0A4U1FQB2_MONMO
OG0006019	sp|Q8R086|SUOX_MOUSE	tr|A0A4U1FR21|A0A4U1FR21_MONMO
OG0006020	sp|Q9D534|ZC21B_MOUSE	tr|A0A4U1FT12|A0A4U1FT12_MONMO
OG0006021	sp|Q5SWZ9|PLD6_MOUSE	tr|A0A4U1FT93|A0A4U1FT93_MONMO
OG0006022	sp|Q9DCL8|IPP2_MOUSE	tr|A0A4V5P5K4|A0A4V5P5K4_MONMO
OG0006023	sp|O70176|PACA_MOUSE	tr|A0A4V5P5Y2|A0A4V5P5Y2_MONMO
OG0006024	sp|Q60649|CLPB_MOUSE	tr|A0A4V5P6B5|A0A4V5P6B5_MONMO
OG0006025	sp|Q8K259|GIN1_MOUSE	tr|A0A4V5P8H5|A0A4V5P8H5_MONMO
OG0006026	sp|Q8R366|IGSF8_MOUSE	tr|A0A4V5P9S8|A0A4V5P9S8_MONMO
OG0006027	sp|Q3U0V2|TRADD_MOUSE	tr|A0A4V5PAP7|A0A4V5PAP7_MONMO
OG0006028	sp|Q9JK30|ORC3_MOUSE	tr|A0A4U1EDJ1|A0A4U1EDJ1_MONMO
OG0006030	sp|Q9QZ47|TNNT3_MOUSE	tr|A0A4U1EEC3|A0A4U1EEC3_MONMO
OG0006031	sp|Q62386|IL17_MOUSE	tr|A0A4U1EF73|A0A4U1EF73_MONMO
OG0006032	sp|Q8R1R4|IL34_MOUSE	tr|A0A4U1EGS9|A0A4U1EGS9_MONMO
OG0006033	sp|Q5QNV8|HEAT9_MOUSE	tr|A0A4U1EGW4|A0A4U1EGW4_MONMO
OG0006034	sp|Q7TSN7|IGSF5_MOUSE	tr|A0A4U1EHE2|A0A4U1EHE2_MONMO
OG0006035	sp|Q9R207|NBN_MOUSE	tr|A0A4U1EI25|A0A4U1EI25_MONMO
OG0006036	sp|Q9EQS3|MYCBP_MOUSE	tr|A0A4U1EIL0|A0A4U1EIL0_MONMO
OG0006037	sp|Q8BV13|CSN7B_MOUSE	tr|A0A4U1EJC5|A0A4U1EJC5_MONMO
OG0006038	sp|Q80XU8|LRFN4_MOUSE	tr|A0A4U1EJM5|A0A4U1EJM5_MONMO
OG0006039	sp|Q3THJ3|EIF1A_MOUSE	tr|A0A4U1EL63|A0A4U1EL63_MONMO
OG0006041	sp|Q8R104|SIR3_MOUSE	tr|A0A4U1EMN6|A0A4U1EMN6_MONMO
OG0006042	sp|Q9D2G5|SYNJ2_MOUSE	tr|A0A4U1EMT2|A0A4U1EMT2_MONMO
OG0006043	sp|Q8CFA2|GCST_MOUSE	tr|A0A4U1ENG1|A0A4U1ENG1_MONMO
OG0006044	sp|Q5XG71|UTP20_MOUSE	tr|A0A4U1EP46|A0A4U1EP46_MONMO
OG0006045	sp|Q9CQS6|GKN2_MOUSE	tr|A0A4U1ER06|A0A4U1ER06_MONMO
OG0006046	sp|Q3U1U7|AHRR_MOUSE	tr|A0A4U1ERE8|A0A4U1ERE8_MONMO
OG0006047	sp|Q9Z188|DYR1B_MOUSE	tr|A0A4U1EU38|A0A4U1EU38_MONMO
OG0006048	sp|Q6PF93|PK3C3_MOUSE	tr|A0A4U1EUD1|A0A4U1EUD1_MONMO
OG0006049	sp|Q9JL60|GMEB1_MOUSE	tr|A0A4U1EV41|A0A4U1EV41_MONMO
OG0006050	sp|Q8R2I0|FOXE1_MOUSE	tr|A0A4U1EWH2|A0A4U1EWH2_MONMO
OG0006051	sp|Q8BUY5|TIDC1_MOUSE	tr|A0A4U1EWW1|A0A4U1EWW1_MONMO
OG0006052	sp|Q922H1|ANM3_MOUSE	tr|A0A4U1EZ04|A0A4U1EZ04_MONMO
OG0006053	sp|Q60756|TCF15_MOUSE	tr|A0A4U1EZX9|A0A4U1EZX9_MONMO
OG0006054	sp|Q505G4|RTL6_MOUSE	tr|A0A4U1F009|A0A4U1F009_MONMO
OG0006055	tr|S4R1L6|S4R1L6_MOUSE	tr|A0A4U1F237|A0A4U1F237_MONMO
OG0006056	tr|G3X9M9|G3X9M9_MOUSE	tr|A0A4U1F358|A0A4U1F358_MONMO
OG0006057	sp|Q9CYH6|RRS1_MOUSE	tr|A0A4U1F388|A0A4U1F388_MONMO
OG0006058	sp|Q00780|CO8A1_MOUSE	tr|A0A4U1F3B5|A0A4U1F3B5_MONMO
OG0006059	sp|Q9WUL8|CITE4_MOUSE	tr|A0A4U1F3E2|A0A4U1F3E2_MONMO
OG0006060	sp|Q8BZQ2|CRLD2_MOUSE	tr|A0A4U1F498|A0A4U1F498_MONMO
OG0006061	sp|Q8CEK7|FATE1_MOUSE	tr|A0A4U1F6K7|A0A4U1F6K7_MONMO
OG0006062	sp|Q922S8|KIF2C_MOUSE	tr|A0A4U1F6W6|A0A4U1F6W6_MONMO
OG0006063	sp|Q5Y5T5|ZDHC8_MOUSE	tr|A0A4U1F7J4|A0A4U1F7J4_MONMO
OG0006064	sp|P09240|CCKN_MOUSE	tr|A0A4U1F865|A0A4U1F865_MONMO
OG0006065	sp|Q91ZT7|ASB10_MOUSE	tr|A0A4U1F8A0|A0A4U1F8A0_MONMO
OG0006066	sp|Q99LM3|SMTL1_MOUSE	tr|A0A4U1F9I8|A0A4U1F9I8_MONMO
OG0006067	sp|Q9CRZ8|TSPO2_MOUSE	tr|A0A4U1FAC8|A0A4U1FAC8_MONMO
OG0006068	sp|Q8BGN2|CD033_MOUSE	tr|A0A4U1FBE4|A0A4U1FBE4_MONMO
OG0006069	sp|P97737|GDF10_MOUSE	tr|A0A4U1FBW7|A0A4U1FBW7_MONMO
OG0006070	sp|O88783|FA5_MOUSE	tr|A0A4U1FCC1|A0A4U1FCC1_MONMO
OG0006071	sp|P70169|DOC2B_MOUSE	tr|A0A4U1FCZ4|A0A4U1FCZ4_MONMO
OG0006072	sp|Q8CDE2|CALI_MOUSE	tr|A0A4U1FDK3|A0A4U1FDK3_MONMO
OG0006073	sp|Q5ND29|RILP_MOUSE	tr|A0A4U1FF33|A0A4U1FF33_MONMO
OG0006074	sp|Q8BZT9|LACC1_MOUSE	tr|A0A4U1FFM7|A0A4U1FFM7_MONMO
OG0006075	sp|Q9D417|FBX24_MOUSE	tr|A0A4U1FG23|A0A4U1FG23_MONMO
OG0006076	sp|Q9CY66|GAR1_MOUSE	tr|A0A4U1FGZ1|A0A4U1FGZ1_MONMO
OG0006077	sp|Q80VP5|MTRFR_MOUSE	tr|A0A4U1FJW0|A0A4U1FJW0_MONMO
OG0006078	sp|P49442|INPP_MOUSE	tr|A0A4U1FKU9|A0A4U1FKU9_MONMO
OG0006079	sp|Q9DAM7|TM263_MOUSE	tr|A0A4U1FQ64|A0A4U1FQ64_MONMO
OG0006080	sp|P60330|ESPL1_MOUSE	tr|A0A4U1FQY5|A0A4U1FQY5_MONMO
OG0006081	sp|O08832|GALT4_MOUSE	tr|A0A4U1FSA5|A0A4U1FSA5_MONMO
OG0006082	sp|Q8BGN5|NPAL3_MOUSE	tr|A0A4U1FSS9|A0A4U1FSS9_MONMO
OG0006083	sp|Q9D6T0|NOSIP_MOUSE	tr|A0A4U1FTW5|A0A4U1FTW5_MONMO
OG0006084	sp|Q8JZW5|SH2D5_MOUSE	tr|A0A4U1FV26|A0A4U1FV26_MONMO
OG0006085	sp|Q9DB90|SMG9_MOUSE	tr|A0A4U1FZC5|A0A4U1FZC5_MONMO
OG0006086	sp|Q3U481|MFS12_MOUSE	tr|A0A4V5P8F0|A0A4V5P8F0_MONMO
OG0006087	sp|Q80YG3|KLDC1_MOUSE	tr|A0A4V5P8H4|A0A4V5P8H4_MONMO
OG0006088	sp|P30999|CTND1_MOUSE	tr|A0A4V5P945|A0A4V5P945_MONMO
OG0006089	sp|Q99NA2|ATOH8_MOUSE	tr|A0A4V5P946|A0A4V5P946_MONMO
OG0006090	sp|Q91W18|TDRD3_MOUSE	tr|A0A4V5P9N4|A0A4V5P9N4_MONMO
OG0006091	tr|D3Z0M9|D3Z0M9_MOUSE	tr|A0A4U1EBH6|A0A4U1EBH6_MONMO
OG0006092	sp|Q99PV5|BHE41_MOUSE	tr|A0A4U1EDS9|A0A4U1EDS9_MONMO
OG0006093	sp|P20033|PDGFA_MOUSE	tr|A0A4U1EEA0|A0A4U1EEA0_MONMO
OG0006094	sp|Q99JX3|GORS2_MOUSE	tr|A0A4U1EEZ1|A0A4U1EEZ1_MONMO
OG0006095	sp|Q9JLY7|DUS14_MOUSE	tr|A0A4U1EFH2|A0A4U1EFH2_MONMO
OG0006096	sp|Q5EBJ4|ERMIN_MOUSE	tr|A0A4U1EGJ1|A0A4U1EGJ1_MONMO
OG0006097	sp|Q8C1B1|CAMP2_MOUSE	tr|A0A4U1EGL2|A0A4U1EGL2_MONMO
OG0006098	sp|O55100|SNG1_MOUSE	tr|A0A4U1EHL8|A0A4U1EHL8_MONMO
OG0006099	sp|Q8BI66|ZN526_MOUSE	tr|A0A4U1EHV5|A0A4U1EHV5_MONMO
OG0006100	sp|Q8C726|BTBD9_MOUSE	tr|A0A4U1EJ30|A0A4U1EJ30_MONMO
OG0006101	sp|Q9D4Q1|RIBC2_MOUSE	tr|A0A4U1EKS4|A0A4U1EKS4_MONMO
OG0006102	sp|Q0VGT2|GLI2_MOUSE	tr|A0A4U1EM52|A0A4U1EM52_MONMO
OG0006103	sp|Q9QZS2|RNF4_MOUSE	tr|A0A4U1EMK2|A0A4U1EMK2_MONMO
OG0006104	sp|Q8BUH8|SENP7_MOUSE	tr|A0A4U1EMZ0|A0A4U1EMZ0_MONMO
OG0006105	sp|Q9Z0M6|AGRE5_MOUSE	tr|A0A4U1ERJ1|A0A4U1ERJ1_MONMO
OG0006106	sp|P58466|CTDS1_MOUSE	tr|A0A4U1ESE8|A0A4U1ESE8_MONMO
OG0006107	sp|Q6ZPY2|SMG5_MOUSE	tr|A0A4U1ET99|A0A4U1ET99_MONMO
OG0006108	sp|Q99K24|S39A3_MOUSE	tr|A0A4U1EVP2|A0A4U1EVP2_MONMO
OG0006109	sp|Q99KW9|TIP_MOUSE	tr|A0A4U1EY12|A0A4U1EY12_MONMO
OG0006110	sp|D3Z750|MRO2A_MOUSE	tr|A0A4U1EYW8|A0A4U1EYW8_MONMO
OG0006111	sp|B2RU40|PRRT4_MOUSE	tr|A0A4U1F1Q2|A0A4U1F1Q2_MONMO
OG0006112	sp|P97764|WBP1_MOUSE	tr|A0A4U1F338|A0A4U1F338_MONMO
OG0006113	sp|Q80X44|ZBT24_MOUSE	tr|A0A4U1F3Z6|A0A4U1F3Z6_MONMO
OG0006114	sp|P26645|MARCS_MOUSE	tr|A0A4U1F440|A0A4U1F440_MONMO
OG0006115	sp|Q8CIE4|PAR10_MOUSE	tr|A0A4U1F4V9|A0A4U1F4V9_MONMO
OG0006116	sp|Q61391|NEP_MOUSE	tr|A0A4U1F6B4|A0A4U1F6B4_MONMO
OG0006117	sp|Q9DAV9|TM38B_MOUSE	tr|A0A4U1F850|A0A4U1F850_MONMO
OG0006118	sp|B2RY71|DNAI3_MOUSE	tr|A0A4U1F8Q5|A0A4U1F8Q5_MONMO
OG0006119	sp|Q3UY51|LRC55_MOUSE	tr|A0A4U1F9G8|A0A4U1F9G8_MONMO
OG0006120	sp|Q99K28|ARFG2_MOUSE	tr|A0A4U1FA44|A0A4U1FA44_MONMO
OG0006121	sp|Q8K2V1|PP4R1_MOUSE	tr|A0A4U1FB04|A0A4U1FB04_MONMO
OG0006122	sp|Q99LJ0|CT2NL_MOUSE	tr|A0A4U1FB87|A0A4U1FB87_MONMO
OG0006123	sp|Q9CWR0|ARHGP_MOUSE	tr|A0A4U1FBG0|A0A4U1FBG0_MONMO
OG0006124	sp|Q8R1G2|CMBL_MOUSE	tr|A0A4U1FCM7|A0A4U1FCM7_MONMO
OG0006125	sp|Q9CQ85|TIM22_MOUSE	tr|A0A4U1FD74|A0A4U1FD74_MONMO
OG0006126	sp|Q8K4Z0|LGI2_MOUSE	tr|A0A4U1FDT4|A0A4U1FDT4_MONMO
OG0006127	sp|Q6NZN1|PPRC1_MOUSE	tr|A0A4U1FDY4|A0A4U1FDY4_MONMO
OG0006128	sp|A2AT37|RENT2_MOUSE	tr|A0A4U1FEX7|A0A4U1FEX7_MONMO
OG0006129	sp|Q9JM63|KCJ10_MOUSE	tr|A0A4U1FFY7|A0A4U1FFY7_MONMO
OG0006130	sp|O88393|TGBR3_MOUSE	tr|A0A4U1FGA3|A0A4U1FGA3_MONMO
OG0006131	sp|Q6P9S1|ATMIN_MOUSE	tr|A0A4U1FGT4|A0A4U1FGT4_MONMO
OG0006132	sp|Q9CZH3|PSMG3_MOUSE	tr|A0A4U1FIQ7|A0A4U1FIQ7_MONMO
OG0006133	sp|Q8CD10|MICU2_MOUSE	tr|A0A4U1FJ97|A0A4U1FJ97_MONMO
OG0006134	sp|Q9ESW4|AGK_MOUSE	tr|A0A4U1FK16|A0A4U1FK16_MONMO
OG0006135	sp|A2ARI4|LGR4_MOUSE	tr|A0A4U1FKE3|A0A4U1FKE3_MONMO
OG0006136	sp|Q9EQC1|3BHS7_MOUSE	tr|A0A4U1FKH1|A0A4U1FKH1_MONMO
OG0006137	sp|A2A8U2|TM201_MOUSE	tr|A0A4U1FLS9|A0A4U1FLS9_MONMO
OG0006138	sp|Q6RUT7|CSMT1_MOUSE	tr|A0A4U1FN80|A0A4U1FN80_MONMO
OG0006139	sp|Q0P557|MIEAP_MOUSE	tr|A0A4U1FPR2|A0A4U1FPR2_MONMO
OG0006140	sp|P08226|APOE_MOUSE	tr|A0A4U1FTG4|A0A4U1FTG4_MONMO
