Orthogroup	Mus_musculus	Colobus_angolensis_palliatus
OG0001785	sp|P20918|PLMN_MOUSE	tr|A0A2K5JZG6|A0A2K5JZG6_COLAP, tr|A0A2K5HKG1|A0A2K5HKG1_COLAP
OG0001786	sp|Q8C1C1|SAPL1_MOUSE, sp|Q61207|SAP_MOUSE	tr|A0A2K5KD19|A0A2K5KD19_COLAP
OG0001787	sp|Q9DCC8|TOM20_MOUSE	tr|A0A2K5IM17|A0A2K5IM17_COLAP, tr|A0A2K5HBC5|A0A2K5HBC5_COLAP
OG0001788	sp|Q9D8P7|TF3C6_MOUSE	tr|A0A2K5HNP3|A0A2K5HNP3_COLAP, tr|A0A2K5J611|A0A2K5J611_COLAP
OG0001789	sp|Q3TMH2|SCRN3_MOUSE	tr|A0A2K5HNZ0|A0A2K5HNZ0_COLAP, tr|A0A2K5HSW8|A0A2K5HSW8_COLAP
OG0001790	sp|Q9DAK9|PHP14_MOUSE	tr|A0A2K5IC97|A0A2K5IC97_COLAP, tr|A0A2K5HR80|A0A2K5HR80_COLAP
OG0001791	sp|Q2LKU9|NLR1A_MOUSE, sp|A1Z198|NL1B2_MOUSE	tr|A0A2K5J0V7|A0A2K5J0V7_COLAP
OG0001792	sp|Q61152|PTN18_MOUSE	tr|A0A2K5J580|A0A2K5J580_COLAP, tr|A0A2K5INH8|A0A2K5INH8_COLAP
OG0001793	sp|O70191|ATF5_MOUSE, sp|Q06507|ATF4_MOUSE	tr|A0A2K5JQU7|A0A2K5JQU7_COLAP
OG0001794	sp|Q9Z2I9|SUCB1_MOUSE	tr|A0A2K5JEQ5|A0A2K5JEQ5_COLAP, tr|A0A2K5JUA2|A0A2K5JUA2_COLAP
OG0001795	sp|Q8VE10|NAA40_MOUSE	tr|A0A2K5K7P8|A0A2K5K7P8_COLAP, tr|A0A2K5IQ37|A0A2K5IQ37_COLAP
OG0001796	sp|Q64735|CR1L_MOUSE	tr|A0A2K5I5G2|A0A2K5I5G2_COLAP, tr|A0A2K5H7M9|A0A2K5H7M9_COLAP
OG0001797	sp|Q5SUC9|SCO1_MOUSE, sp|Q8VCL2|SCO2_MOUSE	tr|A0A2K5HAX8|A0A2K5HAX8_COLAP
OG0001798	sp|O08715|AKAP1_MOUSE	tr|A0A2K5K774|A0A2K5K774_COLAP, tr|A0A2K5HFP3|A0A2K5HFP3_COLAP
OG0001799	tr|Q8BX39|Q8BX39_MOUSE	tr|A0A2K5IT73|A0A2K5IT73_COLAP, tr|A0A2K5HI06|A0A2K5HI06_COLAP
OG0001800	sp|Q3UKU1|ELL2_MOUSE	tr|A0A2K5J017|A0A2K5J017_COLAP, tr|A0A2K5IKH5|A0A2K5IKH5_COLAP
OG0001801	tr|A2AF73|A2AF73_MOUSE, sp|A2ARZ3|FSIP2_MOUSE	tr|A0A2K5J8W4|A0A2K5J8W4_COLAP
OG0001802	sp|Q7M6U3|TEX14_MOUSE, tr|A0A571BD42|A0A571BD42_MOUSE	tr|A0A2K5JRR9|A0A2K5JRR9_COLAP
OG0001803	sp|O70250|PGAM2_MOUSE	tr|A0A2K5HDP7|A0A2K5HDP7_COLAP, tr|A0A2K5JUY4|A0A2K5JUY4_COLAP
OG0001804	sp|Q8BR21|F180A_MOUSE	tr|A0A2K5JV54|A0A2K5JV54_COLAP, tr|A0A2K5K9Y5|A0A2K5K9Y5_COLAP
OG0001805	sp|Q8CHP5|PYM1_MOUSE	tr|A0A2K5HNG5|A0A2K5HNG5_COLAP, tr|A0A2K5HNU9|A0A2K5HNU9_COLAP
OG0001806	sp|Q8QZS1|HIBCH_MOUSE	tr|A0A2K5I4H5|A0A2K5I4H5_COLAP, tr|A0A2K5ICK8|A0A2K5ICK8_COLAP
OG0001807	sp|Q8VDM4|PSMD2_MOUSE	tr|A0A2K5JK66|A0A2K5JK66_COLAP, tr|A0A2K5INI1|A0A2K5INI1_COLAP
OG0001809	sp|Q64302|T4S1_MOUSE	tr|A0A2K5JBE8|A0A2K5JBE8_COLAP, tr|A0A2K5JT84|A0A2K5JT84_COLAP
OG0001810	sp|Q8K1A0|METL5_MOUSE	tr|A0A2K5HJ79|A0A2K5HJ79_COLAP, tr|A0A2K5JYC2|A0A2K5JYC2_COLAP
OG0001811	sp|Q99KL7|RAB28_MOUSE	tr|A0A2K5HCC3|A0A2K5HCC3_COLAP, tr|A0A2K5JWP5|A0A2K5JWP5_COLAP
OG0001812	sp|Q2YDW7|KMT5A_MOUSE	tr|A0A2K5HHQ6|A0A2K5HHQ6_COLAP, tr|A0A2K5HSA6|A0A2K5HSA6_COLAP
OG0001813	sp|Q9D871|CEA18_MOUSE, sp|E9QA28|CEA16_MOUSE	tr|A0A2K5I2H5|A0A2K5I2H5_COLAP
OG0001814	sp|P20801|TNNC2_MOUSE	tr|A0A2K5IU32|A0A2K5IU32_COLAP, tr|A0A2K5IBU2|A0A2K5IBU2_COLAP
OG0001815	sp|Q9CR46|SKA2_MOUSE	tr|A0A2K5IHY9|A0A2K5IHY9_COLAP, tr|A0A2K5K7M0|A0A2K5K7M0_COLAP
OG0001816	sp|Q9DCV3|DGAT2_MOUSE	tr|A0A2K5IJ34|A0A2K5IJ34_COLAP, tr|A0A2K5JRH6|A0A2K5JRH6_COLAP
OG0001817	sp|Q8CBC6|LRRN3_MOUSE, sp|Q61809|LRRN1_MOUSE	tr|A0A2K5HLI5|A0A2K5HLI5_COLAP
OG0001818	sp|Q6P8Y1|CAPSL_MOUSE	tr|A0A2K5HS26|A0A2K5HS26_COLAP, tr|A0A2K5HSV6|A0A2K5HSV6_COLAP
OG0001819	sp|Q8BH73|QPCTL_MOUSE, sp|Q9CYK2|QPCT_MOUSE	tr|A0A2K5J3A2|A0A2K5J3A2_COLAP
OG0001820	sp|Q9CQ10|CHMP3_MOUSE	tr|A0A2K5JCE5|A0A2K5JCE5_COLAP, tr|A0A2K5IVV2|A0A2K5IVV2_COLAP
OG0001821	sp|Q8K4L3|SVIL_MOUSE	tr|A0A2K5JD99|A0A2K5JD99_COLAP, tr|A0A2K5JPA2|A0A2K5JPA2_COLAP
OG0001822	sp|Q8BGW1|FTO_MOUSE	tr|A0A2K5HVP0|A0A2K5HVP0_COLAP, tr|A0A2K5JFX2|A0A2K5JFX2_COLAP
OG0001823	sp|Q921B4|NRIF2_MOUSE, sp|Q923B3|NRIF1_MOUSE	tr|A0A2K5K902|A0A2K5K902_COLAP
OG0001824	sp|Q9CQL7|MOFA1_MOUSE	tr|A0A2K5HBX9|A0A2K5HBX9_COLAP, tr|A0A2K5HX96|A0A2K5HX96_COLAP
OG0001826	sp|Q9D8W5|PSD12_MOUSE	tr|A0A2K5HPU8|A0A2K5HPU8_COLAP, tr|A0A2K5IAS2|A0A2K5IAS2_COLAP
OG0001827	sp|Q9D358|PPAC_MOUSE	tr|A0A2K5HSA1|A0A2K5HSA1_COLAP, tr|A0A2K5J8Q9|A0A2K5J8Q9_COLAP
OG0001828	sp|Q91Z49|UIF_MOUSE	tr|A0A2K5IX77|A0A2K5IX77_COLAP, tr|A0A2K5HPL2|A0A2K5HPL2_COLAP
OG0001829	sp|Q9D8N1|CK024_MOUSE	tr|A0A2K5KAB9|A0A2K5KAB9_COLAP, tr|A0A2K5J0Y4|A0A2K5J0Y4_COLAP
OG0001830	sp|Q5U458|DJC11_MOUSE	tr|A0A2K5JDG4|A0A2K5JDG4_COLAP, tr|A0A2K5KB06|A0A2K5KB06_COLAP
OG0001831	tr|J3QMK1|J3QMK1_MOUSE, sp|Q7TSY8|SGO2_MOUSE	tr|A0A2K5JMS9|A0A2K5JMS9_COLAP
OG0001832	sp|P16015|CAH3_MOUSE	tr|A0A2K5IKG0|A0A2K5IKG0_COLAP, tr|A0A2K5JT37|A0A2K5JT37_COLAP
OG0001833	sp|Q9DAG6|GPRL1_MOUSE, tr|A0A1W2P7V2|A0A1W2P7V2_MOUSE	tr|A0A2K5HBZ9|A0A2K5HBZ9_COLAP
OG0001835	sp|Q3UFY8|TM10C_MOUSE, sp|Q9D075|TM10B_MOUSE	tr|A0A2K5JIY5|A0A2K5JIY5_COLAP
OG0001836	sp|Q9D937|CK098_MOUSE	tr|A0A2K5KBD3|A0A2K5KBD3_COLAP, tr|A0A2K5HDA6|A0A2K5HDA6_COLAP
OG0001837	sp|Q9JMG2|C1GLC_MOUSE	tr|A0A2K5HBD8|A0A2K5HBD8_COLAP, tr|A0A2K5HB76|A0A2K5HB76_COLAP
OG0001838	sp|Q66JV4|R12BB_MOUSE, sp|Q80YR9|R12BA_MOUSE	tr|A0A2K5IB71|A0A2K5IB71_COLAP
OG0001840	sp|Q60736|ZP3R_MOUSE	tr|A0A2K5IRK4|A0A2K5IRK4_COLAP, tr|A0A2K5I3J9|A0A2K5I3J9_COLAP
OG0001841	tr|E9Q6E5|E9Q6E5_MOUSE	tr|A0A2K5KE95|A0A2K5KE95_COLAP, tr|A0A2K5JTU6|A0A2K5JTU6_COLAP
OG0001842	sp|P58044|IDI1_MOUSE, sp|Q8BFZ6|IDI2_MOUSE	tr|A0A2K5K5T8|A0A2K5K5T8_COLAP
OG0001843	sp|Q9D0Q7|RM45_MOUSE	tr|A0A2K5KBM7|A0A2K5KBM7_COLAP, tr|A0A2K5JBJ8|A0A2K5JBJ8_COLAP
OG0001844	sp|Q8C1C8|PNMA1_MOUSE, sp|Q5DTT8|PNMA5_MOUSE	tr|A0A2K5HCJ4|A0A2K5HCJ4_COLAP
OG0001845	sp|Q04998|INHBA_MOUSE, sp|Q04999|INHBB_MOUSE	tr|A0A2K5HL42|A0A2K5HL42_COLAP
OG0001846	sp|Q91VF2|HNMT_MOUSE	tr|A0A2K5HSL0|A0A2K5HSL0_COLAP, tr|A0A2K5KBD9|A0A2K5KBD9_COLAP
OG0001847	sp|Q9DC69|NDUA9_MOUSE	tr|A0A2K5HUA3|A0A2K5HUA3_COLAP, tr|A0A2K5H6N4|A0A2K5H6N4_COLAP
OG0001848	sp|P55144|TYRO3_MOUSE	tr|A0A2K5I155|A0A2K5I155_COLAP, tr|A0A2K5I465|A0A2K5I465_COLAP
OG0001849	sp|P70224|GIMA1_MOUSE	tr|A0A2K5I7P0|A0A2K5I7P0_COLAP, tr|A0A2K5HMQ3|A0A2K5HMQ3_COLAP
OG0001850	sp|P59325|IF5_MOUSE	tr|A0A2K5IJM2|A0A2K5IJM2_COLAP, tr|A0A2K5IB73|A0A2K5IB73_COLAP
OG0001851	sp|Q8K249|CLM2_MOUSE	tr|A0A2K5J8A3|A0A2K5J8A3_COLAP, tr|A0A2K5JN85|A0A2K5JN85_COLAP
OG0001852	sp|Q8BTF8|RALYL_MOUSE	tr|A0A2K5JQA2|A0A2K5JQA2_COLAP, tr|A0A2K5J8W1|A0A2K5J8W1_COLAP
OG0001853	sp|Q61467|ZIC4_MOUSE, sp|Q7TQ40|ZIC5_MOUSE	tr|A0A2K5JQZ1|A0A2K5JQZ1_COLAP
OG0001854	sp|P45878|FKBP2_MOUSE	tr|A0A2K5I081|A0A2K5I081_COLAP, tr|A0A2K5KFA0|A0A2K5KFA0_COLAP
OG0001855	sp|Q9D123|TM219_MOUSE	tr|A0A2K5HIP1|A0A2K5HIP1_COLAP, tr|A0A2K5HQT3|A0A2K5HQT3_COLAP
OG0001856	sp|P09470|ACE_MOUSE, sp|D0G895|ACE3_MOUSE	tr|A0A2K5I5T2|A0A2K5I5T2_COLAP
OG0001857	sp|Q9D819|IPYR_MOUSE	tr|A0A2K5II97|A0A2K5II97_COLAP, tr|A0A2K5HH81|A0A2K5HH81_COLAP
OG0001858	sp|Q3UZZ4|OLFM4_MOUSE, tr|Q8BU90|Q8BU90_MOUSE	tr|A0A2K5IJK6|A0A2K5IJK6_COLAP
OG0001859	sp|Q60662|AKAP4_MOUSE	tr|A0A2K5HRU9|A0A2K5HRU9_COLAP, tr|A0A2K5INB8|A0A2K5INB8_COLAP
OG0001860	sp|P97801|SMN_MOUSE	tr|A0A2K5JKZ1|A0A2K5JKZ1_COLAP, tr|A0A2K5ITC5|A0A2K5ITC5_COLAP
OG0001861	sp|Q8VCZ7|ZBT7C_MOUSE, sp|O88939|ZBT7A_MOUSE	tr|A0A2K5J485|A0A2K5J485_COLAP
OG0001862	sp|Q9WUP7|UCHL5_MOUSE	tr|A0A2K5JBX1|A0A2K5JBX1_COLAP, tr|A0A2K5HBD0|A0A2K5HBD0_COLAP
OG0001863	sp|P49429|HPPD_MOUSE, sp|Q8K248|HPDL_MOUSE	tr|A0A2K5K8N0|A0A2K5K8N0_COLAP
OG0001864	sp|Q6A058|ARMX2_MOUSE, sp|Q9D0L7|ARM10_MOUSE	tr|A0A2K5HDN1|A0A2K5HDN1_COLAP
OG0001865	sp|Q80VF6|F181B_MOUSE, tr|J3QNB7|J3QNB7_MOUSE	tr|A0A2K5I8C1|A0A2K5I8C1_COLAP
OG0001866	sp|Q3TC72|FAHD2_MOUSE	tr|A0A2K5IJN5|A0A2K5IJN5_COLAP, tr|A0A2K5INB3|A0A2K5INB3_COLAP
OG0001867	sp|Q8CD15|RIOX2_MOUSE, sp|Q9JJF3|RIOX1_MOUSE	tr|A0A2K5IWS0|A0A2K5IWS0_COLAP
OG0001868	sp|Q9R0Q4|MO4L2_MOUSE	tr|A0A2K5JRY6|A0A2K5JRY6_COLAP, tr|A0A2K5IJ46|A0A2K5IJ46_COLAP
OG0001869	sp|Q7TNV0|DEK_MOUSE	tr|A0A2K5J0A9|A0A2K5J0A9_COLAP, tr|A0A2K5JV65|A0A2K5JV65_COLAP
OG0001870	sp|Q61235|SNTB2_MOUSE	tr|A0A2K5I956|A0A2K5I956_COLAP, tr|A0A2K5J2B3|A0A2K5J2B3_COLAP
OG0001871	sp|O88665|BRD7_MOUSE	tr|A0A2K5KB90|A0A2K5KB90_COLAP, tr|A0A2K5I9Y5|A0A2K5I9Y5_COLAP
OG0001872	sp|Q8K1F9|LCTL_MOUSE	tr|A0A2K5IVK4|A0A2K5IVK4_COLAP, tr|A0A2K5JAR0|A0A2K5JAR0_COLAP
OG0001873	sp|Q9JLJ1|SELK_MOUSE	tr|A0A2K5J793|A0A2K5J793_COLAP, tr|A0A2K5JZU6|A0A2K5JZU6_COLAP
OG0001874	sp|Q9DBR3|ARMC8_MOUSE	tr|A0A2K5JNQ8|A0A2K5JNQ8_COLAP, tr|A0A2K5JJI0|A0A2K5JJI0_COLAP
OG0001875	sp|P62334|PRS10_MOUSE	tr|A0A2K5K4P3|A0A2K5K4P3_COLAP, tr|A0A2K5ICV5|A0A2K5ICV5_COLAP
OG0001876	sp|Q9DCB8|ISCA2_MOUSE	tr|A0A2K5K4R1|A0A2K5K4R1_COLAP, tr|A0A2K5JDC8|A0A2K5JDC8_COLAP
OG0001877	sp|Q99LL5|PWP1_MOUSE	tr|A0A2K5KB83|A0A2K5KB83_COLAP, tr|A0A2K5HTF8|A0A2K5HTF8_COLAP
OG0001878	sp|Q9Z2G1|FM1AA_MOUSE, sp|Q8C0T1|FM1AB_MOUSE	tr|A0A2K5H6S1|A0A2K5H6S1_COLAP
OG0001879	sp|Q9DCL9|PUR6_MOUSE	tr|A0A2K5IT91|A0A2K5IT91_COLAP, tr|A0A2K5HDU1|A0A2K5HDU1_COLAP
OG0001880	sp|P70423|CTR3_MOUSE, tr|E9PWS4|E9PWS4_MOUSE	tr|A0A2K5HT04|A0A2K5HT04_COLAP
OG0001881	sp|P50247|SAHH_MOUSE	tr|A0A2K5HTP7|A0A2K5HTP7_COLAP, tr|A0A2K5JL41|A0A2K5JL41_COLAP
OG0001882	sp|P17918|PCNA_MOUSE	tr|A0A2K5HLJ8|A0A2K5HLJ8_COLAP, tr|A0A2K5IFU5|A0A2K5IFU5_COLAP
OG0001883	sp|Q69ZS7|HBS1L_MOUSE	tr|A0A2K5IHB1|A0A2K5IHB1_COLAP, tr|A0A2K5I5I9|A0A2K5I5I9_COLAP
OG0001884	tr|Q1RME4|Q1RME4_MOUSE, sp|P97792|CXAR_MOUSE	tr|A0A2K5IUF9|A0A2K5IUF9_COLAP
OG0001885	sp|Q8K243|TRI68_MOUSE	tr|A0A2K5JFE5|A0A2K5JFE5_COLAP, tr|A0A2K5J5C8|A0A2K5J5C8_COLAP
OG0001886	sp|Q9ERQ3|ZN704_MOUSE	tr|A0A2K5IXA1|A0A2K5IXA1_COLAP, tr|A0A2K5JY05|A0A2K5JY05_COLAP
OG0001887	sp|A2ARV4|LRP2_MOUSE, tr|A0A140LJC7|A0A140LJC7_MOUSE	tr|A0A2K5JYI8|A0A2K5JYI8_COLAP
OG0001888	sp|Q9JJY3|NSMA2_MOUSE, sp|D6MZJ6|NSMA5_MOUSE	tr|A0A2K5K2T5|A0A2K5K2T5_COLAP
OG0001889	sp|Q3THG9|AASD1_MOUSE	tr|A0A2K5K419|A0A2K5K419_COLAP, tr|A0A2K5K9B9|A0A2K5K9B9_COLAP
OG0001890	sp|Q05186|RCN1_MOUSE	tr|A0A2K5H8E1|A0A2K5H8E1_COLAP, tr|A0A2K5H738|A0A2K5H738_COLAP
OG0001891	sp|O70579|PM34_MOUSE	tr|A0A2K5JMA7|A0A2K5JMA7_COLAP, tr|A0A2K5HAA2|A0A2K5HAA2_COLAP
OG0001892	sp|Q60931|VDAC3_MOUSE	tr|A0A2K5IKU5|A0A2K5IKU5_COLAP, tr|A0A2K5HEL6|A0A2K5HEL6_COLAP
OG0001893	sp|P23475|XRCC6_MOUSE	tr|A0A2K5IF81|A0A2K5IF81_COLAP, tr|A0A2K5HGB3|A0A2K5HGB3_COLAP
OG0001894	sp|Q8BP47|SYNC_MOUSE	tr|A0A2K5ILH1|A0A2K5ILH1_COLAP, tr|A0A2K5HLU0|A0A2K5HLU0_COLAP
OG0001895	tr|B2RWK3|B2RWK3_MOUSE, sp|Q710D3|UN93A_MOUSE	tr|A0A2K5IJ57|A0A2K5IJ57_COLAP
OG0001896	sp|Q9D924|ISCA1_MOUSE	tr|A0A2K5JGH4|A0A2K5JGH4_COLAP, tr|A0A2K5JIA6|A0A2K5JIA6_COLAP
OG0001897	sp|Q8BGB7|ENOPH_MOUSE	tr|A0A2K5HEX1|A0A2K5HEX1_COLAP, tr|A0A2K5K702|A0A2K5K702_COLAP
OG0001898	sp|Q91YR9|PTGR1_MOUSE	tr|A0A2K5ITQ6|A0A2K5ITQ6_COLAP, tr|A0A2K5KD14|A0A2K5KD14_COLAP
OG0001899	sp|Q8BGR2|LRC8D_MOUSE, sp|Q8R502|LRC8C_MOUSE	tr|A0A2K5IM35|A0A2K5IM35_COLAP
OG0001900	sp|O08712|TR11B_MOUSE	tr|A0A2K5HET0|A0A2K5HET0_COLAP, tr|A0A2K5IMV5|A0A2K5IMV5_COLAP
OG0001901	sp|Q8VBT0|TMX1_MOUSE	tr|A0A2K5IRJ1|A0A2K5IRJ1_COLAP, tr|A0A2K5HT83|A0A2K5HT83_COLAP
OG0001902	sp|Q80X59|TMC5B_MOUSE, sp|Q9D9D5|TMC5A_MOUSE	tr|A0A2K5JKR3|A0A2K5JKR3_COLAP
OG0001903	sp|P68037|UB2L3_MOUSE	tr|A0A2K5IT33|A0A2K5IT33_COLAP, tr|A0A2K5JLA8|A0A2K5JLA8_COLAP
OG0001904	sp|P70460|VASP_MOUSE	tr|A0A2K5HK72|A0A2K5HK72_COLAP, tr|A0A2K5JNS7|A0A2K5JNS7_COLAP
OG0001905	sp|Q9JKK1|STX6_MOUSE	tr|A0A2K5HC79|A0A2K5HC79_COLAP, tr|A0A2K5HKZ9|A0A2K5HKZ9_COLAP
OG0001906	sp|Q6NZR2|MSD2_MOUSE	tr|A0A2K5IN92|A0A2K5IN92_COLAP, tr|A0A2K5I7Q5|A0A2K5I7Q5_COLAP
OG0001907	sp|E9QAF0|SPT31_MOUSE	tr|A0A2K5JJ64|A0A2K5JJ64_COLAP, tr|A0A2K5J8I2|A0A2K5J8I2_COLAP
OG0001908	sp|P97822|AN32E_MOUSE	tr|A0A2K5IYN8|A0A2K5IYN8_COLAP, tr|A0A2K5J997|A0A2K5J997_COLAP
OG0001909	sp|P24452|CAPG_MOUSE	tr|A0A2K5KA31|A0A2K5KA31_COLAP, tr|A0A2K5JR98|A0A2K5JR98_COLAP
OG0001910	sp|Q8CFG8|CS1B_MOUSE, sp|Q8CG14|CS1A_MOUSE	tr|A0A2K5JUY9|A0A2K5JUY9_COLAP
OG0001911	sp|Q9QXG2|RAE1_MOUSE, sp|Q9QZD5|RAE2_MOUSE	tr|A0A2K5JV89|A0A2K5JV89_COLAP
OG0001912	sp|Q9WUS4|CXA10_MOUSE	tr|A0A2K5HKL1|A0A2K5HKL1_COLAP, tr|A0A2K5HTQ6|A0A2K5HTQ6_COLAP
OG0001913	sp|P70398|USP9X_MOUSE, tr|F8VPU6|F8VPU6_MOUSE	tr|A0A2K5I4A0|A0A2K5I4A0_COLAP
OG0001914	sp|P01837|IGKC_MOUSE	tr|A0A2K5ISK1|A0A2K5ISK1_COLAP, tr|A0A2K5IPV5|A0A2K5IPV5_COLAP
OG0001915	sp|Q8BFQ4|WDR82_MOUSE	tr|A0A2K5IPX5|A0A2K5IPX5_COLAP, tr|A0A2K5IFT3|A0A2K5IFT3_COLAP
OG0001916	sp|Q8K0H5|TAF10_MOUSE	tr|A0A2K5H8J0|A0A2K5H8J0_COLAP, tr|A0A2K5IW96|A0A2K5IW96_COLAP
OG0001917	sp|Q8BLB0|ZFP3_MOUSE	tr|A0A2K5JLB4|A0A2K5JLB4_COLAP, tr|A0A2K5HKA7|A0A2K5HKA7_COLAP
OG0001918	sp|Q9CXK8|NIP7_MOUSE	tr|A0A2K5K2X9|A0A2K5K2X9_COLAP, tr|A0A2K5I8E3|A0A2K5I8E3_COLAP
OG0001919	sp|P60867|RS20_MOUSE	tr|A0A2K5J479|A0A2K5J479_COLAP, tr|A0A2K5HC84|A0A2K5HC84_COLAP
OG0001920	sp|Q61180|SCNNA_MOUSE	tr|A0A2K5HTE3|A0A2K5HTE3_COLAP, tr|A0A2K5JD79|A0A2K5JD79_COLAP
OG0001921	sp|Q8C3X2|CC90B_MOUSE	tr|A0A2K5K012|A0A2K5K012_COLAP, tr|A0A2K5IIM8|A0A2K5IIM8_COLAP
OG0001922	sp|Q8BG47|RN152_MOUSE	tr|A0A2K5HA42|A0A2K5HA42_COLAP, tr|A0A2K5J7F2|A0A2K5J7F2_COLAP
OG0001923	sp|Q9CR63|COX16_MOUSE	tr|A0A2K5ID48|A0A2K5ID48_COLAP, tr|A0A2K5J8N8|A0A2K5J8N8_COLAP
OG0001924	sp|P48428|TBCA_MOUSE	tr|A0A2K5JHG3|A0A2K5JHG3_COLAP, tr|A0A2K5JW75|A0A2K5JW75_COLAP
OG0001925	sp|Q00941|CSF2R_MOUSE	tr|A0A2K5JVC7|A0A2K5JVC7_COLAP, tr|A0A2K5K962|A0A2K5K962_COLAP
OG0001926	sp|P59999|ARPC4_MOUSE	tr|A0A2K5KCN6|A0A2K5KCN6_COLAP, tr|A0A2K5IBY2|A0A2K5IBY2_COLAP
OG0001927	sp|Q8CEI1|BOLA3_MOUSE	tr|A0A2K5HML3|A0A2K5HML3_COLAP, tr|A0A2K5HDV2|A0A2K5HDV2_COLAP
OG0001928	sp|B6A8R8|TARM1_MOUSE	tr|A0A2K5HFS3|A0A2K5HFS3_COLAP, tr|A0A2K5JIY1|A0A2K5JIY1_COLAP
OG0001929	sp|Q61618|AA3R_MOUSE, sp|Q60612|AA1R_MOUSE	tr|A0A2K5IGR5|A0A2K5IGR5_COLAP
OG0001930	sp|Q8C0D5|EFL1_MOUSE	tr|A0A2K5IDL7|A0A2K5IDL7_COLAP, tr|A0A2K5JJW5|A0A2K5JJW5_COLAP
OG0001931	tr|J3QML9|J3QML9_MOUSE, sp|Q64261|CDK6_MOUSE	tr|A0A2K5K1L5|A0A2K5K1L5_COLAP
OG0001932	sp|Q9CQL6|RM35_MOUSE	tr|A0A2K5I1Q1|A0A2K5I1Q1_COLAP, tr|A0A2K5KB82|A0A2K5KB82_COLAP
OG0001933	sp|P52787|IF_MOUSE	tr|A0A2K5HXA1|A0A2K5HXA1_COLAP, tr|A0A2K5H7R0|A0A2K5H7R0_COLAP
OG0001934	sp|Q5SWD9|TSR1_MOUSE	tr|A0A2K5IU21|A0A2K5IU21_COLAP, tr|A0A2K5IRD5|A0A2K5IRD5_COLAP
OG0001935	sp|Q9JHH6|CBPB2_MOUSE	tr|A0A2K5JQ47|A0A2K5JQ47_COLAP, tr|A0A2K5JS59|A0A2K5JS59_COLAP
OG0001936	sp|D3KU66|ASMT_MOUSE	tr|A0A2K5K7T2|A0A2K5K7T2_COLAP, tr|A0A2K5IDG6|A0A2K5IDG6_COLAP
OG0001937	sp|Q8R2I5|DFB15_MOUSE, sp|Q7TNV8|DFB34_MOUSE	tr|A0A2K5K8H8|A0A2K5K8H8_COLAP
OG0001938	sp|Q32LZ8|PLPL5_MOUSE	tr|A0A2K5HG46|A0A2K5HG46_COLAP, tr|A0A2K5I4P3|A0A2K5I4P3_COLAP
OG0001939	sp|A2ARP9|CTSR2_MOUSE	tr|A0A2K5I0G8|A0A2K5I0G8_COLAP, tr|A0A2K5HJN3|A0A2K5HJN3_COLAP
OG0001940	sp|Q99MY0|SPZ1_MOUSE, sp|Q8BI84|TGO1_MOUSE	tr|A0A2K5HZS3|A0A2K5HZS3_COLAP
OG0001941	tr|E9PZQ1|E9PZQ1_MOUSE	tr|A0A2K5IM22|A0A2K5IM22_COLAP, tr|A0A2K5I1R7|A0A2K5I1R7_COLAP
OG0001942	sp|P62259|1433E_MOUSE	tr|A0A2K5I611|A0A2K5I611_COLAP, tr|A0A2K5JIM4|A0A2K5JIM4_COLAP
OG0001943	sp|Q91ZB5|MRGRG_MOUSE, sp|Q91ZB7|MRGRE_MOUSE	tr|A0A2K5IR99|A0A2K5IR99_COLAP
OG0001944	sp|Q99LB6|MAT2B_MOUSE	tr|A0A2K5J4L2|A0A2K5J4L2_COLAP, tr|A0A2K5JH84|A0A2K5JH84_COLAP
OG0001945	tr|F6ZIS7|F6ZIS7_MOUSE, sp|P70202|LXN_MOUSE	tr|A0A2K5JBG5|A0A2K5JBG5_COLAP
OG0001946	sp|P97304|RPAC2_MOUSE	tr|A0A2K5I1N9|A0A2K5I1N9_COLAP, tr|A0A2K5JI36|A0A2K5JI36_COLAP
OG0001947	sp|Q9CY25|MIS12_MOUSE	tr|A0A2K5JM00|A0A2K5JM00_COLAP, tr|A0A2K5HHY9|A0A2K5HHY9_COLAP
OG0001948	sp|Q7TNT2|FACR2_MOUSE	tr|A0A2K5HR57|A0A2K5HR57_COLAP, tr|A0A2K5HV81|A0A2K5HV81_COLAP
OG0001949	sp|P70205|PACR_MOUSE, sp|P97751|VIPR1_MOUSE	tr|A0A2K5HT66|A0A2K5HT66_COLAP
OG0001951	sp|P01904|HA21_MOUSE, sp|P04224|HA22_MOUSE	tr|A0A2K5ICS2|A0A2K5ICS2_COLAP
OG0001952	sp|O70475|UGDH_MOUSE	tr|A0A2K5IAQ1|A0A2K5IAQ1_COLAP, tr|A0A2K5IUE7|A0A2K5IUE7_COLAP
OG0001953	sp|Q3UUX7|CD046_MOUSE	tr|A0A2K5IPA2|A0A2K5IPA2_COLAP, tr|A0A2K5J9P4|A0A2K5J9P4_COLAP
OG0001954	sp|P35601|RFC1_MOUSE	tr|A0A2K5JB80|A0A2K5JB80_COLAP, tr|A0A2K5HUF2|A0A2K5HUF2_COLAP
OG0001955	sp|B1ATG9|TIKI2_MOUSE	tr|A0A2K5K3K0|A0A2K5K3K0_COLAP, tr|A0A2K5HJP2|A0A2K5HJP2_COLAP
OG0001956	sp|Q9Z2I8|SUCB2_MOUSE	tr|A0A2K5HWE7|A0A2K5HWE7_COLAP, tr|A0A2K5K440|A0A2K5K440_COLAP
