Orthogroup	Mus_musculus	Tupaia_chinensis
OG0004403	sp|Q91VU8|PTOV1_MOUSE	tr|L9J9W5|L9J9W5_TUPCH
OG0004404	tr|Q91XX0|Q91XX0_MOUSE	tr|L8YG35|L8YG35_TUPCH
OG0004405	sp|Q91YV9|PGAP4_MOUSE	tr|L9KZN7|L9KZN7_TUPCH
OG0004406	sp|Q99KK7|DPP3_MOUSE	tr|L8Y5A0|L8Y5A0_TUPCH
OG0004407	sp|Q9CQ56|USE1_MOUSE	tr|L9KXH3|L9KXH3_TUPCH
OG0004408	sp|Q9CY28|GTPB8_MOUSE	tr|L9KBF9|L9KBF9_TUPCH
OG0004409	sp|Q9D136|OGFD3_MOUSE	tr|L9L445|L9L445_TUPCH
OG0004410	sp|Q9D968|HCFC2_MOUSE	tr|L9L9G4|L9L9G4_TUPCH
OG0004411	tr|Q9D976|Q9D976_MOUSE	tr|L9KG16|L9KG16_TUPCH
OG0004412	sp|Q9D9C6|CC182_MOUSE	tr|L9KGK2|L9KGK2_TUPCH
OG0004413	sp|Q9DC11|PXDC2_MOUSE	tr|L9L8I5|L9L8I5_TUPCH
OG0004414	sp|Q9JIL6|GPC5D_MOUSE	tr|L8YBH9|L8YBH9_TUPCH
OG0004415	sp|Q9QZ09|PHTF1_MOUSE	tr|L9KQP4|L9KQP4_TUPCH
OG0004416	sp|Q9WU62|INCE_MOUSE	tr|L8Y1X6|L8Y1X6_TUPCH
OG0004417	sp|Q9WVQ0|PMFBP_MOUSE	tr|L9KKP8|L9KKP8_TUPCH
OG0004418	sp|G5E8A8|TEKT5_MOUSE	tr|L9KY45|L9KY45_TUPCH
OG0004419	sp|O35182|SMAD6_MOUSE	tr|L9KHI5|L9KHI5_TUPCH
OG0004420	sp|O70469|DOK2_MOUSE	tr|L9JQH7|L9JQH7_TUPCH
OG0004421	sp|O88811|STAM2_MOUSE	tr|L9JEG2|L9JEG2_TUPCH
OG0004422	sp|P04756|ACHA_MOUSE	tr|L9KMY8|L9KMY8_TUPCH
OG0004423	sp|P14685|PSMD3_MOUSE	tr|L9JWZ1|L9JWZ1_TUPCH
OG0004424	sp|P15327|PMGE_MOUSE	tr|L9L204|L9L204_TUPCH
OG0004425	sp|P21952|PO3F1_MOUSE	tr|L9JC87|L9JC87_TUPCH
OG0004426	sp|P41158|ELK4_MOUSE	tr|L9JB13|L9JB13_TUPCH
OG0004427	sp|P51945|CCNG1_MOUSE	tr|L9JJM6|L9JJM6_TUPCH
OG0004428	sp|P56280|TCL1A_MOUSE	tr|L8YAY3|L8YAY3_TUPCH
OG0004429	sp|P56942|MCH_MOUSE	tr|L9L913|L9L913_TUPCH
OG0004430	sp|P84102|SERF2_MOUSE	tr|L8YE71|L8YE71_TUPCH
OG0004431	sp|Q3U2S4|OTUD5_MOUSE	tr|L8YF77|L8YF77_TUPCH
OG0004432	sp|Q5SUC9|SCO1_MOUSE	tr|L9JV68|L9JV68_TUPCH
OG0004433	sp|Q5SVL6|RPGP2_MOUSE	tr|L8Y9W8|L8Y9W8_TUPCH
OG0004434	sp|Q60716|P4HA2_MOUSE	tr|L8YAQ3|L8YAQ3_TUPCH
OG0004435	sp|Q62227|NR0B2_MOUSE	tr|L9JBC8|L9JBC8_TUPCH
OG0004436	sp|Q64151|SEM4C_MOUSE	tr|L8Y5M4|L8Y5M4_TUPCH
OG0004437	sp|Q6NZB1|ANM6_MOUSE	tr|L9KRA4|L9KRA4_TUPCH
OG0004438	sp|Q80UC8|GP139_MOUSE	tr|L9KY21|L9KY21_TUPCH
OG0004439	sp|Q80YT9|RBM11_MOUSE	tr|L9KMA3|L9KMA3_TUPCH
OG0004440	sp|Q8BGD5|CPT1C_MOUSE	tr|L9J9W8|L9J9W8_TUPCH
OG0004441	sp|Q8BI08|MAL2_MOUSE	tr|L9LFT6|L9LFT6_TUPCH
OG0004442	sp|Q8K0S9|SNPC1_MOUSE	tr|L8YCG0|L8YCG0_TUPCH
OG0004443	sp|Q8VCN9|TBCC_MOUSE	tr|L9KTC2|L9KTC2_TUPCH
OG0004446	sp|Q99JU7|BNIPL_MOUSE	tr|L8Y2X1|L8Y2X1_TUPCH
OG0004447	sp|Q9CQE5|RGS10_MOUSE	tr|L9J9Q8|L9J9Q8_TUPCH
OG0004448	sp|Q9CZX5|PINX1_MOUSE	tr|L8YI51|L8YI51_TUPCH
OG0004449	sp|Q9D3W5|LRC71_MOUSE	tr|L9KAZ7|L9KAZ7_TUPCH
OG0004450	sp|Q9DBM0|ABCG8_MOUSE	tr|L9JAH5|L9JAH5_TUPCH
OG0004451	sp|Q9EQT3|RHOU_MOUSE	tr|L9KYS6|L9KYS6_TUPCH
OG0004452	tr|Q9ER05|Q9ER05_MOUSE	tr|L9JJ58|L9JJ58_TUPCH
OG0004453	sp|Q9JJ59|ABCB9_MOUSE	tr|L9KSQ0|L9KSQ0_TUPCH
OG0004454	sp|Q9JKK1|STX6_MOUSE	tr|L9LAV3|L9LAV3_TUPCH
OG0004455	sp|Q9QYC3|BHA15_MOUSE	tr|L9KQ41|L9KQ41_TUPCH
OG0004456	sp|Q9QYS1|WNT16_MOUSE	tr|L9KSU6|L9KSU6_TUPCH
OG0004457	sp|Q9R059|FHL3_MOUSE	tr|L9JCX8|L9JCX8_TUPCH
OG0004458	sp|Q9R207|NBN_MOUSE	tr|L9JFC8|L9JFC8_TUPCH
OG0004459	sp|Q9Z2A5|ATE1_MOUSE	tr|L9L3S5|L9L3S5_TUPCH
OG0004462	sp|A2AMM0|CAVN4_MOUSE	tr|L9L0D5|L9L0D5_TUPCH
OG0004463	tr|B1AR10|B1AR10_MOUSE	tr|L9JXB6|L9JXB6_TUPCH
OG0004464	sp|B9EKX1|PTHD4_MOUSE	tr|L9KS84|L9KS84_TUPCH
OG0004465	tr|D3YZZ5|D3YZZ5_MOUSE	tr|L9JDK4|L9JDK4_TUPCH
OG0004466	sp|O35711|LIPB2_MOUSE	tr|L8Y9K2|L8Y9K2_TUPCH
OG0004467	sp|O88593|PGRP1_MOUSE	tr|L9LBL5|L9LBL5_TUPCH
OG0004468	sp|O88983|STX8_MOUSE	tr|L9JS73|L9JS73_TUPCH
OG0004469	sp|P14094|AT1B1_MOUSE	tr|L9L1I8|L9L1I8_TUPCH
OG0004470	sp|P24668|MPRD_MOUSE	tr|L8Y7K1|L8Y7K1_TUPCH
OG0004471	sp|P49650|P2RY1_MOUSE	tr|L9KRS0|L9KRS0_TUPCH
OG0004472	sp|P63101|1433Z_MOUSE	tr|L9JA61|L9JA61_TUPCH
OG0004473	sp|P97789|XRN1_MOUSE	tr|L8YF78|L8YF78_TUPCH
OG0004474	sp|P97857|ATS1_MOUSE	tr|L9JF44|L9JF44_TUPCH
OG0004475	sp|Q06335|APLP2_MOUSE	tr|L9KTP4|L9KTP4_TUPCH
OG0004476	sp|Q3UCV8|OTUL_MOUSE	tr|L8YB68|L8YB68_TUPCH
OG0004477	sp|Q61210|ARHG1_MOUSE	tr|L9L7G6|L9L7G6_TUPCH
OG0004478	sp|Q61592|GAS6_MOUSE	tr|L9JAG8|L9JAG8_TUPCH
OG0004479	sp|Q64288|OMP_MOUSE	tr|L9KQQ4|L9KQQ4_TUPCH
OG0004480	sp|Q64455|PTPRJ_MOUSE	tr|L8Y0G6|L8Y0G6_TUPCH
OG0004481	sp|Q64519|SDC3_MOUSE	tr|L9JDJ0|L9JDJ0_TUPCH
OG0004482	sp|Q68FG3|SPT2_MOUSE	tr|L9JAF3|L9JAF3_TUPCH
OG0004483	sp|Q6PAR5|GAPD1_MOUSE	tr|L9JDX7|L9JDX7_TUPCH
OG0004484	sp|Q6ZPF3|TIAM2_MOUSE	tr|L9LCU3|L9LCU3_TUPCH
OG0004485	sp|Q7TN89|RASE_MOUSE	tr|L8Y2F5|L8Y2F5_TUPCH
OG0004486	sp|Q8BGB7|ENOPH_MOUSE	tr|L9KMC4|L9KMC4_TUPCH
OG0004487	sp|Q8BGZ2|F168A_MOUSE	tr|L9LAD4|L9LAD4_TUPCH
OG0004488	sp|Q8BJ51|MFS11_MOUSE	tr|L9L4E1|L9L4E1_TUPCH
OG0004489	sp|Q8BKG3|PTK7_MOUSE	tr|L9KSZ6|L9KSZ6_TUPCH
OG0004490	sp|Q8C0W1|ANMY1_MOUSE	tr|L9KQS9|L9KQS9_TUPCH
OG0004491	sp|Q8C2S5|FBXL5_MOUSE	tr|L9L629|L9L629_TUPCH
OG0004492	sp|Q8CA71|SHSA4_MOUSE	tr|L9JFA8|L9JFA8_TUPCH
OG0004493	sp|Q8CBC6|LRRN3_MOUSE	tr|L9KW55|L9KW55_TUPCH
OG0004494	sp|Q8CCJ3|UFL1_MOUSE	tr|L9JVM7|L9JVM7_TUPCH
OG0004495	sp|Q8CG48|SMC2_MOUSE	tr|L9K688|L9K688_TUPCH
OG0004496	sp|Q8K339|KIN17_MOUSE	tr|L9KV18|L9KV18_TUPCH
OG0004497	sp|Q8R2Y8|PTH2_MOUSE	tr|L9KFB4|L9KFB4_TUPCH
OG0004498	sp|Q925I1|ATAD3_MOUSE	tr|L8Y963|L8Y963_TUPCH
OG0004499	sp|Q99JG2|G37L1_MOUSE	tr|L9JBE0|L9JBE0_TUPCH
OG0004500	sp|Q99LH2|PTSS1_MOUSE	tr|L8YGC2|L8YGC2_TUPCH
OG0004501	sp|Q9CPY3|CDCA5_MOUSE	tr|L9KVA5|L9KVA5_TUPCH
OG0004502	sp|Q9CQ60|6PGL_MOUSE	tr|L9KWU5|L9KWU5_TUPCH
OG0004503	sp|Q9CSU0|RPR1B_MOUSE	tr|L9L4G3|L9L4G3_TUPCH
OG0004504	sp|Q9CSV6|SFT2C_MOUSE	tr|L9KI82|L9KI82_TUPCH
OG0004505	sp|Q9D3J5|ANR22_MOUSE	tr|L9KUS4|L9KUS4_TUPCH
OG0004506	sp|Q9EQC0|CHST1_MOUSE	tr|L9JDZ4|L9JDZ4_TUPCH
OG0004507	sp|Q9ESN1|DOC2G_MOUSE	tr|L8Y3A5|L8Y3A5_TUPCH
OG0004508	sp|Q9JHG1|PIGP_MOUSE	tr|L9L3B6|L9L3B6_TUPCH
OG0004509	sp|Q9JJ28|FLII_MOUSE	tr|L8YHN8|L8YHN8_TUPCH
OG0004510	sp|Q9JLR5|TCF23_MOUSE	tr|L8YGX8|L8YGX8_TUPCH
OG0004511	sp|Q9R1T2|SAE1_MOUSE	tr|L9LBN5|L9LBN5_TUPCH
OG0004512	sp|A2AQ19|RTF1_MOUSE	tr|L9JCV7|L9JCV7_TUPCH
OG0004513	tr|B2RVE2|B2RVE2_MOUSE	tr|L8Y479|L8Y479_TUPCH
OG0004514	sp|O35054|CLD4_MOUSE	tr|L9KFC4|L9KFC4_TUPCH
OG0004515	sp|O35484|AZIN1_MOUSE	tr|L9L0X2|L9L0X2_TUPCH
OG0004516	sp|O88196|TTC3_MOUSE	tr|L9KYV3|L9KYV3_TUPCH
OG0004517	sp|O88561|S27A3_MOUSE	tr|L9J9V9|L9J9V9_TUPCH
OG0004518	sp|O89103|C1QR1_MOUSE	tr|L8YF28|L8YF28_TUPCH
OG0004519	sp|P55096|ABCD3_MOUSE	tr|L8YAH0|L8YAH0_TUPCH
OG0004520	sp|P55144|TYRO3_MOUSE	tr|L9JC22|L9JC22_TUPCH
OG0004521	sp|P59532|T2R41_MOUSE	tr|L9JB27|L9JB27_TUPCH
OG0004522	sp|P70660|NGN1_MOUSE	tr|L8Y8W7|L8Y8W7_TUPCH
OG0004524	sp|Q0VEJ0|CEP76_MOUSE	tr|L8YCR6|L8YCR6_TUPCH
OG0004525	sp|Q58NB6|DHRS9_MOUSE	tr|L9KHX2|L9KHX2_TUPCH
OG0004526	sp|Q5EBI0|S2610_MOUSE	tr|L8Y2G7|L8Y2G7_TUPCH
OG0004527	sp|Q61085|RHPN1_MOUSE	tr|L9KKD2|L9KKD2_TUPCH
OG0004528	sp|Q69ZF8|MSL2_MOUSE	tr|L8Y307|L8Y307_TUPCH
OG0004529	sp|Q6PHN9|RAB35_MOUSE	tr|L9KM52|L9KM52_TUPCH
OG0004530	sp|Q7TS74|CKP2L_MOUSE	tr|L9JM76|L9JM76_TUPCH
OG0004531	sp|Q810M1|CF299_MOUSE	tr|L9KRV1|L9KRV1_TUPCH
OG0004532	sp|Q8BIF9|ZN787_MOUSE	tr|L8Y4S6|L8Y4S6_TUPCH
OG0004533	sp|Q8BMT9|HHAT_MOUSE	tr|L9JBN4|L9JBN4_TUPCH
OG0004534	sp|Q8BVP6|LYPD4_MOUSE	tr|L9LBD2|L9LBD2_TUPCH
OG0004535	sp|Q8R2V3|ZN445_MOUSE	tr|L8Y5E9|L8Y5E9_TUPCH
OG0004536	sp|Q8VCZ6|SGSM3_MOUSE	tr|L9KNT7|L9KNT7_TUPCH
OG0004537	sp|Q924H9|DQX1_MOUSE	tr|L9KMP8|L9KMP8_TUPCH
OG0004538	sp|Q924W7|DEN2B_MOUSE	tr|L8YAS4|L8YAS4_TUPCH
OG0004539	sp|Q99K74|MED24_MOUSE	tr|L9JWD4|L9JWD4_TUPCH
OG0004540	sp|Q9CQF8|RT63_MOUSE	tr|L9JBE3|L9JBE3_TUPCH
OG0004541	sp|Q9CWV1|MCM8_MOUSE	tr|L8YG40|L8YG40_TUPCH
OG0004542	sp|Q9D2G2|ODO2_MOUSE	tr|L8Y0Z5|L8Y0Z5_TUPCH
OG0004543	sp|Q9D773|RM02_MOUSE	tr|L9KY19|L9KY19_TUPCH
OG0004544	sp|Q9DBW0|CP4V2_MOUSE	tr|L9J9Q4|L9J9Q4_TUPCH
OG0004545	sp|Q9JLC6|TEF_MOUSE	tr|L9KNW4|L9KNW4_TUPCH
OG0004546	sp|Q9R0Q6|ARC1A_MOUSE	tr|L9KPM1|L9KPM1_TUPCH
OG0004547	sp|Q9R0Q8|CLC4E_MOUSE	tr|L9KY31|L9KY31_TUPCH
OG0004548	tr|A0A494B9K2|A0A494B9K2_MOUSE	tr|L9L1S5|L9L1S5_TUPCH
OG0004549	sp|B2RY83|HPSE2_MOUSE	tr|L9JFH0|L9JFH0_TUPCH
OG0004550	sp|D3Z4S3|PTRD1_MOUSE	tr|L9L0Z8|L9L0Z8_TUPCH
OG0004551	tr|E9PY03|E9PY03_MOUSE	tr|L8YE57|L8YE57_TUPCH
OG0004552	tr|E9Q6A2|E9Q6A2_MOUSE	tr|L9LCA2|L9LCA2_TUPCH
OG0004553	tr|G3X952|G3X952_MOUSE	tr|L9KUW3|L9KUW3_TUPCH
OG0004554	sp|O08859|TSG6_MOUSE	tr|L9JEH6|L9JEH6_TUPCH
OG0004555	sp|O35566|CD151_MOUSE	tr|L8YC00|L8YC00_TUPCH
OG0004556	sp|O88186|GPIX_MOUSE	tr|L8Y5D6|L8Y5D6_TUPCH
OG0004557	sp|O88455|DHCR7_MOUSE	tr|L9LAM0|L9LAM0_TUPCH
OG0004558	sp|O88839|ADA15_MOUSE	tr|L9KIY5|L9KIY5_TUPCH
OG0004559	sp|P12657|ACM1_MOUSE	tr|L9JP47|L9JP47_TUPCH
OG0004560	sp|P12658|CALB1_MOUSE	tr|L8YHY4|L8YHY4_TUPCH
OG0004561	sp|P12660|PCP2_MOUSE	tr|L8Y117|L8Y117_TUPCH
OG0004562	sp|P25446|TNR6_MOUSE	tr|L9KW24|L9KW24_TUPCH
OG0004563	sp|P35917|VGFR3_MOUSE	tr|L9L0E5|L9L0E5_TUPCH
OG0004564	sp|Q00288|PAX8_MOUSE	tr|L9JLZ5|L9JLZ5_TUPCH
OG0004565	sp|Q2EMV9|PAR14_MOUSE	tr|L9KFH6|L9KFH6_TUPCH
OG0004566	sp|Q3SXC5|ARL14_MOUSE	tr|L8YAJ7|L8YAJ7_TUPCH
OG0004567	sp|Q3UL36|ARGL1_MOUSE	tr|L9JA89|L9JA89_TUPCH
OG0004568	sp|Q3URQ0|TEX10_MOUSE	tr|L8Y7S9|L8Y7S9_TUPCH
OG0004569	sp|Q5DQQ6|WFD13_MOUSE	tr|L9KG04|L9KG04_TUPCH
OG0004570	sp|Q5XKN4|JAGN1_MOUSE	tr|L9KKN6|L9KKN6_TUPCH
OG0004571	sp|Q61043|NIN_MOUSE	tr|L9J9M1|L9J9M1_TUPCH
OG0004572	sp|Q69ZK6|JHD2C_MOUSE	tr|L9KLC4|L9KLC4_TUPCH
OG0004573	sp|Q6NV72|WDCP_MOUSE	tr|L8Y4C7|L8Y4C7_TUPCH
OG0004574	tr|Q6NZI9|Q6NZI9_MOUSE	tr|L9L7Z0|L9L7Z0_TUPCH
OG0004575	sp|Q6P5G0|MK04_MOUSE	tr|L9L6N1|L9L6N1_TUPCH
OG0004576	sp|Q6P9S1|ATMIN_MOUSE	tr|L9KJR1|L9KJR1_TUPCH
OG0004577	sp|Q80TG1|KANL1_MOUSE	tr|L9JB71|L9JB71_TUPCH
OG0004578	sp|Q80U16|RIPR2_MOUSE	tr|L8YG96|L8YG96_TUPCH
OG0004579	sp|Q80W49|CRBG3_MOUSE	tr|L8XZC6|L8XZC6_TUPCH
OG0004580	sp|Q80WJ1|GGN_MOUSE	tr|L8YC06|L8YC06_TUPCH
OG0004581	sp|Q8BGD9|IF4B_MOUSE	tr|L9JGW4|L9JGW4_TUPCH
OG0004582	sp|Q8BY02|NKRF_MOUSE	tr|L8Y3H6|L8Y3H6_TUPCH
OG0004583	sp|Q8C3L1|SSUH2_MOUSE	tr|L9KKQ0|L9KKQ0_TUPCH
OG0004584	sp|Q8K0U4|HS12A_MOUSE	tr|L9L814|L9L814_TUPCH
OG0004585	sp|Q8K1K6|SPB10_MOUSE	tr|L9L8N2|L9L8N2_TUPCH
OG0004586	sp|Q8R316|HBP1_MOUSE	tr|L8YGI7|L8YGI7_TUPCH
OG0004587	sp|Q91WF7|FIG4_MOUSE	tr|L9JIC9|L9JIC9_TUPCH
OG0004588	sp|Q9D0K1|PEX13_MOUSE	tr|L9KKQ1|L9KKQ1_TUPCH
OG0004589	sp|Q9D2C6|RPC8_MOUSE	tr|L9KPQ3|L9KPQ3_TUPCH
OG0004591	sp|Q9DBL1|ACDSB_MOUSE	tr|L9L4M7|L9L4M7_TUPCH
OG0004592	sp|Q9DCL4|MET15_MOUSE	tr|L9JF01|L9JF01_TUPCH
OG0004593	sp|Q9JHH5|CXL11_MOUSE	tr|L9L5R6|L9L5R6_TUPCH
OG0004594	sp|Q9JI99|SGPP1_MOUSE	tr|L9L7D5|L9L7D5_TUPCH
OG0004595	sp|Q9JKC7|AP4M1_MOUSE	tr|L9KQ58|L9KQ58_TUPCH
OG0004596	sp|Q9JMH9|MY18A_MOUSE	tr|L8YAK9|L8YAK9_TUPCH
OG0004597	sp|Q9QZF2|GPC1_MOUSE	tr|L9KLC3|L9KLC3_TUPCH
OG0004598	sp|Q9WVK0|ATRAP_MOUSE	tr|L9L107|L9L107_TUPCH
OG0004599	sp|Q9Z2L7|CRLF3_MOUSE	tr|L9KKV5|L9KKV5_TUPCH
OG0004600	sp|A2A3V1|AK17B_MOUSE	tr|L8Y8Y7|L8Y8Y7_TUPCH
OG0004601	sp|A2A9I7|DMRTB_MOUSE	tr|L9KSH8|L9KSH8_TUPCH
OG0004603	tr|G3UXC7|G3UXC7_MOUSE	tr|L9L7T0|L9L7T0_TUPCH
OG0004604	sp|O35664|INAR2_MOUSE	tr|L9KHB9|L9KHB9_TUPCH
OG0004605	sp|O54788|DFFB_MOUSE	tr|L8YI78|L8YI78_TUPCH
OG0004606	sp|O70263|LNX1_MOUSE	tr|L8Y8S8|L8Y8S8_TUPCH
OG0004607	sp|P10300|CD8B_MOUSE	tr|L8Y309|L8Y309_TUPCH
OG0004608	sp|P24610|PAX3_MOUSE	tr|L8Y6U5|L8Y6U5_TUPCH
OG0004609	sp|P27792|LYL1_MOUSE	tr|L8YGN5|L8YGN5_TUPCH
OG0004610	sp|P35385|HSPB7_MOUSE	tr|L9L1H0|L9L1H0_TUPCH
OG0004611	sp|P41209|CETN1_MOUSE	tr|L9KRI6|L9KRI6_TUPCH
OG0004612	sp|P57776|EF1D_MOUSE	tr|L9KKC7|L9KKC7_TUPCH
OG0004613	sp|P59328|WDHD1_MOUSE	tr|L9J9T9|L9J9T9_TUPCH
OG0004614	sp|Q3TB82|PKHF1_MOUSE	tr|L8Y3Z0|L8Y3Z0_TUPCH
OG0004615	sp|Q3TQI7|TLS1_MOUSE	tr|L8Y5T3|L8Y5T3_TUPCH
OG0004616	sp|Q3ULW6|CCD33_MOUSE	tr|L9KII1|L9KII1_TUPCH
OG0004617	sp|Q3URK3|TET1_MOUSE	tr|L9KS20|L9KS20_TUPCH
OG0004618	sp|Q60596|XRCC1_MOUSE	tr|L9L7I7|L9L7I7_TUPCH
OG0004619	sp|Q61056|TRPC1_MOUSE	tr|L8YBN5|L8YBN5_TUPCH
OG0004620	sp|Q6PDF3|SVOPL_MOUSE	tr|L9L186|L9L186_TUPCH
OG0004621	sp|Q6PDI6|MINY2_MOUSE	tr|L9L8W3|L9L8W3_TUPCH
OG0004622	sp|Q8BGG7|UBS3B_MOUSE	tr|L9KTM9|L9KTM9_TUPCH
OG0004623	sp|Q8C3I9|DIK2B_MOUSE	tr|L9KS82|L9KS82_TUPCH
OG0004624	sp|Q8C5R2|PRSR2_MOUSE	tr|L9KQK4|L9KQK4_TUPCH
OG0004625	sp|Q8CFD4|SNX8_MOUSE	tr|L8Y455|L8Y455_TUPCH
OG0004626	sp|Q8K083|ZN536_MOUSE	tr|L8Y3Y5|L8Y3Y5_TUPCH
OG0004628	sp|Q8VD65|PI3R4_MOUSE	tr|L9JGU5|L9JGU5_TUPCH
OG0004629	sp|Q91WE6|CDKAL_MOUSE	tr|L9L1W5|L9L1W5_TUPCH
OG0004630	sp|Q91XD3|T4S4_MOUSE	tr|L9KR15|L9KR15_TUPCH
OG0004631	sp|Q922U1|PRPF3_MOUSE	tr|L8Y6R2|L8Y6R2_TUPCH
OG0004632	sp|Q99J79|DDB2_MOUSE	tr|L9JER7|L9JER7_TUPCH
OG0004633	sp|Q99LV7|PIGX_MOUSE	tr|L9JKQ0|L9JKQ0_TUPCH
OG0004634	sp|Q9CQW0|EMC6_MOUSE	tr|L8Y414|L8Y414_TUPCH
OG0004635	sp|Q9CR67|TMM33_MOUSE	tr|L9KAQ6|L9KAQ6_TUPCH
OG0004636	sp|Q9D142|NUD14_MOUSE	tr|L9JA86|L9JA86_TUPCH
OG0004637	sp|Q9D338|RM19_MOUSE	tr|L9KM23|L9KM23_TUPCH
OG0004638	sp|Q9DC16|ERGI1_MOUSE	tr|L9JCF9|L9JCF9_TUPCH
OG0004639	sp|Q9DC77|SMPX_MOUSE	tr|L9KXY9|L9KXY9_TUPCH
OG0004640	sp|Q9DD16|NUD22_MOUSE	tr|L9KRH8|L9KRH8_TUPCH
OG0004641	sp|Q9ESC8|AFF4_MOUSE	tr|L8Y8Y4|L8Y8Y4_TUPCH
OG0004642	sp|Q9R098|HGFA_MOUSE	tr|L9KJT5|L9KJT5_TUPCH
OG0004643	sp|Q9WTR6|XCT_MOUSE	tr|L9L675|L9L675_TUPCH
OG0004644	sp|Q9Z2G9|HTAI2_MOUSE	tr|L9L1U7|L9L1U7_TUPCH
OG0004645	tr|A0A1W2P8B8|A0A1W2P8B8_MOUSE	tr|L8YBG5|L8YBG5_TUPCH
OG0004647	sp|A9Z1V5|VW5B1_MOUSE	tr|L9L1C2|L9L1C2_TUPCH
OG0004648	tr|D3YXK0|D3YXK0_MOUSE	tr|L9KUR0|L9KUR0_TUPCH
OG0004649	sp|G5E872|RNPL1_MOUSE	tr|L9KLA2|L9KLA2_TUPCH
OG0004650	sp|O35710|NOCT_MOUSE	tr|L9L1X7|L9L1X7_TUPCH
OG0004651	sp|O70361|PER3_MOUSE	tr|L9L152|L9L152_TUPCH
OG0004652	sp|O88685|PRS6A_MOUSE	tr|L9JIB5|L9JIB5_TUPCH
OG0004653	sp|P02716|ACHD_MOUSE	tr|L8XZX0|L8XZX0_TUPCH
OG0004654	sp|P15920|VPP2_MOUSE	tr|L9KS30|L9KS30_TUPCH
OG0004655	sp|P20782|ACHE_MOUSE	tr|L9KLL3|L9KLL3_TUPCH
OG0004656	sp|P40124|CAP1_MOUSE	tr|L8YBC2|L8YBC2_TUPCH
OG0004657	sp|P42209|SEPT1_MOUSE	tr|L9KYW7|L9KYW7_TUPCH
OG0004658	sp|P49182|HEP2_MOUSE	tr|L9LCF7|L9LCF7_TUPCH
OG0004659	sp|P60003|ELOF1_MOUSE	tr|L8YCZ2|L8YCZ2_TUPCH
OG0004660	sp|P61793|LPAR1_MOUSE	tr|L9LA30|L9LA30_TUPCH
OG0004661	sp|P70180|ANPRC_MOUSE	tr|L9KT95|L9KT95_TUPCH
OG0004662	sp|P81183|IKZF2_MOUSE	tr|L9LCC2|L9LCC2_TUPCH
OG0004663	sp|P97443|SMYD1_MOUSE	tr|L8Y8U6|L8Y8U6_TUPCH
OG0004664	sp|Q03146|DDR1_MOUSE	tr|L9KZC4|L9KZC4_TUPCH
OG0004665	tr|Q3U0X6|Q3U0X6_MOUSE	tr|L9L979|L9L979_TUPCH
OG0004666	sp|Q3U381|ZN692_MOUSE	tr|L9KV68|L9KV68_TUPCH
OG0004668	sp|Q5GIG6|TNI3K_MOUSE	tr|L9KZ32|L9KZ32_TUPCH
OG0004669	sp|Q61184|MTR1A_MOUSE	tr|L9J907|L9J907_TUPCH
OG0004670	sp|Q6A078|CE290_MOUSE	tr|L9KFI8|L9KFI8_TUPCH
OG0004671	sp|Q6TL19|GUC2G_MOUSE	tr|L9KHX0|L9KHX0_TUPCH
OG0004672	sp|Q80V85|TRI62_MOUSE	tr|L9JDF4|L9JDF4_TUPCH
OG0004673	tr|Q80VT5|Q80VT5_MOUSE	tr|L9LCG5|L9LCG5_TUPCH
OG0004674	sp|Q80W47|WIPI2_MOUSE	tr|L9L4M5|L9L4M5_TUPCH
OG0004675	sp|Q80Y98|DDHD2_MOUSE	tr|L8Y4E9|L8Y4E9_TUPCH
OG0004676	sp|Q8BMQ8|MON1B_MOUSE	tr|L9KKJ8|L9KKJ8_TUPCH
OG0004677	sp|Q8BSF4|PISD_MOUSE	tr|L9KUH5|L9KUH5_TUPCH
OG0004678	sp|Q8BTV2|CPSF7_MOUSE	tr|L8Y1M0|L8Y1M0_TUPCH
OG0004679	sp|Q8C262|IIGP5_MOUSE	tr|L9LBF9|L9LBF9_TUPCH
OG0004680	sp|Q8K2T4|UQCC3_MOUSE	tr|L9JNW1|L9JNW1_TUPCH
OG0004681	sp|Q8K4Q0|RPTOR_MOUSE	tr|L9KZK2|L9KZK2_TUPCH
OG0004682	sp|Q8R189|PAQRA_MOUSE	tr|L9L4C4|L9L4C4_TUPCH
OG0004683	sp|Q91VJ1|AIM2_MOUSE	tr|L8Y2Y1|L8Y2Y1_TUPCH
OG0004684	sp|Q91ZP9|NECA2_MOUSE	tr|L9KP56|L9KP56_TUPCH
OG0004685	sp|Q921R4|DJC14_MOUSE	tr|L8YAP8|L8YAP8_TUPCH
OG0004686	sp|Q9CQG6|TM147_MOUSE	tr|L8Y354|L8Y354_TUPCH
OG0004687	sp|Q9CTG6|AT132_MOUSE	tr|L9L5A7|L9L5A7_TUPCH
OG0004688	sp|Q9JHI5|IVD_MOUSE	tr|L9JCT8|L9JCT8_TUPCH
OG0004689	sp|Q9QY61|IRX4_MOUSE	tr|L9LCL9|L9LCL9_TUPCH
OG0004690	sp|Q9WVL1|AP4S1_MOUSE	tr|L9KKC8|L9KKC8_TUPCH
OG0004691	sp|Q9Z2Y8|PLPHP_MOUSE	tr|L8Y0T8|L8Y0T8_TUPCH
OG0004692	tr|A0A1B0GSS1|A0A1B0GSS1_MOUSE	tr|L8YB69|L8YB69_TUPCH
