Orthogroup	Mus_musculus	Prolemur_simus
OG0002009	sp|Q80VG1|SCML4_MOUSE	tr|A0A8C8YHB2|A0A8C8YHB2_PROSS, tr|A0A8C8Z5Y4|A0A8C8Z5Y4_PROSS
OG0002010	sp|Q80XI7|VOME_MOUSE, tr|A2AJD1|A2AJD1_MOUSE	tr|A0A8C9DG60|A0A8C9DG60_PROSS
OG0002011	tr|Q9D9Q3|Q9D9Q3_MOUSE, sp|Q9D6K8|FUND2_MOUSE	tr|A0A8C8ZLM1|A0A8C8ZLM1_PROSS
OG0002012	sp|P51180|MIP_MOUSE	tr|A0A8C9AZI0|A0A8C9AZI0_PROSS, tr|A0A8C8YFI8|A0A8C8YFI8_PROSS
OG0002013	sp|Q587J6|LITD1_MOUSE, sp|P11260|LORF1_MOUSE	tr|A0A8C8YWS6|A0A8C8YWS6_PROSS
OG0002014	sp|O09105|NDF4_MOUSE, sp|Q60867|NDF1_MOUSE	tr|A0A8C8YNJ7|A0A8C8YNJ7_PROSS
OG0002015	sp|Q9QYM9|TEFF2_MOUSE, sp|Q6PFE7|TEFF1_MOUSE	tr|A0A8C9AQI4|A0A8C9AQI4_PROSS
OG0002016	sp|Q8K097|LFG2_MOUSE, sp|Q8BJZ3|LFG3_MOUSE	tr|A0A8C9AY60|A0A8C9AY60_PROSS
OG0002017	tr|A2AP89|A2AP89_MOUSE, sp|Q64727|VINC_MOUSE	tr|A0A8C9A5S4|A0A8C9A5S4_PROSS
OG0002018	sp|O08712|TR11B_MOUSE	tr|A0A8C9DDM2|A0A8C9DDM2_PROSS, tr|A0A8C9DTG0|A0A8C9DTG0_PROSS
OG0002019	sp|Q8BHK0|PNMA2_MOUSE	tr|A0A8C9B2D8|A0A8C9B2D8_PROSS, tr|A0A8C8Z9F0|A0A8C8Z9F0_PROSS
OG0002020	sp|Q99MT8|MRGRH_MOUSE, sp|P30554|MAS_MOUSE	tr|A0A8C9ADB7|A0A8C9ADB7_PROSS
OG0002021	sp|Q925U0|OOSP1_MOUSE, sp|G5E8D7|OOSP3_MOUSE	tr|A0A8C8YR83|A0A8C8YR83_PROSS
OG0002022	sp|O88491|NSD1_MOUSE, sp|Q8BVE8|NSD2_MOUSE	tr|A0A8C9AL50|A0A8C9AL50_PROSS
OG0002023	sp|P58019|CD59B_MOUSE, sp|O55186|CD59A_MOUSE	tr|A0A8C8YPN2|A0A8C8YPN2_PROSS
OG0002024	sp|P60154|RNAS9_MOUSE	tr|A0A8C8YGD6|A0A8C8YGD6_PROSS, tr|A0A8C9DEJ9|A0A8C9DEJ9_PROSS
OG0002025	sp|Q6PB70|ANO8_MOUSE, sp|Q8BH79|ANO10_MOUSE	tr|A0A8C8ZCR1|A0A8C8ZCR1_PROSS
OG0002026	sp|Q8BKV0|TICN3_MOUSE, sp|Q62288|TICN1_MOUSE	tr|A0A8C8YIL1|A0A8C8YIL1_PROSS
OG0002027	sp|Q9CRW3|CB076_MOUSE	tr|A0A8C9DR07|A0A8C9DR07_PROSS, tr|A0A8C8YKX7|A0A8C8YKX7_PROSS
OG0002029	sp|Q9QYC1|PCX1_MOUSE, sp|Q8VI59|PCX3_MOUSE	tr|A0A8C9APU3|A0A8C9APU3_PROSS
OG0002030	sp|Q8BG54|SPTC3_MOUSE, sp|P97363|SPTC2_MOUSE	tr|A0A8C8YEX1|A0A8C8YEX1_PROSS
OG0002031	sp|Q91VJ5|PQBP1_MOUSE	tr|A0A8C8ZTJ5|A0A8C8ZTJ5_PROSS, tr|A0A8C9A2W3|A0A8C9A2W3_PROSS
OG0002032	sp|Q9D752|MD2L2_MOUSE	tr|A0A8C9ADD4|A0A8C9ADD4_PROSS, tr|A0A8C9ARK5|A0A8C9ARK5_PROSS
OG0002033	sp|Q6DIA9|FBX27_MOUSE, sp|Q9QZM8|FBX17_MOUSE	tr|A0A8C9AHV0|A0A8C9AHV0_PROSS
OG0002034	tr|Q7TRS6|Q7TRS6_MOUSE, tr|E9Q546|E9Q546_MOUSE	tr|A0A8C9DMH8|A0A8C9DMH8_PROSS
OG0002035	sp|Q9ERI5|JMJD6_MOUSE, sp|Q3TA59|JMJD8_MOUSE	tr|A0A8C8Z7T3|A0A8C8Z7T3_PROSS
OG0002036	sp|Q8BLB8|AN34C_MOUSE, sp|Q3UUF8|AN34B_MOUSE	tr|A0A8C9AK74|A0A8C9AK74_PROSS
OG0002037	sp|Q99J27|ACATN_MOUSE	tr|A0A8C8YJ31|A0A8C8YJ31_PROSS, tr|A0A8C8YLA0|A0A8C8YLA0_PROSS
OG0002038	tr|D3YZZ2|D3YZZ2_MOUSE, sp|O88393|TGBR3_MOUSE	tr|A0A8C8ZTG9|A0A8C8ZTG9_PROSS
OG0002039	sp|P61205|ARF3_MOUSE	tr|A0A8C9DLK1|A0A8C9DLK1_PROSS, tr|A0A8C9DGG7|A0A8C9DGG7_PROSS
OG0002040	tr|E9PZ11|E9PZ11_MOUSE	tr|A0A8C8ZFQ6|A0A8C8ZFQ6_PROSS, tr|A0A8C8YH70|A0A8C8YH70_PROSS
OG0002041	sp|Q99N23|CAH15_MOUSE, sp|P00920|CAH2_MOUSE	tr|A0A8C8YXV2|A0A8C8YXV2_PROSS
OG0002042	tr|A0A0N4SUM5|A0A0N4SUM5_MOUSE, sp|P46099|KLF1_MOUSE	tr|A0A8C8YZ03|A0A8C8YZ03_PROSS
OG0002043	sp|P51680|CCR4_MOUSE, sp|P56484|CCR8_MOUSE	tr|A0A8C9AS66|A0A8C9AS66_PROSS
OG0002044	sp|Q80V70|MEGF6_MOUSE, sp|Q8C088|EGFEM_MOUSE	tr|A0A8C8Y9C4|A0A8C8Y9C4_PROSS
OG0002045	sp|Q9D232|SPNS3_MOUSE, sp|Q8R0G7|SPNS1_MOUSE	tr|A0A8C9AMJ0|A0A8C9AMJ0_PROSS
OG0002046	sp|Q9CQP2|TPPC2_MOUSE	tr|A0A8C9DLG2|A0A8C9DLG2_PROSS, tr|A0A8C9A499|A0A8C9A499_PROSS
OG0002047	sp|Q9DBF1|AL7A1_MOUSE	tr|A0A8C9AAR0|A0A8C9AAR0_PROSS, tr|A0A8C9AJB7|A0A8C9AJB7_PROSS
OG0002048	sp|Q9JIP7|S15A1_MOUSE, sp|Q9ES07|S15A2_MOUSE	tr|A0A8C8YYX7|A0A8C8YYX7_PROSS
OG0002049	tr|D3Z6P9|D3Z6P9_MOUSE	tr|A0A8C8YR99|A0A8C8YR99_PROSS, tr|A0A8C8YHD3|A0A8C8YHD3_PROSS
OG0002050	sp|P26955|IL3RB_MOUSE, sp|P26954|IL3B2_MOUSE	tr|A0A8C9DN13|A0A8C9DN13_PROSS
OG0002051	sp|P51125|ICAL_MOUSE	tr|A0A8C8ZAE8|A0A8C8ZAE8_PROSS, tr|A0A8C8ZY36|A0A8C8ZY36_PROSS
OG0002052	sp|Q00690|LYAM2_MOUSE	tr|A0A8C9AUV7|A0A8C9AUV7_PROSS, tr|A0A8C8Z2C1|A0A8C8Z2C1_PROSS
OG0002053	sp|Q64337|SQSTM_MOUSE	tr|A0A8C8YZQ2|A0A8C8YZQ2_PROSS, tr|A0A8C8ZMN9|A0A8C8ZMN9_PROSS
OG0002054	sp|Q8CIC2|NUP42_MOUSE, sp|Q8BTN6|LENG9_MOUSE	tr|A0A8C8YXU7|A0A8C8YXU7_PROSS
OG0002055	sp|Q8BVU5|NUDT9_MOUSE	tr|A0A8C9A1A9|A0A8C9A1A9_PROSS, tr|A0A8C8ZQG4|A0A8C8ZQG4_PROSS
OG0002056	sp|Q8K1F9|LCTL_MOUSE	tr|A0A8C9AEK0|A0A8C9AEK0_PROSS, tr|A0A8C8ZFJ1|A0A8C8ZFJ1_PROSS
OG0002057	sp|Q8R2I5|DFB15_MOUSE, sp|Q7TNV8|DFB34_MOUSE	tr|A0A8C8YPS6|A0A8C8YPS6_PROSS
OG0002058	sp|Q99P50|GHSR_MOUSE	tr|A0A8C9DNW3|A0A8C9DNW3_PROSS, tr|A0A8C9A1T1|A0A8C9A1T1_PROSS
OG0002059	sp|Q9CYH5|GFOD2_MOUSE	tr|A0A8C8ZA57|A0A8C8ZA57_PROSS, tr|A0A8C9DSZ3|A0A8C9DSZ3_PROSS
OG0002060	sp|Q9Z0H6|CST9_MOUSE	tr|A0A8C8ZDU2|A0A8C8ZDU2_PROSS, tr|A0A8C8ZB85|A0A8C8ZB85_PROSS
OG0002061	tr|A0A140T8L6|A0A140T8L6_MOUSE, sp|P60007|APC15_MOUSE	tr|A0A8C8ZDW0|A0A8C8ZDW0_PROSS
OG0002062	sp|O54926|SIVA_MOUSE	tr|A0A8C8ZC28|A0A8C8ZC28_PROSS, tr|A0A8C9DJD7|A0A8C9DJD7_PROSS
OG0002063	sp|P58544|BTBD1_MOUSE, tr|E9PUS2|E9PUS2_MOUSE	tr|A0A8C8YQV4|A0A8C8YQV4_PROSS
OG0002064	sp|Q8K4F6|NSUN5_MOUSE, sp|Q14AW5|NSUN7_MOUSE	tr|A0A8C9A753|A0A8C9A753_PROSS
OG0002065	sp|O55022|PGRC1_MOUSE, sp|Q80UU9|PGRC2_MOUSE	tr|A0A8C9A3A4|A0A8C9A3A4_PROSS
OG0002067	sp|Q8K0C5|ZG16_MOUSE	tr|A0A8C8YFY2|A0A8C8YFY2_PROSS, tr|A0A8C8Z337|A0A8C8Z337_PROSS
OG0002068	sp|Q8K327|CHAP1_MOUSE, sp|A2ANX9|ZN711_MOUSE	tr|A0A8C9DDD7|A0A8C9DDD7_PROSS
OG0002069	sp|Q99MV2|TX19A_MOUSE, sp|Q9D5S1|TX19B_MOUSE	tr|A0A8C8ZM27|A0A8C8ZM27_PROSS
OG0002070	sp|Q9CQ39|MED21_MOUSE	tr|A0A8C8ZZ33|A0A8C8ZZ33_PROSS, tr|A0A8C9A1P9|A0A8C9A1P9_PROSS
OG0002071	sp|Q9DB27|MCTS1_MOUSE	tr|A0A8C8ZMB8|A0A8C8ZMB8_PROSS, tr|A0A8C8ZNE7|A0A8C8ZNE7_PROSS
OG0002072	sp|Q9WUR2|ECI2_MOUSE, sp|Q78JN3|ECI3_MOUSE	tr|A0A8C9A8X0|A0A8C9A8X0_PROSS
OG0002073	sp|Q80WQ6|RHDF2_MOUSE, sp|Q6PIX5|RHDF1_MOUSE	tr|A0A8C9AMG2|A0A8C9AMG2_PROSS
OG0002074	sp|Q8BLJ3|PLCX3_MOUSE, sp|B2RXA1|PLCX2_MOUSE	tr|A0A8C8Z0C4|A0A8C8Z0C4_PROSS
OG0002075	sp|Q8VCQ3|NRBF2_MOUSE	tr|A0A8C8YTL3|A0A8C8YTL3_PROSS, tr|A0A8C9A1T8|A0A8C9A1T8_PROSS
OG0002076	sp|O35403|ST3A1_MOUSE, tr|G5E904|G5E904_MOUSE	tr|A0A8C9AQ49|A0A8C9AQ49_PROSS
OG0002077	sp|P35979|RL12_MOUSE	tr|A0A8C8Z5A2|A0A8C8Z5A2_PROSS, tr|A0A8C8Z7T2|A0A8C8Z7T2_PROSS
OG0002078	sp|P55105|BMP8B_MOUSE, sp|P34821|BMP8A_MOUSE	tr|A0A8C9A958|A0A8C9A958_PROSS
OG0002079	sp|P97792|CXAR_MOUSE, tr|Q1RME4|Q1RME4_MOUSE	tr|A0A8C8ZNT3|A0A8C8ZNT3_PROSS
OG0002080	sp|Q9CZY2|TCAL8_MOUSE	tr|A0A8C8ZCA7|A0A8C8ZCA7_PROSS, tr|A0A8C9DNW6|A0A8C9DNW6_PROSS
OG0002081	sp|A2AGX3|PRD11_MOUSE	tr|A0A8C8ZNU6|A0A8C8ZNU6_PROSS, tr|A0A8C8ZF78|A0A8C8ZF78_PROSS
OG0002082	sp|A3KGA4|TCAL7_MOUSE	tr|A0A8C9APR2|A0A8C9APR2_PROSS, tr|A0A8C8YS23|A0A8C8YS23_PROSS
OG0002083	sp|P70315|WASP_MOUSE, sp|Q91YD9|WASL_MOUSE	tr|A0A8C8ZLT3|A0A8C8ZLT3_PROSS
OG0002084	sp|Q0Q236|BSPH2_MOUSE	tr|A0A8C9AM86|A0A8C9AM86_PROSS, tr|A0A8C9AV20|A0A8C9AV20_PROSS
OG0002085	sp|Q8K4N2|SG11A_MOUSE, sp|Q3UW43|SG11B_MOUSE	tr|A0A8C8YL51|A0A8C8YL51_PROSS
OG0002086	sp|Q9EQ21|HEPC_MOUSE, sp|Q80T19|HEPC2_MOUSE	tr|A0A8C9DUD5|A0A8C9DUD5_PROSS
OG0002087	sp|Q9D9D5|TMC5A_MOUSE, sp|Q80X59|TMC5B_MOUSE	tr|A0A8C8ZA54|A0A8C8ZA54_PROSS
OG0002090	sp|Q80ZA0|ITL1B_MOUSE, sp|O88310|ITL1A_MOUSE	tr|A0A8C9AQT5|A0A8C9AQT5_PROSS
OG0002091	sp|Q9CZW2|CENPN_MOUSE	tr|A0A8C8YUZ0|A0A8C8YUZ0_PROSS, tr|A0A8C8Z7H8|A0A8C8Z7H8_PROSS
OG0002092	sp|Q8BJ90|ZN771_MOUSE	tr|A0A8C8Z3S4|A0A8C8Z3S4_PROSS, tr|A0A8C8YVB9|A0A8C8YVB9_PROSS
OG0002093	sp|Q8C3X8|LMF2_MOUSE, sp|Q3U3R4|LMF1_MOUSE	tr|A0A8C9DSP4|A0A8C9DSP4_PROSS
OG0002094	sp|Q9JM63|KCJ10_MOUSE, sp|O88932|KCJ15_MOUSE	tr|A0A8C9DJM2|A0A8C9DJM2_PROSS
OG0002095	sp|P61965|WDR5_MOUSE	tr|A0A8C9A6D2|A0A8C9A6D2_PROSS, tr|A0A8C8Z2X0|A0A8C8Z2X0_PROSS
OG0002096	sp|Q6P3D0|NUD16_MOUSE	tr|A0A8C8YK42|A0A8C8YK42_PROSS, tr|A0A8C8ZNJ0|A0A8C8ZNJ0_PROSS
OG0002097	sp|Q8JZL2|MCHR1_MOUSE	tr|A0A8C8ZAL4|A0A8C8ZAL4_PROSS, tr|A0A8C8YJR8|A0A8C8YJR8_PROSS
OG0002098	tr|Q7TRV1|Q7TRV1_MOUSE, tr|Q8VF20|Q8VF20_MOUSE	tr|A0A8C8ZPW4|A0A8C8ZPW4_PROSS
OG0002099	sp|Q91WS0|CISD1_MOUSE	tr|A0A8C9ASM6|A0A8C9ASM6_PROSS, tr|A0A8C9A5T9|A0A8C9A5T9_PROSS
OG0002100	sp|Q8BHN1|TXLNG_MOUSE	tr|A0A8C8ZN54|A0A8C8ZN54_PROSS, tr|A0A8C8Z0M9|A0A8C8Z0M9_PROSS
OG0002101	sp|Q8BV42|ZN786_MOUSE	tr|A0A8C8ZWJ7|A0A8C8ZWJ7_PROSS, tr|A0A8C8ZY59|A0A8C8ZY59_PROSS
OG0002102	tr|A0A0B4J1F8|A0A0B4J1F8_MOUSE	tr|A0A8C8YQT2|A0A8C8YQT2_PROSS, tr|A0A8C8ZHA1|A0A8C8ZHA1_PROSS
OG0002103	sp|Q922G2|FA76A_MOUSE	tr|A0A8C8YVG8|A0A8C8YVG8_PROSS, tr|A0A8C9AGP1|A0A8C9AGP1_PROSS
OG0002104	sp|Q9CUX1|P52K_MOUSE	tr|A0A8C8Z0X8|A0A8C8Z0X8_PROSS, tr|A0A8C9DN67|A0A8C9DN67_PROSS
OG0002105	sp|Q9D394|RUFY3_MOUSE	tr|A0A8C8YNM1|A0A8C8YNM1_PROSS, tr|A0A8C8ZRU5|A0A8C8ZRU5_PROSS
OG0002106	sp|Q9JME2|CHSTB_MOUSE, sp|Q80V53|CHSTE_MOUSE	tr|A0A8C8ZJA5|A0A8C8ZJA5_PROSS
OG0002107	tr|E9Q3M9|E9Q3M9_MOUSE, sp|E9Q0C6|K1210_MOUSE	tr|A0A8C9DTY0|A0A8C9DTY0_PROSS
OG0002108	sp|Q05CL8|LARP7_MOUSE, tr|A2AMD0|A2AMD0_MOUSE	tr|A0A8C8YNA2|A0A8C8YNA2_PROSS
OG0002109	sp|Q9CXS4|CENPV_MOUSE	tr|A0A8C8ZCQ6|A0A8C8ZCQ6_PROSS, tr|A0A8C9DMH2|A0A8C9DMH2_PROSS
OG0002110	sp|Q9JM96|BORG4_MOUSE, sp|Q8JZX9|BORG1_MOUSE	tr|A0A8C8YIE7|A0A8C8YIE7_PROSS
OG0002112	tr|B9EKK6|B9EKK6_MOUSE, tr|E0CX47|E0CX47_MOUSE	tr|A0A8C9DGQ9|A0A8C9DGQ9_PROSS
OG0002113	tr|E9Q725|E9Q725_MOUSE, tr|Q8VG49|Q8VG49_MOUSE	tr|A0A8C8Z9Y2|A0A8C8Z9Y2_PROSS
OG0002114	sp|Q3UUX7|CD046_MOUSE	tr|A0A8C8YPW6|A0A8C8YPW6_PROSS, tr|A0A8C9AHW2|A0A8C9AHW2_PROSS
OG0002115	sp|Q91Z53|GRHPR_MOUSE	tr|A0A8C8YTJ4|A0A8C8YTJ4_PROSS, tr|A0A8C9AS33|A0A8C9AS33_PROSS
OG0002116	sp|Q9WUB7|CLCKA_MOUSE, sp|Q9WUB6|CLCKB_MOUSE	tr|A0A8C8YZH9|A0A8C8YZH9_PROSS
OG0002117	sp|Q02357|ANK1_MOUSE, sp|G5E8K5|ANK3_MOUSE	tr|A0A8C9A592|A0A8C9A592_PROSS
OG0002118	sp|O88653|LTOR3_MOUSE	tr|A0A8C8ZYH4|A0A8C8ZYH4_PROSS, tr|A0A8C9AH05|A0A8C9AH05_PROSS
OG0002119	sp|Q8VC26|TLCD2_MOUSE, sp|Q99JT6|TLCD1_MOUSE	tr|A0A8C9DUT0|A0A8C9DUT0_PROSS
OG0002121	sp|Q99K46|UBP11_MOUSE	tr|A0A8C9A527|A0A8C9A527_PROSS, tr|A0A8C9DH58|A0A8C9DH58_PROSS
OG0002122	sp|O88947|FA10_MOUSE, sp|Q9CQW3|PROZ_MOUSE	tr|A0A8C9A8N1|A0A8C9A8N1_PROSS
OG0002123	sp|Q8BIQ3|ZNF2_MOUSE	tr|A0A8C9A474|A0A8C9A474_PROSS, tr|A0A8C8YWR5|A0A8C8YWR5_PROSS
OG0002124	sp|Q8K385|FRRS1_MOUSE	tr|A0A8C9DVK0|A0A8C9DVK0_PROSS, tr|A0A8C9B855|A0A8C9B855_PROSS
OG0002125	sp|Q8R180|ERO1A_MOUSE, sp|Q8R2E9|ERO1B_MOUSE	tr|A0A8C8Z854|A0A8C8Z854_PROSS
OG0002126	sp|Q9EQJ0|TPC1_MOUSE	tr|A0A8C9A3E3|A0A8C9A3E3_PROSS, tr|A0A8C9DDT1|A0A8C9DDT1_PROSS
OG0002127	tr|D3Z5W0|D3Z5W0_MOUSE, sp|Q9R1Q9|VAS1_MOUSE	tr|A0A8C8ZU74|A0A8C8ZU74_PROSS
OG0002128	sp|P14097|CCL4_MOUSE	tr|A0A8C9A8P4|A0A8C9A8P4_PROSS, tr|A0A8C9AGA2|A0A8C9AGA2_PROSS
OG0002129	sp|P62810|WFD18_MOUSE, tr|Q5SSJ1|Q5SSJ1_MOUSE	tr|A0A8C9AG12|A0A8C9AG12_PROSS
OG0002130	tr|Q14BQ3|Q14BQ3_MOUSE	tr|A0A8C8ZGN0|A0A8C8ZGN0_PROSS, tr|A0A8C8YLY0|A0A8C8YLY0_PROSS
OG0002131	sp|Q3U133|ZN746_MOUSE	tr|A0A8C9DMR1|A0A8C9DMR1_PROSS, tr|A0A8C8ZWX8|A0A8C8ZWX8_PROSS
OG0002132	sp|Q80WQ9|ZBED4_MOUSE	tr|A0A8C9AK50|A0A8C9AK50_PROSS, tr|A0A8C8Z3D4|A0A8C8Z3D4_PROSS
OG0002133	sp|Q9D5R2|WDR20_MOUSE, tr|Q3UWE6|Q3UWE6_MOUSE	tr|A0A8C9ARJ0|A0A8C9ARJ0_PROSS
OG0002134	sp|Q9DAM7|TM263_MOUSE	tr|A0A8C8ZBG0|A0A8C8ZBG0_PROSS, tr|A0A8C9DR56|A0A8C9DR56_PROSS
OG0002135	sp|A2ARZ3|FSIP2_MOUSE, tr|A2AF73|A2AF73_MOUSE	tr|A0A8C8YWY8|A0A8C8YWY8_PROSS
OG0002136	sp|B2RU80|PTPRB_MOUSE, sp|P70289|PTPRV_MOUSE	tr|A0A8C8YPR2|A0A8C8YPR2_PROSS
OG0002137	sp|Q8K419|LEG4_MOUSE, sp|O54891|LEG6_MOUSE	tr|A0A8C8YK51|A0A8C8YK51_PROSS
OG0002138	sp|O55003|BNIP3_MOUSE	tr|A0A8C8YSQ9|A0A8C8YSQ9_PROSS, tr|A0A8C9A572|A0A8C9A572_PROSS
OG0002139	sp|P52624|UPP1_MOUSE, sp|Q8CGR7|UPP2_MOUSE	tr|A0A8C9AH10|A0A8C9AH10_PROSS
OG0002140	sp|P97447|FHL1_MOUSE, tr|Q8CDC8|Q8CDC8_MOUSE	tr|A0A8C8YGW1|A0A8C8YGW1_PROSS
OG0002141	sp|Q8BVF2|PDCL3_MOUSE	tr|A0A8C9AC43|A0A8C9AC43_PROSS, tr|A0A8C9ACY0|A0A8C9ACY0_PROSS
OG0002142	sp|Q8CG14|CS1A_MOUSE, sp|Q8CFG8|CS1B_MOUSE	tr|A0A8C8ZQZ4|A0A8C8ZQZ4_PROSS
OG0002143	sp|Q9CSP9|TTC14_MOUSE	tr|A0A8C9A5F4|A0A8C9A5F4_PROSS, tr|A0A8C9AGN6|A0A8C9AGN6_PROSS
OG0002144	sp|P97314|CSRP2_MOUSE	tr|A0A8C8ZQV0|A0A8C8ZQV0_PROSS, tr|A0A8C8YPV9|A0A8C8YPV9_PROSS
OG0002145	sp|Q3V2Q8|N42L1_MOUSE	tr|A0A8C9A141|A0A8C9A141_PROSS, tr|A0A8C8ZVJ4|A0A8C8ZVJ4_PROSS
OG0002146	sp|Q66JS6|EI3JB_MOUSE, sp|Q3UGC7|EI3JA_MOUSE	tr|A0A8C9A720|A0A8C9A720_PROSS
OG0002147	sp|Q8BTE5|CEBOS_MOUSE	tr|A0A8C9A429|A0A8C9A429_PROSS, tr|A0A8C9A6C9|A0A8C9A6C9_PROSS
OG0002148	sp|Q8R104|SIR3_MOUSE	tr|A0A8C9ABS3|A0A8C9ABS3_PROSS, tr|A0A8C8YM31|A0A8C8YM31_PROSS
OG0002151	tr|G3X8U3|G3X8U3_MOUSE	tr|A0A8C8YDC5|A0A8C8YDC5_PROSS, tr|A0A8C9A395|A0A8C9A395_PROSS
OG0002152	sp|Q6NXH2|MANEA_MOUSE	tr|A0A8C8YJC7|A0A8C8YJC7_PROSS, tr|A0A8C8ZTF1|A0A8C8ZTF1_PROSS
OG0002153	tr|Q9D8C9|Q9D8C9_MOUSE, sp|P23492|PNPH_MOUSE	tr|A0A8C8YC53|A0A8C8YC53_PROSS
OG0002154	sp|A0A0A6YXX9|CTSEL_MOUSE, sp|P0DP43|CTSRE_MOUSE	tr|A0A8C9APY5|A0A8C9APY5_PROSS
OG0002155	sp|O54950|AAKG1_MOUSE	tr|A0A8C9A2C7|A0A8C9A2C7_PROSS, tr|A0A8C8YUM6|A0A8C8YUM6_PROSS
OG0002156	sp|P97432|NBR1_MOUSE, sp|Q3TT38|ILRUN_MOUSE	tr|A0A8C8Z0H2|A0A8C8Z0H2_PROSS
OG0002157	sp|Q60598|SRC8_MOUSE	tr|A0A8C8ZCG1|A0A8C8ZCG1_PROSS, tr|A0A8C9DK99|A0A8C9DK99_PROSS
OG0002158	sp|Q61091|FZD8_MOUSE, sp|Q9EQD0|FZD5_MOUSE	tr|A0A8C8Z6R1|A0A8C8Z6R1_PROSS
OG0002159	sp|Q62314|TGON2_MOUSE, sp|Q62313|TGON1_MOUSE	tr|A0A8C8ZB05|A0A8C8ZB05_PROSS
OG0002160	tr|Q80X81|Q80X81_MOUSE, sp|Q8CAY6|THIC_MOUSE	tr|A0A8C9A7F3|A0A8C9A7F3_PROSS
OG0002161	sp|Q99LI5|ZN281_MOUSE, sp|Q61624|ZN148_MOUSE	tr|A0A8C8ZRI9|A0A8C8ZRI9_PROSS
OG0002162	sp|Q9CQ90|CI085_MOUSE	tr|A0A8C8Z261|A0A8C8Z261_PROSS, tr|A0A8C9ASK8|A0A8C9ASK8_PROSS
OG0002163	sp|P06909|CFAH_MOUSE, tr|E9Q8B5|E9Q8B5_MOUSE	tr|A0A8C8YQ33|A0A8C8YQ33_PROSS
OG0002164	sp|P18893|IL10_MOUSE	tr|A0A8C8Z7U3|A0A8C8Z7U3_PROSS, tr|A0A8C9DDX6|A0A8C9DDX6_PROSS
OG0002165	sp|P30728|DRD3_MOUSE, sp|P51436|DRD4_MOUSE	tr|A0A8C9A9L1|A0A8C9A9L1_PROSS
OG0002166	sp|Q6GU68|ISLR_MOUSE, sp|Q5RKR3|ISLR2_MOUSE	tr|A0A8C8Z411|A0A8C8Z411_PROSS
OG0002167	sp|Q80SX5|OTOP2_MOUSE, sp|Q80VM9|OTOP1_MOUSE	tr|A0A8C8YJ22|A0A8C8YJ22_PROSS
OG0002168	sp|Q8R081|HNRPL_MOUSE	tr|A0A8C9DJC1|A0A8C9DJC1_PROSS, tr|A0A8C9DUF8|A0A8C9DUF8_PROSS
OG0002169	sp|Q9WVA2|TIM8A_MOUSE	tr|A0A8C9AG74|A0A8C9AG74_PROSS, tr|A0A8C9A643|A0A8C9A643_PROSS
OG0002171	sp|E9QMW4|CP096_MOUSE, sp|Q3V2A7|QRIC2_MOUSE	tr|A0A8C8YY30|A0A8C8YY30_PROSS
OG0002172	sp|Q80TI0|ASTRB_MOUSE, sp|Q8CI52|ASTRC_MOUSE	tr|A0A8C8Z099|A0A8C8Z099_PROSS
OG0002173	sp|Q80ZU9|G137A_MOUSE	tr|A0A8C9DF28|A0A8C9DF28_PROSS, tr|A0A8C9DUM8|A0A8C9DUM8_PROSS
OG0002174	sp|Q9D7G9|MISS_MOUSE, sp|Q8BH93|MISSL_MOUSE	tr|A0A8C8YQZ5|A0A8C8YQZ5_PROSS
OG0002175	sp|Q8JZM7|CDC73_MOUSE	tr|A0A8C8YKL1|A0A8C8YKL1_PROSS, tr|A0A8C8Z971|A0A8C8Z971_PROSS
OG0002176	sp|Q8VEM8|MPCP_MOUSE	tr|A0A8C8ZZF4|A0A8C8ZZF4_PROSS, tr|A0A8C9A0E6|A0A8C9A0E6_PROSS
OG0002177	sp|Q9CQE3|RT17_MOUSE	tr|A0A8C9DJX3|A0A8C9DJX3_PROSS, tr|A0A8C9DMS7|A0A8C9DMS7_PROSS
OG0002178	sp|Q9D0E1|HNRPM_MOUSE	tr|A0A8C8YSE8|A0A8C8YSE8_PROSS, tr|A0A8C9AFD2|A0A8C9AFD2_PROSS
OG0002179	sp|Q9Z2C9|MTMR7_MOUSE	tr|A0A8C8Z100|A0A8C8Z100_PROSS, tr|A0A8C8YSF1|A0A8C8YSF1_PROSS
OG0002180	sp|D3YYM0|OVOL3_MOUSE, sp|Q8CIV7|OVOL2_MOUSE	tr|A0A8C9ADG2|A0A8C9ADG2_PROSS
OG0002181	sp|P12970|RL7A_MOUSE	tr|A0A8C9ACU3|A0A8C9ACU3_PROSS, tr|A0A8C8ZCK0|A0A8C8ZCK0_PROSS
OG0002182	sp|Q8VCH0|THIKB_MOUSE, sp|Q921H8|THIKA_MOUSE	tr|A0A8C8ZMJ7|A0A8C8ZMJ7_PROSS
OG0002183	sp|Q7TT00|SP20H_MOUSE	tr|A0A8C8ZGW6|A0A8C8ZGW6_PROSS, tr|A0A8C9AM89|A0A8C9AM89_PROSS
OG0002184	sp|Q8VBT1|TXLNB_MOUSE	tr|A0A8C8YQV3|A0A8C8YQV3_PROSS, tr|A0A8C9DF79|A0A8C9DF79_PROSS
OG0002185	sp|Q8K177|KCP3_MOUSE, sp|Q9D7S1|TMM54_MOUSE	tr|A0A8C9DR09|A0A8C9DR09_PROSS
