Orthogroup	Mus_musculus	Acinonyx_jubatus
OG0000678	tr|G5E904|G5E904_MOUSE, sp|O35403|ST3A1_MOUSE	tr|A0A6J1Z954|A0A6J1Z954_ACIJB, tr|A0A6J0A5L1|A0A6J0A5L1_ACIJB, tr|A0A6J1Z6E9|A0A6J1Z6E9_ACIJB
OG0000679	tr|Q5PPQ4|Q5PPQ4_MOUSE, tr|Q8BIV1|Q8BIV1_MOUSE, tr|Q80V81|Q80V81_MOUSE, tr|G3X9T1|G3X9T1_MOUSE	tr|A0A6I9ZN32|A0A6I9ZN32_ACIJB
OG0000680	tr|Q7TR57|Q7TR57_MOUSE	tr|A0A6J0A4L3|A0A6J0A4L3_ACIJB
OG0000680	sp|Q8VGR8|O1052_MOUSE	tr|A0A6J0A7N9|A0A6J0A7N9_ACIJB, tr|A0A6J0A752|A0A6J0A752_ACIJB
OG0000681	sp|P09803|CADH1_MOUSE	tr|A0A6I9ZQE1|A0A6I9ZQE1_ACIJB
OG0000681	sp|P10287|CADH3_MOUSE	tr|A0A6J2AVI1|A0A6J2AVI1_ACIJB, tr|A0A6J2AU38|A0A6J2AU38_ACIJB
OG0000709	sp|Q5QGU6|RTP3_MOUSE	tr|A0A6J1Y8Z0|A0A6J1Y8Z0_ACIJB, tr|A0A6I9ZEM9|A0A6I9ZEM9_ACIJB, tr|A0A6I9ZKS3|A0A6I9ZKS3_ACIJB
OG0000710	sp|Q8BFU7|P2Y10_MOUSE	tr|A0A6J1YZT1|A0A6J1YZT1_ACIJB
OG0000710	tr|Q8BY68|Q8BY68_MOUSE	tr|A0A6I9ZXC4|A0A6I9ZXC4_ACIJB
OG0000711	sp|Q9CWH6|PSMA8_MOUSE	tr|A0A6I9ZYW2|A0A6I9ZYW2_ACIJB
OG0000711	sp|Q9Z2U0|PSA7_MOUSE	tr|A0A6J1YDH8|A0A6J1YDH8_ACIJB
OG0000712	tr|A0A1B0GSJ4|A0A1B0GSJ4_MOUSE	tr|A0A6J1YB74|A0A6J1YB74_ACIJB
OG0000712	sp|Q5SW25|P12L2_MOUSE	tr|A0A6J1XU04|A0A6J1XU04_ACIJB
OG0000713	sp|Q3UU96|MRCKA_MOUSE	tr|A0A6J1YAX0|A0A6J1YAX0_ACIJB
OG0000713	sp|Q7TT50|MRCKB_MOUSE	tr|A0A6J1ZYG5|A0A6J1ZYG5_ACIJB
OG0000714	sp|P28271|ACOHC_MOUSE	tr|A0A6I9ZS47|A0A6I9ZS47_ACIJB
OG0000714	sp|Q811J3|IREB2_MOUSE	tr|A0A6J2A300|A0A6J2A300_ACIJB
OG0000715	sp|P31324|KAP3_MOUSE	tr|A0A6J2ACD0|A0A6J2ACD0_ACIJB
OG0000715	sp|P12367|KAP2_MOUSE	tr|A0A6J1XPM9|A0A6J1XPM9_ACIJB
OG0000716	sp|Q60716|P4HA2_MOUSE	tr|A0A6I9ZLG7|A0A6I9ZLG7_ACIJB
OG0000716	sp|Q60715|P4HA1_MOUSE	tr|A0A6I9ZLS2|A0A6I9ZLS2_ACIJB
OG0000717	sp|P70351|EZH1_MOUSE	tr|A0A6I9ZMJ3|A0A6I9ZMJ3_ACIJB
OG0000717	sp|Q61188|EZH2_MOUSE	tr|A0A6J2ANS0|A0A6J2ANS0_ACIJB
OG0000718	tr|Q7TQQ3|Q7TQQ3_MOUSE	tr|A0A6I9ZZI3|A0A6I9ZZI3_ACIJB
OG0000718	tr|Q8VG11|Q8VG11_MOUSE	tr|A0A6I9ZW41|A0A6I9ZW41_ACIJB
OG0000719	sp|Q8BLB0|ZFP3_MOUSE	tr|A0A6J1YH42|A0A6J1YH42_ACIJB, tr|A0A6J1Z2I4|A0A6J1Z2I4_ACIJB, tr|A0A6J1Z2K8|A0A6J1Z2K8_ACIJB
OG0000720	sp|Q9QZN4|FBX6_MOUSE	tr|A0A6J1ZGN4|A0A6J1ZGN4_ACIJB
OG0000720	sp|Q8BK26|FBX44_MOUSE	tr|A0A6J1ZHT3|A0A6J1ZHT3_ACIJB
OG0000721	tr|A2AEI7|A2AEI7_MOUSE	tr|A0A6I9ZPM0|A0A6I9ZPM0_ACIJB
OG0000721	sp|Q01755|TCP11_MOUSE	tr|A0A6J1ZBR7|A0A6J1ZBR7_ACIJB
OG0000722	sp|O88597|BECN1_MOUSE	tr|A0A6I9ZQK4|A0A6I9ZQK4_ACIJB
OG0000722	sp|P0DM65|BECN2_MOUSE	tr|A0A6I9ZTG7|A0A6I9ZTG7_ACIJB
OG0000723	sp|P45481|CBP_MOUSE	tr|A0A6J1Y4F3|A0A6J1Y4F3_ACIJB
OG0000723	sp|B2RWS6|EP300_MOUSE	tr|A0A6J0A074|A0A6J0A074_ACIJB
OG0000724	sp|Q7TSF0|DSG1C_MOUSE, sp|Q61495|DSG1A_MOUSE, sp|Q7TSF1|DSG1B_MOUSE	tr|A0A6J0A253|A0A6J0A253_ACIJB
OG0000725	sp|Q9JKC8|AP3M1_MOUSE	tr|A0A6J1ZLZ3|A0A6J1ZLZ3_ACIJB
OG0000725	sp|Q8R2R9|AP3M2_MOUSE	tr|A0A6J0A9G4|A0A6J0A9G4_ACIJB
OG0000726	sp|Q9D9R9|F186A_MOUSE	tr|A0A6J1XFT6|A0A6J1XFT6_ACIJB
OG0000726	tr|D3Z420|D3Z420_MOUSE	tr|A0A6J1XH81|A0A6J1XH81_ACIJB
OG0000727	sp|P63073|IF4E_MOUSE	tr|A0A6J1ZHS0|A0A6J1ZHS0_ACIJB
OG0000727	sp|Q3UTA9|I4E1B_MOUSE	tr|A0A6J1XI72|A0A6J1XI72_ACIJB
OG0000728	sp|Q99P47|CNTP4_MOUSE	tr|A0A6J0A4B8|A0A6J0A4B8_ACIJB, tr|A0A6J1XWJ9|A0A6J1XWJ9_ACIJB, tr|A0A6J1Z4X7|A0A6J1Z4X7_ACIJB
OG0000729	sp|Q9Z2D8|MBD3_MOUSE	tr|A0A6J1YM81|A0A6J1YM81_ACIJB
OG0000729	sp|Q9Z2E1|MBD2_MOUSE	tr|A0A6J2A8S3|A0A6J2A8S3_ACIJB
OG0000730	sp|P97772|GRM1_MOUSE	tr|A0A6J1Z4U1|A0A6J1Z4U1_ACIJB
OG0000730	sp|Q3UVX5|GRM5_MOUSE	tr|A0A6J1XTL3|A0A6J1XTL3_ACIJB
OG0000731	sp|Q8BZF8|PGM5_MOUSE	tr|A0A6J1XWD3|A0A6J1XWD3_ACIJB
OG0000731	sp|Q9D0F9|PGM1_MOUSE	tr|A0A6J1ZEN5|A0A6J1ZEN5_ACIJB
OG0000732	sp|O88712|CTBP1_MOUSE	tr|A0A6J1ZQ00|A0A6J1ZQ00_ACIJB
OG0000732	sp|P56546|CTBP2_MOUSE	tr|A0A6J1ZSJ8|A0A6J1ZSJ8_ACIJB
OG0000733	sp|P31361|PO3F3_MOUSE	tr|A0A6J2A993|A0A6J2A993_ACIJB
OG0000733	sp|P62515|PO3F4_MOUSE	tr|A0A6J1YYH1|A0A6J1YYH1_ACIJB
OG0000734	sp|Q99L43|CDS2_MOUSE	tr|A0A6J2AAM6|A0A6J2AAM6_ACIJB
OG0000734	sp|P98191|CDS1_MOUSE	tr|A0A6J0A223|A0A6J0A223_ACIJB
OG0000735	sp|Q920E3|KCNH5_MOUSE	tr|A0A6I9ZPF9|A0A6I9ZPF9_ACIJB
OG0000735	sp|Q60603|KCNH1_MOUSE	tr|A0A6J2AJV9|A0A6J2AJV9_ACIJB
OG0000736	sp|Q9QXL2|KI21A_MOUSE	tr|A0A6J1XGX2|A0A6J1XGX2_ACIJB
OG0000736	sp|Q9QXL1|KI21B_MOUSE	tr|A0A6J2AM20|A0A6J2AM20_ACIJB
OG0000737	sp|Q5F2E8|TAOK1_MOUSE	tr|A0A6J1XD13|A0A6J1XD13_ACIJB
OG0000737	sp|Q8BYC6|TAOK3_MOUSE	tr|A0A6J1Y4F7|A0A6J1Y4F7_ACIJB
OG0000738	sp|Q80ZI2|RTP2_MOUSE	tr|A0A6J1ZGN2|A0A6J1ZGN2_ACIJB
OG0000738	sp|Q8C8C1|RTP1_MOUSE	tr|A0A6I9ZHL0|A0A6I9ZHL0_ACIJB
OG0000739	sp|Q01405|SC23A_MOUSE	tr|A0A6J1ZWB1|A0A6J1ZWB1_ACIJB
OG0000739	sp|Q9D662|SC23B_MOUSE	tr|A0A6I9ZHS6|A0A6I9ZHS6_ACIJB
OG0000740	sp|Q5H8B9|FREM3_MOUSE	tr|A0A6J1ZYP0|A0A6J1ZYP0_ACIJB
OG0000740	sp|Q6NVD0|FREM2_MOUSE	tr|A0A6J1ZTP7|A0A6J1ZTP7_ACIJB
OG0000741	sp|P07901|HS90A_MOUSE	tr|A0A6J2A227|A0A6J2A227_ACIJB
OG0000741	sp|P11499|HS90B_MOUSE	tr|A0A6I9ZPH7|A0A6I9ZPH7_ACIJB
OG0000742	sp|Q8BQM8|EMAL5_MOUSE	tr|A0A6J1ZXJ2|A0A6J1ZXJ2_ACIJB
OG0000742	sp|Q5SQM0|EMAL6_MOUSE	tr|A0A6J2AEJ1|A0A6J2AEJ1_ACIJB
OG0000743	tr|E9Q3R6|E9Q3R6_MOUSE	tr|A0A6I9ZD27|A0A6I9ZD27_ACIJB, tr|A0A6I9ZU93|A0A6I9ZU93_ACIJB, tr|A0A6J1XX51|A0A6J1XX51_ACIJB
OG0000744	sp|A2ASZ8|SCMC2_MOUSE	tr|A0A6J1XEW1|A0A6J1XEW1_ACIJB
OG0000744	sp|Q8BMD8|SCMC1_MOUSE	tr|A0A6I9ZST1|A0A6I9ZST1_ACIJB
OG0000745	sp|P70404|IDHG1_MOUSE	tr|A0A6J1YVD3|A0A6J1YVD3_ACIJB
OG0000745	sp|Q8BPC6|IDHG2_MOUSE	tr|A0A6I9ZYX1|A0A6I9ZYX1_ACIJB
OG0000746	sp|Q9JLQ2|GIT2_MOUSE	tr|A0A6J1Y4F9|A0A6J1Y4F9_ACIJB
OG0000746	sp|Q68FF6|GIT1_MOUSE	tr|A0A6J1XD22|A0A6J1XD22_ACIJB
OG0000747	sp|Q61626|GRIK5_MOUSE	tr|A0A6J1XLQ7|A0A6J1XLQ7_ACIJB
OG0000747	sp|Q8BMF5|GRIK4_MOUSE	tr|A0A6J1XJ91|A0A6J1XJ91_ACIJB
OG0000748	sp|O09114|PTGDS_MOUSE	tr|A0A6J1YNM4|A0A6J1YNM4_ACIJB, tr|A0A6J1YNT0|A0A6J1YNT0_ACIJB, tr|A0A6J1YRL2|A0A6J1YRL2_ACIJB
OG0000749	sp|Q8K4P8|HECW1_MOUSE	tr|A0A6J2ABU4|A0A6J2ABU4_ACIJB
OG0000749	sp|Q6I6G8|HECW2_MOUSE	tr|A0A6J1YXU3|A0A6J1YXU3_ACIJB
OG0000750	sp|Q1EG27|MYO3B_MOUSE	tr|A0A6J1Z1S8|A0A6J1Z1S8_ACIJB
OG0000750	sp|Q8K3H5|MYO3A_MOUSE	tr|A0A6J2AI47|A0A6J2AI47_ACIJB
OG0000751	sp|Q80XR2|AT2C1_MOUSE	tr|A0A6J1ZJG0|A0A6J1ZJG0_ACIJB
OG0000751	sp|A7L9Z8|AT2C2_MOUSE	tr|A0A6J2AQI1|A0A6J2AQI1_ACIJB
OG0000753	sp|Q8JZK9|HMCS1_MOUSE	tr|A0A6I9ZHV7|A0A6I9ZHV7_ACIJB
OG0000753	sp|P54869|HMCS2_MOUSE	tr|A0A6I9ZZ03|A0A6I9ZZ03_ACIJB
OG0000754	tr|E9Q4J3|E9Q4J3_MOUSE, tr|Q7TRY2|Q7TRY2_MOUSE	tr|A0A6I9ZIK2|A0A6I9ZIK2_ACIJB, tr|A0A6J0A6V1|A0A6J0A6V1_ACIJB
OG0000755	tr|G3X8Y1|G3X8Y1_MOUSE	tr|A0A6J1Y1M6|A0A6J1Y1M6_ACIJB
OG0000755	sp|Q9ERP3|TRI54_MOUSE	tr|A0A6J1X776|A0A6J1X776_ACIJB
OG0000756	sp|A2AQW0|M3K15_MOUSE	tr|A0A6J1YZ67|A0A6J1YZ67_ACIJB
OG0000756	sp|O35099|M3K5_MOUSE	tr|A0A6J1Z720|A0A6J1Z720_ACIJB
OG0000757	sp|A0A088MLT8|IQIP1_MOUSE, sp|P0DPB4|SCHI1_MOUSE, sp|Q8BPW0|IQCJ_MOUSE	tr|A0A6J1ZKY7|A0A6J1ZKY7_ACIJB
OG0000758	sp|Q80V23|ZNF32_MOUSE	tr|A0A6J1XZK5|A0A6J1XZK5_ACIJB, tr|A0A6I9ZS63|A0A6I9ZS63_ACIJB, tr|A0A6J1ZQC8|A0A6J1ZQC8_ACIJB
OG0000759	sp|Q6A026|PDS5A_MOUSE	tr|A0A6J1Z343|A0A6J1Z343_ACIJB
OG0000759	sp|Q4VA53|PDS5B_MOUSE	tr|A0A6J1ZSD4|A0A6J1ZSD4_ACIJB
OG0000760	sp|P47811|MK14_MOUSE	tr|A0A6J1ZAA2|A0A6J1ZAA2_ACIJB
OG0000760	sp|Q9WUI1|MK11_MOUSE	tr|A0A6J2ACT2|A0A6J2ACT2_ACIJB
OG0000761	sp|B2RXV4|FLVC1_MOUSE	tr|A0A6J2APF7|A0A6J2APF7_ACIJB
OG0000761	sp|Q91X85|FLVC2_MOUSE	tr|A0A6I9ZTR6|A0A6I9ZTR6_ACIJB
OG0000762	tr|Q7TRX1|Q7TRX1_MOUSE, tr|Q7TRX2|Q7TRX2_MOUSE	tr|A0A6J1XAS9|A0A6J1XAS9_ACIJB, tr|A0A6J0A6A6|A0A6J0A6A6_ACIJB
OG0000763	sp|Q52KP5|NXPE4_MOUSE, sp|Q3U095|NXPE2_MOUSE	tr|A0A6J1XI74|A0A6J1XI74_ACIJB, tr|A0A6J1XI62|A0A6J1XI62_ACIJB
OG0000764	sp|P13707|GPDA_MOUSE	tr|A0A6J1XHC2|A0A6J1XHC2_ACIJB
OG0000764	sp|Q3ULJ0|GPD1L_MOUSE	tr|A0A6J1XW02|A0A6J1XW02_ACIJB
OG0000765	sp|E9Q8I9|FRY_MOUSE	tr|A0A6I9ZT46|A0A6I9ZT46_ACIJB
OG0000765	tr|F8VQ05|F8VQ05_MOUSE	tr|A0A6J1Z5Z6|A0A6J1Z5Z6_ACIJB
OG0000766	sp|Q4VBE4|EGFLA_MOUSE	tr|A0A6J2AN77|A0A6J2AN77_ACIJB, tr|A0A6J1Z3W8|A0A6J1Z3W8_ACIJB, tr|A0A6J1ZAI5|A0A6J1ZAI5_ACIJB
OG0000767	sp|Q9QWG7|ST1B1_MOUSE	tr|A0A6I9ZS25|A0A6I9ZS25_ACIJB
OG0000767	sp|Q3UZZ6|ST1D1_MOUSE	tr|A0A6J1ZRV7|A0A6J1ZRV7_ACIJB
OG0000768	sp|P46935|NEDD4_MOUSE	tr|A0A6J0A129|A0A6J0A129_ACIJB
OG0000768	sp|Q8CFI0|NED4L_MOUSE	tr|A0A6J2A5X5|A0A6J2A5X5_ACIJB
OG0000769	sp|O88576|S6A18_MOUSE	tr|A0A6J2AM09|A0A6J2AM09_ACIJB
OG0000769	sp|Q9D687|S6A19_MOUSE	tr|A0A6J2AM04|A0A6J2AM04_ACIJB
OG0000770	sp|Q9DB50|AP1S2_MOUSE	tr|A0A6J1Z0D7|A0A6J1Z0D7_ACIJB
OG0000770	sp|P61967|AP1S1_MOUSE	tr|A0A6J0A7B4|A0A6J0A7B4_ACIJB
OG0000771	sp|P49945|FRIL2_MOUSE, sp|P29391|FRIL1_MOUSE	tr|A0A6J1Z0Y5|A0A6J1Z0Y5_ACIJB, tr|A0A6J0A860|A0A6J0A860_ACIJB
OG0000772	sp|Q6V4S5|SDK2_MOUSE	tr|A0A6J1YHH4|A0A6J1YHH4_ACIJB
OG0000772	sp|Q3UH53|SDK1_MOUSE	tr|A0A6J1XYN4|A0A6J1XYN4_ACIJB
OG0000773	sp|P62492|RB11A_MOUSE	tr|A0A6J0A1H9|A0A6J0A1H9_ACIJB
OG0000773	sp|P46638|RB11B_MOUSE	tr|A0A6J1YP33|A0A6J1YP33_ACIJB
OG0000774	sp|Q02053|UBA1_MOUSE	tr|A0A6J1YX62|A0A6J1YX62_ACIJB
OG0000774	sp|P31254|UBA1Y_MOUSE	tr|A0A6J1YW25|A0A6J1YW25_ACIJB
OG0000775	sp|O54972|MTG16_MOUSE	tr|A0A6J2AQT7|A0A6J2AQT7_ACIJB
OG0000775	sp|Q61909|MTG8_MOUSE	tr|A0A6J1ZR91|A0A6J1ZR91_ACIJB
OG0000776	sp|P21761|TRHR_MOUSE	tr|A0A6I9ZRK8|A0A6I9ZRK8_ACIJB
OG0000776	tr|Q9ERT2|Q9ERT2_MOUSE	tr|A0A6J2A9N6|A0A6J2A9N6_ACIJB
OG0000777	sp|Q91X17|UROM_MOUSE	tr|A0A6I9ZI42|A0A6I9ZI42_ACIJB
OG0000777	sp|Q9D733|GP2_MOUSE	tr|A0A6I9ZL46|A0A6I9ZL46_ACIJB
OG0000778	sp|Q8CIQ7|DOCK3_MOUSE	tr|A0A6J1XQ15|A0A6J1XQ15_ACIJB
OG0000778	sp|P59764|DOCK4_MOUSE	tr|A0A6J2AM93|A0A6J2AM93_ACIJB
OG0000779	sp|O55126|NIPS2_MOUSE	tr|A0A6J1XYJ6|A0A6J1XYJ6_ACIJB
OG0000779	sp|O55125|NIPS1_MOUSE	tr|A0A6J1YN21|A0A6J1YN21_ACIJB
OG0000780	sp|Q66PY1|SCUB3_MOUSE	tr|A0A6J1Z9I0|A0A6J1Z9I0_ACIJB
OG0000780	sp|Q6NZL8|SCUB1_MOUSE	tr|A0A6J2AD84|A0A6J2AD84_ACIJB
OG0000781	tr|Q8VHM5|Q8VHM5_MOUSE	tr|A0A6J1ZHZ1|A0A6J1ZHZ1_ACIJB
OG0000781	sp|Q7TMK9|HNRPQ_MOUSE	tr|A0A6J1Z7U1|A0A6J1Z7U1_ACIJB
OG0000782	sp|E9PXF8|MTMRD_MOUSE	tr|A0A6J2AKR3|A0A6J2AKR3_ACIJB
OG0000782	sp|Q6ZPE2|MTMR5_MOUSE	tr|A0A6J2ACR7|A0A6J2ACR7_ACIJB
OG0000783	sp|Q811B3|ATS12_MOUSE	tr|A0A6J2ANE2|A0A6J2ANE2_ACIJB
OG0000783	sp|Q68SA9|ATS7_MOUSE	tr|A0A6J2A694|A0A6J2A694_ACIJB
OG0000784	sp|Q7TN99|CPEB3_MOUSE	tr|A0A6I9ZEC6|A0A6I9ZEC6_ACIJB
OG0000784	sp|Q812E0|CPEB2_MOUSE	tr|A0A6J1XMS7|A0A6J1XMS7_ACIJB
OG0000785	sp|P22437|PGH1_MOUSE	tr|A0A6J1XEC7|A0A6J1XEC7_ACIJB
OG0000785	sp|Q05769|PGH2_MOUSE	tr|A0A6I9ZHS0|A0A6I9ZHS0_ACIJB
OG0000786	sp|Q8K458|PKR2_MOUSE	tr|A0A6I9ZX29|A0A6I9ZX29_ACIJB
OG0000786	sp|Q9JKL1|PKR1_MOUSE	tr|A0A6I9ZIR1|A0A6I9ZIR1_ACIJB
OG0000787	sp|Q62556|BT1A1_MOUSE	tr|A0A6J0AAU6|A0A6J0AAU6_ACIJB, tr|A0A6J0A4V4|A0A6J0A4V4_ACIJB, tr|A0A6J1YHU1|A0A6J1YHU1_ACIJB
OG0000788	sp|Q5SUA5|MYO1G_MOUSE	tr|A0A6J1Y9Y8|A0A6J1Y9Y8_ACIJB
OG0000788	sp|Q5SYD0|MYO1D_MOUSE	tr|A0A6J1XCJ8|A0A6J1XCJ8_ACIJB
OG0000789	sp|Q9D3N2|CLXN_MOUSE	tr|A0A6J1Y1D2|A0A6J1Y1D2_ACIJB
OG0000789	tr|Q9D9C0|Q9D9C0_MOUSE	tr|A0A6I9ZK14|A0A6I9ZK14_ACIJB
OG0000790	sp|G5E8K5|ANK3_MOUSE	tr|A0A6J1ZKD5|A0A6J1ZKD5_ACIJB
OG0000790	sp|Q02357|ANK1_MOUSE	tr|A0A6J2AET0|A0A6J2AET0_ACIJB
OG0000791	sp|Q8CCK0|H2AW_MOUSE	tr|A0A6J1ZLK6|A0A6J1ZLK6_ACIJB
OG0000791	sp|Q9QZQ8|H2AY_MOUSE	tr|A0A6J2AVA7|A0A6J2AVA7_ACIJB
OG0000792	sp|Q921M7|CYRIB_MOUSE	tr|A0A6I9ZVI4|A0A6I9ZVI4_ACIJB
OG0000792	sp|Q8BHZ0|CYRIA_MOUSE	tr|A0A6J2B001|A0A6J2B001_ACIJB
OG0000793	sp|Q99KK9|SYHM_MOUSE	tr|A0A6I9ZIF9|A0A6I9ZIF9_ACIJB
OG0000793	sp|Q61035|HARS1_MOUSE	tr|A0A6I9ZDR1|A0A6I9ZDR1_ACIJB
OG0000794	sp|Q99NF8|RBP17_MOUSE	tr|A0A6J1XCD3|A0A6J1XCD3_ACIJB
OG0000794	sp|Q9EPK7|XPO7_MOUSE	tr|A0A6J0A1N0|A0A6J0A1N0_ACIJB
OG0000795	sp|Q9EQD0|FZD5_MOUSE	tr|A0A6J1YU58|A0A6J1YU58_ACIJB
OG0000795	sp|Q61091|FZD8_MOUSE	tr|A0A6J2AMK6|A0A6J2AMK6_ACIJB
OG0000796	sp|Q7TNC4|LC7L2_MOUSE	tr|A0A6J2ASL0|A0A6J2ASL0_ACIJB
OG0000796	sp|Q9CYI4|LUC7L_MOUSE	tr|A0A6J1Y5I8|A0A6J1Y5I8_ACIJB
OG0000797	sp|P63330|PP2AA_MOUSE	tr|A0A6J2AVE2|A0A6J2AVE2_ACIJB
OG0000797	sp|P62715|PP2AB_MOUSE	tr|A0A6I9ZF95|A0A6I9ZF95_ACIJB
OG0000798	sp|A2AF53|T185A_MOUSE	tr|A0A6J1YW79|A0A6J1YW79_ACIJB
OG0000798	sp|Q8R3R5|T185B_MOUSE	tr|A0A6I9ZDI5|A0A6I9ZDI5_ACIJB
OG0000799	sp|P50295|ARY2_MOUSE, sp|P50294|ARY1_MOUSE, sp|P50296|ARY3_MOUSE	tr|A0A6I9ZUB1|A0A6I9ZUB1_ACIJB
OG0000800	sp|A3KFX0|5NT1A_MOUSE	tr|A0A6J0A8A3|A0A6J0A8A3_ACIJB
OG0000800	sp|Q91YE9|5NT1B_MOUSE	tr|A0A6I9ZY91|A0A6I9ZY91_ACIJB
OG0000801	tr|E9Q7L0|E9Q7L0_MOUSE	tr|A0A6J0ACH8|A0A6J0ACH8_ACIJB
OG0000801	sp|Q60597|ODO1_MOUSE	tr|A0A6J1YA38|A0A6J1YA38_ACIJB
OG0000802	sp|Q80X60|EFCB3_MOUSE, tr|A0A1D5RLM8|A0A1D5RLM8_MOUSE	tr|A0A6J1YGQ0|A0A6J1YGQ0_ACIJB, tr|A0A6J1YTJ0|A0A6J1YTJ0_ACIJB
OG0000803	sp|A2AJ88|PLPL7_MOUSE	tr|A0A6J1YNN6|A0A6J1YNN6_ACIJB
OG0000803	sp|Q3TRM4|PLPL6_MOUSE	tr|A0A6J1YMK8|A0A6J1YMK8_ACIJB
OG0000804	sp|Q60954|MEIS1_MOUSE	tr|A0A6J2AE78|A0A6J2AE78_ACIJB
OG0000804	sp|P97367|MEIS2_MOUSE	tr|A0A6J1ZZ18|A0A6J1ZZ18_ACIJB
OG0000805	sp|P62855|RS26_MOUSE	tr|A0A6I9ZJ12|A0A6I9ZJ12_ACIJB, tr|A0A6J2AK36|A0A6J2AK36_ACIJB, tr|A0A6J0A5N8|A0A6J0A5N8_ACIJB
OG0000806	tr|Q8VIE6|Q8VIE6_MOUSE	tr|A0A6J0A0B3|A0A6J0A0B3_ACIJB
OG0000806	sp|Q91WN3|S7A13_MOUSE	tr|A0A6I9ZSG1|A0A6I9ZSG1_ACIJB
OG0000808	sp|P69566|RANB9_MOUSE	tr|A0A6J1XUJ4|A0A6J1XUJ4_ACIJB
OG0000808	sp|Q6VN19|RBP10_MOUSE	tr|A0A6I9ZR45|A0A6I9ZR45_ACIJB
OG0000809	sp|Q8K135|K319L_MOUSE	tr|A0A6J1ZGQ3|A0A6J1ZGQ3_ACIJB
OG0000809	sp|Q5SZV5|K0319_MOUSE	tr|A0A6J1XV78|A0A6J1XV78_ACIJB
OG0000810	sp|Q9CUN6|SMUF1_MOUSE	tr|A0A6J1XZD7|A0A6J1XZD7_ACIJB
OG0000810	sp|A2A5Z6|SMUF2_MOUSE	tr|A0A6J1YHD3|A0A6J1YHD3_ACIJB
OG0000811	sp|Q61598|GDIB_MOUSE	tr|A0A6J2AGR2|A0A6J2AGR2_ACIJB
OG0000811	sp|P50396|GDIA_MOUSE	tr|A0A6J1YWH3|A0A6J1YWH3_ACIJB
OG0000812	sp|Q9QZ25|VNN3_MOUSE	tr|A0A6J1Z8M4|A0A6J1Z8M4_ACIJB
OG0000812	sp|Q9Z0K8|VNN1_MOUSE	tr|A0A6J1Z5A2|A0A6J1Z5A2_ACIJB
OG0000813	sp|P49446|PTPRE_MOUSE	tr|A0A6J1ZNV5|A0A6J1ZNV5_ACIJB
OG0000813	sp|P18052|PTPRA_MOUSE	tr|A0A6J2AAV1|A0A6J2AAV1_ACIJB
OG0000814	sp|Q6ZQ38|CAND1_MOUSE	tr|A0A6I9ZGI6|A0A6I9ZGI6_ACIJB
OG0000814	sp|Q6ZQ73|CAND2_MOUSE	tr|A0A6J1Y0N3|A0A6J1Y0N3_ACIJB
OG0000815	sp|Q9D7N6|RM30_MOUSE	tr|A0A6J1XI35|A0A6J1XI35_ACIJB, tr|A0A6J1XI69|A0A6J1XI69_ACIJB, tr|A0A6I9ZK33|A0A6I9ZK33_ACIJB
OG0000816	sp|P17426|AP2A1_MOUSE	tr|A0A6J1XN53|A0A6J1XN53_ACIJB
OG0000816	sp|P17427|AP2A2_MOUSE	tr|A0A6J1YPW3|A0A6J1YPW3_ACIJB
OG0000817	sp|Q8K400|STXB5_MOUSE	tr|A0A6J1Z6Q1|A0A6J1Z6Q1_ACIJB
OG0000817	sp|Q5DQR4|STB5L_MOUSE	tr|A0A6J1ZI44|A0A6J1ZI44_ACIJB
OG0000818	sp|Q8CIB5|FERM2_MOUSE	tr|A0A6J1ZVE6|A0A6J1ZVE6_ACIJB
OG0000818	sp|P59113|FERM1_MOUSE	tr|A0A6I9ZUS2|A0A6I9ZUS2_ACIJB
OG0000819	sp|Q9WTL8|BMAL1_MOUSE	tr|A0A6J2AG08|A0A6J2AG08_ACIJB
OG0000819	sp|Q2VPD4|BMAL2_MOUSE	tr|A0A6J1XGI1|A0A6J1XGI1_ACIJB
OG0000820	sp|Q9Z2Z9|GFPT2_MOUSE	tr|A0A6J2ATU4|A0A6J2ATU4_ACIJB
OG0000820	sp|P47856|GFPT1_MOUSE	tr|A0A6J2AHS8|A0A6J2AHS8_ACIJB
OG0000821	sp|Q7TMY7|IPO8_MOUSE	tr|A0A6J1XGL9|A0A6J1XGL9_ACIJB
OG0000821	sp|Q9EPL8|IPO7_MOUSE	tr|A0A6I9ZZF0|A0A6I9ZZF0_ACIJB
OG0000822	sp|Q8VDF3|DAPK2_MOUSE	tr|A0A6J0A8R6|A0A6J0A8R6_ACIJB
OG0000822	sp|O54784|DAPK3_MOUSE	tr|A0A6J1YLL1|A0A6J1YLL1_ACIJB
OG0000823	sp|Q14AK4|ZDH11_MOUSE	tr|A0A6J2AGP1|A0A6J2AGP1_ACIJB, tr|A0A6J1YU02|A0A6J1YU02_ACIJB, tr|A0A6J2AKR6|A0A6J2AKR6_ACIJB
OG0000824	sp|Q6PCM2|INT6_MOUSE	tr|A0A6J1ZT26|A0A6J1ZT26_ACIJB
OG0000824	sp|Q8BND4|INT6L_MOUSE	tr|A0A6J1Z2Y9|A0A6J1Z2Y9_ACIJB
OG0000825	sp|Q9D9M2|UBP12_MOUSE	tr|A0A6J1ZUV9|A0A6J1ZUV9_ACIJB
