Orthogroup	Mus_musculus	Orycteropus_afer_afer
OG0001997	sp|Q91V45|KISSR_MOUSE	tr|A0A8B7AXW6|A0A8B7AXW6_ORYAF, tr|A0A8B7BE97|A0A8B7BE97_ORYAF
OG0001998	sp|Q9ERI6|RDH14_MOUSE	tr|A0A8B7ASB7|A0A8B7ASB7_ORYAF, tr|A0A8B7B8Y4|A0A8B7B8Y4_ORYAF
OG0002000	sp|P62962|PROF1_MOUSE	tr|A0A8B7AIA2|A0A8B7AIA2_ORYAF, tr|A0A8B6ZP98|A0A8B6ZP98_ORYAF
OG0002001	sp|Q5SW45|MKS1_MOUSE, sp|Q9R1S0|B9D1_MOUSE	tr|A0A8B7B7N5|A0A8B7B7N5_ORYAF
OG0002002	sp|Q62433|NDRG1_MOUSE	tr|A0A8B6ZPN3|A0A8B6ZPN3_ORYAF, tr|A0A8B6ZSQ4|A0A8B6ZSQ4_ORYAF
OG0002003	sp|Q6X7S9|EID2_MOUSE, tr|E9Q2Y0|E9Q2Y0_MOUSE	tr|A0A8B7B9M0|A0A8B7B9M0_ORYAF
OG0002004	tr|Q8VFP6|Q8VFP6_MOUSE	tr|A0A8B6ZGX4|A0A8B6ZGX4_ORYAF, tr|A0A8B6ZLL4|A0A8B6ZLL4_ORYAF
OG0002005	sp|Q9CRD2|EMC2_MOUSE	tr|A0A8B6ZBP2|A0A8B6ZBP2_ORYAF, tr|A0A8B7AHT7|A0A8B7AHT7_ORYAF
OG0002006	sp|Q9D9E0|S22AH_MOUSE	tr|A0A8B7APD9|A0A8B7APD9_ORYAF, tr|A0A8B6ZNZ7|A0A8B6ZNZ7_ORYAF
OG0002007	tr|A2AFI6|A2AFI6_MOUSE, sp|P58021|TM9S2_MOUSE	tr|A0A8B7AED9|A0A8B7AED9_ORYAF
OG0002008	sp|Q6PGN3|DCLK2_MOUSE, sp|Q9JLM8|DCLK1_MOUSE	tr|A0A8B7ATW2|A0A8B7ATW2_ORYAF
OG0002009	sp|Q91WS7|DEPD7_MOUSE	tr|A0A8B7A0J7|A0A8B7A0J7_ORYAF, tr|A0A8B7AHB6|A0A8B7AHB6_ORYAF
OG0002010	tr|J3QMK1|J3QMK1_MOUSE, sp|Q7TSY8|SGO2_MOUSE	tr|A0A8B6ZGW5|A0A8B6ZGW5_ORYAF
OG0002011	sp|Q91WC1|POTE1_MOUSE, tr|H7BX60|H7BX60_MOUSE	tr|A0A8B7AG18|A0A8B7AG18_ORYAF
OG0002012	sp|P50427|STS_MOUSE	tr|A0A8B7B1U9|A0A8B7B1U9_ORYAF, tr|A0A8B7AX97|A0A8B7AX97_ORYAF
OG0002013	sp|P52623|UCK1_MOUSE	tr|A0A8B7ACT3|A0A8B7ACT3_ORYAF, tr|A0A8B7A8H0|A0A8B7A8H0_ORYAF
OG0002014	tr|Q3V061|Q3V061_MOUSE, sp|Q8BFW4|TRI65_MOUSE	tr|A0A8B7BEW6|A0A8B7BEW6_ORYAF
OG0002015	sp|P97360|ETV6_MOUSE	tr|A0A8B7AZ52|A0A8B7AZ52_ORYAF, tr|A0A8B6ZUH0|A0A8B6ZUH0_ORYAF
OG0002016	sp|Q3UFY4|RSH3A_MOUSE, sp|Q9DA80|RSH3B_MOUSE	tr|A0A8B7A7S7|A0A8B7A7S7_ORYAF
OG0002017	sp|Q5SQP1|HORM2_MOUSE	tr|A0A8B7ADX7|A0A8B7ADX7_ORYAF, tr|A0A8B7B2V1|A0A8B7B2V1_ORYAF
OG0002018	sp|Q9CR24|NUDT8_MOUSE	tr|A0A8B7A5A3|A0A8B7A5A3_ORYAF, tr|A0A8B7A6U8|A0A8B7A6U8_ORYAF
OG0002019	sp|Q9CR84|AT5G1_MOUSE	tr|A0A8B6ZWT0|A0A8B6ZWT0_ORYAF, tr|A0A8B7B2P0|A0A8B7B2P0_ORYAF
OG0002020	sp|Q3UYG8|MACD2_MOUSE, sp|Q922B1|MACD1_MOUSE	tr|A0A8B7AAU3|A0A8B7AAU3_ORYAF
OG0002021	sp|P70458|IPSP_MOUSE	tr|A0A8B7A5R4|A0A8B7A5R4_ORYAF, tr|A0A8B7A5P0|A0A8B7A5P0_ORYAF
OG0002022	tr|B9EJW5|B9EJW5_MOUSE	tr|A0A8B7A546|A0A8B7A546_ORYAF, tr|A0A8B6ZQE0|A0A8B6ZQE0_ORYAF
OG0002023	tr|F7BAB2|F7BAB2_MOUSE	tr|A0A8B7AXW9|A0A8B7AXW9_ORYAF, tr|A0A8B6ZL55|A0A8B6ZL55_ORYAF
OG0002024	sp|P56974|NRG2_MOUSE	tr|A0A8B6ZTB3|A0A8B6ZTB3_ORYAF, tr|A0A8B6ZYW0|A0A8B6ZYW0_ORYAF
OG0002025	sp|Q7TT15|GLT17_MOUSE	tr|A0A8B6ZSV8|A0A8B6ZSV8_ORYAF, tr|A0A8B6ZJV2|A0A8B6ZJV2_ORYAF
OG0002026	sp|Q9CZA5|ZCH12_MOUSE, sp|Q8VD24|ZCC18_MOUSE	tr|A0A8B7AL05|A0A8B7AL05_ORYAF
OG0002027	sp|Q99PQ2|TRI11_MOUSE	tr|A0A8B7AYI5|A0A8B7AYI5_ORYAF, tr|A0A8B7B2T8|A0A8B7B2T8_ORYAF
OG0002029	sp|Q8CF27|FA24A_MOUSE, sp|Q9DAL9|FA24L_MOUSE	tr|A0A8B6ZHE6|A0A8B6ZHE6_ORYAF
OG0002030	sp|Q9JJG7|CABP8_MOUSE, sp|Q91ZM8|CABP7_MOUSE	tr|A0A8B7ADX5|A0A8B7ADX5_ORYAF
OG0002031	sp|Q9JLZ6|HIC2_MOUSE	tr|A0A8B7A4P2|A0A8B7A4P2_ORYAF, tr|A0A8B7B158|A0A8B7B158_ORYAF
OG0002032	sp|Q8C0T1|FM1AB_MOUSE, sp|Q9Z2G1|FM1AA_MOUSE	tr|A0A8B7ANA1|A0A8B7ANA1_ORYAF
OG0002033	sp|Q8VCB3|GYS2_MOUSE, sp|Q9Z1E4|GYS1_MOUSE	tr|A0A8B7AAH5|A0A8B7AAH5_ORYAF
OG0002034	sp|Q3U6B2|GP183_MOUSE	tr|A0A8B7AJW5|A0A8B7AJW5_ORYAF, tr|A0A8B7AFT6|A0A8B7AFT6_ORYAF
OG0002035	tr|Q3V2J9|Q3V2J9_MOUSE	tr|A0A8B6ZLJ9|A0A8B6ZLJ9_ORYAF, tr|A0A8B6ZRL5|A0A8B6ZRL5_ORYAF
OG0002036	sp|Q60736|ZP3R_MOUSE	tr|A0A8B7AVN8|A0A8B7AVN8_ORYAF, tr|A0A8B7AVK3|A0A8B7AVK3_ORYAF
OG0002037	sp|Q9D110|MTHFS_MOUSE, tr|L7N466|L7N466_MOUSE	tr|A0A8B7APS1|A0A8B7APS1_ORYAF
OG0002038	sp|Q8C7N7|APH1B_MOUSE, sp|Q9DCZ9|APH1C_MOUSE	tr|A0A8B7B7R7|A0A8B7B7R7_ORYAF
OG0002039	sp|Q9EP66|HCAR2_MOUSE	tr|A0A8B6ZR68|A0A8B6ZR68_ORYAF, tr|A0A8B7ART5|A0A8B7ART5_ORYAF
OG0002040	sp|Q9WUD8|FAIM1_MOUSE, tr|J3QPY3|J3QPY3_MOUSE	tr|A0A8B7AI42|A0A8B7AI42_ORYAF
OG0002041	sp|P62751|RL23A_MOUSE	tr|A0A8B6ZKF1|A0A8B6ZKF1_ORYAF, tr|A0A8B7A002|A0A8B7A002_ORYAF
OG0002042	sp|Q06180|PTN2_MOUSE	tr|A0A8B7AQ74|A0A8B7AQ74_ORYAF, tr|A0A8B6ZYB6|A0A8B6ZYB6_ORYAF
OG0002043	sp|Q6IR41|C1QT6_MOUSE	tr|A0A8B6ZXU3|A0A8B6ZXU3_ORYAF, tr|A0A8B7B666|A0A8B7B666_ORYAF
OG0002044	sp|A2RSJ4|UH1BL_MOUSE	tr|A0A8B7ABQ7|A0A8B7ABQ7_ORYAF, tr|A0A8B7AUZ2|A0A8B7AUZ2_ORYAF
OG0002045	sp|Q6ZQ58|LARP1_MOUSE	tr|A0A8B7AUE9|A0A8B7AUE9_ORYAF, tr|A0A8B7AF62|A0A8B7AF62_ORYAF
OG0002046	sp|A2ARV4|LRP2_MOUSE, tr|A0A140LJC7|A0A140LJC7_MOUSE	tr|A0A8B7AV41|A0A8B7AV41_ORYAF
OG0002047	tr|E9Q1L6|E9Q1L6_MOUSE, tr|F8VQB1|F8VQB1_MOUSE	tr|A0A8B7AD91|A0A8B7AD91_ORYAF
OG0002048	sp|P51865|TDGF1_MOUSE	tr|A0A8B7APR3|A0A8B7APR3_ORYAF, tr|A0A8B7B557|A0A8B7B557_ORYAF
OG0002049	tr|A2AG10|A2AG10_MOUSE, sp|Q63850|NUP62_MOUSE	tr|A0A8B6ZZE0|A0A8B6ZZE0_ORYAF
OG0002050	sp|P08042|ZFP1_MOUSE	tr|A0A8B6ZTT9|A0A8B6ZTT9_ORYAF, tr|A0A8B7BE90|A0A8B7BE90_ORYAF
OG0002051	sp|P32848|PRVA_MOUSE	tr|A0A8B7BCW5|A0A8B7BCW5_ORYAF, tr|A0A8B6ZVR9|A0A8B6ZVR9_ORYAF
OG0002052	sp|Q64287|IRF4_MOUSE	tr|A0A8B6ZD36|A0A8B6ZD36_ORYAF, tr|A0A8B6ZB98|A0A8B6ZB98_ORYAF
OG0002053	sp|Q8BI36|JKAMP_MOUSE, tr|Q9CR05|Q9CR05_MOUSE	tr|A0A8B7APY6|A0A8B7APY6_ORYAF
OG0002054	sp|Q8VIG1|REST_MOUSE	tr|A0A8B6ZFZ1|A0A8B6ZFZ1_ORYAF, tr|A0A8B7A8W9|A0A8B7A8W9_ORYAF
OG0002055	sp|Q9R1S3|PIGN_MOUSE	tr|A0A8B6ZDI5|A0A8B6ZDI5_ORYAF, tr|A0A8B6ZDK0|A0A8B6ZDK0_ORYAF
OG0002056	sp|Q8BPQ7|SGSM1_MOUSE, sp|Q80U12|SGSM2_MOUSE	tr|A0A8B6ZNT9|A0A8B6ZNT9_ORYAF
OG0002057	sp|Q9DCZ4|MIC26_MOUSE	tr|A0A8B7B6J7|A0A8B7B6J7_ORYAF, tr|A0A8B7AC62|A0A8B7AC62_ORYAF
OG0002058	sp|Q9Z1V0|OLF49_MOUSE	tr|A0A8B7AN51|A0A8B7AN51_ORYAF, tr|A0A8B7API3|A0A8B7API3_ORYAF
OG0002059	sp|P11352|GPX1_MOUSE	tr|A0A8B6ZBC6|A0A8B6ZBC6_ORYAF, tr|A0A8B7B022|A0A8B7B022_ORYAF
OG0002060	sp|P63300|SELW_MOUSE	tr|A0A8B7A108|A0A8B7A108_ORYAF, tr|A0A8B7BCW0|A0A8B7BCW0_ORYAF
OG0002061	sp|Q91Z22|PORIM_MOUSE	tr|A0A8B7A8E7|A0A8B7A8E7_ORYAF, tr|A0A8B6ZTN6|A0A8B6ZTN6_ORYAF
OG0002062	sp|Q9D504|ANKR7_MOUSE	tr|A0A8B7BD26|A0A8B7BD26_ORYAF, tr|A0A8B7B209|A0A8B7B209_ORYAF
OG0002063	sp|B1AZI6|THOC2_MOUSE, tr|E9Q5E2|E9Q5E2_MOUSE	tr|A0A8B7AVG3|A0A8B7AVG3_ORYAF
OG0002064	sp|Q8C0V9|FRMD6_MOUSE	tr|A0A8B7AL18|A0A8B7AL18_ORYAF, tr|A0A8B7A1R6|A0A8B7A1R6_ORYAF
OG0002065	sp|Q91VH6|MEMO1_MOUSE	tr|A0A8B7B7X2|A0A8B7B7X2_ORYAF, tr|A0A8B6ZN10|A0A8B6ZN10_ORYAF
OG0002066	sp|Q921Y0|MOB1A_MOUSE, sp|Q8BPB0|MOB1B_MOUSE	tr|A0A8B6ZZ44|A0A8B6ZZ44_ORYAF
OG0002067	tr|E9Q547|E9Q547_MOUSE, tr|A0A1B0GRU2|A0A1B0GRU2_MOUSE	tr|A0A8B6ZZ65|A0A8B6ZZ65_ORYAF
OG0002068	sp|O35648|CETN3_MOUSE	tr|A0A8B7A6N9|A0A8B7A6N9_ORYAF, tr|A0A8B7A0V6|A0A8B7A0V6_ORYAF
OG0002069	sp|Q9D9H3|MB3L1_MOUSE	tr|A0A8B7B6Q4|A0A8B7B6Q4_ORYAF, tr|A0A8B7AVD2|A0A8B7AVD2_ORYAF
OG0002070	sp|P20108|PRDX3_MOUSE	tr|A0A8B6ZH82|A0A8B6ZH82_ORYAF, tr|A0A8B7ANK7|A0A8B7ANK7_ORYAF
OG0002071	sp|Q505D7|OPA3_MOUSE	tr|A0A8B7A519|A0A8B7A519_ORYAF, tr|A0A8B7A1K3|A0A8B7A1K3_ORYAF
OG0002072	sp|Q8VDS4|RPR1A_MOUSE	tr|A0A8B7AYY8|A0A8B7AYY8_ORYAF, tr|A0A8B7A7B1|A0A8B7A7B1_ORYAF
OG0002073	tr|Q9D140|Q9D140_MOUSE, sp|Q9Z0M1|KLK4_MOUSE	tr|A0A8B7B882|A0A8B7B882_ORYAF
OG0002074	sp|Q7TN88|PK1L2_MOUSE, sp|Q2EG98|PK1L3_MOUSE	tr|A0A8B6ZQJ9|A0A8B6ZQJ9_ORYAF
OG0002075	sp|P58801|RIPK2_MOUSE, sp|Q9QZL0|RIPK3_MOUSE	tr|A0A8B7AG19|A0A8B7AG19_ORYAF
OG0002076	sp|Q02284|5HT1F_MOUSE	tr|A0A8B7AML5|A0A8B7AML5_ORYAF, tr|A0A8B7B3U0|A0A8B7B3U0_ORYAF
OG0002077	tr|Q6NSU2|Q6NSU2_MOUSE, sp|Q9DCL8|IPP2_MOUSE	tr|A0A8B7ADZ2|A0A8B7ADZ2_ORYAF
OG0002078	sp|Q8C4N4|LAAT1_MOUSE	tr|A0A8B6ZDV6|A0A8B6ZDV6_ORYAF, tr|A0A8B7A1D4|A0A8B7A1D4_ORYAF
OG0002079	sp|Q8BML9|SYQ_MOUSE, sp|Q9CXJ1|SYEM_MOUSE	tr|A0A8B7B008|A0A8B7B008_ORYAF
OG0002080	sp|Q9JKE1|TREM3_MOUSE	tr|A0A8B6ZFQ1|A0A8B6ZFQ1_ORYAF, tr|A0A8B6ZKE9|A0A8B6ZKE9_ORYAF
OG0002082	sp|Q80WS1|RIMKB_MOUSE	tr|A0A8B7A1J6|A0A8B7A1J6_ORYAF, tr|A0A8B6ZI43|A0A8B6ZI43_ORYAF
OG0002083	sp|Q80UZ2|SDA1_MOUSE	tr|A0A8B6ZWP8|A0A8B6ZWP8_ORYAF, tr|A0A8B7AH43|A0A8B7AH43_ORYAF
OG0002084	sp|Q9D638|KRA32_MOUSE, sp|Q9D7P0|KRA33_MOUSE	tr|A0A8B6ZX65|A0A8B6ZX65_ORYAF
OG0002085	sp|O89110|CASP8_MOUSE	tr|A0A8B6ZF26|A0A8B6ZF26_ORYAF, tr|A0A8B6ZE57|A0A8B6ZE57_ORYAF
OG0002086	sp|P0DOY1|DNM3C_MOUSE, sp|O88509|DNM3B_MOUSE	tr|A0A8B6ZAU4|A0A8B6ZAU4_ORYAF
OG0002087	sp|Q9WUK6|ZBT18_MOUSE, sp|Q811H0|ZBT42_MOUSE	tr|A0A8B7AMI4|A0A8B7AMI4_ORYAF
OG0002088	tr|A2A4E2|A2A4E2_MOUSE, tr|Q9D4F3|Q9D4F3_MOUSE	tr|A0A8B7AY11|A0A8B7AY11_ORYAF
OG0002089	sp|P97355|SPSY_MOUSE	tr|A0A8B7BDV9|A0A8B7BDV9_ORYAF, tr|A0A8B6ZGM5|A0A8B6ZGM5_ORYAF
OG0002090	sp|Q8K2T1|NMRL1_MOUSE	tr|A0A8B6ZER1|A0A8B6ZER1_ORYAF, tr|A0A8B6ZPY9|A0A8B6ZPY9_ORYAF
OG0002091	sp|Q3V1L4|5NTC_MOUSE	tr|A0A8B6ZQV6|A0A8B6ZQV6_ORYAF, tr|A0A8B7BEK7|A0A8B7BEK7_ORYAF
OG0002092	sp|O08756|HCD2_MOUSE	tr|A0A8B7BAC9|A0A8B7BAC9_ORYAF, tr|A0A8B7B173|A0A8B7B173_ORYAF
OG0002093	sp|Q01776|GNRHR_MOUSE	tr|A0A8B6ZZ16|A0A8B6ZZ16_ORYAF, tr|A0A8B7AK09|A0A8B7AK09_ORYAF
OG0002094	sp|Q8BJZ4|RT35_MOUSE	tr|A0A8B7AJ18|A0A8B7AJ18_ORYAF, tr|A0A8B7AMW3|A0A8B7AMW3_ORYAF
OG0002095	sp|Q9QXT9|Z354B_MOUSE, sp|Q61751|Z354A_MOUSE	tr|A0A8B7AWV9|A0A8B7AWV9_ORYAF
OG0002096	sp|Q69Z38|PEAK1_MOUSE	tr|A0A8B7AHZ7|A0A8B7AHZ7_ORYAF, tr|A0A8B7ASM3|A0A8B7ASM3_ORYAF
OG0002097	sp|Q8BIQ8|ZN770_MOUSE, sp|Q9WTJ4|FIZ1_MOUSE	tr|A0A8B6ZXF3|A0A8B6ZXF3_ORYAF
OG0002098	sp|Q9D030|TWST2_MOUSE	tr|A0A8B7A8C9|A0A8B7A8C9_ORYAF, tr|A0A8B6ZVJ6|A0A8B6ZVJ6_ORYAF
OG0002099	sp|Q9CQK7|RWDD1_MOUSE	tr|A0A8B7A196|A0A8B7A196_ORYAF, tr|A0A8B7AWE3|A0A8B7AWE3_ORYAF
OG0002100	sp|Q62035|PTAFR_MOUSE	tr|A0A8B7AKX7|A0A8B7AKX7_ORYAF, tr|A0A8B6ZEB3|A0A8B6ZEB3_ORYAF
OG0002101	sp|Q64096|MCF2L_MOUSE	tr|A0A8B7A315|A0A8B7A315_ORYAF, tr|A0A8B6ZEV8|A0A8B6ZEV8_ORYAF
OG0002102	tr|Q9D3Z8|Q9D3Z8_MOUSE, sp|Q61503|5NTD_MOUSE	tr|A0A8B7AMW4|A0A8B7AMW4_ORYAF
OG0002104	sp|P50114|S100B_MOUSE, tr|A0A0B4J1F9|A0A0B4J1F9_MOUSE	tr|A0A8B7AFX5|A0A8B7AFX5_ORYAF
OG0002105	sp|Q9QUR7|PIN1_MOUSE, tr|Q3ULQ2|Q3ULQ2_MOUSE	tr|A0A8B7AZD4|A0A8B7AZD4_ORYAF
OG0002106	tr|Q8VF81|Q8VF81_MOUSE	tr|A0A8B7B160|A0A8B7B160_ORYAF, tr|A0A8B7B156|A0A8B7B156_ORYAF
OG0002107	sp|O89090|SP1_MOUSE	tr|A0A8B7AJM7|A0A8B7AJM7_ORYAF, tr|A0A8B7AJW3|A0A8B7AJW3_ORYAF
OG0002108	sp|P83861|QRFPR_MOUSE, tr|G3UWA8|G3UWA8_MOUSE	tr|A0A8B7AU07|A0A8B7AU07_ORYAF
OG0002109	sp|Q10738|MMP7_MOUSE	tr|A0A8B6ZUB3|A0A8B6ZUB3_ORYAF, tr|A0A8B7A8E0|A0A8B7A8E0_ORYAF
OG0002110	sp|Q60718|ADAM2_MOUSE	tr|A0A8B6ZDV3|A0A8B6ZDV3_ORYAF, tr|A0A8B6ZGU4|A0A8B6ZGU4_ORYAF
OG0002111	sp|Q61180|SCNNA_MOUSE	tr|A0A8B7A6W5|A0A8B7A6W5_ORYAF, tr|A0A8B6ZJV7|A0A8B6ZJV7_ORYAF
OG0002112	sp|O09117|SYPL1_MOUSE	tr|A0A8B7ABC1|A0A8B7ABC1_ORYAF, tr|A0A8B7A3W4|A0A8B7A3W4_ORYAF
OG0002113	sp|Q9CXP9|EXO5_MOUSE	tr|A0A8B7ATN6|A0A8B7ATN6_ORYAF, tr|A0A8B7AIB6|A0A8B7AIB6_ORYAF
OG0002114	sp|Q9R1C7|PR40A_MOUSE	tr|A0A8B7AUU8|A0A8B7AUU8_ORYAF, tr|A0A8B6ZGE1|A0A8B6ZGE1_ORYAF
OG0002115	tr|B1AWZ3|B1AWZ3_MOUSE, sp|Q9CQE1|NPS3B_MOUSE	tr|A0A8B7AZW6|A0A8B7AZW6_ORYAF
OG0002116	sp|Q8BG84|LAIR1_MOUSE	tr|A0A8B7B4M9|A0A8B7B4M9_ORYAF, tr|A0A8B7B684|A0A8B7B684_ORYAF
OG0002117	sp|Q9QUH0|GLRX1_MOUSE	tr|A0A8B7A2K5|A0A8B7A2K5_ORYAF, tr|A0A8B7A3H6|A0A8B7A3H6_ORYAF
OG0002118	sp|Q9QXE5|TSSP_MOUSE	tr|A0A8B6ZDK5|A0A8B6ZDK5_ORYAF, tr|A0A8B7B8J1|A0A8B7B8J1_ORYAF
OG0002119	sp|P62301|RS13_MOUSE	tr|A0A8B6ZJH2|A0A8B6ZJH2_ORYAF, tr|A0A8B7B0G3|A0A8B7B0G3_ORYAF
OG0002120	sp|P61327|MGN_MOUSE	tr|A0A8B7B8B9|A0A8B7B8B9_ORYAF, tr|A0A8B7A825|A0A8B7A825_ORYAF
OG0002121	sp|P12850|GROA_MOUSE	tr|A0A8B7B0H5|A0A8B7B0H5_ORYAF, tr|A0A8B7B1B7|A0A8B7B1B7_ORYAF
OG0002122	sp|Q61550|RAD21_MOUSE	tr|A0A8B7AGC3|A0A8B7AGC3_ORYAF, tr|A0A8B7ATA9|A0A8B7ATA9_ORYAF
OG0002123	sp|Q64FW2|RETST_MOUSE	tr|A0A8B7AHV4|A0A8B7AHV4_ORYAF, tr|A0A8B7ALU5|A0A8B7ALU5_ORYAF
OG0002124	tr|Q8BGF0|Q8BGF0_MOUSE, sp|Q99KC8|VMA5A_MOUSE	tr|A0A8B7AJW7|A0A8B7AJW7_ORYAF
OG0002125	sp|Q9CVI2|F133B_MOUSE	tr|A0A8B6ZQM2|A0A8B6ZQM2_ORYAF, tr|A0A8B7AYI3|A0A8B7AYI3_ORYAF
OG0002126	sp|Q2UY11|COSA1_MOUSE, sp|P51942|MATN1_MOUSE	tr|A0A8B7B112|A0A8B7B112_ORYAF
OG0002127	sp|Q91V87|FGRL1_MOUSE	tr|A0A8B7B1A6|A0A8B7B1A6_ORYAF, tr|A0A8B7B9J5|A0A8B7B9J5_ORYAF
OG0002128	sp|Q9ET26|RN114_MOUSE	tr|A0A8B6ZLE5|A0A8B6ZLE5_ORYAF, tr|A0A8B7AV45|A0A8B7AV45_ORYAF
OG0002129	sp|Q9JI48|PLAC8_MOUSE	tr|A0A8B7AAM7|A0A8B7AAM7_ORYAF, tr|A0A8B7AAJ9|A0A8B7AAJ9_ORYAF
OG0002130	sp|P49891|ST1E1_MOUSE	tr|A0A8B6ZZ86|A0A8B6ZZ86_ORYAF, tr|A0A8B6ZZ69|A0A8B6ZZ69_ORYAF
OG0002131	tr|Q8CFU0|Q8CFU0_MOUSE	tr|A0A8B7AZJ5|A0A8B7AZJ5_ORYAF, tr|A0A8B7B0E0|A0A8B7B0E0_ORYAF
OG0002132	sp|Q8R0F5|RBMX2_MOUSE	tr|A0A8B7B196|A0A8B7B196_ORYAF, tr|A0A8B6ZDF5|A0A8B6ZDF5_ORYAF
OG0002133	sp|Q920G9|GMCL1_MOUSE	tr|A0A8B6ZRE1|A0A8B6ZRE1_ORYAF, tr|A0A8B7B5E2|A0A8B7B5E2_ORYAF
OG0002134	sp|Q9JL59|SCT1B_MOUSE, sp|Q921W8|SCT1A_MOUSE	tr|A0A8B7BCU3|A0A8B7BCU3_ORYAF
OG0002135	sp|Q9CQ45|NENF_MOUSE	tr|A0A8B7ASM0|A0A8B7ASM0_ORYAF, tr|A0A8B7AWD0|A0A8B7AWD0_ORYAF
OG0002136	sp|O35602|RX_MOUSE	tr|A0A8B7AMJ1|A0A8B7AMJ1_ORYAF, tr|A0A8B6ZF75|A0A8B6ZF75_ORYAF
OG0002137	sp|O08914|FAAH1_MOUSE	tr|A0A8B7AAB4|A0A8B7AAB4_ORYAF, tr|A0A8B7AFZ5|A0A8B7AFZ5_ORYAF
OG0002138	sp|Q5SUE8|ANR40_MOUSE, tr|A0A286YDN8|A0A286YDN8_MOUSE	tr|A0A8B6ZY73|A0A8B6ZY73_ORYAF
OG0002139	sp|P35569|IRS1_MOUSE, tr|Q4QQK2|Q4QQK2_MOUSE	tr|A0A8B7B0D9|A0A8B7B0D9_ORYAF
OG0002140	sp|Q9JKB3|YBOX3_MOUSE	tr|A0A8B7BA02|A0A8B7BA02_ORYAF, tr|A0A8B7BC63|A0A8B7BC63_ORYAF
OG0002141	tr|A0A1L1SU27|A0A1L1SU27_MOUSE	tr|A0A8B6ZX69|A0A8B6ZX69_ORYAF, tr|A0A8B7B1E1|A0A8B7B1E1_ORYAF
OG0002142	sp|O88809|DCX_MOUSE	tr|A0A8B7AT29|A0A8B7AT29_ORYAF, tr|A0A8B7AU29|A0A8B7AU29_ORYAF
OG0002143	sp|P50172|DHI1_MOUSE	tr|A0A8B7AUI5|A0A8B7AUI5_ORYAF, tr|A0A8B7B1Z7|A0A8B7B1Z7_ORYAF
OG0002144	tr|Q8C689|Q8C689_MOUSE	tr|A0A8B7B286|A0A8B7B286_ORYAF, tr|A0A8B7B5K8|A0A8B7B5K8_ORYAF
OG0002145	sp|Q9D011|MPLKI_MOUSE, tr|J3QQ10|J3QQ10_MOUSE	tr|A0A8B6ZZN0|A0A8B6ZZN0_ORYAF
OG0002146	sp|Q8R1G6|PDLI2_MOUSE, tr|Q8BGR1|Q8BGR1_MOUSE	tr|A0A8B7AND2|A0A8B7AND2_ORYAF
OG0002147	sp|Q91ZP6|NFIP2_MOUSE	tr|A0A8B6ZX72|A0A8B6ZX72_ORYAF, tr|A0A8B7ALD2|A0A8B7ALD2_ORYAF
OG0002148	tr|Q8CGQ2|Q8CGQ2_MOUSE, tr|B2RUD9|B2RUD9_MOUSE	tr|A0A8B6ZZK6|A0A8B6ZZK6_ORYAF
OG0002149	sp|Q61456|CCNA1_MOUSE	tr|A0A8B7B9T3|A0A8B7B9T3_ORYAF, tr|A0A8B7AV90|A0A8B7AV90_ORYAF
OG0002150	sp|Q8VE01|DUS18_MOUSE	tr|A0A8B7B0E6|A0A8B7B0E6_ORYAF, tr|A0A8B7BA46|A0A8B7BA46_ORYAF
OG0002151	sp|Q8BUH7|RNF26_MOUSE, tr|E9PVG0|E9PVG0_MOUSE	tr|A0A8B6ZG09|A0A8B6ZG09_ORYAF
OG0002152	sp|Q9D8N0|EF1G_MOUSE	tr|A0A8B7A549|A0A8B7A549_ORYAF, tr|A0A8B7AW81|A0A8B7AW81_ORYAF
OG0002153	sp|Q8BR63|F177A_MOUSE	tr|A0A8B6ZM12|A0A8B6ZM12_ORYAF, tr|A0A8B6ZME1|A0A8B6ZME1_ORYAF
OG0002154	sp|Q99J59|TSN1_MOUSE	tr|A0A8B7ABP7|A0A8B7ABP7_ORYAF, tr|A0A8B7AW41|A0A8B7AW41_ORYAF
OG0002155	sp|Q925J9|MED1_MOUSE	tr|A0A8B6ZPI4|A0A8B6ZPI4_ORYAF, tr|A0A8B7A1Y9|A0A8B7A1Y9_ORYAF
OG0002156	sp|Q9CPY7|AMPL_MOUSE	tr|A0A8B6ZL72|A0A8B6ZL72_ORYAF, tr|A0A8B7B7G4|A0A8B7B7G4_ORYAF
OG0002157	sp|Q9DA97|SEP14_MOUSE	tr|A0A8B6ZXZ3|A0A8B6ZXZ3_ORYAF, tr|A0A8B6ZYD4|A0A8B6ZYD4_ORYAF
OG0002158	sp|Q9WUS4|CXA10_MOUSE	tr|A0A8B7ACT9|A0A8B7ACT9_ORYAF, tr|A0A8B7AQ17|A0A8B7AQ17_ORYAF
OG0002159	sp|P25444|RS2_MOUSE	tr|A0A8B6ZPS2|A0A8B6ZPS2_ORYAF, tr|A0A8B7ALJ6|A0A8B7ALJ6_ORYAF
OG0002160	tr|E9Q5F1|E9Q5F1_MOUSE	tr|A0A8B7AEP5|A0A8B7AEP5_ORYAF, tr|A0A8B7ATQ6|A0A8B7ATQ6_ORYAF
OG0002161	sp|Q3U8K7|KMT5B_MOUSE	tr|A0A8B7AJI9|A0A8B7AJI9_ORYAF, tr|A0A8B7A590|A0A8B7A590_ORYAF
