Orthogroup	Mus_musculus	Panthera_tigris_altaica
OG0000243	sp|Q9R1L5|MAST1_MOUSE	tr|A0A8C9M6W9|A0A8C9M6W9_PANTA
OG0000243	sp|Q811L6|MAST4_MOUSE	tr|A0A8C9J092|A0A8C9J092_PANTA
OG0000247	tr|Q1AN91|Q1AN91_MOUSE, tr|Q1AN92|Q1AN92_MOUSE	tr|A0A8C9KPQ7|A0A8C9KPQ7_PANTA, tr|A0A8C9KFT3|A0A8C9KFT3_PANTA, tr|A0A8C9K9I0|A0A8C9K9I0_PANTA, tr|A0A8C9KQE4|A0A8C9KQE4_PANTA, tr|A0A8C9J8N6|A0A8C9J8N6_PANTA, tr|A0A8C9KFD5|A0A8C9KFD5_PANTA
OG0000249	sp|P49003|BMP5_MOUSE	tr|A0A8C9JXZ2|A0A8C9JXZ2_PANTA
OG0000249	sp|P20722|BMP6_MOUSE	tr|A0A8C9JT08|A0A8C9JT08_PANTA
OG0000249	sp|P23359|BMP7_MOUSE	tr|A0A8C9MCE8|A0A8C9MCE8_PANTA
OG0000250	sp|P70175|DLG3_MOUSE	tr|A0A8C9K4Y0|A0A8C9K4Y0_PANTA
OG0000250	sp|Q62108|DLG4_MOUSE	tr|A0A8C9KT95|A0A8C9KT95_PANTA
OG0000250	sp|Q811D0|DLG1_MOUSE	tr|A0A8C9M6B6|A0A8C9M6B6_PANTA
OG0000250	sp|Q91XM9|DLG2_MOUSE	tr|A0A8C9M694|A0A8C9M694_PANTA
OG0000252	sp|Q61983|NPT1_MOUSE	tr|A0A8C9K961|A0A8C9K961_PANTA
OG0000252	sp|Q5NCM1|S17A4_MOUSE	tr|A0A8C9KJU5|A0A8C9KJU5_PANTA
OG0000252	sp|Q5SZA1|NPT3_MOUSE	tr|A0A8C9J2X5|A0A8C9J2X5_PANTA
OG0000252	tr|G3UWD9|G3UWD9_MOUSE	tr|A0A8C9KRT4|A0A8C9KRT4_PANTA
OG0000253	sp|Q91V14|S12A5_MOUSE	tr|A0A8C9KZK4|A0A8C9KZK4_PANTA
OG0000253	sp|Q9WVL3|S12A7_MOUSE	tr|A0A8C9JDC4|A0A8C9JDC4_PANTA
OG0000253	sp|Q9JIS8|S12A4_MOUSE	tr|A0A8C9KY50|A0A8C9KY50_PANTA
OG0000253	sp|Q924N4|S12A6_MOUSE	tr|A0A8C9KTB0|A0A8C9KTB0_PANTA
OG0000254	sp|P39688|FYN_MOUSE	tr|A0A8C9KU08|A0A8C9KU08_PANTA
OG0000254	sp|Q04736|YES_MOUSE	tr|A0A8C9KFT0|A0A8C9KFT0_PANTA
OG0000254	sp|P05480|SRC_MOUSE	tr|A0A8C9JKW2|A0A8C9JKW2_PANTA
OG0000254	sp|P14234|FGR_MOUSE	tr|A0A8C9JZC4|A0A8C9JZC4_PANTA
OG0000256	sp|P63101|1433Z_MOUSE	tr|A0A8C9KQT4|A0A8C9KQT4_PANTA, tr|A0A8C9KQH2|A0A8C9KQH2_PANTA, tr|A0A8C9KBY3|A0A8C9KBY3_PANTA
OG0000256	sp|Q9CQV8|1433B_MOUSE	tr|A0A8C9M3A3|A0A8C9M3A3_PANTA
OG0000256	sp|P68254|1433T_MOUSE	tr|A0A8C9J5U8|A0A8C9J5U8_PANTA
OG0000257	sp|Q9EQW8|NDST4_MOUSE	tr|A0A8C9JVL9|A0A8C9JVL9_PANTA
OG0000257	sp|Q3UHN9|NDST1_MOUSE	tr|A0A8C9KGB3|A0A8C9KGB3_PANTA
OG0000257	sp|P52850|NDST2_MOUSE	tr|A0A8C9KPU4|A0A8C9KPU4_PANTA
OG0000257	sp|Q9EQH7|NDST3_MOUSE	tr|A0A8C9JSB6|A0A8C9JSB6_PANTA
OG0000258	sp|Q8VFK1|O1009_MOUSE	tr|A0A8C9JKB5|A0A8C9JKB5_PANTA
OG0000258	sp|Q9QY00|OL154_MOUSE, sp|Q8VFK2|O1002_MOUSE	tr|A0A8C9KSE5|A0A8C9KSE5_PANTA, tr|A0A8C9JLG5|A0A8C9JLG5_PANTA, tr|A0A8C9JM91|A0A8C9JM91_PANTA, tr|A0A8C9JLH9|A0A8C9JLH9_PANTA
OG0000259	sp|P70265|F262_MOUSE	tr|A0A8C9J611|A0A8C9J611_PANTA
OG0000259	tr|A7UAK5|A7UAK5_MOUSE	tr|A0A8C9JG08|A0A8C9JG08_PANTA
OG0000259	sp|Q6DTY7|F264_MOUSE	tr|A0A8C9KMJ5|A0A8C9KMJ5_PANTA
OG0000259	sp|P70266|F261_MOUSE	tr|A0A8C9KLW0|A0A8C9KLW0_PANTA
OG0000261	tr|F6Z9B9|F6Z9B9_MOUSE, sp|Q8QZR3|EST2A_MOUSE, tr|Q6PDB7|Q6PDB7_MOUSE, sp|Q91WG0|EST2C_MOUSE, tr|E9PV38|E9PV38_MOUSE, tr|Q08ED5|Q08ED5_MOUSE, sp|Q8BK48|EST2E_MOUSE	tr|A0A8C9J299|A0A8C9J299_PANTA
OG0000262	sp|Q6SJQ0|CLM8_MOUSE, sp|A2A7V7|CLM6_MOUSE, sp|Q7TSN2|CLM4_MOUSE	tr|A0A8C9JR94|A0A8C9JR94_PANTA, tr|A0A8C9JUM2|A0A8C9JUM2_PANTA, tr|A0A8C9JUL2|A0A8C9JUL2_PANTA
OG0000262	sp|Q8K249|CLM2_MOUSE	tr|A0A8C9JRB1|A0A8C9JRB1_PANTA
OG0000264	sp|P29341|PABP1_MOUSE	tr|A0A8C9L293|A0A8C9L293_PANTA
OG0000264	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A8C9J7J7|A0A8C9J7J7_PANTA
OG0000264	tr|A2A5N3|A2A5N3_MOUSE	tr|A0A8C9JBB4|A0A8C9JBB4_PANTA
OG0000265	sp|Q9QYY9|ADH4_MOUSE	tr|A0A8C9J0M0|A0A8C9J0M0_PANTA
OG0000265	sp|P28474|ADHX_MOUSE	tr|A0A8C9J9K2|A0A8C9J9K2_PANTA
OG0000265	sp|Q64437|ADH7_MOUSE, sp|P00329|ADH1_MOUSE	tr|A0A8C9KL95|A0A8C9KL95_PANTA
OG0000266	sp|Q61879|MYH10_MOUSE	tr|A0A8C9KFT5|A0A8C9KFT5_PANTA
OG0000266	sp|Q6URW6|MYH14_MOUSE	tr|A0A8C9L0H0|A0A8C9L0H0_PANTA
OG0000266	sp|Q8VDD5|MYH9_MOUSE, sp|O08638|MYH11_MOUSE	tr|A0A8C9MBM5|A0A8C9MBM5_PANTA, tr|A0A8C9J963|A0A8C9J963_PANTA
OG0000267	sp|Q7TPR4|ACTN1_MOUSE	tr|A0A8C9MBC8|A0A8C9MBC8_PANTA
OG0000267	sp|P57780|ACTN4_MOUSE	tr|A0A8C9J4Q2|A0A8C9J4Q2_PANTA
OG0000267	sp|O88990|ACTN3_MOUSE	tr|A0A8C9K9H3|A0A8C9K9H3_PANTA
OG0000267	sp|Q9JI91|ACTN2_MOUSE	tr|A0A8C9KMK9|A0A8C9KMK9_PANTA
OG0000268	sp|Q3UEI1|PDE4C_MOUSE	tr|A0A8C9JC10|A0A8C9JC10_PANTA
OG0000268	sp|Q01063|PDE4D_MOUSE	tr|A0A8C9KUD2|A0A8C9KUD2_PANTA
OG0000268	sp|O89084|PDE4A_MOUSE	tr|A0A8C9JN37|A0A8C9JN37_PANTA
OG0000268	tr|B1AWC9|B1AWC9_MOUSE	tr|A0A8C9M376|A0A8C9M376_PANTA
OG0000269	sp|Q6P1F6|2ABA_MOUSE	tr|A0A8C9J1Q1|A0A8C9J1Q1_PANTA
OG0000269	sp|Q925E7|2ABD_MOUSE	tr|A0A8C9JRX4|A0A8C9JRX4_PANTA
OG0000269	sp|Q6ZWR4|2ABB_MOUSE	tr|A0A8C9JTF6|A0A8C9JTF6_PANTA
OG0000269	sp|Q8BG02|2ABG_MOUSE	tr|A0A8C9K699|A0A8C9K699_PANTA
OG0000270	sp|P62874|GBB1_MOUSE	tr|A0A8C9J5U2|A0A8C9J5U2_PANTA
OG0000270	sp|Q61011|GBB3_MOUSE	tr|A0A8C9M212|A0A8C9M212_PANTA
OG0000270	sp|P62880|GBB2_MOUSE	tr|A0A8C9JJH9|A0A8C9JJH9_PANTA
OG0000270	sp|P29387|GBB4_MOUSE	tr|A0A8C9JF59|A0A8C9JF59_PANTA
OG0000271	sp|Q8CJF8|AGO4_MOUSE	tr|A0A8C9MDA9|A0A8C9MDA9_PANTA
OG0000271	sp|Q8CJG0|AGO2_MOUSE	tr|A0A8C9M390|A0A8C9M390_PANTA
OG0000271	sp|Q8CJG1|AGO1_MOUSE	tr|A0A8C9KNG3|A0A8C9KNG3_PANTA
OG0000271	sp|Q8CJF9|AGO3_MOUSE	tr|A0A8C9IZ49|A0A8C9IZ49_PANTA
OG0000272	sp|Q923L3|CSMD1_MOUSE	tr|A0A8C9JV73|A0A8C9JV73_PANTA
OG0000272	sp|Q80T79|CSMD3_MOUSE	tr|A0A8C9KCV8|A0A8C9KCV8_PANTA
OG0000272	tr|V9GX34|V9GX34_MOUSE	tr|A0A8C9JGV1|A0A8C9JGV1_PANTA, tr|A0A8C9JXY3|A0A8C9JXY3_PANTA, tr|A0A8C9M6G3|A0A8C9M6G3_PANTA
OG0000273	tr|Q8VGZ6|Q8VGZ6_MOUSE, tr|A0A1B0GSU5|A0A1B0GSU5_MOUSE, tr|E9PWA8|E9PWA8_MOUSE, tr|A0A1B0GST0|A0A1B0GST0_MOUSE, tr|Q8VG25|Q8VG25_MOUSE, tr|E9PXW4|E9PXW4_MOUSE, tr|E9Q554|E9Q554_MOUSE	tr|A0A8C9JEB4|A0A8C9JEB4_PANTA
OG0000274	sp|Q9QYR7|ACOT3_MOUSE, sp|Q6Q2Z6|ACOT5_MOUSE, sp|Q9QYR9|ACOT2_MOUSE, sp|O55137|ACOT1_MOUSE, sp|Q8BWN8|ACOT4_MOUSE, sp|Q32Q92|ACOT6_MOUSE	tr|A0A8C9KGG5|A0A8C9KGG5_PANTA, tr|A0A8C9K5C8|A0A8C9K5C8_PANTA
OG0000275	sp|Q6PHZ2|KCC2D_MOUSE	tr|A0A8C9JTJ9|A0A8C9JTJ9_PANTA
OG0000275	sp|P11798|KCC2A_MOUSE	tr|A0A8C9JYQ2|A0A8C9JYQ2_PANTA
OG0000275	sp|P28652|KCC2B_MOUSE	tr|A0A8C9J1T5|A0A8C9J1T5_PANTA
OG0000275	sp|Q923T9|KCC2G_MOUSE	tr|A0A8C9KS44|A0A8C9KS44_PANTA
OG0000276	tr|F6VB59|F6VB59_MOUSE, tr|Q8VF33|Q8VF33_MOUSE	tr|A0A8C9J3U1|A0A8C9J3U1_PANTA
OG0000276	tr|Q8VGH5|Q8VGH5_MOUSE, sp|Q60889|OLF5_MOUSE	tr|A0A8C9J0P6|A0A8C9J0P6_PANTA
OG0000276	tr|Q8VGH6|Q8VGH6_MOUSE	tr|A0A8C9J4M2|A0A8C9J4M2_PANTA
OG0000279	sp|Q07409|CNTN3_MOUSE	tr|A0A8C9JX78|A0A8C9JX78_PANTA
OG0000279	sp|Q69Z26|CNTN4_MOUSE	tr|A0A8C9M8M0|A0A8C9M8M0_PANTA
OG0000279	sp|P68500|CNTN5_MOUSE	tr|A0A8C9KCK7|A0A8C9KCK7_PANTA
OG0000279	sp|Q9JMB8|CNTN6_MOUSE	tr|A0A8C9L0C4|A0A8C9L0C4_PANTA
OG0000280	sp|O35984|PBX2_MOUSE	tr|A0A8C9JC53|A0A8C9JC53_PANTA
OG0000280	sp|Q99NE9|PBX4_MOUSE	tr|A0A8C9KCQ9|A0A8C9KCQ9_PANTA
OG0000280	sp|P41778|PBX1_MOUSE	tr|A0A8C9M6V2|A0A8C9M6V2_PANTA
OG0000280	sp|O35317|PBX3_MOUSE	tr|A0A8C9JXW4|A0A8C9JXW4_PANTA
OG0000281	sp|Q68EF4|GRM4_MOUSE	tr|A0A8C9M540|A0A8C9M540_PANTA
OG0000281	sp|Q68ED2|GRM7_MOUSE	tr|A0A8C9KKX0|A0A8C9KKX0_PANTA
OG0000281	sp|P47743|GRM8_MOUSE	tr|A0A8C9M8P5|A0A8C9M8P5_PANTA
OG0000281	sp|Q5NCH9|GRM6_MOUSE	tr|A0A8C9L3G6|A0A8C9L3G6_PANTA
OG0000282	sp|P62812|GBRA1_MOUSE	tr|A0A8C9K9R3|A0A8C9K9R3_PANTA
OG0000282	sp|P26048|GBRA2_MOUSE	tr|A0A8C9KEM7|A0A8C9KEM7_PANTA
OG0000282	sp|Q8BHJ7|GBRA5_MOUSE	tr|A0A8C9JP54|A0A8C9JP54_PANTA
OG0000282	sp|P26049|GBRA3_MOUSE	tr|A0A8C9J8C0|A0A8C9J8C0_PANTA
OG0000283	tr|B2RQY6|B2RQY6_MOUSE, sp|P11370|ENV2_MOUSE, sp|P10404|ENV1_MOUSE, tr|Q3TZL0|Q3TZL0_MOUSE, sp|Q5G5D5|SYNA_MOUSE, sp|Q8BI41|SYNB_MOUSE, sp|P10400|POL1_MOUSE	tr|A0A8C9J159|A0A8C9J159_PANTA
OG0000284	sp|Q8CIN6|CELF3_MOUSE	tr|A0A8C9JV77|A0A8C9JV77_PANTA
OG0000284	sp|Q7TSY6|CELF4_MOUSE, tr|A0A5F8MPH2|A0A5F8MPH2_MOUSE	tr|A0A8C9J7B4|A0A8C9J7B4_PANTA
OG0000284	sp|Q7TN33|CELF6_MOUSE	tr|A0A8C9J7G6|A0A8C9J7G6_PANTA, tr|A0A8C9J3S8|A0A8C9J3S8_PANTA
OG0000285	sp|A2ASZ8|SCMC2_MOUSE	tr|A0A8C9JTQ1|A0A8C9JTQ1_PANTA
OG0000285	sp|Q6GQS1|SCMC3_MOUSE	tr|A0A8C9KLB2|A0A8C9KLB2_PANTA
OG0000285	tr|B1AUS6|B1AUS6_MOUSE	tr|A0A8C9JXK6|A0A8C9JXK6_PANTA
OG0000285	sp|Q8BMD8|SCMC1_MOUSE	tr|A0A8C9JX97|A0A8C9JX97_PANTA
OG0000287	sp|Q673U1|HS3S2_MOUSE	tr|A0A8C9JBH2|A0A8C9JBH2_PANTA
OG0000287	sp|Q5GFD5|HS3S6_MOUSE	tr|A0A8C9JG92|A0A8C9JG92_PANTA
OG0000287	sp|Q9QZS6|HS3SB_MOUSE, sp|Q8BKN6|HS3SA_MOUSE	tr|A0A8C9M1B5|A0A8C9M1B5_PANTA
OG0000288	sp|Q9WUT3|KS6A2_MOUSE	tr|A0A8C9KR54|A0A8C9KR54_PANTA
OG0000288	sp|P18653|KS6A1_MOUSE	tr|A0A8C9K9T0|A0A8C9K9T0_PANTA
OG0000288	sp|P18654|KS6A3_MOUSE	tr|A0A8C9JXE6|A0A8C9JXE6_PANTA
OG0000288	sp|Q7TPS0|KS6A6_MOUSE	tr|A0A8C9JU91|A0A8C9JU91_PANTA
OG0000289	sp|P23818|GRIA1_MOUSE	tr|A0A8C9JL98|A0A8C9JL98_PANTA
OG0000289	sp|Q9Z2W8|GRIA4_MOUSE	tr|A0A8C9JE69|A0A8C9JE69_PANTA
OG0000289	sp|Q9Z2W9|GRIA3_MOUSE	tr|A0A8C9M1B2|A0A8C9M1B2_PANTA
OG0000289	sp|P23819|GRIA2_MOUSE	tr|A0A8C9KG17|A0A8C9KG17_PANTA
OG0000291	sp|Q8VBW9|OLF63_MOUSE	tr|A0A8C9JE03|A0A8C9JE03_PANTA, tr|A0A8C9JLK6|A0A8C9JLK6_PANTA, tr|A0A8C9J6E5|A0A8C9J6E5_PANTA, tr|A0A8C9JBS1|A0A8C9JBS1_PANTA, tr|A0A8C9J9I0|A0A8C9J9I0_PANTA, tr|A0A8C9JBV3|A0A8C9JBV3_PANTA, tr|A0A8C9J9F4|A0A8C9J9F4_PANTA
OG0000292	sp|Q61603|GLRA4_MOUSE	tr|A0A8C9KU88|A0A8C9KU88_PANTA
OG0000292	sp|Q64018|GLRA1_MOUSE	tr|A0A8C9KH61|A0A8C9KH61_PANTA
OG0000292	sp|Q91XP5|GLRA3_MOUSE	tr|A0A8C9KHN3|A0A8C9KHN3_PANTA
OG0000292	sp|Q7TNC8|GLRA2_MOUSE	tr|A0A8C9JF34|A0A8C9JF34_PANTA
OG0000293	tr|Q8VH16|Q8VH16_MOUSE	tr|A0A8C9JWM0|A0A8C9JWM0_PANTA
OG0000293	tr|Q8VH12|Q8VH12_MOUSE	tr|A0A8C9KDD9|A0A8C9KDD9_PANTA
OG0000293	tr|Q8VH13|Q8VH13_MOUSE	tr|A0A8C9JWI4|A0A8C9JWI4_PANTA
OG0000293	tr|A0A0G2JFH3|A0A0G2JFH3_MOUSE	tr|A0A8C9JQH5|A0A8C9JQH5_PANTA
OG0000294	tr|Q8VGU9|Q8VGU9_MOUSE	tr|A0A8C9M556|A0A8C9M556_PANTA
OG0000294	tr|Q7TRP5|Q7TRP5_MOUSE	tr|A0A8C9JJK6|A0A8C9JJK6_PANTA, tr|A0A8C9JA72|A0A8C9JA72_PANTA, tr|A0A8C9JKC2|A0A8C9JKC2_PANTA, tr|A0A8C9JSG0|A0A8C9JSG0_PANTA, tr|A0A8C9JRX6|A0A8C9JRX6_PANTA
OG0000295	sp|P09528|FRIH_MOUSE	tr|A0A8C9M5Z9|A0A8C9M5Z9_PANTA, tr|A0A8C9JNZ4|A0A8C9JNZ4_PANTA, tr|A0A8C9JA39|A0A8C9JA39_PANTA, tr|A0A8C9J8Q1|A0A8C9J8Q1_PANTA, tr|A0A8C9JDX9|A0A8C9JDX9_PANTA, tr|A0A8C9JM10|A0A8C9JM10_PANTA, tr|A0A8C9JI90|A0A8C9JI90_PANTA
OG0000296	tr|L7MTT3|L7MTT3_MOUSE, tr|A2ASU6|A2ASU6_MOUSE	tr|A0A8C9JM23|A0A8C9JM23_PANTA, tr|A0A8C9JK86|A0A8C9JK86_PANTA, tr|A0A8C9JLB5|A0A8C9JLB5_PANTA, tr|A0A8C9M6E5|A0A8C9M6E5_PANTA, tr|A0A8C9JLA4|A0A8C9JLA4_PANTA, tr|A0A8C9JTB5|A0A8C9JTB5_PANTA
OG0000297	sp|Q8VDB9|S620A_MOUSE	tr|A0A8C9K020|A0A8C9K020_PANTA
OG0000297	sp|O88575|S620B_MOUSE, tr|A0A1L1SR47|A0A1L1SR47_MOUSE, tr|A0A1B0GSD2|A0A1B0GSD2_MOUSE, sp|Q9D687|S6A19_MOUSE, sp|O88576|S6A18_MOUSE	tr|A0A8C9JIY3|A0A8C9JIY3_PANTA
OG0000298	sp|Q3U497|CLM7_MOUSE	tr|A0A8C9K0K0|A0A8C9K0K0_PANTA
OG0000298	sp|Q6SJQ7|CLM1_MOUSE, sp|Q6SJQ5|CLM3_MOUSE, tr|A2A7W1|A2A7W1_MOUSE, tr|A2A7W0|A2A7W0_MOUSE, sp|Q8VCH2|CLM5_MOUSE	tr|A0A8C9M702|A0A8C9M702_PANTA
OG0000299	sp|Q8VFV4|O1440_MOUSE	tr|A0A8C9JIR6|A0A8C9JIR6_PANTA
OG0000299	tr|Q8VFV3|Q8VFV3_MOUSE	tr|A0A8C9JCJ7|A0A8C9JCJ7_PANTA
OG0000299	tr|A0A2I3BR00|A0A2I3BR00_MOUSE	tr|A0A8C9JI50|A0A8C9JI50_PANTA
OG0000300	sp|O88705|HCN3_MOUSE	tr|A0A8C9M4G0|A0A8C9M4G0_PANTA
OG0000300	sp|O88704|HCN1_MOUSE	tr|A0A8C9M3V5|A0A8C9M3V5_PANTA, tr|A0A8C9M9D8|A0A8C9M9D8_PANTA
OG0000300	sp|O88703|HCN2_MOUSE, sp|O70507|HCN4_MOUSE	tr|A0A8C9JWB5|A0A8C9JWB5_PANTA
OG0000302	sp|Q8K354|CBR3_MOUSE	tr|A0A8C9J4G3|A0A8C9J4G3_PANTA
OG0000302	tr|A0A1B0GRG8|A0A1B0GRG8_MOUSE, sp|P48758|CBR1_MOUSE	tr|A0A8C9KLE9|A0A8C9KLE9_PANTA, tr|A0A8C9KYW8|A0A8C9KYW8_PANTA, tr|A0A8C9KN20|A0A8C9KN20_PANTA, tr|A0A8C9KBC7|A0A8C9KBC7_PANTA
OG0000303	tr|Q8VFP6|Q8VFP6_MOUSE	tr|A0A8C9J536|A0A8C9J536_PANTA, tr|A0A8C9JBJ0|A0A8C9JBJ0_PANTA, tr|A0A8C9J546|A0A8C9J546_PANTA, tr|A0A8C9M2A0|A0A8C9M2A0_PANTA, tr|A0A8C9J4U7|A0A8C9J4U7_PANTA, tr|A0A8C9M3A5|A0A8C9M3A5_PANTA, tr|A0A8C9JB76|A0A8C9JB76_PANTA
OG0000304	sp|Q08122|TLE3_MOUSE	tr|A0A8C9M7X8|A0A8C9M7X8_PANTA
OG0000304	sp|Q62440|TLE1_MOUSE	tr|A0A8C9J2K4|A0A8C9J2K4_PANTA
OG0000304	sp|Q62441|TLE4_MOUSE	tr|A0A8C9MCI2|A0A8C9MCI2_PANTA
OG0000304	sp|Q9WVB2|TLE2_MOUSE	tr|A0A8C9M472|A0A8C9M472_PANTA
OG0000305	tr|Q8VH17|Q8VH17_MOUSE	tr|A0A8C9JE81|A0A8C9JE81_PANTA
OG0000305	tr|K7N609|K7N609_MOUSE, tr|L7N462|L7N462_MOUSE, tr|E9Q4X7|E9Q4X7_MOUSE, tr|E9Q598|E9Q598_MOUSE, tr|Q8VH11|Q8VH11_MOUSE	tr|A0A8C9JF41|A0A8C9JF41_PANTA
OG0000306	tr|Q8BS54|Q8BS54_MOUSE	tr|A0A8C9KV92|A0A8C9KV92_PANTA, tr|A0A8C9J7L0|A0A8C9J7L0_PANTA, tr|A0A8C9J7N0|A0A8C9J7N0_PANTA, tr|A0A8C9J607|A0A8C9J607_PANTA, tr|A0A8C9IYQ5|A0A8C9IYQ5_PANTA, tr|A0A8C9JCM9|A0A8C9JCM9_PANTA, tr|A0A8C9J6G7|A0A8C9J6G7_PANTA
OG0000311	sp|C0HKD3|F25A4_MOUSE, sp|C0HKD2|F25A3_MOUSE, sp|C0HKD1|F25A2_MOUSE, tr|D3YZF6|D3YZF6_MOUSE, tr|A2AKP6|A2AKP6_MOUSE, tr|E9Q1I1|E9Q1I1_MOUSE	tr|A0A8C9M9T1|A0A8C9M9T1_PANTA
OG0000312	tr|A0A140T8L4|A0A140T8L4_MOUSE, tr|Q8VGA1|Q8VGA1_MOUSE, tr|E9PV95|E9PV95_MOUSE, tr|K7N6B3|K7N6B3_MOUSE, tr|A0A2I3BR67|A0A2I3BR67_MOUSE, tr|F8VPJ8|F8VPJ8_MOUSE	tr|A0A8C9JIX1|A0A8C9JIX1_PANTA
OG0000313	tr|K7N6B2|K7N6B2_MOUSE, tr|E9PV96|E9PV96_MOUSE	tr|A0A8C9JIW6|A0A8C9JIW6_PANTA, tr|A0A8C9JFU3|A0A8C9JFU3_PANTA
OG0000313	tr|E9PYY2|E9PYY2_MOUSE, tr|E9Q7C5|E9Q7C5_MOUSE	tr|A0A8C9JB66|A0A8C9JB66_PANTA
OG0000316	sp|O35660|GSTM6_MOUSE, sp|P19639|GSTM3_MOUSE, sp|P10649|GSTM1_MOUSE, sp|P15626|GSTM2_MOUSE, sp|Q80W21|GSTM7_MOUSE, sp|Q8R5I6|GSTM4_MOUSE	tr|A0A8C9JMV8|A0A8C9JMV8_PANTA
OG0000317	sp|Q99J93|IFM2_MOUSE, sp|Q9CQW9|IFM3_MOUSE, sp|Q9D103|IFM1_MOUSE, tr|G3X9Z2|G3X9Z2_MOUSE	tr|A0A8C9KPR8|A0A8C9KPR8_PANTA, tr|A0A8C9KS33|A0A8C9KS33_PANTA, tr|A0A8C9M9E2|A0A8C9M9E2_PANTA
OG0000318	sp|Q5BKQ4|LIPR1_MOUSE	tr|A0A8C9KIP0|A0A8C9KIP0_PANTA
OG0000318	sp|Q6P8U6|LIPP_MOUSE	tr|A0A8C9MAP5|A0A8C9MAP5_PANTA
OG0000318	sp|P17892|LIPR2_MOUSE	tr|A0A8C9K849|A0A8C9K849_PANTA, tr|A0A8C9J038|A0A8C9J038_PANTA
OG0000319	sp|P15388|KCNC1_MOUSE	tr|A0A8C9K1J5|A0A8C9K1J5_PANTA
OG0000319	sp|Q14B80|KCNC2_MOUSE	tr|A0A8C9K2P6|A0A8C9K2P6_PANTA
OG0000319	sp|Q8R1C0|KCNC4_MOUSE	tr|A0A8C9JWW8|A0A8C9JWW8_PANTA
OG0000320	sp|Q9QXZ0|MACF1_MOUSE	tr|A0A8C9M7B0|A0A8C9M7B0_PANTA
OG0000320	tr|Q8BVJ3|Q8BVJ3_MOUSE, sp|Q8R0W0|EPIPL_MOUSE, sp|Q9QXS1|PLEC_MOUSE, sp|Q91ZU6|DYST_MOUSE	tr|A0A8C9KNE1|A0A8C9KNE1_PANTA
OG0000321	tr|Q7TQZ0|Q7TQZ0_MOUSE	tr|A0A8C9JKA8|A0A8C9JKA8_PANTA
OG0000321	tr|Q8VGP3|Q8VGP3_MOUSE, tr|Q8VGN8|Q8VGN8_MOUSE, tr|Q8VG62|Q8VG62_MOUSE, sp|Q60881|OL142_MOUSE	tr|A0A8C9JK98|A0A8C9JK98_PANTA
OG0000322	sp|Q91YH5|ATLA3_MOUSE	tr|A0A8C9JTF9|A0A8C9JTF9_PANTA
OG0000322	sp|Q6PA06|ATLA2_MOUSE	tr|A0A8C9KA96|A0A8C9KA96_PANTA
OG0000322	sp|Q96DY5|RN112_MOUSE, sp|Q8BH66|ATLA1_MOUSE	tr|A0A8C9KG08|A0A8C9KG08_PANTA
OG0000323	sp|B2RX12|MRP3_MOUSE	tr|A0A8C9K3K1|A0A8C9K3K1_PANTA
OG0000323	sp|O35379|MRP1_MOUSE	tr|A0A8C9KD79|A0A8C9KD79_PANTA
OG0000323	sp|Q8VI47|MRP2_MOUSE	tr|A0A8C9K421|A0A8C9K421_PANTA, tr|A0A8C9KTQ6|A0A8C9KTQ6_PANTA
OG0000325	sp|Q64732|FOXB1_MOUSE, sp|Q61060|FOXD3_MOUSE, sp|Q61345|FOXD1_MOUSE, sp|O35392|FOXD2_MOUSE, sp|Q60688|FOXD4_MOUSE, sp|Q64733|FOXB2_MOUSE	tr|A0A8C9M6R4|A0A8C9M6R4_PANTA
OG0000326	sp|P05555|ITAM_MOUSE	tr|A0A8C9K3M1|A0A8C9K3M1_PANTA
OG0000326	sp|Q9QXH4|ITAX_MOUSE	tr|A0A8C9M714|A0A8C9M714_PANTA
OG0000326	sp|Q3V0T4|ITAD_MOUSE	tr|A0A8C9J3U2|A0A8C9J3U2_PANTA, tr|A0A8C9KN94|A0A8C9KN94_PANTA
OG0000327	sp|Q8BSS9|LIPA2_MOUSE	tr|A0A8C9JHE7|A0A8C9JHE7_PANTA
OG0000327	tr|B8QI36|B8QI36_MOUSE	tr|A0A8C9JA01|A0A8C9JA01_PANTA
OG0000327	sp|P60469|LIPA3_MOUSE, tr|B2RXQ2|B2RXQ2_MOUSE	tr|A0A8C9K6A9|A0A8C9K6A9_PANTA
OG0000328	sp|B2RRL2|JERKL_MOUSE	tr|A0A8C9M623|A0A8C9M623_PANTA
OG0000328	sp|Q0VBL1|TIGD2_MOUSE	tr|A0A8C9IZB7|A0A8C9IZB7_PANTA
OG0000328	sp|Q60976|JERKY_MOUSE, sp|Q499M4|TIGD5_MOUSE	tr|A0A8C9JFR1|A0A8C9JFR1_PANTA
OG0000330	sp|Q7M723|TR104_MOUSE, sp|Q9JKT4|TR105_MOUSE, tr|D3YU55|D3YU55_MOUSE, sp|Q7M722|TR114_MOUSE, sp|Q7M725|TR107_MOUSE, sp|Q7M724|TR106_MOUSE	tr|A0A8C9JNH7|A0A8C9JNH7_PANTA
OG0000331	tr|Q6PFE1|Q6PFE1_MOUSE	tr|A0A8C9K8E6|A0A8C9K8E6_PANTA
