Orthogroup	Mus_musculus	Ursus_maritimus
OG0000893	sp|Q9ERB5|SO1C1_MOUSE	tr|A0A8M1GTN0|A0A8M1GTN0_URSMA
OG0000893	sp|Q9JJL3|SO1B2_MOUSE	tr|A0A384DE58|A0A384DE58_URSMA
OG0000894	tr|A2AK42|A2AK42_MOUSE, tr|A2AK44|A2AK44_MOUSE, sp|Q8C5N3|CWC22_MOUSE	tr|A0A384BS78|A0A384BS78_URSMA
OG0000895	tr|E9PYY6|E9PYY6_MOUSE, sp|Q8VCV9|MF4B1_MOUSE, tr|J3QNS5|J3QNS5_MOUSE	tr|A0A384DCD3|A0A384DCD3_URSMA
OG0000896	sp|Q9CZW4|ACSL3_MOUSE	tr|A0A384C170|A0A384C170_URSMA
OG0000896	sp|Q9QUJ7|ACSL4_MOUSE	tr|A0A8M1FY40|A0A8M1FY40_URSMA
OG0000897	sp|O88502|PDE8A_MOUSE	tr|A0A8M1GST5|A0A8M1GST5_URSMA
OG0000897	sp|E9Q4S1|PDE8B_MOUSE	tr|A0A8M1FBA6|A0A8M1FBA6_URSMA
OG0000898	tr|Q80Y37|Q80Y37_MOUSE	tr|A0A8M1GB10|A0A8M1GB10_URSMA, tr|A0A8M1FP32|A0A8M1FP32_URSMA, tr|A0A384CS09|A0A384CS09_URSMA
OG0000899	sp|Q8CFG0|SULF2_MOUSE	tr|A0A8M1GHZ1|A0A8M1GHZ1_URSMA
OG0000899	sp|Q8K007|SULF1_MOUSE	tr|A0A384DPL4|A0A384DPL4_URSMA
OG0000900	sp|Q8K394|PLCL2_MOUSE	tr|A0A8M1GAU8|A0A8M1GAU8_URSMA
OG0000900	sp|Q3USB7|PLCL1_MOUSE	tr|A0A8M1GTZ9|A0A8M1GTZ9_URSMA
OG0000901	sp|Q9Z2N8|ACL6A_MOUSE	tr|A0A8M1F2F6|A0A8M1F2F6_URSMA
OG0000901	sp|Q99MR0|ACL6B_MOUSE	tr|A0A8M1GC72|A0A8M1GC72_URSMA
OG0000902	tr|Q7TRY2|Q7TRY2_MOUSE, tr|E9Q4J3|E9Q4J3_MOUSE	tr|A0A384DCA0|A0A384DCA0_URSMA, tr|A0A384DRW8|A0A384DRW8_URSMA
OG0000903	sp|P86547|OSTC2_MOUSE, sp|P86546|OSTCN_MOUSE, sp|P54615|OSTR_MOUSE	tr|A0A8M1GIU3|A0A8M1GIU3_URSMA
OG0000904	tr|B2RT27|B2RT27_MOUSE, tr|Q8VGP5|Q8VGP5_MOUSE, tr|Q8VF80|Q8VF80_MOUSE	tr|A0A384CLD3|A0A384CLD3_URSMA
OG0000905	sp|Q5DTW2|SMBT2_MOUSE	tr|A0A384D9I2|A0A384D9I2_URSMA
OG0000905	sp|Q9JMD1|SMBT1_MOUSE	tr|A0A384D494|A0A384D494_URSMA
OG0000906	sp|Q9Z207|DIAP3_MOUSE	tr|A0A8M1FF00|A0A8M1FF00_URSMA
OG0000906	sp|O70566|DIAP2_MOUSE	tr|A0A8M1FVE7|A0A8M1FVE7_URSMA
OG0000908	sp|P70398|USP9X_MOUSE	tr|A0A8M1G1X8|A0A8M1G1X8_URSMA
OG0000908	tr|F8VPU6|F8VPU6_MOUSE	tr|A0A8M1G8K9|A0A8M1G8K9_URSMA
OG0000909	sp|P47856|GFPT1_MOUSE	tr|A0A8M1FF39|A0A8M1FF39_URSMA
OG0000909	sp|Q9Z2Z9|GFPT2_MOUSE	tr|A0A8M1F8Q0|A0A8M1F8Q0_URSMA
OG0000911	tr|Q8VF16|Q8VF16_MOUSE, tr|Q8VFP3|Q8VFP3_MOUSE, tr|Q7TRY5|Q7TRY5_MOUSE	tr|A0A384CQB5|A0A384CQB5_URSMA
OG0000912	sp|Q3LS21|KCNK9_MOUSE	tr|A0A8M1FLR2|A0A8M1FLR2_URSMA
OG0000912	sp|O35111|KCNK3_MOUSE	tr|A0A8M1FDV4|A0A8M1FDV4_URSMA
OG0000913	sp|P35347|CRFR1_MOUSE	tr|A0A8M1GWJ1|A0A8M1GWJ1_URSMA
OG0000913	sp|Q60748|CRFR2_MOUSE	tr|A0A8M1GWE6|A0A8M1GWE6_URSMA
OG0000914	sp|Q6NTA4|RRAGB_MOUSE	tr|A0A384D2V6|A0A384D2V6_URSMA
OG0000914	sp|Q80X95|RRAGA_MOUSE	tr|A0A384C0S2|A0A384C0S2_URSMA
OG0000915	sp|Q8BGK6|YLAT2_MOUSE	tr|A0A8M1G4D9|A0A8M1G4D9_URSMA
OG0000915	sp|Q9Z1K8|YLAT1_MOUSE	tr|A0A8M1EZS7|A0A8M1EZS7_URSMA
OG0000916	sp|Q80TR1|AGRL1_MOUSE	tr|A0A8M1FSQ2|A0A8M1FSQ2_URSMA
OG0000916	sp|Q8JZZ7|AGRL2_MOUSE	tr|A0A8M1FI10|A0A8M1FI10_URSMA
OG0000917	tr|Q8VFC2|Q8VFC2_MOUSE	tr|A0A384DRV3|A0A384DRV3_URSMA, tr|A0A384DS20|A0A384DS20_URSMA, tr|A0A384DRU9|A0A384DRU9_URSMA
OG0000918	sp|Q9QX29|TRPC5_MOUSE	tr|A0A384DL35|A0A384DL35_URSMA
OG0000918	sp|Q9QUQ5|TRPC4_MOUSE	tr|A0A384C7W6|A0A384C7W6_URSMA
OG0000919	tr|S4R1M3|S4R1M3_MOUSE, tr|S4R1G7|S4R1G7_MOUSE, tr|S4R1E0|S4R1E0_MOUSE	tr|A0A384BQX1|A0A384BQX1_URSMA
OG0000920	sp|Q7TNG5|EMAL2_MOUSE	tr|A0A8M1GDN8|A0A8M1GDN8_URSMA
OG0000920	sp|Q05BC3|EMAL1_MOUSE	tr|A0A8M1H1I3|A0A8M1H1I3_URSMA
OG0000921	sp|Q7TQA5|T2R39_MOUSE	tr|A0A384CM54|A0A384CM54_URSMA
OG0000921	sp|Q7TQB8|T2R40_MOUSE	tr|A0A384CM30|A0A384CM30_URSMA
OG0000922	sp|Q8VCF1|CANT1_MOUSE	tr|A0A384CCA7|A0A384CCA7_URSMA
OG0000922	sp|Q07797|LG3BP_MOUSE	tr|A0A384CB46|A0A384CB46_URSMA
OG0000923	sp|Q9D593|VATE2_MOUSE	tr|A0A384CTD8|A0A384CTD8_URSMA
OG0000923	sp|P50518|VATE1_MOUSE	tr|A0A384D7I6|A0A384D7I6_URSMA
OG0000924	sp|Q9QUN7|TLR2_MOUSE	tr|A0A8M1FPB6|A0A8M1FPB6_URSMA, tr|A0A384BNF6|A0A384BNF6_URSMA, tr|A0A8M1FE08|A0A8M1FE08_URSMA
OG0000925	sp|Q9DAF3|DDI1_MOUSE	tr|A0A8M1FV59|A0A8M1FV59_URSMA
OG0000925	sp|A2ADY9|DDI2_MOUSE	tr|A0A8M1H328|A0A8M1H328_URSMA
OG0000926	tr|B7ZNL9|B7ZNL9_MOUSE	tr|A0A8M1FVT3|A0A8M1FVT3_URSMA, tr|A0A8M1FPS3|A0A8M1FPS3_URSMA, tr|A0A8M1FG34|A0A8M1FG34_URSMA
OG0000927	sp|O08800|SPB8_MOUSE	tr|A0A384C8F4|A0A384C8F4_URSMA, tr|A0A384C9E6|A0A384C9E6_URSMA, tr|A0A384D8G3|A0A384D8G3_URSMA
OG0000928	tr|Q7TRU0|Q7TRU0_MOUSE	tr|A0A384CD76|A0A384CD76_URSMA, tr|A0A8M1FDD0|A0A8M1FDD0_URSMA, tr|A0A8M1FHW0|A0A8M1FHW0_URSMA
OG0000929	tr|Q5NC55|Q5NC55_MOUSE, tr|Q5NC59|Q5NC59_MOUSE, tr|Q7TRZ9|Q7TRZ9_MOUSE	tr|A0A384DLZ6|A0A384DLZ6_URSMA
OG0000930	sp|Q5FW56|T255B_MOUSE	tr|A0A8M1EZA4|A0A8M1EZA4_URSMA
OG0000930	sp|Q8BHW5|T255A_MOUSE	tr|A0A8M1FVU4|A0A8M1FVU4_URSMA
OG0000931	sp|Q8R4P4|TMC2_MOUSE	tr|A0A384D3J6|A0A384D3J6_URSMA
OG0000931	sp|Q8R4P5|TMC1_MOUSE	tr|A0A8M1F292|A0A8M1F292_URSMA
OG0000932	sp|P97363|SPTC2_MOUSE	tr|A0A8M1GP95|A0A8M1GP95_URSMA
OG0000932	sp|Q8BG54|SPTC3_MOUSE	tr|A0A384D4B2|A0A384D4B2_URSMA
OG0000933	sp|Q61495|DSG1A_MOUSE, sp|Q7TSF1|DSG1B_MOUSE, sp|Q7TSF0|DSG1C_MOUSE	tr|A0A384C2Q7|A0A384C2Q7_URSMA
OG0000934	sp|Q6NVD0|FREM2_MOUSE	tr|A0A384C6M4|A0A384C6M4_URSMA
OG0000934	sp|Q5H8B9|FREM3_MOUSE	tr|A0A384BMI8|A0A384BMI8_URSMA
OG0000935	tr|Q8VG65|Q8VG65_MOUSE, tr|Q8VG66|Q8VG66_MOUSE, tr|Q7TQQ2|Q7TQQ2_MOUSE	tr|A0A384CBZ9|A0A384CBZ9_URSMA
OG0000936	sp|Q99JP0|M4K3_MOUSE	tr|A0A8M1FA41|A0A8M1FA41_URSMA
OG0000936	sp|Q8BPM2|M4K5_MOUSE	tr|A0A8M1F4N8|A0A8M1F4N8_URSMA
OG0000937	tr|E9Q546|E9Q546_MOUSE	tr|A0A384DEP2|A0A384DEP2_URSMA
OG0000937	tr|Q7TRS6|Q7TRS6_MOUSE	tr|A0A384DFK8|A0A384DFK8_URSMA
OG0000938	sp|P13707|GPDA_MOUSE	tr|A0A384D6T7|A0A384D6T7_URSMA
OG0000938	sp|Q3ULJ0|GPD1L_MOUSE	tr|A0A8M1GD63|A0A8M1GD63_URSMA
OG0000939	sp|Q80U19|DAAM2_MOUSE	tr|A0A384DP96|A0A384DP96_URSMA
OG0000939	sp|Q8BPM0|DAAM1_MOUSE	tr|A0A8M1H2H7|A0A8M1H2H7_URSMA
OG0000940	tr|Q920G5|Q920G5_MOUSE, tr|Q7TRN0|Q7TRN0_MOUSE	tr|A0A384DQ46|A0A384DQ46_URSMA, tr|A0A384DQ41|A0A384DQ41_URSMA
OG0000941	sp|Q8VE01|DUS18_MOUSE	tr|A0A384DP54|A0A384DP54_URSMA
OG0000941	sp|Q9D9D8|DUS21_MOUSE	tr|A0A384CQK5|A0A384CQK5_URSMA
OG0000942	sp|Q9EPW9|TLR6_MOUSE	tr|A0A8M1FK05|A0A8M1FK05_URSMA
OG0000942	sp|Q9EPQ1|TLR1_MOUSE	tr|A0A384CXU2|A0A384CXU2_URSMA
OG0000943	sp|P84078|ARF1_MOUSE	tr|A0A8M1F925|A0A8M1F925_URSMA
OG0000943	sp|P61205|ARF3_MOUSE	tr|A0A384D6S0|A0A384D6S0_URSMA
OG0000944	sp|Q00899|TYY1_MOUSE	tr|A0A8M1GNS4|A0A8M1GNS4_URSMA
OG0000944	sp|Q3TTC2|TYY2_MOUSE	tr|A0A8M1FK63|A0A8M1FK63_URSMA
OG0000945	tr|Q3V0U0|Q3V0U0_MOUSE, sp|Q9JJ00|PLS1_MOUSE, sp|Q9DCW2|PLS2_MOUSE	tr|A0A384DFH0|A0A384DFH0_URSMA
OG0000946	sp|Q8BGW4|DC122_MOUSE, sp|Q8CBW4|DC121_MOUSE	tr|A0A384DLX6|A0A384DLX6_URSMA, tr|A0A384DLQ9|A0A384DLQ9_URSMA
OG0000948	sp|Q9JJC8|NIPA2_MOUSE	tr|A0A384DBZ9|A0A384DBZ9_URSMA
OG0000948	sp|Q8BHK1|NIPA1_MOUSE	tr|A0A8M1GUW1|A0A8M1GUW1_URSMA
OG0000949	sp|Q9Z1W9|STK39_MOUSE	tr|A0A8M1GYA1|A0A8M1GYA1_URSMA
OG0000949	sp|Q6P9R2|OXSR1_MOUSE	tr|A0A384DN23|A0A384DN23_URSMA
OG0000950	sp|Q8CCS6|PABP2_MOUSE	tr|A0A8M1F495|A0A8M1F495_URSMA
OG0000950	sp|P70345|B2CL2_MOUSE	tr|A0A384DPS8|A0A384DPS8_URSMA
OG0000951	sp|P17532|TPH1_MOUSE	tr|A0A384DK33|A0A384DK33_URSMA
OG0000951	sp|Q8CGV2|TPH2_MOUSE	tr|A0A384BK82|A0A384BK82_URSMA
OG0000952	sp|Q6UQ17|AT8B3_MOUSE	tr|A0A8M1FQ86|A0A8M1FQ86_URSMA
OG0000952	sp|Q148W0|AT8B1_MOUSE	tr|A0A384D907|A0A384D907_URSMA
OG0000953	sp|Q91VE0|S27A4_MOUSE	tr|A0A8M1G091|A0A8M1G091_URSMA
OG0000953	sp|Q60714|S27A1_MOUSE	tr|A0A8M1FRG6|A0A8M1FRG6_URSMA
OG0000954	sp|Q923J1|TRPM7_MOUSE	tr|A0A384DAW6|A0A384DAW6_URSMA
OG0000954	sp|Q8CIR4|TRPM6_MOUSE	tr|A0A8M1F591|A0A8M1F591_URSMA
OG0000955	sp|Q920A9|FCRLA_MOUSE	tr|A0A384BMZ6|A0A384BMZ6_URSMA
OG0000955	sp|A1YIY0|FCRL6_MOUSE	tr|A0A384CWR5|A0A384CWR5_URSMA
OG0000957	sp|P58544|BTBD1_MOUSE	tr|A0A8M1H3R0|A0A8M1H3R0_URSMA
OG0000957	tr|E9PUS2|E9PUS2_MOUSE	tr|A0A8M1FPE8|A0A8M1FPE8_URSMA
OG0000958	sp|P50396|GDIA_MOUSE	tr|A0A8M1FL19|A0A8M1FL19_URSMA
OG0000958	sp|Q61598|GDIB_MOUSE	tr|A0A8M1H580|A0A8M1H580_URSMA
OG0000959	sp|Q69ZN7|MYOF_MOUSE	tr|A0A8M1FGS2|A0A8M1FGS2_URSMA
OG0000959	sp|Q9ESD7|DYSF_MOUSE	tr|A0A8M1FEW3|A0A8M1FEW3_URSMA
OG0000960	sp|Q8BGX1|PED1B_MOUSE	tr|A0A384D792|A0A384D792_URSMA
OG0000960	sp|Q6P1Z5|PED1A_MOUSE	tr|A0A384D436|A0A384D436_URSMA
OG0000961	sp|Q9D5S1|TX19B_MOUSE, sp|Q99MV2|TX19A_MOUSE	tr|A0A8M1GQS9|A0A8M1GQS9_URSMA, tr|A0A384DKS8|A0A384DKS8_URSMA
OG0000962	sp|P69744|TRPV5_MOUSE	tr|A0A384CL27|A0A384CL27_URSMA
OG0000962	sp|Q91WD2|TRPV6_MOUSE	tr|A0A8M1H4P5|A0A8M1H4P5_URSMA
OG0000963	tr|E9Q545|E9Q545_MOUSE	tr|A0A384DFN9|A0A384DFN9_URSMA, tr|A0A384DEM4|A0A384DEM4_URSMA, tr|A0A384DQB3|A0A384DQB3_URSMA
OG0000964	sp|P27659|RL3_MOUSE	tr|A0A8M1GCX0|A0A8M1GCX0_URSMA
OG0000964	tr|E9PWZ3|E9PWZ3_MOUSE	tr|A0A8M1G6Y3|A0A8M1G6Y3_URSMA
OG0000965	sp|P55105|BMP8B_MOUSE, sp|P34821|BMP8A_MOUSE	tr|A0A8M1F2S4|A0A8M1F2S4_URSMA, tr|A0A8M1F0B9|A0A8M1F0B9_URSMA
OG0000966	sp|Q61878|PRG2_MOUSE	tr|A0A384CBY6|A0A384CBY6_URSMA
OG0000966	sp|Q9JL95|PRG3_MOUSE	tr|A0A384CCD0|A0A384CCD0_URSMA
OG0000967	sp|Q8BY89|CTL2_MOUSE	tr|A0A8M1FT34|A0A8M1FT34_URSMA
OG0000967	sp|Q5RJI2|CTL5_MOUSE	tr|A0A384C2H9|A0A384C2H9_URSMA
OG0000968	sp|Q8C4V4|FBXL3_MOUSE	tr|A0A8M1FG18|A0A8M1FG18_URSMA
OG0000968	sp|Q8BFZ4|FXL21_MOUSE	tr|A0A384C4M8|A0A384C4M8_URSMA
OG0000969	sp|Q9R224|BEX1_MOUSE, sp|Q9WTZ8|BEX2_MOUSE	tr|A0A8M1EZ57|A0A8M1EZ57_URSMA, tr|A0A384D576|A0A384D576_URSMA
OG0000970	sp|A2AGX3|PRD11_MOUSE	tr|A0A8M1GVL8|A0A8M1GVL8_URSMA, tr|A0A8M1FST6|A0A8M1FST6_URSMA, tr|A0A8M1GGW9|A0A8M1GGW9_URSMA
OG0000971	sp|Q76MZ3|2AAA_MOUSE	tr|A0A8M1G254|A0A8M1G254_URSMA
OG0000971	sp|Q7TNP2|2AAB_MOUSE	tr|A0A8M1FXF8|A0A8M1FXF8_URSMA
OG0000972	sp|Q8BPU7|ELMO1_MOUSE	tr|A0A384BR42|A0A384BR42_URSMA
OG0000972	sp|Q8BHL5|ELMO2_MOUSE	tr|A0A384CP82|A0A384CP82_URSMA
OG0000973	sp|A6H5Z3|EXC6B_MOUSE	tr|A0A384CUP8|A0A384CUP8_URSMA
OG0000973	sp|Q8R313|EXOC6_MOUSE	tr|A0A8M1F8Q1|A0A8M1F8Q1_URSMA
OG0000974	sp|Q5SZA1|NPT3_MOUSE	tr|A0A384C8K1|A0A384C8K1_URSMA
OG0000974	tr|G3UWD9|G3UWD9_MOUSE	tr|A0A384CA14|A0A384CA14_URSMA
OG0000975	sp|Q9Z304|MYCS_MOUSE	tr|A0A8M1FG57|A0A8M1FG57_URSMA
OG0000975	sp|P03966|MYCN_MOUSE	tr|A0A8M1FDJ8|A0A8M1FDJ8_URSMA
OG0000976	sp|P61092|SIA1A_MOUSE, sp|Q06985|SIA1B_MOUSE	tr|A0A384CIA0|A0A384CIA0_URSMA, tr|A0A384D2B8|A0A384D2B8_URSMA
OG0000977	sp|P16388|KCNA1_MOUSE	tr|A0A384BI16|A0A384BI16_URSMA
OG0000977	sp|P63141|KCNA2_MOUSE	tr|A0A8M1FHK4|A0A8M1FHK4_URSMA
OG0000978	sp|P70335|ROCK1_MOUSE	tr|A0A8M1FZ07|A0A8M1FZ07_URSMA
OG0000978	sp|P70336|ROCK2_MOUSE	tr|A0A8M1FD89|A0A8M1FD89_URSMA
OG0000979	sp|A2A432|CUL4B_MOUSE	tr|A0A8M1FPT5|A0A8M1FPT5_URSMA
OG0000979	sp|Q3TCH7|CUL4A_MOUSE	tr|A0A8M1FER3|A0A8M1FER3_URSMA
OG0000980	sp|Q3UN54|PAT14_MOUSE, tr|B3GLJ6|B3GLJ6_MOUSE, tr|D3YX25|D3YX25_MOUSE	tr|A0A384BVA6|A0A384BVA6_URSMA
OG0000981	sp|Q8K009|AL1L2_MOUSE	tr|A0A8M1GCH4|A0A8M1GCH4_URSMA
OG0000981	sp|Q8R0Y6|AL1L1_MOUSE	tr|A0A384CNG7|A0A384CNG7_URSMA
OG0000982	sp|Q8K214|SCMH1_MOUSE	tr|A0A384CJQ4|A0A384CJQ4_URSMA, tr|A0A8M1G2A2|A0A8M1G2A2_URSMA, tr|A0A8M1FSP5|A0A8M1FSP5_URSMA
OG0000983	sp|Q99JR1|SFXN1_MOUSE	tr|A0A384C6Y3|A0A384C6Y3_URSMA
OG0000983	sp|Q91V61|SFXN3_MOUSE	tr|A0A384DH39|A0A384DH39_URSMA
OG0000984	sp|Q80Z96|VANG1_MOUSE	tr|A0A384CMA1|A0A384CMA1_URSMA
OG0000984	sp|Q91ZD4|VANG2_MOUSE	tr|A0A8M1G877|A0A8M1G877_URSMA
OG0000985	sp|Q91ZX7|LRP1_MOUSE	tr|A0A8M1GDX1|A0A8M1GDX1_URSMA
OG0000985	sp|Q9JI18|LRP1B_MOUSE	tr|A0A384CHZ3|A0A384CHZ3_URSMA
OG0000986	sp|Q63959|KCNC3_MOUSE	tr|A0A8M1G6N2|A0A8M1G6N2_URSMA
OG0000986	sp|P15388|KCNC1_MOUSE	tr|A0A384DK55|A0A384DK55_URSMA
OG0000987	sp|Q8BWG8|ARRB1_MOUSE	tr|A0A8M1G3B8|A0A8M1G3B8_URSMA
OG0000987	sp|Q91YI4|ARRB2_MOUSE	tr|A0A8M1FR26|A0A8M1FR26_URSMA
OG0000988	sp|Q9D7R7|PEPC_MOUSE	tr|A0A384D6A8|A0A384D6A8_URSMA, tr|A0A384D5G8|A0A384D5G8_URSMA, tr|A0A8M1GX18|A0A8M1GX18_URSMA
OG0000989	sp|Q9JHE4|G3ST1_MOUSE	tr|A0A8M1F009|A0A8M1F009_URSMA, tr|A0A8M1F1V9|A0A8M1F1V9_URSMA, tr|A0A8M1EWQ5|A0A8M1EWQ5_URSMA
OG0000990	tr|A2AQ92|A2AQ92_MOUSE	tr|A0A8M1F3C5|A0A8M1F3C5_URSMA
OG0000990	tr|A0A494BAW1|A0A494BAW1_MOUSE	tr|A0A8M1EZ07|A0A8M1EZ07_URSMA
OG0000991	sp|Q9D7H2|WDR5B_MOUSE	tr|A0A384DHD2|A0A384DHD2_URSMA
OG0000991	sp|P61965|WDR5_MOUSE	tr|A0A8M1FXJ9|A0A8M1FXJ9_URSMA
OG0000992	sp|Q8BVG4|DPP9_MOUSE	tr|A0A8M1FQ27|A0A8M1FQ27_URSMA
OG0000992	sp|Q80YA7|DPP8_MOUSE	tr|A0A384DJ66|A0A384DJ66_URSMA
OG0000993	sp|Q8BHJ5|TBL1R_MOUSE	tr|A0A384D911|A0A384D911_URSMA
OG0000993	sp|Q9QXE7|TBL1X_MOUSE	tr|A0A8M1G6V5|A0A8M1G6V5_URSMA
OG0000994	sp|Q0HA38|TT21B_MOUSE	tr|A0A8M1H4K2|A0A8M1H4K2_URSMA
OG0000994	sp|Q8C0S4|TT21A_MOUSE	tr|A0A8M1GCD3|A0A8M1GCD3_URSMA
OG0000995	tr|Q8VF20|Q8VF20_MOUSE, tr|Q7TRV1|Q7TRV1_MOUSE	tr|A0A384BIT9|A0A384BIT9_URSMA, tr|A0A384BIH6|A0A384BIH6_URSMA
OG0000997	sp|Q05769|PGH2_MOUSE	tr|A0A384CJZ0|A0A384CJZ0_URSMA
OG0000997	sp|P22437|PGH1_MOUSE	tr|A0A8M1FZW6|A0A8M1FZW6_URSMA
OG0000999	sp|Q8BST6|PELI2_MOUSE	tr|A0A8M1GQ10|A0A8M1GQ10_URSMA
OG0000999	sp|Q8C669|PELI1_MOUSE	tr|A0A384CTH0|A0A384CTH0_URSMA
OG0001000	sp|Q920S2|PRS41_MOUSE, sp|Q9JHJ7|TEST_MOUSE	tr|A0A8M1GHS7|A0A8M1GHS7_URSMA, tr|A0A8M1GHS2|A0A8M1GHS2_URSMA
OG0001001	sp|Q8VCV1|AB17C_MOUSE	tr|A0A8M1GSX8|A0A8M1GSX8_URSMA
OG0001001	sp|Q99JW1|AB17A_MOUSE	tr|A0A8M1FU64|A0A8M1FU64_URSMA
OG0001002	sp|Q8BRK9|MA2A2_MOUSE	tr|A0A8M1GUE9|A0A8M1GUE9_URSMA
OG0001002	sp|P27046|MA2A1_MOUSE	tr|A0A384D7U6|A0A384D7U6_URSMA
OG0001003	sp|Q9Z2V6|HDAC5_MOUSE	tr|A0A8M1GYN8|A0A8M1GYN8_URSMA
OG0001003	sp|Q99N13|HDAC9_MOUSE	tr|A0A8M1H4I1|A0A8M1H4I1_URSMA
OG0001004	sp|Q9JIK5|DDX21_MOUSE	tr|A0A384CIE6|A0A384CIE6_URSMA
OG0001004	sp|Q99MJ9|DDX50_MOUSE	tr|A0A8M1FIA3|A0A8M1FIA3_URSMA
OG0001005	sp|Q8C1C1|SAPL1_MOUSE	tr|A0A384CTX6|A0A384CTX6_URSMA
OG0001005	sp|Q61207|SAP_MOUSE	tr|A0A384CH92|A0A384CH92_URSMA
OG0001006	tr|Q8BY68|Q8BY68_MOUSE	tr|A0A384CWH6|A0A384CWH6_URSMA
OG0001006	sp|Q8BFU7|P2Y10_MOUSE	tr|A0A384CWG2|A0A384CWG2_URSMA
OG0001007	tr|Q8VFP0|Q8VFP0_MOUSE	tr|A0A384DMR7|A0A384DMR7_URSMA, tr|A0A384DNF0|A0A384DNF0_URSMA, tr|A0A384DMU2|A0A384DMU2_URSMA
OG0001008	tr|E9Q725|E9Q725_MOUSE, tr|Q8VG49|Q8VG49_MOUSE	tr|A0A384BHH7|A0A384BHH7_URSMA, tr|A0A384DQF0|A0A384DQF0_URSMA
OG0001009	sp|Q02357|ANK1_MOUSE	tr|A0A8M1GVH1|A0A8M1GVH1_URSMA
OG0001009	sp|G5E8K5|ANK3_MOUSE	tr|A0A8M1FB83|A0A8M1FB83_URSMA
OG0001010	sp|Q8BMF3|MAON_MOUSE	tr|A0A8M1G3K7|A0A8M1G3K7_URSMA
OG0001010	sp|P06801|MAOX_MOUSE	tr|A0A8M1GV86|A0A8M1GV86_URSMA
OG0001011	sp|Q6PEE3|RIR2B_MOUSE	tr|A0A8M1FMT5|A0A8M1FMT5_URSMA
OG0001011	sp|P11157|RIR2_MOUSE	tr|A0A8M1F5M8|A0A8M1F5M8_URSMA
OG0001012	sp|Q91Y47|FA11_MOUSE	tr|A0A8M1GUC9|A0A8M1GUC9_URSMA
OG0001012	sp|P26262|KLKB1_MOUSE	tr|A0A452U7G7|A0A452U7G7_URSMA
OG0001013	sp|Q8BQM8|EMAL5_MOUSE	tr|A0A8M1GQX6|A0A8M1GQX6_URSMA
OG0001013	sp|Q5SQM0|EMAL6_MOUSE	tr|A0A384CV46|A0A384CV46_URSMA
OG0001014	sp|Q62210|BIRC2_MOUSE	tr|A0A8M1FV49|A0A8M1FV49_URSMA
OG0001014	sp|O08863|BIRC3_MOUSE	tr|A0A8M1G4N5|A0A8M1G4N5_URSMA
OG0001015	sp|Q62521|ZIC3_MOUSE	tr|A0A384CZ70|A0A384CZ70_URSMA, tr|A0A8M1FQR4|A0A8M1FQR4_URSMA, tr|A0A8M1G257|A0A8M1G257_URSMA
OG0001017	tr|E9Q842|E9Q842_MOUSE	tr|A0A8M1GTG6|A0A8M1GTG6_URSMA
OG0001017	sp|Q80TN7|NAV3_MOUSE	tr|A0A384BKA6|A0A384BKA6_URSMA
OG0001018	sp|P26049|GBRA3_MOUSE	tr|A0A384BMR2|A0A384BMR2_URSMA
OG0001018	sp|Q8BHJ7|GBRA5_MOUSE	tr|A0A384DBX8|A0A384DBX8_URSMA
OG0001019	sp|P59764|DOCK4_MOUSE	tr|A0A8M1GXV1|A0A8M1GXV1_URSMA
OG0001019	sp|Q8CIQ7|DOCK3_MOUSE	tr|A0A8M1FLB0|A0A8M1FLB0_URSMA
OG0001020	sp|Q80WQ9|ZBED4_MOUSE	tr|A0A8M1G5Q0|A0A8M1G5Q0_URSMA
OG0001020	sp|D2EAC2|ZBED6_MOUSE	tr|A0A8M1H4A2|A0A8M1H4A2_URSMA
OG0001021	tr|A2AF73|A2AF73_MOUSE	tr|A0A8M1G8L9|A0A8M1G8L9_URSMA
OG0001021	sp|A2ARZ3|FSIP2_MOUSE	tr|A0A8M1GA45|A0A8M1GA45_URSMA
OG0001022	sp|A6H6A9|RBG1L_MOUSE	tr|A0A384CJ31|A0A384CJ31_URSMA
OG0001022	sp|A2AWA9|RBGP1_MOUSE	tr|A0A8M1FZ79|A0A8M1FZ79_URSMA
OG0001023	sp|P27467|WNT3A_MOUSE	tr|A0A8M1F5S9|A0A8M1F5S9_URSMA
OG0001023	sp|P17553|WNT3_MOUSE	tr|A0A8M1GL13|A0A8M1GL13_URSMA
OG0001024	tr|Q8CDC8|Q8CDC8_MOUSE, sp|P97447|FHL1_MOUSE	tr|A0A8M1FJR0|A0A8M1FJR0_URSMA, tr|A0A8M1FMW8|A0A8M1FMW8_URSMA
OG0001025	sp|Q01320|TOP2A_MOUSE	tr|A0A384BZT2|A0A384BZT2_URSMA
OG0001025	sp|Q64511|TOP2B_MOUSE	tr|A0A384DS33|A0A384DS33_URSMA
OG0001026	sp|Q9D495|SYCE1_MOUSE	tr|A0A8M1FC17|A0A8M1FC17_URSMA
OG0001026	sp|Q5D525|SYC1L_MOUSE	tr|A0A8M1G431|A0A8M1G431_URSMA
OG0001027	sp|Q64430|ATP7A_MOUSE	tr|A0A8M1FW09|A0A8M1FW09_URSMA
OG0001027	sp|Q64446|ATP7B_MOUSE	tr|A0A384DDM4|A0A384DDM4_URSMA
