Orthogroup	Mus_musculus	Lynx_canadensis
OG0001157	sp|Q8K2C8|GPAT4_MOUSE	tr|A0A667GAM0|A0A667GAM0_LYNCA
OG0001158	sp|Q9QZQ8|H2AY_MOUSE	tr|A0A667GC30|A0A667GC30_LYNCA
OG0001158	sp|Q8CCK0|H2AW_MOUSE	tr|A0A667I8R8|A0A667I8R8_LYNCA
OG0001159	sp|Q9D7H2|WDR5B_MOUSE	tr|A0A667H5Z9|A0A667H5Z9_LYNCA, tr|A0A667GY55|A0A667GY55_LYNCA, tr|A0A667GS06|A0A667GS06_LYNCA
OG0001160	sp|Q8K299|SCAR5_MOUSE	tr|A0A667G5L1|A0A667G5L1_LYNCA
OG0001160	sp|Q60754|MARCO_MOUSE	tr|A0A667GTL7|A0A667GTL7_LYNCA
OG0001161	sp|Q60604|SCIN_MOUSE	tr|A0A667HGD7|A0A667HGD7_LYNCA
OG0001161	sp|P13020|GELS_MOUSE	tr|A0A667IG98|A0A667IG98_LYNCA
OG0001162	sp|Q8CEF9|T132C_MOUSE	tr|A0A667HK57|A0A667HK57_LYNCA
OG0001162	sp|Q76HP3|T132D_MOUSE	tr|A0A667HKJ7|A0A667HKJ7_LYNCA
OG0001163	sp|Q6PEE3|RIR2B_MOUSE	tr|A0A667HM18|A0A667HM18_LYNCA
OG0001163	sp|P11157|RIR2_MOUSE	tr|A0A667GSC0|A0A667GSC0_LYNCA
OG0001164	sp|O35381|AN32A_MOUSE	tr|A0A667FV86|A0A667FV86_LYNCA
OG0001164	sp|Q9EST5|AN32B_MOUSE	tr|A0A667HEL4|A0A667HEL4_LYNCA
OG0001165	sp|Q8BW96|KCC1D_MOUSE	tr|A0A667FVE1|A0A667FVE1_LYNCA
OG0001165	sp|Q91YS8|KCC1A_MOUSE	tr|A0A667G421|A0A667G421_LYNCA
OG0001166	sp|Q9CRC9|GNPI2_MOUSE	tr|A0A667GJ80|A0A667GJ80_LYNCA
OG0001166	sp|O88958|GNPI1_MOUSE	tr|A0A667G342|A0A667G342_LYNCA
OG0001167	sp|Q99L43|CDS2_MOUSE	tr|A0A667G7W6|A0A667G7W6_LYNCA
OG0001167	sp|P98191|CDS1_MOUSE	tr|A0A667H606|A0A667H606_LYNCA
OG0001168	sp|Q9D2M8|UB2V2_MOUSE	tr|A0A667I4V4|A0A667I4V4_LYNCA, tr|A0A667HJY9|A0A667HJY9_LYNCA, tr|A0A667H726|A0A667H726_LYNCA
OG0001169	sp|Q3UHK3|GREB1_MOUSE	tr|A0A667HER2|A0A667HER2_LYNCA
OG0001169	sp|B9EJV3|GRB1L_MOUSE	tr|A0A667INM2|A0A667INM2_LYNCA
OG0001170	sp|Q80Z25|OFD1_MOUSE	tr|A0A667HT77|A0A667HT77_LYNCA, tr|A0A667IP36|A0A667IP36_LYNCA, tr|A0A667HIG3|A0A667HIG3_LYNCA
OG0001171	sp|P0DN90|T254B_MOUSE, sp|P0DN91|T254C_MOUSE, sp|P0DN89|T254A_MOUSE	tr|A0A667ID32|A0A667ID32_LYNCA
OG0001172	tr|D3Z649|D3Z649_MOUSE	tr|A0A667IFU8|A0A667IFU8_LYNCA
OG0001172	sp|Q6ZPR4|KCNT1_MOUSE	tr|A0A667GZ92|A0A667GZ92_LYNCA
OG0001173	sp|Q9D8X5|CNOT8_MOUSE	tr|A0A667GIF7|A0A667GIF7_LYNCA
OG0001173	sp|Q60809|CNOT7_MOUSE	tr|A0A667GHE7|A0A667GHE7_LYNCA
OG0001174	sp|Q9QUJ7|ACSL4_MOUSE	tr|A0A667I8Q4|A0A667I8Q4_LYNCA
OG0001174	sp|Q9CZW4|ACSL3_MOUSE	tr|A0A667H9Q5|A0A667H9Q5_LYNCA
OG0001175	sp|Q8VDJ3|VIGLN_MOUSE, tr|Q8BVT7|Q8BVT7_MOUSE, tr|B1AXN3|B1AXN3_MOUSE	tr|A0A667I3T8|A0A667I3T8_LYNCA
OG0001176	sp|Q9D304|RN128_MOUSE, sp|Q14B02|RN133_MOUSE, sp|G3X9R7|RN148_MOUSE	tr|A0A667IFP8|A0A667IFP8_LYNCA
OG0001177	sp|Q99L27|GMPR2_MOUSE	tr|A0A667IYN6|A0A667IYN6_LYNCA
OG0001177	sp|Q9DCZ1|GMPR1_MOUSE	tr|A0A667ITF6|A0A667ITF6_LYNCA
OG0001178	sp|E0CZ16|KLHL3_MOUSE	tr|A0A667H4P2|A0A667H4P2_LYNCA
OG0001178	sp|Q8JZP3|KLHL2_MOUSE	tr|A0A667HH38|A0A667HH38_LYNCA
OG0001179	sp|Q8BZQ2|CRLD2_MOUSE	tr|A0A667H5U6|A0A667H5U6_LYNCA
OG0001179	sp|Q8CGD2|CRLD1_MOUSE	tr|A0A667I311|A0A667I311_LYNCA
OG0001180	sp|Q7TNT2|FACR2_MOUSE	tr|A0A667HET6|A0A667HET6_LYNCA
OG0001180	sp|Q922J9|FACR1_MOUSE	tr|A0A667HAW6|A0A667HAW6_LYNCA
OG0001181	sp|Q920C4|MS4A3_MOUSE	tr|A0A667HTN2|A0A667HTN2_LYNCA, tr|A0A667ICZ0|A0A667ICZ0_LYNCA, tr|A0A667ICL4|A0A667ICL4_LYNCA
OG0001182	sp|P52912|TIA1_MOUSE	tr|A0A667GB57|A0A667GB57_LYNCA
OG0001182	sp|P70318|TIAR_MOUSE	tr|A0A667I104|A0A667I104_LYNCA
OG0001183	sp|P97364|SPS2_MOUSE	tr|A0A667I2D3|A0A667I2D3_LYNCA
OG0001183	sp|Q8BH69|SPS1_MOUSE	tr|A0A667GCS7|A0A667GCS7_LYNCA
OG0001184	sp|Q9Z1V0|OLF49_MOUSE	tr|A0A667FUV2|A0A667FUV2_LYNCA, tr|A0A667FZI7|A0A667FZI7_LYNCA, tr|A0A667I7Y5|A0A667I7Y5_LYNCA
OG0001185	sp|A2A8Z1|OSBL9_MOUSE	tr|A0A667HLY9|A0A667HLY9_LYNCA, tr|A0A667J640|A0A667J640_LYNCA, tr|A0A667IHD3|A0A667IHD3_LYNCA
OG0001186	sp|Q9Z1K7|APCL_MOUSE	tr|A0A667GRH0|A0A667GRH0_LYNCA
OG0001186	sp|Q61315|APC_MOUSE	tr|A0A667GL74|A0A667GL74_LYNCA
OG0001187	tr|Q99ML6|Q99ML6_MOUSE	tr|A0A667GSK4|A0A667GSK4_LYNCA
OG0001187	sp|Q9WVD5|ORNT1_MOUSE	tr|A0A667G0S5|A0A667G0S5_LYNCA
OG0001188	sp|Q5SRY7|FBW1B_MOUSE	tr|A0A667FMY1|A0A667FMY1_LYNCA
OG0001188	sp|Q3ULA2|FBW1A_MOUSE	tr|A0A667I561|A0A667I561_LYNCA
OG0001189	sp|Q64735|CR1L_MOUSE	tr|A0A667I5D6|A0A667I5D6_LYNCA
OG0001189	sp|P19070|CR2_MOUSE	tr|A0A667I5S3|A0A667I5S3_LYNCA
OG0001190	sp|Q8BK26|FBX44_MOUSE	tr|A0A667I6V1|A0A667I6V1_LYNCA
OG0001190	sp|Q9QZN4|FBX6_MOUSE	tr|A0A667I9K9|A0A667I9K9_LYNCA
OG0001191	sp|Q9JLR1|S61A2_MOUSE	tr|A0A667G7Q4|A0A667G7Q4_LYNCA
OG0001191	sp|P61620|S61A1_MOUSE	tr|A0A667FNC3|A0A667FNC3_LYNCA
OG0001192	tr|Q8HWA3|Q8HWA3_MOUSE	tr|A0A667G5A5|A0A667G5A5_LYNCA, tr|A0A667FLL0|A0A667FLL0_LYNCA, tr|A0A667G830|A0A667G830_LYNCA
OG0001193	sp|Q9JLB0|PALS2_MOUSE	tr|A0A667GFG6|A0A667GFG6_LYNCA
OG0001193	sp|Q9WV34|MPP2_MOUSE	tr|A0A667IJD2|A0A667IJD2_LYNCA
OG0001194	sp|P17426|AP2A1_MOUSE	tr|A0A667HUS7|A0A667HUS7_LYNCA
OG0001194	sp|P17427|AP2A2_MOUSE	tr|A0A667HAG4|A0A667HAG4_LYNCA
OG0001195	sp|Q62240|KDM5D_MOUSE	tr|A0A667IFN6|A0A667IFN6_LYNCA
OG0001195	sp|P41230|KDM5C_MOUSE	tr|A0A667I3U2|A0A667I3U2_LYNCA
OG0001196	sp|O35638|STAG2_MOUSE	tr|A0A667IGM6|A0A667IGM6_LYNCA
OG0001196	sp|Q9D3E6|STAG1_MOUSE	tr|A0A667H8H1|A0A667H8H1_LYNCA
OG0001197	sp|Q8BWU8|AT2L1_MOUSE	tr|A0A667FK20|A0A667FK20_LYNCA
OG0001197	sp|Q8R1K4|AT2L2_MOUSE	tr|A0A667G7S7|A0A667G7S7_LYNCA
OG0001198	sp|Q571F8|GLSL_MOUSE	tr|A0A667GIW4|A0A667GIW4_LYNCA
OG0001198	sp|D3Z7P3|GLSK_MOUSE	tr|A0A667GCK6|A0A667GCK6_LYNCA
OG0001199	sp|Q99KD5|UN45A_MOUSE	tr|A0A667FQE2|A0A667FQE2_LYNCA
OG0001199	sp|Q8CGY6|UN45B_MOUSE	tr|A0A667INR3|A0A667INR3_LYNCA
OG0001200	sp|P46664|PURA2_MOUSE	tr|A0A667J0R0|A0A667J0R0_LYNCA
OG0001200	sp|P28650|PURA1_MOUSE	tr|A0A667G9I3|A0A667G9I3_LYNCA
OG0001201	sp|Q80TJ1|CAPS1_MOUSE	tr|A0A667GNW7|A0A667GNW7_LYNCA
OG0001201	sp|Q8BYR5|CAPS2_MOUSE	tr|A0A667HHA0|A0A667HHA0_LYNCA
OG0001202	tr|Q8VFE2|Q8VFE2_MOUSE, tr|K7N727|K7N727_MOUSE, tr|E9PVJ7|E9PVJ7_MOUSE	tr|A0A667GW90|A0A667GW90_LYNCA
OG0001203	sp|P55249|LX12E_MOUSE, sp|P39654|LOX15_MOUSE, sp|P39655|LOX12_MOUSE	tr|A0A667HSR1|A0A667HSR1_LYNCA
OG0001204	sp|P31786|ACBP_MOUSE	tr|A0A667GTD4|A0A667GTD4_LYNCA, tr|A0A667FHD9|A0A667FHD9_LYNCA, tr|A0A667H0S2|A0A667H0S2_LYNCA
OG0001205	tr|Q80ZX0|Q80ZX0_MOUSE	tr|A0A667G599|A0A667G599_LYNCA
OG0001205	sp|Q3U2P1|SC24A_MOUSE	tr|A0A667H1X3|A0A667H1X3_LYNCA
OG0001206	tr|Q14B01|Q14B01_MOUSE, tr|Q8R3P8|Q8R3P8_MOUSE	tr|A0A667GML7|A0A667GML7_LYNCA, tr|A0A667IHN8|A0A667IHN8_LYNCA
OG0001207	sp|Q501J6|DDX17_MOUSE	tr|A0A667GN76|A0A667GN76_LYNCA
OG0001207	sp|Q61656|DDX5_MOUSE	tr|A0A667IMA6|A0A667IMA6_LYNCA
OG0001208	sp|Q99LG2|TNPO2_MOUSE	tr|A0A667H3Y4|A0A667H3Y4_LYNCA
OG0001208	sp|Q8BFY9|TNPO1_MOUSE	tr|A0A667H6V0|A0A667H6V0_LYNCA
OG0001209	sp|Q99MR0|ACL6B_MOUSE	tr|A0A667HTR6|A0A667HTR6_LYNCA
OG0001209	sp|Q9Z2N8|ACL6A_MOUSE	tr|A0A667GN50|A0A667GN50_LYNCA
OG0001210	sp|Q9EQU5|SET_MOUSE	tr|A0A667GCK8|A0A667GCK8_LYNCA, tr|A0A667I9Z4|A0A667I9Z4_LYNCA, tr|A0A667HVB8|A0A667HVB8_LYNCA
OG0001211	sp|Q9JKN6|NOVA1_MOUSE	tr|A0A667I2Z3|A0A667I2Z3_LYNCA
OG0001211	sp|A0A1W2P872|NOVA2_MOUSE	tr|A0A667IE57|A0A667IE57_LYNCA
OG0001212	sp|O08574|MESP2_MOUSE	tr|A0A667GE50|A0A667GE50_LYNCA
OG0001212	sp|P97309|MESP1_MOUSE	tr|A0A667FSW4|A0A667FSW4_LYNCA
OG0001213	sp|P21761|TRHR_MOUSE	tr|A0A667ILC6|A0A667ILC6_LYNCA
OG0001213	tr|Q9ERT2|Q9ERT2_MOUSE	tr|A0A667G0L6|A0A667G0L6_LYNCA
OG0001214	sp|Q8VI67|SP7_MOUSE, sp|Q9JHX2|SP5_MOUSE, sp|Q9ESX2|SP6_MOUSE	tr|A0A667G3C8|A0A667G3C8_LYNCA
OG0001215	sp|P24383|WNT7A_MOUSE	tr|A0A667GIT5|A0A667GIT5_LYNCA
OG0001215	sp|P28047|WNT7B_MOUSE	tr|A0A667GAF6|A0A667GAF6_LYNCA
OG0001216	tr|Q8C6B0|Q8C6B0_MOUSE, tr|G3X9G9|G3X9G9_MOUSE, tr|Q5I0W6|Q5I0W6_MOUSE	tr|A0A667H3W1|A0A667H3W1_LYNCA
OG0001217	sp|P63006|LHX1_MOUSE	tr|A0A667H7R2|A0A667H7R2_LYNCA
OG0001217	sp|P61375|LHX5_MOUSE	tr|A0A667J4C9|A0A667J4C9_LYNCA
OG0001218	sp|E9Q3M5|S4A5_MOUSE	tr|A0A667H8A2|A0A667H8A2_LYNCA
OG0001218	sp|O88343|S4A4_MOUSE	tr|A0A667FXR8|A0A667FXR8_LYNCA
OG0001219	tr|Q8VGU5|Q8VGU5_MOUSE, tr|Q7TQS4|Q7TQS4_MOUSE, tr|Q8VGU4|Q8VGU4_MOUSE	tr|A0A667HCY2|A0A667HCY2_LYNCA
OG0001220	sp|Q8K2F0|BRD3_MOUSE	tr|A0A667HDK6|A0A667HDK6_LYNCA
OG0001220	sp|Q7JJ13|BRD2_MOUSE	tr|A0A667FVZ9|A0A667FVZ9_LYNCA
OG0001221	sp|Q61035|HARS1_MOUSE	tr|A0A667HFA4|A0A667HFA4_LYNCA
OG0001221	sp|Q99KK9|SYHM_MOUSE	tr|A0A667HFH1|A0A667HFH1_LYNCA
OG0001222	sp|Q9JIK5|DDX21_MOUSE	tr|A0A667I472|A0A667I472_LYNCA
OG0001222	sp|Q99MJ9|DDX50_MOUSE	tr|A0A667IN86|A0A667IN86_LYNCA
OG0001223	sp|P70670|NACAM_MOUSE	tr|A0A667G090|A0A667G090_LYNCA, tr|A0A667INQ8|A0A667INQ8_LYNCA, tr|A0A667IBZ1|A0A667IBZ1_LYNCA
OG0001224	sp|A2BFL2|ZY11A_MOUSE	tr|A0A667J344|A0A667J344_LYNCA
OG0001224	sp|Q3UFS0|ZY11B_MOUSE	tr|A0A667IM04|A0A667IM04_LYNCA
OG0001225	sp|Q62245|SOS1_MOUSE	tr|A0A667FNI5|A0A667FNI5_LYNCA
OG0001225	sp|Q02384|SOS2_MOUSE	tr|A0A667GQU5|A0A667GQU5_LYNCA
OG0001226	sp|Q3UYK3|TBCD9_MOUSE	tr|A0A667GDP2|A0A667GDP2_LYNCA
OG0001226	sp|Q5SVR0|TBC9B_MOUSE	tr|A0A667G6U1|A0A667G6U1_LYNCA
OG0001228	sp|O54972|MTG16_MOUSE	tr|A0A667IAK0|A0A667IAK0_LYNCA
OG0001228	sp|Q61909|MTG8_MOUSE	tr|A0A667I1Q6|A0A667I1Q6_LYNCA
OG0001229	sp|Q812C9|AOC2_MOUSE	tr|A0A667IGS7|A0A667IGS7_LYNCA
OG0001229	sp|O70423|AOC3_MOUSE	tr|A0A667HSL1|A0A667HSL1_LYNCA
OG0001230	sp|Q9DAF3|DDI1_MOUSE	tr|A0A667H954|A0A667H954_LYNCA
OG0001230	sp|A2ADY9|DDI2_MOUSE	tr|A0A667IQI8|A0A667IQI8_LYNCA
OG0001231	sp|P70406|UCP2_MOUSE	tr|A0A667HIZ8|A0A667HIZ8_LYNCA
OG0001231	sp|P56501|UCP3_MOUSE	tr|A0A667HH05|A0A667HH05_LYNCA
OG0001232	sp|D0G895|ACE3_MOUSE	tr|A0A667I0D0|A0A667I0D0_LYNCA
OG0001232	sp|P09470|ACE_MOUSE	tr|A0A667HZD1|A0A667HZD1_LYNCA
OG0001233	sp|Q9DA79|DPEP3_MOUSE	tr|A0A667ITD9|A0A667ITD9_LYNCA
OG0001233	sp|Q8C255|DPEP2_MOUSE	tr|A0A667I4P6|A0A667I4P6_LYNCA
OG0001234	sp|Q7TMY7|IPO8_MOUSE	tr|A0A667ILW3|A0A667ILW3_LYNCA
OG0001234	sp|Q9EPL8|IPO7_MOUSE	tr|A0A667GKX9|A0A667GKX9_LYNCA
OG0001235	sp|P36993|PPM1B_MOUSE	tr|A0A667FM35|A0A667FM35_LYNCA
OG0001235	sp|P49443|PPM1A_MOUSE	tr|A0A667GQN3|A0A667GQN3_LYNCA
OG0001236	tr|E9PUN6|E9PUN6_MOUSE	tr|A0A667H923|A0A667H923_LYNCA
OG0001236	sp|P59511|ATS20_MOUSE	tr|A0A667GUA1|A0A667GUA1_LYNCA
OG0001237	sp|Q7TSY6|CELF4_MOUSE	tr|A0A667HGE9|A0A667HGE9_LYNCA
OG0001237	sp|Q8CIN6|CELF3_MOUSE	tr|A0A667I982|A0A667I982_LYNCA
OG0001238	sp|A3KFX0|5NT1A_MOUSE	tr|A0A667HLS6|A0A667HLS6_LYNCA
OG0001238	sp|Q91YE9|5NT1B_MOUSE	tr|A0A667GB40|A0A667GB40_LYNCA
OG0001239	sp|O70583|TRI18_MOUSE	tr|A0A667I5M4|A0A667I5M4_LYNCA
OG0001239	sp|Q9QUS6|TRIM1_MOUSE	tr|A0A667HH25|A0A667HH25_LYNCA
OG0001240	sp|Q8BH59|S2512_MOUSE	tr|A0A667H6D9|A0A667H6D9_LYNCA
OG0001240	sp|Q9QXX4|S2513_MOUSE	tr|A0A667GD70|A0A667GD70_LYNCA
OG0001242	sp|Q04447|KCRB_MOUSE	tr|A0A667GSV5|A0A667GSV5_LYNCA
OG0001242	sp|P07310|KCRM_MOUSE	tr|A0A667IBN0|A0A667IBN0_LYNCA
OG0001243	sp|Q9WV55|VAPA_MOUSE	tr|A0A667H1J3|A0A667H1J3_LYNCA
OG0001243	sp|Q9QY76|VAPB_MOUSE	tr|A0A667GN24|A0A667GN24_LYNCA
OG0001244	sp|Q3U6U5|GTPB6_MOUSE	tr|A0A667HJX8|A0A667HJX8_LYNCA, tr|A0A667HH29|A0A667HH29_LYNCA, tr|A0A667HGY8|A0A667HGY8_LYNCA
OG0001245	sp|P18608|HMGN1_MOUSE	tr|A0A667G303|A0A667G303_LYNCA, tr|A0A667H9P6|A0A667H9P6_LYNCA, tr|A0A667IKX3|A0A667IKX3_LYNCA
OG0001246	sp|Q9D0F9|PGM1_MOUSE	tr|A0A667GW66|A0A667GW66_LYNCA
OG0001246	sp|Q8BZF8|PGM5_MOUSE	tr|A0A667H677|A0A667H677_LYNCA
OG0001247	tr|Q8VGZ3|Q8VGZ3_MOUSE, tr|A0A1B0GRU2|A0A1B0GRU2_MOUSE, tr|E9Q547|E9Q547_MOUSE	tr|A0A667H6A8|A0A667H6A8_LYNCA
OG0001248	tr|Q8VFA2|Q8VFA2_MOUSE, tr|Q8VF87|Q8VF87_MOUSE	tr|A0A667FMQ8|A0A667FMQ8_LYNCA, tr|A0A667GPB6|A0A667GPB6_LYNCA
OG0001249	tr|F8VPJ9|F8VPJ9_MOUSE, tr|Q8VGX7|Q8VGX7_MOUSE, tr|Q8VH14|Q8VH14_MOUSE	tr|A0A667GHX9|A0A667GHX9_LYNCA
OG0001250	tr|Q14AA6|Q14AA6_MOUSE, sp|P62827|RAN_MOUSE, sp|Q61820|RANT_MOUSE	tr|A0A667HMA6|A0A667HMA6_LYNCA
OG0001251	sp|P14148|RL7_MOUSE	tr|A0A667GDE9|A0A667GDE9_LYNCA, tr|A0A667HMM7|A0A667HMM7_LYNCA, tr|A0A667H780|A0A667H780_LYNCA
OG0001252	sp|Q8VCK3|TBG2_MOUSE	tr|A0A667IDS8|A0A667IDS8_LYNCA
OG0001252	sp|P83887|TBG1_MOUSE	tr|A0A667IDQ6|A0A667IDQ6_LYNCA
OG0001253	sp|O70174|ACHA4_MOUSE	tr|A0A667GN37|A0A667GN37_LYNCA
OG0001253	sp|Q91X60|ACHA2_MOUSE	tr|A0A667G510|A0A667G510_LYNCA
OG0001254	sp|O89026|ROBO1_MOUSE	tr|A0A667H8W2|A0A667H8W2_LYNCA
OG0001254	sp|Q7TPD3|ROBO2_MOUSE	tr|A0A667HYF2|A0A667HYF2_LYNCA
OG0001255	sp|P12246|SAMP_MOUSE, tr|D3YYJ7|D3YYJ7_MOUSE, sp|Q8R1M8|MPTX_MOUSE	tr|A0A667HGM6|A0A667HGM6_LYNCA
OG0001256	sp|Q9Z2D1|MTMR2_MOUSE, sp|Q9Z2C5|MTM1_MOUSE, sp|Q9Z2C4|MTMR1_MOUSE	tr|A0A667HJ34|A0A667HJ34_LYNCA
OG0001257	sp|P23198|CBX3_MOUSE	tr|A0A667I5H1|A0A667I5H1_LYNCA, tr|A0A667I3K0|A0A667I3K0_LYNCA, tr|A0A667HTC5|A0A667HTC5_LYNCA
OG0001258	sp|Q60806|PLK3_MOUSE	tr|A0A667GW12|A0A667GW12_LYNCA
OG0001258	sp|Q4FZD7|PLK5_MOUSE	tr|A0A667G4B7|A0A667G4B7_LYNCA
OG0001259	sp|Q8VHP8|RB40B_MOUSE	tr|A0A667HYH7|A0A667HYH7_LYNCA
OG0001259	sp|Q8VHQ4|RB40C_MOUSE	tr|A0A667H7A4|A0A667H7A4_LYNCA
OG0001260	sp|Q8BJU2|TSN9_MOUSE	tr|A0A667FQL8|A0A667FQL8_LYNCA
OG0001260	sp|Q9DCK3|TSN4_MOUSE	tr|A0A667HA50|A0A667HA50_LYNCA
OG0001261	sp|P63330|PP2AA_MOUSE	tr|A0A667GCY5|A0A667GCY5_LYNCA
OG0001261	sp|P62715|PP2AB_MOUSE	tr|A0A667G2Q4|A0A667G2Q4_LYNCA
OG0001262	tr|Q80VE5|Q80VE5_MOUSE	tr|A0A667HCH6|A0A667HCH6_LYNCA
OG0001262	sp|Q8R5A6|TB22A_MOUSE	tr|A0A667GF53|A0A667GF53_LYNCA
OG0001263	sp|P32043|HXC5_MOUSE, sp|P09065|HME1_MOUSE, sp|P09066|HME2_MOUSE	tr|A0A667GU15|A0A667GU15_LYNCA
OG0001264	tr|Q6DIC6|Q6DIC6_MOUSE	tr|A0A667IU70|A0A667IU70_LYNCA
OG0001264	tr|Q9ER67|Q9ER67_MOUSE	tr|A0A667HPH1|A0A667HPH1_LYNCA
OG0001265	sp|Q8CB19|PHTF2_MOUSE	tr|A0A667G5K9|A0A667G5K9_LYNCA
OG0001265	sp|Q9QZ09|PHTF1_MOUSE	tr|A0A667HPW0|A0A667HPW0_LYNCA
OG0001266	tr|Q5NCJ1|Q5NCJ1_MOUSE	tr|A0A667FRE3|A0A667FRE3_LYNCA
OG0001266	sp|Q8CHG7|RPGF2_MOUSE	tr|A0A667GXQ8|A0A667GXQ8_LYNCA
OG0001267	sp|Q61466|SMRD1_MOUSE	tr|A0A667GXU0|A0A667GXU0_LYNCA
OG0001267	sp|Q6P9Z1|SMRD3_MOUSE	tr|A0A667FX99|A0A667FX99_LYNCA
OG0001268	sp|Q9QXD6|F16P1_MOUSE	tr|A0A667HUQ4|A0A667HUQ4_LYNCA
OG0001268	sp|P70695|F16P2_MOUSE	tr|A0A667HBB3|A0A667HBB3_LYNCA
OG0001269	sp|P45700|MA1A1_MOUSE	tr|A0A667FWY0|A0A667FWY0_LYNCA
OG0001269	sp|P39098|MA1A2_MOUSE	tr|A0A667I128|A0A667I128_LYNCA
OG0001270	sp|Q8BL00|CDHR3_MOUSE, tr|A0A1B0GR31|A0A1B0GR31_MOUSE, tr|D3Z1Y0|D3Z1Y0_MOUSE	tr|A0A667G712|A0A667G712_LYNCA
OG0001271	sp|Q80VM8|PNM8A_MOUSE, sp|Q5DTT8|PNMA5_MOUSE, sp|Q8C1C8|PNMA1_MOUSE	tr|A0A667GN61|A0A667GN61_LYNCA
OG0001272	sp|O70250|PGAM2_MOUSE	tr|A0A667GWC4|A0A667GWC4_LYNCA
OG0001272	sp|Q9DBJ1|PGAM1_MOUSE	tr|A0A667HM08|A0A667HM08_LYNCA
OG0001273	sp|Q5BKP2|UBP13_MOUSE	tr|A0A667H8U5|A0A667H8U5_LYNCA
OG0001273	sp|P56399|UBP5_MOUSE	tr|A0A667FVJ9|A0A667FVJ9_LYNCA
OG0001274	sp|Q80Z96|VANG1_MOUSE	tr|A0A667IFY4|A0A667IFY4_LYNCA
OG0001274	sp|Q91ZD4|VANG2_MOUSE	tr|A0A667I2S6|A0A667I2S6_LYNCA
OG0001275	sp|Q80ZS3|RT26_MOUSE	tr|A0A667J096|A0A667J096_LYNCA, tr|A0A667G5B4|A0A667G5B4_LYNCA, tr|A0A667G2F8|A0A667G2F8_LYNCA
OG0001276	sp|P70268|PKN1_MOUSE	tr|A0A667HDI1|A0A667HDI1_LYNCA
OG0001276	sp|Q8BWW9|PKN2_MOUSE	tr|A0A667GHC3|A0A667GHC3_LYNCA
OG0001277	sp|Q9JMH6|TRXR1_MOUSE	tr|A0A667G705|A0A667G705_LYNCA
OG0001277	sp|Q99MD6|TRXR3_MOUSE	tr|A0A667FJ38|A0A667FJ38_LYNCA
OG0001278	sp|Q07230|ZSCA2_MOUSE	tr|A0A667FS21|A0A667FS21_LYNCA, tr|A0A667GUU8|A0A667GUU8_LYNCA, tr|A0A667IA00|A0A667IA00_LYNCA
OG0001279	sp|Q9Z1W9|STK39_MOUSE	tr|A0A667GJ66|A0A667GJ66_LYNCA
OG0001279	sp|Q6P9R2|OXSR1_MOUSE	tr|A0A667GM01|A0A667GM01_LYNCA
OG0001280	sp|Q60519|SEM5B_MOUSE	tr|A0A667H400|A0A667H400_LYNCA
OG0001280	sp|Q62217|SEM5A_MOUSE	tr|A0A667GU64|A0A667GU64_LYNCA
OG0001281	sp|P63038|CH60_MOUSE	tr|A0A667H7E6|A0A667H7E6_LYNCA, tr|A0A667HER4|A0A667HER4_LYNCA, tr|A0A667GHT0|A0A667GHT0_LYNCA
OG0001282	sp|Q8R317|UBQL1_MOUSE, sp|Q14DL0|UBQLN_MOUSE, sp|Q9QZM0|UBQL2_MOUSE	tr|A0A667HLB0|A0A667HLB0_LYNCA
OG0001283	sp|P49138|MAPK2_MOUSE	tr|A0A667HNK2|A0A667HNK2_LYNCA
OG0001283	sp|Q3UMW7|MAPK3_MOUSE	tr|A0A667G2S0|A0A667G2S0_LYNCA
OG0001284	sp|Q80TV8|CLAP1_MOUSE	tr|A0A667J4Y4|A0A667J4Y4_LYNCA
OG0001284	sp|Q8BRT1|CLAP2_MOUSE	tr|A0A667HZN6|A0A667HZN6_LYNCA
OG0001285	sp|Q9D5N8|SATL1_MOUSE	tr|A0A667IFU3|A0A667IFU3_LYNCA
OG0001285	sp|P48026|SAT1_MOUSE	tr|A0A667HQW7|A0A667HQW7_LYNCA
OG0001286	sp|Q9EPL0|XYLT2_MOUSE	tr|A0A667IJZ3|A0A667IJZ3_LYNCA
OG0001286	sp|Q811B1|XYLT1_MOUSE	tr|A0A667HE03|A0A667HE03_LYNCA
OG0001287	sp|Q9EST1|GSDMA_MOUSE, sp|Q5Y4Y6|GSDA3_MOUSE, sp|Q32M21|GSDA2_MOUSE	tr|A0A667IWM3|A0A667IWM3_LYNCA
OG0001288	sp|Q80UG5|SEPT9_MOUSE	tr|A0A667HWI3|A0A667HWI3_LYNCA
OG0001288	sp|Q9Z1S5|SEPT3_MOUSE	tr|A0A667G248|A0A667G248_LYNCA
OG0001289	sp|Q9DB70|FUND1_MOUSE	tr|A0A667HKM3|A0A667HKM3_LYNCA, tr|A0A667GSH9|A0A667GSH9_LYNCA, tr|A0A667H076|A0A667H076_LYNCA
OG0001290	sp|Q8CBQ5|P4K2B_MOUSE	tr|A0A667GB44|A0A667GB44_LYNCA
OG0001290	sp|Q2TBE6|P4K2A_MOUSE	tr|A0A667IB12|A0A667IB12_LYNCA
OG0001291	sp|P11531|DMD_MOUSE	tr|A0A667IJF2|A0A667IJF2_LYNCA
