Orthogroup	Mus_musculus	Marmota_monax
OG0008227	sp|Q3V2K1|CX065_MOUSE	tr|A0A5E4C7A8|A0A5E4C7A8_MARMO
OG0008228	sp|Q9WV56|GDF2_MOUSE	tr|A0A5E4C988|A0A5E4C988_MARMO
OG0008229	sp|Q8C8J0|STPG2_MOUSE	tr|A0A5E4CA05|A0A5E4CA05_MARMO
OG0008230	sp|A3KGK3|FR1L4_MOUSE	tr|A0A5E4CA74|A0A5E4CA74_MARMO
OG0008231	sp|Q8R218|T150B_MOUSE	tr|A0A5E4CDT0|A0A5E4CDT0_MARMO
OG0008232	sp|Q99NG0|ARIP4_MOUSE	tr|A0A5E4CKP8|A0A5E4CKP8_MARMO
OG0008233	sp|P41969|ELK1_MOUSE	tr|A0A5E4CM67|A0A5E4CM67_MARMO
OG0008234	sp|Q91WK2|EIF3H_MOUSE	tr|A0A5E4CN77|A0A5E4CN77_MARMO
OG0008235	sp|O55239|NNMT_MOUSE	tr|A0A5E4CNS2|A0A5E4CNS2_MARMO
OG0008236	sp|Q8BZ10|TM11G_MOUSE	tr|A0A5E4CPU8|A0A5E4CPU8_MARMO
OG0008237	sp|Q8K0S2|ERIC5_MOUSE	tr|A0A5E4CSS5|A0A5E4CSS5_MARMO
OG0008238	sp|Q921R7|S35A5_MOUSE	tr|A0A5E4CTK2|A0A5E4CTK2_MARMO
OG0008239	sp|Q9Z0F5|CH25H_MOUSE	tr|A0A5E4CV29|A0A5E4CV29_MARMO
OG0008240	sp|Q9JI67|B3GT5_MOUSE	tr|A0A5E4CZV1|A0A5E4CZV1_MARMO
OG0008241	sp|Q91XD6|VPS36_MOUSE	tr|A0A5E4D117|A0A5E4D117_MARMO
OG0008242	sp|Q9JHI8|NOX4_MOUSE	tr|A0A5E4D1Q6|A0A5E4D1Q6_MARMO
OG0008243	sp|Q9D9W6|F217A_MOUSE	tr|A0A5E4D7I0|A0A5E4D7I0_MARMO
OG0008244	sp|Q80XG9|LRRT4_MOUSE	tr|A0A5E4D844|A0A5E4D844_MARMO
OG0008246	sp|Q8BXF8|ACTT3_MOUSE	tr|A0A5E4DAX1|A0A5E4DAX1_MARMO
OG0008247	sp|A2ALS5|RPGP1_MOUSE	tr|A0A5E4A0Y6|A0A5E4A0Y6_MARMO
OG0008248	sp|Q8C3Q9|CASP9_MOUSE	tr|A0A5E4A1C1|A0A5E4A1C1_MARMO
OG0008249	sp|B7ZNG0|KIF7_MOUSE	tr|A0A5E4A4R2|A0A5E4A4R2_MARMO
OG0008251	sp|Q8C7U7|GALT6_MOUSE	tr|A0A5E4A958|A0A5E4A958_MARMO
OG0008252	sp|Q8QZV2|SHSA2_MOUSE	tr|A0A5E4AD25|A0A5E4AD25_MARMO
OG0008253	sp|P35456|UPAR_MOUSE	tr|A0A5E4AE73|A0A5E4AE73_MARMO
OG0008254	sp|Q80YU0|ABHGB_MOUSE	tr|A0A5E4AHS4|A0A5E4AHS4_MARMO
OG0008255	sp|Q9DBQ7|PACE1_MOUSE	tr|A0A5E4AII5|A0A5E4AII5_MARMO
OG0008256	sp|Q9D3R6|KATL2_MOUSE	tr|A0A5E4ASN9|A0A5E4ASN9_MARMO
OG0008257	tr|Q6PCP3|Q6PCP3_MOUSE	tr|A0A5E4AU76|A0A5E4AU76_MARMO
OG0008258	sp|Q9WUM5|SUCA_MOUSE	tr|A0A5E4AVL4|A0A5E4AVL4_MARMO
OG0008259	sp|Q56A04|EME2_MOUSE	tr|A0A5E4AYE8|A0A5E4AYE8_MARMO
OG0008260	sp|Q80XH2|IMPG2_MOUSE	tr|A0A5E4B1V0|A0A5E4B1V0_MARMO
OG0008261	sp|O88838|SPSB2_MOUSE	tr|A0A5E4B4B8|A0A5E4B4B8_MARMO
OG0008262	sp|Q6NS45|CCD66_MOUSE	tr|A0A5E4B4T0|A0A5E4B4T0_MARMO
OG0008263	sp|P58463|FOXP2_MOUSE	tr|A0A5E4B509|A0A5E4B509_MARMO
OG0008264	sp|Q5RKR3|ISLR2_MOUSE	tr|A0A5E4B6P7|A0A5E4B6P7_MARMO
OG0008265	sp|Q5UAK0|MIER1_MOUSE	tr|A0A5E4BJI9|A0A5E4BJI9_MARMO
OG0008266	sp|Q3TB92|MILR1_MOUSE	tr|A0A5E4BL27|A0A5E4BL27_MARMO
OG0008267	sp|Q9D6J4|NECA3_MOUSE	tr|A0A5E4BP98|A0A5E4BP98_MARMO
OG0008268	sp|Q3UA16|SPC25_MOUSE	tr|A0A5E4BPJ5|A0A5E4BPJ5_MARMO
OG0008269	sp|Q06986|SIAH2_MOUSE	tr|A0A5E4BWA4|A0A5E4BWA4_MARMO
OG0008270	sp|Q91VB2|KCC1G_MOUSE	tr|A0A5E4BZ54|A0A5E4BZ54_MARMO
OG0008271	sp|Q7TMJ8|P3IP1_MOUSE	tr|A0A5E4BZB5|A0A5E4BZB5_MARMO
OG0008272	sp|Q8VEE0|RPE_MOUSE	tr|A0A5E4C1J1|A0A5E4C1J1_MARMO
OG0008273	sp|Q62028|PLA2R_MOUSE	tr|A0A5E4C3P1|A0A5E4C3P1_MARMO
OG0008275	sp|Q80T14|FRAS1_MOUSE	tr|A0A5E4C501|A0A5E4C501_MARMO
OG0008276	sp|Q6KAR6|EXOC3_MOUSE	tr|A0A5E4C5P9|A0A5E4C5P9_MARMO
OG0008277	sp|Q8K1C9|LRC41_MOUSE	tr|A0A5E4CAY1|A0A5E4CAY1_MARMO
OG0008278	tr|E9Q1M1|E9Q1M1_MOUSE	tr|A0A5E4CCC0|A0A5E4CCC0_MARMO
OG0008279	sp|Q9JMB0|GKAP1_MOUSE	tr|A0A5E4CEU8|A0A5E4CEU8_MARMO
OG0008280	sp|P42225|STAT1_MOUSE	tr|A0A5E4CF76|A0A5E4CF76_MARMO
OG0008281	sp|P81269|ATF1_MOUSE	tr|A0A5E4CGA0|A0A5E4CGA0_MARMO
OG0008282	sp|Q8BH61|F13A_MOUSE	tr|A0A5E4CH54|A0A5E4CH54_MARMO
OG0008283	tr|Q7TRW1|Q7TRW1_MOUSE	tr|A0A5E4CJV8|A0A5E4CJV8_MARMO
OG0008284	sp|Q9NYQ2|HAOX2_MOUSE	tr|A0A5E4CLN1|A0A5E4CLN1_MARMO
OG0008285	sp|Q64191|ASPG_MOUSE	tr|A0A5E4CTV9|A0A5E4CTV9_MARMO
OG0008286	sp|Q3U3D7|T131L_MOUSE	tr|A0A5E4CW39|A0A5E4CW39_MARMO
OG0008287	sp|Q99N96|RM01_MOUSE	tr|A0A5E4CXQ1|A0A5E4CXQ1_MARMO
OG0008288	sp|Q01098|NMDE3_MOUSE	tr|A0A5E4CZR2|A0A5E4CZR2_MARMO
OG0008289	sp|Q7TN16|HHIP_MOUSE	tr|A0A5E4D1D3|A0A5E4D1D3_MARMO
OG0008290	sp|Q9CZB3|THUM2_MOUSE	tr|A0A5E4D4T5|A0A5E4D4T5_MARMO
OG0008291	sp|Q9CXK9|RBM33_MOUSE	tr|A0A5E4D5E5|A0A5E4D5E5_MARMO
OG0008292	sp|Q3THJ3|EIF1A_MOUSE	tr|A0A5E4A1I7|A0A5E4A1I7_MARMO
OG0008293	sp|Q67FY2|BCL9L_MOUSE	tr|A0A5E4A3G2|A0A5E4A3G2_MARMO
OG0008294	sp|Q9CRD2|EMC2_MOUSE	tr|A0A5E4A4L0|A0A5E4A4L0_MARMO
OG0008295	sp|Q8CGA3|LAT4_MOUSE	tr|A0A5E4AE74|A0A5E4AE74_MARMO
OG0008296	sp|Q9D824|FIP1_MOUSE	tr|A0A5E4AET4|A0A5E4AET4_MARMO
OG0008297	sp|P0C7L0|WIPF3_MOUSE	tr|A0A5E4AF46|A0A5E4AF46_MARMO
OG0008298	sp|O88667|RAD_MOUSE	tr|A0A5E4AGQ9|A0A5E4AGQ9_MARMO
OG0008299	sp|Q3U5Q7|CMPK2_MOUSE	tr|A0A5E4AGT2|A0A5E4AGT2_MARMO
OG0008300	sp|P46061|RAGP1_MOUSE	tr|A0A5E4AIR2|A0A5E4AIR2_MARMO
OG0008301	sp|P97350|PKP1_MOUSE	tr|A0A5E4AIY6|A0A5E4AIY6_MARMO
OG0008302	sp|Q9CXU9|EIF1B_MOUSE	tr|A0A5E4AJL1|A0A5E4AJL1_MARMO
OG0008303	tr|E0CXC6|E0CXC6_MOUSE	tr|A0A5E4AJX6|A0A5E4AJX6_MARMO
OG0008304	sp|Q9CWX9|DDX47_MOUSE	tr|A0A5E4AT99|A0A5E4AT99_MARMO
OG0008305	sp|P27548|CD40L_MOUSE	tr|A0A5E4AW91|A0A5E4AW91_MARMO
OG0008306	sp|Q8BKX7|ZN410_MOUSE	tr|A0A5E4B0Z4|A0A5E4B0Z4_MARMO
OG0008307	sp|Q9CZW5|TOM70_MOUSE	tr|A0A5E4B3N3|A0A5E4B3N3_MARMO
OG0008308	sp|Q8BSM7|LAT3_MOUSE	tr|A0A5E4BCH5|A0A5E4BCH5_MARMO
OG0008309	sp|P20489|FCERA_MOUSE	tr|A0A5E4BG36|A0A5E4BG36_MARMO
OG0008310	sp|P29121|PCSK4_MOUSE	tr|A0A5E4BHL5|A0A5E4BHL5_MARMO
OG0008311	sp|Q8VIK5|PEAR1_MOUSE	tr|A0A5E4BIJ5|A0A5E4BIJ5_MARMO
OG0008312	sp|Q9CY62|RN181_MOUSE	tr|A0A5E4BK00|A0A5E4BK00_MARMO
OG0008313	sp|Q9EST4|PSMG2_MOUSE	tr|A0A5E4BRF9|A0A5E4BRF9_MARMO
OG0008314	sp|P20918|PLMN_MOUSE	tr|A0A5E4BTD7|A0A5E4BTD7_MARMO
OG0008315	sp|Q0P523|CIB3_MOUSE	tr|A0A5E4BVV9|A0A5E4BVV9_MARMO
OG0008316	sp|A0A140LIT1|CC194_MOUSE	tr|A0A5E4BWU9|A0A5E4BWU9_MARMO
OG0008318	sp|P0C872|JMJD7_MOUSE	tr|A0A5E4BZI5|A0A5E4BZI5_MARMO
OG0008319	sp|P23906|IRF2_MOUSE	tr|A0A5E4C587|A0A5E4C587_MARMO
OG0008320	sp|Q8R180|ERO1A_MOUSE	tr|A0A5E4C872|A0A5E4C872_MARMO
OG0008321	sp|Q5SSW2|PSME4_MOUSE	tr|A0A5E4CAN2|A0A5E4CAN2_MARMO
OG0008322	sp|Q9QXU7|PROK2_MOUSE	tr|A0A5E4CJ97|A0A5E4CJ97_MARMO
OG0008323	sp|Q3KNK3|NB5R2_MOUSE	tr|A0A5E4CNH6|A0A5E4CNH6_MARMO
OG0008324	sp|Q9CXV0|ISL2_MOUSE	tr|A0A5E4CS95|A0A5E4CS95_MARMO
OG0008325	sp|Q9ERE8|TLRN1_MOUSE	tr|A0A5E4D3C9|A0A5E4D3C9_MARMO
OG0008326	sp|Q920N1|ODF3A_MOUSE	tr|A0A5E4D4Q4|A0A5E4D4Q4_MARMO
OG0008327	tr|E9PVZ8|E9PVZ8_MOUSE	tr|A0A5E4D5E8|A0A5E4D5E8_MARMO
OG0008329	sp|Q6ZPS2|CRNS1_MOUSE	tr|A0A5E4A386|A0A5E4A386_MARMO
OG0008330	sp|Q8VI93|OAS3_MOUSE	tr|A0A5E4A3E9|A0A5E4A3E9_MARMO
OG0008331	sp|Q8R1K1|UBAC2_MOUSE	tr|A0A5E4A5W5|A0A5E4A5W5_MARMO
OG0008332	sp|Q9DCC3|CC107_MOUSE	tr|A0A5E4A5Y7|A0A5E4A5Y7_MARMO
OG0008333	sp|Q91W63|NRK1_MOUSE	tr|A0A5E4A7C9|A0A5E4A7C9_MARMO
OG0008334	sp|Q80TG9|LRFN2_MOUSE	tr|A0A5E4A7V3|A0A5E4A7V3_MARMO
OG0008335	sp|Q9ET22|DPP2_MOUSE	tr|A0A5E4AC21|A0A5E4AC21_MARMO
OG0008336	sp|Q5ND28|SREC_MOUSE	tr|A0A5E4ACT8|A0A5E4ACT8_MARMO
OG0008337	sp|Q9Z0S9|PRAF1_MOUSE	tr|A0A5E4ADI4|A0A5E4ADI4_MARMO
OG0008338	sp|Q9D1P0|RM13_MOUSE	tr|A0A5E4AFF7|A0A5E4AFF7_MARMO
OG0008339	sp|Q9DBB1|DUS6_MOUSE	tr|A0A5E4AG35|A0A5E4AG35_MARMO
OG0008340	sp|P22893|TTP_MOUSE	tr|A0A5E4AHI6|A0A5E4AHI6_MARMO
OG0008341	sp|Q9Z2Y3|HOME1_MOUSE	tr|A0A5E4ASD6|A0A5E4ASD6_MARMO
OG0008342	sp|Q9WVL2|STAT2_MOUSE	tr|A0A5E4ATJ2|A0A5E4ATJ2_MARMO
OG0008343	sp|Q05D44|IF2P_MOUSE	tr|A0A5E4AWB2|A0A5E4AWB2_MARMO
OG0008344	sp|Q91UZ5|IMPA2_MOUSE	tr|A0A5E4AX42|A0A5E4AX42_MARMO
OG0008345	sp|P50220|NKX21_MOUSE	tr|A0A5E4B3D9|A0A5E4B3D9_MARMO
OG0008346	sp|P52760|RIDA_MOUSE	tr|A0A5E4B437|A0A5E4B437_MARMO
OG0008347	sp|Q68FF9|S5A1_MOUSE	tr|A0A5E4B6A4|A0A5E4B6A4_MARMO
OG0008348	sp|Q8VEJ4|NLE1_MOUSE	tr|A0A5E4B6V7|A0A5E4B6V7_MARMO
OG0008349	sp|Q9QXL8|NDK7_MOUSE	tr|A0A5E4B761|A0A5E4B761_MARMO
OG0008350	sp|Q9Z1L2|SNG4_MOUSE	tr|A0A5E4BAL1|A0A5E4BAL1_MARMO
OG0008351	sp|Q8C156|CND2_MOUSE	tr|A0A5E4BF95|A0A5E4BF95_MARMO
OG0008352	sp|Q9CR41|HYPK_MOUSE	tr|A0A5E4BKI0|A0A5E4BKI0_MARMO
OG0008353	sp|Q8VII8|MCR_MOUSE	tr|A0A5E4BLI9|A0A5E4BLI9_MARMO
OG0008354	sp|Q80Y19|RHGBA_MOUSE	tr|A0A5E4BMM8|A0A5E4BMM8_MARMO
OG0008355	sp|Q9WUT7|CCR9_MOUSE	tr|A0A5E4BXV7|A0A5E4BXV7_MARMO
OG0008356	sp|Q80ZW0|STK35_MOUSE	tr|A0A5E4C045|A0A5E4C045_MARMO
OG0008357	sp|Q9CRW3|CB076_MOUSE	tr|A0A5E4C1G9|A0A5E4C1G9_MARMO
OG0008358	sp|Q9CQ29|RN151_MOUSE	tr|A0A5E4C2P2|A0A5E4C2P2_MARMO
OG0008359	sp|Q8BYW1|RHG25_MOUSE	tr|A0A5E4C3J2|A0A5E4C3J2_MARMO
OG0008360	sp|Q8K2H6|APC10_MOUSE	tr|A0A5E4C9Q8|A0A5E4C9Q8_MARMO
OG0008361	sp|Q9D2K4|IQCH_MOUSE	tr|A0A5E4CAV4|A0A5E4CAV4_MARMO
OG0008362	sp|Q9R1K9|CETN2_MOUSE	tr|A0A5E4CB61|A0A5E4CB61_MARMO
OG0008363	sp|Q8CJH3|PLXB1_MOUSE	tr|A0A5E4CHW6|A0A5E4CHW6_MARMO
OG0008364	sp|Q9D842|APLF_MOUSE	tr|A0A5E4CJ28|A0A5E4CJ28_MARMO
OG0008365	sp|Q6NZA9|TAF9B_MOUSE	tr|A0A5E4CQA8|A0A5E4CQA8_MARMO
OG0008366	sp|Q6P9J9|ANO6_MOUSE	tr|A0A5E4CR84|A0A5E4CR84_MARMO
OG0008368	sp|Q9DAW9|CNN3_MOUSE	tr|A0A5E4D4J8|A0A5E4D4J8_MARMO
OG0008369	sp|Q9D4C6|LR2BP_MOUSE	tr|A0A5E4D5V0|A0A5E4D5V0_MARMO
OG0008370	sp|D3Z338|TM262_MOUSE	tr|A0A5E4A1N6|A0A5E4A1N6_MARMO
OG0008371	sp|Q5U4D8|SC5A6_MOUSE	tr|A0A5E4A8S7|A0A5E4A8S7_MARMO
OG0008372	sp|Q5F267|P5I13_MOUSE	tr|A0A5E4ABB0|A0A5E4ABB0_MARMO
OG0008373	sp|Q9DAQ5|CQ098_MOUSE	tr|A0A5E4AEQ3|A0A5E4AEQ3_MARMO
OG0008374	sp|Q8BYN3|ITPK1_MOUSE	tr|A0A5E4AN32|A0A5E4AN32_MARMO
OG0008376	sp|Q6PDE7|GGT6_MOUSE	tr|A0A5E4AS99|A0A5E4AS99_MARMO
OG0008377	sp|Q8R4E4|MYOZ3_MOUSE	tr|A0A5E4AXY4|A0A5E4AXY4_MARMO
OG0008378	sp|P97953|VEGFC_MOUSE	tr|A0A5E4B551|A0A5E4B551_MARMO
OG0008379	sp|Q9CQH3|NDUB5_MOUSE	tr|A0A5E4B743|A0A5E4B743_MARMO
OG0008380	sp|Q9EPZ6|TBX18_MOUSE	tr|A0A5E4B7W5|A0A5E4B7W5_MARMO
OG0008381	sp|Q8BK62|OLFL3_MOUSE	tr|A0A5E4BAX3|A0A5E4BAX3_MARMO
OG0008382	sp|Q8CJ96|RASF8_MOUSE	tr|A0A5E4BDG9|A0A5E4BDG9_MARMO
OG0008383	sp|Q8C180|FRS2_MOUSE	tr|A0A5E4BDI8|A0A5E4BDI8_MARMO
OG0008384	sp|Q3UN70|MRFL_MOUSE	tr|A0A5E4BFC0|A0A5E4BFC0_MARMO
OG0008385	sp|Q8K3A0|HSC20_MOUSE	tr|A0A5E4BGP7|A0A5E4BGP7_MARMO
OG0008386	sp|Q8K1C0|ANGE2_MOUSE	tr|A0A5E4BJD1|A0A5E4BJD1_MARMO
OG0008387	sp|Q9JLV1|BAG3_MOUSE	tr|A0A5E4BK87|A0A5E4BK87_MARMO
OG0008388	sp|F6TQD1|RN212_MOUSE	tr|A0A5E4BN65|A0A5E4BN65_MARMO
OG0008389	sp|Q8R2U0|SEH1_MOUSE	tr|A0A5E4BP97|A0A5E4BP97_MARMO
OG0008390	sp|Q91ZZ3|SYUB_MOUSE	tr|A0A5E4BPN9|A0A5E4BPN9_MARMO
OG0008391	sp|Q8C2E7|WASC5_MOUSE	tr|A0A5E4BSS6|A0A5E4BSS6_MARMO
OG0008392	sp|O08843|LST1_MOUSE	tr|A0A5E4C351|A0A5E4C351_MARMO
OG0008393	sp|Q8C1W1|VASH1_MOUSE	tr|A0A5E4C6E3|A0A5E4C6E3_MARMO
OG0008394	sp|O35717|SOCS2_MOUSE	tr|A0A5E4C7P1|A0A5E4C7P1_MARMO
OG0008395	sp|Q91WA1|TIPIN_MOUSE	tr|A0A5E4C7Y6|A0A5E4C7Y6_MARMO
OG0008396	sp|P42337|PK3CA_MOUSE	tr|A0A5E4C9N6|A0A5E4C9N6_MARMO
OG0008397	sp|Q5KU39|VPS41_MOUSE	tr|A0A5E4CBJ8|A0A5E4CBJ8_MARMO
OG0008398	sp|Q6NZL0|SOGA3_MOUSE	tr|A0A5E4CF58|A0A5E4CF58_MARMO
OG0008399	sp|Q3UTD9|SIM15_MOUSE	tr|A0A5E4CGA7|A0A5E4CGA7_MARMO
OG0008400	sp|Q9CQF8|RT63_MOUSE	tr|A0A5E4CT10|A0A5E4CT10_MARMO
OG0008401	sp|Q00286|PIT1_MOUSE	tr|A0A5E4CV35|A0A5E4CV35_MARMO
OG0008402	sp|Q91YX5|LGAT1_MOUSE	tr|A0A5E4CVG6|A0A5E4CVG6_MARMO
OG0008403	sp|Q9CQH7|BT3L4_MOUSE	tr|A0A5E4CZS0|A0A5E4CZS0_MARMO
OG0008404	sp|Q9D1C2|CBY1_MOUSE	tr|A0A5E4D0A2|A0A5E4D0A2_MARMO
OG0008405	sp|Q61880|DMC1_MOUSE	tr|A0A5E4D0A8|A0A5E4D0A8_MARMO
OG0008406	sp|P24383|WNT7A_MOUSE	tr|A0A5E4D3U7|A0A5E4D3U7_MARMO
OG0008407	sp|P97391|PA2G5_MOUSE	tr|A0A5E4A0K5|A0A5E4A0K5_MARMO
OG0008408	sp|Q9QUI1|LRA25_MOUSE	tr|A0A5E4A1I4|A0A5E4A1I4_MARMO
OG0008409	sp|Q62084|PP14B_MOUSE	tr|A0A5E4A2H1|A0A5E4A2H1_MARMO
OG0008410	sp|Q9Z2T1|KCNK7_MOUSE	tr|A0A5E4A2X1|A0A5E4A2X1_MARMO
OG0008411	sp|Q9DBM0|ABCG8_MOUSE	tr|A0A5E4A3D7|A0A5E4A3D7_MARMO
OG0008412	sp|O35188|X3CL1_MOUSE	tr|A0A5E4A5F6|A0A5E4A5F6_MARMO
OG0008413	sp|P07091|S10A4_MOUSE	tr|A0A5E4A7B3|A0A5E4A7B3_MARMO
OG0008414	sp|Q8C784|MOSMO_MOUSE	tr|A0A5E4A953|A0A5E4A953_MARMO
OG0008415	sp|Q922G2|FA76A_MOUSE	tr|A0A5E4ACY2|A0A5E4ACY2_MARMO
OG0008416	sp|Q8C9S4|CC186_MOUSE	tr|A0A5E4AEL5|A0A5E4AEL5_MARMO
OG0008417	sp|Q01147|CREB1_MOUSE	tr|A0A5E4AFY5|A0A5E4AFY5_MARMO
OG0008418	sp|Q8K1S1|LGI4_MOUSE	tr|A0A5E4AGI4|A0A5E4AGI4_MARMO
OG0008419	sp|Q8K3I4|MYRIP_MOUSE	tr|A0A5E4AJD7|A0A5E4AJD7_MARMO
OG0008420	sp|Q9D701|UPK3L_MOUSE	tr|A0A5E4AJE3|A0A5E4AJE3_MARMO
OG0008421	sp|Q9D4K4|FACOS_MOUSE	tr|A0A5E4ALQ6|A0A5E4ALQ6_MARMO
OG0008422	sp|Q8BGD6|S38A9_MOUSE	tr|A0A5E4AQS5|A0A5E4AQS5_MARMO
OG0008423	sp|Q6ZPJ3|UBE2O_MOUSE	tr|A0A5E4ARZ6|A0A5E4ARZ6_MARMO
OG0008424	sp|Q3TZX8|NOL9_MOUSE	tr|A0A5E4AX69|A0A5E4AX69_MARMO
OG0008425	sp|A6X8Z9|TEX55_MOUSE	tr|A0A5E4B3F2|A0A5E4B3F2_MARMO
OG0008426	sp|P83940|ELOC_MOUSE	tr|A0A5E4B3J9|A0A5E4B3J9_MARMO
OG0008427	sp|Q6P1I3|KICS2_MOUSE	tr|A0A5E4B8F2|A0A5E4B8F2_MARMO
OG0008428	sp|Q8R1T1|CHMP7_MOUSE	tr|A0A5E4BC13|A0A5E4BC13_MARMO
OG0008429	sp|Q9D855|QCR7_MOUSE	tr|A0A5E4BD00|A0A5E4BD00_MARMO
OG0008430	sp|Q8BP22|CBAR1_MOUSE	tr|A0A5E4BE39|A0A5E4BE39_MARMO
OG0008431	sp|Q80WC9|ACSF4_MOUSE	tr|A0A5E4BFI5|A0A5E4BFI5_MARMO
OG0008432	sp|P31955|AREG_MOUSE	tr|A0A5E4BGT1|A0A5E4BGT1_MARMO
OG0008433	sp|Q9R0M6|RAB9A_MOUSE	tr|A0A5E4BLQ6|A0A5E4BLQ6_MARMO
OG0008434	sp|Q3U507|GP174_MOUSE	tr|A0A5E4BVN5|A0A5E4BVN5_MARMO
OG0008435	sp|Q8BX70|VP13C_MOUSE	tr|A0A5E4BXC8|A0A5E4BXC8_MARMO
OG0008436	sp|P79621|C2TA_MOUSE	tr|A0A5E4BZN6|A0A5E4BZN6_MARMO
OG0008437	sp|O88735|MAP7_MOUSE	tr|A0A5E4C0P2|A0A5E4C0P2_MARMO
OG0008438	sp|Q8K4T3|STRAB_MOUSE	tr|A0A5E4C2K8|A0A5E4C2K8_MARMO
OG0008439	tr|Q6DFZ1|Q6DFZ1_MOUSE	tr|A0A5E4C4Y2|A0A5E4C4Y2_MARMO
OG0008440	sp|P20352|TF_MOUSE	tr|A0A5E4C6Y3|A0A5E4C6Y3_MARMO
OG0008441	sp|Q9CQZ7|RPC10_MOUSE	tr|A0A5E4C8D9|A0A5E4C8D9_MARMO
OG0008442	sp|Q7TQH0|ATX2L_MOUSE	tr|A0A5E4CD32|A0A5E4CD32_MARMO
OG0008443	sp|Q61614|EDNRA_MOUSE	tr|A0A5E4CF59|A0A5E4CF59_MARMO
OG0008444	sp|O08540|MSMB_MOUSE	tr|A0A5E4CFB7|A0A5E4CFB7_MARMO
OG0008445	sp|Q8K126|RF1M_MOUSE	tr|A0A5E4CLU8|A0A5E4CLU8_MARMO
OG0008446	sp|Q9DAM3|HSPB9_MOUSE	tr|A0A5E4D0Q1|A0A5E4D0Q1_MARMO
OG0008447	sp|Q8CB14|LAS2_MOUSE	tr|A0A5E4D0Y4|A0A5E4D0Y4_MARMO
OG0008448	sp|Q8BK67|RCC2_MOUSE	tr|A0A5E4A0F2|A0A5E4A0F2_MARMO
OG0008449	sp|Q8BMK4|CKAP4_MOUSE	tr|A0A5E4A5T9|A0A5E4A5T9_MARMO
OG0008450	sp|Q8BGF9|S2544_MOUSE	tr|A0A5E4A706|A0A5E4A706_MARMO
OG0008451	sp|O89090|SP1_MOUSE	tr|A0A5E4A8S4|A0A5E4A8S4_MARMO
OG0008452	sp|Q6A4J8|UBP7_MOUSE	tr|A0A5E4AAT4|A0A5E4AAT4_MARMO
OG0008454	sp|Q5GIG6|TNI3K_MOUSE	tr|A0A5E4ADN0|A0A5E4ADN0_MARMO
OG0008455	sp|Q6ZWV7|RL35_MOUSE	tr|A0A5E4AED5|A0A5E4AED5_MARMO
OG0008456	sp|A1KXC4|FAIM3_MOUSE	tr|A0A5E4AFV3|A0A5E4AFV3_MARMO
OG0008457	sp|Q10470|MGAT3_MOUSE	tr|A0A5E4AIM8|A0A5E4AIM8_MARMO
OG0008458	sp|Q9DAI4|ZBT43_MOUSE	tr|A0A5E4AP74|A0A5E4AP74_MARMO
OG0008459	sp|Q6PIX9|CQ080_MOUSE	tr|A0A5E4APF4|A0A5E4APF4_MARMO
OG0008460	sp|P63030|MPC1_MOUSE	tr|A0A5E4APQ4|A0A5E4APQ4_MARMO
OG0008461	sp|Q5SUS0|FBW10_MOUSE	tr|A0A5E4ASQ1|A0A5E4ASQ1_MARMO
OG0008462	sp|Q9CQ46|DRC8_MOUSE	tr|A0A5E4ATM5|A0A5E4ATM5_MARMO
OG0008463	sp|Q9QYT7|PIGQ_MOUSE	tr|A0A5E4AXA4|A0A5E4AXA4_MARMO
OG0008464	sp|Q69ZK5|KLH14_MOUSE	tr|A0A5E4AXY8|A0A5E4AXY8_MARMO
OG0008465	sp|Q9R0M8|S35A2_MOUSE	tr|A0A5E4B8M1|A0A5E4B8M1_MARMO
OG0008466	sp|Q8BSN5|PHF23_MOUSE	tr|A0A5E4B9M7|A0A5E4B9M7_MARMO
OG0008467	sp|Q8VC04|T106A_MOUSE	tr|A0A5E4BAY1|A0A5E4BAY1_MARMO
OG0008468	sp|Q8BLD6|ANR55_MOUSE	tr|A0A5E4BEZ8|A0A5E4BEZ8_MARMO
OG0008469	tr|Q8CFX3|Q8CFX3_MOUSE	tr|A0A5E4BGS5|A0A5E4BGS5_MARMO
OG0008470	sp|O88852|TSYL1_MOUSE	tr|A0A5E4BHH3|A0A5E4BHH3_MARMO
OG0008471	tr|F8VPZ3|F8VPZ3_MOUSE	tr|A0A5E4BJD5|A0A5E4BJD5_MARMO
OG0008472	sp|P61226|RAP2B_MOUSE	tr|A0A5E4BMY9|A0A5E4BMY9_MARMO
OG0008473	sp|Q80XQ2|TBCD5_MOUSE	tr|A0A5E4BP47|A0A5E4BP47_MARMO
OG0008474	sp|Q80TS7|DEND_MOUSE	tr|A0A5E4BSB8|A0A5E4BSB8_MARMO
OG0008475	sp|Q8BHZ4|ZN592_MOUSE	tr|A0A5E4BXG3|A0A5E4BXG3_MARMO
OG0008476	sp|Q8K4Z6|GPC6A_MOUSE	tr|A0A5E4C299|A0A5E4C299_MARMO
OG0008477	sp|Q8CDN8|CCD38_MOUSE	tr|A0A5E4C535|A0A5E4C535_MARMO
OG0008478	sp|P24063|ITAL_MOUSE	tr|A0A5E4C745|A0A5E4C745_MARMO
OG0008479	sp|Q1XH17|TRI72_MOUSE	tr|A0A5E4C8S0|A0A5E4C8S0_MARMO
OG0008480	sp|Q9EP71|RAI14_MOUSE	tr|A0A5E4CGN2|A0A5E4CGN2_MARMO
