Orthogroup	Mus_musculus	Sciurus_vulgaris
OG0002837	sp|P50540|MXI1_MOUSE	tr|A0A8D2AHM8|A0A8D2AHM8_SCIVU, tr|A0A8D2DJC6|A0A8D2DJC6_SCIVU
OG0002838	sp|Q6ZQF0|TOPB1_MOUSE, sp|Q07139|ECT2_MOUSE	tr|A0A8D2B528|A0A8D2B528_SCIVU
OG0002839	sp|Q8CBW7|CHIC1_MOUSE	tr|A0A8D2DM12|A0A8D2DM12_SCIVU, tr|A0A8D2D344|A0A8D2D344_SCIVU
OG0002840	sp|Q91V57|CHIN_MOUSE	tr|A0A8D2AWI3|A0A8D2AWI3_SCIVU, tr|A0A8D2CZ55|A0A8D2CZ55_SCIVU
OG0002841	sp|Q9CQX2|CYB5B_MOUSE	tr|A0A8D2DVL4|A0A8D2DVL4_SCIVU, tr|A0A8D2AYA3|A0A8D2AYA3_SCIVU
OG0002842	sp|Q9DB85|RRP8_MOUSE	tr|A0A8D2B2B0|A0A8D2B2B0_SCIVU, tr|A0A8D2CLU2|A0A8D2CLU2_SCIVU
OG0002843	sp|P27808|MGAT1_MOUSE	tr|A0A8D2BE12|A0A8D2BE12_SCIVU, tr|A0A8D2AW36|A0A8D2AW36_SCIVU
OG0002844	sp|Q3TCJ1|ABRX2_MOUSE	tr|A0A8D2AKW5|A0A8D2AKW5_SCIVU, tr|A0A8D2APR9|A0A8D2APR9_SCIVU
OG0002845	sp|Q8VHI3|OFUT2_MOUSE	tr|A0A8D2DQ75|A0A8D2DQ75_SCIVU, tr|A0A8D2BAA3|A0A8D2BAA3_SCIVU
OG0002846	sp|Q9CQY5|MAGT1_MOUSE	tr|A0A8D2CLD3|A0A8D2CLD3_SCIVU, tr|A0A8D2CXN8|A0A8D2CXN8_SCIVU
OG0002847	tr|B2RUD9|B2RUD9_MOUSE, tr|Q8CGQ2|Q8CGQ2_MOUSE	tr|A0A8D2BBA2|A0A8D2BBA2_SCIVU
OG0002848	sp|Q64362|AKTIP_MOUSE	tr|A0A8D2AFZ6|A0A8D2AFZ6_SCIVU, tr|A0A8D2E1S9|A0A8D2E1S9_SCIVU
OG0002849	sp|Q9CXT7|TM192_MOUSE	tr|A0A8D2CYV0|A0A8D2CYV0_SCIVU, tr|A0A8D2ALK3|A0A8D2ALK3_SCIVU
OG0002850	sp|Q8BUH7|RNF26_MOUSE, tr|E9PVG0|E9PVG0_MOUSE	tr|A0A8D2D819|A0A8D2D819_SCIVU
OG0002851	sp|P26516|PSMD7_MOUSE	tr|A0A8D2DVL2|A0A8D2DVL2_SCIVU, tr|A0A8D2JMG4|A0A8D2JMG4_SCIVU
OG0002852	sp|Q60670|SIK1_MOUSE	tr|A0A8D2E187|A0A8D2E187_SCIVU, tr|A0A8D2DZ13|A0A8D2DZ13_SCIVU
OG0002853	sp|Q62507|COCH_MOUSE	tr|A0A8D2AVZ7|A0A8D2AVZ7_SCIVU, tr|A0A8D2AVS4|A0A8D2AVS4_SCIVU
OG0002854	sp|Q91VM3|WIPI4_MOUSE	tr|A0A8D2DHU9|A0A8D2DHU9_SCIVU, tr|A0A8D2AQZ1|A0A8D2AQZ1_SCIVU
OG0002855	sp|Q9Z0M9|I18BP_MOUSE	tr|A0A8D2CZX2|A0A8D2CZX2_SCIVU, tr|A0A8D2CY91|A0A8D2CY91_SCIVU
OG0002856	sp|P80316|TCPE_MOUSE	tr|A0A8D2DHF0|A0A8D2DHF0_SCIVU, tr|A0A8D2AZ46|A0A8D2AZ46_SCIVU
OG0002857	sp|Q3UY34|CSTOS_MOUSE	tr|A0A8D2AZM2|A0A8D2AZM2_SCIVU, tr|A0A8D2DB00|A0A8D2DB00_SCIVU
OG0002858	sp|Q61532|MK06_MOUSE	tr|A0A8D2ANM3|A0A8D2ANM3_SCIVU, tr|A0A8D2AZG0|A0A8D2AZG0_SCIVU
OG0002859	sp|Q8VDR7|TGDS_MOUSE	tr|A0A8D2AHP5|A0A8D2AHP5_SCIVU, tr|A0A8D2AEX6|A0A8D2AEX6_SCIVU
OG0002860	sp|Q91Z46|DUS7_MOUSE	tr|A0A8D2B5U5|A0A8D2B5U5_SCIVU, tr|A0A8D2DG27|A0A8D2DG27_SCIVU
OG0002861	tr|E9PZS7|E9PZS7_MOUSE, tr|A0A2I3BRI6|A0A2I3BRI6_MOUSE	tr|A0A8D2CR21|A0A8D2CR21_SCIVU
OG0002862	sp|P70387|HFE_MOUSE	tr|A0A8D2JLL7|A0A8D2JLL7_SCIVU, tr|A0A8D2D466|A0A8D2D466_SCIVU
OG0002863	sp|P97767|EYA1_MOUSE	tr|A0A8D2AR05|A0A8D2AR05_SCIVU, tr|A0A8D2AHY3|A0A8D2AHY3_SCIVU
OG0002864	sp|Q8BR63|F177A_MOUSE	tr|A0A8D2JN06|A0A8D2JN06_SCIVU, tr|A0A8D2AMQ5|A0A8D2AMQ5_SCIVU
OG0002865	sp|Q9DBY1|SYVN1_MOUSE	tr|A0A8D2CTZ0|A0A8D2CTZ0_SCIVU, tr|A0A8D2CU97|A0A8D2CU97_SCIVU
OG0002866	sp|Q9ERR1|NDEL1_MOUSE	tr|A0A8D2CSK9|A0A8D2CSK9_SCIVU, tr|A0A8D2BAI7|A0A8D2BAI7_SCIVU
OG0002867	sp|Q6PDX6|RN220_MOUSE	tr|A0A8D2ANK1|A0A8D2ANK1_SCIVU, tr|A0A8D2DA08|A0A8D2DA08_SCIVU
OG0002868	sp|Q8BMW7|NIPA3_MOUSE	tr|A0A8D2JLQ5|A0A8D2JLQ5_SCIVU, tr|A0A8D2DWR4|A0A8D2DWR4_SCIVU
OG0002869	sp|Q9WUS4|CXA10_MOUSE	tr|A0A8D2JER0|A0A8D2JER0_SCIVU, tr|A0A8D2AMG4|A0A8D2AMG4_SCIVU
OG0002870	sp|P97496|SMRC1_MOUSE	tr|A0A8D2DEQ1|A0A8D2DEQ1_SCIVU, tr|A0A8D2ANA5|A0A8D2ANA5_SCIVU
OG0002871	sp|Q8CBW3|ABI1_MOUSE	tr|A0A8D2CXJ2|A0A8D2CXJ2_SCIVU, tr|A0A8D2CTK7|A0A8D2CTK7_SCIVU
OG0002872	sp|Q9CQ49|NCBP2_MOUSE	tr|A0A8D2D477|A0A8D2D477_SCIVU, tr|A0A8D2D6S6|A0A8D2D6S6_SCIVU
OG0002873	sp|P14901|HMOX1_MOUSE	tr|A0A8D2D6K8|A0A8D2D6K8_SCIVU, tr|A0A8D2D7G0|A0A8D2D7G0_SCIVU
OG0002874	sp|P48301|TEAD2_MOUSE	tr|A0A8D2JPD9|A0A8D2JPD9_SCIVU, tr|A0A8D2B9U6|A0A8D2B9U6_SCIVU
OG0002875	sp|Q2TUM3|KCNRG_MOUSE	tr|A0A8D2AKW4|A0A8D2AKW4_SCIVU, tr|A0A8D2AVC4|A0A8D2AVC4_SCIVU
OG0002876	sp|Q61545|EWS_MOUSE	tr|A0A8D2D7Y0|A0A8D2D7Y0_SCIVU, tr|A0A8D2AWR0|A0A8D2AWR0_SCIVU
OG0002877	sp|Q62447|CCNC_MOUSE	tr|A0A8D2DDK0|A0A8D2DDK0_SCIVU, tr|A0A8D2CQF8|A0A8D2CQF8_SCIVU
OG0002878	sp|Q8BFY6|PEF1_MOUSE	tr|A0A8D2DEV3|A0A8D2DEV3_SCIVU, tr|A0A8D2DLC4|A0A8D2DLC4_SCIVU
OG0002879	sp|Q9CYZ2|TPD54_MOUSE	tr|A0A8D2JF28|A0A8D2JF28_SCIVU, tr|A0A8D2JGX1|A0A8D2JGX1_SCIVU
OG0002880	sp|P61407|TDRD6_MOUSE	tr|A0A8D2DWF1|A0A8D2DWF1_SCIVU, tr|A0A8D2CYN4|A0A8D2CYN4_SCIVU
OG0002881	sp|P70460|VASP_MOUSE	tr|A0A8D2DTU3|A0A8D2DTU3_SCIVU, tr|A0A8D2ARE7|A0A8D2ARE7_SCIVU
OG0002882	sp|Q9CR68|UCRI_MOUSE	tr|A0A8D2JPH6|A0A8D2JPH6_SCIVU, tr|A0A8D2AH63|A0A8D2AH63_SCIVU
OG0002883	sp|Q9QXP7|C1QT1_MOUSE	tr|A0A8D2DET1|A0A8D2DET1_SCIVU, tr|A0A8D2DU48|A0A8D2DU48_SCIVU
OG0002884	sp|P0DPE0|EFMT4_MOUSE	tr|A0A8D2D3E1|A0A8D2D3E1_SCIVU, tr|A0A8D2B0K3|A0A8D2B0K3_SCIVU
OG0002885	sp|P48774|GSTM5_MOUSE	tr|A0A8D2ARB0|A0A8D2ARB0_SCIVU, tr|A0A8D2D299|A0A8D2D299_SCIVU
OG0002886	sp|P52787|IF_MOUSE	tr|A0A8D2CZH8|A0A8D2CZH8_SCIVU, tr|A0A8D2CT00|A0A8D2CT00_SCIVU
OG0002887	sp|Q3KNY0|IGFN1_MOUSE	tr|A0A8D2JLJ0|A0A8D2JLJ0_SCIVU, tr|A0A8D2JJZ4|A0A8D2JJZ4_SCIVU
OG0002888	sp|Q8K2B0|SC65_MOUSE	tr|A0A8D2AE74|A0A8D2AE74_SCIVU, tr|A0A8D2AFX3|A0A8D2AFX3_SCIVU
OG0002889	sp|Q9CXW4|RL11_MOUSE	tr|A0A8D2ADX5|A0A8D2ADX5_SCIVU, tr|A0A8D2BC27|A0A8D2BC27_SCIVU
OG0002890	sp|O35691|PININ_MOUSE	tr|A0A8D2AHB2|A0A8D2AHB2_SCIVU, tr|A0A8D2AHY9|A0A8D2AHY9_SCIVU
OG0002891	sp|P24721|ASGR2_MOUSE	tr|A0A8D2DQG8|A0A8D2DQG8_SCIVU, tr|A0A8D2B5X2|A0A8D2B5X2_SCIVU
OG0002892	sp|Q80X66|BTBDA_MOUSE	tr|A0A8D2CQK9|A0A8D2CQK9_SCIVU, tr|A0A8D2JGG5|A0A8D2JGG5_SCIVU
OG0002893	sp|Q9CPW7|ZMAT2_MOUSE	tr|A0A8D2DTA6|A0A8D2DTA6_SCIVU, tr|A0A8D2DHT1|A0A8D2DHT1_SCIVU
OG0002894	sp|Q9DCL8|IPP2_MOUSE	tr|A0A8D2DE15|A0A8D2DE15_SCIVU, tr|A0A8D2D5G8|A0A8D2D5G8_SCIVU
OG0002895	sp|Q9DD18|DTD1_MOUSE	tr|A0A8D2CSP4|A0A8D2CSP4_SCIVU, tr|A0A8D2AF16|A0A8D2AF16_SCIVU
OG0002896	tr|B2RS76|B2RS76_MOUSE	tr|A0A8D2CYR5|A0A8D2CYR5_SCIVU, tr|A0A8D2ARJ6|A0A8D2ARJ6_SCIVU
OG0002897	sp|Q3TEA8|HP1B3_MOUSE	tr|A0A8D2ATK6|A0A8D2ATK6_SCIVU, tr|A0A8D2DI79|A0A8D2DI79_SCIVU
OG0002898	sp|Q6ZPY2|SMG5_MOUSE	tr|A0A8D2CKN4|A0A8D2CKN4_SCIVU, tr|A0A8D2CJX2|A0A8D2CJX2_SCIVU
OG0002899	sp|Q8K386|RAB15_MOUSE	tr|A0A8D2D921|A0A8D2D921_SCIVU, tr|A0A8D2AI94|A0A8D2AI94_SCIVU
OG0002900	sp|Q8R1Z9|RN121_MOUSE	tr|A0A8D2CZ30|A0A8D2CZ30_SCIVU, tr|A0A8D2D7R2|A0A8D2D7R2_SCIVU
OG0002901	sp|Q8VEE0|RPE_MOUSE	tr|A0A8D2E0T3|A0A8D2E0T3_SCIVU, tr|A0A8D2AT60|A0A8D2AT60_SCIVU
OG0002902	sp|Q921D9|GRHL1_MOUSE	tr|A0A8D2DAH2|A0A8D2DAH2_SCIVU, tr|A0A8D2DG42|A0A8D2DG42_SCIVU
OG0002903	tr|Q9CQB8|Q9CQB8_MOUSE	tr|A0A8D2DD95|A0A8D2DD95_SCIVU, tr|A0A8D2DE03|A0A8D2DE03_SCIVU
OG0002904	sp|Q9D939|ST1C2_MOUSE	tr|A0A8D2DB94|A0A8D2DB94_SCIVU, tr|A0A8D2DB84|A0A8D2DB84_SCIVU
OG0002905	sp|Q9JI13|SAS10_MOUSE	tr|A0A8D2DLJ7|A0A8D2DLJ7_SCIVU, tr|A0A8D2D9Z1|A0A8D2D9Z1_SCIVU
OG0002906	tr|A2AFS9|A2AFS9_MOUSE	tr|A0A8D2JPB5|A0A8D2JPB5_SCIVU, tr|A0A8D2DNS3|A0A8D2DNS3_SCIVU
OG0002907	sp|P16110|LEG3_MOUSE	tr|A0A8D2AUR9|A0A8D2AUR9_SCIVU, tr|A0A8D2AWQ5|A0A8D2AWQ5_SCIVU
OG0002908	sp|P46978|STT3A_MOUSE	tr|A0A8D2CUJ1|A0A8D2CUJ1_SCIVU, tr|A0A8D2DC27|A0A8D2DC27_SCIVU
OG0002909	sp|Q08731|LIT2_MOUSE, sp|P43137|LIT1_MOUSE	tr|A0A8D2DA77|A0A8D2DA77_SCIVU
OG0002910	sp|Q62448|IF4G2_MOUSE	tr|A0A8D2ASY0|A0A8D2ASY0_SCIVU, tr|A0A8D2CV54|A0A8D2CV54_SCIVU
OG0002911	sp|Q8CFY5|COX10_MOUSE	tr|A0A8D2D350|A0A8D2D350_SCIVU, tr|A0A8D2CXB8|A0A8D2CXB8_SCIVU
OG0002912	sp|Q8R323|RFC3_MOUSE	tr|A0A8D2B640|A0A8D2B640_SCIVU, tr|A0A8D2CV96|A0A8D2CV96_SCIVU
OG0002913	sp|Q64527|WNT8A_MOUSE	tr|A0A8D2D3R8|A0A8D2D3R8_SCIVU, tr|A0A8D2DTR6|A0A8D2DTR6_SCIVU
OG0002914	sp|Q78ZA7|NP1L4_MOUSE	tr|A0A8D2ABH5|A0A8D2ABH5_SCIVU, tr|A0A8D2DH21|A0A8D2DH21_SCIVU
OG0002915	sp|Q8C0T7|MFSD9_MOUSE	tr|A0A8D2D396|A0A8D2D396_SCIVU, tr|A0A8D2DTX4|A0A8D2DTX4_SCIVU
OG0002916	sp|Q99N91|RM34_MOUSE	tr|A0A8D2DVX5|A0A8D2DVX5_SCIVU, tr|A0A8D2DYT1|A0A8D2DYT1_SCIVU
OG0002917	sp|Q9JMB7|PIWL1_MOUSE	tr|A0A8D2AZS1|A0A8D2AZS1_SCIVU, tr|A0A8D2B2C8|A0A8D2B2C8_SCIVU
OG0002918	sp|Q9CWW6|PIN4_MOUSE	tr|A0A8D2B6R9|A0A8D2B6R9_SCIVU, tr|A0A8D2D6J3|A0A8D2D6J3_SCIVU
OG0002919	sp|Q6ZPL9|DDX55_MOUSE	tr|A0A8D2JN53|A0A8D2JN53_SCIVU, tr|A0A8D2DFT1|A0A8D2DFT1_SCIVU
OG0002920	sp|Q8BGD4|SO4C1_MOUSE	tr|A0A8D2JP40|A0A8D2JP40_SCIVU, tr|A0A8D2DH91|A0A8D2DH91_SCIVU
OG0002921	sp|Q99N57|RAF1_MOUSE	tr|A0A8D2DL53|A0A8D2DL53_SCIVU, tr|A0A8D2D6E3|A0A8D2D6E3_SCIVU
OG0002922	tr|E9Q252|E9Q252_MOUSE	tr|A0A8D2B3D6|A0A8D2B3D6_SCIVU, tr|A0A8D2B2P5|A0A8D2B2P5_SCIVU
OG0002923	sp|P30115|GSTA3_MOUSE	tr|A0A8D2B598|A0A8D2B598_SCIVU, tr|A0A8D2BBQ4|A0A8D2BBQ4_SCIVU
OG0002924	sp|Q5M9N4|PIGH_MOUSE	tr|A0A8D2DGD7|A0A8D2DGD7_SCIVU, tr|A0A8D2D0Z2|A0A8D2D0Z2_SCIVU
OG0002925	sp|Q61074|PPM1G_MOUSE	tr|A0A8D2E401|A0A8D2E401_SCIVU, tr|A0A8D2DUW9|A0A8D2DUW9_SCIVU
OG0002926	sp|Q8CI04|COG3_MOUSE	tr|A0A8D2AG05|A0A8D2AG05_SCIVU, tr|A0A8D2DDQ9|A0A8D2DDQ9_SCIVU
OG0002927	sp|Q9QXV8|SPY2_MOUSE	tr|A0A8D2AEB9|A0A8D2AEB9_SCIVU, tr|A0A8D2DZS0|A0A8D2DZS0_SCIVU
OG0002928	sp|Q9R1P4|PSA1_MOUSE	tr|A0A8D2B7V0|A0A8D2B7V0_SCIVU, tr|A0A8D2B802|A0A8D2B802_SCIVU
OG0002929	tr|A2AM35|A2AM35_MOUSE	tr|A0A8D2D9J3|A0A8D2D9J3_SCIVU, tr|A0A8D2D9Q9|A0A8D2D9Q9_SCIVU
OG0002930	sp|P05208|CEL2A_MOUSE	tr|A0A8D2BDJ1|A0A8D2BDJ1_SCIVU, tr|A0A8D2CQL0|A0A8D2CQL0_SCIVU
OG0002931	sp|Q6PB51|CC117_MOUSE	tr|A0A8D2D073|A0A8D2D073_SCIVU, tr|A0A8D2D5L2|A0A8D2D5L2_SCIVU
OG0002932	sp|Q91WL6|SNX11_MOUSE	tr|A0A8D2JNY7|A0A8D2JNY7_SCIVU, tr|A0A8D2CW50|A0A8D2CW50_SCIVU
OG0002933	sp|Q9WTV7|RNF12_MOUSE	tr|A0A8D2D3Y5|A0A8D2D3Y5_SCIVU, tr|A0A8D2CW18|A0A8D2CW18_SCIVU
OG0002934	sp|A6H5Y1|MPP9_MOUSE	tr|A0A8D2DM10|A0A8D2DM10_SCIVU, tr|A0A8D2D6U2|A0A8D2D6U2_SCIVU
OG0002935	sp|Q7TSH2|KPBB_MOUSE	tr|A0A8D2DBQ7|A0A8D2DBQ7_SCIVU, tr|A0A8D2D0N4|A0A8D2D0N4_SCIVU
OG0002936	sp|Q8BG48|ST17B_MOUSE	tr|A0A8D2AKP9|A0A8D2AKP9_SCIVU, tr|A0A8D2AV58|A0A8D2AV58_SCIVU
OG0002937	sp|Q8QZS3|FLCN_MOUSE	tr|A0A8D2D9F0|A0A8D2D9F0_SCIVU, tr|A0A8D2B1S9|A0A8D2B1S9_SCIVU
OG0002938	sp|Q62191|RO52_MOUSE	tr|A0A8D2B821|A0A8D2B821_SCIVU, tr|A0A8D2AWS4|A0A8D2AWS4_SCIVU
OG0002939	sp|Q8BGM5|BEST2_MOUSE	tr|A0A8D2E0B3|A0A8D2E0B3_SCIVU, tr|A0A8D2JP03|A0A8D2JP03_SCIVU
OG0002940	sp|Q8C8R3|ANK2_MOUSE	tr|A0A8D2B118|A0A8D2B118_SCIVU, tr|A0A8D2E269|A0A8D2E269_SCIVU
OG0002941	sp|Q8R574|KPRB_MOUSE	tr|A0A8D2B795|A0A8D2B795_SCIVU, tr|A0A8D2BET5|A0A8D2BET5_SCIVU
OG0002942	sp|Q99J09|MEP50_MOUSE	tr|A0A8D2DQQ1|A0A8D2DQQ1_SCIVU, tr|A0A8D2JN54|A0A8D2JN54_SCIVU
OG0002943	sp|O55128|SAP18_MOUSE	tr|A0A8D2JLZ3|A0A8D2JLZ3_SCIVU, tr|A0A8D2D9M2|A0A8D2D9M2_SCIVU
OG0002944	sp|P27782|LEF1_MOUSE	tr|A0A8D2DTG4|A0A8D2DTG4_SCIVU, tr|A0A8D2E4A5|A0A8D2E4A5_SCIVU
OG0002945	sp|Q8BXJ8|Z385B_MOUSE	tr|A0A8D2DVZ8|A0A8D2DVZ8_SCIVU, tr|A0A8D2JPW6|A0A8D2JPW6_SCIVU
OG0002946	sp|Q8R3W5|SEN15_MOUSE	tr|A0A8D2ASP5|A0A8D2ASP5_SCIVU, tr|A0A8D2B6P3|A0A8D2B6P3_SCIVU
OG0002947	sp|Q921T2|TOIP1_MOUSE	tr|A0A8D2DFG8|A0A8D2DFG8_SCIVU, tr|A0A8D2AXI3|A0A8D2AXI3_SCIVU
OG0002948	sp|Q9CQD1|RAB5A_MOUSE	tr|A0A8D2CN95|A0A8D2CN95_SCIVU, tr|A0A8D2JS04|A0A8D2JS04_SCIVU
OG0002949	sp|Q9JHI2|ADAT1_MOUSE	tr|A0A8D2BA88|A0A8D2BA88_SCIVU, tr|A0A8D2DAY0|A0A8D2DAY0_SCIVU
OG0002950	sp|Q9Z2D0|MTMR9_MOUSE	tr|A0A8D2DL59|A0A8D2DL59_SCIVU, tr|A0A8D2B439|A0A8D2B439_SCIVU
OG0002951	sp|Q3TTL0|CC038_MOUSE	tr|A0A8D2D7V4|A0A8D2D7V4_SCIVU, tr|A0A8D2CUT2|A0A8D2CUT2_SCIVU
OG0002952	sp|Q6A028|SWP70_MOUSE	tr|A0A8D2B3L9|A0A8D2B3L9_SCIVU, tr|A0A8D2D5H4|A0A8D2D5H4_SCIVU
OG0003015	sp|A2ANU3|SYNG1_MOUSE	tr|A0A8D2CVH0|A0A8D2CVH0_SCIVU
OG0003016	sp|B8JK39|ITA9_MOUSE	tr|A0A8D2CV09|A0A8D2CV09_SCIVU
OG0003017	sp|D3Z750|MRO2A_MOUSE	tr|A0A8D2DN91|A0A8D2DN91_SCIVU
OG0003018	sp|E9Q7P9|CDHR2_MOUSE	tr|A0A8D2CNJ4|A0A8D2CNJ4_SCIVU
OG0003019	tr|F6TNE3|F6TNE3_MOUSE	tr|A0A8D2DN98|A0A8D2DN98_SCIVU
OG0003020	sp|O09043|NAPSA_MOUSE	tr|A0A8D2JRS5|A0A8D2JRS5_SCIVU
OG0003021	sp|O35160|PITX3_MOUSE	tr|A0A8D2AQG7|A0A8D2AQG7_SCIVU
OG0003022	sp|O88942|NFAC1_MOUSE	tr|A0A8D2CV74|A0A8D2CV74_SCIVU
OG0003023	sp|P10833|RRAS_MOUSE	tr|A0A8D2JQ13|A0A8D2JQ13_SCIVU
OG0003024	sp|P12804|FGL2_MOUSE	tr|A0A8D2DFS4|A0A8D2DFS4_SCIVU
OG0003025	sp|P25233|NECD_MOUSE	tr|A0A8D2AIA1|A0A8D2AIA1_SCIVU
OG0003026	sp|P41160|LEP_MOUSE	tr|A0A8D2AYR6|A0A8D2AYR6_SCIVU
OG0003027	sp|P50404|SFTPD_MOUSE	tr|A0A8D2AVM9|A0A8D2AVM9_SCIVU
OG0003028	sp|P56812|PDCD5_MOUSE	tr|A0A8D2DNU5|A0A8D2DNU5_SCIVU
OG0003029	sp|P58058|NADK_MOUSE	tr|A0A8D2AFA0|A0A8D2AFA0_SCIVU
OG0003030	sp|P70191|TRAF5_MOUSE	tr|A0A8D2DBS5|A0A8D2DBS5_SCIVU
OG0003031	sp|P70277|SIA7B_MOUSE	tr|A0A8D2DTL6|A0A8D2DTL6_SCIVU
OG0003032	sp|P97433|ARG28_MOUSE	tr|A0A8D2CN46|A0A8D2CN46_SCIVU
OG0003033	sp|Q14B25|PRS48_MOUSE	tr|A0A8D2CZL4|A0A8D2CZL4_SCIVU
OG0003034	tr|Q30KN1|Q30KN1_MOUSE	tr|A0A8D2AX26|A0A8D2AX26_SCIVU
OG0003035	sp|Q3UIR3|DTX3L_MOUSE	tr|A0A8D2B7N3|A0A8D2B7N3_SCIVU
OG0003036	sp|Q3URY2|GEMC1_MOUSE	tr|A0A8D2CNL3|A0A8D2CNL3_SCIVU
OG0003037	sp|Q504P2|CL12A_MOUSE	tr|A0A8D2CLB7|A0A8D2CLB7_SCIVU
OG0003038	sp|Q5HZG4|TAF3_MOUSE	tr|A0A8D2B7P6|A0A8D2B7P6_SCIVU
OG0003039	sp|Q5HZH2|TSR3_MOUSE	tr|A0A8D2DXB0|A0A8D2DXB0_SCIVU
OG0003040	sp|Q60991|CP7B1_MOUSE	tr|A0A8D2D5Q6|A0A8D2D5Q6_SCIVU
OG0003041	sp|Q61602|GLI3_MOUSE	tr|A0A8D2AZ94|A0A8D2AZ94_SCIVU
OG0003042	sp|Q61711|SIAL_MOUSE	tr|A0A8D2D1K3|A0A8D2D1K3_SCIVU
OG0003043	sp|Q64368|DAZL_MOUSE	tr|A0A8D2B9M4|A0A8D2B9M4_SCIVU
OG0003044	sp|Q6QWF9|CK2N1_MOUSE	tr|A0A8D2ARK2|A0A8D2ARK2_SCIVU
OG0003045	sp|Q6R5P0|TLR11_MOUSE	tr|A0A8D2AS98|A0A8D2AS98_SCIVU
OG0003047	sp|Q6Y7W8|GGYF2_MOUSE	tr|A0A8D2DAE9|A0A8D2DAE9_SCIVU
OG0003048	sp|Q76I79|SSH1_MOUSE	tr|A0A8D2AXM4|A0A8D2AXM4_SCIVU
OG0003049	sp|Q7M721|TR120_MOUSE	tr|A0A8D2CRE3|A0A8D2CRE3_SCIVU
OG0003050	sp|Q80TL0|PPM1E_MOUSE	tr|A0A8D2D064|A0A8D2D064_SCIVU
OG0003051	sp|Q80UW2|FBX2_MOUSE	tr|A0A8D2AVK6|A0A8D2AVK6_SCIVU
OG0003052	sp|Q80ZA4|PKHL1_MOUSE	tr|A0A8D2AH12|A0A8D2AH12_SCIVU
OG0003053	sp|Q80ZK9|WDTC1_MOUSE	tr|A0A8D2CL99|A0A8D2CL99_SCIVU
OG0003054	sp|Q80ZQ9|ABITM_MOUSE	tr|A0A8D2D0C2|A0A8D2D0C2_SCIVU
OG0003055	sp|Q8BIJ6|SYIM_MOUSE	tr|A0A8D2DFR1|A0A8D2DFR1_SCIVU
OG0003056	sp|Q8BTH6|SCRT2_MOUSE	tr|A0A8D2ACZ3|A0A8D2ACZ3_SCIVU
OG0003057	sp|Q8BU03|PWP2_MOUSE	tr|A0A8D2E055|A0A8D2E055_SCIVU
OG0003058	sp|Q8C6A8|BHE22_MOUSE	tr|A0A8D2D6H1|A0A8D2D6H1_SCIVU
OG0003059	sp|Q8CGP6|H2A1H_MOUSE	tr|A0A8D2D883|A0A8D2D883_SCIVU
OG0003060	sp|Q8R1F9|RPP40_MOUSE	tr|A0A8D2B475|A0A8D2B475_SCIVU
OG0003061	sp|Q8R4B8|NLRP3_MOUSE	tr|A0A8D2B0Q0|A0A8D2B0Q0_SCIVU
OG0003062	sp|Q8VHS6|ASB15_MOUSE	tr|A0A8D2BCC4|A0A8D2BCC4_SCIVU
OG0003063	sp|Q91VX9|TM168_MOUSE	tr|A0A8D2CM14|A0A8D2CM14_SCIVU
OG0003064	sp|Q91YE2|EGLN2_MOUSE	tr|A0A8D2DBT9|A0A8D2DBT9_SCIVU
OG0003065	sp|Q99LC9|PEX6_MOUSE	tr|A0A8D2B873|A0A8D2B873_SCIVU
OG0003066	sp|Q99ME2|WDR6_MOUSE	tr|A0A8D2D8Z7|A0A8D2D8Z7_SCIVU
OG0003067	tr|Q9CPU3|Q9CPU3_MOUSE	tr|A0A8D2B3S6|A0A8D2B3S6_SCIVU
OG0003068	sp|Q9CQY8|T4S20_MOUSE	tr|A0A8D2DTC3|A0A8D2DTC3_SCIVU
OG0003069	sp|Q9CZX7|PP4P2_MOUSE	tr|A0A8D2AD83|A0A8D2AD83_SCIVU
OG0003070	sp|Q9D1K7|CT027_MOUSE	tr|A0A8D2CNX9|A0A8D2CNX9_SCIVU
OG0003071	sp|Q9DBN1|STR6L_MOUSE	tr|A0A8D2DCQ3|A0A8D2DCQ3_SCIVU
OG0003072	sp|Q9EQW7|KI13A_MOUSE	tr|A0A8D2D5K1|A0A8D2D5K1_SCIVU
OG0003073	sp|Q9JMK0|B4GT5_MOUSE	tr|A0A8D2CM10|A0A8D2CM10_SCIVU
OG0003074	sp|Q9QZC8|ABHD1_MOUSE	tr|A0A8D2JM28|A0A8D2JM28_SCIVU
OG0003075	sp|Q9QZW9|MNX1_MOUSE	tr|A0A8D2ATQ2|A0A8D2ATQ2_SCIVU
OG0003076	sp|Q9R0P5|DEST_MOUSE	tr|A0A8D2ANV9|A0A8D2ANV9_SCIVU
OG0003077	sp|Q9WTK3|GPAA1_MOUSE	tr|A0A8D2CK02|A0A8D2CK02_SCIVU
OG0003078	sp|Q9WV32|ARC1B_MOUSE	tr|A0A8D2JR56|A0A8D2JR56_SCIVU
OG0003079	sp|Q9Z1D1|EIF3G_MOUSE	tr|A0A8D2DK58|A0A8D2DK58_SCIVU
OG0003080	sp|Q9Z1J2|NEK4_MOUSE	tr|A0A8D2DFC6|A0A8D2DFC6_SCIVU
OG0003081	sp|A2ALS5|RPGP1_MOUSE	tr|A0A8D2APN3|A0A8D2APN3_SCIVU
