Orthogroup	Mus_musculus	Pan_paniscus
OG0001759	sp|Q9D7D2|SPA9_MOUSE, sp|P61939|THBG_MOUSE	tr|A0A2R9BCB8|A0A2R9BCB8_PANPA
OG0001760	sp|Q9D9M0|PRS52_MOUSE, sp|Q14BX2|PRS55_MOUSE	tr|A0A2R8ZKI5|A0A2R8ZKI5_PANPA
OG0001761	sp|Q9DAR1|CLF2A_MOUSE, sp|Q9DAC0|CLF2B_MOUSE	tr|A0A2R8ZL49|A0A2R8ZL49_PANPA
OG0001762	sp|Q9DAG6|GPRL1_MOUSE, tr|A0A1W2P7V2|A0A1W2P7V2_MOUSE	tr|A0A2R8ZVT6|A0A2R8ZVT6_PANPA
OG0001763	sp|O88967|YMEL1_MOUSE	tr|A0A2R9A7F7|A0A2R9A7F7_PANPA, tr|A0A2R9BYH2|A0A2R9BYH2_PANPA
OG0001764	sp|P35583|FOXA2_MOUSE, sp|P35582|FOXA1_MOUSE	tr|A0A2R9AHK0|A0A2R9AHK0_PANPA
OG0001765	sp|Q810D6|GRWD1_MOUSE	tr|A0A2R8ZUH4|A0A2R8ZUH4_PANPA, tr|A0A2R8ZJQ5|A0A2R8ZJQ5_PANPA
OG0001766	sp|Q8VED2|BL1S4_MOUSE	tr|A0A2R9AG07|A0A2R9AG07_PANPA, tr|A0A2R8ZCZ5|A0A2R8ZCZ5_PANPA
OG0001767	sp|Q9CVD2|ATX3_MOUSE	tr|A0A2R8ZA29|A0A2R8ZA29_PANPA, tr|A0A2R8ZCW5|A0A2R8ZCW5_PANPA
OG0001768	sp|Q9CZN8|GATA_MOUSE	tr|A0A2R9APL6|A0A2R9APL6_PANPA, tr|A0A2R9ADE5|A0A2R9ADE5_PANPA
OG0001769	sp|Q9R0Q7|TEBP_MOUSE	tr|A0A2R8ZD82|A0A2R8ZD82_PANPA, tr|A0A2R9C5L8|A0A2R9C5L8_PANPA
OG0001770	tr|Q99ML6|Q99ML6_MOUSE, sp|Q9WVD5|ORNT1_MOUSE	tr|A0A2R9AKQ6|A0A2R9AKQ6_PANPA
OG0001771	sp|E9Q6C8|XKR6_MOUSE, sp|Q5GH64|XKR7_MOUSE	tr|A0A2R9B161|A0A2R9B161_PANPA
OG0001772	sp|Q8VHY0|CSPG4_MOUSE, tr|F6RXI4|F6RXI4_MOUSE	tr|A0A2R9A6S7|A0A2R9A6S7_PANPA
OG0001773	sp|Q6A152|CP4X1_MOUSE	tr|A0A2R9AR83|A0A2R9AR83_PANPA, tr|A0A2R9B681|A0A2R9B681_PANPA
OG0001774	sp|Q7M761|OVCH2_MOUSE	tr|A0A2R9AGV0|A0A2R9AGV0_PANPA, tr|A0A2R8ZVZ5|A0A2R8ZVZ5_PANPA
OG0001775	sp|Q8BIX3|AL14E_MOUSE	tr|A0A2R9ARB4|A0A2R9ARB4_PANPA, tr|A0A2R9CJT2|A0A2R9CJT2_PANPA
OG0001776	sp|Q9CQL6|RM35_MOUSE	tr|A0A2R9CE68|A0A2R9CE68_PANPA, tr|A0A2R9AX23|A0A2R9AX23_PANPA
OG0001777	sp|Q9D7A8|ARMC1_MOUSE	tr|A0A2R8ZYE6|A0A2R8ZYE6_PANPA, tr|A0A2R9C8U4|A0A2R9C8U4_PANPA
OG0001778	sp|Q9DCL9|PUR6_MOUSE	tr|A0A2R9B4H7|A0A2R9B4H7_PANPA, tr|A0A2R9B3Q8|A0A2R9B3Q8_PANPA
OG0001779	sp|Q9WTP6|KAD2_MOUSE	tr|A0A2R9B5Y8|A0A2R9B5Y8_PANPA, tr|A0A2R9BR18|A0A2R9BR18_PANPA
OG0001780	sp|E9Q649|GCNT4_MOUSE, sp|Q5JCT0|GCNT3_MOUSE	tr|A0A2R8ZFN8|A0A2R8ZFN8_PANPA
OG0001781	sp|Q61103|REQU_MOUSE	tr|A0A2R9CH18|A0A2R9CH18_PANPA, tr|A0A2R9BEX6|A0A2R9BEX6_PANPA
OG0001782	sp|Q99MI6|GIMA3_MOUSE, sp|Q8BWF2|GIMA5_MOUSE	tr|A0A2R9C9H4|A0A2R9C9H4_PANPA
OG0001783	tr|Q9D592|Q9D592_MOUSE, sp|Q9ESF4|LFG1_MOUSE	tr|A0A2R9A1G9|A0A2R9A1G9_PANPA
OG0001784	sp|Q8VI94|OASL1_MOUSE, sp|Q9Z2F2|OASL2_MOUSE	tr|A0A2R9BFY8|A0A2R9BFY8_PANPA
OG0001785	sp|P97430|SLPI_MOUSE, sp|P01173|WAP_MOUSE	tr|A0A2R9AR57|A0A2R9AR57_PANPA
OG0001786	sp|P17897|LYZ1_MOUSE, sp|P08905|LYZ2_MOUSE	sp|P61627|LYSC_PANPA
OG0001787	sp|P60762|MO4L1_MOUSE	tr|A0A2R8ZF70|A0A2R8ZF70_PANPA, tr|A0A2R9C419|A0A2R9C419_PANPA
OG0001788	sp|Q8K1R3|PNPT1_MOUSE	tr|A0A2R9C3K9|A0A2R9C3K9_PANPA, tr|A0A2R8ZMT0|A0A2R8ZMT0_PANPA
OG0001789	sp|Q8VEG4|EXD2_MOUSE	tr|A0A2R9CDT3|A0A2R9CDT3_PANPA, tr|A0A2R9CMV2|A0A2R9CMV2_PANPA
OG0001790	sp|Q7TMS5|ABCG2_MOUSE, sp|Q99P81|ABCG3_MOUSE	tr|A0A2R8ZM79|A0A2R8ZM79_PANPA
OG0001791	sp|Q9JIY2|HAKAI_MOUSE	tr|A0A2R8Z955|A0A2R8Z955_PANPA, tr|A0A2R9C3H8|A0A2R9C3H8_PANPA
OG0001792	sp|Q6ZQA6|IGSF3_MOUSE, sp|A8E0Y8|IGSF2_MOUSE	tr|A0A2R9AP47|A0A2R9AP47_PANPA
OG0001793	tr|B2RW11|B2RW11_MOUSE, sp|Q8BLB8|AN34C_MOUSE	tr|A0A2R8ZCX4|A0A2R8ZCX4_PANPA
OG0001794	sp|E9Q414|APOB_MOUSE	tr|A0A2R9ALH7|A0A2R9ALH7_PANPA, tr|A0A2R8ZJE1|A0A2R8ZJE1_PANPA
OG0001795	sp|O54803|P2RX6_MOUSE	tr|A0A2R9BUY6|A0A2R9BUY6_PANPA, tr|A0A2R9AU12|A0A2R9AU12_PANPA
OG0001796	sp|P61161|ARP2_MOUSE	tr|A0A2R9ACM5|A0A2R9ACM5_PANPA, tr|A0A2R9B9C3|A0A2R9B9C3_PANPA
OG0001798	sp|Q99N95|RM03_MOUSE	tr|A0A2R9AZ46|A0A2R9AZ46_PANPA, tr|A0A2R8ZF57|A0A2R8ZF57_PANPA
OG0001799	sp|Q9JJB9|TM183_MOUSE	tr|A0A2R8ZUI5|A0A2R8ZUI5_PANPA, tr|A0A2R9CAY3|A0A2R9CAY3_PANPA
OG0001800	tr|B2RWK3|B2RWK3_MOUSE, sp|Q710D3|UN93A_MOUSE	tr|A0A2R9B7J3|A0A2R9B7J3_PANPA
OG0001801	sp|P97324|G6PD2_MOUSE, sp|Q00612|G6PD1_MOUSE	tr|A0A2R9AF85|A0A2R9AF85_PANPA
OG0001802	sp|Q3U2K5|KDM4D_MOUSE	tr|A0A2R8ZL50|A0A2R8ZL50_PANPA, tr|A0A2R9AU55|A0A2R9AU55_PANPA
OG0001803	sp|Q8C5W4|MOR2B_MOUSE, sp|Q69ZX6|MOR2A_MOUSE	tr|A0A2R9A744|A0A2R9A744_PANPA
OG0001804	sp|Q80TS5|ZN423_MOUSE	tr|A0A2R9CAE4|A0A2R9CAE4_PANPA, tr|A0A2R9BUW8|A0A2R9BUW8_PANPA
OG0001805	sp|Q8K2W3|TXD11_MOUSE	tr|A0A2R9AI99|A0A2R9AI99_PANPA, tr|A0A2R9AS23|A0A2R9AS23_PANPA
OG0001806	sp|A2A8Z1|OSBL9_MOUSE	tr|A0A2R9BZQ1|A0A2R9BZQ1_PANPA, tr|A0A2R8ZMN4|A0A2R8ZMN4_PANPA
OG0001807	sp|P82350|SGCA_MOUSE, sp|O70258|SGCE_MOUSE	tr|A0A2R9CKF0|A0A2R9CKF0_PANPA
OG0001808	sp|Q3UHR0|BAHC1_MOUSE, sp|Q80WC3|TNC18_MOUSE	tr|A0A2R9A4A3|A0A2R9A4A3_PANPA
OG0001809	sp|Q64674|SPEE_MOUSE	tr|A0A2R9BMR5|A0A2R9BMR5_PANPA, tr|A0A2R9BMF6|A0A2R9BMF6_PANPA
OG0001811	sp|Q9D4F2|PLPP6_MOUSE, sp|Q91WB2|PLPP7_MOUSE	tr|A0A2R9BYL0|A0A2R9BYL0_PANPA
OG0001812	sp|Q9CR92|CCD96_MOUSE, sp|Q8C5T8|CC113_MOUSE	tr|A0A2R9CSQ4|A0A2R9CSQ4_PANPA
OG0001813	sp|Q9DCN7|RNFT1_MOUSE	tr|A0A2R9AQ14|A0A2R9AQ14_PANPA, tr|A0A2R9ASA9|A0A2R9ASA9_PANPA
OG0001814	sp|A2AJX4|MALR1_MOUSE, sp|A2AJA7|AEGP_MOUSE	tr|A0A2R9BG83|A0A2R9BG83_PANPA
OG0001815	sp|P30285|CDK4_MOUSE, sp|Q64261|CDK6_MOUSE	tr|A0A2R9BHC1|A0A2R9BHC1_PANPA
OG0001816	sp|Q8K087|CML2_MOUSE, sp|P97468|CML1_MOUSE	tr|A0A2R9AM00|A0A2R9AM00_PANPA
OG0001817	sp|Q2YDW7|KMT5A_MOUSE	tr|A0A2R9A4I6|A0A2R9A4I6_PANPA, tr|A0A2R8ZUG7|A0A2R8ZUG7_PANPA
OG0001818	sp|Q8BZ34|ZN641_MOUSE	tr|A0A2R9CKR5|A0A2R9CKR5_PANPA, tr|A0A2R9CKH7|A0A2R9CKH7_PANPA
OG0001820	sp|Q9JJF9|SPP2A_MOUSE	tr|A0A2R9A3S6|A0A2R9A3S6_PANPA, tr|A0A2R9ATX5|A0A2R9ATX5_PANPA
OG0001821	sp|P13372|VPREB_MOUSE, sp|P13373|VPRE2_MOUSE	tr|A0A2R9BNT9|A0A2R9BNT9_PANPA
OG0001822	sp|P61022|CHP1_MOUSE	tr|A0A2R9BS74|A0A2R9BS74_PANPA, tr|A0A2R9A8Z4|A0A2R9A8Z4_PANPA
OG0001823	sp|Q00175|PRGR_MOUSE	sp|A7X8B5|PRGR_PANPA, tr|A0A2R9A3Q8|A0A2R9A3Q8_PANPA
OG0001825	sp|Q8BGY2|IF5A2_MOUSE	tr|A0A2R9C7V7|A0A2R9C7V7_PANPA, tr|A0A2R9BAY0|A0A2R9BAY0_PANPA
OG0001826	sp|Q91WE2|PIP30_MOUSE	tr|A0A2R8ZMU5|A0A2R8ZMU5_PANPA, tr|A0A2R9CIZ4|A0A2R9CIZ4_PANPA
OG0001827	sp|O35632|HYAL2_MOUSE, tr|Q9D4E9|Q9D4E9_MOUSE	tr|A0A2R9AAT0|A0A2R9AAT0_PANPA
OG0001828	sp|Q9ERQ3|ZN704_MOUSE	tr|A0A2R9BY60|A0A2R9BY60_PANPA, tr|A0A2R9BN05|A0A2R9BN05_PANPA
OG0001829	sp|Q8BPY9|FIGL1_MOUSE, sp|Q9ERZ6|FIGN_MOUSE	tr|A0A2R9ARQ6|A0A2R9ARQ6_PANPA
OG0001830	sp|Q5ISE2|Z36L3_MOUSE, sp|P23949|TISD_MOUSE	tr|A0A2R9AN44|A0A2R9AN44_PANPA
OG0001831	sp|Q8BH43|WASF2_MOUSE	tr|A0A2R9CK50|A0A2R9CK50_PANPA, tr|A0A2R9B3U9|A0A2R9B3U9_PANPA
OG0001832	sp|Q99LM2|CK5P3_MOUSE	tr|A0A2R9A3N9|A0A2R9A3N9_PANPA, tr|A0A2R9A061|A0A2R9A061_PANPA
OG0001833	sp|Q9CR80|FA32A_MOUSE	tr|A0A2R8ZRV6|A0A2R8ZRV6_PANPA, tr|A0A2R9A1S7|A0A2R9A1S7_PANPA
OG0001834	tr|Q9CZP3|Q9CZP3_MOUSE	tr|A0A2R9C9Y2|A0A2R9C9Y2_PANPA, tr|A0A2R9B069|A0A2R9B069_PANPA
OG0001835	sp|Q9D7A6|SRP19_MOUSE	tr|A0A2R9C1T3|A0A2R9C1T3_PANPA, tr|A0A2R9BEE6|A0A2R9BEE6_PANPA
OG0001836	tr|Q3V0U9|Q3V0U9_MOUSE, sp|Q9JLI7|SPAG6_MOUSE	tr|A0A2R9BFG3|A0A2R9BFG3_PANPA
OG0001837	sp|Q9QX47|SON_MOUSE	tr|A0A2R9AUL0|A0A2R9AUL0_PANPA, tr|A0A2R9B7B6|A0A2R9B7B6_PANPA
OG0001838	sp|C0HKG5|RNT2A_MOUSE, sp|C0HKG6|RNT2B_MOUSE	tr|A0A2R9AHW7|A0A2R9AHW7_PANPA
OG0001839	sp|O54928|SOCS5_MOUSE	tr|A0A2R8Z6J6|A0A2R8Z6J6_PANPA, tr|A0A2R9AVB6|A0A2R9AVB6_PANPA
OG0001840	sp|Q0VGM9|RTEL1_MOUSE	tr|A0A2R9ATF9|A0A2R9ATF9_PANPA, tr|A0A2R9BKA5|A0A2R9BKA5_PANPA
OG0001841	tr|D3Z0P8|D3Z0P8_MOUSE, sp|Q8C817|T200A_MOUSE	tr|A0A2R8ZMD5|A0A2R8ZMD5_PANPA
OG0001842	sp|P25976|UBF1_MOUSE, sp|Q3USZ2|UBFL1_MOUSE	tr|A0A2R9C9Q6|A0A2R9C9Q6_PANPA
OG0001843	tr|Q3UU21|Q3UU21_MOUSE, sp|Q5DID3|UROL1_MOUSE	tr|A0A2R8ZGI6|A0A2R8ZGI6_PANPA
OG0001844	sp|Q6P2L7|GOLM2_MOUSE	tr|A0A2R9A2I0|A0A2R9A2I0_PANPA, tr|A0A2R9BT38|A0A2R9BT38_PANPA
OG0001845	sp|Q80U87|UBP8_MOUSE	tr|A0A2R8ZGY7|A0A2R8ZGY7_PANPA, tr|A0A2R9C2Q1|A0A2R9C2Q1_PANPA
OG0001846	sp|Q8BTW3|EXOS6_MOUSE, sp|Q921I9|EXOS4_MOUSE	tr|A0A2R9B6M7|A0A2R9B6M7_PANPA
OG0001847	sp|C0HKD9|MFA1B_MOUSE, sp|C0HKD8|MFA1A_MOUSE	tr|A0A2R9BB28|A0A2R9BB28_PANPA
OG0001848	sp|Q61646|HPT_MOUSE	tr|A0A2R9BFU3|A0A2R9BFU3_PANPA, tr|A0A2R9BLK9|A0A2R9BLK9_PANPA
OG0001849	sp|Q8C0Y1|TGIF2_MOUSE	sp|A1YGI6|TF2LX_PANPA, tr|A0A2R9B1M5|A0A2R9B1M5_PANPA
OG0001850	sp|Q9D0R4|DDX56_MOUSE	tr|A0A2R9A8D4|A0A2R9A8D4_PANPA, tr|A0A2R9AG64|A0A2R9AG64_PANPA
OG0001851	sp|Q9JKK1|STX6_MOUSE	tr|A0A2R9CDK6|A0A2R9CDK6_PANPA, tr|A0A2R9CA96|A0A2R9CA96_PANPA
OG0001852	sp|P0DMN7|DCAM1_MOUSE, sp|D3Z6H8|DCAM2_MOUSE	tr|A0A2R9CP40|A0A2R9CP40_PANPA
OG0001853	tr|E9PWV2|E9PWV2_MOUSE, tr|Q8VGE1|Q8VGE1_MOUSE	tr|A0A2R8ZHN9|A0A2R8ZHN9_PANPA
OG0001854	sp|P28229|CXG1_MOUSE, sp|Q8BQU6|CXG2_MOUSE	tr|A0A2R8ZCV4|A0A2R8ZCV4_PANPA
OG0001855	sp|Q692V3|TTC41_MOUSE, sp|Q7TNH6|NPHP3_MOUSE	tr|A0A2R9AGH6|A0A2R9AGH6_PANPA
OG0001856	sp|Q8BGB7|ENOPH_MOUSE	tr|A0A2R9AM06|A0A2R9AM06_PANPA, tr|A0A2R9B7Z9|A0A2R9B7Z9_PANPA
OG0001857	sp|Q8CG16|C1RA_MOUSE, sp|Q8CFG9|C1RB_MOUSE	tr|A0A2R9B8W4|A0A2R9B8W4_PANPA
OG0001858	sp|Q925I1|ATAD3_MOUSE	tr|A0A2R9C020|A0A2R9C020_PANPA, tr|A0A2R9APJ8|A0A2R9APJ8_PANPA
OG0001859	sp|Q99JY0|ECHB_MOUSE	tr|A0A2R9CD86|A0A2R9CD86_PANPA, tr|A0A2R9APS6|A0A2R9APS6_PANPA
OG0001860	tr|A2A9U8|A2A9U8_MOUSE, sp|Q9CQ52|CEL3B_MOUSE	tr|A0A2R9B944|A0A2R9B944_PANPA
OG0001861	sp|Q9EQC0|CHST1_MOUSE, sp|O88199|CHST3_MOUSE	tr|A0A2R9C0K7|A0A2R9C0K7_PANPA
OG0001862	sp|Q7TNF0|DOC2A_MOUSE, sp|Q9ESN1|DOC2G_MOUSE	tr|A0A2R9AMP7|A0A2R9AMP7_PANPA
OG0001863	sp|Q9R1T2|SAE1_MOUSE	tr|A0A2R9AQ83|A0A2R9AQ83_PANPA, tr|A0A2R9ALI4|A0A2R9ALI4_PANPA
OG0001865	sp|O88196|TTC3_MOUSE	tr|A0A2R9CEM5|A0A2R9CEM5_PANPA, tr|A0A2R8ZA23|A0A2R8ZA23_PANPA
OG0001866	sp|P49919|CDN1C_MOUSE, sp|P46414|CDN1B_MOUSE	tr|A0A2R9A797|A0A2R9A797_PANPA
OG0001867	sp|P55144|TYRO3_MOUSE	tr|A0A2R9BQ05|A0A2R9BQ05_PANPA, tr|A0A2R9BVM9|A0A2R9BVM9_PANPA
OG0001868	sp|Q9JL27|FUT2_MOUSE, sp|P97353|SEC1_MOUSE	tr|A0A2R8ZHK9|A0A2R8ZHK9_PANPA
OG0001869	sp|Q8BI73|ZN775_MOUSE, sp|Q8BIF9|ZN787_MOUSE	tr|A0A2R8ZER0|A0A2R8ZER0_PANPA
OG0001870	sp|Q8CHZ9|MTF1A_MOUSE, sp|B9EJ57|MTF1B_MOUSE	tr|A0A2R8ZZ48|A0A2R8ZZ48_PANPA
OG0001871	sp|Q91WN3|S7A13_MOUSE, tr|Q8VIE6|Q8VIE6_MOUSE	tr|A0A2R9B2C4|A0A2R9B2C4_PANPA
OG0001872	sp|Q9CQ80|VPS25_MOUSE	tr|A0A2R9C0Q5|A0A2R9C0Q5_PANPA, tr|A0A2R9B279|A0A2R9B279_PANPA
OG0001873	sp|Q9D2G2|ODO2_MOUSE	tr|A0A2R9AG39|A0A2R9AG39_PANPA, tr|A0A2R8Z7B2|A0A2R8Z7B2_PANPA
OG0001874	sp|O09110|MP2K3_MOUSE, sp|P70236|MP2K6_MOUSE	tr|A0A2R9BHH8|A0A2R9BHH8_PANPA
OG0001875	sp|Q2EMV9|PAR14_MOUSE	tr|A0A2R9ANA4|A0A2R9ANA4_PANPA, tr|A0A2R9BZN9|A0A2R9BZN9_PANPA
OG0001876	sp|Q6P9S1|ATMIN_MOUSE	tr|A0A2R8ZGD1|A0A2R8ZGD1_PANPA, tr|A0A2R9AR87|A0A2R9AR87_PANPA
OG0001877	sp|Q9Z2L7|CRLF3_MOUSE	tr|A0A2R9BJE2|A0A2R9BJE2_PANPA, tr|A0A2R8ZAC5|A0A2R8ZAC5_PANPA
OG0001878	sp|Q60596|XRCC1_MOUSE	tr|A0A2R9BP79|A0A2R9BP79_PANPA, tr|A0A2R8ZK00|A0A2R8ZK00_PANPA
OG0001879	sp|Q80YA9|CNKR2_MOUSE, tr|F6UK53|F6UK53_MOUSE	tr|A0A2R9BP65|A0A2R9BP65_PANPA
OG0001880	sp|Q8R310|TMCC3_MOUSE, tr|B1AYN9|B1AYN9_MOUSE	tr|A0A2R9CNH1|A0A2R9CNH1_PANPA
OG0001881	sp|Q922U1|PRPF3_MOUSE	tr|A0A2R9AEX8|A0A2R9AEX8_PANPA, tr|A0A2R9CKB7|A0A2R9CKB7_PANPA
OG0001882	sp|Q9QZD5|RAE2_MOUSE, sp|Q9QXG2|RAE1_MOUSE	tr|A0A2R9B236|A0A2R9B236_PANPA
OG0001883	sp|Q9Z2G9|HTAI2_MOUSE	tr|A0A2R9AMH4|A0A2R9AMH4_PANPA, sp|A1YFX9|HTAI2_PANPA
OG0001884	sp|O88685|PRS6A_MOUSE	tr|A0A2R9CBV0|A0A2R9CBV0_PANPA, tr|A0A2R9BDJ4|A0A2R9BDJ4_PANPA
OG0001885	sp|P51667|MLRV_MOUSE	tr|A0A2R9BW05|A0A2R9BW05_PANPA, tr|A0A2R8ZXU8|A0A2R8ZXU8_PANPA
OG0001886	sp|Q3U128|APCD1_MOUSE	tr|A0A2R9B8C8|A0A2R9B8C8_PANPA, tr|A0A2R8ZEU8|A0A2R8ZEU8_PANPA
OG0001887	sp|Q5GIG6|TNI3K_MOUSE, sp|Q62073|M3K7_MOUSE	tr|A0A2R8ZZW1|A0A2R8ZZW1_PANPA
OG0001889	sp|Q91VJ1|AIM2_MOUSE	tr|A0A2R9BCP0|A0A2R9BCP0_PANPA, tr|A0A2R8ZF04|A0A2R8ZF04_PANPA
OG0001891	sp|Q9D0I8|MRT4_MOUSE	tr|A0A2R9CMN3|A0A2R9CMN3_PANPA, tr|A0A2R9BVD1|A0A2R9BVD1_PANPA
OG0001892	sp|P35230|REG3B_MOUSE	tr|A0A2R8ZL76|A0A2R8ZL76_PANPA, tr|A0A2R9A322|A0A2R9A322_PANPA
OG0001893	sp|G3UXB3|NKX11_MOUSE, sp|P42580|NKX12_MOUSE	tr|A0A2R9BMM4|A0A2R9BMM4_PANPA
OG0001894	sp|P57784|RU2A_MOUSE	tr|A0A2R9ASR3|A0A2R9ASR3_PANPA, tr|A0A2R9A4T5|A0A2R9A4T5_PANPA
OG0001895	sp|P59325|IF5_MOUSE	tr|A0A2R9CJJ9|A0A2R9CJJ9_PANPA, tr|A0A2R9BWK1|A0A2R9BWK1_PANPA
OG0001896	tr|Q7TR89|Q7TR89_MOUSE, tr|A2ATE0|A2ATE0_MOUSE	tr|A0A2R9AWP7|A0A2R9AWP7_PANPA
OG0001897	tr|Q8BYM1|Q8BYM1_MOUSE, tr|Q3U0A6|Q3U0A6_MOUSE	tr|A0A2R9BK37|A0A2R9BK37_PANPA
OG0001899	sp|Q99KB8|GLO2_MOUSE, sp|Q9DB32|HAGHL_MOUSE	tr|A0A2R8ZSY5|A0A2R8ZSY5_PANPA
OG0001900	sp|A6H684|MGT4E_MOUSE, tr|G3XA12|G3XA12_MOUSE	tr|A0A2R9C1Z7|A0A2R9C1Z7_PANPA
OG0001902	sp|P0C871|PA24B_MOUSE, sp|Q50L43|PA24D_MOUSE	tr|A0A2R9BZ19|A0A2R9BZ19_PANPA
OG0001903	sp|P17918|PCNA_MOUSE	tr|A0A2R9AYV6|A0A2R9AYV6_PANPA, tr|A0A2R8ZIB0|A0A2R8ZIB0_PANPA
OG0001904	sp|P56450|MC4R_MOUSE, sp|P33033|MC3R_MOUSE	tr|C3U0E1|C3U0E1_PANPA
OG0001905	sp|Q04888|SOX10_MOUSE, sp|Q04887|SOX9_MOUSE	tr|A0A2R9A0H5|A0A2R9A0H5_PANPA
OG0001906	sp|Q8R534|ADM1B_MOUSE, sp|Q60813|ADM1A_MOUSE	tr|A0A2R9A8G8|A0A2R9A8G8_PANPA
OG0001907	sp|Q9CQ91|NDUA3_MOUSE	tr|A0A2R8ZMX2|A0A2R8ZMX2_PANPA, tr|A0A2R9B995|A0A2R9B995_PANPA
OG0001908	sp|Q9CXK8|NIP7_MOUSE	tr|A0A2R8Z964|A0A2R8Z964_PANPA, tr|A0A2R8ZC01|A0A2R8ZC01_PANPA
OG0001909	sp|Q9EPL5|MMP1A_MOUSE, sp|Q9EPL6|MMP1B_MOUSE	tr|A0A2R9C2G5|A0A2R9C2G5_PANPA
OG0001910	sp|O35473|C1D_MOUSE	tr|A0A2R9BYE7|A0A2R9BYE7_PANPA, tr|A0A2R9BSU8|A0A2R9BSU8_PANPA
OG0001911	sp|P34928|APOC1_MOUSE	tr|A0A2R9BCB5|A0A2R9BCB5_PANPA, sp|P86336|APO1A_PANPA
OG0001912	sp|P55086|PAR2_MOUSE	tr|A0A2R8ZPF1|A0A2R8ZPF1_PANPA, tr|A0A2R8ZAQ1|A0A2R8ZAQ1_PANPA
OG0001913	tr|Q8VFE7|Q8VFE7_MOUSE, tr|Q8VFP2|Q8VFP2_MOUSE	tr|A0A2R8ZMB2|A0A2R8ZMB2_PANPA
OG0001914	sp|Q9DCP9|DAZP2_MOUSE	tr|A0A2R9BUM8|A0A2R9BUM8_PANPA, tr|A0A2R9C4E0|A0A2R9C4E0_PANPA
OG0001915	sp|Q9ET43|CLD12_MOUSE, sp|Q9Z0G9|CLD3_MOUSE	tr|A0A2R8ZHZ2|A0A2R8ZHZ2_PANPA
OG0001916	tr|A0A0J9YUX7|A0A0J9YUX7_MOUSE, sp|Q9Z2J0|S23A1_MOUSE	tr|A0A2R9CK27|A0A2R9CK27_PANPA
OG0001917	sp|O70439|STX7_MOUSE	tr|A0A2R9CTF3|A0A2R9CTF3_PANPA, tr|A0A2R8ZQ90|A0A2R8ZQ90_PANPA
OG0001918	sp|P0CAX8|TGAP1_MOUSE, sp|B2RWW0|TAGAP_MOUSE	tr|A0A2R9BYD6|A0A2R9BYD6_PANPA
OG0001919	sp|P35545|UBIM_MOUSE	tr|A0A2R9APK5|A0A2R9APK5_PANPA, tr|A0A2R9BZ76|A0A2R9BZ76_PANPA
OG0001920	tr|Q08EE8|Q08EE8_MOUSE, sp|Q2XU92|ACBG2_MOUSE	tr|A0A2R9ALB2|A0A2R9ALB2_PANPA
OG0001921	sp|P11835|ITB2_MOUSE, sp|Q3UV74|ITB2L_MOUSE	tr|A0A2R9AZA5|A0A2R9AZA5_PANPA
OG0001922	sp|Q6ZPI3|LCOR_MOUSE, sp|Q3U285|LCORL_MOUSE	tr|A0A2R8ZU29|A0A2R8ZU29_PANPA
OG0001923	sp|Q8BGW0|THMS1_MOUSE, sp|Q9CU24|THMS3_MOUSE	tr|A0A2R9B0B1|A0A2R9B0B1_PANPA
OG0001924	sp|Q9CQI7|RU2B_MOUSE	tr|A0A2R9A554|A0A2R9A554_PANPA, tr|A0A2R8ZX96|A0A2R8ZX96_PANPA
OG0001925	sp|P0C872|JMJD7_MOUSE, sp|Q9CXT6|KDM8_MOUSE	tr|A0A2R9BQV6|A0A2R9BQV6_PANPA
OG0001926	sp|Q9R0X4|ACOT9_MOUSE, sp|Q32MW3|ACO10_MOUSE	tr|A0A2R9BJD7|A0A2R9BJD7_PANPA
OG0001927	sp|Q9WVM1|RGAP1_MOUSE	tr|A0A2R9CG45|A0A2R9CG45_PANPA, tr|A0A2R9BJV8|A0A2R9BJV8_PANPA
OG0001929	sp|E9Q6B2|CC85C_MOUSE, sp|Q6PDY0|CC85B_MOUSE	tr|A0A2R9A2C9|A0A2R9A2C9_PANPA
OG0001930	tr|Q6S9I3|Q6S9I3_MOUSE, sp|O08677|KNG1_MOUSE	tr|A0A2R8ZKG7|A0A2R8ZKG7_PANPA
OG0001931	sp|Q99PQ2|TRI11_MOUSE, sp|Q8BFX1|RN187_MOUSE	tr|A0A2R8ZKT7|A0A2R8ZKT7_PANPA
OG0001932	sp|Q8BJW5|NOL11_MOUSE	tr|A0A2R9AW31|A0A2R9AW31_PANPA, tr|A0A2R9CL14|A0A2R9CL14_PANPA
OG0001933	sp|Q9CYN9|RENR_MOUSE	tr|A0A2R9A9I3|A0A2R9A9I3_PANPA, tr|A0A2R9C0U5|A0A2R9C0U5_PANPA
OG0001934	sp|Q9D2S4|SPAC7_MOUSE, tr|Q9DAA5|Q9DAA5_MOUSE	tr|A0A2R8Z8Z0|A0A2R8Z8Z0_PANPA
OG0001936	tr|E9Q9Y3|E9Q9Y3_MOUSE, sp|Q9D541|CCDC7_MOUSE	tr|A0A2R9B1Z5|A0A2R9B1Z5_PANPA
OG0001937	sp|Q5HZI2|C2C4C_MOUSE, sp|P0CG09|C2C4D_MOUSE	tr|A0A2R8ZDE8|A0A2R8ZDE8_PANPA
