Orthogroup	Mus_musculus	Diceros_bicornis_minor
OG0000734	sp|P50544|ACADV_MOUSE	tr|A0A7J7E8T1|A0A7J7E8T1_DICBM
OG0000734	sp|Q8JZN5|ACAD9_MOUSE	tr|A0A7J7EUX3|A0A7J7EUX3_DICBM, tr|A0A7J7EP68|A0A7J7EP68_DICBM
OG0000735	sp|Q6NZC7|S23IP_MOUSE	tr|A0A7J7FK89|A0A7J7FK89_DICBM
OG0000735	sp|Q80YA3|DDHD1_MOUSE, sp|Q80Y98|DDHD2_MOUSE	tr|A0A7J7F2Q7|A0A7J7F2Q7_DICBM
OG0000736	sp|Q8VC57|KCTD5_MOUSE	tr|A0A7J7EUX9|A0A7J7EUX9_DICBM, tr|A0A7J7FI91|A0A7J7FI91_DICBM, tr|A0A7J7EVE7|A0A7J7EVE7_DICBM, tr|A0A7J7EPL3|A0A7J7EPL3_DICBM
OG0000737	tr|Q8CFX3|Q8CFX3_MOUSE, tr|F6ZNL5|F6ZNL5_MOUSE, tr|F8VPK8|F8VPK8_MOUSE, tr|A0A0A6YY83|A0A0A6YY83_MOUSE	tr|A0A7J7ECD8|A0A7J7ECD8_DICBM
OG0000738	sp|Q8R317|UBQL1_MOUSE	tr|A0A7J7EA42|A0A7J7EA42_DICBM
OG0000738	sp|Q9QZM0|UBQL2_MOUSE, sp|Q99NB8|UBQL4_MOUSE	tr|A0A7J7EWJ9|A0A7J7EWJ9_DICBM
OG0000739	sp|Q02357|ANK1_MOUSE	tr|A0A7J7EYE3|A0A7J7EYE3_DICBM
OG0000739	sp|G5E8K5|ANK3_MOUSE	tr|A0A7J7F822|A0A7J7F822_DICBM, tr|A0A7J7FII9|A0A7J7FII9_DICBM
OG0000740	sp|Q9D8B3|CHM4B_MOUSE	tr|A0A7J7EQ71|A0A7J7EQ71_DICBM
OG0000740	sp|Q9D7F7|CHM4C_MOUSE	tr|A0A7J7FCS7|A0A7J7FCS7_DICBM, tr|A0A7J7FE61|A0A7J7FE61_DICBM
OG0000741	sp|A2A3V2|S2543_MOUSE	tr|A0A7J7FFT5|A0A7J7FFT5_DICBM
OG0000741	sp|Q8C0K5|GDC_MOUSE	tr|A0A7J7FJR4|A0A7J7FJR4_DICBM, tr|A0A7J7FIM5|A0A7J7FIM5_DICBM
OG0000742	sp|A2A5Z6|SMUF2_MOUSE	tr|A0A7J7F8Q4|A0A7J7F8Q4_DICBM
OG0000742	sp|Q7TMY8|HUWE1_MOUSE, sp|Q9CUN6|SMUF1_MOUSE	tr|A0A7J7ER32|A0A7J7ER32_DICBM
OG0000743	sp|Q9DB05|SNAA_MOUSE	tr|A0A7J7ERZ8|A0A7J7ERZ8_DICBM
OG0000743	sp|P28663|SNAB_MOUSE	tr|A0A7J7FA73|A0A7J7FA73_DICBM, tr|A0A7J7FAG2|A0A7J7FAG2_DICBM
OG0000744	sp|Q9WV07|LOXE3_MOUSE	tr|A0A7J7E839|A0A7J7E839_DICBM
OG0000744	sp|O70582|LX12B_MOUSE, sp|O35936|ALOX8_MOUSE	tr|A0A7J7E812|A0A7J7E812_DICBM
OG0000745	sp|Q8K285|FCHO1_MOUSE	tr|A0A7J7ED38|A0A7J7ED38_DICBM
OG0000745	sp|Q8VD37|SGIP1_MOUSE, sp|Q3UQN2|FCHO2_MOUSE	tr|A0A7J7ECX6|A0A7J7ECX6_DICBM
OG0000746	sp|Q6RT24|CENPE_MOUSE	tr|A0A7J7FF90|A0A7J7FF90_DICBM, tr|A0A7J7FF54|A0A7J7FF54_DICBM, tr|A0A7J7FF00|A0A7J7FF00_DICBM, tr|A0A7J7FF11|A0A7J7FF11_DICBM
OG0000747	sp|Q9CU62|SMC1A_MOUSE	tr|A0A7J7FPV6|A0A7J7FPV6_DICBM, tr|A0A7J7E999|A0A7J7E999_DICBM
OG0000747	sp|Q920F6|SMC1B_MOUSE	tr|A0A7J7FNA2|A0A7J7FNA2_DICBM
OG0000748	sp|Q9CW42|MARC1_MOUSE	tr|A0A7J7EE21|A0A7J7EE21_DICBM
OG0000748	sp|Q922Q1|MARC2_MOUSE	tr|A0A7J7EE92|A0A7J7EE92_DICBM, tr|A0A7J7EE63|A0A7J7EE63_DICBM
OG0000749	sp|P56546|CTBP2_MOUSE	tr|A0A7J7F3G2|A0A7J7F3G2_DICBM
OG0000749	sp|O88712|CTBP1_MOUSE	tr|A0A7J7ETS6|A0A7J7ETS6_DICBM, tr|A0A7J7F223|A0A7J7F223_DICBM
OG0000750	sp|G3X9J0|SI1L3_MOUSE	tr|A0A7J7FEJ9|A0A7J7FEJ9_DICBM
OG0000750	sp|Q8C0T5|SI1L1_MOUSE, sp|Q80TE4|SI1L2_MOUSE	tr|A0A7J7F202|A0A7J7F202_DICBM
OG0000751	tr|A2AQ92|A2AQ92_MOUSE, tr|A0A494BAW1|A0A494BAW1_MOUSE	tr|A0A7J7FBN2|A0A7J7FBN2_DICBM, tr|A0A7J7FCM2|A0A7J7FCM2_DICBM, tr|A0A7J7FC47|A0A7J7FC47_DICBM
OG0000752	sp|Q8CF93|GLT13_MOUSE	tr|A0A7J7E503|A0A7J7E503_DICBM
OG0000752	sp|O08912|GALT1_MOUSE	tr|A0A7J7EFY6|A0A7J7EFY6_DICBM, tr|A0A7J7ETP8|A0A7J7ETP8_DICBM
OG0000753	sp|Q80WG5|LRC8A_MOUSE	tr|A0A7J7FKN8|A0A7J7FKN8_DICBM
OG0000753	sp|Q8BGR2|LRC8D_MOUSE, sp|Q5DU41|LRC8B_MOUSE	tr|A0A7J7E5W7|A0A7J7E5W7_DICBM
OG0000754	sp|Q9JJC8|NIPA2_MOUSE	tr|A0A7J7E7Z6|A0A7J7E7Z6_DICBM
OG0000754	sp|Q8BMW7|NIPA3_MOUSE	tr|A0A7J7FIV2|A0A7J7FIV2_DICBM, tr|A0A7J7FGY2|A0A7J7FGY2_DICBM
OG0000755	sp|P56135|ATPK_MOUSE	tr|A0A7J7ER21|A0A7J7ER21_DICBM, tr|A0A7J7FJG1|A0A7J7FJG1_DICBM, tr|A0A7J7FIM6|A0A7J7FIM6_DICBM, tr|A0A7J7EHN8|A0A7J7EHN8_DICBM
OG0000756	sp|Q9CR35|CTRB1_MOUSE	tr|A0A7J7F2N7|A0A7J7F2N7_DICBM, tr|A0A7J7F2P3|A0A7J7F2P3_DICBM, tr|A0A7J7EV55|A0A7J7EV55_DICBM, tr|A0A7J7EA25|A0A7J7EA25_DICBM
OG0000757	sp|P14211|CALR_MOUSE	tr|A0A7J7EYT9|A0A7J7EYT9_DICBM
OG0000757	tr|Q3TQS0|Q3TQS0_MOUSE	tr|A0A7J7EDI1|A0A7J7EDI1_DICBM, tr|A0A7J7F675|A0A7J7F675_DICBM
OG0000758	sp|Q9QYF1|RDH11_MOUSE	tr|A0A7J7F465|A0A7J7F465_DICBM
OG0000758	sp|Q8BYK4|RDH12_MOUSE	tr|A0A7J7EHE1|A0A7J7EHE1_DICBM, tr|A0A7J7F486|A0A7J7F486_DICBM
OG0000759	sp|O88509|DNM3B_MOUSE	tr|A0A7J7EQ04|A0A7J7EQ04_DICBM
OG0000759	sp|P0DOY1|DNM3C_MOUSE, sp|O88508|DNM3A_MOUSE	tr|A0A7J7EBF4|A0A7J7EBF4_DICBM
OG0000760	sp|Q8R2S8|CD177_MOUSE	tr|A0A7J7EZR2|A0A7J7EZR2_DICBM, tr|A0A7J7F0G0|A0A7J7F0G0_DICBM, tr|A0A7J7EZY0|A0A7J7EZY0_DICBM, tr|A0A7J7EZR5|A0A7J7EZR5_DICBM
OG0000761	sp|Q5XF90|AT134_MOUSE	tr|A0A7J7F3N0|A0A7J7F3N0_DICBM
OG0000761	sp|Q3TYU2|AT135_MOUSE	tr|A0A7J7F2T1|A0A7J7F2T1_DICBM, tr|A0A7J7F2L4|A0A7J7F2L4_DICBM
OG0000762	sp|P32067|LA_MOUSE	tr|A0A7J7ER43|A0A7J7ER43_DICBM, tr|A0A7J7FCB0|A0A7J7FCB0_DICBM, tr|A0A7J7FBZ8|A0A7J7FBZ8_DICBM, tr|A0A7J7E4N1|A0A7J7E4N1_DICBM
OG0000764	sp|Q9CR95|NECP1_MOUSE	tr|A0A7J7E9Y2|A0A7J7E9Y2_DICBM
OG0000764	sp|Q9D1J1|NECP2_MOUSE	tr|A0A7J7EHC0|A0A7J7EHC0_DICBM, tr|A0A7J7F9Q7|A0A7J7F9Q7_DICBM
OG0000765	sp|Q9JME5|AP3B2_MOUSE	tr|A0A7J7FH02|A0A7J7FH02_DICBM
OG0000765	sp|Q9Z1T1|AP3B1_MOUSE	tr|A0A7J7EVM8|A0A7J7EVM8_DICBM, tr|A0A7J7EVC5|A0A7J7EVC5_DICBM
OG0000766	sp|Q6P9S1|ATMIN_MOUSE	tr|A0A7J7EYD4|A0A7J7EYD4_DICBM, tr|A0A7J7EYA4|A0A7J7EYA4_DICBM, tr|A0A7J7EXY1|A0A7J7EXY1_DICBM, tr|A0A7J7ESD5|A0A7J7ESD5_DICBM
OG0000767	sp|Q8QZR7|PDK1L_MOUSE	tr|A0A7J7F9L4|A0A7J7F9L4_DICBM
OG0000767	sp|Q80ZW0|STK35_MOUSE	tr|A0A7J7FA80|A0A7J7FA80_DICBM, tr|A0A7J7EH08|A0A7J7EH08_DICBM
OG0000768	sp|Q80TR1|AGRL1_MOUSE	tr|A0A7J7FM14|A0A7J7FM14_DICBM
OG0000768	sp|Q80TS3|AGRL3_MOUSE, sp|Q8JZZ7|AGRL2_MOUSE	tr|A0A7J7F7G7|A0A7J7F7G7_DICBM
OG0000769	sp|Q64345|IFIT3_MOUSE, tr|E9PV48|E9PV48_MOUSE	tr|A0A7J7E622|A0A7J7E622_DICBM
OG0000769	sp|Q64112|IFIT2_MOUSE	tr|A0A7J7E5W5|A0A7J7E5W5_DICBM
OG0000770	sp|Q9JHC0|GPX2_MOUSE	tr|A0A7J7F445|A0A7J7F445_DICBM
OG0000770	sp|P11352|GPX1_MOUSE	tr|A0A7J7EB39|A0A7J7EB39_DICBM, tr|A0A7J7F1G2|A0A7J7F1G2_DICBM
OG0000771	sp|Q9DCV3|DGAT2_MOUSE, sp|A2ADU9|AWAT1_MOUSE, sp|A2ADU8|DG2L6_MOUSE, sp|Q6E1M8|AWAT2_MOUSE	tr|A0A7J7EI71|A0A7J7EI71_DICBM
OG0000772	sp|Q9DBB1|DUS6_MOUSE	tr|A0A7J7FEZ1|A0A7J7FEZ1_DICBM
OG0000772	tr|Q7TNL7|Q7TNL7_MOUSE, sp|Q91Z46|DUS7_MOUSE	tr|A0A7J7FIQ3|A0A7J7FIQ3_DICBM
OG0000773	sp|Q9Z2F2|OASL2_MOUSE	tr|A0A7J7FNF7|A0A7J7FNF7_DICBM
OG0000773	sp|Q8VI94|OASL1_MOUSE	tr|A0A7J7ECT3|A0A7J7ECT3_DICBM, tr|A0A7J7FMD3|A0A7J7FMD3_DICBM
OG0000774	sp|P30681|HMGB2_MOUSE	tr|A0A7J7F607|A0A7J7F607_DICBM, tr|A0A7J7EK85|A0A7J7EK85_DICBM, tr|A0A7J7EK13|A0A7J7EK13_DICBM, tr|A0A7J7EKR8|A0A7J7EKR8_DICBM
OG0000775	sp|Q9ERP3|TRI54_MOUSE	tr|A0A7J7EBB6|A0A7J7EBB6_DICBM
OG0000775	tr|G3X8Y1|G3X8Y1_MOUSE, sp|Q38HM4|TRI63_MOUSE	tr|A0A7J7F9A3|A0A7J7F9A3_DICBM
OG0000776	sp|Q9CQ25|MZT2_MOUSE	tr|A0A7J7EIV6|A0A7J7EIV6_DICBM, tr|A0A7J7EIK4|A0A7J7EIK4_DICBM, tr|A0A7J7F4Q9|A0A7J7F4Q9_DICBM, tr|A0A7J7F4X5|A0A7J7F4X5_DICBM
OG0000777	sp|P04918|SAA3_MOUSE	tr|A0A7J7ETH7|A0A7J7ETH7_DICBM, tr|A0A7J7ESU2|A0A7J7ESU2_DICBM, tr|A0A7J7ET83|A0A7J7ET83_DICBM, tr|A0A7J7ET51|A0A7J7ET51_DICBM
OG0000778	sp|Q8VHL0|UT1_MOUSE	tr|A0A7J7ETI7|A0A7J7ETI7_DICBM
OG0000778	sp|Q8R4T9|UT2_MOUSE	tr|A0A7J7ETV9|A0A7J7ETV9_DICBM, tr|A0A7J7EU59|A0A7J7EU59_DICBM
OG0000779	sp|P30561|AHR_MOUSE	tr|A0A7J7F0S9|A0A7J7F0S9_DICBM, tr|A0A7J7FAK1|A0A7J7FAK1_DICBM, tr|A0A7J7FAL5|A0A7J7FAL5_DICBM, tr|A0A7J7FI67|A0A7J7FI67_DICBM
OG0000780	sp|Q91YP2|NEUL_MOUSE	tr|A0A7J7E8L4|A0A7J7E8L4_DICBM
OG0000780	sp|A6H611|MIPEP_MOUSE, sp|Q8C1A5|THOP1_MOUSE	tr|A0A7J7EJ12|A0A7J7EJ12_DICBM
OG0000781	sp|Q91VS8|FARP2_MOUSE, sp|F8VPU2|FARP1_MOUSE, sp|A2AD83|FRMD7_MOUSE	tr|A0A7J7F0I8|A0A7J7F0I8_DICBM, tr|A0A7J7EX49|A0A7J7EX49_DICBM
OG0000782	sp|Q60597|ODO1_MOUSE	tr|A0A7J7EM15|A0A7J7EM15_DICBM
OG0000782	tr|E9Q7L0|E9Q7L0_MOUSE	tr|A0A7J7EMA9|A0A7J7EMA9_DICBM, tr|A0A7J7F1T5|A0A7J7F1T5_DICBM
OG0000783	tr|Q61406|Q61406_MOUSE	tr|A0A7J7EDY8|A0A7J7EDY8_DICBM, tr|A0A7J7EDZ2|A0A7J7EDZ2_DICBM, tr|A0A7J7EE50|A0A7J7EE50_DICBM, tr|A0A7J7EE82|A0A7J7EE82_DICBM
OG0000784	sp|O35111|KCNK3_MOUSE	tr|A0A7J7EB27|A0A7J7EB27_DICBM
OG0000784	sp|Q3LS21|KCNK9_MOUSE, tr|B2RVL1|B2RVL1_MOUSE	tr|A0A7J7ENY1|A0A7J7ENY1_DICBM
OG0000785	sp|Q60722|ITF2_MOUSE	tr|A0A7J7ETD2|A0A7J7ETD2_DICBM
OG0000785	sp|P15806|TFE2_MOUSE, sp|Q61286|HTF4_MOUSE	tr|A0A7J7FBS4|A0A7J7FBS4_DICBM
OG0000786	tr|A0A075B5Z5|A0A075B5Z5_MOUSE	tr|A0A7J7FC53|A0A7J7FC53_DICBM, tr|A0A7J7FCJ8|A0A7J7FCJ8_DICBM, tr|A0A7J7FCI6|A0A7J7FCI6_DICBM, tr|A0A7J7FC71|A0A7J7FC71_DICBM
OG0000787	sp|Q61554|FBN1_MOUSE	tr|A0A7J7FCL9|A0A7J7FCL9_DICBM
OG0000787	sp|Q61555|FBN2_MOUSE	tr|A0A7J7FMV5|A0A7J7FMV5_DICBM, tr|A0A7J7ECK5|A0A7J7ECK5_DICBM
OG0000788	sp|Q3TZA2|CDKL4_MOUSE	tr|A0A7J7EBI5|A0A7J7EBI5_DICBM
OG0000788	sp|Q3UTQ8|CDKL5_MOUSE, sp|Q8CEQ0|CDKL1_MOUSE	tr|A0A7J7FCR4|A0A7J7FCR4_DICBM
OG0000789	sp|Q61410|KGP2_MOUSE	tr|A0A7J7FFC0|A0A7J7FFC0_DICBM
OG0000789	sp|P0C605|KGP1_MOUSE	tr|A0A7J7FFI0|A0A7J7FFI0_DICBM, tr|A0A7J7E5Y5|A0A7J7E5Y5_DICBM
OG0000790	sp|Q9CZJ0|MPPD2_MOUSE, sp|Q91ZG2|MPPD1_MOUSE	tr|A0A7J7ETD4|A0A7J7ETD4_DICBM, tr|A0A7J7FNE2|A0A7J7FNE2_DICBM, tr|A0A7J7FQ32|A0A7J7FQ32_DICBM
OG0000791	sp|P21952|PO3F1_MOUSE, sp|P31361|PO3F3_MOUSE, sp|P62515|PO3F4_MOUSE, sp|P31360|PO3F2_MOUSE	tr|A0A7J7E3X2|A0A7J7E3X2_DICBM
OG0000792	sp|Q7M759|AB17B_MOUSE	tr|A0A7J7EA74|A0A7J7EA74_DICBM
OG0000792	sp|Q99JW1|AB17A_MOUSE	tr|A0A7J7FHB8|A0A7J7FHB8_DICBM, tr|A0A7J7EYG1|A0A7J7EYG1_DICBM
OG0000793	sp|Q6ZQB6|VIP2_MOUSE	tr|A0A7J7EDR5|A0A7J7EDR5_DICBM, tr|A0A7J7ECY4|A0A7J7ECY4_DICBM
OG0000793	sp|A2ARP1|VIP1_MOUSE	tr|A0A7J7FBQ0|A0A7J7FBQ0_DICBM
OG0000794	sp|Q9D103|IFM1_MOUSE, tr|G3X9Z2|G3X9Z2_MOUSE, sp|Q9CQW9|IFM3_MOUSE, sp|Q99J93|IFM2_MOUSE	tr|A0A7J7ERK1|A0A7J7ERK1_DICBM
OG0000795	tr|Q3UWK9|Q3UWK9_MOUSE	tr|A0A7J7FMW9|A0A7J7FMW9_DICBM, tr|A0A7J7FDA9|A0A7J7FDA9_DICBM, tr|A0A7J7FGD7|A0A7J7FGD7_DICBM, tr|A0A7J7F7A0|A0A7J7F7A0_DICBM
OG0000796	sp|Q3UFB7|NTRK1_MOUSE	tr|A0A7J7EWK4|A0A7J7EWK4_DICBM
OG0000796	sp|P15209|NTRK2_MOUSE, sp|Q6VNS1|NTRK3_MOUSE	tr|A0A7J7FH41|A0A7J7FH41_DICBM
OG0000797	tr|Q58A37|Q58A37_MOUSE	tr|A0A7J7E9G9|A0A7J7E9G9_DICBM, tr|A0A7J7E9Z5|A0A7J7E9Z5_DICBM, tr|A0A7J7E9H9|A0A7J7E9H9_DICBM, tr|A0A7J7E9R2|A0A7J7E9R2_DICBM
OG0000798	sp|Q8JZP2|SYN3_MOUSE	tr|A0A7J7FEV1|A0A7J7FEV1_DICBM
OG0000798	sp|O88935|SYN1_MOUSE, sp|Q64332|SYN2_MOUSE	tr|A0A7J7EF77|A0A7J7EF77_DICBM
OG0000799	sp|Q9R0E2|PLOD1_MOUSE	tr|A0A7J7EDS6|A0A7J7EDS6_DICBM
OG0000799	sp|Q9R0B9|PLOD2_MOUSE, sp|Q9R0E1|PLOD3_MOUSE	tr|A0A7J7EQS4|A0A7J7EQS4_DICBM
OG0000800	sp|Q62233|SIX3_MOUSE	tr|A0A7J7EBR6|A0A7J7EBR6_DICBM
OG0000800	sp|Q9QZ28|SIX6_MOUSE	tr|A0A7J7F855|A0A7J7F855_DICBM, tr|A0A7J7F4A6|A0A7J7F4A6_DICBM
OG0000801	sp|Q9Z0E8|S22A5_MOUSE, sp|Q9WTN6|S22AL_MOUSE	tr|A0A7J7ECB6|A0A7J7ECB6_DICBM
OG0000801	sp|Q9Z306|S22A4_MOUSE	tr|A0A7J7ECP7|A0A7J7ECP7_DICBM
OG0000802	sp|Q9Z0K8|VNN1_MOUSE	tr|A0A7J7EW60|A0A7J7EW60_DICBM
OG0000802	sp|Q9QZ25|VNN3_MOUSE	tr|A0A7J7EWH3|A0A7J7EWH3_DICBM, tr|A0A7J7EWG0|A0A7J7EWG0_DICBM
OG0000803	sp|P49891|ST1E1_MOUSE	tr|A0A7J7FGD2|A0A7J7FGD2_DICBM, tr|A0A7J7FFM9|A0A7J7FFM9_DICBM, tr|A0A7J7FFP9|A0A7J7FFP9_DICBM, tr|A0A7J7FFI3|A0A7J7FFI3_DICBM
OG0000804	sp|Q5FW57|GLYAL_MOUSE	tr|A0A7J7FI98|A0A7J7FI98_DICBM, tr|A0A7J7FIC8|A0A7J7FIC8_DICBM, tr|A0A7J7FH57|A0A7J7FH57_DICBM, tr|A0A7J7FH76|A0A7J7FH76_DICBM
OG0000805	sp|Q924Z4|CERS2_MOUSE	tr|A0A7J7EKH1|A0A7J7EKH1_DICBM
OG0000805	sp|Q1A3B0|CERS3_MOUSE, sp|Q9D6J1|CERS4_MOUSE	tr|A0A7J7FMV7|A0A7J7FMV7_DICBM
OG0000806	sp|P24721|ASGR2_MOUSE	tr|A0A7J7E7Z8|A0A7J7E7Z8_DICBM, tr|A0A7J7ERF4|A0A7J7ERF4_DICBM, tr|A0A7J7E7V2|A0A7J7E7V2_DICBM, tr|A0A7J7E7M3|A0A7J7E7M3_DICBM
OG0000807	sp|Q61143|TRPC6_MOUSE	tr|A0A7J7EZX2|A0A7J7EZX2_DICBM
OG0000807	sp|Q9WVC5|TRPC7_MOUSE, sp|Q9QZC1|TRPC3_MOUSE	tr|A0A7J7F6N0|A0A7J7F6N0_DICBM
OG0000808	sp|A2ACP1|TT39A_MOUSE	tr|A0A7J7F5P0|A0A7J7F5P0_DICBM
OG0000808	tr|Q0VF76|Q0VF76_MOUSE, sp|Q8BYY4|TT39B_MOUSE	tr|A0A7J7EAN3|A0A7J7EAN3_DICBM
OG0000809	sp|Q8CC27|CACB2_MOUSE	tr|A0A7J7FME7|A0A7J7FME7_DICBM
OG0000809	sp|Q8R0S4|CACB4_MOUSE, sp|Q8R3Z5|CACB1_MOUSE	tr|A0A7J7EKC1|A0A7J7EKC1_DICBM
OG0000810	sp|O35345|IMA7_MOUSE	tr|A0A7J7E3Q7|A0A7J7E3Q7_DICBM
OG0000810	sp|Q60960|IMA5_MOUSE	tr|A0A7J7EWI0|A0A7J7EWI0_DICBM, tr|A0A7J7F7I8|A0A7J7F7I8_DICBM
OG0000811	sp|Q9CQ26|STABP_MOUSE	tr|A0A7J7EUZ8|A0A7J7EUZ8_DICBM
OG0000811	sp|Q76N33|STALP_MOUSE	tr|A0A7J7E688|A0A7J7E688_DICBM, tr|A0A7J7F8N9|A0A7J7F8N9_DICBM
OG0000812	sp|Q6DIC0|SMCA2_MOUSE	tr|A0A7J7EAQ0|A0A7J7EAQ0_DICBM
OG0000812	sp|Q3TKT4|SMCA4_MOUSE	tr|A0A7J7EAY4|A0A7J7EAY4_DICBM, tr|A0A7J7EEZ3|A0A7J7EEZ3_DICBM
OG0000813	sp|Q9Z0Y9|NR1H3_MOUSE	tr|A0A7J7EXU2|A0A7J7EXU2_DICBM
OG0000813	sp|Q60644|NR1H2_MOUSE	tr|A0A7J7EYV4|A0A7J7EYV4_DICBM, tr|A0A7J7EN27|A0A7J7EN27_DICBM
OG0000814	tr|K7N6B1|K7N6B1_MOUSE, tr|Q8VH20|Q8VH20_MOUSE	tr|A0A7J7ESP4|A0A7J7ESP4_DICBM
OG0000814	tr|F8VPJ9|F8VPJ9_MOUSE	tr|A0A7J7ESN4|A0A7J7ESN4_DICBM
OG0000816	tr|Q3V2K7|Q3V2K7_MOUSE	tr|A0A7J7EI04|A0A7J7EI04_DICBM, tr|A0A7J7EID4|A0A7J7EID4_DICBM
OG0000816	sp|Q9JIH2|NUP50_MOUSE	tr|A0A7J7FNU6|A0A7J7FNU6_DICBM
OG0000817	sp|Q67E05|BPI_MOUSE	tr|A0A7J7EP27|A0A7J7EP27_DICBM
OG0000817	sp|Q61805|LBP_MOUSE	tr|A0A7J7EPM7|A0A7J7EPM7_DICBM, tr|A0A7J7EQ27|A0A7J7EQ27_DICBM
OG0000818	sp|Q9JKU8|LMX1A_MOUSE	tr|A0A7J7EWU0|A0A7J7EWU0_DICBM
OG0000818	sp|O88609|LMX1B_MOUSE	tr|A0A7J7EX27|A0A7J7EX27_DICBM, tr|A0A7J7FLH3|A0A7J7FLH3_DICBM
OG0000819	sp|P09242|PPBT_MOUSE, sp|P24823|PPBN_MOUSE, sp|P24822|PPBI_MOUSE, tr|F8VPQ6|F8VPQ6_MOUSE	tr|A0A7J7F9Q2|A0A7J7F9Q2_DICBM
OG0000820	sp|P46412|GPX3_MOUSE	tr|A0A7J7EC79|A0A7J7EC79_DICBM
OG0000820	sp|P21765|GPX5_MOUSE	tr|A0A7J7FBV2|A0A7J7FBV2_DICBM, tr|A0A7J7FB55|A0A7J7FB55_DICBM
OG0000821	sp|Q810M5|ZDH19_MOUSE	tr|A0A7J7EMZ0|A0A7J7EMZ0_DICBM, tr|A0A7J7F2P4|A0A7J7F2P4_DICBM, tr|A0A7J7F3D6|A0A7J7F3D6_DICBM, tr|A0A7J7F7R8|A0A7J7F7R8_DICBM
OG0000822	sp|Q8BUG2|CNDP1_MOUSE	tr|A0A7J7ET89|A0A7J7ET89_DICBM
OG0000822	sp|Q9D1A2|CNDP2_MOUSE	tr|A0A7J7ET85|A0A7J7ET85_DICBM, tr|A0A7J7ETK3|A0A7J7ETK3_DICBM
OG0000823	sp|Q8CGK6|IFNL3_MOUSE, sp|Q4VK74|IFNL2_MOUSE	tr|A0A7J7FEI1|A0A7J7FEI1_DICBM, tr|A0A7J7F7T1|A0A7J7F7T1_DICBM, tr|A0A7J7EP22|A0A7J7EP22_DICBM
OG0000824	sp|Q9DAF3|DDI1_MOUSE	tr|A0A7J7F077|A0A7J7F077_DICBM, tr|A0A7J7EDQ0|A0A7J7EDQ0_DICBM, tr|A0A7J7F2Z9|A0A7J7F2Z9_DICBM, tr|A0A7J7F3P3|A0A7J7F3P3_DICBM
OG0000825	sp|P16331|PH4H_MOUSE	tr|A0A7J7FEP6|A0A7J7FEP6_DICBM
OG0000825	sp|Q8CGV2|TPH2_MOUSE, sp|P17532|TPH1_MOUSE	tr|A0A7J7ESX1|A0A7J7ESX1_DICBM
OG0000826	sp|Q7TMF5|SPA12_MOUSE	tr|A0A7J7EEP4|A0A7J7EEP4_DICBM, tr|A0A7J7F4R5|A0A7J7F4R5_DICBM, tr|A0A7J7EGT6|A0A7J7EGT6_DICBM, tr|A0A7J7EEY7|A0A7J7EEY7_DICBM
OG0000827	sp|Q9R0N9|SYT9_MOUSE	tr|A0A7J7ESR6|A0A7J7ESR6_DICBM
OG0000827	sp|Q9R0N4|SYT10_MOUSE, sp|Q9R0N8|SYT6_MOUSE	tr|A0A7J7E5A8|A0A7J7E5A8_DICBM
OG0000828	sp|P48962|ADT1_MOUSE	tr|A0A7J7F304|A0A7J7F304_DICBM
OG0000828	sp|Q3V132|ADT4_MOUSE	tr|A0A7J7EYI6|A0A7J7EYI6_DICBM, tr|A0A7J7F5P4|A0A7J7F5P4_DICBM
OG0000829	sp|Q7TS72|IP3KC_MOUSE	tr|A0A7J7F7Y8|A0A7J7F7Y8_DICBM
OG0000829	sp|Q8R071|IP3KA_MOUSE	tr|A0A7J7EUP3|A0A7J7EUP3_DICBM, tr|A0A7J7FBU0|A0A7J7FBU0_DICBM
OG0000830	sp|Q8C0V0|TLK1_MOUSE	tr|A0A7J7E4M1|A0A7J7E4M1_DICBM
OG0000830	sp|O55047|TLK2_MOUSE	tr|A0A7J7F8V9|A0A7J7F8V9_DICBM, tr|A0A7J7F956|A0A7J7F956_DICBM
OG0000831	sp|P42225|STAT1_MOUSE	tr|A0A7J7E4H6|A0A7J7E4H6_DICBM, tr|A0A7J7E5D3|A0A7J7E5D3_DICBM
OG0000831	sp|P42228|STAT4_MOUSE	tr|A0A7J7E5D9|A0A7J7E5D9_DICBM
OG0000832	sp|A2AKQ0|S35D1_MOUSE	tr|A0A7J7F6M1|A0A7J7F6M1_DICBM
OG0000832	sp|Q762D5|S35D2_MOUSE, sp|Q8BGF8|S35D3_MOUSE	tr|A0A7J7EA48|A0A7J7EA48_DICBM
OG0000833	sp|Q9DBG3|AP2B1_MOUSE	tr|A0A7J7EJX5|A0A7J7EJX5_DICBM
OG0000833	sp|O35643|AP1B1_MOUSE	tr|A0A7J7FN98|A0A7J7FN98_DICBM, tr|A0A7J7EKY0|A0A7J7EKY0_DICBM
OG0000834	sp|Q571F8|GLSL_MOUSE	tr|A0A7J7FL03|A0A7J7FL03_DICBM
OG0000834	sp|D3Z7P3|GLSK_MOUSE	tr|A0A7J7E4C5|A0A7J7E4C5_DICBM, tr|A0A7J7E4L2|A0A7J7E4L2_DICBM
