Orthogroup	Mus_musculus	Camelus_dromedarius
OG0002015	sp|P81068|IRX1_MOUSE	tr|A0A5N4EBA0|A0A5N4EBA0_CAMDR, tr|A0A5N4EBH9|A0A5N4EBH9_CAMDR
OG0002016	sp|Q9CWY4|GEMI7_MOUSE	tr|A0A5N4C1U0|A0A5N4C1U0_CAMDR, tr|A0A5N4DU65|A0A5N4DU65_CAMDR
OG0002017	sp|P48024|EIF1_MOUSE	tr|A0A5N4D3I6|A0A5N4D3I6_CAMDR, tr|A0A5N4C473|A0A5N4C473_CAMDR
OG0002018	sp|A0A7N9VSG0|SPA5L_MOUSE	tr|A0A5N4C547|A0A5N4C547_CAMDR, tr|A0A5N4E0H9|A0A5N4E0H9_CAMDR
OG0002019	sp|Q8BPQ7|SGSM1_MOUSE	tr|A0A5N4C5N8|A0A5N4C5N8_CAMDR, tr|A0A5N4CAT7|A0A5N4CAT7_CAMDR
OG0002020	sp|Q9DD19|RASF7_MOUSE, sp|Q8CJ96|RASF8_MOUSE	tr|A0A5N4C6J2|A0A5N4C6J2_CAMDR
OG0002021	sp|Q91W67|UBL7_MOUSE	tr|A0A5N4CEJ2|A0A5N4CEJ2_CAMDR, tr|A0A5N4CEE2|A0A5N4CEE2_CAMDR
OG0002022	sp|P0DP43|CTSRE_MOUSE, sp|A0A0A6YXX9|CTSEL_MOUSE	tr|A0A5N4CJM1|A0A5N4CJM1_CAMDR
OG0002023	sp|Q9CWD3|NUD17_MOUSE	tr|A0A5N4CPS8|A0A5N4CPS8_CAMDR, tr|A0A5N4CI04|A0A5N4CI04_CAMDR
OG0002025	sp|Q80XI4|PI42B_MOUSE, sp|O70172|PI42A_MOUSE	tr|A0A5N4D4S5|A0A5N4D4S5_CAMDR
OG0002026	sp|Q149S1|TEKT4_MOUSE, sp|Q6X6Z7|TEKT3_MOUSE	tr|A0A5N4D5T2|A0A5N4D5T2_CAMDR
OG0002027	sp|Q8BMD5|CDAC1_MOUSE	tr|A0A5N4EC53|A0A5N4EC53_CAMDR, tr|A0A5N4D9Y0|A0A5N4D9Y0_CAMDR
OG0002028	sp|Q8K2H6|APC10_MOUSE, sp|Q3U487|HECD3_MOUSE	tr|A0A5N4DBG1|A0A5N4DBG1_CAMDR
OG0002029	sp|Q4PNJ2|NKAI2_MOUSE, sp|Q9D035|NKAI1_MOUSE	tr|A0A5N4DBZ3|A0A5N4DBZ3_CAMDR
OG0002030	tr|Q8VG47|Q8VG47_MOUSE, tr|Q7TR12|Q7TR12_MOUSE	tr|A0A5N4DP58|A0A5N4DP58_CAMDR
OG0002031	sp|Q920H1|SG3A2_MOUSE	tr|A0A5N4EBF7|A0A5N4EBF7_CAMDR, tr|A0A5N4EC21|A0A5N4EC21_CAMDR
OG0002033	sp|P70434|IRF7_MOUSE	tr|A0A5N4DE57|A0A5N4DE57_CAMDR, tr|A0A5N4C4W9|A0A5N4C4W9_CAMDR
OG0002034	sp|Q91YA2|KPSH1_MOUSE	tr|A0A5N4DSF5|A0A5N4DSF5_CAMDR, tr|A0A5N4CCH2|A0A5N4CCH2_CAMDR
OG0002035	sp|Q8BUI3|LRWD1_MOUSE	tr|A0A5N4D9S8|A0A5N4D9S8_CAMDR, tr|A0A5N4CWL9|A0A5N4CWL9_CAMDR
OG0002036	sp|Q60925|DBP_MOUSE, sp|Q8BW74|HLF_MOUSE	tr|A0A5N4D259|A0A5N4D259_CAMDR
OG0002037	sp|Q9JJ28|FLII_MOUSE	tr|A0A5N4D5X8|A0A5N4D5X8_CAMDR, tr|A0A5N4D5Y0|A0A5N4D5Y0_CAMDR
OG0002038	sp|Q5U4D9|THOC6_MOUSE, sp|Q6PE01|SNR40_MOUSE	tr|A0A5N4DBU3|A0A5N4DBU3_CAMDR
OG0002039	sp|Q6GQT0|CC14A_MOUSE, sp|Q6PFY9|CC14B_MOUSE	tr|A0A5N4DSN7|A0A5N4DSN7_CAMDR
OG0002040	sp|Q9CR35|CTRB1_MOUSE	tr|A0A5N4DTG1|A0A5N4DTG1_CAMDR, tr|A0A5N4DPN1|A0A5N4DPN1_CAMDR
OG0002042	sp|Q6PDY0|CC85B_MOUSE, sp|E9Q6B2|CC85C_MOUSE	tr|A0A5N4E0V6|A0A5N4E0V6_CAMDR
OG0002043	sp|A2AI05|NDOR1_MOUSE	tr|A0A5N4C3I2|A0A5N4C3I2_CAMDR, tr|A0A5N4E935|A0A5N4E935_CAMDR
OG0002044	sp|Q32KI9|ARSI_MOUSE, sp|P50429|ARSB_MOUSE	tr|A0A5N4EB15|A0A5N4EB15_CAMDR
OG0002045	sp|Q14BB9|MA6D1_MOUSE, sp|Q7TSJ2|MAP6_MOUSE	tr|A0A5N4EKT3|A0A5N4EKT3_CAMDR
OG0002046	sp|O08756|HCD2_MOUSE	tr|A0A5N4C2Q8|A0A5N4C2Q8_CAMDR, tr|A0A5N4C1R6|A0A5N4C1R6_CAMDR
OG0002047	sp|Q9WTL7|LYPA2_MOUSE, sp|P97823|LYPA1_MOUSE	tr|A0A5N4CCK6|A0A5N4CCK6_CAMDR
OG0002048	sp|Q9D0M3|CY1_MOUSE	tr|A0A5N4CFU3|A0A5N4CFU3_CAMDR, tr|A0A5N4DP27|A0A5N4DP27_CAMDR
OG0002049	sp|P51945|CCNG1_MOUSE	tr|A0A5N4CH72|A0A5N4CH72_CAMDR, tr|A0A5N4CKE0|A0A5N4CKE0_CAMDR
OG0002050	sp|Q64287|IRF4_MOUSE	tr|A0A5N4CS79|A0A5N4CS79_CAMDR, tr|A0A5N4CVE1|A0A5N4CVE1_CAMDR
OG0002051	sp|Q923Z0|GPC5B_MOUSE	tr|A0A5N4CYA7|A0A5N4CYA7_CAMDR, tr|A0A5N4CYG2|A0A5N4CYG2_CAMDR
OG0002052	sp|Q60821|ZBT17_MOUSE	tr|A0A5N4DDR7|A0A5N4DDR7_CAMDR, tr|A0A5N4DDZ1|A0A5N4DDZ1_CAMDR
OG0002053	sp|Q9DAR1|CLF2A_MOUSE, sp|Q9DAC0|CLF2B_MOUSE	tr|A0A5N4DRU4|A0A5N4DRU4_CAMDR
OG0002054	sp|Q8K0J2|B3GN7_MOUSE, sp|Q8VI16|B3GN9_MOUSE	tr|A0A5N4E5Q6|A0A5N4E5Q6_CAMDR
OG0002055	sp|Q8BYH7|TBC17_MOUSE	tr|A0A5N4E629|A0A5N4E629_CAMDR, tr|A0A5N4DU38|A0A5N4DU38_CAMDR
OG0002056	sp|Q8BGU5|CCNY_MOUSE, tr|D3YUJ3|D3YUJ3_MOUSE	tr|A0A5N4E8R4|A0A5N4E8R4_CAMDR
OG0002057	sp|Q8VE62|PAIP1_MOUSE	tr|A0A5N4EB98|A0A5N4EB98_CAMDR, tr|A0A5N4D0V2|A0A5N4D0V2_CAMDR
OG0002058	sp|O09118|NET1_MOUSE, sp|Q9R1A3|NET3_MOUSE	tr|A0A5N4D1D6|A0A5N4D1D6_CAMDR
OG0002059	sp|Q62093|SRSF2_MOUSE	tr|A0A5N4C139|A0A5N4C139_CAMDR, tr|A0A5N4D3C8|A0A5N4D3C8_CAMDR
OG0002060	tr|B2RS76|B2RS76_MOUSE	tr|A0A5N4E4Z4|A0A5N4E4Z4_CAMDR, tr|A0A5N4EL76|A0A5N4EL76_CAMDR
OG0002062	sp|O88819|FUT9_MOUSE	tr|A0A5N4DW43|A0A5N4DW43_CAMDR, tr|A0A5N4CJL4|A0A5N4CJL4_CAMDR
OG0002063	sp|P62806|H4_MOUSE	tr|A0A5N4CQB5|A0A5N4CQB5_CAMDR, tr|A0A5N4CRY0|A0A5N4CRY0_CAMDR
OG0002064	sp|B2RQC2|UBP42_MOUSE	tr|A0A5N4CFG3|A0A5N4CFG3_CAMDR, tr|A0A5N4CXX2|A0A5N4CXX2_CAMDR
OG0002065	sp|Q8BGB2|TTC7A_MOUSE, sp|E9Q6P5|TTC7B_MOUSE	tr|A0A5N4D834|A0A5N4D834_CAMDR
OG0002066	tr|B1AYM9|B1AYM9_MOUSE	tr|A0A5N4DDL4|A0A5N4DDL4_CAMDR, tr|A0A5N4DDF9|A0A5N4DDF9_CAMDR
OG0002067	sp|Q9D1C2|CBY1_MOUSE	tr|A0A5N4DFI6|A0A5N4DFI6_CAMDR, tr|A0A5N4EJJ1|A0A5N4EJJ1_CAMDR
OG0002068	sp|P07607|TYSY_MOUSE	tr|A0A5N4CHC7|A0A5N4CHC7_CAMDR, tr|A0A5N4DTB4|A0A5N4DTB4_CAMDR
OG0002069	sp|Q9Z2G0|FEM1B_MOUSE	tr|A0A5N4CE74|A0A5N4CE74_CAMDR, tr|A0A5N4DY04|A0A5N4DY04_CAMDR
OG0002070	sp|O08579|EMD_MOUSE	tr|A0A5N4DPC0|A0A5N4DPC0_CAMDR, tr|A0A5N4C3Q8|A0A5N4C3Q8_CAMDR
OG0002071	sp|Q9JMD0|ZN207_MOUSE	tr|A0A5N4C5F2|A0A5N4C5F2_CAMDR, tr|A0A5N4D5H5|A0A5N4D5H5_CAMDR
OG0002072	sp|P13595|NCAM1_MOUSE, sp|O35136|NCAM2_MOUSE	tr|A0A5N4C8S0|A0A5N4C8S0_CAMDR
OG0002073	sp|P23591|FCL_MOUSE	tr|A0A5N4CR49|A0A5N4CR49_CAMDR, tr|A0A5N4CIC9|A0A5N4CIC9_CAMDR
OG0002074	sp|Q9R1A8|COP1_MOUSE, sp|O35445|RNF5_MOUSE	tr|A0A5N4CS59|A0A5N4CS59_CAMDR
OG0002075	sp|Q8BND3|WDR35_MOUSE	tr|A0A5N4D756|A0A5N4D756_CAMDR, tr|A0A5N4D7A3|A0A5N4D7A3_CAMDR
OG0002076	sp|O70252|HMOX2_MOUSE, sp|P14901|HMOX1_MOUSE	tr|A0A5N4DGW5|A0A5N4DGW5_CAMDR
OG0002078	sp|Q64362|AKTIP_MOUSE	tr|A0A5N4DTN6|A0A5N4DTN6_CAMDR, tr|A0A5N4E2G3|A0A5N4E2G3_CAMDR
OG0002079	sp|O89110|CASP8_MOUSE	tr|A0A5N4E7N2|A0A5N4E7N2_CAMDR, tr|A0A5N4E842|A0A5N4E842_CAMDR
OG0002080	sp|Q5DT36|KLRI2_MOUSE, sp|B2KG20|KLRI1_MOUSE	tr|A0A5N4C624|A0A5N4C624_CAMDR
OG0002081	tr|Q6PCP3|Q6PCP3_MOUSE, sp|O09112|DUS8_MOUSE	tr|A0A5N4C6H1|A0A5N4C6H1_CAMDR
OG0002082	sp|O35608|ANGP2_MOUSE, sp|O08538|ANGP1_MOUSE	tr|A0A5N4CFG5|A0A5N4CFG5_CAMDR
OG0002083	sp|Q9CQM2|ERD22_MOUSE	tr|A0A5N4CX61|A0A5N4CX61_CAMDR, tr|A0A5N4DI74|A0A5N4DI74_CAMDR
OG0002084	sp|O55230|RA51D_MOUSE	tr|A0A5N4D1W6|A0A5N4D1W6_CAMDR, tr|A0A5N4D5W5|A0A5N4D5W5_CAMDR
OG0002085	sp|Q921Y0|MOB1A_MOUSE	tr|A0A5N4D7Q3|A0A5N4D7Q3_CAMDR, tr|A0A5N4EHE5|A0A5N4EHE5_CAMDR
OG0002087	sp|Q60676|PPP5_MOUSE	tr|A0A5N4DVG0|A0A5N4DVG0_CAMDR, tr|A0A5N4DV45|A0A5N4DV45_CAMDR
OG0002088	sp|A2AC93|DNAI2_MOUSE, sp|Q5U4F6|DC2I2_MOUSE	tr|A0A5N4E9X1|A0A5N4E9X1_CAMDR
OG0002089	sp|Q3TIR1|TPC13_MOUSE	tr|A0A5N4EDD1|A0A5N4EDD1_CAMDR, tr|A0A5N4C1C6|A0A5N4C1C6_CAMDR
OG0002090	sp|Q99MQ4|ASPN_MOUSE, sp|P28653|PGS1_MOUSE	tr|A0A5N4C2M5|A0A5N4C2M5_CAMDR
OG0002091	sp|P13864|DNMT1_MOUSE	tr|A0A5N4DX34|A0A5N4DX34_CAMDR, tr|A0A5N4CKX6|A0A5N4CKX6_CAMDR
OG0002092	sp|P18572|BASI_MOUSE	tr|A0A5N4CHG5|A0A5N4CHG5_CAMDR, tr|A0A5N4CMI0|A0A5N4CMI0_CAMDR
OG0002093	sp|Q62230|SN_MOUSE	tr|A0A5N4CVM2|A0A5N4CVM2_CAMDR, tr|A0A5N4CVM3|A0A5N4CVM3_CAMDR
OG0002094	sp|Q3USS3|DRC1_MOUSE	tr|A0A5N4D7S8|A0A5N4D7S8_CAMDR, tr|A0A5N4DWE6|A0A5N4DWE6_CAMDR
OG0002095	sp|Q91V76|CK054_MOUSE	tr|A0A5N4EH71|A0A5N4EH71_CAMDR, tr|A0A5N4DLL8|A0A5N4DLL8_CAMDR
OG0002096	sp|Q505D7|OPA3_MOUSE	tr|A0A5N4DRZ5|A0A5N4DRZ5_CAMDR, tr|A0A5N4DR69|A0A5N4DR69_CAMDR
OG0002097	sp|Q9Z0V7|TI17B_MOUSE	tr|A0A5N4C1B6|A0A5N4C1B6_CAMDR, tr|A0A5N4DRK4|A0A5N4DRK4_CAMDR
OG0002098	sp|P97447|FHL1_MOUSE, tr|Q8CDC8|Q8CDC8_MOUSE	tr|A0A5N4C3F9|A0A5N4C3F9_CAMDR
OG0002099	sp|O88992|C1QRF_MOUSE	tr|A0A5N4C5F1|A0A5N4C5F1_CAMDR, tr|A0A5N4D434|A0A5N4D434_CAMDR
OG0002100	sp|P70453|PDE7A_MOUSE, sp|Q9QXQ1|PDE7B_MOUSE	tr|A0A5N4CC98|A0A5N4CC98_CAMDR
OG0002101	sp|Q9DBN1|STR6L_MOUSE, sp|O70491|STRA6_MOUSE	tr|A0A5N4CE48|A0A5N4CE48_CAMDR
OG0002102	tr|A0A140T8K7|A0A140T8K7_MOUSE, tr|Q7TQT8|Q7TQT8_MOUSE	tr|A0A5N4CQV4|A0A5N4CQV4_CAMDR
OG0002103	sp|Q8BZ89|ZN322_MOUSE, tr|G3X952|G3X952_MOUSE	tr|A0A5N4CXG5|A0A5N4CXG5_CAMDR
OG0002104	sp|P37040|NCPR_MOUSE, sp|Q8BJM7|TYW1_MOUSE	tr|A0A5N4CXJ3|A0A5N4CXJ3_CAMDR
OG0002105	sp|Q8BTI8|SRRM2_MOUSE, sp|Q80WV7|SRRM3_MOUSE	tr|A0A5N4CXM3|A0A5N4CXM3_CAMDR
OG0002106	sp|P47774|CCR7_MOUSE, sp|Q9JL21|CCR10_MOUSE	tr|A0A5N4D3F0|A0A5N4D3F0_CAMDR
OG0002107	sp|Q6P539|F222B_MOUSE	tr|A0A5N4DXE5|A0A5N4DXE5_CAMDR, tr|A0A5N4D3Q3|A0A5N4D3Q3_CAMDR
OG0002108	sp|Q80TT2|BAIP3_MOUSE, sp|B2RUP2|UN13D_MOUSE	tr|A0A5N4D469|A0A5N4D469_CAMDR
OG0002110	sp|Q52KE7|CCNL1_MOUSE, sp|Q9JJA7|CCNL2_MOUSE	tr|A0A5N4DDY1|A0A5N4DDY1_CAMDR
OG0002111	tr|A0A2I3BPE8|A0A2I3BPE8_MOUSE	tr|A0A5N4DN72|A0A5N4DN72_CAMDR, tr|A0A5N4DNZ0|A0A5N4DNZ0_CAMDR
OG0002112	sp|Q9DBB8|DHDH_MOUSE	tr|A0A5N4DT64|A0A5N4DT64_CAMDR, tr|A0A5N4E5K7|A0A5N4E5K7_CAMDR
OG0002113	sp|P63147|UBE2B_MOUSE	tr|A0A5N4C2W0|A0A5N4C2W0_CAMDR, tr|A0A5N4EDD9|A0A5N4EDD9_CAMDR
OG0002114	sp|Q60932|VDAC1_MOUSE	tr|A0A5N4EEB4|A0A5N4EEB4_CAMDR, tr|A0A5N4D4P5|A0A5N4D4P5_CAMDR
OG0002115	sp|Q91YE2|EGLN2_MOUSE	tr|A0A5N4DSC4|A0A5N4DSC4_CAMDR, tr|A0A5N4C5F7|A0A5N4C5F7_CAMDR
OG0002116	sp|B7ZWI3|TMM92_MOUSE	tr|A0A5N4D1G7|A0A5N4D1G7_CAMDR, tr|A0A5N4D1B8|A0A5N4D1B8_CAMDR
OG0002117	sp|Q5NBU8|XAF1_MOUSE	tr|A0A5N4D3R7|A0A5N4D3R7_CAMDR, tr|A0A5N4D301|A0A5N4D301_CAMDR
OG0002118	sp|Q9CR68|UCRI_MOUSE	tr|A0A5N4DD90|A0A5N4DD90_CAMDR, tr|A0A5N4DV04|A0A5N4DV04_CAMDR
OG0002119	sp|Q07243|MTF1_MOUSE, sp|Q19A41|KLF14_MOUSE	tr|A0A5N4DYJ4|A0A5N4DYJ4_CAMDR
OG0002120	sp|O88186|GPIX_MOUSE, sp|P59034|LRRC3_MOUSE	tr|A0A5N4EJB6|A0A5N4EJB6_CAMDR
OG0002121	sp|Q63850|NUP62_MOUSE	tr|A0A5N4DU64|A0A5N4DU64_CAMDR, tr|A0A5N4C0R5|A0A5N4C0R5_CAMDR
OG0002122	sp|A6X935|ITIH4_MOUSE	tr|A0A5N4D0L7|A0A5N4D0L7_CAMDR, tr|A0A5N4C3B2|A0A5N4C3B2_CAMDR
OG0002123	sp|Q80XH1|KXDL1_MOUSE	tr|A0A5N4CTM9|A0A5N4CTM9_CAMDR, tr|A0A5N4CJQ1|A0A5N4CJQ1_CAMDR
OG0002124	sp|Q9JM05|PIAS4_MOUSE, sp|O54714|PIAS3_MOUSE	tr|A0A5N4CQ06|A0A5N4CQ06_CAMDR
OG0002125	sp|P01173|WAP_MOUSE, sp|P97430|SLPI_MOUSE	tr|A0A5N4CV45|A0A5N4CV45_CAMDR
OG0002126	sp|Q9CR11|YETS4_MOUSE	tr|A0A5N4DHQ6|A0A5N4DHQ6_CAMDR, tr|A0A5N4DHB3|A0A5N4DHB3_CAMDR
OG0002127	sp|A2A259|PK2L1_MOUSE, sp|Q9JLG4|PK2L2_MOUSE	tr|A0A5N4DKP6|A0A5N4DKP6_CAMDR
OG0002129	sp|Q9QY05|INSL6_MOUSE	tr|A0A5N4E9F5|A0A5N4E9F5_CAMDR, tr|A0A5N4E9S7|A0A5N4E9S7_CAMDR
OG0002130	sp|Q91ZZ5|RXFP2_MOUSE, sp|Q6R6I7|RXFP1_MOUSE	tr|A0A5N4EH53|A0A5N4EH53_CAMDR
OG0002131	sp|Q08652|RET2_MOUSE	tr|A0A5N4EKP4|A0A5N4EKP4_CAMDR, tr|A0A5N4EGZ6|A0A5N4EGZ6_CAMDR
OG0002132	sp|Q9DCU2|PLLP_MOUSE	tr|A0A5N4DQJ9|A0A5N4DQJ9_CAMDR, tr|A0A5N4C5I0|A0A5N4C5I0_CAMDR
OG0002133	sp|Q9CQ91|NDUA3_MOUSE	tr|A0A5N4DVI5|A0A5N4DVI5_CAMDR, tr|A0A5N4CSU0|A0A5N4CSU0_CAMDR
OG0002134	sp|Q9D6J4|NECA3_MOUSE, sp|Q8BG18|NECA1_MOUSE	tr|A0A5N4CUB4|A0A5N4CUB4_CAMDR
OG0002135	sp|Q9CYQ7|NARF_MOUSE, sp|Q7TMW6|CIAO3_MOUSE	tr|A0A5N4D698|A0A5N4D698_CAMDR
OG0002136	sp|Q3ULG3|SRARP_MOUSE	tr|A0A5N4DDW7|A0A5N4DDW7_CAMDR, tr|A0A5N4CQW8|A0A5N4CQW8_CAMDR
OG0002137	sp|B9EJ86|OSBL8_MOUSE, sp|Q9ER64|OSBL5_MOUSE	tr|A0A5N4DGN2|A0A5N4DGN2_CAMDR
OG0002138	sp|P02104|HBE_MOUSE	tr|A0A5N4DMW5|A0A5N4DMW5_CAMDR, tr|A0A5N4DMR3|A0A5N4DMR3_CAMDR
OG0002139	sp|Q8R3U1|PLAT3_MOUSE	tr|A0A5N4DNK4|A0A5N4DNK4_CAMDR, tr|A0A5N4DNI2|A0A5N4DNI2_CAMDR
OG0002140	sp|P14148|RL7_MOUSE	tr|A0A5N4CCF6|A0A5N4CCF6_CAMDR, tr|A0A5N4DYZ3|A0A5N4DYZ3_CAMDR
OG0002141	sp|Q66LM6|F170A_MOUSE	tr|A0A5N4EBL8|A0A5N4EBL8_CAMDR, tr|A0A5N4EDM0|A0A5N4EDM0_CAMDR
OG0002142	sp|Q8VIG1|REST_MOUSE	tr|A0A5N4EGG9|A0A5N4EGG9_CAMDR, tr|A0A5N4EGI8|A0A5N4EGI8_CAMDR
OG0002144	sp|Q9JLJ5|ELOV1_MOUSE	tr|A0A5N4DCC7|A0A5N4DCC7_CAMDR, tr|A0A5N4C5U8|A0A5N4C5U8_CAMDR
OG0002145	sp|Q80ZE4|PAQR7_MOUSE	tr|A0A5N4DD08|A0A5N4DD08_CAMDR, tr|A0A5N4CAV9|A0A5N4CAV9_CAMDR
OG0002146	sp|Q8CD60|INSY1_MOUSE	tr|A0A5N4CFM8|A0A5N4CFM8_CAMDR, tr|A0A5N4CEP3|A0A5N4CEP3_CAMDR
OG0002147	sp|Q9JMK0|B4GT5_MOUSE, sp|Q9WVK5|B4GT6_MOUSE	tr|A0A5N4CHK6|A0A5N4CHK6_CAMDR
OG0002148	sp|Q91YL2|RN126_MOUSE, sp|Q9D0C1|RN115_MOUSE	tr|A0A5N4CMK9|A0A5N4CMK9_CAMDR
OG0002149	sp|P27512|TNR5_MOUSE, sp|P47741|TNR4_MOUSE	tr|A0A5N4CUU6|A0A5N4CUU6_CAMDR
OG0002150	sp|A2BFL2|ZY11A_MOUSE, sp|Q3UFS0|ZY11B_MOUSE	tr|A0A5N4DCE7|A0A5N4DCE7_CAMDR
OG0002151	sp|Q3UNH4|GRIN1_MOUSE, tr|A0A2I3BRN2|A0A2I3BRN2_MOUSE	tr|A0A5N4DIG8|A0A5N4DIG8_CAMDR
OG0002152	sp|Q9D244|RNAS6_MOUSE	tr|A0A5N4E2R4|A0A5N4E2R4_CAMDR, tr|A0A5N4E1E3|A0A5N4E1E3_CAMDR
OG0002153	sp|Q61490|CD166_MOUSE, sp|Q3U0X8|TACT_MOUSE	tr|A0A5N4EK20|A0A5N4EK20_CAMDR
OG0002154	sp|Q60668|HNRPD_MOUSE	tr|A0A5N4EFP9|A0A5N4EFP9_CAMDR, tr|A0A5N4C3G5|A0A5N4C3G5_CAMDR
OG0002155	sp|Q8K1S7|KREM2_MOUSE, sp|Q99N43|KREM1_MOUSE	tr|A0A5N4CA86|A0A5N4CA86_CAMDR
OG0002156	sp|Q9ESC8|AFF4_MOUSE, sp|P51827|AFF3_MOUSE	tr|A0A5N4CDZ6|A0A5N4CDZ6_CAMDR
OG0002157	sp|Q66JV4|R12BB_MOUSE, sp|Q80YR9|R12BA_MOUSE	tr|A0A5N4CG70|A0A5N4CG70_CAMDR
OG0002158	tr|Q0VGU8|Q0VGU8_MOUSE, sp|Q80ZU7|BPIB3_MOUSE	tr|A0A5N4CUI0|A0A5N4CUI0_CAMDR
OG0002160	sp|Q99JI6|RAP1B_MOUSE	tr|A0A5N4DTX0|A0A5N4DTX0_CAMDR, tr|A0A5N4DGN1|A0A5N4DGN1_CAMDR
OG0002161	sp|Q9WU66|SFRP5_MOUSE	tr|A0A5N4D0H1|A0A5N4D0H1_CAMDR, tr|A0A5N4DLC6|A0A5N4DLC6_CAMDR
OG0002163	sp|Q6ZQ06|CE162_MOUSE	tr|A0A5N4CUP9|A0A5N4CUP9_CAMDR, tr|A0A5N4DWB8|A0A5N4DWB8_CAMDR
OG0002164	sp|Q8C7G5|APOA5_MOUSE	tr|A0A5N4C7G0|A0A5N4C7G0_CAMDR, tr|A0A5N4C7B4|A0A5N4C7B4_CAMDR
OG0002165	sp|Q9WV93|HEY1_MOUSE, sp|Q9DBX7|HEYL_MOUSE	tr|A0A5N4CC79|A0A5N4CC79_CAMDR
OG0002166	sp|O54775|CCN4_MOUSE, sp|D3Z5L9|CCN6_MOUSE	tr|A0A5N4CGN7|A0A5N4CGN7_CAMDR
OG0002167	sp|Q99N94|RM09_MOUSE	tr|A0A5N4EBG5|A0A5N4EBG5_CAMDR, tr|A0A5N4CPN3|A0A5N4CPN3_CAMDR
OG0002168	sp|Q9DC11|PXDC2_MOUSE, sp|Q91ZV7|PLDX1_MOUSE	tr|A0A5N4D1A1|A0A5N4D1A1_CAMDR
OG0002169	sp|P62259|1433E_MOUSE	tr|A0A5N4D5S2|A0A5N4D5S2_CAMDR, tr|A0A5N4C5M4|A0A5N4C5M4_CAMDR
OG0002170	sp|P59111|KCNH8_MOUSE, tr|A2A5F7|A2A5F7_MOUSE	tr|A0A5N4D6H4|A0A5N4D6H4_CAMDR
OG0002171	sp|Q8BYM8|SYCM_MOUSE, sp|Q9ER72|SYCC_MOUSE	tr|A0A5N4DA73|A0A5N4DA73_CAMDR
OG0002172	sp|Q6PZD9|CEBPE_MOUSE, sp|Q00322|CEBPD_MOUSE	tr|A0A5N4E1I5|A0A5N4E1I5_CAMDR
OG0002173	sp|Q9EQH2|ERAP1_MOUSE	tr|A0A5N4EC01|A0A5N4EC01_CAMDR, tr|A0A5N4ED08|A0A5N4ED08_CAMDR
OG0002174	sp|Q8BX10|PGAM5_MOUSE	tr|A0A5N4C9T2|A0A5N4C9T2_CAMDR, tr|A0A5N4C5D1|A0A5N4C5D1_CAMDR
OG0002175	sp|Q9QZM9|FBX16_MOUSE, sp|Q8BIA4|FBXW8_MOUSE	tr|A0A5N4CAU7|A0A5N4CAU7_CAMDR
OG0002176	sp|Q61475|DAF1_MOUSE, sp|Q61476|DAF2_MOUSE	tr|A0A5N4CI10|A0A5N4CI10_CAMDR
OG0002177	sp|Q8R1M8|MPTX_MOUSE, tr|D3YYJ7|D3YYJ7_MOUSE	tr|A0A5N4CP55|A0A5N4CP55_CAMDR
OG0002178	tr|A0A0U1RPM1|A0A0U1RPM1_MOUSE, sp|Q61885|MOG_MOUSE	tr|A0A5N4CT17|A0A5N4CT17_CAMDR
OG0002179	sp|Q9Z0H6|CST9_MOUSE	tr|A0A5N4CVC8|A0A5N4CVC8_CAMDR, tr|A0A5N4CVE2|A0A5N4CVE2_CAMDR
OG0002180	sp|O54839|EOMES_MOUSE	tr|A0A5N4D0J5|A0A5N4D0J5_CAMDR, tr|A0A5N4D0M8|A0A5N4D0M8_CAMDR
OG0002181	sp|Q8VHK1|CSKI2_MOUSE, sp|Q6P9K8|CSKI1_MOUSE	tr|A0A5N4D2F2|A0A5N4D2F2_CAMDR
OG0002182	sp|Q64310|SURF4_MOUSE	tr|A0A5N4D9V5|A0A5N4D9V5_CAMDR, tr|A0A5N4E8J0|A0A5N4E8J0_CAMDR
OG0002183	sp|Q8VEM8|MPCP_MOUSE	tr|A0A5N4DB58|A0A5N4DB58_CAMDR, tr|A0A5N4DGG7|A0A5N4DGG7_CAMDR
OG0002184	sp|Q9D702|TMM52_MOUSE, sp|Q0VBF2|TM52B_MOUSE	tr|A0A5N4DCT7|A0A5N4DCT7_CAMDR
OG0002185	sp|Q9DCC7|ISC2B_MOUSE, sp|P85094|ISC2A_MOUSE	tr|A0A5N4DQV2|A0A5N4DQV2_CAMDR
OG0002186	sp|Q9DAS1|CKLF_MOUSE	tr|A0A5N4DSA2|A0A5N4DSA2_CAMDR, tr|A0A5N4DRX9|A0A5N4DRX9_CAMDR
OG0002187	sp|O54946|DNJB6_MOUSE	tr|A0A5N4D4W3|A0A5N4D4W3_CAMDR, tr|A0A5N4DZM4|A0A5N4DZM4_CAMDR
OG0002188	sp|Q9D1R9|RL34_MOUSE	tr|A0A5N4E062|A0A5N4E062_CAMDR, tr|A0A5N4EFD6|A0A5N4EFD6_CAMDR
OG0002190	sp|Q60980|KLF3_MOUSE	tr|A0A5N4EIG1|A0A5N4EIG1_CAMDR, tr|A0A5N4DD72|A0A5N4DD72_CAMDR
OG0002192	sp|Q920Q6|MSI2H_MOUSE, sp|Q61474|MSI1H_MOUSE	tr|A0A5N4C9C1|A0A5N4C9C1_CAMDR
OG0002193	sp|P34022|RANG_MOUSE, sp|Q9ERU9|RBP2_MOUSE	tr|A0A5N4CD47|A0A5N4CD47_CAMDR
