Orthogroup	Mus_musculus	Equus_asinus_asinus
OG0001023	sp|Q80TR1|AGRL1_MOUSE	tr|A0A8C4M7A4|A0A8C4M7A4_EQUAS
OG0001023	sp|Q8JZZ7|AGRL2_MOUSE	tr|A0A8C4MB23|A0A8C4MB23_EQUAS
OG0001024	sp|Q9R0W9|ACHA6_MOUSE	tr|A0A8C4M6S7|A0A8C4M6S7_EQUAS
OG0001024	sp|Q8R4G9|ACHA3_MOUSE	tr|A0A8C4MAC9|A0A8C4MAC9_EQUAS
OG0001025	tr|Q9D7L5|Q9D7L5_MOUSE, sp|Q6P5H6|FRMD5_MOUSE, sp|Q8BHD4|FRMD3_MOUSE	tr|A0A8C4MD01|A0A8C4MD01_EQUAS
OG0001026	sp|Q8BPC6|IDHG2_MOUSE	tr|A0A8C4M8R5|A0A8C4M8R5_EQUAS
OG0001026	sp|P70404|IDHG1_MOUSE	tr|A0A8C4MLR7|A0A8C4MLR7_EQUAS
OG0001027	sp|Q9JJ04|B4GT4_MOUSE	tr|A0A8C4LMH1|A0A8C4LMH1_EQUAS, tr|A0A8C4M367|A0A8C4M367_EQUAS, tr|A0A8C4MNK1|A0A8C4MNK1_EQUAS
OG0001028	sp|Q924X2|CPT1B_MOUSE	tr|A0A8C4MWY2|A0A8C4MWY2_EQUAS
OG0001028	sp|P97742|CPT1A_MOUSE	tr|A0A8C4LPD9|A0A8C4LPD9_EQUAS
OG0001029	sp|Q8K288|TP8L1_MOUSE	tr|A0A8C4MXM1|A0A8C4MXM1_EQUAS
OG0001029	sp|Q921Z5|TFIP8_MOUSE	tr|A0A8C4MCF6|A0A8C4MCF6_EQUAS
OG0001030	tr|Q8VH14|Q8VH14_MOUSE, tr|Q8VGX7|Q8VGX7_MOUSE	tr|A0A8C4PFF6|A0A8C4PFF6_EQUAS, tr|A0A8C4KSM6|A0A8C4KSM6_EQUAS
OG0001031	sp|Q4KUS2|UN13A_MOUSE	tr|A0A8C4LDH8|A0A8C4LDH8_EQUAS
OG0001031	sp|Q9Z1N9|UN13B_MOUSE	tr|A0A8C4M892|A0A8C4M892_EQUAS
OG0001032	sp|P42230|STA5A_MOUSE	tr|A0A8C4LPF0|A0A8C4LPF0_EQUAS
OG0001032	sp|P42232|STA5B_MOUSE	tr|A0A8C4LPC7|A0A8C4LPC7_EQUAS
OG0001033	sp|Q149F3|ERF3B_MOUSE	tr|A0A8C4MIE5|A0A8C4MIE5_EQUAS
OG0001033	sp|Q8R050|ERF3A_MOUSE	tr|A0A8C4LTE0|A0A8C4LTE0_EQUAS
OG0001034	sp|D0G895|ACE3_MOUSE	tr|A0A8C4PNN1|A0A8C4PNN1_EQUAS
OG0001034	sp|P09470|ACE_MOUSE	tr|A0A8C4M1P9|A0A8C4M1P9_EQUAS
OG0001035	sp|Q9CZW4|ACSL3_MOUSE	tr|A0A8C4M223|A0A8C4M223_EQUAS
OG0001035	sp|Q9QUJ7|ACSL4_MOUSE	tr|A0A8C4LGT3|A0A8C4LGT3_EQUAS
OG0001036	sp|P56501|UCP3_MOUSE	tr|A0A8C4MG22|A0A8C4MG22_EQUAS
OG0001036	sp|P70406|UCP2_MOUSE	tr|A0A8C4MGB0|A0A8C4MGB0_EQUAS
OG0001037	sp|A2AHC3|CAMP1_MOUSE	tr|A0A8C4MHG2|A0A8C4MHG2_EQUAS, tr|A0A8C4LSA9|A0A8C4LSA9_EQUAS, tr|A0A8C4LT19|A0A8C4LT19_EQUAS
OG0001038	sp|P98200|AT8A2_MOUSE	tr|A0A8C4MXT2|A0A8C4MXT2_EQUAS
OG0001038	sp|P70704|AT8A1_MOUSE	tr|A0A8C4LKI6|A0A8C4LKI6_EQUAS
OG0001040	sp|Q62086|PON2_MOUSE	tr|A0A8C4MTB5|A0A8C4MTB5_EQUAS
OG0001040	sp|P52430|PON1_MOUSE	tr|A0A8C4N0L9|A0A8C4N0L9_EQUAS
OG0001041	sp|Q9D1P0|RM13_MOUSE	tr|A0A8C4PET6|A0A8C4PET6_EQUAS, tr|A0A8C4MXY8|A0A8C4MXY8_EQUAS, tr|A0A8C4L3M0|A0A8C4L3M0_EQUAS
OG0001042	sp|P27046|MA2A1_MOUSE	tr|A0A8C4M8A2|A0A8C4M8A2_EQUAS
OG0001042	sp|Q8BRK9|MA2A2_MOUSE	tr|A0A8C4PJ34|A0A8C4PJ34_EQUAS
OG0001043	sp|Q60930|VDAC2_MOUSE	tr|A0A8C4N0F2|A0A8C4N0F2_EQUAS, tr|A0A8C4LJZ9|A0A8C4LJZ9_EQUAS, tr|A0A8C4KYZ5|A0A8C4KYZ5_EQUAS
OG0001044	sp|O55017|CAC1B_MOUSE	tr|A0A8C4M825|A0A8C4M825_EQUAS
OG0001044	sp|P97445|CAC1A_MOUSE	tr|A0A8C4L394|A0A8C4L394_EQUAS
OG0001045	sp|P25444|RS2_MOUSE	tr|A0A8C4M2S9|A0A8C4M2S9_EQUAS, tr|A0A8C4MKE3|A0A8C4MKE3_EQUAS, tr|A0A8C4L6S3|A0A8C4L6S3_EQUAS
OG0001046	sp|Q8C7M3|TRIM9_MOUSE	tr|A0A8C4LH67|A0A8C4LH67_EQUAS
OG0001046	sp|Q505D9|TRI67_MOUSE	tr|A0A8C4M169|A0A8C4M169_EQUAS
OG0001047	sp|Q9Z2V4|PCKGC_MOUSE	tr|A0A8C4MY11|A0A8C4MY11_EQUAS
OG0001047	sp|Q8BH04|PCKGM_MOUSE	tr|A0A8C4PMQ3|A0A8C4PMQ3_EQUAS
OG0001048	sp|Q9R0P6|SC11A_MOUSE	tr|A0A8C4LI96|A0A8C4LI96_EQUAS
OG0001048	sp|Q9D8V7|SC11C_MOUSE	tr|A0A8C4L2W3|A0A8C4L2W3_EQUAS
OG0001049	sp|Q504M8|RAB26_MOUSE	tr|A0A8C4LDR0|A0A8C4LDR0_EQUAS
OG0001049	sp|Q9JKM7|RAB37_MOUSE	tr|A0A8C4MLU5|A0A8C4MLU5_EQUAS
OG0001050	sp|Q3TNH5|F172A_MOUSE	tr|A0A8C4LYH2|A0A8C4LYH2_EQUAS, tr|A0A8C4LS90|A0A8C4LS90_EQUAS, tr|A0A8C4MMC4|A0A8C4MMC4_EQUAS
OG0001051	sp|Q8BZL8|LMO3_MOUSE	tr|A0A8C4MB48|A0A8C4MB48_EQUAS
OG0001051	sp|Q924W9|RBTN1_MOUSE	tr|A0A8C4PGR7|A0A8C4PGR7_EQUAS
OG0001052	sp|Q9R0M0|CELR2_MOUSE	tr|A0A8C4L4W6|A0A8C4L4W6_EQUAS
OG0001052	sp|O35161|CELR1_MOUSE	tr|A0A8C4PUV6|A0A8C4PUV6_EQUAS
OG0001053	sp|P62080|TSN5_MOUSE	tr|A0A8C4LRI3|A0A8C4LRI3_EQUAS
OG0001053	sp|Q9D7W4|TSN17_MOUSE	tr|A0A8C4LVB3|A0A8C4LVB3_EQUAS
OG0001054	sp|Q9Z1K8|YLAT1_MOUSE	tr|A0A8C4M3F2|A0A8C4M3F2_EQUAS
OG0001054	sp|Q8BGK6|YLAT2_MOUSE	tr|A0A8C4MR15|A0A8C4MR15_EQUAS
OG0001055	sp|Q5RJI5|BRSK1_MOUSE	tr|A0A8C4N1R9|A0A8C4N1R9_EQUAS
OG0001055	sp|Q69Z98|BRSK2_MOUSE	tr|A0A8C4M6G8|A0A8C4M6G8_EQUAS
OG0001056	sp|Q9Z1M4|KS6B2_MOUSE	tr|A0A8C4LDN1|A0A8C4LDN1_EQUAS
OG0001056	sp|Q8BSK8|KS6B1_MOUSE	tr|A0A8C4KYL6|A0A8C4KYL6_EQUAS
OG0001057	sp|Q8R043|SIM29_MOUSE	tr|A0A8C4L0G2|A0A8C4L0G2_EQUAS, tr|A0A8C4LDQ9|A0A8C4LDQ9_EQUAS, tr|A0A8C4MTH7|A0A8C4MTH7_EQUAS
OG0001058	sp|Q9JI11|STK4_MOUSE	tr|A0A8C4NAN0|A0A8C4NAN0_EQUAS
OG0001058	sp|Q9JI10|STK3_MOUSE	tr|A0A8C4L1B9|A0A8C4L1B9_EQUAS
OG0001059	sp|Q8CFI2|UB2R1_MOUSE, tr|A0A140T8I4|A0A140T8I4_MOUSE, sp|Q6ZWZ2|UB2R2_MOUSE	tr|A0A8C4L457|A0A8C4L457_EQUAS
OG0001060	tr|E9Q1L6|E9Q1L6_MOUSE, tr|F8VQB1|F8VQB1_MOUSE	tr|A0A8C4L5A4|A0A8C4L5A4_EQUAS, tr|A0A8C4L5B3|A0A8C4L5B3_EQUAS
OG0001061	sp|P48193|EPB41_MOUSE	tr|A0A8C4LWI5|A0A8C4LWI5_EQUAS
OG0001061	sp|O70318|E41L2_MOUSE	tr|A0A8C4PLG9|A0A8C4PLG9_EQUAS
OG0001062	sp|A2AIG8|1A1L1_MOUSE	tr|A0A8C4M8Q5|A0A8C4M8Q5_EQUAS
OG0001062	sp|Q3UX83|1A1L2_MOUSE	tr|A0A8C4M675|A0A8C4M675_EQUAS
OG0001063	sp|O88704|HCN1_MOUSE	tr|A0A8C4M1F7|A0A8C4M1F7_EQUAS
OG0001063	sp|O88703|HCN2_MOUSE	tr|A0A8C4MV80|A0A8C4MV80_EQUAS
OG0001064	sp|Q9D7J7|CPNS2_MOUSE	tr|A0A8C4PNV3|A0A8C4PNV3_EQUAS
OG0001064	sp|O88456|CPNS1_MOUSE	tr|A0A8C4L2X7|A0A8C4L2X7_EQUAS
OG0001065	sp|P59823|IRPL1_MOUSE	tr|A0A8C4KR71|A0A8C4KR71_EQUAS
OG0001065	sp|Q9ERS6|IRPL2_MOUSE	tr|A0A8C4L0N3|A0A8C4L0N3_EQUAS
OG0001066	sp|Q8BGI3|INSI1_MOUSE	tr|A0A8C4KVB4|A0A8C4KVB4_EQUAS
OG0001066	sp|Q91WG1|INSI2_MOUSE	tr|A0A8C4L160|A0A8C4L160_EQUAS
OG0001067	sp|A1L314|MPEG1_MOUSE	tr|A0A8C4KX21|A0A8C4KX21_EQUAS
OG0001067	tr|Q5RKV8|Q5RKV8_MOUSE	tr|A0A8C4L0E0|A0A8C4L0E0_EQUAS
OG0001068	sp|Q9QZD5|RAE2_MOUSE	tr|A0A8C4L295|A0A8C4L295_EQUAS
OG0001068	sp|Q9QXG2|RAE1_MOUSE	tr|A0A8C4L277|A0A8C4L277_EQUAS
OG0001069	sp|Q9WVP9|MX2_MOUSE, sp|Q3UD61|MX1_MOUSE	tr|A0A8C4L3S5|A0A8C4L3S5_EQUAS, tr|A0A8C4LHB5|A0A8C4LHB5_EQUAS
OG0001070	sp|Q921L8|GLT11_MOUSE	tr|A0A8C4L4C8|A0A8C4L4C8_EQUAS
OG0001070	sp|Q9D4M9|GLTL5_MOUSE	tr|A0A8C4L2B8|A0A8C4L2B8_EQUAS
OG0001071	sp|Q8BMF3|MAON_MOUSE	tr|A0A8C4LX23|A0A8C4LX23_EQUAS
OG0001071	sp|P06801|MAOX_MOUSE	tr|A0A8C4L6P1|A0A8C4L6P1_EQUAS
OG0001072	sp|Q8C0S4|TT21A_MOUSE	tr|A0A8C4LJ71|A0A8C4LJ71_EQUAS
OG0001072	sp|Q0HA38|TT21B_MOUSE	tr|A0A8C4N061|A0A8C4N061_EQUAS
OG0001073	sp|Q91WS0|CISD1_MOUSE	tr|A0A8C4L4X4|A0A8C4L4X4_EQUAS, tr|A0A8C4MK81|A0A8C4MK81_EQUAS, tr|A0A8C4M453|A0A8C4M453_EQUAS
OG0001074	sp|P97820|M4K4_MOUSE	tr|A0A8C4MUL0|A0A8C4MUL0_EQUAS
OG0001074	sp|P83510|TNIK_MOUSE	tr|A0A8C4MMG9|A0A8C4MMG9_EQUAS
OG0001075	tr|A2AEI7|A2AEI7_MOUSE	tr|A0A8C4LHC0|A0A8C4LHC0_EQUAS
OG0001075	sp|Q01755|TCP11_MOUSE	tr|A0A8C4N2E7|A0A8C4N2E7_EQUAS
OG0001076	sp|Q8BGJ9|U2AF4_MOUSE	tr|A0A8C4L056|A0A8C4L056_EQUAS
OG0001076	sp|Q9D883|U2AF1_MOUSE	tr|A0A8C4PFS9|A0A8C4PFS9_EQUAS
OG0001077	tr|A0A1L1SQU7|A0A1L1SQU7_MOUSE	tr|A0A8C4MSK4|A0A8C4MSK4_EQUAS
OG0001077	sp|Q8BNA6|FAT3_MOUSE	tr|A0A8C4PN43|A0A8C4PN43_EQUAS
OG0001078	sp|P01027|CO3_MOUSE	tr|A0A8C4L316|A0A8C4L316_EQUAS, tr|A0A8C4L1G9|A0A8C4L1G9_EQUAS, tr|A0A8C4L0A4|A0A8C4L0A4_EQUAS
OG0001079	sp|Q9WVH6|ANGP4_MOUSE	tr|A0A8C4L2F4|A0A8C4L2F4_EQUAS
OG0001079	sp|O08538|ANGP1_MOUSE	tr|A0A8C4KS14|A0A8C4KS14_EQUAS
OG0001080	sp|Q9EPK7|XPO7_MOUSE	tr|A0A8C4PSY3|A0A8C4PSY3_EQUAS
OG0001080	sp|Q99NF8|RBP17_MOUSE	tr|A0A8C4LY48|A0A8C4LY48_EQUAS
OG0001081	sp|Q9Z130|HNRDL_MOUSE	tr|A0A8C4MAC7|A0A8C4MAC7_EQUAS
OG0001081	tr|Q9D3U4|Q9D3U4_MOUSE	tr|A0A8C4LZ98|A0A8C4LZ98_EQUAS
OG0001082	sp|Q689Z5|SBNO1_MOUSE	tr|A0A8C4M6V6|A0A8C4M6V6_EQUAS
OG0001082	sp|Q7TNB8|SBNO2_MOUSE	tr|A0A8C4MSZ3|A0A8C4MSZ3_EQUAS
OG0001083	sp|O54784|DAPK3_MOUSE	tr|A0A8C4MV18|A0A8C4MV18_EQUAS
OG0001083	sp|Q8VDF3|DAPK2_MOUSE	tr|A0A8C4LAG7|A0A8C4LAG7_EQUAS
OG0001084	sp|Q8BH44|COR2B_MOUSE	tr|A0A8C4LBH3|A0A8C4LBH3_EQUAS
OG0001084	sp|Q8C0P5|COR2A_MOUSE	tr|A0A8C4MWE5|A0A8C4MWE5_EQUAS
OG0001085	sp|Q5PRF0|HTR5A_MOUSE	tr|A0A8C4LDF8|A0A8C4LDF8_EQUAS
OG0001085	sp|Q8C547|HTR5B_MOUSE	tr|A0A8C4PJT2|A0A8C4PJT2_EQUAS
OG0001086	sp|P46467|VPS4B_MOUSE	tr|A0A8C4KXS4|A0A8C4KXS4_EQUAS
OG0001086	sp|Q8VEJ9|VPS4A_MOUSE	tr|A0A8C4MSK0|A0A8C4MSK0_EQUAS
OG0001087	tr|Q8R255|Q8R255_MOUSE	tr|A0A8C4PHJ0|A0A8C4PHJ0_EQUAS, tr|A0A8C4L468|A0A8C4L468_EQUAS, tr|A0A8C4LCN2|A0A8C4LCN2_EQUAS
OG0001088	sp|Q6NXK8|ASIC1_MOUSE	tr|A0A8C4PHF0|A0A8C4PHF0_EQUAS
OG0001088	sp|Q925H0|ASIC2_MOUSE	tr|A0A8C4LSM0|A0A8C4LSM0_EQUAS
OG0001089	sp|Q8R4U6|TOP1M_MOUSE	tr|A0A8C4LUK9|A0A8C4LUK9_EQUAS
OG0001089	sp|Q04750|TOP1_MOUSE	tr|A0A8C4N279|A0A8C4N279_EQUAS
OG0001090	sp|Q91V24|ABCA7_MOUSE	tr|A0A8C4MU85|A0A8C4MU85_EQUAS
OG0001090	sp|P41233|ABCA1_MOUSE	tr|A0A8C4N4W0|A0A8C4N4W0_EQUAS
OG0001091	sp|D3Z7P3|GLSK_MOUSE	tr|A0A8C4MQQ3|A0A8C4MQQ3_EQUAS
OG0001091	sp|Q571F8|GLSL_MOUSE	tr|A0A8C4PIP9|A0A8C4PIP9_EQUAS
OG0001092	sp|A6X919|D19L1_MOUSE	tr|A0A8C4L6P2|A0A8C4L6P2_EQUAS
OG0001092	sp|P0CW70|D19L2_MOUSE	tr|A0A8C4L7W2|A0A8C4L7W2_EQUAS
OG0001093	sp|P00860|DCOR_MOUSE	tr|A0A8C4KQT4|A0A8C4KQT4_EQUAS, tr|A0A8C4L6Y5|A0A8C4L6Y5_EQUAS, tr|A0A8C4LZP1|A0A8C4LZP1_EQUAS
OG0001094	sp|Q2VPD4|BMAL2_MOUSE	tr|A0A8C4LCY5|A0A8C4LCY5_EQUAS
OG0001094	sp|Q9WTL8|BMAL1_MOUSE	tr|A0A8C4LAD3|A0A8C4LAD3_EQUAS
OG0001095	sp|Q922Q1|MARC2_MOUSE	tr|A0A8C4LCX2|A0A8C4LCX2_EQUAS
OG0001095	sp|Q9CW42|MARC1_MOUSE	tr|A0A8C4LJD3|A0A8C4LJD3_EQUAS
OG0001096	sp|Q8K0T4|KATL1_MOUSE	tr|A0A8C4MV93|A0A8C4MV93_EQUAS
OG0001096	sp|Q9WV86|KTNA1_MOUSE	tr|A0A8C4LM70|A0A8C4LM70_EQUAS
OG0001097	sp|A2AF53|T185A_MOUSE	tr|A0A8C4MK58|A0A8C4MK58_EQUAS
OG0001097	sp|Q8R3R5|T185B_MOUSE	tr|A0A8C4M7G0|A0A8C4M7G0_EQUAS
OG0001098	sp|Q9JME5|AP3B2_MOUSE	tr|A0A8C4LE15|A0A8C4LE15_EQUAS
OG0001098	sp|Q9Z1T1|AP3B1_MOUSE	tr|A0A8C4KWH6|A0A8C4KWH6_EQUAS
OG0001100	sp|Q7TST0|BTNL1_MOUSE, tr|A2CG29|A2CG29_MOUSE, tr|A2CG22|A2CG22_MOUSE	tr|A0A8C4M2P1|A0A8C4M2P1_EQUAS
OG0001102	tr|B2RY53|B2RY53_MOUSE	tr|A0A8C4LYF5|A0A8C4LYF5_EQUAS
OG0001102	sp|Q9CPR4|RL17_MOUSE	tr|A0A8C4PI67|A0A8C4PI67_EQUAS
OG0001103	sp|O35409|FOLH1_MOUSE	tr|A0A8C4M6Z8|A0A8C4M6Z8_EQUAS
OG0001103	sp|Q9CZR2|NALD2_MOUSE	tr|A0A8C4PN61|A0A8C4PN61_EQUAS
OG0001104	sp|Q91XQ0|DYH8_MOUSE	tr|A0A8C4PF89|A0A8C4PF89_EQUAS
OG0001104	sp|Q8VHE6|DYH5_MOUSE	tr|A0A8C4PSI5|A0A8C4PSI5_EQUAS
OG0001105	sp|O88597|BECN1_MOUSE	tr|A0A8C4LR13|A0A8C4LR13_EQUAS
OG0001105	sp|P0DM65|BECN2_MOUSE	tr|A0A8C4L0D3|A0A8C4L0D3_EQUAS
OG0001106	tr|Q80XU5|Q80XU5_MOUSE, tr|E9Q861|E9Q861_MOUSE	tr|A0A8C4PIG8|A0A8C4PIG8_EQUAS, tr|A0A8C4LA16|A0A8C4LA16_EQUAS
OG0001107	sp|Q6PAL8|DEN5A_MOUSE	tr|A0A8C4L6X3|A0A8C4L6X3_EQUAS
OG0001107	sp|A2RSQ0|DEN5B_MOUSE	tr|A0A8C4LB40|A0A8C4LB40_EQUAS
OG0001108	sp|Q9D5U0|PCT2B_MOUSE	tr|A0A8C4M8E2|A0A8C4M8E2_EQUAS
OG0001108	sp|Q8BYI6|PCAT2_MOUSE	tr|A0A8C4MHX4|A0A8C4MHX4_EQUAS
OG0001109	sp|Q9R0N4|SYT10_MOUSE	tr|A0A8C4L6G4|A0A8C4L6G4_EQUAS
OG0001109	sp|Q9R0N9|SYT9_MOUSE	tr|A0A8C4PGP3|A0A8C4PGP3_EQUAS
OG0001110	sp|P53810|PIPNA_MOUSE	tr|A0A8C4LVW3|A0A8C4LVW3_EQUAS
OG0001110	sp|P53811|PIPNB_MOUSE	tr|A0A8C4LRI0|A0A8C4LRI0_EQUAS
OG0001111	sp|A2AQW0|M3K15_MOUSE	tr|A0A8C4M3T9|A0A8C4M3T9_EQUAS
OG0001111	sp|O35099|M3K5_MOUSE	tr|A0A8C4LWL0|A0A8C4LWL0_EQUAS
OG0001112	sp|Q9CQL1|MGN2_MOUSE	tr|A0A8C4M7Y2|A0A8C4M7Y2_EQUAS, tr|A0A8C4M779|A0A8C4M779_EQUAS, tr|A0A8C4M4J5|A0A8C4M4J5_EQUAS
OG0001113	sp|P10889|CXCL2_MOUSE, sp|Q6W5C0|CXCL3_MOUSE	tr|A0A8C4MBB7|A0A8C4MBB7_EQUAS, tr|A0A8C4MAM9|A0A8C4MAM9_EQUAS
OG0001114	sp|B2RX14|TUT4_MOUSE	tr|A0A8C4M4Q2|A0A8C4M4Q2_EQUAS
OG0001114	sp|Q5BLK4|TUT7_MOUSE	tr|A0A8C4MNV2|A0A8C4MNV2_EQUAS
OG0001115	sp|O08650|HYAS3_MOUSE	tr|A0A8C4MUL4|A0A8C4MUL4_EQUAS
OG0001115	sp|P70312|HYAS2_MOUSE	tr|A0A8C4MVS9|A0A8C4MVS9_EQUAS
OG0001116	sp|P17427|AP2A2_MOUSE	tr|A0A8C4PJX2|A0A8C4PJX2_EQUAS
OG0001116	sp|P17426|AP2A1_MOUSE	tr|A0A8C4LG88|A0A8C4LG88_EQUAS
OG0001117	sp|Q60996|2A5G_MOUSE	tr|A0A8C4PF42|A0A8C4PF42_EQUAS
OG0001117	tr|Q7TNL5|Q7TNL5_MOUSE	tr|A0A8C4L5M8|A0A8C4L5M8_EQUAS
OG0001118	sp|Q8VE97|SRSF4_MOUSE	tr|A0A8C4LUV3|A0A8C4LUV3_EQUAS
OG0001118	sp|Q3TWW8|SRSF6_MOUSE	tr|A0A8C4MYN9|A0A8C4MYN9_EQUAS
OG0001119	sp|Q8VC82|RHBL1_MOUSE	tr|A0A8C4MHU2|A0A8C4MHU2_EQUAS
OG0001119	sp|P58873|RHBL3_MOUSE	tr|A0A8C4M0H4|A0A8C4M0H4_EQUAS
OG0001120	sp|P61939|THBG_MOUSE	tr|A0A8C4KY77|A0A8C4KY77_EQUAS
OG0001120	sp|Q9D7D2|SPA9_MOUSE	tr|A0A8C4MT47|A0A8C4MT47_EQUAS
OG0001121	sp|Q62425|NDUA4_MOUSE	tr|A0A8C4PPS5|A0A8C4PPS5_EQUAS, tr|A0A8C4M5C1|A0A8C4M5C1_EQUAS, tr|A0A8C4MS96|A0A8C4MS96_EQUAS
OG0001122	sp|P22726|WNT5B_MOUSE	tr|A0A8C4LKL3|A0A8C4LKL3_EQUAS
OG0001122	sp|P22725|WNT5A_MOUSE	tr|A0A8C4PQC8|A0A8C4PQC8_EQUAS
OG0001123	sp|Q60644|NR1H2_MOUSE	tr|A0A8C4LL47|A0A8C4LL47_EQUAS
OG0001123	sp|Q9Z0Y9|NR1H3_MOUSE	tr|A0A8C4KTV8|A0A8C4KTV8_EQUAS
OG0001124	sp|Q9JLQ2|GIT2_MOUSE	tr|A0A8C4MSM8|A0A8C4MSM8_EQUAS
OG0001124	sp|Q68FF6|GIT1_MOUSE	tr|A0A8C4LTG2|A0A8C4LTG2_EQUAS
OG0001125	sp|D3Z7H4|GSG1L_MOUSE, tr|M0QWL6|M0QWL6_MOUSE, sp|Q8R1W2|GSG1_MOUSE	tr|A0A8C4MDV4|A0A8C4MDV4_EQUAS
OG0001126	sp|P01887|B2MG_MOUSE	tr|A0A8C4PRZ6|A0A8C4PRZ6_EQUAS, tr|A0A8C4MI25|A0A8C4MI25_EQUAS, tr|A0A8C4L4M4|A0A8C4L4M4_EQUAS
OG0001127	sp|Q9Z207|DIAP3_MOUSE	tr|A0A8C4MIE4|A0A8C4MIE4_EQUAS
OG0001127	sp|O70566|DIAP2_MOUSE	tr|A0A8C4LZY6|A0A8C4LZY6_EQUAS
OG0001128	sp|Q8CGK7|GNAL_MOUSE	tr|A0A8C4KXA3|A0A8C4KXA3_EQUAS
OG0001128	sp|Q6R0H7|GNAS1_MOUSE	tr|A0A8C4N8W8|A0A8C4N8W8_EQUAS
OG0001129	sp|Q08775|RUNX2_MOUSE	tr|A0A8C4L2Z8|A0A8C4L2Z8_EQUAS
OG0001129	sp|Q03347|RUNX1_MOUSE	tr|A0A8C4LB05|A0A8C4LB05_EQUAS
OG0001130	sp|Q920E3|KCNH5_MOUSE	tr|A0A8C4M969|A0A8C4M969_EQUAS
OG0001130	sp|Q60603|KCNH1_MOUSE	tr|A0A8C4L4R9|A0A8C4L4R9_EQUAS
OG0001131	sp|Q5MJS3|FA20C_MOUSE	tr|A0A8C4MZH5|A0A8C4MZH5_EQUAS
OG0001131	sp|Q8CID3|FA20A_MOUSE	tr|A0A8C4MEF5|A0A8C4MEF5_EQUAS
OG0001132	sp|O09161|CASQ2_MOUSE	tr|A0A8C4LAH9|A0A8C4LAH9_EQUAS
OG0001132	sp|O09165|CASQ1_MOUSE	tr|A0A8C4KY35|A0A8C4KY35_EQUAS
OG0001133	sp|P54923|ADPRH_MOUSE	tr|A0A8C4PNF3|A0A8C4PNF3_EQUAS
OG0001133	sp|Q8BGK2|ARHL1_MOUSE	tr|A0A8C4MWF2|A0A8C4MWF2_EQUAS
OG0001134	sp|Q67BT3|S13A5_MOUSE	tr|A0A8C4PQ55|A0A8C4PQ55_EQUAS
OG0001134	sp|Q9ES88|S13A2_MOUSE	tr|A0A8C4LRY8|A0A8C4LRY8_EQUAS
OG0001135	tr|D3Z649|D3Z649_MOUSE	tr|A0A8C4L699|A0A8C4L699_EQUAS
OG0001135	sp|Q6ZPR4|KCNT1_MOUSE	tr|A0A8C4PS50|A0A8C4PS50_EQUAS
OG0001136	sp|Q9EPC1|PARVA_MOUSE	tr|A0A8C4LHN1|A0A8C4LHN1_EQUAS
OG0001136	sp|Q9ES46|PARVB_MOUSE	tr|A0A8C4PUY1|A0A8C4PUY1_EQUAS
OG0001137	sp|Q3UTD9|SIM15_MOUSE	tr|A0A8C4MJC6|A0A8C4MJC6_EQUAS, tr|A0A8C4PMX7|A0A8C4PMX7_EQUAS, tr|A0A8C4LV84|A0A8C4LV84_EQUAS
OG0001138	sp|Q3TCH7|CUL4A_MOUSE	tr|A0A8C4MV69|A0A8C4MV69_EQUAS
OG0001138	sp|A2A432|CUL4B_MOUSE	tr|A0A8C4L081|A0A8C4L081_EQUAS
OG0001139	sp|P47915|RL29_MOUSE, tr|W4VSN7|W4VSN7_MOUSE	tr|A0A8C4M821|A0A8C4M821_EQUAS, tr|A0A8C4LD98|A0A8C4LD98_EQUAS
OG0001140	sp|Q91WD2|TRPV6_MOUSE	tr|A0A8C4LUV6|A0A8C4LUV6_EQUAS
OG0001140	sp|P69744|TRPV5_MOUSE	tr|A0A8C4LPT9|A0A8C4LPT9_EQUAS
OG0001141	sp|Q8BMJ3|IF1AX_MOUSE	tr|A0A8C4MBG6|A0A8C4MBG6_EQUAS
OG0001141	tr|F6YNI8|F6YNI8_MOUSE	tr|A0A8C4LPR3|A0A8C4LPR3_EQUAS
OG0001142	sp|Q8QZR5|ALAT1_MOUSE	tr|A0A8C4LTS9|A0A8C4LTS9_EQUAS
OG0001142	sp|Q8BGT5|ALAT2_MOUSE	tr|A0A8C4N721|A0A8C4N721_EQUAS
OG0001143	sp|Q8BZF8|PGM5_MOUSE	tr|A0A8C4PLE8|A0A8C4PLE8_EQUAS
OG0001143	sp|Q9D0F9|PGM1_MOUSE	tr|A0A8C4LJH5|A0A8C4LJH5_EQUAS
OG0001144	sp|Q8C7U7|GALT6_MOUSE	tr|A0A8C4LBH6|A0A8C4LBH6_EQUAS
OG0001144	sp|P70419|GALT3_MOUSE	tr|A0A8C4PVA6|A0A8C4PVA6_EQUAS
OG0001145	sp|P35980|RL18_MOUSE	tr|A0A8C4MBH0|A0A8C4MBH0_EQUAS, tr|A0A8C4L9J2|A0A8C4L9J2_EQUAS, tr|A0A8C4L4D6|A0A8C4L4D6_EQUAS
OG0001146	sp|O88398|AVIL_MOUSE	tr|A0A8C4LE03|A0A8C4LE03_EQUAS
OG0001146	sp|Q62468|VILI_MOUSE	tr|A0A8C4LX65|A0A8C4LX65_EQUAS
OG0001147	sp|P16546|SPTN1_MOUSE	tr|A0A8C4MAU9|A0A8C4MAU9_EQUAS
