Orthogroup	Mus_musculus	Bos_mutus
OG0002312	sp|Q9D8Y1|T126A_MOUSE	tr|L8I744|L8I744_9CETA, tr|L8IYE1|L8IYE1_9CETA
OG0002313	tr|G3XA50|G3XA50_MOUSE, sp|Q8K3W2|LRC10_MOUSE	tr|L8I8E5|L8I8E5_9CETA
OG0002314	sp|Q91WD8|NCKX1_MOUSE, sp|Q8BUN9|NCKX2_MOUSE	tr|L8IDW7|L8IDW7_9CETA
OG0002315	sp|P56203|CATW_MOUSE, sp|Q9R013|CATF_MOUSE	tr|L8IQW2|L8IQW2_9CETA
OG0002316	tr|Q9WV19|Q9WV19_MOUSE	tr|L8IUK7|L8IUK7_9CETA, tr|L8IY53|L8IY53_9CETA
OG0002317	sp|Q810U2|TDM1A_MOUSE, tr|Q8CC62|Q8CC62_MOUSE	tr|L8HR72|L8HR72_9CETA
OG0002318	sp|Q66JY2|IN80D_MOUSE, sp|Q8BQR4|KANL2_MOUSE	tr|L8I3G1|L8I3G1_9CETA
OG0002319	sp|P97443|SMYD1_MOUSE, sp|Q8R5A0|SMYD2_MOUSE	tr|L8I7G9|L8I7G9_9CETA
OG0002320	sp|Q9CQ82|CENPR_MOUSE	tr|L8IB29|L8IB29_9CETA, tr|L8INF7|L8INF7_9CETA
OG0002321	tr|Q52KG3|Q52KG3_MOUSE, sp|Q6PCZ4|MAGE1_MOUSE	tr|L8IP16|L8IP16_9CETA
OG0002322	sp|Q61476|DAF2_MOUSE, sp|Q61475|DAF1_MOUSE	tr|L8IVY4|L8IVY4_9CETA
OG0002323	sp|Q07174|M3K8_MOUSE, sp|Q9WUL6|M3K14_MOUSE	tr|L8IYB1|L8IYB1_9CETA
OG0002324	sp|Q91X83|METK1_MOUSE, sp|Q3THS6|METK2_MOUSE	tr|L8HRN4|L8HRN4_9CETA
OG0002325	sp|Q8VCK6|FFAR2_MOUSE	tr|L8HTJ7|L8HTJ7_9CETA, tr|L8HW15|L8HW15_9CETA
OG0002326	sp|Q9CTN8|LHPL3_MOUSE, sp|Q5U4E0|LHPL4_MOUSE	tr|L8HXQ6|L8HXQ6_9CETA
OG0002327	sp|Q8VD12|Z385A_MOUSE, sp|A2A5E6|Z385C_MOUSE	tr|L8I9A9|L8I9A9_9CETA
OG0002328	sp|F8VPZ9|BICRA_MOUSE, sp|Q8CHH5|BICRL_MOUSE	tr|L8ICL5|L8ICL5_9CETA
OG0002329	sp|Q8R3S6|EXOC1_MOUSE, sp|B9EK06|EXC1L_MOUSE	tr|L8IES9|L8IES9_9CETA
OG0002330	sp|P54276|MSH6_MOUSE, sp|P13705|MSH3_MOUSE	tr|L8IK05|L8IK05_9CETA
OG0002331	sp|Q8BQQ1|ZDH14_MOUSE, sp|Q5Y5T2|ZDH18_MOUSE	tr|L8IME2|L8IME2_9CETA
OG0002332	sp|O88393|TGBR3_MOUSE, tr|D3YZZ2|D3YZZ2_MOUSE	tr|L8INI7|L8INI7_9CETA
OG0002333	sp|Q9JM14|NT5C_MOUSE, sp|Q8VCE6|NT5M_MOUSE	tr|L8IR41|L8IR41_9CETA
OG0002334	sp|Q8CI61|BAG4_MOUSE	tr|L8IEC6|L8IEC6_9CETA, tr|L8IRD9|L8IRD9_9CETA
OG0002335	sp|P59384|ATS15_MOUSE, sp|Q9R001|ATS5_MOUSE	tr|L8J2B1|L8J2B1_9CETA
OG0002336	tr|D3Z649|D3Z649_MOUSE, sp|Q6ZPR4|KCNT1_MOUSE	tr|M0QSQ7|M0QSQ7_9CETA
OG0002337	sp|Q91XB0|TREX1_MOUSE, sp|Q9R1A9|TREX2_MOUSE	tr|L8HL49|L8HL49_9CETA
OG0002338	sp|Q8CD15|RIOX2_MOUSE, sp|Q9JJF3|RIOX1_MOUSE	tr|L8HS79|L8HS79_9CETA
OG0002339	sp|Q8VHH5|AGAP3_MOUSE, sp|Q8BXK8|AGAP1_MOUSE	tr|L8I4P3|L8I4P3_9CETA
OG0002340	sp|Q8VE88|F1142_MOUSE, sp|Q9D281|NXP20_MOUSE	tr|L8IG54|L8IG54_9CETA
OG0002341	sp|O54917|E2F6_MOUSE	tr|L8IWV5|L8IWV5_9CETA, tr|L8IQ12|L8IQ12_9CETA
OG0002342	sp|Q99LH9|3BP5L_MOUSE, sp|Q9Z131|3BP5_MOUSE	tr|L8ITP4|L8ITP4_9CETA
OG0002343	sp|Q8BLS7|SWAHA_MOUSE, sp|Q8BY98|SWAHD_MOUSE	tr|L8IW71|L8IW71_9CETA
OG0002344	sp|P58871|TB182_MOUSE, sp|Q8BRV5|K1671_MOUSE	tr|L8IXD0|L8IXD0_9CETA
OG0002345	sp|Q810U4|NRCAM_MOUSE, sp|Q810U3|NFASC_MOUSE	tr|L8HQQ4|L8HQQ4_9CETA
OG0002346	sp|Q9WUR2|ECI2_MOUSE, sp|Q78JN3|ECI3_MOUSE	tr|L8HW75|L8HW75_9CETA
OG0002347	sp|Q6IQX7|CHSS2_MOUSE, tr|Q3UU43|Q3UU43_MOUSE	tr|L8HX03|L8HX03_9CETA
OG0002348	sp|Q8R4C2|RUFY2_MOUSE, sp|Q8BIJ7|RUFY1_MOUSE	tr|L8HX83|L8HX83_9CETA
OG0002349	sp|Q8R105|VP37C_MOUSE, sp|Q8R0J7|VP37B_MOUSE	tr|L8I0W2|L8I0W2_9CETA
OG0002350	sp|O88597|BECN1_MOUSE	tr|L8IGF5|L8IGF5_9CETA, tr|L8ICJ9|L8ICJ9_9CETA
OG0002351	sp|Q8CDP0|CBPC3_MOUSE, sp|Q8CDK2|CBPC2_MOUSE	tr|L8HWF6|L8HWF6_9CETA
OG0002352	sp|Q8C7Q4|RBM4_MOUSE, sp|Q8VE92|RBM4B_MOUSE	tr|L8I5Z5|L8I5Z5_9CETA
OG0002353	sp|Q6DIA2|EX3L4_MOUSE, tr|D3YUP5|D3YUP5_MOUSE	tr|L8ID48|L8ID48_9CETA
OG0002354	sp|Q9DBY0|FOXP4_MOUSE, sp|Q99JB6|FOXP3_MOUSE	tr|L8IH94|L8IH94_9CETA
OG0002355	sp|Q8VDZ4|ZDHC5_MOUSE, sp|Q5Y5T5|ZDHC8_MOUSE	tr|L8IWA0|L8IWA0_9CETA
OG0002356	sp|P31695|NOTC4_MOUSE, sp|Q01705|NOTC1_MOUSE	tr|L8IYA8|L8IYA8_9CETA
OG0002357	sp|O08992|SDCB1_MOUSE, sp|Q99JZ0|SDCB2_MOUSE	tr|L8J121|L8J121_9CETA
OG0002358	sp|Q8R5G7|ARAP3_MOUSE, sp|Q8BZ05|ARAP2_MOUSE	tr|L8J2S1|L8J2S1_9CETA
OG0002359	sp|Q9R0N4|SYT10_MOUSE, sp|Q9R0N9|SYT9_MOUSE	tr|L8J479|L8J479_9CETA
OG0002360	sp|Q68FM6|PPR29_MOUSE, sp|Q8C8T7|ELFN1_MOUSE	tr|L8J483|L8J483_9CETA
OG0002361	tr|A0A0A6YYE8|A0A0A6YYE8_MOUSE	tr|L8I6N9|L8I6N9_9CETA, tr|L8HNE8|L8HNE8_9CETA
OG0002362	sp|Q8R2L5|RT18C_MOUSE	tr|L8HX93|L8HX93_9CETA, tr|L8HXV1|L8HXV1_9CETA
OG0002363	sp|P41593|PTH1R_MOUSE, sp|Q91V95|PTH2R_MOUSE	tr|L8J1I6|L8J1I6_9CETA
OG0002364	sp|A2AI05|NDOR1_MOUSE, sp|P37040|NCPR_MOUSE	tr|L8HSW4|L8HSW4_9CETA
OG0002365	sp|Q80SU7|GVIN1_MOUSE	tr|L8HPK4|L8HPK4_9CETA, tr|L8HVX9|L8HVX9_9CETA
OG0002366	tr|Q99M20|Q99M20_MOUSE, sp|Q91VE3|KLK7_MOUSE	tr|L8IG11|L8IG11_9CETA
OG0002367	tr|Q504M2|Q504M2_MOUSE, sp|Q3UV70|PDP1_MOUSE	tr|L8IHU0|L8IHU0_9CETA
OG0002368	sp|Q8CG48|SMC2_MOUSE, sp|Q9CW03|SMC3_MOUSE	tr|L8IL39|L8IL39_9CETA
OG0002369	sp|Q9D020|5NT3A_MOUSE	tr|L8IYY7|L8IYY7_9CETA, tr|L8IVY0|L8IVY0_9CETA
OG0002370	sp|Q60974|NCOR1_MOUSE, sp|Q9WU42|NCOR2_MOUSE	tr|L8J0Z1|L8J0Z1_9CETA
OG0002371	sp|P28571|SC6A9_MOUSE	tr|L8HRU5|L8HRU5_9CETA, tr|L8HYS9|L8HYS9_9CETA
OG0002372	sp|Q8BI36|JKAMP_MOUSE, tr|Q9CR05|Q9CR05_MOUSE	tr|L8I8M4|L8I8M4_9CETA
OG0002373	sp|Q8CAY6|THIC_MOUSE, tr|Q80X81|Q80X81_MOUSE	tr|L8ICY4|L8ICY4_9CETA
OG0002374	sp|Q922G0|S2536_MOUSE	tr|L8HXA7|L8HXA7_9CETA, tr|L8IDV9|L8IDV9_9CETA
OG0002375	sp|Q8CF90|MAFA_MOUSE, sp|P54841|MAFB_MOUSE	tr|L8IXI7|L8IXI7_9CETA
OG0002376	sp|Q9EQY0|ERN1_MOUSE, sp|Q9Z2E3|ERN2_MOUSE	tr|L8J3M1|L8J3M1_9CETA
OG0002377	sp|Q9R269|PEPL_MOUSE, sp|Q9D952|EVPL_MOUSE	tr|L8HUF2|L8HUF2_9CETA
OG0002378	sp|O35129|PHB2_MOUSE, sp|P67778|PHB1_MOUSE	tr|L8HWZ2|L8HWZ2_9CETA
OG0002379	tr|Q8VFG2|Q8VFG2_MOUSE, tr|Q8VF69|Q8VF69_MOUSE	tr|L8HYU9|L8HYU9_9CETA
OG0002380	sp|Q9D3N8|GRTP1_MOUSE	tr|L8I5N5|L8I5N5_9CETA, tr|L8I819|L8I819_9CETA
OG0002381	tr|B2RX82|B2RX82_MOUSE, tr|G3X8Z7|G3X8Z7_MOUSE	tr|L8I6N8|L8I6N8_9CETA
OG0002382	sp|Q8CCN1|NAL10_MOUSE, sp|Q8R4B8|NLRP3_MOUSE	tr|L8ITQ2|L8ITQ2_9CETA
OG0002383	sp|Q91XF4|RN167_MOUSE	tr|L8IV46|L8IV46_9CETA, tr|L8HY33|L8HY33_9CETA
OG0002384	sp|Q91ZR2|SNX18_MOUSE	tr|L8J4W3|L8J4W3_9CETA, tr|L8HNM5|L8HNM5_9CETA
OG0002385	sp|Q9EP69|SAC1_MOUSE, sp|Q91WF7|FIG4_MOUSE	tr|L8HNB5|L8HNB5_9CETA
OG0002386	sp|Q3UHU5|MTCL1_MOUSE, sp|E1U8D0|SOGA1_MOUSE	tr|L8HWI2|L8HWI2_9CETA
OG0002387	sp|Q78ZA7|NP1L4_MOUSE, sp|P51860|NP1L2_MOUSE	tr|L8I1F8|L8I1F8_9CETA
OG0002388	sp|Q8VD24|ZCC18_MOUSE, sp|Q9CZA5|ZCH12_MOUSE	tr|L8I1V9|L8I1V9_9CETA
OG0002389	sp|Q3TNL8|IPRI_MOUSE, sp|Q3UV16|IPIL2_MOUSE	tr|L8I302|L8I302_9CETA
OG0002390	sp|Q9DBJ6|JOS1_MOUSE	tr|L8I1C3|L8I1C3_9CETA, tr|L8IC06|L8IC06_9CETA
OG0002391	sp|P83861|QRFPR_MOUSE, tr|G3UWA8|G3UWA8_MOUSE	tr|L8II67|L8II67_9CETA
OG0002392	sp|P08046|EGR1_MOUSE, sp|P43300|EGR3_MOUSE	tr|L8IMD8|L8IMD8_9CETA
OG0002393	sp|Q8K2Y9|CCM2_MOUSE, sp|Q8VCC6|CCM2L_MOUSE	tr|L8IS23|L8IS23_9CETA
OG0002394	sp|Q8BRT1|CLAP2_MOUSE, sp|Q80TV8|CLAP1_MOUSE	tr|L8IVZ6|L8IVZ6_9CETA
OG0002395	sp|Q9WTX6|CUL1_MOUSE	tr|L8I207|L8I207_9CETA, tr|L8I972|L8I972_9CETA
OG0002396	sp|Q9JJX6|P2RX4_MOUSE, sp|Q8K3P1|P2RX2_MOUSE	tr|L8I2T0|L8I2T0_9CETA
OG0002397	sp|Q3UM18|LSG1_MOUSE, sp|P36916|GNL1_MOUSE	tr|L8I3Z3|L8I3Z3_9CETA
OG0002398	sp|Q80U87|UBP8_MOUSE, sp|Q6P8X6|UBP50_MOUSE	tr|L8IBT1|L8IBT1_9CETA
OG0002399	sp|Q9D2V8|MFS10_MOUSE, sp|Q8C0T7|MFSD9_MOUSE	tr|L8IAX4|L8IAX4_9CETA
OG0002400	sp|Q9D1H6|NDUF4_MOUSE	tr|L8ISS1|L8ISS1_9CETA, tr|L8IQL0|L8IQL0_9CETA
OG0002401	sp|Q9WVH3|FOXO4_MOUSE	tr|L8I9A1|L8I9A1_9CETA, tr|L8IXD5|L8IXD5_9CETA
OG0002402	sp|P40223|CSF3R_MOUSE, sp|Q00560|IL6RB_MOUSE	tr|L8J1B9|L8J1B9_9CETA
OG0002403	tr|Q14AJ9|Q14AJ9_MOUSE	tr|L8HTN8|L8HTN8_9CETA, tr|L8HS55|L8HS55_9CETA
OG0002404	sp|P34927|ASGR1_MOUSE	tr|L8HX66|L8HX66_9CETA, tr|L8HY18|L8HY18_9CETA
OG0002405	sp|Q01102|LYAM3_MOUSE, sp|Q00690|LYAM2_MOUSE	tr|L8I5T0|L8I5T0_9CETA
OG0002406	sp|P40645|SOX6_MOUSE, sp|P35710|SOX5_MOUSE	tr|L8IKJ2|L8IKJ2_9CETA
OG0002407	sp|Q3UE37|UBE2Z_MOUSE, sp|Q6ZPJ3|UBE2O_MOUSE	tr|L8IWF4|L8IWF4_9CETA
OG0002408	tr|Q9WU94|Q9WU94_MOUSE, tr|E9PX47|E9PX47_MOUSE	tr|L8J2T6|L8J2T6_9CETA
OG0002409	tr|K7N5X7|K7N5X7_MOUSE, tr|E9PZU2|E9PZU2_MOUSE	tr|L8HTV8|L8HTV8_9CETA
OG0002410	sp|Q60925|DBP_MOUSE, sp|Q8BW74|HLF_MOUSE	tr|L8HYE6|L8HYE6_9CETA
OG0002411	sp|Q9ES88|S13A2_MOUSE, sp|Q67BT3|S13A5_MOUSE	tr|L8HZ94|L8HZ94_9CETA
OG0002412	sp|Q80VC6|TSAP1_MOUSE	tr|L8IIE1|L8IIE1_9CETA, tr|L8HYG3|L8HYG3_9CETA
OG0002413	sp|P32300|OPRD_MOUSE, sp|P42866|OPRM_MOUSE	tr|L8IME1|L8IME1_9CETA
OG0002414	sp|Q8K2X1|AT10D_MOUSE, sp|O54827|AT10A_MOUSE	tr|L8IPZ1|L8IPZ1_9CETA
OG0002415	tr|E0CXQ2|E0CXQ2_MOUSE, sp|Q8BH05|ZN750_MOUSE	tr|L8J3V7|L8J3V7_9CETA
OG0002416	tr|Q3UW22|Q3UW22_MOUSE	tr|L8HQ17|L8HQ17_9CETA, tr|L8I5E5|L8I5E5_9CETA
OG0002417	sp|P48302|EDNRB_MOUSE, sp|Q61614|EDNRA_MOUSE	tr|L8HQ68|L8HQ68_9CETA
OG0002418	sp|Q9DAG6|GPRL1_MOUSE, tr|A0A1W2P7V2|A0A1W2P7V2_MOUSE	tr|L8HT43|L8HT43_9CETA
OG0002419	sp|Q8VHQ9|ACO11_MOUSE, sp|Q9DBK0|ACO12_MOUSE	tr|L8I179|L8I179_9CETA
OG0002420	sp|P97503|NKX32_MOUSE, sp|P97436|NKX31_MOUSE	tr|L8ICY0|L8ICY0_9CETA
OG0002421	sp|Q7TSQ8|PDPR_MOUSE, sp|Q99LB7|SARDH_MOUSE	tr|L8IMT0|L8IMT0_9CETA
OG0002422	sp|Q9WV38|GTR5_MOUSE, sp|P0C6A1|GTR7_MOUSE	tr|L8ITQ9|L8ITQ9_9CETA
OG0002423	sp|Q6DID5|PWP3A_MOUSE, sp|Q4VA55|PWP3B_MOUSE	tr|L8IUW4|L8IUW4_9CETA
OG0002424	sp|Q64347|CLCN1_MOUSE, sp|Q9R0A1|CLCN2_MOUSE	tr|L8HPP2|L8HPP2_9CETA
OG0002425	sp|Q8BGT6|MILK1_MOUSE, sp|Q3TN34|MILK2_MOUSE	tr|L8IL03|L8IL03_9CETA
OG0002426	sp|Q8C0V9|FRMD6_MOUSE	tr|L8I704|L8I704_9CETA, tr|L8IQ40|L8IQ40_9CETA
OG0002427	sp|Q9Z1L3|DEDD_MOUSE, sp|Q8QZV0|DEDD2_MOUSE	tr|L8HRK3|L8HRK3_9CETA
OG0002428	sp|Q9D7P6|ISCU_MOUSE	tr|L8IYX4|L8IYX4_9CETA, tr|L8HT47|L8HT47_9CETA
OG0002429	tr|Q9EQQ7|Q9EQQ7_MOUSE, tr|Q8VGZ8|Q8VGZ8_MOUSE	tr|L8HV21|L8HV21_9CETA
OG0002430	tr|Q8C6P5|Q8C6P5_MOUSE, sp|Q3KNI6|DAAF6_MOUSE	tr|L8I4Q2|L8I4Q2_9CETA
OG0002431	sp|Q80X95|RRAGA_MOUSE, sp|Q6NTA4|RRAGB_MOUSE	tr|L8I693|L8I693_9CETA
OG0002432	sp|P84096|RHOG_MOUSE	tr|L8J498|L8J498_9CETA, tr|L8I976|L8I976_9CETA
OG0002433	sp|Q8K0D5|EFGM_MOUSE, sp|Q8R2Q4|RRF2M_MOUSE	tr|L8IAG0|L8IAG0_9CETA
OG0002434	tr|A0A0U1RNF2|A0A0U1RNF2_MOUSE, sp|Q8BYR1|TYW4_MOUSE	tr|L8IRF1|L8IRF1_9CETA
OG0002435	sp|Q8VE11|MTMR6_MOUSE	tr|L8IV08|L8IV08_9CETA, tr|L8IYE3|L8IYE3_9CETA
OG0002436	sp|A2APC3|TTLL9_MOUSE, sp|Q3UDE2|TTL12_MOUSE	tr|L8IZK1|L8IZK1_9CETA
OG0002437	sp|Q6PEM6|GRM2B_MOUSE, sp|Q3V3G7|GRM2A_MOUSE	tr|L8J2L4|L8J2L4_9CETA
OG0002438	sp|Q99PT9|KIF19_MOUSE, tr|A0A1B0GSG7|A0A1B0GSG7_MOUSE	tr|L8J501|L8J501_9CETA
OG0002439	sp|Q3UTY6|THSD4_MOUSE, sp|Q80T21|ATL4_MOUSE	tr|L8I0S1|L8I0S1_9CETA
OG0002440	sp|O35231|KIFC3_MOUSE	tr|L8I8W9|L8I8W9_9CETA, tr|L8ICY3|L8ICY3_9CETA
OG0002441	sp|Q6P1D5|SE6L1_MOUSE, sp|Q7TSK2|SEZ6_MOUSE	tr|L8J2J9|L8J2J9_9CETA
OG0002442	sp|Q8R422|CD109_MOUSE	tr|L8HQA6|L8HQA6_9CETA, tr|L8I650|L8I650_9CETA
OG0002443	sp|Q3UVX5|GRM5_MOUSE, sp|P97772|GRM1_MOUSE	tr|L8HV34|L8HV34_9CETA
OG0002444	sp|Q7TMR0|PCP_MOUSE, sp|Q9ET22|DPP2_MOUSE	tr|L8J5J3|L8J5J3_9CETA
OG0002445	sp|Q80YT7|MYOME_MOUSE	tr|L8HR60|L8HR60_9CETA, tr|L8IKT3|L8IKT3_9CETA
OG0002446	sp|P42932|TCPQ_MOUSE	tr|L8HVE8|L8HVE8_9CETA, tr|L8HW41|L8HW41_9CETA
OG0002447	sp|P00920|CAH2_MOUSE, sp|Q99N23|CAH15_MOUSE	tr|L8I0A0|L8I0A0_9CETA
OG0002448	sp|Q8BHS6|ARMX3_MOUSE	tr|L8IC34|L8IC34_9CETA, tr|L8I7Z9|L8I7Z9_9CETA
OG0002449	sp|Q8BZ20|PAR12_MOUSE, sp|Q8CFF0|PAR11_MOUSE	tr|L8IAG7|L8IAG7_9CETA
OG0002450	sp|Q69ZH9|RHG23_MOUSE, sp|Q6DFV3|RHG21_MOUSE	tr|L8IEX6|L8IEX6_9CETA
OG0002451	tr|A0A571BEG0|A0A571BEG0_MOUSE, tr|G3X8W1|G3X8W1_MOUSE	tr|L8IFN9|L8IFN9_9CETA
OG0002452	sp|Q9QYF9|NDRG3_MOUSE, sp|Q62433|NDRG1_MOUSE	tr|L8IJC2|L8IJC2_9CETA
OG0002453	sp|Q9Z1P8|ANGL4_MOUSE, sp|Q9R182|ANGL3_MOUSE	tr|L8IVI5|L8IVI5_9CETA
OG0002454	sp|Q8BIZ1|ANS1B_MOUSE, sp|P59672|ANS1A_MOUSE	tr|L8J2H6|L8J2H6_9CETA
OG0002455	sp|Q91X52|DCXR_MOUSE, sp|P08074|CBR2_MOUSE	tr|L8HZM5|L8HZM5_9CETA
OG0002456	sp|Q7TNS8|EPOP_MOUSE, sp|Q80YR3|SKDA1_MOUSE	tr|L8II56|L8II56_9CETA
OG0002457	tr|Q9WUR0|Q9WUR0_MOUSE, sp|Q99JR5|TINAL_MOUSE	tr|L8IMJ7|L8IMJ7_9CETA
OG0002458	sp|Q9ES70|NEK6_MOUSE, sp|Q80YS9|STKL1_MOUSE	tr|L8IS75|L8IS75_9CETA
OG0002459	tr|Q8VF81|Q8VF81_MOUSE	tr|L8J666|L8J666_9CETA, tr|L8J2L6|L8J2L6_9CETA
OG0002460	sp|Q9WVF6|PA2GD_MOUSE	tr|L8I1J2|L8I1J2_9CETA, tr|L8HYZ2|L8HYZ2_9CETA
OG0002461	sp|Q9R062|GLYG_MOUSE	tr|L8I4V6|L8I4V6_9CETA, tr|L8HVP5|L8HVP5_9CETA
OG0002462	sp|Q9CXR4|PIGC_MOUSE	tr|L8I628|L8I628_9CETA, tr|L8HQC3|L8HQC3_9CETA
OG0002463	sp|Q6WBX7|RAD9B_MOUSE, sp|Q9Z0F6|RAD9A_MOUSE	tr|L8I898|L8I898_9CETA
OG0002464	sp|Q8BR63|F177A_MOUSE	tr|L8IS71|L8IS71_9CETA, tr|L8I9N2|L8I9N2_9CETA
OG0002465	sp|O70503|DHB12_MOUSE	tr|L8IA69|L8IA69_9CETA, tr|L8HZ37|L8HZ37_9CETA
OG0002466	sp|Q3ULJ0|GPD1L_MOUSE	tr|L8IAP4|L8IAP4_9CETA, tr|L8I993|L8I993_9CETA
OG0002467	sp|Q64096|MCF2L_MOUSE, tr|Q8BLE2|Q8BLE2_MOUSE	tr|L8IGC2|L8IGC2_9CETA
OG0002468	sp|Q76LL6|FHOD3_MOUSE, sp|Q6P9Q4|FHOD1_MOUSE	tr|L8J0D3|L8J0D3_9CETA
OG0002469	sp|G3UYX5|RGS22_MOUSE, tr|A0A5F8MPV0|A0A5F8MPV0_MOUSE	tr|L8HPJ5|L8HPJ5_9CETA
OG0002470	sp|O35621|PMM1_MOUSE, sp|Q9Z2M7|PMM2_MOUSE	tr|L8HPV7|L8HPV7_9CETA
OG0002471	sp|Q8R5C8|ZMY11_MOUSE, tr|A2A484|A2A484_MOUSE	tr|L8I773|L8I773_9CETA
OG0002472	sp|Q8BIQ5|CSTF2_MOUSE, sp|Q8C7E9|CSTFT_MOUSE	tr|L8I7Y2|L8I7Y2_9CETA
OG0002473	sp|Q9WVA4|TAGL2_MOUSE	tr|L8IU42|L8IU42_9CETA, tr|L8IDQ5|L8IDQ5_9CETA
OG0002474	sp|O88532|ZFR_MOUSE, tr|E9Q5M4|E9Q5M4_MOUSE	tr|L8IIT4|L8IIT4_9CETA
OG0002475	tr|Q3TE80|Q3TE80_MOUSE, sp|P70213|FV1_MOUSE	tr|L8IE13|L8IE13_9CETA
OG0002476	sp|Q80W40|ACSM4_MOUSE, sp|Q8BGA8|ACSM5_MOUSE	tr|L8IMZ7|L8IMZ7_9CETA
OG0002477	sp|Q9QXW9|LAT2_MOUSE, sp|P63115|AAA1_MOUSE	tr|L8IQ61|L8IQ61_9CETA
OG0002478	sp|A4Q9E5|TTLL3_MOUSE, sp|A4Q9F1|TTLL8_MOUSE	tr|L8I2I8|L8I2I8_9CETA
OG0002479	sp|Q921H8|THIKA_MOUSE, sp|Q8VCH0|THIKB_MOUSE	tr|L8I7P8|L8I7P8_9CETA
OG0002480	tr|Q3TQS0|Q3TQS0_MOUSE, sp|P14211|CALR_MOUSE	tr|L8ICK2|L8ICK2_9CETA
OG0002481	sp|Q80UL9|JAML_MOUSE, sp|Q9DBV4|MXRA8_MOUSE	tr|L8IGJ7|L8IGJ7_9CETA
OG0002482	sp|Q9D0L7|ARM10_MOUSE, sp|Q6A058|ARMX2_MOUSE	tr|L8IMH9|L8IMH9_9CETA
OG0002483	sp|Q9CVI2|F133B_MOUSE	tr|L8IVJ4|L8IVJ4_9CETA, tr|L8J208|L8J208_9CETA
OG0002484	sp|Q80WJ6|MRP9_MOUSE	tr|L8HUZ4|L8HUZ4_9CETA, tr|L8HS75|L8HS75_9CETA
OG0002485	sp|P0DPE0|EFMT4_MOUSE, sp|P0DPD9|EFCE2_MOUSE	tr|L8HSE9|L8HSE9_9CETA
OG0002486	sp|O88809|DCX_MOUSE	tr|L8I342|L8I342_9CETA, tr|L8HWX0|L8HWX0_9CETA
OG0002487	sp|Q9WU72|TN13B_MOUSE, sp|Q9D777|TNF13_MOUSE	tr|L8ILS6|L8ILS6_9CETA
OG0002488	sp|Q02738|CXB4_MOUSE	tr|L8I7F5|L8I7F5_9CETA, tr|L8IP53|L8IP53_9CETA
OG0002489	sp|Q62193|RFA2_MOUSE	tr|L8HJY3|L8HJY3_9CETA, tr|L8IRI9|L8IRI9_9CETA
OG0002490	sp|Q6PDM2|SRSF1_MOUSE, sp|Q9D0B0|SRSF9_MOUSE	tr|L8IS68|L8IS68_9CETA
OG0002491	tr|B1AV60|B1AV60_MOUSE, sp|Q8CAF4|NHSL1_MOUSE	tr|L8IV76|L8IV76_9CETA
OG0002492	sp|Q8BK72|RT27_MOUSE, sp|Q8R3K3|PTCD2_MOUSE	tr|L8IX33|L8IX33_9CETA
OG0002493	sp|P53762|ARNT_MOUSE, sp|Q61324|ARNT2_MOUSE	tr|L8IXL9|L8IXL9_9CETA
OG0002494	tr|A0A1D5RLM8|A0A1D5RLM8_MOUSE, sp|Q80X60|EFCB3_MOUSE	tr|L8HYT0|L8HYT0_9CETA
OG0002495	tr|E9Q8I7|E9Q8I7_MOUSE, sp|B1AY10|NFX1_MOUSE	tr|L8I6C1|L8I6C1_9CETA
OG0002496	tr|E9Q0Q2|E9Q0Q2_MOUSE	tr|L8IK63|L8IK63_9CETA, tr|L8I8I7|L8I8I7_9CETA
OG0002497	sp|O88829|SIAT9_MOUSE, sp|P97325|SIAT6_MOUSE	tr|L8ICZ6|L8ICZ6_9CETA
OG0002498	tr|B9EKF4|B9EKF4_MOUSE	tr|L8HVP1|L8HVP1_9CETA, tr|L8IKR9|L8IKR9_9CETA
OG0002499	sp|P62717|RL18A_MOUSE	tr|L8IIE8|L8IIE8_9CETA, tr|L8IN80|L8IN80_9CETA
OG0002500	sp|Q9CUX1|P52K_MOUSE, tr|Q3TJB1|Q3TJB1_MOUSE	tr|L8IPS0|L8IPS0_9CETA
OG0002501	tr|A2ATE0|A2ATE0_MOUSE, tr|Q7TR89|Q7TR89_MOUSE	tr|L8HR68|L8HR68_9CETA
OG0002502	sp|Q80VC9|CAMP3_MOUSE, sp|Q8C1B1|CAMP2_MOUSE	tr|L8HSX8|L8HSX8_9CETA
OG0002503	sp|Q8K337|I5P2_MOUSE, sp|Q6NVF0|OCRL_MOUSE	tr|L8HV35|L8HV35_9CETA
OG0002504	sp|Q8JZL2|MCHR1_MOUSE, sp|P30875|SSR2_MOUSE	tr|L8I1C6|L8I1C6_9CETA
OG0002505	sp|Q9Z130|HNRDL_MOUSE, tr|Q9D3U4|Q9D3U4_MOUSE	tr|L8I490|L8I490_9CETA
OG0002506	sp|P61407|TDRD6_MOUSE	tr|L8IIK7|L8IIK7_9CETA, tr|L8HZG6|L8HZG6_9CETA
OG0002507	sp|Q99J59|TSN1_MOUSE	tr|L8IUB1|L8IUB1_9CETA, tr|L8IN31|L8IN31_9CETA
OG0002508	sp|Q8VC19|HEM1_MOUSE, sp|P08680|HEM0_MOUSE	tr|L8IP19|L8IP19_9CETA
OG0002509	sp|Q3UY23|FDXA1_MOUSE, sp|Q99M01|SYFM_MOUSE	tr|L8ISY8|L8ISY8_9CETA
