Orthogroup	Mus_musculus	Vulpes_vulpes
OG0003177	sp|P59054|CSRN1_MOUSE	tr|A0A3Q7SML2|A0A3Q7SML2_VULVU
OG0003178	sp|P61222|ABCE1_MOUSE	tr|A0A3Q7U7R1|A0A3Q7U7R1_VULVU
OG0003179	sp|P83870|PHF5A_MOUSE	tr|A0A3Q7T7Y2|A0A3Q7T7Y2_VULVU
OG0003180	sp|P98064|MASP1_MOUSE	tr|A0A3Q7T4I2|A0A3Q7T4I2_VULVU
OG0003181	sp|Q03347|RUNX1_MOUSE	tr|A0A3Q7RJ43|A0A3Q7RJ43_VULVU
OG0003182	sp|Q2TA57|ASPH1_MOUSE	tr|A0A3Q7SU26|A0A3Q7SU26_VULVU
OG0003183	sp|Q2WG77|RIPP1_MOUSE	tr|A0A3Q7TZD0|A0A3Q7TZD0_VULVU
OG0003184	sp|Q32M07|KAD8_MOUSE	tr|A0A3Q7TVT5|A0A3Q7TVT5_VULVU
OG0003185	sp|Q3UNU4|ERIC4_MOUSE	tr|A0A3Q7TYB4|A0A3Q7TYB4_VULVU
OG0003186	sp|Q3UTH8|ARHG9_MOUSE	tr|A0A3Q7RGH6|A0A3Q7RGH6_VULVU
OG0003187	sp|Q3V1N9|A3LT2_MOUSE	tr|A0A3Q7UAF7|A0A3Q7UAF7_VULVU
OG0003188	sp|Q3V3I5|CQ067_MOUSE	tr|A0A3Q7S792|A0A3Q7S792_VULVU
OG0003189	sp|Q566J8|COQ8B_MOUSE	tr|A0A3Q7SS05|A0A3Q7SS05_VULVU
OG0003190	sp|Q56A04|EME2_MOUSE	tr|A0A3Q7R4K9|A0A3Q7R4K9_VULVU
OG0003191	sp|Q61818|RAI1_MOUSE	tr|A0A3Q7TJC8|A0A3Q7TJC8_VULVU
OG0003192	sp|Q62009|POSTN_MOUSE	tr|A0A3Q7RZZ5|A0A3Q7RZZ5_VULVU
OG0003193	sp|Q64131|RUNX3_MOUSE	tr|A0A3Q7SWN8|A0A3Q7SWN8_VULVU
OG0003194	sp|Q64324|STXB2_MOUSE	tr|A0A3Q7R5L8|A0A3Q7R5L8_VULVU
OG0003195	tr|Q6XZL8|Q6XZL8_MOUSE	tr|A0A3Q7UPI5|A0A3Q7UPI5_VULVU
OG0003196	sp|Q6ZWY3|RS27L_MOUSE	tr|A0A3Q7SF15|A0A3Q7SF15_VULVU
OG0003197	sp|Q810D6|GRWD1_MOUSE	tr|A0A3Q7TJW3|A0A3Q7TJW3_VULVU
OG0003198	sp|Q8BFZ2|PLPR1_MOUSE	tr|A0A3Q7SY05|A0A3Q7SY05_VULVU
OG0003199	sp|Q8BH51|COX14_MOUSE	tr|A0A3Q7SKW5|A0A3Q7SKW5_VULVU
OG0003200	sp|Q8BJW6|EIF2A_MOUSE	tr|A0A3Q7U1J4|A0A3Q7U1J4_VULVU
OG0003201	sp|Q8BP71|RFOX2_MOUSE	tr|A0A3Q7TN39|A0A3Q7TN39_VULVU
OG0003202	sp|Q8BX17|GEMI5_MOUSE	tr|A0A3Q7U8S3|A0A3Q7U8S3_VULVU
OG0003203	sp|Q8C4B4|U119B_MOUSE	tr|A0A3Q7TPG7|A0A3Q7TPG7_VULVU
OG0003204	sp|Q8CAE9|PDXL2_MOUSE	tr|A0A3Q7RYW4|A0A3Q7RYW4_VULVU
OG0003205	sp|Q8CBH5|MFSD6_MOUSE	tr|A0A3Q7SRV7|A0A3Q7SRV7_VULVU
OG0003206	sp|Q8K0C1|IPO13_MOUSE	tr|A0A3Q7RQG3|A0A3Q7RQG3_VULVU
OG0003207	sp|Q8K0S5|R4RL1_MOUSE	tr|A0A3Q7UFH6|A0A3Q7UFH6_VULVU
OG0003208	sp|Q8K3B1|FBSP1_MOUSE	tr|A0A3Q7RKP8|A0A3Q7RKP8_VULVU
OG0003209	sp|Q8K3H0|DP13A_MOUSE	tr|A0A3Q7SE76|A0A3Q7SE76_VULVU
OG0003210	sp|Q8R060|ZWILC_MOUSE	tr|A0A3Q7TNG1|A0A3Q7TNG1_VULVU
OG0003211	sp|Q8R092|CA043_MOUSE	tr|A0A3Q7SA86|A0A3Q7SA86_VULVU
OG0003212	sp|Q8R0C0|RPC7L_MOUSE	tr|A0A3Q7R9K0|A0A3Q7R9K0_VULVU
OG0003213	sp|Q8VCG4|CO8G_MOUSE	tr|A0A3Q7QX31|A0A3Q7QX31_VULVU
OG0003214	sp|Q91VR5|DDX1_MOUSE	tr|A0A3Q7UTW2|A0A3Q7UTW2_VULVU
OG0003215	sp|Q91ZM9|DOK5_MOUSE	tr|A0A3Q7UBC7|A0A3Q7UBC7_VULVU
OG0003216	sp|Q99PT1|GDIR1_MOUSE	tr|A0A3Q7S8B3|A0A3Q7S8B3_VULVU
OG0003217	sp|Q9CQQ7|AT5F1_MOUSE	tr|A0A3Q7S9V9|A0A3Q7S9V9_VULVU
OG0003218	sp|Q9CVD2|ATX3_MOUSE	tr|A0A3Q7R581|A0A3Q7R581_VULVU
OG0003219	sp|Q9CZN8|GATA_MOUSE	tr|A0A3Q7SX30|A0A3Q7SX30_VULVU
OG0003220	sp|Q9D0U6|MAF1_MOUSE	tr|A0A3Q7RBM8|A0A3Q7RBM8_VULVU
OG0003221	sp|Q9D8Y0|EFHD2_MOUSE	tr|A0A3Q7UJZ6|A0A3Q7UJZ6_VULVU
OG0003222	sp|Q9DAX9|APBP2_MOUSE	tr|A0A3Q7SA47|A0A3Q7SA47_VULVU
OG0003223	sp|Q9JL25|RGS1_MOUSE	tr|A0A3Q7SXE0|A0A3Q7SXE0_VULVU
OG0003224	sp|Q9QUG3|PRND_MOUSE	tr|A0A3Q7SWD4|A0A3Q7SWD4_VULVU
OG0003225	sp|Q9QY83|ACL7B_MOUSE	tr|A0A3Q7TTA0|A0A3Q7TTA0_VULVU
OG0003226	sp|T1NXB5|VSTM4_MOUSE	tr|A0A3Q7RIK1|A0A3Q7RIK1_VULVU
OG0003227	tr|A2AI76|A2AI76_MOUSE	tr|A0A3Q7SDL1|A0A3Q7SDL1_VULVU
OG0003228	tr|A6H6J9|A6H6J9_MOUSE	tr|A0A3Q7UY75|A0A3Q7UY75_VULVU
OG0003229	tr|E9Q0Z1|E9Q0Z1_MOUSE	tr|A0A3Q7RRP6|A0A3Q7RRP6_VULVU
OG0003230	tr|E9Q4T4|E9Q4T4_MOUSE	tr|A0A3Q7SE48|A0A3Q7SE48_VULVU
OG0003231	sp|E9Q6C8|XKR6_MOUSE	tr|A0A3Q7U854|A0A3Q7U854_VULVU
OG0003232	sp|E9Q9D5|RBL2A_MOUSE	tr|A0A3Q7UQM3|A0A3Q7UQM3_VULVU
OG0003233	tr|F6RXI4|F6RXI4_MOUSE	tr|A0A3Q7SRW4|A0A3Q7SRW4_VULVU
OG0003235	sp|O54907|TNF12_MOUSE	tr|A0A3Q7U0K4|A0A3Q7U0K4_VULVU
OG0003236	sp|O55134|PCD12_MOUSE	tr|A0A3Q7TA16|A0A3Q7TA16_VULVU
OG0003237	sp|O88935|SYN1_MOUSE	tr|A0A3Q7QYL1|A0A3Q7QYL1_VULVU
OG0003238	sp|P04426|WNT1_MOUSE	tr|A0A3Q7S8W4|A0A3Q7S8W4_VULVU
OG0003239	sp|P0DM40|FR1L5_MOUSE	tr|A0A3Q7RS05|A0A3Q7RS05_VULVU
OG0003240	sp|P16406|AMPE_MOUSE	tr|A0A3Q7TVJ9|A0A3Q7TVJ9_VULVU
OG0003241	sp|P19182|IFRD1_MOUSE	tr|A0A3Q7U3H6|A0A3Q7U3H6_VULVU
OG0003242	sp|P35918|VGFR2_MOUSE	tr|A0A3Q7SUC0|A0A3Q7SUC0_VULVU
OG0003243	sp|P56380|AP4A_MOUSE	tr|A0A3Q7T5S8|A0A3Q7T5S8_VULVU
OG0003244	sp|P59024|FKB14_MOUSE	tr|A0A3Q7RSA7|A0A3Q7RSA7_VULVU
OG0003245	sp|P63277|AMELX_MOUSE	tr|A0A3Q7TN18|A0A3Q7TN18_VULVU
OG0003246	sp|Q06831|SOX4_MOUSE	tr|A0A3Q7T4S0|A0A3Q7T4S0_VULVU
OG0003247	sp|Q14B71|CDCA2_MOUSE	tr|A0A3Q7TQX7|A0A3Q7TQX7_VULVU
OG0003248	sp|Q3UPP8|CEP63_MOUSE	tr|A0A3Q7TNE3|A0A3Q7TNE3_VULVU
OG0003249	sp|Q3V3Z3|AGRG5_MOUSE	tr|A0A3Q7U277|A0A3Q7U277_VULVU
OG0003250	sp|Q5DTI8|ESYT3_MOUSE	tr|A0A3Q7TB18|A0A3Q7TB18_VULVU
OG0003251	sp|Q5SYH2|TM199_MOUSE	tr|A0A3Q7TQH2|A0A3Q7TQH2_VULVU
OG0003252	sp|Q61038|PSYR_MOUSE	tr|A0A3Q7ULU8|A0A3Q7ULU8_VULVU
OG0003253	sp|Q61112|CAB45_MOUSE	tr|A0A3Q7SLP6|A0A3Q7SLP6_VULVU
OG0003254	sp|Q64314|CD34_MOUSE	tr|A0A3Q7S9R4|A0A3Q7S9R4_VULVU
OG0003255	sp|Q69ZS8|KAZRN_MOUSE	tr|A0A3Q7U2U2|A0A3Q7U2U2_VULVU
OG0003256	sp|Q6A152|CP4X1_MOUSE	tr|A0A3Q7SYR6|A0A3Q7SYR6_VULVU
OG0003257	sp|Q6P1H6|ANKL2_MOUSE	tr|A0A3Q7RP18|A0A3Q7RP18_VULVU
OG0003258	sp|Q6P3D7|SPIC_MOUSE	tr|A0A3Q7TUL8|A0A3Q7TUL8_VULVU
OG0003259	sp|Q6PFY1|FCSD1_MOUSE	tr|A0A3Q7UKW2|A0A3Q7UKW2_VULVU
OG0003260	sp|Q7M6Y3|PICAL_MOUSE	tr|A0A3Q7UUR8|A0A3Q7UUR8_VULVU
OG0003261	sp|Q7M761|OVCH2_MOUSE	tr|A0A3Q7T3J1|A0A3Q7T3J1_VULVU
OG0003262	sp|Q7TSG2|CTDP1_MOUSE	tr|A0A3Q7TE95|A0A3Q7TE95_VULVU
OG0003263	sp|Q80WB5|NTAQ1_MOUSE	tr|A0A3Q7T2X1|A0A3Q7T2X1_VULVU
OG0003264	sp|Q80YG3|KLDC1_MOUSE	tr|A0A3Q7SM17|A0A3Q7SM17_VULVU
OG0003265	sp|Q80YV2|ZC3C1_MOUSE	tr|A0A3Q7TMT6|A0A3Q7TMT6_VULVU
OG0003266	sp|Q810N9|CC172_MOUSE	tr|A0A3Q7S0T3|A0A3Q7S0T3_VULVU
OG0003267	sp|Q8BGC3|MOT12_MOUSE	tr|A0A3Q7RKE4|A0A3Q7RKE4_VULVU
OG0003268	sp|Q8BIX3|AL14E_MOUSE	tr|A0A3Q7SX85|A0A3Q7SX85_VULVU
OG0003269	sp|Q8BKE9|IFT74_MOUSE	tr|A0A3Q7SQ88|A0A3Q7SQ88_VULVU
OG0003270	sp|Q8BM54|MYLIP_MOUSE	tr|A0A3Q7S742|A0A3Q7S742_VULVU
OG0003271	sp|Q8BVG8|NAT14_MOUSE	tr|A0A3Q7R671|A0A3Q7R671_VULVU
OG0003272	sp|Q8CHQ6|TM125_MOUSE	tr|A0A3Q7RPY2|A0A3Q7RPY2_VULVU
OG0003273	sp|Q8K2T8|PAF1_MOUSE	tr|A0A3Q7T8M3|A0A3Q7T8M3_VULVU
OG0003274	sp|Q8K387|UBP45_MOUSE	tr|A0A3Q7TTP4|A0A3Q7TTP4_VULVU
OG0003275	sp|Q8QZX5|LSM10_MOUSE	tr|A0A3Q7RPP8|A0A3Q7RPP8_VULVU
OG0003276	sp|Q8R079|BFAR_MOUSE	tr|A0A3Q7SQG8|A0A3Q7SQG8_VULVU
OG0003277	sp|Q8R2Y2|MUC18_MOUSE	tr|A0A3Q7T3P1|A0A3Q7T3P1_VULVU
OG0003278	sp|Q8R332|NUP58_MOUSE	tr|A0A3Q7SBN4|A0A3Q7SBN4_VULVU
OG0003279	sp|Q91XU3|PI42C_MOUSE	tr|A0A3Q7SBX3|A0A3Q7SBX3_VULVU
OG0003280	sp|Q922Q8|LRC59_MOUSE	tr|A0A3Q7S6Z0|A0A3Q7S6Z0_VULVU
OG0003281	sp|Q924M7|MPI_MOUSE	tr|A0A3Q7RFW6|A0A3Q7RFW6_VULVU
OG0003282	sp|Q9CQL6|RM35_MOUSE	tr|A0A3Q7RV37|A0A3Q7RV37_VULVU
OG0003283	sp|Q9CQV5|RT24_MOUSE	tr|A0A3Q7RFR1|A0A3Q7RFR1_VULVU
OG0003284	sp|Q9CWH1|ZBT8A_MOUSE	tr|A0A3Q7USD8|A0A3Q7USD8_VULVU
OG0003285	sp|Q9D0S4|NEUL2_MOUSE	tr|A0A3Q7TYX0|A0A3Q7TYX0_VULVU
OG0003286	sp|Q9D2G5|SYNJ2_MOUSE	tr|A0A3Q7U9F1|A0A3Q7U9F1_VULVU
OG0003287	sp|Q9D518|F227B_MOUSE	tr|A0A3Q7SE59|A0A3Q7SE59_VULVU
OG0003288	sp|Q9D709|TMM79_MOUSE	tr|A0A3Q7SAP4|A0A3Q7SAP4_VULVU
OG0003289	sp|Q9D7A8|ARMC1_MOUSE	tr|A0A3Q7TDC2|A0A3Q7TDC2_VULVU
OG0003290	sp|Q9DB76|EMC9_MOUSE	tr|A0A3Q7TPY7|A0A3Q7TPY7_VULVU
OG0003291	sp|Q9DCI9|RM32_MOUSE	tr|A0A3Q7U560|A0A3Q7U560_VULVU
OG0003292	sp|Q9DCL9|PUR6_MOUSE	tr|A0A3Q7SF79|A0A3Q7SF79_VULVU
OG0003293	sp|Q9EQS3|MYCBP_MOUSE	tr|A0A3Q7RZ68|A0A3Q7RZ68_VULVU
OG0003294	sp|Q9JIG4|PPR3F_MOUSE	tr|A0A3Q7S9W2|A0A3Q7S9W2_VULVU
OG0003295	sp|Q9QUN3|BLNK_MOUSE	tr|A0A3Q7RXZ6|A0A3Q7RXZ6_VULVU
OG0003296	sp|Q9R1K9|CETN2_MOUSE	tr|A0A3Q7SRL5|A0A3Q7SRL5_VULVU
OG0003297	sp|Q9WTP6|KAD2_MOUSE	tr|A0A3Q7UAM5|A0A3Q7UAM5_VULVU
OG0003298	tr|A0A1D5RLR8|A0A1D5RLR8_MOUSE	tr|A0A3Q7S408|A0A3Q7S408_VULVU
OG0003299	sp|A2AVQ5|LEXM_MOUSE	tr|A0A3Q7SLE1|A0A3Q7SLE1_VULVU
OG0003300	sp|A3KGV1|ODFP2_MOUSE	tr|A0A3Q7SQY6|A0A3Q7SQY6_VULVU
OG0003301	sp|A4Q9F4|TTL11_MOUSE	tr|A0A3Q7TI10|A0A3Q7TI10_VULVU
OG0003302	sp|E9Q4F2|KLH18_MOUSE	tr|A0A3Q7RGL3|A0A3Q7RGL3_VULVU
OG0003303	tr|G3X8Z7|G3X8Z7_MOUSE	tr|A0A3Q7TEY0|A0A3Q7TEY0_VULVU
OG0003305	sp|O54724|CAVN1_MOUSE	tr|A0A3Q7RKP6|A0A3Q7RKP6_VULVU
OG0003306	sp|P08043|ZFP2_MOUSE	tr|A0A3Q7TNC1|A0A3Q7TNC1_VULVU
OG0003307	sp|P28741|KIF3A_MOUSE	tr|A0A3Q7RYT3|A0A3Q7RYT3_VULVU
OG0003308	sp|P36423|THAS_MOUSE	tr|A0A3Q7S9G8|A0A3Q7S9G8_VULVU
OG0003309	sp|P53351|PLK2_MOUSE	tr|A0A3Q7R1B6|A0A3Q7R1B6_VULVU
OG0003310	sp|P53762|ARNT_MOUSE	tr|A0A3Q7SBU2|A0A3Q7SBU2_VULVU
OG0003311	sp|P70452|STX4_MOUSE	tr|A0A3Q7TNW5|A0A3Q7TNW5_VULVU
OG0003312	sp|Q3UZY0|SFI1_MOUSE	tr|A0A3Q7R8J4|A0A3Q7R8J4_VULVU
OG0003313	sp|Q3V009|TMED1_MOUSE	tr|A0A3Q7R1L0|A0A3Q7R1L0_VULVU
OG0003314	tr|Q3V1B8|Q3V1B8_MOUSE	tr|A0A3Q7TZS8|A0A3Q7TZS8_VULVU
OG0003315	sp|Q497K7|TM247_MOUSE	tr|A0A3Q7RSS1|A0A3Q7RSS1_VULVU
OG0003316	sp|Q5JCT0|GCNT3_MOUSE	tr|A0A3Q7SMJ4|A0A3Q7SMJ4_VULVU
OG0003317	sp|Q61103|REQU_MOUSE	tr|A0A3Q7SWI0|A0A3Q7SWI0_VULVU
OG0003318	sp|Q61268|APOC4_MOUSE	tr|A0A3Q7SZH1|A0A3Q7SZH1_VULVU
OG0003319	sp|Q62190|RON_MOUSE	tr|A0A3Q7RDV8|A0A3Q7RDV8_VULVU
OG0003320	sp|Q63ZW7|INADL_MOUSE	tr|A0A3Q7U5Z2|A0A3Q7U5Z2_VULVU
OG0003321	sp|Q69ZR2|HECD1_MOUSE	tr|A0A3Q7U7R2|A0A3Q7U7R2_VULVU
OG0003322	sp|Q6PDN3|MYLK_MOUSE	tr|A0A3Q7RJM1|A0A3Q7RJM1_VULVU
OG0003323	sp|Q80TI1|PKHH1_MOUSE	tr|A0A3Q7SP69|A0A3Q7SP69_VULVU
OG0003324	sp|Q8BH61|F13A_MOUSE	tr|A0A3Q7RD39|A0A3Q7RD39_VULVU
OG0003325	sp|Q8BMK0|CEP85_MOUSE	tr|A0A3Q7T0H8|A0A3Q7T0H8_VULVU
OG0003326	sp|Q8BND3|WDR35_MOUSE	tr|A0A3Q7TM26|A0A3Q7TM26_VULVU
OG0003327	sp|Q8BYY4|TT39B_MOUSE	tr|A0A3Q7SL50|A0A3Q7SL50_VULVU
OG0003328	sp|Q8C353|TM252_MOUSE	tr|A0A3Q7SLI8|A0A3Q7SLI8_VULVU
OG0003329	tr|Q8C3U9|Q8C3U9_MOUSE	tr|A0A3Q7SKS4|A0A3Q7SKS4_VULVU
OG0003330	sp|Q8C6G8|WDR26_MOUSE	tr|A0A3Q7TCI4|A0A3Q7TCI4_VULVU
OG0003331	sp|Q8CC86|PNCB_MOUSE	tr|A0A3Q7RCK0|A0A3Q7RCK0_VULVU
OG0003332	sp|Q8K224|NAT10_MOUSE	tr|A0A3Q7UMM3|A0A3Q7UMM3_VULVU
OG0003333	sp|Q8K3E5|AHI1_MOUSE	tr|A0A3Q7SEM6|A0A3Q7SEM6_VULVU
OG0003334	sp|Q8K4L0|DDX54_MOUSE	tr|A0A3Q7UN56|A0A3Q7UN56_VULVU
OG0003335	sp|Q8R0A2|ZBT44_MOUSE	tr|A0A3Q7SHA3|A0A3Q7SHA3_VULVU
OG0003336	sp|Q8R1F1|NIBA2_MOUSE	tr|A0A3Q7UCD9|A0A3Q7UCD9_VULVU
OG0003337	sp|Q8R5G7|ARAP3_MOUSE	tr|A0A3Q7UL48|A0A3Q7UL48_VULVU
OG0003338	sp|Q8VBZ3|CLPT1_MOUSE	tr|A0A3Q7TWF5|A0A3Q7TWF5_VULVU
OG0003339	sp|Q8VC98|PKHA4_MOUSE	tr|A0A3Q7TWI6|A0A3Q7TWI6_VULVU
OG0003340	sp|Q8VCZ9|HYPDH_MOUSE	tr|A0A3Q7TLD6|A0A3Q7TLD6_VULVU
OG0003341	sp|Q8VIH9|UR2R_MOUSE	tr|A0A3Q7T565|A0A3Q7T565_VULVU
OG0003342	sp|Q922V4|PLRG1_MOUSE	tr|A0A3Q7T5W5|A0A3Q7T5W5_VULVU
OG0003343	sp|Q99M71|EPDR1_MOUSE	tr|A0A3Q7R3E5|A0A3Q7R3E5_VULVU
OG0003344	sp|Q9CQH8|RPP14_MOUSE	tr|A0A3Q7R7P8|A0A3Q7R7P8_VULVU
OG0003345	sp|Q9CX47|XRCC2_MOUSE	tr|A0A3Q7RTQ9|A0A3Q7RTQ9_VULVU
OG0003346	sp|Q9CZM9|KCMB2_MOUSE	tr|A0A3Q7SKE6|A0A3Q7SKE6_VULVU
OG0003347	sp|Q9CZX9|EMC4_MOUSE	tr|A0A3Q7TG87|A0A3Q7TG87_VULVU
OG0003348	sp|Q9D0R8|LSM12_MOUSE	tr|A0A3Q7RB93|A0A3Q7RB93_VULVU
OG0003349	sp|Q9D240|PKHJ1_MOUSE	tr|A0A3Q7TCV1|A0A3Q7TCV1_VULVU
OG0003350	tr|Q9D592|Q9D592_MOUSE	tr|A0A3Q7SFH0|A0A3Q7SFH0_VULVU
OG0003351	sp|Q9D892|ITPA_MOUSE	tr|A0A3Q7TSJ1|A0A3Q7TSJ1_VULVU
OG0003352	sp|Q9D9K3|AVEN_MOUSE	tr|A0A3Q7SFZ5|A0A3Q7SFZ5_VULVU
OG0003353	sp|Q9JIK9|RT34_MOUSE	tr|A0A3Q7R2C8|A0A3Q7R2C8_VULVU
OG0003354	sp|Q9JK83|PAR6B_MOUSE	tr|A0A3Q7TLH7|A0A3Q7TLH7_VULVU
OG0003355	sp|Q9QZD4|XPF_MOUSE	tr|A0A3Q7TC72|A0A3Q7TC72_VULVU
OG0003356	tr|A0A1B0GRJ3|A0A1B0GRJ3_MOUSE	tr|A0A3Q7TS76|A0A3Q7TS76_VULVU
OG0003357	sp|A0A286YEC0|CIROP_MOUSE	tr|A0A3Q7SME7|A0A3Q7SME7_VULVU
OG0003358	sp|A0A2R8VHF7|TM249_MOUSE	tr|A0A3Q7RDH4|A0A3Q7RDH4_VULVU
OG0003359	tr|E9Q357|E9Q357_MOUSE	tr|A0A3Q7TFU5|A0A3Q7TFU5_VULVU
OG0003360	sp|E9Q3C1|C2CD2_MOUSE	tr|A0A3Q7R106|A0A3Q7R106_VULVU
OG0003361	tr|H3BKP8|H3BKP8_MOUSE	tr|A0A3Q7SB19|A0A3Q7SB19_VULVU
OG0003362	sp|O88286|WIZ_MOUSE	tr|A0A3Q7RJY6|A0A3Q7RJY6_VULVU
OG0003363	sp|P06876|MYB_MOUSE	tr|A0A3Q7T112|A0A3Q7T112_VULVU
OG0003364	sp|P13412|TNNI2_MOUSE	tr|A0A3Q7SV40|A0A3Q7SV40_VULVU
OG0003365	sp|P20109|IL13_MOUSE	tr|A0A3Q7S4N8|A0A3Q7S4N8_VULVU
OG0003366	sp|P33215|NEDD1_MOUSE	tr|A0A3Q7SXQ3|A0A3Q7SXQ3_VULVU
OG0003367	sp|P52927|HMGA2_MOUSE	tr|A0A3Q7SPB4|A0A3Q7SPB4_VULVU
OG0003368	sp|P59598|ASXL1_MOUSE	tr|A0A3Q7TK43|A0A3Q7TK43_VULVU
OG0003369	sp|P60762|MO4L1_MOUSE	tr|A0A3Q7SNP4|A0A3Q7SNP4_VULVU
OG0003370	sp|Q02819|NUCB1_MOUSE	tr|A0A3Q7UR25|A0A3Q7UR25_VULVU
OG0003371	sp|Q149C3|LIGO4_MOUSE	tr|A0A3Q7QXD1|A0A3Q7QXD1_VULVU
OG0003372	sp|Q149M0|CL12B_MOUSE	tr|A0A3Q7T8T0|A0A3Q7T8T0_VULVU
OG0003373	sp|Q3U1C6|TATD3_MOUSE	tr|A0A3Q7SAI0|A0A3Q7SAI0_VULVU
OG0003374	sp|Q3UHC0|TNR6C_MOUSE	tr|A0A3Q7SJR2|A0A3Q7SJR2_VULVU
OG0003375	tr|Q3V0I7|Q3V0I7_MOUSE	tr|A0A3Q7R934|A0A3Q7R934_VULVU
OG0003376	sp|Q6NZQ0|CF119_MOUSE	tr|A0A3Q7TNU5|A0A3Q7TNU5_VULVU
OG0003377	sp|Q7M6Y5|DEUP1_MOUSE	tr|A0A3Q7S2X9|A0A3Q7S2X9_VULVU
OG0003378	sp|Q7TN29|SMAP2_MOUSE	tr|A0A3Q7RBF5|A0A3Q7RBF5_VULVU
OG0003379	sp|Q7TSV9|ENKD1_MOUSE	tr|A0A3Q7SUP6|A0A3Q7SUP6_VULVU
OG0003380	sp|Q80TY5|VP13B_MOUSE	tr|A0A3Q7S6W9|A0A3Q7S6W9_VULVU
OG0003381	sp|Q8BL86|MBLC2_MOUSE	tr|A0A3Q7RT74|A0A3Q7RT74_VULVU
OG0003382	sp|Q8BR65|SDS3_MOUSE	tr|A0A3Q7U1R1|A0A3Q7U1R1_VULVU
OG0003383	sp|Q8CG70|P3H3_MOUSE	tr|A0A3Q7S039|A0A3Q7S039_VULVU
OG0003384	sp|Q8K1R3|PNPT1_MOUSE	tr|A0A3Q7RRL1|A0A3Q7RRL1_VULVU
OG0003385	sp|Q8R1N4|NUDC3_MOUSE	tr|A0A3Q7REA8|A0A3Q7REA8_VULVU
OG0003386	sp|Q8R3N2|MFS6L_MOUSE	tr|A0A3Q7U0T6|A0A3Q7U0T6_VULVU
OG0003387	sp|Q8R516|MIB2_MOUSE	tr|A0A3Q7U6D3|A0A3Q7U6D3_VULVU
OG0003388	sp|Q8VD37|SGIP1_MOUSE	tr|A0A3Q7QXT3|A0A3Q7QXT3_VULVU
OG0003389	sp|Q8VE09|TT39C_MOUSE	tr|A0A3Q7SKL9|A0A3Q7SKL9_VULVU
OG0003390	sp|Q91YY4|ATPF2_MOUSE	tr|A0A3Q7SZG1|A0A3Q7SZG1_VULVU
OG0003391	sp|Q922H7|RSLBB_MOUSE	tr|A0A3Q7T5T0|A0A3Q7T5T0_VULVU
OG0003392	sp|Q99JY3|GIMA4_MOUSE	tr|A0A3Q7RTU2|A0A3Q7RTU2_VULVU
OG0003393	sp|Q99MR8|MCCA_MOUSE	tr|A0A3Q7TNY6|A0A3Q7TNY6_VULVU
OG0003394	sp|Q99PH1|LRRC4_MOUSE	tr|A0A3Q7TAE7|A0A3Q7TAE7_VULVU
OG0003395	sp|Q99PL6|UBXN6_MOUSE	tr|A0A3Q7UAZ4|A0A3Q7UAZ4_VULVU
OG0003396	sp|Q9CTY5|MICU3_MOUSE	tr|A0A3Q7R4V1|A0A3Q7R4V1_VULVU
OG0003397	sp|Q9CWF6|BBS2_MOUSE	tr|A0A3Q7TCR4|A0A3Q7TCR4_VULVU
OG0003398	sp|Q9CZ30|OLA1_MOUSE	tr|A0A3Q7T4P0|A0A3Q7T4P0_VULVU
OG0003399	sp|Q9CZL2|F241A_MOUSE	tr|A0A3Q7TVL5|A0A3Q7TVL5_VULVU
OG0003400	sp|Q9D132|UPK1A_MOUSE	tr|A0A3Q7UFH2|A0A3Q7UFH2_VULVU
OG0003401	sp|Q9D164|FXYD6_MOUSE	tr|A0A3Q7SFB6|A0A3Q7SFB6_VULVU
OG0003402	sp|Q9D8S9|BOLA1_MOUSE	tr|A0A3Q7R067|A0A3Q7R067_VULVU
OG0003403	sp|Q9JIY2|HAKAI_MOUSE	tr|A0A3Q7SE53|A0A3Q7SE53_VULVU
OG0003404	sp|Q9JLS0|HLPDA_MOUSE	tr|A0A3Q7TAF2|A0A3Q7TAF2_VULVU
OG0003405	sp|Q9R0Q3|TMED2_MOUSE	tr|A0A3Q7UZ63|A0A3Q7UZ63_VULVU
OG0003406	sp|Q9WUK2|IF4H_MOUSE	tr|A0A3Q7UBT3|A0A3Q7UBT3_VULVU
OG0003407	sp|Q9WUP0|RAMP2_MOUSE	tr|A0A3Q7RBT5|A0A3Q7RBT5_VULVU
OG0003408	sp|Q9Z0P4|PALM_MOUSE	tr|A0A3Q7UAS5|A0A3Q7UAS5_VULVU
OG0003409	sp|A2A6T1|CDR2L_MOUSE	tr|A0A3Q7TK39|A0A3Q7TK39_VULVU
OG0003410	sp|A8E0Y8|IGSF2_MOUSE	tr|A0A3Q7RVH7|A0A3Q7RVH7_VULVU
OG0003411	tr|B2RW11|B2RW11_MOUSE	tr|A0A3Q7SBF9|A0A3Q7SBF9_VULVU
OG0003413	tr|E9Q544|E9Q544_MOUSE	tr|A0A3Q7UG73|A0A3Q7UG73_VULVU
OG0003414	sp|J3QPZ5|CFA73_MOUSE	tr|A0A3Q7V4T3|A0A3Q7V4T3_VULVU
OG0003415	sp|O08550|KMT2B_MOUSE	tr|A0A3Q7TWZ8|A0A3Q7TWZ8_VULVU
OG0003416	sp|O54803|P2RX6_MOUSE	tr|A0A3Q7SAN1|A0A3Q7SAN1_VULVU
