Orthogroup	Mus_musculus	Tursiops_truncatus
OG0001501	sp|Q8BX57|PXK_MOUSE	tr|A0A6J3S3J7|A0A6J3S3J7_TURTR, tr|A0A6J3Q9N8|A0A6J3Q9N8_TURTR
OG0001502	sp|Q8R3T5|STXB6_MOUSE	tr|A0A6J3QXJ1|A0A6J3QXJ1_TURTR, tr|A0A6J3Q848|A0A6J3Q848_TURTR
OG0001503	sp|Q14DK5|HIPL1_MOUSE, sp|Q9D2G9|HIPL2_MOUSE	tr|A0A6J3QVW0|A0A6J3QVW0_TURTR
OG0001504	tr|B2RWK3|B2RWK3_MOUSE, sp|Q710D3|UN93A_MOUSE	tr|A0A6J3S8T2|A0A6J3S8T2_TURTR
OG0001506	sp|Q00612|G6PD1_MOUSE, sp|P97324|G6PD2_MOUSE	tr|A0A6J3QTK9|A0A6J3QTK9_TURTR
OG0001507	sp|Q8C5W4|MOR2B_MOUSE, sp|Q69ZX6|MOR2A_MOUSE	tr|A0A6J3PTI1|A0A6J3PTI1_TURTR
OG0001508	sp|Q8BHE5|BMP3_MOUSE, sp|P97737|GDF10_MOUSE	tr|A0A2U3VAJ4|A0A2U3VAJ4_TURTR
OG0001509	sp|Q91WK5|GCSH_MOUSE	tr|A0A2U4CME9|A0A2U4CME9_TURTR, tr|A0A2U4BSY5|A0A2U4BSY5_TURTR
OG0001510	sp|A2A8Z1|OSBL9_MOUSE	tr|A0A2U4BJP3|A0A2U4BJP3_TURTR, tr|A0A6J3RF06|A0A6J3RF06_TURTR
OG0001511	sp|Q64674|SPEE_MOUSE	tr|A0A2U3V993|A0A2U3V993_TURTR, tr|A0A6J3QT29|A0A6J3QT29_TURTR
OG0001512	tr|Q80X68|Q80X68_MOUSE, sp|Q9CZU6|CISY_MOUSE	tr|A0A2U3ZYQ8|A0A2U3ZYQ8_TURTR
OG0001513	sp|Q9CQV7|TIM14_MOUSE	tr|A0A6J3QFB2|A0A6J3QFB2_TURTR, tr|A0A2U3V8S1|A0A2U3V8S1_TURTR
OG0001514	sp|Q9CQW7|COA8_MOUSE	tr|A0A6J3PSA3|A0A6J3PSA3_TURTR, tr|A0A2U4CPH5|A0A2U4CPH5_TURTR
OG0001515	sp|A0JNT9|BICL1_MOUSE	tr|A0A6J3PRX4|A0A6J3PRX4_TURTR, tr|A0A6J3Q197|A0A6J3Q197_TURTR
OG0001516	sp|Q6P8Z1|MYCB_MOUSE, sp|P01108|MYC_MOUSE	tr|A0A2U4B2V6|A0A2U4B2V6_TURTR
OG0001517	sp|Q8BGY6|B3GN5_MOUSE	tr|A0A2U3V0H7|A0A2U3V0H7_TURTR, tr|A0A6J3R9Y8|A0A6J3R9Y8_TURTR
OG0001519	sp|Q8JZU2|TXTP_MOUSE	tr|A0A6J3PT84|A0A6J3PT84_TURTR, tr|A0A6J3Q0U8|A0A6J3Q0U8_TURTR
OG0001520	sp|Q8C2L6|T161B_MOUSE, sp|Q8VCA6|T161A_MOUSE	tr|A0A2U3V5D0|A0A2U3V5D0_TURTR
OG0001521	sp|Q9D8Y1|T126A_MOUSE	tr|A0A6J3REA4|A0A6J3REA4_TURTR, tr|A0A2U3UZ70|A0A2U3UZ70_TURTR
OG0001523	sp|P23359|BMP7_MOUSE, sp|P20722|BMP6_MOUSE	tr|A0A2U4C1V4|A0A2U4C1V4_TURTR
OG0001524	sp|Q3UEZ8|NTCP4_MOUSE, tr|Q8BJG1|Q8BJG1_MOUSE	tr|A0A2U3V8T9|A0A2U3V8T9_TURTR
OG0001525	sp|Q66T02|PKHG5_MOUSE	tr|A0A6J3QCG8|A0A6J3QCG8_TURTR, tr|A0A6J3S6J7|A0A6J3S6J7_TURTR
OG0001526	sp|Q8BGH7|C42S2_MOUSE	tr|A0A2U4CR40|A0A2U4CR40_TURTR, tr|A0A2U4AGA7|A0A2U4AGA7_TURTR
OG0001527	sp|Q99JT9|MTND_MOUSE	tr|A0A6J3RYD5|A0A6J3RYD5_TURTR, tr|A0A2U4C0F0|A0A2U4C0F0_TURTR
OG0001528	sp|Q9ERQ3|ZN704_MOUSE	tr|A0A6J3Q1X8|A0A6J3Q1X8_TURTR, tr|A0A2U4ALN0|A0A2U4ALN0_TURTR
OG0001529	tr|A0A2I3BQC3|A0A2I3BQC3_MOUSE, tr|A0A2I3BR68|A0A2I3BR68_MOUSE	tr|A0A6J3S0E2|A0A6J3S0E2_TURTR
OG0001530	sp|P23949|TISD_MOUSE, sp|Q5ISE2|Z36L3_MOUSE	tr|A0A2U3V9E3|A0A2U3V9E3_TURTR
OG0001531	sp|P28649|CP19A_MOUSE	tr|A0A6J3R1G7|A0A6J3R1G7_TURTR, tr|A0A6J3R200|A0A6J3R200_TURTR
OG0001532	sp|Q64520|KGUA_MOUSE	tr|A0A6J3R4F7|A0A6J3R4F7_TURTR, tr|A0A2U4CQ27|A0A2U4CQ27_TURTR
OG0001533	sp|Q9JLI7|SPAG6_MOUSE, tr|Q3V0U9|Q3V0U9_MOUSE	tr|A0A2U4B677|A0A2U4B677_TURTR
OG0001534	sp|C0HKG6|RNT2B_MOUSE, sp|C0HKG5|RNT2A_MOUSE	tr|A0A2U3V7I4|A0A2U3V7I4_TURTR
OG0001535	sp|P58252|EF2_MOUSE	tr|A0A6J3R9U4|A0A6J3R9U4_TURTR, tr|A0A6J3R8L8|A0A6J3R8L8_TURTR
OG0001536	sp|Q8CIB6|TM230_MOUSE	tr|A0A2U4AG15|A0A2U4AG15_TURTR, tr|A0A2U4BV51|A0A2U4BV51_TURTR
OG0001537	sp|Q99J10|CTU1_MOUSE	tr|A0A6J3QGE7|A0A6J3QGE7_TURTR, tr|A0A6J3QH31|A0A6J3QH31_TURTR
OG0001538	sp|Q9CQN3|TOM6_MOUSE	tr|A0A6J3S9W7|A0A6J3S9W7_TURTR, tr|A0A2U3V000|A0A2U3V000_TURTR
OG0001539	sp|Q9D0I4|STX17_MOUSE	tr|A0A6J3RYX8|A0A6J3RYX8_TURTR, tr|A0A2U4CGW3|A0A2U4CGW3_TURTR
OG0001540	sp|A2BH40|ARI1A_MOUSE	tr|A0A6J3Q7Y9|A0A6J3Q7Y9_TURTR, tr|A0A6J3Q1U1|A0A6J3Q1U1_TURTR
OG0001541	sp|P24807|CD24_MOUSE	tr|A0A6J3RDJ3|A0A6J3RDJ3_TURTR, tr|A0A6J3QAR4|A0A6J3QAR4_TURTR
OG0001542	sp|P58321|UCHL4_MOUSE, sp|Q9JKB1|UCHL3_MOUSE	tr|A0A2U4A7F6|A0A2U4A7F6_TURTR
OG0001543	sp|P61358|RL27_MOUSE	tr|A0A6J3QNY3|A0A6J3QNY3_TURTR, tr|A0A6J3PZ50|A0A6J3PZ50_TURTR
OG0001544	sp|P70213|FV1_MOUSE, tr|Q3TE80|Q3TE80_MOUSE	tr|A0A2U4APF9|A0A2U4APF9_TURTR
OG0001545	sp|Q5DID3|UROL1_MOUSE, tr|Q3UU21|Q3UU21_MOUSE	tr|A0A6J3RB69|A0A6J3RB69_TURTR
OG0001546	sp|Q5XJE5|LEO1_MOUSE	tr|A0A6J3QYU3|A0A6J3QYU3_TURTR, tr|A0A2U4B5F4|A0A2U4B5F4_TURTR
OG0001547	tr|Q8C7J6|Q8C7J6_MOUSE, sp|Q6WVG3|KCD12_MOUSE	tr|A0A2U4A6P5|A0A2U4A6P5_TURTR
OG0001548	sp|Q9CR50|ZN363_MOUSE	tr|A0A2U4B5C1|A0A2U4B5C1_TURTR, tr|A0A6J3R392|A0A6J3R392_TURTR
OG0001549	sp|Q9JL99|CLC1B_MOUSE	tr|A0A2U4BJG9|A0A2U4BJG9_TURTR, tr|A0A2U3UZ28|A0A2U3UZ28_TURTR
OG0001550	sp|C0HKD9|MFA1B_MOUSE, sp|C0HKD8|MFA1A_MOUSE	tr|A0A2U3V6Q8|A0A2U3V6Q8_TURTR
OG0001551	sp|P15327|PMGE_MOUSE	tr|A0A2U3V9E2|A0A2U3V9E2_TURTR, tr|A0A2U3V5E9|A0A2U3V5E9_TURTR
OG0001552	sp|P41158|ELK4_MOUSE	tr|A0A6J3R976|A0A6J3R976_TURTR, tr|A0A2U4CR18|A0A2U4CR18_TURTR
OG0001553	sp|P84102|SERF2_MOUSE	tr|A0A6J3QYA1|A0A6J3QYA1_TURTR, tr|A0A6J3QRT6|A0A6J3QRT6_TURTR
OG0001554	tr|Q8K5B9|Q8K5B9_MOUSE, sp|Q8C0Y1|TGIF2_MOUSE	tr|A0A6J3Q3T9|A0A6J3Q3T9_TURTR
OG0001555	sp|E9QA28|CEA16_MOUSE, sp|Q9D2Z1|CEA20_MOUSE	tr|A0A6J3QCG4|A0A6J3QCG4_TURTR
OG0001556	sp|A3KGK3|FR1L4_MOUSE, sp|Q9ESF1|OTOF_MOUSE	tr|A0A6J3PXT0|A0A6J3PXT0_TURTR
OG0001557	sp|Q9JKK1|STX6_MOUSE	tr|A0A6J3R5K4|A0A6J3R5K4_TURTR, tr|A0A6J3R7C9|A0A6J3R7C9_TURTR
OG0001558	sp|B9EKX1|PTHD4_MOUSE	tr|A0A6J3RYH8|A0A6J3RYH8_TURTR, tr|A0A2U4CJB1|A0A2U4CJB1_TURTR
OG0001559	sp|P0DMN7|DCAM1_MOUSE, sp|D3Z6H8|DCAM2_MOUSE	tr|A0A2U3V979|A0A2U3V979_TURTR
OG0001560	sp|Q3UZA1|CPZIP_MOUSE	tr|A0A6J3QJD4|A0A6J3QJD4_TURTR, tr|A0A6J3R9A1|A0A6J3R9A1_TURTR
OG0001561	sp|Q64455|PTPRJ_MOUSE, sp|E9Q0N2|PTPRH_MOUSE	tr|A0A6J3RPW5|A0A6J3RPW5_TURTR
OG0001562	sp|Q80TA1|EPT1_MOUSE	tr|A0A6J3RCR6|A0A6J3RCR6_TURTR, tr|A0A2U4BZS9|A0A2U4BZS9_TURTR
OG0001563	sp|Q8BGB7|ENOPH_MOUSE	tr|A0A2U3V6X6|A0A2U3V6X6_TURTR, tr|A0A6J3R923|A0A6J3R923_TURTR
OG0001564	sp|Q8CFG9|C1RB_MOUSE, sp|Q8CG16|C1RA_MOUSE	tr|A0A6J3S7Q1|A0A6J3S7Q1_TURTR
OG0001565	sp|Q9CPY3|CDCA5_MOUSE	tr|A0A6J3RRC8|A0A6J3RRC8_TURTR, tr|A0A6J3QS90|A0A6J3QS90_TURTR
OG0001566	tr|A2A9U8|A2A9U8_MOUSE, sp|Q9CQ52|CEL3B_MOUSE	tr|A0A2U3V212|A0A2U3V212_TURTR
OG0001567	sp|Q9CQ54|NDUC2_MOUSE	tr|A0A6J3S8Q3|A0A6J3S8Q3_TURTR, tr|A0A2U3V3Y7|A0A2U3V3Y7_TURTR
OG0001568	sp|Q9CQN1|TRAP1_MOUSE	tr|A0A6J3RH27|A0A6J3RH27_TURTR, tr|A0A6J3Q1U0|A0A6J3Q1U0_TURTR
OG0001569	sp|Q9WVM8|AADAT_MOUSE	tr|A0A6J3RG24|A0A6J3RG24_TURTR, tr|A0A6J3RFD1|A0A6J3RFD1_TURTR
OG0001570	sp|O35484|AZIN1_MOUSE	tr|A0A2U4AHW3|A0A2U4AHW3_TURTR, tr|A0A6J3QMN5|A0A6J3QMN5_TURTR
OG0001571	sp|P59532|T2R41_MOUSE, sp|Q7TQA9|TR135_MOUSE	tr|A0A2U4B896|A0A2U4B896_TURTR
OG0001572	sp|Q69ZF8|MSL2_MOUSE	tr|A0A6J3R9W9|A0A6J3R9W9_TURTR, tr|A0A6J3RDX4|A0A6J3RDX4_TURTR
OG0001573	sp|Q8BIF9|ZN787_MOUSE	tr|A0A2U4ATU5|A0A2U4ATU5_TURTR, tr|A0A6J3QIJ3|A0A6J3QIJ3_TURTR
OG0001574	sp|Q8BZH1|TGM4_MOUSE, tr|Q8BM11|Q8BM11_MOUSE	tr|A0A6J3Q3J3|A0A6J3Q3J3_TURTR
OG0001575	sp|B9EJ57|MTF1B_MOUSE, sp|Q8CHZ9|MTF1A_MOUSE	tr|A0A2U3V6S7|A0A2U3V6S7_TURTR
OG0001576	sp|Q9R0Q8|CLC4E_MOUSE	tr|A0A2U3V3J9|A0A2U3V3J9_TURTR, tr|A0A6J3R5R4|A0A6J3R5R4_TURTR
OG0001577	sp|P61211|ARL1_MOUSE	tr|A0A6J3R860|A0A6J3R860_TURTR, tr|A0A2U3V6C2|A0A2U3V6C2_TURTR
OG0001578	sp|Q8BGD9|IF4B_MOUSE	tr|A0A2U4CBG9|A0A2U4CBG9_TURTR, tr|A0A6J3QSA7|A0A6J3QSA7_TURTR
OG0001579	sp|Q8BY02|NKRF_MOUSE	tr|A0A2U3V4G5|A0A2U3V4G5_TURTR, tr|A0A6J3QE48|A0A6J3QE48_TURTR
OG0001580	sp|Q8CGF7|TCRG1_MOUSE, sp|Q3B807|TCRGL_MOUSE	tr|A0A6J3R5M1|A0A6J3R5M1_TURTR
OG0001581	sp|Q8R316|HBP1_MOUSE	tr|A0A6J3RVU3|A0A6J3RVU3_TURTR, tr|A0A2U4BSH2|A0A2U4BSH2_TURTR
OG0001582	sp|Q99MV7|RNF17_MOUSE	tr|A0A6J3QBL6|A0A6J3QBL6_TURTR, tr|A0A6J3QVH0|A0A6J3QVH0_TURTR
OG0001583	sp|Q9CPP6|NDUA5_MOUSE	tr|A0A6J3RLR1|A0A6J3RLR1_TURTR, tr|A0A2U3UYT9|A0A2U3UYT9_TURTR
OG0001584	sp|Q9D358|PPAC_MOUSE	tr|A0A2U3V8U2|A0A2U3V8U2_TURTR, tr|A0A6J3R3G2|A0A6J3R3G2_TURTR
OG0001585	sp|Q9QXS1|PLEC_MOUSE, sp|Q8R0W0|EPIPL_MOUSE	tr|A0A6J3QA55|A0A6J3QA55_TURTR
OG0001586	sp|A2A3V1|AK17B_MOUSE	tr|A0A2U4CI77|A0A2U4CI77_TURTR, tr|A0A2U4C4F3|A0A2U4C4F3_TURTR
OG0001587	sp|P57776|EF1D_MOUSE	tr|A0A2U4C5W1|A0A2U4C5W1_TURTR, tr|A0A6J3Q9S7|A0A6J3Q9S7_TURTR
OG0001588	tr|F6UK53|F6UK53_MOUSE, sp|Q80YA9|CNKR2_MOUSE	tr|A0A2U4AR10|A0A2U4AR10_TURTR
OG0001589	sp|Q8VIJ6|SFPQ_MOUSE	tr|A0A6J3PW53|A0A6J3PW53_TURTR, tr|A0A6J3PXQ0|A0A6J3PXQ0_TURTR
OG0001590	sp|O54879|HMGB3_MOUSE	tr|A0A6J3QTK4|A0A6J3QTK4_TURTR, tr|A0A2U4AV40|A0A2U4AV40_TURTR
OG0001591	sp|P70385|DHB3_MOUSE	tr|A0A2U3V803|A0A2U3V803_TURTR, tr|A0A6J3QC53|A0A6J3QC53_TURTR
OG0001592	sp|P97460|NPAS2_MOUSE	tr|A0A6J3PWY7|A0A6J3PWY7_TURTR, tr|A0A2U4BNL4|A0A2U4BNL4_TURTR
OG0001593	sp|Q3U128|APCD1_MOUSE	tr|A0A2U3V0N1|A0A2U3V0N1_TURTR, tr|A0A6J3Q3L9|A0A6J3Q3L9_TURTR
OG0001595	sp|Q921R4|DJC14_MOUSE	tr|A0A6J3S6D7|A0A6J3S6D7_TURTR, tr|A0A6J3QQG8|A0A6J3QQG8_TURTR
OG0001597	sp|Q9CQG6|TM147_MOUSE	tr|A0A2U4AFT1|A0A2U4AFT1_TURTR, tr|A0A6J3QEP5|A0A6J3QEP5_TURTR
OG0001598	sp|P59325|IF5_MOUSE	tr|A0A2U3V6L5|A0A2U3V6L5_TURTR, tr|A0A6J3QZA1|A0A6J3QZA1_TURTR
OG0001599	tr|Q8BYM1|Q8BYM1_MOUSE, tr|Q3U0A6|Q3U0A6_MOUSE	tr|A0A2U3V5P2|A0A2U3V5P2_TURTR
OG0001600	sp|Q8CDU6|HECD2_MOUSE	tr|A0A2U4C0S7|A0A2U4C0S7_TURTR, tr|A0A6J3RBV7|A0A6J3RBV7_TURTR
OG0001601	sp|Q9Z2Q2|KNOP1_MOUSE	tr|A0A6J3REA9|A0A6J3REA9_TURTR, tr|A0A6J3Q321|A0A6J3Q321_TURTR
OG0001602	tr|G3XA12|G3XA12_MOUSE, sp|A6H684|MGT4E_MOUSE	tr|A0A6J3QKD4|A0A6J3QKD4_TURTR
OG0001604	sp|A2AQW0|M3K15_MOUSE, sp|O35099|M3K5_MOUSE	tr|A0A2U4CPB7|A0A2U4CPB7_TURTR
OG0001605	sp|P41149|MC5R_MOUSE, sp|P56450|MC4R_MOUSE	tr|A0A2U3V0W7|A0A2U3V0W7_TURTR
OG0001606	sp|Q62302|TX261_MOUSE	tr|A0A6J3R8K5|A0A6J3R8K5_TURTR, tr|A0A2U3V0B7|A0A2U3V0B7_TURTR
OG0001607	sp|Q8BLA8|TRPA1_MOUSE, sp|Q8BLD6|ANR55_MOUSE	tr|A0A2U4AXC2|A0A2U4AXC2_TURTR
OG0001608	sp|Q8R534|ADM1B_MOUSE, sp|Q60813|ADM1A_MOUSE	tr|A0A2U4CJW1|A0A2U4CJW1_TURTR
OG0001609	sp|Q9CXK8|NIP7_MOUSE	tr|A0A6J3PUM0|A0A6J3PUM0_TURTR, tr|A0A2U3V466|A0A2U3V466_TURTR
OG0001610	sp|A2ADU9|AWAT1_MOUSE, sp|Q6E1M8|AWAT2_MOUSE	tr|A0A2U4CGC8|A0A2U4CGC8_TURTR
OG0001611	sp|O89086|RBM3_MOUSE	tr|A0A6J3RMP2|A0A6J3RMP2_TURTR, tr|A0A6J3QVJ8|A0A6J3QVJ8_TURTR
OG0001612	sp|P29533|VCAM1_MOUSE	tr|A0A6J3Q9F8|A0A6J3Q9F8_TURTR, tr|A0A2U3V9Q1|A0A2U3V9Q1_TURTR
OG0001613	sp|P55086|PAR2_MOUSE	tr|A0A2U3V5I3|A0A2U3V5I3_TURTR, tr|A0A2U4C4I0|A0A2U4C4I0_TURTR
OG0001614	sp|Q8BH49|SESQ1_MOUSE	tr|A0A6J3QKR4|A0A6J3QKR4_TURTR, tr|A0A6J3PSL1|A0A6J3PSL1_TURTR
OG0001615	sp|Q8K1S7|KREM2_MOUSE, sp|Q99N43|KREM1_MOUSE	tr|A0A6J3PSR6|A0A6J3PSR6_TURTR
OG0001616	sp|B2RWW0|TAGAP_MOUSE, sp|P0CAX8|TGAP1_MOUSE	tr|A0A2U3UYX6|A0A2U3UYX6_TURTR
OG0001617	sp|P28359|HXD10_MOUSE, sp|P31310|HXA10_MOUSE	tr|A0A2U3V0Z8|A0A2U3V0Z8_TURTR
OG0001618	sp|Q3UV74|ITB2L_MOUSE, sp|P11835|ITB2_MOUSE	tr|D7NN73|D7NN73_TURTR
OG0001619	sp|Q9CU24|THMS3_MOUSE, sp|Q8BGW0|THMS1_MOUSE	tr|A0A2U4CPW7|A0A2U4CPW7_TURTR
OG0001620	sp|Q32MW3|ACO10_MOUSE, sp|Q9R0X4|ACOT9_MOUSE	tr|A0A6J3QS23|A0A6J3QS23_TURTR
OG0001621	sp|Q9WVM1|RGAP1_MOUSE	tr|A0A6J3RLA6|A0A6J3RLA6_TURTR, tr|A0A6J3S716|A0A6J3S716_TURTR
OG0001622	tr|A2AEI7|A2AEI7_MOUSE, sp|Q01755|TCP11_MOUSE	tr|A0A6J3RYD9|A0A6J3RYD9_TURTR
OG0001623	sp|A4Q9E8|TTLL6_MOUSE, sp|A4Q9F6|TTL13_MOUSE	tr|A0A6J3QNH8|A0A6J3QNH8_TURTR
OG0001625	tr|D3Z3N4|D3Z3N4_MOUSE	tr|A0A2U3V7C8|A0A2U3V7C8_TURTR, tr|A0A6J3RP46|A0A6J3RP46_TURTR
OG0001626	sp|O08677|KNG1_MOUSE, tr|Q6S9I3|Q6S9I3_MOUSE	tr|A0A2U3V5S9|A0A2U3V5S9_TURTR
OG0001627	sp|P33610|PRI2_MOUSE	tr|A0A2U4B1D9|A0A2U4B1D9_TURTR, tr|A0A6J3S0P3|A0A6J3S0P3_TURTR
OG0001628	sp|Q8BZ32|ASXL2_MOUSE	tr|A0A6J3RWB8|A0A6J3RWB8_TURTR, tr|A0A2U3UZV5|A0A2U3UZV5_TURTR
OG0001629	sp|Q9D541|CCDC7_MOUSE, tr|E9Q9Y3|E9Q9Y3_MOUSE	tr|A0A6J3R179|A0A6J3R179_TURTR
OG0001630	sp|P14576|SRP54_MOUSE, tr|E9PXC0|E9PXC0_MOUSE	tr|A0A2U4AF52|A0A2U4AF52_TURTR
OG0001631	sp|Q61093|CY24B_MOUSE	tr|A0A6J3QUH6|A0A6J3QUH6_TURTR, tr|A0A6J3QT35|A0A6J3QT35_TURTR
OG0001632	sp|Q9DBC0|SELO_MOUSE	tr|A0A6J3R0I4|A0A6J3R0I4_TURTR, tr|A0A2U4B6H5|A0A2U4B6H5_TURTR
OG0001634	sp|Q80TF3|PCD19_MOUSE, tr|E9PXF0|E9PXF0_MOUSE	tr|A0A2U4BFX2|A0A2U4BFX2_TURTR
OG0001635	sp|Q9D4C9|CLVS1_MOUSE, sp|Q8BG92|CLVS2_MOUSE	tr|A0A2U4CPU5|A0A2U4CPU5_TURTR
OG0001636	sp|Q99MP3|CALCB_MOUSE	tr|A0A6J3RSZ7|A0A6J3RSZ7_TURTR, tr|A0A6J3RSF7|A0A6J3RSF7_TURTR
OG0001637	sp|Q9D1R9|RL34_MOUSE	tr|A0A6J3S8B5|A0A6J3S8B5_TURTR, tr|A0A2U3VA89|A0A2U3VA89_TURTR
OG0001638	sp|Q9D6Z1|NOP56_MOUSE	tr|A0A2U4CLW3|A0A2U4CLW3_TURTR, tr|A0A6J3S8B0|A0A6J3S8B0_TURTR
OG0001639	sp|Q9ET39|SLAF6_MOUSE	tr|A0A2U4B4L8|A0A2U4B4L8_TURTR, tr|A0A6J3RCX0|A0A6J3RCX0_TURTR
OG0001640	sp|P97823|LYPA1_MOUSE	tr|A0A2U4BFH8|A0A2U4BFH8_TURTR, tr|A0A2U4AJ21|A0A2U4AJ21_TURTR
OG0001641	sp|Q8CB77|ELOA1_MOUSE	tr|A0A2U4BLK1|A0A2U4BLK1_TURTR, tr|A0A6J3PUX5|A0A6J3PUX5_TURTR
OG0001642	sp|Q99PW4|PRPKB_MOUSE, tr|Q5U452|Q5U452_MOUSE	tr|A0A2U3V7E6|A0A2U3V7E6_TURTR
OG0001643	sp|Q61584|FXR1_MOUSE	tr|A0A6J3PVJ1|A0A6J3PVJ1_TURTR, tr|A0A2U4C8C6|A0A2U4C8C6_TURTR
OG0001644	sp|Q80XI1|FBX34_MOUSE	tr|A0A6J3QTG7|A0A6J3QTG7_TURTR, tr|A0A6J3QWX0|A0A6J3QWX0_TURTR
OG0001645	sp|Q80ZM7|T2AG_MOUSE	tr|A0A2U4CC56|A0A2U4CC56_TURTR, tr|A0A6J3S4V3|A0A6J3S4V3_TURTR
OG0001646	sp|Q811C2|ATG4C_MOUSE	tr|A0A2U4AUR0|A0A2U4AUR0_TURTR, tr|A0A2U4A3E9|A0A2U4A3E9_TURTR
OG0001647	sp|Q9Z0Z3|SKP2_MOUSE	tr|A0A2U3V0J4|A0A2U3V0J4_TURTR, tr|A0A2U4BRQ7|A0A2U4BRQ7_TURTR
OG0001648	sp|Q5DU00|DCDC2_MOUSE, tr|J3KML0|J3KML0_MOUSE	tr|A0A2U4C508|A0A2U4C508_TURTR
OG0001649	tr|A2RRY9|A2RRY9_MOUSE, sp|Q62093|SRSF2_MOUSE	tr|A0A2U4BMF4|A0A2U4BMF4_TURTR
OG0001650	sp|Q6PFE7|TEFF1_MOUSE	tr|A0A6J3RUG9|A0A6J3RUG9_TURTR, tr|A0A2U4CGY3|A0A2U4CGY3_TURTR
OG0001651	sp|Q8VDM6|HNRL1_MOUSE	tr|A0A6J3QGG6|A0A6J3QGG6_TURTR, tr|A0A6J3QF06|A0A6J3QF06_TURTR
OG0001653	sp|O08712|TR11B_MOUSE	tr|A0A2U4CN01|A0A2U4CN01_TURTR, tr|A0A6J3Q8L4|A0A6J3Q8L4_TURTR
OG0001654	sp|O88708|ORC4_MOUSE	tr|A0A6J3PTC5|A0A6J3PTC5_TURTR, tr|A0A2U4AJC8|A0A2U4AJC8_TURTR
OG0001655	sp|P61089|UBE2N_MOUSE	tr|A0A6J3R1U1|A0A6J3R1U1_TURTR, tr|A0A2U4CS06|A0A2U4CS06_TURTR
OG0001656	sp|P62951|BLCAP_MOUSE	tr|A0A6J3Q4B5|A0A6J3Q4B5_TURTR, tr|A0A6J3Q1P2|A0A6J3Q1P2_TURTR
OG0001657	sp|Q3USF0|B3GN6_MOUSE, sp|Q5JCS9|B3GN3_MOUSE	tr|A0A6J3R5T1|A0A6J3R5T1_TURTR
OG0001658	sp|Q99MT8|MRGRH_MOUSE, sp|P30554|MAS_MOUSE	tr|A0A2U4CNZ6|A0A2U4CNZ6_TURTR
OG0001659	sp|Q9JHS3|LTOR2_MOUSE	tr|A0A2U4BWV3|A0A2U4BWV3_TURTR, tr|A0A6J3RGZ5|A0A6J3RGZ5_TURTR
OG0001660	sp|Q9JJA4|WDR12_MOUSE	tr|A0A6J3RN51|A0A6J3RN51_TURTR, tr|A0A6J3QWR3|A0A6J3QWR3_TURTR
OG0001661	sp|Q9QZC7|PKHB2_MOUSE	tr|A0A2U4B2C7|A0A2U4B2C7_TURTR, tr|A0A6J3PWB3|A0A6J3PWB3_TURTR
OG0001662	tr|B7ZNL9|B7ZNL9_MOUSE	tr|A0A2U4C3W7|A0A2U4C3W7_TURTR, tr|A0A6J3QT81|A0A6J3QT81_TURTR
OG0001663	sp|P38647|GRP75_MOUSE	tr|A0A6J3R3T2|A0A6J3R3T2_TURTR, tr|A0A6J3S9Q9|A0A6J3S9Q9_TURTR
OG0001664	sp|O55186|CD59A_MOUSE, sp|P58019|CD59B_MOUSE	tr|A0A6J3S8Q8|A0A6J3S8Q8_TURTR
OG0001665	sp|Q8BKV0|TICN3_MOUSE	tr|A0A6J3RM02|A0A6J3RM02_TURTR, tr|A0A6J3QV04|A0A6J3QV04_TURTR
OG0001666	sp|Q91V37|VATO_MOUSE	tr|A0A2U3V0P8|A0A2U3V0P8_TURTR, tr|A0A6J3RWY8|A0A6J3RWY8_TURTR
OG0001668	sp|O88665|BRD7_MOUSE	tr|A0A2U4B4F1|A0A2U4B4F1_TURTR, tr|A0A2U4ABE9|A0A2U4ABE9_TURTR
OG0001669	sp|Q6DIA9|FBX27_MOUSE, sp|Q9QZM8|FBX17_MOUSE	tr|A0A6J3QIG4|A0A6J3QIG4_TURTR
OG0001670	sp|Q6PAM0|AAKB2_MOUSE, sp|Q9R078|AAKB1_MOUSE	tr|A0A2U4CK88|A0A2U4CK88_TURTR
OG0001671	sp|O55126|NIPS2_MOUSE	tr|A0A6J3Q4C0|A0A6J3Q4C0_TURTR, tr|A0A6J3RLB1|A0A6J3RLB1_TURTR
OG0001672	sp|Q9WVA3|BUB3_MOUSE	tr|A0A6J3Q9Y7|A0A6J3Q9Y7_TURTR, tr|A0A6J3Q570|A0A6J3Q570_TURTR
OG0001673	sp|O54751|CRX_MOUSE	tr|A0A6J3R8K2|A0A6J3R8K2_TURTR, tr|A0A6J3QFV8|A0A6J3QFV8_TURTR
OG0001674	sp|P00920|CAH2_MOUSE, sp|Q99N23|CAH15_MOUSE	tr|A0A2U3V780|A0A2U3V780_TURTR
OG0001675	sp|P56212|ARP19_MOUSE	tr|A0A2U4CHW7|A0A2U4CHW7_TURTR, tr|A0A6J3R0E1|A0A6J3R0E1_TURTR
OG0001676	sp|Q810J8|ZFYV1_MOUSE	tr|A0A6J3QYB1|A0A6J3QYB1_TURTR, tr|A0A6J3R8R8|A0A6J3R8R8_TURTR
OG0001677	sp|Q9CQY2|RAMAC_MOUSE	tr|A0A6J3QMD9|A0A6J3QMD9_TURTR, tr|A0A2U4C7L7|A0A2U4C7L7_TURTR
