Orthogroup	Mus_musculus	Myotis_brandtii
OG0001128	sp|Q8BFY9|TNPO1_MOUSE	tr|S7MGV2|S7MGV2_MYOBR
OG0001129	sp|Q9CQQ7|AT5F1_MOUSE	tr|S7NL69|S7NL69_MYOBR, tr|S7PZD6|S7PZD6_MYOBR, tr|S7MHC9|S7MHC9_MYOBR
OG0001130	sp|Q9Z0R4|ITSN1_MOUSE	tr|S7P941|S7P941_MYOBR
OG0001130	sp|Q9Z0R6|ITSN2_MOUSE	tr|S7PX50|S7PX50_MYOBR
OG0001131	sp|O88935|SYN1_MOUSE	tr|S7MZN9|S7MZN9_MYOBR, tr|S7P419|S7P419_MYOBR, tr|S7PIK4|S7PIK4_MYOBR
OG0001133	sp|Q8BIV3|RNBP6_MOUSE	tr|S7MKJ1|S7MKJ1_MYOBR
OG0001133	sp|Q8BKC5|IPO5_MOUSE	tr|S7NM60|S7NM60_MYOBR
OG0001134	sp|Q9QXX4|S2513_MOUSE	tr|S7NBX1|S7NBX1_MYOBR
OG0001134	sp|Q8BH59|S2512_MOUSE	tr|S7MF29|S7MF29_MYOBR
OG0001135	sp|Q9CR40|KLH28_MOUSE, sp|Q920Q8|NS1BP_MOUSE, sp|E9Q4F2|KLH18_MOUSE	tr|S7PK72|S7PK72_MYOBR
OG0001136	tr|B2RX82|B2RX82_MOUSE	tr|S7PK42|S7PK42_MYOBR
OG0001136	tr|G3X8Z7|G3X8Z7_MOUSE	tr|S7NCB9|S7NCB9_MYOBR
OG0001137	sp|P63058|THA_MOUSE	tr|S7P4A6|S7P4A6_MYOBR
OG0001137	sp|P37242|THB_MOUSE	tr|S7MPD5|S7MPD5_MYOBR
OG0001138	sp|Q0VE82|CPNE7_MOUSE	tr|S7MKG8|S7MKG8_MYOBR
OG0001138	sp|Q8BLR2|CPNE4_MOUSE	tr|S7PDX0|S7PDX0_MYOBR
OG0001139	sp|Q9DAI4|ZBT43_MOUSE, sp|Q9Z0G7|ZBT22_MOUSE, tr|Q8C3U9|Q8C3U9_MOUSE	tr|S7PKN8|S7PKN8_MYOBR
OG0001140	sp|Q4VK74|IFNL2_MOUSE, sp|Q8CGK6|IFNL3_MOUSE	tr|S7MXK5|S7MXK5_MYOBR, tr|S7NTS0|S7NTS0_MYOBR
OG0001141	sp|Q61035|HARS1_MOUSE	tr|S7Q170|S7Q170_MYOBR
OG0001141	sp|Q99KK9|SYHM_MOUSE	tr|S7NHR3|S7NHR3_MYOBR
OG0001142	sp|Q9CXE6|XRCC3_MOUSE, sp|Q9CX47|XRCC2_MOUSE, sp|O35719|RA51B_MOUSE	tr|S7NEU0|S7NEU0_MYOBR
OG0001143	sp|O88712|CTBP1_MOUSE	tr|S7QAI9|S7QAI9_MYOBR
OG0001143	sp|P56546|CTBP2_MOUSE	tr|S7NJN7|S7NJN7_MYOBR
OG0001144	sp|P59509|ATS19_MOUSE	tr|S7PB05|S7PB05_MYOBR
OG0001144	tr|E9Q4D1|E9Q4D1_MOUSE	tr|S7N1H0|S7N1H0_MYOBR
OG0001145	sp|P60762|MO4L1_MOUSE	tr|S7NA70|S7NA70_MYOBR, tr|S7NCN8|S7NCN8_MYOBR, tr|S7PPN3|S7PPN3_MYOBR
OG0001146	sp|P70698|PYRG1_MOUSE	tr|S7MT81|S7MT81_MYOBR
OG0001146	sp|P70303|PYRG2_MOUSE	tr|S7Q005|S7Q005_MYOBR
OG0001147	sp|Q5PRF0|HTR5A_MOUSE	tr|S7NHL7|S7NHL7_MYOBR
OG0001147	sp|Q8C547|HTR5B_MOUSE	tr|S7NSU2|S7NSU2_MYOBR
OG0001149	sp|Q99P81|ABCG3_MOUSE, sp|Q7TMS5|ABCG2_MOUSE	tr|S7P2H8|S7P2H8_MYOBR, tr|S7MMP6|S7MMP6_MYOBR
OG0001150	sp|Q8C031|LRC4C_MOUSE, sp|P0C192|LRC4B_MOUSE, sp|Q99PH1|LRRC4_MOUSE	tr|S7N8U1|S7N8U1_MYOBR
OG0001151	sp|Q3UUF8|AN34B_MOUSE, tr|B2RW11|B2RW11_MOUSE, sp|Q8BLB8|AN34C_MOUSE	tr|S7P506|S7P506_MYOBR
OG0001152	sp|P26039|TLN1_MOUSE, sp|Q9ERE8|TLRN1_MOUSE, sp|Q71LX4|TLN2_MOUSE	tr|S7NMN4|S7NMN4_MYOBR
OG0001153	sp|P86449|TR43C_MOUSE, sp|P86448|TR43B_MOUSE, sp|Q3TL54|TR43A_MOUSE	tr|S7PFS1|S7PFS1_MYOBR
OG0001154	tr|L7N224|L7N224_MOUSE, tr|Q7TRR2|Q7TRR2_MOUSE, tr|Q8VG01|Q8VG01_MOUSE	tr|S7MN59|S7MN59_MYOBR
OG0001155	sp|Q91YH6|VATB1_MOUSE	tr|S7PKS0|S7PKS0_MYOBR
OG0001155	sp|P62814|VATB2_MOUSE	tr|S7N8D0|S7N8D0_MYOBR
OG0001156	sp|Q99LC2|CSTF1_MOUSE	tr|S7NX29|S7NX29_MYOBR, tr|S7NJE0|S7NJE0_MYOBR, tr|S7NHA1|S7NHA1_MYOBR
OG0001157	sp|P28659|CELF1_MOUSE	tr|S7PIG1|S7PIG1_MYOBR
OG0001157	sp|Q9Z0H4|CELF2_MOUSE	tr|S7MM35|S7MM35_MYOBR
OG0001158	sp|F8VPU2|FARP1_MOUSE	tr|S7Q583|S7Q583_MYOBR
OG0001158	sp|Q91VS8|FARP2_MOUSE	tr|S7MDQ8|S7MDQ8_MYOBR
OG0001159	sp|P31324|KAP3_MOUSE	tr|S7PCR0|S7PCR0_MYOBR
OG0001159	sp|P12367|KAP2_MOUSE	tr|S7MS14|S7MS14_MYOBR
OG0001160	sp|Q5DTY9|KCD16_MOUSE	tr|S7NSP9|S7NSP9_MYOBR
OG0001160	sp|Q50H33|KCTD8_MOUSE	tr|S7NCC5|S7NCC5_MYOBR
OG0001161	sp|Q6VNB8|WDFY3_MOUSE	tr|S7PVR0|S7PVR0_MYOBR
OG0001161	sp|E9Q2M9|WDFY4_MOUSE	tr|S7ME24|S7ME24_MYOBR
OG0001162	sp|Q6ZWV3|RL10_MOUSE	tr|S7NR49|S7NR49_MYOBR, tr|S7PNL5|S7PNL5_MYOBR, tr|S7MS40|S7MS40_MYOBR
OG0001163	sp|Q6KAS7|ZN521_MOUSE	tr|S7PPE8|S7PPE8_MYOBR
OG0001163	sp|Q80TS5|ZN423_MOUSE	tr|S7NGS2|S7NGS2_MYOBR
OG0001164	sp|P97737|GDF10_MOUSE	tr|S7MKI5|S7MKI5_MYOBR
OG0001164	sp|Q8BHE5|BMP3_MOUSE	tr|S7MFQ6|S7MFQ6_MYOBR
OG0001165	sp|Q8K400|STXB5_MOUSE	tr|S7QBZ0|S7QBZ0_MYOBR
OG0001165	sp|Q5DQR4|STB5L_MOUSE	tr|S7NAR1|S7NAR1_MYOBR
OG0001166	sp|Q3UNX5|ACSM3_MOUSE, sp|Q91VA0|ACSM1_MOUSE, sp|Q8BGA8|ACSM5_MOUSE	tr|S7PAT1|S7PAT1_MYOBR
OG0001167	sp|Q6ZQA0|NBEL2_MOUSE	tr|S7MXZ7|S7MXZ7_MYOBR
OG0001167	tr|E9PYP2|E9PYP2_MOUSE	tr|S7N924|S7N924_MYOBR
OG0001168	sp|Q8VHG0|FMO4_MOUSE, sp|P97501|FMO3_MOUSE, tr|J3QMN6|J3QMN6_MOUSE	tr|S7MYI0|S7MYI0_MYOBR
OG0001169	tr|J9S314|J9S314_MOUSE	tr|S7PF30|S7PF30_MYOBR
OG0001169	sp|Q2TV84|TRPM1_MOUSE	tr|S7N3R1|S7N3R1_MYOBR
OG0001170	sp|Q9CZU6|CISY_MOUSE, tr|Q80X68|Q80X68_MOUSE	tr|S7NAB4|S7NAB4_MYOBR, tr|S7NRS8|S7NRS8_MYOBR
OG0001171	sp|Q9D361|SNR48_MOUSE	tr|S7PIA8|S7PIA8_MYOBR, tr|S7PH76|S7PH76_MYOBR, tr|S7MSR7|S7MSR7_MYOBR
OG0001172	sp|E9Q1P8|I2BP2_MOUSE, sp|Q8K3X4|I2BPL_MOUSE, sp|Q8R3Y8|I2BP1_MOUSE	tr|S7Q1J1|S7Q1J1_MYOBR
OG0001173	tr|J3QK46|J3QK46_MOUSE, tr|D3Z0P8|D3Z0P8_MOUSE, sp|Q8C817|T200A_MOUSE	tr|S7MIG7|S7MIG7_MYOBR
OG0001174	sp|O35954|PITM1_MOUSE, sp|Q3UHE1|PITM3_MOUSE, sp|Q6ZPQ6|PITM2_MOUSE	tr|S7MQI2|S7MQI2_MYOBR
OG0001175	sp|Q8JZS7|HMGC2_MOUSE	tr|S7PDE2|S7PDE2_MYOBR
OG0001175	sp|P38060|HMGCL_MOUSE	tr|S7N802|S7N802_MYOBR
OG0001177	sp|Q3TD49|SPP2B_MOUSE, sp|Q9JJF9|SPP2A_MOUSE	tr|S7QAR9|S7QAR9_MYOBR, tr|S7MGV1|S7MGV1_MYOBR
OG0001178	sp|P20060|HEXB_MOUSE	tr|S7MGV9|S7MGV9_MYOBR
OG0001178	sp|P29416|HEXA_MOUSE	tr|S7NKU0|S7NKU0_MYOBR
OG0001179	sp|P70172|NTCP2_MOUSE, sp|O08705|NTCP_MOUSE, sp|Q3UEZ8|NTCP4_MOUSE	tr|S7MH15|S7MH15_MYOBR
OG0001180	sp|Q67E05|BPI_MOUSE	tr|S7MFS7|S7MFS7_MYOBR
OG0001180	sp|Q61805|LBP_MOUSE	tr|S7MH54|S7MH54_MYOBR
OG0001181	sp|Q6RHR9|MAGI1_MOUSE, sp|Q9EQJ9|MAGI3_MOUSE, sp|Q9WVQ1|MAGI2_MOUSE	tr|S7MMZ4|S7MMZ4_MYOBR
OG0001182	sp|Q6GYP7|RGPA1_MOUSE	tr|S7MRG6|S7MRG6_MYOBR
OG0001182	sp|A3KGS3|RGPA2_MOUSE	tr|S7MT46|S7MT46_MYOBR
OG0001183	tr|Q8VF62|Q8VF62_MOUSE	tr|S7NB36|S7NB36_MYOBR, tr|S7N917|S7N917_MYOBR, tr|S7PY97|S7PY97_MYOBR
OG0001184	sp|P97366|EVI5_MOUSE	tr|S7NEG1|S7NEG1_MYOBR
OG0001184	tr|H3BKQ3|H3BKQ3_MOUSE	tr|S7N0K2|S7N0K2_MYOBR
OG0001185	sp|Q0VGM9|RTEL1_MOUSE	tr|S7MXT9|S7MXT9_MYOBR, tr|S7PM93|S7PM93_MYOBR, tr|S7Q8T2|S7Q8T2_MYOBR
OG0001186	sp|Q8BU27|PPM1M_MOUSE, sp|Q149T7|PPM1J_MOUSE, sp|Q3UYC0|PPM1H_MOUSE	tr|S7PBY5|S7PBY5_MYOBR
OG0001187	sp|Q5DU25|IQEC2_MOUSE, sp|Q3TES0|IQEC3_MOUSE, sp|Q8R0S2|IQEC1_MOUSE	tr|S7NS28|S7NS28_MYOBR
OG0001189	sp|Q05A36|MEX3C_MOUSE	tr|S7MRV1|S7MRV1_MYOBR
OG0001189	sp|Q69Z36|MEX3B_MOUSE	tr|S7MUP5|S7MUP5_MYOBR
OG0001190	sp|Q6DIA2|EX3L4_MOUSE, sp|Q61333|TNAP2_MOUSE, tr|D3YUP5|D3YUP5_MOUSE	tr|S7Q670|S7Q670_MYOBR
OG0001191	sp|Q9D3A9|TTYH1_MOUSE, sp|Q6P5F7|TTYH3_MOUSE, sp|Q3TH73|TTYH2_MOUSE	tr|S7MLC0|S7MLC0_MYOBR
OG0001192	sp|Q810Q5|NMES1_MOUSE, sp|Q4FZG9|NUA4L_MOUSE, sp|Q62425|NDUA4_MOUSE	tr|S7PH97|S7PH97_MYOBR
OG0001193	tr|Q8C0E6|Q8C0E6_MOUSE	tr|S7PP66|S7PP66_MYOBR, tr|S7P8M3|S7P8M3_MYOBR, tr|S7N6A9|S7N6A9_MYOBR
OG0001195	tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q9EPF8|Q9EPF8_MOUSE	tr|S7PNR7|S7PNR7_MYOBR, tr|S7PVF3|S7PVF3_MYOBR
OG0001196	sp|Q9WV91|FPRP_MOUSE	tr|S7N1D9|S7N1D9_MYOBR, tr|S7MQJ3|S7MQJ3_MYOBR, tr|S7NDZ9|S7NDZ9_MYOBR
OG0001198	tr|A2ASU7|A2ASU7_MOUSE, tr|Q7TR90|Q7TR90_MOUSE, tr|A0A140T8K3|A0A140T8K3_MOUSE	tr|S7QEA9|S7QEA9_MYOBR
OG0001199	sp|E9Q4N7|ARI1B_MOUSE	tr|S7N722|S7N722_MYOBR
OG0001199	sp|A2BH40|ARI1A_MOUSE	tr|S7PQX1|S7PQX1_MYOBR
OG0001200	sp|O88379|BAZ1A_MOUSE	tr|S7NSF2|S7NSF2_MYOBR
OG0001200	sp|Q9Z277|BAZ1B_MOUSE	tr|S7NDK3|S7NDK3_MYOBR
OG0001201	sp|Q3USZ2|UBFL1_MOUSE	tr|S7NBL5|S7NBL5_MYOBR, tr|S7N427|S7N427_MYOBR, tr|S7P7V9|S7P7V9_MYOBR
OG0001202	sp|Q3UWQ3|UB2FB_MOUSE, sp|Q9CY34|UB2FA_MOUSE	tr|S7PBK7|S7PBK7_MYOBR, tr|S7MPH8|S7MPH8_MYOBR
OG0001203	sp|Q68SA9|ATS7_MOUSE	tr|S7PWA4|S7PWA4_MYOBR
OG0001203	sp|Q811B3|ATS12_MOUSE	tr|S7PLC2|S7PLC2_MYOBR
OG0001204	sp|Q8CG71|P3H2_MOUSE, sp|Q3V1T4|P3H1_MOUSE, sp|Q9D136|OGFD3_MOUSE	tr|S7NHD6|S7NHD6_MYOBR
OG0001205	sp|Q9WU62|INCE_MOUSE	tr|S7PTK1|S7PTK1_MYOBR, tr|S7MZK4|S7MZK4_MYOBR, tr|S7NX39|S7NX39_MYOBR
OG0001206	tr|E9Q0B6|E9Q0B6_MOUSE	tr|S7Q365|S7Q365_MYOBR
OG0001206	tr|A0A571BGC3|A0A571BGC3_MOUSE	tr|S7PCI4|S7PCI4_MYOBR
OG0001207	sp|P59108|CPNE2_MOUSE	tr|S7PZT9|S7PZT9_MYOBR, tr|S7Q6W5|S7Q6W5_MYOBR, tr|S7N5K6|S7N5K6_MYOBR
OG0001208	sp|Q60604|SCIN_MOUSE	tr|S7NNP4|S7NNP4_MYOBR
OG0001208	sp|P13020|GELS_MOUSE	tr|S7Q4H7|S7Q4H7_MYOBR
OG0001209	sp|Q60716|P4HA2_MOUSE	tr|S7PB65|S7PB65_MYOBR
OG0001209	sp|Q60715|P4HA1_MOUSE	tr|S7PFM7|S7PFM7_MYOBR
OG0001210	sp|Q60790|RASA3_MOUSE	tr|S7PV54|S7PV54_MYOBR
OG0001210	sp|P58069|RASA2_MOUSE	tr|S7N250|S7N250_MYOBR
OG0001211	sp|Q9QUT0|RHAG_MOUSE, sp|Q9QXP0|RHCG_MOUSE, sp|Q8BUX5|RHBG_MOUSE	tr|S7PDP2|S7PDP2_MYOBR
OG0001212	sp|P60334|CDO1_MOUSE, sp|Q78IS1|TMED3_MOUSE, tr|D3YZZ5|D3YZZ5_MOUSE	tr|S7NWY0|S7NWY0_MYOBR
OG0001213	sp|Q9D9R9|F186A_MOUSE	tr|S7Q1A2|S7Q1A2_MYOBR
OG0001213	tr|D3Z420|D3Z420_MOUSE	tr|S7PUK4|S7PUK4_MYOBR
OG0001214	sp|P97857|ATS1_MOUSE, sp|Q8BNJ2|ATS4_MOUSE, sp|P57110|ATS8_MOUSE	tr|S7Q743|S7Q743_MYOBR
OG0001215	sp|Q62141|SIN3B_MOUSE	tr|S7NVM0|S7NVM0_MYOBR
OG0001215	sp|Q60520|SIN3A_MOUSE	tr|S7Q3T4|S7Q3T4_MYOBR
OG0001216	sp|Q62217|SEM5A_MOUSE	tr|S7N1G0|S7N1G0_MYOBR
OG0001216	sp|Q60519|SEM5B_MOUSE	tr|S7N4K6|S7N4K6_MYOBR
OG0001217	sp|Q6ZPF3|TIAM2_MOUSE	tr|S7PTD5|S7PTD5_MYOBR
OG0001217	sp|Q60610|TIAM1_MOUSE	tr|S7ML16|S7ML16_MYOBR
OG0001218	sp|Q8R5A6|TB22A_MOUSE	tr|S7NTB5|S7NTB5_MYOBR
OG0001218	tr|Q80VE5|Q80VE5_MOUSE	tr|S7PV85|S7PV85_MYOBR
OG0001219	sp|Q7TMK9|HNRPQ_MOUSE	tr|S7MKU3|S7MKU3_MYOBR
OG0001219	tr|Q8VHM5|Q8VHM5_MOUSE	tr|S7N868|S7N868_MYOBR
OG0001220	sp|Q99JY0|ECHB_MOUSE, sp|Q8VCH0|THIKB_MOUSE, sp|Q921H8|THIKA_MOUSE	tr|S7NKJ9|S7NKJ9_MYOBR
OG0001221	sp|Q9Z1X2|PTSS2_MOUSE	tr|S7PCD4|S7PCD4_MYOBR
OG0001221	sp|Q99LH2|PTSS1_MOUSE	tr|S7PXU0|S7PXU0_MYOBR
OG0001222	sp|Q9D3J5|ANR22_MOUSE, sp|Q9CQM6|ANR61_MOUSE, sp|Q8BH83|ANKR9_MOUSE	tr|S7N957|S7N957_MYOBR
OG0001223	sp|Q8BHS6|ARMX3_MOUSE, tr|E9PWM3|E9PWM3_MOUSE, sp|Q8K3A6|ARMX6_MOUSE	tr|S7MZF7|S7MZF7_MYOBR
OG0001224	sp|O35054|CLD4_MOUSE, sp|Q9Z0S4|CLD13_MOUSE, sp|Q9D7D7|CLD23_MOUSE	tr|S7Q162|S7Q162_MYOBR
OG0001225	sp|P42669|PURA_MOUSE, sp|O35295|PURB_MOUSE, sp|Q8R4E6|PURG_MOUSE	tr|S7NI02|S7NI02_MYOBR
OG0001226	sp|P46414|CDN1B_MOUSE, sp|P39689|CDN1A_MOUSE, sp|P49919|CDN1C_MOUSE	tr|S7PJB6|S7PJB6_MYOBR
OG0001227	sp|Q08189|TGM3_MOUSE, sp|Q8BZH1|TGM4_MOUSE, tr|Q8BM11|Q8BM11_MOUSE	tr|S7PWV4|S7PWV4_MYOBR
OG0001229	sp|Q62407|SPEG_MOUSE, sp|Q8VDF3|DAPK2_MOUSE, sp|O54784|DAPK3_MOUSE	tr|S7MK93|S7MK93_MYOBR
OG0001230	tr|Q8VF14|Q8VF14_MOUSE	tr|S7NQJ2|S7NQJ2_MYOBR
OG0001230	sp|Q8VFL9|O1086_MOUSE	tr|S7NRZ9|S7NRZ9_MYOBR
OG0001231	sp|Q9Z2J0|S23A1_MOUSE	tr|S7Q7U5|S7Q7U5_MYOBR
OG0001231	sp|Q9EPR4|S23A2_MOUSE	tr|S7N7B1|S7N7B1_MYOBR
OG0001232	sp|Q9ERZ3|ACM3_MOUSE, sp|P12657|ACM1_MOUSE, sp|Q920H4|ACM5_MOUSE	tr|S7NSZ3|S7NSZ3_MYOBR
OG0001233	sp|P23298|KPCL_MOUSE	tr|S7N8S5|S7N8S5_MYOBR
OG0001233	sp|P16054|KPCE_MOUSE	tr|S7PFX4|S7PFX4_MYOBR
OG0001234	sp|P61211|ARL1_MOUSE	tr|S7Q790|S7Q790_MYOBR, tr|S7PIE0|S7PIE0_MYOBR, tr|S7N0C2|S7N0C2_MYOBR
OG0001235	sp|P70236|MP2K6_MOUSE	tr|S7MLC9|S7MLC9_MYOBR
OG0001235	sp|O09110|MP2K3_MOUSE	tr|S7PP20|S7PP20_MYOBR
OG0001236	sp|Q2EMV9|PAR14_MOUSE	tr|S7N870|S7N870_MYOBR, tr|S7N4T4|S7N4T4_MYOBR, tr|S7NIT8|S7NIT8_MYOBR
OG0001238	tr|Q8VFY3|Q8VFY3_MOUSE, tr|E9PZS7|E9PZS7_MOUSE, tr|A0A2I3BRI6|A0A2I3BRI6_MOUSE	tr|S7MW59|S7MW59_MYOBR
OG0001239	tr|G3UXC7|G3UXC7_MOUSE	tr|S7P361|S7P361_MYOBR
OG0001239	sp|Q8BLI0|ATL1_MOUSE	tr|S7MYU8|S7MYU8_MYOBR
OG0001240	sp|O70283|WNT2B_MOUSE, sp|P22727|WNT6_MOUSE, sp|P21552|WNT2_MOUSE	tr|S7NCQ9|S7NCQ9_MYOBR
OG0001241	sp|P24610|PAX3_MOUSE	tr|S7NP38|S7NP38_MYOBR
OG0001241	sp|P47239|PAX7_MOUSE	tr|S7NKU8|S7NKU8_MYOBR
OG0001242	sp|D3Z7P3|GLSK_MOUSE	tr|S7N3J5|S7N3J5_MYOBR
OG0001242	sp|Q571F8|GLSL_MOUSE	tr|S7NCU2|S7NCU2_MYOBR
OG0001244	sp|Q7TMB8|CYFP1_MOUSE	tr|S7PRE6|S7PRE6_MYOBR
OG0001244	sp|Q5SQX6|CYFP2_MOUSE	tr|S7N0E0|S7N0E0_MYOBR
OG0001245	sp|Q8BXK8|AGAP1_MOUSE	tr|S7PRJ5|S7PRJ5_MYOBR
OG0001245	sp|Q8VHH5|AGAP3_MOUSE	tr|S7NID5|S7NID5_MYOBR
OG0001246	sp|Q922U1|PRPF3_MOUSE	tr|S7PKC5|S7PKC5_MYOBR, tr|S7P1D9|S7P1D9_MYOBR, tr|S7MTZ3|S7MTZ3_MYOBR
OG0001247	sp|Q9R0B9|PLOD2_MOUSE	tr|S7N383|S7N383_MYOBR
OG0001247	sp|Q9R0E2|PLOD1_MOUSE	tr|S7N563|S7N563_MYOBR
OG0001248	sp|A9Z1V5|VW5B1_MOUSE	tr|S7MUY9|S7MUY9_MYOBR, tr|S7PKN2|S7PKN2_MYOBR, tr|S7PD11|S7PD11_MYOBR
OG0001249	sp|O08785|CLOCK_MOUSE, sp|P97460|NPAS2_MOUSE, tr|J9JI72|J9JI72_MOUSE	tr|S7NB65|S7NB65_MYOBR
OG0001250	sp|Q810I2|TRI50_MOUSE, sp|Q80V85|TRI62_MOUSE, sp|Q1XH17|TRI72_MOUSE	tr|S7PUE2|S7PUE2_MYOBR
OG0001251	sp|Q9WU60|ATRN_MOUSE	tr|S7N7P1|S7N7P1_MYOBR
OG0001251	sp|Q6A051|ATRN1_MOUSE	tr|S7PWK8|S7PWK8_MYOBR
OG0001252	sp|P57784|RU2A_MOUSE	tr|S7MWH7|S7MWH7_MYOBR, tr|S7N1G8|S7N1G8_MYOBR, tr|S7PQE5|S7PQE5_MYOBR
OG0001253	sp|P97770|THUM3_MOUSE	tr|S7MDA2|S7MDA2_MYOBR, tr|S7PHH3|S7PHH3_MYOBR, tr|S7MZR9|S7MZR9_MYOBR
OG0001254	sp|Q62432|SMAD2_MOUSE	tr|S7MSU1|S7MSU1_MYOBR
OG0001254	sp|Q8BUN5|SMAD3_MOUSE	tr|S7MLS1|S7MLS1_MYOBR
OG0001255	sp|Q7TSZ8|NACC1_MOUSE	tr|S7NIL4|S7NIL4_MYOBR, tr|S7QD39|S7QD39_MYOBR, tr|S7PHQ5|S7PHQ5_MYOBR
OG0001256	sp|Q8BG16|S6A15_MOUSE, sp|Q8BJI1|S6A17_MOUSE	tr|S7MJA3|S7MJA3_MYOBR, tr|S7P2M2|S7P2M2_MYOBR
OG0001257	sp|Q8CGQ8|NCKX4_MOUSE	tr|S7MM29|S7MM29_MYOBR
OG0001257	sp|Q99PD7|NCKX3_MOUSE	tr|S7Q383|S7Q383_MYOBR
OG0001258	sp|Q1EG27|MYO3B_MOUSE	tr|S7P3W7|S7P3W7_MYOBR
OG0001258	sp|Q8K3H5|MYO3A_MOUSE	tr|S7PHG0|S7PHG0_MYOBR
OG0001259	sp|Q9D8B3|CHM4B_MOUSE, sp|Q8R1T1|CHMP7_MOUSE, sp|P0C0A3|CHMP6_MOUSE	tr|S7NFE4|S7NFE4_MYOBR
OG0001260	sp|Q9WVH3|FOXO4_MOUSE	tr|S7PZC9|S7PZC9_MYOBR
OG0001260	sp|Q70KY4|FOXO6_MOUSE	tr|S7MT69|S7MT69_MYOBR
OG0001262	sp|O09114|PTGDS_MOUSE, sp|Q6JVL5|LCN12_MOUSE, sp|P11672|NGAL_MOUSE	tr|S7Q903|S7Q903_MYOBR
OG0001263	sp|A2AQW0|M3K15_MOUSE	tr|S7PII7|S7PII7_MYOBR
OG0001263	sp|O35099|M3K5_MOUSE	tr|S7MIJ4|S7MIJ4_MYOBR
OG0001264	sp|Q04887|SOX9_MOUSE, sp|Q04886|SOX8_MOUSE, sp|Q04888|SOX10_MOUSE	tr|S7QB14|S7QB14_MYOBR
OG0001265	sp|E9PV82|FA53A_MOUSE, sp|Q8BGR5|FA53B_MOUSE, sp|Q8BXQ8|FA53C_MOUSE	tr|S7Q7T8|S7Q7T8_MYOBR
OG0001266	tr|Q3KPB0|Q3KPB0_MOUSE, tr|Q8VGY4|Q8VGY4_MOUSE, tr|E9PYB4|E9PYB4_MOUSE	tr|S7MQN4|S7MQN4_MYOBR
OG0001267	sp|Q5U4C9|DYRK2_MOUSE	tr|S7N3U4|S7N3U4_MYOBR
OG0001267	sp|Q922Y0|DYRK3_MOUSE	tr|S7Q892|S7Q892_MYOBR
OG0001268	sp|Q3US17|ZNF48_MOUSE, tr|A0A1D5RM95|A0A1D5RM95_MOUSE, tr|B2RX31|B2RX31_MOUSE	tr|S7PRZ5|S7PRZ5_MYOBR
OG0001269	tr|E9Q3H6|E9Q3H6_MOUSE	tr|S7PTI7|S7PTI7_MYOBR
OG0001269	sp|Q3THF9|CQ10B_MOUSE	tr|S7N5C1|S7N5C1_MYOBR
OG0001270	sp|O35473|C1D_MOUSE	tr|S7MPP1|S7MPP1_MYOBR, tr|S7NN89|S7NN89_MYOBR, tr|S7PQB7|S7PQB7_MYOBR
OG0001271	sp|Q99L27|GMPR2_MOUSE	tr|S7MHX9|S7MHX9_MYOBR
OG0001271	sp|Q9DCZ1|GMPR1_MOUSE	tr|S7N4P9|S7N4P9_MYOBR
OG0001272	sp|P35545|UBIM_MOUSE	tr|S7MRD4|S7MRD4_MYOBR, tr|S7P8J6|S7P8J6_MYOBR, tr|S7NP08|S7NP08_MYOBR
OG0001273	sp|Q6PD31|TRAK1_MOUSE	tr|S7P8I8|S7P8I8_MYOBR
OG0001273	sp|O35668|HAP1_MOUSE	tr|S7NUG0|S7NUG0_MYOBR
OG0001274	sp|Q91VJ4|STK38_MOUSE	tr|S7NIN3|S7NIN3_MYOBR
OG0001274	sp|Q7TSE6|ST38L_MOUSE	tr|S7PK43|S7PK43_MYOBR
OG0001275	sp|Q99JP7|GGT7_MOUSE, sp|Q60928|GGT1_MOUSE, sp|Q9Z2A9|GGT5_MOUSE	tr|S7NFT3|S7NFT3_MYOBR
OG0001276	sp|A2AFR3|FRPD4_MOUSE	tr|S7Q7G6|S7Q7G6_MYOBR
OG0001276	tr|A0A140LIW3|A0A140LIW3_MOUSE	tr|S7PAG2|S7PAG2_MYOBR
OG0001277	sp|A4Q9E8|TTLL6_MOUSE	tr|S7PLI5|S7PLI5_MYOBR
OG0001277	sp|A4Q9F6|TTL13_MOUSE	tr|S7Q367|S7Q367_MYOBR
OG0001278	sp|O70237|GFI1B_MOUSE, sp|P70338|GFI1_MOUSE, tr|D3Z0W3|D3Z0W3_MOUSE	tr|S7Q2R5|S7Q2R5_MYOBR
OG0001279	sp|P70169|DOC2B_MOUSE	tr|S7MH93|S7MH93_MYOBR
OG0001279	sp|Q7TNF0|DOC2A_MOUSE	tr|S7Q2K7|S7Q2K7_MYOBR
OG0001280	sp|Q812G0|MGT4A_MOUSE	tr|S7P4T7|S7P4T7_MYOBR
OG0001280	sp|Q812F8|MGT4B_MOUSE	tr|S7MUC1|S7MUC1_MYOBR
OG0001281	sp|Q3V0C3|NUTM2_MOUSE	tr|S7NL05|S7NL05_MYOBR
OG0001281	sp|Q8BHP2|NUTM1_MOUSE	tr|S7NQC9|S7NQC9_MYOBR
OG0001282	sp|P00687|AMY1_MOUSE, tr|E9PV85|E9PV85_MOUSE, sp|P00688|AMYP_MOUSE	tr|S7PWG4|S7PWG4_MYOBR
