Orthogroup	Mus_musculus	Muntiacus_reevesi
OG0005581	sp|A2AS55|ANR16_MOUSE	tr|A0A5J5MQ10|A0A5J5MQ10_MUNRE
OG0005582	tr|B7ZCR6|B7ZCR6_MOUSE	tr|A0A5J5MQC2|A0A5J5MQC2_MUNRE
OG0005583	sp|Q9Z0F7|SYUG_MOUSE	tr|A0A5J5MR98|A0A5J5MR98_MUNRE
OG0005584	sp|Q9D684|RIN2_MOUSE	tr|A0A5J5MSG8|A0A5J5MSG8_MUNRE
OG0005585	sp|P56371|RAB4A_MOUSE	tr|A0A5J5MTP6|A0A5J5MTP6_MUNRE
OG0005586	tr|A2ACT7|A2ACT7_MOUSE	tr|A0A5J5MUD0|A0A5J5MUD0_MUNRE
OG0005587	sp|Q00724|RET4_MOUSE	tr|A0A5J5MX15|A0A5J5MX15_MUNRE
OG0005588	sp|Q2EG98|PK1L3_MOUSE	tr|A0A5J5MX54|A0A5J5MX54_MUNRE
OG0005589	sp|P37237|FGF8_MOUSE	tr|A0A5J5MYJ4|A0A5J5MYJ4_MUNRE
OG0005590	sp|Q9DC70|NDUS7_MOUSE	tr|A0A5J5MZQ4|A0A5J5MZQ4_MUNRE
OG0005591	sp|Q6AXC6|DDX11_MOUSE	tr|A0A5J5MZW8|A0A5J5MZW8_MUNRE
OG0005592	sp|P97478|COQ7_MOUSE	tr|A0A5J5N266|A0A5J5N266_MUNRE
OG0005593	sp|Q7TNT2|FACR2_MOUSE	tr|A0A5J5N2R3|A0A5J5N2R3_MUNRE
OG0005594	sp|P97458|PROP1_MOUSE	tr|A0A5J5N4U6|A0A5J5N4U6_MUNRE
OG0005595	tr|F8VQ29|F8VQ29_MOUSE	tr|A0A5J5N6C1|A0A5J5N6C1_MUNRE
OG0005596	sp|Q8CIV2|MBRL_MOUSE	tr|A0A5J5N6G1|A0A5J5N6G1_MUNRE
OG0005597	sp|Q9D6I9|LURA1_MOUSE	tr|A0A5J5N6G7|A0A5J5N6G7_MUNRE
OG0005598	tr|Q8VF83|Q8VF83_MOUSE	tr|A0A5N3UNG5|A0A5N3UNG5_MUNRE
OG0005599	sp|Q03385|GNDS_MOUSE	tr|A0A5N3VXP7|A0A5N3VXP7_MUNRE
OG0005600	sp|Q80YS5|LRC27_MOUSE	tr|A0A5N3VYM9|A0A5N3VYM9_MUNRE
OG0005601	sp|Q8BM54|MYLIP_MOUSE	tr|A0A5N3W0R8|A0A5N3W0R8_MUNRE
OG0005602	sp|Q8R1H0|HOP_MOUSE	tr|A0A5N3W1K6|A0A5N3W1K6_MUNRE
OG0005603	sp|Q8VBV8|GUC1B_MOUSE	tr|A0A5N3W211|A0A5N3W211_MUNRE
OG0005604	sp|Q5RJB0|BHA09_MOUSE	tr|A0A5N3WZP0|A0A5N3WZP0_MUNRE
OG0005605	sp|O35286|DHX15_MOUSE	tr|A0A5N3X1Y3|A0A5N3X1Y3_MUNRE
OG0005606	sp|Q99M04|LIAS_MOUSE	tr|A0A5N3X338|A0A5N3X338_MUNRE
OG0005607	sp|P61290|PSME3_MOUSE	tr|A0A5N3X370|A0A5N3X370_MUNRE
OG0005608	sp|Q7TPV4|MBB1A_MOUSE	tr|A0A5N3X3T0|A0A5N3X3T0_MUNRE
OG0005610	sp|Q08369|GATA4_MOUSE	tr|A0A5N3X4S3|A0A5N3X4S3_MUNRE
OG0005611	sp|Q4JK59|TET2_MOUSE	tr|A0A5N3X7Q2|A0A5N3X7Q2_MUNRE
OG0005612	sp|Q9D6A1|MYO1H_MOUSE	tr|A0A5N3X9V1|A0A5N3X9V1_MUNRE
OG0005613	tr|D3YYQ8|D3YYQ8_MOUSE	tr|A0A5N3XBH0|A0A5N3XBH0_MUNRE
OG0005614	sp|O35655|PPE1_MOUSE	tr|A0A5N3XFK9|A0A5N3XFK9_MUNRE
OG0005615	sp|Q8C181|MBNL2_MOUSE	tr|A0A5N3XHC3|A0A5N3XHC3_MUNRE
OG0005616	sp|O89086|RBM3_MOUSE	tr|A0A5N3XI29|A0A5N3XI29_MUNRE
OG0005617	sp|Q3U3F9|GP160_MOUSE	tr|A0A5N3XIT0|A0A5N3XIT0_MUNRE
OG0005618	sp|Q8BGI3|INSI1_MOUSE	tr|A0A5N3XMX9|A0A5N3XMX9_MUNRE
OG0005619	sp|P61213|ARL4A_MOUSE	tr|A0A5N3XQK6|A0A5N3XQK6_MUNRE
OG0005620	sp|Q80WC1|UBN2_MOUSE	tr|A0A5N3XQS1|A0A5N3XQS1_MUNRE
OG0005621	sp|Q9Z2E4|PPR17_MOUSE	tr|A0A5N3XRW0|A0A5N3XRW0_MUNRE
OG0005622	sp|Q3UPF5|ZCCHV_MOUSE	tr|A0A5N3XSY5|A0A5N3XSY5_MUNRE
OG0005623	tr|A2ASP7|A2ASP7_MOUSE	tr|A0A5N3XTL2|A0A5N3XTL2_MUNRE
OG0005624	sp|Q9DD16|NUD22_MOUSE	tr|A0A5N3XVS4|A0A5N3XVS4_MUNRE
OG0005625	sp|Q8BSQ9|PB1_MOUSE	tr|A0A5N3XX49|A0A5N3XX49_MUNRE
OG0005626	sp|Q8VCC8|RPGF3_MOUSE	tr|A0A5N3XYL7|A0A5N3XYL7_MUNRE
OG0005627	sp|Q9JJV1|CRBA2_MOUSE	tr|A0A5J5MI29|A0A5J5MI29_MUNRE
OG0005628	tr|A2APZ1|A2APZ1_MOUSE	tr|A0A5J5MJ40|A0A5J5MJ40_MUNRE
OG0005629	sp|P09926|SURF2_MOUSE	tr|A0A5J5MJW2|A0A5J5MJW2_MUNRE
OG0005630	sp|Q9CSV6|SFT2C_MOUSE	tr|A0A5J5MLJ4|A0A5J5MLJ4_MUNRE
OG0005631	sp|Q8K157|GALM_MOUSE	tr|A0A5J5MLM3|A0A5J5MLM3_MUNRE
OG0005632	sp|A2APY7|NDUF5_MOUSE	tr|A0A5J5MP96|A0A5J5MP96_MUNRE
OG0005633	sp|P07978|PRM2_MOUSE	tr|A0A5J5MSF1|A0A5J5MSF1_MUNRE
OG0005634	sp|Q08189|TGM3_MOUSE	tr|A0A5J5MSM7|A0A5J5MSM7_MUNRE
OG0005635	sp|Q9D8B6|F210B_MOUSE	tr|A0A5J5MVK8|A0A5J5MVK8_MUNRE
OG0005636	sp|Q8BLH7|HIRP3_MOUSE	tr|A0A5J5MVP9|A0A5J5MVP9_MUNRE
OG0005637	sp|Q61164|CTCF_MOUSE	tr|A0A5J5MVR3|A0A5J5MVR3_MUNRE
OG0005638	sp|P56392|CX7A1_MOUSE	tr|A0A5J5MXZ6|A0A5J5MXZ6_MUNRE
OG0005639	sp|Q307W7|KNCN_MOUSE	tr|A0A5J5MZH2|A0A5J5MZH2_MUNRE
OG0005640	sp|Q9QZF2|GPC1_MOUSE	tr|A0A5J5N0B1|A0A5J5N0B1_MUNRE
OG0005641	sp|Q9D668|ARRD2_MOUSE	tr|A0A5J5N1F0|A0A5J5N1F0_MUNRE
OG0005642	sp|P51163|HEM4_MOUSE	tr|A0A5J5N221|A0A5J5N221_MUNRE
OG0005643	sp|P25318|CO8A2_MOUSE	tr|A0A5J5N2H1|A0A5J5N2H1_MUNRE
OG0005644	sp|Q9ET39|SLAF6_MOUSE	tr|A0A5J5N6S3|A0A5J5N6S3_MUNRE
OG0005645	sp|Q99NH0|ANR17_MOUSE	tr|A0A5N3VZ17|A0A5N3VZ17_MUNRE
OG0005646	sp|P62270|RS18_MOUSE	tr|A0A5N3VZ52|A0A5N3VZ52_MUNRE
OG0005647	sp|P41139|ID4_MOUSE	tr|A0A5N3W0A9|A0A5N3W0A9_MUNRE
OG0005648	sp|Q9JJN0|POLH_MOUSE	tr|A0A5N3W0D1|A0A5N3W0D1_MUNRE
OG0005649	sp|Q4VBD2|TAPT1_MOUSE	tr|A0A5N3W128|A0A5N3W128_MUNRE
OG0005650	sp|Q91WF7|FIG4_MOUSE	tr|A0A5N3W1P3|A0A5N3W1P3_MUNRE
OG0005651	sp|P56475|GBRR1_MOUSE	tr|A0A5N3W1W8|A0A5N3W1W8_MUNRE
OG0005652	sp|Q3UHE1|PITM3_MOUSE	tr|A0A5N3X0V7|A0A5N3X0V7_MUNRE
OG0005653	sp|P30875|SSR2_MOUSE	tr|A0A5N3X2C6|A0A5N3X2C6_MUNRE
OG0005654	sp|A2AKB9|DCA10_MOUSE	tr|A0A5N3X386|A0A5N3X386_MUNRE
OG0005655	sp|P48754|BRCA1_MOUSE	tr|A0A5N3X402|A0A5N3X402_MUNRE
OG0005656	sp|Q8BZX4|SREK1_MOUSE	tr|A0A5N3X6Z5|A0A5N3X6Z5_MUNRE
OG0005657	sp|P26339|CMGA_MOUSE	tr|A0A5N3XA00|A0A5N3XA00_MUNRE
OG0005658	sp|P58871|TB182_MOUSE	tr|A0A5N3XAW3|A0A5N3XAW3_MUNRE
OG0005659	sp|Q3U3V8|XRRA1_MOUSE	tr|A0A5N3XDJ5|A0A5N3XDJ5_MUNRE
OG0005660	tr|Q3UJ22|Q3UJ22_MOUSE	tr|A0A5N3XID7|A0A5N3XID7_MUNRE
OG0005661	sp|Q9R1X5|MRP5_MOUSE	tr|A0A5N3XK72|A0A5N3XK72_MUNRE
OG0005662	sp|E9Q5M6|CFA44_MOUSE	tr|A0A5N3XM30|A0A5N3XM30_MUNRE
OG0005663	sp|P62331|ARF6_MOUSE	tr|A0A5N3XM65|A0A5N3XM65_MUNRE
OG0005664	sp|Q8R2R5|LRC61_MOUSE	tr|A0A5N3XPI5|A0A5N3XPI5_MUNRE
OG0005665	tr|A0A075B5J5|A0A075B5J5_MOUSE	tr|A0A5N3XPJ6|A0A5N3XPJ6_MUNRE
OG0005666	sp|P36423|THAS_MOUSE	tr|A0A5N3XQJ5|A0A5N3XQJ5_MUNRE
OG0005667	sp|Q91XT4|SC16B_MOUSE	tr|A0A5N3XRG5|A0A5N3XRG5_MUNRE
OG0005668	sp|Q91ZJ0|MUS81_MOUSE	tr|A0A5N3XS86|A0A5N3XS86_MUNRE
OG0005669	tr|B1ART2|B1ART2_MOUSE	tr|A0A5N3XTV0|A0A5N3XTV0_MUNRE
OG0005670	sp|Q8K1J5|SDE2_MOUSE	tr|A0A5N3XTZ6|A0A5N3XTZ6_MUNRE
OG0005671	sp|Q9Z1X2|PTSS2_MOUSE	tr|A0A5N3XU07|A0A5N3XU07_MUNRE
OG0005672	sp|Q9ES97|RTN3_MOUSE	tr|A0A5N3XU08|A0A5N3XU08_MUNRE
OG0005673	sp|Q9D6G5|TM138_MOUSE	tr|A0A5N3XUE1|A0A5N3XUE1_MUNRE
OG0005674	sp|O35954|PITM1_MOUSE	tr|A0A5N3XUH8|A0A5N3XUH8_MUNRE
OG0005675	sp|P15331|PERI_MOUSE	tr|A0A5N3XVQ2|A0A5N3XVQ2_MUNRE
OG0005676	sp|Q8C145|S39A6_MOUSE	tr|A0A5N3XWK4|A0A5N3XWK4_MUNRE
OG0005677	tr|V9GXH0|V9GXH0_MOUSE	tr|A0A5N3XXF8|A0A5N3XXF8_MUNRE
OG0005678	sp|Q8CDV0|CC178_MOUSE	tr|A0A5N3XXV9|A0A5N3XXV9_MUNRE
OG0005679	sp|Q91X51|GORS1_MOUSE	tr|A0A5N3XXY0|A0A5N3XXY0_MUNRE
OG0005680	sp|Q8R023|PCGF1_MOUSE	tr|A0A5J5MG02|A0A5J5MG02_MUNRE
OG0005681	sp|Q8K019|BCLF1_MOUSE	tr|A0A5J5MK04|A0A5J5MK04_MUNRE
OG0005682	sp|A2AUC9|KLH41_MOUSE	tr|A0A5J5MK70|A0A5J5MK70_MUNRE
OG0005683	tr|E9QAE3|E9QAE3_MOUSE	tr|A0A5J5MMH4|A0A5J5MMH4_MUNRE
OG0005684	sp|Q9JKX6|NUDT5_MOUSE	tr|A0A5J5MNY7|A0A5J5MNY7_MUNRE
OG0005685	sp|Q9CYG7|TOM34_MOUSE	tr|A0A5J5MP22|A0A5J5MP22_MUNRE
OG0005686	sp|Q9QYB8|ADDB_MOUSE	tr|A0A5J5MP35|A0A5J5MP35_MUNRE
OG0005687	sp|Q99J78|DEFI8_MOUSE	tr|A0A5J5MQJ5|A0A5J5MQJ5_MUNRE
OG0005688	sp|Q7TSA6|PRSR3_MOUSE	tr|A0A5J5MV37|A0A5J5MV37_MUNRE
OG0005689	tr|A0A1B0GT27|A0A1B0GT27_MOUSE	tr|A0A5J5MVT6|A0A5J5MVT6_MUNRE
OG0005690	sp|P52955|LBX1_MOUSE	tr|A0A5J5MW48|A0A5J5MW48_MUNRE
OG0005691	sp|Q9JJW0|PXMP4_MOUSE	tr|A0A5J5MXM1|A0A5J5MXM1_MUNRE
OG0005692	sp|G5E8F4|FPGT_MOUSE	tr|A0A5J5MYZ1|A0A5J5MYZ1_MUNRE
OG0005693	sp|Q9Z188|DYR1B_MOUSE	tr|A0A5J5MZA9|A0A5J5MZA9_MUNRE
OG0005694	sp|Q9D1Q4|DPM3_MOUSE	tr|A0A5J5MZI6|A0A5J5MZI6_MUNRE
OG0005695	sp|P47802|MTX1_MOUSE	tr|A0A5J5N069|A0A5J5N069_MUNRE
OG0005696	sp|Q00915|RET1_MOUSE	tr|A0A5J5N353|A0A5J5N353_MUNRE
OG0005697	sp|Q8BYL4|SYYM_MOUSE	tr|A0A5J5N3A0|A0A5J5N3A0_MUNRE
OG0005698	tr|Q91XX0|Q91XX0_MOUSE	tr|A0A5J5N478|A0A5J5N478_MUNRE
OG0005699	sp|Q3TCX3|KHDC4_MOUSE	tr|A0A5J5N513|A0A5J5N513_MUNRE
OG0005700	sp|Q56A10|ZN608_MOUSE	tr|A0A5J5N5L0|A0A5J5N5L0_MUNRE
OG0005701	tr|G3X9F6|G3X9F6_MOUSE	tr|A0A5N3VZJ9|A0A5N3VZJ9_MUNRE
OG0005702	sp|P23708|NFYA_MOUSE	tr|A0A5N3W010|A0A5N3W010_MUNRE
OG0005703	sp|Q8CC96|BNIP5_MOUSE	tr|A0A5N3W371|A0A5N3W371_MUNRE
OG0005704	sp|Q0VDN7|RUND1_MOUSE	tr|A0A5N3X1P2|A0A5N3X1P2_MUNRE
OG0005705	sp|Q80YT5|SPT20_MOUSE	tr|A0A5N3X3D0|A0A5N3X3D0_MUNRE
OG0005706	sp|Q8K2Z2|PRP39_MOUSE	tr|A0A5N3X4J6|A0A5N3X4J6_MUNRE
OG0005707	sp|Q8CFE2|HPF1_MOUSE	tr|A0A5N3X4N0|A0A5N3X4N0_MUNRE
OG0005708	sp|P15655|FGF2_MOUSE	tr|A0A5N3X7R9|A0A5N3X7R9_MUNRE
OG0005709	sp|P30999|CTND1_MOUSE	tr|A0A5N3X9K7|A0A5N3X9K7_MUNRE
OG0005710	sp|E9Q956|MCMD2_MOUSE	tr|A0A5N3XC31|A0A5N3XC31_MUNRE
OG0005711	sp|Q8CBY0|GATC_MOUSE	tr|A0A5N3XD12|A0A5N3XD12_MUNRE
OG0005712	sp|P27548|CD40L_MOUSE	tr|A0A5N3XDW5|A0A5N3XDW5_MUNRE
OG0005713	sp|E9PYK3|PARP4_MOUSE	tr|A0A5N3XIA4|A0A5N3XIA4_MUNRE
OG0005714	sp|Q3ZT31|SNX25_MOUSE	tr|A0A5N3XIE0|A0A5N3XIE0_MUNRE
OG0005715	sp|Q91ZS8|RED1_MOUSE	tr|A0A5N3XIL6|A0A5N3XIL6_MUNRE
OG0005716	sp|Q4KWH5|PLCH1_MOUSE	tr|A0A5N3XKV8|A0A5N3XKV8_MUNRE
OG0005717	sp|Q60665|SKIL_MOUSE	tr|A0A5N3XLD7|A0A5N3XLD7_MUNRE
OG0005718	tr|E9Q9F7|E9Q9F7_MOUSE	tr|A0A5N3XQ23|A0A5N3XQ23_MUNRE
OG0005719	sp|Q99LE6|ABCF2_MOUSE	tr|A0A5N3XQ83|A0A5N3XQ83_MUNRE
OG0005720	sp|P70205|PACR_MOUSE	tr|A0A5N3XR16|A0A5N3XR16_MUNRE
OG0005721	sp|Q8C0L8|COG5_MOUSE	tr|A0A5N3XSJ2|A0A5N3XSJ2_MUNRE
OG0005722	sp|Q3TAP4|AP5B1_MOUSE	tr|A0A5N3XU37|A0A5N3XU37_MUNRE
OG0005723	sp|Q2TB54|FCAMR_MOUSE	tr|A0A5N3XUE4|A0A5N3XUE4_MUNRE
OG0005724	sp|Q9D8T3|REBL1_MOUSE	tr|A0A5N3XV32|A0A5N3XV32_MUNRE
OG0005725	sp|Q9DBQ7|PACE1_MOUSE	tr|A0A5N3XWN7|A0A5N3XWN7_MUNRE
OG0005726	sp|Q9WUN2|TBK1_MOUSE	tr|A0A5N3XYI6|A0A5N3XYI6_MUNRE
OG0005727	sp|Q7TPQ3|SHPRH_MOUSE	tr|A0A5J5MI66|A0A5J5MI66_MUNRE
OG0005728	sp|Q3TAA7|S11IP_MOUSE	tr|A0A5J5MIE3|A0A5J5MIE3_MUNRE
OG0005729	sp|Q921K9|BCL7B_MOUSE	tr|A0A5J5MPN7|A0A5J5MPN7_MUNRE
OG0005730	sp|P41163|ETV2_MOUSE	tr|A0A5J5MQU3|A0A5J5MQU3_MUNRE
OG0005731	sp|O08740|RPB11_MOUSE	tr|A0A5J5MRF1|A0A5J5MRF1_MUNRE
OG0005732	sp|P97461|RS5_MOUSE	tr|A0A5J5MSR8|A0A5J5MSR8_MUNRE
OG0005733	sp|P55264|ADK_MOUSE	tr|A0A5J5MSU1|A0A5J5MSU1_MUNRE
OG0005734	sp|Q9EPB4|ASC_MOUSE	tr|A0A5J5MX94|A0A5J5MX94_MUNRE
OG0005735	sp|Q9Z0L1|S1PR4_MOUSE	tr|A0A5J5MZR2|A0A5J5MZR2_MUNRE
OG0005736	sp|Q9DBN5|LONP2_MOUSE	tr|A0A5J5MZZ4|A0A5J5MZZ4_MUNRE
OG0005737	sp|Q9Z2H1|RGS11_MOUSE	tr|A0A5J5N012|A0A5J5N012_MUNRE
OG0005738	sp|Q9DB90|SMG9_MOUSE	tr|A0A5J5N141|A0A5J5N141_MUNRE
OG0005739	sp|Q9DBL1|ACDSB_MOUSE	tr|A0A5J5N1I7|A0A5J5N1I7_MUNRE
OG0005740	sp|Q8BIJ7|RUFY1_MOUSE	tr|A0A5J5N2I2|A0A5J5N2I2_MUNRE
OG0005741	sp|P20109|IL13_MOUSE	tr|A0A5J5N2W7|A0A5J5N2W7_MUNRE
OG0005742	sp|Q80V63|PRDM4_MOUSE	tr|A0A5J5N4M3|A0A5J5N4M3_MUNRE
OG0005743	tr|G3UWC3|G3UWC3_MOUSE	tr|A0A5J5N508|A0A5J5N508_MUNRE
OG0005744	sp|Q8BH58|TIPRL_MOUSE	tr|A0A5J5N7M2|A0A5J5N7M2_MUNRE
OG0005745	sp|Q99M02|MARH2_MOUSE	tr|A0A5J5N9I4|A0A5J5N9I4_MUNRE
OG0005746	sp|Q9JJT9|PHAX_MOUSE	tr|A0A5J5N9M3|A0A5J5N9M3_MUNRE
OG0005747	sp|Q99P69|NUF2_MOUSE	tr|A0A5J5NBW6|A0A5J5NBW6_MUNRE
OG0005748	sp|Q9ESM6|GDPD2_MOUSE	tr|A0A5N3VAC8|A0A5N3VAC8_MUNRE
OG0005749	sp|Q9WVF6|PA2GD_MOUSE	tr|A0A5N3VXQ7|A0A5N3VXQ7_MUNRE
OG0005750	sp|Q07646|MEST_MOUSE	tr|A0A5N3VZM3|A0A5N3VZM3_MUNRE
OG0005751	sp|Q9D924|ISCA1_MOUSE	tr|A0A5N3VZU1|A0A5N3VZU1_MUNRE
OG0005752	sp|Q9DCD5|TJAP1_MOUSE	tr|A0A5N3W1Y8|A0A5N3W1Y8_MUNRE
OG0005753	sp|Q80XH2|IMPG2_MOUSE	tr|A0A5N3W251|A0A5N3W251_MUNRE
OG0005754	sp|O35973|PER1_MOUSE	tr|A0A5N3X1M9|A0A5N3X1M9_MUNRE
OG0005755	sp|A2AA28|MET23_MOUSE	tr|A0A5N3X287|A0A5N3X287_MUNRE
OG0005756	sp|Q3UN90|LYRM9_MOUSE	tr|A0A5N3X318|A0A5N3X318_MUNRE
OG0005757	sp|Q9JJI6|PIGO_MOUSE	tr|A0A5N3X3F7|A0A5N3X3F7_MUNRE
OG0005758	sp|Q7TPM9|MTMRA_MOUSE	tr|A0A5N3X4L7|A0A5N3X4L7_MUNRE
OG0005759	sp|P63044|VAMP2_MOUSE	tr|A0A5N3X556|A0A5N3X556_MUNRE
OG0005760	sp|Q9Z265|CHK2_MOUSE	tr|A0A5N3X759|A0A5N3X759_MUNRE
OG0005761	sp|O88856|TPST2_MOUSE	tr|A0A5N3X8A9|A0A5N3X8A9_MUNRE
OG0005762	sp|Q8BLQ7|CTR4_MOUSE	tr|A0A5N3X8G3|A0A5N3X8G3_MUNRE
OG0005763	tr|Q8VG26|Q8VG26_MOUSE	tr|A0A5N3X913|A0A5N3X913_MUNRE
OG0005764	sp|Q8BX43|TR19L_MOUSE	tr|A0A5N3XAM5|A0A5N3XAM5_MUNRE
OG0005765	sp|Q66GT5|PTPM1_MOUSE	tr|A0A5N3XB33|A0A5N3XB33_MUNRE
OG0005766	sp|Q05A13|S16C6_MOUSE	tr|A0A5N3XBP8|A0A5N3XBP8_MUNRE
OG0005767	sp|Q6PAJ1|BCR_MOUSE	tr|A0A5N3XC78|A0A5N3XC78_MUNRE
OG0005768	sp|Q5SPX1|CC157_MOUSE	tr|A0A5N3XCV9|A0A5N3XCV9_MUNRE
OG0005769	sp|Q810C1|SLIK1_MOUSE	tr|A0A5N3XGE5|A0A5N3XGE5_MUNRE
OG0005770	sp|Q8BNW9|KBTBB_MOUSE	tr|A0A5N3XH08|A0A5N3XH08_MUNRE
OG0005771	sp|Q9CX34|SGT1_MOUSE	tr|A0A5N3XHQ1|A0A5N3XHQ1_MUNRE
OG0005773	tr|E9Q9H8|E9Q9H8_MOUSE	tr|A0A5N3XIE8|A0A5N3XIE8_MUNRE
OG0005774	sp|P84091|AP2M1_MOUSE	tr|A0A5N3XIM0|A0A5N3XIM0_MUNRE
OG0005775	sp|D3Z6S9|ERIP6_MOUSE	tr|A0A5N3XJS7|A0A5N3XJS7_MUNRE
OG0005776	sp|P35419|PERT_MOUSE	tr|A0A5N3XKJ4|A0A5N3XKJ4_MUNRE
OG0005777	sp|Q9DCU0|PAQR5_MOUSE	tr|A0A5N3XN71|A0A5N3XN71_MUNRE
OG0005778	sp|Q60765|ATF3_MOUSE	tr|A0A5N3XRL5|A0A5N3XRL5_MUNRE
OG0005779	sp|O54905|B3GT2_MOUSE	tr|A0A5N3XRN8|A0A5N3XRN8_MUNRE
OG0005780	sp|Q9WUK6|ZBT18_MOUSE	tr|A0A5N3XRS6|A0A5N3XRS6_MUNRE
OG0005781	sp|Q6TDP3|KLH17_MOUSE	tr|A0A5N3XSY4|A0A5N3XSY4_MUNRE
OG0005782	sp|Q8K2W6|PHF13_MOUSE	tr|A0A5N3XU01|A0A5N3XU01_MUNRE
OG0005783	sp|Q6P9J9|ANO6_MOUSE	tr|A0A5N3XW00|A0A5N3XW00_MUNRE
OG0005784	sp|Q8JZX3|POC1A_MOUSE	tr|A0A5N3XWP6|A0A5N3XWP6_MUNRE
OG0005785	sp|Q8BVN3|CTSR4_MOUSE	tr|A0A5J5MK20|A0A5J5MK20_MUNRE
OG0005786	sp|Q04999|INHBB_MOUSE	tr|A0A5J5ML65|A0A5J5ML65_MUNRE
OG0005787	sp|P23812|HXD12_MOUSE	tr|A0A5J5MMW0|A0A5J5MMW0_MUNRE
OG0005788	sp|Q571E4|GALNS_MOUSE	tr|A0A5J5MNL1|A0A5J5MNL1_MUNRE
OG0005789	sp|P43680|SOX18_MOUSE	tr|A0A5J5MQ54|A0A5J5MQ54_MUNRE
OG0005790	sp|Q921W0|CHM1A_MOUSE	tr|A0A5J5MQK1|A0A5J5MQK1_MUNRE
OG0005791	sp|Q6P9P0|SLF2_MOUSE	tr|A0A5J5MQR0|A0A5J5MQR0_MUNRE
OG0005792	sp|P20801|TNNC2_MOUSE	tr|A0A5J5MRJ1|A0A5J5MRJ1_MUNRE
OG0005793	sp|Q3UFJ6|T184A_MOUSE	tr|A0A5J5MS78|A0A5J5MS78_MUNRE
OG0005794	sp|Q9CXX9|CUED2_MOUSE	tr|A0A5J5MS88|A0A5J5MS88_MUNRE
OG0005795	sp|P35377|OPRX_MOUSE	tr|A0A5J5MSF6|A0A5J5MSF6_MUNRE
OG0005796	sp|P11859|ANGT_MOUSE	tr|A0A5J5MTF1|A0A5J5MTF1_MUNRE
OG0005797	sp|P20152|VIME_MOUSE	tr|A0A5J5MVE0|A0A5J5MVE0_MUNRE
OG0005798	sp|Q9QZE7|TSNAX_MOUSE	tr|A0A5J5MVG6|A0A5J5MVG6_MUNRE
OG0005799	sp|Q8BSV3|BEND7_MOUSE	tr|A0A5J5MVJ1|A0A5J5MVJ1_MUNRE
OG0005800	sp|Q3UMR0|ANR27_MOUSE	tr|A0A5J5MYI6|A0A5J5MYI6_MUNRE
OG0005802	sp|P18181|CD48_MOUSE	tr|A0A5J5N139|A0A5J5N139_MUNRE
OG0005803	sp|Q9CQS4|S2546_MOUSE	tr|A0A5J5N1Y6|A0A5J5N1Y6_MUNRE
OG0005804	sp|A2AKQ0|S35D1_MOUSE	tr|A0A5J5N475|A0A5J5N475_MUNRE
OG0005805	sp|Q8K4B4|IL23R_MOUSE	tr|A0A5J5N5F3|A0A5J5N5F3_MUNRE
OG0005806	sp|Q32M00|CRBL2_MOUSE	tr|A0A5J5N5Z1|A0A5J5N5Z1_MUNRE
OG0005807	tr|A0A1W2P7I0|A0A1W2P7I0_MOUSE	tr|A0A5N3UKD7|A0A5N3UKD7_MUNRE
OG0005808	sp|Q9D3J8|AMTN_MOUSE	tr|A0A5N3VY55|A0A5N3VY55_MUNRE
OG0005809	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A5N3W0R4|A0A5N3W0R4_MUNRE
OG0005810	sp|Q8BZ97|PRDM8_MOUSE	tr|A0A5N3W220|A0A5N3W220_MUNRE
OG0005811	sp|Q497H0|ZFAN3_MOUSE	tr|A0A5N3W2D7|A0A5N3W2D7_MUNRE
OG0005812	sp|Q9DCT6|BAP18_MOUSE	tr|A0A5N3X3A2|A0A5N3X3A2_MUNRE
OG0005813	sp|Q8CBQ5|P4K2B_MOUSE	tr|A0A5N3X451|A0A5N3X451_MUNRE
OG0005814	tr|A6H634|A6H634_MOUSE	tr|A0A5N3X481|A0A5N3X481_MUNRE
OG0005815	sp|Q9WTX4|NRG4_MOUSE	tr|A0A5N3X4B6|A0A5N3X4B6_MUNRE
OG0005816	sp|Q8VIM6|STRC_MOUSE	tr|A0A5N3X987|A0A5N3X987_MUNRE
OG0005817	sp|Q8BTG6|SPRNG_MOUSE	tr|A0A5N3XAD5|A0A5N3XAD5_MUNRE
OG0005818	sp|Q8BQB4|FJX1_MOUSE	tr|A0A5N3XB38|A0A5N3XB38_MUNRE
OG0005819	sp|Q8C522|ENDD1_MOUSE	tr|A0A5N3XDL4|A0A5N3XDL4_MUNRE
OG0005820	sp|Q64092|TFE3_MOUSE	tr|A0A5N3XEM6|A0A5N3XEM6_MUNRE
OG0005821	sp|Q8BMC0|LPAR6_MOUSE	tr|A0A5N3XG39|A0A5N3XG39_MUNRE
OG0005822	tr|E9Q7U0|E9Q7U0_MOUSE	tr|A0A5N3XI79|A0A5N3XI79_MUNRE
OG0005823	sp|Q8K268|ABCF3_MOUSE	tr|A0A5N3XIG1|A0A5N3XIG1_MUNRE
OG0005824	sp|P58022|LOXL2_MOUSE	tr|A0A5N3XJM0|A0A5N3XJM0_MUNRE
OG0005826	sp|Q6NWW9|FND3B_MOUSE	tr|A0A5N3XK61|A0A5N3XK61_MUNRE
OG0005827	sp|Q6IMB1|RSLBA_MOUSE	tr|A0A5N3XKI0|A0A5N3XKI0_MUNRE
