Orthogroup	Mus_musculus	Bison_bison_bison
OG0000300	sp|Q8K3Z9|PO121_MOUSE	tr|A0A6P3IDJ8|A0A6P3IDJ8_BISBI
OG0000300	tr|A0A1B0GSJ4|A0A1B0GSJ4_MOUSE	tr|A0A6P3G5V5|A0A6P3G5V5_BISBI, tr|A0A6P3HIK6|A0A6P3HIK6_BISBI, tr|A0A6P3I4S8|A0A6P3I4S8_BISBI
OG0000301	sp|O35098|DPYL4_MOUSE	tr|A0A6P3J3E1|A0A6P3J3E1_BISBI
OG0000301	sp|Q62188|DPYL3_MOUSE	tr|A0A6P3IAM5|A0A6P3IAM5_BISBI
OG0000301	sp|P97427|DPYL1_MOUSE	tr|A0A6P3HU84|A0A6P3HU84_BISBI
OG0000301	sp|O08553|DPYL2_MOUSE	tr|A0A6P3HGI5|A0A6P3HGI5_BISBI
OG0000302	sp|P28293|CATG_MOUSE	tr|A0A6P3HQQ2|A0A6P3HQQ2_BISBI, tr|A0A6P3HHC8|A0A6P3HHC8_BISBI, tr|A0A6P3HFG8|A0A6P3HFG8_BISBI, tr|A0A6P3HR82|A0A6P3HR82_BISBI, tr|A0A6P3HFH4|A0A6P3HFH4_BISBI, tr|A0A6P3HT47|A0A6P3HT47_BISBI, tr|A0A6P3HR77|A0A6P3HR77_BISBI
OG0000303	tr|D3Z1H5|D3Z1H5_MOUSE, tr|D3Z5D4|D3Z5D4_MOUSE, sp|Q91ZW9|C209C_MOUSE, sp|Q91ZW8|C209D_MOUSE, sp|Q8CJ91|C209B_MOUSE, sp|Q91ZW7|C209E_MOUSE, sp|Q91ZX1|C209A_MOUSE	tr|A0A6P3G475|A0A6P3G475_BISBI
OG0000304	tr|E9Q007|E9Q007_MOUSE, sp|Q61767|3BHS4_MOUSE, sp|Q61694|3BHS5_MOUSE, sp|P24815|3BHS1_MOUSE, sp|P26150|3BHS3_MOUSE, sp|P26149|3BHS2_MOUSE, sp|O35469|3BHS6_MOUSE	tr|A0A6P3HSC9|A0A6P3HSC9_BISBI
OG0000305	sp|Q00897|A1AT4_MOUSE, sp|P07758|A1AT1_MOUSE, sp|Q00896|A1AT3_MOUSE, sp|P22599|A1AT2_MOUSE, sp|Q00898|A1AT5_MOUSE, tr|D3Z660|D3Z660_MOUSE, sp|Q9DCQ7|A1AT6_MOUSE	tr|A0A6P3H5V3|A0A6P3H5V3_BISBI
OG0000306	sp|P18653|KS6A1_MOUSE	tr|A0A6P3GQ05|A0A6P3GQ05_BISBI
OG0000306	sp|Q9WUT3|KS6A2_MOUSE	tr|A0A6P3HEU8|A0A6P3HEU8_BISBI
OG0000306	sp|Q7TPS0|KS6A6_MOUSE	tr|A0A6P3HZ16|A0A6P3HZ16_BISBI
OG0000306	sp|P18654|KS6A3_MOUSE	tr|A0A6P3JCE4|A0A6P3JCE4_BISBI
OG0000307	sp|Q8CBW4|DC121_MOUSE, sp|Q8BGW4|DC122_MOUSE	tr|A0A6P3GWK0|A0A6P3GWK0_BISBI
OG0000307	sp|Q8BGZ3|DCA12_MOUSE	tr|A0A6P3HRR8|A0A6P3HRR8_BISBI, tr|A0A6P3HH19|A0A6P3HH19_BISBI, tr|A0A6P3H7C0|A0A6P3H7C0_BISBI, tr|A0A6P3HGE4|A0A6P3HGE4_BISBI
OG0000308	tr|F6Z9B9|F6Z9B9_MOUSE, sp|Q8BK48|EST2E_MOUSE, sp|Q8QZR3|EST2A_MOUSE, tr|Q08ED5|Q08ED5_MOUSE, tr|E9PV38|E9PV38_MOUSE, sp|Q91WG0|EST2C_MOUSE, tr|Q6PDB7|Q6PDB7_MOUSE	tr|A0A6P3IER0|A0A6P3IER0_BISBI
OG0000309	sp|Q8VGS3|O1019_MOUSE	tr|A0A6P3GVA8|A0A6P3GVA8_BISBI
OG0000309	tr|Q7TR58|Q7TR58_MOUSE, tr|Q7TS20|Q7TS20_MOUSE, tr|Q8VG38|Q8VG38_MOUSE, tr|A2AVB8|A2AVB8_MOUSE, tr|A2AT96|A2AT96_MOUSE	tr|A0A6P3HNC4|A0A6P3HNC4_BISBI
OG0000310	sp|Q80WM7|PRS33_MOUSE, tr|E9Q409|E9Q409_MOUSE, sp|Q9QYZ9|PRS30_MOUSE, tr|A0A0N4SVQ0|A0A0N4SVQ0_MOUSE, sp|O70169|PRS39_MOUSE, sp|Q9QUL7|TRYG1_MOUSE, sp|Q8BJR6|PRS27_MOUSE	tr|A0A6P3H945|A0A6P3H945_BISBI
OG0000332	sp|O35161|CELR1_MOUSE	tr|A0A6P3J3G8|A0A6P3J3G8_BISBI
OG0000332	sp|Q91ZI0|CELR3_MOUSE	tr|A0A6P3I6H5|A0A6P3I6H5_BISBI
OG0000332	sp|Q9R0M0|CELR2_MOUSE	tr|A0A6P3GIJ5|A0A6P3GIJ5_BISBI
OG0000333	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A6P3H170|A0A6P3H170_BISBI, tr|A0A6P3GT56|A0A6P3GT56_BISBI, tr|A0A6P3GFX1|A0A6P3GFX1_BISBI, tr|A0A6P3HRC2|A0A6P3HRC2_BISBI, tr|A0A6P3HQU9|A0A6P3HQU9_BISBI, tr|A0A6P3HEN3|A0A6P3HEN3_BISBI
OG0000334	sp|Q9EP96|SO1A4_MOUSE, sp|Q99J94|SO1A6_MOUSE, tr|M0QWR8|M0QWR8_MOUSE, tr|L7N264|L7N264_MOUSE, sp|Q91YY5|SO1A5_MOUSE, sp|Q9QXZ6|SO1A1_MOUSE	tr|A0A6P3IIP4|A0A6P3IIP4_BISBI
OG0000337	sp|P70207|PLXA2_MOUSE	tr|A0A6P3H7R8|A0A6P3H7R8_BISBI
OG0000337	sp|Q80UG2|PLXA4_MOUSE	tr|A0A6P3GT47|A0A6P3GT47_BISBI
OG0000337	sp|P70208|PLXA3_MOUSE, sp|P70206|PLXA1_MOUSE	tr|A0A6P3HG54|A0A6P3HG54_BISBI
OG0000339	sp|O70293|GRK6_MOUSE	tr|A0A6P3HQD8|A0A6P3HQD8_BISBI
OG0000339	sp|Q8VEB1|GRK5_MOUSE	tr|A0A6P3IYV3|A0A6P3IYV3_BISBI
OG0000339	sp|O70291|GRK4_MOUSE	tr|A0A6P3IZH4|A0A6P3IZH4_BISBI, tr|A0A6P3I3Q0|A0A6P3I3Q0_BISBI
OG0000340	sp|Q5BKQ4|LIPR1_MOUSE	tr|A0A6P3ITF1|A0A6P3ITF1_BISBI
OG0000340	sp|Q6P8U6|LIPP_MOUSE	tr|A0A6P3IYX4|A0A6P3IYX4_BISBI
OG0000340	sp|P17892|LIPR2_MOUSE	tr|A0A6P3IZR4|A0A6P3IZR4_BISBI, tr|A0A6P3J1S3|A0A6P3J1S3_BISBI
OG0000342	sp|Q8VD63|TSYL4_MOUSE	tr|A0A6P3J9R4|A0A6P3J9R4_BISBI
OG0000342	sp|O88852|TSYL1_MOUSE	tr|A0A6P3HVG1|A0A6P3HVG1_BISBI, tr|A0A6P3J6E2|A0A6P3J6E2_BISBI
OG0000342	tr|Q3UYP3|Q3UYP3_MOUSE	tr|A0A6P3HN98|A0A6P3HN98_BISBI
OG0000344	sp|P43277|H13_MOUSE	tr|A0A6P3HRB8|A0A6P3HRB8_BISBI
OG0000344	sp|P15864|H12_MOUSE	tr|A0A6P3HT90|A0A6P3HT90_BISBI
OG0000344	sp|P43274|H14_MOUSE	tr|A0A6P3HHG3|A0A6P3HHG3_BISBI, tr|A0A6P3HT85|A0A6P3HT85_BISBI
OG0000345	sp|Q9WUA6|AKT3_MOUSE	tr|A0A6P3H7B2|A0A6P3H7B2_BISBI, tr|A0A6P3IXW4|A0A6P3IXW4_BISBI
OG0000345	sp|P31750|AKT1_MOUSE	tr|A0A6P3HJT2|A0A6P3HJT2_BISBI
OG0000345	sp|Q60823|AKT2_MOUSE	tr|A0A6P3HYF2|A0A6P3HYF2_BISBI
OG0000346	sp|Q3USZ2|UBFL1_MOUSE	tr|A0A6P3H0W4|A0A6P3H0W4_BISBI, tr|A0A6P3GH38|A0A6P3GH38_BISBI, tr|A0A6P3H828|A0A6P3H828_BISBI, tr|A0A6P3GXR1|A0A6P3GXR1_BISBI, tr|A0A6P3JBK3|A0A6P3JBK3_BISBI, tr|A0A6P3GWB7|A0A6P3GWB7_BISBI
OG0000347	sp|P62827|RAN_MOUSE	tr|A0A6P3I4R7|A0A6P3I4R7_BISBI, tr|A0A6P3I8D9|A0A6P3I8D9_BISBI, tr|A0A6P3HMM3|A0A6P3HMM3_BISBI, tr|A0A6P3IGG0|A0A6P3IGG0_BISBI, tr|A0A6P3IA98|A0A6P3IA98_BISBI, tr|A0A6P3IIW3|A0A6P3IIW3_BISBI
OG0000348	sp|P08752|GNAI2_MOUSE	tr|A0A6P3IGW6|A0A6P3IGW6_BISBI
OG0000348	sp|B2RSH2|GNAI1_MOUSE	tr|A0A6P3I3L6|A0A6P3I3L6_BISBI
OG0000348	sp|Q9DC51|GNAI3_MOUSE	tr|A0A6P3GQS6|A0A6P3GQS6_BISBI
OG0000349	sp|Q02053|UBA1_MOUSE	tr|A0A6P3ILP0|A0A6P3ILP0_BISBI
OG0000349	sp|Q8C7R4|UBA6_MOUSE	tr|A0A6P3I8K7|A0A6P3I8K7_BISBI
OG0000349	tr|Q9DBK7|Q9DBK7_MOUSE	tr|A0A6P3I6B0|A0A6P3I6B0_BISBI
OG0000350	sp|Q8R3U1|PLAT3_MOUSE	tr|A0A6P3H2M1|A0A6P3H2M1_BISBI, tr|A0A6P3ICC0|A0A6P3ICC0_BISBI, tr|A0A6P3IMS0|A0A6P3IMS0_BISBI, tr|A0A6P3HAD1|A0A6P3HAD1_BISBI, tr|A0A6P3ICU5|A0A6P3ICU5_BISBI, tr|A0A6P3IKF9|A0A6P3IKF9_BISBI
OG0000351	sp|Q3V0K9|PLSI_MOUSE	tr|A0A6P3IY90|A0A6P3IY90_BISBI
OG0000351	sp|Q61233|PLSL_MOUSE	tr|A0A6P3IEK0|A0A6P3IEK0_BISBI
OG0000351	sp|Q99K51|PLST_MOUSE	tr|A0A6P3HCX5|A0A6P3HCX5_BISBI, tr|A0A6P3GVG4|A0A6P3GVG4_BISBI
OG0000352	sp|O35602|RX_MOUSE	tr|A0A6P3IXX3|A0A6P3IXX3_BISBI, tr|A0A6P3IXX8|A0A6P3IXX8_BISBI, tr|A0A6P3IT14|A0A6P3IT14_BISBI, tr|A0A6P3IVS5|A0A6P3IVS5_BISBI, tr|A0A6P3J1L1|A0A6P3J1L1_BISBI, tr|A0A6P3G4P9|A0A6P3G4P9_BISBI
OG0000353	sp|Q61768|KINH_MOUSE	tr|A0A6P3IVD7|A0A6P3IVD7_BISBI
OG0000353	sp|P33175|KIF5A_MOUSE	tr|A0A6P3HET6|A0A6P3HET6_BISBI
OG0000353	sp|P28738|KIF5C_MOUSE	tr|A0A6P3HGI2|A0A6P3HGI2_BISBI
OG0000354	sp|P43029|GDF7_MOUSE	tr|A0A6P3IWI4|A0A6P3IWI4_BISBI
OG0000354	sp|P43027|GDF5_MOUSE	tr|A0A6P3IFH1|A0A6P3IFH1_BISBI
OG0000354	sp|P43028|GDF6_MOUSE	tr|A0A6P3GDR3|A0A6P3GDR3_BISBI
OG0000356	sp|Q60890|OLF11_MOUSE	tr|A0A6P3GW46|A0A6P3GW46_BISBI
OG0000356	tr|Q5NCC7|Q5NCC7_MOUSE, tr|Q8VF69|Q8VF69_MOUSE, tr|K9J6X0|K9J6X0_MOUSE, tr|Q7TQU5|Q7TQU5_MOUSE	tr|A0A6P3GUP8|A0A6P3GUP8_BISBI
OG0000357	sp|Q80TC6|ZSWM5_MOUSE	tr|A0A6P3IV25|A0A6P3IV25_BISBI, tr|A0A6P3I2Y3|A0A6P3I2Y3_BISBI
OG0000357	sp|Q80TB7|ZSWM6_MOUSE	tr|A0A6P3HN16|A0A6P3HN16_BISBI
OG0000357	sp|Q8C7B8|ZSWM4_MOUSE	tr|A0A6P3IRP0|A0A6P3IRP0_BISBI
OG0000358	sp|P51437|CAMP_MOUSE	tr|A0A6P3JB74|A0A6P3JB74_BISBI, tr|A0A6P3J9G1|A0A6P3J9G1_BISBI, tr|A0A6P3IH59|A0A6P3IH59_BISBI, tr|A0A6P3J2L4|A0A6P3J2L4_BISBI, tr|A0A6P3J261|A0A6P3J261_BISBI, tr|A0A6P3J7T2|A0A6P3J7T2_BISBI
OG0000359	tr|Q5YIR8|Q5YIR8_MOUSE, sp|Q9QZ15|CLC4A_MOUSE, tr|Q80UI7|Q80UI7_MOUSE, tr|Q8JZX6|Q8JZX6_MOUSE, tr|Q67DU8|Q67DU8_MOUSE, tr|Q7TS58|Q7TS58_MOUSE	tr|A0A6P3HYU8|A0A6P3HYU8_BISBI
OG0000360	tr|Q8BGU0|Q8BGU0_MOUSE	tr|A0A6P3GRW9|A0A6P3GRW9_BISBI, tr|A0A6P3GZX2|A0A6P3GZX2_BISBI, tr|A0A6P3GRY3|A0A6P3GRY3_BISBI, tr|A0A6P3GL36|A0A6P3GL36_BISBI, tr|A0A6P3GZY1|A0A6P3GZY1_BISBI, tr|A0A6P3H005|A0A6P3H005_BISBI
OG0000361	sp|P31649|S6A13_MOUSE	tr|A0A6P3HW57|A0A6P3HW57_BISBI
OG0000361	sp|P31651|S6A12_MOUSE	tr|A0A6P3HVN8|A0A6P3HVN8_BISBI
OG0000361	sp|Q8VBW1|SC6A8_MOUSE, sp|P31650|S6A11_MOUSE	tr|A0A6P3JBP5|A0A6P3JBP5_BISBI
OG0000362	sp|A2AF47|DOC11_MOUSE	tr|A0A6P3I372|A0A6P3I372_BISBI, tr|A0A6P3I5L2|A0A6P3I5L2_BISBI
OG0000362	sp|Q8BZN6|DOC10_MOUSE	tr|A0A6P3H9Y8|A0A6P3H9Y8_BISBI
OG0000362	sp|Q8BIK4|DOCK9_MOUSE	tr|A0A6P3GDR0|A0A6P3GDR0_BISBI
OG0000363	tr|Q8VFU5|Q8VFU5_MOUSE	tr|A0A6P3H622|A0A6P3H622_BISBI
OG0000363	tr|A0A2I3BQH9|A0A2I3BQH9_MOUSE, tr|A0A2I3BQ22|A0A2I3BQ22_MOUSE	tr|A0A6P3HDP8|A0A6P3HDP8_BISBI, tr|A0A6P3HGE3|A0A6P3HGE3_BISBI, tr|A0A6P3HEC0|A0A6P3HEC0_BISBI
OG0000364	sp|Q5UKY4|MO2R3_MOUSE, sp|Q6XJV6|MO2R2_MOUSE, sp|Q6XJV4|MO2R4_MOUSE, sp|Q9ES57|MO2R1_MOUSE, sp|Q8BTP3|MO2R5_MOUSE	tr|A0A6P3IGN2|A0A6P3IGN2_BISBI, tr|A0A6P3I912|A0A6P3I912_BISBI
OG0000365	tr|Q68FG2|Q68FG2_MOUSE	tr|A0A6P3HBV3|A0A6P3HBV3_BISBI
OG0000365	sp|Q62261|SPTB2_MOUSE	tr|A0A6P3HCP7|A0A6P3HCP7_BISBI
OG0000365	sp|P15508|SPTB1_MOUSE	tr|A0A6P3IL44|A0A6P3IL44_BISBI, tr|A0A6P3I2L8|A0A6P3I2L8_BISBI
OG0000366	sp|P50427|STS_MOUSE	tr|A0A6P3GP18|A0A6P3GP18_BISBI, tr|A0A6P3HH10|A0A6P3HH10_BISBI, tr|A0A6P3HCB0|A0A6P3HCB0_BISBI, tr|A0A6P3H478|A0A6P3H478_BISBI, tr|A0A6P3HBF8|A0A6P3HBF8_BISBI, tr|A0A6P3HG38|A0A6P3HG38_BISBI
OG0000368	sp|Q61603|GLRA4_MOUSE	tr|A0A6P3IP77|A0A6P3IP77_BISBI
OG0000368	sp|Q91XP5|GLRA3_MOUSE	tr|A0A6P3H528|A0A6P3H528_BISBI
OG0000368	sp|Q64018|GLRA1_MOUSE	tr|A0A6P3I2J2|A0A6P3I2J2_BISBI
OG0000369	tr|E9Q1J0|E9Q1J0_MOUSE	tr|A0A6P3G496|A0A6P3G496_BISBI, tr|A0A6P3GQN0|A0A6P3GQN0_BISBI, tr|A0A6P3ITL3|A0A6P3ITL3_BISBI, tr|A0A6P3H5D3|A0A6P3H5D3_BISBI, tr|A0A6P3ICY7|A0A6P3ICY7_BISBI, tr|A0A6P3GHB9|A0A6P3GHB9_BISBI
OG0000370	sp|O08650|HYAS3_MOUSE	tr|A0A6P3IC32|A0A6P3IC32_BISBI
OG0000370	sp|Q61647|HYAS1_MOUSE	tr|A0A6P3GY09|A0A6P3GY09_BISBI
OG0000370	sp|P70312|HYAS2_MOUSE	tr|A0A6P3HF75|A0A6P3HF75_BISBI, tr|A0A6P3HDJ8|A0A6P3HDJ8_BISBI
OG0000371	sp|Q91Z98|CHIL4_MOUSE, sp|O35744|CHIL3_MOUSE, tr|A0A0G2JDS2|A0A0G2JDS2_MOUSE, tr|Q80W26|Q80W26_MOUSE, sp|Q91XA9|CHIA_MOUSE	tr|A0A6P3GRR9|A0A6P3GRR9_BISBI, tr|A0A6P3GIJ0|A0A6P3GIJ0_BISBI
OG0000372	sp|Q76HL1|PRS43_MOUSE	tr|A0A6P3J2M4|A0A6P3J2M4_BISBI, tr|A0A6P3JBN5|A0A6P3JBN5_BISBI
OG0000372	sp|Q8VIF2|PRS42_MOUSE	tr|A0A6P3J7W8|A0A6P3J7W8_BISBI
OG0000372	sp|Q402U7|PRS44_MOUSE	tr|A0A6P3J879|A0A6P3J879_BISBI
OG0000373	sp|Q8BG16|S6A15_MOUSE	tr|A0A6P3GV88|A0A6P3GV88_BISBI
OG0000373	sp|Q8BJI1|S6A17_MOUSE	tr|A0A6P3GQQ3|A0A6P3GQQ3_BISBI
OG0000373	tr|A0A1L1SR47|A0A1L1SR47_MOUSE	tr|A0A6P3HZH3|A0A6P3HZH3_BISBI, tr|A0A6P3IAY0|A0A6P3IAY0_BISBI
OG0000374	sp|P23607|ZFA_MOUSE	tr|A0A6P3IWG9|A0A6P3IWG9_BISBI
OG0000374	sp|P20662|ZFY2_MOUSE, sp|P10925|ZFY1_MOUSE, sp|P17012|ZFX_MOUSE	tr|A0A6P3HDR9|A0A6P3HDR9_BISBI, tr|A0A6P3IMB3|A0A6P3IMB3_BISBI
OG0000375	sp|Q80TS3|AGRL3_MOUSE	tr|A0A6P3HL82|A0A6P3HL82_BISBI
OG0000375	sp|Q8JZZ7|AGRL2_MOUSE	tr|A0A6P3IWQ1|A0A6P3IWQ1_BISBI
OG0000375	sp|Q80TR1|AGRL1_MOUSE	tr|A0A6P3IP61|A0A6P3IP61_BISBI
OG0000376	tr|A2AV11|A2AV11_MOUSE, tr|Q8VG58|Q8VG58_MOUSE	tr|A0A6P3IZF6|A0A6P3IZF6_BISBI, tr|A0A6P3GXS9|A0A6P3GXS9_BISBI, tr|A0A6P3INR9|A0A6P3INR9_BISBI, tr|A0A6P3IEL6|A0A6P3IEL6_BISBI, tr|A0A6P3GEI4|A0A6P3GEI4_BISBI
OG0000378	tr|D3YVV6|D3YVV6_MOUSE	tr|A0A6P3H8T3|A0A6P3H8T3_BISBI
OG0000378	sp|Q9QZS6|HS3SB_MOUSE	tr|A0A6P3HSK3|A0A6P3HSK3_BISBI, tr|A0A6P3HPD7|A0A6P3HPD7_BISBI
OG0000378	sp|Q8BKN6|HS3SA_MOUSE	tr|A0A6P3HGB3|A0A6P3HGB3_BISBI
OG0000379	sp|P70333|HNRH2_MOUSE	tr|A0A6P3J3W5|A0A6P3J3W5_BISBI
OG0000379	sp|Q9Z2X1|HNRPF_MOUSE	tr|A0A6P3GW64|A0A6P3GW64_BISBI, tr|A0A6P3IHD5|A0A6P3IHD5_BISBI
OG0000379	sp|O35737|HNRH1_MOUSE	tr|A0A6P3GHJ2|A0A6P3GHJ2_BISBI
OG0000380	tr|Q6UAH1|Q6UAH1_MOUSE, tr|A0A140LHN3|A0A140LHN3_MOUSE, tr|L7N475|L7N475_MOUSE, tr|Q0VEL5|Q0VEL5_MOUSE, tr|Q7TRL3|Q7TRL3_MOUSE	tr|A0A6P3GKE3|A0A6P3GKE3_BISBI, tr|A0A6P3GVE2|A0A6P3GVE2_BISBI
OG0000381	sp|Q9EQR3|KCNN1_MOUSE	tr|A0A6P3HXJ2|A0A6P3HXJ2_BISBI
OG0000381	sp|P58391|KCNN3_MOUSE	tr|A0A6P3HBF1|A0A6P3HBF1_BISBI
OG0000381	sp|P58390|KCNN2_MOUSE	tr|A0A6P3J6Z9|A0A6P3J6Z9_BISBI, tr|A0A6P3H7F5|A0A6P3H7F5_BISBI
OG0000382	sp|Q8K449|ABCA9_MOUSE	tr|A0A6P3IQQ4|A0A6P3IQQ4_BISBI
OG0000382	sp|Q8K441|ABCA6_MOUSE	tr|A0A6P3IJ34|A0A6P3IJ34_BISBI
OG0000382	sp|Q8K440|ABC8B_MOUSE, sp|Q8K442|ABC8A_MOUSE	tr|A0A6P3IUD1|A0A6P3IUD1_BISBI
OG0000383	sp|Q812A2|SRGP3_MOUSE	tr|A0A6P3G4L4|A0A6P3G4L4_BISBI
OG0000383	sp|Q91Z67|SRGP2_MOUSE	tr|A0A6P3IN49|A0A6P3IN49_BISBI
OG0000383	sp|Q91Z69|SRGP1_MOUSE	tr|A0A6P3HKC5|A0A6P3HKC5_BISBI
OG0000384	sp|Q64467|G3PT_MOUSE	tr|A0A6P3I6H9|A0A6P3I6H9_BISBI
OG0000384	tr|S4R1W1|S4R1W1_MOUSE, sp|P16858|G3P_MOUSE, tr|A0A1D5RLD8|A0A1D5RLD8_MOUSE	tr|A0A6P3HLH4|A0A6P3HLH4_BISBI, tr|A0A6P3J4R7|A0A6P3J4R7_BISBI
OG0000385	sp|Q60889|OLF5_MOUSE, tr|Q8VGH5|Q8VGH5_MOUSE, tr|F6VB59|F6VB59_MOUSE, tr|Q8VF33|Q8VF33_MOUSE, tr|Q8VGH6|Q8VGH6_MOUSE	tr|A0A6P3IVV7|A0A6P3IVV7_BISBI, tr|A0A6P3IP05|A0A6P3IP05_BISBI
OG0000386	sp|Q922R5|P4R3B_MOUSE	tr|A0A6P3H9T7|A0A6P3H9T7_BISBI
OG0000386	sp|Q6P2K6|P4R3A_MOUSE	tr|A0A6P3H7H4|A0A6P3H7H4_BISBI
OG0000386	sp|Q3V0Y1|P4R3C_MOUSE, tr|A2ADI4|A2ADI4_MOUSE	tr|A0A6P3HSN3|A0A6P3HSN3_BISBI
OG0000387	tr|Q7TRB7|Q7TRB7_MOUSE, tr|Q9EQA0|Q9EQA0_MOUSE, tr|Q9EQ99|Q9EQ99_MOUSE, tr|Q7TRB8|Q7TRB8_MOUSE, tr|Q9EQ98|Q9EQ98_MOUSE	tr|A0A6P3G7J4|A0A6P3G7J4_BISBI, tr|A0A6P3GE58|A0A6P3GE58_BISBI
OG0000388	sp|O54707|KLRD1_MOUSE	tr|A0A6P3J0X0|A0A6P3J0X0_BISBI, tr|A0A6P3IXD9|A0A6P3IXD9_BISBI, tr|A0A6P3J0Q9|A0A6P3J0Q9_BISBI, tr|A0A6P3IRE5|A0A6P3IRE5_BISBI, tr|A0A6P3IXA8|A0A6P3IXA8_BISBI, tr|A0A6P3IZL5|A0A6P3IZL5_BISBI
OG0000389	tr|Q7TRA0|Q7TRA0_MOUSE, tr|Q7TR99|Q7TR99_MOUSE, sp|Q8VF76|OL998_MOUSE, sp|Q9QY00|OL154_MOUSE, sp|Q8VFK2|O1002_MOUSE, sp|Q8VFK1|O1009_MOUSE	tr|A0A6P3IFY1|A0A6P3IFY1_BISBI
OG0000390	tr|Q7TRR7|Q7TRR7_MOUSE, tr|Q8VF28|Q8VF28_MOUSE	tr|A0A6P3H284|A0A6P3H284_BISBI, tr|A0A6P3GSZ6|A0A6P3GSZ6_BISBI, tr|A0A6P3GG53|A0A6P3GG53_BISBI, tr|A0A6P3IZ76|A0A6P3IZ76_BISBI, tr|A0A6P3GVY5|A0A6P3GVY5_BISBI
OG0000391	sp|Q69ZK9|NLGN2_MOUSE	tr|A0A6P3I228|A0A6P3I228_BISBI
OG0000391	sp|Q99K10|NLGN1_MOUSE	tr|A0A6P3H9S3|A0A6P3H9S3_BISBI
OG0000391	sp|Q8BYM5|NLGN3_MOUSE	tr|A0A6P3GS62|A0A6P3GS62_BISBI
OG0000392	sp|Q62520|ZIC2_MOUSE	tr|A0A6P3GDV8|A0A6P3GDV8_BISBI
OG0000392	sp|P46684|ZIC1_MOUSE	tr|A0A6P3IYM5|A0A6P3IYM5_BISBI
OG0000392	sp|Q61467|ZIC4_MOUSE, sp|Q7TQ40|ZIC5_MOUSE	tr|A0A6P3GSM2|A0A6P3GSM2_BISBI
OG0000393	sp|Q9JHW9|AL1A3_MOUSE	tr|A0A6P3HY03|A0A6P3HY03_BISBI
OG0000393	sp|Q62148|AL1A2_MOUSE	tr|A0A6P3GUR1|A0A6P3GUR1_BISBI
OG0000393	sp|P24549|AL1A1_MOUSE, sp|O35945|AL1A7_MOUSE	tr|A0A6P3HK99|A0A6P3HK99_BISBI
OG0000394	tr|J3KMU4|J3KMU4_MOUSE, sp|P24399|ZN239_MOUSE, tr|O88222|O88222_MOUSE, tr|F7AIG4|F7AIG4_MOUSE, tr|O88245|O88245_MOUSE, tr|F7BTU1|F7BTU1_MOUSE	tr|A0A6P3I245|A0A6P3I245_BISBI
OG0000395	tr|A0A1W2P7Z8|A0A1W2P7Z8_MOUSE, tr|A0A1W2P7H4|A0A1W2P7H4_MOUSE, tr|A0A1W2P855|A0A1W2P855_MOUSE, tr|A0A1W2P6Q8|A0A1W2P6Q8_MOUSE, tr|A0A1W2P7S8|A0A1W2P7S8_MOUSE, sp|Q6A068|CDC5L_MOUSE	tr|A0A6P3JDE5|A0A6P3JDE5_BISBI
OG0000396	tr|Q8VGJ6|Q8VGJ6_MOUSE, tr|Q7TQS3|Q7TQS3_MOUSE, tr|Q7TQS2|Q7TQS2_MOUSE, tr|Q8VGP8|Q8VGP8_MOUSE, tr|Q8VEZ4|Q8VEZ4_MOUSE, tr|Q8VEZ5|Q8VEZ5_MOUSE	tr|A0A6P3HS79|A0A6P3HS79_BISBI
OG0000397	tr|A2ARK7|A2ARK7_MOUSE, tr|A2BEE3|A2BEE3_MOUSE, tr|A2BED8|A2BED8_MOUSE, tr|Q9D4X6|Q9D4X6_MOUSE, tr|Q9D519|Q9D519_MOUSE, tr|Q497M0|Q497M0_MOUSE	tr|A0A6P3I3X3|A0A6P3I3X3_BISBI
OG0000398	tr|J3KMP5|J3KMP5_MOUSE, tr|L7N228|L7N228_MOUSE, sp|P11369|LORF2_MOUSE, tr|J3QPK1|J3QPK1_MOUSE, tr|F6U8B9|F6U8B9_MOUSE, tr|L7N280|L7N280_MOUSE	tr|A0A6P3HWS1|A0A6P3HWS1_BISBI
OG0000399	sp|A7XUX6|SKIT2_MOUSE, sp|A7TZF3|SKIT4_MOUSE, sp|A7TZF0|SKIT3_MOUSE, sp|A7XUZ6|SKIT6_MOUSE, sp|A7XUY5|SKIT5_MOUSE, sp|A7TZE6|SKIT1_MOUSE	tr|A0A6P3H0R3|A0A6P3H0R3_BISBI
OG0000422	sp|P48722|HS74L_MOUSE	tr|A0A6P3J1K8|A0A6P3J1K8_BISBI
OG0000422	sp|Q61699|HS105_MOUSE	tr|A0A6P3H6P3|A0A6P3H6P3_BISBI
OG0000422	sp|Q61316|HSP74_MOUSE	tr|A0A6P3HKC9|A0A6P3HKC9_BISBI
OG0000423	sp|Q9WV38|GTR5_MOUSE	tr|A0A6P3I0L6|A0A6P3I0L6_BISBI
OG0000423	sp|P0C6A1|GTR7_MOUSE	tr|A0A6P3J3V7|A0A6P3J3V7_BISBI, tr|A0A6P3IMR1|A0A6P3IMR1_BISBI, tr|A0A6P3I3B5|A0A6P3I3B5_BISBI
OG0000424	sp|Q6NTA4|RRAGB_MOUSE	tr|A0A6P3IL78|A0A6P3IL78_BISBI
