Orthogroup	Mus_musculus	Nomascus_leucogenys
OG0001903	sp|P70398|USP9X_MOUSE, tr|F8VPU6|F8VPU6_MOUSE	tr|A0A2I3FXJ4|A0A2I3FXJ4_NOMLE
OG0001904	sp|O89017|LGMN_MOUSE	tr|A0A2I3G8S0|A0A2I3G8S0_NOMLE, tr|A0A2I3H5L0|A0A2I3H5L0_NOMLE
OG0001905	sp|Q61584|FXR1_MOUSE	tr|A0A2I3GBL6|A0A2I3GBL6_NOMLE, tr|A0A2I3HKW5|A0A2I3HKW5_NOMLE
OG0001906	sp|Q80XI1|FBX34_MOUSE, sp|Q8BG80|FBX46_MOUSE	tr|A0A2I3HX51|A0A2I3HX51_NOMLE
OG0001907	sp|O08605|MKNK1_MOUSE, sp|Q8CDB0|MKNK2_MOUSE	tr|A0A2I3GHZ4|A0A2I3GHZ4_NOMLE
OG0001908	sp|Q9JKE2|TREM1_MOUSE, sp|Q9JKE1|TREM3_MOUSE	tr|G1QYL5|G1QYL5_NOMLE
OG0001909	sp|Q9Z2C8|YBOX2_MOUSE	tr|G1R9E5|G1R9E5_NOMLE, tr|A0A2I3HWK8|A0A2I3HWK8_NOMLE
OG0001910	tr|Q4QY32|Q4QY32_MOUSE	tr|A0A2I3GFY5|A0A2I3GFY5_NOMLE, tr|A0A2I3HNK0|A0A2I3HNK0_NOMLE
OG0001912	sp|Q64727|VINC_MOUSE, tr|A2AP89|A2AP89_MOUSE	tr|A0A2I3HE90|A0A2I3HE90_NOMLE
OG0001913	sp|P0CC03|ST6B1_MOUSE, tr|B7ZWN4|B7ZWN4_MOUSE	tr|G1S2D4|G1S2D4_NOMLE
OG0001914	sp|O08712|TR11B_MOUSE	tr|A0A2I3GAG0|A0A2I3GAG0_NOMLE, tr|G1QYA0|G1QYA0_NOMLE
OG0001915	sp|P43352|RAD52_MOUSE	tr|G1QQ16|G1QQ16_NOMLE, tr|A0A2I3H433|A0A2I3H433_NOMLE
OG0001916	sp|P61089|UBE2N_MOUSE	tr|G1R126|G1R126_NOMLE, tr|A0A2I3HEZ7|A0A2I3HEZ7_NOMLE
OG0001917	sp|P20918|PLMN_MOUSE, sp|Q08048|HGF_MOUSE	tr|M3ZBA9|M3ZBA9_NOMLE
OG0001918	sp|Q8CIG0|DEP1A_MOUSE	tr|G1RDS3|G1RDS3_NOMLE, tr|A0A2I3GUU7|A0A2I3GUU7_NOMLE
OG0001919	sp|Q9D593|VATE2_MOUSE, sp|P50518|VATE1_MOUSE	tr|A0A2I3HPW7|A0A2I3HPW7_NOMLE
OG0001920	sp|Q9D871|CEA18_MOUSE, sp|E9QA28|CEA16_MOUSE	tr|G1QM53|G1QM53_NOMLE
OG0001921	sp|Q9QZC7|PKHB2_MOUSE	tr|A0A2I3GMP6|A0A2I3GMP6_NOMLE, tr|G1RIH4|G1RIH4_NOMLE
OG0001922	sp|O55186|CD59A_MOUSE, sp|P58019|CD59B_MOUSE	tr|M3ZBA1|M3ZBA1_NOMLE
OG0001923	sp|Q6P4T1|SNX19_MOUSE	tr|A0A2I3HVZ2|A0A2I3HVZ2_NOMLE, tr|G1R7F2|G1R7F2_NOMLE
OG0001924	sp|Q80ZE4|PAQR7_MOUSE, sp|Q80ZE5|PAQR8_MOUSE	tr|A0A2I3H3Y5|A0A2I3H3Y5_NOMLE
OG0001925	sp|Q9CY58|PAIRB_MOUSE	tr|A0A2I3H831|A0A2I3H831_NOMLE, tr|G1RDF6|G1RDF6_NOMLE
OG0001927	sp|O70494|SP3_MOUSE	tr|A0A2I3HUU6|A0A2I3HUU6_NOMLE, tr|A0A2I3FZ53|A0A2I3FZ53_NOMLE
OG0001928	sp|Q62425|NDUA4_MOUSE	tr|A0A2I3I033|A0A2I3I033_NOMLE, tr|A0A2I3GI65|A0A2I3GI65_NOMLE
OG0001929	sp|Q3TIU4|PDE12_MOUSE	tr|A0A2I3HA10|A0A2I3HA10_NOMLE, tr|G1R6N9|G1R6N9_NOMLE
OG0001930	sp|Q7TSV6|AATC2_MOUSE, sp|P05201|AATC_MOUSE	tr|G1RWW9|G1RWW9_NOMLE
OG0001931	sp|Q8BLB8|AN34C_MOUSE, sp|Q3UUF8|AN34B_MOUSE	tr|A0A2I3HQS6|A0A2I3HQS6_NOMLE
OG0001932	sp|Q8K4X7|PLCD_MOUSE, sp|Q9D517|PLCC_MOUSE	tr|G1QMK0|G1QMK0_NOMLE
OG0001933	sp|Q00899|TYY1_MOUSE, sp|Q3TTC2|TYY2_MOUSE	tr|A0A2I3GKG2|A0A2I3GKG2_NOMLE
OG0001934	sp|Q8CBW4|DC121_MOUSE, sp|Q8BGW4|DC122_MOUSE	tr|G1RYU7|G1RYU7_NOMLE
OG0001935	sp|Q9WV08|APJ_MOUSE, sp|P0C5I1|GPR25_MOUSE	tr|G1RPT2|G1RPT2_NOMLE
OG0001936	sp|Q9WVA3|BUB3_MOUSE	tr|A0A2I3G9D2|A0A2I3G9D2_NOMLE, tr|A0A2I3HHE8|A0A2I3HHE8_NOMLE
OG0001937	sp|Q9WVH4|FOXO3_MOUSE, sp|Q70KY4|FOXO6_MOUSE	tr|G1RPE6|G1RPE6_NOMLE
OG0001938	sp|P80206|OTX2_MOUSE, sp|O54751|CRX_MOUSE	tr|G1RRB0|G1RRB0_NOMLE
OG0001939	sp|P00920|CAH2_MOUSE, sp|Q99N23|CAH15_MOUSE	tr|G1QRL6|G1QRL6_NOMLE
OG0001940	sp|P56484|CCR8_MOUSE, sp|P51680|CCR4_MOUSE	tr|G1SA82|G1SA82_NOMLE
OG0001941	sp|Q69Z66|MYSM1_MOUSE, sp|Q3TV65|MPND_MOUSE	tr|A0A2I3G9G6|A0A2I3G9G6_NOMLE
OG0001942	sp|P70459|ERF_MOUSE, sp|Q8R4Z4|ETV3_MOUSE	tr|A0A2I3HAC7|A0A2I3HAC7_NOMLE
OG0001943	sp|Q9CQY2|RAMAC_MOUSE	tr|G1RJ78|G1RJ78_NOMLE, tr|A0A2I3GTN9|A0A2I3GTN9_NOMLE
OG0001944	sp|Q9Z2I9|SUCB1_MOUSE	tr|G1QRK9|G1QRK9_NOMLE, tr|A0A2I3GP40|A0A2I3GP40_NOMLE
OG0001946	tr|Q3TS87|Q3TS87_MOUSE, sp|O09005|DEGS1_MOUSE	tr|G1RSN5|G1RSN5_NOMLE
OG0001947	sp|P15306|TRBM_MOUSE, sp|Q91V98|CD248_MOUSE	tr|A0A2I3GMT7|A0A2I3GMT7_NOMLE
OG0001948	sp|P26955|IL3RB_MOUSE, sp|P26954|IL3B2_MOUSE	tr|G1RXB4|G1RXB4_NOMLE
OG0001949	sp|Q00690|LYAM2_MOUSE	tr|H9H9Y9|H9H9Y9_NOMLE, tr|A0A2I3H3J2|A0A2I3H3J2_NOMLE
OG0001950	sp|Q148W0|AT8B1_MOUSE	tr|G1R9K4|G1R9K4_NOMLE, tr|G1QMV4|G1QMV4_NOMLE
OG0001951	sp|Q3UZ39|LRRF1_MOUSE	tr|A0A2I3HET7|A0A2I3HET7_NOMLE, tr|A0A2I3HPF2|A0A2I3HPF2_NOMLE
OG0001952	sp|O35405|PLD3_MOUSE, sp|Q8BG07|PLD4_MOUSE	tr|G1RV45|G1RV45_NOMLE
OG0001953	sp|Q8BQN5|FA78B_MOUSE, sp|Q8C552|FA78A_MOUSE	tr|G1RXG1|G1RXG1_NOMLE
OG0001954	sp|Q8K1F9|LCTL_MOUSE	tr|G1S496|G1S496_NOMLE, tr|G1RR69|G1RR69_NOMLE
OG0001955	sp|Q8K2P6|RFESD_MOUSE	tr|G1RV97|G1RV97_NOMLE, tr|A0A2I3HYZ7|A0A2I3HYZ7_NOMLE
OG0001956	sp|Q99P50|GHSR_MOUSE	tr|G1QTN9|G1QTN9_NOMLE, tr|G1R0I0|G1R0I0_NOMLE
OG0001957	tr|Q9D264|Q9D264_MOUSE, sp|Q9Z0H6|CST9_MOUSE	tr|G1RLK9|G1RLK9_NOMLE
OG0001958	sp|P60007|APC15_MOUSE, tr|A0A140T8L6|A0A140T8L6_MOUSE	tr|A0A2I3G2U0|A0A2I3G2U0_NOMLE
OG0001959	sp|Q80UV9|TAF1_MOUSE	tr|G1QZW2|G1QZW2_NOMLE, tr|G1QJW8|G1QJW8_NOMLE
OG0001961	sp|Q8K3X4|I2BPL_MOUSE, sp|Q8R3Y8|I2BP1_MOUSE	tr|G1S9W3|G1S9W3_NOMLE
OG0001962	sp|P58710|GGLO_MOUSE, sp|Q8VCH6|DHC24_MOUSE	tr|G1RWV5|G1RWV5_NOMLE
OG0001963	sp|Q922R0|PRKX_MOUSE	tr|A0A2I3GL67|A0A2I3GL67_NOMLE, tr|G1RB11|G1RB11_NOMLE
OG0001964	sp|Q99MV2|TX19A_MOUSE, sp|Q9D5S1|TX19B_MOUSE	tr|A0A2I3FT86|A0A2I3FT86_NOMLE
OG0001965	sp|Q9WUR2|ECI2_MOUSE, sp|Q78JN3|ECI3_MOUSE	tr|G1RL01|G1RL01_NOMLE
OG0001966	sp|Q8JZN3|KCJ14_MOUSE, sp|P35561|KCNJ2_MOUSE	tr|A0A2I3GE09|A0A2I3GE09_NOMLE
OG0001967	sp|P06803|PIM1_MOUSE, sp|P58750|PIM3_MOUSE	tr|G1RJZ4|G1RJZ4_NOMLE
OG0001968	sp|P70362|UFD1_MOUSE	tr|A0A2I3HH28|A0A2I3HH28_NOMLE, tr|A0A2I3FW99|A0A2I3FW99_NOMLE
OG0001969	sp|Q08639|TFDP1_MOUSE	tr|G1QJA1|G1QJA1_NOMLE, tr|A0A2I3HS73|A0A2I3HS73_NOMLE
OG0001970	sp|Q61166|MARE1_MOUSE	tr|G1RFI0|G1RFI0_NOMLE, tr|A0A2I3HZN0|A0A2I3HZN0_NOMLE
OG0001971	sp|Q9WUT7|CCR9_MOUSE, sp|Q9EQ16|CXCR6_MOUSE	tr|A0A2I3H6V3|A0A2I3H6V3_NOMLE
OG0001972	tr|E9Q545|E9Q545_MOUSE	tr|G1S969|G1S969_NOMLE, tr|A0A2I3GD90|A0A2I3GD90_NOMLE
OG0001973	sp|P34821|BMP8A_MOUSE, sp|P55105|BMP8B_MOUSE	tr|G1RN07|G1RN07_NOMLE
OG0001974	sp|Q9D0E1|HNRPM_MOUSE, sp|Q8C854|MYEF2_MOUSE	tr|G1R1Y6|G1R1Y6_NOMLE
OG0001975	sp|Q8K2X2|RBM48_MOUSE	tr|G1RZC8|G1RZC8_NOMLE, tr|A0A2I3HEJ3|A0A2I3HEJ3_NOMLE
OG0001976	sp|Q91ZF0|DJC24_MOUSE	tr|A0A2I3HKK8|A0A2I3HKK8_NOMLE, tr|A0A2I3HYM9|A0A2I3HYM9_NOMLE
OG0001977	sp|Q9Z2S7|T22D3_MOUSE, sp|Q9EQN3|T22D4_MOUSE	tr|A0A2I3HKB6|A0A2I3HKB6_NOMLE
OG0001978	tr|A0A0G2JFS9|A0A0G2JFS9_MOUSE, sp|Q8C9S8|ATG4A_MOUSE	tr|G1RV27|G1RV27_NOMLE
OG0001979	sp|P56371|RAB4A_MOUSE	tr|A0A2I3H4M2|A0A2I3H4M2_NOMLE, tr|A0A2I3HZV9|A0A2I3HZV9_NOMLE
OG0001980	sp|P97461|RS5_MOUSE	tr|A0A2I3HB66|A0A2I3HB66_NOMLE, tr|G1SA30|G1SA30_NOMLE
OG0001981	sp|Q9EQ21|HEPC_MOUSE, sp|Q80T19|HEPC2_MOUSE	tr|A0A2I3G2P6|A0A2I3G2P6_NOMLE
OG0001982	sp|Q80X59|TMC5B_MOUSE, sp|Q9D9D5|TMC5A_MOUSE	tr|A0A2I3HNC6|A0A2I3HNC6_NOMLE
OG0001983	sp|Q9ET30|TM9S3_MOUSE	tr|A0A2I3GE17|A0A2I3GE17_NOMLE, tr|A0A2I3GE41|A0A2I3GE41_NOMLE
OG0001985	sp|P03966|MYCN_MOUSE, sp|Q9Z304|MYCS_MOUSE	tr|A0A2I3HIV8|A0A2I3HIV8_NOMLE
OG0001986	sp|Q02053|UBA1_MOUSE, sp|P31254|UBA1Y_MOUSE	tr|G1QSC4|G1QSC4_NOMLE
OG0001987	sp|Q06985|SIA1B_MOUSE, sp|P61092|SIA1A_MOUSE	tr|A0A2I3GIT7|A0A2I3GIT7_NOMLE
OG0001988	sp|Q8BLI4|DSE_MOUSE	tr|G1RRN5|G1RRN5_NOMLE, tr|A0A2I3GZV5|A0A2I3GZV5_NOMLE
OG0001989	sp|Q8K214|SCMH1_MOUSE	tr|A0A2I3H073|A0A2I3H073_NOMLE, tr|G1REW4|G1REW4_NOMLE
OG0001990	sp|O88662|EMP2_MOUSE	tr|A0A2I3HC92|A0A2I3HC92_NOMLE, tr|A0A2I3HFB6|A0A2I3HFB6_NOMLE
OG0001991	sp|Q63959|KCNC3_MOUSE, sp|P15388|KCNC1_MOUSE	tr|G1S7P7|G1S7P7_NOMLE
OG0001992	sp|P31725|S10A9_MOUSE	tr|G1RHE3|G1RHE3_NOMLE, tr|A0A2I3HYA9|A0A2I3HYA9_NOMLE
OG0001993	sp|P42567|EPS15_MOUSE	tr|A0A2I3HM72|A0A2I3HM72_NOMLE, tr|A0A2I3HUL6|A0A2I3HUL6_NOMLE
OG0001994	sp|P30873|SSR1_MOUSE, sp|P49660|SSR4_MOUSE	tr|G1SAH0|G1SAH0_NOMLE
OG0001995	tr|Q3TQS0|Q3TQS0_MOUSE, sp|P14211|CALR_MOUSE	tr|G1RR67|G1RR67_NOMLE
OG0001996	tr|Q9D3J3|Q9D3J3_MOUSE	tr|G1QZN5|G1QZN5_NOMLE, tr|A0A2I3H657|A0A2I3H657_NOMLE
OG0001997	sp|Q9JM63|KCJ10_MOUSE, sp|O88932|KCJ15_MOUSE	tr|A0A2I3HPN4|A0A2I3HPN4_NOMLE
OG0001998	tr|D3YWC7|D3YWC7_MOUSE	tr|A0A2I3G946|A0A2I3G946_NOMLE, tr|G1R9I6|G1R9I6_NOMLE
OG0001999	sp|P61965|WDR5_MOUSE	tr|G1SAI7|G1SAI7_NOMLE, tr|G1RSU2|G1RSU2_NOMLE
OG0002000	sp|Q8JZL2|MCHR1_MOUSE	tr|G1RUA6|G1RUA6_NOMLE, tr|A0A2I3HCE5|A0A2I3HCE5_NOMLE
OG0002001	sp|Q8VCR3|TM242_MOUSE	tr|A0A2I3H7H5|A0A2I3H7H5_NOMLE, tr|G1RIC0|G1RIC0_NOMLE
OG0002002	sp|Q91WS0|CISD1_MOUSE	tr|A0A2I3HSK2|A0A2I3HSK2_NOMLE, tr|A0A2I3GUH6|A0A2I3GUH6_NOMLE
OG0002003	sp|Q924Z4|CERS2_MOUSE, sp|P27545|CERS1_MOUSE	tr|M3Z9U7|M3Z9U7_NOMLE
OG0002004	sp|O35864|CSN5_MOUSE	tr|G1RJ82|G1RJ82_NOMLE, tr|A0A2I3H3F3|A0A2I3H3F3_NOMLE
OG0002005	sp|O70201|BIRC5_MOUSE	tr|A0A2I3HH23|A0A2I3HH23_NOMLE, tr|G1QGS9|G1QGS9_NOMLE
OG0002006	tr|A0A0B4J1H3|A0A0B4J1H3_MOUSE, sp|P06320|TVB7_MOUSE	tr|G1QQJ2|G1QQJ2_NOMLE
OG0002007	sp|Q5SWD9|TSR1_MOUSE	tr|G1S5U2|G1S5U2_NOMLE, tr|A0A2I3HD67|A0A2I3HD67_NOMLE
OG0002008	sp|Q6PAQ4|REXO4_MOUSE	tr|A0A2I3HWP1|A0A2I3HWP1_NOMLE, tr|G1RRS7|G1RRS7_NOMLE
OG0002009	tr|Q76M80|Q76M80_MOUSE, sp|Q8R1P5|KCNKD_MOUSE	tr|A0A2I3HMD0|A0A2I3HMD0_NOMLE
OG0002010	sp|Q8K3W0|BABA2_MOUSE	tr|G1RZ93|G1RZ93_NOMLE, tr|A0A2I3HNE0|A0A2I3HNE0_NOMLE
OG0002011	sp|Q6P5G3|MBTD1_MOUSE	tr|A0A2I3H0T6|A0A2I3H0T6_NOMLE, tr|A0A2I3G440|A0A2I3G440_NOMLE
OG0002012	tr|A2AMD0|A2AMD0_MOUSE, sp|Q05CL8|LARP7_MOUSE	tr|G1S2Y6|G1S2Y6_NOMLE
OG0002013	sp|Q52KE7|CCNL1_MOUSE, sp|Q9JJA7|CCNL2_MOUSE	tr|A0A2I3HHG4|A0A2I3HHG4_NOMLE
OG0002014	tr|Q8BY68|Q8BY68_MOUSE, sp|Q8BFU7|P2Y10_MOUSE	tr|G1QNJ4|G1QNJ4_NOMLE
OG0002015	sp|Q9CWM2|CDCA4_MOUSE	tr|A0A2I3G213|A0A2I3G213_NOMLE, tr|G1S2Z8|G1S2Z8_NOMLE
OG0002016	sp|Q9WU56|PUS1_MOUSE	tr|A0A2I3GMX8|A0A2I3GMX8_NOMLE, tr|G1RAV7|G1RAV7_NOMLE
OG0002017	tr|B9EKK6|B9EKK6_MOUSE, tr|E0CX47|E0CX47_MOUSE	tr|A0A2I3H9Q7|A0A2I3H9Q7_NOMLE
OG0002018	sp|E9QAM5|HELZ2_MOUSE	tr|A0A2I3H4H2|A0A2I3H4H2_NOMLE, tr|G1RGF2|G1RGF2_NOMLE
OG0002019	sp|Q2TPA8|HSDL2_MOUSE	tr|A0A2I3GEY5|A0A2I3GEY5_NOMLE, tr|A0A2I3H7D3|A0A2I3H7D3_NOMLE
OG0002020	sp|Q3UUX7|CD046_MOUSE	tr|A0A2I3HSN9|A0A2I3HSN9_NOMLE, tr|A0A2I3FU44|A0A2I3FU44_NOMLE
OG0002021	sp|Q3UZ01|RNPC3_MOUSE	tr|G1RMX6|G1RMX6_NOMLE, tr|A0A2I3HCB4|A0A2I3HCB4_NOMLE
OG0002022	sp|Q8BK35|NOP53_MOUSE	tr|G1QT31|G1QT31_NOMLE, tr|A0A2I3GXE1|A0A2I3GXE1_NOMLE
OG0002023	sp|Q8JZN7|MIRO2_MOUSE, sp|Q8BG51|MIRO1_MOUSE	tr|G1R1V1|G1R1V1_NOMLE
OG0002024	sp|Q9D5T0|ATAD1_MOUSE	tr|A0A2I3HZ33|A0A2I3HZ33_NOMLE, tr|G1RNC0|G1RNC0_NOMLE
OG0002025	sp|O70401|TSN6_MOUSE	tr|A0A2I3HT23|A0A2I3HT23_NOMLE, tr|G1R7G0|G1R7G0_NOMLE
OG0002026	sp|Q68FF9|S5A1_MOUSE	tr|A0A2I3G1S2|A0A2I3G1S2_NOMLE, tr|G1RKY6|G1RKY6_NOMLE
OG0002027	sp|Q8BZM0|KLH12_MOUSE	tr|A0A2I3HN93|A0A2I3HN93_NOMLE, tr|G1S903|G1S903_NOMLE
OG0002028	sp|Q8BFQ9|KLH42_MOUSE, sp|Q8C828|KBTBD_MOUSE	tr|G1R0M3|G1R0M3_NOMLE
OG0002030	sp|Q99LS3|SERB_MOUSE	tr|G1S0G0|G1S0G0_NOMLE, tr|A0A2I3HIY1|A0A2I3HIY1_NOMLE
OG0002031	sp|Q9DBC3|CMTR1_MOUSE, sp|Q8BWQ4|CMTR2_MOUSE	tr|A0A2I3HU44|A0A2I3HU44_NOMLE
OG0002032	sp|Q9Z2V9|CCNI_MOUSE	tr|A0A2I3GZ94|A0A2I3GZ94_NOMLE, tr|G1RQP7|G1RQP7_NOMLE
OG0002033	sp|P20263|PO5F1_MOUSE	tr|A0A2I3HML0|A0A2I3HML0_NOMLE, tr|A0A2I3G4P1|A0A2I3G4P1_NOMLE
OG0002034	sp|Q3TLD5|RMP_MOUSE	tr|A0A2I3GKL4|A0A2I3GKL4_NOMLE, tr|A0A2I3G7A7|A0A2I3G7A7_NOMLE
OG0002036	sp|Q8K385|FRRS1_MOUSE	tr|G1RL71|G1RL71_NOMLE, tr|A0A2I3GPN3|A0A2I3GPN3_NOMLE
OG0002037	sp|Q9DD02|HIKES_MOUSE	tr|A0A2I3HD77|A0A2I3HD77_NOMLE, tr|G1S2D6|G1S2D6_NOMLE
OG0002038	sp|Q9QZ23|NFU1_MOUSE	tr|A0A2I3GMQ9|A0A2I3GMQ9_NOMLE, tr|G1RGG8|G1RGG8_NOMLE
OG0002039	sp|P14097|CCL4_MOUSE	tr|G1RVP2|G1RVP2_NOMLE, tr|A0A2I3H4A1|A0A2I3H4A1_NOMLE
OG0002040	sp|Q61142|SPIN1_MOUSE	tr|G1R060|G1R060_NOMLE, tr|A0A2I3FR95|A0A2I3FR95_NOMLE
OG0002041	sp|Q6EJB6|UT14B_MOUSE, sp|Q640M1|UT14A_MOUSE	tr|G1RZ56|G1RZ56_NOMLE
OG0002042	sp|D2EAC2|ZBED6_MOUSE, sp|Q80WQ9|ZBED4_MOUSE	tr|G1S9F1|G1S9F1_NOMLE
OG0002043	sp|Q91VF5|EMID1_MOUSE	tr|A0A2I3HWB6|A0A2I3HWB6_NOMLE, tr|A0A2I3H4A4|A0A2I3H4A4_NOMLE
OG0002044	sp|Q99PL8|S19A3_MOUSE	tr|A0A2I3FY74|A0A2I3FY74_NOMLE, tr|G1RSX2|G1RSX2_NOMLE
OG0002045	tr|Q3UWE6|Q3UWE6_MOUSE, sp|Q9D5R2|WDR20_MOUSE	tr|A0A2I3HKB9|A0A2I3HKB9_NOMLE
OG0002046	tr|A2AF73|A2AF73_MOUSE, sp|A2ARZ3|FSIP2_MOUSE	tr|G1R3R3|G1R3R3_NOMLE
OG0002047	sp|B2RU80|PTPRB_MOUSE, sp|P70289|PTPRV_MOUSE	tr|A0A2I3H419|A0A2I3H419_NOMLE
OG0002048	sp|O08601|MTP_MOUSE	tr|G1RU25|G1RU25_NOMLE, tr|A0A2I3GLL4|A0A2I3GLL4_NOMLE
OG0002049	sp|P97447|FHL1_MOUSE, tr|Q8CDC8|Q8CDC8_MOUSE	tr|A0A2I3GDF2|A0A2I3GDF2_NOMLE
OG0002050	sp|Q8QZS1|HIBCH_MOUSE	tr|A0A2I3H9I1|A0A2I3H9I1_NOMLE, tr|A0A2I3HX46|A0A2I3HX46_NOMLE
OG0002051	sp|P59270|B3GA2_MOUSE, sp|Q9CW73|B3GA1_MOUSE	tr|G1QJQ0|G1QJQ0_NOMLE
OG0002053	sp|Q5F289|SPEM1_MOUSE, tr|A0A1B0GT45|A0A1B0GT45_MOUSE	tr|G1RE30|G1RE30_NOMLE
OG0002054	sp|Q7TSY6|CELF4_MOUSE, sp|Q8CIN6|CELF3_MOUSE	tr|G1RH07|G1RH07_NOMLE
OG0002055	sp|Q810I0|VP37D_MOUSE, sp|Q8R0J7|VP37B_MOUSE	tr|G1QP60|G1QP60_NOMLE
OG0002056	sp|Q9CXW2|RT22_MOUSE	tr|A0A2I3HAR4|A0A2I3HAR4_NOMLE, tr|A0A2I3HI19|A0A2I3HI19_NOMLE
OG0002057	sp|Q9JJ06|C1GLT_MOUSE	tr|G1S1W3|G1S1W3_NOMLE, tr|A0A2I3G4E9|A0A2I3G4E9_NOMLE
OG0002058	sp|B6A8R8|TARM1_MOUSE	tr|G1R305|G1R305_NOMLE, tr|G1R314|G1R314_NOMLE
OG0002059	tr|E9PWP7|E9PWP7_MOUSE, tr|A0A5F8MPQ6|A0A5F8MPQ6_MOUSE	tr|A0A2I3H710|A0A2I3H710_NOMLE
OG0002060	sp|P41230|KDM5C_MOUSE, sp|Q62240|KDM5D_MOUSE	tr|G1S1D7|G1S1D7_NOMLE
OG0002061	tr|Q80YT3|Q80YT3_MOUSE, sp|P42932|TCPQ_MOUSE	tr|A0A2I3HE70|A0A2I3HE70_NOMLE
OG0002062	tr|Q9D8C9|Q9D8C9_MOUSE, sp|P23492|PNPH_MOUSE	tr|G1RJF4|G1RJF4_NOMLE
OG0002063	sp|Q9QWG7|ST1B1_MOUSE, sp|Q3UZZ6|ST1D1_MOUSE	tr|G1R7W4|G1R7W4_NOMLE
OG0002064	sp|A0A0A6YXX9|CTSEL_MOUSE, sp|P0DP43|CTSRE_MOUSE	tr|G1QV79|G1QV79_NOMLE
OG0002065	sp|B1AT66|MOT7_MOUSE	tr|A0A2I3GI71|A0A2I3GI71_NOMLE, tr|G1QMR0|G1QMR0_NOMLE
OG0002066	sp|Q8BW93|C5AR2_MOUSE, sp|P30993|C5AR1_MOUSE	tr|G1S9W7|G1S9W7_NOMLE
OG0002067	sp|Q61091|FZD8_MOUSE, sp|Q9EQD0|FZD5_MOUSE	tr|A0A2I3HUS3|A0A2I3HUS3_NOMLE
OG0002068	sp|Q62314|TGON2_MOUSE, sp|Q62313|TGON1_MOUSE	tr|G1QLC6|G1QLC6_NOMLE
OG0002069	sp|Q7TMA2|ZN503_MOUSE, sp|P0CL69|ZN703_MOUSE	tr|A0A2I3HRX9|A0A2I3HRX9_NOMLE
OG0002070	sp|Q9CWD0|GTSFL_MOUSE, tr|Q80Y74|Q80Y74_MOUSE	tr|A0A2I3HVX1|A0A2I3HVX1_NOMLE
OG0002071	sp|Q8CAY6|THIC_MOUSE, tr|Q80X81|Q80X81_MOUSE	tr|G1RK09|G1RK09_NOMLE
OG0002072	sp|Q8VBT0|TMX1_MOUSE	tr|G1RP61|G1RP61_NOMLE, tr|A0A2I3HQL7|A0A2I3HQL7_NOMLE
OG0002073	sp|Q922P9|GLYR1_MOUSE	tr|A0A2I3GQY3|A0A2I3GQY3_NOMLE, tr|G1RFY8|G1RFY8_NOMLE
OG0002074	sp|P18893|IL10_MOUSE	tr|A0A2I3GRH2|A0A2I3GRH2_NOMLE, tr|G1QTG6|G1QTG6_NOMLE
OG0002075	sp|P19536|COX5B_MOUSE	tr|A0A2I3HB33|A0A2I3HB33_NOMLE, tr|G1SBC1|G1SBC1_NOMLE
OG0002076	sp|Q9JMC2|INSM2_MOUSE, sp|Q63ZV0|INSM1_MOUSE	tr|G1QU56|G1QU56_NOMLE
OG0002077	sp|Q7TNS8|EPOP_MOUSE, sp|Q80YR3|SKDA1_MOUSE	tr|G1RQI8|G1RQI8_NOMLE
OG0002078	sp|Q5NCC3|TRI41_MOUSE, tr|Q8CDV4|Q8CDV4_MOUSE	tr|A0A2I3HIL7|A0A2I3HIL7_NOMLE
OG0002079	sp|Q9DA08|SGF29_MOUSE	tr|A0A2I3HKX9|A0A2I3HKX9_NOMLE, tr|G1QLS7|G1QLS7_NOMLE
OG0002081	sp|Q8R493|ACHB4_MOUSE, sp|P09690|ACHB_MOUSE	tr|G1RBH2|G1RBH2_NOMLE
OG0002082	sp|P63073|IF4E_MOUSE	tr|A0A2I3GKP1|A0A2I3GKP1_NOMLE, tr|A0A2I3GKF2|A0A2I3GKF2_NOMLE
OG0002083	sp|Q61321|SIX4_MOUSE, sp|Q62231|SIX1_MOUSE	tr|G1RTX3|G1RTX3_NOMLE
OG0002084	sp|Q62005|ZP1_MOUSE	tr|G1RTB0|G1RTB0_NOMLE, tr|A0A2I3GJD4|A0A2I3GJD4_NOMLE
OG0002085	sp|Q8BH93|MISSL_MOUSE, sp|Q9D7G9|MISS_MOUSE	tr|A0A2I3GI94|A0A2I3GI94_NOMLE
OG0002086	sp|Q8JZM7|CDC73_MOUSE	tr|A0A2I3HB65|A0A2I3HB65_NOMLE, tr|G1S8U1|G1S8U1_NOMLE
OG0002087	sp|Q8R2H9|PHOP1_MOUSE	tr|A0A2I3G800|A0A2I3G800_NOMLE, tr|A0A2I3HBC6|A0A2I3HBC6_NOMLE
OG0002088	sp|Q9D0R9|WDR89_MOUSE	tr|G1SBT6|G1SBT6_NOMLE, tr|A0A2I3GGB0|A0A2I3GGB0_NOMLE
OG0002089	sp|Q05186|RCN1_MOUSE	tr|A0A2I3GZ78|A0A2I3GZ78_NOMLE, tr|A0A2I3HYI8|A0A2I3HYI8_NOMLE
OG0002090	sp|Q64339|ISG15_MOUSE, tr|A0A0A6YW67|A0A0A6YW67_MOUSE	tr|A0A2I3GTF2|A0A2I3GTF2_NOMLE
