Orthogroup	Mus_musculus	Pan_troglodytes
OG0001405	sp|P46412|GPX3_MOUSE	tr|H2R580|H2R580_PANTR
OG0001406	sp|Q9DBN4|P33MX_MOUSE	tr|H2QS22|H2QS22_PANTR, tr|A0A2I3S2P8|A0A2I3S2P8_PANTR, tr|A0A2I3TE79|A0A2I3TE79_PANTR
OG0001407	sp|Q6NZB0|DNJC8_MOUSE	tr|H2RI68|H2RI68_PANTR, tr|A0A2I3RNU1|A0A2I3RNU1_PANTR, tr|H2PYG8|H2PYG8_PANTR
OG0001408	sp|Q80U78|PUM1_MOUSE	tr|A0A2I3S4X5|A0A2I3S4X5_PANTR
OG0001408	sp|Q80U58|PUM2_MOUSE	tr|H2QHH7|H2QHH7_PANTR
OG0001409	sp|Q9DCH4|EIF3F_MOUSE	tr|A0A2J8P649|A0A2J8P649_PANTR, tr|A0A2I3TGA7|A0A2I3TGA7_PANTR, sp|A5A6I3|EIF3F_PANTR
OG0001410	sp|Q3UFS0|ZY11B_MOUSE	tr|A0A2I3SGJ3|A0A2I3SGJ3_PANTR
OG0001410	sp|A2BFL2|ZY11A_MOUSE	tr|H2R931|H2R931_PANTR
OG0001411	sp|O35215|DOPD_MOUSE	tr|A0A2I3SJP7|A0A2I3SJP7_PANTR, tr|A0A2I3RQA2|A0A2I3RQA2_PANTR, tr|A0A2I3TC71|A0A2I3TC71_PANTR
OG0001412	sp|Q07475|NREP_MOUSE	tr|A0A2I3TP87|A0A2I3TP87_PANTR, tr|A0A2I3SHD6|A0A2I3SHD6_PANTR, tr|A0A2I3SXQ1|A0A2I3SXQ1_PANTR
OG0001413	sp|Q6PD03|2A5A_MOUSE	tr|K7CXU1|K7CXU1_PANTR
OG0001413	sp|Q61151|2A5E_MOUSE	tr|A0A2I3TDL0|A0A2I3TDL0_PANTR
OG0001414	sp|Q8C7E9|CSTFT_MOUSE	tr|A0A2I3SSL3|A0A2I3SSL3_PANTR
OG0001414	sp|Q8BIQ5|CSTF2_MOUSE	tr|A0A2I3RTC1|A0A2I3RTC1_PANTR
OG0001415	sp|P28656|NP1L1_MOUSE	tr|A0A2I3S309|A0A2I3S309_PANTR, tr|A0A2I3TQR3|A0A2I3TQR3_PANTR, tr|A0A2I3RMW8|A0A2I3RMW8_PANTR
OG0001416	sp|Q80UZ2|SDA1_MOUSE	tr|A0A2I3RRR5|A0A2I3RRR5_PANTR, tr|A0A2I3S700|A0A2I3S700_PANTR, tr|H2QZJ2|H2QZJ2_PANTR
OG0001417	sp|Q91XQ0|DYH8_MOUSE	tr|A0A2I3S5A4|A0A2I3S5A4_PANTR
OG0001417	sp|Q8VHE6|DYH5_MOUSE	tr|H2QQN4|H2QQN4_PANTR
OG0001418	sp|Q3UVG3|F91A1_MOUSE	tr|H2QWP2|H2QWP2_PANTR, tr|A0A2I3TA95|A0A2I3TA95_PANTR, tr|A0A2I3S9H2|A0A2I3S9H2_PANTR
OG0001419	sp|Q9D819|IPYR_MOUSE	tr|A0A2I3T5L3|A0A2I3T5L3_PANTR, tr|A0A2I3RXN7|A0A2I3RXN7_PANTR, tr|H2Q212|H2Q212_PANTR
OG0001420	sp|Q6ZWN5|RS9_MOUSE	tr|H2RCR0|H2RCR0_PANTR, tr|A0A2I3RKH8|A0A2I3RKH8_PANTR, tr|H2QH38|H2QH38_PANTR
OG0001421	sp|P70375|FA7_MOUSE	tr|A0A2I3TQJ1|A0A2I3TQJ1_PANTR, sp|Q2F9P2|FA7_PANTR, tr|A0A2I3S8H0|A0A2I3S8H0_PANTR
OG0001422	sp|P00329|ADH1_MOUSE	tr|H2QPX6|H2QPX6_PANTR, tr|H2QPX7|H2QPX7_PANTR, sp|Q5R1W2|ADH1B_PANTR
OG0001423	sp|Q61189|ICLN_MOUSE	tr|K7DM64|K7DM64_PANTR, tr|A0A2I3S755|A0A2I3S755_PANTR, tr|A0A2I3TVH8|A0A2I3TVH8_PANTR
OG0001424	sp|A1Z198|NL1B2_MOUSE, sp|Q2LKU9|NLR1A_MOUSE	tr|A0A2I3RZH6|A0A2I3RZH6_PANTR, tr|A0A2I3RTL0|A0A2I3RTL0_PANTR
OG0001425	sp|Q61751|Z354A_MOUSE, sp|Q9QXT9|Z354B_MOUSE	tr|H2QS48|H2QS48_PANTR, tr|A0A2I3SC90|A0A2I3SC90_PANTR
OG0001426	tr|Q8VGV6|Q8VGV6_MOUSE, tr|Q7TRU8|Q7TRU8_MOUSE, tr|Q8VGV5|Q8VGV5_MOUSE	tr|H2Q306|H2Q306_PANTR
OG0001427	sp|Q03358|MSX2_MOUSE	tr|A0A2I3S798|A0A2I3S798_PANTR, tr|K7D1L0|K7D1L0_PANTR, sp|A2T764|MSX2_PANTR
OG0001428	sp|P26231|CTNA1_MOUSE	tr|H2QRK9|H2QRK9_PANTR
OG0001428	sp|Q61301|CTNA2_MOUSE	tr|A0A2I3SFT2|A0A2I3SFT2_PANTR
OG0001429	tr|E9PUN6|E9PUN6_MOUSE	tr|H2QMW5|H2QMW5_PANTR
OG0001429	sp|P59511|ATS20_MOUSE	tr|A0A2I3SPX7|A0A2I3SPX7_PANTR
OG0001430	sp|Q64096|MCF2L_MOUSE	tr|A0A2I3TCB8|A0A2I3TCB8_PANTR, tr|A0A2I3TX10|A0A2I3TX10_PANTR, tr|A0A2I3T9I2|A0A2I3T9I2_PANTR
OG0001431	sp|Q9QXD6|F16P1_MOUSE	tr|A0A2J8JHD6|A0A2J8JHD6_PANTR
OG0001431	sp|P70695|F16P2_MOUSE	tr|H2QXI1|H2QXI1_PANTR
OG0001432	sp|Q61180|SCNNA_MOUSE	tr|H2RAT4|H2RAT4_PANTR, sp|O46547|SCNND_PANTR, sp|H2Q5A1|SCNNA_PANTR
OG0001433	sp|Q9DCR2|AP3S1_MOUSE	tr|H2QRC8|H2QRC8_PANTR, tr|A0A2I3SNA5|A0A2I3SNA5_PANTR, tr|A0A2I3S2F7|A0A2I3S2F7_PANTR
OG0001434	tr|B1AWZ3|B1AWZ3_MOUSE, sp|Q9CQE1|NPS3B_MOUSE	tr|A0A2I3SV03|A0A2I3SV03_PANTR, tr|H2QXM5|H2QXM5_PANTR
OG0001435	sp|Q6PFY9|CC14B_MOUSE	tr|H2R3T7|H2R3T7_PANTR, tr|A0A2I3T3I7|A0A2I3T3I7_PANTR, tr|A0A2I3RRW8|A0A2I3RRW8_PANTR
OG0001436	sp|Q8JZW8|PNMA3_MOUSE	tr|A0A2I3S037|A0A2I3S037_PANTR, tr|A0A2I3SS30|A0A2I3SS30_PANTR, tr|A0A2I3TB55|A0A2I3TB55_PANTR
OG0001437	sp|P31938|MP2K1_MOUSE	sp|Q9XT09|MP2K1_PANTR, tr|A0A2I3RWN9|A0A2I3RWN9_PANTR, tr|A0A2I3RF04|A0A2I3RF04_PANTR
OG0001438	sp|P83917|CBX1_MOUSE	tr|H2RH50|H2RH50_PANTR, tr|A0A2I3T736|A0A2I3T736_PANTR, tr|A0A2I3RGD9|A0A2I3RGD9_PANTR
OG0001439	sp|Q8K4T3|STRAB_MOUSE	tr|A0A2I3RCI7|A0A2I3RCI7_PANTR, tr|A0A2I3RY96|A0A2I3RY96_PANTR, tr|A0A2I3TR96|A0A2I3TR96_PANTR
OG0001440	sp|Q9D868|PPIH_MOUSE	tr|A0A2I3TWZ5|A0A2I3TWZ5_PANTR, tr|A0A2I3SXP2|A0A2I3SXP2_PANTR, tr|A0A2I3SQD5|A0A2I3SQD5_PANTR
OG0001441	sp|O55101|SNG2_MOUSE	tr|A0A2I3RLA5|A0A2I3RLA5_PANTR, tr|A0A2I3RW95|A0A2I3RW95_PANTR, tr|H2RCU1|H2RCU1_PANTR
OG0001442	sp|Q8BPP1|MB212_MOUSE	tr|H2RHA3|H2RHA3_PANTR
OG0001442	sp|O70299|MB211_MOUSE	tr|H2Q7E9|H2Q7E9_PANTR
OG0001443	sp|E9Q634|MYO1E_MOUSE	tr|H2Q9I8|H2Q9I8_PANTR
OG0001443	sp|P70248|MYO1F_MOUSE	tr|H2R6E1|H2R6E1_PANTR
OG0001444	sp|Q8VH31|RFPLA_MOUSE	tr|A0A2J8QP63|A0A2J8QP63_PANTR, tr|H2QLJ3|H2QLJ3_PANTR, tr|A0A2I3RHK1|A0A2I3RHK1_PANTR
OG0001445	sp|P21460|CYTC_MOUSE	tr|K7AAK0|K7AAK0_PANTR, tr|A0A2I3TXL0|A0A2I3TXL0_PANTR, tr|A0A2I3TBB8|A0A2I3TBB8_PANTR
OG0001446	sp|Q7TT16|IPMK_MOUSE	tr|A0A2I3SNK5|A0A2I3SNK5_PANTR, tr|A0A2I3TL15|A0A2I3TL15_PANTR, tr|H2Q1X3|H2Q1X3_PANTR
OG0001447	sp|P54279|PMS2_MOUSE	tr|A0A2I3STT5|A0A2I3STT5_PANTR, tr|A0A2I3TMT9|A0A2I3TMT9_PANTR, tr|H2QU63|H2QU63_PANTR
OG0001448	sp|Q0VGB7|PP4R2_MOUSE	tr|A0A2I3S976|A0A2I3S976_PANTR, tr|A0A2I3T5D4|A0A2I3T5D4_PANTR, tr|A0A2I3RNR9|A0A2I3RNR9_PANTR
OG0001449	sp|P29452|CASP1_MOUSE	tr|H2R261|H2R261_PANTR, tr|A0A2I3SPD8|A0A2I3SPD8_PANTR, tr|A0A2I3RFR4|A0A2I3RFR4_PANTR
OG0001450	sp|Q3UW26|BSPH1_MOUSE	tr|H2R5Y1|H2R5Y1_PANTR, tr|A0A2I3T2A2|A0A2I3T2A2_PANTR, tr|H2QGQ3|H2QGQ3_PANTR
OG0001451	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|H2RGP6|H2RGP6_PANTR, tr|A0A2J8IQT2|A0A2J8IQT2_PANTR, tr|A0A2I3RQM7|A0A2I3RQM7_PANTR
OG0001452	tr|Q99MW5|Q99MW5_MOUSE	tr|H2QYZ6|H2QYZ6_PANTR
OG0001452	tr|A2AFS9|A2AFS9_MOUSE	tr|A0A2I3RMG6|A0A2I3RMG6_PANTR
OG0001453	sp|Q8K3U4|DFB36_MOUSE	sp|Q30KK5|DB123_PANTR, tr|A0A2I3T7S7|A0A2I3T7S7_PANTR, sp|Q30KK6|DB121_PANTR
OG0001454	sp|Q8CBW7|CHIC1_MOUSE	tr|H2R4N8|H2R4N8_PANTR
OG0001454	sp|Q9D9G3|CHIC2_MOUSE	tr|H2QPH2|H2QPH2_PANTR
OG0001455	sp|O35474|EDIL3_MOUSE	tr|A0A2I3T8Y9|A0A2I3T8Y9_PANTR
OG0001455	sp|P21956|MFGM_MOUSE	tr|A0A2J8L658|A0A2J8L658_PANTR
OG0001456	sp|P10761|ZP3_MOUSE	tr|A0A2I3RF58|A0A2I3RF58_PANTR, tr|H2QUT4|H2QUT4_PANTR, tr|H2QUT3|H2QUT3_PANTR
OG0001457	sp|Q8K2F8|LS14A_MOUSE	tr|A0A2I3SV38|A0A2I3SV38_PANTR, tr|A0A2I3RK64|A0A2I3RK64_PANTR, tr|A0A2I3TWM5|A0A2I3TWM5_PANTR
OG0001458	sp|Q8K3Y3|LN28A_MOUSE	tr|A0A2I3T997|A0A2I3T997_PANTR, tr|A0A2J8JNT8|A0A2J8JNT8_PANTR, tr|A0A2I3SJV0|A0A2I3SJV0_PANTR
OG0001459	sp|Q9D8N0|EF1G_MOUSE	tr|A0A2I3RGZ1|A0A2I3RGZ1_PANTR, tr|H2RH61|H2RH61_PANTR, tr|H2Q3V7|H2Q3V7_PANTR
OG0001460	tr|B2RXQ2|B2RXQ2_MOUSE	tr|A0A2I3RJ62|A0A2I3RJ62_PANTR
OG0001460	tr|B8QI36|B8QI36_MOUSE	tr|A0A2I3TL47|A0A2I3TL47_PANTR
OG0001461	sp|Q9ESW4|AGK_MOUSE	tr|A0A2I3RI65|A0A2I3RI65_PANTR, tr|A0A2I3REW1|A0A2I3REW1_PANTR, tr|H2R0W4|H2R0W4_PANTR
OG0001462	sp|Q6PGL7|WASC2_MOUSE	tr|A0A2I3RTK3|A0A2I3RTK3_PANTR, tr|A0A2I3THK4|A0A2I3THK4_PANTR, tr|A0A2I3RVM1|A0A2I3RVM1_PANTR
OG0001463	sp|Q8CJ67|STAU2_MOUSE	tr|A0A2I3RHH1|A0A2I3RHH1_PANTR, tr|A0A2I3RRG6|A0A2I3RRG6_PANTR, tr|A0A2I3REM7|A0A2I3REM7_PANTR
OG0001464	sp|Q99LF1|AKIR1_MOUSE	tr|A0A2I3S0W1|A0A2I3S0W1_PANTR, tr|A0A2I3TQS7|A0A2I3TQS7_PANTR, tr|A0A2I3S118|A0A2I3S118_PANTR
OG0001465	sp|O88736|DHB7_MOUSE	tr|A0A2I3SWP3|A0A2I3SWP3_PANTR, tr|A0A2I3RYN5|A0A2I3RYN5_PANTR, tr|H2Q1T6|H2Q1T6_PANTR
OG0001466	sp|P12265|BGLR_MOUSE	tr|A0A2I3RBG6|A0A2I3RBG6_PANTR, tr|A0A2I3RML2|A0A2I3RML2_PANTR, tr|H2R386|H2R386_PANTR
OG0001467	sp|Q60967|PAPS1_MOUSE	tr|A0A2I3TMC2|A0A2I3TMC2_PANTR
OG0001467	sp|O88428|PAPS2_MOUSE	tr|A0A2I3RSS5|A0A2I3RSS5_PANTR
OG0001468	sp|Q9D1H6|NDUF4_MOUSE	tr|H2QTF6|H2QTF6_PANTR, tr|A0A2I3TPY8|A0A2I3TPY8_PANTR, tr|A0A2I3RFV8|A0A2I3RFV8_PANTR
OG0001469	sp|P48026|SAT1_MOUSE	tr|H2QYE7|H2QYE7_PANTR
OG0001469	sp|Q9D5N8|SATL1_MOUSE	tr|H2QYV1|H2QYV1_PANTR
OG0001470	tr|Q9D4F3|Q9D4F3_MOUSE	tr|A0A2I3T798|A0A2I3T798_PANTR, tr|A0A2I3TI65|A0A2I3TI65_PANTR, tr|H2R7J2|H2R7J2_PANTR
OG0001471	sp|P32442|MEOX1_MOUSE	tr|H2Q2T4|H2Q2T4_PANTR, tr|H2QD53|H2QD53_PANTR, sp|A2T779|MEOX1_PANTR
OG0001472	sp|Q8K0C4|CP51A_MOUSE	tr|H2QUX0|H2QUX0_PANTR, tr|A0A2I3T9B8|A0A2I3T9B8_PANTR, tr|A0A2I3TTA6|A0A2I3TTA6_PANTR
OG0001473	sp|Q810I2|TRI50_MOUSE	tr|A0A2I3SED5|A0A2I3SED5_PANTR, tr|A0A2I3SAG2|A0A2I3SAG2_PANTR, tr|H2QUS1|H2QUS1_PANTR
OG0001474	sp|P05063|ALDOC_MOUSE	tr|A0A2I3RKA0|A0A2I3RKA0_PANTR, tr|H2QCI1|H2QCI1_PANTR, sp|Q5R1X4|ALDOC_PANTR
OG0001475	sp|Q6PCP5|MFF_MOUSE	tr|H2QJJ6|H2QJJ6_PANTR, tr|A0A2I3S1A3|A0A2I3S1A3_PANTR, tr|A0A2I3SVQ4|A0A2I3SVQ4_PANTR
OG0001476	sp|Q78PG9|CCD25_MOUSE	tr|A0A2I3RMX5|A0A2I3RMX5_PANTR, tr|A0A2I3SJF5|A0A2I3SJF5_PANTR, tr|H2QZF2|H2QZF2_PANTR
OG0001477	sp|Q9R0U0|SRS10_MOUSE	tr|H2R9C4|H2R9C4_PANTR, tr|H2QTE1|H2QTE1_PANTR, tr|A0A2I3SLP2|A0A2I3SLP2_PANTR
OG0001478	sp|Q9CQL7|MOFA1_MOUSE	tr|A0A2I3RWP6|A0A2I3RWP6_PANTR, tr|H2QP65|H2QP65_PANTR, tr|A0A2I3RXA3|A0A2I3RXA3_PANTR
OG0001479	sp|Q9CWX2|CIA30_MOUSE	tr|A0A2I3T085|A0A2I3T085_PANTR, sp|Q0MQ84|CIA30_PANTR, tr|H2Q979|H2Q979_PANTR
OG0001480	sp|Q9JL62|GLTP_MOUSE	sp|B0YN54|GLTP_PANTR, tr|H2RGS3|H2RGS3_PANTR, tr|H2R754|H2R754_PANTR
OG0001516	sp|O09043|NAPSA_MOUSE	tr|A0A2I3TVV8|A0A2I3TVV8_PANTR, tr|H2R5W4|H2R5W4_PANTR
OG0001517	sp|P41160|LEP_MOUSE	sp|O02750|LEP_PANTR, tr|H2QVB5|H2QVB5_PANTR
OG0001518	tr|Q30KN1|Q30KN1_MOUSE	sp|Q30KJ9|DB130_PANTR, tr|H2RDQ5|H2RDQ5_PANTR
OG0001519	sp|Q91ZI8|IOD3_MOUSE, sp|Q61153|IOD1_MOUSE	tr|H2R927|H2R927_PANTR
OG0001520	sp|Q61602|GLI3_MOUSE	tr|H2QUH1|H2QUH1_PANTR, sp|Q5IS56|GLI3_PANTR
OG0001521	sp|Q8BGW3|BHE23_MOUSE, sp|Q8C6A8|BHE22_MOUSE	tr|H2QKR8|H2QKR8_PANTR
OG0001523	sp|Q9D1K7|CT027_MOUSE	tr|H2RB33|H2RB33_PANTR, tr|A0A2I3RMP1|A0A2I3RMP1_PANTR
OG0001525	sp|P42682|TXK_MOUSE	tr|A0A2I3SRZ8|A0A2I3SRZ8_PANTR, tr|A0A2I3T8H3|A0A2I3T8H3_PANTR
OG0001526	tr|Q3UNZ2|Q3UNZ2_MOUSE, sp|P00860|DCOR_MOUSE	tr|G2HG62|G2HG62_PANTR
OG0001527	sp|Q9DCU0|PAQR5_MOUSE, sp|Q6TCG5|PAQR6_MOUSE	tr|H2RFA5|H2RFA5_PANTR
OG0001528	sp|Q8BG47|RN152_MOUSE	tr|A0A2I3SH24|A0A2I3SH24_PANTR, tr|H2QEM2|H2QEM2_PANTR
OG0001529	sp|Q8CFV9|RIFK_MOUSE	tr|K7BEG2|K7BEG2_PANTR, tr|A0A2I3T4N6|A0A2I3T4N6_PANTR
OG0001530	sp|Q8CHW5|BICL2_MOUSE	tr|A0A2J8LB88|A0A2J8LB88_PANTR, tr|H2QAF2|H2QAF2_PANTR
OG0001531	sp|Q9EPU4|CPSF1_MOUSE	tr|A0A2I3TQU6|A0A2I3TQU6_PANTR, tr|A0A2I3RGS0|A0A2I3RGS0_PANTR
OG0001532	sp|Q9JKF4|CLC6A_MOUSE	tr|A0A2J8JE59|A0A2J8JE59_PANTR, tr|H2R7J1|H2R7J1_PANTR
OG0001534	tr|F6ZPB0|F6ZPB0_MOUSE	tr|A0A2I3TJ78|A0A2I3TJ78_PANTR, tr|H2R2U9|H2R2U9_PANTR
OG0001535	tr|E9PX31|E9PX31_MOUSE, tr|G5E8L7|G5E8L7_MOUSE	tr|H2QWT2|H2QWT2_PANTR
OG0001536	sp|A6H6T1|PRS40_MOUSE, sp|Q3UKY7|PRS38_MOUSE	tr|H2Q193|H2Q193_PANTR
OG0001537	sp|Q6UJY2|SL9C1_MOUSE	tr|H2RCQ7|H2RCQ7_PANTR, tr|H2Q0M6|H2Q0M6_PANTR
OG0001538	sp|Q7TN37|TRPM4_MOUSE	tr|A0A2I3RBU7|A0A2I3RBU7_PANTR, tr|H2QGU2|H2QGU2_PANTR
OG0001539	sp|Q8BM15|CF015_MOUSE	sp|Q1XI13|CF015_PANTR, tr|H2RAV4|H2RAV4_PANTR
OG0001540	sp|Q8CF02|FM25C_MOUSE	tr|A0A2I3SZK1|A0A2I3SZK1_PANTR, tr|H2R7M2|H2R7M2_PANTR
OG0001541	sp|Q9JJY9|IL22_MOUSE, sp|Q9JJY8|IL22B_MOUSE	tr|A0A2J8K4Y0|A0A2J8K4Y0_PANTR
OG0001543	sp|O88844|IDHC_MOUSE	tr|A0A2I3RF49|A0A2I3RF49_PANTR, tr|A0A2I3T474|A0A2I3T474_PANTR
OG0001544	sp|P61460|DEPD5_MOUSE	tr|A0A2I3SXB8|A0A2I3SXB8_PANTR, tr|A0A2I3RM83|A0A2I3RM83_PANTR
OG0001545	sp|Q8JZS6|N42L2_MOUSE, sp|Q3V2Q8|N42L1_MOUSE	tr|H2Q7E3|H2Q7E3_PANTR
OG0001546	sp|Q9CZJ0|MPPD2_MOUSE, sp|Q91ZG2|MPPD1_MOUSE	tr|A0A2I3S9A3|A0A2I3S9A3_PANTR
OG0001547	tr|A0A1B0GSG7|A0A1B0GSG7_MOUSE, sp|Q99PT9|KIF19_MOUSE	tr|A0A2I3TNH6|A0A2I3TNH6_PANTR
OG0001548	sp|Q9CRC0|VKOR1_MOUSE	tr|H2QAZ5|H2QAZ5_PANTR, tr|A0A2I3SU33|A0A2I3SU33_PANTR
OG0001549	tr|A0A1Y7VP24|A0A1Y7VP24_MOUSE, sp|Q9QZ73|DCNL1_MOUSE	tr|K7AGK0|K7AGK0_PANTR
OG0001550	sp|P15702|LEUK_MOUSE	tr|H2RA91|H2RA91_PANTR, tr|A0A2J8IKY3|A0A2J8IKY3_PANTR
OG0001551	sp|P23198|CBX3_MOUSE	tr|H2QUA9|H2QUA9_PANTR, tr|A0A2I3T197|A0A2I3T197_PANTR
OG0001552	sp|P83714|CTF2_MOUSE	sp|Q6R2R2|CTF2_PANTR, tr|H2RAW9|H2RAW9_PANTR
OG0001553	tr|Q3UT76|Q3UT76_MOUSE, sp|Q9EPQ8|TCF20_MOUSE	tr|K6ZRV1|K6ZRV1_PANTR
OG0001554	sp|Q9QYZ9|PRS30_MOUSE, sp|Q8BJR6|PRS27_MOUSE	tr|H2QAE0|H2QAE0_PANTR
OG0001556	sp|O35347|DGCR6_MOUSE	tr|K7ANQ5|K7ANQ5_PANTR, tr|H2QL78|H2QL78_PANTR
OG0001557	sp|O54974|LEG7_MOUSE	tr|H2R1Z3|H2R1Z3_PANTR, tr|A0A2I3S1F2|A0A2I3S1F2_PANTR
OG0001558	sp|P39749|FEN1_MOUSE	tr|H2Q3U7|H2Q3U7_PANTR, tr|A0A2I3RUS5|A0A2I3RUS5_PANTR
OG0001559	sp|P46471|PRS7_MOUSE	tr|A0A2I3T0Q8|A0A2I3T0Q8_PANTR, tr|H2QV66|H2QV66_PANTR
OG0001560	sp|P47955|RLA1_MOUSE	tr|H2Q9Q0|H2Q9Q0_PANTR, tr|A0A2I3RVV0|A0A2I3RVV0_PANTR
OG0001561	sp|Q11204|SIA4B_MOUSE	sp|Q6KB58|SIA4B_PANTR, tr|K7B413|K7B413_PANTR
OG0001562	tr|E9Q5B4|E9Q5B4_MOUSE, tr|Q3UDN3|Q3UDN3_MOUSE	tr|A0A2I3SW55|A0A2I3SW55_PANTR
OG0001563	sp|Q6ZQ11|CHSS1_MOUSE, sp|Q5DTK1|CHSS3_MOUSE	tr|H2QRF5|H2QRF5_PANTR
OG0001564	sp|Q61206|PA1B2_MOUSE	tr|H2Q4U4|H2Q4U4_PANTR, tr|A0A2I3RG28|A0A2I3RG28_PANTR
OG0001565	sp|Q78IK4|MIC27_MOUSE	tr|K7BH18|K7BH18_PANTR, tr|A0A2I3RCJ2|A0A2I3RCJ2_PANTR
OG0001566	sp|Q7TT36|AGRA3_MOUSE	tr|A0A2I3SC09|A0A2I3SC09_PANTR, tr|H2QPA1|H2QPA1_PANTR
OG0001567	sp|Q80Y44|DDX10_MOUSE	tr|H2Q4Q4|H2Q4Q4_PANTR, tr|A0A2I3SN05|A0A2I3SN05_PANTR
OG0001568	sp|Q8BR21|F180A_MOUSE	tr|H2QVF7|H2QVF7_PANTR, tr|H2R2X5|H2R2X5_PANTR
OG0001569	sp|Q99KQ4|NAMPT_MOUSE	tr|H2RIB1|H2RIB1_PANTR, tr|K7BN66|K7BN66_PANTR
OG0001570	sp|Q8BI84|TGO1_MOUSE, sp|Q99MY0|SPZ1_MOUSE	tr|A0A2I3SQH1|A0A2I3SQH1_PANTR
OG0001571	sp|Q99NA9|PCGF6_MOUSE	tr|A0A2I3TAL0|A0A2I3TAL0_PANTR, tr|H2Q2I5|H2Q2I5_PANTR
OG0001572	sp|Q9CQX8|KGD4_MOUSE	tr|H2QR07|H2QR07_PANTR, tr|A0A2I3SZE6|A0A2I3SZE6_PANTR
OG0001573	sp|Q9CRA0|NAR4_MOUSE	sp|Q95NE0|NAR4_PANTR, tr|A0A2I3RND2|A0A2I3RND2_PANTR
OG0001574	sp|Q9Z1B5|MD2L1_MOUSE	tr|A0A2I3SR54|A0A2I3SR54_PANTR, tr|H2QQ35|H2QQ35_PANTR
OG0001575	sp|Q9Z1Z2|STRAP_MOUSE	tr|A0A2I3SER2|A0A2I3SER2_PANTR, tr|A0A2I3SHT8|A0A2I3SHT8_PANTR
OG0001576	sp|Q3UKJ7|SMU1_MOUSE	tr|A0A2I3SX26|A0A2I3SX26_PANTR, tr|H2QX48|H2QX48_PANTR
OG0001578	sp|Q8K370|ACD10_MOUSE, tr|D3Z7X0|D3Z7X0_MOUSE	tr|A0A2I3TMQ2|A0A2I3TMQ2_PANTR
OG0001579	sp|Q91YI1|ATG13_MOUSE	sp|A5A6N3|ATG13_PANTR, tr|A0A2I3SQ78|A0A2I3SQ78_PANTR
OG0001580	sp|Q9CQZ5|NDUA6_MOUSE	tr|K7B6F5|K7B6F5_PANTR, sp|Q0MQA5|NDUA6_PANTR
OG0001581	sp|Q9D0L1|ZBED3_MOUSE	tr|A0A2I3TQ81|A0A2I3TQ81_PANTR, tr|A0A2I3SB93|A0A2I3SB93_PANTR
OG0001582	tr|Q7TRB8|Q7TRB8_MOUSE, tr|Q9EQ98|Q9EQ98_MOUSE	tr|H2R3S0|H2R3S0_PANTR
OG0001583	sp|Q9Z0S3|CLD14_MOUSE	tr|A0A2J8M7Q2|A0A2J8M7Q2_PANTR, tr|H2QTY2|H2QTY2_PANTR
OG0001584	sp|P61213|ARL4A_MOUSE	tr|H2QZJ8|H2QZJ8_PANTR, tr|A0A2I3S5F4|A0A2I3S5F4_PANTR
OG0001585	sp|Q3TMP8|TM38A_MOUSE	tr|A0A2I3RAR1|A0A2I3RAR1_PANTR, tr|H2QFP9|H2QFP9_PANTR
OG0001586	sp|Q3UP87|ELNE_MOUSE	tr|H2QES3|H2QES3_PANTR, tr|H2QET5|H2QET5_PANTR
OG0001587	sp|Q5NCR9|NSRP1_MOUSE	tr|H2QCL0|H2QCL0_PANTR, tr|A0A2I3T6S6|A0A2I3T6S6_PANTR
OG0001588	sp|Q6NVE8|WDR44_MOUSE	tr|K7CB05|K7CB05_PANTR, tr|A0A2I3S5B0|A0A2I3S5B0_PANTR
OG0001589	sp|Q8K201|KCT2_MOUSE	tr|H2QRH4|H2QRH4_PANTR, tr|A0A2I3S9U7|A0A2I3S9U7_PANTR
OG0001590	sp|Q99K48|NONO_MOUSE	tr|H2QYS5|H2QYS5_PANTR, tr|A0A2I3SFX5|A0A2I3SFX5_PANTR
OG0001591	sp|Q99LL3|CHSTC_MOUSE	tr|A0A2I3SY87|A0A2I3SY87_PANTR, tr|H2QU36|H2QU36_PANTR
OG0001592	sp|Q99N87|RT05_MOUSE	tr|A0A2I3RAZ3|A0A2I3RAZ3_PANTR, tr|K7BHW9|K7BHW9_PANTR
OG0001593	sp|Q9R1P1|PSB3_MOUSE	tr|K7B7X6|K7B7X6_PANTR, tr|H2RAT7|H2RAT7_PANTR
OG0001594	sp|Q9Z1F9|SAE2_MOUSE	tr|H2QG08|H2QG08_PANTR, tr|A0A2I3T506|A0A2I3T506_PANTR
OG0001597	tr|G5E845|G5E845_MOUSE	tr|H2QSY1|H2QSY1_PANTR, tr|H2QSY2|H2QSY2_PANTR
OG0001599	sp|Q60612|AA1R_MOUSE, sp|Q61618|AA3R_MOUSE	tr|H2Q0X8|H2Q0X8_PANTR
OG0001600	tr|E9Q8M2|E9Q8M2_MOUSE, tr|Q7TRV9|Q7TRV9_MOUSE	tr|A0A2I3S0G7|A0A2I3S0G7_PANTR
OG0001601	sp|Q8BHS8|SYBU_MOUSE, sp|Q80U23|SNPH_MOUSE	tr|A0A2J8PN74|A0A2J8PN74_PANTR
OG0001602	sp|Q91YT0|NDUV1_MOUSE	sp|Q0MQI6|NDUV1_PANTR, tr|H2Q493|H2Q493_PANTR
