Orthogroup	Mus_musculus	Rousettus_aegyptiacus
OG0001223	sp|Q9EQZ7|RIMS2_MOUSE	tr|A0A7J8C400|A0A7J8C400_ROUAE
OG0001223	sp|Q99NE5|RIMS1_MOUSE	tr|A0A7J8KFR6|A0A7J8KFR6_ROUAE
OG0001224	sp|Q9ERI2|RB27A_MOUSE	tr|A0A7J8IRG9|A0A7J8IRG9_ROUAE
OG0001224	sp|Q99P58|RB27B_MOUSE	tr|A0A7J8DK74|A0A7J8DK74_ROUAE
OG0001225	sp|Q9CS72|FLIP1_MOUSE	tr|A0A7J8K8L1|A0A7J8K8L1_ROUAE
OG0001225	sp|Q6P6L0|FIL1L_MOUSE	tr|A0A7J8HQ26|A0A7J8HQ26_ROUAE
OG0001226	sp|Q9D2Y6|FBX25_MOUSE	tr|A0A7J8DXM2|A0A7J8DXM2_ROUAE
OG0001226	sp|Q9CPU7|FBX32_MOUSE	tr|A0A7J8C1P7|A0A7J8C1P7_ROUAE
OG0001227	sp|Q68FF6|GIT1_MOUSE	tr|A0A7J8G8R7|A0A7J8G8R7_ROUAE
OG0001227	sp|Q9JLQ2|GIT2_MOUSE	tr|A0A7J8GZY7|A0A7J8GZY7_ROUAE
OG0001228	sp|P98197|AT11A_MOUSE	tr|A0A7J8DVZ3|A0A7J8DVZ3_ROUAE
OG0001228	sp|Q9QZW0|AT11C_MOUSE	tr|A0A7J8EI79|A0A7J8EI79_ROUAE
OG0001229	sp|Q3V3R1|C1TM_MOUSE	tr|A0A7J8KCU6|A0A7J8KCU6_ROUAE
OG0001229	sp|Q922D8|C1TC_MOUSE	tr|A0A7J8IPH7|A0A7J8IPH7_ROUAE
OG0001230	sp|Q8BQQ1|ZDH14_MOUSE	tr|A0A7J8KJX0|A0A7J8KJX0_ROUAE
OG0001230	sp|Q5Y5T2|ZDH18_MOUSE	tr|A0A7J8KJU6|A0A7J8KJU6_ROUAE
OG0001231	sp|Q6P7W2|SHKB1_MOUSE	tr|A0A7J8CLT2|A0A7J8CLT2_ROUAE
OG0001231	sp|Q8BFX3|KCTD3_MOUSE	tr|A0A7J8B902|A0A7J8B902_ROUAE
OG0001232	sp|Q9CQ94|DNJ5B_MOUSE	tr|A0A7J8C1I0|A0A7J8C1I0_ROUAE
OG0001232	sp|P60904|DNJC5_MOUSE	tr|A0A7J8DGC4|A0A7J8DGC4_ROUAE
OG0001233	sp|P53811|PIPNB_MOUSE	tr|A0A7J8H439|A0A7J8H439_ROUAE
OG0001233	sp|P53810|PIPNA_MOUSE	tr|A0A7J8GDK5|A0A7J8GDK5_ROUAE
OG0001234	sp|Q03350|TSP2_MOUSE	tr|A0A7J8KI62|A0A7J8KI62_ROUAE
OG0001234	sp|P35441|TSP1_MOUSE	tr|A0A7J8ITF0|A0A7J8ITF0_ROUAE
OG0001235	sp|Q69ZU6|THS7A_MOUSE	tr|A0A7J8D8X4|A0A7J8D8X4_ROUAE
OG0001235	sp|Q6P4U0|THS7B_MOUSE	tr|A0A7J8JPG0|A0A7J8JPG0_ROUAE
OG0001236	sp|Q9D662|SC23B_MOUSE	tr|A0A7J8DKF0|A0A7J8DKF0_ROUAE
OG0001236	sp|Q01405|SC23A_MOUSE	tr|A0A7J8ITH5|A0A7J8ITH5_ROUAE
OG0001237	sp|Q69ZS0|PZRN3_MOUSE	tr|A0A7J8HUF5|A0A7J8HUF5_ROUAE
OG0001237	tr|E9PUZ9|E9PUZ9_MOUSE	tr|A0A7J8JLJ6|A0A7J8JLJ6_ROUAE
OG0001238	tr|F6UWZ4|F6UWZ4_MOUSE, tr|Q8C5D3|Q8C5D3_MOUSE, tr|E9Q048|E9Q048_MOUSE	tr|A0A7J8K7W1|A0A7J8K7W1_ROUAE
OG0001239	sp|P24472|GSTA4_MOUSE	tr|A0A7J8K956|A0A7J8K956_ROUAE
OG0001239	sp|P30115|GSTA3_MOUSE	tr|A0A7J8KBH2|A0A7J8KBH2_ROUAE
OG0001240	sp|P83626|TNR26_MOUSE, sp|Q9ER62|TNR22_MOUSE, sp|Q9ER63|TNR23_MOUSE	tr|A0A7J8H1G8|A0A7J8H1G8_ROUAE
OG0001242	sp|Q5QNQ6|OSBP2_MOUSE	tr|A0A7J8H3I1|A0A7J8H3I1_ROUAE
OG0001242	sp|Q3B7Z2|OSBP1_MOUSE	tr|A0A7J8H4U2|A0A7J8H4U2_ROUAE
OG0001243	sp|Q6PDK8|DTX4_MOUSE	tr|A0A7J8GZ93|A0A7J8GZ93_ROUAE
OG0001243	sp|Q61010|DTX1_MOUSE	tr|A0A7J8GY01|A0A7J8GY01_ROUAE
OG0001244	sp|Q9JHJ0|TMOD3_MOUSE	tr|A0A7J8ITP6|A0A7J8ITP6_ROUAE
OG0001244	sp|Q9JKK7|TMOD2_MOUSE	tr|A0A7J8ITR6|A0A7J8ITR6_ROUAE
OG0001245	sp|Q9JLB0|PALS2_MOUSE	tr|A0A7J8D7S2|A0A7J8D7S2_ROUAE
OG0001245	sp|Q9WV34|MPP2_MOUSE	tr|A0A7J8GBV0|A0A7J8GBV0_ROUAE
OG0001246	sp|Q8R3R5|T185B_MOUSE	tr|A0A7J8JMQ3|A0A7J8JMQ3_ROUAE
OG0001246	sp|A2AF53|T185A_MOUSE	tr|A0A7J8EMQ6|A0A7J8EMQ6_ROUAE
OG0001248	sp|P46664|PURA2_MOUSE	tr|A0A7J8B963|A0A7J8B963_ROUAE
OG0001248	sp|P28650|PURA1_MOUSE	tr|A0A7J8IF37|A0A7J8IF37_ROUAE
OG0001249	sp|A2AIG8|1A1L1_MOUSE	tr|A0A7J8GVV3|A0A7J8GVV3_ROUAE
OG0001249	sp|Q3UX83|1A1L2_MOUSE	tr|A0A7J8GUH8|A0A7J8GUH8_ROUAE
OG0001250	sp|Q3UYH7|ARBK2_MOUSE	tr|A0A7J8GZ51|A0A7J8GZ51_ROUAE
OG0001250	sp|Q99MK8|ARBK1_MOUSE	tr|A0A7J8GZ72|A0A7J8GZ72_ROUAE
OG0001251	sp|Q9D0F9|PGM1_MOUSE	tr|A0A7J8KE88|A0A7J8KE88_ROUAE
OG0001251	sp|Q8BZF8|PGM5_MOUSE	tr|A0A7J8IPI2|A0A7J8IPI2_ROUAE
OG0001252	sp|Q9EPU0|RENT1_MOUSE	tr|A0A7J8BWT6|A0A7J8BWT6_ROUAE
OG0001252	sp|P40694|SMBP2_MOUSE	tr|A0A7J8F0L3|A0A7J8F0L3_ROUAE
OG0001253	sp|Q9JJX6|P2RX4_MOUSE	tr|A0A7J8H3K9|A0A7J8H3K9_ROUAE
OG0001253	tr|Q3UYI1|Q3UYI1_MOUSE	tr|A0A7J8GDP2|A0A7J8GDP2_ROUAE
OG0001254	sp|Q63932|MP2K2_MOUSE	tr|A0A7J8BTB2|A0A7J8BTB2_ROUAE
OG0001254	sp|P31938|MP2K1_MOUSE	tr|A0A7J8INM1|A0A7J8INM1_ROUAE
OG0001255	sp|Q64133|AOFA_MOUSE	tr|A0A7J8ELJ7|A0A7J8ELJ7_ROUAE
OG0001255	sp|Q8BW75|AOFB_MOUSE	tr|A0A7J8EKF0|A0A7J8EKF0_ROUAE
OG0001256	sp|Q6R0H7|GNAS1_MOUSE	tr|A0A7J8DH09|A0A7J8DH09_ROUAE
OG0001256	sp|Q8CGK7|GNAL_MOUSE	tr|A0A7J8DH26|A0A7J8DH26_ROUAE
OG0001257	sp|O88329|MYO1A_MOUSE	tr|A0A7J8JJC2|A0A7J8JJC2_ROUAE
OG0001257	sp|P46735|MYO1B_MOUSE	tr|A0A7J8JI47|A0A7J8JI47_ROUAE
OG0001258	sp|C0LLJ0|IMA8_MOUSE	tr|A0A7J8FI58|A0A7J8FI58_ROUAE
OG0001258	sp|P52293|IMA1_MOUSE	tr|A0A7J8G993|A0A7J8G993_ROUAE
OG0001259	sp|Q8R2P1|KLH25_MOUSE	tr|A0A7J8CHA3|A0A7J8CHA3_ROUAE
OG0001259	sp|O35709|ENC1_MOUSE	tr|A0A7J8EYD3|A0A7J8EYD3_ROUAE
OG0001260	sp|Q3TWW8|SRSF6_MOUSE	tr|A0A7J8DL24|A0A7J8DL24_ROUAE
OG0001260	sp|Q8VE97|SRSF4_MOUSE	tr|A0A7J8KHI5|A0A7J8KHI5_ROUAE
OG0001261	sp|O54829|RGS7_MOUSE	tr|A0A7J8BAP6|A0A7J8BAP6_ROUAE
OG0001261	sp|Q9Z2H2|RGS6_MOUSE	tr|A0A7J8IRW6|A0A7J8IRW6_ROUAE
OG0001262	sp|P30731|GPR83_MOUSE, tr|Q3V3A3|Q3V3A3_MOUSE, tr|Q80T54|Q80T54_MOUSE	tr|A0A7J8GZ89|A0A7J8GZ89_ROUAE
OG0001263	sp|Q91YN5|UAP1_MOUSE	tr|A0A7J8BIM6|A0A7J8BIM6_ROUAE
OG0001263	sp|Q3TW96|UAP1L_MOUSE	tr|A0A7J8IV86|A0A7J8IV86_ROUAE
OG0001264	sp|Q8BHD0|RB39A_MOUSE	tr|A0A7J8H4T4|A0A7J8H4T4_ROUAE
OG0001264	sp|Q8BHC1|RB39B_MOUSE	tr|A0A7J8ELA4|A0A7J8ELA4_ROUAE
OG0001265	sp|Q9D8Y8|ING5_MOUSE	tr|A0A7J8JG50|A0A7J8JG50_ROUAE
OG0001265	sp|Q8C0D7|ING4_MOUSE	tr|A0A7J8JFS4|A0A7J8JFS4_ROUAE
OG0001266	sp|Q8VE73|CUL7_MOUSE	tr|A0A7J8K6N8|A0A7J8K6N8_ROUAE
OG0001266	sp|Q80TT8|CUL9_MOUSE	tr|A0A7J8K6S3|A0A7J8K6S3_ROUAE
OG0001267	sp|Q9DCP2|S38A3_MOUSE	tr|A0A7J8HV82|A0A7J8HV82_ROUAE
OG0001267	sp|Q3U1J0|S38A5_MOUSE	tr|A0A7J8ELZ5|A0A7J8ELZ5_ROUAE
OG0001268	sp|Q9ER65|CSTN2_MOUSE	tr|A0A7J8HMY9|A0A7J8HMY9_ROUAE
OG0001268	sp|Q9EPL2|CSTN1_MOUSE	tr|A0A7J8K6E1|A0A7J8K6E1_ROUAE
OG0001269	sp|P97309|MESP1_MOUSE	tr|A0A7J8CJH4|A0A7J8CJH4_ROUAE
OG0001269	sp|O08574|MESP2_MOUSE	tr|A0A7J8CJF7|A0A7J8CJF7_ROUAE
OG0001270	sp|Q5SUV5|MYLK4_MOUSE	tr|A0A7J8KD88|A0A7J8KD88_ROUAE
OG0001270	sp|Q3UIZ8|MYLK3_MOUSE	tr|A0A7J8CJV8|A0A7J8CJV8_ROUAE
OG0001271	sp|Q32LZ8|PLPL5_MOUSE	tr|A0A7J8B7T9|A0A7J8B7T9_ROUAE
OG0001271	sp|Q8BJ56|PLPL2_MOUSE	tr|A0A7J8H4E9|A0A7J8H4E9_ROUAE
OG0001272	sp|Q8VDJ3|VIGLN_MOUSE, tr|Q8BVT7|Q8BVT7_MOUSE, tr|B1AXN3|B1AXN3_MOUSE	tr|A0A7J8JE65|A0A7J8JE65_ROUAE
OG0001273	sp|O08739|AMPD3_MOUSE	tr|A0A7J8GVD1|A0A7J8GVD1_ROUAE
OG0001273	sp|Q3V1D3|AMPD1_MOUSE	tr|A0A7J8BCB4|A0A7J8BCB4_ROUAE
OG0001274	sp|O70493|SNX12_MOUSE	tr|A0A7J8EM86|A0A7J8EM86_ROUAE
OG0001274	sp|O70492|SNX3_MOUSE	tr|A0A7J8KHB1|A0A7J8KHB1_ROUAE
OG0001275	sp|Q69ZK0|PREX1_MOUSE	tr|A0A7J8DJY1|A0A7J8DJY1_ROUAE
OG0001275	sp|Q3LAC4|PREX2_MOUSE	tr|A0A7J8C3S9|A0A7J8C3S9_ROUAE
OG0001276	sp|P06802|ENPP1_MOUSE	tr|A0A7J8K7Q9|A0A7J8K7Q9_ROUAE
OG0001276	sp|Q6DYE8|ENPP3_MOUSE	tr|A0A7J8K7R8|A0A7J8K7R8_ROUAE
OG0001278	sp|Q8BGT5|ALAT2_MOUSE	tr|A0A7J8CGK3|A0A7J8CGK3_ROUAE
OG0001278	sp|Q8QZR5|ALAT1_MOUSE	tr|A0A7J8C1V8|A0A7J8C1V8_ROUAE
OG0001279	sp|Q8VD63|TSYL4_MOUSE, sp|O88852|TSYL1_MOUSE, tr|Q3UYP3|Q3UYP3_MOUSE	tr|A0A7J8KJ08|A0A7J8KJ08_ROUAE
OG0001280	sp|Q91YE9|5NT1B_MOUSE	tr|A0A7J8FKM7|A0A7J8FKM7_ROUAE
OG0001280	sp|A3KFX0|5NT1A_MOUSE	tr|A0A7J8KDI1|A0A7J8KDI1_ROUAE
OG0001282	sp|Q9QZA0|CAH5B_MOUSE	tr|A0A7J8EI57|A0A7J8EI57_ROUAE
OG0001282	sp|P23589|CAH5A_MOUSE	tr|A0A7J8CEC8|A0A7J8CEC8_ROUAE
OG0001283	sp|P39098|MA1A2_MOUSE	tr|A0A7J8BFT8|A0A7J8BFT8_ROUAE
OG0001283	sp|P45700|MA1A1_MOUSE	tr|A0A7J8KBZ2|A0A7J8KBZ2_ROUAE
OG0001284	sp|P54130|FGF9_MOUSE	tr|A0A7J8DWM2|A0A7J8DWM2_ROUAE
OG0001284	sp|Q9ESL9|FGF20_MOUSE	tr|A0A7J8DWR8|A0A7J8DWR8_ROUAE
OG0001285	sp|P98200|AT8A2_MOUSE	tr|A0A7J8DVR8|A0A7J8DVR8_ROUAE
OG0001285	sp|P70704|AT8A1_MOUSE	tr|A0A7J8E5U0|A0A7J8E5U0_ROUAE
OG0001286	sp|Q8CGA2|TBC14_MOUSE	tr|A0A7J8EAQ3|A0A7J8EAQ3_ROUAE
OG0001286	sp|Q6A039|TBC12_MOUSE	tr|A0A7J8GHS6|A0A7J8GHS6_ROUAE
OG0001287	sp|Q7TNT2|FACR2_MOUSE	tr|A0A7J8JE87|A0A7J8JE87_ROUAE
OG0001287	sp|Q922J9|FACR1_MOUSE	tr|A0A7J8GYR1|A0A7J8GYR1_ROUAE
OG0001288	sp|Q8R493|ACHB4_MOUSE	tr|A0A7J8CET8|A0A7J8CET8_ROUAE
OG0001288	sp|Q9ERK7|ACHB2_MOUSE	tr|A0A7J8BCJ1|A0A7J8BCJ1_ROUAE
OG0001289	sp|P18155|MTDC_MOUSE	tr|A0A7J8FLQ6|A0A7J8FLQ6_ROUAE
OG0001289	sp|D3YZG8|MTD2L_MOUSE	tr|A0A7J8E9N7|A0A7J8E9N7_ROUAE
OG0001290	sp|P27040|AVR2B_MOUSE	tr|A0A7J8HL76|A0A7J8HL76_ROUAE
OG0001290	sp|P27038|AVR2A_MOUSE	tr|A0A7J8J9Q0|A0A7J8J9Q0_ROUAE
OG0001291	sp|Q6A026|PDS5A_MOUSE	tr|A0A7J8EA60|A0A7J8EA60_ROUAE
OG0001291	sp|Q4VA53|PDS5B_MOUSE	tr|A0A7J8DZD5|A0A7J8DZD5_ROUAE
OG0001292	sp|Q8C1A5|THOP1_MOUSE	tr|A0A7J8BV85|A0A7J8BV85_ROUAE
OG0001292	sp|Q91YP2|NEUL_MOUSE	tr|A0A7J8F1T3|A0A7J8F1T3_ROUAE
OG0001293	sp|Q99JZ0|SDCB2_MOUSE	tr|A0A7J8DKG1|A0A7J8DKG1_ROUAE
OG0001293	sp|O08992|SDCB1_MOUSE	tr|A0A7J8C451|A0A7J8C451_ROUAE
OG0001294	sp|Q02956|KPCZ_MOUSE	tr|A0A7J8KEU2|A0A7J8KEU2_ROUAE
OG0001294	sp|Q62074|KPCI_MOUSE	tr|A0A7J8HUQ1|A0A7J8HUQ1_ROUAE
OG0001295	tr|F6TUL9|F6TUL9_MOUSE	tr|A0A7J8HPZ6|A0A7J8HPZ6_ROUAE
OG0001295	sp|Q7TSP5|VTCN1_MOUSE	tr|A0A7J8BHM2|A0A7J8BHM2_ROUAE
OG0001296	sp|Q99020|ROAA_MOUSE	tr|A0A7J8FGY1|A0A7J8FGY1_ROUAE
OG0001296	sp|Q921F2|TADBP_MOUSE	tr|A0A7J8KBC5|A0A7J8KBC5_ROUAE
OG0001297	sp|Q61644|PACN1_MOUSE	tr|A0A7J8KDT2|A0A7J8KDT2_ROUAE
OG0001297	sp|Q9WVE8|PACN2_MOUSE	tr|A0A7J8JJI2|A0A7J8JJI2_ROUAE
OG0001298	sp|P55014|S12A1_MOUSE	tr|A0A7J8IRT1|A0A7J8IRT1_ROUAE
OG0001298	sp|P55012|S12A2_MOUSE	tr|A0A7J8F3E2|A0A7J8F3E2_ROUAE
OG0001299	sp|P59267|ZDHC2_MOUSE	tr|A0A7J8E0M2|A0A7J8E0M2_ROUAE
OG0001299	sp|Q5Y5T1|ZDH20_MOUSE	tr|A0A7J8E051|A0A7J8E051_ROUAE
OG0001300	sp|Q505F1|NR2C1_MOUSE	tr|A0A7J8JJ70|A0A7J8JJ70_ROUAE
OG0001300	sp|P49117|NR2C2_MOUSE	tr|A0A7J8HTR6|A0A7J8HTR6_ROUAE
OG0001301	sp|Q7TMI3|UHRF2_MOUSE	tr|A0A7J8IUR7|A0A7J8IUR7_ROUAE
OG0001301	sp|Q8VDF2|UHRF1_MOUSE	tr|A0A7J8BVR0|A0A7J8BVR0_ROUAE
OG0001302	sp|Q32KI9|ARSI_MOUSE, sp|Q8BM89|ARSJ_MOUSE, sp|P50429|ARSB_MOUSE	tr|A0A7J8FE72|A0A7J8FE72_ROUAE
OG0001303	tr|G3X8Y1|G3X8Y1_MOUSE	tr|A0A7J8C4R2|A0A7J8C4R2_ROUAE
OG0001303	sp|Q9ERP3|TRI54_MOUSE	tr|A0A7J8FNT7|A0A7J8FNT7_ROUAE
OG0001304	sp|P0CG50|UBC_MOUSE	tr|A0A7J8H8F9|A0A7J8H8F9_ROUAE
OG0001304	sp|P0CG49|UBB_MOUSE	tr|A0A7J8GJ91|A0A7J8GJ91_ROUAE
OG0001305	sp|Q61188|EZH2_MOUSE	tr|A0A7J8D572|A0A7J8D572_ROUAE
OG0001305	sp|P70351|EZH1_MOUSE	tr|A0A7J8G8G9|A0A7J8G8G9_ROUAE
OG0001306	sp|Q9JJ57|KCIP1_MOUSE	tr|A0A7J8FHM9|A0A7J8FHM9_ROUAE
OG0001306	sp|Q6PHZ8|KCIP4_MOUSE	tr|A0A7J8E802|A0A7J8E802_ROUAE
OG0001307	sp|Q62177|SEM3B_MOUSE	tr|A0A7J8HWI1|A0A7J8HWI1_ROUAE
OG0001307	sp|O08665|SEM3A_MOUSE	tr|A0A7J8D891|A0A7J8D891_ROUAE
OG0001308	sp|P21271|MYO5B_MOUSE	tr|A0A7J8DIC6|A0A7J8DIC6_ROUAE
OG0001308	sp|Q99104|MYO5A_MOUSE	tr|A0A7J8IPJ9|A0A7J8IPJ9_ROUAE
OG0001309	sp|Q8VDW0|DX39A_MOUSE	tr|A0A7J8BQW3|A0A7J8BQW3_ROUAE
OG0001309	sp|Q9Z1N5|DX39B_MOUSE	tr|A0A7J8K709|A0A7J8K709_ROUAE
OG0001310	sp|Q91VM9|IPYR2_MOUSE	tr|A0A7J8E9F6|A0A7J8E9F6_ROUAE
OG0001310	sp|Q9D819|IPYR_MOUSE	tr|A0A7J8GF50|A0A7J8GF50_ROUAE
OG0001311	sp|Q9Z0V8|TI17A_MOUSE	tr|A0A7J8BB14|A0A7J8BB14_ROUAE
OG0001311	sp|Q9Z0V7|TI17B_MOUSE	tr|A0A7J8EM40|A0A7J8EM40_ROUAE
OG0001312	sp|Q9Z191|EYA4_MOUSE	tr|A0A7J8K864|A0A7J8K864_ROUAE
OG0001312	sp|P97767|EYA1_MOUSE	tr|A0A7J8C1Q8|A0A7J8C1Q8_ROUAE
OG0001313	sp|P80560|PTPR2_MOUSE	tr|A0A7J8D7X1|A0A7J8D7X1_ROUAE
OG0001313	sp|Q60673|PTPRN_MOUSE	tr|A0A7J8JLY6|A0A7J8JLY6_ROUAE
OG0001314	sp|Q62426|CYTB_MOUSE	tr|A0A7J8B6I5|A0A7J8B6I5_ROUAE
OG0001314	sp|P56567|CYTA_MOUSE	tr|A0A7J8HN75|A0A7J8HN75_ROUAE
OG0001315	sp|Q3TKT4|SMCA4_MOUSE	tr|A0A7J8BUS4|A0A7J8BUS4_ROUAE
OG0001315	sp|Q6DIC0|SMCA2_MOUSE	tr|A0A7J8ISG3|A0A7J8ISG3_ROUAE
OG0001316	sp|Q62245|SOS1_MOUSE	tr|A0A7J8FMY4|A0A7J8FMY4_ROUAE
OG0001316	sp|Q02384|SOS2_MOUSE	tr|A0A7J8IU18|A0A7J8IU18_ROUAE
OG0001317	sp|Q6PGB8|SMCA1_MOUSE	tr|A0A7J8EMZ8|A0A7J8EMZ8_ROUAE
OG0001317	sp|Q91ZW3|SMCA5_MOUSE	tr|A0A7J8BV44|A0A7J8BV44_ROUAE
OG0001318	sp|Q9D9M2|UBP12_MOUSE	tr|A0A7J8E0F4|A0A7J8E0F4_ROUAE
OG0001318	sp|P62069|UBP46_MOUSE	tr|A0A7J8EB19|A0A7J8EB19_ROUAE
OG0001319	sp|Q9ERC8|DSCAM_MOUSE	tr|A0A7J8HPY8|A0A7J8HPY8_ROUAE
OG0001319	sp|Q4VA61|DSCL1_MOUSE	tr|A0A7J8GXT8|A0A7J8GXT8_ROUAE
OG0001320	sp|Q9QZB0|RGS17_MOUSE	tr|A0A7J8KFL5|A0A7J8KFL5_ROUAE
OG0001320	sp|Q9QZB1|RGS20_MOUSE	tr|A0A7J8C420|A0A7J8C420_ROUAE
OG0001321	sp|Q64527|WNT8A_MOUSE	tr|A0A7J8FNS4|A0A7J8FNS4_ROUAE
OG0001321	sp|Q9WUD6|WNT8B_MOUSE	tr|A0A7J8GIX1|A0A7J8GIX1_ROUAE
OG0001322	tr|B1ARV3|B1ARV3_MOUSE, tr|Q5SPH3|Q5SPH3_MOUSE, sp|O09046|OXLA_MOUSE	tr|A0A7J8CH51|A0A7J8CH51_ROUAE
OG0001323	sp|P35585|AP1M1_MOUSE	tr|A0A7J8BN77|A0A7J8BN77_ROUAE
OG0001323	sp|Q9WVP1|AP1M2_MOUSE	tr|A0A7J8BPW7|A0A7J8BPW7_ROUAE
OG0001324	sp|P54728|RD23B_MOUSE	tr|A0A7J8IRS3|A0A7J8IRS3_ROUAE
OG0001324	sp|P54726|RD23A_MOUSE	tr|A0A7J8BTS3|A0A7J8BTS3_ROUAE
OG0001325	sp|Q6PAL8|DEN5A_MOUSE	tr|A0A7J8GY86|A0A7J8GY86_ROUAE
OG0001325	sp|A2RSQ0|DEN5B_MOUSE	tr|A0A7J8JCF1|A0A7J8JCF1_ROUAE
OG0001326	sp|Q7TN99|CPEB3_MOUSE	tr|A0A7J8G6F1|A0A7J8G6F1_ROUAE
OG0001326	sp|Q812E0|CPEB2_MOUSE	tr|A0A7J8E640|A0A7J8E640_ROUAE
OG0001327	sp|Q8VEK0|CC50A_MOUSE, sp|Q9D4D7|CC50C_MOUSE, sp|Q8BHG3|CC50B_MOUSE	tr|A0A7J8IV29|A0A7J8IV29_ROUAE
OG0001328	sp|Q61626|GRIK5_MOUSE	tr|A0A7J8CGI9|A0A7J8CGI9_ROUAE
OG0001328	sp|Q8BMF5|GRIK4_MOUSE	tr|A0A7J8GZV0|A0A7J8GZV0_ROUAE
OG0001329	sp|P16305|GBRA6_MOUSE	tr|A0A7J8FHA7|A0A7J8FHA7_ROUAE
OG0001329	sp|Q9D6F4|GBRA4_MOUSE	tr|A0A7J8E7R8|A0A7J8E7R8_ROUAE
OG0001330	sp|Q9WV38|GTR5_MOUSE, sp|P0C6A1|GTR7_MOUSE, sp|Q3T9X0|GTR9_MOUSE	tr|A0A7J8KGQ2|A0A7J8KGQ2_ROUAE
OG0001331	sp|O35490|BHMT1_MOUSE	tr|A0A7J8EWE9|A0A7J8EWE9_ROUAE
OG0001331	sp|Q91WS4|BHMT2_MOUSE	tr|A0A7J8EWK8|A0A7J8EWK8_ROUAE
OG0001332	sp|Q61391|NEP_MOUSE	tr|A0A7J8HTJ4|A0A7J8HTJ4_ROUAE
OG0001332	sp|Q9JLI3|MMEL1_MOUSE	tr|A0A7J8KCH8|A0A7J8KCH8_ROUAE
OG0001333	sp|Q8BP07|TM220_MOUSE	tr|A0A7J8GHW4|A0A7J8GHW4_ROUAE, tr|A0A7J8B6Z3|A0A7J8B6Z3_ROUAE, tr|A0A7J8CI26|A0A7J8CI26_ROUAE
OG0001334	sp|Q9ES70|NEK6_MOUSE	tr|A0A7J8IN88|A0A7J8IN88_ROUAE
OG0001334	sp|Q9ES74|NEK7_MOUSE	tr|A0A7J8BAG9|A0A7J8BAG9_ROUAE
OG0001335	sp|Q6PAK3|ANM8_MOUSE	tr|A0A7J8JLA1|A0A7J8JLA1_ROUAE
OG0001335	sp|Q9JIF0|ANM1_MOUSE	tr|A0A7J8CKK1|A0A7J8CKK1_ROUAE
OG0001336	sp|Q9QZS5|SGK2_MOUSE	tr|A0A7J8DLG9|A0A7J8DLG9_ROUAE
OG0001336	sp|Q9WVC6|SGK1_MOUSE	tr|A0A7J8KGN5|A0A7J8KGN5_ROUAE
OG0001337	sp|P70312|HYAS2_MOUSE	tr|A0A7J8C211|A0A7J8C211_ROUAE
OG0001337	sp|O08650|HYAS3_MOUSE	tr|A0A7J8CGS8|A0A7J8CGS8_ROUAE
OG0001338	sp|P56383|AT5G2_MOUSE	tr|A0A7J8JAK0|A0A7J8JAK0_ROUAE
OG0001338	sp|P56384|AT5G3_MOUSE	tr|A0A7J8JC83|A0A7J8JC83_ROUAE
OG0001339	sp|Q8R088|GLP3L_MOUSE	tr|A0A7J8BD14|A0A7J8BD14_ROUAE
OG0001339	sp|Q9CRA5|GOLP3_MOUSE	tr|A0A7J8F018|A0A7J8F018_ROUAE
OG0001340	sp|O70546|KDM6A_MOUSE	tr|A0A7J8EJM8|A0A7J8EJM8_ROUAE
OG0001340	sp|P79457|UTY_MOUSE	tr|A0A7J8B7F0|A0A7J8B7F0_ROUAE
OG0001341	sp|P53776|LHX4_MOUSE	tr|A0A7J8BFA8|A0A7J8BFA8_ROUAE
OG0001341	sp|P50481|LHX3_MOUSE	tr|A0A7J8ILZ2|A0A7J8ILZ2_ROUAE
OG0001342	sp|P70453|PDE7A_MOUSE	tr|A0A7J8C3M2|A0A7J8C3M2_ROUAE
OG0001342	sp|Q9QXQ1|PDE7B_MOUSE	tr|A0A7J8KE45|A0A7J8KE45_ROUAE
OG0001343	sp|Q5SUA5|MYO1G_MOUSE	tr|A0A7J8D796|A0A7J8D796_ROUAE
OG0001343	sp|Q5SYD0|MYO1D_MOUSE	tr|A0A7J8GCR4|A0A7J8GCR4_ROUAE
OG0001344	sp|P0DN90|T254B_MOUSE, sp|P0DN91|T254C_MOUSE, sp|P0DN89|T254A_MOUSE	tr|A0A7J8GIA7|A0A7J8GIA7_ROUAE
OG0001345	sp|Q6DFY8|BRNP2_MOUSE	tr|A0A7J8BBN8|A0A7J8BBN8_ROUAE
OG0001345	sp|Q499E0|BRNP3_MOUSE	tr|A0A7J8B890|A0A7J8B890_ROUAE
OG0001346	sp|Q8VCH7|RDH10_MOUSE, sp|Q05A13|S16C6_MOUSE, sp|Q7TQA3|RDHE2_MOUSE	tr|A0A7J8C3W3|A0A7J8C3W3_ROUAE
OG0001347	sp|Q91VC3|IF4A3_MOUSE, tr|E9PV04|E9PV04_MOUSE, tr|A0A0N4SVP8|A0A0N4SVP8_MOUSE	tr|A0A7J8G8T2|A0A7J8G8T2_ROUAE
OG0001348	sp|Q8R554|OTU7A_MOUSE	tr|A0A7J8CKE0|A0A7J8CKE0_ROUAE
OG0001348	sp|B2RUR8|OTU7B_MOUSE	tr|A0A7J8BGA0|A0A7J8BGA0_ROUAE
OG0001349	sp|Q6SJ95|TBPL2_MOUSE	tr|A0A7J8IU33|A0A7J8IU33_ROUAE
