Orthogroup	Mus_musculus	Chlorocebus_sabaeus
OG0000325	sp|P35980|RL18_MOUSE	tr|A0A0D9SEF0|A0A0D9SEF0_CHLSB, tr|A0A0D9QWI7|A0A0D9QWI7_CHLSB, tr|A0A0D9SBE0|A0A0D9SBE0_CHLSB, tr|A0A0D9REZ8|A0A0D9REZ8_CHLSB, tr|A0A0D9SB67|A0A0D9SB67_CHLSB, tr|A0A0D9S9F8|A0A0D9S9F8_CHLSB
OG0000326	sp|Q923L3|CSMD1_MOUSE	tr|A0A0D9RWR9|A0A0D9RWR9_CHLSB
OG0000326	tr|V9GX34|V9GX34_MOUSE	tr|A0A0D9S7U9|A0A0D9S7U9_CHLSB
OG0000326	sp|Q80T79|CSMD3_MOUSE	tr|A0A0D9RF16|A0A0D9RF16_CHLSB
OG0000327	sp|Q8VEB1|GRK5_MOUSE	tr|A0A0D9QXI6|A0A0D9QXI6_CHLSB
OG0000327	sp|O70293|GRK6_MOUSE	tr|A0A0D9R8V9|A0A0D9R8V9_CHLSB
OG0000327	sp|O70291|GRK4_MOUSE	tr|A0A0D9RFN3|A0A0D9RFN3_CHLSB, tr|A0A0D9RTE9|A0A0D9RTE9_CHLSB
OG0000328	tr|Q7TNE6|Q7TNE6_MOUSE	tr|A0A0D9QUH7|A0A0D9QUH7_CHLSB
OG0000328	sp|Q61658|HESX1_MOUSE	tr|A0A0D9SDP3|A0A0D9SDP3_CHLSB, tr|A0A0D9S682|A0A0D9S682_CHLSB, tr|A0A0D9SEE9|A0A0D9SEE9_CHLSB, tr|A0A0D9RK18|A0A0D9RK18_CHLSB
OG0000329	tr|Q9EQY5|Q9EQY5_MOUSE	tr|A0A0D9S4B9|A0A0D9S4B9_CHLSB, tr|A0A0D9S4C5|A0A0D9S4C5_CHLSB, tr|A0A0D9S4B3|A0A0D9S4B3_CHLSB
OG0000329	sp|Q8R4Y0|FCRL1_MOUSE	tr|A0A0D9S493|A0A0D9S493_CHLSB, tr|A0A0D9S486|A0A0D9S486_CHLSB
OG0000330	sp|Q9D504|ANKR7_MOUSE	tr|A0A0D9REH1|A0A0D9REH1_CHLSB, tr|A0A0D9REP1|A0A0D9REP1_CHLSB, tr|A0A0D9R394|A0A0D9R394_CHLSB, tr|A0A0D9RFY7|A0A0D9RFY7_CHLSB, tr|A0A0D9S1F1|A0A0D9S1F1_CHLSB, tr|A0A0D9S0M1|A0A0D9S0M1_CHLSB
OG0000331	sp|O70507|HCN4_MOUSE	tr|A0A0D9RNB9|A0A0D9RNB9_CHLSB
OG0000331	sp|O88703|HCN2_MOUSE	tr|A0A0D9RKK9|A0A0D9RKK9_CHLSB
OG0000331	sp|O88704|HCN1_MOUSE	tr|A0A0D9RW00|A0A0D9RW00_CHLSB, tr|A0A0D9RW06|A0A0D9RW06_CHLSB
OG0000332	sp|P50543|S10AB_MOUSE	tr|A0A0D9SDQ9|A0A0D9SDQ9_CHLSB, tr|A0A0D9SE14|A0A0D9SE14_CHLSB, tr|A0A0D9S9C5|A0A0D9S9C5_CHLSB, tr|A0A0D9SDJ7|A0A0D9SDJ7_CHLSB, tr|A0A0D9S5N7|A0A0D9S5N7_CHLSB, tr|A0A0D9S5Q5|A0A0D9S5Q5_CHLSB
OG0000333	sp|Q60605|MYL6_MOUSE	tr|A0A0D9S9R3|A0A0D9S9R3_CHLSB
OG0000333	sp|P05977|MYL1_MOUSE	tr|A0A0D9S9D0|A0A0D9S9D0_CHLSB, tr|A0A0D9SDP0|A0A0D9SDP0_CHLSB, tr|A0A0D9RLE9|A0A0D9RLE9_CHLSB, tr|A0A0D9RBV5|A0A0D9RBV5_CHLSB
OG0000334	sp|P47911|RL6_MOUSE	tr|A0A0D9SDH4|A0A0D9SDH4_CHLSB, tr|A0A0D9RN23|A0A0D9RN23_CHLSB, tr|A0A0D9SBL0|A0A0D9SBL0_CHLSB, tr|A0A0D9SBZ3|A0A0D9SBZ3_CHLSB, tr|A0A0D9S3W7|A0A0D9S3W7_CHLSB, tr|A0A0D9RKY5|A0A0D9RKY5_CHLSB
OG0000336	tr|Q9EPN9|Q9EPN9_MOUSE	tr|A0A0D9SDB6|A0A0D9SDB6_CHLSB
OG0000336	tr|F8VQ01|F8VQ01_MOUSE, tr|F8VPZ8|F8VPZ8_MOUSE, tr|A0A1B0GSF4|A0A1B0GSF4_MOUSE, tr|E9Q382|E9Q382_MOUSE	tr|A0A0D9SDB5|A0A0D9SDB5_CHLSB
OG0000337	sp|Q9QZM0|UBQL2_MOUSE	tr|A0A0D9SAI4|A0A0D9SAI4_CHLSB
OG0000337	sp|Q8R317|UBQL1_MOUSE	tr|A0A0D9R5I8|A0A0D9R5I8_CHLSB
OG0000337	tr|Q9D4I8|Q9D4I8_MOUSE, sp|Q99NB8|UBQL4_MOUSE	tr|A0A0D9S503|A0A0D9S503_CHLSB
OG0000340	sp|Q672J9|NOX3_MOUSE	tr|A0A0D9RLB9|A0A0D9RLB9_CHLSB
OG0000340	sp|Q61093|CY24B_MOUSE	tr|A0A0D9RZN0|A0A0D9RZN0_CHLSB
OG0000340	sp|Q8CIZ9|NOX1_MOUSE	tr|A0A0D9RM64|A0A0D9RM64_CHLSB, tr|A0A0D9RD63|A0A0D9RD63_CHLSB
OG0000341	sp|Q9R244|TRPC2_MOUSE	tr|A0A0D9QW26|A0A0D9QW26_CHLSB
OG0000341	sp|Q61143|TRPC6_MOUSE	tr|A0A0D9S1S0|A0A0D9S1S0_CHLSB
OG0000341	sp|Q9WVC5|TRPC7_MOUSE, sp|Q9QZC1|TRPC3_MOUSE	tr|A0A0D9QUM5|A0A0D9QUM5_CHLSB
OG0000342	sp|Q6P8U6|LIPP_MOUSE	tr|A0A0D9QXS3|A0A0D9QXS3_CHLSB
OG0000342	sp|P17892|LIPR2_MOUSE	tr|A0A0D9QXR8|A0A0D9QXR8_CHLSB
OG0000342	sp|Q5BKQ4|LIPR1_MOUSE	tr|A0A0D9QXV3|A0A0D9QXV3_CHLSB, tr|A0A0D9QXS1|A0A0D9QXS1_CHLSB
OG0000343	sp|O88852|TSYL1_MOUSE	tr|A0A0D9SC98|A0A0D9SC98_CHLSB
OG0000343	sp|Q8VD63|TSYL4_MOUSE	tr|A0A0D9SC99|A0A0D9SC99_CHLSB
OG0000343	tr|Q3UYP3|Q3UYP3_MOUSE	tr|A0A0D9RN00|A0A0D9RN00_CHLSB, tr|A0A0D9S0C9|A0A0D9S0C9_CHLSB
OG0000345	tr|A2AFS9|A2AFS9_MOUSE, sp|D3YU32|T13C1_MOUSE, tr|A0A0G2JGA3|A0A0G2JGA3_MOUSE, tr|Q810P0|Q810P0_MOUSE, tr|Q99MW5|Q99MW5_MOUSE	tr|A0A0D9RAD0|A0A0D9RAD0_CHLSB, tr|A0A0D9R9H9|A0A0D9R9H9_CHLSB
OG0000346	sp|Q9DC28|KC1D_MOUSE	tr|A0A0D9S4V6|A0A0D9S4V6_CHLSB
OG0000346	sp|Q8BK63|KC1A_MOUSE	tr|A0A0D9SB91|A0A0D9SB91_CHLSB, tr|A0A0D9RHB9|A0A0D9RHB9_CHLSB
OG0000346	sp|Q9JMK2|KC1E_MOUSE	tr|A0A0D9R2Y5|A0A0D9R2Y5_CHLSB
OG0000347	tr|Q80UI7|Q80UI7_MOUSE, sp|Q9QZ15|CLC4A_MOUSE, tr|Q5YIR8|Q5YIR8_MOUSE, tr|Q67DU8|Q67DU8_MOUSE, tr|Q7TS58|Q7TS58_MOUSE, tr|Q8JZX6|Q8JZX6_MOUSE	tr|A0A0D9RBJ3|A0A0D9RBJ3_CHLSB
OG0000348	sp|Q8R420|ABCA3_MOUSE	tr|A0A0D9REA9|A0A0D9REA9_CHLSB
OG0000348	sp|E9PX95|ABCAH_MOUSE, tr|E9PWJ7|E9PWJ7_MOUSE, tr|E9Q8F8|E9Q8F8_MOUSE, tr|E9PWH4|E9PWH4_MOUSE	tr|A0A0D9R499|A0A0D9R499_CHLSB
OG0000349	tr|Q7TQU7|Q7TQU7_MOUSE, tr|Q8VFE4|Q8VFE4_MOUSE, tr|Q8VFD9|Q8VFD9_MOUSE, tr|Q8VFA1|Q8VFA1_MOUSE, tr|Q7TRK4|Q7TRK4_MOUSE, tr|Q8VFE1|Q8VFE1_MOUSE	tr|A0A0D9SAY8|A0A0D9SAY8_CHLSB
OG0000350	tr|D3YUJ3|D3YUJ3_MOUSE	tr|A0A0D9RCH8|A0A0D9RCH8_CHLSB
OG0000350	sp|Q8BGU5|CCNY_MOUSE	tr|A0A0D9QZW5|A0A0D9QZW5_CHLSB, tr|A0A0D9QXW5|A0A0D9QXW5_CHLSB, tr|A0A0D9RFU1|A0A0D9RFU1_CHLSB, tr|A0A0D9RG18|A0A0D9RG18_CHLSB
OG0000351	tr|Q7M708|Q7M708_MOUSE	tr|A0A0D9SD06|A0A0D9SD06_CHLSB
OG0000351	sp|P59530|TA2R7_MOUSE	tr|A0A0D9SCS3|A0A0D9SCS3_CHLSB, tr|A0A0D9SCZ7|A0A0D9SCZ7_CHLSB, tr|A0A0D9SCZ8|A0A0D9SCZ8_CHLSB, tr|A0A0D9SCZ6|A0A0D9SCZ6_CHLSB
OG0000352	tr|Q6NSQ5|Q6NSQ5_MOUSE, tr|Q8C898|Q8C898_MOUSE, tr|E9Q422|E9Q422_MOUSE, tr|Q3UTB2|Q3UTB2_MOUSE	tr|A0A0D9R3E2|A0A0D9R3E2_CHLSB, tr|A0A0D9R3F6|A0A0D9R3F6_CHLSB, tr|A0A0D9R3J6|A0A0D9R3J6_CHLSB
OG0000353	sp|Q8CEF9|T132C_MOUSE	tr|A0A0D9S5D6|A0A0D9S5D6_CHLSB
OG0000353	tr|F7BAB2|F7BAB2_MOUSE	tr|A0A0D9S5D3|A0A0D9S5D3_CHLSB
OG0000353	sp|Q76HP3|T132D_MOUSE	tr|A0A0D9S5F2|A0A0D9S5F2_CHLSB, tr|A0A0D9S5E8|A0A0D9S5E8_CHLSB
OG0000354	tr|Q7TRZ7|Q7TRZ7_MOUSE	tr|A0A0D9SDF4|A0A0D9SDF4_CHLSB, tr|A0A0D9SDF8|A0A0D9SDF8_CHLSB
OG0000354	tr|Q8VFG7|Q8VFG7_MOUSE	tr|A0A0D9SDQ5|A0A0D9SDQ5_CHLSB, tr|A0A0D9R9B4|A0A0D9R9B4_CHLSB, tr|A0A0D9SDF9|A0A0D9SDF9_CHLSB
OG0000355	sp|Q5UKY4|MO2R3_MOUSE, sp|Q6XJV6|MO2R2_MOUSE, sp|Q6XJV4|MO2R4_MOUSE, sp|Q8BTP3|MO2R5_MOUSE, sp|Q9ES57|MO2R1_MOUSE	tr|A0A0D9R2V5|A0A0D9R2V5_CHLSB, tr|A0A0D9R2V8|A0A0D9R2V8_CHLSB
OG0000356	sp|Q8K2Z8|UB2Q2_MOUSE	tr|A0A0D9RXK8|A0A0D9RXK8_CHLSB, tr|A0A0D9RW86|A0A0D9RW86_CHLSB
OG0000356	sp|Q7TSS2|UB2Q1_MOUSE	tr|A0A0D9S5D7|A0A0D9S5D7_CHLSB
OG0000356	tr|Q8BW45|Q8BW45_MOUSE	tr|A0A0D9RQ76|A0A0D9RQ76_CHLSB
OG0000357	sp|Q9D7R7|PEPC_MOUSE	tr|A0A0D9RFU6|A0A0D9RFU6_CHLSB
OG0000357	sp|Q9D106|PEPA5_MOUSE	tr|A0A0D9R201|A0A0D9R201_CHLSB, tr|A0A0D9R1V6|A0A0D9R1V6_CHLSB
OG0000357	sp|P70269|CATE_MOUSE	tr|A0A0D9RQT6|A0A0D9RQT6_CHLSB
OG0000358	sp|Q6P902|TXND2_MOUSE	tr|A0A0D9RY91|A0A0D9RY91_CHLSB
OG0000358	sp|P10639|THIO_MOUSE	tr|A0A0D9SD70|A0A0D9SD70_CHLSB, tr|A0A0D9S9P8|A0A0D9S9P8_CHLSB, tr|A0A0D9RH78|A0A0D9RH78_CHLSB, tr|A0A0D9SC15|A0A0D9SC15_CHLSB
OG0000359	sp|O35457|CCRL2_MOUSE	tr|A0A0D9SBR1|A0A0D9SBR1_CHLSB
OG0000359	sp|P51683|CCR2_MOUSE	tr|A0A0D9SBQ7|A0A0D9SBQ7_CHLSB
OG0000359	sp|P51682|CCR5_MOUSE	sp|Q9TV43|CCR5_CHLSB, tr|A0A0D9SBQ8|A0A0D9SBQ8_CHLSB
OG0000360	sp|P10630|IF4A2_MOUSE	tr|A0A0D9RA46|A0A0D9RA46_CHLSB
OG0000360	tr|A0A0N4SVP8|A0A0N4SVP8_MOUSE, tr|E9PV04|E9PV04_MOUSE, sp|Q91VC3|IF4A3_MOUSE, sp|P60843|IF4A1_MOUSE	tr|A0A0D9RGD1|A0A0D9RGD1_CHLSB
OG0000361	sp|Q6DID5|PWP3A_MOUSE	tr|A0A0D9RIA3|A0A0D9RIA3_CHLSB
OG0000361	tr|A3KG49|A3KG49_MOUSE, tr|A2BG95|A2BG95_MOUSE, tr|Q52KH6|Q52KH6_MOUSE, sp|Q4VA55|PWP3B_MOUSE	tr|A0A0D9S9Z5|A0A0D9S9Z5_CHLSB
OG0000362	sp|B2RX12|MRP3_MOUSE	tr|A0A0D9QZK1|A0A0D9QZK1_CHLSB
OG0000362	sp|O35379|MRP1_MOUSE	tr|A0A0D9R6N7|A0A0D9R6N7_CHLSB
OG0000362	sp|Q8VI47|MRP2_MOUSE	tr|A0A0D9R8Q9|A0A0D9R8Q9_CHLSB, tr|A0A0D9R062|A0A0D9R062_CHLSB
OG0000363	tr|A0A1W2P7Z8|A0A1W2P7Z8_MOUSE, tr|A0A1W2P855|A0A1W2P855_MOUSE, tr|A0A1W2P7H4|A0A1W2P7H4_MOUSE, tr|A0A1W2P6Q8|A0A1W2P6Q8_MOUSE, tr|A0A1W2P7S8|A0A1W2P7S8_MOUSE, sp|Q6A068|CDC5L_MOUSE	tr|A0A0D9RJ55|A0A0D9RJ55_CHLSB
OG0000364	sp|O70274|TP4A2_MOUSE	tr|A0A0D9S1S9|A0A0D9S1S9_CHLSB
OG0000364	sp|Q63739|TP4A1_MOUSE	tr|A0A0D9S7Y2|A0A0D9S7Y2_CHLSB, tr|A0A0D9SAV5|A0A0D9SAV5_CHLSB, tr|A0A0D9RQN6|A0A0D9RQN6_CHLSB, tr|A0A0D9RM15|A0A0D9RM15_CHLSB
OG0000365	sp|Q91YY5|SO1A5_MOUSE, sp|Q9QXZ6|SO1A1_MOUSE, sp|Q9EP96|SO1A4_MOUSE, tr|M0QWR8|M0QWR8_MOUSE, sp|Q99J94|SO1A6_MOUSE, tr|L7N264|L7N264_MOUSE	tr|A0A0D9R6M1|A0A0D9R6M1_CHLSB
OG0000366	tr|E9Q0M4|E9Q0M4_MOUSE	tr|A0A0D9SAM8|A0A0D9SAM8_CHLSB
OG0000366	tr|E9Q0Q2|E9Q0Q2_MOUSE	tr|A0A0D9S418|A0A0D9S418_CHLSB
OG0000366	tr|E9Q7E7|E9Q7E7_MOUSE	tr|A0A0D9SAN0|A0A0D9SAN0_CHLSB
OG0000367	tr|Q8C5R8|Q8C5R8_MOUSE	tr|A0A0D9SE21|A0A0D9SE21_CHLSB
OG0000367	sp|Q9CS42|PRPS2_MOUSE	tr|A0A0D9RRL0|A0A0D9RRL0_CHLSB
OG0000367	sp|Q9D7G0|PRPS1_MOUSE, tr|G3UXL2|G3UXL2_MOUSE	tr|A0A0D9R9Q1|A0A0D9R9Q1_CHLSB
OG0000368	tr|A0A075B6D2|A0A075B6D2_MOUSE, tr|A0A075B6D6|A0A075B6D6_MOUSE, tr|A0A075B5Z9|A0A075B5Z9_MOUSE, tr|A0A075B5Z8|A0A075B5Z8_MOUSE	tr|A0A0D9RV56|A0A0D9RV56_CHLSB, tr|A0A0D9RV74|A0A0D9RV74_CHLSB, tr|A0A0D9RV31|A0A0D9RV31_CHLSB
OG0000369	tr|Q8VGU2|Q8VGU2_MOUSE	tr|A0A0D9SD23|A0A0D9SD23_CHLSB
OG0000369	tr|A0A0U1RP76|A0A0U1RP76_MOUSE, tr|Q7TS17|Q7TS17_MOUSE, tr|Q8VET6|Q8VET6_MOUSE, tr|A1L1B4|A1L1B4_MOUSE	tr|A0A0D9R1S6|A0A0D9R1S6_CHLSB
OG0000370	tr|Q8VGU5|Q8VGU5_MOUSE, tr|Q7TQS4|Q7TQS4_MOUSE, tr|Q8VGU4|Q8VGU4_MOUSE, sp|P34986|OLF6_MOUSE, tr|Q9EPG2|Q9EPG2_MOUSE	tr|A0A0D9SBT4|A0A0D9SBT4_CHLSB, tr|A0A0D9SBT7|A0A0D9SBT7_CHLSB
OG0000371	tr|Q4ZGD9|Q4ZGD9_MOUSE	tr|A0A0D9RAZ8|A0A0D9RAZ8_CHLSB
OG0000371	tr|Q4ZGD8|Q4ZGD8_MOUSE, tr|Q80SZ6|Q80SZ6_MOUSE	tr|A0A0D9RB38|A0A0D9RB38_CHLSB
OG0000371	sp|Q99JX7|NXF1_MOUSE	tr|A0A0D9R335|A0A0D9R335_CHLSB
OG0000372	tr|Q7TQZ0|Q7TQZ0_MOUSE, tr|Q8VG47|Q8VG47_MOUSE, sp|Q60881|OL142_MOUSE, tr|Q8VG62|Q8VG62_MOUSE, tr|Q8VGN8|Q8VGN8_MOUSE, tr|Q8VGP3|Q8VGP3_MOUSE	tr|A0A0D9SCX8|A0A0D9SCX8_CHLSB
OG0000373	sp|Q5S248|TM11E_MOUSE	tr|A0A0D9QYY0|A0A0D9QYY0_CHLSB
OG0000373	sp|P69525|TMPS9_MOUSE, sp|Q1JRP2|TM11C_MOUSE, sp|Q8BZ10|TM11G_MOUSE, sp|Q14C59|TM11B_MOUSE	tr|A0A0D9QYW9|A0A0D9QYW9_CHLSB
OG0000374	sp|Q0ZUP1|KLRB1_MOUSE, sp|Q8VD98|KLRBF_MOUSE, sp|P27812|KRBBA_MOUSE, sp|P27814|KLRBC_MOUSE, sp|P27811|KLRBA_MOUSE	tr|A0A0D9RAI7|A0A0D9RAI7_CHLSB, tr|A0A0D9RAB0|A0A0D9RAB0_CHLSB
OG0000375	tr|Q8VGC6|Q8VGC6_MOUSE, tr|Q7TRA1|Q7TRA1_MOUSE, tr|Q7TRA2|Q7TRA2_MOUSE, tr|Q8VF75|Q8VF75_MOUSE, tr|Q8VF73|Q8VF73_MOUSE, tr|Q8VF74|Q8VF74_MOUSE	tr|A0A0D9R0U3|A0A0D9R0U3_CHLSB
OG0000376	sp|Q7M724|TR106_MOUSE, tr|D3YU55|D3YU55_MOUSE, sp|Q7M725|TR107_MOUSE, sp|Q7M722|TR114_MOUSE, sp|Q9JKT4|TR105_MOUSE, sp|Q7M723|TR104_MOUSE	tr|A0A0D9SCZ9|A0A0D9SCZ9_CHLSB
OG0000392	sp|Q60823|AKT2_MOUSE	tr|A0A0D9QUT3|A0A0D9QUT3_CHLSB
OG0000392	sp|Q9WUA6|AKT3_MOUSE	tr|A0A0D9RAE4|A0A0D9RAE4_CHLSB
OG0000392	sp|P31750|AKT1_MOUSE	tr|A0A0D9RBG0|A0A0D9RBG0_CHLSB
OG0000393	sp|Q8VHX6|FLNC_MOUSE	tr|A0A0D9RC89|A0A0D9RC89_CHLSB
OG0000393	sp|Q8BTM8|FLNA_MOUSE	tr|A0A0D9R370|A0A0D9R370_CHLSB
OG0000393	sp|Q80X90|FLNB_MOUSE	tr|A0A0D9RIF8|A0A0D9RIF8_CHLSB
OG0000394	sp|P97742|CPT1A_MOUSE	tr|A0A0D9R9L7|A0A0D9R9L7_CHLSB
OG0000394	sp|Q924X2|CPT1B_MOUSE	tr|A0A0D9QXN4|A0A0D9QXN4_CHLSB
OG0000394	sp|Q8BGD5|CPT1C_MOUSE	tr|A0A0D9S3Z8|A0A0D9S3Z8_CHLSB
OG0000395	sp|Q9CS84|NRX1A_MOUSE	tr|A0A0D9RMP2|A0A0D9RMP2_CHLSB
OG0000395	sp|E9Q7X7|NRX2A_MOUSE	tr|A0A0D9R4G7|A0A0D9R4G7_CHLSB
OG0000395	sp|Q6P9K9|NRX3A_MOUSE	tr|A0A0D9RH23|A0A0D9RH23_CHLSB
OG0000396	sp|P97820|M4K4_MOUSE	tr|A0A0D9RX52|A0A0D9RX52_CHLSB
OG0000396	sp|P83510|TNIK_MOUSE	tr|A0A0D9RJZ0|A0A0D9RJZ0_CHLSB
OG0000396	sp|Q9JM52|MINK1_MOUSE	tr|A0A0D9RKN8|A0A0D9RKN8_CHLSB
OG0000397	sp|P63087|PP1G_MOUSE	tr|A0A0D9S3I3|A0A0D9S3I3_CHLSB
OG0000397	sp|P62137|PP1A_MOUSE	tr|A0A0D9R869|A0A0D9R869_CHLSB
OG0000397	sp|P62141|PP1B_MOUSE	tr|A0A0D9RE27|A0A0D9RE27_CHLSB
OG0000398	sp|Q03719|KCND1_MOUSE	tr|A0A0D9RL17|A0A0D9RL17_CHLSB
OG0000398	sp|Q9Z0V1|KCND3_MOUSE	tr|A0A0D9S6F4|A0A0D9S6F4_CHLSB
OG0000398	sp|Q9Z0V2|KCND2_MOUSE	tr|A0A0D9REG2|A0A0D9REG2_CHLSB
OG0000399	sp|Q9WUM4|COR1C_MOUSE	tr|A0A0D9S2T3|A0A0D9S2T3_CHLSB
OG0000399	sp|Q920M5|CORO6_MOUSE	tr|A0A0D9R3M2|A0A0D9R3M2_CHLSB
OG0000399	sp|Q9WUM3|COR1B_MOUSE	tr|A0A0D9R8C6|A0A0D9R8C6_CHLSB
OG0000400	sp|Q80UW0|H6ST2_MOUSE	tr|A0A0D9R635|A0A0D9R635_CHLSB
OG0000400	sp|Q9QYK4|H6ST3_MOUSE	tr|A0A0D9SA81|A0A0D9SA81_CHLSB
OG0000400	sp|Q9QYK5|H6ST1_MOUSE	tr|A0A0D9RWE8|A0A0D9RWE8_CHLSB
OG0000401	sp|Q8CI94|PYGB_MOUSE	tr|A0A0D9S0C3|A0A0D9S0C3_CHLSB
OG0000401	sp|Q9WUB3|PYGM_MOUSE	tr|A0A0D9R4I3|A0A0D9R4I3_CHLSB
OG0000401	sp|Q9ET01|PYGL_MOUSE	tr|A0A0D9RRG2|A0A0D9RRG2_CHLSB
OG0000402	sp|Q91WF3|ADCY4_MOUSE	tr|A0A0D9RTK4|A0A0D9RTK4_CHLSB
OG0000402	sp|Q80TL1|ADCY2_MOUSE	tr|A0A0D9RXN1|A0A0D9RXN1_CHLSB
OG0000402	sp|P51829|ADCY7_MOUSE	tr|A0A0D9QZ92|A0A0D9QZ92_CHLSB
OG0000403	tr|Q9WV19|Q9WV19_MOUSE	tr|A0A0D9S0R7|A0A0D9S0R7_CHLSB, tr|A0A0D9S0Q4|A0A0D9S0Q4_CHLSB, tr|A0A0D9S0N5|A0A0D9S0N5_CHLSB, tr|A0A0D9S0Q2|A0A0D9S0Q2_CHLSB, tr|A0A0D9S0U9|A0A0D9S0U9_CHLSB
OG0000404	sp|Q9Z2C4|MTMR1_MOUSE	tr|A0A0D9R462|A0A0D9R462_CHLSB
OG0000404	sp|Q9Z2D1|MTMR2_MOUSE	tr|A0A0D9S1M9|A0A0D9S1M9_CHLSB
OG0000404	sp|Q9Z2C5|MTM1_MOUSE	tr|A0A0D9R468|A0A0D9R468_CHLSB
OG0000405	sp|P61021|RAB5B_MOUSE	tr|A0A0D9QZ02|A0A0D9QZ02_CHLSB
OG0000405	sp|Q9CQD1|RAB5A_MOUSE	tr|A0A0D9RBS9|A0A0D9RBS9_CHLSB
OG0000405	sp|P35278|RAB5C_MOUSE	tr|A0A0D9S247|A0A0D9S247_CHLSB
OG0000406	sp|S4R2P9|NAC3_MOUSE	tr|A0A0D9RKQ5|A0A0D9RKQ5_CHLSB
OG0000406	sp|Q8K596|NAC2_MOUSE	tr|A0A0D9S2K4|A0A0D9S2K4_CHLSB
OG0000406	sp|P70414|NAC1_MOUSE	tr|A0A0D9RJ37|A0A0D9RJ37_CHLSB
OG0000407	sp|Q64729|TGFR1_MOUSE	tr|A0A0D9RF96|A0A0D9RF96_CHLSB
OG0000407	sp|Q61271|ACV1B_MOUSE	tr|A0A0D9R0J5|A0A0D9R0J5_CHLSB
OG0000407	sp|Q8K348|ACV1C_MOUSE	tr|A0A0D9RTS1|A0A0D9RTS1_CHLSB
OG0000408	sp|O35344|IMA4_MOUSE	tr|A0A0D9RYP1|A0A0D9RYP1_CHLSB
OG0000408	sp|O35343|IMA3_MOUSE	tr|A0A0D9RIK2|A0A0D9RIK2_CHLSB
OG0000408	sp|C0LLJ0|IMA8_MOUSE	tr|A0A0D9RYV5|A0A0D9RYV5_CHLSB
OG0000409	sp|Q3UQ44|IQGA2_MOUSE	tr|A0A0D9RS70|A0A0D9RS70_CHLSB
OG0000409	sp|Q9JKF1|IQGA1_MOUSE	tr|A0A0D9RWS9|A0A0D9RWS9_CHLSB
OG0000409	tr|F8VQ29|F8VQ29_MOUSE	tr|A0A0D9S4V1|A0A0D9S4V1_CHLSB
OG0000410	sp|P70288|HDAC2_MOUSE	tr|A0A0D9RT33|A0A0D9RT33_CHLSB
OG0000410	sp|O09106|HDAC1_MOUSE	tr|A0A0D9S5B4|A0A0D9S5B4_CHLSB, tr|A0A0D9SA61|A0A0D9SA61_CHLSB, tr|A0A0D9S7X1|A0A0D9S7X1_CHLSB
OG0000411	sp|Q99MX1|UBP26_MOUSE	tr|A0A0D9SA08|A0A0D9SA08_CHLSB
OG0000411	sp|Q8C0R0|UBP37_MOUSE	tr|A0A0D9R8Z2|A0A0D9R8Z2_CHLSB
OG0000411	sp|Q9ES63|UBP29_MOUSE	tr|A0A0D9SE66|A0A0D9SE66_CHLSB
OG0000412	sp|Q8BUR4|DOCK1_MOUSE	tr|A0A0D9QWR5|A0A0D9QWR5_CHLSB
OG0000412	sp|Q8C3J5|DOCK2_MOUSE	tr|A0A0D9RCJ8|A0A0D9RCJ8_CHLSB
OG0000412	sp|B2RY04|DOCK5_MOUSE	tr|A0A0D9RUB2|A0A0D9RUB2_CHLSB
OG0000413	tr|E9PXF3|E9PXF3_MOUSE, tr|G3X9P9|G3X9P9_MOUSE, tr|D3Z741|D3Z741_MOUSE, sp|Q91ZX6|SENP2_MOUSE, sp|P59110|SENP1_MOUSE	tr|A0A0D9R1X2|A0A0D9R1X2_CHLSB
OG0000414	sp|Q3U1V8|M3K9_MOUSE	tr|A0A0D9RKJ5|A0A0D9RKJ5_CHLSB
OG0000414	sp|Q8VDG6|M3K21_MOUSE	tr|A0A0D9RCM5|A0A0D9RCM5_CHLSB
OG0000414	sp|Q80XI6|M3K11_MOUSE	tr|A0A0D9R6E9|A0A0D9R6E9_CHLSB
OG0000415	sp|Q60934|GRIK1_MOUSE	tr|A0A0D9RA34|A0A0D9RA34_CHLSB
OG0000415	sp|B1AS29|GRIK3_MOUSE	tr|A0A0D9S7R9|A0A0D9S7R9_CHLSB
OG0000415	sp|P39087|GRIK2_MOUSE	tr|A0A0D9RQB5|A0A0D9RQB5_CHLSB
OG0000416	sp|P31650|S6A11_MOUSE	tr|A0A0D9RC18|A0A0D9RC18_CHLSB
OG0000416	sp|P31651|S6A12_MOUSE	tr|A0A0D9RI19|A0A0D9RI19_CHLSB
OG0000416	sp|P31649|S6A13_MOUSE	tr|A0A0D9RI04|A0A0D9RI04_CHLSB
OG0000417	sp|Q8C166|CPNE1_MOUSE	tr|A0A0D9RD66|A0A0D9RD66_CHLSB
OG0000417	sp|P59108|CPNE2_MOUSE	tr|A0A0D9QY22|A0A0D9QY22_CHLSB
OG0000417	sp|Q8BT60|CPNE3_MOUSE	tr|A0A0D9RKP8|A0A0D9RKP8_CHLSB
OG0000418	sp|P97454|SMAD5_MOUSE	tr|A0A0D9RLM2|A0A0D9RLM2_CHLSB
OG0000418	sp|Q9JIW5|SMAD9_MOUSE	tr|A0A0D9RZ54|A0A0D9RZ54_CHLSB
