Orthogroup	Mus_musculus	Equus_caballus
OG0006245	sp|Q9EP78|CHST7_MOUSE	tr|A0A3Q2GYA2|A0A3Q2GYA2_HORSE
OG0006246	sp|P12660|PCP2_MOUSE	tr|A0A3Q2H490|A0A3Q2H490_HORSE
OG0006247	sp|O55222|ILK_MOUSE	tr|A0A3Q2H733|A0A3Q2H733_HORSE
OG0006248	sp|P70265|F262_MOUSE	tr|A0A3Q2HAX4|A0A3Q2HAX4_HORSE
OG0006249	tr|D3YXJ5|D3YXJ5_MOUSE	tr|A0A3Q2HB06|A0A3Q2HB06_HORSE
OG0006250	sp|O54836|ZMAT3_MOUSE	tr|A0A3Q2HC49|A0A3Q2HC49_HORSE
OG0006251	sp|P97305|NFAC3_MOUSE	tr|A0A3Q2HFH4|A0A3Q2HFH4_HORSE
OG0006252	sp|P53986|MOT1_MOUSE	tr|A0A3Q2HI96|A0A3Q2HI96_HORSE
OG0006253	sp|Q8R2Z3|S26A7_MOUSE	tr|A0A3Q2HPA8|A0A3Q2HPA8_HORSE
OG0006254	sp|Q9D975|SRXN1_MOUSE	tr|A0A3Q2HS01|A0A3Q2HS01_HORSE
OG0006255	sp|Q9DCS1|T176A_MOUSE	tr|A0A3Q2HSZ0|A0A3Q2HSZ0_HORSE
OG0006256	sp|Q01853|TERA_MOUSE	tr|A0A3Q2HWP9|A0A3Q2HWP9_HORSE
OG0006257	sp|Q9R0C8|VAV3_MOUSE	tr|A0A3Q2I8N4|A0A3Q2I8N4_HORSE
OG0006258	sp|Q8VI23|S12A8_MOUSE	tr|A0A3Q2ICR0|A0A3Q2ICR0_HORSE
OG0006259	sp|Q8BUB6|UST_MOUSE	tr|A0A3Q2ICW8|A0A3Q2ICW8_HORSE
OG0006260	sp|P51880|FABP7_MOUSE	tr|A0A3Q2KSR2|A0A3Q2KSR2_HORSE
OG0006261	sp|A0A0U1RQ45|TM275_MOUSE	tr|A0A3Q2KVW2|A0A3Q2KVW2_HORSE
OG0006262	sp|Q60790|RASA3_MOUSE	tr|A0A3Q2L954|A0A3Q2L954_HORSE
OG0006263	sp|Q8CGN4|BCOR_MOUSE	tr|A0A3Q2LI62|A0A3Q2LI62_HORSE
OG0006264	sp|Q91X20|ASH2L_MOUSE	tr|A0A3Q2LQD0|A0A3Q2LQD0_HORSE
OG0006265	sp|Q8VDP4|CCAR2_MOUSE	tr|A0A5F5PF27|A0A5F5PF27_HORSE
OG0006266	sp|Q9QXT5|EGFL7_MOUSE	tr|A0A5F5PIM2|A0A5F5PIM2_HORSE
OG0006267	sp|Q9Z0E1|M1AP_MOUSE	tr|A0A5F5Q333|A0A5F5Q333_HORSE
OG0006268	sp|Q9D9B0|CCD70_MOUSE	tr|F6PK65|F6PK65_HORSE
OG0006269	sp|Q8BP48|MAP11_MOUSE	tr|F6R241|F6R241_HORSE
OG0006270	sp|Q64467|G3PT_MOUSE	tr|F6RBE2|F6RBE2_HORSE
OG0006271	sp|Q6P8W9|HMGB4_MOUSE	tr|F6RR95|F6RR95_HORSE
OG0006272	sp|Q9D2V5|AAR2_MOUSE	tr|F6RXL8|F6RXL8_HORSE
OG0006273	sp|Q7TMV3|FAKD5_MOUSE	tr|F6S0L7|F6S0L7_HORSE
OG0006274	sp|L0N7N1|KIF14_MOUSE	tr|F6SR78|F6SR78_HORSE
OG0006275	sp|Q99J25|MRM1_MOUSE	tr|F6SV11|F6SV11_HORSE
OG0006276	sp|Q00417|TCF7_MOUSE	tr|F6TD18|F6TD18_HORSE
OG0006277	sp|D6MZJ6|NSMA5_MOUSE	tr|F6U327|F6U327_HORSE
OG0006278	sp|Q3U487|HECD3_MOUSE	tr|F6U8N0|F6U8N0_HORSE
OG0006279	sp|Q9D5U8|CNBD2_MOUSE	tr|F6U9Q8|F6U9Q8_HORSE
OG0006280	sp|Q61271|ACV1B_MOUSE	tr|F6UAD3|F6UAD3_HORSE
OG0006281	sp|P58406|HRH3_MOUSE	tr|F6UMY9|F6UMY9_HORSE
OG0006282	sp|Q9CQT7|DESI1_MOUSE	tr|F6VE96|F6VE96_HORSE
OG0006283	sp|Q99P72|RTN4_MOUSE	tr|F6VFB4|F6VFB4_HORSE
OG0006284	sp|P48744|NDP_MOUSE	tr|F6VGL4|F6VGL4_HORSE
OG0006285	sp|Q9JJZ9|CNGB3_MOUSE	tr|F6VJ92|F6VJ92_HORSE
OG0006286	sp|Q9DBL7|COASY_MOUSE	tr|F6VW73|F6VW73_HORSE
OG0006287	sp|Q5XKN4|JAGN1_MOUSE	tr|F6XCD5|F6XCD5_HORSE
OG0006288	sp|Q7TPD6|RAVR2_MOUSE	tr|F6YAQ1|F6YAQ1_HORSE
OG0006289	sp|P55098|PEX2_MOUSE	tr|F6YUB7|F6YUB7_HORSE
OG0006290	sp|Q7TSS2|UB2Q1_MOUSE	tr|F6YWZ6|F6YWZ6_HORSE
OG0006291	sp|Q9DA08|SGF29_MOUSE	tr|F6ZL45|F6ZL45_HORSE
OG0006292	sp|P33609|DPOLA_MOUSE	tr|F6ZMX7|F6ZMX7_HORSE
OG0006293	sp|Q6GQV0|TEDC2_MOUSE	tr|F6ZZQ3|F6ZZQ3_HORSE
OG0006294	sp|Q7TNF0|DOC2A_MOUSE	tr|F7A542|F7A542_HORSE
OG0006295	sp|Q8R3Y8|I2BP1_MOUSE	tr|F7A590|F7A590_HORSE
OG0006296	sp|Q8CHC4|SYNJ1_MOUSE	tr|F7ADN5|F7ADN5_HORSE
OG0006297	sp|Q8K183|PDXK_MOUSE	tr|F7BKA2|F7BKA2_HORSE
OG0006298	sp|Q9CPQ8|ATP5L_MOUSE	tr|F7BYD1|F7BYD1_HORSE
OG0006299	sp|P97772|GRM1_MOUSE	tr|F7C3M0|F7C3M0_HORSE
OG0006300	sp|P35347|CRFR1_MOUSE	tr|F7CLK8|F7CLK8_HORSE
OG0006301	sp|Q6P9N1|HYCCI_MOUSE	tr|F7CPS5|F7CPS5_HORSE
OG0006302	sp|Q91ZV8|AGRA2_MOUSE	tr|F7DKF8|F7DKF8_HORSE
OG0006303	sp|Q91VB2|KCC1G_MOUSE	tr|F7DNG7|F7DNG7_HORSE
OG0006304	sp|Q8K1M4|GLIS1_MOUSE	tr|F7DZ65|F7DZ65_HORSE
OG0006305	sp|Q9D8I3|GLOD5_MOUSE	tr|F7DZL9|F7DZL9_HORSE
OG0006306	sp|O08992|SDCB1_MOUSE	tr|A0A3Q2GT03|A0A3Q2GT03_HORSE
OG0006307	sp|Q8BGW6|ST32A_MOUSE	tr|A0A3Q2GVA6|A0A3Q2GVA6_HORSE
OG0006308	sp|Q8BH04|PCKGM_MOUSE	tr|A0A3Q2GWV9|A0A3Q2GWV9_HORSE
OG0006309	sp|Q8K0T7|UN13C_MOUSE	tr|A0A3Q2H4K3|A0A3Q2H4K3_HORSE
OG0006310	sp|Q5U464|ASAP3_MOUSE	tr|A0A3Q2H8Z8|A0A3Q2H8Z8_HORSE
OG0006311	sp|A2AR95|LRAD3_MOUSE	tr|A0A3Q2HFN6|A0A3Q2HFN6_HORSE
OG0006312	sp|Q9D2N8|GLT15_MOUSE	tr|A0A3Q2HH16|A0A3Q2HH16_HORSE
OG0006313	sp|O70374|MTG8R_MOUSE	tr|A0A3Q2I239|A0A3Q2I239_HORSE
OG0006314	sp|Q8C6D4|BEND5_MOUSE	tr|A0A3Q2I3U6|A0A3Q2I3U6_HORSE
OG0006315	sp|P70377|FGF13_MOUSE	tr|A0A3Q2I4E4|A0A3Q2I4E4_HORSE
OG0006316	sp|Q8R2V3|ZN445_MOUSE	tr|A0A3Q2I8R8|A0A3Q2I8R8_HORSE
OG0006317	sp|P83093|STIM2_MOUSE	tr|A0A3Q2I9K1|A0A3Q2I9K1_HORSE
OG0006318	tr|Q9D8U0|Q9D8U0_MOUSE	tr|A0A3Q2IE06|A0A3Q2IE06_HORSE
OG0006319	sp|Q149R9|LPAR5_MOUSE	tr|A0A3Q2KPP3|A0A3Q2KPP3_HORSE
OG0006320	sp|Q67E05|BPI_MOUSE	tr|A0A3Q2KYS2|A0A3Q2KYS2_HORSE
OG0006321	sp|Q3V1N9|A3LT2_MOUSE	tr|A0A3Q2L7K7|A0A3Q2L7K7_HORSE
OG0006322	sp|P80314|TCPB_MOUSE	tr|A0A3Q2L8X2|A0A3Q2L8X2_HORSE
OG0006323	tr|Q14BI5|Q14BI5_MOUSE	tr|A0A3Q2LAQ3|A0A3Q2LAQ3_HORSE
OG0006324	sp|O88888|APBA3_MOUSE	tr|A0A3Q2LHH9|A0A3Q2LHH9_HORSE
OG0006325	sp|D3YY23|LONF1_MOUSE	tr|A0A3Q2LJ77|A0A3Q2LJ77_HORSE
OG0006326	sp|Q9DCV6|DELE1_MOUSE	tr|A0A3Q2LJT5|A0A3Q2LJT5_HORSE
OG0006327	sp|Q91WG2|RABE2_MOUSE	tr|A0A3Q2LPQ6|A0A3Q2LPQ6_HORSE
OG0006328	sp|Q61371|IFT88_MOUSE	tr|A0A3Q2LS16|A0A3Q2LS16_HORSE
OG0006329	sp|Q6NXL6|SENP5_MOUSE	tr|A0A5F5PJ94|A0A5F5PJ94_HORSE
OG0006330	sp|Q80UZ2|SDA1_MOUSE	tr|A0A5F5PLV4|A0A5F5PLV4_HORSE
OG0006331	sp|Q9CSB4|PAR3L_MOUSE	tr|A0A5F5PU11|A0A5F5PU11_HORSE
OG0006332	tr|Q6PGK3|Q6PGK3_MOUSE	tr|A0A5F5PUK8|A0A5F5PUK8_HORSE
OG0006333	sp|Q7TSQ1|CL18A_MOUSE	tr|F6Q300|F6Q300_HORSE
OG0006334	sp|Q60960|IMA5_MOUSE	tr|F6QFP5|F6QFP5_HORSE
OG0006335	sp|Q9CWI3|BCCIP_MOUSE	tr|F6QQH1|F6QQH1_HORSE
OG0006336	sp|Q8CAQ8|MIC60_MOUSE	tr|F6R6I2|F6R6I2_HORSE
OG0006337	sp|Q9JKD8|TBX21_MOUSE	tr|F6RQU4|F6RQU4_HORSE
OG0006338	tr|B2RUQ2|B2RUQ2_MOUSE	tr|F6SCM9|F6SCM9_HORSE
OG0006339	sp|Q9DAC7|TTC32_MOUSE	tr|F6SUT1|F6SUT1_HORSE
OG0006340	sp|Q9D666|SUN1_MOUSE	tr|F6SWL9|F6SWL9_HORSE
OG0006341	sp|Q99NF1|BCDO2_MOUSE	tr|F6UFL1|F6UFL1_HORSE
OG0006342	sp|P70196|TRAF6_MOUSE	tr|F6URD5|F6URD5_HORSE
OG0006343	sp|Q8K448|ABCA5_MOUSE	tr|F6UX69|F6UX69_HORSE
OG0006344	sp|Q9R1Z7|PTPS_MOUSE	tr|F6VDI5|F6VDI5_HORSE
OG0006345	sp|Q8BI99|ZN879_MOUSE	tr|F6VNM3|F6VNM3_HORSE
OG0006346	sp|Q9CR96|TM208_MOUSE	tr|F6WAX1|F6WAX1_HORSE
OG0006347	sp|Q8BGV4|TTI2_MOUSE	tr|F6WBU2|F6WBU2_HORSE
OG0006348	sp|Q8R2Y8|PTH2_MOUSE	tr|F6XGU7|F6XGU7_HORSE
OG0006349	sp|E9Q0N2|PTPRH_MOUSE	tr|F6XRK6|F6XRK6_HORSE
OG0006350	sp|Q9JHW9|AL1A3_MOUSE	tr|F6Y0Q6|F6Y0Q6_HORSE
OG0006351	sp|Q7TSV9|ENKD1_MOUSE	tr|F6Y678|F6Y678_HORSE
OG0006352	sp|Q5SQY2|BOD1_MOUSE	tr|F6Y6P9|F6Y6P9_HORSE
OG0006353	tr|Q6PDK0|Q6PDK0_MOUSE	tr|F6ZA78|F6ZA78_HORSE
OG0006354	sp|O35228|IL27B_MOUSE	tr|F6ZG70|F6ZG70_HORSE
OG0006355	sp|C8YR32|LOXH1_MOUSE	tr|F6ZI00|F6ZI00_HORSE
OG0006356	sp|Q8VD57|SFT2B_MOUSE	tr|F6ZJV5|F6ZJV5_HORSE
OG0006357	sp|Q71FD7|FBLI1_MOUSE	tr|F6ZQP7|F6ZQP7_HORSE
OG0006358	sp|Q9Z1B5|MD2L1_MOUSE	tr|F6ZTS1|F6ZTS1_HORSE
OG0006359	sp|Q6NS86|ZN366_MOUSE	tr|F7A7N5|F7A7N5_HORSE
OG0006360	sp|Q9DA75|NLS1_MOUSE	tr|F7ATY1|F7ATY1_HORSE
OG0006361	sp|P15620|ZN271_MOUSE	tr|F7B556|F7B556_HORSE
OG0006362	sp|B2RY56|RBM25_MOUSE	tr|F7BHK6|F7BHK6_HORSE
OG0006363	tr|A0A571BEE7|A0A571BEE7_MOUSE	tr|F7BYA3|F7BYA3_HORSE
OG0006364	sp|Q8R2U4|NTM1A_MOUSE	tr|F7CAD0|F7CAD0_HORSE
OG0006365	sp|Q8K199|COXM2_MOUSE	tr|F7D1X5|F7D1X5_HORSE
OG0006366	sp|Q8BWB6|STEA2_MOUSE	tr|F7DFH6|F7DFH6_HORSE
OG0006367	sp|Q8R1F1|NIBA2_MOUSE	tr|A0A3Q2GT22|A0A3Q2GT22_HORSE
OG0006368	sp|Q9D8U8|SNX5_MOUSE	tr|A0A3Q2GXN3|A0A3Q2GXN3_HORSE
OG0006369	sp|Q99PJ0|NTRI_MOUSE	tr|A0A3Q2H123|A0A3Q2H123_HORSE
OG0006370	sp|Q9Z186|G6PC2_MOUSE	tr|A0A3Q2H3S8|A0A3Q2H3S8_HORSE
OG0006371	tr|A0A1B0GS01|A0A1B0GS01_MOUSE	tr|A0A3Q2H595|A0A3Q2H595_HORSE
OG0006372	sp|P27808|MGAT1_MOUSE	tr|A0A3Q2H611|A0A3Q2H611_HORSE
OG0006373	sp|Q99NA2|ATOH8_MOUSE	tr|A0A3Q2H8D7|A0A3Q2H8D7_HORSE
OG0006374	sp|Q8BL03|MCATL_MOUSE	tr|A0A3Q2H8N5|A0A3Q2H8N5_HORSE
OG0006375	sp|Q8CG27|ACTL9_MOUSE	tr|A0A3Q2HAZ2|A0A3Q2HAZ2_HORSE
OG0006376	sp|Q8VHL0|UT1_MOUSE	tr|A0A3Q2HDV9|A0A3Q2HDV9_HORSE
OG0006377	sp|Q7TNT2|FACR2_MOUSE	tr|A0A3Q2HEK5|A0A3Q2HEK5_HORSE
OG0006378	sp|P58462|FOXP1_MOUSE	tr|A0A3Q2HGX0|A0A3Q2HGX0_HORSE
OG0006379	sp|Q69Z66|MYSM1_MOUSE	tr|A0A3Q2HIP0|A0A3Q2HIP0_HORSE
OG0006380	sp|Q70KF4|CMYA5_MOUSE	tr|A0A3Q2HKA5|A0A3Q2HKA5_HORSE
OG0006381	sp|Q09163|DLK1_MOUSE	tr|A0A3Q2HN59|A0A3Q2HN59_HORSE
OG0006382	sp|Q8C4H2|SAMD3_MOUSE	tr|A0A3Q2HN71|A0A3Q2HN71_HORSE
OG0006383	sp|Q8VE43|METRL_MOUSE	tr|A0A3Q2HN85|A0A3Q2HN85_HORSE
OG0006384	sp|H3BKT1|CS084_MOUSE	tr|A0A3Q2HNF9|A0A3Q2HNF9_HORSE
OG0006385	sp|Q01721|GAS1_MOUSE	tr|A0A3Q2HZA9|A0A3Q2HZA9_HORSE
OG0006386	sp|Q7TST3|SAM10_MOUSE	tr|A0A3Q2I2V2|A0A3Q2I2V2_HORSE
OG0006387	sp|P09055|ITB1_MOUSE	tr|A0A3Q2IDL5|A0A3Q2IDL5_HORSE
OG0006388	tr|B9EJP9|B9EJP9_MOUSE	tr|A0A3Q2IEY6|A0A3Q2IEY6_HORSE
OG0006389	sp|B9EJV3|GRB1L_MOUSE	tr|A0A3Q2KUX6|A0A3Q2KUX6_HORSE
OG0006390	sp|O70458|OSMR_MOUSE	tr|A0A3Q2KVM3|A0A3Q2KVM3_HORSE
OG0006391	sp|Q9D2I5|ARMC9_MOUSE	tr|A0A3Q2KXE8|A0A3Q2KXE8_HORSE
OG0006392	sp|O88697|STK16_MOUSE	tr|A0A3Q2L1U8|A0A3Q2L1U8_HORSE
OG0006393	sp|Q6DFV5|HELZ_MOUSE	tr|A0A3Q2LGC1|A0A3Q2LGC1_HORSE
OG0006394	sp|P07356|ANXA2_MOUSE	tr|A0A3Q2LPE6|A0A3Q2LPE6_HORSE
OG0006395	sp|Q921N7|TMM70_MOUSE	tr|A0A5F5PFX5|A0A5F5PFX5_HORSE
OG0006396	sp|P61924|COPZ1_MOUSE	tr|A0A5F5PKG9|A0A5F5PKG9_HORSE
OG0006397	sp|Q6ZQA0|NBEL2_MOUSE	tr|A0A5F5PYV0|A0A5F5PYV0_HORSE
OG0006398	sp|O08601|MTP_MOUSE	tr|F6PMI6|F6PMI6_HORSE
OG0006399	sp|Q8BX32|SLX1_MOUSE	tr|F6QB72|F6QB72_HORSE
OG0006400	sp|Q80W88|HOMEZ_MOUSE	tr|F6QDJ4|F6QDJ4_HORSE
OG0006401	sp|Q9QY84|ACL7A_MOUSE	tr|F6R304|F6R304_HORSE
OG0006402	sp|Q80US4|ARP5_MOUSE	tr|F6RLW8|F6RLW8_HORSE
OG0006403	sp|Q9ESH5|WFDC1_MOUSE	tr|F6SC02|F6SC02_HORSE
OG0006404	sp|Q8VDQ1|PTGR2_MOUSE	tr|F6T1P0|F6T1P0_HORSE
OG0006405	sp|Q3U288|ZN710_MOUSE	tr|F6TK69|F6TK69_HORSE
OG0006406	sp|Q99MU3|DSRAD_MOUSE	tr|F6TP72|F6TP72_HORSE
OG0006407	sp|Q810P2|OD3L1_MOUSE	tr|F6UIT1|F6UIT1_HORSE
OG0006408	tr|Q3V2J9|Q3V2J9_MOUSE	tr|F6UQE4|F6UQE4_HORSE
OG0006409	sp|Q9JK84|PAR6G_MOUSE	tr|F6VBM5|F6VBM5_HORSE
OG0006410	sp|A2RSJ4|UH1BL_MOUSE	tr|F6WWD1|F6WWD1_HORSE
OG0006411	sp|P97299|SFRP2_MOUSE	tr|F6XXR7|F6XXR7_HORSE
OG0006412	sp|P09450|JUNB_MOUSE	tr|F6Y5A4|F6Y5A4_HORSE
OG0006413	sp|Q60805|MERTK_MOUSE	tr|F6Y5H9|F6Y5H9_HORSE
OG0006414	sp|Q60751|IGF1R_MOUSE	tr|F6YQU0|F6YQU0_HORSE
OG0006415	sp|O70252|HMOX2_MOUSE	tr|F6Z702|F6Z702_HORSE
OG0006416	sp|O35054|CLD4_MOUSE	tr|F6Z8Q3|F6Z8Q3_HORSE
OG0006417	sp|Q64368|DAZL_MOUSE	tr|F6ZZT8|F6ZZT8_HORSE
OG0006418	sp|Q9CQH0|PDZ1I_MOUSE	tr|F7A9E1|F7A9E1_HORSE
OG0006419	sp|Q9CQI7|RU2B_MOUSE	tr|F7AAY0|F7AAY0_HORSE
OG0006420	sp|P41245|MMP9_MOUSE	tr|F7AGL5|F7AGL5_HORSE
OG0006421	sp|P50538|MAD1_MOUSE	tr|F7BB85|F7BB85_HORSE
OG0006422	sp|Q3V172|SE1L2_MOUSE	tr|F7BPY6|F7BPY6_HORSE
OG0006423	sp|Q8C9B9|DIDO1_MOUSE	tr|F7BUQ9|F7BUQ9_HORSE
OG0006424	sp|Q99PE8|ABCG5_MOUSE	tr|F7BX14|F7BX14_HORSE
OG0006425	sp|Q9QY48|DNS2B_MOUSE	tr|F7BX32|F7BX32_HORSE
OG0006426	sp|P53776|LHX4_MOUSE	tr|F7C7F3|F7C7F3_HORSE
OG0006427	sp|Q9QUM4|SLAF1_MOUSE	tr|F7C7M6|F7C7M6_HORSE
OG0006428	sp|P35918|VGFR2_MOUSE	tr|F7CET7|F7CET7_HORSE
OG0006429	sp|E9Q6X9|RHG40_MOUSE	tr|F7CG70|F7CG70_HORSE
OG0006430	sp|O54782|MA2B2_MOUSE	tr|F7CM69|F7CM69_HORSE
OG0006431	sp|Q3U276|SDHF1_MOUSE	tr|F7CNN3|F7CNN3_HORSE
OG0006432	sp|P32261|ANT3_MOUSE	tr|F7CYR1|F7CYR1_HORSE
OG0006433	sp|Q91XA5|SNPC2_MOUSE	tr|F7CZY2|F7CZY2_HORSE
OG0006434	sp|Q5U680|SAMC_MOUSE	tr|F7D235|F7D235_HORSE
OG0006435	sp|Q6ZPR6|IBTK_MOUSE	tr|F7D265|F7D265_HORSE
OG0006436	sp|Q80U70|SUZ12_MOUSE	tr|F7DCG7|F7DCG7_HORSE
OG0006437	sp|Q8C7G5|APOA5_MOUSE	tr|F7DP84|F7DP84_HORSE
OG0006438	sp|O88987|AKAP3_MOUSE	tr|F7DR49|F7DR49_HORSE
OG0006439	sp|Q8BMI4|GEN_MOUSE	tr|F7E402|F7E402_HORSE
OG0006440	sp|Q80XC6|NRDE2_MOUSE	tr|A0A3Q2GT34|A0A3Q2GT34_HORSE
OG0006441	sp|Q8VDU5|SNRK_MOUSE	tr|A0A3Q2H0B5|A0A3Q2H0B5_HORSE
OG0006442	sp|O09173|HGD_MOUSE	tr|A0A3Q2H2J4|A0A3Q2H2J4_HORSE
OG0006443	sp|Q9CQL0|MT21A_MOUSE	tr|A0A3Q2HEF7|A0A3Q2HEF7_HORSE
OG0006444	sp|P53808|PPCT_MOUSE	tr|A0A3Q2HMN1|A0A3Q2HMN1_HORSE
OG0006445	sp|Q02111|KPCT_MOUSE	tr|A0A3Q2HMP5|A0A3Q2HMP5_HORSE
OG0006446	sp|O35188|X3CL1_MOUSE	tr|A0A3Q2HRG0|A0A3Q2HRG0_HORSE
OG0006447	sp|Q9WVA3|BUB3_MOUSE	tr|A0A3Q2HV44|A0A3Q2HV44_HORSE
OG0006448	sp|P11403|FGF4_MOUSE	tr|A0A3Q2HY38|A0A3Q2HY38_HORSE
OG0006449	sp|Q8C9R9|EFCB8_MOUSE	tr|A0A3Q2I7G2|A0A3Q2I7G2_HORSE
OG0006450	sp|Q50H33|KCTD8_MOUSE	tr|A0A3Q2IAA8|A0A3Q2IAA8_HORSE
OG0006451	sp|P35292|RAB17_MOUSE	tr|A0A3Q2L7P2|A0A3Q2L7P2_HORSE
OG0006452	sp|Q9D6A1|MYO1H_MOUSE	tr|A0A3Q2L8T6|A0A3Q2L8T6_HORSE
OG0006453	sp|O35885|ASCL2_MOUSE	tr|A0A3Q2LSY8|A0A3Q2LSY8_HORSE
OG0006454	sp|D3Z6Q9|BIN2_MOUSE	tr|A0A5F5PEK8|A0A5F5PEK8_HORSE
OG0006455	sp|P22933|GBRD_MOUSE	tr|A0A5F5PHF0|A0A5F5PHF0_HORSE
OG0006456	sp|Q9D7I5|LHPP_MOUSE	tr|A0A5F5PIK5|A0A5F5PIK5_HORSE
OG0006457	sp|Q9D074|MGRN1_MOUSE	tr|A0A5F5PSI9|A0A5F5PSI9_HORSE
OG0006458	tr|Q63953|Q63953_MOUSE	tr|A0A5F5Q497|A0A5F5Q497_HORSE
OG0006460	sp|Q91YE8|SYNP2_MOUSE	tr|F6QCJ5|F6QCJ5_HORSE
OG0006461	sp|Q7TSK7|ATL2_MOUSE	tr|F6TEW7|F6TEW7_HORSE
OG0006462	sp|Q8BKV1|GPC2_MOUSE	tr|F6TL38|F6TL38_HORSE
OG0006463	sp|P97465|DOK1_MOUSE	tr|F6U2E6|F6U2E6_HORSE
OG0006464	tr|F6U5V1|F6U5V1_MOUSE	tr|F6UA15|F6UA15_HORSE
OG0006465	sp|O54998|FKBP7_MOUSE	tr|F6UVK1|F6UVK1_HORSE
OG0006466	sp|O70237|GFI1B_MOUSE	tr|F6UVS7|F6UVS7_HORSE
OG0006467	sp|A6H630|ARMT1_MOUSE	tr|F6UY34|F6UY34_HORSE
OG0006468	sp|P12979|MYOG_MOUSE	tr|F6VR29|F6VR29_HORSE
OG0006469	sp|Q6PAM1|TXLNA_MOUSE	tr|F6VUK6|F6VUK6_HORSE
OG0006470	sp|Q99MB7|RN141_MOUSE	tr|F6W815|F6W815_HORSE
OG0006471	sp|P35546|RET_MOUSE	tr|F6WV32|F6WV32_HORSE
OG0006472	sp|T1NXB5|VSTM4_MOUSE	tr|F6X018|F6X018_HORSE
OG0006473	sp|O88799|ZAN_MOUSE	tr|F6XBE7|F6XBE7_HORSE
OG0006474	sp|Q8BH58|TIPRL_MOUSE	tr|F6YE97|F6YE97_HORSE
OG0006475	sp|Q91YJ5|IF2M_MOUSE	tr|F6YRQ3|F6YRQ3_HORSE
OG0006476	sp|Q8R3F5|FABD_MOUSE	tr|F6Z8Z2|F6Z8Z2_HORSE
OG0006477	sp|Q9CX48|ZCH10_MOUSE	tr|F6ZIF5|F6ZIF5_HORSE
OG0006478	sp|Q9JLG8|CAN15_MOUSE	tr|F6ZTC0|F6ZTC0_HORSE
OG0006479	sp|O70480|VAMP4_MOUSE	tr|F6ZW31|F6ZW31_HORSE
OG0006480	sp|Q04999|INHBB_MOUSE	tr|F7A1Y1|F7A1Y1_HORSE
OG0006481	sp|Q8CAT8|FBX48_MOUSE	tr|F7A4L5|F7A4L5_HORSE
OG0006482	tr|Q6NZI9|Q6NZI9_MOUSE	tr|F7A829|F7A829_HORSE
OG0006483	sp|P47759|NSG2_MOUSE	tr|F7AK81|F7AK81_HORSE
OG0006484	sp|Q60809|CNOT7_MOUSE	tr|F7ARZ5|F7ARZ5_HORSE
OG0006485	sp|O35684|NEUS_MOUSE	tr|F7B450|F7B450_HORSE
OG0006486	sp|O35130|NEP1_MOUSE	tr|F7BKD4|F7BKD4_HORSE
OG0006487	sp|E9Q5K9|YTDC1_MOUSE	tr|F7BPG4|F7BPG4_HORSE
OG0006488	sp|Q8CEZ1|SMCO1_MOUSE	tr|F7BVX1|F7BVX1_HORSE
OG0006489	sp|P35762|CD81_MOUSE	tr|F7BWG5|F7BWG5_HORSE
OG0006490	sp|Q9D6W7|C16L2_MOUSE	tr|F7CCU4|F7CCU4_HORSE
OG0006491	sp|Q8BH52|CR3L2_MOUSE	tr|F7CK03|F7CK03_HORSE
OG0006492	sp|Q9DCC8|TOM20_MOUSE	tr|F7CMK6|F7CMK6_HORSE
OG0006493	sp|A2A6H3|FBX47_MOUSE	tr|F7CXZ2|F7CXZ2_HORSE
OG0006494	sp|Q8K211|COPT1_MOUSE	tr|F7DEZ0|F7DEZ0_HORSE
OG0006495	sp|Q3TEW6|MPZL1_MOUSE	tr|F7DJ83|F7DJ83_HORSE
OG0006496	sp|Q99L60|VATC2_MOUSE	tr|F7DQT6|F7DQT6_HORSE
OG0006497	sp|Q6ZWQ7|SPCS3_MOUSE	tr|F7DUZ6|F7DUZ6_HORSE
OG0006498	sp|Q3V3K7|GCNT7_MOUSE	tr|F7DVB7|F7DVB7_HORSE
OG0006499	sp|Q99N90|RM36_MOUSE	tr|F7DW74|F7DW74_HORSE
OG0006500	sp|Q8BT14|CNOT4_MOUSE	tr|F7DZW7|F7DZW7_HORSE
OG0006501	sp|O88413|TULP3_MOUSE	tr|A0A3Q2GU60|A0A3Q2GU60_HORSE
OG0006502	sp|Q8BN82|S17A5_MOUSE	tr|A0A3Q2GW52|A0A3Q2GW52_HORSE
OG0006503	sp|Q08093|CNN2_MOUSE	tr|A0A3Q2GW77|A0A3Q2GW77_HORSE
OG0006504	sp|Q9D6T1|TBE_MOUSE	tr|A0A3Q2H0C9|A0A3Q2H0C9_HORSE
OG0006505	sp|Q9ESD6|CKLF7_MOUSE	tr|A0A3Q2H5I1|A0A3Q2H5I1_HORSE
OG0006506	sp|Q9CQ92|FIS1_MOUSE	tr|A0A3Q2H7N6|A0A3Q2H7N6_HORSE
OG0006507	sp|Q9JHQ5|LZTL1_MOUSE	tr|A0A3Q2H887|A0A3Q2H887_HORSE
OG0006508	sp|Q8K0D0|CDK17_MOUSE	tr|A0A3Q2HA95|A0A3Q2HA95_HORSE
OG0006509	sp|Q8BVP5|KC1G2_MOUSE	tr|A0A3Q2HIR6|A0A3Q2HIR6_HORSE
OG0006510	sp|Q8R0X7|SGPL1_MOUSE	tr|A0A3Q2HKU8|A0A3Q2HKU8_HORSE
