Orthogroup	Mus_musculus	Neovison_vison
OG0001915	sp|A2A3V1|AK17B_MOUSE	tr|A0A8C7BXY7|A0A8C7BXY7_NEOVI, tr|A0A8C7ES49|A0A8C7ES49_NEOVI
OG0001916	sp|O70263|LNX1_MOUSE, sp|Q91XL2|LNX2_MOUSE	tr|A0A8C7B349|A0A8C7B349_NEOVI
OG0001917	sp|P57776|EF1D_MOUSE	tr|A0A8C7EPA6|A0A8C7EPA6_NEOVI, tr|A0A8C7A6I6|A0A8C7A6I6_NEOVI
OG0001918	sp|Q63810|CANB1_MOUSE, sp|Q63811|CANB2_MOUSE	tr|A0A8C7BNW3|A0A8C7BNW3_NEOVI
OG0001919	sp|Q80YA9|CNKR2_MOUSE, tr|F6UK53|F6UK53_MOUSE	tr|A0A8C7A485|A0A8C7A485_NEOVI
OG0001920	sp|Q8K083|ZN536_MOUSE, sp|Q7TSH3|ZN516_MOUSE	tr|A0A8C7EV55|A0A8C7EV55_NEOVI
OG0001921	sp|Q8K4N3|DFB12_MOUSE, sp|Q8R2I3|DFB35_MOUSE	tr|A0A8C7B1C1|A0A8C7B1C1_NEOVI
OG0001922	sp|Q8VFK7|O1020_MOUSE, sp|Q8VGS3|O1019_MOUSE	tr|A0A8C7C073|A0A8C7C073_NEOVI
OG0001923	sp|Q99LV7|PIGX_MOUSE	tr|A0A8C7AJW2|A0A8C7AJW2_NEOVI, tr|A0A8C7AXF2|A0A8C7AXF2_NEOVI
OG0001924	sp|O54879|HMGB3_MOUSE	tr|A0A8C7CA12|A0A8C7CA12_NEOVI, tr|A0A8C7A7S5|A0A8C7A7S5_NEOVI
OG0001925	tr|J9JI72|J9JI72_MOUSE, sp|P97460|NPAS2_MOUSE	tr|A0A8C7EVT5|A0A8C7EVT5_NEOVI
OG0001926	sp|Q3U128|APCD1_MOUSE	tr|A0A8C7C1L1|A0A8C7C1L1_NEOVI, tr|A0A8C7AZ04|A0A8C7AZ04_NEOVI
OG0001928	sp|Q6NXY9|RPC7_MOUSE	tr|A0A8C7BWA1|A0A8C7BWA1_NEOVI, tr|A0A8C7A8N5|A0A8C7A8N5_NEOVI
OG0001929	sp|Q6P3Z3|THAP4_MOUSE	tr|A0A8C7EUC4|A0A8C7EUC4_NEOVI, tr|A0A8C7B6K1|A0A8C7B6K1_NEOVI
OG0001930	sp|Q8C262|IIGP5_MOUSE	tr|A0A8C7C9J8|A0A8C7C9J8_NEOVI, tr|A0A8C7CHB5|A0A8C7CHB5_NEOVI
OG0001932	sp|Q9D0I8|MRT4_MOUSE	tr|A0A8C7BB71|A0A8C7BB71_NEOVI, tr|A0A8C7A8W5|A0A8C7A8W5_NEOVI
OG0001933	sp|Q9WU60|ATRN_MOUSE, sp|Q6A051|ATRN1_MOUSE	tr|A0A8C7BYW8|A0A8C7BYW8_NEOVI
OG0001934	sp|P97770|THUM3_MOUSE	tr|A0A8C7EJJ9|A0A8C7EJJ9_NEOVI, tr|A0A8C7BAE4|A0A8C7BAE4_NEOVI
OG0001935	sp|Q6ZQ82|RHG26_MOUSE, sp|Q99J31|OPHN1_MOUSE	tr|A0A8C7BS95|A0A8C7BS95_NEOVI
OG0001936	tr|Q8BYM1|Q8BYM1_MOUSE, tr|Q3U0A6|Q3U0A6_MOUSE	tr|A0A8C7BJR0|A0A8C7BJR0_NEOVI
OG0001937	sp|Q9CQH7|BT3L4_MOUSE	tr|A0A8C7AL12|A0A8C7AL12_NEOVI, tr|A0A8C7AFA9|A0A8C7AFA9_NEOVI
OG0001939	sp|P12032|TIMP1_MOUSE	tr|A0A8C7BJE7|A0A8C7BJE7_NEOVI, tr|A0A8C7BRB9|A0A8C7BRB9_NEOVI
OG0001940	sp|Q04887|SOX9_MOUSE, sp|Q04888|SOX10_MOUSE	tr|A0A8C7A391|A0A8C7A391_NEOVI
OG0001942	sp|Q8R534|ADM1B_MOUSE, sp|Q60813|ADM1A_MOUSE	tr|A0A8C7BIB2|A0A8C7BIB2_NEOVI
OG0001943	sp|Q8VCX1|AK1D1_MOUSE	tr|A0A8C7AQU9|A0A8C7AQU9_NEOVI, tr|A0A8C7BXR3|A0A8C7BXR3_NEOVI
OG0001944	sp|Q9CQ91|NDUA3_MOUSE	tr|A0A8C7AIR5|A0A8C7AIR5_NEOVI, tr|A0A8C7BTW0|A0A8C7BTW0_NEOVI
OG0001945	sp|P60824|CIRBP_MOUSE, sp|O89086|RBM3_MOUSE	tr|A0A8C7AKG0|A0A8C7AKG0_NEOVI
OG0001946	sp|P34928|APOC1_MOUSE	tr|A0A8C7ARI9|A0A8C7ARI9_NEOVI, sp|P0DPH3|APOC1_NEOVI
OG0001947	sp|Q14B98|SESQ2_MOUSE, sp|Q8BH49|SESQ1_MOUSE	tr|A0A8C7EWI5|A0A8C7EWI5_NEOVI
OG0001948	sp|Q91X20|ASH2L_MOUSE	tr|A0A8C7AFU6|A0A8C7AFU6_NEOVI, tr|A0A8C7AZ27|A0A8C7AZ27_NEOVI
OG0001949	sp|P97805|FAM3D_MOUSE	tr|A0A8C7AV92|A0A8C7AV92_NEOVI, tr|A0A8C7C4G6|A0A8C7C4G6_NEOVI
OG0001950	sp|P11835|ITB2_MOUSE, sp|Q3UV74|ITB2L_MOUSE	tr|A0A8C7ARG7|A0A8C7ARG7_NEOVI
OG0001951	sp|Q6PD31|TRAK1_MOUSE, sp|O35668|HAP1_MOUSE	tr|A0A8C7BSN5|A0A8C7BSN5_NEOVI
OG0001952	sp|Q6ZPI3|LCOR_MOUSE, sp|Q3U285|LCORL_MOUSE	tr|A0A8C7C4H6|A0A8C7C4H6_NEOVI
OG0001953	sp|Q9CU24|THMS3_MOUSE, sp|Q8BGW0|THMS1_MOUSE	tr|A0A8C7ACR4|A0A8C7ACR4_NEOVI
OG0001954	sp|Q9DBV4|MXRA8_MOUSE, sp|Q80UL9|JAML_MOUSE	tr|A0A8C7AJ43|A0A8C7AJ43_NEOVI
OG0001955	sp|Q32MW3|ACO10_MOUSE, sp|Q9R0X4|ACOT9_MOUSE	tr|A0A8C7A693|A0A8C7A693_NEOVI
OG0001956	tr|Q9WU94|Q9WU94_MOUSE, tr|E9PX47|E9PX47_MOUSE	tr|A0A8C7BP94|A0A8C7BP94_NEOVI
OG0001958	tr|D3Z0W3|D3Z0W3_MOUSE	tr|A0A8C7B6Y1|A0A8C7B6Y1_NEOVI, tr|A0A8C7EUA5|A0A8C7EUA5_NEOVI
OG0001959	tr|D3Z3N4|D3Z3N4_MOUSE	tr|A0A8C7AGG9|A0A8C7AGG9_NEOVI, tr|A0A8C7B3G9|A0A8C7B3G9_NEOVI
OG0001961	sp|O08677|KNG1_MOUSE, tr|Q6S9I3|Q6S9I3_MOUSE	tr|A0A8C7BTB3|A0A8C7BTB3_NEOVI
OG0001962	sp|Q5TIS6|NOTO_MOUSE, sp|Q04742|EMX1_MOUSE	tr|A0A8C7AAY1|A0A8C7AAY1_NEOVI
OG0001963	sp|Q8BHP2|NUTM1_MOUSE, sp|Q3V0C3|NUTM2_MOUSE	tr|A0A8C7AA34|A0A8C7AA34_NEOVI
OG0001964	sp|Q9D541|CCDC7_MOUSE, tr|E9Q9Y3|E9Q9Y3_MOUSE	tr|A0A8C7AAT1|A0A8C7AAT1_NEOVI
OG0001965	sp|P14576|SRP54_MOUSE, tr|E9PXC0|E9PXC0_MOUSE	tr|A0A8C7A4A8|A0A8C7A4A8_NEOVI
OG0001966	sp|P20826|SCF_MOUSE	sp|Q95N18|SCF_NEOVI, tr|A0A8C7EIG8|A0A8C7EIG8_NEOVI
OG0001967	sp|Q61093|CY24B_MOUSE	tr|A0A8C7BBB6|A0A8C7BBB6_NEOVI, tr|A0A8C7BB99|A0A8C7BB99_NEOVI
OG0001968	sp|Q8BUP8|FA43A_MOUSE, tr|A2AM80|A2AM80_MOUSE	tr|A0A8C7ENL3|A0A8C7ENL3_NEOVI
OG0001969	sp|Q9D1L9|LTOR5_MOUSE	tr|A0A8C7BYS5|A0A8C7BYS5_NEOVI, tr|A0A8C7CCJ2|A0A8C7CCJ2_NEOVI
OG0001970	sp|Q9DBC0|SELO_MOUSE	tr|A0A8C7ACS6|A0A8C7ACS6_NEOVI, tr|A0A8C7EXD4|A0A8C7EXD4_NEOVI
OG0001972	tr|G3X943|G3X943_MOUSE, sp|Q9QZ03|S39A1_MOUSE	tr|A0A8C7BSP6|A0A8C7BSP6_NEOVI
OG0001973	sp|Q61152|PTN18_MOUSE, sp|P35831|PTN12_MOUSE	tr|A0A8C7BYR2|A0A8C7BYR2_NEOVI
OG0001974	sp|P47746|CNR1_MOUSE, sp|P47936|CNR2_MOUSE	tr|A0A8C7C4J2|A0A8C7C4J2_NEOVI
OG0001975	sp|P61028|RAB8B_MOUSE	tr|A0A8C7BL54|A0A8C7BL54_NEOVI, tr|A0A8C7AXT9|A0A8C7AXT9_NEOVI
OG0001976	tr|Q80Y37|Q80Y37_MOUSE	tr|A0A8C7A9U2|A0A8C7A9U2_NEOVI, tr|A0A8C7EY79|A0A8C7EY79_NEOVI
OG0001977	sp|Q8BPP0|ZN436_MOUSE	tr|A0A8C7B7Q1|A0A8C7B7Q1_NEOVI, tr|A0A8C7C047|A0A8C7C047_NEOVI
OG0001978	sp|Q99L28|RLP24_MOUSE	tr|A0A8C7B1S1|A0A8C7B1S1_NEOVI, tr|U6CQB9|U6CQB9_NEOVI
OG0001979	sp|Q9Z2N8|ACL6A_MOUSE, sp|Q99MR0|ACL6B_MOUSE	tr|A0A8C7BDX4|A0A8C7BDX4_NEOVI
OG0001980	sp|O35084|CP27B_MOUSE	tr|A0A8C7ABZ6|A0A8C7ABZ6_NEOVI, tr|U6CQ08|U6CQ08_NEOVI
OG0001981	sp|Q8VDB8|LRRC2_MOUSE	tr|A0A8C7C4S4|A0A8C7C4S4_NEOVI, tr|A0A8C7BWY7|A0A8C7BWY7_NEOVI
OG0001982	tr|Q8VF87|Q8VF87_MOUSE, tr|Q8VFA2|Q8VFA2_MOUSE	tr|A0A8C7AAX5|A0A8C7AAX5_NEOVI
OG0001983	tr|Q5U452|Q5U452_MOUSE, sp|Q99PW4|PRPKB_MOUSE	tr|A0A8C7AWV4|A0A8C7AWV4_NEOVI
OG0001984	sp|Q9R0M5|TPK1_MOUSE	tr|A0A8C7EY38|A0A8C7EY38_NEOVI, tr|A0A8C7AP07|A0A8C7AP07_NEOVI
OG0001985	tr|F8VPU6|F8VPU6_MOUSE, sp|P70398|USP9X_MOUSE	tr|A0A8C7B937|A0A8C7B937_NEOVI
OG0001987	sp|Q9CPR7|SIKE1_MOUSE	tr|A0A8C7ES84|A0A8C7ES84_NEOVI, tr|A0A8C7ANU6|A0A8C7ANU6_NEOVI
OG0001988	sp|Q9D6K8|FUND2_MOUSE, tr|Q9D9Q3|Q9D9Q3_MOUSE	tr|A0A8C7B4B8|A0A8C7B4B8_NEOVI
OG0001989	sp|Q9Z2C8|YBOX2_MOUSE	tr|A0A8C7BKU1|A0A8C7BKU1_NEOVI, tr|A0A8C7A9L9|A0A8C7A9L9_NEOVI
OG0001990	sp|P11260|LORF1_MOUSE, sp|Q587J6|LITD1_MOUSE	tr|A0A8C7AVH6|A0A8C7AVH6_NEOVI
OG0001991	sp|P35347|CRFR1_MOUSE, sp|Q60748|CRFR2_MOUSE	tr|A0A8C7AYK7|A0A8C7AYK7_NEOVI
OG0001992	sp|P48986|NDF6_MOUSE, sp|Q60867|NDF1_MOUSE	tr|A0A8C7EME5|A0A8C7EME5_NEOVI
OG0001993	sp|Q62093|SRSF2_MOUSE, tr|A2RRY9|A2RRY9_MOUSE	tr|A0A8C7B8A5|A0A8C7B8A5_NEOVI
OG0001994	sp|Q6PFE7|TEFF1_MOUSE, sp|Q9QYM9|TEFF2_MOUSE	tr|A0A8C7EPY6|A0A8C7EPY6_NEOVI
OG0001995	sp|Q8R0H9|GGA1_MOUSE	tr|A0A8C7AFW3|A0A8C7AFW3_NEOVI, tr|A0A8C7A8N7|A0A8C7A8N7_NEOVI
OG0001997	tr|A2AP89|A2AP89_MOUSE, sp|Q64727|VINC_MOUSE	tr|A0A8C7B046|A0A8C7B046_NEOVI
OG0001998	sp|O08712|TR11B_MOUSE	tr|A0A8C7BPW6|A0A8C7BPW6_NEOVI, tr|A0A8C7ARU1|A0A8C7ARU1_NEOVI
OG0001999	sp|Q8BHK0|PNMA2_MOUSE	tr|A0A8C7APR6|A0A8C7APR6_NEOVI, tr|A0A8C7C490|A0A8C7C490_NEOVI
OG0002000	sp|Q99MT8|MRGRH_MOUSE, sp|P30554|MAS_MOUSE	tr|A0A8C7B344|A0A8C7B344_NEOVI
OG0002001	sp|P08508|FCGR3_MOUSE, sp|P08101|FCGR2_MOUSE	tr|A0A8C7EXS3|A0A8C7EXS3_NEOVI
OG0002003	sp|B1B0V2|EZHIP_MOUSE, tr|F7CD45|F7CD45_MOUSE	tr|A0A8C7BV30|A0A8C7BV30_NEOVI
OG0002004	sp|O35386|PAHX_MOUSE	tr|A0A8C7BYD5|A0A8C7BYD5_NEOVI, tr|A0A8C7BV27|A0A8C7BV27_NEOVI
OG0002005	sp|Q3THW5|H2AV_MOUSE, sp|P0C0S6|H2AZ_MOUSE	tr|A0A8C7A9Z7|A0A8C7A9Z7_NEOVI
OG0002006	sp|Q9QZM8|FBX17_MOUSE	tr|A0A8C7BAZ4|A0A8C7BAZ4_NEOVI, tr|A0A8C7AYX7|A0A8C7AYX7_NEOVI
OG0002007	sp|P19783|COX41_MOUSE	tr|A0A8C7APG9|A0A8C7APG9_NEOVI, tr|A0A8C7BTR7|A0A8C7BTR7_NEOVI
OG0002008	sp|Q9ERI5|JMJD6_MOUSE, sp|Q3TA59|JMJD8_MOUSE	tr|A0A8C7EQV0|A0A8C7EQV0_NEOVI
OG0002009	sp|Q9CXX0|HYLS1_MOUSE	tr|A0A8C7BV15|A0A8C7BV15_NEOVI, tr|A0A8C7BMZ7|A0A8C7BMZ7_NEOVI
OG0002010	sp|Q9D9D8|DUS21_MOUSE	tr|A0A8C7BMU5|A0A8C7BMU5_NEOVI, tr|A0A8C7ADT0|A0A8C7ADT0_NEOVI
OG0002011	sp|Q8K448|ABCA5_MOUSE	tr|A0A8C7ANP1|A0A8C7ANP1_NEOVI, tr|A0A8C7ANY9|A0A8C7ANY9_NEOVI
OG0002012	sp|Q9DAS9|GBG12_MOUSE	tr|A0A8C7AZM1|A0A8C7AZM1_NEOVI, tr|U6CRD7|U6CRD7_NEOVI
OG0002013	sp|Q9WVA3|BUB3_MOUSE	tr|A0A8C7AK81|A0A8C7AK81_NEOVI, tr|A0A8C7BKX4|A0A8C7BKX4_NEOVI
OG0002014	sp|P46099|KLF1_MOUSE, tr|A0A0N4SUM5|A0A0N4SUM5_MOUSE	tr|A0A8C7EKB8|A0A8C7EKB8_NEOVI
OG0002015	sp|Q80V70|MEGF6_MOUSE, sp|Q8C088|EGFEM_MOUSE	tr|A0A8C7ALK3|A0A8C7ALK3_NEOVI
OG0002016	sp|Q9CQP2|TPPC2_MOUSE	tr|A0A8C7A959|A0A8C7A959_NEOVI, tr|A0A8C7BNN6|A0A8C7BNN6_NEOVI
OG0002018	tr|D3Z6P9|D3Z6P9_MOUSE	tr|A0A8C7A7X9|A0A8C7A7X9_NEOVI, tr|A0A8C7BIQ4|A0A8C7BIQ4_NEOVI
OG0002019	sp|P26955|IL3RB_MOUSE, sp|P26954|IL3B2_MOUSE	tr|A0A8C7AA23|A0A8C7AA23_NEOVI
OG0002020	sp|Q5RKS2|SMIM7_MOUSE	tr|A0A8C7AZZ4|A0A8C7AZZ4_NEOVI, tr|A0A8C7B9R1|A0A8C7B9R1_NEOVI
OG0002021	sp|Q8BG07|PLD4_MOUSE, sp|O35405|PLD3_MOUSE	tr|A0A8C7AUJ9|A0A8C7AUJ9_NEOVI
OG0002022	sp|Q8BVU5|NUDT9_MOUSE	tr|A0A8C7BM88|A0A8C7BM88_NEOVI, tr|A0A8C7CHR7|A0A8C7CHR7_NEOVI
OG0002023	sp|Q8K1F9|LCTL_MOUSE	tr|A0A8C7BGK3|A0A8C7BGK3_NEOVI, tr|A0A8C7B407|A0A8C7B407_NEOVI
OG0002024	sp|Q8R2I5|DFB15_MOUSE, sp|Q7TNV8|DFB34_MOUSE	tr|A0A8C7ASG9|A0A8C7ASG9_NEOVI
OG0002025	sp|Q99P50|GHSR_MOUSE	tr|A0A8C7AWT6|A0A8C7AWT6_NEOVI, tr|A0A8C7BC12|A0A8C7BC12_NEOVI
OG0002026	sp|Q9CPT5|NOP16_MOUSE	tr|U6CRI0|U6CRI0_NEOVI, tr|A0A8C7AVX6|A0A8C7AVX6_NEOVI
OG0002027	sp|Q9CYH5|GFOD2_MOUSE, sp|Q3UHD2|GFOD1_MOUSE	tr|A0A8C7C060|A0A8C7C060_NEOVI
OG0002028	sp|Q9Z0H6|CST9_MOUSE	tr|A0A8C7A267|A0A8C7A267_NEOVI, tr|A0A8C7A287|A0A8C7A287_NEOVI
OG0002030	sp|Q9D5S1|TX19B_MOUSE, sp|Q99MV2|TX19A_MOUSE	tr|A0A8C7BGE4|A0A8C7BGE4_NEOVI
OG0002031	sp|Q9DB27|MCTS1_MOUSE	tr|A0A8C7C4C0|A0A8C7C4C0_NEOVI, tr|A0A8C7B4E0|A0A8C7B4E0_NEOVI
OG0002032	sp|Q9WUR2|ECI2_MOUSE, sp|Q78JN3|ECI3_MOUSE	tr|A0A8C7C050|A0A8C7C050_NEOVI
OG0002033	sp|P08551|NFL_MOUSE, sp|P46660|AINX_MOUSE	tr|A0A8C7BK45|A0A8C7BK45_NEOVI
OG0002034	sp|P58750|PIM3_MOUSE, sp|P06803|PIM1_MOUSE	tr|A0A8C7B236|A0A8C7B236_NEOVI
OG0002035	sp|Q9D3V1|DRC10_MOUSE, sp|Q80W32|DRC9_MOUSE	tr|A0A8C7BDH7|A0A8C7BDH7_NEOVI
OG0002036	tr|E9Q545|E9Q545_MOUSE	tr|A0A8C7BRL3|A0A8C7BRL3_NEOVI, tr|A0A8C7BLS5|A0A8C7BLS5_NEOVI
OG0002037	sp|P63158|HMGB1_MOUSE	tr|A0A8C7EWY0|A0A8C7EWY0_NEOVI, tr|A0A8C7ALN0|A0A8C7ALN0_NEOVI
OG0002038	sp|P97792|CXAR_MOUSE, tr|Q1RME4|Q1RME4_MOUSE	tr|A0A8C7BUI4|A0A8C7BUI4_NEOVI
OG0002039	sp|Q9JL95|PRG3_MOUSE, sp|Q61878|PRG2_MOUSE	tr|A0A8C7B9E2|A0A8C7B9E2_NEOVI
OG0002040	sp|Q9CQR2|RS21_MOUSE	tr|A0A8C7ET94|A0A8C7ET94_NEOVI, tr|A0A8C7BQX0|A0A8C7BQX0_NEOVI
OG0002041	sp|Q9CR59|G45IP_MOUSE	tr|A0A8C7EKF4|A0A8C7EKF4_NEOVI, tr|A0A8C7BEQ8|A0A8C7BEQ8_NEOVI
OG0002042	sp|Q9Z2U1|PSA5_MOUSE	tr|A0A8C7C300|A0A8C7C300_NEOVI, tr|A0A8C7AQD2|A0A8C7AQD2_NEOVI
OG0002043	tr|A0A0G2JFS9|A0A0G2JFS9_MOUSE, sp|Q8C9S8|ATG4A_MOUSE	tr|A0A8C7BYY9|A0A8C7BYY9_NEOVI
OG0002044	sp|O70435|PSA3_MOUSE	tr|A0A8C7A9L7|A0A8C7A9L7_NEOVI, tr|A0A8C7AG38|A0A8C7AG38_NEOVI
OG0002045	sp|P47877|IBP2_MOUSE	tr|A0A8C7ELB1|A0A8C7ELB1_NEOVI, tr|A0A8C7AJD1|A0A8C7AJD1_NEOVI
OG0002046	sp|P97461|RS5_MOUSE	tr|A0A8C7B3X8|A0A8C7B3X8_NEOVI, tr|A0A8C7C670|A0A8C7C670_NEOVI
OG0002047	sp|Q9EQ21|HEPC_MOUSE, sp|Q80T19|HEPC2_MOUSE	tr|A0A8C7BJH4|A0A8C7BJH4_NEOVI
OG0002048	tr|Q3UQH6|Q3UQH6_MOUSE, sp|Q8BLG2|LPAR4_MOUSE	tr|A0A8C7ETK3|A0A8C7ETK3_NEOVI
OG0002049	sp|Q80X59|TMC5B_MOUSE, sp|Q9D9D5|TMC5A_MOUSE	tr|A0A8C7BB63|A0A8C7BB63_NEOVI
OG0002050	sp|Q9JJ93|CN119_MOUSE	tr|A0A8C7BUG5|A0A8C7BUG5_NEOVI, tr|A0A8C7ER92|A0A8C7ER92_NEOVI
OG0002051	sp|Q8BQB6|SAXO2_MOUSE, tr|B1AXP3|B1AXP3_MOUSE	tr|A0A8C7B8R6|A0A8C7B8R6_NEOVI
OG0002053	sp|Q9Z304|MYCS_MOUSE, sp|P03966|MYCN_MOUSE	tr|A0A8C7B456|A0A8C7B456_NEOVI
OG0002055	sp|P31725|S10A9_MOUSE	tr|A0A8C7BDH2|A0A8C7BDH2_NEOVI, tr|A0A8C7BCN7|A0A8C7BCN7_NEOVI
OG0002056	tr|Q3TQS0|Q3TQS0_MOUSE, sp|P14211|CALR_MOUSE	tr|A0A8C7A8D5|A0A8C7A8D5_NEOVI
OG0002057	sp|Q3U3I9|ZN865_MOUSE, sp|Q8R0T2|ZN768_MOUSE	tr|A0A8C7C0P0|A0A8C7C0P0_NEOVI
OG0002058	tr|E9Q8M1|E9Q8M1_MOUSE, sp|Q8BJ90|ZN771_MOUSE	tr|A0A8C7C7S1|A0A8C7C7S1_NEOVI
OG0002059	sp|Q3U3R4|LMF1_MOUSE, sp|Q8C3X8|LMF2_MOUSE	tr|A0A8C7BDI6|A0A8C7BDI6_NEOVI
OG0002060	sp|Q99J55|IER5L_MOUSE, sp|O89113|IER5_MOUSE	tr|A0A8C7BN07|A0A8C7BN07_NEOVI
OG0002061	sp|Q9D753|EXOS8_MOUSE	tr|A0A8C7BXM9|A0A8C7BXM9_NEOVI, tr|A0A8C7B9F7|A0A8C7B9F7_NEOVI
OG0002062	sp|P07091|S10A4_MOUSE	tr|A0A8C7BDR8|A0A8C7BDR8_NEOVI, tr|A0A8C7B5J3|A0A8C7B5J3_NEOVI
OG0002063	tr|Q7TRX1|Q7TRX1_MOUSE, tr|Q7TRX2|Q7TRX2_MOUSE	tr|A0A8C7AI25|A0A8C7AI25_NEOVI
OG0002064	sp|Q80Z64|NANOG_MOUSE	tr|A0A8C7A889|A0A8C7A889_NEOVI, tr|A0A8C7A5D8|A0A8C7A5D8_NEOVI
OG0002065	sp|Q8JZL2|MCHR1_MOUSE	tr|A0A8C6ZZY0|A0A8C6ZZY0_NEOVI, tr|A0A8C7A2W4|A0A8C7A2W4_NEOVI
OG0002066	sp|Q9D581|EFC10_MOUSE	tr|A0A8C7B7B8|A0A8C7B7B8_NEOVI, tr|A0A8C7BFG0|A0A8C7BFG0_NEOVI
OG0002067	sp|Q9DAW9|CNN3_MOUSE	tr|A0A8C7BZI8|A0A8C7BZI8_NEOVI, tr|A0A8C7BDH0|A0A8C7BDH0_NEOVI
OG0002068	sp|Q8K3W0|BABA2_MOUSE	tr|A0A8C7BFD5|A0A8C7BFD5_NEOVI, tr|A0A8C7BB00|A0A8C7BB00_NEOVI
OG0002069	tr|Q8VGX9|Q8VGX9_MOUSE, tr|E9Q252|E9Q252_MOUSE	tr|A0A8C7A3P4|A0A8C7A3P4_NEOVI
OG0002070	sp|Q9JHJ7|TEST_MOUSE, sp|Q920S2|PRS41_MOUSE	tr|A0A8C7C0R6|A0A8C7C0R6_NEOVI
OG0002071	sp|Q9D0B8|RIBC1_MOUSE	tr|A0A8C7C5E4|A0A8C7C5E4_NEOVI, tr|A0A8C7BPB6|A0A8C7BPB6_NEOVI
OG0002072	sp|O54851|CXD2_MOUSE, sp|Q91YD1|CXD3_MOUSE	tr|A0A8C7BJH8|A0A8C7BJH8_NEOVI
OG0002073	sp|Q8VI59|PCX3_MOUSE, sp|Q5DU28|PCX2_MOUSE	tr|A0A8C7BGL9|A0A8C7BGL9_NEOVI
OG0002074	sp|Q9JME2|CHSTB_MOUSE, sp|Q80V53|CHSTE_MOUSE	tr|A0A8C7B7D8|A0A8C7B7D8_NEOVI
OG0002075	tr|E9Q5Z6|E9Q5Z6_MOUSE, tr|A0A1D5RMB0|A0A1D5RMB0_MOUSE	tr|U6CT39|U6CT39_NEOVI
OG0002076	sp|P32037|GTR3_MOUSE, sp|P17809|GTR1_MOUSE	tr|A0A8C7BIZ6|A0A8C7BIZ6_NEOVI
OG0002077	sp|P62342|SELT_MOUSE	tr|A0A8C7B342|A0A8C7B342_NEOVI, tr|A0A8C7ETI9|A0A8C7ETI9_NEOVI
OG0002078	tr|A2AMD0|A2AMD0_MOUSE, sp|Q05CL8|LARP7_MOUSE	tr|A0A8C7B313|A0A8C7B313_NEOVI
OG0002079	sp|Q61207|SAP_MOUSE, sp|Q8C1C1|SAPL1_MOUSE	tr|A0A8C7AZV3|A0A8C7AZV3_NEOVI
OG0002080	sp|Q64707|U2AFL_MOUSE, sp|Q62377|U2AFM_MOUSE	tr|A0A8C7BQK4|A0A8C7BQK4_NEOVI
OG0002081	sp|Q8BFW3|PR15B_MOUSE, sp|P17564|PR15A_MOUSE	tr|A0A8C7BBN9|A0A8C7BBN9_NEOVI
OG0002082	tr|Q8BY68|Q8BY68_MOUSE, sp|Q8BFU7|P2Y10_MOUSE	tr|A0A8C7CDH9|A0A8C7CDH9_NEOVI
OG0002083	sp|Q9Z0X0|BORG3_MOUSE, sp|Q9JM96|BORG4_MOUSE	tr|A0A8C7APU3|A0A8C7APU3_NEOVI
OG0002084	sp|Q9WU28|PFD5_MOUSE	tr|A0A8C7EIQ6|A0A8C7EIQ6_NEOVI, tr|A0A8C7ETK6|A0A8C7ETK6_NEOVI
OG0002085	sp|Q9Z222|B3GN2_MOUSE	tr|A0A8C7BAY3|A0A8C7BAY3_NEOVI, tr|A0A8C7APV7|A0A8C7APV7_NEOVI
OG0002086	sp|O35885|ASCL2_MOUSE, sp|Q02067|ASCL1_MOUSE	tr|A0A8C7AWL6|A0A8C7AWL6_NEOVI
OG0002087	sp|Q3UIA2|RHG17_MOUSE	tr|A0A8C7ASE3|A0A8C7ASE3_NEOVI, tr|A0A8C7AUU6|A0A8C7AUU6_NEOVI
OG0002088	sp|Q5QD17|TAAR2_MOUSE, sp|Q5QD15|TAAR4_MOUSE	tr|A0A8C7BCP8|A0A8C7BCP8_NEOVI
OG0002089	sp|Q8CFJ7|S2545_MOUSE, sp|Q8BL03|MCATL_MOUSE	tr|A0A8C7ETA0|A0A8C7ETA0_NEOVI
OG0002090	sp|Q924K1|AIPL1_MOUSE	tr|A0A8C7BKP5|A0A8C7BKP5_NEOVI, tr|A0A8C7A687|A0A8C7A687_NEOVI
OG0002091	sp|Q9CXH7|SGO1_MOUSE	tr|A0A8C7ET93|A0A8C7ET93_NEOVI, tr|A0A8C7EUV2|A0A8C7EUV2_NEOVI
OG0002092	tr|Q9EQQ7|Q9EQQ7_MOUSE, tr|Q8VGZ8|Q8VGZ8_MOUSE	tr|A0A8C7AGB4|A0A8C7AGB4_NEOVI
OG0002093	sp|Q9WUB6|CLCKB_MOUSE, sp|Q9WUB7|CLCKA_MOUSE	tr|A0A8C7B0R4|A0A8C7B0R4_NEOVI
OG0002094	sp|G5E8K5|ANK3_MOUSE, sp|Q02357|ANK1_MOUSE	tr|A0A8C7ENX3|A0A8C7ENX3_NEOVI
OG0002095	sp|P62627|DLRB1_MOUSE	tr|A0A8C7EMZ5|A0A8C7EMZ5_NEOVI, tr|A0A8C7ETT4|A0A8C7ETT4_NEOVI
OG0002096	sp|Q3UNA4|NXT2_MOUSE, sp|Q9QZV9|NXT1_MOUSE	tr|A0A8C7C2E6|A0A8C7C2E6_NEOVI
OG0002098	sp|Q9CQW3|PROZ_MOUSE, sp|O88947|FA10_MOUSE	tr|A0A8C7EIF5|A0A8C7EIF5_NEOVI
