Orthogroup	Mus_musculus	Carlito_syrichta
OG0000540	sp|P22605|RARB_MOUSE	tr|A0A1U7TWI3|A0A1U7TWI3_CARSF
OG0000540	sp|P18911|RARG_MOUSE	tr|A0A1U7UD93|A0A1U7UD93_CARSF
OG0000541	sp|Q62398|CNGA2_MOUSE	tr|A0A1U7SW45|A0A1U7SW45_CARSF
OG0000541	sp|Q9JJZ8|CNGA3_MOUSE	tr|A0A1U7UG28|A0A1U7UG28_CARSF
OG0000541	sp|P29974|CNGA1_MOUSE	tr|A0A3Q0E4H3|A0A3Q0E4H3_CARSF
OG0000542	sp|Q8BHK3|S36A2_MOUSE	tr|A0A1U7U140|A0A1U7U140_CARSF
OG0000542	sp|Q8K4D3|S36A1_MOUSE	tr|A0A1U7UKY5|A0A1U7UKY5_CARSF
OG0000542	sp|Q811P0|S36A3_MOUSE	tr|A0A1U7U7C6|A0A1U7U7C6_CARSF
OG0000543	sp|Q8BFU8|VGLU3_MOUSE	tr|A0A1U7TYG9|A0A1U7TYG9_CARSF
OG0000543	sp|Q8BLE7|VGLU2_MOUSE	tr|A0A1U7T6G8|A0A1U7T6G8_CARSF
OG0000543	sp|Q3TXX4|VGLU1_MOUSE	tr|A0A3Q0DMX6|A0A3Q0DMX6_CARSF
OG0000544	sp|P23440|PDE6B_MOUSE	tr|A0A1U7U0F4|A0A1U7U0F4_CARSF
OG0000544	sp|P27664|PDE6A_MOUSE	tr|A0A1U7U1R6|A0A1U7U1R6_CARSF
OG0000544	sp|Q91ZQ1|PDE6C_MOUSE	tr|A0A1U7T958|A0A1U7T958_CARSF
OG0000545	sp|Q6PCM2|INT6_MOUSE	tr|A0A1U7TWA0|A0A1U7TWA0_CARSF
OG0000545	tr|Q3UJ22|Q3UJ22_MOUSE	tr|A0A3Q0DXN0|A0A3Q0DXN0_CARSF
OG0000545	sp|Q8BND4|INT6L_MOUSE	tr|A0A1U7UB74|A0A1U7UB74_CARSF
OG0000546	sp|Q9QWK5|BIR1A_MOUSE, sp|Q9R016|BIR1E_MOUSE, sp|Q9JIB6|BIR1F_MOUSE, sp|Q9JIB3|BIR1G_MOUSE, sp|Q9QUK4|BIR1B_MOUSE	tr|A0A1U7UL94|A0A1U7UL94_CARSF
OG0000547	sp|Q6PA06|ATLA2_MOUSE	tr|A0A3Q0DN95|A0A3Q0DN95_CARSF
OG0000547	sp|Q8BH66|ATLA1_MOUSE	tr|A0A1U7V2T1|A0A1U7V2T1_CARSF
OG0000547	sp|Q91YH5|ATLA3_MOUSE	tr|A0A1U7URG3|A0A1U7URG3_CARSF
OG0000548	tr|A0A087WRT7|A0A087WRT7_MOUSE, tr|E9PZI3|E9PZI3_MOUSE, sp|Q99N05|M4A4D_MOUSE, tr|Q9ES61|Q9ES61_MOUSE, tr|Q9D3F6|Q9D3F6_MOUSE	tr|A0A1U7TQS8|A0A1U7TQS8_CARSF
OG0000549	sp|P63137|GBRB2_MOUSE	tr|A0A3Q0DMG4|A0A3Q0DMG4_CARSF
OG0000549	sp|P63080|GBRB3_MOUSE	tr|A0A3Q0E5R7|A0A3Q0E5R7_CARSF
OG0000549	sp|P50571|GBRB1_MOUSE	tr|A0A1U7UD70|A0A1U7UD70_CARSF
OG0000550	sp|P48545|KCNJ5_MOUSE	tr|A0A1U7UQC5|A0A1U7UQC5_CARSF
OG0000550	sp|P48543|KCNJ9_MOUSE	tr|A0A3Q0E0G9|A0A3Q0E0G9_CARSF
OG0000550	sp|P48542|KCNJ6_MOUSE	tr|A0A1U7V164|A0A1U7V164_CARSF
OG0000551	sp|Q8BNA6|FAT3_MOUSE	tr|A0A1U7UK70|A0A1U7UK70_CARSF
OG0000551	sp|Q5F226|FAT2_MOUSE	tr|A0A1U7U7E6|A0A1U7U7E6_CARSF
OG0000551	tr|A0A1L1SQU7|A0A1L1SQU7_MOUSE	tr|A0A3Q0DQS4|A0A3Q0DQS4_CARSF
OG0000552	tr|Q7TRK4|Q7TRK4_MOUSE, tr|Q8VFA1|Q8VFA1_MOUSE, tr|Q8VFE4|Q8VFE4_MOUSE, tr|Q8VFD9|Q8VFD9_MOUSE, tr|Q8VFE1|Q8VFE1_MOUSE	tr|A0A1U7THW7|A0A1U7THW7_CARSF
OG0000553	sp|P12382|PFKAL_MOUSE	tr|A0A1U7TLK1|A0A1U7TLK1_CARSF
OG0000553	sp|Q9WUA3|PFKAP_MOUSE	tr|A0A1U7TDB4|A0A1U7TDB4_CARSF
OG0000553	sp|P47857|PFKAM_MOUSE	tr|A0A3Q0EID0|A0A3Q0EID0_CARSF
OG0000554	sp|Q64467|G3PT_MOUSE	tr|A0A3Q0EF48|A0A3Q0EF48_CARSF
OG0000554	tr|A0A1D5RLD8|A0A1D5RLD8_MOUSE, tr|S4R1W1|S4R1W1_MOUSE, sp|P16858|G3P_MOUSE	tr|A0A3Q0EBJ5|A0A3Q0EBJ5_CARSF
OG0000555	sp|P30677|GNA14_MOUSE	tr|A0A1U7TMM1|A0A1U7TMM1_CARSF
OG0000555	sp|P21279|GNAQ_MOUSE	tr|A0A1U7TCY7|A0A1U7TCY7_CARSF
OG0000555	sp|P21278|GNA11_MOUSE	tr|A0A3Q0DSI1|A0A3Q0DSI1_CARSF
OG0000556	tr|Q8BS54|Q8BS54_MOUSE	tr|A0A1U7T8N3|A0A1U7T8N3_CARSF, tr|A0A1U7T5J1|A0A1U7T5J1_CARSF, tr|A0A1U7U7U6|A0A1U7U7U6_CARSF, tr|A0A1U7UBK4|A0A1U7UBK4_CARSF, tr|A0A1U7U9L4|A0A1U7U9L4_CARSF
OG0000557	tr|Q7TRB8|Q7TRB8_MOUSE, tr|Q9EQ98|Q9EQ98_MOUSE, tr|Q8VH09|Q8VH09_MOUSE, tr|B2RVX8|B2RVX8_MOUSE, tr|Q8VGB4|Q8VGB4_MOUSE	tr|A0A1U7UBJ3|A0A1U7UBJ3_CARSF
OG0000558	tr|B2RWD2|B2RWD2_MOUSE	tr|A0A1U7T7N5|A0A1U7T7N5_CARSF
OG0000558	tr|J3QPI0|J3QPI0_MOUSE, tr|W4VSP6|W4VSP6_MOUSE, tr|Q8BUY2|Q8BUY2_MOUSE	tr|A0A1U7UEW0|A0A1U7UEW0_CARSF
OG0000559	sp|Q8R420|ABCA3_MOUSE, sp|E9PX95|ABCAH_MOUSE, tr|E9PWJ7|E9PWJ7_MOUSE, tr|E9PWH4|E9PWH4_MOUSE, tr|E9Q8F8|E9Q8F8_MOUSE	tr|A0A1U7SNT5|A0A1U7SNT5_CARSF
OG0000560	sp|Q9DC53|CPNE8_MOUSE	tr|A0A1U7U2F2|A0A1U7U2F2_CARSF
OG0000560	sp|Q8JZW4|CPNE5_MOUSE	tr|A0A3Q0EBQ8|A0A3Q0EBQ8_CARSF
OG0000560	sp|Q1RLL3|CPNE9_MOUSE	tr|A0A1U7U225|A0A1U7U225_CARSF
OG0000561	sp|Q9DC51|GNAI3_MOUSE	tr|A0A1U7TSB7|A0A1U7TSB7_CARSF
OG0000561	sp|B2RSH2|GNAI1_MOUSE	tr|A0A1U7U5W0|A0A1U7U5W0_CARSF
OG0000561	sp|P08752|GNAI2_MOUSE	tr|A0A1U7TF75|A0A1U7TF75_CARSF
OG0000562	sp|Q91UZ4|EGLN3_MOUSE	tr|A0A1U7UGU1|A0A1U7UGU1_CARSF
OG0000562	sp|Q91YE3|EGLN1_MOUSE	tr|A0A1U7SUI2|A0A1U7SUI2_CARSF, tr|A0A3Q0DP31|A0A3Q0DP31_CARSF, tr|A0A3Q0DNF3|A0A3Q0DNF3_CARSF
OG0000563	tr|Q0VEL5|Q0VEL5_MOUSE, tr|L7N475|L7N475_MOUSE, tr|A0A140LHN3|A0A140LHN3_MOUSE, tr|Q6UAH1|Q6UAH1_MOUSE, tr|Q7TRL3|Q7TRL3_MOUSE	tr|A0A1U7UVA2|A0A1U7UVA2_CARSF
OG0000564	tr|L7N259|L7N259_MOUSE, tr|E9PYC2|E9PYC2_MOUSE, tr|L7N1X9|L7N1X9_MOUSE, sp|P15501|SPBP_MOUSE, tr|Q3TUY3|Q3TUY3_MOUSE	tr|A0A3Q0E3F3|A0A3Q0E3F3_CARSF
OG0000565	tr|Q8VGY1|Q8VGY1_MOUSE, tr|Q8VH21|Q8VH21_MOUSE	tr|A0A1U7USK2|A0A1U7USK2_CARSF
OG0000565	tr|Q7TRQ1|Q7TRQ1_MOUSE, tr|Q924X8|Q924X8_MOUSE	tr|A0A1U7SY67|A0A1U7SY67_CARSF
OG0000566	tr|E0CYQ0|E0CYQ0_MOUSE	tr|A0A3Q0DZU1|A0A3Q0DZU1_CARSF
OG0000566	sp|Q8VC57|KCTD5_MOUSE	tr|A0A1U7TUC2|A0A1U7TUC2_CARSF
OG0000566	sp|Q8CEZ0|KCTD2_MOUSE	tr|A0A1U7US09|A0A1U7US09_CARSF
OG0000567	tr|Q8BNV8|Q8BNV8_MOUSE, tr|A9Q7H1|A9Q7H1_MOUSE, tr|Q6QX36|Q6QX36_MOUSE, sp|Q9JKE2|TREM1_MOUSE, sp|Q9JKE1|TREM3_MOUSE	tr|A0A1U7TV63|A0A1U7TV63_CARSF
OG0000568	tr|Q8VG72|Q8VG72_MOUSE, tr|Q7TRI7|Q7TRI7_MOUSE, tr|Q8VG95|Q8VG95_MOUSE, tr|Q8VEY4|Q8VEY4_MOUSE, tr|Q8VG94|Q8VG94_MOUSE	tr|A0A1U7TVY0|A0A1U7TVY0_CARSF
OG0000569	sp|Q8BZ98|DYN3_MOUSE	tr|A0A3Q0EJQ8|A0A3Q0EJQ8_CARSF
OG0000569	sp|P39053|DYN1_MOUSE	tr|A0A3Q0DPN5|A0A3Q0DPN5_CARSF
OG0000569	sp|P39054|DYN2_MOUSE	tr|A0A3Q0DS19|A0A3Q0DS19_CARSF
OG0000586	sp|Q8BNE1|TCAF1_MOUSE	tr|A0A1U7TC99|A0A1U7TC99_CARSF
OG0000586	sp|Q6QR59|TCAF3_MOUSE, sp|Q921K8|TCAF2_MOUSE	tr|A0A3Q0DSA8|A0A3Q0DSA8_CARSF
OG0000587	sp|Q9QXZ0|MACF1_MOUSE	tr|A0A3Q0DNL2|A0A3Q0DNL2_CARSF
OG0000587	tr|Q8BVJ3|Q8BVJ3_MOUSE, sp|Q91ZU6|DYST_MOUSE	tr|A0A1U7TCH0|A0A1U7TCH0_CARSF
OG0000588	tr|D3Z420|D3Z420_MOUSE	tr|A0A3Q0EC76|A0A3Q0EC76_CARSF
OG0000588	sp|Q9D9R9|F186A_MOUSE	tr|A0A1U7T8U8|A0A1U7T8U8_CARSF, tr|A0A1U7TJ56|A0A1U7TJ56_CARSF
OG0000589	sp|P61255|RL26_MOUSE	tr|A0A1U7UH41|A0A1U7UH41_CARSF, tr|A0A1U7U1Z6|A0A1U7U1Z6_CARSF, tr|A0A1U7SHJ6|A0A1U7SHJ6_CARSF, tr|A0A1U7U0M8|A0A1U7U0M8_CARSF
OG0000590	sp|Q62245|SOS1_MOUSE	tr|A0A1U7U259|A0A1U7U259_CARSF
OG0000590	sp|Q02384|SOS2_MOUSE	tr|A0A1U7UPR4|A0A1U7UPR4_CARSF, tr|A0A3Q0DJJ8|A0A3Q0DJJ8_CARSF
OG0000591	sp|P18826|KPB1_MOUSE	tr|A0A3Q0EKH2|A0A3Q0EKH2_CARSF
OG0000591	sp|Q8BWJ3|KPB2_MOUSE	tr|A0A1U7UMW9|A0A1U7UMW9_CARSF, tr|A0A1U7U4J2|A0A1U7U4J2_CARSF
OG0000592	tr|Q3UZY6|Q3UZY6_MOUSE	tr|A0A1U7UE76|A0A1U7UE76_CARSF
OG0000592	tr|G3X8R7|G3X8R7_MOUSE	tr|A0A1U7UFW6|A0A1U7UFW6_CARSF, tr|A0A1U7UFV6|A0A1U7UFV6_CARSF
OG0000593	sp|P42232|STA5B_MOUSE	tr|A0A3Q0DF01|A0A3Q0DF01_CARSF, tr|A0A1U7UUD5|A0A1U7UUD5_CARSF
OG0000593	sp|P42230|STA5A_MOUSE	tr|A0A1U7UQ99|A0A1U7UQ99_CARSF
OG0000594	sp|P62702|RS4X_MOUSE	tr|A0A3Q0E0J2|A0A3Q0E0J2_CARSF, tr|A0A3Q0DW26|A0A3Q0DW26_CARSF, tr|A0A1U7T286|A0A1U7T286_CARSF, tr|A0A1U7UK32|A0A1U7UK32_CARSF
OG0000595	sp|O35379|MRP1_MOUSE	tr|A0A3Q0EHE1|A0A3Q0EHE1_CARSF
OG0000595	sp|B2RX12|MRP3_MOUSE	tr|A0A1U7T052|A0A1U7T052_CARSF, tr|A0A1U7TZE3|A0A1U7TZE3_CARSF
OG0000596	sp|Q923M0|PP16A_MOUSE	tr|A0A1U7UQL9|A0A1U7UQL9_CARSF
OG0000596	sp|A2ARS0|ANR63_MOUSE	tr|A0A1U7SFX4|A0A1U7SFX4_CARSF, tr|A0A3Q0EK04|A0A3Q0EK04_CARSF
OG0000597	sp|P34960|MMP12_MOUSE	tr|A0A1U7V4W0|A0A1U7V4W0_CARSF
OG0000597	sp|O55123|MMP10_MOUSE, sp|P28862|MMP3_MOUSE	tr|A0A1U7UVF0|A0A1U7UVF0_CARSF
OG0000598	sp|Q922D8|C1TC_MOUSE	tr|A0A3Q0DHQ2|A0A3Q0DHQ2_CARSF
OG0000598	sp|Q3V3R1|C1TM_MOUSE	tr|A0A1U7UK13|A0A1U7UK13_CARSF, tr|A0A3Q0DDH7|A0A3Q0DDH7_CARSF
OG0000599	sp|Q9DA01|EPPI_MOUSE, sp|Q3UW55|WFC6A_MOUSE, sp|F6ULY1|WFC6B_MOUSE, sp|Q9JHY3|WFD12_MOUSE	tr|A0A3Q0DTH4|A0A3Q0DTH4_CARSF
OG0000600	sp|Q7TSS2|UB2Q1_MOUSE	tr|A0A1U7SEP4|A0A1U7SEP4_CARSF
OG0000600	sp|Q8K2Z8|UB2Q2_MOUSE, tr|Q8BW45|Q8BW45_MOUSE	tr|A0A1U7SMI5|A0A1U7SMI5_CARSF
OG0000601	sp|Q9Z2Z9|GFPT2_MOUSE	tr|A0A3Q0DI72|A0A3Q0DI72_CARSF
OG0000601	sp|P47856|GFPT1_MOUSE	tr|A0A1U7T831|A0A1U7T831_CARSF, tr|A0A3Q0E0A9|A0A3Q0E0A9_CARSF
OG0000602	sp|Q0VGY8|TANC1_MOUSE	tr|A0A1U7TV06|A0A1U7TV06_CARSF
OG0000602	sp|A2A690|TANC2_MOUSE	tr|A0A3Q0EEK8|A0A3Q0EEK8_CARSF, tr|A0A3Q0DP80|A0A3Q0DP80_CARSF
OG0000603	sp|Q80TN7|NAV3_MOUSE	tr|A0A3Q0ECV0|A0A3Q0ECV0_CARSF
OG0000603	tr|E9Q842|E9Q842_MOUSE	tr|A0A3Q0DXG2|A0A3Q0DXG2_CARSF, tr|A0A1U7U9I9|A0A1U7U9I9_CARSF
OG0000604	sp|Q8BGE7|TRIM6_MOUSE	tr|A0A1U7U3P6|A0A1U7U3P6_CARSF, tr|A0A1U7U7K5|A0A1U7U7K5_CARSF, tr|A0A1U7UFS2|A0A1U7UFS2_CARSF, tr|A0A1U7UHE3|A0A1U7UHE3_CARSF
OG0000605	tr|Q9D496|Q9D496_MOUSE, tr|E9Q6D3|E9Q6D3_MOUSE, tr|E9Q3K0|E9Q3K0_MOUSE, tr|E9Q8Z1|E9Q8Z1_MOUSE	tr|A0A1U7ULA6|A0A1U7ULA6_CARSF
OG0000606	sp|P70704|AT8A1_MOUSE	tr|A0A3Q0DK30|A0A3Q0DK30_CARSF
OG0000606	sp|P98200|AT8A2_MOUSE	tr|A0A3Q0DZE4|A0A3Q0DZE4_CARSF, tr|A0A1U7TTE9|A0A1U7TTE9_CARSF
OG0000607	tr|Q6UKZ0|Q6UKZ0_MOUSE, tr|G3X9V8|G3X9V8_MOUSE, tr|Q9D1Q5|Q9D1Q5_MOUSE, tr|A2RSF9|A2RSF9_MOUSE	tr|A0A1U7UHW5|A0A1U7UHW5_CARSF
OG0000608	tr|A0A494BAW1|A0A494BAW1_MOUSE	tr|A0A1U7TWP3|A0A1U7TWP3_CARSF
OG0000608	tr|A2AQ92|A2AQ92_MOUSE	tr|A0A3Q0DUA0|A0A3Q0DUA0_CARSF, tr|A0A1U7TWN8|A0A1U7TWN8_CARSF
OG0000609	tr|A0A0U1RP76|A0A0U1RP76_MOUSE	tr|A0A1U7UFW9|A0A1U7UFW9_CARSF, tr|A0A1U7U2E3|A0A1U7U2E3_CARSF, tr|A0A1U7THE7|A0A1U7THE7_CARSF, tr|A0A1U7U0A6|A0A1U7U0A6_CARSF
OG0000610	sp|P0C027|NUD10_MOUSE, sp|P0C028|NUD11_MOUSE	tr|A0A1U7TEG0|A0A1U7TEG0_CARSF, tr|A0A3Q0DX40|A0A3Q0DX40_CARSF, tr|A0A1U7SRL0|A0A1U7SRL0_CARSF
OG0000611	sp|Q9Z1Q5|CLIC1_MOUSE	tr|A0A3Q0EFP1|A0A3Q0EFP1_CARSF, tr|A0A3Q0DJX6|A0A3Q0DJX6_CARSF, tr|A0A1U7UYG6|A0A1U7UYG6_CARSF, tr|A0A1U7TNR1|A0A1U7TNR1_CARSF
OG0000612	sp|Q6ZQ73|CAND2_MOUSE	tr|A0A1U7UW59|A0A1U7UW59_CARSF, tr|A0A3Q0DPS1|A0A3Q0DPS1_CARSF
OG0000612	sp|Q6ZQ38|CAND1_MOUSE	tr|A0A1U7SPY5|A0A1U7SPY5_CARSF
OG0000613	sp|P39039|MBL1_MOUSE	tr|A0A1U7TEE7|A0A1U7TEE7_CARSF
OG0000613	sp|P41317|MBL2_MOUSE	tr|A0A3Q0E169|A0A3Q0E169_CARSF, tr|A0A1U7T140|A0A1U7T140_CARSF
OG0000614	sp|Q9EPW9|TLR6_MOUSE	tr|A0A1U7T0B8|A0A1U7T0B8_CARSF
OG0000614	sp|Q9EPQ1|TLR1_MOUSE	tr|A0A3Q0DLV1|A0A3Q0DLV1_CARSF, tr|A0A1U7T0A9|A0A1U7T0A9_CARSF
OG0000615	sp|Q9QZD5|RAE2_MOUSE	tr|A0A1U7U852|A0A1U7U852_CARSF
OG0000615	sp|Q9QXG2|RAE1_MOUSE	tr|A0A1U7U2Y7|A0A1U7U2Y7_CARSF, tr|A0A1U7TE61|A0A1U7TE61_CARSF
OG0000617	sp|Q9WV03|FA50A_MOUSE	tr|A0A1U7UJE6|A0A1U7UJE6_CARSF
OG0000617	sp|Q9WTJ8|FA50B_MOUSE	tr|A0A3Q0E211|A0A3Q0E211_CARSF, tr|A0A1U7T2H3|A0A1U7T2H3_CARSF
OG0000618	sp|P62492|RB11A_MOUSE	tr|A0A3Q0E1V0|A0A3Q0E1V0_CARSF, tr|A0A1U7UW01|A0A1U7UW01_CARSF
OG0000618	sp|P46638|RB11B_MOUSE	tr|A0A1U7U895|A0A1U7U895_CARSF
OG0000619	sp|Q8CJH3|PLXB1_MOUSE	tr|A0A1U7TJ61|A0A1U7TJ61_CARSF
OG0000619	sp|Q9QY40|PLXB3_MOUSE	tr|A0A1U7UB04|A0A1U7UB04_CARSF, tr|A0A3Q0DPH6|A0A3Q0DPH6_CARSF
OG0000620	sp|Q4PZA2|ECE1_MOUSE	tr|A0A1U7SPH5|A0A1U7SPH5_CARSF
OG0000620	sp|P0DPD9|EFCE2_MOUSE, sp|P0DPE0|EFMT4_MOUSE	tr|A0A3Q0E2L9|A0A3Q0E2L9_CARSF
OG0000621	sp|Q8BP22|CBAR1_MOUSE	tr|A0A1U7TTF4|A0A1U7TTF4_CARSF
OG0000621	sp|Q3V2J0|CBAR2_MOUSE	tr|A0A1U7U777|A0A1U7U777_CARSF, tr|A0A1U7SX01|A0A1U7SX01_CARSF
OG0000622	sp|Q8R317|UBQL1_MOUSE	tr|A0A3Q0DGP3|A0A3Q0DGP3_CARSF
OG0000622	tr|Q9D4I8|Q9D4I8_MOUSE, sp|Q9QZM0|UBQL2_MOUSE	tr|A0A3Q0ELH3|A0A3Q0ELH3_CARSF
OG0000623	sp|Q5QGU6|RTP3_MOUSE	tr|A0A1U7UAY5|A0A1U7UAY5_CARSF
OG0000623	sp|Q9ER80|RTP4_MOUSE	tr|A0A1U7TMK3|A0A1U7TMK3_CARSF, tr|A0A1U7TDU0|A0A1U7TDU0_CARSF
OG0000624	tr|B3F5L4|B3F5L4_MOUSE, tr|A0A1B0GSB0|A0A1B0GSB0_MOUSE	tr|A0A1U7TJ98|A0A1U7TJ98_CARSF
OG0000624	sp|Q2VLH6|C163A_MOUSE	tr|A0A3Q0EEX9|A0A3Q0EEX9_CARSF
OG0000625	sp|Q925H0|ASIC2_MOUSE	tr|A0A3Q0EH90|A0A3Q0EH90_CARSF
OG0000625	sp|Q6NXK8|ASIC1_MOUSE	tr|A0A3Q0DRE1|A0A3Q0DRE1_CARSF, tr|A0A3Q0E5Q2|A0A3Q0E5Q2_CARSF
OG0000626	sp|Q8K0D0|CDK17_MOUSE	tr|A0A1U7SZ33|A0A1U7SZ33_CARSF
OG0000626	sp|Q04735|CDK16_MOUSE	tr|A0A1U7TBR3|A0A1U7TBR3_CARSF, tr|A0A3Q0EE44|A0A3Q0EE44_CARSF
OG0000627	sp|P51678|CCR3_MOUSE	tr|A0A1U7UVL4|A0A1U7UVL4_CARSF
OG0000627	sp|P51675|CCR1_MOUSE, sp|P51676|CC1L1_MOUSE	tr|A0A1U7TMF4|A0A1U7TMF4_CARSF
OG0000628	tr|D3YXJ9|D3YXJ9_MOUSE, sp|Q9D7U6|CLD22_MOUSE	tr|A0A1U7UH37|A0A1U7UH37_CARSF, tr|A0A1U7TZV0|A0A1U7TZV0_CARSF, tr|A0A1U7TPT6|A0A1U7TPT6_CARSF
OG0000629	sp|Q99NB5|GSDMC_MOUSE, sp|Q8CB12|GSDC3_MOUSE, sp|Q2KHK6|GSDC2_MOUSE, sp|Q3TR54|GSDC4_MOUSE	tr|A0A3Q0E1W1|A0A3Q0E1W1_CARSF
OG0000630	sp|Q9ER47|KCNH7_MOUSE	tr|A0A1U7T7B1|A0A1U7T7B1_CARSF
OG0000630	tr|Q32ME0|Q32ME0_MOUSE, sp|O35219|KCNH2_MOUSE	tr|A0A3Q0DGV3|A0A3Q0DGV3_CARSF
OG0000631	tr|B7ZC55|B7ZC55_MOUSE	tr|A0A1U7TQD7|A0A1U7TQD7_CARSF, tr|A0A3Q0DT29|A0A3Q0DT29_CARSF, tr|A0A3Q0EDU5|A0A3Q0EDU5_CARSF, tr|A0A3Q0E0U5|A0A3Q0E0U5_CARSF
OG0000632	sp|Q06986|SIAH2_MOUSE	tr|A0A1U7UQ11|A0A1U7UQ11_CARSF
OG0000632	sp|Q06985|SIA1B_MOUSE, sp|P61092|SIA1A_MOUSE	tr|A0A1U7UAD8|A0A1U7UAD8_CARSF
OG0000633	sp|Q9QUI0|RHOA_MOUSE	tr|A0A1U7T1M4|A0A1U7T1M4_CARSF
OG0000633	sp|Q62159|RHOC_MOUSE	tr|A0A1U7SQI2|A0A1U7SQI2_CARSF, tr|A0A3Q0DTL2|A0A3Q0DTL2_CARSF
OG0000634	sp|Q8VEH3|ARL8A_MOUSE, sp|Q9CQW2|ARL8B_MOUSE	tr|A0A3Q0DVI3|A0A3Q0DVI3_CARSF, tr|A0A1U7UPI7|A0A1U7UPI7_CARSF, tr|A0A3Q0EIB2|A0A3Q0EIB2_CARSF
OG0000635	sp|Q09M05|CBPC4_MOUSE	tr|A0A1U7UP07|A0A1U7UP07_CARSF
OG0000635	sp|Q641K1|CBPC1_MOUSE	tr|A0A1U7V4X0|A0A1U7V4X0_CARSF, tr|A0A1U7T3K3|A0A1U7T3K3_CARSF
OG0000636	sp|P62482|KCAB2_MOUSE	tr|A0A3Q0DNU3|A0A3Q0DNU3_CARSF
OG0000636	sp|P63143|KCAB1_MOUSE	tr|A0A1U7TRX1|A0A1U7TRX1_CARSF, tr|A0A3Q0EHA5|A0A3Q0EHA5_CARSF
OG0000637	sp|P70695|F16P2_MOUSE	tr|A0A1U7ULW7|A0A1U7ULW7_CARSF
OG0000637	sp|Q9QXD6|F16P1_MOUSE	tr|A0A3Q0EJ76|A0A3Q0EJ76_CARSF, tr|A0A1U7UWE9|A0A1U7UWE9_CARSF
OG0000638	tr|A0A0N4SUP0|A0A0N4SUP0_MOUSE	tr|A0A1U7T418|A0A1U7T418_CARSF
OG0000638	tr|Q7TRW7|Q7TRW7_MOUSE	tr|A0A1U7TFV2|A0A1U7TFV2_CARSF, tr|A0A1U7TVD0|A0A1U7TVD0_CARSF
OG0000639	sp|P43136|NR2F6_MOUSE, sp|Q60632|COT1_MOUSE, sp|P43135|COT2_MOUSE	tr|A0A1U7T9B9|A0A1U7T9B9_CARSF, tr|A0A3Q0DMZ0|A0A3Q0DMZ0_CARSF
OG0000640	tr|J3QMN6|J3QMN6_MOUSE	tr|A0A1U7TSC3|A0A1U7TSC3_CARSF
OG0000640	sp|P97501|FMO3_MOUSE	tr|A0A1U7TTF6|A0A1U7TTF6_CARSF, tr|A0A1U7TGY9|A0A1U7TGY9_CARSF
OG0000641	sp|Q9D6A1|MYO1H_MOUSE	tr|A0A1U7UK51|A0A1U7UK51_CARSF
OG0000641	sp|Q9WTI7|MYO1C_MOUSE	tr|A0A1U7UPG1|A0A1U7UPG1_CARSF, tr|A0A1U7V1I5|A0A1U7V1I5_CARSF
OG0000642	sp|Q62167|DDX3X_MOUSE	tr|A0A1U7UCG3|A0A1U7UCG3_CARSF
OG0000642	sp|P16381|DDX3L_MOUSE, sp|Q62095|DDX3Y_MOUSE	tr|A0A1U7TY63|A0A1U7TY63_CARSF
OG0000643	sp|Q7TNF0|DOC2A_MOUSE	tr|A0A3Q0EG53|A0A3Q0EG53_CARSF
OG0000643	sp|Q9ESN1|DOC2G_MOUSE, sp|P70169|DOC2B_MOUSE	tr|A0A3Q0DTZ6|A0A3Q0DTZ6_CARSF
OG0000644	sp|Q9DBG3|AP2B1_MOUSE	tr|A0A3Q0DIS4|A0A3Q0DIS4_CARSF
OG0000644	sp|O35643|AP1B1_MOUSE	tr|A0A1U7SX78|A0A1U7SX78_CARSF, tr|A0A3Q0EFJ1|A0A3Q0EFJ1_CARSF
OG0000645	sp|Q9JME5|AP3B2_MOUSE	tr|A0A3Q0E816|A0A3Q0E816_CARSF
OG0000645	sp|Q9Z1T1|AP3B1_MOUSE	tr|A0A1U7UHZ9|A0A1U7UHZ9_CARSF, tr|A0A1U7SI73|A0A1U7SI73_CARSF
OG0000646	sp|Q71LX4|TLN2_MOUSE	tr|A0A1U7T365|A0A1U7T365_CARSF
OG0000646	sp|P26039|TLN1_MOUSE	tr|A0A1U7TTY9|A0A1U7TTY9_CARSF, tr|A0A3Q0DKX8|A0A3Q0DKX8_CARSF
OG0000647	sp|O35723|DNJB3_MOUSE	tr|A0A1U7T9B3|A0A1U7T9B3_CARSF
OG0000647	sp|O54946|DNJB6_MOUSE	tr|A0A1U7TN22|A0A1U7TN22_CARSF, tr|A0A1U7T3U1|A0A1U7T3U1_CARSF
OG0000648	sp|P61939|THBG_MOUSE	tr|A0A1U7TSM0|A0A1U7TSM0_CARSF
OG0000648	sp|Q9D7D2|SPA9_MOUSE	tr|A0A1U7TTR5|A0A1U7TTR5_CARSF, tr|A0A1U7SSP5|A0A1U7SSP5_CARSF
OG0000649	sp|P33174|KIF4_MOUSE	tr|A0A3Q0DPF5|A0A3Q0DPF5_CARSF, tr|A0A1U7UUI2|A0A1U7UUI2_CARSF, tr|A0A1U7TAE7|A0A1U7TAE7_CARSF, tr|A0A1U7TVW2|A0A1U7TVW2_CARSF
OG0000650	sp|Q8BYK4|RDH12_MOUSE	tr|A0A1U7TYW2|A0A1U7TYW2_CARSF
