Orthogroup	Mus_musculus	Marmota_marmota_marmota
OG0002309	sp|Q7TN89|RASE_MOUSE	tr|A0A8C5ZEC7|A0A8C5ZEC7_MARMA, tr|A0A8C6EWE5|A0A8C6EWE5_MARMA
OG0002310	sp|P49135|ERCC3_MOUSE	tr|A0A8C5Z3R2|A0A8C5Z3R2_MARMA, tr|A0A8C6A3L6|A0A8C6A3L6_MARMA
OG0002311	sp|O35740|CITE2_MOUSE, sp|P97769|CITE1_MOUSE	tr|A0A8C6A6S1|A0A8C6A6S1_MARMA
OG0002312	sp|Q8BGR9|UBCP1_MOUSE	tr|A0A8C5ZGN0|A0A8C5ZGN0_MARMA, tr|A0A8C5YNQ8|A0A8C5YNQ8_MARMA
OG0002313	sp|Q9R0P6|SC11A_MOUSE	tr|A0A8C5ZYE0|A0A8C5ZYE0_MARMA, tr|A0A8C5Z4H9|A0A8C5Z4H9_MARMA
OG0002314	sp|Q6NSV7|F149B_MOUSE	tr|A0A8C5Z4Y1|A0A8C5Z4Y1_MARMA, tr|A0A8C5YWZ5|A0A8C5YWZ5_MARMA
OG0002315	sp|Q9CWR0|ARHGP_MOUSE	tr|A0A8C5ZAJ8|A0A8C5ZAJ8_MARMA, tr|A0A8C5ZUD1|A0A8C5ZUD1_MARMA
OG0002316	sp|P05202|AATM_MOUSE	tr|A0A8C5Z947|A0A8C5Z947_MARMA, tr|A0A8C5ZBD1|A0A8C5ZBD1_MARMA
OG0002317	sp|Q9CY97|SSU72_MOUSE	tr|A0A8C5ZCR9|A0A8C5ZCR9_MARMA, tr|A0A8C5ZSE0|A0A8C5ZSE0_MARMA
OG0002318	tr|F8VQG7|F8VQG7_MOUSE	tr|A0A8C6AAA0|A0A8C6AAA0_MARMA, tr|A0A8C5ZXX6|A0A8C5ZXX6_MARMA
OG0002319	sp|Q80W31|ZN569_MOUSE	tr|A0A8C6ENY9|A0A8C6ENY9_MARMA, tr|A0A8C6ENZ3|A0A8C6ENZ3_MARMA
OG0002320	tr|G3XA50|G3XA50_MOUSE, sp|Q8K3W2|LRC10_MOUSE	tr|A0A8C6EP32|A0A8C6EP32_MARMA
OG0002321	sp|P62281|RS11_MOUSE	tr|A0A8C6A190|A0A8C6A190_MARMA, tr|A0A8C6ERI2|A0A8C6ERI2_MARMA
OG0002322	sp|P02104|HBE_MOUSE	tr|A0A8C5ZIT0|A0A8C5ZIT0_MARMA, tr|A0A8C6ETI9|A0A8C6ETI9_MARMA
OG0002323	sp|O35926|CD5R2_MOUSE, sp|P61809|CD5R1_MOUSE	tr|A0A8C6EU38|A0A8C6EU38_MARMA
OG0002324	sp|P70255|NFIC_MOUSE, sp|Q02780|NFIA_MOUSE	tr|A0A8C6EUS9|A0A8C6EUS9_MARMA
OG0002325	sp|Q8BI71|EX3L1_MOUSE, tr|D3YUP5|D3YUP5_MOUSE	tr|A0A8C5YI07|A0A8C5YI07_MARMA
OG0002326	sp|P20033|PDGFA_MOUSE, sp|P31240|PDGFB_MOUSE	tr|A0A8C5ZB49|A0A8C5ZB49_MARMA
OG0002327	tr|A0A075B6C4|A0A075B6C4_MOUSE, tr|A0A075B5Z5|A0A075B5Z5_MOUSE	tr|A0A8C5ZK46|A0A8C5ZK46_MARMA
OG0002328	sp|Q45KJ6|LN28B_MOUSE, sp|Q8K3Y3|LN28A_MOUSE	tr|A0A8C5ZL37|A0A8C5ZL37_MARMA
OG0002329	sp|Q62280|SSXT_MOUSE	tr|A0A8C5Z824|A0A8C5Z824_MARMA, tr|A0A8C5ZR98|A0A8C5ZR98_MARMA
OG0002330	sp|Q91VY6|CYTIP_MOUSE, sp|Q9JJA9|GRASP_MOUSE	tr|A0A8C6AB05|A0A8C6AB05_MARMA
OG0002331	sp|P49681|NPBW1_MOUSE	tr|A0A8C5YLB2|A0A8C5YLB2_MARMA, tr|A0A8C5YHR3|A0A8C5YHR3_MARMA
OG0002332	sp|O88425|NDK6_MOUSE	tr|A0A8C5YR35|A0A8C5YR35_MARMA, tr|A0A8C5Z083|A0A8C5Z083_MARMA
OG0002333	tr|E9Q6S0|E9Q6S0_MOUSE	tr|A0A8C5Z326|A0A8C5Z326_MARMA, tr|A0A8C5Z283|A0A8C5Z283_MARMA
OG0002334	sp|O70201|BIRC5_MOUSE	tr|A0A8C5Z3Y4|A0A8C5Z3Y4_MARMA, tr|A0A8C5Z4L1|A0A8C5Z4L1_MARMA
OG0002335	sp|P62245|RS15A_MOUSE	tr|A0A8C5ZAH6|A0A8C5ZAH6_MARMA, tr|A0A8C6A8A0|A0A8C6A8A0_MARMA
OG0002336	tr|A2AF31|A2AF31_MOUSE	tr|A0A8C6ESA2|A0A8C6ESA2_MARMA, tr|A0A8C5ZCZ4|A0A8C5ZCZ4_MARMA
OG0002337	sp|P25962|ADRB3_MOUSE	tr|A0A8C5ZS76|A0A8C5ZS76_MARMA, tr|A0A8C6A6V4|A0A8C6A6V4_MARMA
OG0002338	sp|P26955|IL3RB_MOUSE, sp|P26954|IL3B2_MOUSE	tr|A0A8C5ZUE6|A0A8C5ZUE6_MARMA
OG0002339	sp|Q9D2U9|H2B3A_MOUSE	tr|A0A8C5ZBY1|A0A8C5ZBY1_MARMA, tr|A0A8C5ZUK3|A0A8C5ZUK3_MARMA
OG0002340	sp|O70172|PI42A_MOUSE, sp|Q80XI4|PI42B_MOUSE	tr|A0A8C6A1V4|A0A8C6A1V4_MARMA
OG0002341	sp|Q69Z37|SAM9L_MOUSE	tr|A0A8C6A4S1|A0A8C6A4S1_MARMA, tr|A0A8C6A6F9|A0A8C6A6F9_MARMA
OG0002342	sp|Q91WK2|EIF3H_MOUSE	tr|A0A8C5ZUF6|A0A8C5ZUF6_MARMA, tr|A0A8C6ADT6|A0A8C6ADT6_MARMA
OG0002343	sp|Q8CE46|PUS7L_MOUSE, sp|Q91VU7|PUS7_MOUSE	tr|A0A8C6EVY2|A0A8C6EVY2_MARMA
OG0002344	sp|Q8C854|MYEF2_MOUSE	tr|A0A8C6EVZ8|A0A8C6EVZ8_MARMA, tr|A0A8C5ZSY8|A0A8C5ZSY8_MARMA
OG0002345	tr|A0A0B4J1G4|A0A0B4J1G4_MOUSE, sp|Q9QXT6|IL17B_MOUSE	tr|A0A8C6EWT2|A0A8C6EWT2_MARMA
OG0002346	sp|B2RWW0|TAGAP_MOUSE, sp|P0CAX8|TGAP1_MOUSE	tr|A0A8C5Z9S9|A0A8C5Z9S9_MARMA
OG0002347	sp|Q7TPG6|TAFA3_MOUSE	tr|A0A8C5YYZ6|A0A8C5YYZ6_MARMA, tr|A0A8C5ZEQ6|A0A8C5ZEQ6_MARMA
OG0002348	tr|Q8VFP2|Q8VFP2_MOUSE, tr|Q8VFE7|Q8VFE7_MOUSE	tr|A0A8C5ZL59|A0A8C5ZL59_MARMA
OG0002349	sp|Q9CXT7|TM192_MOUSE	tr|A0A8C5ZRW5|A0A8C5ZRW5_MARMA, tr|A0A8C5ZME2|A0A8C5ZME2_MARMA
OG0002350	sp|Q99KS2|NGRN_MOUSE	tr|A0A8C6A112|A0A8C6A112_MARMA, tr|A0A8C5ZZ64|A0A8C5ZZ64_MARMA
OG0002351	sp|O08574|MESP2_MOUSE, sp|P97309|MESP1_MOUSE	tr|A0A8C6A1N4|A0A8C6A1N4_MARMA
OG0002352	sp|A6H666|COX8C_MOUSE	tr|A0A8C5ZF17|A0A8C5ZF17_MARMA, tr|A0A8C5YK05|A0A8C5YK05_MARMA
OG0002353	sp|Q6PAV2|HERC4_MOUSE	tr|A0A8C6ESF2|A0A8C6ESF2_MARMA, tr|A0A8C5YZC4|A0A8C5YZC4_MARMA
OG0002354	sp|Q03391|NMDE4_MOUSE, sp|Q01098|NMDE3_MOUSE	tr|A0A8C5ZDC2|A0A8C5ZDC2_MARMA
OG0002355	sp|Q5RL79|KTAP2_MOUSE	tr|A0A8C6EVB4|A0A8C6EVB4_MARMA, tr|A0A8C5ZG40|A0A8C5ZG40_MARMA
OG0002356	sp|Q91X60|ACHA2_MOUSE	tr|A0A8C5ZKZ9|A0A8C5ZKZ9_MARMA, tr|A0A8C6ENQ5|A0A8C6ENQ5_MARMA
OG0002357	sp|Q9WVL1|AP4S1_MOUSE	tr|A0A8C6AB65|A0A8C6AB65_MARMA, tr|A0A8C5Z4F8|A0A8C5Z4F8_MARMA
OG0002358	sp|Q61606|GLR_MOUSE, sp|O35659|GLP1R_MOUSE	tr|A0A8C6AG72|A0A8C6AG72_MARMA
OG0002359	sp|O70325|GPX4_MOUSE	tr|A0A8C6ES53|A0A8C6ES53_MARMA, tr|A0A8C5Z9T7|A0A8C5Z9T7_MARMA
OG0002360	sp|Q8N9S3|AHSA2_MOUSE, sp|Q8BK64|AHSA1_MOUSE	tr|A0A8C6EWY9|A0A8C6EWY9_MARMA
OG0002361	sp|Q7TNF0|DOC2A_MOUSE, sp|P70169|DOC2B_MOUSE	tr|A0A8C6EZR3|A0A8C6EZR3_MARMA
OG0002362	sp|Q9CQW2|ARL8B_MOUSE	tr|A0A8C5ZH13|A0A8C5ZH13_MARMA, tr|A0A8C5Z350|A0A8C5Z350_MARMA
OG0002363	sp|Q9CU24|THMS3_MOUSE, sp|Q8BGW0|THMS1_MOUSE	tr|A0A8C5ZU02|A0A8C5ZU02_MARMA
OG0002364	sp|P61979|HNRPK_MOUSE	tr|A0A8C6A230|A0A8C6A230_MARMA, tr|A0A8C6A4G4|A0A8C6A4G4_MARMA
OG0002365	sp|Q8VEL0|MSPD1_MOUSE	tr|A0A8C6EP48|A0A8C6EP48_MARMA, tr|A0A8C6A017|A0A8C6A017_MARMA
OG0002366	sp|Q9CQC7|NDUB4_MOUSE	tr|A0A8C5ZMT6|A0A8C5ZMT6_MARMA, tr|A0A8C6ESI6|A0A8C6ESI6_MARMA
OG0002367	sp|D2EAC2|ZBED6_MOUSE, sp|Q80WQ9|ZBED4_MOUSE	tr|A0A8C5Z2L1|A0A8C5Z2L1_MARMA
OG0002368	sp|P97370|AT1B3_MOUSE	tr|A0A8C5ZUV1|A0A8C5ZUV1_MARMA, tr|A0A8C5Z538|A0A8C5Z538_MARMA
OG0002369	sp|Q9Z2U0|PSA7_MOUSE, sp|Q9CWH6|PSMA8_MOUSE	tr|A0A8C5Z576|A0A8C5Z576_MARMA
OG0002370	sp|Q3U492|KCP_MOUSE, sp|Q8CJ69|BMPER_MOUSE	tr|A0A8C5ZC60|A0A8C5ZC60_MARMA
OG0002371	sp|O70165|FCN1_MOUSE, sp|O70497|FCN2_MOUSE	tr|A0A8C5ZF86|A0A8C5ZF86_MARMA
OG0002372	sp|O35216|CENPA_MOUSE	tr|A0A8C5ZG88|A0A8C5ZG88_MARMA, tr|A0A8C6A2L8|A0A8C6A2L8_MARMA
OG0002373	sp|Q8K2Q7|BROX_MOUSE	tr|A0A8C6ADB4|A0A8C6ADB4_MARMA, tr|A0A8C6EWL5|A0A8C6EWL5_MARMA
OG0002374	sp|Q9WUL7|ARL3_MOUSE	tr|A0A8C5YNI6|A0A8C5YNI6_MARMA, tr|A0A8C6ABP2|A0A8C6ABP2_MARMA
OG0002375	sp|Q0VFX2|CF157_MOUSE, sp|Q61043|NIN_MOUSE	tr|A0A8C5YNZ4|A0A8C5YNZ4_MARMA
OG0002376	tr|Q9EQY5|Q9EQY5_MOUSE	tr|A0A8C5Z7Z7|A0A8C5Z7Z7_MARMA, tr|A0A8C5Z9G6|A0A8C5Z9G6_MARMA
OG0002377	sp|Q8VDB9|S620A_MOUSE, sp|O88575|S620B_MOUSE	tr|A0A8C5Z9P8|A0A8C5Z9P8_MARMA
OG0002378	sp|Q059Y8|DCST1_MOUSE, tr|A0A140LIJ0|A0A140LIJ0_MOUSE	tr|A0A8C5ZTF2|A0A8C5ZTF2_MARMA
OG0002379	sp|Q9Z183|PADI4_MOUSE, sp|Q9Z185|PADI1_MOUSE	tr|A0A8C6A360|A0A8C6A360_MARMA
OG0002380	sp|Q9DBU5|RNF6_MOUSE	tr|A0A8C6A7V2|A0A8C6A7V2_MARMA, tr|A0A8C5ZHR7|A0A8C5ZHR7_MARMA
OG0002381	sp|Q9Z0L4|BMP15_MOUSE	tr|A0A8C5ZJ58|A0A8C5ZJ58_MARMA, tr|A0A8C6AEF1|A0A8C6AEF1_MARMA
OG0002382	sp|Q80W22|THNS2_MOUSE	tr|A0A8C6ES34|A0A8C6ES34_MARMA, tr|A0A8C5Z860|A0A8C5Z860_MARMA
OG0002383	sp|Q9JHU3|CDK20_MOUSE	tr|A0A8C6EY33|A0A8C6EY33_MARMA, tr|A0A8C6A6H3|A0A8C6A6H3_MARMA
OG0002384	sp|Q9R1Y5|HIC1_MOUSE, sp|Q9JLZ6|HIC2_MOUSE	tr|A0A8C5YJT4|A0A8C5YJT4_MARMA
OG0002385	tr|Q7TSV0|Q7TSV0_MOUSE	tr|A0A8C5YT76|A0A8C5YT76_MARMA, tr|A0A8C6AGY8|A0A8C6AGY8_MARMA
OG0002386	sp|P11032|GRAA_MOUSE	tr|A0A8C6ES13|A0A8C6ES13_MARMA, tr|A0A8C5Z730|A0A8C5Z730_MARMA
OG0002387	sp|Q8K2H3|FA13B_MOUSE	tr|A0A8C5Z0T9|A0A8C5Z0T9_MARMA, tr|A0A8C5Z7X0|A0A8C5Z7X0_MARMA
OG0002388	tr|Q8VFP0|Q8VFP0_MOUSE	tr|A0A8C6A8M9|A0A8C6A8M9_MARMA, tr|A0A8C5ZL70|A0A8C5ZL70_MARMA
OG0002389	tr|A0A0A6YY83|A0A0A6YY83_MOUSE, tr|Q8CFX3|Q8CFX3_MOUSE	tr|A0A8C5ZUJ2|A0A8C5ZUJ2_MARMA
OG0002390	sp|Q9CYD3|CRTAP_MOUSE, sp|Q8K2B0|SC65_MOUSE	tr|A0A8C6ETE5|A0A8C6ETE5_MARMA
OG0002391	sp|Q6ZPY2|SMG5_MOUSE	tr|A0A8C6ETT1|A0A8C6ETT1_MARMA, tr|A0A8C5ZWB5|A0A8C5ZWB5_MARMA
OG0002392	sp|Q8BMD5|CDAC1_MOUSE	tr|A0A8C6ACQ2|A0A8C6ACQ2_MARMA, tr|A0A8C5YM38|A0A8C5YM38_MARMA
OG0002393	sp|P13609|SRGN_MOUSE	tr|A0A8C5Z5C3|A0A8C5Z5C3_MARMA, tr|A0A8C5YNV6|A0A8C5YNV6_MARMA
OG0002394	sp|Q99MV2|TX19A_MOUSE, sp|Q9D5S1|TX19B_MOUSE	tr|A0A8C5YSY7|A0A8C5YSY7_MARMA
OG0002395	sp|Q63870|CO7A1_MOUSE, sp|Q60847|COCA1_MOUSE	tr|A0A8C5Z2S0|A0A8C5Z2S0_MARMA
OG0002396	tr|A0A0G2LB96|A0A0G2LB96_MOUSE, sp|P01736|TVB3_MOUSE	tr|A0A8C5Z5X1|A0A8C5Z5X1_MARMA
OG0002397	sp|Q9DB50|AP1S2_MOUSE	tr|A0A8C5YZA1|A0A8C5YZA1_MARMA, tr|A0A8C5ZAX0|A0A8C5ZAX0_MARMA
OG0002398	tr|Q80Y37|Q80Y37_MOUSE	tr|A0A8C5ZF04|A0A8C5ZF04_MARMA, tr|A0A8C5Z2P2|A0A8C5Z2P2_MARMA
OG0002399	sp|P51859|HDGF_MOUSE	tr|A0A8C6ELW8|A0A8C6ELW8_MARMA, tr|A0A8C5ZIH7|A0A8C5ZIH7_MARMA
OG0002400	sp|Q9WUD8|FAIM1_MOUSE, tr|J3QPY3|J3QPY3_MOUSE	tr|A0A8C5ZVR3|A0A8C5ZVR3_MARMA
OG0002401	sp|Q9Z176|P2R3D_MOUSE, tr|B2RXC8|B2RXC8_MOUSE	tr|A0A8C5ZW63|A0A8C5ZW63_MARMA
OG0002402	sp|Q9ET30|TM9S3_MOUSE	tr|A0A8C6A5R8|A0A8C6A5R8_MARMA, tr|A0A8C5YT47|A0A8C5YT47_MARMA
OG0002403	sp|Q8BRM2|GORAB_MOUSE	tr|A0A8C5ZUX4|A0A8C5ZUX4_MARMA, tr|A0A8C5ZXW6|A0A8C5ZXW6_MARMA
OG0002404	sp|Q9QWT9|KIFC1_MOUSE, tr|E9PUA5|E9PUA5_MOUSE	tr|A0A8C6AFZ2|A0A8C6AFZ2_MARMA
OG0002405	sp|Q99K74|MED24_MOUSE	tr|A0A8C5Z4I2|A0A8C5Z4I2_MARMA, tr|A0A8C6A8N7|A0A8C6A8N7_MARMA
OG0002407	sp|Q3UKU1|ELL2_MOUSE	tr|A0A8C5YZV0|A0A8C5YZV0_MARMA, tr|A0A8C6ET70|A0A8C6ET70_MARMA
OG0002408	sp|Q62189|SNRPA_MOUSE	tr|A0A8C6A0S9|A0A8C6A0S9_MARMA, tr|A0A8C6EYM4|A0A8C6EYM4_MARMA
OG0002409	tr|A0A2I3BPJ2|A0A2I3BPJ2_MOUSE, sp|Q9CZ52|ANTR1_MOUSE	tr|A0A8C5Z073|A0A8C5Z073_MARMA
OG0002410	tr|Q14B01|Q14B01_MOUSE, tr|Q8R3P8|Q8R3P8_MOUSE	tr|A0A8C5Z0V7|A0A8C5Z0V7_MARMA
OG0002411	sp|Q8BH79|ANO10_MOUSE, sp|Q6PB70|ANO8_MOUSE	tr|A0A8C5Z7R7|A0A8C5Z7R7_MARMA
OG0002412	sp|A2AS55|ANR16_MOUSE, sp|A2RT91|ANKAR_MOUSE	tr|A0A8C5ZMU8|A0A8C5ZMU8_MARMA
OG0002413	sp|Q9JJF9|SPP2A_MOUSE, sp|Q3TD49|SPP2B_MOUSE	tr|A0A8C5ZPC5|A0A8C5ZPC5_MARMA
OG0002414	sp|P21107|TPM3_MOUSE, sp|P58771|TPM1_MOUSE	tr|A0A8C5ZUD5|A0A8C5ZUD5_MARMA
OG0002415	sp|Q8QZT4|CRUM3_MOUSE	tr|A0A8C5ZSG8|A0A8C5ZSG8_MARMA, tr|A0A8C6A1N0|A0A8C6A1N0_MARMA
OG0002416	sp|Q99KC8|VMA5A_MOUSE, tr|Q8BGF0|Q8BGF0_MOUSE	tr|A0A8C6A5V6|A0A8C6A5V6_MARMA
OG0002417	sp|Q8BGA5|KRR1_MOUSE	tr|A0A8C5YSX7|A0A8C5YSX7_MARMA, tr|A0A8C5Z6M6|A0A8C5Z6M6_MARMA
OG0002418	tr|E9Q7P1|E9Q7P1_MOUSE	tr|A0A8C5YLE6|A0A8C5YLE6_MARMA, tr|A0A8C5YY11|A0A8C5YY11_MARMA
OG0002419	sp|Q91ZD6|EAF2_MOUSE, sp|Q9D4C5|EAF1_MOUSE	tr|A0A8C5ZJ36|A0A8C5ZJ36_MARMA
OG0002420	sp|Q0VAW7|ZN112_MOUSE	tr|A0A8C5ZNT4|A0A8C5ZNT4_MARMA, tr|A0A8C5ZS65|A0A8C5ZS65_MARMA
OG0002421	sp|Q8BY71|HAT1_MOUSE	tr|A0A8C5ZZ46|A0A8C5ZZ46_MARMA, tr|A0A8C6AEE4|A0A8C6AEE4_MARMA
OG0002422	sp|Q04744|EMX2_MOUSE, sp|Q04742|EMX1_MOUSE	tr|A0A8C5YI32|A0A8C5YI32_MARMA
OG0002423	tr|Q8VGC8|Q8VGC8_MOUSE	tr|A0A8C6A7R2|A0A8C6A7R2_MARMA, tr|A0A8C5YU42|A0A8C5YU42_MARMA
OG0002424	sp|Q9Z1D9|ZN394_MOUSE	tr|A0A8C5YVM4|A0A8C5YVM4_MARMA, tr|A0A8C5YXH4|A0A8C5YXH4_MARMA
OG0002425	sp|Q9EQ21|HEPC_MOUSE, sp|Q80T19|HEPC2_MOUSE	tr|A0A8C5YYT5|A0A8C5YYT5_MARMA
OG0002426	sp|Q7TQC5|APTX_MOUSE, sp|Q9JLV6|PNKP_MOUSE	tr|A0A8C5Z782|A0A8C5Z782_MARMA
OG0002427	sp|Q922B6|TRAF7_MOUSE	tr|A0A8C5YWD8|A0A8C5YWD8_MARMA, tr|A0A8C5Z7X8|A0A8C5Z7X8_MARMA
OG0002428	sp|Q60876|4EBP1_MOUSE	tr|A0A8C5Z849|A0A8C5Z849_MARMA, tr|A0A8C5ZML6|A0A8C5ZML6_MARMA
OG0002429	sp|Q69ZI1|SH3R1_MOUSE, sp|Q8C120|SH3R3_MOUSE	tr|A0A8C5ZL20|A0A8C5ZL20_MARMA
OG0002430	tr|Q3V063|Q3V063_MOUSE, sp|Q9D3R9|TAF7L_MOUSE	tr|A0A8C5ZPJ9|A0A8C5ZPJ9_MARMA
OG0002431	sp|P97792|CXAR_MOUSE, tr|Q1RME4|Q1RME4_MOUSE	tr|A0A8C5ZSE8|A0A8C5ZSE8_MARMA
OG0002432	sp|A1A546|ISX_MOUSE	tr|A0A8C5ZU81|A0A8C5ZU81_MARMA, tr|A0A8C6A646|A0A8C6A646_MARMA
OG0002433	sp|Q6P5E8|DGKQ_MOUSE, sp|Q9R1C6|DGKE_MOUSE	tr|A0A8C6A3Z6|A0A8C6A3Z6_MARMA
OG0002434	sp|Q9D1K7|CT027_MOUSE	tr|A0A8C6ADE6|A0A8C6ADE6_MARMA, tr|A0A8C6AAE9|A0A8C6AAE9_MARMA
OG0002435	sp|Q99KY4|GAK_MOUSE	tr|A0A8C6ERM6|A0A8C6ERM6_MARMA, tr|A0A8C5Z7Z8|A0A8C5Z7Z8_MARMA
OG0002436	tr|Q99PB1|Q99PB1_MOUSE, sp|Q9CPR8|NSE3_MOUSE	tr|A0A8C5Z2U3|A0A8C5Z2U3_MARMA
OG0002437	sp|Q64092|TFE3_MOUSE	tr|A0A8C6EY96|A0A8C6EY96_MARMA, tr|A0A8C5ZDS5|A0A8C5ZDS5_MARMA
OG0002438	sp|Q9D4V0|EKI1_MOUSE	tr|A0A8C5ZWN0|A0A8C5ZWN0_MARMA, tr|A0A8C5YHZ3|A0A8C5YHZ3_MARMA
OG0002439	sp|Q8VC16|LRC14_MOUSE	tr|A0A8C5Z522|A0A8C5Z522_MARMA, tr|A0A8C5YK59|A0A8C5YK59_MARMA
OG0002440	tr|A0A1B0GRU2|A0A1B0GRU2_MOUSE, tr|E9Q547|E9Q547_MOUSE	tr|A0A8C5ZIT8|A0A8C5ZIT8_MARMA
OG0002441	sp|O35215|DOPD_MOUSE	tr|A0A8C5YK56|A0A8C5YK56_MARMA, tr|A0A8C5YLF8|A0A8C5YLF8_MARMA
OG0002442	tr|Q8VF81|Q8VF81_MOUSE	tr|A0A8C5Z7A7|A0A8C5Z7A7_MARMA, tr|A0A8C5Z247|A0A8C5Z247_MARMA
OG0002443	sp|P43680|SOX18_MOUSE, sp|P40646|SOX7_MOUSE	tr|A0A8C5ZEY4|A0A8C5ZEY4_MARMA
OG0002445	sp|Q80UU2|RPP38_MOUSE	tr|A0A8C5ZMR4|A0A8C5ZMR4_MARMA, tr|A0A8C5ZM82|A0A8C5ZM82_MARMA
OG0002446	sp|Q3ULJ0|GPD1L_MOUSE, sp|P13707|GPDA_MOUSE	tr|A0A8C6A9X5|A0A8C6A9X5_MARMA
OG0002447	sp|Q8CG50|RAB43_MOUSE, sp|P35294|RAB19_MOUSE	tr|A0A8C6AA49|A0A8C6AA49_MARMA
OG0002448	tr|B2RWK3|B2RWK3_MOUSE, sp|Q710D3|UN93A_MOUSE	tr|A0A8C6ERC0|A0A8C6ERC0_MARMA
OG0002449	sp|Q8BP47|SYNC_MOUSE	tr|A0A8C5Z0H5|A0A8C5Z0H5_MARMA, tr|A0A8C5YUC8|A0A8C5YUC8_MARMA
OG0002450	sp|O35904|PK3CD_MOUSE	tr|A0A8C5Z292|A0A8C5Z292_MARMA, tr|A0A8C6EW75|A0A8C6EW75_MARMA
OG0002451	sp|Q9D871|CEA18_MOUSE, sp|E9QA28|CEA16_MOUSE	tr|A0A8C5ZNJ6|A0A8C5ZNJ6_MARMA
OG0002452	sp|Q9CXS4|CENPV_MOUSE	tr|A0A8C5YRG8|A0A8C5YRG8_MARMA, tr|A0A8C6A921|A0A8C6A921_MARMA
OG0002453	sp|A2RSY1|KANL3_MOUSE	tr|A0A8C5YKD3|A0A8C5YKD3_MARMA, tr|A0A8C5YVY3|A0A8C5YVY3_MARMA
OG0002454	sp|Q80Z25|OFD1_MOUSE	tr|A0A8C5YXH3|A0A8C5YXH3_MARMA, tr|A0A8C5YY23|A0A8C5YY23_MARMA
OG0002455	sp|Q80YW5|BSPRY_MOUSE, sp|Q8BVW3|TRI14_MOUSE	tr|A0A8C5Z004|A0A8C5Z004_MARMA
OG0002456	sp|Q9D9E0|S22AH_MOUSE	tr|A0A8C5ZHW5|A0A8C5ZHW5_MARMA, tr|A0A8C5Z9G5|A0A8C5Z9G5_MARMA
OG0002457	tr|Q8VGW5|Q8VGW5_MOUSE, tr|Q8VH18|Q8VH18_MOUSE	tr|A0A8C5ZK59|A0A8C5ZK59_MARMA
OG0002458	sp|Q3UQ28|PXDN_MOUSE	tr|A0A8C5YLV1|A0A8C5YLV1_MARMA, tr|A0A8C6A8E7|A0A8C6A8E7_MARMA
OG0002459	sp|Q9D9R9|F186A_MOUSE, tr|D3Z420|D3Z420_MOUSE	tr|A0A8C6AC72|A0A8C6AC72_MARMA
OG0002460	sp|Q9JMB7|PIWL1_MOUSE	tr|A0A8C6EPJ3|A0A8C6EPJ3_MARMA, tr|A0A8C6ABB7|A0A8C6ABB7_MARMA
OG0002461	sp|Q99P21|MUTYH_MOUSE	tr|A0A8C6EUW9|A0A8C6EUW9_MARMA, tr|A0A8C6A029|A0A8C6A029_MARMA
OG0002462	tr|Q9DAJ7|Q9DAJ7_MOUSE, sp|Q9JKL5|CHP3_MOUSE	tr|A0A8C5YZA2|A0A8C5YZA2_MARMA
OG0002463	sp|Q8BU11|TOX4_MOUSE	tr|A0A8C5ZBE0|A0A8C5ZBE0_MARMA, tr|A0A8C5ZJW8|A0A8C5ZJW8_MARMA
OG0002464	sp|Q9D279|MISP_MOUSE, tr|A0A087WQ89|A0A087WQ89_MOUSE	tr|A0A8C5ZCF3|A0A8C5ZCF3_MARMA
OG0002465	tr|J3QK46|J3QK46_MOUSE, sp|Q8C817|T200A_MOUSE	tr|A0A8C5ZT48|A0A8C5ZT48_MARMA
OG0002466	sp|Q3TWF6|WDR70_MOUSE	tr|A0A8C5YN66|A0A8C5YN66_MARMA, tr|A0A8C5ZXD4|A0A8C5ZXD4_MARMA
OG0002467	sp|O35930|GP1BA_MOUSE, sp|Q8CBR6|TSK_MOUSE	tr|A0A8C6ES00|A0A8C6ES00_MARMA
OG0002468	sp|Q8QZY3|DPPA3_MOUSE	tr|A0A8C6A2C3|A0A8C6A2C3_MARMA, tr|A0A8C6ETF6|A0A8C6ETF6_MARMA
OG0002469	sp|Q9CX56|PSMD8_MOUSE	tr|A0A8C5YXY4|A0A8C5YXY4_MARMA, tr|A0A8C5YSX4|A0A8C5YSX4_MARMA
OG0002470	sp|Q7TSV4|PGM2_MOUSE	tr|A0A8C6EVX6|A0A8C6EVX6_MARMA, tr|A0A8C5Z5K0|A0A8C5Z5K0_MARMA
OG0002471	sp|Q922I5|FOXI1_MOUSE, tr|E0CZH3|E0CZH3_MOUSE	tr|A0A8C5ZBQ5|A0A8C5ZBQ5_MARMA
OG0002472	sp|P52623|UCK1_MOUSE	tr|A0A8C5ZD31|A0A8C5ZD31_MARMA, tr|A0A8C5Z3R3|A0A8C5Z3R3_MARMA
OG0002473	sp|Q9CWH0|DPPA2_MOUSE	tr|A0A8C5ZJV7|A0A8C5ZJV7_MARMA, tr|A0A8C5Z1Q3|A0A8C5Z1Q3_MARMA
OG0002474	tr|Q8VGC1|Q8VGC1_MOUSE, sp|Q60885|OLF9_MOUSE	tr|A0A8C5ZKP8|A0A8C5ZKP8_MARMA
OG0002476	sp|Q8BUL6|PKHA1_MOUSE	tr|A0A8C5YML9|A0A8C5YML9_MARMA, tr|A0A8C5YLT3|A0A8C5YLT3_MARMA
