Orthogroup	Mus_musculus	Saimiri_boliviensis_boliviensis
OG0001130	sp|Q05769|PGH2_MOUSE	tr|A0A2K6U605|A0A2K6U605_SAIBB
OG0001131	sp|Q9JHJ7|TEST_MOUSE	tr|A0A2K6S0P2|A0A2K6S0P2_SAIBB
OG0001131	sp|Q920S2|PRS41_MOUSE	tr|A0A2K6S6Y4|A0A2K6S6Y4_SAIBB
OG0001132	sp|P27046|MA2A1_MOUSE	tr|A0A2K6USI8|A0A2K6USI8_SAIBB
OG0001132	sp|Q8BRK9|MA2A2_MOUSE	tr|A0A2K6T533|A0A2K6T533_SAIBB
OG0001133	sp|Q3TZA2|CDKL4_MOUSE	tr|A0A2K6SVK5|A0A2K6SVK5_SAIBB
OG0001133	sp|Q8CEQ0|CDKL1_MOUSE	tr|A0A2K6T3A5|A0A2K6T3A5_SAIBB
OG0001134	sp|Q99N13|HDAC9_MOUSE	tr|A0A2K6SX42|A0A2K6SX42_SAIBB
OG0001134	sp|Q6NZM9|HDAC4_MOUSE	tr|A0A2K6TNW8|A0A2K6TNW8_SAIBB
OG0001135	sp|Q99MV5|M10L1_MOUSE, tr|Q9D434|Q9D434_MOUSE, tr|Q14BQ3|Q14BQ3_MOUSE	tr|A0A2K6T560|A0A2K6T560_SAIBB
OG0001136	sp|P09541|MYL4_MOUSE	tr|A0A2K6U1T3|A0A2K6U1T3_SAIBB
OG0001136	sp|P09542|MYL3_MOUSE	tr|A0A2K6U7H4|A0A2K6U7H4_SAIBB
OG0001137	tr|A2AMD0|A2AMD0_MOUSE, sp|Q05CL8|LARP7_MOUSE	tr|A0A2K6UB33|A0A2K6UB33_SAIBB, tr|A0A2K6SWG5|A0A2K6SWG5_SAIBB
OG0001138	sp|Q6P1C6|LRIG3_MOUSE	tr|A0A2K6U1U6|A0A2K6U1U6_SAIBB
OG0001138	sp|Q52KR2|LRIG2_MOUSE	tr|A0A2K6T7U4|A0A2K6T7U4_SAIBB
OG0001139	sp|Q9WU28|PFD5_MOUSE	tr|A0A2K6UFE9|A0A2K6UFE9_SAIBB, tr|A0A2K6T5P6|A0A2K6T5P6_SAIBB, tr|A0A2K6T2B6|A0A2K6T2B6_SAIBB
OG0001140	sp|P83882|RL36A_MOUSE	tr|A0A2K6UUT7|A0A2K6UUT7_SAIBB, tr|A0A2K6S828|A0A2K6S828_SAIBB, tr|A0A2K6S949|A0A2K6S949_SAIBB
OG0001141	sp|Q3TWN3|CNNM2_MOUSE	tr|A0A2K6U697|A0A2K6U697_SAIBB
OG0001141	sp|Q69ZF7|CNNM4_MOUSE	tr|A0A2K6TGH2|A0A2K6TGH2_SAIBB
OG0001142	sp|Q9D5T0|ATAD1_MOUSE	tr|A0A2K6TBE0|A0A2K6TBE0_SAIBB, tr|A0A2K6U7U7|A0A2K6U7U7_SAIBB, tr|A0A2K6UIA5|A0A2K6UIA5_SAIBB
OG0001143	sp|Q9QUM9|PSA6_MOUSE	tr|A0A2K6TII8|A0A2K6TII8_SAIBB, tr|A0A2K6USG4|A0A2K6USG4_SAIBB, tr|A0A2K6UCJ0|A0A2K6UCJ0_SAIBB
OG0001144	sp|G5E8K5|ANK3_MOUSE	tr|A0A2K6SYF8|A0A2K6SYF8_SAIBB
OG0001144	sp|Q02357|ANK1_MOUSE	tr|A0A2K6SMU2|A0A2K6SMU2_SAIBB
OG0001145	sp|P06801|MAOX_MOUSE	tr|A0A2K6STC5|A0A2K6STC5_SAIBB
OG0001145	sp|Q8BMF3|MAON_MOUSE	tr|A0A2K6STK9|A0A2K6STK9_SAIBB
OG0001146	sp|Q61967|ZFP90_MOUSE, tr|A2AE21|A2AE21_MOUSE, sp|E9PYI1|ZN568_MOUSE	tr|A0A2K6UM75|A0A2K6UM75_SAIBB
OG0001147	sp|P26262|KLKB1_MOUSE	tr|A0A2K6S9I8|A0A2K6S9I8_SAIBB
OG0001147	sp|Q91Y47|FA11_MOUSE	tr|A0A2K6UYV6|A0A2K6UYV6_SAIBB
OG0001148	sp|Q8BQM8|EMAL5_MOUSE	tr|A0A2K6TKI8|A0A2K6TKI8_SAIBB
OG0001148	sp|Q5SQM0|EMAL6_MOUSE	tr|A0A2K6T7K1|A0A2K6T7K1_SAIBB
OG0001149	sp|O08863|BIRC3_MOUSE	tr|A0A2K6UCX8|A0A2K6UCX8_SAIBB
OG0001149	sp|Q62210|BIRC2_MOUSE	tr|A0A2K6UVA4|A0A2K6UVA4_SAIBB
OG0001150	tr|E9Q842|E9Q842_MOUSE	tr|A0A2K6UH91|A0A2K6UH91_SAIBB
OG0001150	sp|Q80TN7|NAV3_MOUSE	tr|A0A2K6V7T0|A0A2K6V7T0_SAIBB
OG0001151	sp|Q8CIQ7|DOCK3_MOUSE	tr|A0A2K6TKR8|A0A2K6TKR8_SAIBB
OG0001151	sp|P59764|DOCK4_MOUSE	tr|A0A2K6T6M7|A0A2K6T6M7_SAIBB
OG0001152	sp|Q61142|SPIN1_MOUSE	tr|A0A2K6UMH3|A0A2K6UMH3_SAIBB, tr|A0A2K6SV83|A0A2K6SV83_SAIBB, tr|A0A2K6UI18|A0A2K6UI18_SAIBB
OG0001153	sp|Q6EJB6|UT14B_MOUSE, sp|Q640M1|UT14A_MOUSE	tr|A0A2K6S8T6|A0A2K6S8T6_SAIBB, tr|A0A2K6S343|A0A2K6S343_SAIBB
OG0001154	sp|P27467|WNT3A_MOUSE	tr|A0A2K6SKB4|A0A2K6SKB4_SAIBB
OG0001154	sp|P17553|WNT3_MOUSE	tr|A0A2K6UJN4|A0A2K6UJN4_SAIBB
OG0001155	sp|P35980|RL18_MOUSE	tr|A0A2K6T1G8|A0A2K6T1G8_SAIBB, tr|A0A2K6TL69|A0A2K6TL69_SAIBB, tr|A0A2K6UJR7|A0A2K6UJR7_SAIBB
OG0001156	sp|P63011|RAB3A_MOUSE	tr|A0A2K6SXX2|A0A2K6SXX2_SAIBB
OG0001156	sp|P62823|RAB3C_MOUSE	tr|A0A2K6SZT8|A0A2K6SZT8_SAIBB
OG0001157	sp|Q64511|TOP2B_MOUSE	tr|A0A2K6SGW2|A0A2K6SGW2_SAIBB
OG0001157	sp|Q01320|TOP2A_MOUSE	tr|A0A2K6S8A5|A0A2K6S8A5_SAIBB
OG0001158	sp|Q64446|ATP7B_MOUSE	tr|A0A2K6SD10|A0A2K6SD10_SAIBB
OG0001158	sp|Q64430|ATP7A_MOUSE	tr|A0A2K6SVX5|A0A2K6SVX5_SAIBB
OG0001159	sp|Q8C9H6|STRP2_MOUSE	tr|A0A2K6TJN0|A0A2K6TJN0_SAIBB
OG0001159	sp|Q8C079|STRP1_MOUSE	tr|A0A2K6UWH5|A0A2K6UWH5_SAIBB
OG0001160	sp|Q8R3L8|CDK8_MOUSE	tr|A0A2K6UGP7|A0A2K6UGP7_SAIBB
OG0001160	sp|Q8BWD8|CDK19_MOUSE	tr|A0A2K6RYI8|A0A2K6RYI8_SAIBB
OG0001161	sp|Q9JHD1|KAT2B_MOUSE	tr|A0A2K6TYR1|A0A2K6TYR1_SAIBB
OG0001161	sp|Q9JHD2|KAT2A_MOUSE	tr|A0A2K6T0Q6|A0A2K6T0Q6_SAIBB
OG0001162	tr|A0A0B4J1G9|A0A0B4J1G9_MOUSE, sp|P01735|TVB86_MOUSE, sp|P06321|TVB8_MOUSE	tr|A0A2K6S341|A0A2K6S341_SAIBB
OG0001163	sp|P24383|WNT7A_MOUSE	tr|A0A2K6T300|A0A2K6T300_SAIBB
OG0001163	sp|P28047|WNT7B_MOUSE	tr|A0A2K6SUU8|A0A2K6SUU8_SAIBB
OG0001164	sp|Q9ET47|ESPN_MOUSE	tr|A0A2K6SVP0|A0A2K6SVP0_SAIBB
OG0001164	sp|Q3UYR4|ESPNL_MOUSE	tr|A0A2K6TXS5|A0A2K6TXS5_SAIBB
OG0001165	sp|O35344|IMA4_MOUSE	tr|A0A2K6U9P7|A0A2K6U9P7_SAIBB
OG0001165	sp|O35343|IMA3_MOUSE	tr|A0A2K6UUI1|A0A2K6UUI1_SAIBB
OG0001166	sp|P08032|SPTA1_MOUSE	tr|A0A2K6TPU4|A0A2K6TPU4_SAIBB
OG0001166	sp|P16546|SPTN1_MOUSE	tr|A0A2K6TRD9|A0A2K6TRD9_SAIBB
OG0001167	sp|O88410|CXCR3_MOUSE, sp|Q810W6|CXCR1_MOUSE, sp|P35343|CXCR2_MOUSE	tr|A0A2K6SDG4|A0A2K6SDG4_SAIBB
OG0001168	sp|Q9D0R2|SYTC_MOUSE	tr|A0A2K6SRQ2|A0A2K6SRQ2_SAIBB
OG0001168	sp|Q8BLY2|SYTC2_MOUSE	tr|A0A2K6U4F1|A0A2K6U4F1_SAIBB
OG0001169	sp|Q8C6M1|UBP20_MOUSE	tr|A0A2K6TDL2|A0A2K6TDL2_SAIBB
OG0001169	sp|Q8R5K2|UBP33_MOUSE	tr|A0A2K6SXW3|A0A2K6SXW3_SAIBB
OG0001170	sp|O09047|C3AR_MOUSE, sp|Q8BW93|C5AR2_MOUSE, sp|P30993|C5AR1_MOUSE	tr|A0A2K6V2H5|A0A2K6V2H5_SAIBB
OG0001171	sp|Q3UMW7|MAPK3_MOUSE	tr|A0A2K6UNB7|A0A2K6UNB7_SAIBB
OG0001171	sp|P49138|MAPK2_MOUSE	tr|A0A2K6U003|A0A2K6U003_SAIBB
OG0001172	sp|Q8VBT0|TMX1_MOUSE	tr|A0A2K6S000|A0A2K6S000_SAIBB, tr|A0A2K6T0A1|A0A2K6T0A1_SAIBB, tr|A0A2K6ULT2|A0A2K6ULT2_SAIBB
OG0001173	sp|Q8BLV3|SL9A7_MOUSE	tr|A0A2K6UN83|A0A2K6UN83_SAIBB
OG0001173	tr|A1L3P4|A1L3P4_MOUSE	tr|A0A2K6SRI8|A0A2K6SRI8_SAIBB
OG0001174	sp|P61750|ARF4_MOUSE	tr|A0A2K6SJI5|A0A2K6SJI5_SAIBB
OG0001174	sp|P84084|ARF5_MOUSE	tr|A0A2K6SQF5|A0A2K6SQF5_SAIBB
OG0001175	sp|Q9JI10|STK3_MOUSE	tr|A0A2K6TN76|A0A2K6TN76_SAIBB
OG0001175	sp|Q9JI11|STK4_MOUSE	tr|A0A2K6U1I2|A0A2K6U1I2_SAIBB
OG0001176	sp|Q8C181|MBNL2_MOUSE	tr|A0A2K6SJM1|A0A2K6SJM1_SAIBB
OG0001176	sp|Q9JKP5|MBNL1_MOUSE	tr|A0A2K6SLU4|A0A2K6SLU4_SAIBB
OG0001177	tr|G5E8G3|G5E8G3_MOUSE	tr|A0A2K6TKT8|A0A2K6TKT8_SAIBB
OG0001177	sp|Q99PJ0|NTRI_MOUSE	tr|A0A2K6S212|A0A2K6S212_SAIBB
OG0001178	sp|Q63844|MK03_MOUSE	tr|A0A2K6U8Z7|A0A2K6U8Z7_SAIBB
OG0001178	sp|P63085|MK01_MOUSE	tr|A0A2K6TW10|A0A2K6TW10_SAIBB
OG0001179	sp|Q922H2|PDK3_MOUSE	tr|A0A2K6UL89|A0A2K6UL89_SAIBB
OG0001179	sp|Q8BFP9|PDK1_MOUSE	tr|A0A2K6SE66|A0A2K6SE66_SAIBB
OG0001180	sp|Q8BM92|CADH7_MOUSE	tr|A0A2K6T198|A0A2K6T198_SAIBB
OG0001180	tr|E9Q3A7|E9Q3A7_MOUSE	tr|A0A2K6USQ0|A0A2K6USQ0_SAIBB
OG0001181	sp|Q9R0M8|S35A2_MOUSE, sp|Q9D321|S35A4_MOUSE, sp|Q8R1T4|S35A3_MOUSE	tr|A0A2K6TFQ9|A0A2K6TFQ9_SAIBB
OG0001182	sp|Q9CQE3|RT17_MOUSE	tr|A0A2K6S031|A0A2K6S031_SAIBB, tr|A0A2K6U7I2|A0A2K6U7I2_SAIBB, tr|A0A2K6TFW0|A0A2K6TFW0_SAIBB
OG0001183	sp|Q9JKC8|AP3M1_MOUSE	tr|A0A2K6V4V3|A0A2K6V4V3_SAIBB
OG0001183	sp|Q8R2R9|AP3M2_MOUSE	tr|A0A2K6RYJ4|A0A2K6RYJ4_SAIBB
OG0001184	sp|O54946|DNJB6_MOUSE	tr|A0A2K6SCA3|A0A2K6SCA3_SAIBB, tr|A0A2K6SYR7|A0A2K6SYR7_SAIBB, tr|A0A2K6SJJ2|A0A2K6SJJ2_SAIBB
OG0001185	sp|P60335|PCBP1_MOUSE	tr|A0A2K6V2U3|A0A2K6V2U3_SAIBB
OG0001185	sp|Q61990|PCBP2_MOUSE	tr|A0A2K6SHI3|A0A2K6SHI3_SAIBB
OG0001186	sp|Q8CHG7|RPGF2_MOUSE	tr|A0A2K6URR8|A0A2K6URR8_SAIBB
OG0001186	tr|Q5NCJ1|Q5NCJ1_MOUSE	tr|A0A2K6UBG4|A0A2K6UBG4_SAIBB
OG0001187	sp|Q9EPN1|NBEA_MOUSE	tr|A0A2K6V7Z6|A0A2K6V7Z6_SAIBB
OG0001187	sp|Q9ESE1|LRBA_MOUSE	tr|A0A2K6UK57|A0A2K6UK57_SAIBB
OG0001188	sp|Q9ET77|JPH3_MOUSE	tr|A0A2K6SRU7|A0A2K6SRU7_SAIBB
OG0001188	sp|Q9ET78|JPH2_MOUSE	tr|A0A2K6SBT7|A0A2K6SBT7_SAIBB
OG0001189	sp|D3YWQ0|DGKI_MOUSE	tr|A0A2K6TQ43|A0A2K6TQ43_SAIBB
OG0001189	sp|Q80UP3|DGKZ_MOUSE	tr|A0A2K6TYQ9|A0A2K6TYQ9_SAIBB
OG0001190	sp|Q9EPL0|XYLT2_MOUSE	tr|A0A2K6USB9|A0A2K6USB9_SAIBB
OG0001190	sp|Q811B1|XYLT1_MOUSE	tr|A0A2K6SAE4|A0A2K6SAE4_SAIBB
OG0001191	tr|A0A2I3BRN2|A0A2I3BRN2_MOUSE, sp|Q8BWS5|GRIN3_MOUSE, sp|Q3UNH4|GRIN1_MOUSE	tr|A0A2K6U0R6|A0A2K6U0R6_SAIBB
OG0001192	sp|P22725|WNT5A_MOUSE	tr|A0A2K6SKX8|A0A2K6SKX8_SAIBB
OG0001192	sp|P22726|WNT5B_MOUSE	tr|A0A2K6UU65|A0A2K6UU65_SAIBB
OG0001193	sp|P63037|DNJA1_MOUSE	tr|A0A2K6TH42|A0A2K6TH42_SAIBB, tr|A0A2K6SG85|A0A2K6SG85_SAIBB, tr|A0A2K6TRV7|A0A2K6TRV7_SAIBB
OG0001194	sp|P98191|CDS1_MOUSE	tr|A0A2K6TCM7|A0A2K6TCM7_SAIBB
OG0001194	sp|Q99L43|CDS2_MOUSE	tr|A0A2K6TM50|A0A2K6TM50_SAIBB
OG0001195	sp|Q80TF4|KLH13_MOUSE	tr|A0A2K6RZ15|A0A2K6RZ15_SAIBB
OG0001195	sp|Q6ZPT1|KLHL9_MOUSE	tr|A0A2K6UAV4|A0A2K6UAV4_SAIBB
OG0001196	sp|Q9CPV3|RM42_MOUSE	tr|A0A2K6S368|A0A2K6S368_SAIBB, tr|A0A2K6TQA0|A0A2K6TQA0_SAIBB, tr|A0A2K6TB27|A0A2K6TB27_SAIBB
OG0001197	sp|Q8C0V0|TLK1_MOUSE	tr|A0A2K6U957|A0A2K6U957_SAIBB
OG0001197	sp|O55047|TLK2_MOUSE	tr|A0A2K6S9V0|A0A2K6S9V0_SAIBB
OG0001198	sp|Q8VE92|RBM4B_MOUSE	tr|A0A2K6UXN9|A0A2K6UXN9_SAIBB
OG0001198	sp|Q8C7Q4|RBM4_MOUSE	tr|A0A2K6TFR2|A0A2K6TFR2_SAIBB
OG0001199	sp|Q99NE5|RIMS1_MOUSE	tr|A0A2K6UHX7|A0A2K6UHX7_SAIBB
OG0001199	sp|Q9EQZ7|RIMS2_MOUSE	tr|A0A2K6U6B7|A0A2K6U6B7_SAIBB
OG0001200	sp|Q9CYY7|PLD3B_MOUSE	tr|A0A2K6SCD6|A0A2K6SCD6_SAIBB, tr|A0A2K6TIJ6|A0A2K6TIJ6_SAIBB, tr|A0A2K6UQ08|A0A2K6UQ08_SAIBB
OG0001201	sp|Q68FF6|GIT1_MOUSE	tr|A0A2K6U774|A0A2K6U774_SAIBB
OG0001201	sp|Q9JLQ2|GIT2_MOUSE	tr|A0A2K6UB90|A0A2K6UB90_SAIBB
OG0001202	sp|Q9QZW0|AT11C_MOUSE	tr|A0A2K6UL09|A0A2K6UL09_SAIBB
OG0001202	sp|P98197|AT11A_MOUSE	tr|A0A2K6T6Y6|A0A2K6T6Y6_SAIBB
OG0001203	sp|P46467|VPS4B_MOUSE	tr|A0A2K6U187|A0A2K6U187_SAIBB
OG0001203	sp|Q8VEJ9|VPS4A_MOUSE	tr|A0A2K6TFL1|A0A2K6TFL1_SAIBB
OG0001204	sp|P53810|PIPNA_MOUSE	tr|A0A2K6UA90|A0A2K6UA90_SAIBB
OG0001204	sp|P53811|PIPNB_MOUSE	tr|A0A2K6U540|A0A2K6U540_SAIBB
OG0001205	sp|P62812|GBRA1_MOUSE	tr|A0A2K6U466|A0A2K6U466_SAIBB
OG0001205	sp|P26048|GBRA2_MOUSE	tr|A0A2K6T4H2|A0A2K6T4H2_SAIBB
OG0001206	sp|Q03350|TSP2_MOUSE	tr|A0A2K6SRD4|A0A2K6SRD4_SAIBB
OG0001206	sp|P35441|TSP1_MOUSE	tr|A0A2K6UQ55|A0A2K6UQ55_SAIBB
OG0001207	sp|Q6P4U0|THS7B_MOUSE	tr|A0A2K6SI56|A0A2K6SI56_SAIBB
OG0001207	sp|Q69ZU6|THS7A_MOUSE	tr|A0A2K6SXC3|A0A2K6SXC3_SAIBB
OG0001208	sp|Q9D662|SC23B_MOUSE	tr|A0A2K6SLG8|A0A2K6SLG8_SAIBB
OG0001208	sp|Q01405|SC23A_MOUSE	tr|A0A2K6TMN2|A0A2K6TMN2_SAIBB
OG0001209	tr|E9PUZ9|E9PUZ9_MOUSE	tr|A0A2K6UN91|A0A2K6UN91_SAIBB
OG0001209	sp|Q69ZS0|PZRN3_MOUSE	tr|A0A2K6U0Q7|A0A2K6U0Q7_SAIBB
OG0001210	tr|E9Q048|E9Q048_MOUSE, tr|F6UWZ4|F6UWZ4_MOUSE, tr|Q8C5D3|Q8C5D3_MOUSE	tr|A0A2K6TMS3|A0A2K6TMS3_SAIBB
OG0001211	sp|Q3B7Z2|OSBP1_MOUSE	tr|A0A2K6SJU0|A0A2K6SJU0_SAIBB
OG0001211	sp|Q5QNQ6|OSBP2_MOUSE	tr|A0A2K6T6Q7|A0A2K6T6Q7_SAIBB
OG0001212	sp|Q80UJ7|RB3GP_MOUSE	tr|A0A2K6S5P6|A0A2K6S5P6_SAIBB, tr|A0A2K6TZS1|A0A2K6TZS1_SAIBB, tr|A0A2K6UR10|A0A2K6UR10_SAIBB
OG0001213	sp|Q9JHJ0|TMOD3_MOUSE	tr|A0A2K6SGY4|A0A2K6SGY4_SAIBB
OG0001213	sp|Q9JKK7|TMOD2_MOUSE	tr|A0A2K6THA2|A0A2K6THA2_SAIBB
OG0001214	sp|Q9WV34|MPP2_MOUSE	tr|A0A2K6SJJ7|A0A2K6SJJ7_SAIBB
OG0001214	sp|Q9JLB0|PALS2_MOUSE	tr|A0A2K6SKA3|A0A2K6SKA3_SAIBB
OG0001215	sp|Q9D9R7|DMRTC_MOUSE, tr|Q9D410|Q9D410_MOUSE, tr|B1AX30|B1AX30_MOUSE	tr|A0A2K6U9G8|A0A2K6U9G8_SAIBB
OG0001216	sp|Q99MK8|ARBK1_MOUSE	tr|A0A2K6TSN7|A0A2K6TSN7_SAIBB
OG0001216	sp|Q3UYH7|ARBK2_MOUSE	tr|A0A2K6V3C8|A0A2K6V3C8_SAIBB
OG0001217	sp|Q9D0F9|PGM1_MOUSE	tr|A0A2K6TDI7|A0A2K6TDI7_SAIBB
OG0001217	sp|Q8BZF8|PGM5_MOUSE	tr|A0A2K6U7C0|A0A2K6U7C0_SAIBB
OG0001219	sp|Q64133|AOFA_MOUSE	tr|A0A2K6TMS7|A0A2K6TMS7_SAIBB
OG0001219	sp|Q8BW75|AOFB_MOUSE	tr|A0A2K6SC81|A0A2K6SC81_SAIBB
OG0001220	sp|Q8CGK7|GNAL_MOUSE	tr|A0A2K6UMP2|A0A2K6UMP2_SAIBB
OG0001220	sp|Q6R0H7|GNAS1_MOUSE	tr|A0A2K6UIV7|A0A2K6UIV7_SAIBB
OG0001221	sp|Q9D8E6|RL4_MOUSE	tr|A0A2K6S7D2|A0A2K6S7D2_SAIBB, tr|A0A2K6SMW3|A0A2K6SMW3_SAIBB, tr|A0A2K6SN47|A0A2K6SN47_SAIBB
OG0001222	sp|O88329|MYO1A_MOUSE	tr|A0A2K6TZG1|A0A2K6TZG1_SAIBB
OG0001222	sp|P46735|MYO1B_MOUSE	tr|A0A2K6T8R6|A0A2K6T8R6_SAIBB
OG0001223	sp|Q9DBG5|PLIN3_MOUSE	tr|A0A2K6UAK0|A0A2K6UAK0_SAIBB
OG0001223	sp|O88492|PLIN4_MOUSE	tr|A0A2K6SGZ3|A0A2K6SGZ3_SAIBB
OG0001224	sp|Q8K410|ADA32_MOUSE	tr|A0A2K6UNN1|A0A2K6UNN1_SAIBB
OG0001224	sp|Q60718|ADAM2_MOUSE	tr|A0A2K6SPZ9|A0A2K6SPZ9_SAIBB
OG0001225	sp|Q8VCZ3|THAP7_MOUSE	tr|A0A2K6UJ89|A0A2K6UJ89_SAIBB, tr|A0A2K6TQK5|A0A2K6TQK5_SAIBB, tr|A0A2K6SE33|A0A2K6SE33_SAIBB
OG0001226	sp|Q9Z2H2|RGS6_MOUSE	tr|A0A2K6U268|A0A2K6U268_SAIBB
OG0001226	sp|O54829|RGS7_MOUSE	tr|A0A2K6S1K0|A0A2K6S1K0_SAIBB
OG0001227	sp|O88998|NOE1_MOUSE	tr|A0A2K6SDA0|A0A2K6SDA0_SAIBB
OG0001227	sp|P63056|NOE3_MOUSE	tr|A0A2K6THN9|A0A2K6THN9_SAIBB
OG0001228	sp|P30731|GPR83_MOUSE, tr|Q3V3A3|Q3V3A3_MOUSE, tr|Q80T54|Q80T54_MOUSE	tr|A0A2K6T6E6|A0A2K6T6E6_SAIBB
OG0001229	sp|Q3TW96|UAP1L_MOUSE	tr|A0A2K6SB94|A0A2K6SB94_SAIBB
OG0001229	sp|Q91YN5|UAP1_MOUSE	tr|A0A2K6SBP3|A0A2K6SBP3_SAIBB
OG0001230	sp|Q61062|DVL3_MOUSE	tr|A0A2K6V714|A0A2K6V714_SAIBB
OG0001230	sp|P51141|DVL1_MOUSE	tr|A0A2K6UEN1|A0A2K6UEN1_SAIBB
OG0001231	sp|Q8VE73|CUL7_MOUSE	tr|A0A2K6SL74|A0A2K6SL74_SAIBB
OG0001231	sp|Q80TT8|CUL9_MOUSE	tr|A0A2K6UQ75|A0A2K6UQ75_SAIBB
OG0001232	sp|P33267|CP2F2_MOUSE	tr|A0A2K6UHS7|A0A2K6UHS7_SAIBB
OG0001232	tr|Q9WV19|Q9WV19_MOUSE	tr|A0A2K6UET4|A0A2K6UET4_SAIBB
OG0001233	sp|P61982|1433G_MOUSE	tr|A0A2K6SKF4|A0A2K6SKF4_SAIBB
OG0001233	sp|P68510|1433F_MOUSE	tr|A0A2K6T5D5|A0A2K6T5D5_SAIBB
OG0001234	sp|Q3UU96|MRCKA_MOUSE	tr|A0A2K6V1M5|A0A2K6V1M5_SAIBB
OG0001234	sp|Q7TT50|MRCKB_MOUSE	tr|A0A2K6TST9|A0A2K6TST9_SAIBB
OG0001235	sp|Q69ZK0|PREX1_MOUSE	tr|A0A2K6SVB7|A0A2K6SVB7_SAIBB
OG0001235	sp|Q3LAC4|PREX2_MOUSE	tr|A0A2K6SZU2|A0A2K6SZU2_SAIBB
OG0001236	sp|Q6DYE8|ENPP3_MOUSE	tr|A0A2K6UYS5|A0A2K6UYS5_SAIBB
OG0001236	sp|P06802|ENPP1_MOUSE	tr|A0A2K6SKM8|A0A2K6SKM8_SAIBB
OG0001237	sp|Q8BGT5|ALAT2_MOUSE	tr|A0A2K6V009|A0A2K6V009_SAIBB
OG0001237	sp|Q8QZR5|ALAT1_MOUSE	tr|A0A2K6SD26|A0A2K6SD26_SAIBB
OG0001239	sp|Q99MB2|MTFR1_MOUSE	tr|A0A2K6S0H9|A0A2K6S0H9_SAIBB, tr|A0A2K6SDT1|A0A2K6SDT1_SAIBB, tr|A0A2K6THG6|A0A2K6THG6_SAIBB
OG0001240	sp|Q91YE9|5NT1B_MOUSE	tr|A0A2K6U5U0|A0A2K6U5U0_SAIBB
OG0001240	sp|A3KFX0|5NT1A_MOUSE	tr|A0A2K6UV99|A0A2K6UV99_SAIBB
OG0001243	sp|P39098|MA1A2_MOUSE	tr|A0A2K6TSZ5|A0A2K6TSZ5_SAIBB
OG0001243	sp|P45700|MA1A1_MOUSE	tr|A0A2K6SU60|A0A2K6SU60_SAIBB
OG0001244	sp|P98200|AT8A2_MOUSE	tr|A0A2K6SCI7|A0A2K6SCI7_SAIBB
OG0001244	sp|P70704|AT8A1_MOUSE	tr|A0A2K6TCQ6|A0A2K6TCQ6_SAIBB
OG0001245	sp|Q9ERK7|ACHB2_MOUSE	tr|A0A2K6SW91|A0A2K6SW91_SAIBB
OG0001245	sp|Q8R493|ACHB4_MOUSE	tr|A0A2K6UIK1|A0A2K6UIK1_SAIBB
OG0001246	sp|Q8WTY4|CPIN1_MOUSE	tr|A0A2K6SG50|A0A2K6SG50_SAIBB, tr|A0A2K6TYY1|A0A2K6TYY1_SAIBB, tr|A0A2K6SGH2|A0A2K6SGH2_SAIBB
OG0001247	sp|Q921M4|GOGA2_MOUSE	tr|A0A2K6UE86|A0A2K6UE86_SAIBB
OG0001247	tr|A2ARC0|A2ARC0_MOUSE	tr|A0A2K6SDG0|A0A2K6SDG0_SAIBB
OG0001248	sp|P27040|AVR2B_MOUSE	tr|A0A2K6U0H3|A0A2K6U0H3_SAIBB
OG0001248	sp|P27038|AVR2A_MOUSE	tr|A0A2K6TBC2|A0A2K6TBC2_SAIBB
OG0001249	sp|Q6A026|PDS5A_MOUSE	tr|A0A2K6TF36|A0A2K6TF36_SAIBB
OG0001249	sp|Q4VA53|PDS5B_MOUSE	tr|A0A2K6T5U7|A0A2K6T5U7_SAIBB
OG0001250	sp|Q8R3U1|PLAT3_MOUSE	tr|A0A2K6SA11|A0A2K6SA11_SAIBB, tr|A0A2K6S0V0|A0A2K6S0V0_SAIBB, tr|A0A2K6SVL6|A0A2K6SVL6_SAIBB
OG0001251	sp|Q8C1A5|THOP1_MOUSE	tr|A0A2K6V303|A0A2K6V303_SAIBB
OG0001251	sp|Q91YP2|NEUL_MOUSE	tr|A0A2K6U2A7|A0A2K6U2A7_SAIBB
OG0001252	sp|Q02956|KPCZ_MOUSE	tr|A0A2K6TI34|A0A2K6TI34_SAIBB
OG0001252	sp|Q62074|KPCI_MOUSE	tr|A0A2K6TXQ0|A0A2K6TXQ0_SAIBB
OG0001253	sp|P09405|NUCL_MOUSE	tr|A0A2K6TQV0|A0A2K6TQV0_SAIBB, tr|A0A2K6U0R9|A0A2K6U0R9_SAIBB, tr|A0A2K6SYW9|A0A2K6SYW9_SAIBB
OG0001255	sp|P55014|S12A1_MOUSE	tr|A0A2K6SU74|A0A2K6SU74_SAIBB
OG0001255	sp|P55012|S12A2_MOUSE	tr|A0A2K6TFI8|A0A2K6TFI8_SAIBB
OG0001256	sp|P49117|NR2C2_MOUSE	tr|A0A2K6T536|A0A2K6T536_SAIBB
OG0001256	sp|Q505F1|NR2C1_MOUSE	tr|A0A2K6TPR6|A0A2K6TPR6_SAIBB
OG0001257	sp|Q8VDF2|UHRF1_MOUSE	tr|A0A2K6U2Z8|A0A2K6U2Z8_SAIBB
OG0001257	sp|Q7TMI3|UHRF2_MOUSE	tr|A0A2K6T5Y6|A0A2K6T5Y6_SAIBB
