Orthogroup	Mus_musculus	Odocoileus_virginianus_texanus
OG0001936	sp|Q8K4C2|I17RC_MOUSE	tr|A0A6J0X2R1|A0A6J0X2R1_ODOVR, tr|A0A6J0WMD1|A0A6J0WMD1_ODOVR
OG0001937	sp|Q8R0L9|TADA3_MOUSE	tr|A0A6J0WHE8|A0A6J0WHE8_ODOVR, tr|A0A6J0X4B1|A0A6J0X4B1_ODOVR
OG0001938	sp|Q9CQJ4|RING2_MOUSE	tr|A0A6J0Y7H9|A0A6J0Y7H9_ODOVR, tr|A0A6J0VMR5|A0A6J0VMR5_ODOVR
OG0001939	sp|P54822|PUR8_MOUSE	tr|A0A6J0W0E4|A0A6J0W0E4_ODOVR, tr|A0A6J0W5T0|A0A6J0W5T0_ODOVR
OG0001940	sp|Q02738|CXB4_MOUSE	tr|A0A6J0YRJ4|A0A6J0YRJ4_ODOVR, tr|A0A6J0WEJ6|A0A6J0WEJ6_ODOVR
OG0001941	sp|Q8R4U6|TOP1M_MOUSE, sp|Q04750|TOP1_MOUSE	tr|A0A6J0VMH3|A0A6J0VMH3_ODOVR
OG0001942	sp|Q3UIZ8|MYLK3_MOUSE	tr|A0A6J0W7B8|A0A6J0W7B8_ODOVR, tr|A0A6J0YVS5|A0A6J0YVS5_ODOVR
OG0001943	sp|Q8BJ56|PLPL2_MOUSE	tr|A0A6J0YV08|A0A6J0YV08_ODOVR, tr|A0A6J0Z3Q2|A0A6J0Z3Q2_ODOVR
OG0001944	sp|P18181|CD48_MOUSE	tr|A0A6J0XFA1|A0A6J0XFA1_ODOVR, tr|A0A6J0ZB54|A0A6J0ZB54_ODOVR
OG0001946	sp|Q8CG76|ARK72_MOUSE	tr|A0A6J0XZW1|A0A6J0XZW1_ODOVR, tr|A0A6J0Y080|A0A6J0Y080_ODOVR
OG0001947	tr|Q8BW45|Q8BW45_MOUSE, sp|Q8K2Z8|UB2Q2_MOUSE	tr|A0A6J0YR38|A0A6J0YR38_ODOVR
OG0001948	sp|Q9EPL9|ACOX3_MOUSE	tr|A0A6J0Z978|A0A6J0Z978_ODOVR, tr|A0A6J0ZAN5|A0A6J0ZAN5_ODOVR
OG0001949	sp|P04224|HA22_MOUSE, sp|P01904|HA21_MOUSE	tr|A0A6J0ZDG6|A0A6J0ZDG6_ODOVR
OG0001950	sp|P50220|NKX21_MOUSE, sp|Q9EQM3|NKX24_MOUSE	tr|A0A6J0ZDY0|A0A6J0ZDY0_ODOVR
OG0001951	sp|Q6P8K8|CBPA4_MOUSE, sp|Q504N0|CBPA2_MOUSE	tr|A0A6J0YI28|A0A6J0YI28_ODOVR
OG0001952	sp|Q60739|BAG1_MOUSE	tr|A0A6J0YGJ4|A0A6J0YGJ4_ODOVR, tr|A0A6J0WTZ0|A0A6J0WTZ0_ODOVR
OG0001953	sp|Q8WTY4|CPIN1_MOUSE	tr|A0A6J0YMN1|A0A6J0YMN1_ODOVR, tr|A0A6J0YCJ0|A0A6J0YCJ0_ODOVR
OG0001954	sp|Q921M4|GOGA2_MOUSE, tr|A2ARC0|A2ARC0_MOUSE	tr|A0A6J0W270|A0A6J0W270_ODOVR
OG0001955	tr|A2A3U9|A2A3U9_MOUSE	tr|A0A6J0YYB9|A0A6J0YYB9_ODOVR, tr|A0A6J0YDQ8|A0A6J0YDQ8_ODOVR
OG0001956	tr|E9PVC2|E9PVC2_MOUSE	tr|A0A6J0XPA2|A0A6J0XPA2_ODOVR, tr|A0A6J0XNU4|A0A6J0XNU4_ODOVR
OG0001957	sp|Q3USQ7|SYN1L_MOUSE	tr|A0A6J0YMU0|A0A6J0YMU0_ODOVR, tr|A0A6J0YNJ1|A0A6J0YNJ1_ODOVR
OG0001958	sp|Q62010|OVGP1_MOUSE	tr|A0A6J0WSG2|A0A6J0WSG2_ODOVR, tr|A0A6J0WMV9|A0A6J0WMV9_ODOVR
OG0001959	sp|Q8R3P2|DTX2_MOUSE	tr|A0A6J0VMB1|A0A6J0VMB1_ODOVR, tr|A0A6J0W6A5|A0A6J0W6A5_ODOVR
OG0001960	sp|Q8R3U1|PLAT3_MOUSE	tr|A0A6J0X362|A0A6J0X362_ODOVR, tr|A0A6J0X0I8|A0A6J0X0I8_ODOVR
OG0001962	sp|Q923B3|NRIF1_MOUSE, sp|Q921B4|NRIF2_MOUSE	tr|A0A6J0Y1P4|A0A6J0Y1P4_ODOVR
OG0001963	sp|Q9CPR5|RM15_MOUSE	tr|A0A6J0YBW8|A0A6J0YBW8_ODOVR, tr|A0A6J0XDA8|A0A6J0XDA8_ODOVR
OG0001964	sp|Q9DCC8|TOM20_MOUSE	tr|A0A6J0X8Q7|A0A6J0X8Q7_ODOVR, tr|A0A6J0XID4|A0A6J0XID4_ODOVR
OG0001965	tr|Q8BU90|Q8BU90_MOUSE, sp|Q3UZZ4|OLFM4_MOUSE	tr|A0A6J0WZR7|A0A6J0WZR7_ODOVR
OG0001967	tr|Q8VG33|Q8VG33_MOUSE, tr|Q7TRI6|Q7TRI6_MOUSE	tr|A0A6J0VQZ4|A0A6J0VQZ4_ODOVR
OG0001968	sp|Q91WE1|SNX15_MOUSE	tr|A0A6J0X8H1|A0A6J0X8H1_ODOVR, tr|A0A6J0XDV0|A0A6J0XDV0_ODOVR
OG0001969	sp|Q3UU35|OVOS_MOUSE	tr|A0A6J0YEW3|A0A6J0YEW3_ODOVR, tr|A0A6J0W9Y3|A0A6J0W9Y3_ODOVR
OG0001970	tr|Q0VGU8|Q0VGU8_MOUSE, sp|Q80ZU7|BPIB3_MOUSE	tr|A0A6J0Y987|A0A6J0Y987_ODOVR
OG0001971	sp|Q99N23|CAH15_MOUSE, sp|Q8VHB5|CAH9_MOUSE	tr|A0A6J0WED2|A0A6J0WED2_ODOVR
OG0001972	tr|G3X904|G3X904_MOUSE	tr|A0A6J0WY99|A0A6J0WY99_ODOVR, tr|A0A6J0XMA2|A0A6J0XMA2_ODOVR
OG0001973	sp|P0CG49|UBB_MOUSE	tr|A0A6J0XNE6|A0A6J0XNE6_ODOVR, tr|A0A6J0WMU2|A0A6J0WMU2_ODOVR
OG0001974	sp|Q04998|INHBA_MOUSE, sp|Q04999|INHBB_MOUSE	tr|A0A6J0YXY3|A0A6J0YXY3_ODOVR
OG0001975	sp|Q8BGE9|RL3R1_MOUSE	tr|A0A6J0WTY5|A0A6J0WTY5_ODOVR, tr|A0A6J0XT49|A0A6J0XT49_ODOVR
OG0001976	sp|Q8R460|IL36G_MOUSE	tr|A0A6J0WYD9|A0A6J0WYD9_ODOVR, tr|A0A6J0WV78|A0A6J0WV78_ODOVR
OG0001977	sp|E9Q355|CTSG1_MOUSE, sp|C6KI89|CTSG2_MOUSE	tr|A0A6J0WMJ0|A0A6J0WMJ0_ODOVR
OG0001978	sp|P62761|VISL1_MOUSE	tr|A0A6J0YXN5|A0A6J0YXN5_ODOVR, tr|A0A6J0XTL1|A0A6J0XTL1_ODOVR
OG0001979	sp|Q8CH72|TRI32_MOUSE, sp|Q3UP44|NHLC4_MOUSE	tr|A0A6J0VJ66|A0A6J0VJ66_ODOVR
OG0001980	sp|Q9QY14|FOXE3_MOUSE, sp|Q8R2I0|FOXE1_MOUSE	tr|A0A6J0X9Y9|A0A6J0X9Y9_ODOVR
OG0001981	sp|Q91VM9|IPYR2_MOUSE	tr|A0A6J0Y6F0|A0A6J0Y6F0_ODOVR, tr|A0A6J0VMX6|A0A6J0VMX6_ODOVR
OG0001982	sp|Q9CX63|IL40_MOUSE, sp|Q9JKA5|GPA33_MOUSE	tr|A0A6J0Z5L5|A0A6J0Z5L5_ODOVR
OG0001983	sp|D3Z1Q2|MRAP2_MOUSE	tr|A0A6J0WUN8|A0A6J0WUN8_ODOVR, tr|A0A6J0WXI3|A0A6J0WXI3_ODOVR
OG0001984	sp|P0C027|NUD10_MOUSE, sp|P0C028|NUD11_MOUSE	tr|A0A6J0Y5Z0|A0A6J0Y5Z0_ODOVR
OG0001985	sp|Q60673|PTPRN_MOUSE, sp|P80560|PTPR2_MOUSE	tr|A0A6J0YFG7|A0A6J0YFG7_ODOVR
OG0001986	sp|Q921Y2|IMP3_MOUSE	tr|A0A6J0XAI0|A0A6J0XAI0_ODOVR, tr|A0A6J0VW09|A0A6J0VW09_ODOVR
OG0001987	sp|E9PV82|FA53A_MOUSE, sp|Q8BGR5|FA53B_MOUSE	tr|A0A6J0Z2Z0|A0A6J0Z2Z0_ODOVR
OG0001988	sp|Q8BG18|NECA1_MOUSE, sp|Q9D6J4|NECA3_MOUSE	tr|A0A6J0YAI0|A0A6J0YAI0_ODOVR
OG0001989	sp|Q8K389|CK5P2_MOUSE	tr|A0A6J0ZBT2|A0A6J0ZBT2_ODOVR, tr|A0A6J0YHR6|A0A6J0YHR6_ODOVR
OG0001990	tr|Q8VFQ4|Q8VFQ4_MOUSE, tr|Q8VFQ3|Q8VFQ3_MOUSE	tr|A0A6J0VRE9|A0A6J0VRE9_ODOVR
OG0001991	tr|A0A6I8MX03|A0A6I8MX03_MOUSE, sp|Q921J4|UBE2S_MOUSE	tr|A0A6J0X5W7|A0A6J0X5W7_ODOVR
OG0001992	sp|P13297|MSX1_MOUSE	tr|A0A6J0XML8|A0A6J0XML8_ODOVR, tr|A0A6J0WKK3|A0A6J0WKK3_ODOVR
OG0001993	sp|Q3V1M1|IGS10_MOUSE	tr|A0A6J0VLW0|A0A6J0VLW0_ODOVR, tr|A0A6J0WZY6|A0A6J0WZY6_ODOVR
OG0001994	sp|Q8C267|SETB2_MOUSE	tr|A0A6J0YEL5|A0A6J0YEL5_ODOVR, tr|A0A6J0VPC7|A0A6J0VPC7_ODOVR
OG0001995	sp|Q9D9W1|PIFO_MOUSE	tr|A0A6J0WR80|A0A6J0WR80_ODOVR, tr|A0A6J0WMH6|A0A6J0WMH6_ODOVR
OG0001996	sp|O88792|JAM1_MOUSE	tr|A0A6J0X9R9|A0A6J0X9R9_ODOVR, tr|A0A6J0X523|A0A6J0X523_ODOVR
OG0001998	sp|Q80WM9|TNR14_MOUSE, sp|P27512|TNR5_MOUSE	tr|A0A6J0WYP2|A0A6J0WYP2_ODOVR
OG0001999	tr|Q31099|Q31099_MOUSE, sp|P35737|DMB_MOUSE	tr|A0A6J0YRP2|A0A6J0YRP2_ODOVR
OG0002000	sp|Q00558|HAP40_MOUSE	tr|A0A6J0X7R8|A0A6J0X7R8_ODOVR, tr|A0A6J0XAG9|A0A6J0XAG9_ODOVR
OG0002001	sp|Q9JMG2|C1GLC_MOUSE	tr|A0A6J0WZY0|A0A6J0WZY0_ODOVR, tr|A0A6J0Z0U1|A0A6J0Z0U1_ODOVR
OG0002002	sp|Q9WVC6|SGK1_MOUSE	tr|A0A6J0X120|A0A6J0X120_ODOVR, tr|A0A6J0YQZ2|A0A6J0YQZ2_ODOVR
OG0002003	sp|A2CE44|ZXDB_MOUSE	tr|A0A6J0WT26|A0A6J0WT26_ODOVR, tr|A0A6J0XWM0|A0A6J0XWM0_ODOVR
OG0002004	sp|P59268|ZDHC9_MOUSE, sp|Q810M5|ZDH19_MOUSE	tr|A0A6J0XAV8|A0A6J0XAV8_ODOVR
OG0002005	sp|Q8C3X4|GUF1_MOUSE	tr|A0A6J0YU41|A0A6J0YU41_ODOVR, tr|A0A6J0VHT2|A0A6J0VHT2_ODOVR
OG0002006	sp|Q9D945|LLPH_MOUSE	tr|A0A6J0VNZ3|A0A6J0VNZ3_ODOVR, tr|A0A6J0WR32|A0A6J0WR32_ODOVR
OG0002007	sp|Q9DB00|GON4L_MOUSE	tr|A0A6J0Z226|A0A6J0Z226_ODOVR, tr|A0A6J0Z4H4|A0A6J0Z4H4_ODOVR
OG0002008	sp|Q9QZN1|FXL17_MOUSE, tr|Q7TNS5|Q7TNS5_MOUSE	tr|A0A6J0VXW1|A0A6J0VXW1_ODOVR
OG0002009	sp|Q91WL0|ES8L3_MOUSE	tr|A0A6J0XEG0|A0A6J0XEG0_ODOVR, tr|A0A6J0VHJ2|A0A6J0VHJ2_ODOVR
OG0002010	tr|Q3V063|Q3V063_MOUSE, sp|Q9D3R9|TAF7L_MOUSE	tr|A0A6J0VWQ8|A0A6J0VWQ8_ODOVR
OG0002011	sp|Q78YZ6|SCOC_MOUSE	tr|A0A6J0XF97|A0A6J0XF97_ODOVR, tr|A0A6J0W4Q2|A0A6J0W4Q2_ODOVR
OG0002012	sp|Q9D2Q3|PAAT_MOUSE	tr|A0A6J0XZ75|A0A6J0XZ75_ODOVR, tr|A0A6J0XZM1|A0A6J0XZM1_ODOVR
OG0002013	sp|Q9D7S7|RL22L_MOUSE	tr|A0A6J0XZC0|A0A6J0XZC0_ODOVR, tr|A0A6J0Y020|A0A6J0Y020_ODOVR
OG0002014	sp|C8YR32|LOXH1_MOUSE	tr|A0A6J0VMJ6|A0A6J0VMJ6_ODOVR, tr|A0A6J0Y9F5|A0A6J0Y9F5_ODOVR
OG0002015	tr|D3YYZ1|D3YYZ1_MOUSE, tr|J3QNN2|J3QNN2_MOUSE	tr|A0A6J0VNY2|A0A6J0VNY2_ODOVR
OG0002016	sp|O08707|ACKR2_MOUSE	tr|A0A6J0VRM2|A0A6J0VRM2_ODOVR, tr|A0A6J0VWJ1|A0A6J0VWJ1_ODOVR
OG0002017	sp|Q14C59|TM11B_MOUSE	tr|A0A6J0YUK0|A0A6J0YUK0_ODOVR, tr|A0A6J0YV50|A0A6J0YV50_ODOVR
OG0002018	sp|Q91WM6|EVA1A_MOUSE	tr|A0A6J0Y5H2|A0A6J0Y5H2_ODOVR, tr|A0A6J0YW45|A0A6J0YW45_ODOVR
OG0002019	sp|Q9CPW5|SSRB_MOUSE	tr|A0A6J0Z1X7|A0A6J0Z1X7_ODOVR, tr|A0A6J0W807|A0A6J0W807_ODOVR
OG0002020	sp|P48320|DCE2_MOUSE	tr|A0A6J0Z264|A0A6J0Z264_ODOVR, tr|A0A6J0Y1F1|A0A6J0Y1F1_ODOVR
OG0002021	tr|Q3TEE9|Q3TEE9_MOUSE, sp|Q8VC10|OSGI1_MOUSE	tr|A0A6J0VN98|A0A6J0VN98_ODOVR
OG0002022	sp|Q99K43|PRC1_MOUSE	tr|A0A6J0YT33|A0A6J0YT33_ODOVR, tr|A0A6J0YKI5|A0A6J0YKI5_ODOVR
OG0002023	tr|Q8BML3|Q8BML3_MOUSE, sp|Q9D8C3|ALG13_MOUSE	tr|A0A6J0WLC1|A0A6J0WLC1_ODOVR
OG0002024	sp|Q9JJH1|RNAS4_MOUSE	tr|A0A6J0XXW2|A0A6J0XXW2_ODOVR, tr|A0A6J0XXN8|A0A6J0XXN8_ODOVR
OG0002025	sp|Q9R0Q4|MO4L2_MOUSE	tr|A0A6J0YDC5|A0A6J0YDC5_ODOVR, tr|A0A6J0X544|A0A6J0X544_ODOVR
OG0002027	sp|P00493|HPRT_MOUSE	tr|A0A6J0Z1Q2|A0A6J0Z1Q2_ODOVR, tr|A0A6J0VX82|A0A6J0VX82_ODOVR
OG0002028	sp|Q5SUF2|LC7L3_MOUSE	tr|A0A6J0Z8X4|A0A6J0Z8X4_ODOVR, tr|A0A6J0ZD78|A0A6J0ZD78_ODOVR
OG0002029	sp|Q80UE6|WNK4_MOUSE	tr|A0A6J0X628|A0A6J0X628_ODOVR, tr|A0A6J0YHN2|A0A6J0YHN2_ODOVR
OG0002030	sp|Q9DCC4|P5CR3_MOUSE	tr|A0A6J0ZFP1|A0A6J0ZFP1_ODOVR, tr|A0A6J0WJS1|A0A6J0WJS1_ODOVR
OG0002031	sp|P11103|PARP1_MOUSE	tr|A0A6J0ZB26|A0A6J0ZB26_ODOVR, tr|A0A6J0X6D2|A0A6J0X6D2_ODOVR
OG0002032	sp|P35235|PTN11_MOUSE	tr|A0A6J0VW23|A0A6J0VW23_ODOVR, tr|A0A6J0YF57|A0A6J0YF57_ODOVR
OG0002034	sp|Q8VHP8|RB40B_MOUSE, sp|Q8VHQ4|RB40C_MOUSE	tr|A0A6J0WWH9|A0A6J0WWH9_ODOVR
OG0002035	sp|Q91X52|DCXR_MOUSE	tr|A0A6J0YJE0|A0A6J0YJE0_ODOVR, tr|A0A6J0YLR4|A0A6J0YLR4_ODOVR
OG0002036	sp|D3KU66|ASMT_MOUSE	tr|A0A6J0WMS1|A0A6J0WMS1_ODOVR, tr|A0A6J0YR14|A0A6J0YR14_ODOVR
OG0002037	sp|Q63836|SBP2_MOUSE, sp|P17563|SBP1_MOUSE	tr|A0A6J0W0U8|A0A6J0W0U8_ODOVR
OG0002038	sp|Q7TNG8|LDHD_MOUSE, sp|Q8CIM3|D2HDH_MOUSE	tr|A0A6J0Z6S9|A0A6J0Z6S9_ODOVR
OG0002039	sp|Q91YA2|KPSH1_MOUSE	tr|A0A6J0WSK5|A0A6J0WSK5_ODOVR, tr|A0A6J0ZDR9|A0A6J0ZDR9_ODOVR
OG0002040	sp|Q9D5U5|HDHD1_MOUSE	tr|A0A6J0WYC9|A0A6J0WYC9_ODOVR, tr|A0A6J0XG44|A0A6J0XG44_ODOVR
OG0002041	sp|Q9QYF1|RDH11_MOUSE	tr|A0A6J0Y161|A0A6J0Y161_ODOVR, tr|A0A6J0X695|A0A6J0X695_ODOVR
OG0002042	tr|A0A140LIS8|A0A140LIS8_MOUSE, sp|Q9CXR1|DHRS7_MOUSE	tr|A0A6J0WR34|A0A6J0WR34_ODOVR
OG0002043	sp|Q8CB14|LAS2_MOUSE	tr|A0A6J0XTH1|A0A6J0XTH1_ODOVR, tr|A0A6J0XNC8|A0A6J0XNC8_ODOVR
OG0002044	tr|A0A0A6YVU8|A0A0A6YVU8_MOUSE, sp|Q9JKV1|ADRM1_MOUSE	tr|A0A6J0Y5D4|A0A6J0Y5D4_ODOVR
OG0002045	sp|A2A7Z8|ADCL3_MOUSE	tr|A0A6J0Y4Y0|A0A6J0Y4Y0_ODOVR, tr|A0A6J0Y9A8|A0A6J0Y9A8_ODOVR
OG0002047	sp|Q8BHJ9|SLU7_MOUSE	tr|A0A6J0YCZ3|A0A6J0YCZ3_ODOVR, tr|A0A6J0Y772|A0A6J0Y772_ODOVR
OG0002048	tr|A0A1B0GSW2|A0A1B0GSW2_MOUSE, sp|Q91VI7|RINI_MOUSE	tr|A0A6J0Z133|A0A6J0Z133_ODOVR
OG0002049	sp|Q9EQH2|ERAP1_MOUSE	tr|A0A6J0W0E6|A0A6J0W0E6_ODOVR, tr|A0A6J0W5E6|A0A6J0W5E6_ODOVR
OG0002050	tr|A0A1L1SVG7|A0A1L1SVG7_MOUSE	tr|A0A6J0YFB6|A0A6J0YFB6_ODOVR, tr|A0A6J0YXI1|A0A6J0YXI1_ODOVR
OG0002051	tr|Q8BG37|Q8BG37_MOUSE, sp|O08709|PRDX6_MOUSE	tr|A0A6J0Y8F5|A0A6J0Y8F5_ODOVR
OG0002052	sp|Q8N7N5|DCAF8_MOUSE, tr|A2AHY8|A2AHY8_MOUSE	tr|A0A6J0WVQ4|A0A6J0WVQ4_ODOVR
OG0002053	sp|Q8R205|ZC3HA_MOUSE	tr|A0A6J0ZCP3|A0A6J0ZCP3_ODOVR, tr|A0A6J0WUR7|A0A6J0WUR7_ODOVR
OG0002054	sp|Q9JHI9|S40A1_MOUSE	tr|A0A6J0ZAH5|A0A6J0ZAH5_ODOVR, tr|A0A6J0Z940|A0A6J0Z940_ODOVR
OG0002055	tr|Q6DIC6|Q6DIC6_MOUSE, tr|Q9ER67|Q9ER67_MOUSE	tr|A0A6J0VU60|A0A6J0VU60_ODOVR
OG0002056	sp|Q80YR6|CTIP_MOUSE	tr|A0A6J0WLP0|A0A6J0WLP0_ODOVR, tr|A0A6J0YZE6|A0A6J0YZE6_ODOVR
OG0002057	sp|Q9D267|LCN9_MOUSE	tr|A0A6J0X2L0|A0A6J0X2L0_ODOVR, tr|A0A6J0X2F7|A0A6J0X2F7_ODOVR
OG0002058	sp|Q3U497|CLM7_MOUSE	tr|A0A6J0VT60|A0A6J0VT60_ODOVR, tr|A0A6J0VT84|A0A6J0VT84_ODOVR
OG0002059	sp|O35324|SH21B_MOUSE, sp|Q45HK4|SH21C_MOUSE	tr|A0A6J0W474|A0A6J0W474_ODOVR
OG0002060	sp|Q91XD4|FTCD_MOUSE	tr|A0A6J0W4N7|A0A6J0W4N7_ODOVR, tr|A0A6J0Y3V1|A0A6J0Y3V1_ODOVR
OG0002061	tr|B7ZP21|B7ZP21_MOUSE, tr|F6ZGD5|F6ZGD5_MOUSE	tr|A0A6J0WS79|A0A6J0WS79_ODOVR
OG0002062	tr|F8VQG4|F8VQG4_MOUSE	tr|A0A6J0X3F1|A0A6J0X3F1_ODOVR, tr|A0A6J0Z2H3|A0A6J0Z2H3_ODOVR
OG0002063	sp|P70390|SHOX2_MOUSE	tr|A0A6J0WKJ5|A0A6J0WKJ5_ODOVR, tr|A0A6J0ZAY1|A0A6J0ZAY1_ODOVR
OG0002064	sp|Q148V7|RELCH_MOUSE	tr|A0A6J0ZBY9|A0A6J0ZBY9_ODOVR, tr|A0A6J0YJB3|A0A6J0YJB3_ODOVR
OG0002065	sp|Q60687|FSHB_MOUSE	tr|A0A6J0WV02|A0A6J0WV02_ODOVR, tr|A0A6J0WZV7|A0A6J0WZV7_ODOVR
OG0002066	sp|Q99MB1|TLR3_MOUSE	tr|A0A6J0WBA2|A0A6J0WBA2_ODOVR, tr|A0A6J0XBJ4|A0A6J0XBJ4_ODOVR
OG0002067	sp|Q9Z0V7|TI17B_MOUSE	tr|A0A6J0W545|A0A6J0W545_ODOVR, tr|A0A6J0YI29|A0A6J0YI29_ODOVR
OG0002068	tr|A0A1D5RMC2|A0A1D5RMC2_MOUSE	tr|A0A6J0YR78|A0A6J0YR78_ODOVR, tr|A0A6J0YT26|A0A6J0YT26_ODOVR
OG0002069	sp|Q7SIG6|ASAP2_MOUSE, tr|J3KMP8|J3KMP8_MOUSE	tr|A0A6J0Z1W0|A0A6J0Z1W0_ODOVR
OG0002070	sp|O55239|NNMT_MOUSE, sp|P40936|INMT_MOUSE	tr|A0A6J0Y6V2|A0A6J0Y6V2_ODOVR
OG0002071	sp|Q6EDY6|CARL1_MOUSE	tr|A0A6J0XNP9|A0A6J0XNP9_ODOVR, tr|A0A6J0VWE1|A0A6J0VWE1_ODOVR
OG0002072	sp|Q80YR9|R12BA_MOUSE, sp|Q66JV4|R12BB_MOUSE	tr|A0A6J0WX66|A0A6J0WX66_ODOVR
OG0002073	sp|Q8K2H3|FA13B_MOUSE	tr|A0A6J0Y2F7|A0A6J0Y2F7_ODOVR, tr|A0A6J0WBB1|A0A6J0WBB1_ODOVR
OG0002074	sp|Q91V80|APOF_MOUSE	tr|A0A6J0WUS8|A0A6J0WUS8_ODOVR, tr|A0A6J0WPI5|A0A6J0WPI5_ODOVR
OG0002075	sp|P40237|CD82_MOUSE	tr|A0A6J0WQF7|A0A6J0WQF7_ODOVR, tr|A0A6J0WYZ7|A0A6J0WYZ7_ODOVR
OG0002076	sp|Q8BYK4|RDH12_MOUSE	tr|A0A6J0XB59|A0A6J0XB59_ODOVR, tr|A0A6J0XRG3|A0A6J0XRG3_ODOVR
OG0002077	sp|Q9CX00|IST1_MOUSE	tr|A0A6J0WJR1|A0A6J0WJR1_ODOVR, tr|A0A6J0Y7A1|A0A6J0Y7A1_ODOVR
OG0002078	sp|A2AL36|CNTRL_MOUSE	tr|A0A6J0XIG8|A0A6J0XIG8_ODOVR, tr|A0A6J0YST0|A0A6J0YST0_ODOVR
OG0002079	sp|O09131|GSTO1_MOUSE	tr|A0A6J0WVB2|A0A6J0WVB2_ODOVR, tr|A0A6J0WRS3|A0A6J0WRS3_ODOVR
OG0002080	sp|P13634|CAH1_MOUSE, sp|Q9D6N1|CAH13_MOUSE	tr|A0A6J0YM41|A0A6J0YM41_ODOVR
OG0002081	sp|Q8K2F0|BRD3_MOUSE	tr|A0A6J0WLL9|A0A6J0WLL9_ODOVR, tr|A0A6J0WDE5|A0A6J0WDE5_ODOVR
OG0002082	tr|Q9D5J5|Q9D5J5_MOUSE, sp|Q9DB52|PBIR1_MOUSE	tr|A0A6J0Z2B9|A0A6J0Z2B9_ODOVR
OG0002083	tr|Q9D7L5|Q9D7L5_MOUSE, sp|Q8BHD4|FRMD3_MOUSE	tr|A0A6J0YY69|A0A6J0YY69_ODOVR
OG0002084	tr|A0A7N9VR94|A0A7N9VR94_MOUSE, sp|O55103|PRAX_MOUSE	tr|A0A6J0VJK9|A0A6J0VJK9_ODOVR
OG0002085	sp|Q6XQH0|G3ST2_MOUSE, tr|Q3ULK5|Q3ULK5_MOUSE	tr|A0A6J0Z3Y7|A0A6J0Z3Y7_ODOVR
OG0002086	sp|Q8VC57|KCTD5_MOUSE	tr|A0A6J0WXT3|A0A6J0WXT3_ODOVR, tr|A0A6J0XVQ7|A0A6J0XVQ7_ODOVR
OG0002087	sp|Q9D8B3|CHM4B_MOUSE	tr|A0A6J0WFV7|A0A6J0WFV7_ODOVR, tr|A0A6J0Y9H2|A0A6J0Y9H2_ODOVR
OG0002088	sp|Q9DCG9|TR112_MOUSE	tr|A0A6J0YJG8|A0A6J0YJG8_ODOVR, tr|A0A6J0YB85|A0A6J0YB85_ODOVR
OG0002089	sp|Q9Z0G0|GIPC1_MOUSE, sp|Q8R5M0|GIPC3_MOUSE	tr|A0A6J0ZE22|A0A6J0ZE22_ODOVR
OG0002090	sp|P49681|NPBW1_MOUSE	tr|A0A6J0W3S1|A0A6J0W3S1_ODOVR, tr|A0A6J0VQL6|A0A6J0VQL6_ODOVR
OG0002092	sp|Q5SQY2|BOD1_MOUSE	tr|A0A6J0Y3U4|A0A6J0Y3U4_ODOVR, tr|A0A6J0XMX8|A0A6J0XMX8_ODOVR
OG0002093	sp|Q8BLB0|ZFP3_MOUSE, sp|Q62513|ZN260_MOUSE	tr|A0A6J0Z623|A0A6J0Z623_ODOVR
OG0002094	sp|Q8QZZ7|TPRKB_MOUSE	tr|A0A6J0WMU9|A0A6J0WMU9_ODOVR, tr|A0A6J0Z4Q5|A0A6J0Z4Q5_ODOVR
OG0002095	sp|Q8VH51|RBM39_MOUSE	tr|A0A6J0YU07|A0A6J0YU07_ODOVR, tr|A0A6J0XNU6|A0A6J0XNU6_ODOVR
OG0002096	sp|Q9QZ41|DBF4A_MOUSE	tr|A0A6J0VZE8|A0A6J0VZE8_ODOVR, tr|A0A6J0W8G1|A0A6J0W8G1_ODOVR
OG0002097	sp|P47915|RL29_MOUSE, tr|W4VSN7|W4VSN7_MOUSE	tr|A0A6J0VWW8|A0A6J0VWW8_ODOVR
OG0002098	tr|A0A140T8U4|A0A140T8U4_MOUSE, sp|P47964|RL36_MOUSE	tr|A0A6J0WNE5|A0A6J0WNE5_ODOVR
OG0002099	sp|Q80WJ6|MRP9_MOUSE	tr|A0A6J0WHE6|A0A6J0WHE6_ODOVR, tr|A0A6J0WFS6|A0A6J0WFS6_ODOVR
OG0002100	sp|Q921L5|COG2_MOUSE	tr|A0A6J0YHW4|A0A6J0YHW4_ODOVR, tr|A0A6J0VK82|A0A6J0VK82_ODOVR
OG0002101	tr|Q9R0K4|Q9R0K4_MOUSE, tr|Q0VEP0|Q0VEP0_MOUSE	tr|A0A6J0XIW3|A0A6J0XIW3_ODOVR
OG0002102	sp|D0VYS2|HSF3_MOUSE, sp|P38533|HSF2_MOUSE	tr|A0A6J0X021|A0A6J0X021_ODOVR
OG0002103	sp|P56183|RRP1_MOUSE	tr|A0A6J0XBH8|A0A6J0XBH8_ODOVR, tr|A0A6J0WRC4|A0A6J0WRC4_ODOVR
OG0002104	sp|Q3TZW7|BEX6_MOUSE, sp|Q9CWT2|BEX4_MOUSE	tr|A0A6J0Y6G0|A0A6J0Y6G0_ODOVR
