Orthogroup	Mus_musculus	Cercocebus_atys
OG0000471	sp|P48453|PP2BB_MOUSE	tr|A0A2K5LUT8|A0A2K5LUT8_CERAT
OG0000472	sp|Q6NZB0|DNJC8_MOUSE	tr|A0A2K5LZB6|A0A2K5LZB6_CERAT, tr|A0A2K5M8Q3|A0A2K5M8Q3_CERAT, tr|A0A2K5KXQ2|A0A2K5KXQ2_CERAT, tr|A0A2K5M146|A0A2K5M146_CERAT, tr|A0A2K5NG03|A0A2K5NG03_CERAT
OG0000473	sp|Q61036|PAK3_MOUSE	tr|A0A2K5MQE5|A0A2K5MQE5_CERAT
OG0000473	sp|O88643|PAK1_MOUSE	tr|A0A2K5LUS9|A0A2K5LUS9_CERAT
OG0000473	sp|Q8CIN4|PAK2_MOUSE	tr|A0A2K5N5N4|A0A2K5N5N4_CERAT
OG0000474	tr|F8VQM5|F8VQM5_MOUSE	tr|A0A2K5L4M8|A0A2K5L4M8_CERAT
OG0000474	tr|A0A571BF69|A0A571BF69_MOUSE	tr|A0A2K5NB95|A0A2K5NB95_CERAT
OG0000474	tr|A0A571BDS5|A0A571BDS5_MOUSE	tr|A0A2K5LWI9|A0A2K5LWI9_CERAT
OG0000475	sp|Q9DC51|GNAI3_MOUSE	tr|A0A2K5LLH1|A0A2K5LLH1_CERAT
OG0000475	sp|B2RSH2|GNAI1_MOUSE	tr|A0A2K5M260|A0A2K5M260_CERAT
OG0000475	sp|P08752|GNAI2_MOUSE	tr|A0A2K5NXA1|A0A2K5NXA1_CERAT
OG0000476	sp|Q8BGZ3|DCA12_MOUSE	tr|A0A2K5NA55|A0A2K5NA55_CERAT
OG0000476	sp|Q8CBW4|DC121_MOUSE, sp|Q8BGW4|DC122_MOUSE	tr|A0A2K5KXT0|A0A2K5KXT0_CERAT, tr|A0A2K5L407|A0A2K5L407_CERAT
OG0000477	sp|P28474|ADHX_MOUSE	tr|A0A2K5NPR9|A0A2K5NPR9_CERAT, tr|A0A2K5NWX1|A0A2K5NWX1_CERAT
OG0000477	sp|Q9QYY9|ADH4_MOUSE	tr|A0A2K5M2I6|A0A2K5M2I6_CERAT, tr|A0A2K5MW47|A0A2K5MW47_CERAT
OG0000478	sp|F8VQ03|ADAM3_MOUSE	tr|A0A2K5M8Y9|A0A2K5M8Y9_CERAT
OG0000478	sp|Q9R157|ADA18_MOUSE	tr|A0A2K5M294|A0A2K5M294_CERAT
OG0000478	sp|Q3TTE0|ADAM5_MOUSE	tr|A0A2K5LSP8|A0A2K5LSP8_CERAT
OG0000479	sp|P70340|SMAD1_MOUSE	tr|A0A2K5NE45|A0A2K5NE45_CERAT
OG0000479	sp|Q9JIW5|SMAD9_MOUSE	tr|A0A2K5N9T0|A0A2K5N9T0_CERAT
OG0000479	sp|P97454|SMAD5_MOUSE	tr|A0A2K5NY94|A0A2K5NY94_CERAT
OG0000480	sp|Q64437|ADH7_MOUSE	tr|A0A2K5NA35|A0A2K5NA35_CERAT
OG0000480	tr|A0A1D5RMB0|A0A1D5RMB0_MOUSE, tr|E9Q5Z6|E9Q5Z6_MOUSE, sp|P00329|ADH1_MOUSE	tr|A0A2K5MIQ9|A0A2K5MIQ9_CERAT
OG0000481	tr|E9PV04|E9PV04_MOUSE, tr|A0A0N4SVP8|A0A0N4SVP8_MOUSE, sp|Q9CWT6|DDX28_MOUSE	tr|A0A2K5N4H2|A0A2K5N4H2_CERAT
OG0000481	sp|Q91VC3|IF4A3_MOUSE	tr|A0A2K5N7D0|A0A2K5N7D0_CERAT
OG0000482	sp|P17751|TPIS_MOUSE	tr|A0A2K5NZN6|A0A2K5NZN6_CERAT, tr|A0A2K5LSZ7|A0A2K5LSZ7_CERAT, tr|A0A2K5KJI2|A0A2K5KJI2_CERAT, tr|A0A2K5LN73|A0A2K5LN73_CERAT, tr|A0A2K5M1D2|A0A2K5M1D2_CERAT
OG0000483	sp|Q5NCM1|S17A4_MOUSE	tr|A0A2K5LE33|A0A2K5LE33_CERAT
OG0000483	sp|Q5SZA1|NPT3_MOUSE	tr|A0A2K5LXM2|A0A2K5LXM2_CERAT
OG0000483	tr|G3UWD9|G3UWD9_MOUSE	tr|A0A2K5MXT8|A0A2K5MXT8_CERAT
OG0000484	sp|Q64516|GLPK_MOUSE	tr|A0A2K5KZD9|A0A2K5KZD9_CERAT, tr|A0A2K5N9Y2|A0A2K5N9Y2_CERAT
OG0000484	tr|Q8C635|Q8C635_MOUSE, sp|Q9WU65|GLPK2_MOUSE	tr|A0A2K5KYN5|A0A2K5KYN5_CERAT
OG0000485	sp|Q80TB7|ZSWM6_MOUSE	tr|A0A2K5LC12|A0A2K5LC12_CERAT
OG0000485	sp|Q8C7B8|ZSWM4_MOUSE	tr|A0A2K5L5R7|A0A2K5L5R7_CERAT
OG0000485	sp|Q80TC6|ZSWM5_MOUSE	tr|A0A2K5N853|A0A2K5N853_CERAT
OG0000486	sp|O55017|CAC1B_MOUSE	tr|A0A2K5LAM9|A0A2K5LAM9_CERAT
OG0000486	sp|Q61290|CAC1E_MOUSE	tr|A0A2K5MI80|A0A2K5MI80_CERAT
OG0000486	sp|P97445|CAC1A_MOUSE	tr|A0A2K5LXI5|A0A2K5LXI5_CERAT
OG0000487	sp|P62908|RS3_MOUSE	tr|A0A2K5NZV2|A0A2K5NZV2_CERAT, tr|A0A2K5MEI8|A0A2K5MEI8_CERAT, tr|A0A2K5KPZ6|A0A2K5KPZ6_CERAT, tr|A0A2K5NLX3|A0A2K5NLX3_CERAT, tr|A0A2K5MVL4|A0A2K5MVL4_CERAT
OG0000488	sp|P34960|MMP12_MOUSE	tr|A0A2K5LV94|A0A2K5LV94_CERAT
OG0000488	sp|O55123|MMP10_MOUSE	tr|A0A2K5LV58|A0A2K5LV58_CERAT
OG0000488	sp|P28862|MMP3_MOUSE	tr|A0A2K5NBA0|A0A2K5NBA0_CERAT
OG0000489	sp|P27664|PDE6A_MOUSE	tr|A0A2K5L3C7|A0A2K5L3C7_CERAT
OG0000489	sp|P23440|PDE6B_MOUSE	tr|A0A2K5MQZ4|A0A2K5MQZ4_CERAT
OG0000489	sp|Q91ZQ1|PDE6C_MOUSE	tr|A0A2K5LDX2|A0A2K5LDX2_CERAT
OG0000490	sp|B0V2N1|PTPRS_MOUSE	tr|A0A2K5NUE4|A0A2K5NUE4_CERAT
OG0000490	sp|Q64487|PTPRD_MOUSE	tr|A0A2K5KQ07|A0A2K5KQ07_CERAT
OG0000490	sp|A2A8L5|PTPRF_MOUSE	tr|A0A2K5NR41|A0A2K5NR41_CERAT
OG0000491	sp|Q3V0T4|ITAD_MOUSE	tr|A0A2K5MY81|A0A2K5MY81_CERAT
OG0000491	sp|P05555|ITAM_MOUSE	tr|A0A2K5KQ82|A0A2K5KQ82_CERAT
OG0000491	sp|Q9QXH4|ITAX_MOUSE	tr|A0A2K5LZ12|A0A2K5LZ12_CERAT
OG0000492	sp|Q61233|PLSL_MOUSE	tr|A0A2K5NED0|A0A2K5NED0_CERAT
OG0000492	sp|Q99K51|PLST_MOUSE	tr|A0A2K5MZY6|A0A2K5MZY6_CERAT
OG0000492	sp|Q3V0K9|PLSI_MOUSE	tr|A0A2K5MAY2|A0A2K5MAY2_CERAT
OG0000493	sp|P54763|EPHB2_MOUSE	tr|A0A2K5MME4|A0A2K5MME4_CERAT
OG0000493	sp|P54754|EPHB3_MOUSE	tr|A0A2K5N4K5|A0A2K5N4K5_CERAT
OG0000493	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A2K5KKM8|A0A2K5KKM8_CERAT
OG0000494	sp|P39655|LOX12_MOUSE	tr|A0A2K5LD05|A0A2K5LD05_CERAT
OG0000494	sp|P39654|LOX15_MOUSE	tr|A0A2K5MWQ5|A0A2K5MWQ5_CERAT
OG0000494	sp|P55249|LX12E_MOUSE	tr|A0A2K5NNP2|A0A2K5NNP2_CERAT
OG0000495	sp|Q91V24|ABCA7_MOUSE	tr|A0A2K5LE86|A0A2K5LE86_CERAT
OG0000495	sp|P41233|ABCA1_MOUSE	tr|A0A2K5M9N1|A0A2K5M9N1_CERAT
OG0000495	sp|O35600|ABCA4_MOUSE	tr|A0A2K5KRW5|A0A2K5KRW5_CERAT
OG0000496	sp|Q9EST5|AN32B_MOUSE	tr|A0A2K5M9F4|A0A2K5M9F4_CERAT, tr|A0A2K5LSI7|A0A2K5LSI7_CERAT
OG0000496	sp|O35381|AN32A_MOUSE, sp|Q64G17|AN32C_MOUSE	tr|A0A2K5LPR4|A0A2K5LPR4_CERAT
OG0000497	sp|P56135|ATPK_MOUSE	tr|A0A2K5LT42|A0A2K5LT42_CERAT, tr|A0A2K5KZ44|A0A2K5KZ44_CERAT, tr|A0A2K5NDQ4|A0A2K5NDQ4_CERAT, tr|A0A2K5L3H8|A0A2K5L3H8_CERAT, tr|A0A2K5LRS1|A0A2K5LRS1_CERAT
OG0000498	sp|Q8K596|NAC2_MOUSE	tr|A0A2K5L026|A0A2K5L026_CERAT
OG0000498	sp|S4R2P9|NAC3_MOUSE	tr|A0A2K5LKR7|A0A2K5LKR7_CERAT
OG0000498	sp|P70414|NAC1_MOUSE	tr|A0A2K5MZB8|A0A2K5MZB8_CERAT
OG0000499	sp|Q923L3|CSMD1_MOUSE	tr|A0A2K5L8N4|A0A2K5L8N4_CERAT
OG0000499	sp|Q80T79|CSMD3_MOUSE	tr|A0A2K5M577|A0A2K5M577_CERAT
OG0000499	tr|V9GX34|V9GX34_MOUSE	tr|A0A2K5LD59|A0A2K5LD59_CERAT
OG0000500	sp|P18911|RARG_MOUSE	tr|A0A2K5N2P2|A0A2K5N2P2_CERAT
OG0000500	sp|P22605|RARB_MOUSE	tr|A0A2K5NBP9|A0A2K5NBP9_CERAT
OG0000500	sp|P11416|RARA_MOUSE	tr|A0A2K5P3R2|A0A2K5P3R2_CERAT
OG0000501	sp|P35980|RL18_MOUSE	tr|A0A2K5NMI1|A0A2K5NMI1_CERAT, tr|A0A2K5ML36|A0A2K5ML36_CERAT, tr|A0A2K5LA14|A0A2K5LA14_CERAT, tr|A0A2K5N172|A0A2K5N172_CERAT, tr|A0A2K5MQS0|A0A2K5MQS0_CERAT
OG0000502	sp|Q91ZE5|AGRE4_MOUSE	tr|A0A2K5LVF9|A0A2K5LVF9_CERAT
OG0000502	sp|Q9Z0M6|AGRE5_MOUSE	tr|A0A2K5LPA1|A0A2K5LPA1_CERAT, tr|A0A2K5P2C8|A0A2K5P2C8_CERAT, tr|A0A2K5N416|A0A2K5N416_CERAT
OG0000503	sp|Q8K0T7|UN13C_MOUSE	tr|A0A2K5L404|A0A2K5L404_CERAT
OG0000503	sp|Q4KUS2|UN13A_MOUSE	tr|A0A2K5M8R9|A0A2K5M8R9_CERAT
OG0000503	sp|Q9Z1N9|UN13B_MOUSE	tr|A0A2K5LKV9|A0A2K5LKV9_CERAT
OG0000504	sp|P41778|PBX1_MOUSE	tr|A0A2K5LN45|A0A2K5LN45_CERAT
OG0000504	sp|O35317|PBX3_MOUSE	tr|A0A2K5P601|A0A2K5P601_CERAT
OG0000504	sp|Q99NE9|PBX4_MOUSE	tr|A0A2K5MED6|A0A2K5MED6_CERAT
OG0000505	sp|Q62101|KPCD1_MOUSE	tr|A0A2K5KLZ1|A0A2K5KLZ1_CERAT
OG0000505	sp|Q8K1Y2|KPCD3_MOUSE	tr|A0A2K5M5B0|A0A2K5M5B0_CERAT
OG0000505	sp|Q8BZ03|KPCD2_MOUSE	tr|A0A2K5KRH3|A0A2K5KRH3_CERAT
OG0000506	tr|Q149L0|Q149L0_MOUSE	tr|A0A2K5KV01|A0A2K5KV01_CERAT
OG0000506	sp|Q99LB2|DHRS4_MOUSE	tr|A0A2K5P6K4|A0A2K5P6K4_CERAT, tr|A0A2K5N0D2|A0A2K5N0D2_CERAT, tr|A0A2K5MKB4|A0A2K5MKB4_CERAT
OG0000507	sp|Q9JL26|FMNL1_MOUSE	tr|A0A2K5MND2|A0A2K5MND2_CERAT
OG0000507	sp|Q6ZPF4|FMNL3_MOUSE	tr|A0A2K5N3T3|A0A2K5N3T3_CERAT
OG0000507	sp|A2APV2|FMNL2_MOUSE	tr|A0A2K5LLC2|A0A2K5LLC2_CERAT
OG0000508	tr|B1AR51|B1AR51_MOUSE	tr|A0A2K5NBI4|A0A2K5NBI4_CERAT
OG0000508	tr|E9Q7N9|E9Q7N9_MOUSE	tr|A0A2K5L4D1|A0A2K5L4D1_CERAT
OG0000508	sp|Q69Z23|DYH17_MOUSE	tr|A0A2K5MWZ2|A0A2K5MWZ2_CERAT
OG0000509	sp|Q9CZM2|RL15_MOUSE	tr|A0A2K5L3V2|A0A2K5L3V2_CERAT, tr|A0A2K5LQA8|A0A2K5LQA8_CERAT, tr|A0A2K5N4Q9|A0A2K5N4Q9_CERAT, tr|A0A2K5KQV1|A0A2K5KQV1_CERAT, tr|A0A2K5M811|A0A2K5M811_CERAT
OG0000510	sp|Q61151|2A5E_MOUSE	tr|A0A2K5L126|A0A2K5L126_CERAT
OG0000510	sp|Q6PD03|2A5A_MOUSE	tr|A0A2K5P6U6|A0A2K5P6U6_CERAT
OG0000510	sp|Q6PD28|2A5B_MOUSE	tr|A0A2K5P258|A0A2K5P258_CERAT
OG0000511	tr|A2A590|A2A590_MOUSE, sp|Q3V2C1|KRA93_MOUSE, tr|A2A588|A2A588_MOUSE, tr|Q3V2D6|Q3V2D6_MOUSE	tr|A0A2K5MQM5|A0A2K5MQM5_CERAT, tr|A0A2K5M6W6|A0A2K5M6W6_CERAT
OG0000512	sp|Q8R1A4|DOCK7_MOUSE	tr|A0A2K5NC71|A0A2K5NC71_CERAT
OG0000512	sp|Q8VDR9|DOCK6_MOUSE	tr|A0A2K5L7G4|A0A2K5L7G4_CERAT
OG0000512	sp|Q8C147|DOCK8_MOUSE	tr|A0A2K5MRJ2|A0A2K5MRJ2_CERAT
OG0000513	sp|Q9WVC5|TRPC7_MOUSE	tr|A0A2K5KMZ3|A0A2K5KMZ3_CERAT
OG0000513	sp|Q61143|TRPC6_MOUSE	tr|A0A2K5M957|A0A2K5M957_CERAT
OG0000513	sp|Q9QZC1|TRPC3_MOUSE	tr|A0A2K5P596|A0A2K5P596_CERAT
OG0000514	sp|Q9QXP6|MKRN1_MOUSE	tr|A0A2K5N8C7|A0A2K5N8C7_CERAT
OG0000514	sp|Q60764|MKRN3_MOUSE	tr|A0A2K5MIF2|A0A2K5MIF2_CERAT, tr|A0A2K5NB73|A0A2K5NB73_CERAT, tr|A0A2K5MAF3|A0A2K5MAF3_CERAT
OG0000515	sp|Q9Z2K1|K1C16_MOUSE, sp|Q9QWL7|K1C17_MOUSE, sp|Q6IFX2|K1C42_MOUSE, sp|Q6RHW0|K1C9_MOUSE, sp|Q61781|K1C14_MOUSE	tr|A0A2K5NH02|A0A2K5NH02_CERAT
OG0000516	sp|Q62398|CNGA2_MOUSE	tr|A0A2K5MUE9|A0A2K5MUE9_CERAT
OG0000516	sp|P29974|CNGA1_MOUSE	tr|A0A2K5KLM6|A0A2K5KLM6_CERAT
OG0000516	sp|Q9JJZ8|CNGA3_MOUSE	tr|A0A2K5KT62|A0A2K5KT62_CERAT
OG0000517	sp|Q9WVD4|CLCN5_MOUSE	tr|A0A2K5M2N3|A0A2K5M2N3_CERAT
OG0000517	sp|Q61418|CLCN4_MOUSE	tr|A0A2K5P7H8|A0A2K5P7H8_CERAT
OG0000517	sp|P51791|CLCN3_MOUSE	tr|A0A2K5MD25|A0A2K5MD25_CERAT
OG0000518	sp|Q9Z204|HNRPC_MOUSE	tr|A0A2K5MI42|A0A2K5MI42_CERAT, tr|A0A2K5LQ43|A0A2K5LQ43_CERAT, tr|A0A2K5LKV6|A0A2K5LKV6_CERAT, tr|A0A2K5N8J8|A0A2K5N8J8_CERAT, tr|A0A2K5M6A3|A0A2K5M6A3_CERAT
OG0000519	tr|F8VQ29|F8VQ29_MOUSE	tr|A0A2K5KMD4|A0A2K5KMD4_CERAT
OG0000519	sp|Q9JKF1|IQGA1_MOUSE	tr|A0A2K5NWK5|A0A2K5NWK5_CERAT
OG0000519	sp|Q3UQ44|IQGA2_MOUSE	tr|A0A2K5LAX1|A0A2K5LAX1_CERAT
OG0000520	sp|P47955|RLA1_MOUSE	tr|A0A2K5KWH4|A0A2K5KWH4_CERAT, tr|A0A2K5KU25|A0A2K5KU25_CERAT, tr|A0A2K5LZX4|A0A2K5LZX4_CERAT, tr|A0A2K5KIF9|A0A2K5KIF9_CERAT, tr|A0A2K5N115|A0A2K5N115_CERAT
OG0000521	sp|Q8CBA2|SLFN5_MOUSE	tr|A0A2K5NQS7|A0A2K5NQS7_CERAT
OG0000521	sp|V9GXG1|SLN14_MOUSE	tr|A0A2K5NFW9|A0A2K5NFW9_CERAT, tr|A0A2K5MU95|A0A2K5MU95_CERAT, tr|A0A2K5L321|A0A2K5L321_CERAT
OG0000522	sp|Q8VHH5|AGAP3_MOUSE	tr|A0A2K5MPF4|A0A2K5MPF4_CERAT
OG0000522	sp|Q8BXK8|AGAP1_MOUSE	tr|A0A2K5MD59|A0A2K5MD59_CERAT, tr|A0A2K5MU74|A0A2K5MU74_CERAT, tr|A0A2K5LEQ3|A0A2K5LEQ3_CERAT
OG0000523	sp|Q9R1B9|SLIT2_MOUSE	tr|A0A2K5P0G9|A0A2K5P0G9_CERAT
OG0000523	sp|Q80TR4|SLIT1_MOUSE	tr|A0A2K5P7P5|A0A2K5P7P5_CERAT
OG0000523	sp|Q9WVB4|SLIT3_MOUSE	tr|A0A2K5NF91|A0A2K5NF91_CERAT
OG0000524	sp|Q9CTH6|FCF1_MOUSE	tr|A0A2K5MXH6|A0A2K5MXH6_CERAT, tr|A0A2K5NBH7|A0A2K5NBH7_CERAT, tr|A0A2K5KR22|A0A2K5KR22_CERAT, tr|A0A2K5LZJ7|A0A2K5LZJ7_CERAT, tr|A0A2K5MH14|A0A2K5MH14_CERAT
OG0000525	sp|Q0ZUP1|KLRB1_MOUSE, sp|Q8VD98|KLRBF_MOUSE, sp|P27812|KRBBA_MOUSE, sp|P27811|KLRBA_MOUSE, sp|P27814|KLRBC_MOUSE	tr|A0A2K5MNS2|A0A2K5MNS2_CERAT
OG0000526	sp|P28738|KIF5C_MOUSE	tr|A0A2K5P6V2|A0A2K5P6V2_CERAT
OG0000526	sp|P33175|KIF5A_MOUSE	tr|A0A2K5N280|A0A2K5N280_CERAT
OG0000526	sp|Q61768|KINH_MOUSE	tr|A0A2K5KMC4|A0A2K5KMC4_CERAT
OG0000527	sp|Q80TR1|AGRL1_MOUSE	tr|A0A2K5NNE1|A0A2K5NNE1_CERAT
OG0000527	sp|Q80TS3|AGRL3_MOUSE	tr|A0A2K5KQB7|A0A2K5KQB7_CERAT
OG0000527	sp|Q8JZZ7|AGRL2_MOUSE	tr|A0A2K5LJ33|A0A2K5LJ33_CERAT
OG0000528	sp|Q8JZR6|S4A8_MOUSE	tr|A0A2K5M6F7|A0A2K5M6F7_CERAT
OG0000528	sp|Q8BTY2|S4A7_MOUSE	tr|A0A2K5NZ98|A0A2K5NZ98_CERAT
OG0000528	sp|Q5DTL9|S4A10_MOUSE	tr|A0A2K5LSQ2|A0A2K5LSQ2_CERAT
OG0000529	sp|P63087|PP1G_MOUSE	tr|A0A2K5N9I4|A0A2K5N9I4_CERAT
OG0000529	sp|P62137|PP1A_MOUSE	tr|A0A2K5LMN4|A0A2K5LMN4_CERAT
OG0000529	sp|P62141|PP1B_MOUSE	tr|A0A2K5MSN5|A0A2K5MSN5_CERAT
OG0000530	tr|Q8VFP2|Q8VFP2_MOUSE, tr|Q8VFP0|Q8VFP0_MOUSE	tr|A0A2K5MS15|A0A2K5MS15_CERAT
OG0000530	tr|E9Q5F1|E9Q5F1_MOUSE, tr|Q7TRW1|Q7TRW1_MOUSE	tr|A0A2K5L2T8|A0A2K5L2T8_CERAT
OG0000531	sp|Q3V3I2|GNAT3_MOUSE	tr|A0A2K5NHQ4|A0A2K5NHQ4_CERAT
OG0000531	sp|P50149|GNAT2_MOUSE	tr|A0A2K5MW52|A0A2K5MW52_CERAT
OG0000531	sp|P20612|GNAT1_MOUSE	tr|A0A2K5P5U8|A0A2K5P5U8_CERAT
OG0000532	sp|Q9JM52|MINK1_MOUSE	tr|A0A2K5NET6|A0A2K5NET6_CERAT
OG0000532	sp|P83510|TNIK_MOUSE	tr|A0A2K5KL36|A0A2K5KL36_CERAT
OG0000532	sp|P97820|M4K4_MOUSE	tr|A0A2K5P5B1|A0A2K5P5B1_CERAT
OG0000533	sp|P61358|RL27_MOUSE	tr|A0A2K5MQ10|A0A2K5MQ10_CERAT, tr|A0A2K5L2Z9|A0A2K5L2Z9_CERAT, tr|A0A2K5L4T7|A0A2K5L4T7_CERAT, tr|A0A2K5KWQ8|A0A2K5KWQ8_CERAT, tr|A0A2K5KKL2|A0A2K5KKL2_CERAT
OG0000534	sp|P50427|STS_MOUSE	tr|A0A2K5MSP4|A0A2K5MSP4_CERAT, tr|A0A2K5MEP0|A0A2K5MEP0_CERAT, tr|A0A2K5LM89|A0A2K5LM89_CERAT, tr|A0A2K5NXU7|A0A2K5NXU7_CERAT, tr|A0A2K5NQH1|A0A2K5NQH1_CERAT
OG0000535	sp|B1AS29|GRIK3_MOUSE	tr|A0A2K5N1M9|A0A2K5N1M9_CERAT
OG0000535	sp|Q60934|GRIK1_MOUSE	tr|A0A2K5M9E6|A0A2K5M9E6_CERAT
OG0000535	sp|P39087|GRIK2_MOUSE	tr|A0A2K5LJ69|A0A2K5LJ69_CERAT
OG0000536	sp|Q9QZE5|COPG1_MOUSE	tr|A0A2K5LK97|A0A2K5LK97_CERAT, tr|A0A2K5KKG8|A0A2K5KKG8_CERAT, tr|A0A2K5LN39|A0A2K5LN39_CERAT
OG0000536	sp|Q9QXK3|COPG2_MOUSE	tr|A0A2K5KPV3|A0A2K5KPV3_CERAT
OG0000537	sp|Q9ET01|PYGL_MOUSE	tr|A0A2K5NTA0|A0A2K5NTA0_CERAT
OG0000537	sp|Q9WUB3|PYGM_MOUSE	tr|A0A2K5MC63|A0A2K5MC63_CERAT
OG0000537	sp|Q8CI94|PYGB_MOUSE	tr|A0A2K5N3E9|A0A2K5N3E9_CERAT
OG0000538	tr|E9Q287|E9Q287_MOUSE	tr|A0A2K5NRE9|A0A2K5NRE9_CERAT
OG0000538	sp|Q8C9W3|ATS2_MOUSE	tr|A0A2K5L5N1|A0A2K5L5N1_CERAT
OG0000538	tr|E9PX39|E9PX39_MOUSE	tr|A0A2K5P4H7|A0A2K5P4H7_CERAT
OG0000539	sp|Q5SWP3|NACAD_MOUSE	tr|A0A2K5MS93|A0A2K5MS93_CERAT
OG0000539	sp|P70670|NACAM_MOUSE	tr|A0A2K5LYG7|A0A2K5LYG7_CERAT, tr|A0A2K5N3A2|A0A2K5N3A2_CERAT, tr|A0A2K5KZK7|A0A2K5KZK7_CERAT
OG0000540	sp|Q01231|CXA5_MOUSE, sp|Q64448|CXA3_MOUSE, sp|P28235|CXA4_MOUSE, sp|P23242|CXA1_MOUSE, sp|Q6S5G4|CXA6_MOUSE	tr|A0A2K5KLQ6|A0A2K5KLQ6_CERAT
OG0000541	sp|Q9DAL7|IQCF5_MOUSE	tr|A0A2K5M872|A0A2K5M872_CERAT
OG0000541	sp|Q9D498|IQCF3_MOUSE	tr|A0A2K5MBQ7|A0A2K5MBQ7_CERAT, tr|A0A2K5LIK4|A0A2K5LIK4_CERAT, tr|A0A2K5MWN3|A0A2K5MWN3_CERAT
OG0000542	sp|P63080|GBRB3_MOUSE	tr|A0A2K5MKL8|A0A2K5MKL8_CERAT
OG0000542	sp|P63137|GBRB2_MOUSE	tr|A0A2K5NFC3|A0A2K5NFC3_CERAT
OG0000542	sp|P50571|GBRB1_MOUSE	tr|A0A2K5M2W3|A0A2K5M2W3_CERAT
OG0000543	sp|Q62261|SPTB2_MOUSE	tr|A0A2K5P4S5|A0A2K5P4S5_CERAT
OG0000543	tr|Q68FG2|Q68FG2_MOUSE	tr|A0A2K5MSA6|A0A2K5MSA6_CERAT
OG0000543	sp|P15508|SPTB1_MOUSE	tr|A0A2K5P6T6|A0A2K5P6T6_CERAT
OG0000544	sp|Q91XE0|GLYAT_MOUSE	tr|A0A2K5KUE8|A0A2K5KUE8_CERAT
OG0000544	sp|Q5FW57|GLYAL_MOUSE, sp|Q9DCY0|KEG1_MOUSE	tr|A0A2K5MN08|A0A2K5MN08_CERAT, tr|A0A2K5KZ92|A0A2K5KZ92_CERAT
OG0000545	sp|Q64707|U2AFL_MOUSE, sp|Q62377|U2AFM_MOUSE	tr|A0A2K5NA85|A0A2K5NA85_CERAT, tr|A0A2K5N158|A0A2K5N158_CERAT, tr|A0A2K5M678|A0A2K5M678_CERAT, tr|A0A2K5L167|A0A2K5L167_CERAT
OG0000546	sp|Q8BVF2|PDCL3_MOUSE	tr|A0A2K5NGA0|A0A2K5NGA0_CERAT, tr|A0A2K5M1Z3|A0A2K5M1Z3_CERAT, tr|A0A2K5MGH0|A0A2K5MGH0_CERAT, tr|A0A2K5NDB9|A0A2K5NDB9_CERAT, tr|A0A2K5LKS4|A0A2K5LKS4_CERAT
OG0000547	sp|P08103|HCK_MOUSE	tr|A0A2K5M7C8|A0A2K5M7C8_CERAT
OG0000547	sp|P16277|BLK_MOUSE	tr|A0A2K5MDX1|A0A2K5MDX1_CERAT
OG0000547	sp|P25911|LYN_MOUSE	tr|A0A2K5LGW3|A0A2K5LGW3_CERAT
OG0000548	sp|Q920E5|FPPS_MOUSE	tr|A0A2K5LW97|A0A2K5LW97_CERAT, tr|A0A2K5NTI4|A0A2K5NTI4_CERAT, tr|A0A2K5M8W3|A0A2K5M8W3_CERAT, tr|A0A2K5N3F8|A0A2K5N3F8_CERAT, tr|A0A2K5NEM0|A0A2K5NEM0_CERAT
OG0000549	sp|Q99MX0|TKTL1_MOUSE	tr|A0A2K5M2H9|A0A2K5M2H9_CERAT
OG0000549	sp|P40142|TKT_MOUSE	tr|A0A2K5MRC0|A0A2K5MRC0_CERAT
OG0000549	sp|Q9D4D4|TKTL2_MOUSE	tr|A0A2K5L424|A0A2K5L424_CERAT
OG0000550	sp|Q61851|FGFR3_MOUSE	tr|A0A2K5M482|A0A2K5M482_CERAT
OG0000550	sp|P16092|FGFR1_MOUSE	tr|A0A2K5NV80|A0A2K5NV80_CERAT
OG0000550	sp|P21803|FGFR2_MOUSE	tr|A0A2K5MTR7|A0A2K5MTR7_CERAT
OG0000551	tr|E9PVP9|E9PVP9_MOUSE, sp|Q3V0A6|CB078_MOUSE, tr|W4VSN8|W4VSN8_MOUSE, tr|A0A0U1RPT6|A0A0U1RPT6_MOUSE, tr|Q8CDK1|Q8CDK1_MOUSE	tr|A0A2K5NJT7|A0A2K5NJT7_CERAT
OG0000552	sp|P31649|S6A13_MOUSE	tr|A0A2K5N9J3|A0A2K5N9J3_CERAT
OG0000552	sp|P31651|S6A12_MOUSE	tr|A0A2K5LFH9|A0A2K5LFH9_CERAT
OG0000552	sp|P31650|S6A11_MOUSE	tr|A0A2K5LWK6|A0A2K5LWK6_CERAT
OG0000553	sp|P61939|THBG_MOUSE	tr|A0A2K5LNQ4|A0A2K5LNQ4_CERAT
OG0000553	sp|Q9D7D2|SPA9_MOUSE	tr|A0A2K5KUJ6|A0A2K5KUJ6_CERAT, tr|A0A2K5MHP8|A0A2K5MHP8_CERAT, tr|A0A2K5L6H1|A0A2K5L6H1_CERAT
OG0000554	sp|Q60823|AKT2_MOUSE	tr|A0A2K5N3Z5|A0A2K5N3Z5_CERAT
OG0000554	sp|Q9WUA6|AKT3_MOUSE	tr|A0A2K5M316|A0A2K5M316_CERAT
OG0000554	sp|P31750|AKT1_MOUSE	tr|A0A2K5L125|A0A2K5L125_CERAT
