Orthogroup	Mus_musculus	Camelus_ferus 
OG0001294	tr|B9EJL3|B9EJL3_MOUSE	tr|S9WLX3|S9WLX3_CAMFR, tr|S9XE79|S9XE79_CAMFR, tr|S9YRG7|S9YRG7_CAMFR
OG0001295	sp|Q921I6|SH3B4_MOUSE	tr|S9WKL2|S9WKL2_CAMFR
OG0001295	tr|E9PXX8|E9PXX8_MOUSE	tr|S9X2Y3|S9X2Y3_CAMFR
OG0001296	sp|P46935|NEDD4_MOUSE	tr|S9X8M7|S9X8M7_CAMFR
OG0001296	sp|Q8CFI0|NED4L_MOUSE	tr|S9Y5L0|S9Y5L0_CAMFR
OG0001297	sp|O88343|S4A4_MOUSE	tr|S9Y2I4|S9Y2I4_CAMFR
OG0001297	sp|E9Q3M5|S4A5_MOUSE	tr|S9XI53|S9XI53_CAMFR
OG0001298	sp|Q8VI67|SP7_MOUSE, sp|Q64HY3|SP9_MOUSE, sp|Q8BMJ8|SP8_MOUSE	tr|S9Y6G6|S9Y6G6_CAMFR
OG0001300	sp|Q920A7|AFG31_MOUSE	tr|T0NH08|T0NH08_CAMFR
OG0001300	sp|Q8JZQ2|AFG32_MOUSE	tr|S9WV45|S9WV45_CAMFR
OG0001301	tr|A0A0B4J1H3|A0A0B4J1H3_MOUSE, sp|P06320|TVB7_MOUSE	tr|S9WX84|S9WX84_CAMFR, tr|S9WQC5|S9WQC5_CAMFR
OG0001302	sp|Q9Z2V4|PCKGC_MOUSE	tr|S9XY35|S9XY35_CAMFR
OG0001302	sp|Q8BH04|PCKGM_MOUSE	tr|S9XHB5|S9XHB5_CAMFR
OG0001303	sp|P70451|FER_MOUSE	tr|S9YRR6|S9YRR6_CAMFR
OG0001303	sp|P16879|FES_MOUSE	tr|S9WA13|S9WA13_CAMFR
OG0001304	sp|Q9R1V4|ADA11_MOUSE	tr|S9Z0K7|S9Z0K7_CAMFR
OG0001304	sp|Q9R1V6|ADA22_MOUSE	tr|S9WP62|S9WP62_CAMFR
OG0001305	sp|P28776|I23O1_MOUSE	tr|S9Y471|S9Y471_CAMFR
OG0001305	sp|Q8R0V5|I23O2_MOUSE	tr|T0MJF9|T0MJF9_CAMFR
OG0001306	sp|P49769|PSN1_MOUSE	tr|S9Y101|S9Y101_CAMFR
OG0001306	sp|Q61144|PSN2_MOUSE	tr|T0NSL2|T0NSL2_CAMFR
OG0001307	sp|Q91YP2|NEUL_MOUSE	tr|S9WNF5|S9WNF5_CAMFR
OG0001307	sp|Q8C1A5|THOP1_MOUSE	tr|T0MGU8|T0MGU8_CAMFR
OG0001308	sp|Q5FW53|MBPHL_MOUSE	tr|S9X8I8|S9X8I8_CAMFR
OG0001308	sp|P70402|MYBPH_MOUSE	tr|S9X5K1|S9X5K1_CAMFR
OG0001309	sp|Q9CR35|CTRB1_MOUSE	tr|S9XBU7|S9XBU7_CAMFR, tr|S9X9I0|S9X9I0_CAMFR, tr|S9X9I7|S9X9I7_CAMFR
OG0001310	sp|Q3UHD9|AGAP2_MOUSE	tr|S9YQ86|S9YQ86_CAMFR, tr|S9W3Z9|S9W3Z9_CAMFR, tr|S9X626|S9X626_CAMFR
OG0001311	sp|Q5DTW2|SMBT2_MOUSE	tr|S9WBX0|S9WBX0_CAMFR
OG0001311	sp|Q9JMD1|SMBT1_MOUSE	tr|S9WEI0|S9WEI0_CAMFR
OG0001312	sp|Q68FF0|SANBR_MOUSE	tr|S9YSC7|S9YSC7_CAMFR, tr|S9XLQ0|S9XLQ0_CAMFR, tr|S9XGL2|S9XGL2_CAMFR
OG0001313	sp|Q8C0M9|ASGL1_MOUSE, sp|Q64191|ASPG_MOUSE, sp|Q8R1G1|TASP1_MOUSE	tr|S9XPP0|S9XPP0_CAMFR
OG0001314	sp|Q9DCZ1|GMPR1_MOUSE	tr|S9WK29|S9WK29_CAMFR
OG0001314	sp|Q99L27|GMPR2_MOUSE	tr|S9XQQ8|S9XQQ8_CAMFR
OG0001315	sp|Q8BVW0|GANC_MOUSE	tr|T0NIU2|T0NIU2_CAMFR
OG0001315	sp|Q8BHN3|GANAB_MOUSE	tr|S9YH06|S9YH06_CAMFR
OG0001316	sp|Q99LI5|ZN281_MOUSE	tr|S9XR86|S9XR86_CAMFR, tr|S9WGK9|S9WGK9_CAMFR, tr|T0MIE4|T0MIE4_CAMFR
OG0001317	sp|Q6ZQ73|CAND2_MOUSE	tr|T0M601|T0M601_CAMFR
OG0001317	sp|Q6ZQ38|CAND1_MOUSE	tr|S9WVF4|S9WVF4_CAMFR
OG0001318	sp|Q80X44|ZBT24_MOUSE, sp|Q811H0|ZBT42_MOUSE, sp|Q9WUK6|ZBT18_MOUSE	tr|S9X5I3|S9X5I3_CAMFR
OG0001319	sp|Q80WP8|GADL1_MOUSE	tr|S9WYA6|S9WYA6_CAMFR
OG0001319	sp|Q9DBE0|CSAD_MOUSE	tr|S9Y6H4|S9Y6H4_CAMFR
OG0001320	sp|Q8BQS5|PAQR2_MOUSE	tr|S9YSM6|S9YSM6_CAMFR
OG0001320	sp|Q91VH1|PAQR1_MOUSE	tr|S9YPU9|S9YPU9_CAMFR
OG0001321	tr|Q5SW50|Q5SW50_MOUSE, tr|Q5SW49|Q5SW49_MOUSE	tr|S9W408|S9W408_CAMFR, tr|S9W869|S9W869_CAMFR
OG0001322	sp|P52795|EFNB1_MOUSE, sp|O35393|EFNB3_MOUSE, sp|P52800|EFNB2_MOUSE	tr|S9WDC9|S9WDC9_CAMFR
OG0001323	sp|Q64511|TOP2B_MOUSE	tr|S9YIQ2|S9YIQ2_CAMFR
OG0001323	sp|Q01320|TOP2A_MOUSE	tr|S9WHV8|S9WHV8_CAMFR
OG0001324	sp|Q80TN7|NAV3_MOUSE	tr|S9XBY8|S9XBY8_CAMFR
OG0001324	tr|E9Q842|E9Q842_MOUSE	tr|T0MKX0|T0MKX0_CAMFR
OG0001325	sp|Q9WTX6|CUL1_MOUSE	tr|T0NSE8|T0NSE8_CAMFR
OG0001325	sp|Q9D4H8|CUL2_MOUSE	tr|S9XZA5|S9XZA5_CAMFR
OG0001326	sp|O08863|BIRC3_MOUSE	tr|S9XY02|S9XY02_CAMFR
OG0001326	sp|Q62210|BIRC2_MOUSE	tr|S9WN61|S9WN61_CAMFR
OG0001327	sp|Q3U095|NXPE2_MOUSE	tr|S9X4U2|S9X4U2_CAMFR
OG0001327	sp|Q52KP5|NXPE4_MOUSE	tr|S9WYE5|S9WYE5_CAMFR
OG0001328	sp|Q9ES28|ARHG7_MOUSE, sp|Q8K4I3|ARHG6_MOUSE	tr|S9W6V4|S9W6V4_CAMFR, tr|S9X981|S9X981_CAMFR
OG0001329	sp|Q9CXF4|TBC15_MOUSE, sp|Q8BYH7|TBC17_MOUSE	tr|S9XUQ0|S9XUQ0_CAMFR, tr|S9XF16|S9XF16_CAMFR
OG0001330	sp|P51432|PLCB3_MOUSE	tr|S9XF52|S9XF52_CAMFR, tr|S9XMR0|S9XMR0_CAMFR, tr|S9WDR9|S9WDR9_CAMFR
OG0001331	tr|E9PYY6|E9PYY6_MOUSE, sp|Q8VCV9|MF4B1_MOUSE, tr|J3QNS5|J3QNS5_MOUSE	tr|T0MGV9|T0MGV9_CAMFR
OG0001332	sp|Q9EPK5|WWTR1_MOUSE	tr|S9Y4X1|S9Y4X1_CAMFR
OG0001332	sp|P46938|YAP1_MOUSE	tr|S9Y7E5|S9Y7E5_CAMFR
OG0001333	sp|Q8K3H0|DP13A_MOUSE	tr|S9YAH0|S9YAH0_CAMFR
OG0001333	sp|Q8K3G9|DP13B_MOUSE	tr|S9WDZ7|S9WDZ7_CAMFR
OG0001334	sp|P24547|IMDH2_MOUSE	tr|T0MFE2|T0MFE2_CAMFR
OG0001334	sp|P50096|IMDH1_MOUSE	tr|S9WYD1|S9WYD1_CAMFR
OG0001335	sp|O35874|SATT_MOUSE	tr|S9WVT8|S9WVT8_CAMFR
OG0001335	sp|P51912|AAAT_MOUSE	tr|S9YLD6|S9YLD6_CAMFR
OG0001336	sp|Q9CW07|PP13G_MOUSE, sp|Q8BRJ4|PPR3E_MOUSE, tr|A2AJW4|A2AJW4_MOUSE	tr|S9X3A0|S9X3A0_CAMFR
OG0001337	sp|Q8BMS4|COQ3_MOUSE	tr|S9XHT8|S9XHT8_CAMFR
OG0001337	sp|A2AJT4|PNISR_MOUSE	tr|S9XNR2|S9XNR2_CAMFR
OG0001338	sp|Q9D0F4|NKAP_MOUSE	tr|S9WXN7|S9WXN7_CAMFR
OG0001338	sp|Q5SZT7|NKAPL_MOUSE	tr|S9XJR1|S9XJR1_CAMFR
OG0001339	sp|Q8BXJ2|TREF1_MOUSE	tr|S9WLM1|S9WLM1_CAMFR, tr|S9WJX7|S9WJX7_CAMFR, tr|S9XW83|S9XW83_CAMFR
OG0001340	sp|P97767|EYA1_MOUSE	tr|S9Y855|S9Y855_CAMFR
OG0001340	sp|Q9Z191|EYA4_MOUSE	tr|T0M8V1|T0M8V1_CAMFR
OG0001341	sp|Q6PFX9|TNKS1_MOUSE	tr|S9YK36|S9YK36_CAMFR
OG0001341	sp|Q3UES3|TNKS2_MOUSE	tr|S9X389|S9X389_CAMFR
OG0001342	sp|E9Q634|MYO1E_MOUSE	tr|S9WX56|S9WX56_CAMFR
OG0001342	sp|P70248|MYO1F_MOUSE	tr|T0NLB5|T0NLB5_CAMFR
OG0001343	sp|P10287|CADH3_MOUSE	tr|S9X9A2|S9X9A2_CAMFR
OG0001343	sp|P09803|CADH1_MOUSE	tr|S9X705|S9X705_CAMFR
OG0001344	sp|Q5SRY7|FBW1B_MOUSE, sp|Q3ULA2|FBW1A_MOUSE	tr|S9XBN9|S9XBN9_CAMFR, tr|S9Y570|S9Y570_CAMFR
OG0001345	sp|Q9D309|FAM3B_MOUSE, sp|Q91VU0|FAM3C_MOUSE, sp|Q9D8T0|FAM3A_MOUSE	tr|S9XVX2|S9XVX2_CAMFR
OG0001346	sp|Q920G8|MFRN1_MOUSE	tr|S9WR47|S9WR47_CAMFR
OG0001346	sp|Q8R0Z5|MFRN2_MOUSE	tr|S9Y585|S9Y585_CAMFR
OG0001347	sp|Q6ZQF7|JADE2_MOUSE	tr|S9X969|S9X969_CAMFR
OG0001347	sp|Q6ZPI0|JADE1_MOUSE	tr|S9YAP0|S9YAP0_CAMFR
OG0001348	sp|Q3TLP5|ECHD2_MOUSE, sp|Q9D9V3|ECHD1_MOUSE, sp|Q9JLZ3|AUHM_MOUSE	tr|S9YKI7|S9YKI7_CAMFR
OG0001349	sp|Q8BGT6|MILK1_MOUSE	tr|S9YLW2|S9YLW2_CAMFR
OG0001349	sp|Q3TN34|MILK2_MOUSE	tr|S9YLP6|S9YLP6_CAMFR
OG0001350	sp|Q9JM62|REEP6_MOUSE	tr|S9XMR3|S9XMR3_CAMFR
OG0001350	sp|Q60870|REEP5_MOUSE	tr|S9WA44|S9WA44_CAMFR
OG0001351	sp|Q08775|RUNX2_MOUSE	tr|S9WK44|S9WK44_CAMFR
OG0001351	sp|Q03347|RUNX1_MOUSE	tr|T0NSG2|T0NSG2_CAMFR
OG0001352	sp|Q6P9L4|UBP49_MOUSE	tr|S9WK88|S9WK88_CAMFR
OG0001352	sp|Q8C2S0|UBP44_MOUSE	tr|S9Y4H8|S9Y4H8_CAMFR
OG0001353	sp|P35378|FSHR_MOUSE	tr|S9WXW7|S9WXW7_CAMFR
OG0001353	sp|P30730|LSHR_MOUSE	tr|S9WPD5|S9WPD5_CAMFR
OG0001354	sp|Q02384|SOS2_MOUSE	tr|S9XRU9|S9XRU9_CAMFR
OG0001354	sp|Q62245|SOS1_MOUSE	tr|S9X695|S9X695_CAMFR
OG0001355	tr|Q8VHM5|Q8VHM5_MOUSE	tr|S9X225|S9X225_CAMFR
OG0001355	sp|Q7TMK9|HNRPQ_MOUSE	tr|S9XAW5|S9XAW5_CAMFR
OG0001356	sp|Q3UVD5|LGR6_MOUSE	tr|S9XFZ1|S9XFZ1_CAMFR
OG0001356	sp|Q9Z1P4|LGR5_MOUSE	tr|T0NMZ5|T0NMZ5_CAMFR
OG0001357	sp|O70283|WNT2B_MOUSE	tr|T0MFW4|T0MFW4_CAMFR
OG0001357	sp|P21552|WNT2_MOUSE	tr|S9YG70|S9YG70_CAMFR
OG0001358	sp|P11862|GAS2_MOUSE	tr|T0NUN0|T0NUN0_CAMFR
OG0001358	sp|Q3UWW6|GA2L3_MOUSE	tr|T0NNS3|T0NNS3_CAMFR
OG0001359	sp|P47878|IBP3_MOUSE	tr|S9XAA5|S9XAA5_CAMFR
OG0001359	sp|Q07079|IBP5_MOUSE	tr|S9WV64|S9WV64_CAMFR
OG0001360	sp|Q91ZA6|SOCS4_MOUSE	tr|S9X044|S9X044_CAMFR
OG0001360	sp|O54928|SOCS5_MOUSE	tr|S9WPC0|S9WPC0_CAMFR
OG0001361	sp|Q9R1C7|PR40A_MOUSE	tr|S9X3G7|S9X3G7_CAMFR
OG0001361	sp|Q80W14|PR40B_MOUSE	tr|S9XER9|S9XER9_CAMFR
OG0001362	sp|Q80YW0|CYH4_MOUSE	tr|S9YWI4|S9YWI4_CAMFR, tr|S9YHJ1|S9YHJ1_CAMFR, tr|S9YNP5|S9YNP5_CAMFR
OG0001363	tr|A3KG49|A3KG49_MOUSE, tr|A2BG95|A2BG95_MOUSE, tr|Q52KH6|Q52KH6_MOUSE	tr|S9Z222|S9Z222_CAMFR
OG0001364	sp|A2AQW0|M3K15_MOUSE	tr|S9WGJ4|S9WGJ4_CAMFR
OG0001364	sp|O35099|M3K5_MOUSE	tr|T0NTA2|T0NTA2_CAMFR
OG0001365	sp|Q80WV7|SRRM3_MOUSE	tr|S9X6F6|S9X6F6_CAMFR
OG0001365	sp|Q8BKA3|SRRM4_MOUSE	tr|S9WH06|S9WH06_CAMFR
OG0001366	sp|P97718|ADA1A_MOUSE	tr|S9XF44|S9XF44_CAMFR
OG0001366	sp|P97714|ADA1D_MOUSE	tr|S9WKW0|S9WKW0_CAMFR
OG0001367	sp|Q61133|GSTT2_MOUSE, sp|Q99L20|GSTT3_MOUSE, sp|Q64471|GSTT1_MOUSE	tr|S9XG75|S9XG75_CAMFR
OG0001368	tr|E9PYD7|E9PYD7_MOUSE, tr|G5E8C2|G5E8C2_MOUSE	tr|S9XGE8|S9XGE8_CAMFR, tr|S9XHV5|S9XHV5_CAMFR
OG0001369	sp|P70297|STAM1_MOUSE	tr|S9XUG6|S9XUG6_CAMFR
OG0001369	sp|O88811|STAM2_MOUSE	tr|S9XC14|S9XC14_CAMFR
OG0001370	sp|Q9CZV8|FXL20_MOUSE, sp|Q8BH16|FBXL2_MOUSE	tr|S9XG35|S9XG35_CAMFR, tr|S9WH48|S9WH48_CAMFR
OG0001371	sp|Q3UVX5|GRM5_MOUSE	tr|S9WHK1|S9WHK1_CAMFR
OG0001371	sp|P97772|GRM1_MOUSE	tr|S9Y9H5|S9Y9H5_CAMFR
OG0001372	sp|Q3UHR0|BAHC1_MOUSE	tr|S9XPQ1|S9XPQ1_CAMFR
OG0001372	sp|Q80WC3|TNC18_MOUSE	tr|S9XAF2|S9XAF2_CAMFR
OG0001373	sp|Q99PD7|NCKX3_MOUSE	tr|S9Y5F2|S9Y5F2_CAMFR
OG0001373	sp|Q8CGQ8|NCKX4_MOUSE	tr|S9X1T8|S9X1T8_CAMFR
OG0001374	sp|P84099|RL19_MOUSE	tr|S9YII0|S9YII0_CAMFR, tr|S9Y8Q6|S9Y8Q6_CAMFR, tr|S9W579|S9W579_CAMFR
OG0001375	sp|Q8C854|MYEF2_MOUSE	tr|S9WBR5|S9WBR5_CAMFR
OG0001375	sp|Q9D0E1|HNRPM_MOUSE	tr|S9WT10|S9WT10_CAMFR
OG0001376	sp|Q8BUE1|SL9A4_MOUSE	tr|S9WL14|S9WL14_CAMFR
OG0001376	tr|Q3ZAS0|Q3ZAS0_MOUSE	tr|S9WST8|S9WST8_CAMFR
OG0001377	sp|Q3V1F8|EPHX3_MOUSE, sp|P34914|HYES_MOUSE, sp|Q6IE26|EPHX4_MOUSE	tr|S9WPN2|S9WPN2_CAMFR
OG0001378	sp|O88909|S22A8_MOUSE, sp|Q8CFZ5|S22AC_MOUSE, sp|Q80UJ1|S22AK_MOUSE	tr|S9YH04|S9YH04_CAMFR
OG0001380	sp|P22227|ZFP42_MOUSE, sp|Q99LH4|ZN672_MOUSE, sp|Q8BIQ8|ZN770_MOUSE	tr|S9WK75|S9WK75_CAMFR
OG0001381	sp|P62754|RS6_MOUSE	tr|S9X9X6|S9X9X6_CAMFR, tr|S9Y0Q0|S9Y0Q0_CAMFR, tr|T0MJZ6|T0MJZ6_CAMFR
OG0001382	sp|Q8VDZ4|ZDHC5_MOUSE	tr|S9XH08|S9XH08_CAMFR
OG0001382	sp|Q5Y5T5|ZDHC8_MOUSE	tr|S9Z1V1|S9Z1V1_CAMFR
OG0001383	sp|Q99104|MYO5A_MOUSE	tr|S9WAX5|S9WAX5_CAMFR
OG0001383	sp|P21271|MYO5B_MOUSE	tr|S9YF65|S9YF65_CAMFR
OG0001384	sp|Q3TYX8|RUFY4_MOUSE	tr|S9WLN0|S9WLN0_CAMFR
OG0001384	sp|P35343|CXCR2_MOUSE	tr|S9WT91|S9WT91_CAMFR
OG0001385	sp|Q6PAQ9|TMG3_MOUSE, sp|Q8R182|TMG2_MOUSE, sp|Q8BGN6|TMG4_MOUSE	tr|S9WU28|S9WU28_CAMFR
OG0001386	sp|Q9QZE5|COPG1_MOUSE	tr|S9YKR8|S9YKR8_CAMFR
OG0001386	sp|Q9QXK3|COPG2_MOUSE	tr|S9XAI6|S9XAI6_CAMFR
OG0001387	tr|A2A7F4|A2A7F4_MOUSE	tr|S9WSD6|S9WSD6_CAMFR
OG0001387	sp|Q9Z2U2|ZN292_MOUSE	tr|S9YDE4|S9YDE4_CAMFR
OG0001388	sp|P62137|PP1A_MOUSE	tr|S9WFW0|S9WFW0_CAMFR, tr|T0M4J1|T0M4J1_CAMFR, tr|S9W9F9|S9W9F9_CAMFR
OG0001389	sp|Q80Z96|VANG1_MOUSE	tr|S9W8H0|S9W8H0_CAMFR
OG0001389	sp|Q91ZD4|VANG2_MOUSE	tr|S9YYJ0|S9YYJ0_CAMFR
OG0001390	tr|Q8VGJ1|Q8VGJ1_MOUSE, tr|Q8VGC1|Q8VGC1_MOUSE, sp|Q60885|OLF9_MOUSE	tr|S9XER1|S9XER1_CAMFR
OG0001391	sp|Q8VCD7|KDM4C_MOUSE, sp|Q91VY5|KDM4B_MOUSE, sp|Q8BW72|KDM4A_MOUSE	tr|S9XFC4|S9XFC4_CAMFR
OG0001392	sp|Q8VIB5|BARH2_MOUSE	tr|S9XXH9|S9XXH9_CAMFR
OG0001392	sp|P63157|BARH1_MOUSE	tr|T0MFX7|T0MFX7_CAMFR
OG0001393	tr|Q76M80|Q76M80_MOUSE	tr|S9Y8L8|S9Y8L8_CAMFR
OG0001393	sp|Q8R1P5|KCNKD_MOUSE	tr|T0M7S1|T0M7S1_CAMFR
OG0001395	sp|Q8BSM5|GAB3_MOUSE	tr|S9W6C6|S9W6C6_CAMFR
OG0001395	sp|Q9Z1S8|GAB2_MOUSE	tr|S9XKS3|S9XKS3_CAMFR
OG0001396	tr|Q8VGY8|Q8VGY8_MOUSE	tr|S9WA59|S9WA59_CAMFR
OG0001396	tr|A0A1B0GRN7|A0A1B0GRN7_MOUSE	tr|S9XBW7|S9XBW7_CAMFR
OG0001397	sp|Q62082|MYL10_MOUSE	tr|S9X6E0|S9X6E0_CAMFR
OG0001397	sp|P51667|MLRV_MOUSE	tr|T0MDV7|T0MDV7_CAMFR
OG0001398	sp|Q2EY15|PRTG_MOUSE, sp|Q8BQC3|IGDC3_MOUSE, sp|Q9EQS9|IGDC4_MOUSE	tr|S9XAS7|S9XAS7_CAMFR
OG0001399	sp|Q9R0P9|UCHL1_MOUSE, sp|Q9JKB1|UCHL3_MOUSE, sp|P58321|UCHL4_MOUSE	tr|S9XVI8|S9XVI8_CAMFR
OG0001400	sp|P09027|HXD3_MOUSE	tr|S9XZD7|S9XZD7_CAMFR
OG0001400	sp|P09026|HXB3_MOUSE	tr|S9XHP7|S9XHP7_CAMFR
OG0001401	sp|P09631|HXA9_MOUSE	tr|S9YUK5|S9YUK5_CAMFR
OG0001401	sp|P20615|HXB9_MOUSE	tr|S9YT66|S9YT66_CAMFR
OG0001402	sp|Q99L47|F10A1_MOUSE	tr|S9YWZ2|S9YWZ2_CAMFR, tr|S9WAU4|S9WAU4_CAMFR, tr|T0NGU9|T0NGU9_CAMFR
OG0001403	tr|D3YUJ3|D3YUJ3_MOUSE	tr|S9WXD0|S9WXD0_CAMFR
OG0001403	sp|Q8BGU5|CCNY_MOUSE	tr|S9WFD1|S9WFD1_CAMFR
OG0001404	sp|Q9DAJ5|DLRB2_MOUSE	tr|S9X2L7|S9X2L7_CAMFR
OG0001404	sp|P62627|DLRB1_MOUSE	tr|S9WLE3|S9WLE3_CAMFR
OG0001405	sp|P33033|MC3R_MOUSE	tr|S9WWX2|S9WWX2_CAMFR
OG0001405	sp|P41149|MC5R_MOUSE	tr|S9Y5Y8|S9Y5Y8_CAMFR
OG0001406	sp|Q91V61|SFXN3_MOUSE	tr|S9X506|S9X506_CAMFR
OG0001406	sp|Q99JR1|SFXN1_MOUSE	tr|S9X3V8|S9X3V8_CAMFR
OG0001407	sp|Q8BQM8|EMAL5_MOUSE	tr|S9XI16|S9XI16_CAMFR
OG0001407	sp|Q5SQM0|EMAL6_MOUSE	tr|S9XM30|S9XM30_CAMFR
OG0001408	sp|G3X9K3|BIG1_MOUSE	tr|S9XQP5|S9XQP5_CAMFR
OG0001408	sp|A2A5R2|BIG2_MOUSE	tr|S9XJJ7|S9XJJ7_CAMFR
OG0001409	sp|P97377|CDK2_MOUSE	tr|T0MEU0|T0MEU0_CAMFR
OG0001409	sp|Q80YP0|CDK3_MOUSE	tr|T0NI26|T0NI26_CAMFR
OG0001410	tr|Q5RKV8|Q5RKV8_MOUSE	tr|S9XQI0|S9XQI0_CAMFR
OG0001410	sp|A1L314|MPEG1_MOUSE	tr|S9XQK4|S9XQK4_CAMFR
OG0001411	sp|Q8C0P5|COR2A_MOUSE	tr|S9Y3Q9|S9Y3Q9_CAMFR
OG0001411	sp|Q8BH44|COR2B_MOUSE	tr|S9YI45|S9YI45_CAMFR
OG0001412	tr|Q8VG95|Q8VG95_MOUSE, tr|Q8VEY4|Q8VEY4_MOUSE, tr|Q8VG94|Q8VG94_MOUSE	tr|S9WG92|S9WG92_CAMFR
OG0001413	sp|Q04742|EMX1_MOUSE	tr|S9XI47|S9XI47_CAMFR
OG0001413	sp|Q04744|EMX2_MOUSE	tr|S9WUK7|S9WUK7_CAMFR
OG0001414	sp|D3YXK2|SAFB1_MOUSE, sp|Q80YR5|SAFB2_MOUSE	tr|S9XDN4|S9XDN4_CAMFR, tr|S9X6X3|S9X6X3_CAMFR
OG0001415	sp|Q9CY97|SSU72_MOUSE	tr|S9XHE1|S9XHE1_CAMFR, tr|S9XCC3|S9XCC3_CAMFR, tr|S9XNM2|S9XNM2_CAMFR
OG0001416	sp|Q8BKV0|TICN3_MOUSE	tr|S9YDD3|S9YDD3_CAMFR
OG0001416	sp|Q62288|TICN1_MOUSE	tr|S9XA29|S9XA29_CAMFR
OG0001417	sp|Q6ZQ18|EFR3B_MOUSE	tr|S9WEP8|S9WEP8_CAMFR
OG0001417	sp|Q8BG67|EFR3A_MOUSE	tr|S9Y1D6|S9Y1D6_CAMFR
OG0001418	sp|O08842|GFRA2_MOUSE, sp|Q9JJT2|GFRA4_MOUSE, sp|O35118|GFRA3_MOUSE	tr|S9X896|S9X896_CAMFR
OG0001419	tr|Q8VG47|Q8VG47_MOUSE, tr|Q7TR12|Q7TR12_MOUSE	tr|S9X3L2|S9X3L2_CAMFR, tr|S9XGG0|S9XGG0_CAMFR
OG0001420	sp|Q8C547|HTR5B_MOUSE	tr|S9XI84|S9XI84_CAMFR
OG0001420	sp|Q5PRF0|HTR5A_MOUSE	tr|S9XWM9|S9XWM9_CAMFR
OG0001421	tr|B2RX82|B2RX82_MOUSE	tr|S9WYK9|S9WYK9_CAMFR
OG0001421	tr|G3X8Z7|G3X8Z7_MOUSE	tr|S9XS08|S9XS08_CAMFR
OG0001422	sp|Q8BGJ9|U2AF4_MOUSE	tr|S9XVY4|S9XVY4_CAMFR, tr|S9X2Z6|S9X2Z6_CAMFR, tr|S9YBB0|S9YBB0_CAMFR
OG0001423	sp|Q9DCG6|PBLD1_MOUSE, sp|Q9CXN7|PBLD2_MOUSE	tr|S9Y838|S9Y838_CAMFR, tr|S9YHU1|S9YHU1_CAMFR
OG0001424	sp|Q9DBB4|NAA16_MOUSE	tr|S9YIT5|S9YIT5_CAMFR
OG0001424	sp|Q80UM3|NAA15_MOUSE	tr|T0NND8|T0NND8_CAMFR
OG0001425	sp|O55047|TLK2_MOUSE	tr|S9X734|S9X734_CAMFR
OG0001425	sp|Q8C0V0|TLK1_MOUSE	tr|S9WP42|S9WP42_CAMFR
OG0001426	tr|Q3U4B1|Q3U4B1_MOUSE, sp|Q9CYZ8|SSBP2_MOUSE, sp|Q9D032|SSBP3_MOUSE	tr|S9Y7C6|S9Y7C6_CAMFR
OG0001427	sp|P70182|PI51A_MOUSE	tr|S9XX02|S9XX02_CAMFR
OG0001427	sp|O70161|PI51C_MOUSE	tr|T0NJ40|T0NJ40_CAMFR
OG0001428	sp|Q8BY89|CTL2_MOUSE	tr|T0MGL1|T0MGL1_CAMFR
OG0001428	sp|Q5RJI2|CTL5_MOUSE	tr|S9XDC9|S9XDC9_CAMFR
OG0001429	sp|Q9Z0N2|IF2H_MOUSE, sp|Q9Z0N1|IF2G_MOUSE	tr|S9XGW7|S9XGW7_CAMFR, tr|S9WFF2|S9WFF2_CAMFR
OG0001430	sp|Q9D517|PLCC_MOUSE	tr|S9XKB7|S9XKB7_CAMFR
OG0001430	sp|Q8K4X7|PLCD_MOUSE	tr|S9YCM7|S9YCM7_CAMFR
OG0001431	sp|Q9DC60|UBIA1_MOUSE	tr|S9YB56|S9YB56_CAMFR, tr|S9XL26|S9XL26_CAMFR, tr|S9XIW8|S9XIW8_CAMFR
OG0001432	sp|P97742|CPT1A_MOUSE	tr|S9XMC0|S9XMC0_CAMFR
OG0001432	sp|Q924X2|CPT1B_MOUSE	tr|S9XQ06|S9XQ06_CAMFR
OG0001433	sp|Q80XI4|PI42B_MOUSE, sp|O70172|PI42A_MOUSE, sp|Q91XU3|PI42C_MOUSE	tr|S9YT45|S9YT45_CAMFR
OG0001434	sp|Q8BL99|DOP1_MOUSE	tr|S9YV64|S9YV64_CAMFR
OG0001434	sp|Q3UHQ6|DOP2_MOUSE	tr|T0MH12|T0MH12_CAMFR
OG0001435	sp|P50149|GNAT2_MOUSE	tr|S9YB30|S9YB30_CAMFR
OG0001435	sp|P20612|GNAT1_MOUSE	tr|T0MF91|T0MF91_CAMFR
OG0001436	sp|P47911|RL6_MOUSE	tr|T0MDW8|T0MDW8_CAMFR, tr|S9WN32|S9WN32_CAMFR, tr|S9YAJ0|S9YAJ0_CAMFR
OG0001437	sp|Q62433|NDRG1_MOUSE, sp|Q8BTG7|NDRG4_MOUSE, sp|Q9QYF9|NDRG3_MOUSE	tr|S9WQ78|S9WQ78_CAMFR
OG0001438	sp|Q5MJS3|FA20C_MOUSE, sp|Q8VCS3|XYLK_MOUSE, sp|Q8CID3|FA20A_MOUSE	tr|S9XGC0|S9XGC0_CAMFR
OG0001439	sp|Q9CPU7|FBX32_MOUSE	tr|S9X8Y1|S9X8Y1_CAMFR
OG0001439	sp|Q9D2Y6|FBX25_MOUSE	tr|S9XMJ0|S9XMJ0_CAMFR
