Orthogroup	Mus_musculus	Felis_catus
OG0002709	sp|Q91WT9|CBS_MOUSE	tr|A0A5F5XZJ3|A0A5F5XZJ3_FELCA
OG0002710	sp|Q5FWH6|ARHGF_MOUSE	tr|M3VX24|M3VX24_FELCA
OG0002711	sp|Q9Z0G4|CCN5_MOUSE	tr|M3VYK2|M3VYK2_FELCA
OG0002712	sp|Q8BHJ6|SERC5_MOUSE	tr|M3W150|M3W150_FELCA
OG0002713	tr|E9Q5P8|E9Q5P8_MOUSE	tr|M3W153|M3W153_FELCA
OG0002714	sp|Q8BP97|RHBD3_MOUSE	tr|M3W1U2|M3W1U2_FELCA
OG0002715	sp|Q8K2F0|BRD3_MOUSE	tr|M3W4J6|M3W4J6_FELCA
OG0002716	sp|Q80V86|INT8_MOUSE	tr|M3W5A6|M3W5A6_FELCA
OG0002717	sp|Q9DB43|ZFPL1_MOUSE	tr|M3W5J7|M3W5J7_FELCA
OG0002718	sp|O35242|FAN_MOUSE	tr|M3W8T4|M3W8T4_FELCA
OG0002719	sp|P84089|ERH_MOUSE	tr|M3WAD9|M3WAD9_FELCA
OG0002720	sp|Q99LM2|CK5P3_MOUSE	tr|M3WBA5|M3WBA5_FELCA
OG0002721	sp|Q8BMF8|GLDN_MOUSE	tr|M3WD30|M3WD30_FELCA
OG0002722	sp|Q8BZ64|TECT1_MOUSE	tr|M3WEL3|M3WEL3_FELCA
OG0002723	sp|Q640P7|TBCC1_MOUSE	tr|M3WG95|M3WG95_FELCA
OG0002724	sp|Q9DB00|GON4L_MOUSE	tr|M3WGD9|M3WGD9_FELCA
OG0002725	sp|Q9JJZ5|EGFL6_MOUSE	tr|M3WGY2|M3WGY2_FELCA
OG0002726	sp|P22339|GA45B_MOUSE	tr|M3WI42|M3WI42_FELCA
OG0002727	sp|Q9JI71|DLL4_MOUSE	tr|M3WL78|M3WL78_FELCA
OG0002728	tr|E9Q549|E9Q549_MOUSE	tr|M3WMD0|M3WMD0_FELCA
OG0002729	sp|Q8BUE1|SL9A4_MOUSE	tr|M3WNG0|M3WNG0_FELCA
OG0002730	sp|Q69ZB0|LRCC1_MOUSE	tr|M3WNV9|M3WNV9_FELCA
OG0002731	sp|O55022|PGRC1_MOUSE	tr|M3WUA3|M3WUA3_FELCA
OG0002732	sp|Q80ZU4|SMI19_MOUSE	tr|M3WW73|M3WW73_FELCA
OG0002733	sp|Q8CBC6|LRRN3_MOUSE	tr|M3WZP9|M3WZP9_FELCA
OG0002734	sp|Q5Y5T3|ZDH23_MOUSE	tr|M3X155|M3X155_FELCA
OG0002735	tr|A0A1B0GSZ2|A0A1B0GSZ2_MOUSE	tr|M3X1N2|M3X1N2_FELCA
OG0002736	sp|Q9CQY5|MAGT1_MOUSE	tr|M3X2H9|M3X2H9_FELCA
OG0002737	sp|Q91WE3|RPP25_MOUSE	tr|M3X350|M3X350_FELCA
OG0002738	sp|Q9Z238|CCNE2_MOUSE	tr|M3X5A2|M3X5A2_FELCA
OG0002739	sp|Q9Z0R0|HASP_MOUSE	tr|M3X5G0|M3X5G0_FELCA
OG0002740	tr|D3Z7A8|D3Z7A8_MOUSE	tr|M3X7U9|M3X7U9_FELCA
OG0002741	sp|Q9DCM0|ETHE1_MOUSE	tr|M3X7V2|M3X7V2_FELCA
OG0002742	sp|Q99LY9|NDUS5_MOUSE	tr|M3X8I4|M3X8I4_FELCA
OG0002743	sp|Q8BLB8|AN34C_MOUSE	tr|M3XER0|M3XER0_FELCA
OG0002744	sp|P28063|PSB8_MOUSE	tr|M3XF92|M3XF92_FELCA
OG0002745	sp|Q8VIH9|UR2R_MOUSE	tr|Q533H1|Q533H1_FELCA
OG0002746	sp|Q5SSN7|SFT2A_MOUSE	tr|A0A2I2U305|A0A2I2U305_FELCA
OG0002747	tr|E9PZM7|E9PZM7_MOUSE	tr|A0A2I2U7G6|A0A2I2U7G6_FELCA
OG0002748	sp|Q8K3C3|LZIC_MOUSE	tr|A0A2I2U7R2|A0A2I2U7R2_FELCA
OG0002749	sp|Q80UF4|SDCG8_MOUSE	tr|A0A2I2UHR9|A0A2I2UHR9_FELCA
OG0002750	tr|J3QNT8|J3QNT8_MOUSE	tr|A0A2I2UK34|A0A2I2UK34_FELCA
OG0002751	sp|Q9Z2U1|PSA5_MOUSE	tr|A0A2I2UNM4|A0A2I2UNM4_FELCA
OG0002752	sp|B1AUF7|P3URF_MOUSE	tr|A0A2I2UQ38|A0A2I2UQ38_FELCA
OG0002753	sp|Q9WV31|ARC_MOUSE	tr|A0A2I2UQ80|A0A2I2UQ80_FELCA
OG0002754	tr|Q8CGV8|Q8CGV8_MOUSE	tr|A0A2I2US14|A0A2I2US14_FELCA
OG0002755	sp|Q6P7W5|SEN2_MOUSE	tr|A0A2I2UT31|A0A2I2UT31_FELCA
OG0002756	sp|Q8VI36|PAXI_MOUSE	tr|A0A2I2UVY9|A0A2I2UVY9_FELCA
OG0002757	sp|Q6P1I6|PSD2_MOUSE	tr|A0A2I2V3Y6|A0A2I2V3Y6_FELCA
OG0002758	sp|Q9DA37|SAMD8_MOUSE	tr|A0A2I2V437|A0A2I2V437_FELCA
OG0002759	sp|Q9JHT5|AMMR1_MOUSE	tr|A0A337S3X6|A0A337S3X6_FELCA
OG0002760	sp|Q9DBD5|PELP1_MOUSE	tr|A0A337SEG8|A0A337SEG8_FELCA
OG0002761	sp|Q9JI99|SGPP1_MOUSE	tr|A0A337SIP7|A0A337SIP7_FELCA
OG0002762	sp|Q8BXR6|PELI3_MOUSE	tr|A0A337SJ30|A0A337SJ30_FELCA
OG0002763	sp|Q8VIJ6|SFPQ_MOUSE	tr|A0A337SJM7|A0A337SJM7_FELCA
OG0002764	sp|Q80YR3|SKDA1_MOUSE	tr|A0A337SK96|A0A337SK96_FELCA
OG0002765	sp|Q8R4X1|ACER1_MOUSE	tr|A0A337SNG5|A0A337SNG5_FELCA
OG0002766	sp|Q3UW41|WFDC9_MOUSE	tr|A0A337SNT2|A0A337SNT2_FELCA
OG0002767	sp|Q922Z0|OXDD_MOUSE	tr|A0A337SRN2|A0A337SRN2_FELCA
OG0002768	sp|Q499E5|STOX2_MOUSE	tr|A0A5F5XBP0|A0A5F5XBP0_FELCA
OG0002769	sp|Q70UZ7|VWA2_MOUSE	tr|A0A5F5XC99|A0A5F5XC99_FELCA
OG0002770	sp|P26187|MGMT_MOUSE	tr|A0A5F5XDC8|A0A5F5XDC8_FELCA
OG0002771	sp|Q9DC16|ERGI1_MOUSE	tr|A0A5F5XGF4|A0A5F5XGF4_FELCA
OG0002772	sp|Q9CUB6|OTUD1_MOUSE	tr|A0A5F5XHD0|A0A5F5XHD0_FELCA
OG0002773	sp|Q9DBP5|KCY_MOUSE	tr|A0A5F5XJP2|A0A5F5XJP2_FELCA
OG0002774	tr|Q9D548|Q9D548_MOUSE	tr|A0A5F5XSC0|A0A5F5XSC0_FELCA
OG0002775	sp|Q3V0Q6|SPAG8_MOUSE	tr|A0A5F5XSR7|A0A5F5XSR7_FELCA
OG0002776	sp|Q9JKX8|UPK3A_MOUSE	tr|A0A5F5XVJ0|A0A5F5XVJ0_FELCA
OG0002777	sp|Q8BPY9|FIGL1_MOUSE	tr|A0A5F5Y0H6|A0A5F5Y0H6_FELCA
OG0002778	sp|Q5H8A1|NMS_MOUSE	tr|A0A5F5Y279|A0A5F5Y279_FELCA
OG0002779	sp|Q80T21|ATL4_MOUSE	tr|M3VVC4|M3VVC4_FELCA
OG0002780	sp|Q8CC86|PNCB_MOUSE	tr|M3VVW4|M3VVW4_FELCA
OG0002781	sp|Q9JKR6|HYOU1_MOUSE	tr|M3VW30|M3VW30_FELCA
OG0002782	sp|Q3U269|TSTD2_MOUSE	tr|M3VW74|M3VW74_FELCA
OG0002783	sp|Q91XF0|PNPO_MOUSE	tr|M3VWE1|M3VWE1_FELCA
OG0002784	sp|Q6NSQ9|G6PC3_MOUSE	tr|M3VY26|M3VY26_FELCA
OG0002785	sp|Q7TPD0|INT3_MOUSE	tr|M3VZ23|M3VZ23_FELCA
OG0002786	sp|Q99NH8|TREM2_MOUSE	tr|M3VZ42|M3VZ42_FELCA
OG0002787	sp|Q7TQ65|TMC4_MOUSE	tr|M3W0M3|M3W0M3_FELCA
OG0002788	sp|Q7TSC3|NEK5_MOUSE	tr|M3W0U1|M3W0U1_FELCA
OG0002789	sp|Q07174|M3K8_MOUSE	tr|M3W239|M3W239_FELCA
OG0002790	sp|Q8BVP6|LYPD4_MOUSE	tr|M3W2Y9|M3W2Y9_FELCA
OG0002791	sp|Q8BUL5|KLHL7_MOUSE	tr|M3W4R1|M3W4R1_FELCA
OG0002792	sp|Q9DA16|IZUM2_MOUSE	tr|M3W8Q8|M3W8Q8_FELCA
OG0002793	sp|Q9WUD1|CHIP_MOUSE	tr|M3W9C9|M3W9C9_FELCA
OG0002794	sp|O35674|ADA19_MOUSE	tr|M3WCF7|M3WCF7_FELCA
OG0002795	sp|Q3V1L6|MTMRB_MOUSE	tr|M3WCP8|M3WCP8_FELCA
OG0002796	sp|Q8K274|KT3K_MOUSE	tr|M3WFV8|M3WFV8_FELCA
OG0002797	sp|Q9Z0U0|XPR1_MOUSE	tr|M3WFX0|M3WFX0_FELCA
OG0002798	sp|Q9D0S9|HINT2_MOUSE	tr|M3WHJ0|M3WHJ0_FELCA
OG0002799	sp|P47936|CNR2_MOUSE	tr|M3WHU1|M3WHU1_FELCA
OG0002800	sp|Q60687|FSHB_MOUSE	tr|M3WL17|M3WL17_FELCA
OG0002801	sp|Q04857|CO6A1_MOUSE	tr|M3WLD9|M3WLD9_FELCA
OG0002802	sp|Q8BMS1|ECHA_MOUSE	tr|M3WLM2|M3WLM2_FELCA
OG0002803	sp|Q9QYE0|PLAG1_MOUSE	tr|M3WLQ2|M3WLQ2_FELCA
OG0002804	sp|Q9ESS0|DUS10_MOUSE	tr|M3WM38|M3WM38_FELCA
OG0002805	sp|Q6AXC6|DDX11_MOUSE	tr|M3WNC5|M3WNC5_FELCA
OG0002806	sp|P70388|RAD50_MOUSE	tr|M3WPH7|M3WPH7_FELCA
OG0002807	sp|Q3V3Q7|PACS2_MOUSE	tr|M3WT10|M3WT10_FELCA
OG0002808	tr|Q8VGD7|Q8VGD7_MOUSE	tr|M3WUE8|M3WUE8_FELCA
OG0002809	sp|Q80XI6|M3K11_MOUSE	tr|M3WV69|M3WV69_FELCA
OG0002810	sp|Q60698|SKI_MOUSE	tr|M3X092|M3X092_FELCA
OG0002811	sp|Q8R3C1|CB042_MOUSE	tr|M3XBZ5|M3XBZ5_FELCA
OG0002812	sp|O70191|ATF5_MOUSE	tr|A0A2I2U2F5|A0A2I2U2F5_FELCA
OG0002813	sp|Q9D8C6|MED11_MOUSE	tr|A0A2I2U581|A0A2I2U581_FELCA
OG0002814	sp|Q6VV64|KCNKI_MOUSE	tr|A0A2I2UAG4|A0A2I2UAG4_FELCA
OG0002815	sp|Q8R554|OTU7A_MOUSE	tr|A0A2I2UB59|A0A2I2UB59_FELCA
OG0002816	sp|P24369|PPIB_MOUSE	tr|A0A2I2UBH3|A0A2I2UBH3_FELCA
OG0002817	sp|P0CB42|ALKB1_MOUSE	tr|A0A2I2UD55|A0A2I2UD55_FELCA
OG0002818	tr|A2ASP7|A2ASP7_MOUSE	tr|A0A2I2UMM1|A0A2I2UMM1_FELCA
OG0002819	sp|Q9D1C9|RRP7A_MOUSE	tr|A0A2I2UQ49|A0A2I2UQ49_FELCA
OG0002820	tr|G3X8Z7|G3X8Z7_MOUSE	tr|A0A2I2US67|A0A2I2US67_FELCA
OG0002821	sp|Q9DCH4|EIF3F_MOUSE	tr|A0A2I2US80|A0A2I2US80_FELCA
OG0002822	sp|Q9D7I9|TGM5_MOUSE	tr|A0A2I2UX75|A0A2I2UX75_FELCA
OG0002823	sp|Q8K4G1|LTBP4_MOUSE	tr|A0A2I2UXX3|A0A2I2UXX3_FELCA
OG0002824	sp|Q7TQK5|CCD93_MOUSE	tr|A0A2I2V1T2|A0A2I2V1T2_FELCA
OG0002825	sp|P56375|ACYP2_MOUSE	tr|A0A337S1E5|A0A337S1E5_FELCA
OG0002826	sp|Q91Y74|SIA4C_MOUSE	tr|A0A337S399|A0A337S399_FELCA
OG0002827	sp|Q9D8C3|ALG13_MOUSE	tr|A0A337S5I3|A0A337S5I3_FELCA
OG0002828	sp|Q80VY2|INKA2_MOUSE	tr|A0A337S7L2|A0A337S7L2_FELCA
OG0002829	sp|P05524|FGF3_MOUSE	tr|A0A337S919|A0A337S919_FELCA
OG0002830	sp|Q5HZI2|C2C4C_MOUSE	tr|A0A337SA52|A0A337SA52_FELCA
OG0002831	sp|Q69ZK7|F214A_MOUSE	tr|A0A337SDQ3|A0A337SDQ3_FELCA
OG0002832	sp|P46938|YAP1_MOUSE	tr|A0A337SGJ8|A0A337SGJ8_FELCA
OG0002833	sp|P70353|NFYC_MOUSE	tr|A0A337SS42|A0A337SS42_FELCA
OG0002834	sp|Q9JJF6|EFCC1_MOUSE	tr|A0A337SSL7|A0A337SSL7_FELCA
OG0002835	sp|Q8BGB5|LIMD2_MOUSE	tr|A0A337STK9|A0A337STK9_FELCA
OG0002836	sp|Q9D1F5|MRNIP_MOUSE	tr|A0A337STV2|A0A337STV2_FELCA
OG0002837	sp|Q8C1E7|TACAN_MOUSE	tr|A0A337SWW5|A0A337SWW5_FELCA
OG0002838	sp|Q62521|ZIC3_MOUSE	tr|A0A5F5XCQ4|A0A5F5XCQ4_FELCA
OG0002839	sp|Q8BXS7|GP152_MOUSE	tr|A0A5F5XE07|A0A5F5XE07_FELCA
OG0002840	sp|B2RY50|ODAD2_MOUSE	tr|A0A5F5XFM2|A0A5F5XFM2_FELCA
OG0002841	sp|Q7TNC9|I5P1_MOUSE	tr|A0A5F5XI36|A0A5F5XI36_FELCA
OG0002842	sp|Q8BGF3|DAA10_MOUSE	tr|A0A5F5XL49|A0A5F5XL49_FELCA
OG0002843	sp|Q8K3Y3|LN28A_MOUSE	tr|A0A5F5XLJ7|A0A5F5XLJ7_FELCA
OG0002844	sp|Q99NB8|UBQL4_MOUSE	tr|A0A5F5XPF4|A0A5F5XPF4_FELCA
OG0002845	sp|P14246|GTR2_MOUSE	tr|A0A5F5XQ80|A0A5F5XQ80_FELCA
OG0002846	sp|O09008|MFNG_MOUSE	tr|A0A5F5XR65|A0A5F5XR65_FELCA
OG0002847	sp|Q91VT1|NSE2_MOUSE	tr|A0A5F5XVF2|A0A5F5XVF2_FELCA
OG0002848	sp|Q9WVJ3|CBPQ_MOUSE	tr|A0A5F5Y5W4|A0A5F5Y5W4_FELCA
OG0002849	sp|Q80VU4|NTF4_MOUSE	tr|M3VUD9|M3VUD9_FELCA
OG0002850	sp|O54734|OST48_MOUSE	tr|M3VVE9|M3VVE9_FELCA
OG0002851	sp|Q8BX02|KANK2_MOUSE	tr|M3W322|M3W322_FELCA
OG0002852	sp|P61375|LHX5_MOUSE	tr|M3W3F7|M3W3F7_FELCA
OG0002853	sp|Q8VDV0|ITGBL_MOUSE	tr|M3W6G7|M3W6G7_FELCA
OG0002854	sp|Q5GH68|XKR2_MOUSE	tr|M3W6W7|M3W6W7_FELCA
OG0002855	sp|Q08460|KCMA1_MOUSE	tr|M3W870|M3W870_FELCA
OG0002856	sp|Q9EQ28|DPOD3_MOUSE	tr|M3W935|M3W935_FELCA
OG0002857	sp|P60122|RUVB1_MOUSE	tr|M3WAA5|M3WAA5_FELCA
OG0002858	sp|Q9ERM2|ICAM4_MOUSE	tr|M3WBF2|M3WBF2_FELCA
OG0002859	sp|P56280|TCL1A_MOUSE	tr|M3WDH2|M3WDH2_FELCA
OG0002860	sp|Q8BKV1|GPC2_MOUSE	tr|M3WDY2|M3WDY2_FELCA
OG0002861	sp|Q64449|MRC2_MOUSE	tr|M3WE80|M3WE80_FELCA
OG0002862	sp|Q8K337|I5P2_MOUSE	tr|M3WEC7|M3WEC7_FELCA
OG0002863	sp|G5E870|TRIPC_MOUSE	tr|M3WFL9|M3WFL9_FELCA
OG0002864	sp|Q8BHJ7|GBRA5_MOUSE	tr|M3WG25|M3WG25_FELCA
OG0002865	sp|P48379|RFX2_MOUSE	tr|M3WH28|M3WH28_FELCA
OG0002866	sp|Q6ZWN5|RS9_MOUSE	tr|M3WJZ7|M3WJZ7_FELCA
OG0002867	sp|Q61847|MEP1B_MOUSE	tr|M3WK83|M3WK83_FELCA
OG0002868	sp|Q99LV7|PIGX_MOUSE	tr|M3WNE3|M3WNE3_FELCA
OG0002869	tr|Q3V2J9|Q3V2J9_MOUSE	tr|M3WR17|M3WR17_FELCA
OG0002870	sp|E9PYL2|PRR12_MOUSE	tr|M3WWH0|M3WWH0_FELCA
OG0002871	sp|Q9DA19|CIR1_MOUSE	tr|M3WZB1|M3WZB1_FELCA
OG0002872	sp|Q0VBV7|CE126_MOUSE	tr|M3X2E3|M3X2E3_FELCA
OG0002873	tr|E9PWG6|E9PWG6_MOUSE	tr|M3X3A2|M3X3A2_FELCA
OG0002874	sp|Q8C263|SKA3_MOUSE	tr|M3X3W3|M3X3W3_FELCA
OG0002875	sp|Q8R323|RFC3_MOUSE	tr|M3X5Z9|M3X5Z9_FELCA
OG0002876	sp|O35988|SDC4_MOUSE	tr|M3X6M9|M3X6M9_FELCA
OG0002877	sp|Q8BM72|HSP13_MOUSE	tr|M3X6Z7|M3X6Z7_FELCA
OG0002878	sp|Q3TZM9|ALG11_MOUSE	tr|M3X9F4|M3X9F4_FELCA
OG0002879	sp|Q6DID3|SCAF8_MOUSE	tr|M3XAD4|M3XAD4_FELCA
OG0002880	sp|Q99MA9|NKX61_MOUSE	tr|M3XEQ4|M3XEQ4_FELCA
OG0002881	tr|G3X8U3|G3X8U3_MOUSE	tr|A0A2I2U1N7|A0A2I2U1N7_FELCA
OG0002882	sp|Q9R0N4|SYT10_MOUSE	tr|A0A2I2U4R2|A0A2I2U4R2_FELCA
OG0002883	sp|Q9CQE6|ASF1A_MOUSE	tr|A0A2I2U5L7|A0A2I2U5L7_FELCA
OG0002884	sp|Q811T9|DISC1_MOUSE	tr|A0A2I2U946|A0A2I2U946_FELCA
OG0002885	sp|Q571J5|Z354C_MOUSE	tr|A0A2I2UAT9|A0A2I2UAT9_FELCA
OG0002886	sp|Q9CX66|NOPC1_MOUSE	tr|A0A2I2UBQ2|A0A2I2UBQ2_FELCA
OG0002887	sp|Q3TZ65|OD3L2_MOUSE	tr|A0A2I2UE12|A0A2I2UE12_FELCA
OG0002888	sp|Q80TS8|SE1L3_MOUSE	tr|A0A2I2UEM6|A0A2I2UEM6_FELCA
OG0002889	sp|Q6A009|LTN1_MOUSE	tr|A0A2I2UHD6|A0A2I2UHD6_FELCA
OG0002890	sp|Q6P4T2|U520_MOUSE	tr|A0A2I2UID1|A0A2I2UID1_FELCA
OG0002891	sp|Q9D581|EFC10_MOUSE	tr|A0A2I2UJH2|A0A2I2UJH2_FELCA
OG0002892	sp|Q9DBJ6|JOS1_MOUSE	tr|A0A2I2UM21|A0A2I2UM21_FELCA
OG0002893	sp|P86045|TM207_MOUSE	tr|A0A2I2UZ78|A0A2I2UZ78_FELCA
OG0002894	sp|Q99ML2|TNK1_MOUSE	tr|A0A2I2V3C5|A0A2I2V3C5_FELCA
OG0002895	sp|P49442|INPP_MOUSE	tr|A0A2I2V4X6|A0A2I2V4X6_FELCA
OG0002896	sp|Q9JLM4|ZMYM3_MOUSE	tr|A0A337S0R0|A0A337S0R0_FELCA
OG0002897	sp|Q5GH66|XKR5_MOUSE	tr|A0A337S1V0|A0A337S1V0_FELCA
OG0002898	sp|Q8CDK3|IQUB_MOUSE	tr|A0A337S3Y8|A0A337S3Y8_FELCA
OG0002899	sp|P53996|CNBP_MOUSE	tr|A0A337S5W7|A0A337S5W7_FELCA
OG0002900	tr|F6XJP7|F6XJP7_MOUSE	tr|A0A337SA17|A0A337SA17_FELCA
OG0002901	sp|Q9JJX6|P2RX4_MOUSE	tr|A0A337SC03|A0A337SC03_FELCA
OG0002902	sp|Q3U2V3|NUD18_MOUSE	tr|A0A337SCT5|A0A337SCT5_FELCA
OG0002903	sp|Q9JK54|MSGN1_MOUSE	tr|A0A337SIH7|A0A337SIH7_FELCA
OG0002904	tr|E9Q468|E9Q468_MOUSE	tr|A0A337SIX6|A0A337SIX6_FELCA
OG0002905	tr|J3QPU5|J3QPU5_MOUSE	tr|A0A337SLM9|A0A337SLM9_FELCA
OG0002906	sp|Q9ESL4|M3K20_MOUSE	tr|A0A337SLR8|A0A337SLR8_FELCA
OG0002907	sp|Q3UFB7|NTRK1_MOUSE	tr|A0A337SML4|A0A337SML4_FELCA
OG0002908	sp|Q8BZT7|PA2G3_MOUSE	tr|A0A337SPW4|A0A337SPW4_FELCA
OG0002909	sp|Q8K4Z6|GPC6A_MOUSE	tr|A0A337SR65|A0A337SR65_FELCA
OG0002910	sp|Q8CCN5|BCAS3_MOUSE	tr|A0A337SVF9|A0A337SVF9_FELCA
OG0002911	sp|Q3UV70|PDP1_MOUSE	tr|A0A337SX15|A0A337SX15_FELCA
OG0002912	sp|Q9D486|CMIP_MOUSE	tr|A0A337SX75|A0A337SX75_FELCA
OG0002913	sp|Q9CQX0|OTUB2_MOUSE	tr|A0A5F5XCW7|A0A5F5XCW7_FELCA
OG0002914	sp|Q9D994|WDR38_MOUSE	tr|A0A5F5XG80|A0A5F5XG80_FELCA
OG0002915	sp|Q6R2P8|NEIL2_MOUSE	tr|A0A5F5XIY9|A0A5F5XIY9_FELCA
OG0002916	sp|Q6NSW3|SPKAP_MOUSE	tr|A0A5F5XJN0|A0A5F5XJN0_FELCA
OG0002917	sp|Q99PA5|NKG7_MOUSE	tr|A0A5F5XKG7|A0A5F5XKG7_FELCA
OG0002918	sp|Q9D7P7|CLIC3_MOUSE	tr|A0A5F5XMI7|A0A5F5XMI7_FELCA
OG0002919	sp|Q7M6Y2|SOX11_MOUSE	tr|A0A5F5XPC8|A0A5F5XPC8_FELCA
OG0002920	sp|Q9CY50|SSRA_MOUSE	tr|A0A5F5XPR7|A0A5F5XPR7_FELCA
OG0002921	sp|P61213|ARL4A_MOUSE	tr|A0A5F5XQ81|A0A5F5XQ81_FELCA
OG0002922	sp|Q9Z132|RSPO1_MOUSE	tr|A0A5F5XUJ5|A0A5F5XUJ5_FELCA
OG0002923	tr|A0A1Y7VMI0|A0A1Y7VMI0_MOUSE	tr|A0A5F5XYL0|A0A5F5XYL0_FELCA
OG0002924	sp|Q8BJQ4|TCAM2_MOUSE	tr|M3VXT2|M3VXT2_FELCA
OG0002925	sp|Q9WVQ5|MTNB_MOUSE	tr|M3VYQ9|M3VYQ9_FELCA
OG0002926	sp|O08749|DLDH_MOUSE	tr|M3W291|M3W291_FELCA
OG0002927	sp|Q8C0L8|COG5_MOUSE	tr|M3W4U8|M3W4U8_FELCA
OG0002928	sp|Q6P5U8|CC148_MOUSE	tr|M3W7I3|M3W7I3_FELCA
OG0002929	sp|Q5PSV9|MDC1_MOUSE	tr|M3W867|M3W867_FELCA
OG0002930	sp|P18242|CATD_MOUSE	tr|M3W8G3|M3W8G3_FELCA
OG0002931	sp|P09022|HXA1_MOUSE	tr|M3W8N7|M3W8N7_FELCA
OG0002932	sp|Q67BJ4|A4GAT_MOUSE	tr|M3W9U7|M3W9U7_FELCA
OG0002933	sp|Q07104|GDF3_MOUSE	tr|M3WCE8|M3WCE8_FELCA
OG0002934	sp|Q9D6R2|IDH3A_MOUSE	tr|M3WDF0|M3WDF0_FELCA
OG0002935	sp|Q9JJI8|RL38_MOUSE	tr|M3WE21|M3WE21_FELCA
OG0002936	sp|Q9JJP2|P73_MOUSE	tr|M3WFF4|M3WFF4_FELCA
OG0002937	sp|Q3V1T4|P3H1_MOUSE	tr|M3WGH9|M3WGH9_FELCA
OG0002938	sp|Q6VUP9|AP2E_MOUSE	tr|M3WJM8|M3WJM8_FELCA
OG0002939	sp|Q0QWG9|GRD2I_MOUSE	tr|M3WP24|M3WP24_FELCA
OG0002940	sp|Q9D187|CIA2B_MOUSE	tr|M3WPZ0|M3WPZ0_FELCA
OG0002941	sp|Q91Z31|PTBP2_MOUSE	tr|M3WR16|M3WR16_FELCA
OG0002942	sp|P70168|IMB1_MOUSE	tr|M3WXK0|M3WXK0_FELCA
OG0002943	sp|Q2MHN3|ZFHX2_MOUSE	tr|M3WZY0|M3WZY0_FELCA
OG0002944	sp|Q8BQB6|SAXO2_MOUSE	tr|M3X0J8|M3X0J8_FELCA
OG0002945	sp|Q924A2|CIC_MOUSE	tr|M3X4P6|M3X4P6_FELCA
OG0002946	sp|Q9CQF0|RM11_MOUSE	tr|M3X718|M3X718_FELCA
OG0002947	sp|Q9JJL9|LT4R2_MOUSE	tr|M3X737|M3X737_FELCA
OG0002948	sp|Q3UZP0|MALD2_MOUSE	tr|M3XBR8|M3XBR8_FELCA
OG0002949	sp|Q9R0X5|RPGR_MOUSE	tr|M3XEC4|M3XEC4_FELCA
OG0002950	sp|P03911|NU4M_MOUSE	sp|P48916|NU4M_FELCA
OG0002951	sp|Q9JJZ9|CNGB3_MOUSE	tr|A0A2I2U6U6|A0A2I2U6U6_FELCA
OG0002952	sp|Q924X7|STK33_MOUSE	tr|A0A2I2UA11|A0A2I2UA11_FELCA
OG0002953	sp|Q6P7W0|SENP6_MOUSE	tr|A0A2I2UFB5|A0A2I2UFB5_FELCA
OG0002954	sp|Q9JM61|THSD1_MOUSE	tr|A0A2I2UJM6|A0A2I2UJM6_FELCA
OG0002955	sp|Q71M36|CSPG5_MOUSE	tr|A0A2I2ULC2|A0A2I2ULC2_FELCA
OG0002956	sp|Q61464|ZN638_MOUSE	tr|A0A2I2UMF9|A0A2I2UMF9_FELCA
OG0002957	sp|P61087|UBE2K_MOUSE	tr|A0A2I2UNS7|A0A2I2UNS7_FELCA
OG0002958	sp|Q920L5|ELOV6_MOUSE	tr|A0A2I2UWD2|A0A2I2UWD2_FELCA
OG0002959	sp|Q91X49|MALL_MOUSE	tr|A0A2I2UXL8|A0A2I2UXL8_FELCA
OG0002960	tr|Q8CDT9|Q8CDT9_MOUSE	tr|A0A2I2UXY5|A0A2I2UXY5_FELCA
OG0002961	sp|Q9D8N6|LIN37_MOUSE	tr|A0A2I2V2Z9|A0A2I2V2Z9_FELCA
OG0002962	sp|Q05A80|CAPR2_MOUSE	tr|A0A337RUS9|A0A337RUS9_FELCA
OG0002963	sp|Q9Z2E5|ATOH7_MOUSE	tr|A0A337RVD0|A0A337RVD0_FELCA
OG0002964	sp|Q9Z1K7|APCL_MOUSE	tr|A0A337RZL7|A0A337RZL7_FELCA
OG0002965	sp|P70396|DLX5_MOUSE	tr|A0A337S076|A0A337S076_FELCA
OG0002966	sp|O54792|HES2_MOUSE	tr|A0A337S481|A0A337S481_FELCA
OG0002967	sp|Q8K4C2|I17RC_MOUSE	tr|A0A337S6A8|A0A337S6A8_FELCA
OG0002968	sp|A0A286YDK6|PERC1_MOUSE	tr|A0A337S8V0|A0A337S8V0_FELCA
OG0002969	sp|A0A0M3U1B0|SYC2L_MOUSE	tr|A0A337S9U9|A0A337S9U9_FELCA
OG0002970	tr|Q6NZL1|Q6NZL1_MOUSE	tr|A0A337SBC9|A0A337SBC9_FELCA
OG0002971	sp|P97785|GFRA1_MOUSE	tr|A0A337SD81|A0A337SD81_FELCA
OG0002972	sp|Q810M6|LIAT1_MOUSE	tr|A0A337SE58|A0A337SE58_FELCA
OG0002973	sp|P60229|EIF3E_MOUSE	tr|A0A337SLK6|A0A337SLK6_FELCA
OG0002974	sp|P97314|CSRP2_MOUSE	tr|A0A337SLL8|A0A337SLL8_FELCA
OG0002975	sp|P01592|IGJ_MOUSE	tr|A0A5F5XC52|A0A5F5XC52_FELCA
