Orthogroup	Mus_musculus	Gorilla_gorilla_gorilla
OG0002198	sp|O88456|CPNS1_MOUSE, sp|Q9D7J7|CPNS2_MOUSE	tr|G3SB19|G3SB19_GORGO
OG0002199	sp|Q8C7N7|APH1B_MOUSE, sp|Q9DCZ9|APH1C_MOUSE	tr|A0A2I2ZC70|A0A2I2ZC70_GORGO
OG0002200	sp|Q6NXN1|SZRD1_MOUSE	tr|A0A2I2ZR86|A0A2I2ZR86_GORGO, tr|A0A2I2ZSK3|A0A2I2ZSK3_GORGO
OG0002201	sp|Q80T19|HEPC2_MOUSE, sp|Q9EQ21|HEPC_MOUSE	tr|G3QEQ8|G3QEQ8_GORGO
OG0002202	tr|Q9D4E9|Q9D4E9_MOUSE, sp|O35632|HYAL2_MOUSE	tr|G3QW01|G3QW01_GORGO
OG0002203	sp|Q3UY34|CSTOS_MOUSE	tr|A0A2I2ZM11|A0A2I2ZM11_GORGO, tr|G3R8U7|G3R8U7_GORGO
OG0002204	sp|P14211|CALR_MOUSE, tr|Q3TQS0|Q3TQS0_MOUSE	tr|G3RJ55|G3RJ55_GORGO
OG0002205	sp|Q9CQM2|ERD22_MOUSE, sp|Q99JH8|ERD21_MOUSE	tr|A0A2I2Y536|A0A2I2Y536_GORGO
OG0002206	sp|O08689|GDF8_MOUSE	tr|A0A2K5TIY7|A0A2K5TIY7_GORGO, sp|A1C2V5|GDF8_GORGO
OG0002207	sp|Q61096|PRTN3_MOUSE	tr|G3QER8|G3QER8_GORGO, tr|G3QF49|G3QF49_GORGO
OG0002208	sp|Q9JKK1|STX6_MOUSE	tr|G3R225|G3R225_GORGO, tr|G3QEM4|G3QEM4_GORGO
OG0002209	sp|Q5NC57|F183B_MOUSE	tr|A0A2I2Y6X9|A0A2I2Y6X9_GORGO, tr|G3R5N2|G3R5N2_GORGO
OG0002210	tr|E9PZQ1|E9PZQ1_MOUSE	tr|G3RAN6|G3RAN6_GORGO, tr|G3RFR0|G3RFR0_GORGO
OG0002211	sp|Q8CIH9|PUR1_MOUSE	tr|G3QPM3|G3QPM3_GORGO, tr|A0A2I2Y7T4|A0A2I2Y7T4_GORGO
OG0002212	sp|Q9CQB2|MCRI2_MOUSE	tr|G3RD52|G3RD52_GORGO, tr|A0A2I2Y8T4|A0A2I2Y8T4_GORGO
OG0002213	sp|Q9JJY8|IL22B_MOUSE, sp|Q9JJY9|IL22_MOUSE	tr|G3R0Q5|G3R0Q5_GORGO
OG0002214	sp|Q8CDC0|SPB13_MOUSE	tr|G3RH08|G3RH08_GORGO, tr|G3SDA7|G3SDA7_GORGO
OG0002215	sp|Q8K1L5|PP1RB_MOUSE	tr|G3RNA2|G3RNA2_GORGO, tr|G3QRR1|G3QRR1_GORGO
OG0002216	sp|P20029|BIP_MOUSE	tr|G3RPU5|G3RPU5_GORGO, tr|G3S6H1|G3S6H1_GORGO
OG0002217	sp|P28352|APEX1_MOUSE	tr|A0A2I2ZA61|A0A2I2ZA61_GORGO, sp|A1YES6|APEX1_GORGO
OG0002218	tr|Q4KXB6|Q4KXB6_MOUSE	tr|G3QKI1|G3QKI1_GORGO, sp|A4K2R4|WFDC5_GORGO
OG0002219	sp|P59096|STAR6_MOUSE	tr|G3SFE5|G3SFE5_GORGO, tr|G3QWC2|G3QWC2_GORGO
OG0002220	tr|Q3TS87|Q3TS87_MOUSE, sp|O09005|DEGS1_MOUSE	tr|G3R1I4|G3R1I4_GORGO
OG0002221	sp|Q3ZN08|F220A_MOUSE	tr|G3QL62|G3QL62_GORGO, tr|G3RMK1|G3RMK1_GORGO
OG0002222	sp|Q9CQZ5|NDUA6_MOUSE	sp|Q0MQA4|NDUA6_GORGO, tr|G3QY10|G3QY10_GORGO
OG0002223	sp|Q924D0|RT4I1_MOUSE	tr|A0A2I2YDG2|A0A2I2YDG2_GORGO, tr|G3QYX1|G3QYX1_GORGO
OG0002224	sp|Q9D5S1|TX19B_MOUSE, sp|Q99MV2|TX19A_MOUSE	tr|A0A2I2YK00|A0A2I2YK00_GORGO
OG0002225	sp|Q9CQC7|NDUB4_MOUSE	sp|Q0MQD4|NDUB4_GORGO, tr|A0A2I2Z5F4|A0A2I2Z5F4_GORGO
OG0002226	sp|B9EJ57|MTF1B_MOUSE, sp|Q8CHZ9|MTF1A_MOUSE	tr|A0A2I2ZHH1|A0A2I2ZHH1_GORGO
OG0002227	tr|Q2M4I6|Q2M4I6_MOUSE	tr|A0A2K5TIX9|A0A2K5TIX9_GORGO, sp|A1YEW3|SCND1_GORGO
OG0002228	sp|Q8BGT9|GLT12_MOUSE, sp|O08832|GALT4_MOUSE	tr|G3QSN2|G3QSN2_GORGO
OG0002229	sp|O35215|DOPD_MOUSE	tr|G3R047|G3R047_GORGO, tr|A0A2I2Y4J7|A0A2I2Y4J7_GORGO
OG0002230	sp|Q61081|CDC37_MOUSE	tr|G3S245|G3S245_GORGO, tr|A0A2I2Y5D4|A0A2I2Y5D4_GORGO
OG0002231	sp|O54803|P2RX6_MOUSE	tr|A0A2I2YNY9|A0A2I2YNY9_GORGO, tr|G3QLY6|G3QLY6_GORGO
OG0002232	sp|Q9Z120|TRMB_MOUSE	tr|A0A2I2YEB8|A0A2I2YEB8_GORGO, tr|A0A2I2Z2Z2|A0A2I2Z2Z2_GORGO
OG0002233	sp|Q8BG99|PKNX2_MOUSE	tr|A0A2I2ZP72|A0A2I2ZP72_GORGO, tr|A0A2I2Z5B1|A0A2I2Z5B1_GORGO
OG0002234	sp|Q9DCV3|DGAT2_MOUSE	tr|A0A2I2ZL00|A0A2I2ZL00_GORGO, tr|G3QK91|G3QK91_GORGO
OG0002235	sp|Q91YR5|EFNMT_MOUSE	tr|G3QPS6|G3QPS6_GORGO, tr|G3SAK5|G3SAK5_GORGO
OG0002236	tr|Q3TG86|Q3TG86_MOUSE, sp|P15539|C11B2_MOUSE	tr|G3QX54|G3QX54_GORGO
OG0002237	tr|D3Z0M9|D3Z0M9_MOUSE	tr|G3S6R0|G3S6R0_GORGO, tr|G3RGX3|G3RGX3_GORGO
OG0002238	sp|Q8K1B9|GLT18_MOUSE	tr|G3QS74|G3QS74_GORGO, tr|G3RKN2|G3RKN2_GORGO
OG0002239	sp|P20918|PLMN_MOUSE	tr|G3RJ15|G3RJ15_GORGO, tr|G3RNU9|G3RNU9_GORGO
OG0002240	sp|Q8BR21|F180A_MOUSE	tr|G3SKV0|G3SKV0_GORGO, tr|G3REQ1|G3REQ1_GORGO
OG0002241	sp|Q9CQ91|NDUA3_MOUSE	sp|Q0MQ95|NDUA3_GORGO, tr|G3S343|G3S343_GORGO
OG0002242	sp|Q6P3D0|NUD16_MOUSE	tr|A0A2I2ZVY9|A0A2I2ZVY9_GORGO, tr|A0A2I2Y916|A0A2I2Y916_GORGO
OG0002243	sp|Q9ER69|FL2D_MOUSE	tr|A0A2I2Z186|A0A2I2Z186_GORGO, tr|G3QT98|G3QT98_GORGO
OG0002244	sp|Q8VH31|RFPLA_MOUSE	tr|G3R6Y4|G3R6Y4_GORGO, tr|G3SJ56|G3SJ56_GORGO
OG0002245	sp|Q00422|GABPA_MOUSE	tr|G3RDF3|G3RDF3_GORGO, tr|A0A2I2ZPD3|A0A2I2ZPD3_GORGO
OG0002246	sp|P03903|NU4LM_MOUSE	sp|Q34572|NU4LM_GORGO, tr|G3RWE6|G3RWE6_GORGO
OG0002247	sp|P03899|NU3M_MOUSE	tr|G3RZR3|G3RZR3_GORGO, sp|Q9T9Y5|NU3M_GORGO
OG0002248	sp|Q9JJ06|C1GLT_MOUSE	tr|G3QUN9|G3QUN9_GORGO, tr|A0A2I2ZFP8|A0A2I2ZFP8_GORGO
OG0002249	sp|Q8VDS7|CE57L_MOUSE	tr|A0A2I2YEK4|A0A2I2YEK4_GORGO, tr|A0A2I2ZMJ8|A0A2I2ZMJ8_GORGO
OG0002250	tr|E9PVW1|E9PVW1_MOUSE	tr|G3QKJ6|G3QKJ6_GORGO, tr|G3SGJ6|G3SGJ6_GORGO
OG0002251	sp|P47932|REL1_MOUSE	tr|G3RZY5|G3RZY5_GORGO, tr|G3QSW9|G3QSW9_GORGO
OG0002252	sp|Q9D638|KRA32_MOUSE	tr|G3S0T1|G3S0T1_GORGO, tr|G3R9J4|G3R9J4_GORGO
OG0002253	sp|P63166|SUMO1_MOUSE	tr|A0A2I2Z460|A0A2I2Z460_GORGO, tr|A0A2I2ZPK3|A0A2I2ZPK3_GORGO
OG0002254	sp|Q9JJ04|B4GT4_MOUSE	tr|G3R771|G3R771_GORGO, tr|A0A2I2ZPM1|A0A2I2ZPM1_GORGO
OG0002255	tr|Q3UNZ2|Q3UNZ2_MOUSE, sp|P00860|DCOR_MOUSE	tr|G3QY86|G3QY86_GORGO
OG0002256	sp|Q5SQY2|BOD1_MOUSE	tr|G3S6W3|G3S6W3_GORGO, tr|G3R5R4|G3R5R4_GORGO
OG0002257	sp|Q9CQ25|MZT2_MOUSE	tr|G3RW52|G3RW52_GORGO, tr|A0A2I2ZG07|A0A2I2ZG07_GORGO
OG0002258	sp|B1AT66|MOT7_MOUSE	tr|G3S287|G3S287_GORGO, tr|G3S5L3|G3S5L3_GORGO
OG0002259	tr|Q9D8C9|Q9D8C9_MOUSE, sp|P23492|PNPH_MOUSE	tr|G3SH63|G3SH63_GORGO
OG0002260	sp|Q8K2I3|FMO2_MOUSE	tr|G3R0K3|G3R0K3_GORGO, sp|Q8HZ69|FMO2_GORGO
OG0002261	sp|P35700|PRDX1_MOUSE	tr|A0A2I2Y416|A0A2I2Y416_GORGO, tr|A0A2I2Y5D8|A0A2I2Y5D8_GORGO
OG0002262	sp|Q80TZ9|RERE_MOUSE, sp|O35126|ATN1_MOUSE	tr|G3RGX2|G3RGX2_GORGO
OG0002263	sp|Q9DC70|NDUS7_MOUSE	sp|Q0MQH9|NDUS7_GORGO, tr|A0A2I2Y3N3|A0A2I2Y3N3_GORGO
OG0002264	tr|A0A087WRX6|A0A087WRX6_MOUSE	tr|A0A2I2ZJ46|A0A2I2ZJ46_GORGO, tr|A0A2I2YI06|A0A2I2YI06_GORGO
OG0002265	sp|Q9D2M8|UB2V2_MOUSE	tr|G3R1Z4|G3R1Z4_GORGO, tr|A0A2I2ZIM7|A0A2I2ZIM7_GORGO
OG0002266	sp|Q3URU2|PEG3_MOUSE	tr|G3QQW6|G3QQW6_GORGO, sp|A1YFC1|PEG3_GORGO
OG0002267	sp|P70423|CTR3_MOUSE, tr|E9PWS4|E9PWS4_MOUSE	tr|G3QFM4|G3QFM4_GORGO
OG0002268	sp|Q66LM6|F170A_MOUSE, sp|E9PXT9|F170B_MOUSE	tr|G3R3C1|G3R3C1_GORGO
OG0002269	tr|Q50E62|Q50E62_MOUSE, sp|Q9QXA6|BAT1_MOUSE	tr|G3R8G2|G3R8G2_GORGO
OG0002270	sp|P04187|GRAB_MOUSE	tr|G3R9N9|G3R9N9_GORGO, tr|G3RB29|G3RB29_GORGO
OG0002271	sp|Q5IBH6|SPE4A_MOUSE, tr|Q8CDE8|Q8CDE8_MOUSE	tr|G3S4R9|G3S4R9_GORGO
OG0002272	sp|P97855|G3BP1_MOUSE	tr|G3S9M3|G3S9M3_GORGO, tr|A0A2I2Z0G0|A0A2I2Z0G0_GORGO
OG0002273	sp|Q6NXW6|RAD17_MOUSE	tr|A0A2I2Y2S7|A0A2I2Y2S7_GORGO, tr|A0A2I2ZLS7|A0A2I2ZLS7_GORGO
OG0002274	sp|Q3UKJ7|SMU1_MOUSE	tr|A0A2I2YXP0|A0A2I2YXP0_GORGO, tr|G3RFS0|G3RFS0_GORGO
OG0002275	sp|Q640M1|UT14A_MOUSE, sp|Q6EJB6|UT14B_MOUSE	tr|G3RG35|G3RG35_GORGO
OG0002276	sp|Q9DB38|ZN580_MOUSE	tr|G3RHZ1|G3RHZ1_GORGO, tr|G3RZZ3|G3RZZ3_GORGO
OG0002277	sp|Q9D030|TWST2_MOUSE, sp|P26687|TWST1_MOUSE	sp|Q8MI06|TWST1_GORGO
OG0002278	sp|P84104|SRSF3_MOUSE	tr|G3RLW0|G3RLW0_GORGO, tr|A0A2I2YW54|A0A2I2YW54_GORGO
OG0002279	sp|Q60949|TBCD1_MOUSE	tr|G3QW87|G3QW87_GORGO, tr|A0A2I2YWK1|A0A2I2YWK1_GORGO
OG0002280	sp|Q9Z0S3|CLD14_MOUSE	tr|G3RFZ9|G3RFZ9_GORGO, tr|G3QDH2|G3QDH2_GORGO
OG0002281	sp|Q9CPX3|LYZL1_MOUSE	tr|G3QEP6|G3QEP6_GORGO, tr|G3SCD7|G3SCD7_GORGO
OG0002282	sp|Q6PEE3|RIR2B_MOUSE	tr|G3QKM4|G3QKM4_GORGO, tr|A0A2I2ZFW2|A0A2I2ZFW2_GORGO
OG0002283	sp|Q8K211|COPT1_MOUSE	tr|A0A2I2ZNZ5|A0A2I2ZNZ5_GORGO, tr|A0A2I2ZTT6|A0A2I2ZTT6_GORGO
OG0002284	sp|Q61423|KCNA4_MOUSE, sp|P16390|KCNA3_MOUSE	tr|G3QEG2|G3QEG2_GORGO
OG0002285	sp|Q8K4F6|NSUN5_MOUSE	tr|G3RI68|G3RI68_GORGO, tr|G3R7U5|G3R7U5_GORGO
OG0002286	sp|O08914|FAAH1_MOUSE	tr|G3SJZ0|G3SJZ0_GORGO, tr|G3RF81|G3RF81_GORGO
OG0002287	tr|Q8BYM1|Q8BYM1_MOUSE, tr|Q3U0A6|Q3U0A6_MOUSE	tr|G3RJU5|G3RJU5_GORGO
OG0002288	sp|Q80W65|PCSK9_MOUSE	sp|A8T650|PCSK9_GORGO, tr|G3S2C5|G3S2C5_GORGO
OG0002290	sp|Q9CVD2|ATX3_MOUSE	tr|A0A2I2YWC0|A0A2I2YWC0_GORGO, tr|A0A2I2YSI6|A0A2I2YSI6_GORGO
OG0002291	sp|O08601|MTP_MOUSE	tr|A0A2I2ZSE5|A0A2I2ZSE5_GORGO, tr|G3QM33|G3QM33_GORGO
OG0002292	sp|G5E8Q8|AGRF5_MOUSE	tr|A0A2I2Z3K1|A0A2I2Z3K1_GORGO, tr|G3QYW9|G3QYW9_GORGO
OG0002293	sp|Q8BN78|KAISO_MOUSE, tr|Q3LR78|Q3LR78_MOUSE	tr|G3R463|G3R463_GORGO
OG0002294	sp|Q3TY60|F131B_MOUSE	tr|G3R6J4|G3R6J4_GORGO, tr|A0A2I2YE64|A0A2I2YE64_GORGO
OG0002295	sp|Q80TS5|ZN423_MOUSE	tr|G3RKH2|G3RKH2_GORGO, tr|A0A2I2ZZ54|A0A2I2ZZ54_GORGO
OG0002296	sp|O35347|DGCR6_MOUSE	tr|G3QTB7|G3QTB7_GORGO, tr|G3RKM5|G3RKM5_GORGO
OG0002297	tr|A2RSL7|A2RSL7_MOUSE	tr|G3RMZ2|G3RMZ2_GORGO, tr|G3RV95|G3RV95_GORGO
OG0002298	sp|P50543|S10AB_MOUSE	tr|G3R007|G3R007_GORGO, tr|G3SF91|G3SF91_GORGO
OG0002299	sp|Q8C0D5|EFL1_MOUSE	tr|G3SJ24|G3SJ24_GORGO, tr|G3QQP7|G3QQP7_GORGO
OG0002300	sp|Q8R1G1|TASP1_MOUSE, sp|Q8C0M9|ASGL1_MOUSE	tr|A0A2I2Y4V4|A0A2I2Y4V4_GORGO
OG0002301	sp|Q60994|ADIPO_MOUSE, sp|Q8K479|C1QT5_MOUSE	tr|A0A2I2Y5E4|A0A2I2Y5E4_GORGO
OG0002302	sp|Q69ZX6|MOR2A_MOUSE, sp|Q8C5W4|MOR2B_MOUSE	tr|A0A2I2Y7D5|A0A2I2Y7D5_GORGO
OG0002303	sp|P27773|PDIA3_MOUSE	tr|G3SC18|G3SC18_GORGO, tr|A0A2I2YHE3|A0A2I2YHE3_GORGO
OG0002304	sp|Q9WTL7|LYPA2_MOUSE	tr|G3QNX0|G3QNX0_GORGO, tr|A0A2I2ZDM6|A0A2I2ZDM6_GORGO
OG0002305	sp|Q6P3Z3|THAP4_MOUSE	tr|G3SFY1|G3SFY1_GORGO, tr|G3RI16|G3RI16_GORGO
OG0002306	sp|O88196|TTC3_MOUSE	tr|A0A2I2Z7P4|A0A2I2Z7P4_GORGO, tr|A0A2I2YT81|A0A2I2YT81_GORGO
OG0002307	sp|Q91WE2|PIP30_MOUSE	tr|G3QMW6|G3QMW6_GORGO, tr|A0A2I2ZSN4|A0A2I2ZSN4_GORGO
OG0002308	sp|Q99KI0|ACON_MOUSE	tr|A0A2I2YNU9|A0A2I2YNU9_GORGO, tr|G3QFL5|G3QFL5_GORGO
OG0002309	tr|G3X992|G3X992_MOUSE, sp|Q9WVG9|MS3L1_MOUSE	tr|G3QUN5|G3QUN5_GORGO
OG0002310	sp|Q4ZJN1|C1QT9_MOUSE	tr|A0A2I2YM85|A0A2I2YM85_GORGO, tr|G3R1Y3|G3R1Y3_GORGO
OG0002311	sp|P50228|CXCL5_MOUSE	tr|G3R3B6|G3R3B6_GORGO, tr|G3SIZ2|G3SIZ2_GORGO
OG0002312	sp|Q8BGY2|IF5A2_MOUSE	tr|A0A2I2YC22|A0A2I2YC22_GORGO, tr|G3S060|G3S060_GORGO
OG0002313	sp|Q5SUE8|ANR40_MOUSE, tr|A0A286YDN8|A0A286YDN8_MOUSE	tr|G3S1R4|G3S1R4_GORGO
OG0002314	sp|O88384|VTI1B_MOUSE	tr|A0A2I2YV65|A0A2I2YV65_GORGO, tr|G3S921|G3S921_GORGO
OG0002315	sp|Q8K2X2|RBM48_MOUSE	tr|G3SIL7|G3SIL7_GORGO, tr|A0A2I2Y675|A0A2I2Y675_GORGO
OG0002316	sp|Q91WT4|DJC17_MOUSE	tr|A0A2I2ZV71|A0A2I2ZV71_GORGO, tr|A0A2I2YTT8|A0A2I2YTT8_GORGO
OG0002317	sp|P35230|REG3B_MOUSE	tr|A0A2I2ZKS4|A0A2I2ZKS4_GORGO, tr|G3R7C4|G3R7C4_GORGO
OG0002318	sp|Q9ESM3|HPLN2_MOUSE, sp|Q80WM5|HPLN3_MOUSE	tr|A0A2I2ZL63|A0A2I2ZL63_GORGO
OG0002319	sp|Q8R2I4|DFB13_MOUSE	tr|G3QM51|G3QM51_GORGO, sp|A4H215|D107A_GORGO
OG0002320	sp|P0CAX8|TGAP1_MOUSE, sp|B2RWW0|TAGAP_MOUSE	tr|G3QPM6|G3QPM6_GORGO
OG0002321	sp|Q00612|G6PD1_MOUSE, sp|P97324|G6PD2_MOUSE	tr|G3QQC9|G3QQC9_GORGO
OG0002322	sp|Q5SDA5|GUC2F_MOUSE, sp|A0A0U1RPR8|GUC2D_MOUSE	tr|G3QV59|G3QV59_GORGO
OG0002323	sp|Q9CZX8|RS19_MOUSE	tr|A0A2I2Z0P6|A0A2I2Z0P6_GORGO, tr|G3RGZ2|G3RGZ2_GORGO
OG0002324	sp|Q62193|RFA2_MOUSE	tr|A0A2I2YNT9|A0A2I2YNT9_GORGO, tr|A0A2I2Y3Y4|A0A2I2Y3Y4_GORGO
OG0002325	sp|P70284|TGIF1_MOUSE	tr|A0A2I2YD71|A0A2I2YD71_GORGO, tr|G3SF24|G3SF24_GORGO
OG0002326	sp|Q91WM1|STRBP_MOUSE	tr|G3QMT6|G3QMT6_GORGO, tr|A0A2I2YEU9|A0A2I2YEU9_GORGO
OG0002327	sp|P97822|AN32E_MOUSE	tr|A0A2I2ZD25|A0A2I2ZD25_GORGO, tr|G3QD70|G3QD70_GORGO
OG0002328	sp|Q01776|GNRHR_MOUSE	tr|G3RJ87|G3RJ87_GORGO, tr|G3QRN9|G3QRN9_GORGO
OG0002329	sp|Q3UFD7|FFAR3_MOUSE	tr|G3RP93|G3RP93_GORGO, tr|G3QSV9|G3QSV9_GORGO
OG0002330	sp|Q64HY3|SP9_MOUSE, sp|Q8BMJ8|SP8_MOUSE	tr|G3QWN0|G3QWN0_GORGO
OG0002331	sp|Q9CQU8|IMP1L_MOUSE	tr|G3RG04|G3RG04_GORGO, tr|A0A2I2YEF9|A0A2I2YEF9_GORGO
OG0002332	sp|P48754|BRCA1_MOUSE	tr|G3S764|G3S764_GORGO, sp|Q6J6I8|BRCA1_GORGO
OG0002333	sp|Q64323|PIGA_MOUSE	tr|G3QWI1|G3QWI1_GORGO, tr|A0A2I2ZEN3|A0A2I2ZEN3_GORGO
OG0002334	sp|Q8CDR2|RSH6A_MOUSE, sp|Q8BYM7|RSH4A_MOUSE	tr|G3QLI9|G3QLI9_GORGO
OG0002335	sp|Q80UZ2|SDA1_MOUSE	tr|G3SIU9|G3SIU9_GORGO, tr|G3QUA4|G3QUA4_GORGO
OG0002336	sp|Q148B6|SPERI_MOUSE, sp|Q9D9W0|SPC1L_MOUSE	tr|G3RAY9|G3RAY9_GORGO
OG0002337	sp|P05208|CEL2A_MOUSE	tr|G3RDL4|G3RDL4_GORGO, tr|G3RY68|G3RY68_GORGO
OG0002338	sp|Q9JM63|KCJ10_MOUSE	tr|A0A2I2Y3R9|A0A2I2Y3R9_GORGO, tr|G3S8U4|G3S8U4_GORGO
OG0002339	sp|Q9DBH5|LMAN2_MOUSE	tr|G3SET5|G3SET5_GORGO, tr|G3QMH2|G3QMH2_GORGO
OG0002340	sp|Q9CR02|TMA16_MOUSE	tr|G3RQG7|G3RQG7_GORGO, tr|A0A2I2YVQ6|A0A2I2YVQ6_GORGO
OG0002341	sp|Q8BIP0|SYDM_MOUSE	tr|G3QDJ6|G3QDJ6_GORGO, tr|G3RQA7|G3RQA7_GORGO
OG0002342	sp|O08586|PTEN_MOUSE	tr|G3QF16|G3QF16_GORGO, tr|G3RNB7|G3RNB7_GORGO
OG0002343	sp|Q3U4B4|LIPN_MOUSE	tr|G3R7W8|G3R7W8_GORGO, tr|G3QL72|G3QL72_GORGO
OG0002344	sp|P61957|SUMO2_MOUSE	tr|A0A2I2ZE48|A0A2I2ZE48_GORGO, tr|G3RLZ7|G3RLZ7_GORGO
OG0002345	sp|Q99LH4|ZN672_MOUSE, sp|Q02085|SNAI1_MOUSE	tr|G3RUS0|G3RUS0_GORGO
OG0002346	sp|Q8R1F0|L10K_MOUSE	tr|A0A2I2YUQ5|A0A2I2YUQ5_GORGO, tr|G3RW91|G3RW91_GORGO
OG0002347	sp|Q6PB60|BHLH9_MOUSE, sp|Q3UZB0|ARMX5_MOUSE	tr|G3SAY1|G3SAY1_GORGO
OG0002348	tr|A0A0A6YYE8|A0A0A6YYE8_MOUSE	tr|G3SDV8|G3SDV8_GORGO, tr|G3RR53|G3RR53_GORGO
OG0002349	sp|Q9CYZ8|SSBP2_MOUSE	tr|A0A2I2YKL6|A0A2I2YKL6_GORGO, tr|G3SE77|G3SE77_GORGO
OG0002350	sp|P29755|AGTRB_MOUSE, sp|P29754|AGTRA_MOUSE	tr|A0A2I2ZC48|A0A2I2ZC48_GORGO
OG0002351	sp|P52479|UBP10_MOUSE	tr|A0A2I2ZDW7|A0A2I2ZDW7_GORGO, tr|G3RAK2|G3RAK2_GORGO
OG0002352	sp|Q3T9X0|GTR9_MOUSE	tr|A0A2I2ZF82|A0A2I2ZF82_GORGO, tr|A0A2I2ZP61|A0A2I2ZP61_GORGO
OG0002353	sp|Q8BVC1|DFB22_MOUSE	sp|A4H243|DB126_GORGO, tr|A0A2I2YWV9|A0A2I2YWV9_GORGO
OG0002354	tr|Q505F4|Q505F4_MOUSE	tr|G3S5R8|G3S5R8_GORGO, tr|G3QWZ1|G3QWZ1_GORGO
OG0002355	sp|Q9CRC0|VKOR1_MOUSE	tr|A0A2I2Y9T5|A0A2I2Y9T5_GORGO, tr|A0A2I2Z5N5|A0A2I2Z5N5_GORGO
OG0002356	sp|B2KF05|BRPF3_MOUSE	tr|A0A2I2Z2J8|A0A2I2Z2J8_GORGO, tr|G3RC63|G3RC63_GORGO
OG0002357	sp|P58158|B3GA3_MOUSE, sp|Q9CW73|B3GA1_MOUSE	tr|G3QIV4|G3QIV4_GORGO
OG0002358	sp|Q9EPW2|KLF15_MOUSE	tr|G3R365|G3R365_GORGO, tr|G3SGW6|G3SGW6_GORGO
OG0002359	sp|Q3KNI6|DAAF6_MOUSE, tr|Q8C6P5|Q8C6P5_MOUSE	tr|G3R369|G3R369_GORGO
OG0002360	sp|Q9QZK2|BCAR3_MOUSE	tr|G3R969|G3R969_GORGO, tr|G3QGZ4|G3QGZ4_GORGO
OG0002361	sp|Q3URE9|LIGO2_MOUSE, sp|Q6GQU6|LIGO3_MOUSE	tr|G3RBG8|G3RBG8_GORGO
OG0002362	tr|E9Q550|E9Q550_MOUSE, tr|Q8VGZ7|Q8VGZ7_MOUSE	tr|G3RC84|G3RC84_GORGO
OG0002363	sp|P01108|MYC_MOUSE, sp|Q6P8Z1|MYCB_MOUSE	tr|G3RS08|G3RS08_GORGO
OG0002364	sp|Q6GU68|ISLR_MOUSE, sp|Q5RKR3|ISLR2_MOUSE	tr|G3SK56|G3SK56_GORGO
OG0002365	sp|Q9CQZ6|NDUB3_MOUSE	sp|Q0MQD1|NDUB3_GORGO, tr|A0A2I2YS82|A0A2I2YS82_GORGO
OG0002366	sp|Q6NS57|MABP1_MOUSE	tr|A0A2I2YZ95|A0A2I2YZ95_GORGO, tr|G3R7U3|G3R7U3_GORGO
OG0002367	sp|Q9WTJ4|FIZ1_MOUSE	tr|A0A2I2ZCK1|A0A2I2ZCK1_GORGO, tr|A0A2I2ZSA0|A0A2I2ZSA0_GORGO
OG0002368	sp|Q9CYI4|LUC7L_MOUSE, sp|Q7TNC4|LC7L2_MOUSE	tr|A0A2I2ZZ31|A0A2I2ZZ31_GORGO
OG0002369	tr|E9Q545|E9Q545_MOUSE	tr|G3QKW7|G3QKW7_GORGO, tr|A0A2I2ZID2|A0A2I2ZID2_GORGO
OG0002370	sp|Q64096|MCF2L_MOUSE	tr|G3QSI8|G3QSI8_GORGO, tr|G3RDU1|G3RDU1_GORGO
OG0002371	sp|O88992|C1QRF_MOUSE, sp|Q9ESN4|C1QL3_MOUSE	tr|G3RPL4|G3RPL4_GORGO
OG0002372	sp|P32067|LA_MOUSE	tr|G3SGH7|G3SGH7_GORGO, tr|G3RM55|G3RM55_GORGO
OG0002373	sp|E9Q3L2|PI4KA_MOUSE	tr|G3SKP2|G3SKP2_GORGO, tr|G3RIN0|G3RIN0_GORGO
OG0002374	sp|Q67BJ4|A4GAT_MOUSE	tr|G3R1Q4|G3R1Q4_GORGO, sp|Q9N290|A4GAT_GORGO
OG0002375	sp|P03893|NU2M_MOUSE	sp|Q9T9Y9|NU2M_GORGO, tr|G3S569|G3S569_GORGO
OG0002376	sp|Q5SSF7|TET5C_MOUSE, tr|B1ATX6|B1ATX6_MOUSE	tr|A0A2I2YLA0|A0A2I2YLA0_GORGO
OG0002377	tr|Q3V0U9|Q3V0U9_MOUSE, sp|Q9JLI7|SPAG6_MOUSE	tr|A0A2I2Z698|A0A2I2Z698_GORGO
OG0002378	sp|P31266|SUH_MOUSE	tr|A0A2I2ZPY0|A0A2I2ZPY0_GORGO, tr|A0A2I2Z6G3|A0A2I2Z6G3_GORGO
OG0002379	tr|A2AS37|A2AS37_MOUSE, sp|P06684|CO5_MOUSE	tr|G3QIN8|G3QIN8_GORGO
OG0002380	sp|P21958|TAP1_MOUSE	tr|G3R5U8|G3R5U8_GORGO, sp|Q28433|TAP1_GORGO
OG0002381	sp|Q8BI84|TGO1_MOUSE, sp|Q99MY0|SPZ1_MOUSE	tr|G3RGZ5|G3RGZ5_GORGO
OG0002382	sp|P56375|ACYP2_MOUSE	tr|A0A2I2Y4T3|A0A2I2Y4T3_GORGO, tr|A0A2I2Y6S1|A0A2I2Y6S1_GORGO
OG0002383	sp|P11157|RIR2_MOUSE	tr|A0A2I2YNS8|A0A2I2YNS8_GORGO, tr|A0A2I2ZNB4|A0A2I2ZNB4_GORGO
