Orthogroup	Homo_sapiens	Rattus_norvegicus
OG0000756	sp|A8MUU1|FB5L3_HUMAN	tr|A0A8I6A945|A0A8I6A945_RAT
OG0000756	sp|Q01469|FABP5_HUMAN	tr|A0A8L2QXH8|A0A8L2QXH8_RAT, sp|P55053|FABP5_RAT
OG0000757	sp|Q8NGK2|O52B4_HUMAN	tr|M0R3P1|M0R3P1_RAT, tr|A0A8I6AAY2|A0A8I6AAY2_RAT, tr|A0A8I6ABW5|A0A8I6ABW5_RAT, tr|D4A4P2|D4A4P2_RAT
OG0000758	sp|Q5T9Z0|TEDM1_HUMAN	sp|Q8CHM9|TEDM1_RAT, tr|M0R966|M0R966_RAT, tr|A0A0G2QC43|A0A0G2QC43_RAT, tr|A0A8I6AKS7|A0A8I6AKS7_RAT
OG0000759	sp|A0A0B4J277|TVA22_HUMAN	tr|A0A8I5ZWE1|A0A8I5ZWE1_RAT, tr|A0A8I5ZZ12|A0A8I5ZZ12_RAT, tr|A0A8I6G630|A0A8I6G630_RAT, tr|A0A8I5ZPD4|A0A8I5ZPD4_RAT
OG0000760	sp|Q8NH72|OR4C6_HUMAN	tr|D3ZMC8|D3ZMC8_RAT, tr|D3ZQ39|D3ZQ39_RAT, tr|A0A8I6AAS3|A0A8I6AAS3_RAT, tr|A0A8I5ZQF3|A0A8I5ZQF3_RAT
OG0000785	sp|P28360|MSX1_HUMAN	tr|G3V8C7|G3V8C7_RAT
OG0000785	sp|P35548|MSX2_HUMAN	sp|P52953|MSX2_RAT
OG0000786	sp|Q8N7R0|NANG2_HUMAN, sp|Q9H9S0|NANOG_HUMAN, sp|Q6NSW7|NANP8_HUMAN	tr|D3ZS29|D3ZS29_RAT
OG0000787	sp|Q96HI0|SENP5_HUMAN	tr|A0A0G2JZW2|A0A0G2JZW2_RAT, tr|D4A2S8|D4A2S8_RAT, tr|A0A8I6AQ37|A0A8I6AQ37_RAT
OG0000788	sp|P49336|CDK8_HUMAN	tr|A0A8I5ZYM4|A0A8I5ZYM4_RAT
OG0000788	sp|Q9BWU1|CDK19_HUMAN	tr|D3ZDM6|D3ZDM6_RAT
OG0000789	sp|P46777|RL5_HUMAN	tr|A0A8I6AAE6|A0A8I6AAE6_RAT, tr|A0A8I6GKE4|A0A8I6GKE4_RAT, sp|P09895|RL5_RAT
OG0000790	sp|O60669|MOT2_HUMAN	sp|Q63344|MOT2_RAT
OG0000790	sp|P53985|MOT1_HUMAN	sp|P53987|MOT1_RAT
OG0000791	sp|P63302|SELW_HUMAN, sp|P59797|SELV_HUMAN	tr|A0A8I6A7Y8|A0A8I6A7Y8_RAT, sp|P63301|SELW_RAT
OG0000792	sp|Q07889|SOS1_HUMAN	tr|D4A3T0|D4A3T0_RAT
OG0000792	sp|Q07890|SOS2_HUMAN	tr|F1MAI3|F1MAI3_RAT
OG0000794	sp|Q8NGE9|OR9Q2_HUMAN	tr|D3ZCH0|D3ZCH0_RAT
OG0000794	sp|Q8NGQ5|OR9Q1_HUMAN	tr|D4ADY4|D4ADY4_RAT
OG0000795	sp|Q9BWG4|SSBP4_HUMAN	tr|G3V8L4|G3V8L4_RAT
OG0000795	sp|Q9BWW4|SSBP3_HUMAN	sp|Q9R050|SSBP3_RAT
OG0000796	sp|Q8IUC8|GLT13_HUMAN	sp|Q6UE39|GLT13_RAT
OG0000796	sp|Q10472|GALT1_HUMAN	sp|Q10473|GALT1_RAT
OG0000797	sp|G9CGD6|CNIPF_HUMAN, sp|Q8WWN9|ICEF1_HUMAN	tr|A0A8I5ZYP3|A0A8I5ZYP3_RAT, sp|Q80VL0|ICEF1_RAT
OG0000798	sp|O43186|CRX_HUMAN, sp|A6NJG6|ARGFX_HUMAN, sp|A8MZ59|LEUTX_HUMAN	tr|Q9WTQ9|Q9WTQ9_RAT
OG0000799	sp|O15244|S22A2_HUMAN	sp|Q9R0W2|S22A2_RAT
OG0000799	sp|O15245|S22A1_HUMAN	sp|Q63089|S22A1_RAT
OG0000800	sp|Q7Z4I7|LIMS2_HUMAN	tr|A0A0G2KAE1|A0A0G2KAE1_RAT
OG0000800	sp|P48059|LIMS1_HUMAN	tr|A0A8I6A6W3|A0A8I6A6W3_RAT
OG0000802	sp|P20036|DPA1_HUMAN	tr|Q6MGB1|Q6MGB1_RAT
OG0000802	sp|P01903|DRA_HUMAN	tr|Q6MG98|Q6MG98_RAT
OG0000803	sp|Q5SY68|S1A7B_HUMAN, sp|P31151|S10A7_HUMAN, sp|Q86SG5|S1A7A_HUMAN	tr|D3ZDM0|D3ZDM0_RAT
OG0000804	sp|Q7Z6K1|THAP5_HUMAN, sp|Q9H0W7|THAP2_HUMAN, sp|Q9NVV9|THAP1_HUMAN	sp|Q5U208|THAP1_RAT
OG0000805	sp|Q9H1D0|TRPV6_HUMAN	sp|Q9R186|TRPV6_RAT
OG0000805	sp|Q9NQA5|TRPV5_HUMAN	sp|Q9JIP0|TRPV5_RAT
OG0000806	sp|P07919|QCR6_HUMAN, sp|A0A096LP55|QCR6L_HUMAN	tr|A0A8I6G3M9|A0A8I6G3M9_RAT, sp|Q5M9I5|QCR6_RAT
OG0000807	sp|O95298|NDUC2_HUMAN, sp|E9PQ53|NDUCR_HUMAN	tr|A0A8I6GJJ7|A0A8I6GJJ7_RAT, tr|Q5PQZ9|Q5PQZ9_RAT
OG0000808	sp|Q8N5Y2|MS3L1_HUMAN	tr|A0A8I6A9H7|A0A8I6A9H7_RAT
OG0000808	sp|P0C860|MS3L2_HUMAN	tr|Q6AYG1|Q6AYG1_RAT
OG0000809	sp|P19784|CSK22_HUMAN, sp|Q8NEV1|CSK23_HUMAN, sp|P68400|CSK21_HUMAN	sp|P19139|CSK21_RAT
OG0000810	sp|Q9BVK6|TMED9_HUMAN	sp|Q5I0E7|TMED9_RAT
OG0000810	sp|Q7Z7H5|TMED4_HUMAN	tr|D3ZE21|D3ZE21_RAT
OG0000811	sp|P41597|CCR2_HUMAN	sp|O55193|CCR2_RAT
OG0000811	sp|P51681|CCR5_HUMAN	sp|O08556|CCR5_RAT
OG0000812	sp|Q15437|SC23B_HUMAN	tr|D3ZCT7|D3ZCT7_RAT
OG0000812	sp|Q15436|SC23A_HUMAN	tr|B5DFC3|B5DFC3_RAT
OG0000813	sp|Q9BR76|COR1B_HUMAN	sp|O89046|COR1B_RAT
OG0000813	sp|Q9ULV4|COR1C_HUMAN	tr|A0A8I6ANC4|A0A8I6ANC4_RAT
OG0000814	sp|Q8N568|DCLK2_HUMAN	sp|Q5MPA9|DCLK2_RAT
OG0000814	sp|O15075|DCLK1_HUMAN	sp|O08875|DCLK1_RAT
OG0000815	sp|Q96LC7|SIG10_HUMAN, sp|Q96RL6|SIG11_HUMAN, sp|A6NMB1|SIG16_HUMAN	tr|A0A0G2JVW0|A0A0G2JVW0_RAT
OG0000816	sp|P13646|K1C13_HUMAN	sp|Q6IFV4|K1C13_RAT
OG0000816	sp|P19012|K1C15_HUMAN	sp|Q6IFV3|K1C15_RAT
OG0000817	sp|Q07954|LRP1_HUMAN	sp|G3V928|LRP1_RAT
OG0000817	sp|Q9NZR2|LRP1B_HUMAN	tr|A0A8I6AQY2|A0A8I6AQY2_RAT
OG0000818	sp|Q96CN4|EVI5L_HUMAN	tr|A0A0G2K1A4|A0A0G2K1A4_RAT
OG0000818	sp|O60447|EVI5_HUMAN	tr|A0A8I5ZM01|A0A8I5ZM01_RAT
OG0000819	sp|O15165|LRAD4_HUMAN	tr|A0A8I5ZUC8|A0A8I5ZUC8_RAT
OG0000819	sp|Q969W9|PMEPA_HUMAN	tr|M0RCH9|M0RCH9_RAT
OG0000821	sp|Q2VIR3|IF2GL_HUMAN, sp|P41091|IF2G_HUMAN	sp|P81795|IF2G_RAT, sp|C9WPN6|IF2H_RAT
OG0000822	sp|Q96MC6|MF14A_HUMAN, sp|Q5SR56|MF14B_HUMAN, sp|Q5VZR4|MF14C_HUMAN	sp|B2RYH9|MF14B_RAT
OG0000823	sp|Q86XE0|SNX32_HUMAN	tr|A0A8I6ARA2|A0A8I6ARA2_RAT
OG0000823	sp|Q9UNH7|SNX6_HUMAN	tr|A0A8I5ZS69|A0A8I5ZS69_RAT
OG0000824	sp|Q8IWU5|SULF2_HUMAN	tr|A0A8I6A3G4|A0A8I6A3G4_RAT
OG0000824	sp|Q8IWU6|SULF1_HUMAN	sp|Q8VI60|SULF1_RAT
OG0000825	sp|Q8NGK3|O52K2_HUMAN, sp|Q8NGK4|O52K1_HUMAN	tr|D4ACI2|D4ACI2_RAT, tr|D4ACJ4|D4ACJ4_RAT
OG0000826	sp|Q9NR30|DDX21_HUMAN	sp|Q3B8Q1|DDX21_RAT
OG0000826	sp|Q9BQ39|DDX50_HUMAN	tr|A0A8I6AUH3|A0A8I6AUH3_RAT
OG0000827	sp|A2RTX5|SYTC2_HUMAN	tr|A0A8I6AAW1|A0A8I6AAW1_RAT
OG0000827	sp|P26639|SYTC_HUMAN	sp|Q5XHY5|SYTC_RAT
OG0000828	sp|P52564|MP2K6_HUMAN	tr|Q925D6|Q925D6_RAT
OG0000828	sp|P46734|MP2K3_HUMAN	tr|M0R7E7|M0R7E7_RAT
OG0000829	sp|Q86XP1|DGKH_HUMAN	tr|D3ZSZ6|D3ZSZ6_RAT
OG0000829	sp|Q16760|DGKD_HUMAN	tr|F1M5T2|F1M5T2_RAT
OG0000830	sp|P58180|OR4D2_HUMAN	tr|A0A8I6ABQ4|A0A8I6ABQ4_RAT
OG0000830	sp|Q15615|OR4D1_HUMAN	tr|A0A8I5ZQJ0|A0A8I5ZQJ0_RAT
OG0000831	sp|Q53G44|IF44L_HUMAN	tr|M0R4J5|M0R4J5_RAT
OG0000831	sp|Q8TCB0|IFI44_HUMAN	tr|D3ZAF8|D3ZAF8_RAT
OG0000832	sp|O15516|CLOCK_HUMAN	sp|Q9WVS9|CLOCK_RAT
OG0000832	sp|Q8IV76|PASD1_HUMAN	tr|A0A0G2JVM9|A0A0G2JVM9_RAT
OG0000833	sp|Q8N335|GPD1L_HUMAN	tr|D3ZAP9|D3ZAP9_RAT, tr|A0A8I6ALX9|A0A8I6ALX9_RAT, tr|A0A8I5ZKP8|A0A8I5ZKP8_RAT
OG0000834	sp|Q8NF86|PRS33_HUMAN	tr|M0RAL3|M0RAL3_RAT, sp|P83748|PRS30_RAT, tr|D4AB49|D4AB49_RAT
OG0000835	sp|O43304|S14L5_HUMAN	tr|D4A8B0|D4A8B0_RAT
OG0000835	sp|Q92503|S14L1_HUMAN	tr|D3ZKG3|D3ZKG3_RAT
OG0000836	sp|Q9Y662|HS3SB_HUMAN	tr|D3ZTA9|D3ZTA9_RAT
OG0000836	sp|Q9Y663|HS3SA_HUMAN	tr|D3ZFR1|D3ZFR1_RAT
OG0000837	sp|O00755|WNT7A_HUMAN	tr|M0R9D3|M0R9D3_RAT
OG0000837	sp|P56706|WNT7B_HUMAN	tr|A0A0G2K3B7|A0A0G2K3B7_RAT
OG0000838	sp|O43293|DAPK3_HUMAN	sp|O88764|DAPK3_RAT
OG0000838	sp|Q9UIK4|DAPK2_HUMAN	tr|A0A8I6GD46|A0A8I6GD46_RAT
OG0000839	sp|A0A075B6I0|LV861_HUMAN, sp|A0A075B6I9|LV746_HUMAN, sp|P04211|LV743_HUMAN	tr|A0A0G2K332|A0A0G2K332_RAT
OG0000840	sp|A6NCL7|AN33B_HUMAN, sp|Q3C1V9|YK041_HUMAN, sp|A6NHS1|YK042_HUMAN	tr|D3ZTU7|D3ZTU7_RAT
OG0000841	sp|P15313|VATB1_HUMAN	tr|D3ZZS8|D3ZZS8_RAT
OG0000841	sp|P21281|VATB2_HUMAN	sp|P62815|VATB2_RAT
OG0000842	sp|P30419|NMT1_HUMAN	sp|Q8K1Q0|NMT1_RAT
OG0000842	sp|O60551|NMT2_HUMAN	tr|A0A8I5ZLL5|A0A8I5ZLL5_RAT
OG0000843	sp|A0A0A0MS06|TVB23_HUMAN, sp|A0A087X0M5|TVB18_HUMAN, sp|A0A087WV62|TVB16_HUMAN	tr|A0A8I6A6L9|A0A8I6A6L9_RAT
OG0000844	sp|O60721|NCKX1_HUMAN	sp|Q9QZM6|NCKX1_RAT
OG0000844	sp|Q9UI40|NCKX2_HUMAN	sp|O54701|NCKX2_RAT
OG0000845	sp|P0CB47|UBFL1_HUMAN, sp|P0CB48|UBFL6_HUMAN	tr|A0A8I5Y0B7|A0A8I5Y0B7_RAT, tr|A0A8I5ZWD0|A0A8I5ZWD0_RAT
OG0000846	sp|P36575|ARRC_HUMAN	tr|A0A8I6A2I4|A0A8I6A2I4_RAT
OG0000846	sp|P49407|ARRB1_HUMAN	sp|P29066|ARRB1_RAT
OG0000847	sp|P51800|CLCKA_HUMAN, sp|P51801|CLCKB_HUMAN	sp|Q06393|CLCKA_RAT, sp|P51802|CLCKB_RAT
OG0000848	sp|Q13503|MED21_HUMAN	tr|A0A8I5ZZK3|A0A8I5ZZK3_RAT, tr|A0A8I6AHT9|A0A8I6AHT9_RAT, tr|A0A8I6AAK2|A0A8I6AAK2_RAT
OG0000849	sp|Q70JA7|CHSS3_HUMAN	tr|M0R6S5|M0R6S5_RAT
OG0000849	sp|Q86X52|CHSS1_HUMAN	tr|D3ZRM3|D3ZRM3_RAT
OG0000850	sp|Q58EX2|SDK2_HUMAN	tr|A0A0G2K999|A0A0G2K999_RAT
OG0000850	sp|Q7Z5N4|SDK1_HUMAN	tr|A0A8I6A427|A0A8I6A427_RAT
OG0000851	sp|Q7L576|CYFP1_HUMAN	tr|D4A8H8|D4A8H8_RAT
OG0000851	sp|Q96F07|CYFP2_HUMAN	tr|A0A8I6AHL8|A0A8I6AHL8_RAT
OG0000852	sp|Q9BSU3|NAA11_HUMAN	sp|Q4V8K3|NAA11_RAT
OG0000852	sp|P41227|NAA10_HUMAN	tr|A0A0G2K7P4|A0A0G2K7P4_RAT
OG0000853	sp|O15270|SPTC2_HUMAN	sp|Q3B7D2|SPTC2_RAT
OG0000853	sp|Q9NUV7|SPTC3_HUMAN	tr|D4A9V0|D4A9V0_RAT
OG0000855	sp|Q9NYV6|RRN3_HUMAN, sp|A6NIE6|RN3P2_HUMAN, sp|Q2M238|RN3P1_HUMAN	tr|A0A0G2K8U0|A0A0G2K8U0_RAT
OG0000856	sp|P10589|COT1_HUMAN	tr|F2Z3S9|F2Z3S9_RAT
OG0000856	sp|P24468|COT2_HUMAN	sp|O09018|COT2_RAT
OG0000857	sp|P19875|CXCL2_HUMAN, sp|P09341|GROA_HUMAN, sp|P19876|CXCL3_HUMAN	sp|P14095|GROA_RAT
OG0000858	sp|Q7Z4L5|TT21B_HUMAN	tr|A0A8I6GBB8|A0A8I6GBB8_RAT
OG0000858	sp|Q8NDW8|TT21A_HUMAN	tr|D3ZZJ4|D3ZZJ4_RAT
OG0000859	sp|Q8IXT5|RB12B_HUMAN, sp|Q9NTZ6|RBM12_HUMAN	tr|A0A8I6ADB2|A0A8I6ADB2_RAT, tr|D3ZM54|D3ZM54_RAT
OG0000860	sp|Q8N1G1|REXO1_HUMAN	tr|D3ZCX6|D3ZCX6_RAT
OG0000860	sp|Q8IX06|GOR_HUMAN	tr|F1LWS9|F1LWS9_RAT
OG0000862	sp|Q86XA9|HTR5A_HUMAN	tr|A0A8I6AF96|A0A8I6AF96_RAT
OG0000862	sp|Q9P2D3|HTR5B_HUMAN	tr|A0A8I6GJQ5|A0A8I6GJQ5_RAT
OG0000863	sp|P53816|PLAT3_HUMAN, sp|Q9UL19|PLAT4_HUMAN, sp|Q9NWW9|PLAT2_HUMAN	sp|P53817|PLAT3_RAT
OG0000864	sp|P30837|AL1B1_HUMAN	sp|Q66HF8|AL1B1_RAT
OG0000864	sp|P05091|ALDH2_HUMAN	sp|P11884|ALDH2_RAT
OG0000865	sp|Q13838|DX39B_HUMAN	sp|Q63413|DX39B_RAT
OG0000865	sp|O00148|DX39A_HUMAN	sp|Q5U216|DX39A_RAT
OG0000866	sp|Q6ZU69|F205A_HUMAN, sp|Q63HN1|F205B_HUMAN	tr|F1LWV6|F1LWV6_RAT, tr|A0A8I6A2I2|A0A8I6A2I2_RAT
OG0000867	sp|Q86VE3|SATL1_HUMAN	tr|D3ZA19|D3ZA19_RAT
OG0000867	sp|P21673|SAT1_HUMAN	tr|Q7TP41|Q7TP41_RAT
OG0000868	sp|Q8NH64|O51A7_HUMAN	tr|F1LXE2|F1LXE2_RAT, tr|D3ZID6|D3ZID6_RAT, tr|M0RBR5|M0RBR5_RAT
OG0000869	sp|Q9Y485|DMXL1_HUMAN	tr|A0A8I5ZU67|A0A8I5ZU67_RAT
OG0000869	sp|Q8TDJ6|DMXL2_HUMAN	tr|F1M3W5|F1M3W5_RAT
OG0000870	sp|P54920|SNAA_HUMAN	sp|P54921|SNAA_RAT
OG0000870	sp|Q9H115|SNAB_HUMAN	sp|P85969|SNAB_RAT
OG0000871	sp|Q9NYL9|TMOD3_HUMAN	tr|F7F0R0|F7F0R0_RAT
OG0000871	sp|Q9NZR1|TMOD2_HUMAN	sp|P70566|TMOD2_RAT
OG0000872	sp|Q9NZH4|PTTG3_HUMAN, sp|Q9NZH5|PTTG2_HUMAN, sp|O95997|PTTG1_HUMAN	sp|P97613|PTTG1_RAT
OG0000873	sp|P32322|P5CR1_HUMAN	tr|D3ZXI0|D3ZXI0_RAT
OG0000873	sp|Q96C36|P5CR2_HUMAN	sp|Q6AY23|P5CR2_RAT
OG0000874	sp|Q8NGS4|O13F1_HUMAN	tr|A0A0G2K408|A0A0G2K408_RAT, tr|M0RD59|M0RD59_RAT, tr|D4A252|D4A252_RAT
OG0000875	sp|Q9NQR9|G6PC2_HUMAN	tr|M0RDV1|M0RDV1_RAT
OG0000875	sp|P35575|G6PC1_HUMAN	sp|P43428|G6PC1_RAT
OG0000877	sp|Q6ZMW3|EMAL6_HUMAN	tr|A0A8I6A7A1|A0A8I6A7A1_RAT
OG0000877	sp|Q05BV3|EMAL5_HUMAN	sp|Q6ED65|EMAL5_RAT
OG0000878	sp|Q13188|STK3_HUMAN	sp|O54748|STK3_RAT
OG0000878	sp|Q13043|STK4_HUMAN	tr|A0A8I5ZJB8|A0A8I5ZJB8_RAT
OG0000880	sp|Q5VWG9|TAF3_HUMAN	tr|A0A8I5ZZ64|A0A8I5ZZ64_RAT
OG0000880	sp|Q7Z7C8|TAF8_HUMAN	tr|A0A8I6A4F7|A0A8I6A4F7_RAT
OG0000881	sp|P05496|AT5G1_HUMAN	tr|D3Z869|D3Z869_RAT, sp|Q06645|AT5G1_RAT, tr|A0A8I6GG46|A0A8I6GG46_RAT
OG0000882	sp|P22626|ROA2_HUMAN	tr|A0A8I5Y7P1|A0A8I5Y7P1_RAT, tr|A0A8I5ZYJ3|A0A8I5ZYJ3_RAT, sp|A7VJC2|ROA2_RAT
OG0000883	sp|P56178|DLX5_HUMAN	sp|P50575|DLX5_RAT
OG0000883	sp|Q07687|DLX2_HUMAN	sp|Q64204|DLX2_RAT
OG0000884	sp|Q13613|MTMR1_HUMAN	tr|A0A8I5Y1D5|A0A8I5Y1D5_RAT
OG0000884	sp|Q13614|MTMR2_HUMAN	tr|A0A8I5ZTB8|A0A8I5ZTB8_RAT
OG0000885	sp|P61964|WDR5_HUMAN	sp|Q498M4|WDR5_RAT
OG0000885	sp|Q86VZ2|WDR5B_HUMAN	sp|Q4V8C4|WDR5B_RAT
OG0000886	sp|Q9Y2H9|MAST1_HUMAN	sp|Q810W7|MAST1_RAT
OG0000886	sp|Q6P0Q8|MAST2_HUMAN	tr|A0A0G2K212|A0A0G2K212_RAT
OG0000887	sp|O75093|SLIT1_HUMAN	sp|O88279|SLIT1_RAT
OG0000887	sp|O94813|SLIT2_HUMAN	sp|Q9WVC1|SLIT2_RAT
OG0000888	sp|Q5T5C0|STXB5_HUMAN	sp|Q9WU70|STXB5_RAT
OG0000888	sp|Q9Y2K9|STB5L_HUMAN	tr|D3ZU84|D3ZU84_RAT
OG0000889	sp|Q8IZP6|R113B_HUMAN	tr|Q67ER1|Q67ER1_RAT
OG0000889	sp|O15541|R113A_HUMAN	tr|Q5PPN1|Q5PPN1_RAT
OG0000890	sp|O60684|IMA7_HUMAN	tr|F1LT58|F1LT58_RAT
OG0000890	sp|O15131|IMA6_HUMAN	sp|Q56R16|IMA6_RAT
OG0000891	sp|Q8N3Y3|LARG2_HUMAN	sp|Q6P7A1|LARG2_RAT
OG0000891	sp|O95461|LARG1_HUMAN	tr|A0A0G2K618|A0A0G2K618_RAT
OG0000893	sp|Q9H1M0|N62CL_HUMAN	tr|A0A0G2KB27|A0A0G2KB27_RAT
OG0000893	sp|P37198|NUP62_HUMAN	sp|P17955|NUP62_RAT
OG0000894	sp|P40426|PBX3_HUMAN	tr|D4AB31|D4AB31_RAT
OG0000894	sp|P40424|PBX1_HUMAN	tr|A0A8I5ZR45|A0A8I5ZR45_RAT
OG0000895	sp|O75783|RHBL1_HUMAN	sp|O88779|RHBL1_RAT
OG0000895	sp|P58872|RHBL3_HUMAN	tr|D4AAW6|D4AAW6_RAT
OG0000896	sp|Q9UH77|KLHL3_HUMAN	sp|F1LZ52|KLHL3_RAT
OG0000896	sp|O95198|KLHL2_HUMAN	sp|F1LZF0|KLHL2_RAT
OG0000898	sp|Q93008|USP9X_HUMAN	tr|A0A0G2K2C7|A0A0G2K2C7_RAT
OG0000898	sp|O00507|USP9Y_HUMAN	tr|A0A0G2JZU8|A0A0G2JZU8_RAT
OG0000899	sp|Q9BYZ6|RHBT2_HUMAN	tr|Q5BJV7|Q5BJV7_RAT
OG0000899	sp|O94844|RHBT1_HUMAN	tr|D3ZD37|D3ZD37_RAT
OG0000900	sp|Q6ZRY4|RBPS2_HUMAN	tr|B5DFF2|B5DFF2_RAT
OG0000900	sp|Q93062|RBPMS_HUMAN	tr|A0A8I5ZR01|A0A8I5ZR01_RAT
OG0000901	sp|Q86WG5|MTMRD_HUMAN	tr|A0A8I6A009|A0A8I6A009_RAT
OG0000901	sp|O95248|MTMR5_HUMAN	tr|M0RAP5|M0RAP5_RAT
OG0000902	sp|Q01650|LAT1_HUMAN, sp|Q8MH63|LAT1N_HUMAN, sp|Q9GIP4|LAT1L_HUMAN	sp|Q63016|LAT1_RAT
OG0000903	sp|Q8IZ96|CKLF1_HUMAN	tr|Q4QQS9|Q4QQS9_RAT
OG0000903	sp|Q9UBR5|CKLF_HUMAN	sp|Q9JK79|CKLF_RAT
OG0000904	sp|Q9UN30|SCML1_HUMAN	tr|A0A8I6G5A9|A0A8I6G5A9_RAT
OG0000904	sp|Q8N228|SCML4_HUMAN	tr|A0A8I6ASY0|A0A8I6ASY0_RAT
OG0000905	sp|P35813|PPM1A_HUMAN	sp|P20650|PPM1A_RAT
OG0000905	sp|O75688|PPM1B_HUMAN	sp|P35815|PPM1B_RAT
OG0000906	sp|P58062|ISK7_HUMAN	sp|Q6IE51|ISK7_RAT
OG0000906	sp|Q5DT21|ISK9_HUMAN	tr|F1LXL3|F1LXL3_RAT
OG0000907	sp|Q96A23|CPNE4_HUMAN	tr|A0A8I6GKR1|A0A8I6GKR1_RAT
OG0000907	sp|Q9UBL6|CPNE7_HUMAN	sp|H1UBN0|CPNE7_RAT
OG0000908	sp|Q96LI5|CNO6L_HUMAN	tr|A0A8I6AL98|A0A8I6AL98_RAT
OG0000908	sp|Q9ULM6|CNOT6_HUMAN	sp|Q6AXU9|CNOT6_RAT
OG0000909	sp|A6NLJ0|C2C4B_HUMAN, sp|Q8NCU7|C2C4A_HUMAN	tr|F1LTT8|F1LTT8_RAT, tr|A0A8I6A9N9|A0A8I6A9N9_RAT
OG0000910	sp|Q9UFD9|RIM3A_HUMAN, sp|A6NNM3|RIM3B_HUMAN, sp|A6NJZ7|RIM3C_HUMAN	tr|D4A7Z1|D4A7Z1_RAT
OG0000911	sp|Q13402|MYO7A_HUMAN	tr|A0A8I5ZWB0|A0A8I5ZWB0_RAT
OG0000911	sp|Q6PIF6|MYO7B_HUMAN	tr|F1M885|F1M885_RAT
OG0000913	sp|Q6B0I6|KDM4D_HUMAN, sp|B2RXH2|KDM4E_HUMAN, tr|A0A1W2PPD8|A0A1W2PPD8_HUMAN	sp|A1A5Q5|KDM4D_RAT
OG0000915	sp|Q7Z3S7|CA2D4_HUMAN	tr|D3ZM84|D3ZM84_RAT
OG0000915	sp|Q8IZS8|CA2D3_HUMAN	sp|Q8CFG5|CA2D3_RAT
OG0000916	sp|O60765|Z354A_HUMAN, sp|Q96LW1|Z354B_HUMAN	tr|A0A8I6AQX0|A0A8I6AQX0_RAT, sp|Q02975|Z354A_RAT
OG0000917	sp|Q9H4B8|DPEP3_HUMAN	sp|Q5U2X4|DPEP3_RAT
OG0000917	sp|Q9H4A9|DPEP2_HUMAN	sp|Q5M872|DPEP2_RAT
OG0000918	sp|O00534|VMA5A_HUMAN	tr|D4A1U8|D4A1U8_RAT
OG0000918	sp|Q9UKK3|PARP4_HUMAN	sp|Q75WE7|VWA5A_RAT
OG0000919	sp|Q9Y232|CDYL_HUMAN, sp|Q9Y6F7|CDY2_HUMAN, sp|Q9Y6F8|CDY1_HUMAN	sp|Q6AYK9|CDYL_RAT
OG0000920	sp|Q9BXI2|ORNT2_HUMAN	tr|A0A8I6G8E8|A0A8I6G8E8_RAT
OG0000920	sp|Q9Y619|ORNT1_HUMAN	sp|A0A0G2K309|ORNT1_RAT
OG0000921	sp|O60229|KALRN_HUMAN	sp|P97924|KALRN_RAT
OG0000921	sp|O75962|TRIO_HUMAN	sp|F1M0Z1|TRIO_RAT
OG0000922	sp|P18124|RL7_HUMAN	sp|P05426|RL7_RAT, tr|A0A8I6AL81|A0A8I6AL81_RAT, tr|F1LUE9|F1LUE9_RAT
OG0000923	sp|P36222|CH3L1_HUMAN, sp|Q15782|CH3L2_HUMAN, sp|Q12889|OVGP1_HUMAN	sp|Q9WTV1|CH3L1_RAT
OG0000924	sp|P42229|STA5A_HUMAN	sp|Q62771|STA5A_RAT
OG0000924	sp|P51692|STA5B_HUMAN	sp|P52632|STA5B_RAT
OG0000925	sp|Q5M9Q1|NKAPL_HUMAN	tr|G3V9G8|G3V9G8_RAT
OG0000925	sp|Q8N5F7|NKAP_HUMAN	sp|Q4V7C9|NKAP_RAT
OG0000926	sp|Q5W186|CST9_HUMAN, sp|Q9H4G1|CST9L_HUMAN, sp|Q5W188|CST9P_HUMAN	tr|D3ZMS9|D3ZMS9_RAT
OG0000927	sp|Q6ZUA9|MROH5_HUMAN	tr|F1M0R9|F1M0R9_RAT, tr|Q6QI22|Q6QI22_RAT, tr|A0A8I5ZU66|A0A8I5ZU66_RAT
OG0000928	sp|A6NM45|CLD24_HUMAN, sp|Q8N7P3|CLD22_HUMAN	tr|D4A2B4|D4A2B4_RAT, tr|D3ZEF2|D3ZEF2_RAT
OG0000929	sp|P35626|ARBK2_HUMAN	sp|P26819|ARBK2_RAT
OG0000929	sp|P25098|ARBK1_HUMAN	sp|P26817|ARBK1_RAT
OG0000930	sp|P48163|MAOX_HUMAN	sp|P13697|MAOX_RAT
OG0000930	sp|Q16798|MAON_HUMAN	tr|F1M5N4|F1M5N4_RAT
OG0000931	sp|P54840|GYS2_HUMAN	sp|P17625|GYS2_RAT
OG0000931	sp|P13807|GYS1_HUMAN	sp|A2RRU1|GYS1_RAT
OG0000932	sp|Q8NFB2|T185A_HUMAN	tr|D3ZWX2|D3ZWX2_RAT
OG0000932	sp|Q9H7F4|T185B_HUMAN	tr|A0A8I6A9A9|A0A8I6A9A9_RAT
OG0000933	sp|P50416|CPT1A_HUMAN	sp|P32198|CPT1A_RAT
OG0000933	sp|Q92523|CPT1B_HUMAN	sp|Q63704|CPT1B_RAT
