Orthogroup	Homo_sapiens	Vulpes_vulpes
OG0001592	sp|Q5T3I0|GPTC4_HUMAN	tr|A0A3Q7U7A0|A0A3Q7U7A0_VULVU, tr|A0A3Q7S3D0|A0A3Q7S3D0_VULVU
OG0001593	sp|Q8NET6|CHSTD_HUMAN, sp|Q9NPF2|CHSTB_HUMAN	tr|A0A3Q7TN02|A0A3Q7TN02_VULVU
OG0001594	sp|B0FP48|UPK3L_HUMAN, sp|E5RIL1|UPKL2_HUMAN	tr|A0A3Q7V747|A0A3Q7V747_VULVU
OG0001595	sp|P20338|RAB4A_HUMAN, sp|P61018|RAB4B_HUMAN	tr|A0A3Q7T8E2|A0A3Q7T8E2_VULVU
OG0001596	sp|P37198|NUP62_HUMAN	tr|A0A3Q7TZC6|A0A3Q7TZC6_VULVU, tr|A0A3Q7TW90|A0A3Q7TW90_VULVU
OG0001597	sp|Q12802|AKP13_HUMAN	tr|A0A3Q7SD38|A0A3Q7SD38_VULVU, tr|A0A3Q7SKY6|A0A3Q7SKY6_VULVU
OG0001598	sp|Q6UWV6|ENPP7_HUMAN	tr|A0A3Q7T637|A0A3Q7T637_VULVU, tr|A0A3Q7SSM9|A0A3Q7SSM9_VULVU
OG0001599	sp|Q8N0V5|GNT2A_HUMAN	tr|A0A3Q7SIH9|A0A3Q7SIH9_VULVU, tr|A0A3Q7SFW9|A0A3Q7SFW9_VULVU
OG0001600	sp|Q9NS68|TNR19_HUMAN, sp|Q9HAV5|TNR27_HUMAN	tr|A0A3Q7RZE9|A0A3Q7RZE9_VULVU
OG0001601	sp|O14657|TOR1B_HUMAN	tr|A0A3Q7RHS5|A0A3Q7RHS5_VULVU, tr|A0A3Q7UC25|A0A3Q7UC25_VULVU
OG0001602	sp|P09131|P3_HUMAN, sp|Q5PT55|NTCP5_HUMAN	tr|A0A3Q7SP20|A0A3Q7SP20_VULVU
OG0001603	sp|P51959|CCNG1_HUMAN	tr|A0A3Q7U7K7|A0A3Q7U7K7_VULVU, tr|A0A3Q7RBQ6|A0A3Q7RBQ6_VULVU
OG0001605	sp|Q6ZQQ6|WDR87_HUMAN	tr|A0A3Q7UE56|A0A3Q7UE56_VULVU, tr|A0A3Q7SRX2|A0A3Q7SRX2_VULVU
OG0001606	sp|Q8TD06|AGR3_HUMAN, sp|O95994|AGR2_HUMAN	tr|A0A3Q7T277|A0A3Q7T277_VULVU
OG0001607	sp|Q9BRJ7|TIRR_HUMAN, sp|Q96DE0|NUD16_HUMAN	tr|A0A3Q7TU52|A0A3Q7TU52_VULVU
OG0001608	sp|P58550|FXYD8_HUMAN, sp|Q9H0Q3|FXYD6_HUMAN	tr|A0A3Q7SFB6|A0A3Q7SFB6_VULVU
OG0001609	sp|P47985|UCRI_HUMAN, sp|P0C7P4|UCRIL_HUMAN	tr|A0A3Q7REU0|A0A3Q7REU0_VULVU
OG0001610	sp|Q8IWL1|SFPA2_HUMAN, sp|Q8IWL2|SFTA1_HUMAN	tr|A0A3Q7TKW5|A0A3Q7TKW5_VULVU
OG0001611	sp|Q9Y2D0|CAH5B_HUMAN, sp|Q8WTZ4|CA5BL_HUMAN	tr|A0A3Q7SB81|A0A3Q7SB81_VULVU
OG0001612	sp|P98170|XIAP_HUMAN, sp|Q96P09|BIRC8_HUMAN	tr|A0A3Q7V1S9|A0A3Q7V1S9_VULVU
OG0001613	sp|A6NLJ0|C2C4B_HUMAN, sp|Q8NCU7|C2C4A_HUMAN	tr|A0A3Q7T7C0|A0A3Q7T7C0_VULVU
OG0001614	sp|Q66K66|TM198_HUMAN	tr|A0A3Q7SCE9|A0A3Q7SCE9_VULVU, tr|A0A3Q7TRE5|A0A3Q7TRE5_VULVU
OG0001615	sp|Q96C24|SYTL4_HUMAN	tr|A0A3Q7SZ25|A0A3Q7SZ25_VULVU, tr|A0A3Q7RSY0|A0A3Q7RSY0_VULVU
OG0001616	sp|Q9NYX4|CALY_HUMAN, sp|P42857|NSG1_HUMAN	tr|A0A3Q7T290|A0A3Q7T290_VULVU
OG0001617	sp|Q5TA31|RN187_HUMAN, sp|Q96F44|TRI11_HUMAN	tr|A0A3Q7SQP2|A0A3Q7SQP2_VULVU
OG0001618	sp|Q8IYX7|SAXO1_HUMAN	tr|A0A3Q7TSS1|A0A3Q7TSS1_VULVU, tr|A0A3Q7T8N9|A0A3Q7T8N9_VULVU
OG0001619	sp|Q12852|M3K12_HUMAN, sp|Q8NB16|MLKL_HUMAN	tr|A0A3Q7S968|A0A3Q7S968_VULVU
OG0001620	sp|Q9BYZ8|REG4_HUMAN	tr|A0A3Q7RS65|A0A3Q7RS65_VULVU, tr|A0A3Q7RH14|A0A3Q7RH14_VULVU
OG0001621	sp|Q9HBJ7|UBP29_HUMAN, sp|Q9BXU7|UBP26_HUMAN	tr|A0A3Q7SBY9|A0A3Q7SBY9_VULVU
OG0001622	sp|Q8NGN0|OR4D5_HUMAN, sp|Q9UGF7|O12D3_HUMAN	tr|A0A3Q7SEL2|A0A3Q7SEL2_VULVU
OG0001623	sp|P00739|HPTR_HUMAN, sp|P00738|HPT_HUMAN	tr|A0A3Q7TCB9|A0A3Q7TCB9_VULVU
OG0001624	sp|Q6P575|BGP11_HUMAN, sp|P08236|BGLR_HUMAN	tr|A0A3Q7T896|A0A3Q7T896_VULVU
OG0001625	sp|Q99218|AMELY_HUMAN, sp|Q99217|AMELX_HUMAN	tr|A0A3Q7TN18|A0A3Q7TN18_VULVU
OG0001626	sp|A0A804HLA8|GBG5B_HUMAN, sp|P63218|GBG5_HUMAN	tr|A0A3Q7SHH3|A0A3Q7SHH3_VULVU
OG0001627	sp|P0C617|O5AL1_HUMAN	tr|A0A3Q7SXI7|A0A3Q7SXI7_VULVU, tr|A0A3Q7TFM6|A0A3Q7TFM6_VULVU
OG0001628	sp|P62955|CCG7_HUMAN, sp|Q9UF02|CCG5_HUMAN	tr|A0A3Q7RFS2|A0A3Q7RFS2_VULVU
OG0001629	sp|P22105|TENX_HUMAN, sp|Q16473|TENXA_HUMAN	tr|A0A3Q7SV97|A0A3Q7SV97_VULVU
OG0001630	sp|Q6TDU7|DNAI7_HUMAN	tr|A0A3Q7S4T8|A0A3Q7S4T8_VULVU, tr|A0A3Q7TRY1|A0A3Q7TRY1_VULVU
OG0001631	sp|Q9ULZ3|ASC_HUMAN, sp|Q8WXC3|PYDC1_HUMAN	tr|A0A3Q7U1G0|A0A3Q7U1G0_VULVU
OG0001632	sp|Q8WY41|NANO1_HUMAN, sp|P60321|NANO2_HUMAN	tr|A0A3Q7U9G9|A0A3Q7U9G9_VULVU
OG0001633	sp|Q96BN2|TADA1_HUMAN	tr|A0A3Q7STQ9|A0A3Q7STQ9_VULVU, tr|A0A3Q7T3K5|A0A3Q7T3K5_VULVU
OG0001634	sp|Q0VG99|MESP2_HUMAN, sp|Q9BRJ9|MESP1_HUMAN	tr|A0A3Q7TB60|A0A3Q7TB60_VULVU
OG0001635	sp|Q9NY59|NSMA2_HUMAN	tr|A0A3Q7TC83|A0A3Q7TC83_VULVU, tr|A0A3Q7RDF1|A0A3Q7RDF1_VULVU
OG0001636	sp|Q8NAP1|CAST3_HUMAN, sp|A6NHX0|CAST2_HUMAN	tr|A0A3Q7TTX9|A0A3Q7TTX9_VULVU
OG0001637	sp|Q8N0S2|SYCE1_HUMAN, sp|A8MT33|SYC1L_HUMAN	tr|A0A3Q7TA94|A0A3Q7TA94_VULVU
OG0001638	sp|Q16649|NFIL3_HUMAN, sp|A0A5F9ZHS7|NFILZ_HUMAN	tr|A0A3Q7R0M8|A0A3Q7R0M8_VULVU
OG0001639	sp|Q9GZN6|S6A16_HUMAN	tr|A0A3Q7SZG7|A0A3Q7SZG7_VULVU, tr|A0A3Q7URG2|A0A3Q7URG2_VULVU
OG0001640	sp|Q9P0P8|MRES1_HUMAN	tr|A0A3Q7S9W9|A0A3Q7S9W9_VULVU, tr|A0A3Q7SZU6|A0A3Q7SZU6_VULVU
OG0001641	sp|Q6UX06|OLFM4_HUMAN	tr|A0A3Q7REZ2|A0A3Q7REZ2_VULVU, tr|A0A3Q7UDB0|A0A3Q7UDB0_VULVU
OG0001642	sp|Q99661|KIF2C_HUMAN	tr|A0A3Q7RKT4|A0A3Q7RKT4_VULVU, tr|A0A3Q7RRE8|A0A3Q7RRE8_VULVU
OG0001643	sp|Q9BVJ6|UT14A_HUMAN, sp|Q5TAP6|UT14C_HUMAN	tr|A0A3Q7TVS7|A0A3Q7TVS7_VULVU
OG0001644	sp|P59074|CHM4P_HUMAN, sp|Q9H444|CHM4B_HUMAN	tr|A0A3Q7UDZ8|A0A3Q7UDZ8_VULVU
OG0001645	sp|P03891|NU2M_HUMAN	sp|Q534D9|NU2M_VULVU, tr|Q08GV3|Q08GV3_VULVU
OG0001646	sp|Q6PJE2|POZP3_HUMAN, sp|P21754|ZP3_HUMAN	tr|Q6J5N2|Q6J5N2_VULVU
OG0001647	sp|Q15007|FL2D_HUMAN	tr|A0A3Q7TBE6|A0A3Q7TBE6_VULVU, tr|A0A3Q7TBP0|A0A3Q7TBP0_VULVU
OG0001648	sp|O60921|HUS1_HUMAN, sp|Q8NHY5|HUS1B_HUMAN	tr|A0A3Q7RD26|A0A3Q7RD26_VULVU
OG0001649	sp|Q99550|MPP9_HUMAN	tr|A0A3Q7TU70|A0A3Q7TU70_VULVU, tr|A0A3Q7U4U5|A0A3Q7U4U5_VULVU
OG0001650	sp|Q9BVP2|GNL3_HUMAN	tr|A0A3Q7RJE4|A0A3Q7RJE4_VULVU, tr|A0A3Q7SSS8|A0A3Q7SSS8_VULVU
OG0001651	sp|A6NFA0|F205C_HUMAN	tr|A0A3Q7RH89|A0A3Q7RH89_VULVU, tr|A0A3Q7RH85|A0A3Q7RH85_VULVU
OG0001652	sp|P14854|CX6B1_HUMAN	tr|A0A3Q7T8A7|A0A3Q7T8A7_VULVU, tr|A0A3Q7TWZ9|A0A3Q7TWZ9_VULVU
OG0001653	sp|P61923|COPZ1_HUMAN, sp|Q9P299|COPZ2_HUMAN	tr|A0A3Q7RD56|A0A3Q7RD56_VULVU
OG0001654	sp|Q1A5X7|WHAL1_HUMAN, sp|Q8TF30|WHAMM_HUMAN	tr|A0A3Q7SD88|A0A3Q7SD88_VULVU
OG0001655	sp|Q5VU92|DC121_HUMAN, sp|Q5VW00|DC122_HUMAN	tr|A0A3Q7T9Y1|A0A3Q7T9Y1_VULVU
OG0001656	sp|Q6P996|PDXD1_HUMAN, sp|Q6P474|PDXD2_HUMAN	tr|A0A3Q7TC84|A0A3Q7TC84_VULVU
OG0001657	sp|Q8NGK6|O52I1_HUMAN, sp|Q8NH67|O52I2_HUMAN	tr|A0A3Q7TM79|A0A3Q7TM79_VULVU
OG0001658	sp|Q8TEP8|CE192_HUMAN	tr|A0A3Q7S3T7|A0A3Q7S3T7_VULVU, tr|A0A3Q7T0D8|A0A3Q7T0D8_VULVU
OG0001659	sp|A8MZ36|EVPLL_HUMAN, sp|Q92817|EVPL_HUMAN	tr|A0A3Q7SGZ5|A0A3Q7SGZ5_VULVU
OG0001660	sp|P55809|SCOT1_HUMAN, sp|Q9BYC2|SCOT2_HUMAN	tr|A0A3Q7UXU5|A0A3Q7UXU5_VULVU
OG0001661	sp|Q8TED1|GPX8_HUMAN	tr|A0A3Q7TBF4|A0A3Q7TBF4_VULVU, tr|A0A3Q7QZ01|A0A3Q7QZ01_VULVU
OG0001662	sp|Q9H2X3|CLC4M_HUMAN, sp|Q9NNX6|CD209_HUMAN	tr|A0A3Q7R5X8|A0A3Q7R5X8_VULVU
OG0001663	sp|Q6ZT62|BGIN_HUMAN, sp|Q9Y3L3|3BP1_HUMAN	tr|A0A3Q7TN78|A0A3Q7TN78_VULVU
OG0001664	sp|P0DI82|TPC2B_HUMAN, sp|P0DI81|TPC2A_HUMAN	tr|A0A3Q7RAH6|A0A3Q7RAH6_VULVU
OG0001665	sp|Q02161|RHD_HUMAN, sp|P18577|RHCE_HUMAN	tr|A0A3Q7ULT1|A0A3Q7ULT1_VULVU
OG0001666	sp|Q8N4C6|NIN_HUMAN	tr|A0A3Q7TN13|A0A3Q7TN13_VULVU, tr|A0A3Q7RJ78|A0A3Q7RJ78_VULVU
OG0001667	sp|B5ME19|EIFCL_HUMAN, sp|Q99613|EIF3C_HUMAN	tr|A0A3Q7TNH2|A0A3Q7TNH2_VULVU
OG0001668	sp|Q8N967|LRTM2_HUMAN, sp|Q9HBL6|LRTM1_HUMAN	tr|A0A3Q7T8G5|A0A3Q7T8G5_VULVU
OG0001669	sp|Q9UHP7|CLC2D_HUMAN, sp|Q6UVW9|CLC2A_HUMAN	tr|A0A3Q7RXD4|A0A3Q7RXD4_VULVU
OG0001670	sp|O43760|SNG2_HUMAN, sp|A8MWL6|SNG2L_HUMAN	tr|A0A3Q7T617|A0A3Q7T617_VULVU
OG0001671	sp|P0DJ07|PT100_HUMAN	tr|A0A3Q7S006|A0A3Q7S006_VULVU, tr|A0A3Q7R7Z9|A0A3Q7R7Z9_VULVU
OG0001672	sp|Q96A04|TSACC_HUMAN	tr|A0A3Q7T1R0|A0A3Q7T1R0_VULVU, tr|A0A3Q7TBX7|A0A3Q7TBX7_VULVU
OG0001673	sp|Q8N1Y9|YI025_HUMAN, sp|Q9BUW7|BBLN_HUMAN	tr|A0A3Q7UCK3|A0A3Q7UCK3_VULVU
OG0001674	sp|Q9ULX3|NOB1_HUMAN	tr|A0A3Q7RHU6|A0A3Q7RHU6_VULVU, tr|A0A3Q7SUW9|A0A3Q7SUW9_VULVU
OG0001675	sp|O43309|ZSC12_HUMAN	tr|A0A3Q7RJD4|A0A3Q7RJD4_VULVU, tr|A0A3Q7R9W6|A0A3Q7R9W6_VULVU
OG0001676	sp|O75431|MTX2_HUMAN	tr|A0A3Q7T4L2|A0A3Q7T4L2_VULVU, tr|A0A3Q7S4X2|A0A3Q7S4X2_VULVU
OG0001677	sp|Q15717|ELAV1_HUMAN	tr|A0A3Q7RST0|A0A3Q7RST0_VULVU, tr|A0A3Q7R806|A0A3Q7R806_VULVU
OG0001678	sp|Q6P3R8|NEK5_HUMAN, sp|P51956|NEK3_HUMAN	tr|A0A3Q7RBM2|A0A3Q7RBM2_VULVU
OG0001679	sp|Q6PP77|XKR2_HUMAN, sp|Q5GH77|XKR3_HUMAN	tr|A0A3Q7U4Y9|A0A3Q7U4Y9_VULVU
OG0001680	sp|A0A1B0GWH4|HSFX3_HUMAN, sp|A0A1B0GTS1|HSFX4_HUMAN	tr|A0A3Q7RHG2|A0A3Q7RHG2_VULVU
OG0001681	sp|O43736|ITM2A_HUMAN, sp|Q9Y287|ITM2B_HUMAN	tr|A0A3Q7T7I0|A0A3Q7T7I0_VULVU
OG0001682	sp|O75208|COQ9_HUMAN	tr|A0A3Q7RHH2|A0A3Q7RHH2_VULVU, tr|A0A3Q7SVB7|A0A3Q7SVB7_VULVU
OG0001684	sp|P30050|RL12_HUMAN	tr|A0A3Q7T6S9|A0A3Q7T6S9_VULVU, tr|A0A3Q7TTA3|A0A3Q7TTA3_VULVU
OG0001685	sp|Q14507|EP3A_HUMAN, sp|P56851|EP3B_HUMAN	tr|A0A3Q7RQJ8|A0A3Q7RQJ8_VULVU
OG0001687	sp|Q6UWM5|GPRL1_HUMAN, sp|P48060|GLIP1_HUMAN	tr|A0A3Q7SPF4|A0A3Q7SPF4_VULVU
OG0001688	sp|Q14166|TTL12_HUMAN	tr|A0A3Q7TTL1|A0A3Q7TTL1_VULVU, tr|A0A3Q7R7I6|A0A3Q7R7I6_VULVU
OG0001689	sp|Q96IK5|GMCL1_HUMAN, sp|Q8NEA9|GMCL2_HUMAN	tr|A0A3Q7TUS4|A0A3Q7TUS4_VULVU
OG0001690	sp|O43175|SERA_HUMAN	tr|A0A3Q7SQX7|A0A3Q7SQX7_VULVU, tr|A0A3Q7RFX7|A0A3Q7RFX7_VULVU
OG0001691	sp|B2RNN3|C1T9B_HUMAN, sp|P0C862|C1T9A_HUMAN	tr|A0A3Q7TBE8|A0A3Q7TBE8_VULVU
OG0001692	sp|Q6P1L6|ZN343_HUMAN, sp|Q86UQ0|ZN589_HUMAN	tr|A0A3Q7ULJ4|A0A3Q7ULJ4_VULVU
OG0001693	sp|P13639|EF2_HUMAN	tr|A0A3Q7UPS4|A0A3Q7UPS4_VULVU, tr|A0A3Q7U111|A0A3Q7U111_VULVU
OG0001694	sp|O15172|PSPHL_HUMAN, sp|P78330|SERB_HUMAN	tr|A0A3Q7TTX4|A0A3Q7TTX4_VULVU
OG0001695	sp|Q8TDN1|KCNG4_HUMAN	tr|A0A3Q7TEA0|A0A3Q7TEA0_VULVU, tr|A0A3Q7SUX9|A0A3Q7SUX9_VULVU
OG0001696	sp|Q9H2U2|IPYR2_HUMAN	tr|A0A3Q7U6P4|A0A3Q7U6P4_VULVU, tr|A0A3Q7TU48|A0A3Q7TU48_VULVU
OG0001697	sp|O60896|RAMP3_HUMAN, sp|O60894|RAMP1_HUMAN	tr|A0A3Q7RPJ1|A0A3Q7RPJ1_VULVU
OG0001698	sp|O15370|SOX12_HUMAN, sp|P35716|SOX11_HUMAN	tr|A0A3Q7R721|A0A3Q7R721_VULVU
OG0001699	sp|P0C7U1|ASA2B_HUMAN, sp|Q9NR71|ASAH2_HUMAN	tr|A0A3Q7UBL7|A0A3Q7UBL7_VULVU
OG0001700	sp|Q9NZU1|FLRT1_HUMAN	tr|A0A3Q7TGB9|A0A3Q7TGB9_VULVU, tr|A0A3Q7SNC9|A0A3Q7SNC9_VULVU
OG0001701	sp|Q96NS8|CLUP3_HUMAN, sp|O75153|CLU_HUMAN	tr|A0A3Q7TQ26|A0A3Q7TQ26_VULVU
OG0001702	sp|P49459|UBE2A_HUMAN, sp|P63146|UBE2B_HUMAN	tr|A0A3Q7T707|A0A3Q7T707_VULVU
OG0001703	sp|Q8TDS4|HCAR2_HUMAN, sp|P49019|HCAR3_HUMAN	tr|A0A3Q7U4L8|A0A3Q7U4L8_VULVU
OG0001704	sp|Q8WZ33|MAFIP_HUMAN, sp|Q8WW24|TEKT4_HUMAN	tr|A0A3Q7RF01|A0A3Q7RF01_VULVU
OG0001705	sp|Q58G82|SY14L_HUMAN, sp|Q8NB59|SYT14_HUMAN	tr|A0A3Q7QY36|A0A3Q7QY36_VULVU
OG0001706	sp|Q6DN72|FCRL6_HUMAN	tr|A0A3Q7SSK3|A0A3Q7SSK3_VULVU, tr|A0A3Q7R9I4|A0A3Q7R9I4_VULVU
OG0001708	sp|Q8TF44|C2C4C_HUMAN, sp|B7Z1M9|C2D4D_HUMAN	tr|A0A3Q7V693|A0A3Q7V693_VULVU
OG0001709	sp|Q9H9Y2|RPF1_HUMAN	tr|A0A3Q7SUN5|A0A3Q7SUN5_VULVU, tr|A0A3Q7SB95|A0A3Q7SB95_VULVU
OG0001710	sp|O15263|DFB4A_HUMAN, sp|P81534|D103A_HUMAN	tr|A0A3Q7TV83|A0A3Q7TV83_VULVU
OG0001711	sp|O95045|UPP2_HUMAN, sp|Q16831|UPP1_HUMAN	tr|A0A3Q7U588|A0A3Q7U588_VULVU
OG0001712	sp|Q6P2D0|ZFP1_HUMAN	tr|A0A3Q7S2I0|A0A3Q7S2I0_VULVU, tr|A0A3Q7URY3|A0A3Q7URY3_VULVU
OG0001713	sp|Q641Q2|WAC2A_HUMAN, sp|Q9Y4E1|WAC2C_HUMAN	tr|A0A3Q7RIM8|A0A3Q7RIM8_VULVU
OG0001714	sp|P14406|CX7A2_HUMAN, sp|O60397|COX7S_HUMAN	tr|A0A3Q7TPC7|A0A3Q7TPC7_VULVU
OG0001715	sp|Q8NH04|O2T27_HUMAN, sp|P0C7T2|OR2T7_HUMAN	tr|A0A3Q7RCR8|A0A3Q7RCR8_VULVU
OG0001716	sp|Q969P6|TOP1M_HUMAN, sp|P11387|TOP1_HUMAN	tr|A0A3Q7TW54|A0A3Q7TW54_VULVU
OG0001717	sp|Q6NUN9|ZN746_HUMAN, sp|Q75MW2|ZN767_HUMAN	tr|A0A3Q7S1R8|A0A3Q7S1R8_VULVU
OG0001718	sp|O60422|ONEC3_HUMAN, sp|Q9UBC0|HNF6_HUMAN	tr|A0A3Q7RVK1|A0A3Q7RVK1_VULVU
OG0001719	sp|P00973|OAS1_HUMAN	tr|A0A3Q7S1Z8|A0A3Q7S1Z8_VULVU, tr|A0A3Q7TBS2|A0A3Q7TBS2_VULVU
OG0001720	sp|Q14CX5|MF13A_HUMAN	tr|A0A3Q7R241|A0A3Q7R241_VULVU, tr|A0A3Q7RUB4|A0A3Q7RUB4_VULVU
OG0001721	sp|Q9NWF4|S52A1_HUMAN, sp|Q9HAB3|S52A2_HUMAN	tr|A0A3Q7RBL5|A0A3Q7RBL5_VULVU
OG0001722	sp|Q9UL40|ZN346_HUMAN	tr|A0A3Q7U5Z3|A0A3Q7U5Z3_VULVU, tr|A0A3Q7T1Y5|A0A3Q7T1Y5_VULVU
OG0001723	sp|P01024|CO3_HUMAN	tr|A0A3Q7RPW4|A0A3Q7RPW4_VULVU, tr|A0A3Q7R815|A0A3Q7R815_VULVU
OG0001724	sp|Q7Z5A4|PRS42_HUMAN	tr|A0A3Q7RDE2|A0A3Q7RDE2_VULVU, tr|A0A3Q7R1B1|A0A3Q7R1B1_VULVU
OG0001725	sp|Q9NSD9|SYFB_HUMAN	tr|A0A3Q7RM32|A0A3Q7RM32_VULVU, tr|A0A3Q7TRL0|A0A3Q7TRL0_VULVU
OG0001726	sp|P00441|SODC_HUMAN, sp|P08294|SODE_HUMAN	tr|A0A3Q7RFG4|A0A3Q7RFG4_VULVU
OG0001727	sp|Q8TDU5|VNRL4_HUMAN, sp|Q7Z5H4|VN1R5_HUMAN	tr|A0A3Q7RQB6|A0A3Q7RQB6_VULVU
OG0001728	sp|Q9NUL3|STAU2_HUMAN	tr|A0A3Q7TF86|A0A3Q7TF86_VULVU, tr|A0A3Q7RAQ8|A0A3Q7RAQ8_VULVU
OG0001729	sp|P48448|AL3B2_HUMAN, sp|P43353|AL3B1_HUMAN	tr|A0A3Q7STC1|A0A3Q7STC1_VULVU
OG0001730	sp|P13928|ANXA8_HUMAN, sp|Q5VT79|AXA81_HUMAN	tr|A0A3Q7TL49|A0A3Q7TL49_VULVU
OG0001731	sp|Q7L190|DPPA4_HUMAN	tr|A0A3Q7TPP3|A0A3Q7TPP3_VULVU, tr|A0A3Q7SVF3|A0A3Q7SVF3_VULVU
OG0001732	sp|Q7Z602|GP141_HUMAN	tr|A0A3Q7R633|A0A3Q7R633_VULVU, tr|A0A3Q7SE39|A0A3Q7SE39_VULVU
OG0001733	sp|Q9UL33|TPC2L_HUMAN	tr|A0A3Q7RJB3|A0A3Q7RJB3_VULVU, tr|A0A3Q7SXT6|A0A3Q7SXT6_VULVU
OG0001735	sp|O60678|ANM3_HUMAN	tr|A0A3Q7V2S5|A0A3Q7V2S5_VULVU, tr|A0A3Q7RG75|A0A3Q7RG75_VULVU
OG0001736	tr|A0A096LPJ9|A0A096LPJ9_HUMAN, sp|P02489|CRYAA_HUMAN	tr|A0A3Q7SCF9|A0A3Q7SCF9_VULVU
OG0001737	sp|P06748|NPM_HUMAN	tr|A0A3Q7TNW6|A0A3Q7TNW6_VULVU, tr|A0A3Q7SQ43|A0A3Q7SQ43_VULVU
OG0001738	sp|P23246|SFPQ_HUMAN	tr|A0A3Q7SL99|A0A3Q7SL99_VULVU, tr|A0A3Q7RQG9|A0A3Q7RQG9_VULVU
OG0001740	sp|Q14320|FA50A_HUMAN, sp|Q9Y247|FA50B_HUMAN	tr|A0A3Q7RDV4|A0A3Q7RDV4_VULVU
OG0001741	sp|Q8ND25|ZNRF1_HUMAN, sp|Q8NHG8|ZNRF2_HUMAN	tr|A0A3Q7T1U0|A0A3Q7T1U0_VULVU
OG0001742	sp|Q9NZH8|IL36G_HUMAN, sp|Q9UHA7|IL36A_HUMAN	tr|A0A3Q7S3V9|A0A3Q7S3V9_VULVU
OG0001743	sp|O75901|RASF9_HUMAN	tr|A0A3Q7SZI7|A0A3Q7SZI7_VULVU, tr|A0A3Q7RIZ8|A0A3Q7RIZ8_VULVU
OG0001744	sp|Q86SX6|GLRX5_HUMAN, sp|O76003|GLRX3_HUMAN	tr|A0A3Q7ST74|A0A3Q7ST74_VULVU
OG0001746	sp|Q8IY49|PAQRA_HUMAN, sp|Q15546|PAQRB_HUMAN	tr|A0A3Q7S784|A0A3Q7S784_VULVU
OG0001747	sp|Q9BY08|EBPL_HUMAN, sp|Q15125|EBP_HUMAN	tr|A0A3Q7QYB8|A0A3Q7QYB8_VULVU
OG0001748	sp|Q53QW1|TEX44_HUMAN	tr|A0A3Q7T0X4|A0A3Q7T0X4_VULVU, tr|A0A3Q7TL04|A0A3Q7TL04_VULVU
OG0001749	sp|Q86W24|NAL14_HUMAN	tr|A0A3Q7TRP4|A0A3Q7TRP4_VULVU, tr|A0A3Q7RHI8|A0A3Q7RHI8_VULVU
OG0001750	sp|Q9NZK5|ADA2_HUMAN	tr|A0A3Q7T8I2|A0A3Q7T8I2_VULVU, tr|A0A3Q7TLX0|A0A3Q7TLX0_VULVU
OG0001751	sp|O43829|ZBT14_HUMAN	tr|A0A3Q7SXD1|A0A3Q7SXD1_VULVU, tr|A0A3Q7S3C6|A0A3Q7S3C6_VULVU
OG0001753	sp|P49643|PRI2_HUMAN	tr|A0A3Q7RN35|A0A3Q7RN35_VULVU, tr|A0A3Q7SPT9|A0A3Q7SPT9_VULVU
OG0001754	sp|Q8TA86|RP9_HUMAN	tr|A0A3Q7UNR9|A0A3Q7UNR9_VULVU, tr|A0A3Q7UAB8|A0A3Q7UAB8_VULVU
OG0001755	sp|Q8NH42|OR4KD_HUMAN	tr|A0A3Q7RI71|A0A3Q7RI71_VULVU, tr|A0A3Q7RGP8|A0A3Q7RGP8_VULVU
OG0001756	sp|A6NI15|MSGN1_HUMAN	tr|A0A3Q7UTX9|A0A3Q7UTX9_VULVU, tr|A0A3Q7T1J2|A0A3Q7T1J2_VULVU
OG0001757	sp|A6NL82|F183A_HUMAN, sp|Q6ZVS7|F183B_HUMAN	tr|A0A3Q7RQK5|A0A3Q7RQK5_VULVU
OG0001758	sp|O95944|NCTR2_HUMAN	tr|A0A3Q7RXT7|A0A3Q7RXT7_VULVU, tr|A0A3Q7RNZ7|A0A3Q7RNZ7_VULVU
OG0001759	sp|P82970|HMGN5_HUMAN, sp|P05114|HMGN1_HUMAN	tr|A0A3Q7SQA3|A0A3Q7SQA3_VULVU
OG0001760	sp|P15880|RS2_HUMAN	tr|A0A3Q7R585|A0A3Q7R585_VULVU, tr|A0A3Q7RKM4|A0A3Q7RKM4_VULVU
OG0001761	sp|Q9NV66|TYW1_HUMAN, sp|Q6NUM6|TYW1B_HUMAN	tr|A0A3Q7TTY4|A0A3Q7TTY4_VULVU
OG0001762	sp|Q8WV83|S35F5_HUMAN	tr|A0A3Q7RS57|A0A3Q7RS57_VULVU, tr|A0A3Q7UVG7|A0A3Q7UVG7_VULVU
OG0001763	sp|Q9UJW3|DNM3L_HUMAN, tr|A0A096LPK6|A0A096LPK6_HUMAN	tr|A0A3Q7RGK2|A0A3Q7RGK2_VULVU
OG0001764	sp|P34741|SDC2_HUMAN, sp|P18827|SDC1_HUMAN	tr|A0A3Q7TWY1|A0A3Q7TWY1_VULVU
OG0001765	sp|O75152|ZC11A_HUMAN, sp|A0A1B0GTU1|ZC11B_HUMAN	tr|A0A3Q7RNW7|A0A3Q7RNW7_VULVU
OG0001766	sp|A6NMY6|AXA2L_HUMAN, sp|P07355|ANXA2_HUMAN	tr|A0A3Q7SKV2|A0A3Q7SKV2_VULVU
