Orthogroup	Homo_sapiens	Dipodomys_ordii
OG0003419	sp|Q96FV9|THOC1_HUMAN	tr|A0A1S3F299|A0A1S3F299_DIPOR
OG0003420	sp|Q32NC0|CR021_HUMAN	tr|A0A1S3F2E5|A0A1S3F2E5_DIPOR
OG0003421	sp|Q5TAH2|SL9C2_HUMAN	tr|A0A1S3F2X0|A0A1S3F2X0_DIPOR
OG0003422	sp|Q15047|SETB1_HUMAN	tr|A0A1S3F3U0|A0A1S3F3U0_DIPOR
OG0003423	tr|A0A8I5KY20|A0A8I5KY20_HUMAN	tr|A0A1S3F596|A0A1S3F596_DIPOR
OG0003424	sp|Q7Z3D4|LYSM3_HUMAN	tr|A0A1S3F5J1|A0A1S3F5J1_DIPOR
OG0003425	sp|Q9NPB1|NT5M_HUMAN	tr|A0A1S3F693|A0A1S3F693_DIPOR
OG0003426	sp|P24046|GBRR1_HUMAN	tr|A0A1S3F783|A0A1S3F783_DIPOR
OG0003427	sp|Q8NE22|SETD9_HUMAN	tr|A0A1S3FDA7|A0A1S3FDA7_DIPOR
OG0003428	sp|Q8IYD9|LAS2_HUMAN	tr|A0A1S3FDR2|A0A1S3FDR2_DIPOR
OG0003429	sp|Q68CQ1|MROH7_HUMAN	tr|A0A1S3FMX7|A0A1S3FMX7_DIPOR
OG0003430	sp|Q8N6K0|TEX29_HUMAN	tr|A0A1S3FNM7|A0A1S3FNM7_DIPOR
OG0003431	sp|Q6ZTW0|TPGS1_HUMAN	tr|A0A1S3FQB2|A0A1S3FQB2_DIPOR
OG0003432	sp|P60174|TPIS_HUMAN	tr|A0A1S3FRA3|A0A1S3FRA3_DIPOR
OG0003433	sp|Q9BQT9|CSTN3_HUMAN	tr|A0A1S3FSM9|A0A1S3FSM9_DIPOR
OG0003434	sp|Q9H1P6|CT085_HUMAN	tr|A0A1S3FT94|A0A1S3FT94_DIPOR
OG0003435	sp|Q969Y0|NXPE3_HUMAN	tr|A0A1S3FU54|A0A1S3FU54_DIPOR
OG0003436	sp|Q8N103|TAGAP_HUMAN	tr|A0A1S3FUI5|A0A1S3FUI5_DIPOR
OG0003437	sp|Q15750|TAB1_HUMAN	tr|A0A1S3FUK3|A0A1S3FUK3_DIPOR
OG0003438	sp|Q9BYG5|PAR6B_HUMAN	tr|A0A1S3FUR1|A0A1S3FUR1_DIPOR
OG0003439	sp|O75128|COBL_HUMAN	tr|A0A1S3FV65|A0A1S3FV65_DIPOR
OG0003440	sp|Q9NXN4|GDAP2_HUMAN	tr|A0A1S3FWD6|A0A1S3FWD6_DIPOR
OG0003441	sp|P50443|S26A2_HUMAN	tr|A0A1S3FWP4|A0A1S3FWP4_DIPOR
OG0003442	sp|A5LHX3|PSB11_HUMAN	tr|A0A1S3FY64|A0A1S3FY64_DIPOR
OG0003443	sp|P20933|ASPG_HUMAN	tr|A0A1S3FZF6|A0A1S3FZF6_DIPOR
OG0003444	sp|P47944|MT4_HUMAN	tr|A0A1S3G3Y8|A0A1S3G3Y8_DIPOR
OG0003445	sp|P49862|KLK7_HUMAN	tr|A0A1S3G439|A0A1S3G439_DIPOR
OG0003446	sp|P55268|LAMB2_HUMAN	tr|A0A1S3G4D3|A0A1S3G4D3_DIPOR
OG0003447	sp|Q7Z4Q2|HEAT3_HUMAN	tr|A0A1S3G4X2|A0A1S3G4X2_DIPOR
OG0003448	sp|Q92953|KCNB2_HUMAN	tr|A0A1S3G4Z5|A0A1S3G4Z5_DIPOR
OG0003449	sp|Q14188|TFDP2_HUMAN	tr|A0A1S3GAV1|A0A1S3GAV1_DIPOR
OG0003450	sp|Q96Q45|TM237_HUMAN	tr|A0A1S3GDC2|A0A1S3GDC2_DIPOR
OG0003451	sp|Q9C0I4|THS7B_HUMAN	tr|A0A1S3GDE9|A0A1S3GDE9_DIPOR
OG0003452	sp|P09016|HXD4_HUMAN	tr|A0A1S3GE30|A0A1S3GE30_DIPOR
OG0003453	sp|O15144|ARPC2_HUMAN	tr|A0A1S3GHR8|A0A1S3GHR8_DIPOR
OG0003454	sp|O75575|RPC9_HUMAN	tr|A0A1S3GIR3|A0A1S3GIR3_DIPOR
OG0003455	sp|Q8WTT2|NOC3L_HUMAN	tr|A0A1S3GM03|A0A1S3GM03_DIPOR
OG0003456	sp|Q8N4T0|CBPA6_HUMAN	tr|A0A1S3GM90|A0A1S3GM90_DIPOR
OG0003457	sp|Q9Y6M1|IF2B2_HUMAN	tr|A0A1S3GMW9|A0A1S3GMW9_DIPOR
OG0003458	sp|Q9UHQ4|BAP29_HUMAN	tr|A0A1S3GMX9|A0A1S3GMX9_DIPOR
OG0003459	sp|Q96AB3|ISOC2_HUMAN	tr|A0A1S3GP50|A0A1S3GP50_DIPOR
OG0003460	sp|Q9UER7|DAXX_HUMAN	tr|A0A1S3GRC1|A0A1S3GRC1_DIPOR
OG0003461	sp|Q6PKG0|LARP1_HUMAN	tr|A0A1S3GRH0|A0A1S3GRH0_DIPOR
OG0003462	sp|P56179|DLX6_HUMAN	tr|A0A1S3GRJ5|A0A1S3GRJ5_DIPOR
OG0003463	sp|Q6ZNR0|TMM91_HUMAN	tr|A0A1S3GRN9|A0A1S3GRN9_DIPOR
OG0003464	sp|Q9Y2B5|VP9D1_HUMAN	tr|A0A1S3GS62|A0A1S3GS62_DIPOR
OG0003465	sp|Q9UBH0|I36RA_HUMAN	tr|A0A1S3GSA4|A0A1S3GSA4_DIPOR
OG0003466	sp|Q5EB52|MEST_HUMAN	tr|A0A1S3GSK1|A0A1S3GSK1_DIPOR
OG0003467	sp|Q6PI77|BHLH9_HUMAN	tr|A0A1S3GTC7|A0A1S3GTC7_DIPOR
OG0003468	sp|O00175|CCL24_HUMAN	tr|A0A1S3GVR7|A0A1S3GVR7_DIPOR
OG0003469	sp|P25940|CO5A3_HUMAN	tr|A0A1S3GX23|A0A1S3GX23_DIPOR
OG0003470	sp|Q9P2A4|ABI3_HUMAN	tr|A0A1S3GXR9|A0A1S3GXR9_DIPOR
OG0003471	sp|Q8WVQ1|CANT1_HUMAN	tr|A0A1S3ELC9|A0A1S3ELC9_DIPOR
OG0003472	sp|Q13261|I15RA_HUMAN	tr|A0A1S3EMG9|A0A1S3EMG9_DIPOR
OG0003473	sp|Q9NX55|HYPK_HUMAN	tr|A0A1S3ENS5|A0A1S3ENS5_DIPOR
OG0003474	sp|Q9UL45|BL1S6_HUMAN	tr|A0A1S3EP15|A0A1S3EP15_DIPOR
OG0003475	sp|P21980|TGM2_HUMAN	tr|A0A1S3EPX5|A0A1S3EPX5_DIPOR
OG0003476	sp|O43638|FOXS1_HUMAN	tr|A0A1S3EQN6|A0A1S3EQN6_DIPOR
OG0003477	sp|Q9Y2S2|CRYL1_HUMAN	tr|A0A1S3EQQ8|A0A1S3EQQ8_DIPOR
OG0003478	sp|Q96MP5|ZSWM3_HUMAN	tr|A0A1S3ER92|A0A1S3ER92_DIPOR
OG0003479	sp|Q6UXY8|TMC5_HUMAN	tr|A0A1S3ET95|A0A1S3ET95_DIPOR
OG0003480	sp|Q92508|PIEZ1_HUMAN	tr|A0A1S3EW55|A0A1S3EW55_DIPOR
OG0003481	sp|Q9BUL5|PHF23_HUMAN	tr|A0A1S3EWX9|A0A1S3EWX9_DIPOR
OG0003482	sp|P28072|PSB6_HUMAN	tr|A0A1S3EYC6|A0A1S3EYC6_DIPOR
OG0003483	sp|Q8N9F7|GDPD1_HUMAN	tr|A0A1S3EYM5|A0A1S3EYM5_DIPOR
OG0003485	sp|Q70E73|RAPH1_HUMAN	tr|A0A1S3F4B8|A0A1S3F4B8_DIPOR
OG0003486	sp|Q9NR56|MBNL1_HUMAN	tr|A0A1S3F5Z1|A0A1S3F5Z1_DIPOR
OG0003487	sp|O43447|PPIH_HUMAN	tr|A0A1S3F6G9|A0A1S3F6G9_DIPOR
OG0003488	sp|Q96MR6|CFA57_HUMAN	tr|A0A1S3F7J4|A0A1S3F7J4_DIPOR
OG0003489	sp|O00151|PDLI1_HUMAN	tr|A0A1S3F8Y3|A0A1S3F8Y3_DIPOR
OG0003490	sp|Q15291|RBBP5_HUMAN	tr|A0A1S3FA79|A0A1S3FA79_DIPOR
OG0003491	sp|P41182|BCL6_HUMAN	tr|A0A1S3FEI8|A0A1S3FEI8_DIPOR
OG0003492	sp|O14625|CXL11_HUMAN	tr|A0A1S3FGE2|A0A1S3FGE2_DIPOR
OG0003493	sp|P18146|EGR1_HUMAN	tr|A0A1S3FH31|A0A1S3FH31_DIPOR
OG0003494	sp|Q96KD3|GAR1B_HUMAN	tr|A0A1S3FH35|A0A1S3FH35_DIPOR
OG0003495	sp|O43164|PJA2_HUMAN	tr|A0A1S3FH44|A0A1S3FH44_DIPOR
OG0003496	sp|Q15699|ALX1_HUMAN	tr|A0A1S3FH96|A0A1S3FH96_DIPOR
OG0003497	sp|Q9UPW6|SATB2_HUMAN	tr|A0A1S3FIA0|A0A1S3FIA0_DIPOR
OG0003498	sp|Q9Y6R1|S4A4_HUMAN	tr|A0A1S3FIB3|A0A1S3FIB3_DIPOR
OG0003499	sp|Q9NPB3|CABP2_HUMAN	tr|A0A1S3FIP5|A0A1S3FIP5_DIPOR
OG0003500	sp|Q15631|TSN_HUMAN	tr|A0A1S3FJV7|A0A1S3FJV7_DIPOR
OG0003501	sp|Q8TC84|FANK1_HUMAN	tr|A0A1S3FL78|A0A1S3FL78_DIPOR
OG0003502	sp|Q8NGU9|GP150_HUMAN	tr|A0A1S3FMA3|A0A1S3FMA3_DIPOR
OG0003503	sp|Q6QNK2|AGRD1_HUMAN	tr|A0A1S3FPJ3|A0A1S3FPJ3_DIPOR
OG0003504	sp|Q6PF18|MORN3_HUMAN	tr|A0A1S3FPN4|A0A1S3FPN4_DIPOR
OG0003505	sp|Q8WWI5|CTL1_HUMAN	tr|A0A1S3FQC9|A0A1S3FQC9_DIPOR
OG0003506	sp|Q53GI3|ZN394_HUMAN	tr|A0A1S3FQM0|A0A1S3FQM0_DIPOR
OG0003507	sp|Q9UI43|MRM2_HUMAN	tr|A0A1S3FRF6|A0A1S3FRF6_DIPOR
OG0003508	sp|Q5FYB0|ARSJ_HUMAN	tr|A0A1S3FRM8|A0A1S3FRM8_DIPOR
OG0003509	sp|Q8TEA7|TBCK_HUMAN	tr|A0A1S3FRR1|A0A1S3FRR1_DIPOR
OG0003510	sp|Q9UL26|RB22A_HUMAN	tr|A0A1S3FT50|A0A1S3FT50_DIPOR
OG0003511	sp|Q15021|CND1_HUMAN	tr|A0A1S3FTB5|A0A1S3FTB5_DIPOR
OG0003512	sp|Q96RD6|PANX2_HUMAN	tr|A0A1S3FXD2|A0A1S3FXD2_DIPOR
OG0003513	sp|Q9ULJ6|ZMIZ1_HUMAN	tr|A0A1S3FYJ3|A0A1S3FYJ3_DIPOR
OG0003514	sp|Q14691|PSF1_HUMAN	tr|A0A1S3G198|A0A1S3G198_DIPOR
OG0003515	sp|Q9NSE2|CISH_HUMAN	tr|A0A1S3G4F9|A0A1S3G4F9_DIPOR
OG0003516	sp|Q96PD5|PGRP2_HUMAN	tr|A0A1S3G4J5|A0A1S3G4J5_DIPOR
OG0003517	sp|Q7L190|DPPA4_HUMAN	tr|A0A1S3G5L2|A0A1S3G5L2_DIPOR
OG0003518	sp|P35368|ADA1B_HUMAN	tr|A0A1S3G5Y1|A0A1S3G5Y1_DIPOR
OG0003519	sp|O43692|PI15_HUMAN	tr|A0A1S3G6I9|A0A1S3G6I9_DIPOR
OG0003520	sp|O00591|GBRP_HUMAN	tr|A0A1S3G757|A0A1S3G757_DIPOR
OG0003521	sp|O75387|LAT3_HUMAN	tr|A0A1S3G919|A0A1S3G919_DIPOR
OG0003522	sp|Q99836|MYD88_HUMAN	tr|A0A1S3GAC2|A0A1S3GAC2_DIPOR
OG0003523	sp|Q9UQ53|MGT4B_HUMAN	tr|A0A1S3GCA9|A0A1S3GCA9_DIPOR
OG0003524	sp|Q9NQE7|TSSP_HUMAN	tr|A0A1S3GD51|A0A1S3GD51_DIPOR
OG0003525	sp|P04792|HSPB1_HUMAN	tr|A0A1S3GED6|A0A1S3GED6_DIPOR
OG0003526	sp|Q96DN5|TBC31_HUMAN	tr|A0A1S3GFV3|A0A1S3GFV3_DIPOR
OG0003527	sp|Q9Y673|ALG5_HUMAN	tr|A0A1S3GG05|A0A1S3GG05_DIPOR
OG0003528	sp|Q8TDD2|SP7_HUMAN	tr|A0A1S3GIT3|A0A1S3GIT3_DIPOR
OG0003529	sp|A0A1W2PQ73|ERFL_HUMAN	tr|A0A1S3GJ78|A0A1S3GJ78_DIPOR
OG0003530	sp|Q13144|EI2BE_HUMAN	tr|A0A1S3GJV6|A0A1S3GJV6_DIPOR
OG0003531	sp|Q13445|TMED1_HUMAN	tr|A0A1S3GMJ7|A0A1S3GMJ7_DIPOR
OG0003532	sp|A1L4H1|SRCRL_HUMAN	tr|A0A1S3GMP9|A0A1S3GMP9_DIPOR
OG0003533	sp|O00444|PLK4_HUMAN	tr|A0A1S3GN79|A0A1S3GN79_DIPOR
OG0003534	sp|Q8IZ57|NRSN1_HUMAN	tr|A0A1S3GPA4|A0A1S3GPA4_DIPOR
OG0003535	sp|Q86UV5|UBP48_HUMAN	tr|A0A1S3GPJ0|A0A1S3GPJ0_DIPOR
OG0003536	sp|Q96T68|SETB2_HUMAN	tr|A0A1S3GPV0|A0A1S3GPV0_DIPOR
OG0003537	sp|Q8WUY8|NAT14_HUMAN	tr|A0A1S3GPX8|A0A1S3GPX8_DIPOR
OG0003538	sp|Q6P499|NPAL3_HUMAN	tr|A0A1S3GQ33|A0A1S3GQ33_DIPOR
OG0003539	sp|Q96FV0|LRC46_HUMAN	tr|A0A1S3GTR5|A0A1S3GTR5_DIPOR
OG0003540	sp|Q5TB80|CE162_HUMAN	tr|A0A1S3GW36|A0A1S3GW36_DIPOR
OG0003541	sp|Q96RF0|SNX18_HUMAN	tr|A0A1S3GW91|A0A1S3GW91_DIPOR
OG0003542	sp|O60928|KCJ13_HUMAN	tr|A0A1S3ELS0|A0A1S3ELS0_DIPOR
OG0003543	sp|Q86VS3|IQCH_HUMAN	tr|A0A1S3ELX2|A0A1S3ELX2_DIPOR
OG0003544	sp|Q9Y4R7|TTLL3_HUMAN	tr|A0A1S3ENI7|A0A1S3ENI7_DIPOR
OG0003545	sp|A6NMZ2|SNTAN_HUMAN	tr|A0A1S3ER32|A0A1S3ER32_DIPOR
OG0003546	sp|Q8WUZ0|BCL7C_HUMAN	tr|A0A1S3ERU5|A0A1S3ERU5_DIPOR
OG0003547	sp|Q9Y4R8|TELO2_HUMAN	tr|A0A1S3ERY6|A0A1S3ERY6_DIPOR
OG0003548	sp|Q9H2W6|RM46_HUMAN	tr|A0A1S3ETT2|A0A1S3ETT2_DIPOR
OG0003549	sp|P0C7T5|ATX1L_HUMAN	tr|A0A1S3EVE3|A0A1S3EVE3_DIPOR
OG0003550	sp|Q13114|TRAF3_HUMAN	tr|A0A1S3EWU1|A0A1S3EWU1_DIPOR
OG0003551	sp|O60337|MARH6_HUMAN	tr|A0A1S3EY04|A0A1S3EY04_DIPOR
OG0003552	sp|O14901|KLF11_HUMAN	tr|A0A1S3EYN4|A0A1S3EYN4_DIPOR
OG0003553	sp|Q6GPH4|XAF1_HUMAN	tr|A0A1S3EZR1|A0A1S3EZR1_DIPOR
OG0003554	sp|P23396|RS3_HUMAN	tr|A0A1S3F049|A0A1S3F049_DIPOR
OG0003555	sp|P0DJH9|RD3L_HUMAN	tr|A0A1S3F0A6|A0A1S3F0A6_DIPOR
OG0003556	sp|Q8N9B4|ANR42_HUMAN	tr|A0A1S3F0Y9|A0A1S3F0Y9_DIPOR
OG0003557	sp|Q5VWZ2|LYPL1_HUMAN	tr|A0A1S3F2H4|A0A1S3F2H4_DIPOR
OG0003558	sp|P61812|TGFB2_HUMAN	tr|A0A1S3F352|A0A1S3F352_DIPOR
OG0003559	sp|Q5T440|CAF17_HUMAN	tr|A0A1S3F3S4|A0A1S3F3S4_DIPOR
OG0003560	sp|Q8NEF3|CC112_HUMAN	tr|A0A1S3F5E7|A0A1S3F5E7_DIPOR
OG0003561	sp|A6NML5|TM212_HUMAN	tr|A0A1S3F5T7|A0A1S3F5T7_DIPOR
OG0003562	sp|Q32P28|P3H1_HUMAN	tr|A0A1S3F6C1|A0A1S3F6C1_DIPOR
OG0003563	sp|P49915|GUAA_HUMAN	tr|A0A1S3F6Q6|A0A1S3F6Q6_DIPOR
OG0003564	sp|Q9HBF4|ZFYV1_HUMAN	tr|A0A1S3F804|A0A1S3F804_DIPOR
OG0003565	sp|P19237|TNNI1_HUMAN	tr|A0A1S3F859|A0A1S3F859_DIPOR
OG0003566	sp|Q9Y4Z2|NGN3_HUMAN	tr|A0A1S3F960|A0A1S3F960_DIPOR
OG0003567	sp|P28324|ELK4_HUMAN	tr|A0A1S3F9J1|A0A1S3F9J1_DIPOR
OG0003568	sp|Q96FC7|PHIPL_HUMAN	tr|A0A1S3F9Z4|A0A1S3F9Z4_DIPOR
OG0003569	sp|O75396|SC22B_HUMAN	tr|A0A1S3FAX6|A0A1S3FAX6_DIPOR
OG0003570	sp|Q17RW2|COOA1_HUMAN	tr|A0A1S3FC94|A0A1S3FC94_DIPOR
OG0003571	sp|Q96MT3|PRIC1_HUMAN	tr|A0A1S3FCI0|A0A1S3FCI0_DIPOR
OG0003572	sp|Q6U736|OPN5_HUMAN	tr|A0A1S3FD42|A0A1S3FD42_DIPOR
OG0003573	sp|Q8IUH4|ZDH13_HUMAN	tr|A0A1S3FET5|A0A1S3FET5_DIPOR
OG0003574	sp|Q9Y5L2|HLPDA_HUMAN	tr|A0A1S3FGI5|A0A1S3FGI5_DIPOR
OG0003575	sp|Q8NEX9|DR9C7_HUMAN	tr|A0A1S3FHD4|A0A1S3FHD4_DIPOR
OG0003576	sp|Q9BRQ3|NUD22_HUMAN	tr|A0A1S3FIG3|A0A1S3FIG3_DIPOR
OG0003577	sp|Q9NW68|BSDC1_HUMAN	tr|A0A1S3FJ66|A0A1S3FJ66_DIPOR
OG0003578	sp|Q9BZV1|UBXN6_HUMAN	tr|A0A1S3FNF4|A0A1S3FNF4_DIPOR
OG0003579	sp|Q86UB2|BIVM_HUMAN	tr|A0A1S3FRF8|A0A1S3FRF8_DIPOR
OG0003580	sp|P14854|CX6B1_HUMAN	tr|A0A1S3FYU8|A0A1S3FYU8_DIPOR
OG0003581	sp|O60500|NPHN_HUMAN	tr|A0A1S3FYV7|A0A1S3FYV7_DIPOR
OG0003582	sp|P30050|RL12_HUMAN	tr|A0A1S3G073|A0A1S3G073_DIPOR
OG0003583	sp|Q2M2Z5|KIZ_HUMAN	tr|A0A1S3G178|A0A1S3G178_DIPOR
OG0003584	sp|Q14296|FASTK_HUMAN	tr|A0A1S3G223|A0A1S3G223_DIPOR
OG0003585	sp|O00305|CACB4_HUMAN	tr|A0A1S3G320|A0A1S3G320_DIPOR
OG0003586	sp|Q86WA8|LONP2_HUMAN	tr|A0A1S3G3U8|A0A1S3G3U8_DIPOR
OG0003587	sp|I3L1E1|CS084_HUMAN	tr|A0A1S3G451|A0A1S3G451_DIPOR
OG0003588	sp|Q6NVY1|HIBCH_HUMAN	tr|A0A1S3G868|A0A1S3G868_DIPOR
OG0003589	sp|Q92575|UBXN4_HUMAN	tr|A0A1S3GBR9|A0A1S3GBR9_DIPOR
OG0003590	sp|Q9GZR5|ELOV4_HUMAN	tr|A0A1S3GFW8|A0A1S3GFW8_DIPOR
OG0003591	sp|Q9UNH5|CC14A_HUMAN	tr|A0A1S3GFX0|A0A1S3GFX0_DIPOR
OG0003592	sp|Q9NSA2|KCND1_HUMAN	tr|A0A1S3GGI0|A0A1S3GGI0_DIPOR
OG0003593	sp|Q8WY91|THAP4_HUMAN	tr|A0A1S3GK06|A0A1S3GK06_DIPOR
OG0003594	sp|Q9UPZ3|HPS5_HUMAN	tr|A0A1S3GLJ7|A0A1S3GLJ7_DIPOR
OG0003595	sp|Q6IMI6|ST1C3_HUMAN	tr|A0A1S3GLZ9|A0A1S3GLZ9_DIPOR
OG0003596	sp|Q9BTY7|HGH1_HUMAN	tr|A0A1S3GM38|A0A1S3GM38_DIPOR
OG0003597	sp|P46779|RL28_HUMAN	tr|A0A1S3GMB8|A0A1S3GMB8_DIPOR
OG0003598	sp|Q5HYM0|ZC12B_HUMAN	tr|A0A1S3GNC9|A0A1S3GNC9_DIPOR
OG0003599	sp|A6NJJ6|CS067_HUMAN	tr|A0A1S3GNU5|A0A1S3GNU5_DIPOR
OG0003600	sp|Q9Y679|AUP1_HUMAN	tr|A0A1S3GQ43|A0A1S3GQ43_DIPOR
OG0003601	sp|Q9P2E8|MARH4_HUMAN	tr|A0A1S3EIP3|A0A1S3EIP3_DIPOR
OG0003602	sp|Q99689|FEZ1_HUMAN	tr|A0A1S3ELU0|A0A1S3ELU0_DIPOR
OG0003603	sp|Q8IWB7|WDFY1_HUMAN	tr|A0A1S3EPM6|A0A1S3EPM6_DIPOR
OG0003604	sp|P00813|ADA_HUMAN	tr|A0A1S3EQ45|A0A1S3EQ45_DIPOR
OG0003605	sp|Q9GZN8|CT027_HUMAN	tr|A0A1S3EQK4|A0A1S3EQK4_DIPOR
OG0003606	sp|Q9NPG3|UBN1_HUMAN	tr|A0A1S3ER40|A0A1S3ER40_DIPOR
OG0003607	sp|Q8IYS4|DAAF8_HUMAN	tr|A0A1S3ER49|A0A1S3ER49_DIPOR
OG0003608	sp|Q9NPB6|PAR6A_HUMAN	tr|A0A1S3EVY9|A0A1S3EVY9_DIPOR
OG0003609	sp|Q6UXQ4|CB066_HUMAN	tr|A0A1S3EYQ6|A0A1S3EYQ6_DIPOR
OG0003610	sp|Q6QAJ8|TM220_HUMAN	tr|A0A1S3EZI8|A0A1S3EZI8_DIPOR
OG0003611	sp|Q9Y316|MEMO1_HUMAN	tr|A0A1S3F0C7|A0A1S3F0C7_DIPOR
OG0003612	sp|Q68CQ4|UTP25_HUMAN	tr|A0A1S3F1C9|A0A1S3F1C9_DIPOR
OG0003613	sp|Q9BWG6|SCNM1_HUMAN	tr|A0A1S3F3C4|A0A1S3F3C4_DIPOR
OG0003614	sp|Q9NU23|LYRM2_HUMAN	tr|A0A1S3F5Y3|A0A1S3F5Y3_DIPOR
OG0003615	sp|Q86TC9|MYPN_HUMAN	tr|A0A1S3F8B2|A0A1S3F8B2_DIPOR
OG0003616	sp|Q9HB03|ELOV3_HUMAN	tr|A0A1S3F931|A0A1S3F931_DIPOR
OG0003617	sp|Q9H668|STN1_HUMAN	tr|A0A1S3F993|A0A1S3F993_DIPOR
OG0003618	sp|O94850|DEND_HUMAN	tr|A0A1S3FC68|A0A1S3FC68_DIPOR
OG0003619	sp|P19883|FST_HUMAN	tr|A0A1S3FDE9|A0A1S3FDE9_DIPOR
OG0003620	sp|Q8WVZ1|ZDH19_HUMAN	tr|A0A1S3FDT0|A0A1S3FDT0_DIPOR
OG0003621	sp|Q9Y694|S22A7_HUMAN	tr|A0A1S3FFA3|A0A1S3FFA3_DIPOR
OG0003622	sp|Q5VVX9|UBE2U_HUMAN	tr|A0A1S3FHN4|A0A1S3FHN4_DIPOR
OG0003623	sp|P61020|RAB5B_HUMAN	tr|A0A1S3FN70|A0A1S3FN70_DIPOR
OG0003624	sp|Q13901|C1D_HUMAN	tr|A0A1S3FN95|A0A1S3FN95_DIPOR
OG0003625	sp|Q9HB63|NET4_HUMAN	tr|A0A1S3FNA8|A0A1S3FNA8_DIPOR
OG0003626	sp|Q53EV4|LRC23_HUMAN	tr|A0A1S3FR96|A0A1S3FR96_DIPOR
OG0003627	sp|A0PK00|T120B_HUMAN	tr|A0A1S3FRY7|A0A1S3FRY7_DIPOR
OG0003628	sp|D6REC4|CFA99_HUMAN	tr|A0A1S3FRZ4|A0A1S3FRZ4_DIPOR
OG0003629	sp|O14810|CPLX1_HUMAN	tr|A0A1S3FS26|A0A1S3FS26_DIPOR
OG0003630	sp|Q9BS86|ZPBP1_HUMAN	tr|A0A1S3FTE7|A0A1S3FTE7_DIPOR
OG0003631	sp|P17987|TCPA_HUMAN	tr|A0A1S3FTX1|A0A1S3FTX1_DIPOR
OG0003632	sp|Q9H2D6|TARA_HUMAN	tr|A0A1S3FW53|A0A1S3FW53_DIPOR
OG0003633	sp|Q15761|NPY5R_HUMAN	tr|A0A1S3FXI8|A0A1S3FXI8_DIPOR
OG0003634	sp|Q92843|B2CL2_HUMAN	tr|A0A1S3FYD8|A0A1S3FYD8_DIPOR
OG0003635	sp|Q01974|ROR2_HUMAN	tr|A0A1S3FZ35|A0A1S3FZ35_DIPOR
OG0003636	sp|Q9BTD8|RBM42_HUMAN	tr|A0A1S3G071|A0A1S3G071_DIPOR
OG0003637	sp|Q9Y2C2|UST_HUMAN	tr|A0A1S3G0Y7|A0A1S3G0Y7_DIPOR
OG0003638	sp|P54852|EMP3_HUMAN	tr|A0A1S3G388|A0A1S3G388_DIPOR
OG0003639	sp|Q07812|BAX_HUMAN	tr|A0A1S3G3B1|A0A1S3G3B1_DIPOR
OG0003640	sp|Q96EL1|INKA1_HUMAN	tr|A0A1S3G418|A0A1S3G418_DIPOR
OG0003641	sp|O95843|GUC1C_HUMAN	tr|A0A1S3G571|A0A1S3G571_DIPOR
OG0003642	sp|Q86WQ0|NR2CA_HUMAN	tr|A0A1S3G743|A0A1S3G743_DIPOR
OG0003643	sp|Q8IWU6|SULF1_HUMAN	tr|A0A1S3G7A8|A0A1S3G7A8_DIPOR
OG0003644	sp|P0C671|BNIP5_HUMAN	tr|A0A1S3GAI6|A0A1S3GAI6_DIPOR
OG0003645	sp|Q6DN72|FCRL6_HUMAN	tr|A0A1S3GAU8|A0A1S3GAU8_DIPOR
OG0003646	sp|O75173|ATS4_HUMAN	tr|A0A1S3GDC6|A0A1S3GDC6_DIPOR
OG0003647	sp|Q9BYB4|GNB1L_HUMAN	tr|A0A1S3GDX0|A0A1S3GDX0_DIPOR
OG0003648	sp|P21964|COMT_HUMAN	tr|A0A1S3GFJ4|A0A1S3GFJ4_DIPOR
OG0003649	sp|O15554|KCNN4_HUMAN	tr|A0A1S3GGX4|A0A1S3GGX4_DIPOR
OG0003650	sp|Q9HD26|GOPC_HUMAN	tr|A0A1S3GHV7|A0A1S3GHV7_DIPOR
OG0003651	sp|Q86W33|TPRA1_HUMAN	tr|A0A1S3GIB0|A0A1S3GIB0_DIPOR
OG0003652	sp|Q9BZM2|PA2GF_HUMAN	tr|A0A1S3GIL1|A0A1S3GIL1_DIPOR
OG0003653	sp|Q5TGZ0|MIC10_HUMAN	tr|A0A1S3GJA5|A0A1S3GJA5_DIPOR
OG0003654	sp|Q13202|DUS8_HUMAN	tr|A0A1S3GJD0|A0A1S3GJD0_DIPOR
OG0003655	sp|Q9Y2J8|PADI2_HUMAN	tr|A0A1S3GJY6|A0A1S3GJY6_DIPOR
OG0003656	sp|Q9UIF3|TEKT2_HUMAN	tr|A0A1S3GLF3|A0A1S3GLF3_DIPOR
OG0003657	sp|O75636|FCN3_HUMAN	tr|A0A1S3GRA3|A0A1S3GRA3_DIPOR
OG0003658	sp|O43823|AKAP8_HUMAN	tr|A0A1S3GVS7|A0A1S3GVS7_DIPOR
OG0003659	sp|P46092|CCR10_HUMAN	tr|A0A1S3GWH1|A0A1S3GWH1_DIPOR
OG0003660	sp|Q6JEL2|KLH10_HUMAN	tr|A0A1S3GWH7|A0A1S3GWH7_DIPOR
OG0003661	sp|Q96IL0|COA8_HUMAN	tr|A0A1S3GWU9|A0A1S3GWU9_DIPOR
OG0003662	sp|Q9UPT5|EXOC7_HUMAN	tr|A0A1S3GWY9|A0A1S3GWY9_DIPOR
OG0003663	sp|Q9UH92|MLX_HUMAN	tr|A0A1S3GX09|A0A1S3GX09_DIPOR
