Orthogroup	Homo_sapiens	Tursiops_truncatus
OG0001918	sp|Q8WY91|THAP4_HUMAN	tr|A0A6J3QPE9|A0A6J3QPE9_TURTR, tr|A0A2U4BA05|A0A2U4BA05_TURTR
OG0001919	sp|Q96BS2|CHP3_HUMAN	tr|A0A6J3PS60|A0A6J3PS60_TURTR, tr|A0A6J3QAN3|A0A6J3QAN3_TURTR
OG0001920	sp|Q9HC77|CENPJ_HUMAN	tr|A0A6J3QBE2|A0A6J3QBE2_TURTR, tr|A0A2U4BH36|A0A2U4BH36_TURTR
OG0001921	sp|Q9NWN3|FBX34_HUMAN	tr|A0A6J3QWX0|A0A6J3QWX0_TURTR, tr|A0A6J3QTG7|A0A6J3QTG7_TURTR
OG0001922	sp|O43684|BUB3_HUMAN	tr|A0A6J3Q9Y7|A0A6J3Q9Y7_TURTR, tr|A0A6J3Q570|A0A6J3Q570_TURTR
OG0001923	sp|Q58HT5|AWAT1_HUMAN, sp|Q6E213|AWAT2_HUMAN	tr|A0A2U4CGC8|A0A2U4CGC8_TURTR
OG0001924	sp|Q7Z7J7|LHPL4_HUMAN, sp|Q86UP9|LHPL3_HUMAN	tr|A0A6J3S3P4|A0A6J3S3P4_TURTR
OG0001925	sp|Q6UWM7|LCTL_HUMAN, sp|Q9H227|GBA3_HUMAN	tr|A0A6J3R0U7|A0A6J3R0U7_TURTR
OG0001926	sp|Q3KP44|ANR55_HUMAN, sp|O75762|TRPA1_HUMAN	tr|A0A2U4AXC2|A0A2U4AXC2_TURTR
OG0001927	sp|P15927|RFA2_HUMAN	tr|A0A6J3PY79|A0A6J3PY79_TURTR, tr|A0A6J3Q0B3|A0A6J3Q0B3_TURTR
OG0001928	sp|P58743|S26A5_HUMAN, sp|Q9BXS9|S26A6_HUMAN	tr|D7PC76|D7PC76_TURTR
OG0001929	sp|Q9BVK8|TM147_HUMAN	tr|A0A6J3QEP5|A0A6J3QEP5_TURTR, tr|A0A2U4AFT1|A0A2U4AFT1_TURTR
OG0001930	sp|Q9H4A6|GOLP3_HUMAN	tr|A0A2U4AXU3|A0A2U4AXU3_TURTR, tr|A0A2U4AY62|A0A2U4AY62_TURTR
OG0001931	sp|Q9NS93|TM7S3_HUMAN	tr|A0A2U4BJX2|A0A2U4BJX2_TURTR, tr|A0A6J3QV71|A0A6J3QV71_TURTR
OG0001932	sp|P08397|HEM3_HUMAN	tr|A0A6J3RTQ3|A0A6J3RTQ3_TURTR, tr|A0A6J3S851|A0A6J3S851_TURTR
OG0001933	sp|Q86SJ6|DSG4_HUMAN, sp|P32926|DSG3_HUMAN	tr|A0A2U3V8G2|A0A2U3V8G2_TURTR
OG0001934	sp|P40616|ARL1_HUMAN	tr|A0A2U3V6C2|A0A2U3V6C2_TURTR, tr|A0A6J3R860|A0A6J3R860_TURTR
OG0001935	sp|Q9BVT8|TMUB1_HUMAN	tr|A0A6J3RXZ3|A0A6J3RXZ3_TURTR, tr|A0A6J3REL6|A0A6J3REL6_TURTR
OG0001936	sp|Q9H019|MFR1L_HUMAN	tr|A0A6J3Q2Z5|A0A6J3Q2Z5_TURTR, tr|A0A6J3RJ85|A0A6J3RJ85_TURTR
OG0001937	sp|P09237|MMP7_HUMAN, sp|Q9NRE1|MMP26_HUMAN	tr|A0A2U4AEA0|A0A2U4AEA0_TURTR
OG0001938	sp|Q9NXV6|CARF_HUMAN	tr|A0A2U3UYJ2|A0A2U3UYJ2_TURTR, tr|A0A2U4AQ18|A0A2U4AQ18_TURTR
OG0001939	sp|P31942|HNRH3_HUMAN	tr|A0A2U3V7C8|A0A2U3V7C8_TURTR, tr|A0A6J3RP46|A0A6J3RP46_TURTR
OG0001940	sp|A6NM43|TCPQL_HUMAN, sp|Q96SF2|TCPQM_HUMAN	tr|A0A2U4AXU4|A0A2U4AXU4_TURTR
OG0001941	sp|Q9H3K2|GHITM_HUMAN	tr|A0A6J3QA69|A0A6J3QA69_TURTR, tr|A0A2U4AKJ5|A0A2U4AKJ5_TURTR
OG0001942	sp|Q9UKL6|PPCT_HUMAN	tr|A0A2U4C5T2|A0A2U4C5T2_TURTR, tr|A0A2U4C6G4|A0A2U4C6G4_TURTR
OG0001943	sp|P0DPA2|VSIG8_HUMAN, sp|P0DPA3|SNH28_HUMAN	tr|A0A6J3RF30|A0A6J3RF30_TURTR
OG0001944	sp|Q58FF3|ENPLL_HUMAN, sp|P14625|ENPL_HUMAN	tr|A0A2U3V878|A0A2U3V878_TURTR
OG0001945	sp|Q14508|WFDC2_HUMAN	tr|A0A6J3Q0E3|A0A6J3Q0E3_TURTR, tr|A0A6J3Q437|A0A6J3Q437_TURTR
OG0001946	sp|Q15935|ZNF77_HUMAN	tr|A0A2U4ALA5|A0A2U4ALA5_TURTR, tr|A0A2U4AL73|A0A2U4AL73_TURTR
OG0001947	sp|Q1ED39|KNOP1_HUMAN	tr|A0A6J3REA9|A0A6J3REA9_TURTR, tr|A0A6J3Q321|A0A6J3Q321_TURTR
OG0001948	sp|Q5TG30|RHG40_HUMAN, sp|Q8N392|RHG18_HUMAN	tr|A0A2U4CPQ4|A0A2U4CPQ4_TURTR
OG0001949	sp|P30968|GNRHR_HUMAN, sp|Q96P88|GNRR2_HUMAN	tr|A0A2U3V6U8|A0A2U3V6U8_TURTR
OG0001950	sp|Q6NZ63|STEAL_HUMAN, sp|Q9UHE8|STEA1_HUMAN	tr|A0A2U4B0X4|A0A2U4B0X4_TURTR
OG0001951	sp|P50135|HNMT_HUMAN	tr|A0A6J3S839|A0A6J3S839_TURTR, tr|A0A2U3V2X6|A0A2U3V2X6_TURTR
OG0001952	sp|Q9HCI5|MAGE1_HUMAN, sp|Q8TD90|MAGE2_HUMAN	tr|A0A2U3VAC3|A0A2U3VAC3_TURTR
OG0001953	sp|Q9UHP3|UBP25_HUMAN	tr|A0A6J3R946|A0A6J3R946_TURTR, tr|A0A2U4AAQ4|A0A2U4AAQ4_TURTR
OG0001954	sp|O95396|MOCS3_HUMAN	tr|A0A2U3V615|A0A2U3V615_TURTR, tr|A0A6J3QZC3|A0A6J3QZC3_TURTR
OG0001955	sp|Q7Z5P4|DHB13_HUMAN, sp|Q8NBQ5|DHB11_HUMAN	tr|A0A2U4ANC7|A0A2U4ANC7_TURTR
OG0001956	sp|O75388|GPR32_HUMAN, sp|Q8NGA4|G32P1_HUMAN	tr|A0A2U4APT5|A0A2U4APT5_TURTR
OG0001957	sp|A6NNP5|CC169_HUMAN	tr|A0A2U4CHK4|A0A2U4CHK4_TURTR, tr|A0A6J3QBX9|A0A6J3QBX9_TURTR
OG0001958	sp|O15439|MRP4_HUMAN	tr|A0A6J3QB94|A0A6J3QB94_TURTR, tr|A0A6J3QAU4|A0A6J3QAU4_TURTR
OG0001959	sp|Q13309|SKP2_HUMAN	tr|A0A2U3V0J4|A0A2U3V0J4_TURTR, tr|A0A2U4BRQ7|A0A2U4BRQ7_TURTR
OG0001960	sp|Q3B7I2|CNPY1_HUMAN	tr|A0A6J3R1T7|A0A6J3R1T7_TURTR, tr|A0A2U4AXT7|A0A2U4AXT7_TURTR
OG0001961	sp|Q6ZP65|BICL1_HUMAN	tr|A0A6J3PRX4|A0A6J3PRX4_TURTR, tr|A0A6J3Q197|A0A6J3Q197_TURTR
OG0001962	sp|P08218|CEL2B_HUMAN, sp|P08217|CEL2A_HUMAN	tr|A0A6J3PZM7|A0A6J3PZM7_TURTR
OG0001963	sp|P12074|CX6A1_HUMAN	tr|A0A6J3R856|A0A6J3R856_TURTR, tr|A0A2U3V5H9|A0A2U3V5H9_TURTR
OG0001964	sp|Q9BW30|TPPP3_HUMAN, sp|P59282|TPPP2_HUMAN	tr|A0A2U4BBZ6|A0A2U4BBZ6_TURTR
OG0001965	sp|P61289|PSME3_HUMAN	tr|A0A6J3QTI5|A0A6J3QTI5_TURTR, tr|A0A6J3QN26|A0A6J3QN26_TURTR
OG0001966	sp|Q99942|RNF5_HUMAN, sp|Q96GF1|RN185_HUMAN	tr|A0A6J3RZE8|A0A6J3RZE8_TURTR
OG0001967	sp|Q96RS0|TGS1_HUMAN	tr|A0A2U3V2K8|A0A2U3V2K8_TURTR, tr|A0A6J3QAQ6|A0A6J3QAQ6_TURTR
OG0001968	sp|Q9BWQ8|LFG2_HUMAN	tr|A0A2U4APE4|A0A2U4APE4_TURTR, tr|A0A6J3S6T9|A0A6J3S6T9_TURTR
OG0001970	sp|O75897|ST1C4_HUMAN, sp|O00338|ST1C2_HUMAN	tr|A0A2U4B188|A0A2U4B188_TURTR
OG0001971	sp|O60676|CST8_HUMAN	tr|A0A6J3Q1N2|A0A6J3Q1N2_TURTR, tr|A0A6J3Q1Z0|A0A6J3Q1Z0_TURTR
OG0001972	sp|Q5H9I0|TFDP3_HUMAN, sp|Q14186|TFDP1_HUMAN	tr|A0A6J3QCB1|A0A6J3QCB1_TURTR
OG0001973	sp|Q15562|TEAD2_HUMAN	tr|A0A6J3QDH9|A0A6J3QDH9_TURTR, tr|A0A6J3Q8H4|A0A6J3Q8H4_TURTR
OG0001974	sp|Q2VPJ9|LR75B_HUMAN	tr|A0A6J3PT98|A0A6J3PT98_TURTR, tr|A0A6J3RAX6|A0A6J3RAX6_TURTR
OG0001975	sp|Q6UB99|ANR11_HUMAN, sp|Q6UB98|ANR12_HUMAN	tr|A0A2U4A5H0|A0A2U4A5H0_TURTR
OG0001976	sp|Q8IVU1|IGDC3_HUMAN	tr|A0A6J3QU91|A0A6J3QU91_TURTR, tr|A0A6J3RSZ0|A0A6J3RSZ0_TURTR
OG0001977	sp|Q8NHY0|B4GN2_HUMAN	tr|A0A2U3VAM8|A0A2U3VAM8_TURTR, tr|A0A6J3QMT1|A0A6J3QMT1_TURTR
OG0001978	sp|A6NDY0|EPAB2_HUMAN, sp|Q86U42|PABP2_HUMAN	tr|A0A6J3QYH4|A0A6J3QYH4_TURTR
OG0001979	sp|Q6Y2X3|DJC14_HUMAN	tr|A0A6J3QQG8|A0A6J3QQG8_TURTR, tr|A0A6J3S6D7|A0A6J3S6D7_TURTR
OG0001980	sp|Q9BZ67|FRMD8_HUMAN, sp|Q9BZ68|FR8P1_HUMAN	tr|A0A6J3RRE2|A0A6J3RRE2_TURTR
OG0001981	sp|Q92626|PXDN_HUMAN, sp|A1KZ92|PXDNL_HUMAN	tr|A0A6J3PV29|A0A6J3PV29_TURTR
OG0001982	sp|Q13021|MALL_HUMAN, sp|P21145|MAL_HUMAN	tr|A0A6J3PVK1|A0A6J3PVK1_TURTR
OG0001983	sp|P61353|RL27_HUMAN	tr|A0A6J3QNY3|A0A6J3QNY3_TURTR, tr|A0A6J3PZ50|A0A6J3PZ50_TURTR
OG0001984	sp|Q460N5|PAR14_HUMAN, sp|Q460N3|PAR15_HUMAN	tr|A0A6J3RA51|A0A6J3RA51_TURTR
OG0001985	sp|Q9H3U5|MFSD1_HUMAN	tr|A0A6J3QRF0|A0A6J3QRF0_TURTR, tr|A0A6J3RA16|A0A6J3RA16_TURTR
OG0001986	sp|Q9Y291|RT33_HUMAN	tr|A0A2U3V5C3|A0A2U3V5C3_TURTR, tr|A0A6J3RPP9|A0A6J3RPP9_TURTR
OG0001987	sp|Q16254|E2F4_HUMAN	tr|A0A6J3QGW2|A0A6J3QGW2_TURTR, tr|A0A2U4BEB2|A0A2U4BEB2_TURTR
OG0001988	sp|Q96GK7|FAH2A_HUMAN, sp|Q6P2I3|FAH2B_HUMAN	tr|A0A6J3PW17|A0A6J3PW17_TURTR
OG0001989	sp|I1YAP6|TRI77_HUMAN	tr|A0A6J3RUI1|A0A6J3RUI1_TURTR, tr|A0A6J3RUD4|A0A6J3RUD4_TURTR
OG0001990	sp|P11309|PIM1_HUMAN	tr|A0A6J3Q3U9|A0A6J3Q3U9_TURTR, tr|A0A6J3S015|A0A6J3S015_TURTR
OG0001991	sp|E9PB15|PTG3L_HUMAN, sp|Q15185|TEBP_HUMAN	tr|A0A2U3V2E2|A0A2U3V2E2_TURTR
OG0001992	sp|Q16795|NDUA9_HUMAN	tr|A0A6J3Q7Z7|A0A6J3Q7Z7_TURTR, tr|A0A2U4AKQ5|A0A2U4AKQ5_TURTR
OG0001993	sp|Q9H6K1|ILRUN_HUMAN	tr|A0A6J3S076|A0A6J3S076_TURTR, tr|A0A6J3QAI7|A0A6J3QAI7_TURTR
OG0001994	sp|Q9Y3F4|STRAP_HUMAN	tr|A0A6J3R4S8|A0A6J3R4S8_TURTR, tr|A0A2U4BHF6|A0A2U4BHF6_TURTR
OG0001995	sp|O95163|ELP1_HUMAN	tr|A0A6J3RHV1|A0A6J3RHV1_TURTR, tr|A0A6J3QRZ4|A0A6J3QRZ4_TURTR
OG0001996	sp|P0CG36|CFC1B_HUMAN, sp|P0CG37|CFC1_HUMAN	tr|A0A2U3V8E1|A0A2U3V8E1_TURTR
OG0001997	sp|Q3T8J9|GON4L_HUMAN, sp|Q9H869|YYAP1_HUMAN	tr|A0A2U4B780|A0A2U4B780_TURTR
OG0001998	sp|Q9BZV2|S19A3_HUMAN, sp|Q53S99|CB083_HUMAN	tr|A0A2U3V844|A0A2U3V844_TURTR
OG0001999	sp|Q5U5R9|HECD2_HUMAN	tr|A0A6J3RBV7|A0A6J3RBV7_TURTR, tr|A0A2U4C0S7|A0A2U4C0S7_TURTR
OG0002000	sp|O00141|SGK1_HUMAN	tr|A0A6J3S9X8|A0A6J3S9X8_TURTR, tr|A0A6J3S7Y7|A0A6J3S7Y7_TURTR
OG0002001	sp|Q9UBD3|XCL2_HUMAN, sp|P47992|XCL1_HUMAN	tr|A0A6J3QP25|A0A6J3QP25_TURTR
OG0002002	sp|Q16543|CDC37_HUMAN	tr|A0A2U4AMY8|A0A2U4AMY8_TURTR, tr|A0A6J3R701|A0A6J3R701_TURTR
OG0002003	sp|Q9BYJ1|LOXE3_HUMAN, sp|O75342|LX12B_HUMAN	tr|A0A6J3QMS1|A0A6J3QMS1_TURTR
OG0002004	sp|Q9HBJ8|CLTRN_HUMAN	tr|A0A6J3QU31|A0A6J3QU31_TURTR, tr|A0A6J3QWI8|A0A6J3QWI8_TURTR
OG0002005	sp|Q9NQV7|PRDM9_HUMAN, sp|Q9NQW5|PRDM7_HUMAN	tr|A0A6J3QFL4|A0A6J3QFL4_TURTR
OG0002006	sp|Q9UL49|TCFL5_HUMAN	tr|A0A6J3Q8N6|A0A6J3Q8N6_TURTR, tr|A0A2U3VAM3|A0A2U3VAM3_TURTR
OG0002007	sp|P02776|PLF4_HUMAN, sp|P10720|PF4V_HUMAN	tr|A0A2U3V4F7|A0A2U3V4F7_TURTR
OG0002008	sp|P03952|KLKB1_HUMAN, sp|P03951|FA11_HUMAN	tr|A0A2U4A724|A0A2U4A724_TURTR
OG0002009	sp|P35080|PROF2_HUMAN	tr|A0A2U3V9I9|A0A2U3V9I9_TURTR, tr|A0A2U4B9L2|A0A2U4B9L2_TURTR
OG0002010	sp|P51948|MAT1_HUMAN	tr|A0A2U4ADA1|A0A2U4ADA1_TURTR, tr|A0A6J3R805|A0A6J3R805_TURTR
OG0002011	sp|Q6UWT2|ENHO_HUMAN	tr|A0A2U3V021|A0A2U3V021_TURTR, tr|A0A6J3R9E9|A0A6J3R9E9_TURTR
OG0002012	sp|Q8N5W9|RFLB_HUMAN, sp|Q6ZTI6|RFLA_HUMAN	tr|A0A2U4ANJ0|A0A2U4ANJ0_TURTR
OG0002013	sp|Q8NHG7|SVIP_HUMAN	tr|A0A6J3RYI0|A0A6J3RYI0_TURTR, tr|A0A2U3V995|A0A2U3V995_TURTR
OG0002014	sp|Q9Y3C5|RNF11_HUMAN	tr|A0A6J3R0I6|A0A6J3R0I6_TURTR, tr|A0A6J3S8W9|A0A6J3S8W9_TURTR
OG0002015	sp|Q9Y2E5|MA2B2_HUMAN, sp|O00754|MA2B1_HUMAN	tr|A0A6J3R5X2|A0A6J3R5X2_TURTR
OG0002016	sp|P49448|DHE4_HUMAN, sp|P00367|DHE3_HUMAN	tr|A0A2U4AJY5|A0A2U4AJY5_TURTR
OG0002017	sp|P0C866|F91A2_HUMAN, sp|Q658Y4|F91A1_HUMAN	tr|A0A2U3V1E2|A0A2U3V1E2_TURTR
OG0002018	sp|Q6UY13|YB003_HUMAN, sp|O14788|TNF11_HUMAN	tr|A0A2U4BFI2|A0A2U4BFI2_TURTR
OG0002021	sp|P60059|SC61G_HUMAN	tr|A0A2U3V9E5|A0A2U3V9E5_TURTR, tr|A0A6J3RHW8|A0A6J3RHW8_TURTR
OG0002022	sp|P21941|MATN1_HUMAN, sp|Q2UY09|COSA1_HUMAN	tr|A0A6J3R9F7|A0A6J3R9F7_TURTR
OG0002023	sp|Q8N4B1|SESQ1_HUMAN	tr|A0A6J3PSL1|A0A6J3PSL1_TURTR, tr|A0A6J3QKR4|A0A6J3QKR4_TURTR
OG0002024	sp|Q96DA6|TIM14_HUMAN	tr|A0A6J3QFB2|A0A6J3QFB2_TURTR, tr|A0A2U3V8S1|A0A2U3V8S1_TURTR
OG0002025	sp|Q96RP7|G3ST4_HUMAN, sp|Q9H3Q3|G3ST2_HUMAN	tr|A0A6J3Q3D6|A0A6J3Q3D6_TURTR
OG0002026	sp|P00568|KAD1_HUMAN	tr|A0A2U4CB89|A0A2U4CB89_TURTR, tr|A0A6J3RKH2|A0A6J3RKH2_TURTR
OG0002027	sp|P51810|GP143_HUMAN	tr|A0A2U4C488|A0A2U4C488_TURTR, tr|A0A6J3QUC0|A0A6J3QUC0_TURTR
OG0002028	sp|Q6Q0C0|TRAF7_HUMAN	tr|A0A6J3PYR8|A0A6J3PYR8_TURTR, tr|A0A2U4A5V4|A0A2U4A5V4_TURTR
OG0002029	sp|Q9BWV7|TTLL2_HUMAN, sp|O95922|TTLL1_HUMAN	tr|A0A6J3S5E1|A0A6J3S5E1_TURTR
OG0002030	sp|Q9NVW2|RNF12_HUMAN	tr|A0A2U4BZF2|A0A2U4BZF2_TURTR, tr|A0A6J3QRY4|A0A6J3QRY4_TURTR
OG0002031	sp|A6NG13|MGT4D_HUMAN, sp|Q9UM21|MGT4A_HUMAN	tr|A0A2U4B0H0|A0A2U4B0H0_TURTR
OG0002032	sp|Q14872|MTF1_HUMAN	tr|A0A2U4BK96|A0A2U4BK96_TURTR, tr|A0A6J3PVQ8|A0A6J3PVQ8_TURTR
OG0002033	sp|Q4VX76|SYTL3_HUMAN	tr|A0A6J3SA04|A0A6J3SA04_TURTR, tr|A0A2U4BMN5|A0A2U4BMN5_TURTR
OG0002034	sp|Q1AE95|T183B_HUMAN, sp|Q8IXX5|T183A_HUMAN	tr|A0A2U3ZZW4|A0A2U3ZZW4_TURTR
OG0002035	sp|Q99758|ABCA3_HUMAN	tr|A0A6J3PZH1|A0A6J3PZH1_TURTR, tr|A0A6J3Q199|A0A6J3Q199_TURTR
OG0002036	sp|O75934|SPF27_HUMAN	tr|A0A2U4A1Z8|A0A2U4A1Z8_TURTR, tr|A0A6J3REQ8|A0A6J3REQ8_TURTR
OG0002037	sp|Q2M385|MPEG1_HUMAN	tr|A0A6J3RT50|A0A6J3RT50_TURTR, tr|A0A2U3V7R3|A0A2U3V7R3_TURTR
OG0002038	sp|Q9BTT4|MED10_HUMAN	tr|A0A6J3PYM0|A0A6J3PYM0_TURTR, tr|A0A2U4CML0|A0A2U4CML0_TURTR
OG0002039	sp|Q9Y4W6|AFG32_HUMAN	tr|A0A2U3V1K4|A0A2U3V1K4_TURTR, tr|A0A2U4AE33|A0A2U4AE33_TURTR
OG0002040	sp|P50391|NPY4R_HUMAN, sp|P0DQD5|NPY42_HUMAN	tr|A0A2U3V7M5|A0A2U3V7M5_TURTR
OG0002041	sp|Q5SW79|CE170_HUMAN, sp|Q96L14|C170L_HUMAN	tr|A0A6J3QZG5|A0A6J3QZG5_TURTR
OG0002042	sp|Q8N6L0|KASH5_HUMAN	tr|A0A2U4BKM1|A0A2U4BKM1_TURTR, tr|A0A6J3QE55|A0A6J3QE55_TURTR
OG0002043	sp|Q9H3F6|BACD3_HUMAN	tr|A0A6J3Q5F9|A0A6J3Q5F9_TURTR, tr|A0A6J3PS24|A0A6J3PS24_TURTR
OG0002044	sp|Q9UQ88|CD11A_HUMAN, sp|P21127|CD11B_HUMAN	tr|A0A6J3QEW4|A0A6J3QEW4_TURTR
OG0002045	sp|O75822|EIF3J_HUMAN	tr|A0A2U4BCQ9|A0A2U4BCQ9_TURTR, tr|A0A6J3RCC2|A0A6J3RCC2_TURTR
OG0002046	sp|Q16842|SIA4B_HUMAN	tr|A0A6J3QCS9|A0A6J3QCS9_TURTR, tr|A0A2U4CL83|A0A2U4CL83_TURTR
OG0002047	sp|Q8IYR6|TEFF1_HUMAN	tr|A0A2U4CGY3|A0A2U4CGY3_TURTR, tr|A0A6J3RUG9|A0A6J3RUG9_TURTR
OG0002048	sp|Q9H936|GHC1_HUMAN, sp|Q9H1K4|GHC2_HUMAN	tr|A0A6J3RRZ5|A0A6J3RRZ5_TURTR
OG0002049	sp|Q9H8P0|PORED_HUMAN	tr|A0A6J3RDT4|A0A6J3RDT4_TURTR, tr|A0A6J3QYP0|A0A6J3QYP0_TURTR
OG0002050	sp|Q9P1P5|TAAR2_HUMAN, sp|Q96RJ0|TAAR1_HUMAN	tr|A0A2U3VAJ5|A0A2U3VAJ5_TURTR
OG0002051	sp|Q9UBD9|CLCF1_HUMAN	tr|A0A6J3Q166|A0A6J3Q166_TURTR, tr|A0A6J3RR20|A0A6J3RR20_TURTR
OG0002052	sp|Q92754|AP2C_HUMAN	tr|A0A6J3Q9C1|A0A6J3Q9C1_TURTR, tr|A0A6J3Q2F1|A0A6J3Q2F1_TURTR
OG0002053	sp|P34897|GLYM_HUMAN, sp|P34896|GLYC_HUMAN	tr|A0A6J3QKW5|A0A6J3QKW5_TURTR
OG0002054	sp|Q9BXI9|C1QT6_HUMAN, sp|P60827|C1QT8_HUMAN	tr|A0A6J3S4X2|A0A6J3S4X2_TURTR
OG0002055	sp|Q9P0I2|EMC3_HUMAN	tr|A0A6J3REX4|A0A6J3REX4_TURTR, tr|A0A2U3UZE3|A0A2U3UZE3_TURTR
OG0002056	sp|Q9P0J0|NDUAD_HUMAN	tr|A0A6J3R5V4|A0A6J3R5V4_TURTR, tr|A0A2U4CD74|A0A2U4CD74_TURTR
OG0002057	sp|Q15269|PWP2_HUMAN, tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN	tr|A0A6J3RDT5|A0A6J3RDT5_TURTR
OG0002058	sp|P05387|RLA2_HUMAN	tr|A0A6J3RS10|A0A6J3RS10_TURTR, tr|A0A2U4BWY3|A0A2U4BWY3_TURTR
OG0002059	sp|Q6P5S2|LEG1H_HUMAN	tr|A0A2U3V888|A0A2U3V888_TURTR, tr|A0A6J3S9U3|A0A6J3S9U3_TURTR
OG0002060	sp|Q9H814|PHAX_HUMAN	tr|A0A6J3QYQ7|A0A6J3QYQ7_TURTR, tr|A0A2U3V4L5|A0A2U3V4L5_TURTR
OG0002061	sp|Q9UKY7|CDV3_HUMAN	tr|A0A2U4B936|A0A2U4B936_TURTR, tr|A0A6J3S1D7|A0A6J3S1D7_TURTR
OG0002062	tr|A0A590UK10|A0A590UK10_HUMAN, sp|Q6ZSZ5|ARHGI_HUMAN	tr|A0A6J3R6L8|A0A6J3R6L8_TURTR
OG0002063	sp|Q5H9U9|DDX6L_HUMAN, sp|Q8IY21|DDX60_HUMAN	tr|A0A2U4B497|A0A2U4B497_TURTR
OG0002064	sp|Q7Z7K0|COXM1_HUMAN	tr|A0A6J3S0K7|A0A6J3S0K7_TURTR, tr|A0A2U3V530|A0A2U3V530_TURTR
OG0002065	sp|P18206|VINC_HUMAN	tr|A0A2U4BEP7|A0A2U4BEP7_TURTR, tr|A0A6J3PWW6|A0A6J3PWW6_TURTR
OG0002066	sp|P16562|CRIS2_HUMAN, sp|P54108|CRIS3_HUMAN	tr|A0A6J3RYB7|A0A6J3RYB7_TURTR
OG0002067	sp|P52739|ZN131_HUMAN	tr|A0A6J3R3Z7|A0A6J3R3Z7_TURTR, tr|A0A6J3PYV0|A0A6J3PYV0_TURTR
OG0002068	sp|Q14586|ZN267_HUMAN, sp|Q7Z2F6|KRBX5_HUMAN	tr|A0A6J3RPV3|A0A6J3RPV3_TURTR
OG0002069	sp|Q15041|AR6P1_HUMAN	tr|A0A6J3RH57|A0A6J3RH57_TURTR, tr|A0A6J3PZF6|A0A6J3PZF6_TURTR
OG0002070	sp|A8MVJ9|HPF1L_HUMAN, sp|Q9NWY4|HPF1_HUMAN	tr|A0A6J3RHH9|A0A6J3RHH9_TURTR
OG0002071	sp|P16671|CD36_HUMAN	tr|A0A2U4BS85|A0A2U4BS85_TURTR, tr|A0A2U4BSJ3|A0A2U4BSJ3_TURTR
OG0002072	sp|Q0P5N6|ARL16_HUMAN	tr|A0A2U4AUZ4|A0A2U4AUZ4_TURTR, tr|A0A6J3QNG4|A0A6J3QNG4_TURTR
OG0002073	sp|Q13492|PICAL_HUMAN	tr|A0A2U4CFS8|A0A2U4CFS8_TURTR, tr|A0A6J3QST3|A0A6J3QST3_TURTR
OG0002074	sp|A2A3N6|PIPSL_HUMAN, sp|Q99755|PI51A_HUMAN	tr|A0A2U4A3C6|A0A2U4A3C6_TURTR
OG0002075	sp|Q9BV68|RN126_HUMAN, sp|Q9Y4L5|RN115_HUMAN	tr|A0A2U4A1A1|A0A2U4A1A1_TURTR
OG0002076	sp|Q9UHY7|ENOPH_HUMAN	tr|A0A6J3R923|A0A6J3R923_TURTR, tr|A0A2U3V6X6|A0A2U3V6X6_TURTR
OG0002077	sp|P54252|ATX3_HUMAN, sp|Q9H3M9|ATX3L_HUMAN	tr|A0A2U4A041|A0A2U4A041_TURTR
OG0002078	sp|Q12889|OVGP1_HUMAN	tr|A0A6J3RU77|A0A6J3RU77_TURTR, tr|A0A6J3RTL2|A0A6J3RTL2_TURTR
OG0002079	sp|Q86Y82|STX12_HUMAN	tr|A0A6J3Q0D4|A0A6J3Q0D4_TURTR, tr|A0A6J3QYB5|A0A6J3QYB5_TURTR
OG0002080	sp|P00558|PGK1_HUMAN, sp|P07205|PGK2_HUMAN	tr|A0A2U3V9F2|A0A2U3V9F2_TURTR
OG0002081	sp|Q13769|THOC5_HUMAN	tr|A0A6J3RY88|A0A6J3RY88_TURTR, tr|A0A2U4CKK4|A0A2U4CKK4_TURTR
OG0002082	sp|Q2M3W8|ZN181_HUMAN, sp|Q9NR11|ZN302_HUMAN	tr|A0A2U4BUE9|A0A2U4BUE9_TURTR
OG0002083	sp|Q6JBY9|CPZIP_HUMAN	tr|A0A6J3QJD4|A0A6J3QJD4_TURTR, tr|A0A6J3R9A1|A0A6J3R9A1_TURTR
OG0002084	sp|Q96KG9|SCYL1_HUMAN	tr|A0A6J3RQF9|A0A6J3RQF9_TURTR, tr|A0A6J3QU90|A0A6J3QU90_TURTR
OG0002085	sp|P51817|PRKX_HUMAN, sp|O43930|PRKY_HUMAN	tr|A0A6J3QTZ1|A0A6J3QTZ1_TURTR
OG0002086	sp|P35637|FUS_HUMAN	tr|A0A6J3RXN7|A0A6J3RXN7_TURTR, tr|A0A6J3Q4L8|A0A6J3Q4L8_TURTR
OG0002087	sp|Q8NCD3|HJURP_HUMAN	tr|A0A6J3RMK1|A0A6J3RMK1_TURTR, tr|A0A2U4CIE7|A0A2U4CIE7_TURTR
OG0002088	sp|Q5MY95|ENTP8_HUMAN, sp|Q9Y5L3|ENTP2_HUMAN	tr|A0A6J3RK21|A0A6J3RK21_TURTR
OG0002089	sp|P19099|C11B2_HUMAN, sp|P15538|C11B1_HUMAN	tr|A0A2U3V4T2|A0A2U3V4T2_TURTR
