Orthogroup	Homo_sapiens	Chinchilla_lanigera
OG0001275	sp|Q5T9Z0|TEDM1_HUMAN	tr|A0A8C2VM49|A0A8C2VM49_CHILA
OG0001276	sp|O95340|PAPS2_HUMAN	tr|A0A8C2YNF6|A0A8C2YNF6_CHILA
OG0001276	sp|O43252|PAPS1_HUMAN	tr|A0A8C2UR73|A0A8C2UR73_CHILA
OG0001277	sp|P13489|RINI_HUMAN	tr|A0A8C2UWU0|A0A8C2UWU0_CHILA
OG0001277	sp|Q6UY01|LRC31_HUMAN	tr|A0A8C2YIP7|A0A8C2YIP7_CHILA
OG0001278	sp|O60506|HNRPQ_HUMAN	tr|A0A8C2VNF6|A0A8C2VNF6_CHILA
OG0001278	sp|O43390|HNRPR_HUMAN	tr|A0A8C2VPC2|A0A8C2VPC2_CHILA
OG0001279	sp|Q8WVX9|FACR1_HUMAN	tr|A0A8C2W609|A0A8C2W609_CHILA, tr|A0A8C2V9E5|A0A8C2V9E5_CHILA, tr|A0A8C2VRF6|A0A8C2VRF6_CHILA
OG0001280	sp|Q9Y496|KIF3A_HUMAN, sp|Q9UIL4|KIF25_HUMAN, sp|Q9P2E2|KIF17_HUMAN	tr|A0A8C2W281|A0A8C2W281_CHILA
OG0001281	sp|Q9H1J5|WNT8A_HUMAN	tr|A0A8C2YKT5|A0A8C2YKT5_CHILA
OG0001281	sp|Q93098|WNT8B_HUMAN	tr|A0A8C2VDV8|A0A8C2VDV8_CHILA
OG0001282	tr|A0A087WU88|A0A087WU88_HUMAN, sp|A0A087WTH5|KCE1B_HUMAN, sp|P15382|KCNE1_HUMAN	tr|A0A8C2YM26|A0A8C2YM26_CHILA
OG0001283	sp|P06312|KV401_HUMAN	tr|A0A8C2VSK0|A0A8C2VSK0_CHILA, tr|A0A8C2VKK3|A0A8C2VKK3_CHILA, tr|A0A8C2YN76|A0A8C2YN76_CHILA
OG0001284	sp|A3KN83|SBNO1_HUMAN	tr|A0A8C2VBT6|A0A8C2VBT6_CHILA
OG0001284	sp|Q9Y2G9|SBNO2_HUMAN	tr|A0A8C2YPZ4|A0A8C2YPZ4_CHILA
OG0001285	sp|P49590|SYHM_HUMAN	tr|A0A8C2YRH8|A0A8C2YRH8_CHILA
OG0001285	sp|P12081|HARS1_HUMAN	tr|A0A8C2VVV0|A0A8C2VVV0_CHILA
OG0001286	sp|O94915|FRYL_HUMAN	tr|A0A8C2UXK1|A0A8C2UXK1_CHILA
OG0001286	sp|Q5TBA9|FRY_HUMAN	tr|A0A8C2V0G1|A0A8C2V0G1_CHILA
OG0001287	sp|Q13131|AAPK1_HUMAN	tr|A0A8C2VDM5|A0A8C2VDM5_CHILA
OG0001287	sp|P54646|AAPK2_HUMAN	tr|A0A8C2YLN7|A0A8C2YLN7_CHILA
OG0001288	sp|O00337|S28A1_HUMAN	tr|A0A8C2V6E7|A0A8C2V6E7_CHILA
OG0001288	sp|O43868|S28A2_HUMAN	tr|A0A8C2YQY8|A0A8C2YQY8_CHILA
OG0001289	sp|Q9H3Y0|CRSPL_HUMAN	tr|A0A8C2YTV9|A0A8C2YTV9_CHILA
OG0001289	sp|O43692|PI15_HUMAN	tr|A0A8C2UTX5|A0A8C2UTX5_CHILA
OG0001290	sp|Q9Y6E0|STK24_HUMAN	tr|A0A8C2UUF2|A0A8C2UUF2_CHILA
OG0001290	sp|O00506|STK25_HUMAN	tr|A0A8C2UT99|A0A8C2UT99_CHILA
OG0001291	sp|P30520|PURA2_HUMAN	tr|A0A8C2VAZ0|A0A8C2VAZ0_CHILA
OG0001291	sp|Q8N142|PURA1_HUMAN	tr|A0A8C2V305|A0A8C2V305_CHILA
OG0001292	sp|Q5JTC6|AMER1_HUMAN, sp|Q8N7J2|AMER2_HUMAN, sp|Q8N944|AMER3_HUMAN	tr|A0A8C2W5X4|A0A8C2W5X4_CHILA
OG0001293	sp|Q14119|VEZF1_HUMAN, sp|Q8NAF0|ZN579_HUMAN, sp|P56270|MAZ_HUMAN	tr|A0A8C2YQS5|A0A8C2YQS5_CHILA
OG0001294	sp|P48730|KC1D_HUMAN	tr|A0A8C2YPE5|A0A8C2YPE5_CHILA
OG0001294	sp|P49674|KC1E_HUMAN	tr|A0A8C2YUN1|A0A8C2YUN1_CHILA
OG0001295	sp|Q14721|KCNB1_HUMAN	tr|A0A8C2V609|A0A8C2V609_CHILA
OG0001295	sp|Q92953|KCNB2_HUMAN	tr|A0A8C2UP00|A0A8C2UP00_CHILA
OG0001296	sp|P31483|TIA1_HUMAN	tr|A0A8C2VG08|A0A8C2VG08_CHILA
OG0001296	sp|Q01085|TIAR_HUMAN	tr|A0A8C2UQG7|A0A8C2UQG7_CHILA
OG0001297	sp|O95835|LATS1_HUMAN	tr|A0A8C2UU80|A0A8C2UU80_CHILA
OG0001297	sp|Q9NRM7|LATS2_HUMAN	tr|A0A8C2UZQ5|A0A8C2UZQ5_CHILA
OG0001298	sp|Q96DM1|PGBD4_HUMAN, sp|Q8N328|PGBD3_HUMAN, sp|Q6P3X8|PGBD2_HUMAN	tr|A0A8C2V2V6|A0A8C2V2V6_CHILA
OG0001299	sp|Q9UM19|HPCL4_HUMAN	tr|A0A8C2VET5|A0A8C2VET5_CHILA
OG0001299	sp|P62760|VISL1_HUMAN	tr|A0A8C2VQM5|A0A8C2VQM5_CHILA
OG0001300	sp|Q9BXI3|5NT1A_HUMAN	tr|A0A8C2VRU1|A0A8C2VRU1_CHILA
OG0001300	sp|Q96P26|5NT1B_HUMAN	tr|A0A8C2VDR2|A0A8C2VDR2_CHILA
OG0001301	sp|Q9ULU8|CAPS1_HUMAN	tr|A0A8C2UJK3|A0A8C2UJK3_CHILA
OG0001301	sp|Q86UW7|CAPS2_HUMAN	tr|A0A8C2VBW2|A0A8C2VBW2_CHILA
OG0001302	sp|Q9UBL6|CPNE7_HUMAN	tr|A0A8C2UMC4|A0A8C2UMC4_CHILA
OG0001302	sp|Q96A23|CPNE4_HUMAN	tr|A0A8C2UYZ8|A0A8C2UYZ8_CHILA
OG0001303	sp|Q86UY8|NT5D3_HUMAN	tr|A0A8C2VBG1|A0A8C2VBG1_CHILA
OG0001303	sp|Q9H857|NT5D2_HUMAN	tr|A0A8C2UXR9|A0A8C2UXR9_CHILA
OG0001304	sp|P55085|PAR2_HUMAN, sp|P25116|PAR1_HUMAN, sp|Q86VZ1|P2RY8_HUMAN	tr|A0A8C2VFP5|A0A8C2VFP5_CHILA
OG0001305	sp|Q96FV3|TSN17_HUMAN	tr|A0A8C2W0N7|A0A8C2W0N7_CHILA
OG0001305	sp|P62079|TSN5_HUMAN	tr|A0A8C2V274|A0A8C2V274_CHILA
OG0001306	sp|P24298|ALAT1_HUMAN	tr|A0A8C2VFK0|A0A8C2VFK0_CHILA
OG0001306	sp|Q8TD30|ALAT2_HUMAN	tr|A0A8C2US54|A0A8C2US54_CHILA
OG0001307	sp|Q14671|PUM1_HUMAN	tr|A0A8C2V919|A0A8C2V919_CHILA
OG0001307	sp|Q8TB72|PUM2_HUMAN	tr|A0A8C2V6W9|A0A8C2V6W9_CHILA
OG0001308	sp|Q86VP6|CAND1_HUMAN	tr|A0A8C2W4T8|A0A8C2W4T8_CHILA
OG0001308	sp|O75155|CAND2_HUMAN	tr|A0A8C2V9U6|A0A8C2V9U6_CHILA
OG0001309	sp|O95319|CELF2_HUMAN	tr|A0A8C2VFT1|A0A8C2VFT1_CHILA
OG0001309	sp|Q92879|CELF1_HUMAN	tr|A0A8C2VL68|A0A8C2VL68_CHILA
OG0001310	sp|O43865|SAHH2_HUMAN	tr|A0A8C2YLG8|A0A8C2YLG8_CHILA
OG0001310	sp|Q96HN2|SAHH3_HUMAN	tr|A0A8C2VH83|A0A8C2VH83_CHILA
OG0001311	sp|P09467|F16P1_HUMAN	tr|A0A8C2W539|A0A8C2W539_CHILA
OG0001311	sp|O00757|F16P2_HUMAN	tr|A0A8C2WAL8|A0A8C2WAL8_CHILA
OG0001312	sp|Q02218|ODO1_HUMAN	tr|A0A8C2W220|A0A8C2W220_CHILA
OG0001312	sp|Q9ULD0|OGDHL_HUMAN	tr|A0A8C2UM21|A0A8C2UM21_CHILA
OG0001313	sp|O75368|SH3L1_HUMAN	tr|A0A8C2V6T3|A0A8C2V6T3_CHILA
OG0001313	sp|P55822|SH3BG_HUMAN	tr|A0A8C2V9Y8|A0A8C2V9Y8_CHILA
OG0001314	sp|P27037|AVR2A_HUMAN	tr|A0A8C2UVM6|A0A8C2UVM6_CHILA
OG0001314	sp|Q13705|AVR2B_HUMAN	tr|A0A8C2VLH9|A0A8C2VLH9_CHILA
OG0001315	sp|Q16526|CRY1_HUMAN	tr|A0A8C2VS22|A0A8C2VS22_CHILA
OG0001315	sp|Q49AN0|CRY2_HUMAN	tr|A0A8C2VW14|A0A8C2VW14_CHILA
OG0001316	sp|Q9NU19|TB22B_HUMAN	tr|A0A8C2VXM7|A0A8C2VXM7_CHILA
OG0001316	sp|Q8WUA7|TB22A_HUMAN	tr|A0A8C2W772|A0A8C2W772_CHILA
OG0001317	sp|O95379|TFIP8_HUMAN	tr|A0A8C2W0J4|A0A8C2W0J4_CHILA
OG0001317	sp|Q5GJ75|TP8L3_HUMAN	tr|A0A8C2VNH2|A0A8C2VNH2_CHILA
OG0001318	sp|Q5VWW1|C1QL3_HUMAN	tr|A0A8C2WD56|A0A8C2WD56_CHILA
OG0001318	sp|O75973|C1QRF_HUMAN	tr|A0A8C2YUG8|A0A8C2YUG8_CHILA
OG0001319	sp|Q14957|NMDE3_HUMAN	tr|A0A8C2USP6|A0A8C2USP6_CHILA
OG0001319	sp|O15399|NMDE4_HUMAN	tr|A0A8C2YQC7|A0A8C2YQC7_CHILA
OG0001320	sp|Q6P2I3|FAH2B_HUMAN, sp|Q96GK7|FAH2A_HUMAN, sp|Q6P587|FAHD1_HUMAN	tr|A0A8C2V3I2|A0A8C2V3I2_CHILA
OG0001321	sp|Q96FC9|DDX11_HUMAN, sp|Q92771|DDX12_HUMAN, sp|A8MPP1|D11L8_HUMAN	tr|A0A8C2V5Z1|A0A8C2V5Z1_CHILA
OG0001322	sp|Q495T6|MMEL1_HUMAN	tr|A0A8C2V1E3|A0A8C2V1E3_CHILA
OG0001322	sp|P08473|NEP_HUMAN	tr|A0A8C2YJ57|A0A8C2YJ57_CHILA
OG0001323	sp|P62424|RL7A_HUMAN	tr|A0A8C2V433|A0A8C2V433_CHILA, tr|A0A8C2VZG6|A0A8C2VZG6_CHILA, tr|A0A8C2VWQ6|A0A8C2VWQ6_CHILA
OG0001324	sp|Q06210|GFPT1_HUMAN	tr|A0A8C2VHB6|A0A8C2VHB6_CHILA
OG0001324	sp|O94808|GFPT2_HUMAN	tr|A0A8C2VNZ3|A0A8C2VNZ3_CHILA
OG0001325	sp|Q9NPJ8|NXT2_HUMAN	tr|A0A8C2ULN1|A0A8C2ULN1_CHILA
OG0001325	sp|Q9UKK6|NXT1_HUMAN	tr|A0A8C2VQQ2|A0A8C2VQQ2_CHILA
OG0001326	sp|Q9BT81|SOX7_HUMAN, sp|Q9H6I2|SOX17_HUMAN, sp|P35713|SOX18_HUMAN	tr|A0A8C2YSX0|A0A8C2YSX0_CHILA
OG0001327	sp|Q9P2M4|TBC14_HUMAN	tr|A0A8C2VDA2|A0A8C2VDA2_CHILA
OG0001327	sp|O60347|TBC12_HUMAN	tr|A0A8C2UTJ6|A0A8C2UTJ6_CHILA
OG0001328	sp|P58397|ATS12_HUMAN	tr|A0A8C2YML2|A0A8C2YML2_CHILA
OG0001328	sp|Q9UKP4|ATS7_HUMAN	tr|A0A8C2V6P5|A0A8C2V6P5_CHILA
OG0001329	sp|A2RTX5|SYTC2_HUMAN	tr|A0A8C2WAC6|A0A8C2WAC6_CHILA
OG0001329	sp|P26639|SYTC_HUMAN	tr|A0A8C2VB96|A0A8C2VB96_CHILA
OG0001330	sp|Q7Z4Y8|AT5L2_HUMAN, sp|O75964|ATP5L_HUMAN	tr|A0A8C2VYJ6|A0A8C2VYJ6_CHILA, tr|A0A8C2VRV4|A0A8C2VRV4_CHILA
OG0001331	sp|Q9H2M3|BHMT2_HUMAN	tr|A0A8C2VS76|A0A8C2VS76_CHILA
OG0001331	sp|Q93088|BHMT1_HUMAN	tr|A0A8C2VFL7|A0A8C2VFL7_CHILA
OG0001332	sp|P29474|NOS3_HUMAN	tr|A0A8C2YJ58|A0A8C2YJ58_CHILA
OG0001332	sp|P35228|NOS2_HUMAN	tr|A0A8C2V4D5|A0A8C2V4D5_CHILA
OG0001333	sp|Q9UKI8|TLK1_HUMAN	tr|A0A8C2V0S8|A0A8C2V0S8_CHILA
OG0001333	sp|Q86UE8|TLK2_HUMAN	tr|A0A8C2USK3|A0A8C2USK3_CHILA
OG0001334	sp|P62508|ERR3_HUMAN	tr|A0A8C2V5L9|A0A8C2V5L9_CHILA
OG0001334	sp|O95718|ERR2_HUMAN	tr|A0A8C2VRH4|A0A8C2VRH4_CHILA
OG0001335	sp|Q6ZQY3|GADL1_HUMAN	tr|A0A8C2VBJ1|A0A8C2VBJ1_CHILA
OG0001335	sp|Q9Y600|CSAD_HUMAN	tr|A0A8C2VCD9|A0A8C2VCD9_CHILA
OG0001336	sp|Q8IWQ3|BRSK2_HUMAN	tr|A0A8C2UQV6|A0A8C2UQV6_CHILA
OG0001336	sp|Q8TDC3|BRSK1_HUMAN	tr|A0A8C2UK89|A0A8C2UK89_CHILA
OG0001337	sp|Q5H9K5|ZMAT1_HUMAN, sp|F2Z398|LMO7D_HUMAN, sp|Q5T7P6|TMM78_HUMAN	tr|A0A8C2UZE3|A0A8C2UZE3_CHILA
OG0001338	sp|P17787|ACHB2_HUMAN	tr|A0A8C2UYM7|A0A8C2UYM7_CHILA
OG0001338	sp|P30926|ACHB4_HUMAN	tr|A0A8C2V477|A0A8C2V477_CHILA
OG0001339	sp|P15313|VATB1_HUMAN	tr|A0A8C2V4V6|A0A8C2V4V6_CHILA
OG0001339	sp|P21281|VATB2_HUMAN	tr|A0A8C2VVH8|A0A8C2VVH8_CHILA
OG0001340	sp|Q5VYY2|LIPM_HUMAN	tr|A0A8C2VC69|A0A8C2VC69_CHILA
OG0001340	sp|P38571|LICH_HUMAN	tr|A0A8C2W5G2|A0A8C2W5G2_CHILA
OG0001341	sp|P45974|UBP5_HUMAN	tr|A0A8C2VZD0|A0A8C2VZD0_CHILA
OG0001341	sp|Q92995|UBP13_HUMAN	tr|A0A8C2VY08|A0A8C2VY08_CHILA
OG0001342	sp|Q8N335|GPD1L_HUMAN	tr|A0A8C2YT13|A0A8C2YT13_CHILA
OG0001342	sp|P21695|GPDA_HUMAN	tr|A0A8C2UJK8|A0A8C2UJK8_CHILA
OG0001343	sp|O00305|CACB4_HUMAN	tr|A0A8C2V5W1|A0A8C2V5W1_CHILA
OG0001343	sp|P54284|CACB3_HUMAN	tr|A0A8C2UT92|A0A8C2UT92_CHILA
OG0001344	sp|Q8N9I0|SYT2_HUMAN	tr|A0A8C2VL60|A0A8C2VL60_CHILA
OG0001344	sp|P21579|SYT1_HUMAN	tr|A0A8C2YL88|A0A8C2YL88_CHILA
OG0001345	sp|Q96LI5|CNO6L_HUMAN	tr|A0A8C2YL25|A0A8C2YL25_CHILA
OG0001345	sp|Q9ULM6|CNOT6_HUMAN	tr|A0A8C2VGR3|A0A8C2VGR3_CHILA
OG0001346	sp|Q5T5C0|STXB5_HUMAN	tr|A0A8C2UWM0|A0A8C2UWM0_CHILA
OG0001346	sp|Q9Y2K9|STB5L_HUMAN	tr|A0A8C2VB68|A0A8C2VB68_CHILA
OG0001347	sp|Q49A17|GLTL6_HUMAN	tr|A0A8C2W1F4|A0A8C2W1F4_CHILA
OG0001347	sp|Q86SR1|GLT10_HUMAN	tr|A0A8C2YS62|A0A8C2YS62_CHILA
OG0001348	sp|Q16512|PKN1_HUMAN	tr|A0A8C2W967|A0A8C2W967_CHILA
OG0001348	sp|Q16513|PKN2_HUMAN	tr|A0A8C2UUJ4|A0A8C2UUJ4_CHILA
OG0001349	sp|Q02543|RL18A_HUMAN	tr|A0A8C2VER2|A0A8C2VER2_CHILA, tr|A0A8C2USG6|A0A8C2USG6_CHILA, tr|A0A8C2VIB9|A0A8C2VIB9_CHILA
OG0001350	sp|P20382|MCH_HUMAN, sp|Q9BQD1|MCHL2_HUMAN, sp|Q16048|MCHL1_HUMAN	tr|A0A8C2VLU5|A0A8C2VLU5_CHILA
OG0001351	sp|Q9BVJ6|UT14A_HUMAN, sp|Q5TAP6|UT14C_HUMAN	tr|A0A8C2YJH9|A0A8C2YJH9_CHILA, tr|A0A8C2UR53|A0A8C2UR53_CHILA
OG0001352	sp|Q9ULR3|PPM1H_HUMAN	tr|A0A8C2VKG3|A0A8C2VKG3_CHILA
OG0001352	sp|Q5JR12|PPM1J_HUMAN	tr|A0A8C2UXM8|A0A8C2UXM8_CHILA
OG0001353	sp|Q9UNQ0|ABCG2_HUMAN	tr|A0A8C2V340|A0A8C2V340_CHILA, tr|A0A8C2V7C4|A0A8C2V7C4_CHILA, tr|A0A8C2VB20|A0A8C2VB20_CHILA
OG0001354	sp|Q15059|BRD3_HUMAN	tr|A0A8C2V4X1|A0A8C2V4X1_CHILA
OG0001354	sp|P25440|BRD2_HUMAN	tr|A0A8C2VDW1|A0A8C2VDW1_CHILA
OG0001355	sp|Q9NS82|AAA1_HUMAN	tr|A0A8C2W058|A0A8C2W058_CHILA
OG0001355	sp|Q9UHI5|LAT2_HUMAN	tr|A0A8C2VHT1|A0A8C2VHT1_CHILA
OG0001356	sp|P35670|ATP7B_HUMAN	tr|A0A8C2YL85|A0A8C2YL85_CHILA
OG0001356	sp|Q04656|ATP7A_HUMAN	tr|A0A8C2UGC2|A0A8C2UGC2_CHILA
OG0001357	sp|Q86U70|LDB1_HUMAN	tr|A0A8C2UKA2|A0A8C2UKA2_CHILA
OG0001357	sp|O43679|LDB2_HUMAN	tr|A0A8C2UIR5|A0A8C2UIR5_CHILA
OG0001358	sp|P16050|LOX15_HUMAN	tr|A0A8C2VEV8|A0A8C2VEV8_CHILA
OG0001358	sp|P18054|LOX12_HUMAN	tr|A0A8C2VF82|A0A8C2VF82_CHILA
OG0001359	sp|P15328|FOLR1_HUMAN, sp|P14207|FOLR2_HUMAN, sp|P41439|FOLR3_HUMAN	tr|A0A8C2W507|A0A8C2W507_CHILA
OG0001360	sp|Q6PCB7|S27A1_HUMAN	tr|A0A8C2V4N6|A0A8C2V4N6_CHILA
OG0001360	sp|Q6P1M0|S27A4_HUMAN	tr|A0A8C2UNQ1|A0A8C2UNQ1_CHILA
OG0001361	sp|Q05655|KPCD_HUMAN	tr|A0A8C2V0A0|A0A8C2V0A0_CHILA
OG0001361	sp|Q04759|KPCT_HUMAN	tr|A0A8C2V6X9|A0A8C2V6X9_CHILA
OG0001362	sp|P02489|CRYAA_HUMAN, tr|A0A096LPJ9|A0A096LPJ9_HUMAN, sp|Q9BQS6|HSPB9_HUMAN	tr|A0A8C2VAB2|A0A8C2VAB2_CHILA
OG0001363	sp|Q9P121|NTRI_HUMAN	tr|A0A8C2W6N8|A0A8C2W6N8_CHILA
OG0001363	sp|Q14982|OPCM_HUMAN	tr|A0A8C2W8R0|A0A8C2W8R0_CHILA
OG0001364	sp|P50395|GDIB_HUMAN	tr|A0A8C2V3H2|A0A8C2V3H2_CHILA
OG0001364	sp|P31150|GDIA_HUMAN	tr|A0A8C2URU7|A0A8C2URU7_CHILA
OG0001365	sp|C9J202|AG1L2_HUMAN, sp|Q6GMV1|ALG1L_HUMAN, sp|Q9BT22|ALG1_HUMAN	tr|A0A8C2VPY6|A0A8C2VPY6_CHILA
OG0001366	sp|Q99592|ZBT18_HUMAN	tr|A0A8C2W1W2|A0A8C2W1W2_CHILA
OG0001366	sp|B2RXF5|ZBT42_HUMAN	tr|A0A8C2V8H4|A0A8C2V8H4_CHILA
OG0001367	sp|Q6ZN16|M3K15_HUMAN	tr|A0A8C2UK45|A0A8C2UK45_CHILA
OG0001367	sp|Q99683|M3K5_HUMAN	tr|A0A8C2V684|A0A8C2V684_CHILA
OG0001368	sp|P62888|RL30_HUMAN	tr|A0A8C2V8A6|A0A8C2V8A6_CHILA, tr|A0A8C2V881|A0A8C2V881_CHILA, tr|A0A8C2VSC6|A0A8C2VSC6_CHILA
OG0001369	sp|P09105|HBAT_HUMAN	tr|A0A8C2W3W5|A0A8C2W3W5_CHILA
OG0001369	sp|P69905|HBA_HUMAN	tr|A0A8C2W7L6|A0A8C2W7L6_CHILA
OG0001370	sp|Q9C026|TRIM9_HUMAN	tr|A0A8C2W4K2|A0A8C2W4K2_CHILA
OG0001370	sp|Q6ZTA4|TRI67_HUMAN	tr|A0A8C2V382|A0A8C2V382_CHILA
OG0001371	tr|A0A1W2PPD8|A0A1W2PPD8_HUMAN, sp|B2RXH2|KDM4E_HUMAN, sp|Q6B0I6|KDM4D_HUMAN	tr|A0A8C2WDJ6|A0A8C2WDJ6_CHILA
OG0001372	sp|Q9P299|COPZ2_HUMAN	tr|A0A8C2YSC9|A0A8C2YSC9_CHILA
OG0001372	sp|P61923|COPZ1_HUMAN	tr|A0A8C2VIR6|A0A8C2VIR6_CHILA
OG0001373	sp|Q9NQP4|PFD4_HUMAN	tr|A0A8C2UU14|A0A8C2UU14_CHILA, tr|A0A8C2V176|A0A8C2V176_CHILA, tr|A0A8C2VCU0|A0A8C2VCU0_CHILA
OG0001374	sp|Q2M238|RN3P1_HUMAN, sp|A6NIE6|RN3P2_HUMAN, sp|Q9NYV6|RRN3_HUMAN	tr|A0A8C2VK27|A0A8C2VK27_CHILA
OG0001375	sp|Q96MF6|CQ10A_HUMAN	tr|A0A8C2YU89|A0A8C2YU89_CHILA
OG0001375	sp|Q9H8M1|CQ10B_HUMAN	tr|A0A8C2WA24|A0A8C2WA24_CHILA
OG0001376	sp|Q96D09|GASP2_HUMAN	tr|A0A8C2W5W9|A0A8C2W5W9_CHILA
OG0001376	sp|Q5JY77|GASP1_HUMAN	tr|A0A8C2WA81|A0A8C2WA81_CHILA
OG0001377	sp|P19622|HME2_HUMAN	tr|A0A8C2UPL6|A0A8C2UPL6_CHILA
OG0001377	sp|Q05925|HME1_HUMAN	tr|A0A8C2UTI6|A0A8C2UTI6_CHILA
OG0001378	sp|O60423|AT8B3_HUMAN	tr|A0A8C2VGN6|A0A8C2VGN6_CHILA
OG0001378	sp|O43520|AT8B1_HUMAN	tr|A0A8C2VW71|A0A8C2VW71_CHILA
OG0001379	sp|Q9BYT9|ANO3_HUMAN	tr|A0A8C2UPV3|A0A8C2UPV3_CHILA
OG0001379	sp|Q32M45|ANO4_HUMAN	tr|A0A8C2VU82|A0A8C2VU82_CHILA
OG0001380	sp|Q9Y4K0|LOXL2_HUMAN	tr|A0A8C2YU88|A0A8C2YU88_CHILA
OG0001380	sp|P58215|LOXL3_HUMAN	tr|A0A8C2V8G2|A0A8C2V8G2_CHILA
OG0001381	sp|O43854|EDIL3_HUMAN	tr|A0A8C2UUQ7|A0A8C2UUQ7_CHILA
OG0001381	sp|Q08431|MFGM_HUMAN	tr|A0A8C2VGH2|A0A8C2VGH2_CHILA
OG0001382	sp|Q99502|EYA1_HUMAN	tr|A0A8C2UVG3|A0A8C2UVG3_CHILA
OG0001382	sp|O95677|EYA4_HUMAN	tr|A0A8C2YRX4|A0A8C2YRX4_CHILA
OG0001383	sp|Q9Y2T2|AP3M1_HUMAN	tr|A0A8C2VFI0|A0A8C2VFI0_CHILA
OG0001383	sp|P53677|AP3M2_HUMAN	tr|A0A8C2UJ80|A0A8C2UJ80_CHILA
OG0001384	sp|O43314|VIP2_HUMAN	tr|A0A8C2VYP6|A0A8C2VYP6_CHILA
OG0001384	sp|Q6PFW1|VIP1_HUMAN	tr|A0A8C2VAJ7|A0A8C2VAJ7_CHILA
OG0001385	sp|Q86TM3|DDX53_HUMAN	tr|A0A8C2W577|A0A8C2W577_CHILA
OG0001385	sp|Q9NXZ2|DDX43_HUMAN	tr|A0A8C2YQ17|A0A8C2YQ17_CHILA
OG0001386	sp|Q02040|AK17A_HUMAN	tr|A0A8C2USZ7|A0A8C2USZ7_CHILA, tr|A0A8C2YJG1|A0A8C2YJG1_CHILA, tr|A0A8C2UF61|A0A8C2UF61_CHILA
OG0001387	sp|P61018|RAB4B_HUMAN	tr|A0A8C2UJH4|A0A8C2UJH4_CHILA
OG0001387	sp|P20338|RAB4A_HUMAN	tr|A0A8C2UT04|A0A8C2UT04_CHILA
OG0001388	sp|Q96PD6|MOGT1_HUMAN	tr|A0A8C2VIQ6|A0A8C2VIQ6_CHILA
OG0001388	sp|Q3SYC2|MOGT2_HUMAN	tr|A0A8C2V8C0|A0A8C2V8C0_CHILA
OG0001389	sp|Q7L576|CYFP1_HUMAN	tr|A0A8C2YII2|A0A8C2YII2_CHILA
OG0001389	sp|Q96F07|CYFP2_HUMAN	tr|A0A8C2VKP5|A0A8C2VKP5_CHILA
OG0001390	sp|P27635|RL10_HUMAN	tr|A0A8C2UQJ7|A0A8C2UQJ7_CHILA
OG0001390	sp|Q96L21|RL10L_HUMAN	tr|A0A8C2WBG7|A0A8C2WBG7_CHILA
OG0001391	sp|Q6WRX3|ZY11A_HUMAN	tr|A0A8C2V2A1|A0A8C2V2A1_CHILA
OG0001391	sp|Q9C0D3|ZY11B_HUMAN	tr|A0A8C2V4Q2|A0A8C2V4Q2_CHILA
OG0001392	sp|Q9UQ88|CD11A_HUMAN, sp|P21127|CD11B_HUMAN	tr|A0A8C2VCG2|A0A8C2VCG2_CHILA, tr|A0A8C2YLP9|A0A8C2YLP9_CHILA
OG0001393	sp|P46939|UTRN_HUMAN	tr|A0A8C2VW53|A0A8C2VW53_CHILA
OG0001393	sp|P11532|DMD_HUMAN	tr|A0A8C2UN70|A0A8C2UN70_CHILA
OG0001394	sp|Q9BQ89|F110A_HUMAN, sp|Q1W6H9|F110C_HUMAN, sp|Q8TC76|F110B_HUMAN	tr|A0A8C2UIX9|A0A8C2UIX9_CHILA
OG0001396	sp|P23470|PTPRG_HUMAN	tr|A0A8C2UK77|A0A8C2UK77_CHILA
OG0001396	sp|P23471|PTPRZ_HUMAN	tr|A0A8C2VD99|A0A8C2VD99_CHILA
OG0001397	sp|P0DI82|TPC2B_HUMAN, sp|P0DI81|TPC2A_HUMAN	tr|A0A8C2UMP7|A0A8C2UMP7_CHILA, tr|A0A8C2VMQ8|A0A8C2VMQ8_CHILA
OG0001398	sp|Q5VV63|ATRN1_HUMAN	tr|A0A8C2VPX9|A0A8C2VPX9_CHILA
OG0001398	sp|O75882|ATRN_HUMAN	tr|A0A8C2VJV8|A0A8C2VJV8_CHILA
OG0001399	sp|Q13247|SRSF6_HUMAN	tr|A0A8C2VMP0|A0A8C2VMP0_CHILA
OG0001399	sp|Q08170|SRSF4_HUMAN	tr|A0A8C2VGN3|A0A8C2VGN3_CHILA
OG0001400	sp|Q4KMP7|TB10B_HUMAN	tr|A0A8C2VQ57|A0A8C2VQ57_CHILA
OG0001400	sp|Q9BXI6|TB10A_HUMAN	tr|A0A8C2VSD2|A0A8C2VSD2_CHILA
OG0001401	sp|O00763|ACACB_HUMAN	tr|A0A8C2VCF5|A0A8C2VCF5_CHILA
OG0001401	sp|Q13085|ACACA_HUMAN	tr|A0A8C2VXR4|A0A8C2VXR4_CHILA
OG0001402	sp|P20155|ISK2_HUMAN, sp|P0C7L1|ISK8_HUMAN, sp|P00995|ISK1_HUMAN	tr|A0A8C2VJR1|A0A8C2VJR1_CHILA
OG0001403	sp|O94979|SC31A_HUMAN	tr|A0A8C2VPR4|A0A8C2VPR4_CHILA
OG0001403	sp|Q9NQW1|SC31B_HUMAN	tr|A0A8C2VF52|A0A8C2VF52_CHILA
