Orthogroup	Homo_sapiens	Phascolarctos_cinereus
OG0002919	sp|Q6X4U4|SOSD1_HUMAN	tr|A0A6P5LGE9|A0A6P5LGE9_PHACI
OG0002920	sp|Q6ZN32|ETV3L_HUMAN	tr|A0A6P5KQP5|A0A6P5KQP5_PHACI
OG0002921	sp|Q6ZWE6|PKHM3_HUMAN	tr|A0A6P5M762|A0A6P5M762_PHACI
OG0002922	sp|Q70EL2|UBP45_HUMAN	tr|A0A6P5L7S4|A0A6P5L7S4_PHACI
OG0002923	sp|Q7RTS6|OTOP2_HUMAN	tr|A0A6P5LJ86|A0A6P5LJ86_PHACI
OG0002924	sp|Q86SS6|SYT9_HUMAN	tr|A0A6P5LXJ6|A0A6P5LXJ6_PHACI
OG0002925	sp|Q86Z20|CC125_HUMAN	tr|A0A6P5LXE3|A0A6P5LXE3_PHACI
OG0002926	sp|Q8IXQ8|PDZD9_HUMAN	tr|A0A6P5IG32|A0A6P5IG32_PHACI
OG0002927	sp|Q8N205|SYNE4_HUMAN	tr|A0A6P5JIX7|A0A6P5JIX7_PHACI
OG0002928	sp|Q8N729|NPW_HUMAN	tr|A0A6P5M1P1|A0A6P5M1P1_PHACI
OG0002929	sp|Q8TAE8|G45IP_HUMAN	tr|A0A6P5L5W7|A0A6P5L5W7_PHACI
OG0002930	sp|Q8TAG6|VEXIN_HUMAN	tr|A0A6P5LPG4|A0A6P5LPG4_PHACI
OG0002931	sp|Q92685|ALG3_HUMAN	tr|A0A6P5LVN5|A0A6P5LVN5_PHACI
OG0002932	sp|Q96CM8|ACSF2_HUMAN	tr|A0A6P5J1U2|A0A6P5J1U2_PHACI
OG0002933	sp|Q96FH0|BORC8_HUMAN	tr|A0A6P5IV54|A0A6P5IV54_PHACI
OG0002934	sp|Q96JK2|DCAF5_HUMAN	tr|A0A6P5LW21|A0A6P5LW21_PHACI
OG0002935	sp|Q99675|CGRF1_HUMAN	tr|A0A6P5KMQ9|A0A6P5KMQ9_PHACI
OG0002936	sp|Q9BRG1|VPS25_HUMAN	tr|A0A6P5JBC5|A0A6P5JBC5_PHACI
OG0002937	sp|Q9BTA9|WAC_HUMAN	tr|A0A6P5KP75|A0A6P5KP75_PHACI
OG0002938	sp|Q9BVW5|TIPIN_HUMAN	tr|A0A6P5K0L0|A0A6P5K0L0_PHACI
OG0002939	sp|Q9BXS6|NUSAP_HUMAN	tr|A0A6P5M2U4|A0A6P5M2U4_PHACI
OG0002940	sp|Q9GZT5|WN10A_HUMAN	tr|A0A6P5LM48|A0A6P5LM48_PHACI
OG0002941	sp|Q9H093|NUAK2_HUMAN	tr|A0A6P5LR20|A0A6P5LR20_PHACI
OG0002942	sp|Q9H8W4|PKHF2_HUMAN	tr|A0A6P5IQU3|A0A6P5IQU3_PHACI
OG0002943	sp|Q9HCU9|BRMS1_HUMAN	tr|A0A6P5IPC7|A0A6P5IPC7_PHACI
OG0002944	sp|Q9NQ32|CK016_HUMAN	tr|A0A6P5LIU7|A0A6P5LIU7_PHACI
OG0002945	sp|Q9NY15|STAB1_HUMAN	tr|A0A6P5J7H4|A0A6P5J7H4_PHACI
OG0002946	sp|Q9P206|K1522_HUMAN	tr|A0A6P5K1R2|A0A6P5K1R2_PHACI
OG0002947	sp|Q9UHY1|NRBP_HUMAN	tr|A0A6P5K356|A0A6P5K356_PHACI
OG0002948	sp|Q9UMR3|TBX20_HUMAN	tr|A0A6P5IRI6|A0A6P5IRI6_PHACI
OG0002949	sp|Q9Y6E7|SIR4_HUMAN	tr|A0A6P5LYX0|A0A6P5LYX0_PHACI
OG0002951	sp|A6NKF7|TM88B_HUMAN	tr|A0A6P5J9W6|A0A6P5J9W6_PHACI
OG0002952	sp|O00566|MPP10_HUMAN	tr|A0A6P5IQB5|A0A6P5IQB5_PHACI
OG0002953	sp|O15056|SYNJ2_HUMAN	tr|A0A6P5KA20|A0A6P5KA20_PHACI
OG0002954	sp|O15144|ARPC2_HUMAN	tr|A0A6P5LPS7|A0A6P5LPS7_PHACI
OG0002955	sp|O15528|CP27B_HUMAN	tr|A0A6P5KJL7|A0A6P5KJL7_PHACI
OG0002956	sp|O43248|HXC11_HUMAN	tr|A0A6P5ILB4|A0A6P5ILB4_PHACI
OG0002957	sp|O43310|CTIF_HUMAN	tr|A0A6P5KA70|A0A6P5KA70_PHACI
OG0002958	sp|O75347|TBCA_HUMAN	tr|A0A6P5L740|A0A6P5L740_PHACI
OG0002959	sp|O75953|DNJB5_HUMAN	tr|A0A6P5JNW9|A0A6P5JNW9_PHACI
OG0002960	sp|O94905|ERLN2_HUMAN	tr|A0A6P5K7L2|A0A6P5K7L2_PHACI
OG0002961	sp|O95677|EYA4_HUMAN	tr|A0A6P5KDD2|A0A6P5KDD2_PHACI
OG0002962	sp|P01100|FOS_HUMAN	tr|A0A6P5KA93|A0A6P5KA93_PHACI
OG0002963	sp|P04216|THY1_HUMAN	tr|A0A6P5K5D7|A0A6P5K5D7_PHACI
OG0002964	sp|P05231|IL6_HUMAN	tr|A0A6P5KTA4|A0A6P5KTA4_PHACI
OG0002966	sp|P11274|BCR_HUMAN	tr|A0A6P5JG27|A0A6P5JG27_PHACI
OG0002967	sp|P27487|DPP4_HUMAN	tr|A0A6P5LQ25|A0A6P5LQ25_PHACI
OG0002968	sp|P29972|AQP1_HUMAN	tr|A0A6P5ID11|A0A6P5ID11_PHACI
OG0002969	sp|P30040|ERP29_HUMAN	tr|A0A6P5JVK5|A0A6P5JVK5_PHACI
OG0002970	sp|P40937|RFC5_HUMAN	tr|A0A6P5LYK6|A0A6P5LYK6_PHACI
OG0002971	sp|P51460|INSL3_HUMAN	tr|A0A6P5M289|A0A6P5M289_PHACI
OG0002972	sp|Q01831|XPC_HUMAN	tr|A0A6P5JRA5|A0A6P5JRA5_PHACI
OG0002974	sp|Q13164|MK07_HUMAN	tr|A0A6P5LV63|A0A6P5LV63_PHACI
OG0002975	sp|Q13630|FCL_HUMAN	tr|A0A6P5KZS1|A0A6P5KZS1_PHACI
OG0002976	sp|Q14289|FAK2_HUMAN	tr|A0A6P5K3P3|A0A6P5K3P3_PHACI
OG0002977	sp|Q15116|PDCD1_HUMAN	tr|A0A6P5KJ90|A0A6P5KJ90_PHACI
OG0002978	sp|Q15118|PDK1_HUMAN	tr|A0A6P5KQU0|A0A6P5KQU0_PHACI
OG0002979	sp|Q15813|TBCE_HUMAN	tr|A0A6P5LJX1|A0A6P5LJX1_PHACI
OG0002980	sp|Q15878|CAC1E_HUMAN	tr|A0A6P5K5M8|A0A6P5K5M8_PHACI
OG0002981	sp|Q16790|CAH9_HUMAN	tr|A0A6P5JNG4|A0A6P5JNG4_PHACI
OG0002982	sp|Q2M2I8|AAK1_HUMAN	tr|A0A6P5K7U9|A0A6P5K7U9_PHACI
OG0002983	sp|Q2NL68|PRSR3_HUMAN	tr|A0A6P5JP75|A0A6P5JP75_PHACI
OG0002984	sp|Q3B8N5|PROX2_HUMAN	tr|A0A6P5KBJ4|A0A6P5KBJ4_PHACI
OG0002985	sp|Q53EZ4|CEP55_HUMAN	tr|A0A6P5ICM2|A0A6P5ICM2_PHACI
OG0002986	sp|Q5JTW2|CEP78_HUMAN	tr|A0A6P5KZ31|A0A6P5KZ31_PHACI
OG0002987	sp|Q5T7P8|SYT6_HUMAN	tr|A0A6P5LER2|A0A6P5LER2_PHACI
OG0002988	sp|Q6UWI2|PARM1_HUMAN	tr|A0A6P5KGI0|A0A6P5KGI0_PHACI
OG0002989	sp|Q6ZMT1|STAC2_HUMAN	tr|A0A6P5L9J7|A0A6P5L9J7_PHACI
OG0002990	sp|Q7L0R7|RNF44_HUMAN	tr|A0A6P5LBQ8|A0A6P5LBQ8_PHACI
OG0002991	sp|Q7Z589|EMSY_HUMAN	tr|A0A6P5KJL8|A0A6P5KJL8_PHACI
OG0002992	sp|Q7Z6K3|PTAR1_HUMAN	tr|A0A6P5LI70|A0A6P5LI70_PHACI
OG0002993	sp|Q7Z6M1|RABEK_HUMAN	tr|A0A6P5IMG7|A0A6P5IMG7_PHACI
OG0002994	sp|Q86VD9|PIGZ_HUMAN	tr|A0A6P5KJJ8|A0A6P5KJJ8_PHACI
OG0002995	sp|Q86X83|COMD2_HUMAN	tr|A0A6P5JWQ4|A0A6P5JWQ4_PHACI
OG0002996	sp|Q8IYT4|KATL2_HUMAN	tr|A0A6P5K9B2|A0A6P5K9B2_PHACI
OG0002997	sp|Q8N336|ELMD1_HUMAN	tr|A0A6P5L287|A0A6P5L287_PHACI
OG0002998	sp|Q8N3R3|TCAIM_HUMAN	tr|A0A6P5KWI2|A0A6P5KWI2_PHACI
OG0002999	sp|Q8N465|D2HDH_HUMAN	tr|A0A6P5KGH6|A0A6P5KGH6_PHACI
OG0003000	sp|Q8N4L1|T151A_HUMAN	tr|A0A6P5IZK5|A0A6P5IZK5_PHACI
OG0003001	sp|Q8N5M4|TTC9C_HUMAN	tr|A0A6P5IXA2|A0A6P5IXA2_PHACI
OG0003002	sp|Q8NEG5|ZSWM2_HUMAN	tr|A0A6P5JPR0|A0A6P5JPR0_PHACI
OG0003003	sp|Q8NHS3|MFSD8_HUMAN	tr|A0A6P5KFC2|A0A6P5KFC2_PHACI
OG0003004	sp|Q8TC05|MDM1_HUMAN	tr|A0A6P5KMJ7|A0A6P5KMJ7_PHACI
OG0003005	sp|Q8TC57|M1AP_HUMAN	tr|A0A6P5LY47|A0A6P5LY47_PHACI
OG0003006	sp|Q96BZ4|PLD4_HUMAN	tr|A0A6P5JP36|A0A6P5JP36_PHACI
OG0003007	sp|Q96NW7|LRRC7_HUMAN	tr|A0A6P5KZF9|A0A6P5KZF9_PHACI
OG0003008	sp|Q96P44|COLA1_HUMAN	tr|A0A6P5LDP4|A0A6P5LDP4_PHACI
OG0003009	sp|Q9BTY2|FUCO2_HUMAN	tr|A0A6P5J1F6|A0A6P5J1F6_PHACI
OG0003010	sp|Q9HAT2|SIAE_HUMAN	tr|A0A6P5LHQ9|A0A6P5LHQ9_PHACI
OG0003011	sp|Q9NP50|SHCAF_HUMAN	tr|A0A6P5JK00|A0A6P5JK00_PHACI
OG0003012	sp|Q9NQP4|PFD4_HUMAN	tr|A0A6P5K5D1|A0A6P5K5D1_PHACI
OG0003013	sp|Q9NRF2|SH2B1_HUMAN	tr|A0A6P5M218|A0A6P5M218_PHACI
OG0003014	sp|Q9NRS6|SNX15_HUMAN	tr|A0A6P5IXH3|A0A6P5IXH3_PHACI
OG0003015	sp|Q9NRX3|NUA4L_HUMAN	tr|A0A6P5KL96|A0A6P5KL96_PHACI
OG0003016	sp|Q9NUJ3|T11L1_HUMAN	tr|A0A6P5ILI9|A0A6P5ILI9_PHACI
OG0003017	sp|Q9Y274|SIA10_HUMAN	tr|A0A6P5JSK8|A0A6P5JSK8_PHACI
OG0003018	sp|Q9Y2Z4|SYYM_HUMAN	tr|A0A6P5JAT6|A0A6P5JAT6_PHACI
OG0003019	sp|Q9Y394|DHRS7_HUMAN	tr|A0A6P5KAW4|A0A6P5KAW4_PHACI
OG0003020	sp|Q9Y5N5|N6MT1_HUMAN	tr|A0A6P5L4H8|A0A6P5L4H8_PHACI
OG0003021	sp|O43526|KCNQ2_HUMAN	tr|A0A6P5JUU9|A0A6P5JUU9_PHACI
OG0003022	sp|O43766|LIAS_HUMAN	tr|A0A6P5KN86|A0A6P5KN86_PHACI
OG0003023	sp|O75564|JERKY_HUMAN	tr|A0A6P5L4V1|A0A6P5L4V1_PHACI
OG0003024	sp|O95476|CNEP1_HUMAN	tr|A0A6P5IU60|A0A6P5IU60_PHACI
OG0003025	sp|O95502|NPTXR_HUMAN	tr|A0A6P5JYS7|A0A6P5JYS7_PHACI
OG0003026	sp|P08F94|PKHD1_HUMAN	tr|A0A6P5L1T5|A0A6P5L1T5_PHACI
OG0003027	sp|P14415|AT1B2_HUMAN	tr|A0A6P5IKK9|A0A6P5IKK9_PHACI
OG0003028	sp|P17040|ZSC20_HUMAN	tr|A0A6P5K249|A0A6P5K249_PHACI
OG0003029	sp|P19971|TYPH_HUMAN	tr|A0A6P5K0R2|A0A6P5K0R2_PHACI
OG0003030	sp|P26022|PTX3_HUMAN	tr|A0A6P5KIV8|A0A6P5KIV8_PHACI
OG0003031	sp|P30085|KCY_HUMAN	tr|A0A6P5KCW7|A0A6P5KCW7_PHACI
OG0003032	sp|P50995|ANX11_HUMAN	tr|A0A6P5LT16|A0A6P5LT16_PHACI
OG0003033	sp|P51684|CCR6_HUMAN	tr|A0A6P5IVB7|A0A6P5IVB7_PHACI
OG0003034	sp|P52746|ZN142_HUMAN	tr|A0A6P5LJS4|A0A6P5LJS4_PHACI
OG0003035	sp|P62891|RL39_HUMAN	tr|A0A6P5J9I9|A0A6P5J9I9_PHACI
OG0003036	sp|Q02577|HEN2_HUMAN	tr|A0A6P5L920|A0A6P5L920_PHACI
OG0003037	sp|Q05195|MAD1_HUMAN	tr|A0A6P5K7P6|A0A6P5K7P6_PHACI
OG0003038	sp|Q08AI8|MB214_HUMAN	tr|A0A6P5KJ46|A0A6P5KJ46_PHACI
OG0003039	sp|Q13087|PDIA2_HUMAN	tr|A0A6P5LYS2|A0A6P5LYS2_PHACI
OG0003040	sp|Q14674|ESPL1_HUMAN	tr|A0A6P5ILA2|A0A6P5ILA2_PHACI
OG0003041	sp|Q15466|NR0B2_HUMAN	tr|A0A6P5K0Z2|A0A6P5K0Z2_PHACI
OG0003042	sp|Q155Q3|DIXC1_HUMAN	tr|A0A6P5KKC3|A0A6P5KKC3_PHACI
OG0003043	sp|Q15849|UT2_HUMAN	tr|A0A6P5K983|A0A6P5K983_PHACI
OG0003044	sp|Q3YBR2|TBRG1_HUMAN	tr|A0A6P5LD23|A0A6P5LD23_PHACI
OG0003045	sp|Q5BJH7|YIF1B_HUMAN	tr|A0A6P5JJG0|A0A6P5JJG0_PHACI
OG0003046	sp|Q5TEJ8|THMS2_HUMAN	tr|A0A6P5K1T3|A0A6P5K1T3_PHACI
OG0003047	sp|Q5VTE6|ANGE2_HUMAN	tr|A0A6P5M157|A0A6P5M157_PHACI
OG0003048	sp|Q5VV67|PPRC1_HUMAN	tr|A0A6P5IVD1|A0A6P5IVD1_PHACI
OG0003049	sp|Q6IPU0|CENPP_HUMAN	tr|A0A6P5IDE6|A0A6P5IDE6_PHACI
OG0003050	sp|Q6NUS6|TECT3_HUMAN	tr|A0A6P5L434|A0A6P5L434_PHACI
OG0003051	sp|Q6ZV89|SH2D5_HUMAN	tr|A0A6P5JCP8|A0A6P5JCP8_PHACI
OG0003052	sp|Q76FK4|NOL8_HUMAN	tr|A0A6P5IDD7|A0A6P5IDD7_PHACI
OG0003053	sp|Q7Z745|MRO2B_HUMAN	tr|A0A6P5L1A1|A0A6P5L1A1_PHACI
OG0003054	sp|Q86VZ5|SMS1_HUMAN	tr|A0A6P5JB55|A0A6P5JB55_PHACI
OG0003055	sp|Q8IV56|PRR15_HUMAN	tr|A0A6P5L061|A0A6P5L061_PHACI
OG0003056	sp|Q8IVT2|MISP_HUMAN	tr|A0A6P5M1U6|A0A6P5M1U6_PHACI
OG0003057	sp|Q8IWE2|NXP20_HUMAN	tr|A0A6P5KPG6|A0A6P5KPG6_PHACI
OG0003058	sp|Q8N0Z3|SPICE_HUMAN	tr|A0A6P5LZM8|A0A6P5LZM8_PHACI
OG0003059	sp|Q8NBT3|TM145_HUMAN	tr|A0A6P5LSC4|A0A6P5LSC4_PHACI
OG0003060	sp|Q8NER5|ACV1C_HUMAN	tr|A0A6P5LWY7|A0A6P5LWY7_PHACI
OG0003061	sp|Q8WWI1|LMO7_HUMAN	tr|A0A6P5KQX5|A0A6P5KQX5_PHACI
OG0003062	sp|Q92575|UBXN4_HUMAN	tr|A0A6P5M328|A0A6P5M328_PHACI
OG0003063	sp|Q92945|FUBP2_HUMAN	tr|A0A6P5J165|A0A6P5J165_PHACI
OG0003064	sp|Q96A70|AZIN2_HUMAN	tr|A0A6P5K201|A0A6P5K201_PHACI
OG0003065	sp|Q96EY8|MMAB_HUMAN	tr|A0A6P5LYX1|A0A6P5LYX1_PHACI
OG0003066	sp|Q9BQP7|MGME1_HUMAN	tr|A0A6P5KBK9|A0A6P5KBK9_PHACI
OG0003067	sp|Q9BRX8|PXL2A_HUMAN	tr|A0A6P5JP81|A0A6P5JP81_PHACI
OG0003068	sp|Q9BUR5|MIC26_HUMAN	tr|A0A6P5KKN2|A0A6P5KKN2_PHACI
OG0003069	sp|Q9BX93|PG12B_HUMAN	tr|A0A6P5LX74|A0A6P5LX74_PHACI
OG0003070	sp|Q9BXR0|TGT_HUMAN	tr|A0A6P5L1J9|A0A6P5L1J9_PHACI
OG0003071	sp|Q9H0Z9|RBM38_HUMAN	tr|A0A6P5JUJ7|A0A6P5JUJ7_PHACI
OG0003072	sp|Q9H2K0|IF3M_HUMAN	tr|A0A6P5L3Z1|A0A6P5L3Z1_PHACI
OG0003073	sp|Q9H313|TTYH1_HUMAN	tr|A0A6P5LU38|A0A6P5LU38_PHACI
OG0003074	sp|Q9H7Z6|KAT8_HUMAN	tr|A0A6P5M7G5|A0A6P5M7G5_PHACI
OG0003075	sp|Q9HAQ2|KIF9_HUMAN	tr|A0A6P5LGK9|A0A6P5LGK9_PHACI
OG0003076	sp|Q9NPI9|KCJ16_HUMAN	tr|A0A6P5LQJ0|A0A6P5LQJ0_PHACI
OG0003077	sp|Q9NQZ6|ZC4H2_HUMAN	tr|A0A6P5JWW3|A0A6P5JWW3_PHACI
OG0003078	sp|Q9UH36|SRR1L_HUMAN	tr|A0A6P5L5Y6|A0A6P5L5Y6_PHACI
OG0003079	sp|Q9UPT8|ZC3H4_HUMAN	tr|A0A6P5JRX2|A0A6P5JRX2_PHACI
OG0003080	sp|Q9Y233|PDE10_HUMAN	tr|A0A6P5IV72|A0A6P5IV72_PHACI
OG0003081	sp|Q9Y4G2|PKHM1_HUMAN	tr|A0A6P5L462|A0A6P5L462_PHACI
OG0003082	sp|A2RUT3|TMM89_HUMAN	tr|A0A6P5LAF7|A0A6P5LAF7_PHACI
OG0003083	sp|B1AJZ9|FHAD1_HUMAN	tr|A0A6P5J422|A0A6P5J422_PHACI
OG0003084	sp|C9JH25|PRRT4_HUMAN	tr|A0A6P5LNN2|A0A6P5LNN2_PHACI
OG0003085	sp|O00471|EXOC5_HUMAN	tr|A0A6P5KBG3|A0A6P5KBG3_PHACI
OG0003086	sp|O14513|NCKP5_HUMAN	tr|A0A6P5M342|A0A6P5M342_PHACI
OG0003087	sp|O15165|LRAD4_HUMAN	tr|A0A6P5K8S3|A0A6P5K8S3_PHACI
OG0003088	sp|O75069|TMCC2_HUMAN	tr|A0A6P5LMM2|A0A6P5LMM2_PHACI
OG0003089	sp|O95800|GPR75_HUMAN	tr|A0A6P5L0T1|A0A6P5L0T1_PHACI
OG0003090	sp|P05112|IL4_HUMAN	tr|A0A6P5KQG6|A0A6P5KQG6_PHACI
OG0003091	sp|P08571|CD14_HUMAN	tr|A0A6P5LR28|A0A6P5LR28_PHACI
OG0003092	sp|P09417|DHPR_HUMAN	tr|A0A6P5KUD0|A0A6P5KUD0_PHACI
OG0003093	sp|P0DH78|RN224_HUMAN	tr|A0A6P5JV69|A0A6P5JV69_PHACI
OG0003095	sp|P15863|PAX1_HUMAN	tr|A0A6P5KCW9|A0A6P5KCW9_PHACI
OG0003096	sp|P15923|TFE2_HUMAN	tr|A0A6P5M4Q4|A0A6P5M4Q4_PHACI
OG0003097	sp|P19838|NFKB1_HUMAN	tr|A0A6P5KG37|A0A6P5KG37_PHACI
OG0003098	sp|P22459|KCNA4_HUMAN	tr|A0A6P5IC02|A0A6P5IC02_PHACI
OG0003099	sp|P24752|THIL_HUMAN	tr|A0A6P5L0V3|A0A6P5L0V3_PHACI
OG0003100	sp|P32929|CGL_HUMAN	tr|A0A6P5KZ40|A0A6P5KZ40_PHACI
OG0003101	sp|P43268|ETV4_HUMAN	tr|A0A6P5J1S9|A0A6P5J1S9_PHACI
OG0003102	sp|P45880|VDAC2_HUMAN	tr|A0A6P5LTE0|A0A6P5LTE0_PHACI
OG0003103	sp|P50151|GBG10_HUMAN	tr|A0A6P5J169|A0A6P5J169_PHACI
OG0003105	sp|P57682|KLF3_HUMAN	tr|A0A6P5KP99|A0A6P5KP99_PHACI
OG0003106	sp|P62244|RS15A_HUMAN	tr|A0A6P5IFS3|A0A6P5IFS3_PHACI
OG0003107	sp|P62316|SMD2_HUMAN	tr|A0A6P5JVF8|A0A6P5JVF8_PHACI
OG0003108	sp|Q02833|RASF7_HUMAN	tr|A0A6P5JUN1|A0A6P5JUN1_PHACI
OG0003109	sp|Q08999|RBL2_HUMAN	tr|A0A6P5K880|A0A6P5K880_PHACI
OG0003110	sp|Q13795|ARFRP_HUMAN	tr|A0A6P5JSQ9|A0A6P5JSQ9_PHACI
OG0003111	sp|Q13938|CAYP1_HUMAN	tr|A0A6P5J7M9|A0A6P5J7M9_PHACI
OG0003112	sp|Q2VYF4|LETM2_HUMAN	tr|A0A6P5K8G1|A0A6P5K8G1_PHACI
OG0003113	sp|Q5FYB1|ARSI_HUMAN	tr|A0A6P5IFT5|A0A6P5IFT5_PHACI
OG0003114	sp|Q5VVW2|GARL3_HUMAN	tr|A0A6P5K5P4|A0A6P5K5P4_PHACI
OG0003115	sp|Q6ZP01|RBM44_HUMAN	tr|A0A6P5J0P0|A0A6P5J0P0_PHACI
OG0003116	sp|Q6ZUK4|TMM26_HUMAN	tr|A0A6P5L758|A0A6P5L758_PHACI
OG0003117	sp|Q7L5A8|FA2H_HUMAN	tr|A0A6P5IKM0|A0A6P5IKM0_PHACI
OG0003118	sp|Q7Z3U7|MON2_HUMAN	tr|A0A6P5KJP0|A0A6P5KJP0_PHACI
OG0003119	sp|Q86T24|KAISO_HUMAN	tr|A0A6P5JI69|A0A6P5JI69_PHACI
OG0003120	sp|Q86VN1|VPS36_HUMAN	tr|A0A6P5IU53|A0A6P5IU53_PHACI
OG0003121	sp|Q86XE0|SNX32_HUMAN	tr|A0A6P5IP40|A0A6P5IP40_PHACI
OG0003122	sp|Q86YS6|RAB43_HUMAN	tr|A0A6P5JRY5|A0A6P5JRY5_PHACI
OG0003123	sp|Q86YW7|GPHB5_HUMAN	tr|A0A6P5K9Z2|A0A6P5K9Z2_PHACI
OG0003125	sp|Q8N2H4|SYS1_HUMAN	tr|A0A6P5K3L4|A0A6P5K3L4_PHACI
OG0003126	sp|Q8N608|DPP10_HUMAN	tr|A0A6P5J5G8|A0A6P5J5G8_PHACI
OG0003127	sp|Q8N9I5|FADS6_HUMAN	tr|A0A6P5LL25|A0A6P5LL25_PHACI
OG0003128	sp|Q8NAF0|ZN579_HUMAN	tr|A0A6P5LTA4|A0A6P5LTA4_PHACI
OG0003129	sp|Q8NCR3|MFI_HUMAN	tr|A0A6P5L2A0|A0A6P5L2A0_PHACI
OG0003130	sp|Q8NEG4|FA83F_HUMAN	tr|A0A6P5JZR6|A0A6P5JZR6_PHACI
OG0003131	sp|Q8NFW5|DMBX1_HUMAN	tr|A0A6P5KG14|A0A6P5KG14_PHACI
OG0003132	sp|Q8TEX9|IPO4_HUMAN	tr|A0A6P5IPE7|A0A6P5IPE7_PHACI
OG0003133	sp|Q92918|M4K1_HUMAN	tr|A0A6P5JS68|A0A6P5JS68_PHACI
OG0003134	sp|Q92963|RIT1_HUMAN	tr|A0A6P5KNN0|A0A6P5KNN0_PHACI
OG0003135	sp|Q969K4|ABTB1_HUMAN	tr|A0A6P5JRE0|A0A6P5JRE0_PHACI
OG0003136	sp|Q96M98|PACRG_HUMAN	tr|A0A6P5KAD6|A0A6P5KAD6_PHACI
OG0003137	sp|Q96N19|G137A_HUMAN	tr|A0A6P5IXB5|A0A6P5IXB5_PHACI
OG0003138	sp|Q99848|EBP2_HUMAN	tr|A0A6P5JIY5|A0A6P5JIY5_PHACI
OG0003139	sp|Q9BYE0|HES7_HUMAN	tr|A0A6P5IT40|A0A6P5IT40_PHACI
OG0003140	sp|Q9BZJ0|CRNL1_HUMAN	tr|A0A6P5KAF2|A0A6P5KAF2_PHACI
OG0003141	sp|Q9GZZ6|ACH10_HUMAN	tr|A0A6P5IY05|A0A6P5IY05_PHACI
OG0003142	sp|Q9HC78|ZBT20_HUMAN	tr|A0A6P5M2U6|A0A6P5M2U6_PHACI
OG0003143	sp|Q9UK28|TM59L_HUMAN	tr|A0A6P5M8C7|A0A6P5M8C7_PHACI
OG0003144	sp|Q9Y6W8|ICOS_HUMAN	tr|A0A6P5JBL0|A0A6P5JBL0_PHACI
OG0003145	sp|A0PJX2|TLDC2_HUMAN	tr|A0A6P5LCM4|A0A6P5LCM4_PHACI
OG0003146	sp|A5PLN9|TPC13_HUMAN	tr|A0A6P5M010|A0A6P5M010_PHACI
OG0003147	sp|A8MT70|ZBBX_HUMAN	tr|A0A6P5JWP9|A0A6P5JWP9_PHACI
OG0003148	sp|A8MTL3|R212B_HUMAN	tr|A0A6P5K2P2|A0A6P5K2P2_PHACI
OG0003149	sp|C9JI98|TM238_HUMAN	tr|A0A6P5LLW8|A0A6P5LLW8_PHACI
OG0003150	sp|O15014|ZN609_HUMAN	tr|A0A6P5K2I6|A0A6P5K2I6_PHACI
OG0003151	sp|O15287|FANCG_HUMAN	tr|A0A6P5JNY9|A0A6P5JNY9_PHACI
OG0003152	sp|O15519|CFLAR_HUMAN	tr|A0A6P5J6E8|A0A6P5J6E8_PHACI
OG0003153	sp|O43681|GET3_HUMAN	tr|A0A6P5KYC6|A0A6P5KYC6_PHACI
OG0003154	sp|O43915|VEGFD_HUMAN	tr|A0A6P5M3K2|A0A6P5M3K2_PHACI
OG0003155	sp|O60573|IF4E2_HUMAN	tr|A0A6P5LS08|A0A6P5LS08_PHACI
OG0003156	sp|O60675|MAFK_HUMAN	tr|A0A6P5J9W4|A0A6P5J9W4_PHACI
OG0003157	sp|O75445|USH2A_HUMAN	tr|A0A6P5JW28|A0A6P5JW28_PHACI
OG0003159	sp|P00966|ASSY_HUMAN	tr|A0A6P5J731|A0A6P5J731_PHACI
OG0003160	sp|P05455|LA_HUMAN	tr|A0A6P5KLW3|A0A6P5KLW3_PHACI
OG0003161	sp|P08908|5HT1A_HUMAN	tr|A0A6P5LWH8|A0A6P5LWH8_PHACI
OG0003162	sp|P09211|GSTP1_HUMAN	tr|A0A6P5IZQ6|A0A6P5IZQ6_PHACI
OG0003163	sp|P15428|PGDH_HUMAN	tr|A0A6P5L566|A0A6P5L566_PHACI
OG0003164	sp|P20774|MIME_HUMAN	tr|A0A6P5ICV2|A0A6P5ICV2_PHACI
OG0003165	sp|P48067|SC6A9_HUMAN	tr|A0A6P5JIZ5|A0A6P5JIZ5_PHACI
OG0003166	sp|P49685|GPR15_HUMAN	tr|A0A6P5JH77|A0A6P5JH77_PHACI
OG0003167	sp|P51687|SUOX_HUMAN	tr|A0A6P5KMJ6|A0A6P5KMJ6_PHACI
OG0003168	sp|P52564|MP2K6_HUMAN	tr|A0A6P5LPC4|A0A6P5LPC4_PHACI
OG0003169	sp|Q14439|GP176_HUMAN	tr|A0A6P5JL52|A0A6P5JL52_PHACI
OG0003170	sp|Q15031|SYLM_HUMAN	tr|A0A6P5KE93|A0A6P5KE93_PHACI
OG0003171	sp|Q53S33|BOLA3_HUMAN	tr|A0A6P5M5B9|A0A6P5M5B9_PHACI
OG0003172	sp|Q5I0X7|TTC32_HUMAN	tr|A0A6P5IM98|A0A6P5IM98_PHACI
OG0003173	sp|Q5JTJ3|COA6_HUMAN	tr|A0A6P5LCT2|A0A6P5LCT2_PHACI
OG0003174	sp|Q5VWC8|HACD4_HUMAN	tr|A0A6P5JEV4|A0A6P5JEV4_PHACI
