Orthogroup	Homo_sapiens	Pipistrellus_kuhlii
OG0001434	sp|Q9H2X6|HIPK2_HUMAN	tr|A0A7J7WL61|A0A7J7WL61_PIPKU
OG0001434	sp|Q86Z02|HIPK1_HUMAN	tr|A0A7J7TVU9|A0A7J7TVU9_PIPKU
OG0001435	sp|P57796|CABP4_HUMAN, sp|Q9NPB3|CABP2_HUMAN, sp|Q9NP86|CABP5_HUMAN	tr|A0A7J7QZN2|A0A7J7QZN2_PIPKU
OG0001436	sp|O43865|SAHH2_HUMAN	tr|A0A7J7TVH2|A0A7J7TVH2_PIPKU
OG0001436	sp|Q96HN2|SAHH3_HUMAN	tr|A0A7J7WK34|A0A7J7WK34_PIPKU
OG0001437	sp|O95696|BRD1_HUMAN	tr|A0A7J7R3F0|A0A7J7R3F0_PIPKU
OG0001437	sp|Q9ULD4|BRPF3_HUMAN	tr|A0A7J7YKU3|A0A7J7YKU3_PIPKU
OG0001438	sp|Q02880|TOP2B_HUMAN	tr|A0A7J7WFF2|A0A7J7WFF2_PIPKU
OG0001438	sp|P11388|TOP2A_HUMAN	tr|A0A7J7SV97|A0A7J7SV97_PIPKU
OG0001439	sp|Q5VSL9|STRP1_HUMAN	tr|A0A7J7TWN1|A0A7J7TWN1_PIPKU
OG0001439	sp|Q9ULQ0|STRP2_HUMAN	tr|A0A7J7WM85|A0A7J7WM85_PIPKU
OG0001440	sp|Q15842|KCNJ8_HUMAN	tr|A0A7J7ZJ82|A0A7J7ZJ82_PIPKU
OG0001440	sp|Q14654|KCJ11_HUMAN	tr|A0A7J7WZU1|A0A7J7WZU1_PIPKU
OG0001441	sp|O94985|CSTN1_HUMAN	tr|A0A7J7T0N8|A0A7J7T0N8_PIPKU
OG0001441	sp|Q9H4D0|CSTN2_HUMAN	tr|A0A7J7WC25|A0A7J7WC25_PIPKU
OG0001442	sp|Q03252|LMNB2_HUMAN	tr|A0A7J7TA47|A0A7J7TA47_PIPKU
OG0001442	sp|P20700|LMNB1_HUMAN	tr|A0A7J7YWV6|A0A7J7YWV6_PIPKU
OG0001443	sp|P48378|RFX2_HUMAN	tr|A0A7J7TAJ2|A0A7J7TAJ2_PIPKU
OG0001443	sp|P48380|RFX3_HUMAN	tr|A0A7J7W3T8|A0A7J7W3T8_PIPKU
OG0001444	sp|O76090|BEST1_HUMAN	tr|A0A7J7RTE0|A0A7J7RTE0_PIPKU
OG0001444	sp|Q8NFU1|BEST2_HUMAN	tr|A0A7J7RHT0|A0A7J7RHT0_PIPKU
OG0001445	sp|P53677|AP3M2_HUMAN	tr|A0A7J7ZFR3|A0A7J7ZFR3_PIPKU
OG0001445	sp|Q9Y2T2|AP3M1_HUMAN	tr|A0A7J7VA38|A0A7J7VA38_PIPKU
OG0001446	sp|Q9UIL4|KIF25_HUMAN	tr|A0A7J8B1L4|A0A7J8B1L4_PIPKU
OG0001446	sp|Q9BVG8|KIFC3_HUMAN	tr|A0A7J7V0K5|A0A7J7V0K5_PIPKU
OG0001447	sp|Q9Y6D6|BIG1_HUMAN	tr|A0A7J7VMC1|A0A7J7VMC1_PIPKU
OG0001447	sp|Q9Y6D5|BIG2_HUMAN	tr|A0A7J7Y7A8|A0A7J7Y7A8_PIPKU
OG0001448	sp|O14986|PI51B_HUMAN	tr|A0A7J7W445|A0A7J7W445_PIPKU
OG0001448	sp|O60331|PI51C_HUMAN	tr|A0A7J7TB87|A0A7J7TB87_PIPKU
OG0001449	sp|O94808|GFPT2_HUMAN	tr|A0A7J7U9L0|A0A7J7U9L0_PIPKU
OG0001449	sp|Q06210|GFPT1_HUMAN	tr|A0A7J7VUU8|A0A7J7VUU8_PIPKU
OG0001450	sp|O00629|IMA3_HUMAN	tr|A0A7J8A712|A0A7J8A712_PIPKU
OG0001450	sp|O00505|IMA4_HUMAN	tr|A0A7J7ZK02|A0A7J7ZK02_PIPKU
OG0001451	sp|P51648|AL3A2_HUMAN	tr|A0A7J7TWZ1|A0A7J7TWZ1_PIPKU
OG0001451	sp|P30838|AL3A1_HUMAN	tr|A0A7J7TWX6|A0A7J7TWX6_PIPKU
OG0001452	sp|P08246|ELNE_HUMAN, sp|P24158|PRTN3_HUMAN, sp|P20160|CAP7_HUMAN	tr|A0A7J7X9T7|A0A7J7X9T7_PIPKU
OG0001453	sp|Q9P2N4|ATS9_HUMAN	tr|A0A7J7WBT9|A0A7J7WBT9_PIPKU
OG0001453	sp|P59510|ATS20_HUMAN	tr|A0A7J7ZF55|A0A7J7ZF55_PIPKU
OG0001454	sp|P12829|MYL4_HUMAN	tr|A0A7J7U862|A0A7J7U862_PIPKU
OG0001454	sp|P08590|MYL3_HUMAN	tr|A0A7J7R2Z5|A0A7J7R2Z5_PIPKU
OG0001455	sp|Q9UN37|VPS4A_HUMAN	tr|A0A7J7V0M7|A0A7J7V0M7_PIPKU
OG0001455	sp|O75351|VPS4B_HUMAN	tr|A0A7J7YBG7|A0A7J7YBG7_PIPKU
OG0001456	sp|O43502|RA51C_HUMAN	tr|A0A7J7TKV6|A0A7J7TKV6_PIPKU, tr|A0A7J7YMP2|A0A7J7YMP2_PIPKU, tr|A0A7J8B181|A0A7J8B181_PIPKU
OG0001457	sp|Q13813|SPTN1_HUMAN	tr|A0A7J7S424|A0A7J7S424_PIPKU
OG0001457	sp|P02549|SPTA1_HUMAN	tr|A0A7J7UUZ7|A0A7J7UUZ7_PIPKU
OG0001458	sp|Q86Y01|DTX1_HUMAN	tr|A0A7J7QTE5|A0A7J7QTE5_PIPKU
OG0001458	sp|Q9Y2E6|DTX4_HUMAN	tr|A0A7J7WZG6|A0A7J7WZG6_PIPKU
OG0001459	sp|O14647|CHD2_HUMAN	tr|A0A7J7SFH8|A0A7J7SFH8_PIPKU
OG0001459	sp|O14646|CHD1_HUMAN	tr|A0A7J7YVV1|A0A7J7YVV1_PIPKU
OG0001460	sp|Q6PFW1|VIP1_HUMAN	tr|A0A7J8B3X4|A0A7J8B3X4_PIPKU
OG0001460	sp|O43314|VIP2_HUMAN	tr|A0A7J7YY62|A0A7J7YY62_PIPKU
OG0001461	sp|Q8N1T3|MYO1H_HUMAN	tr|A0A7J7UGJ5|A0A7J7UGJ5_PIPKU
OG0001461	sp|O00159|MYO1C_HUMAN	tr|A0A7J7SMY8|A0A7J7SMY8_PIPKU
OG0001462	sp|Q8ND56|LS14A_HUMAN	tr|A0A7J7V0Z9|A0A7J7V0Z9_PIPKU, tr|A0A7J8B1P7|A0A7J8B1P7_PIPKU, tr|A0A7J8B1W4|A0A7J8B1W4_PIPKU
OG0001463	sp|O15460|P4HA2_HUMAN	tr|A0A7J7XBT3|A0A7J7XBT3_PIPKU
OG0001463	sp|P13674|P4HA1_HUMAN	tr|A0A7J7VBW8|A0A7J7VBW8_PIPKU
OG0001464	sp|Q8IZ13|ZBED8_HUMAN	tr|A0A7J7THJ0|A0A7J7THJ0_PIPKU, tr|A0A7J7ZJQ9|A0A7J7ZJQ9_PIPKU, tr|A0A7J7XD56|A0A7J7XD56_PIPKU
OG0001465	sp|O95379|TFIP8_HUMAN	tr|A0A7J7Z0L6|A0A7J7Z0L6_PIPKU
OG0001465	sp|Q5GJ75|TP8L3_HUMAN	tr|A0A7J8B5R2|A0A7J8B5R2_PIPKU
OG0001466	sp|P30532|ACHA5_HUMAN	tr|A0A7J7S536|A0A7J7S536_PIPKU
OG0001466	sp|Q05901|ACHB3_HUMAN	tr|A0A7J7ZGD6|A0A7J7ZGD6_PIPKU
OG0001467	sp|Q86YB8|ERO1B_HUMAN	tr|A0A7J7TQ26|A0A7J7TQ26_PIPKU
OG0001467	sp|Q96HE7|ERO1A_HUMAN	tr|A0A7J8AZN9|A0A7J8AZN9_PIPKU
OG0001468	sp|Q9Y6Q5|AP1M2_HUMAN	tr|A0A7J7T9N3|A0A7J7T9N3_PIPKU
OG0001468	sp|Q9BXS5|AP1M1_HUMAN	tr|A0A7J7S4R6|A0A7J7S4R6_PIPKU
OG0001469	sp|A6NFN3|RFOX3_HUMAN	tr|A0A7J7SEW6|A0A7J7SEW6_PIPKU
OG0001469	sp|Q9NWB1|RFOX1_HUMAN	tr|A0A7J7YYU5|A0A7J7YYU5_PIPKU
OG0001470	sp|O75874|IDHC_HUMAN	tr|A0A7J7XUI7|A0A7J7XUI7_PIPKU
OG0001470	sp|P48735|IDHP_HUMAN	tr|A0A7J7S5A5|A0A7J7S5A5_PIPKU
OG0001471	sp|Q9NQ69|LHX9_HUMAN	tr|A0A7J7QT44|A0A7J7QT44_PIPKU
OG0001471	sp|P50458|LHX2_HUMAN	tr|A0A7J7SF54|A0A7J7SF54_PIPKU
OG0001472	sp|Q4AC99|1A1L2_HUMAN	tr|A0A7J7WY66|A0A7J7WY66_PIPKU
OG0001472	sp|Q96QU6|1A1L1_HUMAN	tr|A0A7J7WYI3|A0A7J7WYI3_PIPKU
OG0001473	sp|O95983|MBD3_HUMAN	tr|A0A7J7XC68|A0A7J7XC68_PIPKU
OG0001473	sp|Q9UBB5|MBD2_HUMAN	tr|A0A7J7Y9G6|A0A7J7Y9G6_PIPKU
OG0001474	sp|Q96A05|VATE2_HUMAN	tr|A0A7J7VTK4|A0A7J7VTK4_PIPKU
OG0001474	sp|P36543|VATE1_HUMAN	tr|A0A7J7ZFC3|A0A7J7ZFC3_PIPKU
OG0001475	sp|Q9NYW0|T2R10_HUMAN	tr|A0A7J7ZMK5|A0A7J7ZMK5_PIPKU, tr|A0A7J7ZN27|A0A7J7ZN27_PIPKU, tr|A0A7J7ZNP1|A0A7J7ZNP1_PIPKU
OG0001476	sp|Q9NYU2|UGGG1_HUMAN	tr|A0A7J7RM90|A0A7J7RM90_PIPKU
OG0001476	sp|Q9NYU1|UGGG2_HUMAN	tr|A0A7J7ZN52|A0A7J7ZN52_PIPKU
OG0001477	sp|Q9UBX8|B4GT6_HUMAN	tr|A0A7J7Y7D4|A0A7J7Y7D4_PIPKU
OG0001477	sp|O43286|B4GT5_HUMAN	tr|A0A7J7Y7I4|A0A7J7Y7I4_PIPKU
OG0001478	sp|P51841|GUC2F_HUMAN	tr|A0A7J7WZZ7|A0A7J7WZZ7_PIPKU
OG0001478	sp|Q02846|GUC2D_HUMAN	tr|A0A7J7TXJ1|A0A7J7TXJ1_PIPKU
OG0001479	sp|P13727|PRG2_HUMAN, sp|Q9Y2Y8|PRG3_HUMAN	tr|A0A7J7X1F7|A0A7J7X1F7_PIPKU, tr|A0A7J7X1J1|A0A7J7X1J1_PIPKU
OG0001480	sp|A8MWE9|EFCB8_HUMAN	tr|A0A7J7Y8A7|A0A7J7Y8A7_PIPKU
OG0001480	sp|Q8IV35|WDR49_HUMAN	tr|A0A7J8ACK1|A0A7J8ACK1_PIPKU
OG0001481	sp|Q8NER1|TRPV1_HUMAN, sp|Q8NET8|TRPV3_HUMAN, sp|Q9HBA0|TRPV4_HUMAN	tr|A0A7J7QT59|A0A7J7QT59_PIPKU
OG0001482	sp|Q14457|BECN1_HUMAN	tr|A0A7J7U781|A0A7J7U781_PIPKU
OG0001482	sp|A8MW95|BECN2_HUMAN	tr|A0A7J7TPX5|A0A7J7TPX5_PIPKU
OG0001483	sp|P04080|CYTB_HUMAN	tr|A0A7J8A4W7|A0A7J8A4W7_PIPKU, tr|A0A7J8A6J0|A0A7J8A6J0_PIPKU, tr|A0A7J8A5E5|A0A7J8A5E5_PIPKU
OG0001484	sp|Q99687|MEIS3_HUMAN, sp|A8K0S8|ME3L2_HUMAN, sp|A6NDR6|ME3L1_HUMAN	tr|A0A7J7S0Y7|A0A7J7S0Y7_PIPKU
OG0001485	sp|Q92915|FGF14_HUMAN	tr|A0A7J7ZI87|A0A7J7ZI87_PIPKU
OG0001485	sp|Q92913|FGF13_HUMAN	tr|A0A7J7UM30|A0A7J7UM30_PIPKU
OG0001486	sp|Q06033|ITIH3_HUMAN	tr|A0A7J7WD08|A0A7J7WD08_PIPKU
OG0001486	sp|P19827|ITIH1_HUMAN	tr|A0A7J7WD89|A0A7J7WD89_PIPKU
OG0001487	sp|O00635|TRI38_HUMAN	tr|A0A7J7TWU8|A0A7J7TWU8_PIPKU, tr|A0A7J7TVZ5|A0A7J7TVZ5_PIPKU, tr|A0A7J7TWQ5|A0A7J7TWQ5_PIPKU
OG0001488	sp|P11226|MBL2_HUMAN	tr|A0A7J7VBS2|A0A7J7VBS2_PIPKU, tr|A0A7J7VBS3|A0A7J7VBS3_PIPKU, tr|A0A7J7VBM9|A0A7J7VBM9_PIPKU
OG0001489	sp|Q6N069|NAA16_HUMAN	tr|A0A7J7ZKW4|A0A7J7ZKW4_PIPKU
OG0001489	sp|Q9BXJ9|NAA15_HUMAN	tr|A0A7J7XBP4|A0A7J7XBP4_PIPKU
OG0001490	sp|O75746|S2512_HUMAN	tr|A0A7J7XW81|A0A7J7XW81_PIPKU
OG0001490	sp|Q9UJS0|S2513_HUMAN	tr|A0A7J7WM25|A0A7J7WM25_PIPKU
OG0001491	sp|Q5T9Z0|TEDM1_HUMAN	tr|A0A7J7UV45|A0A7J7UV45_PIPKU, tr|A0A7J7UUX7|A0A7J7UUX7_PIPKU, tr|A0A7J7UV60|A0A7J7UV60_PIPKU
OG0001509	sp|P37088|SCNNA_HUMAN, sp|P51172|SCNND_HUMAN	tr|A0A7J7ZLX0|A0A7J7ZLX0_PIPKU
OG0001510	sp|Q09019|DMWD_HUMAN, sp|Q8TBZ3|WDR20_HUMAN	tr|A0A7J7SFZ1|A0A7J7SFZ1_PIPKU
OG0001511	sp|Q6ZNH5|ZN497_HUMAN, sp|O95863|SNAI1_HUMAN	tr|A0A7J7YAW4|A0A7J7YAW4_PIPKU
OG0001513	sp|Q8N8D7|NKAI3_HUMAN, sp|Q8IVV8|NKAI4_HUMAN	tr|A0A7J7VNG4|A0A7J7VNG4_PIPKU
OG0001514	sp|A6PVY3|F177B_HUMAN, sp|Q8N128|F177A_HUMAN	tr|A0A7J8B072|A0A7J8B072_PIPKU
OG0001515	sp|Q9BV40|VAMP8_HUMAN	tr|A0A7J8B2B8|A0A7J8B2B8_PIPKU, tr|A0A7J7VW42|A0A7J7VW42_PIPKU
OG0001516	sp|Q9BZL4|PP12C_HUMAN	tr|A0A7J7QZY9|A0A7J7QZY9_PIPKU, tr|A0A7J8B2K0|A0A7J8B2K0_PIPKU
OG0001517	sp|Q13467|FZD5_HUMAN, sp|Q9H461|FZD8_HUMAN	tr|A0A7J8B032|A0A7J8B032_PIPKU
OG0001518	sp|Q07866|KLC1_HUMAN, sp|Q9NSK0|KLC4_HUMAN	tr|A0A7J7YMH9|A0A7J7YMH9_PIPKU
OG0001519	sp|Q9P2E3|ZNFX1_HUMAN, sp|Q63HN8|RN213_HUMAN	tr|A0A7J7YCJ0|A0A7J7YCJ0_PIPKU
OG0001520	sp|Q9NP31|SH22A_HUMAN, sp|A6NKC9|SH2D7_HUMAN	tr|A0A7J7UUN7|A0A7J7UUN7_PIPKU
OG0001521	sp|P35869|AHR_HUMAN, sp|A9YTQ3|AHRR_HUMAN	tr|A0A7J7YUZ4|A0A7J7YUZ4_PIPKU
OG0001522	sp|P0DPH9|CX05B_HUMAN, sp|A0A1B0GTR3|CX05A_HUMAN	tr|A0A7J7VUT2|A0A7J7VUT2_PIPKU
OG0001523	sp|Q99801|NKX31_HUMAN, sp|P78367|NKX32_HUMAN	tr|A0A7J7UA73|A0A7J7UA73_PIPKU
OG0001525	sp|Q8N987|NECA1_HUMAN, sp|Q7Z6G3|NECA2_HUMAN	tr|A0A7J7V0Y1|A0A7J7V0Y1_PIPKU
OG0001526	sp|Q8N9M5|TM102_HUMAN, sp|Q8IYB1|M21D2_HUMAN	tr|A0A7J8A8F6|A0A7J8A8F6_PIPKU
OG0001527	sp|Q9NXX6|NSE4A_HUMAN, sp|Q8N140|EID3_HUMAN	tr|A0A7J7RGS6|A0A7J7RGS6_PIPKU
OG0001528	sp|Q8WVC0|LEO1_HUMAN	tr|A0A7J8B1R1|A0A7J8B1R1_PIPKU, tr|A0A7J8B1H9|A0A7J8B1H9_PIPKU
OG0001529	sp|Q96LY2|CC74B_HUMAN, sp|Q96AQ1|CC74A_HUMAN	tr|A0A7J7UG89|A0A7J7UG89_PIPKU
OG0001530	sp|P50443|S26A2_HUMAN, sp|Q9H2B4|S26A1_HUMAN	tr|A0A7J7XCM5|A0A7J7XCM5_PIPKU
OG0001531	sp|Q9NSD7|RL3R1_HUMAN, sp|Q8TDU9|RL3R2_HUMAN	tr|A0A7J7YYZ4|A0A7J7YYZ4_PIPKU
OG0001532	sp|Q9NSQ0|RRP7B_HUMAN, sp|Q9Y3A4|RRP7A_HUMAN	tr|A0A7J7RD94|A0A7J7RD94_PIPKU
OG0001534	sp|P17031|ZNF26_HUMAN, sp|Q14587|ZN268_HUMAN	tr|A0A7J7QYK8|A0A7J7QYK8_PIPKU
OG0001535	sp|Q13888|TF2H2_HUMAN, sp|Q6P1K8|T2H2L_HUMAN	tr|A0A7J7YYA7|A0A7J7YYA7_PIPKU
OG0001536	sp|Q30KQ9|DB110_HUMAN, sp|Q30KQ8|DB112_HUMAN	tr|A0A7J7YLH1|A0A7J7YLH1_PIPKU
OG0001537	sp|G9CGD6|CNIPF_HUMAN, sp|Q8WWN9|ICEF1_HUMAN	tr|A0A7J7YM85|A0A7J7YM85_PIPKU
OG0001538	sp|Q9H6E5|STPAP_HUMAN, sp|Q9NVV4|PAPD1_HUMAN	tr|A0A7J8B3A7|A0A7J8B3A7_PIPKU
OG0001539	sp|Q9Y512|SAM50_HUMAN	tr|A0A7J7RMY0|A0A7J7RMY0_PIPKU, tr|A0A7J7RN23|A0A7J7RN23_PIPKU
OG0001540	sp|O15245|S22A1_HUMAN, sp|O15244|S22A2_HUMAN	tr|A0A7J7YNM4|A0A7J7YNM4_PIPKU
OG0001541	sp|Q6MZQ0|PRR5L_HUMAN, sp|P85299|PRR5_HUMAN	tr|A0A7J7X1P3|A0A7J7X1P3_PIPKU
OG0001542	sp|Q5T0D9|TPRGL_HUMAN, sp|Q6ZUI0|TPRG1_HUMAN	tr|A0A7J8ABN3|A0A7J8ABN3_PIPKU
OG0001543	sp|Q7Z4J2|GL6D1_HUMAN	tr|A0A7J7RVW2|A0A7J7RVW2_PIPKU, tr|A0A7J7W3B7|A0A7J7W3B7_PIPKU
OG0001544	sp|Q8NGK5|O52M1_HUMAN	tr|A0A7J7X0Z6|A0A7J7X0Z6_PIPKU, tr|A0A7J7X1Q9|A0A7J7X1Q9_PIPKU
OG0001545	sp|Q92954|PRG4_HUMAN, sp|P04004|VTNC_HUMAN	tr|A0A7J7UTG5|A0A7J7UTG5_PIPKU
OG0001546	sp|Q99615|DNJC7_HUMAN	tr|A0A7J7U805|A0A7J7U805_PIPKU, tr|A0A7J7X0H7|A0A7J7X0H7_PIPKU
OG0001547	sp|P11801|KPSH1_HUMAN, sp|Q96QS6|KPSH2_HUMAN	tr|A0A7J7V187|A0A7J7V187_PIPKU
OG0001548	sp|P22692|IBP4_HUMAN, sp|P08833|IBP1_HUMAN	tr|A0A7J7SUT3|A0A7J7SUT3_PIPKU
OG0001550	sp|P50579|MAP2_HUMAN, sp|Q9UQ80|PA2G4_HUMAN	tr|A0A7J7ZJV3|A0A7J7ZJV3_PIPKU
OG0001551	sp|Q6AI12|ANR40_HUMAN, sp|Q53H64|AK40L_HUMAN	tr|A0A7J7U782|A0A7J7U782_PIPKU
OG0001552	sp|Q96G30|MRAP2_HUMAN, sp|Q8TCY5|MRAP_HUMAN	tr|A0A7J7YP47|A0A7J7YP47_PIPKU
OG0001553	sp|Q9H0W7|THAP2_HUMAN, sp|Q9NVV9|THAP1_HUMAN	tr|A0A7J7ZMQ1|A0A7J7ZMQ1_PIPKU
OG0001554	sp|E9PQ53|NDUCR_HUMAN, sp|O95298|NDUC2_HUMAN	tr|A0A7J7X0N1|A0A7J7X0N1_PIPKU
OG0001555	sp|Q8N5Y2|MS3L1_HUMAN, sp|P0C860|MS3L2_HUMAN	tr|A0A7J7V6L8|A0A7J7V6L8_PIPKU
OG0001556	sp|P30542|AA1R_HUMAN, sp|P0DMS8|AA3R_HUMAN	tr|A0A7J7RGA6|A0A7J7RGA6_PIPKU
OG0001557	sp|P62195|PRS8_HUMAN	tr|A0A7J8A7C5|A0A7J8A7C5_PIPKU, tr|A0A7J7U8Q9|A0A7J7U8Q9_PIPKU
OG0001558	sp|Q2TV78|MST1L_HUMAN, sp|P26927|HGFL_HUMAN	tr|A0A7J7WDR3|A0A7J7WDR3_PIPKU
OG0001559	sp|Q6NZ67|MZT2B_HUMAN, sp|Q6P582|MZT2A_HUMAN	tr|A0A7J7UGT8|A0A7J7UGT8_PIPKU
OG0001560	sp|P17174|AATC_HUMAN, sp|Q8NHS2|AATC2_HUMAN	tr|A0A7J7VAY5|A0A7J7VAY5_PIPKU
OG0001561	sp|Q96A54|PAQR1_HUMAN	tr|A0A7J7RGB1|A0A7J7RGB1_PIPKU, tr|A0A7J7WLH8|A0A7J7WLH8_PIPKU
OG0001562	sp|Q9H3V2|MS4A5_HUMAN, sp|Q96JA4|M4A14_HUMAN	tr|A0A7J7X0U4|A0A7J7X0U4_PIPKU
OG0001563	sp|Q96MX6|DAA10_HUMAN, sp|Q9Y2I8|WDR37_HUMAN	tr|A0A7J8B740|A0A7J8B740_PIPKU
OG0001564	sp|A4D256|CC14C_HUMAN, sp|O60729|CC14B_HUMAN	tr|A0A7J7SV04|A0A7J7SV04_PIPKU
OG0001565	sp|A6NM03|O2AG2_HUMAN, sp|Q9H205|O2AG1_HUMAN	tr|A0A7J7X0Z8|A0A7J7X0Z8_PIPKU
OG0001566	sp|O15379|HDAC3_HUMAN	tr|A0A7J7THM4|A0A7J7THM4_PIPKU, tr|A0A7J7XAK2|A0A7J7XAK2_PIPKU
OG0001567	sp|O43169|CYB5B_HUMAN, sp|P00167|CYB5_HUMAN	tr|A0A7J7Y7Y6|A0A7J7Y7Y6_PIPKU
OG0001568	sp|P24071|FCAR_HUMAN, sp|O76036|NCTR1_HUMAN	tr|A0A7J7R0H8|A0A7J7R0H8_PIPKU
OG0001569	sp|Q9BRP7|FDXA1_HUMAN, sp|O95363|SYFM_HUMAN	tr|A0A7J8A6M5|A0A7J8A6M5_PIPKU
OG0001570	sp|Q96G46|DUS3L_HUMAN, sp|O95620|DUS4L_HUMAN	tr|A0A7J7WKM8|A0A7J7WKM8_PIPKU
OG0001572	sp|P61088|UBE2N_HUMAN, sp|Q5JXB2|UE2NL_HUMAN	tr|A0A7J7ZN43|A0A7J7ZN43_PIPKU
OG0001573	sp|Q8NAA5|LR75A_HUMAN, sp|Q2VPJ9|LR75B_HUMAN	tr|A0A7J7S6K0|A0A7J7S6K0_PIPKU
OG0001574	sp|Q8TCY9|URGCP_HUMAN, sp|Q7Z2Y8|GVIN1_HUMAN	tr|A0A7J7QVH0|A0A7J7QVH0_PIPKU
OG0001575	sp|Q96S99|PKHF1_HUMAN, sp|Q9H8W4|PKHF2_HUMAN	tr|A0A7J7VN67|A0A7J7VN67_PIPKU
OG0001576	tr|A0A3B3IT34|A0A3B3IT34_HUMAN, sp|P0DV60|LCE7A_HUMAN	tr|A0A7J7TVG1|A0A7J7TVG1_PIPKU
OG0001577	sp|A6NFA1|TIKI2_HUMAN, sp|Q86V40|TIKI1_HUMAN	tr|A0A7J8ABW1|A0A7J8ABW1_PIPKU
OG0001578	sp|O15528|CP27B_HUMAN, sp|Q4G0S4|C27C1_HUMAN	tr|A0A7J7ZI48|A0A7J7ZI48_PIPKU
OG0001579	sp|Q08648|SG11B_HUMAN, sp|Q6PDA7|SG11A_HUMAN	tr|A0A7J7SF95|A0A7J7SF95_PIPKU
OG0001580	sp|Q15014|MO4L2_HUMAN	tr|A0A7J7V5W0|A0A7J7V5W0_PIPKU, tr|A0A7J7QSC7|A0A7J7QSC7_PIPKU
OG0001581	sp|Q9NQP4|PFD4_HUMAN	tr|A0A7J8B3A8|A0A7J8B3A8_PIPKU, tr|A0A7J7YAV6|A0A7J7YAV6_PIPKU
OG0001582	sp|Q9NRF2|SH2B1_HUMAN	tr|A0A7J7S659|A0A7J7S659_PIPKU, tr|A0A7J7S5X8|A0A7J7S5X8_PIPKU
OG0001584	sp|Q86WI1|PKHL1_HUMAN, sp|P08F94|PKHD1_HUMAN	tr|A0A7J7VNQ8|A0A7J7VNQ8_PIPKU
OG0001585	sp|P41222|PTGDS_HUMAN, sp|P80188|NGAL_HUMAN	tr|A0A7J7S3W3|A0A7J7S3W3_PIPKU
OG0001586	sp|O15428|PINL_HUMAN, sp|Q13526|PIN1_HUMAN	tr|A0A7J7TAX1|A0A7J7TAX1_PIPKU
OG0001587	sp|Q15545|TAF7_HUMAN, sp|Q5H9L4|TAF7L_HUMAN	tr|A0A7J7V698|A0A7J7V698_PIPKU
OG0001588	sp|Q9BRX8|PXL2A_HUMAN, sp|Q8TBF2|PXL2B_HUMAN	tr|A0A7J7VC46|A0A7J7VC46_PIPKU
OG0001589	sp|Q9BX93|PG12B_HUMAN, sp|Q9BZM1|PG12A_HUMAN	tr|A0A7J7VCP5|A0A7J7VCP5_PIPKU
OG0001590	sp|P09417|DHPR_HUMAN	tr|A0A7J8B3M6|A0A7J8B3M6_PIPKU, tr|A0A7J8A8V6|A0A7J8A8V6_PIPKU
OG0001591	sp|P57682|KLF3_HUMAN	tr|A0A7J7ZJE5|A0A7J7ZJE5_PIPKU, tr|A0A7J8B1J4|A0A7J8B1J4_PIPKU
OG0001592	sp|P41091|IF2G_HUMAN, sp|Q2VIR3|IF2GL_HUMAN	tr|A0A7J7V5Y8|A0A7J7V5Y8_PIPKU
OG0001593	sp|Q5FYB1|ARSI_HUMAN, sp|Q5FYB0|ARSJ_HUMAN	tr|A0A7J7X972|A0A7J7X972_PIPKU
OG0001594	sp|Q86XE0|SNX32_HUMAN, sp|Q9UNH7|SNX6_HUMAN	tr|A0A7J8B542|A0A7J8B542_PIPKU
OG0001595	sp|Q96N19|G137A_HUMAN, sp|O60478|G137B_HUMAN	tr|A0A7J7RTB7|A0A7J7RTB7_PIPKU
OG0001596	sp|Q99848|EBP2_HUMAN	tr|A0A7J8A605|A0A7J8A605_PIPKU, tr|A0A7J8A902|A0A7J8A902_PIPKU
OG0001597	sp|Q9ULP9|TBC24_HUMAN, sp|A0PJX2|TLDC2_HUMAN	tr|A0A7J7YBG0|A0A7J7YBG0_PIPKU
OG0001598	sp|Q9ULD9|ZN608_HUMAN, sp|O15014|ZN609_HUMAN	tr|A0A7J7YZR4|A0A7J7YZR4_PIPKU
OG0001599	sp|O15525|MAFG_HUMAN, sp|O60675|MAFK_HUMAN	tr|A0A7J7SEL0|A0A7J7SEL0_PIPKU
OG0001600	sp|P32245|MC4R_HUMAN, sp|Q01726|MSHR_HUMAN	tr|A0A7J7Y9S8|A0A7J7Y9S8_PIPKU
OG0001601	sp|Q9NUJ7|PLCX1_HUMAN, sp|Q63HM9|PLCX3_HUMAN	tr|A0A7J7YYE2|A0A7J7YYE2_PIPKU
OG0001604	sp|Q9UK61|TASOR_HUMAN	tr|A0A7J7WER8|A0A7J7WER8_PIPKU, tr|A0A7J8B1S3|A0A7J8B1S3_PIPKU
OG0001606	sp|P12524|MYCL_HUMAN, sp|P12525|MYCP1_HUMAN	tr|A0A7J8A9L5|A0A7J8A9L5_PIPKU
OG0001607	sp|P52298|NCBP2_HUMAN, sp|A6PVI3|NCB2L_HUMAN	tr|A0A7J8A9Q5|A0A7J8A9Q5_PIPKU
OG0001608	sp|Q3SXY8|AR13B_HUMAN, sp|Q5H913|AR13A_HUMAN	tr|A0A7J8A488|A0A7J8A488_PIPKU
OG0001609	sp|Q99437|VATO_HUMAN, sp|P27449|VATL_HUMAN	tr|A0A7J8A443|A0A7J8A443_PIPKU
