Orthogroup	Homo_sapiens	Nyctereutes_procyonoides
OG0002867	sp|P22891|PROZ_HUMAN, sp|P00742|FA10_HUMAN	tr|A0A811YUK4|A0A811YUK4_NYCPR
OG0002868	sp|P41180|CASR_HUMAN	tr|A0A811Y512|A0A811Y512_NYCPR, tr|A0A811Y9C8|A0A811Y9C8_NYCPR
OG0002869	sp|Q96A08|H2B1A_HUMAN	tr|A0A811YAZ0|A0A811YAZ0_NYCPR, tr|A0A811YD88|A0A811YD88_NYCPR
OG0002870	sp|Q9NS56|TOPRS_HUMAN	tr|A0A811ZFU8|A0A811ZFU8_NYCPR, tr|A0A811ZFD0|A0A811ZFD0_NYCPR
OG0002871	sp|Q9BQ08|RETNB_HUMAN	tr|A0A811Y5N2|A0A811Y5N2_NYCPR, tr|A0A811ZIU2|A0A811ZIU2_NYCPR
OG0002872	sp|Q9UNW8|GP132_HUMAN, sp|P46093|GPR4_HUMAN	tr|A0A811ZV55|A0A811ZV55_NYCPR
OG0002873	sp|P55268|LAMB2_HUMAN	tr|A0A811Z639|A0A811Z639_NYCPR, tr|A0A811Z832|A0A811Z832_NYCPR
OG0002874	sp|Q11201|SIA4A_HUMAN	tr|A0A811XY43|A0A811XY43_NYCPR, tr|A0A811ZXI1|A0A811ZXI1_NYCPR
OG0002875	sp|Q32NC0|CR021_HUMAN	tr|A0A811YBJ0|A0A811YBJ0_NYCPR, tr|A0A811YTP6|A0A811YTP6_NYCPR
OG0002876	sp|Q9NXX6|NSE4A_HUMAN	tr|A0A811Y624|A0A811Y624_NYCPR, tr|A0A811ZCY6|A0A811ZCY6_NYCPR
OG0002877	sp|O75446|SAP30_HUMAN	tr|A0A811ZEB1|A0A811ZEB1_NYCPR, tr|A0A811ZGC7|A0A811ZGC7_NYCPR
OG0002878	sp|O95206|PCDH8_HUMAN	tr|A0A811YWM7|A0A811YWM7_NYCPR, tr|A0A811YTK3|A0A811YTK3_NYCPR
OG0002879	sp|P41161|ETV5_HUMAN	tr|A0A811Y431|A0A811Y431_NYCPR, tr|A0A811ZQB8|A0A811ZQB8_NYCPR
OG0002880	sp|Q5VTQ0|TT39B_HUMAN	tr|A0A811YG60|A0A811YG60_NYCPR, tr|A0A811ZGE1|A0A811ZGE1_NYCPR
OG0002881	sp|Q8IUI8|CRLF3_HUMAN	tr|A0A811ZEC0|A0A811ZEC0_NYCPR, tr|A0A811XSK1|A0A811XSK1_NYCPR
OG0002882	sp|Q8IYT3|CC170_HUMAN	tr|A0A811ZRJ8|A0A811ZRJ8_NYCPR, tr|A0A811ZJL6|A0A811ZJL6_NYCPR
OG0002883	sp|Q96H20|SNF8_HUMAN	tr|A0A811XTE6|A0A811XTE6_NYCPR, tr|A0A811ZCG0|A0A811ZCG0_NYCPR
OG0002884	sp|Q9UHQ1|NARF_HUMAN	tr|A0A811YVB3|A0A811YVB3_NYCPR, tr|A0A811XU28|A0A811XU28_NYCPR
OG0002885	tr|A0A096LPH7|A0A096LPH7_HUMAN, sp|P48553|TPC10_HUMAN	tr|A0A811ZXI8|A0A811ZXI8_NYCPR
OG0002886	sp|Q15003|CND2_HUMAN	tr|A0A811ZXF8|A0A811ZXF8_NYCPR, tr|A0A811YG93|A0A811YG93_NYCPR
OG0002887	sp|Q5VXU1|NKAI2_HUMAN, sp|Q4KMZ8|NKAI1_HUMAN	tr|A0A811YPU3|A0A811YPU3_NYCPR
OG0002888	sp|Q9BPW8|NIPS1_HUMAN	tr|A0A811YY80|A0A811YY80_NYCPR, tr|A0A811Y9Q3|A0A811Y9Q3_NYCPR
OG0002889	sp|P13987|CD59_HUMAN	tr|A0A812A057|A0A812A057_NYCPR, tr|A0A811ZES2|A0A811ZES2_NYCPR
OG0002890	sp|P16157|ANK1_HUMAN	tr|A0A811ZR53|A0A811ZR53_NYCPR, tr|A0A811Z0W3|A0A811Z0W3_NYCPR
OG0002891	sp|Q6NXT4|ZNT6_HUMAN	tr|A0A811YGW0|A0A811YGW0_NYCPR, tr|A0A811YAM8|A0A811YAM8_NYCPR
OG0002892	sp|Q8TF05|PP4R1_HUMAN	tr|A0A811Y0Q2|A0A811Y0Q2_NYCPR, tr|A0A811YDF9|A0A811YDF9_NYCPR
OG0002893	sp|Q96DI7|SNR40_HUMAN	tr|A0A811ZL68|A0A811ZL68_NYCPR, tr|A0A811YM10|A0A811YM10_NYCPR
OG0002894	sp|Q96RQ9|OXLA_HUMAN	tr|A0A811Z391|A0A811Z391_NYCPR, tr|A0A811ZUS0|A0A811ZUS0_NYCPR
OG0002895	sp|Q9GZT4|SRR_HUMAN	tr|A0A811ZQ91|A0A811ZQ91_NYCPR, tr|A0A811XWC7|A0A811XWC7_NYCPR
OG0002896	sp|A1XBS5|CBAR1_HUMAN	tr|A0A811ZHU8|A0A811ZHU8_NYCPR, tr|A0A811YTF3|A0A811YTF3_NYCPR
OG0002897	sp|Q7Z5A8|TAFA3_HUMAN, sp|Q96LR4|TAFA4_HUMAN	tr|A0A811Z5J1|A0A811Z5J1_NYCPR
OG0002898	sp|Q92925|SMRD2_HUMAN	tr|A0A811Y368|A0A811Y368_NYCPR, tr|A0A811ZSI6|A0A811ZSI6_NYCPR
OG0002899	sp|P55786|PSA_HUMAN, sp|A6NEC2|PSAL_HUMAN	tr|A0A811XR18|A0A811XR18_NYCPR
OG0002900	sp|Q2M3T9|HYAL4_HUMAN	tr|A0A811ZP17|A0A811ZP17_NYCPR, tr|A0A811ZQ18|A0A811ZQ18_NYCPR
OG0002901	sp|Q96P69|GPR78_HUMAN, sp|Q8NDV2|GPR26_HUMAN	tr|A0A811ZD07|A0A811ZD07_NYCPR
OG0002902	sp|Q969T7|5NT3B_HUMAN	tr|A0A811ZQH5|A0A811ZQH5_NYCPR, tr|A0A811XQT3|A0A811XQT3_NYCPR
OG0002903	sp|Q9NR30|DDX21_HUMAN	tr|A0A811YGV3|A0A811YGV3_NYCPR, tr|A0A811Y0B4|A0A811Y0B4_NYCPR
OG0002904	sp|Q9UNA4|POLI_HUMAN	tr|A0A811YP62|A0A811YP62_NYCPR, tr|A0A811ZH97|A0A811ZH97_NYCPR
OG0002905	sp|A6NK97|S22AK_HUMAN	tr|A0A811XZ42|A0A811XZ42_NYCPR, tr|A0A811Y3A2|A0A811Y3A2_NYCPR
OG0002906	sp|Q86YD1|PTOV1_HUMAN	tr|A0A811ZUR0|A0A811ZUR0_NYCPR, tr|A0A811YS71|A0A811YS71_NYCPR
OG0002907	sp|Q96SL4|GPX7_HUMAN, sp|P36969|GPX4_HUMAN	tr|A0A811Z786|A0A811Z786_NYCPR
OG0002908	sp|Q9NPA8|ENY2_HUMAN	tr|A0A811YDA6|A0A811YDA6_NYCPR, tr|A0A811YBU0|A0A811YBU0_NYCPR
OG0002909	sp|Q01469|FABP5_HUMAN, sp|A8MUU1|FB5L3_HUMAN	tr|A0A811YG51|A0A811YG51_NYCPR
OG0002910	sp|P40617|ARL4A_HUMAN	tr|A0A812A1C0|A0A812A1C0_NYCPR, tr|A0A811YIV4|A0A811YIV4_NYCPR
OG0002911	sp|Q6NXR0|IIGP5_HUMAN	tr|A0A811ZTQ5|A0A811ZTQ5_NYCPR, tr|A0A811ZTQ7|A0A811ZTQ7_NYCPR
OG0002912	sp|Q7Z5L7|PODN_HUMAN	tr|A0A811ZS46|A0A811ZS46_NYCPR, tr|A0A811ZL93|A0A811ZL93_NYCPR
OG0002913	sp|Q96QG7|MTMR9_HUMAN	tr|A0A811ZE91|A0A811ZE91_NYCPR, tr|A0A811YP94|A0A811YP94_NYCPR
OG0002914	sp|Q9BV57|MTND_HUMAN	tr|A0A811ZZ53|A0A811ZZ53_NYCPR, tr|A0A811YFM3|A0A811YFM3_NYCPR
OG0002915	sp|Q9P0M9|RM27_HUMAN	tr|A0A811ZY86|A0A811ZY86_NYCPR, tr|A0A811XWX8|A0A811XWX8_NYCPR
OG0002916	sp|P31937|3HIDH_HUMAN	tr|A0A811Y6D7|A0A811Y6D7_NYCPR, tr|A0A812A006|A0A812A006_NYCPR
OG0002917	sp|P47898|5HT5A_HUMAN	tr|A0A811YVD7|A0A811YVD7_NYCPR, tr|A0A811Y062|A0A811Y062_NYCPR
OG0002918	sp|P62081|RS7_HUMAN	tr|A0A811Z4J6|A0A811Z4J6_NYCPR, tr|A0A811YJ09|A0A811YJ09_NYCPR
OG0002919	sp|Q5CZC0|FSIP2_HUMAN	tr|A0A811ZQE5|A0A811ZQE5_NYCPR, tr|A0A811Z241|A0A811Z241_NYCPR
OG0002920	sp|Q8NG97|OR2Z1_HUMAN	tr|A0A811Z9N8|A0A811Z9N8_NYCPR, tr|A0A811ZAG5|A0A811ZAG5_NYCPR
OG0002921	sp|Q9HD47|MOG1_HUMAN	tr|A0A811ZMD6|A0A811ZMD6_NYCPR, tr|A0A811ZXI6|A0A811ZXI6_NYCPR
OG0002922	sp|P02771|FETA_HUMAN	tr|A0A811XYP0|A0A811XYP0_NYCPR, tr|A0A811Y0K7|A0A811Y0K7_NYCPR
OG0002923	sp|Q12904|AIMP1_HUMAN	tr|A0A811Z7C9|A0A811Z7C9_NYCPR, tr|A0A811Z7P7|A0A811Z7P7_NYCPR
OG0002924	sp|Q4AC99|1A1L2_HUMAN, sp|Q96QU6|1A1L1_HUMAN	tr|A0A811XY01|A0A811XY01_NYCPR
OG0002925	sp|Q969L4|LSM10_HUMAN	tr|A0A811Z3J4|A0A811Z3J4_NYCPR, tr|A0A811YLQ4|A0A811YLQ4_NYCPR
OG0002926	sp|Q96CS3|FAF2_HUMAN	tr|A0A811YDI2|A0A811YDI2_NYCPR, tr|A0A811YB48|A0A811YB48_NYCPR
OG0002927	sp|O95336|6PGL_HUMAN	tr|A0A811Z9H9|A0A811Z9H9_NYCPR, tr|A0A811ZRV7|A0A811ZRV7_NYCPR
OG0002928	sp|P12821|ACE_HUMAN	tr|A0A811XT52|A0A811XT52_NYCPR, tr|A0A811XT95|A0A811XT95_NYCPR
OG0002929	sp|Q5H9M0|PWP3B_HUMAN	tr|A0A811YXS1|A0A811YXS1_NYCPR, tr|A0A811Z757|A0A811Z757_NYCPR
OG0002930	sp|Q92747|ARC1A_HUMAN	tr|A0A811Z8G4|A0A811Z8G4_NYCPR, tr|A0A811YJH4|A0A811YJH4_NYCPR
OG0002931	sp|Q9UKT8|FBXW2_HUMAN	tr|A0A811ZFE4|A0A811ZFE4_NYCPR, tr|A0A811Z6M1|A0A811Z6M1_NYCPR
OG0002932	sp|Q8TDR4|TCP1L_HUMAN, tr|J3QSS5|J3QSS5_HUMAN	tr|A0A811ZS20|A0A811ZS20_NYCPR
OG0002933	sp|Q6UVK1|CSPG4_HUMAN	tr|A0A811YCS0|A0A811YCS0_NYCPR, tr|A0A811Y643|A0A811Y643_NYCPR
OG0002934	sp|Q8N8Q9|NIPA2_HUMAN	tr|A0A811YIX9|A0A811YIX9_NYCPR, tr|A0A811Y3V0|A0A811Y3V0_NYCPR
OG0002935	sp|P47211|GALR1_HUMAN	tr|A0A811YSD5|A0A811YSD5_NYCPR, tr|A0A811YR95|A0A811YR95_NYCPR
OG0002936	sp|Q5JSQ8|KHDCL_HUMAN, sp|Q4VXA5|KHDC1_HUMAN	tr|A0A811YMX9|A0A811YMX9_NYCPR
OG0002937	sp|Q5SWH9|TMM69_HUMAN	tr|A0A811Z6G3|A0A811Z6G3_NYCPR, tr|A0A811YDR1|A0A811YDR1_NYCPR
OG0002938	sp|Q96G25|MED8_HUMAN	tr|A0A811Z447|A0A811Z447_NYCPR, tr|A0A811ZG65|A0A811ZG65_NYCPR
OG0002939	sp|Q9BV19|CA050_HUMAN	tr|A0A811Z5W4|A0A811Z5W4_NYCPR, tr|A0A811YCC1|A0A811YCC1_NYCPR
OG0002940	sp|Q9BYD6|RM01_HUMAN	tr|A0A811ZXY4|A0A811ZXY4_NYCPR, tr|A0A811YG71|A0A811YG71_NYCPR
OG0002941	sp|Q9NW81|DMAC2_HUMAN	tr|A0A811YLS9|A0A811YLS9_NYCPR, tr|A0A811ZVK4|A0A811ZVK4_NYCPR
OG0002942	sp|Q15198|PGFRL_HUMAN	tr|A0A811YJA2|A0A811YJA2_NYCPR, tr|A0A811YUU1|A0A811YUU1_NYCPR
OG0002943	sp|Q9NYW0|T2R10_HUMAN	tr|A0A811YUX0|A0A811YUX0_NYCPR, tr|A0A6S4HGQ8|A0A6S4HGQ8_NYCPR
OG0002944	sp|O75593|FOXH1_HUMAN	tr|A0A812A162|A0A812A162_NYCPR, tr|A0A811ZEY8|A0A811ZEY8_NYCPR
OG0002945	sp|P10155|RO60_HUMAN	tr|A0A811YZY5|A0A811YZY5_NYCPR, tr|A0A811ZRC4|A0A811ZRC4_NYCPR
OG0002946	sp|P48728|GCST_HUMAN	tr|A0A811Z827|A0A811Z827_NYCPR, tr|A0A811Y7L5|A0A811Y7L5_NYCPR
OG0002947	sp|Q15056|IF4H_HUMAN	tr|A0A811Z4S9|A0A811Z4S9_NYCPR, tr|A0A811YXN0|A0A811YXN0_NYCPR
OG0002948	sp|Q5SQN1|SNP47_HUMAN	tr|A0A811YZA8|A0A811YZA8_NYCPR, tr|A0A811YQR5|A0A811YQR5_NYCPR
OG0002949	sp|Q9BVX2|T106C_HUMAN	tr|A0A811YRZ8|A0A811YRZ8_NYCPR, tr|A0A811Y3V3|A0A811Y3V3_NYCPR
OG0002950	sp|Q9NXF1|TEX10_HUMAN	tr|A0A811ZFF3|A0A811ZFF3_NYCPR, tr|A0A811ZR94|A0A811ZR94_NYCPR
OG0002951	tr|A0A1W2PR95|A0A1W2PR95_HUMAN, sp|P78318|IGBP1_HUMAN	tr|A0A811YXV1|A0A811YXV1_NYCPR
OG0002952	sp|P11413|G6PD_HUMAN	tr|A0A811YII0|A0A811YII0_NYCPR, tr|A0A811Z3V5|A0A811Z3V5_NYCPR
OG0002953	sp|P51841|GUC2F_HUMAN	tr|A0A811Z1J8|A0A811Z1J8_NYCPR, tr|A0A811Y7C5|A0A811Y7C5_NYCPR
OG0002954	sp|Q14145|KEAP1_HUMAN	tr|A0A811ZA59|A0A811ZA59_NYCPR, tr|A0A811YKS8|A0A811YKS8_NYCPR
OG0002955	sp|Q8TCD5|NT5C_HUMAN	tr|A0A811ZS29|A0A811ZS29_NYCPR, tr|A0A811XZA8|A0A811XZA8_NYCPR
OG0002956	sp|Q9Y2G2|CARD8_HUMAN	tr|A0A811ZVF0|A0A811ZVF0_NYCPR, tr|A0A811ZUY8|A0A811ZUY8_NYCPR
OG0002957	sp|P35613|BASI_HUMAN	tr|A0A811Y6P7|A0A811Y6P7_NYCPR, tr|A0A811ZB36|A0A811ZB36_NYCPR
OG0002958	sp|P41252|SYIC_HUMAN	tr|A0A811XW40|A0A811XW40_NYCPR, tr|A0A811ZU06|A0A811ZU06_NYCPR
OG0002959	sp|P55735|SEC13_HUMAN	tr|A0A811ZS58|A0A811ZS58_NYCPR, tr|A0A811Z444|A0A811Z444_NYCPR
OG0002960	sp|Q15048|LRC14_HUMAN	tr|A0A811ZYJ6|A0A811ZYJ6_NYCPR, tr|A0A811ZGC2|A0A811ZGC2_NYCPR
OG0002961	sp|Q5T8I9|HENMT_HUMAN	tr|A0A811ZB55|A0A811ZB55_NYCPR, tr|A0A811Z0I2|A0A811Z0I2_NYCPR
OG0002962	sp|Q8IV35|WDR49_HUMAN	tr|A0A811YAK1|A0A811YAK1_NYCPR, tr|A0A811ZQI9|A0A811ZQI9_NYCPR
OG0002963	sp|Q8NET8|TRPV3_HUMAN	tr|A0A811XXV8|A0A811XXV8_NYCPR, tr|A0A811ZRD2|A0A811ZRD2_NYCPR
OG0002964	sp|Q9BPX6|MICU1_HUMAN	tr|A0A811YMR1|A0A811YMR1_NYCPR, tr|A0A811YR70|A0A811YR70_NYCPR
OG0002965	sp|Q9Y4P8|WIPI2_HUMAN	tr|A0A811Z0I8|A0A811Z0I8_NYCPR, tr|A0A811Z7X9|A0A811Z7X9_NYCPR
OG0002966	sp|P07686|HEXB_HUMAN	tr|A0A811YWH6|A0A811YWH6_NYCPR, tr|A0A811YVU5|A0A811YVU5_NYCPR
OG0002967	sp|P23368|MAOM_HUMAN	tr|A0A811ZHC2|A0A811ZHC2_NYCPR, tr|A0A811YPG5|A0A811YPG5_NYCPR
OG0002968	sp|Q02040|AK17A_HUMAN	tr|A0A811YZ14|A0A811YZ14_NYCPR, tr|A0A811YVZ5|A0A811YVZ5_NYCPR
OG0002969	sp|Q9BQE4|SELS_HUMAN	tr|A0A811YBM9|A0A811YBM9_NYCPR, tr|A0A811YGZ2|A0A811YGZ2_NYCPR
OG0002970	sp|A4D1S0|KLRG2_HUMAN	tr|A0A811Y3T4|A0A811Y3T4_NYCPR, tr|A0A811Z1I1|A0A811Z1I1_NYCPR
OG0002971	sp|Q9UJZ1|STML2_HUMAN	tr|A0A811YXR4|A0A811YXR4_NYCPR, tr|A0A811ZFZ6|A0A811ZFZ6_NYCPR
OG0002972	sp|O43929|ORC4_HUMAN	tr|A0A811ZI18|A0A811ZI18_NYCPR, tr|A0A811ZJT0|A0A811ZJT0_NYCPR
OG0002973	sp|O75530|EED_HUMAN	tr|A0A811Y804|A0A811Y804_NYCPR, tr|A0A811Y571|A0A811Y571_NYCPR
OG0002974	sp|P32243|OTX2_HUMAN	tr|A0A811ZNM0|A0A811ZNM0_NYCPR, tr|A0A811ZJN6|A0A811ZJN6_NYCPR
OG0002975	sp|P33991|MCM4_HUMAN	tr|A0A811ZY34|A0A811ZY34_NYCPR, tr|A0A811Y996|A0A811Y996_NYCPR
OG0002976	sp|Q8N5J2|MINY1_HUMAN	tr|A0A811Y4E4|A0A811Y4E4_NYCPR, tr|A0A811ZWY1|A0A811ZWY1_NYCPR
OG0002977	sp|Q8N888|BCOR2_HUMAN, sp|Q6W2J9|BCOR_HUMAN	tr|A0A811YWD0|A0A811YWD0_NYCPR
OG0002978	sp|Q9BZV1|UBXN6_HUMAN	tr|A0A811ZAN8|A0A811ZAN8_NYCPR, tr|A0A811ZL64|A0A811ZL64_NYCPR
OG0002979	sp|Q9NPC7|MYNN_HUMAN	tr|A0A811Z8U9|A0A811Z8U9_NYCPR, tr|A0A811ZRW2|A0A811ZRW2_NYCPR
OG0002980	sp|E9PB15|PTG3L_HUMAN	tr|A0A811Y0J2|A0A811Y0J2_NYCPR, tr|A0A811ZBN0|A0A811ZBN0_NYCPR
OG0002981	sp|O95243|MBD4_HUMAN	tr|A0A811ZW65|A0A811ZW65_NYCPR, tr|A0A811Z6M2|A0A811Z6M2_NYCPR
OG0002982	sp|P23946|CMA1_HUMAN	tr|A0A811ZRU7|A0A811ZRU7_NYCPR, tr|A0A811ZT35|A0A811ZT35_NYCPR
OG0002983	sp|Q14210|LY6D_HUMAN	tr|A0A811ZYL6|A0A811ZYL6_NYCPR, tr|A0A811ZZM4|A0A811ZZM4_NYCPR
OG0002984	sp|Q9UBE0|SAE1_HUMAN	tr|A0A811YFL2|A0A811YFL2_NYCPR, tr|A0A811ZUZ9|A0A811ZUZ9_NYCPR
OG0002985	sp|A4D161|F221A_HUMAN	tr|A0A811YH63|A0A811YH63_NYCPR, tr|A0A811ZY57|A0A811ZY57_NYCPR
OG0002986	sp|O00399|DCTN6_HUMAN	tr|A0A811YP86|A0A811YP86_NYCPR, tr|A0A811YYF8|A0A811YYF8_NYCPR
OG0002987	sp|O75884|RBBP9_HUMAN	tr|A0A811ZPC7|A0A811ZPC7_NYCPR, tr|A0A811Y0I3|A0A811Y0I3_NYCPR
OG0002988	sp|P12956|XRCC6_HUMAN	tr|A0A811YPB0|A0A811YPB0_NYCPR, tr|A0A811YJT1|A0A811YJT1_NYCPR
OG0002989	sp|P78317|RNF4_HUMAN	tr|A0A811Y2K0|A0A811Y2K0_NYCPR, tr|A0A811YI29|A0A811YI29_NYCPR
OG0002990	sp|Q86XS5|ANGL5_HUMAN	tr|A0A811YHF2|A0A811YHF2_NYCPR, tr|A0A811ZMF7|A0A811ZMF7_NYCPR
OG0002991	sp|Q8TE04|PANK1_HUMAN	tr|A0A811YU12|A0A811YU12_NYCPR, tr|A0A811YXH1|A0A811YXH1_NYCPR
OG0002992	sp|A0A0B4J266|TVA41_HUMAN, sp|A0A0B4J277|TVA22_HUMAN	tr|A0A811ZSF4|A0A811ZSF4_NYCPR
OG0002993	sp|P12273|PIP_HUMAN	tr|A0A811YSR8|A0A811YSR8_NYCPR, tr|A0A811YVV6|A0A811YVV6_NYCPR
OG0002994	sp|Q15306|IRF4_HUMAN	tr|A0A811YF06|A0A811YF06_NYCPR, tr|A0A811XXG2|A0A811XXG2_NYCPR
OG0002995	sp|Q9NX01|TXN4B_HUMAN	tr|A0A811ZQ05|A0A811ZQ05_NYCPR, tr|A0A811ZKD0|A0A811ZKD0_NYCPR
OG0002996	sp|P40939|ECHA_HUMAN	tr|A0A811YG16|A0A811YG16_NYCPR, tr|A0A811Y501|A0A811Y501_NYCPR
OG0002997	sp|Q01581|HMCS1_HUMAN	tr|A0A811YEM5|A0A811YEM5_NYCPR, tr|A0A812A0G4|A0A812A0G4_NYCPR
OG0002998	sp|Q10981|FUT2_HUMAN	tr|A0A811ZUU4|A0A811ZUU4_NYCPR, tr|A0A811ZW79|A0A811ZW79_NYCPR
OG0002999	sp|Q7Z3J2|VP35L_HUMAN	tr|A0A811Z7F8|A0A811Z7F8_NYCPR, tr|A0A811Y731|A0A811Y731_NYCPR
OG0003000	sp|Q92968|PEX13_HUMAN	tr|A0A811YQE1|A0A811YQE1_NYCPR, tr|A0A811Y6A7|A0A811Y6A7_NYCPR
OG0003001	sp|Q9BVL4|SELO_HUMAN	tr|A0A811YS56|A0A811YS56_NYCPR, tr|A0A811YKI6|A0A811YKI6_NYCPR
OG0003002	sp|O15143|ARC1B_HUMAN	tr|A0A811Y9W4|A0A811Y9W4_NYCPR, tr|A0A811Z5I5|A0A811Z5I5_NYCPR
OG0003003	sp|P17677|NEUM_HUMAN	tr|A0A811Z072|A0A811Z072_NYCPR, tr|A0A811Y568|A0A811Y568_NYCPR
OG0003004	sp|P26583|HMGB2_HUMAN	tr|A0A811XXT0|A0A811XXT0_NYCPR, tr|A0A811ZDY1|A0A811ZDY1_NYCPR
OG0003005	sp|Q9NZI7|UBIP1_HUMAN	tr|A0A811XXA5|A0A811XXA5_NYCPR, tr|A0A811YCV6|A0A811YCV6_NYCPR
OG0003006	sp|Q9UNN5|FAF1_HUMAN	tr|A0A811Z3I7|A0A811Z3I7_NYCPR, tr|A0A811Z4K6|A0A811Z4K6_NYCPR
OG0003007	sp|Q86W42|THOC6_HUMAN	tr|A0A811ZSX5|A0A811ZSX5_NYCPR, tr|A0A811Z404|A0A811Z404_NYCPR
OG0003008	sp|Q96JC9|EAF1_HUMAN	tr|A0A811YF43|A0A811YF43_NYCPR, tr|A0A811YCB3|A0A811YCB3_NYCPR
OG0003009	sp|A6NCS6|CB072_HUMAN	tr|A0A811ZDK6|A0A811ZDK6_NYCPR, tr|A0A811ZDT4|A0A811ZDT4_NYCPR
OG0003010	sp|P02654|APOC1_HUMAN	tr|A0A811YNE3|A0A811YNE3_NYCPR, tr|A0A811ZVA6|A0A811ZVA6_NYCPR
OG0003011	sp|P19827|ITIH1_HUMAN	tr|A0A811Z5Y0|A0A811Z5Y0_NYCPR, tr|A0A811Z8C4|A0A811Z8C4_NYCPR
OG0003012	sp|O75674|TM1L1_HUMAN	tr|A0A811XTF0|A0A811XTF0_NYCPR, tr|A0A811XU91|A0A811XU91_NYCPR
OG0003013	sp|P52758|RIDA_HUMAN	tr|A0A811Y0S9|A0A811Y0S9_NYCPR, tr|A0A811ZIZ0|A0A811ZIZ0_NYCPR
OG0003014	sp|Q6DCA0|AMERL_HUMAN	tr|A0A811Y4P7|A0A811Y4P7_NYCPR, tr|A0A811Z0F1|A0A811Z0F1_NYCPR
OG0003015	sp|Q8WU43|CB015_HUMAN	tr|A0A811YIN2|A0A811YIN2_NYCPR, tr|A0A811Z6P4|A0A811Z6P4_NYCPR
OG0003016	sp|Q8WUZ0|BCL7C_HUMAN	tr|A0A811Z664|A0A811Z664_NYCPR, tr|A0A811ZCZ5|A0A811ZCZ5_NYCPR
OG0003017	sp|Q969M3|YIPF5_HUMAN	tr|A0A811YRL2|A0A811YRL2_NYCPR, tr|A0A811YWQ7|A0A811YWQ7_NYCPR
OG0003018	sp|O14986|PI51B_HUMAN	tr|A0A811ZTE7|A0A811ZTE7_NYCPR, tr|A0A811YPD3|A0A811YPD3_NYCPR
OG0003019	sp|P53004|BIEA_HUMAN	tr|A0A811ZEE6|A0A811ZEE6_NYCPR, tr|A0A811XW41|A0A811XW41_NYCPR
OG0003020	sp|Q8NAV2|CH058_HUMAN	tr|A0A811Y6K1|A0A811Y6K1_NYCPR, tr|A0A811ZDT5|A0A811ZDT5_NYCPR
OG0003021	sp|Q9BUN8|DERL1_HUMAN	tr|A0A811ZZI0|A0A811ZZI0_NYCPR, tr|A0A811YGX6|A0A811YGX6_NYCPR
OG0003022	sp|Q9BYR8|KRA31_HUMAN	tr|A0A811YX04|A0A811YX04_NYCPR, tr|A0A811XV05|A0A811XV05_NYCPR
OG0003023	sp|O75390|CISY_HUMAN	tr|A0A811YQZ9|A0A811YQZ9_NYCPR, tr|A0A811ZUZ3|A0A811ZUZ3_NYCPR
OG0003024	sp|O75845|SC5D_HUMAN	tr|A0A811ZMZ7|A0A811ZMZ7_NYCPR, tr|A0A811ZHH8|A0A811ZHH8_NYCPR
OG0003025	sp|Q15937|ZNF79_HUMAN, sp|P0CG24|ZN883_HUMAN	tr|A0A811XYM2|A0A811XYM2_NYCPR
OG0003026	sp|Q9GZZ9|UBA5_HUMAN	tr|A0A811ZNZ3|A0A811ZNZ3_NYCPR, tr|A0A811YDI3|A0A811YDI3_NYCPR
OG0003027	sp|Q9H9L7|AKIR1_HUMAN	tr|A0A811YXP3|A0A811YXP3_NYCPR, tr|A0A811Z618|A0A811Z618_NYCPR
OG0003028	sp|O14832|PAHX_HUMAN	tr|A0A811YNP4|A0A811YNP4_NYCPR, tr|A0A811YXC3|A0A811YXC3_NYCPR
OG0003029	sp|Q9H2J4|PDCL3_HUMAN	tr|A0A811YKE5|A0A811YKE5_NYCPR, tr|A0A811ZLE7|A0A811ZLE7_NYCPR
OG0003030	sp|Q9NPJ4|PNRC2_HUMAN	tr|A0A811YWW4|A0A811YWW4_NYCPR, tr|A0A811YLQ2|A0A811YLQ2_NYCPR
OG0003031	sp|P09382|LEG1_HUMAN	tr|A0A811ZS49|A0A811ZS49_NYCPR, tr|A0A811YIK5|A0A811YIK5_NYCPR
OG0003032	sp|P49257|LMAN1_HUMAN	tr|A0A811ZHQ2|A0A811ZHQ2_NYCPR, tr|A0A811YRS3|A0A811YRS3_NYCPR
OG0003033	sp|P51157|RAB28_HUMAN	tr|A0A811YHB3|A0A811YHB3_NYCPR, tr|A0A811Y9D7|A0A811Y9D7_NYCPR
OG0003034	sp|P98173|FAM3A_HUMAN	tr|A0A811Z2G3|A0A811Z2G3_NYCPR, tr|A0A811Z401|A0A811Z401_NYCPR
OG0003035	sp|Q712K3|UB2R2_HUMAN	tr|A0A811ZFT1|A0A811ZFT1_NYCPR, tr|A0A811XYV2|A0A811XYV2_NYCPR
OG0003036	sp|Q9UNK0|STX8_HUMAN	tr|A0A811ZN55|A0A811ZN55_NYCPR, tr|A0A811ZJG9|A0A811ZJG9_NYCPR
OG0003037	sp|A6NEY8|PRXD1_HUMAN	tr|A0A811YMV3|A0A811YMV3_NYCPR, tr|A0A811Y2P6|A0A811Y2P6_NYCPR
OG0003038	sp|Q96R06|SPAG5_HUMAN	tr|A0A811Z0U5|A0A811Z0U5_NYCPR, tr|A0A811XU61|A0A811XU61_NYCPR
