Orthogroup	Homo_sapiens	Macaca_nemestrina
OG0001759	sp|Q8N7X8|SIGL1_HUMAN	tr|A0A2K6DDE2|A0A2K6DDE2_MACNE, tr|A0A2K6E8U1|A0A2K6E8U1_MACNE
OG0001760	sp|Q9NXG2|THUM1_HUMAN	tr|A0A2K6AZB6|A0A2K6AZB6_MACNE, tr|A0A2K6D4G4|A0A2K6D4G4_MACNE
OG0001761	sp|Q9UGC7|RF1ML_HUMAN	tr|A0A2K6BJ49|A0A2K6BJ49_MACNE, tr|A0A2K6CF01|A0A2K6CF01_MACNE
OG0001762	sp|Q92817|EVPL_HUMAN, sp|A8MZ36|EVPLL_HUMAN	tr|A0A2K6C4F7|A0A2K6C4F7_MACNE
OG0001763	sp|O15498|YKT6_HUMAN	tr|A0A2K6CQM5|A0A2K6CQM5_MACNE, tr|A0A2K6CH65|A0A2K6CH65_MACNE
OG0001764	sp|P49354|FNTA_HUMAN	tr|A0A2K6DST6|A0A2K6DST6_MACNE, tr|A0A2K6D0L0|A0A2K6D0L0_MACNE
OG0001765	sp|Q9NP90|RAB9B_HUMAN, sp|P51151|RAB9A_HUMAN	tr|A0A2K6AM86|A0A2K6AM86_MACNE
OG0001766	sp|Q07955|SRSF1_HUMAN	tr|A0A2K6AWA9|A0A2K6AWA9_MACNE, tr|A0A2K6B5G8|A0A2K6B5G8_MACNE
OG0001767	sp|Q8TE82|S3TC1_HUMAN, sp|Q8TF17|S3TC2_HUMAN	tr|A0A2K6AXZ2|A0A2K6AXZ2_MACNE
OG0001768	sp|Q96SU4|OSBL9_HUMAN	tr|A0A2K6AV05|A0A2K6AV05_MACNE, tr|A0A2K6EB76|A0A2K6EB76_MACNE
OG0001769	sp|Q9Y3L3|3BP1_HUMAN, sp|Q6ZT62|BGIN_HUMAN	tr|A0A2K6DEU6|A0A2K6DEU6_MACNE
OG0001770	sp|Q9Y4K3|TRAF6_HUMAN	tr|A0A2K6DR01|A0A2K6DR01_MACNE, tr|A0A2K6BKS9|A0A2K6BKS9_MACNE
OG0001771	sp|A6NK02|TRI75_HUMAN, sp|Q495X7|TRI60_HUMAN	tr|A0A2K6AVK3|A0A2K6AVK3_MACNE
OG0001772	sp|P0DI82|TPC2B_HUMAN, sp|P0DI81|TPC2A_HUMAN	tr|A0A2K6CSS0|A0A2K6CSS0_MACNE
OG0001773	sp|P16152|CBR1_HUMAN, sp|O75828|CBR3_HUMAN	tr|A0A2K6CZ68|A0A2K6CZ68_MACNE
OG0001774	sp|P18577|RHCE_HUMAN, sp|Q02161|RHD_HUMAN	tr|A0A2K6D6D3|A0A2K6D6D3_MACNE
OG0001775	sp|Q494X3|ZN404_HUMAN, sp|Q6P280|ZN529_HUMAN	tr|A0A2K6D3W8|A0A2K6D3W8_MACNE
OG0001776	sp|Q99613|EIF3C_HUMAN, sp|B5ME19|EIFCL_HUMAN	tr|A0A2K6B1F4|A0A2K6B1F4_MACNE
OG0001777	sp|Q93088|BHMT1_HUMAN, sp|Q9H2M3|BHMT2_HUMAN	tr|A0A2K6CRB1|A0A2K6CRB1_MACNE
OG0001778	sp|Q9UBM8|MGT4C_HUMAN	tr|A0A2K6BDL9|A0A2K6BDL9_MACNE, tr|A0A2K6DPU4|A0A2K6DPU4_MACNE
OG0001779	sp|Q9UH17|ABC3B_HUMAN, sp|P31941|ABC3A_HUMAN	tr|A0A2K6DXL0|A0A2K6DXL0_MACNE
OG0001780	sp|Q9P109|GCNT4_HUMAN, sp|O95395|GCNT3_HUMAN	tr|A0A2K6AUX5|A0A2K6AUX5_MACNE
OG0001781	sp|P49760|CLK2_HUMAN	tr|A0A2K6DZ53|A0A2K6DZ53_MACNE, tr|A0A2K6BR12|A0A2K6BR12_MACNE
OG0001782	sp|P50213|IDH3A_HUMAN	tr|A0A2K6CU17|A0A2K6CU17_MACNE, tr|A0A2K6BCB9|A0A2K6BCB9_MACNE
OG0001783	sp|Q9UHP7|CLC2D_HUMAN	tr|A0A2K6CIM4|A0A2K6CIM4_MACNE, tr|A0A2K6D8S0|A0A2K6D8S0_MACNE
OG0001784	sp|Q9ULI2|RIMKB_HUMAN	tr|A0A2K6DME3|A0A2K6DME3_MACNE, tr|A0A2K6DZL5|A0A2K6DZL5_MACNE
OG0001785	sp|P29762|RABP1_HUMAN, sp|P29373|RABP2_HUMAN	tr|A0A2K6EBK8|A0A2K6EBK8_MACNE
OG0001786	sp|Q9UGK3|STAP2_HUMAN	tr|A0A2K6C589|A0A2K6C589_MACNE, tr|A0A2K6AVN2|A0A2K6AVN2_MACNE
OG0001787	sp|Q9UNZ5|L10K_HUMAN	tr|A0A2K6BLP7|A0A2K6BLP7_MACNE, tr|A0A2K6BT56|A0A2K6BT56_MACNE
OG0001788	sp|O43309|ZSC12_HUMAN	sp|A2T6E3|ZSC12_MACNE, tr|A0A2K6EBM2|A0A2K6EBM2_MACNE
OG0001789	sp|P59534|T2R39_HUMAN, sp|P59535|T2R40_HUMAN	tr|A0A2K6B0X1|A0A2K6B0X1_MACNE
OG0001790	sp|Q00535|CDK5_HUMAN	tr|A0A2K6E7L1|A0A2K6E7L1_MACNE, tr|A0A2K6E678|A0A2K6E678_MACNE
OG0001791	sp|Q5GH77|XKR3_HUMAN, sp|Q6PP77|XKR2_HUMAN	tr|A0A2K6DMN2|A0A2K6DMN2_MACNE
OG0001792	sp|Q6ZN55|ZN574_HUMAN, sp|Q8TF50|ZN526_HUMAN	tr|A0A2K6CBC6|A0A2K6CBC6_MACNE
OG0001793	sp|Q8NBP7|PCSK9_HUMAN	tr|A0A2K6CND1|A0A2K6CND1_MACNE, sp|A8T662|PCSK9_MACNE
OG0001794	sp|P54922|ADPRH_HUMAN, sp|Q8NDY3|ARHL1_HUMAN	tr|A0A2K6DAI0|A0A2K6DAI0_MACNE
OG0001795	sp|Q96SJ8|TSN18_HUMAN, sp|Q9UKR8|TSN16_HUMAN	tr|A0A2K6CNZ2|A0A2K6CNZ2_MACNE
OG0001796	sp|Q9UBF6|RBX2_HUMAN	tr|A0A2K6B5J9|A0A2K6B5J9_MACNE, tr|A0A2K6DNG4|A0A2K6DNG4_MACNE
OG0001798	sp|Q5VYY1|ANR22_HUMAN, sp|A6NGH8|ANR61_HUMAN	tr|A0A2K6DBK6|A0A2K6DBK6_MACNE
OG0001799	sp|O15217|GSTA4_HUMAN	tr|A0A2K6CBI7|A0A2K6CBI7_MACNE, tr|A0A2K6AXG7|A0A2K6AXG7_MACNE
OG0001801	sp|P30050|RL12_HUMAN	tr|A0A2K6CIU8|A0A2K6CIU8_MACNE, tr|A0A2K6DXN1|A0A2K6DXN1_MACNE
OG0001802	sp|Q07021|C1QBP_HUMAN	tr|A0A2K6E1T3|A0A2K6E1T3_MACNE, tr|A0A2K6CEA4|A0A2K6CEA4_MACNE
OG0001803	sp|Q96D09|GASP2_HUMAN, sp|Q5JY77|GASP1_HUMAN	tr|A0A2K6ANB7|A0A2K6ANB7_MACNE
OG0001804	sp|Q9BZP6|CHIA_HUMAN	tr|A0A2K6C247|A0A2K6C247_MACNE, tr|A0A2K6BHD7|A0A2K6BHD7_MACNE
OG0001805	sp|Q10981|FUT2_HUMAN, sp|P19526|FUT1_HUMAN	tr|A0A2K6B357|A0A2K6B357_MACNE
OG0001806	sp|Q07283|TRHY_HUMAN, sp|P25815|S100P_HUMAN	tr|A0A2K6DNK8|A0A2K6DNK8_MACNE
OG0001807	sp|Q5TFE4|NT5D1_HUMAN	tr|A0A2K6C268|A0A2K6C268_MACNE, tr|A0A2K6BCY9|A0A2K6BCY9_MACNE
OG0001808	sp|Q8NEA9|GMCL2_HUMAN, sp|Q96IK5|GMCL1_HUMAN	tr|A0A2K6CAA3|A0A2K6CAA3_MACNE
OG0001809	sp|Q8TC76|F110B_HUMAN, sp|Q9BQ89|F110A_HUMAN	tr|A0A2K6B1G8|A0A2K6B1G8_MACNE
OG0001810	sp|Q9H0R6|GATA_HUMAN	tr|A0A2K6C5V2|A0A2K6C5V2_MACNE, tr|A0A2K6D9P4|A0A2K6D9P4_MACNE
OG0001811	sp|Q9H9L3|I20L2_HUMAN	tr|A0A2K6D275|A0A2K6D275_MACNE, tr|A0A2K6AQ39|A0A2K6AQ39_MACNE
OG0001812	sp|Q9NY56|OBP2A_HUMAN, sp|Q9NPH6|OBP2B_HUMAN	tr|A0A2K6BTW3|A0A2K6BTW3_MACNE
OG0001813	tr|A0A8I5KTY6|A0A8I5KTY6_HUMAN, sp|Q15776|ZKSC8_HUMAN	tr|A0A2K6DJK3|A0A2K6DJK3_MACNE
OG0001814	sp|O75312|ZPR1_HUMAN	tr|A0A2K6C2M7|A0A2K6C2M7_MACNE, tr|A0A2K6DM02|A0A2K6DM02_MACNE
OG0001815	sp|Q96IR7|HPDL_HUMAN, sp|P32754|HPPD_HUMAN	tr|A0A2K6BN68|A0A2K6BN68_MACNE
OG0001816	sp|Q5JTD0|TJAP1_HUMAN	tr|A0A2K6BHL5|A0A2K6BHL5_MACNE, tr|A0A2K6B2L5|A0A2K6B2L5_MACNE
OG0001817	sp|Q9NXH8|TOR4A_HUMAN, sp|Q5JU69|TOR2A_HUMAN	tr|A0A2K6DBB0|A0A2K6DBB0_MACNE
OG0001818	sp|Q6PI77|BHLH9_HUMAN	tr|A0A2K6B2S3|A0A2K6B2S3_MACNE, tr|A0A2K6CX33|A0A2K6CX33_MACNE
OG0001819	sp|Q2M2D7|TBC28_HUMAN, sp|Q86UD7|TBC26_HUMAN	tr|A0A2K6BNZ9|A0A2K6BNZ9_MACNE
OG0001820	sp|Q8N6N7|ACBD7_HUMAN	tr|A0A2K6BJB7|A0A2K6BJB7_MACNE, tr|A0A2K6CN66|A0A2K6CN66_MACNE
OG0001821	sp|Q969G6|RIFK_HUMAN	tr|A0A2K6CSC2|A0A2K6CSC2_MACNE, tr|A0A2K6CMS3|A0A2K6CMS3_MACNE
OG0001822	sp|O00139|KIF2A_HUMAN, sp|Q8N4N8|KIF2B_HUMAN	tr|A0A2K6BPL4|A0A2K6BPL4_MACNE
OG0001823	sp|P35227|PCGF2_HUMAN, sp|P35226|BMI1_HUMAN	tr|A0A2K6BBH7|A0A2K6BBH7_MACNE
OG0001824	sp|Q08623|HDHD1_HUMAN	tr|A0A2K6C2K1|A0A2K6C2K1_MACNE, tr|A0A2K6DQT0|A0A2K6DQT0_MACNE
OG0001825	sp|Q8IWB1|IPRI_HUMAN, sp|Q6GPH6|IPIL1_HUMAN	tr|A0A2K6D1R6|A0A2K6D1R6_MACNE
OG0001826	sp|Q86UD3|MARH3_HUMAN, sp|Q9P0N8|MARH2_HUMAN	tr|A0A2K6C6C4|A0A2K6C6C4_MACNE
OG0001827	sp|Q9BRT2|UQCC2_HUMAN	tr|A0A2K6E4S1|A0A2K6E4S1_MACNE, tr|A0A2K6BG57|A0A2K6BG57_MACNE
OG0001828	sp|A6NF34|ANTRL_HUMAN	tr|A0A2K6D3S0|A0A2K6D3S0_MACNE, tr|A0A2K6AQ57|A0A2K6AQ57_MACNE
OG0001829	sp|B1AK76|SNUFL_HUMAN, sp|Q9Y675|SNURF_HUMAN	tr|A0A2K6AZM5|A0A2K6AZM5_MACNE
OG0001830	sp|P0CG32|ZCC18_HUMAN, sp|Q6PEW1|ZCH12_HUMAN	tr|A0A2K6B380|A0A2K6B380_MACNE
OG0001831	sp|P0C7U1|ASA2B_HUMAN, sp|Q9NR71|ASAH2_HUMAN	tr|A0A2K6C5Z4|A0A2K6C5Z4_MACNE
OG0001832	sp|P0DMB1|P23D2_HUMAN, sp|E9PI22|P23D1_HUMAN	tr|A0A2K6BMZ6|A0A2K6BMZ6_MACNE
OG0001833	sp|O95376|ARI2_HUMAN	tr|A0A2K6DCZ6|A0A2K6DCZ6_MACNE, tr|A0A2K6DVZ0|A0A2K6DVZ0_MACNE
OG0001834	sp|Q8WW24|TEKT4_HUMAN, sp|Q8WZ33|MAFIP_HUMAN	tr|A0A2K6CIS2|A0A2K6CIS2_MACNE
OG0001835	sp|P01721|LV657_HUMAN	tr|A0A2K6BCC9|A0A2K6BCC9_MACNE, tr|A0A2K6ANW0|A0A2K6ANW0_MACNE
OG0001836	sp|Q86VZ1|P2RY8_HUMAN, sp|P55085|PAR2_HUMAN	tr|A0A2K6D3B8|A0A2K6D3B8_MACNE
OG0001837	sp|P60228|EIF3E_HUMAN	tr|A0A2K6CLC4|A0A2K6CLC4_MACNE, tr|A0A2K6EDA5|A0A2K6EDA5_MACNE
OG0001838	sp|Q08752|PPID_HUMAN	tr|A0A2K6CY37|A0A2K6CY37_MACNE, tr|A0A2K6DSW2|A0A2K6DSW2_MACNE
OG0001839	sp|Q58G82|SY14L_HUMAN, sp|Q8NB59|SYT14_HUMAN	tr|A0A2K6DVG8|A0A2K6DVG8_MACNE
OG0001840	sp|Q8IUB3|WF10B_HUMAN, sp|Q9H1F0|WF10A_HUMAN	tr|A0A2K6BQ38|A0A2K6BQ38_MACNE
OG0001841	sp|Q96EK6|GNA1_HUMAN	tr|A0A2K6C4L7|A0A2K6C4L7_MACNE, tr|A0A2K6E7J2|A0A2K6E7J2_MACNE
OG0001842	sp|P37108|SRP14_HUMAN	tr|A0A2K6B4Q8|A0A2K6B4Q8_MACNE, tr|A0A2K6BSF1|A0A2K6BSF1_MACNE
OG0001843	sp|Q49A26|GLYR1_HUMAN	tr|A0A2K6DGS5|A0A2K6DGS5_MACNE, tr|A0A2K6EBU1|A0A2K6EBU1_MACNE
OG0001844	sp|Q5JRA6|TGO1_HUMAN, sp|Q9BXG8|SPZ1_HUMAN	tr|A0A2K6BQC7|A0A2K6BQC7_MACNE
OG0001845	sp|Q5T752|LCE1D_HUMAN, sp|Q5T753|LCE1E_HUMAN	tr|A0A2K6B6F3|A0A2K6B6F3_MACNE
OG0001846	sp|Q8NAV1|PR38A_HUMAN	tr|A0A2K6BRL2|A0A2K6BRL2_MACNE, tr|A0A2K6DDU5|A0A2K6DDU5_MACNE
OG0001847	sp|Q9Y4E1|WAC2C_HUMAN, sp|Q641Q2|WAC2A_HUMAN	tr|A0A2K6CPH9|A0A2K6CPH9_MACNE
OG0001848	sp|P51665|PSMD7_HUMAN	tr|A0A2K6B841|A0A2K6B841_MACNE, tr|A0A2K6AT66|A0A2K6AT66_MACNE
OG0001849	sp|Q6ZQY2|LR74B_HUMAN, sp|Q0VAA2|LR74A_HUMAN	tr|A0A2K6BUC3|A0A2K6BUC3_MACNE
OG0001850	sp|P58107|EPIPL_HUMAN, sp|Q15149|PLEC_HUMAN	tr|A0A2K6ATL0|A0A2K6ATL0_MACNE
OG0001851	sp|Q75MW2|ZN767_HUMAN, sp|Q6NUN9|ZN746_HUMAN	tr|A0A2K6CAU4|A0A2K6CAU4_MACNE
OG0001852	sp|Q8TC41|RN217_HUMAN	tr|A0A2K6C0C5|A0A2K6C0C5_MACNE, tr|A0A2K6BQV4|A0A2K6BQV4_MACNE
OG0001853	sp|Q9GZW5|SCND2_HUMAN, sp|Q96LW9|ZSC31_HUMAN	tr|A0A2K6C3S7|A0A2K6C3S7_MACNE
OG0001854	sp|Q9H4M3|FBX44_HUMAN, sp|Q9NRD1|FBX6_HUMAN	tr|A0A2K6B020|A0A2K6B020_MACNE
OG0001855	sp|O75529|TAF5L_HUMAN	tr|A0A2K6BF33|A0A2K6BF33_MACNE, tr|A0A2K6DGK0|A0A2K6DGK0_MACNE
OG0001856	sp|Q6Q8B3|MO2R2_HUMAN, sp|Q8TD46|MO2R1_HUMAN	tr|A0A2K6DX93|A0A2K6DX93_MACNE
OG0001857	sp|Q8N7J2|AMER2_HUMAN, sp|Q8N944|AMER3_HUMAN	tr|A0A2K6C4K1|A0A2K6C4K1_MACNE
OG0001858	sp|Q01892|SPIB_HUMAN, sp|P17947|SPI1_HUMAN	tr|A0A2K6B5P8|A0A2K6B5P8_MACNE
OG0001859	sp|P49069|CAMLG_HUMAN	tr|A0A2K6D0Q4|A0A2K6D0Q4_MACNE, tr|A0A2K6CXF4|A0A2K6CXF4_MACNE
OG0001860	sp|P55769|NH2L1_HUMAN	tr|A0A2K6C4J1|A0A2K6C4J1_MACNE, tr|A0A2K6E122|A0A2K6E122_MACNE
OG0001861	sp|Q6FI81|CPIN1_HUMAN	tr|A0A2K6CP40|A0A2K6CP40_MACNE, tr|A0A2K6D2P0|A0A2K6D2P0_MACNE
OG0001862	sp|Q9H772|GREM2_HUMAN, sp|O60565|GREM1_HUMAN	tr|A0A2K6AP00|A0A2K6AP00_MACNE
OG0001863	sp|A8MXV6|CD15L_HUMAN, sp|Q96T59|CDRTF_HUMAN	tr|A0A2K6BDU5|A0A2K6BDU5_MACNE
OG0001864	sp|P00167|CYB5_HUMAN	tr|A0A2K6C6V2|A0A2K6C6V2_MACNE, tr|A0A2K6BD52|A0A2K6BD52_MACNE
OG0001865	sp|P00441|SODC_HUMAN, sp|P08294|SODE_HUMAN	tr|A0A2K6ARK1|A0A2K6ARK1_MACNE
OG0001866	sp|Q9BZJ8|GPR61_HUMAN, sp|Q9BZJ7|GPR62_HUMAN	tr|A0A2K6B5J6|A0A2K6B5J6_MACNE
OG0001867	sp|Q9C0K7|STRAB_HUMAN	tr|A0A2K6BPK4|A0A2K6BPK4_MACNE, tr|A0A2K6DEA4|A0A2K6DEA4_MACNE
OG0001868	sp|Q9NUL3|STAU2_HUMAN	tr|A0A2K6CJM2|A0A2K6CJM2_MACNE, tr|A0A2K6ANW2|A0A2K6ANW2_MACNE
OG0001869	sp|O15391|TYY2_HUMAN, sp|P25490|TYY1_HUMAN	tr|A0A2K6D791|A0A2K6D791_MACNE
OG0001870	sp|P0DPB6|RPAC2_HUMAN	tr|A0A2K6D054|A0A2K6D054_MACNE, tr|A0A2K6ARY0|A0A2K6ARY0_MACNE
OG0001871	sp|Q5VT79|AXA81_HUMAN, sp|P13928|ANXA8_HUMAN	tr|A0A2K6AWI4|A0A2K6AWI4_MACNE
OG0001872	sp|Q03154|ACY1_HUMAN, sp|Q6GTS8|P20D1_HUMAN	tr|A0A2K6BT34|A0A2K6BT34_MACNE
OG0001873	sp|Q9UL33|TPC2L_HUMAN	tr|A0A2K6ATI2|A0A2K6ATI2_MACNE, tr|A0A2K6CAK8|A0A2K6CAK8_MACNE
OG0001875	sp|P02745|C1QA_HUMAN, sp|P02746|C1QB_HUMAN	tr|A0A2K6D0R9|A0A2K6D0R9_MACNE
OG0001876	sp|P40305|IFI27_HUMAN	tr|A0A2K6D125|A0A2K6D125_MACNE, tr|A0A2K6BFJ6|A0A2K6BFJ6_MACNE
OG0001877	sp|P55010|IF5_HUMAN	tr|A0A2K6DWP4|A0A2K6DWP4_MACNE, tr|A0A2K6D7L9|A0A2K6D7L9_MACNE
OG0001879	sp|O43916|CHST1_HUMAN, sp|Q7LGC8|CHST3_HUMAN	tr|A0A2K6DJZ3|A0A2K6DJZ3_MACNE
OG0001880	sp|P15170|ERF3A_HUMAN, sp|Q8IYD1|ERF3B_HUMAN	tr|A0A2K6C3X4|A0A2K6C3X4_MACNE
OG0001881	sp|Q9NVN8|GNL3L_HUMAN	tr|A0A2K6BRU1|A0A2K6BRU1_MACNE, tr|A0A2K6CF36|A0A2K6CF36_MACNE
OG0001882	sp|O76003|GLRX3_HUMAN	tr|A0A2K6DV05|A0A2K6DV05_MACNE, tr|A0A2K6D792|A0A2K6D792_MACNE
OG0001883	sp|O96007|MOC2B_HUMAN	tr|A0A2K6D1G9|A0A2K6D1G9_MACNE, tr|A0A2K6BM89|A0A2K6BM89_MACNE
OG0001884	sp|P01877|IGHA2_HUMAN, sp|P01876|IGHA1_HUMAN	tr|A0A2K6B339|A0A2K6B339_MACNE
OG0001885	sp|Q12905|ILF2_HUMAN	tr|A0A2K6ATD3|A0A2K6ATD3_MACNE, tr|A0A2K6ATU9|A0A2K6ATU9_MACNE
OG0001886	sp|Q14657|LAGE3_HUMAN	tr|A0A2K6E6Q0|A0A2K6E6Q0_MACNE, tr|A0A2K6AR26|A0A2K6AR26_MACNE
OG0001887	sp|Q58WW2|DCAF6_HUMAN	tr|A0A2K6BWB5|A0A2K6BWB5_MACNE, tr|A0A2K6CJB4|A0A2K6CJB4_MACNE
OG0001888	sp|Q8TAA5|GRPE2_HUMAN	tr|A0A2K6DVJ7|A0A2K6DVJ7_MACNE, tr|A0A2K6DFQ9|A0A2K6DFQ9_MACNE
OG0001889	sp|P0DPB3|SCHI1_HUMAN, sp|B3KU38|IQIP1_HUMAN	tr|A0A2K6D9H9|A0A2K6D9H9_MACNE
OG0001890	sp|P32119|PRDX2_HUMAN	tr|A0A2K6DRB8|A0A2K6DRB8_MACNE, tr|A0A2K6DBY1|A0A2K6DBY1_MACNE
OG0001891	sp|P52292|IMA1_HUMAN	tr|A0A2K6DEU7|A0A2K6DEU7_MACNE, tr|A0A2K6DKA3|A0A2K6DKA3_MACNE
OG0001892	sp|Q2M329|CCD96_HUMAN, sp|Q9H0I3|CC113_HUMAN	tr|A0A2K6B738|A0A2K6B738_MACNE
OG0001894	sp|P17010|ZFX_HUMAN, sp|P08048|ZFY_HUMAN	tr|A0A2K6EAJ6|A0A2K6EAJ6_MACNE
OG0001895	sp|Q9P296|C5AR2_HUMAN, sp|P21730|C5AR1_HUMAN	tr|A0A2K6DDM4|A0A2K6DDM4_MACNE
OG0001896	sp|P55073|IOD3_HUMAN, sp|P49895|IOD1_HUMAN	tr|A0A2K6CDE5|A0A2K6CDE5_MACNE
OG0001897	sp|Q13227|GPS2_HUMAN	tr|A0A2K6BN64|A0A2K6BN64_MACNE, tr|A0A2K6BYF1|A0A2K6BYF1_MACNE
OG0001898	sp|Q52M93|Z585B_HUMAN, sp|Q6P3V2|Z585A_HUMAN	tr|A0A2K6E9P7|A0A2K6E9P7_MACNE
OG0001899	sp|Q6UXB1|IGFL3_HUMAN, sp|Q6UWQ7|IGFL2_HUMAN	tr|A0A2K6E4H8|A0A2K6E4H8_MACNE
OG0001900	sp|Q8TA86|RP9_HUMAN	tr|A0A2K6CHK4|A0A2K6CHK4_MACNE, tr|A0A2K6E3N2|A0A2K6E3N2_MACNE
OG0001901	sp|Q01101|INSM1_HUMAN, sp|Q96T92|INSM2_HUMAN	tr|A0A2K6BD83|A0A2K6BD83_MACNE
OG0001902	sp|Q9Y3D5|RT18C_HUMAN	tr|A0A2K6AXX5|A0A2K6AXX5_MACNE, tr|A0A2K6E0K0|A0A2K6E0K0_MACNE
OG0001903	sp|Q9Y5K8|VATD_HUMAN	tr|A0A2K6AQ06|A0A2K6AQ06_MACNE, tr|A0A2K6E0S8|A0A2K6E0S8_MACNE
OG0001904	sp|A0A494BZU4|T217B_HUMAN, sp|Q8N7C4|TM217_HUMAN	tr|A0A2K6E066|A0A2K6E066_MACNE
OG0001905	sp|P62913|RL11_HUMAN	tr|A0A2K6BEI5|A0A2K6BEI5_MACNE, tr|A0A2K6AQ77|A0A2K6AQ77_MACNE
OG0001906	sp|Q96E66|LRC51_HUMAN, sp|Q53EV4|LRC23_HUMAN	tr|A0A2K6BIY3|A0A2K6BIY3_MACNE
OG0001907	sp|Q8NFH3|NUP43_HUMAN	tr|A0A2K6CY33|A0A2K6CY33_MACNE, tr|A0A2K6CVH3|A0A2K6CVH3_MACNE
OG0001908	sp|Q8TEZ7|PAQR8_HUMAN, sp|Q86WK9|PAQR7_HUMAN	tr|A0A2K6ATK0|A0A2K6ATK0_MACNE
OG0001909	sp|Q6ZVS7|F183B_HUMAN, sp|A6NL82|F183A_HUMAN	tr|A0A2K6BJ85|A0A2K6BJ85_MACNE
OG0001910	sp|Q6NUM6|TYW1B_HUMAN, sp|Q9NV66|TYW1_HUMAN	tr|A0A2K6DPY1|A0A2K6DPY1_MACNE
OG0001911	sp|Q9BSJ6|PIMRE_HUMAN	tr|A0A2K6C143|A0A2K6C143_MACNE, tr|A0A2K6B8E0|A0A2K6B8E0_MACNE
OG0001912	sp|Q9BTT0|AN32E_HUMAN	tr|A0A2K6DGH8|A0A2K6DGH8_MACNE, tr|A0A2K6DU37|A0A2K6DU37_MACNE
OG0001913	tr|A0A096LPK6|A0A096LPK6_HUMAN, sp|Q9UJW3|DNM3L_HUMAN	tr|A0A2K6DR85|A0A2K6DR85_MACNE
OG0001914	sp|P06681|CO2_HUMAN, sp|P00751|CFAB_HUMAN	tr|A0A2K6E0I3|A0A2K6E0I3_MACNE
OG0001915	sp|P20309|ACM3_HUMAN, sp|P08912|ACM5_HUMAN	tr|A0A2K6B2L7|A0A2K6B2L7_MACNE
OG0001916	sp|P34972|CNR2_HUMAN, sp|P21554|CNR1_HUMAN	tr|A0A2K6APW4|A0A2K6APW4_MACNE
OG0001917	sp|Q9HA82|CERS4_HUMAN, sp|P27544|CERS1_HUMAN	tr|A0A2K6CK30|A0A2K6CK30_MACNE
OG0001918	sp|Q6IQ21|ZN770_HUMAN	tr|A0A2K6B3N4|A0A2K6B3N4_MACNE, tr|A0A2K6B710|A0A2K6B710_MACNE
OG0001919	sp|Q8IXK2|GLT12_HUMAN, sp|Q8N4A0|GALT4_HUMAN	tr|A0A2K6CRQ5|A0A2K6CRQ5_MACNE
OG0001920	sp|Q9H6Y7|RN167_HUMAN, sp|Q8WWF5|ZNRF4_HUMAN	tr|A0A2K6CA94|A0A2K6CA94_MACNE
OG0001921	sp|O00258|GET1_HUMAN	tr|A0A2K6CPK9|A0A2K6CPK9_MACNE, tr|A0A2K6C740|A0A2K6C740_MACNE
OG0001922	sp|A0A1B0GTU1|ZC11B_HUMAN, sp|O75152|ZC11A_HUMAN	tr|A0A2K6BRP4|A0A2K6BRP4_MACNE
OG0001923	sp|P01584|IL1B_HUMAN	tr|A0A2K6DC85|A0A2K6DC85_MACNE, sp|P51493|IL1B_MACNE
OG0001924	sp|P19652|A1AG2_HUMAN, sp|P02763|A1AG1_HUMAN	tr|A0A2K6D9J1|A0A2K6D9J1_MACNE
OG0001925	sp|Q8N661|TM86B_HUMAN, sp|Q8N2M4|TM86A_HUMAN	tr|A0A2K6DIP2|A0A2K6DIP2_MACNE
OG0001926	sp|Q8TAF7|ZN461_HUMAN, sp|A6NDX5|ZN840_HUMAN	tr|A0A2K6B635|A0A2K6B635_MACNE
OG0001927	sp|O14548|COX7R_HUMAN	tr|A0A2K6AP09|A0A2K6AP09_MACNE, tr|A0A2K6B0V6|A0A2K6B0V6_MACNE
OG0001928	sp|O75665|OFD1_HUMAN	tr|A0A2K6CN58|A0A2K6CN58_MACNE, tr|A0A2K6DTW5|A0A2K6DTW5_MACNE
OG0001929	sp|Q96G42|KLD7B_HUMAN, sp|O94819|KBTBB_HUMAN	tr|A0A2K6CWD4|A0A2K6CWD4_MACNE
OG0001930	sp|P62877|RBX1_HUMAN	tr|A0A2K6D121|A0A2K6D121_MACNE, tr|A0A2K6CBR3|A0A2K6CBR3_MACNE
OG0001931	sp|Q96B23|CR025_HUMAN	tr|A0A2K6BIM1|A0A2K6BIM1_MACNE, tr|A0A2K6CXD6|A0A2K6CXD6_MACNE
OG0001932	sp|A0A1B0GVD1|F237B_HUMAN, sp|A0A1B0GTK4|F237A_HUMAN	tr|A0A2K6C2B9|A0A2K6C2B9_MACNE
OG0001933	sp|Q6NUQ4|TM214_HUMAN	tr|A0A2K6BSS4|A0A2K6BSS4_MACNE, tr|A0A2K6AY71|A0A2K6AY71_MACNE
OG0001934	sp|Q68DU8|KCD16_HUMAN, sp|Q96CX2|KCD12_HUMAN	tr|A0A2K6D8U7|A0A2K6D8U7_MACNE
OG0001935	sp|Q9BS91|S35A5_HUMAN	tr|A0A2K6CHK6|A0A2K6CHK6_MACNE, tr|A0A2K6DR91|A0A2K6DR91_MACNE
OG0001936	sp|O00144|FZD9_HUMAN, sp|Q9ULW2|FZD10_HUMAN	tr|A0A2K6AVN7|A0A2K6AVN7_MACNE
