Orthogroup	Homo_sapiens	Acinonyx_jubatus
OG0000307	sp|O00624|NPT3_HUMAN	tr|A0A6J1XUL2|A0A6J1XUL2_ACIJB
OG0000307	sp|Q9Y2C5|S17A4_HUMAN	tr|A0A6J0A9X0|A0A6J0A9X0_ACIJB
OG0000307	sp|Q14916|NPT1_HUMAN	tr|A0A6J0A7D9|A0A6J0A7D9_ACIJB
OG0000308	sp|Q7Z408|CSMD2_HUMAN	tr|A0A6J1ZE03|A0A6J1ZE03_ACIJB
OG0000308	sp|Q96PZ7|CSMD1_HUMAN	tr|A0A6J1YML1|A0A6J1YML1_ACIJB
OG0000308	sp|Q7Z407|CSMD3_HUMAN	tr|A0A6J1ZT81|A0A6J1ZT81_ACIJB
OG0000309	sp|P68871|HBB_HUMAN, sp|P02042|HBD_HUMAN	tr|A0A6I9ZG04|A0A6I9ZG04_ACIJB, tr|A0A6I9ZG25|A0A6I9ZG25_ACIJB, tr|A0A6I9ZEG4|A0A6I9ZEG4_ACIJB, tr|A0A6I9ZGA0|A0A6I9ZGA0_ACIJB
OG0000310	sp|Q13576|IQGA2_HUMAN	tr|A0A6J1XSX7|A0A6J1XSX7_ACIJB
OG0000310	sp|Q86VI3|IQGA3_HUMAN	tr|A0A6J1YHB8|A0A6J1YHB8_ACIJB
OG0000310	sp|P46940|IQGA1_HUMAN	tr|A0A6J2A3F6|A0A6J2A3F6_ACIJB
OG0000311	sp|P01116|RASK_HUMAN	tr|A0A6J1XGF7|A0A6J1XGF7_ACIJB
OG0000311	sp|P01111|RASN_HUMAN	tr|A0A6I9ZI56|A0A6I9ZI56_ACIJB
OG0000311	sp|P01112|RASH_HUMAN	tr|A0A6J1YRL4|A0A6J1YRL4_ACIJB
OG0000312	sp|Q9NQ36|SCUB2_HUMAN	tr|A0A6J2AGS2|A0A6J2AGS2_ACIJB
OG0000312	sp|Q8IX30|SCUB3_HUMAN	tr|A0A6J1Z9I0|A0A6J1Z9I0_ACIJB
OG0000312	sp|Q8IWY4|SCUB1_HUMAN	tr|A0A6J2AD84|A0A6J2AD84_ACIJB
OG0000313	sp|Q9ULW8|PADI3_HUMAN	tr|A0A6J1ZF50|A0A6J1ZF50_ACIJB
OG0000313	sp|Q9UM07|PADI4_HUMAN	tr|A0A6J1ZIG2|A0A6J1ZIG2_ACIJB
OG0000313	sp|Q9ULC6|PADI1_HUMAN	tr|A0A6J1ZGA1|A0A6J1ZGA1_ACIJB
OG0000314	sp|P11362|FGFR1_HUMAN	tr|A0A6J2AAD2|A0A6J2AAD2_ACIJB
OG0000314	sp|P22607|FGFR3_HUMAN	tr|A0A6J1ZY37|A0A6J1ZY37_ACIJB
OG0000314	sp|P21802|FGFR2_HUMAN	tr|A0A6J1ZR04|A0A6J1ZR04_ACIJB
OG0000315	sp|Q9H7D0|DOCK5_HUMAN	tr|A0A6J2AXH3|A0A6J2AXH3_ACIJB
OG0000315	sp|Q92608|DOCK2_HUMAN	tr|A0A6I9ZKV4|A0A6I9ZKV4_ACIJB
OG0000315	sp|Q14185|DOCK1_HUMAN	tr|A0A6J1ZP58|A0A6J1ZP58_ACIJB
OG0000316	sp|P61586|RHOA_HUMAN	tr|A0A6J1XPR4|A0A6J1XPR4_ACIJB
OG0000316	sp|P08134|RHOC_HUMAN	tr|A0A6J1ZCT7|A0A6J1ZCT7_ACIJB
OG0000316	sp|P62745|RHOB_HUMAN	tr|A0A6I9ZRU1|A0A6I9ZRU1_ACIJB
OG0000317	sp|Q14573|ITPR3_HUMAN	tr|A0A6J1Z8B8|A0A6J1Z8B8_ACIJB
OG0000317	sp|Q14571|ITPR2_HUMAN	tr|A0A6J1XGK8|A0A6J1XGK8_ACIJB
OG0000317	sp|Q14643|ITPR1_HUMAN	tr|A0A6J1Y1G5|A0A6J1Y1G5_ACIJB
OG0000318	sp|Q9HCH3|CPNE5_HUMAN	tr|A0A6J1Z9C7|A0A6J1Z9C7_ACIJB
OG0000318	sp|Q8IYJ1|CPNE9_HUMAN	tr|A0A6J1Y0R4|A0A6J1Y0R4_ACIJB
OG0000318	sp|Q86YQ8|CPNE8_HUMAN	tr|A0A6J1XGS4|A0A6J1XGS4_ACIJB
OG0000319	sp|P61020|RAB5B_HUMAN	tr|A0A6J0A5K7|A0A6J0A5K7_ACIJB
OG0000319	sp|P20339|RAB5A_HUMAN	tr|A0A6J0A2L1|A0A6J0A2L1_ACIJB
OG0000319	sp|P51148|RAB5C_HUMAN	tr|A0A6J1YJB5|A0A6J1YJB5_ACIJB
OG0000320	sp|P55285|CADH6_HUMAN	tr|A0A6J2AKU2|A0A6J2AKU2_ACIJB
OG0000320	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A6J2AQ92|A0A6J2AQ92_ACIJB
OG0000320	sp|Q9ULB4|CADH9_HUMAN	tr|A0A6J2AL85|A0A6J2AL85_ACIJB
OG0000322	sp|Q14681|KCTD2_HUMAN	tr|A0A6J1YUL4|A0A6J1YUL4_ACIJB
OG0000322	sp|Q9NXV2|KCTD5_HUMAN	tr|A0A6J1Y3P9|A0A6J1Y3P9_ACIJB
OG0000322	sp|Q8N5Z5|KCD17_HUMAN	tr|A0A6J2A9N3|A0A6J2A9N3_ACIJB
OG0000323	sp|Q9HAR2|AGRL3_HUMAN	tr|A0A6J1Z6S8|A0A6J1Z6S8_ACIJB
OG0000323	sp|O94910|AGRL1_HUMAN	tr|A0A6J1YMG5|A0A6J1YMG5_ACIJB
OG0000323	sp|O95490|AGRL2_HUMAN	tr|A0A6J1ZCT6|A0A6J1ZCT6_ACIJB
OG0000324	sp|Q9BZ29|DOCK9_HUMAN	tr|A0A6J1ZXT4|A0A6J1ZXT4_ACIJB
OG0000324	sp|Q96BY6|DOC10_HUMAN	tr|A0A6J1YIP6|A0A6J1YIP6_ACIJB
OG0000324	sp|Q5JSL3|DOC11_HUMAN	tr|A0A6J1Z1E5|A0A6J1Z1E5_ACIJB
OG0000326	sp|P35913|PDE6B_HUMAN	tr|A0A6J1ZJK0|A0A6J1ZJK0_ACIJB
OG0000326	sp|P51160|PDE6C_HUMAN	tr|A0A6J1ZMW9|A0A6J1ZMW9_ACIJB
OG0000326	sp|P16499|PDE6A_HUMAN	tr|A0A6J2ATZ8|A0A6J2ATZ8_ACIJB
OG0000328	sp|Q9BYT5|KRA22_HUMAN, sp|Q9BYU5|KRA21_HUMAN, sp|Q9BYR9|KRA24_HUMAN, sp|P0C7H8|KRA23_HUMAN	tr|A0A6J1XAV9|A0A6J1XAV9_ACIJB, tr|A0A6J0ABH5|A0A6J0ABH5_ACIJB
OG0000329	sp|Q9UPR5|NAC2_HUMAN	tr|A0A6J1XMG3|A0A6J1XMG3_ACIJB
OG0000329	sp|P57103|NAC3_HUMAN	tr|A0A6J2A0E1|A0A6J2A0E1_ACIJB
OG0000329	sp|P32418|NAC1_HUMAN	tr|A0A6J1XAB5|A0A6J1XAB5_ACIJB
OG0000330	sp|P0C7X2|ZN688_HUMAN	tr|A0A6J1YS49|A0A6J1YS49_ACIJB
OG0000330	sp|P17023|ZNF19_HUMAN, sp|Q96C28|ZN707_HUMAN, sp|A8K8V0|ZN785_HUMAN	tr|A0A6J1YRM6|A0A6J1YRM6_ACIJB
OG0000331	sp|P53816|PLAT3_HUMAN	tr|A0A6J1Y927|A0A6J1Y927_ACIJB
OG0000331	sp|Q9UL19|PLAT4_HUMAN	tr|A0A6J0A2B2|A0A6J0A2B2_ACIJB
OG0000331	sp|Q9NWW9|PLAT2_HUMAN	tr|A0A6J1Y7E6|A0A6J1Y7E6_ACIJB
OG0000332	sp|Q92915|FGF14_HUMAN	tr|A0A6J1ZWJ3|A0A6J1ZWJ3_ACIJB
OG0000332	sp|Q92913|FGF13_HUMAN	tr|A0A6J1YZC3|A0A6J1YZC3_ACIJB
OG0000332	sp|P61328|FGF12_HUMAN	tr|A0A6J1ZHZ0|A0A6J1ZHZ0_ACIJB
OG0000333	sp|O95006|OR2F2_HUMAN, sp|Q13607|OR2F1_HUMAN	tr|A0A6J2AP07|A0A6J2AP07_ACIJB, tr|A0A6J0A1T9|A0A6J0A1T9_ACIJB, tr|A0A6J0A234|A0A6J0A234_ACIJB, tr|A0A6I9ZXW4|A0A6I9ZXW4_ACIJB
OG0000334	sp|P16389|KCNA2_HUMAN	tr|A0A6I9ZTH8|A0A6I9ZTH8_ACIJB
OG0000334	sp|Q09470|KCNA1_HUMAN	tr|A0A6J2AKI9|A0A6J2AKI9_ACIJB
OG0000334	sp|P22001|KCNA3_HUMAN	tr|A0A6I9ZV56|A0A6I9ZV56_ACIJB
OG0000335	sp|O14950|ML12B_HUMAN	tr|A0A6J2A4R5|A0A6J2A4R5_ACIJB
OG0000335	sp|P19105|ML12A_HUMAN	tr|A0A6I9ZQ01|A0A6I9ZQ01_ACIJB
OG0000335	sp|P24844|MYL9_HUMAN	tr|A0A6J2A8F4|A0A6J2A8F4_ACIJB
OG0000336	sp|Q15561|TEAD4_HUMAN	tr|A0A6I9ZFB3|A0A6I9ZFB3_ACIJB
OG0000336	sp|P28347|TEAD1_HUMAN	tr|A0A6I9ZPJ8|A0A6I9ZPJ8_ACIJB
OG0000336	sp|Q99594|TEAD3_HUMAN	tr|A0A6J1Z5X6|A0A6J1Z5X6_ACIJB
OG0000337	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A6J0A4R0|A0A6J0A4R0_ACIJB
OG0000337	sp|Q8NGP6|OR5M8_HUMAN	tr|A0A6J0A4Q3|A0A6J0A4Q3_ACIJB
OG0000337	sp|Q8NGP3|OR5M9_HUMAN	tr|A0A6J0A887|A0A6J0A887_ACIJB
OG0000338	sp|P29401|TKT_HUMAN	tr|A0A6J1XQM8|A0A6J1XQM8_ACIJB
OG0000338	sp|Q9H0I9|TKTL2_HUMAN	tr|A0A6I9ZID7|A0A6I9ZID7_ACIJB
OG0000338	sp|P51854|TKTL1_HUMAN	tr|A0A6J1YV55|A0A6J1YV55_ACIJB
OG0000339	sp|P37235|HPCL1_HUMAN	tr|A0A6J2AZT0|A0A6J2AZT0_ACIJB
OG0000339	sp|P84074|HPCA_HUMAN	tr|A0A6J1ZEU3|A0A6J1ZEU3_ACIJB
OG0000339	sp|P61601|NCALD_HUMAN	tr|A0A6I9ZXY4|A0A6I9ZXY4_ACIJB
OG0000340	sp|P05129|KPCG_HUMAN	tr|A0A6J1XKN9|A0A6J1XKN9_ACIJB
OG0000340	sp|P05771|KPCB_HUMAN	tr|A0A6J1Y3D0|A0A6J1Y3D0_ACIJB
OG0000340	sp|P17252|KPCA_HUMAN	tr|A0A6J1YFN5|A0A6J1YFN5_ACIJB
OG0000342	sp|Q2M3G0|ABCB5_HUMAN	tr|A0A6J2AQI7|A0A6J2AQI7_ACIJB
OG0000342	sp|P21439|MDR3_HUMAN	tr|A0A6J2AGR6|A0A6J2AGR6_ACIJB
OG0000342	sp|P08183|MDR1_HUMAN	tr|A0A6J2ADP3|A0A6J2ADP3_ACIJB
OG0000343	sp|P98198|AT8B2_HUMAN	tr|A0A6J1YII1|A0A6J1YII1_ACIJB
OG0000343	sp|Q8TF62|AT8B4_HUMAN	tr|A0A6J1XAI2|A0A6J1XAI2_ACIJB, tr|A0A6J0A2T9|A0A6J0A2T9_ACIJB, tr|A0A6J2A0R2|A0A6J2A0R2_ACIJB
OG0000344	sp|Q96HP0|DOCK6_HUMAN	tr|A0A6J1YN85|A0A6J1YN85_ACIJB
OG0000344	sp|Q96N67|DOCK7_HUMAN	tr|A0A6J1ZB96|A0A6J1ZB96_ACIJB
OG0000344	sp|Q8NF50|DOCK8_HUMAN	tr|A0A6J1XWQ9|A0A6J1XWQ9_ACIJB
OG0000345	sp|O15131|IMA6_HUMAN	tr|A0A6I9ZEY2|A0A6I9ZEY2_ACIJB
OG0000345	sp|P52294|IMA5_HUMAN	tr|A0A6J1ZKI4|A0A6J1ZKI4_ACIJB
OG0000345	sp|O60684|IMA7_HUMAN	tr|A0A6J0A0G5|A0A6J0A0G5_ACIJB
OG0000346	sp|Q92736|RYR2_HUMAN	tr|A0A6J1YDC6|A0A6J1YDC6_ACIJB
OG0000346	sp|P21817|RYR1_HUMAN	tr|A0A6J1Y7N1|A0A6J1Y7N1_ACIJB
OG0000346	sp|Q15413|RYR3_HUMAN	tr|A0A6J2A2Q2|A0A6J2A2Q2_ACIJB
OG0000347	sp|Q9Y5Q0|FADS3_HUMAN	tr|A0A6J1YAG1|A0A6J1YAG1_ACIJB
OG0000347	sp|A8MWK0|FS2P1_HUMAN	tr|A0A6J1YUW9|A0A6J1YUW9_ACIJB
OG0000347	sp|O95864|FADS2_HUMAN	tr|A0A6J1Y9S1|A0A6J1Y9S1_ACIJB
OG0000348	sp|Q5MIZ7|P4R3B_HUMAN	tr|A0A6I9ZVB5|A0A6I9ZVB5_ACIJB
OG0000348	sp|Q6IN85|P4R3A_HUMAN	tr|A0A6J1ZXQ7|A0A6J1ZXQ7_ACIJB
OG0000348	sp|Q6ZMV5|P4R3C_HUMAN	tr|A0A6J1Z0T4|A0A6J1Z0T4_ACIJB
OG0000349	sp|Q9UKA9|PTBP2_HUMAN	tr|A0A6J1Z9V8|A0A6J1Z9V8_ACIJB
OG0000349	sp|O95758|PTBP3_HUMAN	tr|A0A6J1XDT6|A0A6J1XDT6_ACIJB
OG0000349	sp|P26599|PTBP1_HUMAN	tr|A0A6J1YKJ5|A0A6J1YKJ5_ACIJB
OG0000350	sp|P43250|GRK6_HUMAN	tr|A0A6J1XFZ5|A0A6J1XFZ5_ACIJB
OG0000350	sp|P32298|GRK4_HUMAN	tr|A0A6J2A8K5|A0A6J2A8K5_ACIJB
OG0000350	sp|P34947|GRK5_HUMAN	tr|A0A6I9ZJB7|A0A6I9ZJB7_ACIJB
OG0000351	sp|Q9P2U7|VGLU1_HUMAN	tr|A0A6J1XN07|A0A6J1XN07_ACIJB
OG0000351	sp|Q9P2U8|VGLU2_HUMAN	tr|A0A6J2AK61|A0A6J2AK61_ACIJB
OG0000351	sp|Q8NDX2|VGLU3_HUMAN	tr|A0A6I9ZP16|A0A6I9ZP16_ACIJB
OG0000352	sp|Q8IYT1|GAR4_HUMAN	tr|A0A6J2AKE2|A0A6J2AKE2_ACIJB
OG0000352	sp|Q8TC56|GAR3_HUMAN	tr|A0A6I9ZIT2|A0A6I9ZIT2_ACIJB
OG0000352	sp|Q8NEG0|GAR6_HUMAN	tr|A0A6I9ZS43|A0A6I9ZS43_ACIJB
OG0000353	sp|O14556|G3PT_HUMAN	tr|A0A6J1Y6N7|A0A6J1Y6N7_ACIJB
OG0000353	sp|P04406|G3P_HUMAN	tr|A0A6J2AN27|A0A6J2AN27_ACIJB, tr|A0A6J1YDY8|A0A6J1YDY8_ACIJB, tr|A0A6I9ZSP5|A0A6I9ZSP5_ACIJB
OG0000354	sp|Q8IVC4|ZN584_HUMAN	tr|A0A6J1XLH5|A0A6J1XLH5_ACIJB
OG0000354	sp|Q68DY9|ZN772_HUMAN, sp|Q6PK81|ZN773_HUMAN, sp|Q96HQ0|ZN419_HUMAN	tr|A0A6J0ABH1|A0A6J0ABH1_ACIJB
OG0000355	sp|P05062|ALDOB_HUMAN	tr|A0A6I9ZQP7|A0A6I9ZQP7_ACIJB
OG0000355	sp|P04075|ALDOA_HUMAN	tr|A0A6I9ZGN7|A0A6I9ZGN7_ACIJB
OG0000355	sp|P09972|ALDOC_HUMAN	tr|A0A6J0A1E1|A0A6J0A1E1_ACIJB
OG0000356	sp|P07307|ASGR2_HUMAN	tr|A0A6J1YDN8|A0A6J1YDN8_ACIJB
OG0000356	sp|Q8IUN9|CLC10_HUMAN	tr|A0A6J1YEY6|A0A6J1YEY6_ACIJB
OG0000356	sp|P07306|ASGR1_HUMAN	tr|A0A6J1YFG3|A0A6J1YFG3_ACIJB
OG0000357	sp|Q2Y0W8|S4A8_HUMAN	tr|A0A6J1XHL1|A0A6J1XHL1_ACIJB
OG0000357	sp|Q6U841|S4A10_HUMAN	tr|A0A6J1Z348|A0A6J1Z348_ACIJB
OG0000357	sp|Q9Y6M7|S4A7_HUMAN	tr|A0A6J1XVS4|A0A6J1XVS4_ACIJB
OG0000358	sp|P40426|PBX3_HUMAN	tr|A0A6J1XEM7|A0A6J1XEM7_ACIJB
OG0000358	sp|P40424|PBX1_HUMAN	tr|A0A6J2AN83|A0A6J2AN83_ACIJB
OG0000358	sp|P40425|PBX2_HUMAN	tr|A0A6J1Z9X2|A0A6J1Z9X2_ACIJB
OG0000359	sp|P35555|FBN1_HUMAN	tr|A0A6J1ZZX8|A0A6J1ZZX8_ACIJB
OG0000359	sp|Q75N90|FBN3_HUMAN	tr|A0A6J1YPM1|A0A6J1YPM1_ACIJB
OG0000359	sp|P35556|FBN2_HUMAN	tr|A0A6J2AVP1|A0A6J2AVP1_ACIJB
OG0000360	sp|P13497|BMP1_HUMAN	tr|A0A6J2ATN7|A0A6J2ATN7_ACIJB
OG0000360	sp|Q9Y6L7|TLL2_HUMAN	tr|A0A6J1ZN50|A0A6J1ZN50_ACIJB
OG0000360	sp|O43897|TLL1_HUMAN	tr|A0A6I9ZVA8|A0A6I9ZVA8_ACIJB
OG0000361	sp|Q9HCU4|CELR2_HUMAN	tr|A0A6J1Z9J1|A0A6J1Z9J1_ACIJB
OG0000361	sp|Q9NYQ6|CELR1_HUMAN	tr|A0A6J2ACI7|A0A6J2ACI7_ACIJB
OG0000361	sp|Q9NYQ7|CELR3_HUMAN	tr|A0A6J1XPV8|A0A6J1XPV8_ACIJB
OG0000362	sp|Q01082|SPTB2_HUMAN	tr|A0A6J2AI79|A0A6J2AI79_ACIJB
OG0000362	sp|O15020|SPTN2_HUMAN	tr|A0A6J1YAX5|A0A6J1YAX5_ACIJB
OG0000362	sp|P11277|SPTB1_HUMAN	tr|A0A6J1ZYQ4|A0A6J1ZYQ4_ACIJB
OG0000363	sp|P26038|MOES_HUMAN	tr|A0A6J1YWH4|A0A6J1YWH4_ACIJB
OG0000363	sp|P15311|EZRI_HUMAN	tr|A0A6J1Z4D2|A0A6J1Z4D2_ACIJB
OG0000363	sp|P35241|RADI_HUMAN	tr|A0A6J1XIF1|A0A6J1XIF1_ACIJB
OG0000364	sp|Q96QA6|YPEL2_HUMAN	tr|A0A6J1XC34|A0A6J1XC34_ACIJB
OG0000364	sp|P61236|YPEL3_HUMAN	tr|A0A6J1YQG6|A0A6J1YQG6_ACIJB
OG0000364	sp|O60688|YPEL1_HUMAN	tr|A0A6J1YLX0|A0A6J1YLX0_ACIJB
OG0000365	sp|Q8WXF7|ATLA1_HUMAN	tr|A0A6J1ZY10|A0A6J1ZY10_ACIJB
OG0000365	sp|Q6DD88|ATLA3_HUMAN	tr|A0A6J1Y9W3|A0A6J1Y9W3_ACIJB
OG0000365	sp|Q8NHH9|ATLA2_HUMAN	tr|A0A6J1X6V7|A0A6J1X6V7_ACIJB
OG0000366	sp|P42892|ECE1_HUMAN	tr|A0A6J0A9U5|A0A6J0A9U5_ACIJB
OG0000366	sp|P0DPD6|ECE2_HUMAN, sp|P0DPD8|EFCE2_HUMAN, sp|P0DPD7|EFMT4_HUMAN	tr|A0A6J0A577|A0A6J0A577_ACIJB
OG0000367	sp|P21796|VDAC1_HUMAN	tr|A0A6J2AT46|A0A6J2AT46_ACIJB
OG0000367	sp|P45880|VDAC2_HUMAN	tr|A0A6J1ZNA9|A0A6J1ZNA9_ACIJB
OG0000367	sp|Q9Y277|VDAC3_HUMAN	tr|A0A6J2AFF7|A0A6J2AFF7_ACIJB
OG0000368	sp|O14795|UN13B_HUMAN	tr|A0A6J1XRJ9|A0A6J1XRJ9_ACIJB
OG0000368	sp|Q8NB66|UN13C_HUMAN	tr|A0A6J2A049|A0A6J2A049_ACIJB
OG0000368	sp|Q9UPW8|UN13A_HUMAN	tr|A0A6J1XNR4|A0A6J1XNR4_ACIJB
OG0000369	sp|Q8NGZ6|OR6F1_HUMAN	tr|A0A6J0A174|A0A6J0A174_ACIJB
OG0000369	sp|Q8NH79|OR6X1_HUMAN	tr|A0A6J1XI78|A0A6J1XI78_ACIJB
OG0000369	sp|Q8NGC5|OR6J1_HUMAN	tr|A0A6J1ZP46|A0A6J1ZP46_ACIJB
OG0000370	sp|Q12829|RB40B_HUMAN	tr|A0A6J1YTY0|A0A6J1YTY0_ACIJB
OG0000370	sp|Q8WXH6|RB40A_HUMAN, sp|P0C0E4|RB40L_HUMAN, sp|Q96S21|RB40C_HUMAN	tr|A0A6J1Y5F2|A0A6J1Y5F2_ACIJB
OG0000371	sp|Q9NY57|ST32B_HUMAN	tr|A0A6J1XAR9|A0A6J1XAR9_ACIJB
OG0000371	sp|Q86UX6|ST32C_HUMAN	tr|A0A6J1ZP11|A0A6J1ZP11_ACIJB
OG0000371	sp|Q8WU08|ST32A_HUMAN	tr|A0A6J0A3A8|A0A6J0A3A8_ACIJB
OG0000372	sp|P48547|KCNC1_HUMAN	tr|A0A6I9ZXD3|A0A6I9ZXD3_ACIJB
OG0000372	sp|Q03721|KCNC4_HUMAN	tr|A0A6J1ZAS5|A0A6J1ZAS5_ACIJB
OG0000372	sp|Q96PR1|KCNC2_HUMAN	tr|A0A6J2AC06|A0A6J2AC06_ACIJB
OG0000373	sp|Q96NR8|RDH12_HUMAN	tr|A0A6I9ZJL2|A0A6I9ZJL2_ACIJB
OG0000373	sp|Q8TC12|RDH11_HUMAN	tr|A0A6I9ZP64|A0A6I9ZP64_ACIJB
OG0000373	sp|A0PJE2|DHR12_HUMAN	tr|A0A6J0A821|A0A6J0A821_ACIJB
OG0000374	sp|Q96KC2|ARL5B_HUMAN	tr|A0A6J2AHT7|A0A6J2AHT7_ACIJB
OG0000374	sp|Q9Y689|ARL5A_HUMAN	tr|A0A6I9ZQT9|A0A6I9ZQT9_ACIJB
OG0000374	sp|A6NH57|ARL5C_HUMAN	tr|A0A6J1XB53|A0A6J1XB53_ACIJB
OG0000375	sp|Q99758|ABCA3_HUMAN	tr|A0A6J1Y4W7|A0A6J1Y4W7_ACIJB, tr|A0A6J1Y1Q3|A0A6J1Y1Q3_ACIJB, tr|A0A6J1Y1E2|A0A6J1Y1E2_ACIJB, tr|A0A6J1Y2H2|A0A6J1Y2H2_ACIJB, tr|A0A6J1Y2P6|A0A6J1Y2P6_ACIJB
OG0000376	sp|Q14410|GLPK2_HUMAN	tr|A0A6I9ZRX9|A0A6I9ZRX9_ACIJB
OG0000376	sp|P32189|GLPK_HUMAN, sp|Q14409|GLPK3_HUMAN	tr|A0A6I9ZXZ8|A0A6I9ZXZ8_ACIJB, tr|A0A6J1YZ73|A0A6J1YZ73_ACIJB
OG0000377	sp|Q9NSD5|S6A13_HUMAN	tr|A0A6J2AK89|A0A6J2AK89_ACIJB
OG0000377	sp|P48065|S6A12_HUMAN	tr|A0A6I9ZFB8|A0A6I9ZFB8_ACIJB
OG0000377	sp|P48066|S6A11_HUMAN	tr|A0A6J1Y0K4|A0A6J1Y0K4_ACIJB
OG0000378	sp|Q9Y696|CLIC4_HUMAN	tr|A0A6J1ZGT3|A0A6J1ZGT3_ACIJB
OG0000378	sp|Q96NY7|CLIC6_HUMAN	tr|A0A6J1XYW8|A0A6J1XYW8_ACIJB
OG0000378	sp|Q9NZA1|CLIC5_HUMAN	tr|A0A6J1Z9K2|A0A6J1Z9K2_ACIJB
OG0000379	sp|Q9UGI6|KCNN3_HUMAN	tr|A0A6J1YJV4|A0A6J1YJV4_ACIJB
OG0000379	sp|Q92952|KCNN1_HUMAN	tr|A0A6J1XNU9|A0A6J1XNU9_ACIJB
OG0000379	sp|Q9H2S1|KCNN2_HUMAN	tr|A0A6J2AWN5|A0A6J2AWN5_ACIJB
OG0000380	sp|Q9UQ16|DYN3_HUMAN	tr|A0A6J1YC94|A0A6J1YC94_ACIJB
OG0000380	sp|P50570|DYN2_HUMAN	tr|A0A6J1YMY6|A0A6J1YMY6_ACIJB
OG0000380	sp|Q05193|DYN1_HUMAN	tr|A0A6J1XEY7|A0A6J1XEY7_ACIJB
OG0000381	sp|E9PAV3|NACAM_HUMAN	tr|A0A6J2ABP4|A0A6J2ABP4_ACIJB
OG0000381	sp|Q9BZK3|NACP4_HUMAN, sp|Q9H009|NACA2_HUMAN, sp|O15069|NACAD_HUMAN	tr|A0A6J1Z0C2|A0A6J1Z0C2_ACIJB
OG0000382	sp|P62987|RL40_HUMAN	tr|A0A6J1XUN3|A0A6J1XUN3_ACIJB
OG0000382	sp|P0CG48|UBC_HUMAN, sp|P0CG47|UBB_HUMAN	tr|A0A6I9ZHL7|A0A6I9ZHL7_ACIJB, tr|A0A6J1ZB68|A0A6J1ZB68_ACIJB
OG0000383	sp|Q12837|PO4F2_HUMAN	tr|A0A6J2A1K7|A0A6J2A1K7_ACIJB
OG0000383	sp|Q15319|PO4F3_HUMAN	tr|A0A6J2AKN9|A0A6J2AKN9_ACIJB
OG0000383	sp|Q01851|PO4F1_HUMAN	tr|A0A6J1ZXM5|A0A6J1ZXM5_ACIJB
OG0000384	sp|O95757|HS74L_HUMAN	tr|A0A6I9ZT71|A0A6I9ZT71_ACIJB
OG0000384	sp|P34932|HSP74_HUMAN	tr|A0A6J2AVG7|A0A6J2AVG7_ACIJB
OG0000384	sp|Q92598|HS105_HUMAN	tr|A0A6J1ZSB3|A0A6J1ZSB3_ACIJB
OG0000385	sp|O75636|FCN3_HUMAN	tr|A0A6J1ZCH4|A0A6J1ZCH4_ACIJB
OG0000385	sp|Q15485|FCN2_HUMAN, sp|O00602|FCN1_HUMAN, sp|P55083|MFAP4_HUMAN	tr|A0A6J1YDF9|A0A6J1YDF9_ACIJB
OG0000386	sp|Q9Y5A9|YTHD2_HUMAN	tr|A0A6J1ZE19|A0A6J1ZE19_ACIJB
OG0000386	sp|Q9BYJ9|YTHD1_HUMAN	tr|A0A6J1YBF2|A0A6J1YBF2_ACIJB
OG0000386	sp|Q7Z739|YTHD3_HUMAN	tr|A0A6J1Y1T5|A0A6J1Y1T5_ACIJB
OG0000387	sp|Q9BWW4|SSBP3_HUMAN	tr|A0A6J1ZCB2|A0A6J1ZCB2_ACIJB
OG0000387	sp|Q9BWG4|SSBP4_HUMAN	tr|A0A6J1XNU5|A0A6J1XNU5_ACIJB
OG0000387	sp|P81877|SSBP2_HUMAN	tr|A0A6J1XQH5|A0A6J1XQH5_ACIJB
OG0000388	sp|P15328|FOLR1_HUMAN	tr|A0A6J1XSJ9|A0A6J1XSJ9_ACIJB
OG0000388	sp|P14207|FOLR2_HUMAN, sp|P41439|FOLR3_HUMAN	tr|A0A6I9ZIQ9|A0A6I9ZIQ9_ACIJB, tr|A0A6I9ZNA3|A0A6I9ZNA3_ACIJB
OG0000389	sp|Q6ZR08|DYH12_HUMAN	tr|A0A6J1XQN9|A0A6J1XQN9_ACIJB
OG0000389	sp|Q8TD57|DYH3_HUMAN	tr|A0A6J1Y2H7|A0A6J1Y2H7_ACIJB
OG0000389	sp|Q8WXX0|DYH7_HUMAN	tr|A0A6J1Z1B8|A0A6J1Z1B8_ACIJB
OG0000390	sp|P39086|GRIK1_HUMAN	tr|A0A6J1XY75|A0A6J1XY75_ACIJB
OG0000390	sp|Q13002|GRIK2_HUMAN	tr|A0A6J1Z891|A0A6J1Z891_ACIJB
OG0000390	sp|Q13003|GRIK3_HUMAN	tr|A0A6J1ZDA9|A0A6J1ZDA9_ACIJB
OG0000391	sp|Q9Y6M4|KC1G3_HUMAN	tr|A0A6J2ARW0|A0A6J2ARW0_ACIJB
OG0000391	sp|P78368|KC1G2_HUMAN	tr|A0A6J1YJM8|A0A6J1YJM8_ACIJB
OG0000391	sp|Q9HCP0|KC1G1_HUMAN	tr|A0A6J2A3F2|A0A6J2A3F2_ACIJB
