Orthogroup	Homo_sapiens	Canis_lupus_familiaris
OG0000224	sp|P01704|LV214_HUMAN, sp|P01706|LV211_HUMAN, sp|P01709|LV208_HUMAN, sp|P01705|LV223_HUMAN, sp|A0A075B6J2|LV233_HUMAN, sp|A0A075B6J9|LV218_HUMAN, sp|A0A075B6I4|LVX54_HUMAN	tr|A0A8I3QLE3|A0A8I3QLE3_CANLF
OG0000225	sp|P07910|HNRPC_HUMAN, sp|O60812|HNRC1_HUMAN, tr|A0A0G2JPF8|A0A0G2JPF8_HUMAN, sp|P0DMR1|HNRC4_HUMAN, sp|B7ZW38|HNRC3_HUMAN, tr|A0A0G2JNQ3|A0A0G2JNQ3_HUMAN, sp|B2RXH8|HNRC2_HUMAN	tr|A0A8P0TC86|A0A8P0TC86_CANLF
OG0000234	sp|P16499|PDE6A_HUMAN	sp|Q28263|PDE6A_CANLF
OG0000234	sp|P51160|PDE6C_HUMAN	tr|A0A8I3PHY2|A0A8I3PHY2_CANLF
OG0000234	sp|P35913|PDE6B_HUMAN	tr|A0A8I3MQ38|A0A8I3MQ38_CANLF, sp|P33726|PDE6B_CANLF
OG0000236	sp|P11940|PABP1_HUMAN	tr|A0A8I3Q524|A0A8I3Q524_CANLF
OG0000236	sp|Q4VXU2|PAP1L_HUMAN	tr|A0A8I3P1V8|A0A8I3P1V8_CANLF
OG0000236	sp|Q13310|PABP4_HUMAN	tr|A0A8I3NL39|A0A8I3NL39_CANLF
OG0000237	sp|A0A0B4J279|TVA21_HUMAN, sp|A0A0B4J275|TVA17_HUMAN, sp|A0A075B6T7|TVA6_HUMAN, sp|A0A0B4J274|TVA20_HUMAN, sp|A0A075B6U4|TVA7_HUMAN, sp|A0A0B4J263|TVA39_HUMAN	tr|A0A8I3MJ53|A0A8I3MJ53_CANLF
OG0000238	sp|Q14532|K1H2_HUMAN, sp|O76011|KRT34_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76009|KT33A_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q15323|K1H1_HUMAN	tr|A0A8I3NJK2|A0A8I3NJK2_CANLF
OG0000239	sp|Q8NH53|O52N1_HUMAN	tr|A0A8I3N1S1|A0A8I3N1S1_CANLF
OG0000239	sp|Q8NGI2|O52N4_HUMAN	tr|A0A8I3MZV6|A0A8I3MZV6_CANLF
OG0000239	sp|Q8NH56|O52N5_HUMAN	tr|A0A8I3RT12|A0A8I3RT12_CANLF, tr|A0A8I3RT16|A0A8I3RT16_CANLF
OG0000240	sp|Q13107|UBP4_HUMAN	tr|A0A8I3PWL6|A0A8I3PWL6_CANLF
OG0000240	sp|P51784|UBP11_HUMAN	tr|A0A8I3SCL5|A0A8I3SCL5_CANLF, sp|Q01988|UBP11_CANLF
OG0000240	sp|Q9Y4E8|UBP15_HUMAN	tr|A0A8P0NUF5|A0A8P0NUF5_CANLF
OG0000242	sp|Q8NGV5|O13D1_HUMAN	tr|A0A8I3N2U7|A0A8I3N2U7_CANLF, tr|A0A8I3NAF1|A0A8I3NAF1_CANLF, tr|A0A8I3NF55|A0A8I3NF55_CANLF, tr|A0A8P0TFU0|A0A8P0TFU0_CANLF, tr|A0A8I3N3V8|A0A8I3N3V8_CANLF, tr|A0A8I3RXF1|A0A8I3RXF1_CANLF
OG0000243	sp|Q8IZJ0|IFNL2_HUMAN, sp|Q8IZI9|IFNL3_HUMAN	tr|A0A8I3N9Q3|A0A8I3N9Q3_CANLF
OG0000243	sp|Q8IU54|IFNL1_HUMAN	tr|A0A8I3MT81|A0A8I3MT81_CANLF, tr|F1PY54|F1PY54_CANLF, tr|A0A8I3Q7V8|A0A8I3Q7V8_CANLF
OG0000244	sp|P06748|NPM_HUMAN	tr|A0A8I3MEU8|A0A8I3MEU8_CANLF, tr|A0A8I3NQX9|A0A8I3NQX9_CANLF, tr|A0A8P0N9R8|A0A8P0N9R8_CANLF, tr|A0A8P0SYR6|A0A8P0SYR6_CANLF, tr|A0A8I3PQH9|A0A8I3PQH9_CANLF, tr|A0A8I3PA33|A0A8I3PA33_CANLF
OG0000245	sp|O75964|ATP5L_HUMAN	tr|A0A8I3MMN7|A0A8I3MMN7_CANLF, tr|A0A8I3PV58|A0A8I3PV58_CANLF, tr|A0A8P0N3N6|A0A8P0N3N6_CANLF, tr|A0A8I3NS99|A0A8I3NS99_CANLF, tr|A0A8I3NTY7|A0A8I3NTY7_CANLF, tr|A0A8I3MZC8|A0A8I3MZC8_CANLF
OG0000246	sp|P56134|ATPK_HUMAN	tr|A0A8I3MB71|A0A8I3MB71_CANLF, tr|A0A8I3N0R2|A0A8I3N0R2_CANLF, tr|A0A8I3MVC6|A0A8I3MVC6_CANLF, tr|A0A8I3PUD1|A0A8I3PUD1_CANLF, tr|A0A8I3NYX1|A0A8I3NYX1_CANLF, tr|A0A8I3N678|A0A8I3N678_CANLF
OG0000248	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A8P0TU80|A0A8P0TU80_CANLF
OG0000248	sp|Q9H489|TSY26_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN	tr|A0A8P0SQ05|A0A8P0SQ05_CANLF, tr|A0A8I3PFA5|A0A8I3PFA5_CANLF
OG0000249	sp|P06126|CD1A_HUMAN, sp|P29017|CD1C_HUMAN, sp|P29016|CD1B_HUMAN, sp|P15812|CD1E_HUMAN, sp|P15813|CD1D_HUMAN	tr|A0A8P0T6E2|A0A8P0T6E2_CANLF, tr|A0A8I3NU38|A0A8I3NU38_CANLF
OG0000250	sp|Q8NGT1|OR2K2_HUMAN, sp|Q8NG92|O13H1_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGT0|O13C9_HUMAN	tr|A0A8I3NEB6|A0A8I3NEB6_CANLF, tr|A0A8I3N890|A0A8I3N890_CANLF
OG0000251	sp|P15954|COX7C_HUMAN	tr|A0A8I3QQ01|A0A8I3QQ01_CANLF, tr|A0A8I3PRV7|A0A8I3PRV7_CANLF, tr|A0A8I3S9W0|A0A8I3S9W0_CANLF, tr|A0A8I3SC37|A0A8I3SC37_CANLF, tr|A0A8I3NMT8|A0A8I3NMT8_CANLF, tr|A0A8I3P4W9|A0A8I3P4W9_CANLF
OG0000252	sp|P40926|MDHM_HUMAN	tr|A0A8I3MS45|A0A8I3MS45_CANLF, tr|A0A8I3S3J3|A0A8I3S3J3_CANLF, tr|A0A8P0T0V8|A0A8P0T0V8_CANLF, tr|A0A8I3S5A9|A0A8I3S5A9_CANLF, tr|A0A8I3PHB7|A0A8I3PHB7_CANLF, tr|A0A8P0PPR7|A0A8P0PPR7_CANLF
OG0000253	sp|P0CW24|PNM6A_HUMAN	tr|A0A8I3PRM6|A0A8I3PRM6_CANLF, tr|A0A8P0PNQ9|A0A8P0PNQ9_CANLF, tr|A0A8P0SMZ8|A0A8P0SMZ8_CANLF, tr|A0A8P0PG48|A0A8P0PG48_CANLF, tr|A0A8I3PG43|A0A8I3PG43_CANLF, tr|A0A8I3PJZ9|A0A8I3PJZ9_CANLF
OG0000254	sp|O60688|YPEL1_HUMAN	tr|A0A8I3PNQ1|A0A8I3PNQ1_CANLF, tr|A0A8I3PJJ2|A0A8I3PJJ2_CANLF
OG0000254	sp|Q96QA6|YPEL2_HUMAN, sp|Q96NS1|YPEL4_HUMAN, sp|P61236|YPEL3_HUMAN	tr|A0A8I3MH60|A0A8I3MH60_CANLF
OG0000255	sp|Q9H0N0|RAB6C_HUMAN, sp|Q53S08|RAB6D_HUMAN	tr|A0A8I3N6R6|A0A8I3N6R6_CANLF
OG0000255	sp|P20340|RAB6A_HUMAN, sp|Q5JT25|RAB41_HUMAN, sp|Q9NRW1|RAB6B_HUMAN	tr|A0A8I3Q5R4|A0A8I3Q5R4_CANLF
OG0000257	sp|P11844|CRGA_HUMAN	tr|A9JPX6|A9JPX6_CANLF
OG0000257	sp|P07320|CRGD_HUMAN	tr|A0A8P0TUR5|A0A8P0TUR5_CANLF, tr|J9NVQ8|J9NVQ8_CANLF, tr|A0A8I3PG10|A0A8I3PG10_CANLF, tr|A0A8P0SQJ2|A0A8P0SQJ2_CANLF
OG0000258	tr|A0A8I5KIY5|A0A8I5KIY5_HUMAN, tr|A0A8I5KDJ8|A0A8I5KDJ8_HUMAN, tr|A0A8I5KCP1|A0A8I5KCP1_HUMAN, tr|A0A087WVK4|A0A087WVK4_HUMAN, sp|Q8IYF1|ELOA2_HUMAN, sp|Q14241|ELOA1_HUMAN	tr|A0A8I3RYL8|A0A8I3RYL8_CANLF
OG0000259	sp|Q9UKU0|ACSL6_HUMAN	tr|A0A8I3N2U1|A0A8I3N2U1_CANLF
OG0000259	sp|Q9ULC5|ACSL5_HUMAN	tr|A0A8I3Q1U2|A0A8I3Q1U2_CANLF
OG0000259	sp|P33121|ACSL1_HUMAN	tr|A0A8P0TAL7|A0A8P0TAL7_CANLF, tr|A0A8I3PFJ0|A0A8I3PFJ0_CANLF
OG0000260	sp|Q96RD0|OR8B2_HUMAN, sp|Q8NGG8|OR8B3_HUMAN	tr|A0A8I3N8U9|A0A8I3N8U9_CANLF
OG0000260	sp|Q96RC9|OR8B4_HUMAN, sp|Q15620|OR8B8_HUMAN, sp|Q8NGG6|OR8BC_HUMAN	tr|A0A8I3ND39|A0A8I3ND39_CANLF
OG0000261	sp|A6NCV1|O6C74_HUMAN, sp|Q8NGE2|O2AP1_HUMAN, sp|A6NIJ9|O6C70_HUMAN, sp|A6NL08|O6C75_HUMAN, sp|A6NJZ3|O6C65_HUMAN, sp|A6NM76|O6C76_HUMAN	tr|A0A8I3Q4Z6|A0A8I3Q4Z6_CANLF
OG0000262	sp|Q8NFP9|NBEA_HUMAN	tr|A0A8P0TER9|A0A8P0TER9_CANLF
OG0000262	sp|P0C6P0|BCL8_HUMAN	tr|A0A8I3Q2R0|A0A8I3Q2R0_CANLF
OG0000262	sp|P50851|LRBA_HUMAN	tr|A0A8P0NPH0|A0A8P0NPH0_CANLF, tr|A0A8I3RXY0|A0A8I3RXY0_CANLF
OG0000263	sp|Q8N7G0|PO5F2_HUMAN, tr|A0A0G2JKW9|A0A0G2JKW9_HUMAN, sp|Q06416|P5F1B_HUMAN, sp|Q01860|PO5F1_HUMAN	tr|A0A8P0N3Q7|A0A8P0N3Q7_CANLF, tr|A0A8I3PB46|A0A8I3PB46_CANLF, tr|A0A8I3N889|A0A8I3N889_CANLF
OG0000264	sp|Q6QEF8|CORO6_HUMAN	tr|A0A8I3NVA7|A0A8I3NVA7_CANLF
OG0000264	sp|P31146|COR1A_HUMAN	tr|A0A8I3RQE5|A0A8I3RQE5_CANLF
OG0000264	sp|Q9BR76|COR1B_HUMAN, sp|Q9ULV4|COR1C_HUMAN	tr|A0A8P0SG62|A0A8P0SG62_CANLF
OG0000265	sp|P15121|ALDR_HUMAN	tr|A0A8I3P2L6|A0A8I3P2L6_CANLF, tr|A0A8I3PQS1|A0A8I3PQS1_CANLF
OG0000265	sp|O60218|AK1BA_HUMAN, sp|C9JRZ8|AK1BF_HUMAN, sp|Q96JD6|AKCL2_HUMAN	tr|A0A8I3MGX2|A0A8I3MGX2_CANLF
OG0000266	sp|Q8NGU2|OR9A4_HUMAN	tr|A0A8P0S9B4|A0A8P0S9B4_CANLF, tr|F1PI02|F1PI02_CANLF, tr|E2RSV8|E2RSV8_CANLF
OG0000266	sp|Q8NGU1|OR9A1_HUMAN, sp|Q8NGT5|OR9A2_HUMAN	tr|A0A8I3NV23|A0A8I3NV23_CANLF
OG0000267	sp|P58181|O10A3_HUMAN, sp|Q8NH74|O10A6_HUMAN	tr|A0A8P0T0S4|A0A8P0T0S4_CANLF, tr|A0A8I3RYH6|A0A8I3RYH6_CANLF, tr|A0A8I3NDB9|A0A8I3NDB9_CANLF, tr|A0A8I3NJ17|A0A8I3NJ17_CANLF, tr|A0A8I3NKH0|A0A8I3NKH0_CANLF
OG0000270	sp|Q15438|CYH1_HUMAN	tr|A0A8I3S0V3|A0A8I3S0V3_CANLF
OG0000270	sp|Q99418|CYH2_HUMAN	tr|A0A8I3RPU8|A0A8I3RPU8_CANLF
OG0000270	sp|O43739|CYH3_HUMAN, sp|Q9UIA0|CYH4_HUMAN	tr|A0A8I3MWC5|A0A8I3MWC5_CANLF
OG0000271	sp|Q13349|ITAD_HUMAN	tr|A0A8P0NG02|A0A8P0NG02_CANLF
OG0000271	sp|P11215|ITAM_HUMAN	tr|A0A8I3NV00|A0A8I3NV00_CANLF
OG0000271	sp|P20702|ITAX_HUMAN	tr|A0A8P0P5R9|A0A8P0P5R9_CANLF, tr|A0A8I3NG24|A0A8I3NG24_CANLF
OG0000272	sp|Q8NHC4|O10J5_HUMAN	tr|A0A8P0SGJ1|A0A8P0SGJ1_CANLF, tr|A0A8I3Q5U7|A0A8I3Q5U7_CANLF
OG0000272	sp|Q8NGY7|O10J6_HUMAN, sp|Q5JRS4|O10J3_HUMAN, sp|P30954|O10J1_HUMAN	tr|A0A8I3NW60|A0A8I3NW60_CANLF
OG0000273	sp|Q96E17|RAB3C_HUMAN	tr|A0A8I3MZ21|A0A8I3MZ21_CANLF
OG0000273	sp|P20336|RAB3A_HUMAN	tr|A0A8I3PDP4|A0A8I3PDP4_CANLF
OG0000273	sp|P20337|RAB3B_HUMAN, sp|O95716|RAB3D_HUMAN	tr|A0A8I3S1D9|A0A8I3S1D9_CANLF
OG0000274	sp|P24311|COX7B_HUMAN	tr|A0A8I3P8E0|A0A8I3P8E0_CANLF, tr|A0A8P0SB82|A0A8P0SB82_CANLF, tr|A0A8I3NWB8|A0A8I3NWB8_CANLF, tr|A0A8I3NFG3|A0A8I3NFG3_CANLF, tr|A0A8I3QNY2|A0A8I3QNY2_CANLF, tr|A0A8P0TH67|A0A8P0TH67_CANLF
OG0000275	sp|O00244|ATOX1_HUMAN	tr|A0A8I3NJE4|A0A8I3NJE4_CANLF, tr|A0A8P0TC73|A0A8P0TC73_CANLF, tr|A0A8I3PQ84|A0A8I3PQ84_CANLF, sp|Q9TT99|ATOX1_CANLF, tr|A0A8P0PEK8|A0A8P0PEK8_CANLF, tr|A0A8I3MVS3|A0A8I3MVS3_CANLF
OG0000276	sp|Q2PZI1|D19L1_HUMAN	tr|A0A8I3PYR9|A0A8I3PYR9_CANLF
OG0000276	sp|Q6NUT2|D19L2_HUMAN, sp|Q6NXN4|D19P1_HUMAN, sp|Q6ZN68|D19P2_HUMAN	tr|A0A8I3S6Q3|A0A8I3S6Q3_CANLF, tr|A0A8P0PS04|A0A8P0PS04_CANLF
OG0000277	sp|O95992|CH25H_HUMAN	tr|A0A8I3PBT3|A0A8I3PBT3_CANLF
OG0000277	sp|Q15800|MSMO1_HUMAN	tr|A0A8I3Q042|A0A8I3Q042_CANLF, tr|A0A8I3N059|A0A8I3N059_CANLF, tr|A0A8P0PDC8|A0A8P0PDC8_CANLF, tr|A0A8I3N7H6|A0A8I3N7H6_CANLF
OG0000278	sp|Q15139|KPCD1_HUMAN	tr|A0A8P0SHG1|A0A8P0SHG1_CANLF, tr|A0A8I3RVC8|A0A8I3RVC8_CANLF
OG0000278	sp|O94806|KPCD3_HUMAN	tr|A0A8I3P9H8|A0A8I3P9H8_CANLF
OG0000278	sp|Q9BZL6|KPCD2_HUMAN	tr|A0A8I3MQ74|A0A8I3MQ74_CANLF
OG0000280	sp|Q9UL18|AGO1_HUMAN	tr|A0A8I3QBC2|A0A8I3QBC2_CANLF
OG0000280	sp|Q9UKV8|AGO2_HUMAN	tr|A0A8I3RZ88|A0A8I3RZ88_CANLF
OG0000280	sp|Q9HCK5|AGO4_HUMAN, sp|Q9H9G7|AGO3_HUMAN	tr|A0A8I3QQD2|A0A8I3QQD2_CANLF
OG0000281	sp|Q6K0P9|IFIX_HUMAN, sp|Q16666|IF16_HUMAN, sp|W6CW81|PYDC5_HUMAN, sp|O14862|AIM2_HUMAN, sp|P41218|MNDA_HUMAN	tr|A0A8P0NDP6|A0A8P0NDP6_CANLF, tr|A0A8I3NMM6|A0A8I3NMM6_CANLF
OG0000282	sp|P13866|SC5A1_HUMAN	tr|Q5U9D0|Q5U9D0_CANLF
OG0000282	sp|Q9NY91|SC5A4_HUMAN	tr|A0A8P0NFJ2|A0A8P0NFJ2_CANLF, tr|A0A8I3Q329|A0A8I3Q329_CANLF
OG0000282	sp|P31639|SC5A2_HUMAN	tr|A0A8I3PGC7|A0A8I3PGC7_CANLF
OG0000283	sp|P0DJI8|SAA1_HUMAN, sp|P0DJI9|SAA2_HUMAN	tr|A0A8I3NU26|A0A8I3NU26_CANLF, sp|P19708|SAA_CANLF, tr|A0A8P0NB82|A0A8P0NB82_CANLF, tr|A0A8P0SJJ9|A0A8P0SJJ9_CANLF, tr|A0A8I3NNB5|A0A8I3NNB5_CANLF
OG0000284	sp|Q8NGI8|O5AN1_HUMAN	tr|A0A8I3P3R8|A0A8I3P3R8_CANLF, tr|A0A8I3P8U4|A0A8I3P8U4_CANLF, tr|A0A8P0NND5|A0A8P0NND5_CANLF, tr|A0A8I3P8B4|A0A8I3P8B4_CANLF, tr|A0A8I3NWZ8|A0A8I3NWZ8_CANLF, tr|A0A8P0NMS5|A0A8P0NMS5_CANLF
OG0000285	sp|P63000|RAC1_HUMAN	sp|P62999|RAC1_CANLF
OG0000285	sp|P15153|RAC2_HUMAN	tr|A0A8I3N5M3|A0A8I3N5M3_CANLF
OG0000285	sp|O00212|RHOD_HUMAN, sp|P60763|RAC3_HUMAN	tr|A0A8I3N7V9|A0A8I3N7V9_CANLF
OG0000286	sp|P47881|OR3A1_HUMAN	tr|A0A8I3P516|A0A8I3P516_CANLF
OG0000286	sp|P47893|OR3A2_HUMAN, sp|P47888|OR3A3_HUMAN	tr|A0A8I3NM76|A0A8I3NM76_CANLF
OG0000286	sp|P47883|OR3A4_HUMAN	tr|A0A8I3NZY1|A0A8I3NZY1_CANLF
OG0000287	sp|Q8NH18|OR5J2_HUMAN	tr|A0A8I3P8E4|A0A8I3P8E4_CANLF, tr|A0A8I3MSZ4|A0A8I3MSZ4_CANLF, tr|A0A8I3N1P7|A0A8I3N1P7_CANLF, tr|A0A8I3RT62|A0A8I3RT62_CANLF, tr|A0A8I3NDN9|A0A8I3NDN9_CANLF, tr|A0A8P0SUQ3|A0A8P0SUQ3_CANLF
OG0000288	sp|P16403|H12_HUMAN	tr|A0A8I3PV53|A0A8I3PV53_CANLF
OG0000288	sp|P16402|H13_HUMAN	tr|A0A8I3PXE6|A0A8I3PXE6_CANLF
OG0000288	sp|P10412|H14_HUMAN	tr|A0A8I3PMJ3|A0A8I3PMJ3_CANLF, tr|A0A8I3PW81|A0A8I3PW81_CANLF
OG0000289	sp|Q13936|CAC1C_HUMAN	tr|A0A8P0NCX0|A0A8P0NCX0_CANLF, tr|A0A8I3QY31|A0A8I3QY31_CANLF
OG0000289	sp|Q13698|CAC1S_HUMAN	tr|A0A8I3P5D8|A0A8I3P5D8_CANLF
OG0000289	sp|Q01668|CAC1D_HUMAN	tr|A0A8I3Q2Z6|A0A8I3Q2Z6_CANLF
OG0000290	sp|O95837|GNA14_HUMAN	tr|A0A8I3N7G1|A0A8I3N7G1_CANLF
OG0000290	sp|P50148|GNAQ_HUMAN	sp|Q28294|GNAQ_CANLF
OG0000290	sp|P29992|GNA11_HUMAN	sp|P52206|GNA11_CANLF, tr|A0A8I3NFC7|A0A8I3NFC7_CANLF
OG0000291	sp|Q96G04|EF2KT_HUMAN, sp|Q9NVL1|F86C1_HUMAN, sp|A6NEL3|F86C2_HUMAN, sp|Q8N7N1|F86B1_HUMAN, sp|P0C5J1|F86B2_HUMAN	tr|A0A8I3NW91|A0A8I3NW91_CANLF, tr|A0A8P0SNF3|A0A8P0SNF3_CANLF
OG0000292	sp|Q8NGY9|OR2L8_HUMAN, sp|Q8NG85|OR2L3_HUMAN, sp|Q8NG80|OR2L5_HUMAN, sp|Q8NH16|OR2L2_HUMAN	tr|A0A8I3MZ37|A0A8I3MZ37_CANLF, tr|A0A8I3N943|A0A8I3N943_CANLF, tr|A0A8I3NBK4|A0A8I3NBK4_CANLF
OG0000293	sp|Q96KW2|P12L2_HUMAN, sp|Q8N7R1|P1L12_HUMAN, sp|Q96HA1|P121A_HUMAN, sp|A6NF01|P121B_HUMAN, sp|A8CG34|P121C_HUMAN	tr|A0A8P0NFC6|A0A8P0NFC6_CANLF, tr|A0A8I3MS44|A0A8I3MS44_CANLF
OG0000294	sp|A6NMS3|OR5K4_HUMAN	tr|A0A8P0NN27|A0A8P0NN27_CANLF
OG0000294	sp|A6NET4|OR5K3_HUMAN, sp|Q8NHB7|OR5K1_HUMAN, sp|Q8NHB8|OR5K2_HUMAN	tr|A0A8P0TCS6|A0A8P0TCS6_CANLF, tr|A0A8I3P1R6|A0A8I3P1R6_CANLF
OG0000295	sp|Q96PG2|M4A10_HUMAN, sp|Q9BY19|M4A8_HUMAN, sp|Q9NXJ0|M4A12_HUMAN, sp|Q3C1V0|M4A18_HUMAN, sp|Q8N5U1|M4A15_HUMAN	tr|A0A8P0NHX6|A0A8P0NHX6_CANLF, tr|A0A8I3PB66|A0A8I3PB66_CANLF
OG0000296	sp|P05181|CP2E1_HUMAN	sp|Q9MZY0|CP2E1_CANLF
OG0000296	sp|P10632|CP2C8_HUMAN, sp|P33260|CP2CI_HUMAN, sp|P11712|CP2C9_HUMAN, sp|P33261|CP2CJ_HUMAN	sp|O62671|CP241_CANLF
OG0000297	sp|Q96H86|ZN764_HUMAN, sp|Q9BV97|ZN747_HUMAN, sp|P0C7X2|ZN688_HUMAN, sp|Q96C28|ZN707_HUMAN, sp|Q96CS4|ZN689_HUMAN, sp|A8K8V0|ZN785_HUMAN	tr|A0A8P0NZI0|A0A8P0NZI0_CANLF
OG0000299	sp|P50452|SPB8_HUMAN	tr|A0A8I3N0U2|A0A8I3N0U2_CANLF
OG0000299	sp|P50453|SPB9_HUMAN	tr|A0A8I3NST3|A0A8I3NST3_CANLF
OG0000299	sp|P35237|SPB6_HUMAN	tr|A0A8P0NBN4|A0A8P0NBN4_CANLF
OG0000300	sp|Q01518|CAP1_HUMAN	tr|A0A8I3N396|A0A8I3N396_CANLF, tr|A0A8I3NWF1|A0A8I3NWF1_CANLF, tr|A0A8P0SPX8|A0A8P0SPX8_CANLF, tr|A0A8P0TFZ3|A0A8P0TFZ3_CANLF, tr|A0A8I3MSR4|A0A8I3MSR4_CANLF, tr|A0A8I3NG14|A0A8I3NG14_CANLF
OG0000301	sp|Q2TB90|HKDC1_HUMAN	tr|A0A8I3MK58|A0A8I3MK58_CANLF, tr|A0A8P0NNB7|A0A8P0NNB7_CANLF
OG0000301	sp|P52789|HXK2_HUMAN	tr|A0A8I3P147|A0A8I3P147_CANLF
OG0000301	sp|P19367|HXK1_HUMAN	tr|A0A8I3MVF3|A0A8I3MVF3_CANLF
OG0000302	sp|Q9Y6M1|IF2B2_HUMAN	tr|A0A8I3S0V4|A0A8I3S0V4_CANLF, tr|A0A8P0PM21|A0A8P0PM21_CANLF
OG0000302	sp|O00425|IF2B3_HUMAN	tr|A0A8I3NBD0|A0A8I3NBD0_CANLF
OG0000302	sp|Q9NZI8|IF2B1_HUMAN	tr|A0A8I3NB41|A0A8I3NB41_CANLF
OG0000303	sp|Q9NR90|DAZ3_HUMAN, sp|Q86SG3|DAZ4_HUMAN, sp|Q9NQZ3|DAZ1_HUMAN, sp|Q13117|DAZ2_HUMAN, sp|Q92904|DAZL_HUMAN	tr|A0A8I3PFJ5|A0A8I3PFJ5_CANLF, tr|A0A8P0NNN3|A0A8P0NNN3_CANLF
OG0000304	sp|P78329|CP4F2_HUMAN, sp|Q08477|CP4F3_HUMAN, sp|Q9HCS2|CP4FC_HUMAN, sp|Q9HBI6|CP4FB_HUMAN, sp|P98187|CP4F8_HUMAN, sp|Q6NT55|CP4FN_HUMAN	tr|A0A8I3NW02|A0A8I3NW02_CANLF
OG0000305	sp|Q9UDX3|S14L4_HUMAN	tr|A0A8I3PCR8|A0A8I3PCR8_CANLF
OG0000305	sp|Q9UDX4|S14L3_HUMAN	tr|A0A8P0SHN0|A0A8P0SHN0_CANLF
OG0000305	sp|O76054|S14L2_HUMAN	tr|A0A8I3P4Y9|A0A8I3P4Y9_CANLF
OG0000306	sp|Q96PZ7|CSMD1_HUMAN	tr|A0A8P0SDR7|A0A8P0SDR7_CANLF, tr|A0A8I3PFU9|A0A8I3PFU9_CANLF
OG0000306	sp|Q7Z408|CSMD2_HUMAN	tr|A0A8I3RZ09|A0A8I3RZ09_CANLF
OG0000306	sp|Q7Z407|CSMD3_HUMAN	tr|A0A8I3NU12|A0A8I3NU12_CANLF
OG0000307	sp|P0C7M7|ACSM4_HUMAN	tr|A0A8I3N4L4|A0A8I3N4L4_CANLF
OG0000307	sp|Q6P461|ACSM6_HUMAN, sp|Q08AH1|ACSM1_HUMAN, sp|Q08AH3|ACS2A_HUMAN, sp|Q68CK6|ACS2B_HUMAN	tr|A0A8I3N272|A0A8I3N272_CANLF
OG0000308	sp|Q8IYM2|SLN12_HUMAN, sp|Q6IEE8|SN12L_HUMAN, sp|Q08AF3|SLFN5_HUMAN, sp|Q7Z7L1|SLN11_HUMAN, sp|Q68D06|SLN13_HUMAN, sp|P0C7P3|SLN14_HUMAN	tr|A0A8I3RXC3|A0A8I3RXC3_CANLF
OG0000309	sp|P07327|ADH1A_HUMAN, sp|P00325|ADH1B_HUMAN, sp|P00326|ADH1G_HUMAN, sp|P40394|ADH7_HUMAN, sp|P28332|ADH6_HUMAN	tr|A0A8I3PRI6|A0A8I3PRI6_CANLF, tr|A0A8P0NCK0|A0A8P0NCK0_CANLF
OG0000310	sp|Q86VI3|IQGA3_HUMAN	tr|A0A8I3N595|A0A8I3N595_CANLF, tr|A0A8P0PBU0|A0A8P0PBU0_CANLF
OG0000310	sp|P46940|IQGA1_HUMAN	tr|A0A8I3MM93|A0A8I3MM93_CANLF
OG0000310	sp|Q13576|IQGA2_HUMAN	tr|A0A8I3NFA2|A0A8I3NFA2_CANLF
OG0000311	sp|P09525|ANXA4_HUMAN	sp|P50994|ANXA4_CANLF, tr|A0A8I3QBP0|A0A8I3QBP0_CANLF
OG0000311	sp|P13928|ANXA8_HUMAN, sp|Q5VT79|AXA81_HUMAN	tr|A0A8P0TAF4|A0A8P0TAF4_CANLF, tr|A0A8I3NIC6|A0A8I3NIC6_CANLF
OG0000312	sp|P19961|AMY2B_HUMAN, sp|P04746|AMYP_HUMAN, sp|P0DTE8|AMY1C_HUMAN, sp|P0DUB6|AMY1A_HUMAN, sp|P0DTE7|AMY1B_HUMAN	tr|J9PAL7|J9PAL7_CANLF, tr|A0A8I3NAW7|A0A8I3NAW7_CANLF
OG0000313	sp|O60911|CATL2_HUMAN	tr|A0A8I3S3H5|A0A8I3S3H5_CANLF, sp|Q9GL24|CATL1_CANLF
OG0000313	sp|Q5NE16|CATL3_HUMAN	tr|A0A8I3RSG1|A0A8I3RSG1_CANLF
OG0000313	sp|P07711|CATL1_HUMAN	tr|A0A8I3MS69|A0A8I3MS69_CANLF
OG0000314	sp|P09093|CEL3A_HUMAN, sp|P08861|CEL3B_HUMAN	tr|A0A8I3MC08|A0A8I3MC08_CANLF
OG0000314	sp|P08217|CEL2A_HUMAN, sp|P08218|CEL2B_HUMAN, sp|Q99895|CTRC_HUMAN	tr|A0A8I3MBG3|A0A8I3MBG3_CANLF
OG0000315	sp|Q8TD07|RAE1E_HUMAN, sp|Q9BZM4|ULBP3_HUMAN, sp|Q9BZM6|ULBP1_HUMAN, sp|Q6H3X3|ULBP5_HUMAN, sp|Q5VY80|ULBP6_HUMAN, sp|Q9BZM5|ULBP2_HUMAN	tr|A0A8I3P952|A0A8I3P952_CANLF
