Orthogroup	Homo_sapiens	Felis_catus
OG0002523	sp|P52566|GDIR2_HUMAN, sp|P52565|GDIR1_HUMAN	tr|A0A2I2UL98|A0A2I2UL98_FELCA
OG0002524	sp|Q96EU7|C1GLC_HUMAN, sp|P0DN25|C1C1L_HUMAN	tr|M3WD96|M3WD96_FELCA
OG0002525	sp|O95498|VNN2_HUMAN, sp|O95497|VNN1_HUMAN	tr|M3VWI5|M3VWI5_FELCA
OG0002526	sp|Q693B1|KCD11_HUMAN, sp|Q4G0X4|KCD21_HUMAN	tr|A0A337S853|A0A337S853_FELCA
OG0002527	sp|O43768|ENSA_HUMAN	tr|A0A5F5XN93|A0A5F5XN93_FELCA, tr|A0A337SRG9|A0A337SRG9_FELCA
OG0002528	sp|Q8IZ96|CKLF1_HUMAN, sp|Q9UBR5|CKLF_HUMAN	tr|A0A5F5XPJ7|A0A5F5XPJ7_FELCA
OG0002529	sp|Q8NDY3|ARHL1_HUMAN, sp|P54922|ADPRH_HUMAN	tr|M3WKD2|M3WKD2_FELCA
OG0002530	sp|Q8N2C3|DEPD4_HUMAN, sp|Q96QD5|DEPD7_HUMAN	tr|M3WSM9|M3WSM9_FELCA
OG0002531	sp|Q9NZN9|AIPL1_HUMAN, sp|O00170|AIP_HUMAN	tr|M3WWP6|M3WWP6_FELCA
OG0002532	sp|A4D256|CC14C_HUMAN, sp|O60729|CC14B_HUMAN	tr|A0A2I2UEV4|A0A2I2UEV4_FELCA
OG0002533	sp|Q8TDB8|GTR14_HUMAN, sp|P11169|GTR3_HUMAN	tr|A0A5F5XSG5|A0A5F5XSG5_FELCA
OG0002534	sp|A6NNN8|S38A8_HUMAN, sp|Q9NVC3|S38A7_HUMAN	tr|A0A5F5XZ41|A0A5F5XZ41_FELCA
OG0002535	sp|P17544|ATF7_HUMAN, sp|P15336|ATF2_HUMAN	tr|M3X8F6|M3X8F6_FELCA
OG0002536	sp|Q641Q2|WAC2A_HUMAN, sp|Q9Y4E1|WAC2C_HUMAN	tr|A0A337RZW0|A0A337RZW0_FELCA
OG0002537	sp|O75144|ICOSL_HUMAN, tr|A0A087X1L8|A0A087X1L8_HUMAN	tr|A0A5F5XS87|A0A5F5XS87_FELCA
OG0002538	sp|A1A4F0|S66AL_HUMAN, sp|Q6ZP29|LAAT1_HUMAN	tr|A0A5F5XZU9|A0A5F5XZU9_FELCA
OG0002539	sp|Q9HBJ7|UBP29_HUMAN, sp|Q9BXU7|UBP26_HUMAN	tr|M3WQL5|M3WQL5_FELCA
OG0002540	sp|Q9BRL6|SRSF8_HUMAN, sp|Q01130|SRSF2_HUMAN	tr|A0A337SID0|A0A337SID0_FELCA
OG0002541	sp|O75752|B3GL1_HUMAN, sp|Q9Y2C3|B3GT5_HUMAN	tr|M3W2L9|M3W2L9_FELCA
OG0002542	sp|Q5D862|FILA2_HUMAN, sp|P25815|S100P_HUMAN	tr|A0A337SPN3|A0A337SPN3_FELCA
OG0002543	sp|Q8IVV8|NKAI4_HUMAN, sp|Q8N8D7|NKAI3_HUMAN	tr|M3W8K1|M3W8K1_FELCA
OG0002544	sp|P51800|CLCKA_HUMAN, sp|P51801|CLCKB_HUMAN	tr|M3WCT8|M3WCT8_FELCA
OG0002572	sp|O75884|RBBP9_HUMAN	tr|A0A2I2U1H0|A0A2I2U1H0_FELCA
OG0002573	sp|A0A1B0GW35|EXC1L_HUMAN	tr|A0A2I2U2Z3|A0A2I2U2Z3_FELCA
OG0002574	sp|Q14679|TTLL4_HUMAN	tr|A0A2I2U3N7|A0A2I2U3N7_FELCA
OG0002575	sp|P18146|EGR1_HUMAN	tr|A0A2I2U5Y8|A0A2I2U5Y8_FELCA
OG0002576	sp|Q15717|ELAV1_HUMAN	tr|A0A2I2U6H1|A0A2I2U6H1_FELCA
OG0002577	sp|Q9UI08|EVL_HUMAN	tr|A0A2I2U909|A0A2I2U909_FELCA
OG0002578	sp|O14717|TRDMT_HUMAN	tr|A0A2I2UB83|A0A2I2UB83_FELCA
OG0002579	sp|P08620|FGF4_HUMAN	tr|A0A2I2UK53|A0A2I2UK53_FELCA
OG0002580	sp|Q9BYW2|SETD2_HUMAN	tr|A0A2I2UQK0|A0A2I2UQK0_FELCA
OG0002581	sp|Q5VU97|CAHD1_HUMAN	tr|A0A2I2URI4|A0A2I2URI4_FELCA
OG0002582	sp|Q5JTH9|RRP12_HUMAN	tr|A0A2I2UUU0|A0A2I2UUU0_FELCA
OG0002583	sp|Q9NXF1|TEX10_HUMAN	tr|A0A2I2UWT5|A0A2I2UWT5_FELCA
OG0002585	sp|Q9BRX2|PELO_HUMAN	tr|A0A2I2UYB8|A0A2I2UYB8_FELCA
OG0002586	sp|Q86TS7|U730_HUMAN	tr|A0A2I2UZG4|A0A2I2UZG4_FELCA
OG0002587	sp|Q01968|OCRL_HUMAN	tr|A0A2I2V1B6|A0A2I2V1B6_FELCA
OG0002588	sp|O15266|SHOX_HUMAN	tr|A0A337RY08|A0A337RY08_FELCA
OG0002589	sp|A0A1B0GVX0|LITAD_HUMAN	tr|A0A337S0G2|A0A337S0G2_FELCA
OG0002590	sp|Q9HAJ7|SP30L_HUMAN	tr|A0A337S290|A0A337S290_FELCA
OG0002591	sp|P13378|HXD8_HUMAN	tr|A0A337S770|A0A337S770_FELCA
OG0002592	sp|Q8WWZ7|ABCA5_HUMAN	tr|A0A337SCA1|A0A337SCA1_FELCA
OG0002593	sp|P32239|GASR_HUMAN	tr|A0A337SE19|A0A337SE19_FELCA
OG0002594	sp|Q01973|ROR1_HUMAN	tr|A0A337SFE2|A0A337SFE2_FELCA
OG0002595	sp|Q8WWZ8|OIT3_HUMAN	tr|A0A337SIK5|A0A337SIK5_FELCA
OG0002596	sp|Q15287|RNPS1_HUMAN	tr|A0A337SJJ9|A0A337SJJ9_FELCA
OG0002597	sp|Q495A1|TIGIT_HUMAN	tr|A0A337SK12|A0A337SK12_FELCA
OG0002598	sp|P37231|PPARG_HUMAN	tr|A0A337SSZ2|A0A337SSZ2_FELCA
OG0002599	sp|Q8WTR2|DUS19_HUMAN	tr|A0A337STH6|A0A337STH6_FELCA
OG0002600	sp|Q9BRQ8|FSP1_HUMAN	tr|A0A5F5XDA7|A0A5F5XDA7_FELCA
OG0002601	sp|O95155|UBE4B_HUMAN	tr|A0A5F5XE02|A0A5F5XE02_FELCA
OG0002602	sp|Q8N8V4|ANS4B_HUMAN	tr|A0A5F5XK70|A0A5F5XK70_FELCA
OG0002603	sp|Q92610|ZN592_HUMAN	tr|A0A5F5XLW4|A0A5F5XLW4_FELCA
OG0002604	sp|P10645|CMGA_HUMAN	tr|A0A5F5XNS6|A0A5F5XNS6_FELCA
OG0002605	sp|Q66K41|Z385C_HUMAN	tr|A0A5F5XQP0|A0A5F5XQP0_FELCA
OG0002606	sp|P18405|S5A1_HUMAN	tr|A0A5F5XTF8|A0A5F5XTF8_FELCA
OG0002607	sp|P35520|CBS_HUMAN	tr|A0A5F5XZJ3|A0A5F5XZJ3_FELCA
OG0002608	sp|O94989|ARHGF_HUMAN	tr|M3VX24|M3VX24_FELCA
OG0002609	sp|O76076|CCN5_HUMAN	tr|M3VYK2|M3VYK2_FELCA
OG0002610	sp|Q86VE9|SERC5_HUMAN	tr|M3W150|M3W150_FELCA
OG0002611	sp|Q8NGX9|OR6P1_HUMAN	tr|M3W153|M3W153_FELCA
OG0002612	sp|Q9Y3P4|RHBD3_HUMAN	tr|M3W1U2|M3W1U2_FELCA
OG0002613	sp|O15072|ATS3_HUMAN	tr|M3W363|M3W363_FELCA
OG0002614	sp|Q15059|BRD3_HUMAN	tr|M3W4J6|M3W4J6_FELCA
OG0002615	sp|Q75QN2|INT8_HUMAN	tr|M3W5A6|M3W5A6_FELCA
OG0002616	sp|O95159|ZFPL1_HUMAN	tr|M3W5J7|M3W5J7_FELCA
OG0002617	sp|P30988|CALCR_HUMAN	tr|M3W7Q9|M3W7Q9_FELCA
OG0002618	sp|Q92636|FAN_HUMAN	tr|M3W8T4|M3W8T4_FELCA
OG0002619	sp|P84090|ERH_HUMAN	tr|M3WAD9|M3WAD9_FELCA
OG0002620	sp|Q96JB5|CK5P3_HUMAN	tr|M3WBA5|M3WBA5_FELCA
OG0002621	sp|Q6ZMI3|GLDN_HUMAN	tr|M3WD30|M3WD30_FELCA
OG0002622	sp|Q2MV58|TECT1_HUMAN	tr|M3WEL3|M3WEL3_FELCA
OG0002623	sp|Q9NVR7|TBCC1_HUMAN	tr|M3WG95|M3WG95_FELCA
OG0002624	sp|Q8IUX8|EGFL6_HUMAN	tr|M3WGY2|M3WGY2_FELCA
OG0002625	sp|P47900|P2RY1_HUMAN	tr|M3WI21|M3WI21_FELCA
OG0002626	sp|O75293|GA45B_HUMAN	tr|M3WI42|M3WI42_FELCA
OG0002627	sp|Q9NR61|DLL4_HUMAN	tr|M3WL78|M3WL78_FELCA
OG0002628	sp|Q6AI14|SL9A4_HUMAN	tr|M3WNG0|M3WNG0_FELCA
OG0002629	sp|Q9C099|LRCC1_HUMAN	tr|M3WNV9|M3WNV9_FELCA
OG0002630	sp|O00264|PGRC1_HUMAN	tr|M3WUA3|M3WUA3_FELCA
OG0002631	sp|Q96E16|SMI19_HUMAN	tr|M3WW73|M3WW73_FELCA
OG0002632	sp|Q9H3W5|LRRN3_HUMAN	tr|M3WZP9|M3WZP9_FELCA
OG0002633	sp|Q8IYP9|ZDH23_HUMAN	tr|M3X155|M3X155_FELCA
OG0002634	sp|Q9H0U3|MAGT1_HUMAN	tr|M3X2H9|M3X2H9_FELCA
OG0002635	sp|Q9BUL9|RPP25_HUMAN	tr|M3X350|M3X350_FELCA
OG0002636	sp|O96020|CCNE2_HUMAN	tr|M3X5A2|M3X5A2_FELCA
OG0002637	sp|Q8TF76|HASP_HUMAN	tr|M3X5G0|M3X5G0_FELCA
OG0002638	sp|O95571|ETHE1_HUMAN	tr|M3X7V2|M3X7V2_FELCA
OG0002639	sp|O43920|NDUS5_HUMAN	tr|M3X8I4|M3X8I4_FELCA
OG0002640	sp|P0C6C1|AN34C_HUMAN	tr|M3XER0|M3XER0_FELCA
OG0002641	sp|P28062|PSB8_HUMAN	tr|M3XF92|M3XF92_FELCA
OG0002642	sp|Q9UKP6|UR2R_HUMAN	tr|Q533H1|Q533H1_FELCA
OG0002643	sp|Q8WV19|SFT2A_HUMAN	tr|A0A2I2U305|A0A2I2U305_FELCA
OG0002644	sp|Q99590|SCAFB_HUMAN	tr|A0A2I2U7G6|A0A2I2U7G6_FELCA
OG0002645	sp|Q86SQ7|SDCG8_HUMAN	tr|A0A2I2UHR9|A0A2I2UHR9_FELCA
OG0002646	sp|Q17RF5|ODAPH_HUMAN	tr|A0A2I2UK34|A0A2I2UK34_FELCA
OG0002647	sp|P28066|PSA5_HUMAN	tr|A0A2I2UNM4|A0A2I2UNM4_FELCA
OG0002648	sp|A0A087WWA1|P3URF_HUMAN	tr|A0A2I2UQ38|A0A2I2UQ38_FELCA
OG0002649	sp|Q7LC44|ARC_HUMAN	tr|A0A2I2UQ80|A0A2I2UQ80_FELCA
OG0002650	sp|Q9H239|MMP28_HUMAN	tr|A0A2I2US14|A0A2I2US14_FELCA
OG0002651	sp|Q8NCE0|SEN2_HUMAN	tr|A0A2I2UT31|A0A2I2UT31_FELCA
OG0002652	sp|P49023|PAXI_HUMAN	tr|A0A2I2UVY9|A0A2I2UVY9_FELCA
OG0002653	sp|Q9BQI7|PSD2_HUMAN	tr|A0A2I2V3Y6|A0A2I2V3Y6_FELCA
OG0002654	sp|Q96LT4|SAMD8_HUMAN	tr|A0A2I2V437|A0A2I2V437_FELCA
OG0002655	sp|Q9Y4X0|AMMR1_HUMAN	tr|A0A337S3X6|A0A337S3X6_FELCA
OG0002656	sp|Q8IZL8|PELP1_HUMAN	tr|A0A337SEG8|A0A337SEG8_FELCA
OG0002657	sp|P48146|NPBW2_HUMAN	tr|A0A337SI79|A0A337SI79_FELCA
OG0002658	sp|Q9BX95|SGPP1_HUMAN	tr|A0A337SIP7|A0A337SIP7_FELCA
OG0002659	sp|Q8N2H9|PELI3_HUMAN	tr|A0A337SJ30|A0A337SJ30_FELCA
OG0002660	sp|P23246|SFPQ_HUMAN	tr|A0A337SJM7|A0A337SJM7_FELCA
OG0002661	sp|Q1XH10|SKDA1_HUMAN	tr|A0A337SK96|A0A337SK96_FELCA
OG0002662	sp|Q32M78|ZN699_HUMAN	tr|A0A337SM30|A0A337SM30_FELCA
OG0002663	sp|Q8TDN7|ACER1_HUMAN	tr|A0A337SNG5|A0A337SNG5_FELCA
OG0002664	sp|Q8NEX5|WFDC9_HUMAN	tr|A0A337SNT2|A0A337SNT2_FELCA
OG0002665	sp|Q99489|OXDD_HUMAN	tr|A0A337SRN2|A0A337SRN2_FELCA
OG0002666	sp|Q9P2F5|STOX2_HUMAN	tr|A0A5F5XBP0|A0A5F5XBP0_FELCA
OG0002667	sp|Q5GFL6|VWA2_HUMAN	tr|A0A5F5XC99|A0A5F5XC99_FELCA
OG0002668	sp|P16455|MGMT_HUMAN	tr|A0A5F5XDC8|A0A5F5XDC8_FELCA
OG0002669	sp|Q969X5|ERGI1_HUMAN	tr|A0A5F5XGF4|A0A5F5XGF4_FELCA
OG0002670	sp|Q5VV17|OTUD1_HUMAN	tr|A0A5F5XHD0|A0A5F5XHD0_FELCA
OG0002671	sp|P30085|KCY_HUMAN	tr|A0A5F5XJP2|A0A5F5XJP2_FELCA
OG0002672	sp|Q99932|SPAG8_HUMAN	tr|A0A5F5XSR7|A0A5F5XSR7_FELCA
OG0002673	sp|A2RUU4|COLL1_HUMAN	tr|A0A5F5XUR1|A0A5F5XUR1_FELCA
OG0002674	sp|O75631|UPK3A_HUMAN	tr|A0A5F5XVJ0|A0A5F5XVJ0_FELCA
OG0002675	sp|Q6PIW4|FIGL1_HUMAN	tr|A0A5F5Y0H6|A0A5F5Y0H6_FELCA
OG0002676	sp|Q5H8A3|NMS_HUMAN	tr|A0A5F5Y279|A0A5F5Y279_FELCA
OG0002677	sp|Q6UY14|ATL4_HUMAN	tr|M3VVC4|M3VVC4_FELCA
OG0002678	sp|Q6XQN6|PNCB_HUMAN	tr|M3VVW4|M3VVW4_FELCA
OG0002679	sp|Q9Y4L1|HYOU1_HUMAN	tr|M3VW30|M3VW30_FELCA
OG0002680	sp|Q5T7W7|TSTD2_HUMAN	tr|M3VW74|M3VW74_FELCA
OG0002681	sp|Q9NVS9|PNPO_HUMAN	tr|M3VWE1|M3VWE1_FELCA
OG0002682	sp|Q6WRX3|ZY11A_HUMAN	tr|M3VXQ5|M3VXQ5_FELCA
OG0002683	sp|Q9BUM1|G6PC3_HUMAN	tr|M3VY26|M3VY26_FELCA
OG0002684	sp|Q68E01|INT3_HUMAN	tr|M3VZ23|M3VZ23_FELCA
OG0002685	sp|Q9NZC2|TREM2_HUMAN	tr|M3VZ42|M3VZ42_FELCA
OG0002686	sp|Q7Z404|TMC4_HUMAN	tr|M3W0M3|M3W0M3_FELCA
OG0002687	sp|Q6P3R8|NEK5_HUMAN	tr|M3W0U1|M3W0U1_FELCA
OG0002688	sp|P41279|M3K8_HUMAN	tr|M3W239|M3W239_FELCA
OG0002689	sp|Q6UWN0|LYPD4_HUMAN	tr|M3W2Y9|M3W2Y9_FELCA
OG0002690	sp|Q8IXQ5|KLHL7_HUMAN	tr|M3W4R1|M3W4R1_FELCA
OG0002691	sp|Q6UXV1|IZUM2_HUMAN	tr|M3W8Q8|M3W8Q8_FELCA
OG0002692	sp|Q9UNE7|CHIP_HUMAN	tr|M3W9C9|M3W9C9_FELCA
OG0002693	sp|Q9H013|ADA19_HUMAN	tr|M3WCF7|M3WCF7_FELCA
OG0002694	sp|A4FU01|MTMRB_HUMAN	tr|M3WCP8|M3WCP8_FELCA
OG0002695	sp|Q9HA64|KT3K_HUMAN	tr|M3WFV8|M3WFV8_FELCA
OG0002696	sp|Q9UBH6|XPR1_HUMAN	tr|M3WFX0|M3WFX0_FELCA
OG0002697	sp|Q9BX68|HINT2_HUMAN	tr|M3WHJ0|M3WHJ0_FELCA
OG0002698	sp|P34972|CNR2_HUMAN	tr|M3WHU1|M3WHU1_FELCA
OG0002699	sp|P01225|FSHB_HUMAN	tr|M3WL17|M3WL17_FELCA
OG0002700	sp|P12109|CO6A1_HUMAN	tr|M3WLD9|M3WLD9_FELCA
OG0002701	sp|P40939|ECHA_HUMAN	tr|M3WLM2|M3WLM2_FELCA
OG0002702	sp|Q6DJT9|PLAG1_HUMAN	tr|M3WLQ2|M3WLQ2_FELCA
OG0002703	sp|Q9Y6W6|DUS10_HUMAN	tr|M3WM38|M3WM38_FELCA
OG0002704	sp|Q92878|RAD50_HUMAN	tr|M3WPH7|M3WPH7_FELCA
OG0002705	sp|Q86VP3|PACS2_HUMAN	tr|M3WT10|M3WT10_FELCA
OG0002706	sp|Q16584|M3K11_HUMAN	tr|M3WV69|M3WV69_FELCA
OG0002707	sp|O75688|PPM1B_HUMAN	tr|M3WYG3|M3WYG3_FELCA
OG0002708	sp|P12755|SKI_HUMAN	tr|M3X092|M3X092_FELCA
OG0002709	sp|Q5VXI9|LIPN_HUMAN	tr|M3X930|M3X930_FELCA
OG0002710	sp|Q9NWW7|CB042_HUMAN	tr|M3XBZ5|M3XBZ5_FELCA
OG0002711	sp|Q9Y2D1|ATF5_HUMAN	tr|A0A2I2U2F5|A0A2I2U2F5_FELCA
OG0002712	sp|Q9NYM4|GPR83_HUMAN	tr|A0A2I2U2W7|A0A2I2U2W7_FELCA
OG0002713	sp|Q9P086|MED11_HUMAN	tr|A0A2I2U581|A0A2I2U581_FELCA
OG0002714	sp|Q7Z418|KCNKI_HUMAN	tr|A0A2I2UAG4|A0A2I2UAG4_FELCA
OG0002715	sp|Q8TE49|OTU7A_HUMAN	tr|A0A2I2UB59|A0A2I2UB59_FELCA
OG0002716	sp|Q13686|ALKB1_HUMAN	tr|A0A2I2UD55|A0A2I2UD55_FELCA
OG0002717	sp|Q8NB42|ZN527_HUMAN	tr|A0A2I2UDD1|A0A2I2UDD1_FELCA
OG0002718	sp|Q96HA4|CA159_HUMAN	tr|A0A2I2UMM1|A0A2I2UMM1_FELCA
OG0002719	sp|Q9UGM1|ACHA9_HUMAN	tr|A0A2I2US67|A0A2I2US67_FELCA
OG0002720	sp|O00303|EIF3F_HUMAN	tr|A0A2I2US80|A0A2I2US80_FELCA
OG0002721	sp|O43548|TGM5_HUMAN	tr|A0A2I2UX75|A0A2I2UX75_FELCA
OG0002722	sp|Q8N2S1|LTBP4_HUMAN	tr|A0A2I2UXX3|A0A2I2UXX3_FELCA
OG0002723	sp|Q567U6|CCD93_HUMAN	tr|A0A2I2V1T2|A0A2I2V1T2_FELCA
OG0002724	sp|P14621|ACYP2_HUMAN	tr|A0A337S1E5|A0A337S1E5_FELCA
OG0002725	sp|Q11206|SIA4C_HUMAN	tr|A0A337S399|A0A337S399_FELCA
OG0002726	sp|Q9NP73|ALG13_HUMAN	tr|A0A337S5I3|A0A337S5I3_FELCA
OG0002727	sp|Q9NTI7|INKA2_HUMAN	tr|A0A337S7L2|A0A337S7L2_FELCA
OG0002728	sp|P11487|FGF3_HUMAN	tr|A0A337S919|A0A337S919_FELCA
OG0002729	sp|Q8TF44|C2C4C_HUMAN	tr|A0A337SA52|A0A337SA52_FELCA
OG0002730	sp|Q32MH5|F214A_HUMAN	tr|A0A337SDQ3|A0A337SDQ3_FELCA
OG0002731	sp|P46937|YAP1_HUMAN	tr|A0A337SGJ8|A0A337SGJ8_FELCA
OG0002732	sp|Q494X3|ZN404_HUMAN	tr|A0A337SJR6|A0A337SJR6_FELCA
OG0002733	sp|Q13952|NFYC_HUMAN	tr|A0A337SS42|A0A337SS42_FELCA
OG0002734	sp|Q9HA90|EFCC1_HUMAN	tr|A0A337SSL7|A0A337SSL7_FELCA
OG0002735	sp|Q9BT23|LIMD2_HUMAN	tr|A0A337STK9|A0A337STK9_FELCA
OG0002736	sp|Q6NTE8|MRNIP_HUMAN	tr|A0A337STV2|A0A337STV2_FELCA
OG0002737	sp|Q9BXJ8|TACAN_HUMAN	tr|A0A337SWW5|A0A337SWW5_FELCA
OG0002738	sp|O60481|ZIC3_HUMAN	tr|A0A5F5XCQ4|A0A5F5XCQ4_FELCA
OG0002739	sp|Q8TDT2|GP152_HUMAN	tr|A0A5F5XE07|A0A5F5XE07_FELCA
OG0002740	sp|Q5T2S8|ODAD2_HUMAN	tr|A0A5F5XFM2|A0A5F5XFM2_FELCA
OG0002741	sp|Q14642|I5P1_HUMAN	tr|A0A5F5XI36|A0A5F5XI36_FELCA
OG0002742	sp|Q96MX6|DAA10_HUMAN	tr|A0A5F5XL49|A0A5F5XL49_FELCA
OG0002743	sp|Q9H9Z2|LN28A_HUMAN	tr|A0A5F5XLJ7|A0A5F5XLJ7_FELCA
OG0002744	sp|Q9NRR5|UBQL4_HUMAN	tr|A0A5F5XPF4|A0A5F5XPF4_FELCA
OG0002745	sp|P11168|GTR2_HUMAN	tr|A0A5F5XQ80|A0A5F5XQ80_FELCA
OG0002746	sp|O00587|MFNG_HUMAN	tr|A0A5F5XR65|A0A5F5XR65_FELCA
OG0002747	sp|Q96MF7|NSE2_HUMAN	tr|A0A5F5XVF2|A0A5F5XVF2_FELCA
OG0002748	sp|Q8WU43|CB015_HUMAN	tr|A0A5F5XYL1|A0A5F5XYL1_FELCA
OG0002749	sp|Q9Y646|CBPQ_HUMAN	tr|A0A5F5Y5W4|A0A5F5Y5W4_FELCA
OG0002750	sp|P34130|NTF4_HUMAN	tr|M3VUD9|M3VUD9_FELCA
OG0002751	sp|P39656|OST48_HUMAN	tr|M3VVE9|M3VVE9_FELCA
OG0002752	sp|Q63ZY3|KANK2_HUMAN	tr|M3W322|M3W322_FELCA
OG0002753	sp|Q9H2C1|LHX5_HUMAN	tr|M3W3F7|M3W3F7_FELCA
OG0002754	sp|O95965|ITGBL_HUMAN	tr|M3W6G7|M3W6G7_FELCA
OG0002755	sp|Q12791|KCMA1_HUMAN	tr|M3W870|M3W870_FELCA
OG0002756	sp|Q15054|DPOD3_HUMAN	tr|M3W935|M3W935_FELCA
OG0002757	sp|Q9Y265|RUVB1_HUMAN	tr|M3WAA5|M3WAA5_FELCA
OG0002758	sp|Q14773|ICAM4_HUMAN	tr|M3WBF2|M3WBF2_FELCA
OG0002759	sp|P56279|TCL1A_HUMAN	tr|M3WDH2|M3WDH2_FELCA
OG0002760	sp|Q8N158|GPC2_HUMAN	tr|M3WDY2|M3WDY2_FELCA
OG0002761	sp|Q9UBG0|MRC2_HUMAN	tr|M3WE80|M3WE80_FELCA
OG0002762	sp|P32019|I5P2_HUMAN	tr|M3WEC7|M3WEC7_FELCA
OG0002763	sp|Q14669|TRIPC_HUMAN	tr|M3WFL9|M3WFL9_FELCA
OG0002764	sp|P48378|RFX2_HUMAN	tr|M3WH28|M3WH28_FELCA
OG0002765	sp|Q16820|MEP1B_HUMAN	tr|M3WK83|M3WK83_FELCA
OG0002766	sp|Q8TBF5|PIGX_HUMAN	tr|M3WNE3|M3WNE3_FELCA
OG0002767	sp|Q3LI76|KR151_HUMAN	tr|M3WR54|M3WR54_FELCA
OG0002768	sp|Q9ULL5|PRR12_HUMAN	tr|M3WWH0|M3WWH0_FELCA
OG0002769	sp|Q86X95|CIR1_HUMAN	tr|M3WZB1|M3WZB1_FELCA
OG0002770	sp|Q9P2H0|CE126_HUMAN	tr|M3X2E3|M3X2E3_FELCA
OG0002771	sp|Q9BPX3|CND3_HUMAN	tr|M3X3A2|M3X3A2_FELCA
OG0002772	sp|Q8IX90|SKA3_HUMAN	tr|M3X3W3|M3X3W3_FELCA
OG0002773	sp|P40938|RFC3_HUMAN	tr|M3X5Z9|M3X5Z9_FELCA
OG0002774	sp|P31431|SDC4_HUMAN	tr|M3X6M9|M3X6M9_FELCA
OG0002775	sp|P48723|HSP13_HUMAN	tr|M3X6Z7|M3X6Z7_FELCA
OG0002777	sp|Q2TAA5|ALG11_HUMAN	tr|M3X9F4|M3X9F4_FELCA
OG0002778	sp|Q9UPN6|SCAF8_HUMAN	tr|M3XAD4|M3XAD4_FELCA
OG0002779	sp|P78426|NKX61_HUMAN	tr|M3XEQ4|M3XEQ4_FELCA
OG0002780	sp|Q5T6V5|QSPP_HUMAN	tr|A0A2I2U1N7|A0A2I2U1N7_FELCA
OG0002781	sp|Q9Y294|ASF1A_HUMAN	tr|A0A2I2U5L7|A0A2I2U5L7_FELCA
OG0002782	sp|Q9NRI5|DISC1_HUMAN	tr|A0A2I2U946|A0A2I2U946_FELCA
OG0002783	sp|Q86Y25|Z354C_HUMAN	tr|A0A2I2UAT9|A0A2I2UAT9_FELCA
OG0002784	sp|Q8N5I9|NOPC1_HUMAN	tr|A0A2I2UBQ2|A0A2I2UBQ2_FELCA
OG0002785	sp|Q3SX64|OD3L2_HUMAN	tr|A0A2I2UE12|A0A2I2UE12_FELCA
OG0002786	sp|Q68CR1|SE1L3_HUMAN	tr|A0A2I2UEM6|A0A2I2UEM6_FELCA
OG0002787	sp|O94822|LTN1_HUMAN	tr|A0A2I2UHD6|A0A2I2UHD6_FELCA
OG0002788	sp|O75643|U520_HUMAN	tr|A0A2I2UID1|A0A2I2UID1_FELCA
OG0002789	sp|A6NFE3|EFC10_HUMAN	tr|A0A2I2UJH2|A0A2I2UJH2_FELCA
OG0002790	sp|Q15040|JOS1_HUMAN	tr|A0A2I2UM21|A0A2I2UM21_FELCA
OG0002791	sp|Q6UWW9|TM207_HUMAN	tr|A0A2I2UZ78|A0A2I2UZ78_FELCA
OG0002792	sp|Q13470|TNK1_HUMAN	tr|A0A2I2V3C5|A0A2I2V3C5_FELCA
OG0002793	sp|P49441|INPP_HUMAN	tr|A0A2I2V4X6|A0A2I2V4X6_FELCA
OG0002794	sp|Q14202|ZMYM3_HUMAN	tr|A0A337S0R0|A0A337S0R0_FELCA
OG0002795	sp|Q6UX68|XKR5_HUMAN	tr|A0A337S1V0|A0A337S1V0_FELCA
OG0002796	sp|Q8NA54|IQUB_HUMAN	tr|A0A337S3Y8|A0A337S3Y8_FELCA
OG0002797	sp|P29122|PCSK6_HUMAN	tr|A0A337SA17|A0A337SA17_FELCA
OG0002798	sp|Q99571|P2RX4_HUMAN	tr|A0A337SC03|A0A337SC03_FELCA
OG0002799	sp|Q6ZVK8|NUD18_HUMAN	tr|A0A337SCT5|A0A337SCT5_FELCA
OG0002800	sp|A6NI15|MSGN1_HUMAN	tr|A0A337SIH7|A0A337SIH7_FELCA
OG0002801	sp|Q9GZQ6|NPFF1_HUMAN	tr|A0A337SIX6|A0A337SIX6_FELCA
OG0002802	sp|I3L3R5|CCER2_HUMAN	tr|A0A337SLM9|A0A337SLM9_FELCA
OG0002803	sp|Q9NYL2|M3K20_HUMAN	tr|A0A337SLR8|A0A337SLR8_FELCA
OG0002804	sp|P04629|NTRK1_HUMAN	tr|A0A337SML4|A0A337SML4_FELCA
OG0002805	sp|Q9NZ20|PA2G3_HUMAN	tr|A0A337SPW4|A0A337SPW4_FELCA
OG0002806	sp|Q5T6X5|GPC6A_HUMAN	tr|A0A337SR65|A0A337SR65_FELCA
OG0002807	sp|Q9H6U6|BCAS3_HUMAN	tr|A0A337SVF9|A0A337SVF9_FELCA
OG0002808	sp|Q9P0J1|PDP1_HUMAN	tr|A0A337SX15|A0A337SX15_FELCA
OG0002809	sp|Q8IY22|CMIP_HUMAN	tr|A0A337SX75|A0A337SX75_FELCA
OG0002810	sp|Q96DC9|OTUB2_HUMAN	tr|A0A5F5XCW7|A0A5F5XCW7_FELCA
OG0002811	sp|Q5JTN6|WDR38_HUMAN	tr|A0A5F5XG80|A0A5F5XG80_FELCA
