Orthogroup	Homo_sapiens	Pongo_abelii
OG0000654	sp|Q9NR31|SAR1A_HUMAN	sp|Q5R548|SAR1A_PONAB
OG0000655	sp|O60729|CC14B_HUMAN	tr|A0A8I5TYL2|A0A8I5TYL2_PONAB
OG0000655	sp|A4D256|CC14C_HUMAN	tr|H2PM54|H2PM54_PONAB
OG0000656	sp|Q9H205|O2AG1_HUMAN	tr|A0A2J8SVI8|A0A2J8SVI8_PONAB
OG0000656	sp|A6NM03|O2AG2_HUMAN	tr|A0A6D2WXS3|A0A6D2WXS3_PONAB
OG0000657	sp|P51681|CCR5_HUMAN, sp|P51685|CCR8_HUMAN, sp|P51679|CCR4_HUMAN	sp|P61756|CCR5_PONAB
OG0000658	sp|Q5JXB2|UE2NL_HUMAN	tr|H2PX00|H2PX00_PONAB
OG0000658	sp|P61088|UBE2N_HUMAN	sp|Q5R7J6|UBE2N_PONAB
OG0000659	sp|Q7Z2Y8|GVIN1_HUMAN, sp|Q8TCY9|URGCP_HUMAN	sp|Q5RFJ8|URGCP_PONAB, tr|A0A8I5UK89|A0A8I5UK89_PONAB
OG0000660	sp|Q9HC98|NEK6_HUMAN	tr|A0A8I5TTB9|A0A8I5TTB9_PONAB
OG0000660	sp|Q8TDX7|NEK7_HUMAN	tr|A0A6D2VZ77|A0A6D2VZ77_PONAB
OG0000661	sp|O15075|DCLK1_HUMAN	tr|A0A8I5UKB0|A0A8I5UKB0_PONAB
OG0000661	sp|Q8N568|DCLK2_HUMAN	tr|A0A8I5U2F0|A0A8I5U2F0_PONAB
OG0000662	sp|O75333|TBX10_HUMAN	tr|H2NCM1|H2NCM1_PONAB
OG0000662	sp|O43435|TBX1_HUMAN	tr|A0A8I5TQU3|A0A8I5TQU3_PONAB
OG0000663	sp|O95677|EYA4_HUMAN	tr|H2PKD3|H2PKD3_PONAB
OG0000663	sp|Q99502|EYA1_HUMAN	tr|A0A2J8VA76|A0A2J8VA76_PONAB
OG0000665	sp|Q8WX94|NALP7_HUMAN	tr|A0A2J8QZZ5|A0A2J8QZZ5_PONAB
OG0000665	sp|Q9NX02|NALP2_HUMAN	tr|A0A2J8QZX3|A0A2J8QZX3_PONAB
OG0000666	sp|A0A1W2PQ72|MSD7_HUMAN	tr|A0A8I5TQU4|A0A8I5TQU4_PONAB
OG0000666	sp|Q8IWY8|ZSC29_HUMAN	tr|H2NN12|H2NN12_PONAB
OG0000668	sp|P13646|K1C13_HUMAN	tr|A0A8I5TSX8|A0A8I5TSX8_PONAB
OG0000668	sp|P19012|K1C15_HUMAN	tr|A0A2J8WAP3|A0A2J8WAP3_PONAB
OG0000669	sp|Q309B1|TR16L_HUMAN	tr|A0A2J8TEW0|A0A2J8TEW0_PONAB
OG0000669	sp|O95361|TRI16_HUMAN	sp|Q5R760|TRI16_PONAB
OG0000670	sp|Q96CN4|EVI5L_HUMAN	tr|A0A8I5YUW3|A0A8I5YUW3_PONAB
OG0000670	sp|O60447|EVI5_HUMAN	tr|A0A8I5U4K3|A0A8I5U4K3_PONAB
OG0000671	sp|Q8TBF2|PXL2B_HUMAN	sp|Q5R7S9|PXL2B_PONAB
OG0000671	sp|Q9BRX8|PXL2A_HUMAN	tr|H2N9E3|H2N9E3_PONAB
OG0000673	sp|P21796|VDAC1_HUMAN	tr|A0A2J8VQF0|A0A2J8VQF0_PONAB
OG0000673	sp|P45880|VDAC2_HUMAN	tr|A0A8I5TMI9|A0A8I5TMI9_PONAB
OG0000674	sp|Q8IWU6|SULF1_HUMAN	tr|A0A8I5YKA4|A0A8I5YKA4_PONAB
OG0000674	sp|Q8IWU5|SULF2_HUMAN	tr|H2P279|H2P279_PONAB
OG0000675	sp|Q9BQ39|DDX50_HUMAN	tr|A0A2J8WRD2|A0A2J8WRD2_PONAB
OG0000675	sp|Q9NR30|DDX21_HUMAN	tr|H2NAQ5|H2NAQ5_PONAB
OG0000676	sp|Q9Y297|FBW1A_HUMAN	tr|Q5RDW6|Q5RDW6_PONAB
OG0000676	sp|Q9UKB1|FBW1B_HUMAN	tr|A0A2J8X7F1|A0A2J8X7F1_PONAB
OG0000677	sp|P0CG29|GST2_HUMAN, sp|P0CG30|GSTT2_HUMAN	tr|A0A8I5YQZ9|A0A8I5YQZ9_PONAB, tr|A0A8I5U2K5|A0A8I5U2K5_PONAB
OG0000678	sp|P26639|SYTC_HUMAN	tr|A0A8I5UF13|A0A8I5UF13_PONAB
OG0000678	sp|A2RTX5|SYTC2_HUMAN	tr|A0A8I5YNQ7|A0A8I5YNQ7_PONAB
OG0000679	sp|P52564|MP2K6_HUMAN	tr|H2NUJ7|H2NUJ7_PONAB
OG0000679	sp|P46734|MP2K3_HUMAN	tr|H2NT13|H2NT13_PONAB
OG0000680	sp|Q16760|DGKD_HUMAN	tr|H2P8Z2|H2P8Z2_PONAB
OG0000680	sp|Q86XP1|DGKH_HUMAN	tr|A0A8I5U1S4|A0A8I5U1S4_PONAB
OG0000681	sp|Q8IZI9|IFNL3_HUMAN, sp|Q8IZJ0|IFNL2_HUMAN	tr|H2NYR6|H2NYR6_PONAB, tr|H2NYR7|H2NYR7_PONAB
OG0000682	sp|P04271|S100B_HUMAN, sp|Q6XPR3|RPTN_HUMAN, sp|Q07283|TRHY_HUMAN	tr|A0A6D2YAN1|A0A6D2YAN1_PONAB
OG0000683	sp|Q92503|S14L1_HUMAN	tr|A0A8I5YQW9|A0A8I5YQW9_PONAB
OG0000683	sp|O43304|S14L5_HUMAN	tr|H2NQ21|H2NQ21_PONAB
OG0000684	sp|Q9Y663|HS3SA_HUMAN	tr|A0A8I5TEP9|A0A8I5TEP9_PONAB
OG0000684	sp|Q9Y662|HS3SB_HUMAN	tr|A0A2J8TFD6|A0A2J8TFD6_PONAB
OG0000685	sp|P56706|WNT7B_HUMAN	tr|A0A8I5TJQ0|A0A8I5TJQ0_PONAB
OG0000685	sp|O00755|WNT7A_HUMAN	tr|H2P9B2|H2P9B2_PONAB
OG0000686	sp|P10301|RRAS_HUMAN	tr|A0A8I5YM80|A0A8I5YM80_PONAB
OG0000686	sp|P62070|RRAS2_HUMAN	tr|A0A8I5TC86|A0A8I5TC86_PONAB
OG0000687	sp|P23469|PTPRE_HUMAN	tr|H2NBZ5|H2NBZ5_PONAB
OG0000687	sp|P18433|PTPRA_HUMAN	tr|A0A2J8RZN4|A0A2J8RZN4_PONAB
OG0000688	sp|P34998|CRFR1_HUMAN	tr|A0A8I5YLP8|A0A8I5YLP8_PONAB
OG0000688	sp|Q13324|CRFR2_HUMAN	tr|A0A8I5U5H2|A0A8I5U5H2_PONAB
OG0000689	sp|Q68D06|SLN13_HUMAN	tr|A0A2J8RCR8|A0A2J8RCR8_PONAB
OG0000689	sp|Q7Z7L1|SLN11_HUMAN	tr|A0A2J8RCU4|A0A2J8RCU4_PONAB
OG0000690	sp|Q8NC54|KCT2_HUMAN	tr|A0A8I5UD98|A0A8I5UD98_PONAB, tr|H2PGJ7|H2PGJ7_PONAB, sp|Q5R5B8|KCT2_PONAB
OG0000691	sp|Q92922|SMRC1_HUMAN	tr|H2PAW2|H2PAW2_PONAB
OG0000691	sp|Q8TAQ2|SMRC2_HUMAN	tr|H2NHN8|H2NHN8_PONAB
OG0000692	sp|Q9UIK4|DAPK2_HUMAN	tr|A0A2J8T8E9|A0A2J8T8E9_PONAB
OG0000692	sp|O43293|DAPK3_HUMAN	tr|A0A2J8SBR2|A0A2J8SBR2_PONAB
OG0000693	sp|P01112|RASH_HUMAN	tr|A0A6D2X9G5|A0A6D2X9G5_PONAB
OG0000693	sp|P01116|RASK_HUMAN	tr|A0A8I5T9I1|A0A8I5T9I1_PONAB
OG0000694	sp|P15313|VATB1_HUMAN	tr|H2P5W7|H2P5W7_PONAB
OG0000694	sp|P21281|VATB2_HUMAN	sp|Q5R5V5|VATB2_PONAB
OG0000695	sp|P60660|MYL6_HUMAN	sp|Q5R844|MYL6_PONAB, tr|A0A8I5U880|A0A8I5U880_PONAB, tr|A0A8I5UU70|A0A8I5UU70_PONAB
OG0000696	sp|Q9BUY5|ZN426_HUMAN	tr|A0A6D2XSW6|A0A6D2XSW6_PONAB
OG0000696	sp|Q14584|ZN266_HUMAN	tr|H2NXG5|H2NXG5_PONAB
OG0000697	sp|Q15366|PCBP2_HUMAN	tr|H2NHH2|H2NHH2_PONAB
OG0000697	sp|Q15365|PCBP1_HUMAN	tr|H2P5X9|H2P5X9_PONAB
OG0000698	sp|Q8IZD9|DOCK3_HUMAN	tr|H2PAM7|H2PAM7_PONAB
OG0000698	sp|Q8N1I0|DOCK4_HUMAN	tr|H2PN84|H2PN84_PONAB
OG0000700	sp|A6NGW2|STRCL_HUMAN, sp|Q7RTU9|STRC_HUMAN	tr|A0A8I5U4H8|A0A8I5U4H8_PONAB, tr|H2NN22|H2NN22_PONAB
OG0000701	sp|P51800|CLCKA_HUMAN	tr|A0A8I5U6U4|A0A8I5U6U4_PONAB
OG0000701	sp|P51801|CLCKB_HUMAN	tr|H2N8Y0|H2N8Y0_PONAB
OG0000703	sp|Q7Z5N4|SDK1_HUMAN	tr|H2PLD3|H2PLD3_PONAB
OG0000703	sp|Q58EX2|SDK2_HUMAN	tr|H2NUK9|H2NUK9_PONAB
OG0000704	sp|P78508|KCJ10_HUMAN	tr|A0A8I5TLD9|A0A8I5TLD9_PONAB
OG0000704	sp|Q99712|KCJ15_HUMAN	tr|A0A2J8UAI0|A0A2J8UAI0_PONAB
OG0000705	sp|O15270|SPTC2_HUMAN	tr|H2NLX2|H2NLX2_PONAB
OG0000705	sp|Q9NUV7|SPTC3_HUMAN	tr|H2P120|H2P120_PONAB
OG0000706	sp|Q9UIV1|CNOT7_HUMAN	tr|A0A8I5TTY6|A0A8I5TTY6_PONAB, tr|A0A8I5T211|A0A8I5T211_PONAB, tr|H2PPM6|H2PPM6_PONAB
OG0000707	sp|A6NIE6|RN3P2_HUMAN, sp|Q9NYV6|RRN3_HUMAN	sp|Q5R4N9|RRN3_PONAB, tr|H2NQM3|H2NQM3_PONAB
OG0000708	sp|A6NJ78|MET15_HUMAN, sp|P0C7V9|ME15P_HUMAN	sp|Q5R5T5|MET15_PONAB, tr|H2NDU0|H2NDU0_PONAB
OG0000709	sp|P24468|COT2_HUMAN	tr|H2NP93|H2NP93_PONAB
OG0000709	sp|P10589|COT1_HUMAN	tr|A0A8I5UNN3|A0A8I5UNN3_PONAB
OG0000710	sp|P23763|VAMP1_HUMAN, sp|P63027|VAMP2_HUMAN, sp|Q15836|VAMP3_HUMAN	tr|A0A8I5UDB1|A0A8I5UDB1_PONAB
OG0000711	sp|P78417|GSTO1_HUMAN	tr|A0A8I5TR31|A0A8I5TR31_PONAB
OG0000711	sp|Q9H4Y5|GSTO2_HUMAN	tr|A0A8I5UJ83|A0A8I5UJ83_PONAB
OG0000712	sp|Q5T2W1|NHRF3_HUMAN, sp|A8MUH7|PDZ1P_HUMAN	sp|Q5RCF7|NHRF3_PONAB, tr|A0A2J8SQA4|A0A2J8SQA4_PONAB
OG0000713	sp|Q8IX06|GOR_HUMAN, sp|P0C843|CI014_HUMAN, sp|Q8N1G1|REXO1_HUMAN	tr|H2NWV3|H2NWV3_PONAB
OG0000714	sp|O43812|DUX1_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN	tr|A0A8I5T7D9|A0A8I5T7D9_PONAB
OG0000715	sp|Q96H86|ZN764_HUMAN	tr|A0A8I5UFR9|A0A8I5UFR9_PONAB
OG0000715	sp|Q9BV97|ZN747_HUMAN	tr|A0A8I5TQB6|A0A8I5TQB6_PONAB
OG0000716	sp|Q9NYQ6|CELR1_HUMAN	tr|H2P4T1|H2P4T1_PONAB
OG0000716	sp|Q9HCU4|CELR2_HUMAN	tr|H2N6I9|H2N6I9_PONAB
OG0000717	sp|Q9H4I8|SEHL2_HUMAN	tr|H2P4M4|H2P4M4_PONAB
OG0000717	sp|Q9NQF3|SERHL_HUMAN	tr|H2P4M6|H2P4M6_PONAB
OG0000718	sp|Q86XA9|HTR5A_HUMAN	tr|H2NKZ3|H2NKZ3_PONAB
OG0000718	sp|Q9P2D3|HTR5B_HUMAN	tr|H2P6H9|H2P6H9_PONAB
OG0000719	sp|O00148|DX39A_HUMAN	tr|H2NXT1|H2NXT1_PONAB
OG0000719	sp|Q13838|DX39B_HUMAN	sp|Q5RE47|DX39B_PONAB
OG0000720	sp|Q63HN1|F205B_HUMAN, sp|Q6ZU69|F205A_HUMAN	tr|A0A8I5T803|A0A8I5T803_PONAB, tr|H2PRV4|H2PRV4_PONAB
OG0000721	sp|P21673|SAT1_HUMAN	tr|A0A6D2XHU5|A0A6D2XHU5_PONAB
OG0000721	sp|Q86VE3|SATL1_HUMAN	tr|H2PW57|H2PW57_PONAB
OG0000722	sp|Q8TDJ6|DMXL2_HUMAN	tr|K7EUP1|K7EUP1_PONAB
OG0000722	sp|Q9Y485|DMXL1_HUMAN	tr|A0A8I5TEY1|A0A8I5TEY1_PONAB
OG0000723	sp|Q96JM3|CHAP1_HUMAN, sp|P08048|ZFY_HUMAN, sp|P17010|ZFX_HUMAN	tr|A0A8I5UDX7|A0A8I5UDX7_PONAB
OG0000724	sp|P54920|SNAA_HUMAN	tr|H2NZE1|H2NZE1_PONAB
OG0000724	sp|Q9H115|SNAB_HUMAN	tr|A0A8J8YBC0|A0A8J8YBC0_PONAB
OG0000725	sp|Q9NZR1|TMOD2_HUMAN	tr|H2NN88|H2NN88_PONAB
OG0000725	sp|Q9NYL9|TMOD3_HUMAN	tr|A0A8I5TN30|A0A8I5TN30_PONAB
OG0000726	sp|O95997|PTTG1_HUMAN, sp|Q9NZH5|PTTG2_HUMAN, sp|Q9NZH4|PTTG3_HUMAN	tr|A0A6D2Y6Q8|A0A6D2Y6Q8_PONAB
OG0000727	sp|P11245|ARY2_HUMAN	tr|A0A8J8XLM0|A0A8J8XLM0_PONAB
OG0000727	sp|P18440|ARY1_HUMAN	tr|H2PPN9|H2PPN9_PONAB
OG0000728	sp|P98168|ZXDA_HUMAN	tr|H2PVU1|H2PVU1_PONAB
OG0000728	sp|P98169|ZXDB_HUMAN	tr|H2PVU0|H2PVU0_PONAB
OG0000729	sp|Q13242|SRSF9_HUMAN	tr|H2NIV7|H2NIV7_PONAB, tr|A0A8I5UVE1|A0A8I5UVE1_PONAB, tr|H2PUB3|H2PUB3_PONAB
OG0000730	sp|Q9NZW5|PALS2_HUMAN	tr|A0A8I5TWU9|A0A8I5TWU9_PONAB
OG0000730	sp|Q14168|MPP2_HUMAN	tr|A0A2J8UY78|A0A2J8UY78_PONAB
OG0000732	sp|Q6ZMW3|EMAL6_HUMAN	tr|H2P674|H2P674_PONAB
OG0000732	sp|Q05BV3|EMAL5_HUMAN	tr|A0A8I5U1H9|A0A8I5U1H9_PONAB
OG0000733	sp|Q13043|STK4_HUMAN	tr|H2P212|H2P212_PONAB
OG0000733	sp|Q13188|STK3_HUMAN	tr|A0A6D2W298|A0A6D2W298_PONAB
OG0000734	sp|P48742|LHX1_HUMAN	tr|H2NTG1|H2NTG1_PONAB
OG0000734	sp|Q9H2C1|LHX5_HUMAN	tr|H2NIS2|H2NIS2_PONAB
OG0000735	sp|P0DTU4|TRBR2_HUMAN, sp|A0A5B9|TRBC2_HUMAN, sp|P01850|TRBC1_HUMAN	tr|H2PP94|H2PP94_PONAB
OG0000736	sp|O95452|CXB6_HUMAN, sp|Q6PEY0|CXB7_HUMAN, sp|P29033|CXB2_HUMAN	tr|A0A6D2WW92|A0A6D2WW92_PONAB
OG0000737	sp|P09914|IFIT1_HUMAN	tr|H2NAY7|H2NAY7_PONAB
OG0000737	sp|Q5T764|IFT1B_HUMAN	tr|H2NAY6|H2NAY6_PONAB
OG0000738	sp|C9JTQ0|ANR63_HUMAN	tr|A0A8I5T716|A0A8I5T716_PONAB
OG0000738	sp|Q86W74|ANR46_HUMAN	sp|Q5R8C8|ANR46_PONAB
OG0000739	sp|Q9NXE4|NSMA3_HUMAN	tr|H2P989|H2P989_PONAB, tr|A0A8I5TYA8|A0A8I5TYA8_PONAB, tr|A0A8I5U9H2|A0A8I5U9H2_PONAB
OG0000740	sp|Q15283|RASA2_HUMAN	tr|H2PBM1|H2PBM1_PONAB
OG0000740	sp|Q14644|RASA3_HUMAN	tr|H2NKF0|H2NKF0_PONAB
OG0000741	sp|Q5T5C0|STXB5_HUMAN	tr|H2PKJ6|H2PKJ6_PONAB
OG0000741	sp|Q9Y2K9|STB5L_HUMAN	tr|H2P9L5|H2P9L5_PONAB
OG0000742	sp|Q96JB5|CK5P3_HUMAN	tr|A0A8I5SYM4|A0A8I5SYM4_PONAB, sp|Q5REX6|CK5P3_PONAB, tr|A0A8I5YRL4|A0A8I5YRL4_PONAB
OG0000743	sp|O15305|PMM2_HUMAN	tr|A0A2J8S0D6|A0A2J8S0D6_PONAB
OG0000743	sp|Q92871|PMM1_HUMAN	tr|H2P4J9|H2P4J9_PONAB
OG0000744	sp|Q02543|RL18A_HUMAN	tr|H2NY20|H2NY20_PONAB, tr|A0A8I5TRK7|A0A8I5TRK7_PONAB, tr|A0A8I5TWQ9|A0A8I5TWQ9_PONAB
OG0000745	sp|P78348|ASIC1_HUMAN	tr|H2NH92|H2NH92_PONAB
OG0000745	sp|Q16515|ASIC2_HUMAN	tr|A0A8I5T8X1|A0A8I5T8X1_PONAB
OG0000746	sp|Q16594|TAF9_HUMAN	tr|A0A2J8VTR7|A0A2J8VTR7_PONAB
OG0000746	sp|Q9HBM6|TAF9B_HUMAN	sp|Q5R7P7|TAF9B_PONAB
OG0000747	sp|Q92903|CDS1_HUMAN	tr|Q5R9Z3|Q5R9Z3_PONAB
OG0000747	sp|O95674|CDS2_HUMAN	tr|H2P199|H2P199_PONAB
OG0000748	sp|P09093|CEL3A_HUMAN	tr|H2N8P3|H2N8P3_PONAB
OG0000748	sp|P08861|CEL3B_HUMAN	tr|H2N8P4|H2N8P4_PONAB
OG0000749	sp|P61018|RAB4B_HUMAN	tr|H2NYW5|H2NYW5_PONAB
OG0000749	sp|P20338|RAB4A_HUMAN	tr|H2N3F9|H2N3F9_PONAB
OG0000750	sp|Q9UBS3|DNJB9_HUMAN	tr|A0A8I5YKE4|A0A8I5YKE4_PONAB, sp|Q5R9A4|DNJB9_PONAB, tr|H2PN79|H2PN79_PONAB
OG0000751	sp|O94832|MYO1D_HUMAN	tr|H2NTA9|H2NTA9_PONAB
OG0000751	sp|B0I1T2|MYO1G_HUMAN	tr|H2PM70|H2PM70_PONAB
OG0000752	sp|Q9BYZ6|RHBT2_HUMAN	tr|A0A2J8X4R2|A0A2J8X4R2_PONAB
OG0000752	sp|O94844|RHBT1_HUMAN	tr|H2NAT7|H2NAT7_PONAB
OG0000753	sp|P27361|MK03_HUMAN	tr|A0A2J8TJW8|A0A2J8TJW8_PONAB
OG0000753	sp|P28482|MK01_HUMAN	tr|A0A2J8RZC2|A0A2J8RZC2_PONAB
OG0000755	sp|P61204|ARF3_HUMAN	sp|Q5R5P7|ARF3_PONAB
OG0000755	sp|P84077|ARF1_HUMAN	tr|A0A6D2XZ48|A0A6D2XZ48_PONAB
OG0000756	sp|Q01650|LAT1_HUMAN, sp|Q9GIP4|LAT1L_HUMAN, sp|Q8MH63|LAT1N_HUMAN	tr|H2NRQ9|H2NRQ9_PONAB
OG0000757	sp|Q8NGI1|O56B2_HUMAN, sp|Q8NGI3|O56B1_HUMAN, sp|Q8NH76|O56B4_HUMAN	tr|H2NEA9|H2NEA9_PONAB
OG0000758	sp|Q96DE0|NUD16_HUMAN	tr|A0A8I5YQV4|A0A8I5YQV4_PONAB
OG0000758	sp|Q9BRJ7|TIRR_HUMAN	tr|H2NQ14|H2NQ14_PONAB
OG0000759	sp|Q9BWF3|RBM4_HUMAN	tr|H2NCQ4|H2NCQ4_PONAB
OG0000759	sp|Q9BQ04|RBM4B_HUMAN	tr|A0A8I5U794|A0A8I5U794_PONAB
OG0000760	sp|Q9HBH9|MKNK2_HUMAN	tr|A0A8I5U5A3|A0A8I5U5A3_PONAB
OG0000760	sp|Q9BUB5|MKNK1_HUMAN	tr|A0A8I5UQT6|A0A8I5UQT6_PONAB
OG0000761	sp|Q9NYG2|ZDHC3_HUMAN	tr|A0A8I5YKC8|A0A8I5YKC8_PONAB
OG0000761	sp|Q9NXF8|ZDHC7_HUMAN	tr|A0A2J8T9N5|A0A2J8T9N5_PONAB
OG0000762	sp|P35813|PPM1A_HUMAN	tr|H2NLE9|H2NLE9_PONAB
OG0000762	sp|O75688|PPM1B_HUMAN	tr|H2P6D3|H2P6D3_PONAB
OG0000763	sp|P05787|K2C8_HUMAN	tr|A0A8I5T038|A0A8I5T038_PONAB, tr|A0A8I5TLQ6|A0A8I5TLQ6_PONAB, tr|H2NHF0|H2NHF0_PONAB
OG0000764	sp|Q8IWL2|SFTA1_HUMAN, sp|Q8IWL1|SFPA2_HUMAN	tr|A0A2J8U531|A0A2J8U531_PONAB, tr|A0A2J8U516|A0A2J8U516_PONAB
OG0000765	sp|Q96A23|CPNE4_HUMAN	tr|A0A2J8U3L2|A0A2J8U3L2_PONAB
OG0000765	sp|Q9UBL6|CPNE7_HUMAN	tr|A0A8I5YM02|A0A8I5YM02_PONAB
OG0000766	sp|Q96LI5|CNO6L_HUMAN	tr|H2PDQ1|H2PDQ1_PONAB
OG0000766	sp|Q9ULM6|CNOT6_HUMAN	tr|A0A6D2X1H6|A0A6D2X1H6_PONAB
OG0000767	sp|A6NLJ0|C2C4B_HUMAN	tr|H2NNE9|H2NNE9_PONAB
OG0000767	sp|Q8NCU7|C2C4A_HUMAN	tr|H2NNE8|H2NNE8_PONAB
OG0000768	sp|Q9UFD9|RIM3A_HUMAN, sp|A6NJZ7|RIM3C_HUMAN, sp|A6NNM3|RIM3B_HUMAN	tr|H2P500|H2P500_PONAB
OG0000769	sp|Q9Y4A0|JERKL_HUMAN, sp|Q96MW7|TIGD1_HUMAN, sp|B2RD01|CENP1_HUMAN	tr|H2NF13|H2NF13_PONAB
OG0000770	sp|Q13402|MYO7A_HUMAN	tr|H2NER0|H2NER0_PONAB
OG0000770	sp|Q6PIF6|MYO7B_HUMAN	tr|A0A2J8VLU7|A0A2J8VLU7_PONAB
OG0000771	sp|Q5JRK9|GGEE3_HUMAN, sp|Q7Z2X7|PAGE2_HUMAN, sp|Q96GU1|PAGE5_HUMAN	tr|A0A8I5UYG4|A0A8I5UYG4_PONAB
OG0000772	sp|Q7Z3S7|CA2D4_HUMAN	tr|H2NG34|H2NG34_PONAB
OG0000772	sp|Q8IZS8|CA2D3_HUMAN	tr|A0A2J8T104|A0A2J8T104_PONAB
OG0000773	sp|O60765|Z354A_HUMAN	tr|H2PHK2|H2PHK2_PONAB
OG0000773	sp|Q96LW1|Z354B_HUMAN	tr|H2PHK4|H2PHK4_PONAB
OG0000774	sp|Q9H4B8|DPEP3_HUMAN	tr|H2NRA1|H2NRA1_PONAB
OG0000774	sp|Q9H4A9|DPEP2_HUMAN	tr|A0A2J8VV53|A0A2J8VV53_PONAB
OG0000775	sp|Q9Y6F8|CDY1_HUMAN, sp|Q9Y6F7|CDY2_HUMAN, sp|Q9Y232|CDYL_HUMAN	tr|A0A8I5U948|A0A8I5U948_PONAB
OG0000776	sp|Q9Y619|ORNT1_HUMAN	tr|H2NJQ2|H2NJQ2_PONAB
OG0000776	sp|Q9BXI2|ORNT2_HUMAN	tr|H2PGV7|H2PGV7_PONAB
OG0000777	sp|O75962|TRIO_HUMAN	tr|H2PF73|H2PF73_PONAB
OG0000777	sp|O60229|KALRN_HUMAN	tr|H2P9I5|H2P9I5_PONAB
OG0000778	sp|O95834|EMAL2_HUMAN	tr|A0A8I5YUT2|A0A8I5YUT2_PONAB
OG0000778	sp|O00423|EMAL1_HUMAN	tr|H2NM87|H2NM87_PONAB
OG0000779	sp|P40199|CEAM6_HUMAN	tr|H2NYY6|H2NYY6_PONAB
OG0000779	sp|P31997|CEAM8_HUMAN	tr|H2NYY5|H2NYY5_PONAB
OG0000780	sp|P51692|STA5B_HUMAN	tr|H2NU10|H2NU10_PONAB
OG0000780	sp|P42229|STA5A_HUMAN	tr|A0A2J8RF61|A0A2J8RF61_PONAB
OG0000781	sp|P47914|RL29_HUMAN	tr|H2P2B4|H2P2B4_PONAB, tr|A0A8I5UFD6|A0A8I5UFD6_PONAB, tr|A0A2J8THE0|A0A2J8THE0_PONAB
OG0000782	sp|A0A0A0MT36|KVD21_HUMAN, sp|A0A0C4DH24|KV621_HUMAN, sp|A0A0C4DH26|KVD41_HUMAN	tr|K7EVK5|K7EVK5_PONAB
OG0000783	sp|P25098|ARBK1_HUMAN	tr|H2NCP1|H2NCP1_PONAB
OG0000783	sp|P35626|ARBK2_HUMAN	tr|H2P3W1|H2P3W1_PONAB
OG0000784	sp|P48163|MAOX_HUMAN	tr|H2PJP6|H2PJP6_PONAB
OG0000784	sp|Q16798|MAON_HUMAN	tr|A0A2J8S9J3|A0A2J8S9J3_PONAB
OG0000785	sp|Q00610|CLH1_HUMAN	tr|A0A8I5YMS7|A0A8I5YMS7_PONAB
OG0000785	sp|P53675|CLH2_HUMAN	tr|H2P3L7|H2P3L7_PONAB
OG0000786	sp|Q6GYQ0|RGPA1_HUMAN	tr|A0A8I5U942|A0A8I5U942_PONAB
OG0000786	sp|Q2PPJ7|RGPA2_HUMAN	tr|H2P157|H2P157_PONAB
OG0000787	sp|Q7Z739|YTHD3_HUMAN	sp|Q5RFL8|YTHD3_PONAB
OG0000787	sp|Q9Y5A9|YTHD2_HUMAN	tr|H2N899|H2N899_PONAB
OG0000788	sp|O95477|ABCA1_HUMAN, sp|Q8IZY2|ABCA7_HUMAN, sp|Q9BZC7|ABCA2_HUMAN	tr|H2PSY4|H2PSY4_PONAB
OG0000789	sp|P50416|CPT1A_HUMAN	tr|A0A2J8U0T9|A0A2J8U0T9_PONAB
OG0000789	sp|Q92523|CPT1B_HUMAN	tr|A0A6D2XKP5|A0A6D2XKP5_PONAB
OG0000790	sp|Q9UHC6|CNTP2_HUMAN	sp|Q5RD64|CNTP2_PONAB, tr|H2PNY4|H2PNY4_PONAB, tr|A0A8I5YVF5|A0A8I5YVF5_PONAB
OG0000791	sp|A0A075B6T8|TVA91_HUMAN, sp|A0A075B6X5|TVA18_HUMAN, sp|A0A087WT02|TVA92_HUMAN	tr|A0A8I5UFI4|A0A8I5UFI4_PONAB
OG0000792	sp|O75610|LFTY1_HUMAN	tr|H2N3J7|H2N3J7_PONAB
OG0000792	sp|O00292|LFTY2_HUMAN	tr|H2N3K0|H2N3K0_PONAB
OG0000793	sp|O43252|PAPS1_HUMAN	tr|H2PE25|H2PE25_PONAB
OG0000793	sp|O95340|PAPS2_HUMAN	tr|A0A8I5UDS0|A0A8I5UDS0_PONAB
OG0000794	sp|P20151|KLK2_HUMAN	tr|A0A8I5TDD1|A0A8I5TDD1_PONAB
OG0000794	sp|P07288|KLK3_HUMAN	tr|H2NZT7|H2NZT7_PONAB
OG0000795	sp|Q13620|CUL4B_HUMAN	tr|A0A8I5TKX1|A0A8I5TKX1_PONAB
OG0000795	sp|Q13619|CUL4A_HUMAN	tr|H2NKD8|H2NKD8_PONAB
OG0000796	sp|Q16473|TENXA_HUMAN, sp|P22105|TENX_HUMAN	tr|A0A8I5T448|A0A8I5T448_PONAB, tr|A0A8I5U3I7|A0A8I5U3I7_PONAB
OG0000797	sp|Q6IE37|OVOS1_HUMAN, tr|A0A0G2JMS6|A0A0G2JMS6_HUMAN, sp|Q6IE36|OVOS2_HUMAN	tr|A0A8I5TH38|A0A8I5TH38_PONAB
OG0000798	sp|Q9ULU8|CAPS1_HUMAN	tr|H2PAD3|H2PAD3_PONAB
