Orthogroup	Homo_sapiens	Enhydra_lutris_kenyoni
OG0002345	sp|Q9NWW0|HPIP_HUMAN	tr|A0A2Y9KFT8|A0A2Y9KFT8_ENHLU
OG0002346	sp|Q9Y3S1|WNK2_HUMAN	tr|A0A2Y9KFW0|A0A2Y9KFW0_ENHLU
OG0002347	sp|Q9BSW7|SYT17_HUMAN	tr|A0A2Y9KFX3|A0A2Y9KFX3_ENHLU
OG0002348	sp|Q7Z3J2|VP35L_HUMAN	tr|A0A2Y9KGL9|A0A2Y9KGL9_ENHLU
OG0002349	sp|Q3C1V8|BSH_HUMAN	tr|A0A2Y9KGN0|A0A2Y9KGN0_ENHLU
OG0002350	sp|Q14469|HES1_HUMAN	tr|A0A2Y9KHC7|A0A2Y9KHC7_ENHLU
OG0002351	sp|Q9HBA0|TRPV4_HUMAN	tr|A0A2Y9KIP8|A0A2Y9KIP8_ENHLU
OG0002352	sp|O43824|GTPB6_HUMAN	tr|A0A2Y9KJK3|A0A2Y9KJK3_ENHLU
OG0002353	sp|Q96DX5|ASB9_HUMAN	tr|A0A2Y9KKK8|A0A2Y9KKK8_ENHLU
OG0002354	sp|O43251|RFOX2_HUMAN	tr|A0A2Y9KM22|A0A2Y9KM22_ENHLU
OG0002355	sp|Q15286|RAB35_HUMAN	tr|A0A2Y9KP42|A0A2Y9KP42_ENHLU
OG0002356	sp|Q9UQL6|HDAC5_HUMAN	tr|A0A2Y9KP76|A0A2Y9KP76_ENHLU
OG0002357	sp|P46459|NSF_HUMAN	tr|A0A2Y9KPH5|A0A2Y9KPH5_ENHLU
OG0002358	sp|Q09327|MGAT3_HUMAN	tr|A0A2Y9KPL7|A0A2Y9KPL7_ENHLU
OG0002359	sp|Q9ULT8|HECD1_HUMAN	tr|A0A2Y9KQ15|A0A2Y9KQ15_ENHLU
OG0002360	sp|P07197|NFM_HUMAN	tr|A0A2Y9KVQ8|A0A2Y9KVQ8_ENHLU
OG0002361	sp|Q9NQ31|AKIP1_HUMAN	tr|A0A2Y9KVV8|A0A2Y9KVV8_ENHLU
OG0002362	sp|Q15735|PI5PA_HUMAN	tr|A0A2Y9KX07|A0A2Y9KX07_ENHLU
OG0002363	sp|P51587|BRCA2_HUMAN	tr|A0A2Y9KYL6|A0A2Y9KYL6_ENHLU
OG0002364	sp|Q9Y6H3|ATP23_HUMAN	tr|A0A2Y9KYS0|A0A2Y9KYS0_ENHLU
OG0002365	sp|Q8N9I5|FADS6_HUMAN	tr|A0A2Y9KZT0|A0A2Y9KZT0_ENHLU
OG0002366	sp|Q7Z5W3|BN3D2_HUMAN	tr|A0A2Y9L1H4|A0A2Y9L1H4_ENHLU
OG0002367	sp|Q8N490|PNKD_HUMAN	tr|A0A2Y9L2A2|A0A2Y9L2A2_ENHLU
OG0002368	sp|O60890|OPHN1_HUMAN	tr|A0A2Y9L2M7|A0A2Y9L2M7_ENHLU
OG0002369	sp|O60306|AQR_HUMAN	tr|A0A2Y9L305|A0A2Y9L305_ENHLU
OG0002370	sp|Q8TBE0|BAHD1_HUMAN	tr|A0A2Y9L4Q3|A0A2Y9L4Q3_ENHLU
OG0002371	sp|Q9UBP6|TRMB_HUMAN	tr|A0A2Y9L5C0|A0A2Y9L5C0_ENHLU
OG0002372	sp|Q8NCH0|CHSTE_HUMAN	tr|A0A2Y9L9L2|A0A2Y9L9L2_ENHLU
OG0002373	sp|P35637|FUS_HUMAN	tr|A0A2Y9LA94|A0A2Y9LA94_ENHLU
OG0002374	sp|Q9HAP6|LIN7B_HUMAN	tr|A0A2Y9LD54|A0A2Y9LD54_ENHLU
OG0002375	sp|P43686|PRS6B_HUMAN	tr|A0A2Y9LH09|A0A2Y9LH09_ENHLU
OG0002376	sp|Q6P2M8|KCC1B_HUMAN	tr|A0A2Y9IEL1|A0A2Y9IEL1_ENHLU
OG0002377	sp|P62699|YPEL5_HUMAN	tr|A0A2Y9IF41|A0A2Y9IF41_ENHLU
OG0002378	sp|Q99643|C560_HUMAN	tr|A0A2Y9IH42|A0A2Y9IH42_ENHLU
OG0002379	sp|Q8N4P6|LRC71_HUMAN	tr|A0A2Y9II32|A0A2Y9II32_ENHLU
OG0002380	sp|O95208|EPN2_HUMAN	tr|A0A2Y9IIV6|A0A2Y9IIV6_ENHLU
OG0002381	sp|Q8IXT2|DMRTD_HUMAN	tr|A0A2Y9IJR5|A0A2Y9IJR5_ENHLU
OG0002382	sp|Q96NC0|ZMAT2_HUMAN	tr|A0A2Y9IJT8|A0A2Y9IJT8_ENHLU
OG0002383	sp|Q9HD23|MRS2_HUMAN	tr|A0A2Y9IJW2|A0A2Y9IJW2_ENHLU
OG0002384	sp|Q9BQI7|PSD2_HUMAN	tr|A0A2Y9IKT6|A0A2Y9IKT6_ENHLU
OG0002385	sp|P13671|CO6_HUMAN	tr|A0A2Y9ILR7|A0A2Y9ILR7_ENHLU
OG0002386	sp|Q8N3I7|BBS5_HUMAN	tr|A0A2Y9IPI8|A0A2Y9IPI8_ENHLU
OG0002387	sp|Q96N03|VTM2L_HUMAN	tr|A0A2Y9IPJ0|A0A2Y9IPJ0_ENHLU
OG0002388	sp|Q6PF05|TT23L_HUMAN	tr|A0A2Y9IPQ0|A0A2Y9IPQ0_ENHLU
OG0002389	sp|Q9NR23|GDF3_HUMAN	tr|A0A2Y9IQR9|A0A2Y9IQR9_ENHLU
OG0002390	sp|Q5BJE1|CC178_HUMAN	tr|A0A2Y9IR45|A0A2Y9IR45_ENHLU
OG0002391	sp|Q86W47|KCMB4_HUMAN	tr|A0A2Y9IR88|A0A2Y9IR88_ENHLU
OG0002392	sp|Q8WU10|PYRD1_HUMAN	tr|A0A2Y9IRJ7|A0A2Y9IRJ7_ENHLU
OG0002393	sp|Q9BZJ0|CRNL1_HUMAN	tr|A0A2Y9IS76|A0A2Y9IS76_ENHLU
OG0002394	sp|Q68CQ7|GL8D1_HUMAN	tr|A0A2Y9IYF1|A0A2Y9IYF1_ENHLU
OG0002395	sp|Q8IWF6|DEN6A_HUMAN	tr|A0A2Y9IYS6|A0A2Y9IYS6_ENHLU
OG0002396	sp|O15527|OGG1_HUMAN	tr|A0A2Y9IYZ3|A0A2Y9IYZ3_ENHLU
OG0002397	sp|O43772|MCAT_HUMAN	tr|A0A2Y9IZK5|A0A2Y9IZK5_ENHLU
OG0002398	sp|Q8IUS5|EPHX4_HUMAN	tr|A0A2Y9J0B7|A0A2Y9J0B7_ENHLU
OG0002399	sp|Q9NYY8|FAKD2_HUMAN	tr|A0A2Y9J0N1|A0A2Y9J0N1_ENHLU
OG0002400	sp|Q8NCS4|TM35B_HUMAN	tr|A0A2Y9J180|A0A2Y9J180_ENHLU
OG0002401	sp|Q9NX47|MARH5_HUMAN	tr|A0A2Y9J3C7|A0A2Y9J3C7_ENHLU
OG0002402	sp|Q6QHF9|PAOX_HUMAN	tr|A0A2Y9J3I3|A0A2Y9J3I3_ENHLU
OG0002403	sp|P22303|ACES_HUMAN	tr|A0A2Y9J5X1|A0A2Y9J5X1_ENHLU
OG0002404	sp|Q9Y3D6|FIS1_HUMAN	tr|A0A2Y9J6N4|A0A2Y9J6N4_ENHLU
OG0002405	sp|P04424|ARLY_HUMAN	tr|A0A2Y9J7D8|A0A2Y9J7D8_ENHLU
OG0002406	sp|O15055|PER2_HUMAN	tr|A0A2Y9J801|A0A2Y9J801_ENHLU
OG0002407	sp|Q6UXX9|RSPO2_HUMAN	tr|A0A2Y9JAY4|A0A2Y9JAY4_ENHLU
OG0002408	sp|P36957|ODO2_HUMAN	tr|A0A2Y9JIG2|A0A2Y9JIG2_ENHLU
OG0002409	sp|Q6ZNQ3|LRC69_HUMAN	tr|A0A2Y9JK91|A0A2Y9JK91_ENHLU
OG0002410	sp|P55073|IOD3_HUMAN	tr|A0A2Y9JL59|A0A2Y9JL59_ENHLU
OG0002411	sp|Q9BUH8|BEGIN_HUMAN	tr|A0A2Y9JMY2|A0A2Y9JMY2_ENHLU
OG0002412	sp|P35712|SOX6_HUMAN	tr|A0A2Y9JNH7|A0A2Y9JNH7_ENHLU
OG0002413	sp|Q6Q6R5|CRIP3_HUMAN	tr|A0A2Y9JNN9|A0A2Y9JNN9_ENHLU
OG0002414	sp|Q14201|BTG3_HUMAN	tr|A0A2Y9JPX1|A0A2Y9JPX1_ENHLU
OG0002415	sp|Q8WUX1|S38A5_HUMAN	tr|A0A2Y9JRN5|A0A2Y9JRN5_ENHLU
OG0002416	sp|Q15053|K0040_HUMAN	tr|A0A2Y9JSK9|A0A2Y9JSK9_ENHLU
OG0002417	sp|P35227|PCGF2_HUMAN	tr|A0A2Y9JWE3|A0A2Y9JWE3_ENHLU
OG0002418	sp|A8MPY1|GBRR3_HUMAN	tr|A0A2Y9JWG6|A0A2Y9JWG6_ENHLU
OG0002419	sp|P46092|CCR10_HUMAN	tr|A0A2Y9JXK1|A0A2Y9JXK1_ENHLU
OG0002420	sp|Q8IZT6|ASPM_HUMAN	tr|A0A2Y9JYG9|A0A2Y9JYG9_ENHLU
OG0002421	sp|Q02078|MEF2A_HUMAN	tr|A0A2Y9K009|A0A2Y9K009_ENHLU
OG0002422	sp|O95007|OR6B1_HUMAN	tr|A0A2Y9K340|A0A2Y9K340_ENHLU
OG0002423	sp|Q9BPY3|F118B_HUMAN	tr|A0A2Y9K4S3|A0A2Y9K4S3_ENHLU
OG0002424	sp|Q8TDR0|MIPT3_HUMAN	tr|A0A2Y9KAT5|A0A2Y9KAT5_ENHLU
OG0002425	sp|Q13515|BFSP2_HUMAN	tr|A0A2Y9KBT7|A0A2Y9KBT7_ENHLU
OG0002426	sp|Q2TAA2|IAH1_HUMAN	tr|A0A2Y9KCR8|A0A2Y9KCR8_ENHLU
OG0002427	sp|O14681|EI24_HUMAN	tr|A0A2Y9KHY5|A0A2Y9KHY5_ENHLU
OG0002428	sp|Q9ULH0|KDIS_HUMAN	tr|A0A2Y9KIE7|A0A2Y9KIE7_ENHLU
OG0002429	sp|Q8IVD9|NUDC3_HUMAN	tr|A0A2Y9KK52|A0A2Y9KK52_ENHLU
OG0002430	sp|O75132|ZBED4_HUMAN	tr|A0A2Y9KMP4|A0A2Y9KMP4_ENHLU
OG0002431	sp|Q96D96|HVCN1_HUMAN	tr|A0A2Y9KNX3|A0A2Y9KNX3_ENHLU
OG0002432	sp|Q8WVF2|UCMA_HUMAN	tr|A0A2Y9KQF4|A0A2Y9KQF4_ENHLU
OG0002433	sp|Q9Y3R5|DOP2_HUMAN	tr|A0A2Y9KR82|A0A2Y9KR82_ENHLU
OG0002434	sp|P56182|RRP1_HUMAN	tr|A0A2Y9KRH4|A0A2Y9KRH4_ENHLU
OG0002435	sp|Q86XS8|GOLI_HUMAN	tr|A0A2Y9KSC4|A0A2Y9KSC4_ENHLU
OG0002436	sp|Q9UPY6|WASF3_HUMAN	tr|A0A2Y9KX57|A0A2Y9KX57_ENHLU
OG0002437	sp|Q9Y2R9|RT07_HUMAN	tr|A0A2Y9KY27|A0A2Y9KY27_ENHLU
OG0002438	sp|Q96A98|TIP39_HUMAN	tr|A0A2Y9KZJ9|A0A2Y9KZJ9_ENHLU
OG0002439	sp|Q9UPQ9|TNR6B_HUMAN	tr|A0A2Y9KZM1|A0A2Y9KZM1_ENHLU
OG0002440	sp|A6QL63|ABTB3_HUMAN	tr|A0A2Y9L0F6|A0A2Y9L0F6_ENHLU
OG0002441	sp|O15259|NPHP1_HUMAN	tr|A0A2Y9L3V1|A0A2Y9L3V1_ENHLU
OG0002442	sp|O60292|SI1L3_HUMAN	tr|A0A2Y9L6H9|A0A2Y9L6H9_ENHLU
OG0002443	sp|Q9BRX9|WDR83_HUMAN	tr|A0A2Y9L8Q6|A0A2Y9L8Q6_ENHLU
OG0002444	sp|Q9Y6N5|SQOR_HUMAN	tr|A0A2Y9L9M2|A0A2Y9L9M2_ENHLU
OG0002445	sp|O43768|ENSA_HUMAN	tr|A0A2Y9LEB5|A0A2Y9LEB5_ENHLU
OG0002446	sp|Q8TF64|GIPC3_HUMAN	tr|A0A2Y9LI69|A0A2Y9LI69_ENHLU
OG0002447	sp|P35613|BASI_HUMAN	tr|A0A2Y9LIK3|A0A2Y9LIK3_ENHLU
OG0002448	sp|P00846|ATP6_HUMAN	tr|A0A2Y9TL77|A0A2Y9TL77_ENHLU
OG0002449	sp|O95571|ETHE1_HUMAN	tr|A0A2Y9IFS1|A0A2Y9IFS1_ENHLU
OG0002450	sp|Q96CN7|ISOC1_HUMAN	tr|A0A2Y9IKK2|A0A2Y9IKK2_ENHLU
OG0002451	sp|Q9NR77|PXMP2_HUMAN	tr|A0A2Y9IKQ5|A0A2Y9IKQ5_ENHLU
OG0002452	sp|O95715|CXL14_HUMAN	tr|A0A2Y9IKR3|A0A2Y9IKR3_ENHLU
OG0002453	sp|Q6UWN0|LYPD4_HUMAN	tr|A0A2Y9IN78|A0A2Y9IN78_ENHLU
OG0002454	sp|O15165|LRAD4_HUMAN	tr|A0A2Y9IT86|A0A2Y9IT86_ENHLU
OG0002455	sp|Q8N2H4|SYS1_HUMAN	tr|A0A2Y9IV25|A0A2Y9IV25_ENHLU
OG0002456	sp|Q9UJQ4|SALL4_HUMAN	tr|A0A2Y9IWF0|A0A2Y9IWF0_ENHLU
OG0002457	sp|Q9Y5P6|GMPPB_HUMAN	tr|A0A2Y9IXK8|A0A2Y9IXK8_ENHLU
OG0002458	sp|P30085|KCY_HUMAN	tr|A0A2Y9IXX5|A0A2Y9IXX5_ENHLU
OG0002459	sp|Q9H5V8|CDCP1_HUMAN	tr|A0A2Y9J0A0|A0A2Y9J0A0_ENHLU
OG0002460	sp|Q8N100|ATOH7_HUMAN	tr|A0A2Y9J1S4|A0A2Y9J1S4_ENHLU
OG0002461	sp|P14222|PERF_HUMAN	tr|A0A2Y9J2S9|A0A2Y9J2S9_ENHLU
OG0002462	sp|P52732|KIF11_HUMAN	tr|A0A2Y9J3P3|A0A2Y9J3P3_ENHLU
OG0002463	sp|Q6DHV5|C2D2B_HUMAN	tr|A0A2Y9J4Z3|A0A2Y9J4Z3_ENHLU
OG0002464	sp|Q12983|BNIP3_HUMAN	tr|A0A2Y9J634|A0A2Y9J634_ENHLU
OG0002465	sp|P06493|CDK1_HUMAN	tr|A0A2Y9J6H1|A0A2Y9J6H1_ENHLU
OG0002466	sp|Q9UI46|DNAI1_HUMAN	tr|A0A2Y9J7U5|A0A2Y9J7U5_ENHLU
OG0002467	sp|Q5VTR2|BRE1A_HUMAN	tr|A0A2Y9J8G5|A0A2Y9J8G5_ENHLU
OG0002468	sp|Q96M34|TEX55_HUMAN	tr|A0A2Y9J943|A0A2Y9J943_ENHLU
OG0002469	sp|Q8N531|FBXL6_HUMAN	tr|A0A2Y9JAU7|A0A2Y9JAU7_ENHLU
OG0002470	sp|Q86UB2|BIVM_HUMAN	tr|A0A2Y9JBB0|A0A2Y9JBB0_ENHLU
OG0002471	sp|A8MZ97|CB074_HUMAN	tr|A0A2Y9JFS0|A0A2Y9JFS0_ENHLU
OG0002472	sp|Q96ME1|FXL18_HUMAN	tr|A0A2Y9JGN8|A0A2Y9JGN8_ENHLU
OG0002473	sp|Q5HYL7|TM196_HUMAN	tr|A0A2Y9JLP1|A0A2Y9JLP1_ENHLU
OG0002474	sp|Q86TG7|PEG10_HUMAN	tr|A0A2Y9JMB8|A0A2Y9JMB8_ENHLU
OG0002475	sp|Q9BQJ4|TMM47_HUMAN	tr|A0A2Y9JRG3|A0A2Y9JRG3_ENHLU
OG0002476	sp|P05155|IC1_HUMAN	tr|A0A2Y9JS35|A0A2Y9JS35_ENHLU
OG0002477	sp|P22079|PERL_HUMAN	tr|A0A2Y9JVV8|A0A2Y9JVV8_ENHLU
OG0002478	sp|Q9H497|TOR3A_HUMAN	tr|A0A2Y9JWQ0|A0A2Y9JWQ0_ENHLU
OG0002479	sp|Q7Z695|ADCK2_HUMAN	tr|A0A2Y9JXT6|A0A2Y9JXT6_ENHLU
OG0002480	sp|Q30KQ6|DB114_HUMAN	tr|A0A2Y9JYJ8|A0A2Y9JYJ8_ENHLU
OG0002481	sp|Q9H4A4|AMPB_HUMAN	tr|A0A2Y9JYK6|A0A2Y9JYK6_ENHLU
OG0002482	sp|Q14164|IKKE_HUMAN	tr|A0A2Y9JYT5|A0A2Y9JYT5_ENHLU
OG0002483	sp|A6NGQ2|OOEP_HUMAN	tr|A0A2Y9JZR4|A0A2Y9JZR4_ENHLU
OG0002484	sp|P0CAP1|MYZAP_HUMAN	tr|A0A2Y9K2K5|A0A2Y9K2K5_ENHLU
OG0002485	sp|O75379|VAMP4_HUMAN	tr|A0A2Y9K3C2|A0A2Y9K3C2_ENHLU
OG0002486	sp|Q96KA5|CLP1L_HUMAN	tr|A0A2Y9K4E1|A0A2Y9K4E1_ENHLU
OG0002487	sp|O15539|RGS5_HUMAN	tr|A0A2Y9K4R0|A0A2Y9K4R0_ENHLU
OG0002488	sp|Q9UKA8|RCAN3_HUMAN	tr|A0A2Y9KA08|A0A2Y9KA08_ENHLU
OG0002489	sp|Q9NWU1|OXSM_HUMAN	tr|A0A2Y9KBK5|A0A2Y9KBK5_ENHLU
OG0002490	sp|Q92636|FAN_HUMAN	tr|A0A2Y9KDM0|A0A2Y9KDM0_ENHLU
OG0002491	sp|Q2KHR2|RFX7_HUMAN	tr|A0A2Y9KEE4|A0A2Y9KEE4_ENHLU
OG0002492	sp|O60287|NPA1P_HUMAN	tr|A0A2Y9KEV2|A0A2Y9KEV2_ENHLU
OG0002493	sp|O75417|DPOLQ_HUMAN	tr|A0A2Y9KGY2|A0A2Y9KGY2_ENHLU
OG0002494	sp|A6NFT4|CFA73_HUMAN	tr|A0A2Y9KI07|A0A2Y9KI07_ENHLU
OG0002495	sp|Q9BWT6|MND1_HUMAN	tr|A0A2Y9KIP3|A0A2Y9KIP3_ENHLU
OG0002496	sp|Q8ND76|CCNY_HUMAN	tr|A0A2Y9KJB2|A0A2Y9KJB2_ENHLU
OG0002497	sp|O15488|GLYG2_HUMAN	tr|A0A2Y9KJQ5|A0A2Y9KJQ5_ENHLU
OG0002498	sp|Q9BWW9|APOL5_HUMAN	tr|A0A2Y9KMG8|A0A2Y9KMG8_ENHLU
OG0002499	sp|Q9ULP0|NDRG4_HUMAN	tr|A0A2Y9KMN8|A0A2Y9KMN8_ENHLU
OG0002500	sp|P04150|GCR_HUMAN	tr|A0A2Y9KR14|A0A2Y9KR14_ENHLU
OG0002501	sp|O95363|SYFM_HUMAN	tr|A0A2Y9KWK8|A0A2Y9KWK8_ENHLU
OG0002502	sp|Q8IYJ0|PIANP_HUMAN	tr|A0A2Y9KYE0|A0A2Y9KYE0_ENHLU
OG0002503	sp|Q9NPF7|IL23A_HUMAN	tr|A0A2Y9KYY5|A0A2Y9KYY5_ENHLU
OG0002504	sp|Q9H3U7|SMOC2_HUMAN	tr|A0A2Y9KZ57|A0A2Y9KZ57_ENHLU
OG0002505	sp|Q7RTS6|OTOP2_HUMAN	tr|A0A2Y9L084|A0A2Y9L084_ENHLU
OG0002506	sp|Q99542|MMP19_HUMAN	tr|A0A2Y9L087|A0A2Y9L087_ENHLU
OG0002507	sp|O15228|GNPAT_HUMAN	tr|A0A2Y9L0A3|A0A2Y9L0A3_ENHLU
OG0002508	sp|Q8IYI6|EXOC8_HUMAN	tr|A0A2Y9L1X3|A0A2Y9L1X3_ENHLU
OG0002509	sp|Q9Y5J6|T10B_HUMAN	tr|A0A2Y9L259|A0A2Y9L259_ENHLU
OG0002510	sp|P28072|PSB6_HUMAN	tr|A0A2Y9L2Z6|A0A2Y9L2Z6_ENHLU
OG0002511	sp|Q8WWZ1|IL1FA_HUMAN	tr|A0A2Y9L478|A0A2Y9L478_ENHLU
OG0002512	sp|Q9NW61|PKHJ1_HUMAN	tr|A0A2Y9L4H3|A0A2Y9L4H3_ENHLU
OG0002514	sp|P54368|OAZ1_HUMAN	tr|A0A2Y9L611|A0A2Y9L611_ENHLU
OG0002515	sp|Q14957|NMDE3_HUMAN	tr|A0A2Y9L6C0|A0A2Y9L6C0_ENHLU
OG0002516	sp|O14561|ACPM_HUMAN	tr|A0A2Y9LFH7|A0A2Y9LFH7_ENHLU
OG0002517	sp|Q86UA6|RIP_HUMAN	tr|A0A2Y9LFK6|A0A2Y9LFK6_ENHLU
OG0002518	sp|Q8NCK7|MOT11_HUMAN	tr|A0A2Y9LG11|A0A2Y9LG11_ENHLU
OG0002519	sp|Q9Y661|HS3S4_HUMAN	tr|A0A2Y9LKZ6|A0A2Y9LKZ6_ENHLU
OG0002520	sp|Q92947|GCDH_HUMAN	tr|A0A2Y9LLT1|A0A2Y9LLT1_ENHLU
OG0002521	sp|O15554|KCNN4_HUMAN	tr|A0A2Y9IJU6|A0A2Y9IJU6_ENHLU
OG0002522	sp|Q9NTW7|ZF64B_HUMAN	tr|A0A2Y9IM23|A0A2Y9IM23_ENHLU
OG0002523	sp|Q9P104|DOK5_HUMAN	tr|A0A2Y9IP31|A0A2Y9IP31_ENHLU
OG0002524	sp|Q9GZX7|AICDA_HUMAN	tr|A0A2Y9IR03|A0A2Y9IR03_ENHLU
OG0002525	sp|P25788|PSA3_HUMAN	tr|A0A2Y9IRF4|A0A2Y9IRF4_ENHLU
OG0002526	sp|P49321|NASP_HUMAN	tr|A0A2Y9ITQ6|A0A2Y9ITQ6_ENHLU
OG0002527	sp|Q6IPR3|TYW3_HUMAN	tr|A0A2Y9IV03|A0A2Y9IV03_ENHLU
OG0002528	sp|Q9H7C4|SYNCI_HUMAN	tr|A0A2Y9IX51|A0A2Y9IX51_ENHLU
OG0002529	sp|Q5TBC7|B2L15_HUMAN	tr|A0A2Y9IX82|A0A2Y9IX82_ENHLU
OG0002530	sp|Q7L0L9|YA043_HUMAN	tr|A0A2Y9IXB1|A0A2Y9IXB1_ENHLU
OG0002531	sp|P67936|TPM4_HUMAN	tr|A0A2Y9IY25|A0A2Y9IY25_ENHLU
OG0002532	sp|Q9H8L6|MMRN2_HUMAN	tr|A0A2Y9J532|A0A2Y9J532_ENHLU
OG0002533	sp|Q5SQQ9|VAX1_HUMAN	tr|A0A2Y9J548|A0A2Y9J548_ENHLU
OG0002534	sp|Q6ZW31|SYDE1_HUMAN	tr|A0A2Y9J785|A0A2Y9J785_ENHLU
OG0002535	sp|P01031|CO5_HUMAN	tr|A0A2Y9J7L4|A0A2Y9J7L4_ENHLU
OG0002536	sp|Q9NS98|SEM3G_HUMAN	tr|A0A2Y9J7W6|A0A2Y9J7W6_ENHLU
OG0002537	sp|Q5T681|CJ062_HUMAN	tr|A0A2Y9J827|A0A2Y9J827_ENHLU
OG0002538	sp|Q8TF39|ZN483_HUMAN	tr|A0A2Y9J8C1|A0A2Y9J8C1_ENHLU
OG0002539	sp|A2CJ06|DYTN_HUMAN	tr|A0A2Y9J8F8|A0A2Y9J8F8_ENHLU
OG0002540	sp|Q9H6R4|NOL6_HUMAN	tr|A0A2Y9J8H1|A0A2Y9J8H1_ENHLU
OG0002541	sp|P49767|VEGFC_HUMAN	tr|A0A2Y9J9M6|A0A2Y9J9M6_ENHLU
OG0002542	sp|Q5HYA8|MKS3_HUMAN	tr|A0A2Y9JBK0|A0A2Y9JBK0_ENHLU
OG0002543	sp|Q86V42|F124A_HUMAN	tr|A0A2Y9JCC9|A0A2Y9JCC9_ENHLU
OG0002544	sp|Q96CX2|KCD12_HUMAN	tr|A0A2Y9JDE8|A0A2Y9JDE8_ENHLU
OG0002545	sp|P30039|PBLD_HUMAN	tr|A0A2Y9JDM3|A0A2Y9JDM3_ENHLU
OG0002546	sp|Q04760|LGUL_HUMAN	tr|A0A2Y9JEG9|A0A2Y9JEG9_ENHLU
OG0002547	sp|Q5JW98|CAHM4_HUMAN	tr|A0A2Y9JF41|A0A2Y9JF41_ENHLU
OG0002548	sp|P50222|MEOX2_HUMAN	tr|A0A2Y9JHA0|A0A2Y9JHA0_ENHLU
OG0002549	sp|Q96FX7|TRM61_HUMAN	tr|A0A2Y9JJL3|A0A2Y9JJL3_ENHLU
OG0002550	sp|Q9H227|GBA3_HUMAN	tr|A0A2Y9JM17|A0A2Y9JM17_ENHLU
OG0002551	sp|Q8N8U9|BMPER_HUMAN	tr|A0A2Y9JMI8|A0A2Y9JMI8_ENHLU
OG0002552	sp|P33241|LSP1_HUMAN	tr|A0A2Y9JR00|A0A2Y9JR00_ENHLU
OG0002553	sp|Q6TFL4|KLH24_HUMAN	tr|A0A2Y9JR69|A0A2Y9JR69_ENHLU
OG0002554	sp|O60244|MED14_HUMAN	tr|A0A2Y9JRA3|A0A2Y9JRA3_ENHLU
OG0002555	sp|A8MT70|ZBBX_HUMAN	tr|A0A2Y9JTD6|A0A2Y9JTD6_ENHLU
OG0002556	sp|Q00994|BEX3_HUMAN	tr|A0A2Y9JUF2|A0A2Y9JUF2_ENHLU
OG0002557	sp|O95232|LC7L3_HUMAN	tr|A0A2Y9JVG3|A0A2Y9JVG3_ENHLU
OG0002558	sp|P05496|AT5G1_HUMAN	tr|A0A2Y9JW03|A0A2Y9JW03_ENHLU
OG0002559	sp|Q9P299|COPZ2_HUMAN	tr|A0A2Y9JWA4|A0A2Y9JWA4_ENHLU
OG0002560	sp|Q05682|CALD1_HUMAN	tr|A0A2Y9JXL4|A0A2Y9JXL4_ENHLU
OG0002561	sp|Q96A29|FUCT1_HUMAN	tr|A0A2Y9JYK9|A0A2Y9JYK9_ENHLU
OG0002562	sp|Q9UL33|TPC2L_HUMAN	tr|A0A2Y9K280|A0A2Y9K280_ENHLU
OG0002563	sp|O00458|IFRD1_HUMAN	tr|A0A2Y9K2Y0|A0A2Y9K2Y0_ENHLU
OG0002564	sp|Q5VYS8|TUT7_HUMAN	tr|A0A2Y9K508|A0A2Y9K508_ENHLU
OG0002565	sp|Q658L1|SAXO2_HUMAN	tr|A0A2Y9K5M7|A0A2Y9K5M7_ENHLU
OG0002566	sp|Q92882|OSTF1_HUMAN	tr|A0A2Y9K5X7|A0A2Y9K5X7_ENHLU
OG0002567	sp|P13804|ETFA_HUMAN	tr|A0A2Y9K8E0|A0A2Y9K8E0_ENHLU
OG0002568	sp|Q8N0Z8|PUSL1_HUMAN	tr|A0A2Y9K9B7|A0A2Y9K9B7_ENHLU
OG0002569	sp|H3BTG2|TEX46_HUMAN	tr|A0A2Y9KAG8|A0A2Y9KAG8_ENHLU
OG0002570	sp|Q5SZJ8|BEND6_HUMAN	tr|A0A2Y9KAX1|A0A2Y9KAX1_ENHLU
OG0002571	sp|P61221|ABCE1_HUMAN	tr|A0A2Y9KAY6|A0A2Y9KAY6_ENHLU
OG0002572	sp|P48449|LSS_HUMAN	tr|A0A2Y9KDQ9|A0A2Y9KDQ9_ENHLU
OG0002573	sp|Q96B21|TM45B_HUMAN	tr|A0A2Y9KGT8|A0A2Y9KGT8_ENHLU
OG0002574	sp|Q5QJ74|TBCEL_HUMAN	tr|A0A2Y9KHF9|A0A2Y9KHF9_ENHLU
OG0002575	sp|Q8TDH9|BL1S5_HUMAN	tr|A0A2Y9KIM8|A0A2Y9KIM8_ENHLU
OG0002576	sp|P30740|ILEU_HUMAN	tr|A0A2Y9KIN7|A0A2Y9KIN7_ENHLU
OG0002577	sp|Q8N393|ZN786_HUMAN	tr|A0A2Y9KJW8|A0A2Y9KJW8_ENHLU
OG0002578	sp|Q9UMY1|NOL7_HUMAN	tr|A0A2Y9KJY9|A0A2Y9KJY9_ENHLU
OG0002579	sp|Q96MH6|TMM68_HUMAN	tr|A0A2Y9KQ13|A0A2Y9KQ13_ENHLU
OG0002580	sp|Q8N3C0|ASCC3_HUMAN	tr|A0A2Y9KQ77|A0A2Y9KQ77_ENHLU
OG0002581	sp|Q9NRH1|YAE1_HUMAN	tr|A0A2Y9KRR0|A0A2Y9KRR0_ENHLU
