Orthogroup	Homo_sapiens	Capra_hircus
OG0000450	sp|Q9Y6L7|TLL2_HUMAN	tr|A0A452DUH1|A0A452DUH1_CAPHI
OG0000450	sp|O43897|TLL1_HUMAN	tr|A0A452FYP8|A0A452FYP8_CAPHI
OG0000450	sp|P13497|BMP1_HUMAN	tr|A0A452FSN3|A0A452FSN3_CAPHI
OG0000451	sp|Q6NVV1|R13P3_HUMAN	tr|A0A452FBR4|A0A452FBR4_CAPHI
OG0000451	sp|P40429|RL13A_HUMAN	tr|A0A452GAB4|A0A452GAB4_CAPHI, tr|A0A452ECW3|A0A452ECW3_CAPHI, tr|A0A452FKH3|A0A452FKH3_CAPHI
OG0000452	sp|A8CG34|P121C_HUMAN, sp|A6NF01|P121B_HUMAN, sp|Q96HA1|P121A_HUMAN, sp|Q96KW2|P12L2_HUMAN, sp|Q8N7R1|P1L12_HUMAN	tr|A0A452FP62|A0A452FP62_CAPHI
OG0000453	sp|Q2TB90|HKDC1_HUMAN	tr|A0A452E4U0|A0A452E4U0_CAPHI
OG0000453	sp|P19367|HXK1_HUMAN	tr|A0A452DLU0|A0A452DLU0_CAPHI
OG0000453	sp|P52789|HXK2_HUMAN	tr|A0A452ECG9|A0A452ECG9_CAPHI
OG0000454	sp|Q15438|CYH1_HUMAN	tr|A0A452F464|A0A452F464_CAPHI
OG0000454	sp|Q99418|CYH2_HUMAN	tr|A0A452E6C0|A0A452E6C0_CAPHI
OG0000454	sp|O43739|CYH3_HUMAN	tr|A0A452G0I9|A0A452G0I9_CAPHI
OG0000455	sp|P29401|TKT_HUMAN	tr|A0A452FKN8|A0A452FKN8_CAPHI
OG0000455	sp|P51854|TKTL1_HUMAN	tr|A0A452DS18|A0A452DS18_CAPHI
OG0000455	sp|Q9H0I9|TKTL2_HUMAN	tr|A0A452EN16|A0A452EN16_CAPHI
OG0000456	sp|P19875|CXCL2_HUMAN, sp|P19876|CXCL3_HUMAN, sp|P09341|GROA_HUMAN	tr|A0A452G688|A0A452G688_CAPHI, tr|A0A452FWR5|A0A452FWR5_CAPHI, tr|A0A452EK68|A0A452EK68_CAPHI
OG0000457	sp|Q04721|NOTC2_HUMAN, tr|A0A8I5KY86|A0A8I5KY86_HUMAN, sp|P0DPK3|NT2NB_HUMAN, sp|Q7Z3S9|NT2NA_HUMAN, sp|P0DPK4|NT2NC_HUMAN	tr|A0A452FP76|A0A452FP76_CAPHI
OG0000458	sp|Q9NYQ7|CELR3_HUMAN	tr|A0A452F4Q0|A0A452F4Q0_CAPHI
OG0000458	sp|Q9HCU4|CELR2_HUMAN	tr|A0A452G214|A0A452G214_CAPHI
OG0000458	sp|Q9NYQ6|CELR1_HUMAN	tr|A0A452F2W2|A0A452F2W2_CAPHI
OG0000459	sp|Q9H7M6|ZSWM4_HUMAN	tr|A0A452DUU9|A0A452DUU9_CAPHI
OG0000459	sp|Q9HCJ5|ZSWM6_HUMAN	tr|A0A452G014|A0A452G014_CAPHI
OG0000459	sp|Q9P217|ZSWM5_HUMAN	tr|A0A452G8C3|A0A452G8C3_CAPHI
OG0000460	sp|P39086|GRIK1_HUMAN	tr|A0A452EXZ3|A0A452EXZ3_CAPHI
OG0000460	sp|Q13002|GRIK2_HUMAN	tr|A0A452FL82|A0A452FL82_CAPHI
OG0000460	sp|Q13003|GRIK3_HUMAN	tr|A0A452FK66|A0A452FK66_CAPHI
OG0000461	sp|P50570|DYN2_HUMAN	tr|A0A452G5J8|A0A452G5J8_CAPHI
OG0000461	sp|Q9UQ16|DYN3_HUMAN	tr|A0A452E3J1|A0A452E3J1_CAPHI
OG0000461	sp|Q05193|DYN1_HUMAN	tr|A0A452F553|A0A452F553_CAPHI
OG0000462	sp|P33121|ACSL1_HUMAN	tr|A0A452FP41|A0A452FP41_CAPHI
OG0000462	sp|Q9UKU0|ACSL6_HUMAN	tr|A0A452DUQ1|A0A452DUQ1_CAPHI
OG0000462	sp|Q9ULC5|ACSL5_HUMAN	tr|A0A452FAY7|A0A452FAY7_CAPHI
OG0000463	sp|Q14839|CHD4_HUMAN	tr|A0A452FFQ0|A0A452FFQ0_CAPHI
OG0000463	sp|Q12873|CHD3_HUMAN	tr|A0A452EWV8|A0A452EWV8_CAPHI
OG0000463	sp|Q8TDI0|CHD5_HUMAN	tr|A0A452EPR9|A0A452EPR9_CAPHI
OG0000464	sp|Q6P9H5|GIMA6_HUMAN, sp|Q9UG22|GIMA2_HUMAN	tr|A0A452G7P4|A0A452G7P4_CAPHI, tr|A0A452F7G2|A0A452F7G2_CAPHI, tr|A0A452FBE1|A0A452FBE1_CAPHI, tr|A0A452EBI8|A0A452EBI8_CAPHI
OG0000465	sp|Q9ULB4|CADH9_HUMAN	tr|A0A452E7S0|A0A452E7S0_CAPHI
OG0000465	sp|P55285|CADH6_HUMAN	tr|A0A452EQP7|A0A452EQP7_CAPHI
OG0000465	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A452FYF7|A0A452FYF7_CAPHI
OG0000466	sp|A0JD37|TRDV3_HUMAN, sp|P0DTU3|TRAR2_HUMAN, sp|A0JD32|TV382_HUMAN, sp|A0A0B4J264|TV381_HUMAN, sp|P01848|TRAC_HUMAN	tr|A0A452ECH0|A0A452ECH0_CAPHI
OG0000467	sp|P34982|OR1D2_HUMAN, sp|P47884|OR1D4_HUMAN, sp|P58170|OR1D5_HUMAN	tr|A0A452EJ34|A0A452EJ34_CAPHI, tr|A0A452E0K8|A0A452E0K8_CAPHI, tr|A0A452DX26|A0A452DX26_CAPHI
OG0000468	sp|O75947|ATP5H_HUMAN	tr|A0A452G5E3|A0A452G5E3_CAPHI, tr|A0A452E125|A0A452E125_CAPHI, tr|A0A452EHU6|A0A452EHU6_CAPHI, tr|A0A452E1S4|A0A452E1S4_CAPHI, tr|A0A452ERL7|A0A452ERL7_CAPHI
OG0000469	sp|Q6K0P9|IFIX_HUMAN, sp|Q16666|IF16_HUMAN, sp|P41218|MNDA_HUMAN, sp|O14862|AIM2_HUMAN, sp|W6CW81|PYDC5_HUMAN	tr|A0A452F1R5|A0A452F1R5_CAPHI
OG0000470	sp|Q5SVS4|KMCP1_HUMAN	tr|A0A452EJA6|A0A452EJA6_CAPHI
OG0000470	sp|O95258|UCP5_HUMAN	tr|A0A452EER6|A0A452EER6_CAPHI, tr|A0A452F6U5|A0A452F6U5_CAPHI, tr|A0A452DKG9|A0A452DKG9_CAPHI
OG0000471	sp|Q6UW15|REG3G_HUMAN, sp|Q06141|REG3A_HUMAN, sp|P48304|REG1B_HUMAN, sp|P05451|REG1A_HUMAN	tr|A0A452FPV7|A0A452FPV7_CAPHI, tr|A0A452EHQ7|A0A452EHQ7_CAPHI
OG0000472	sp|Q9P265|DIP2B_HUMAN	tr|A0A452E0Q5|A0A452E0Q5_CAPHI
OG0000472	sp|Q14689|DIP2A_HUMAN	tr|A0A452DTX9|A0A452DTX9_CAPHI
OG0000472	sp|Q9Y2E4|DIP2C_HUMAN	tr|A0A452FYR7|A0A452FYR7_CAPHI
OG0000473	sp|P48066|S6A11_HUMAN	tr|A0A452FT37|A0A452FT37_CAPHI
OG0000473	sp|P48065|S6A12_HUMAN	tr|A0A452EHC0|A0A452EHC0_CAPHI
OG0000473	sp|Q9NSD5|S6A13_HUMAN	tr|A0A452DZ55|A0A452DZ55_CAPHI
OG0000474	sp|P00325|ADH1B_HUMAN, sp|P07327|ADH1A_HUMAN, sp|P00326|ADH1G_HUMAN, sp|P28332|ADH6_HUMAN, sp|P40394|ADH7_HUMAN	tr|A0A452ESX1|A0A452ESX1_CAPHI
OG0000475	tr|A0A2R8YED5|A0A2R8YED5_HUMAN	tr|A0A452E915|A0A452E915_CAPHI, tr|A0A452E071|A0A452E071_CAPHI
OG0000475	sp|Q8NH09|OR8S1_HUMAN	tr|A0A452E9E8|A0A452E9E8_CAPHI, tr|A0A452FP73|A0A452FP73_CAPHI
OG0000476	sp|P01034|CYTC_HUMAN, sp|P28325|CYTD_HUMAN, sp|P09228|CYTT_HUMAN, sp|P01037|CYTN_HUMAN, sp|P01036|CYTS_HUMAN	tr|A0A452DYR7|A0A452DYR7_CAPHI
OG0000477	sp|P14091|CATE_HUMAN	tr|A0A452FPR0|A0A452FPR0_CAPHI
OG0000477	sp|P0DJD9|PEPA5_HUMAN, sp|P0DJD8|PEPA3_HUMAN, sp|P0DJD7|PEPA4_HUMAN	tr|A0A452EUX6|A0A452EUX6_CAPHI
OG0000478	sp|Q9UL52|TM11E_HUMAN	tr|A0A452G6B9|A0A452G6B9_CAPHI
OG0000478	sp|Q86T26|TM11B_HUMAN	tr|A0A452G1S1|A0A452G1S1_CAPHI, tr|A0A452FHZ8|A0A452FHZ8_CAPHI, tr|A0A452DQW3|A0A452DQW3_CAPHI
OG0000479	sp|Q9P232|CNTN3_HUMAN	tr|A0A452ES19|A0A452ES19_CAPHI
OG0000479	sp|Q9UQ52|CNTN6_HUMAN	tr|A0A452G0G7|A0A452G0G7_CAPHI
OG0000479	sp|Q8IWV2|CNTN4_HUMAN	tr|A0A452F337|A0A452F337_CAPHI
OG0000480	sp|Q8N118|CP4X1_HUMAN, sp|Q02928|CP4AB_HUMAN, sp|Q5TCH4|CP4AM_HUMAN, sp|Q86W10|CP4Z1_HUMAN, sp|Q8N1L4|CP4Z2_HUMAN	tr|A0A452EY35|A0A452EY35_CAPHI
OG0000481	sp|O60282|KIF5C_HUMAN	tr|A0A452EBH1|A0A452EBH1_CAPHI
OG0000481	sp|P33176|KINH_HUMAN	tr|A0A452F874|A0A452F874_CAPHI
OG0000481	sp|Q12840|KIF5A_HUMAN	tr|A0A452EQJ2|A0A452EQJ2_CAPHI
OG0000482	sp|P61313|RL15_HUMAN	tr|A0A452FYV1|A0A452FYV1_CAPHI, tr|A0A452ELX4|A0A452ELX4_CAPHI, tr|A0A452FDW3|A0A452FDW3_CAPHI, tr|A0A452G0P3|A0A452G0P3_CAPHI, tr|A0A452EKY1|A0A452EKY1_CAPHI
OG0000483	sp|O43488|ARK72_HUMAN, sp|O95154|ARK73_HUMAN, sp|Q8NHP1|ARK74_HUMAN	tr|A0A452ELZ3|A0A452ELZ3_CAPHI, tr|A0A452FEU7|A0A452FEU7_CAPHI, tr|A0A452E8Y5|A0A452E8Y5_CAPHI
OG0000484	sp|Q01813|PFKAP_HUMAN	tr|A0A452G0H9|A0A452G0H9_CAPHI
OG0000484	sp|P08237|PFKAM_HUMAN	tr|A0A452G4M8|A0A452G4M8_CAPHI
OG0000484	sp|P17858|PFKAL_HUMAN	tr|A0A452DL47|A0A452DL47_CAPHI
OG0000485	sp|Q9BXU3|TX13A_HUMAN, sp|Q9BXU2|TX13B_HUMAN, sp|A0A0J9YY54|TX13D_HUMAN, sp|A0A0J9YWL9|TX13C_HUMAN	tr|A0A452F557|A0A452F557_CAPHI, tr|A0A452EPT0|A0A452EPT0_CAPHI
OG0000486	sp|P01850|TRBC1_HUMAN, sp|P0DTU4|TRBR2_HUMAN, sp|A0A5B9|TRBC2_HUMAN	tr|A0A452E0R0|A0A452E0R0_CAPHI, tr|A0A452ERL6|A0A452ERL6_CAPHI, tr|A0A452ENT5|A0A452ENT5_CAPHI
OG0000487	sp|P04920|B3A2_HUMAN	tr|A0A452FE72|A0A452FE72_CAPHI
OG0000487	sp|P02730|B3AT_HUMAN	tr|A0A452E115|A0A452E115_CAPHI
OG0000487	sp|P48751|B3A3_HUMAN	tr|A0A452F0B5|A0A452F0B5_CAPHI
OG0000488	sp|O75334|LIPA2_HUMAN	tr|A0A452FR09|A0A452FR09_CAPHI
OG0000488	sp|O75335|LIPA4_HUMAN	tr|A0A452E937|A0A452E937_CAPHI
OG0000488	sp|Q13136|LIPA1_HUMAN	tr|A0A452DTE3|A0A452DTE3_CAPHI
OG0000489	sp|Q8WWU7|ITLN2_HUMAN, sp|Q8WWA0|ITLN1_HUMAN	tr|A0A452GB53|A0A452GB53_CAPHI, tr|A0A452G455|A0A452G455_CAPHI, tr|A0A452DMH8|A0A452DMH8_CAPHI, tr|A0A452E9B8|A0A452E9B8_CAPHI
OG0000490	sp|P47870|GBRB2_HUMAN	tr|A0A452G0D4|A0A452G0D4_CAPHI
OG0000490	sp|P18505|GBRB1_HUMAN	tr|A0A452ELV4|A0A452ELV4_CAPHI
OG0000490	sp|P28472|GBRB3_HUMAN	tr|A0A452FIF5|A0A452FIF5_CAPHI
OG0000491	sp|Q9P2U8|VGLU2_HUMAN	tr|A0A452F6P1|A0A452F6P1_CAPHI
OG0000491	sp|Q9P2U7|VGLU1_HUMAN	tr|A0A452EXG8|A0A452EXG8_CAPHI
OG0000491	sp|Q8NDX2|VGLU3_HUMAN	tr|A0A452EXX9|A0A452EXX9_CAPHI
OG0000492	sp|Q9NX02|NALP2_HUMAN, sp|Q8WX94|NALP7_HUMAN, sp|Q86W28|NALP8_HUMAN, sp|P0DMW2|PYDC4_HUMAN, sp|Q56P42|PYDC2_HUMAN	tr|A0A452FY73|A0A452FY73_CAPHI
OG0000493	sp|Q3ZCU0|GVQW3_HUMAN, sp|Q8N769|CN178_HUMAN, sp|Q9H2J1|CI037_HUMAN, sp|Q6ZUF6|NC336_HUMAN, sp|Q5SR53|CA200_HUMAN	tr|A0A452FJV8|A0A452FJV8_CAPHI
OG0000494	sp|Q2PZI1|D19L1_HUMAN	tr|A0A452EL94|A0A452EL94_CAPHI
OG0000494	sp|Q6NXN4|D19P1_HUMAN, sp|Q6NUT2|D19L2_HUMAN, sp|Q6ZN68|D19P2_HUMAN	tr|A0A452FVP5|A0A452FVP5_CAPHI
OG0000495	sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN, sp|P27482|CALL3_HUMAN, sp|Q9NZT1|CALL5_HUMAN, sp|P0DP23|CALM1_HUMAN	tr|A0A452E739|A0A452E739_CAPHI
OG0000496	sp|P51160|PDE6C_HUMAN	tr|A0A452EWP5|A0A452EWP5_CAPHI
OG0000496	sp|P35913|PDE6B_HUMAN	tr|A0A452FED2|A0A452FED2_CAPHI
OG0000496	sp|P16499|PDE6A_HUMAN	tr|A0A452F340|A0A452F340_CAPHI
OG0000497	sp|Q08AH3|ACS2A_HUMAN, sp|Q68CK6|ACS2B_HUMAN	tr|A0A452ED32|A0A452ED32_CAPHI
OG0000497	sp|Q6P461|ACSM6_HUMAN, sp|Q08AH1|ACSM1_HUMAN	tr|A0A452FWE7|A0A452FWE7_CAPHI
OG0000498	sp|Q86VI3|IQGA3_HUMAN	tr|A0A452G784|A0A452G784_CAPHI
OG0000498	sp|Q13576|IQGA2_HUMAN	tr|A0A452FGP1|A0A452FGP1_CAPHI
OG0000498	sp|P46940|IQGA1_HUMAN	tr|A0A452E2E2|A0A452E2E2_CAPHI
OG0000499	sp|P01229|LSHB_HUMAN, sp|A6NKQ9|CGB1_HUMAN, sp|P0DN86|CGB3_HUMAN, sp|P0DN87|CGB7_HUMAN, sp|Q6NT52|CGB2_HUMAN	tr|A0A452DZH7|A0A452DZH7_CAPHI
OG0000500	sp|Q7Z7L1|SLN11_HUMAN, sp|Q68D06|SLN13_HUMAN, sp|Q08AF3|SLFN5_HUMAN, sp|Q6IEE8|SN12L_HUMAN, sp|Q8IYM2|SLN12_HUMAN	tr|A0A452G8Y5|A0A452G8Y5_CAPHI
OG0000501	sp|Q5T2Q4|CCYL2_HUMAN, sp|Q6IC83|CV042_HUMAN, sp|Q6PGQ1|DRIC1_HUMAN, sp|P0C7X3|CCYL3_HUMAN, sp|Q8N7R7|CCYL1_HUMAN	tr|A0A452E6C6|A0A452E6C6_CAPHI
OG0000512	sp|Q01105|SET_HUMAN, sp|P0DME0|SETLP_HUMAN	tr|A0A452E923|A0A452E923_CAPHI, tr|A0A452EK67|A0A452EK67_CAPHI, tr|A0A452GAQ6|A0A452GAQ6_CAPHI
OG0000513	sp|Q9Y4C2|TCAF1_HUMAN	tr|A0A452DUL1|A0A452DUL1_CAPHI
OG0000513	sp|A6NFQ2|TCAF2_HUMAN, tr|A0A1B0GVM2|A0A1B0GVM2_HUMAN	tr|A0A452EV66|A0A452EV66_CAPHI
OG0000514	sp|Q8NCI6|GLBL3_HUMAN	tr|A0A452FNT6|A0A452FNT6_CAPHI
OG0000514	sp|Q8IW92|GLBL2_HUMAN	tr|A0A452E6K3|A0A452E6K3_CAPHI, tr|A0A452G0H5|A0A452G0H5_CAPHI
OG0000516	sp|Q9NUJ7|PLCX1_HUMAN	tr|A0A452DKB1|A0A452DKB1_CAPHI, tr|A0A452DM98|A0A452DM98_CAPHI, tr|A0A452EJL5|A0A452EJL5_CAPHI, tr|A0A452DJP0|A0A452DJP0_CAPHI
OG0000517	sp|Q8NGQ1|OR9G4_HUMAN	tr|A0A452GBF1|A0A452GBF1_CAPHI, tr|A0A452EHG7|A0A452EHG7_CAPHI, tr|A0A452DVB5|A0A452DVB5_CAPHI, tr|A0A452DYJ0|A0A452DYJ0_CAPHI
OG0000518	sp|Q9P126|CLC1B_HUMAN	tr|A0A452E4L9|A0A452E4L9_CAPHI, tr|A0A452G1D9|A0A452G1D9_CAPHI, tr|A0A452FPT3|A0A452FPT3_CAPHI, tr|A0A452E6P5|A0A452E6P5_CAPHI
OG0000520	sp|P33316|DUT_HUMAN	tr|A0A452E4G1|A0A452E4G1_CAPHI, tr|A0A452F3G9|A0A452F3G9_CAPHI, tr|A0A452EXC4|A0A452EXC4_CAPHI, tr|A0A452FFR6|A0A452FFR6_CAPHI
OG0000521	sp|P05177|CP1A2_HUMAN	tr|A0A452EFN4|A0A452EFN4_CAPHI
OG0000521	sp|P04798|CP1A1_HUMAN	tr|A0A452DS72|A0A452DS72_CAPHI, tr|A0A452G3V1|A0A452G3V1_CAPHI
OG0000522	sp|Q16626|MEA1_HUMAN	tr|A0A452G311|A0A452G311_CAPHI, tr|A0A452G3B7|A0A452G3B7_CAPHI, tr|A0A452G1H8|A0A452G1H8_CAPHI, tr|A0A452EMZ3|A0A452EMZ3_CAPHI
OG0000523	sp|P35247|SFTPD_HUMAN	tr|A0A452F525|A0A452F525_CAPHI, tr|A0A452FXF4|A0A452FXF4_CAPHI, tr|A0A452DXR8|A0A452DXR8_CAPHI, tr|A0A452FFE2|A0A452FFE2_CAPHI
OG0000525	sp|P30086|PEBP1_HUMAN	tr|A0A452DLB1|A0A452DLB1_CAPHI, tr|A0A452EYJ1|A0A452EYJ1_CAPHI, tr|A0A452E9V7|A0A452E9V7_CAPHI, tr|A0A452DN20|A0A452DN20_CAPHI
OG0000526	sp|P33527|MRP1_HUMAN	tr|A0A452E5D1|A0A452E5D1_CAPHI
OG0000526	sp|O15438|MRP3_HUMAN	tr|A0A452EJH3|A0A452EJH3_CAPHI, tr|A0A452EPE3|A0A452EPE3_CAPHI
OG0000527	sp|P50395|GDIB_HUMAN	tr|A0A452G6U5|A0A452G6U5_CAPHI
OG0000527	sp|P31150|GDIA_HUMAN	tr|A0A452ETT5|A0A452ETT5_CAPHI, tr|A0A452E7R8|A0A452E7R8_CAPHI
OG0000528	sp|Q9NVW2|RNF12_HUMAN	tr|A0A452FXJ0|A0A452FXJ0_CAPHI, tr|A0A452G0C6|A0A452G0C6_CAPHI, tr|A0A452ER85|A0A452ER85_CAPHI, tr|A0A452FAI6|A0A452FAI6_CAPHI
OG0000529	sp|Q9BVJ6|UT14A_HUMAN, sp|Q5TAP6|UT14C_HUMAN	tr|A0A452FQ06|A0A452FQ06_CAPHI, tr|A0A452DR54|A0A452DR54_CAPHI, tr|A0A452E382|A0A452E382_CAPHI
OG0000530	sp|P40305|IFI27_HUMAN, sp|Q96BM0|I27L1_HUMAN	tr|A0A452FS10|A0A452FS10_CAPHI, tr|A0A452EZD5|A0A452EZD5_CAPHI, tr|A0A452FDE7|A0A452FDE7_CAPHI
OG0000531	sp|P07711|CATL1_HUMAN, sp|Q5NE16|CATL3_HUMAN	tr|A0A452FFI6|A0A452FFI6_CAPHI
OG0000531	sp|O60911|CATL2_HUMAN	tr|A0A452DXP3|A0A452DXP3_CAPHI
OG0000532	sp|O15144|ARPC2_HUMAN	tr|A0A452E7B0|A0A452E7B0_CAPHI, tr|A0A452G4U7|A0A452G4U7_CAPHI, tr|A0A452DVH1|A0A452DVH1_CAPHI, tr|A0A452DNR8|A0A452DNR8_CAPHI
OG0000533	sp|Q9UP38|FZD1_HUMAN	tr|A0A452EC64|A0A452EC64_CAPHI
OG0000533	sp|Q14332|FZD2_HUMAN, sp|O75084|FZD7_HUMAN	tr|A0A452G725|A0A452G725_CAPHI
OG0000534	sp|Q9Y3Q0|NALD2_HUMAN	tr|A0A452EZU6|A0A452EZU6_CAPHI
OG0000534	sp|Q9HBA9|FOH1B_HUMAN, sp|Q04609|FOLH1_HUMAN	tr|A0A452EHA5|A0A452EHA5_CAPHI
OG0000535	sp|P61586|RHOA_HUMAN	tr|I1VE57|I1VE57_CAPHI
OG0000535	sp|P08134|RHOC_HUMAN	tr|A0A452EHI7|A0A452EHI7_CAPHI, tr|A0A452FX52|A0A452FX52_CAPHI
OG0000536	sp|Q86XP0|PA24D_HUMAN	tr|A0A452G7Q8|A0A452G7Q8_CAPHI
OG0000536	sp|Q9UP65|PA24C_HUMAN, sp|P0C869|PA24B_HUMAN	tr|A0A452F8A4|A0A452F8A4_CAPHI
OG0000537	sp|Q8NH67|O52I2_HUMAN, sp|Q8NGK6|O52I1_HUMAN	tr|A0A452DLS8|A0A452DLS8_CAPHI, tr|A0A452FA62|A0A452FA62_CAPHI, tr|A0A452FRJ4|A0A452FRJ4_CAPHI
OG0000538	sp|O00571|DDX3X_HUMAN	tr|A0A452G0P2|A0A452G0P2_CAPHI
OG0000538	sp|O15523|DDX3Y_HUMAN	tr|A0A452DJP3|A0A452DJP3_CAPHI, tr|A0A452E4N1|A0A452E4N1_CAPHI
OG0000539	sp|Q8NGF8|OR4B1_HUMAN	tr|A0A452E2U7|A0A452E2U7_CAPHI, tr|A0A452DZK1|A0A452DZK1_CAPHI, tr|A0A452DN84|A0A452DN84_CAPHI, tr|A0A452DUY8|A0A452DUY8_CAPHI
OG0000540	sp|Q9HC56|PCDH9_HUMAN	tr|A0A452EX23|A0A452EX23_CAPHI
OG0000540	sp|Q9BZA8|PC11Y_HUMAN, sp|Q9BZA7|PC11X_HUMAN	tr|A0A452F3G1|A0A452F3G1_CAPHI
OG0000541	sp|Q8TE69|EOLA1_HUMAN, sp|Q96DE9|EOLA2_HUMAN	tr|A0A452FQW5|A0A452FQW5_CAPHI, tr|A0A452DVC7|A0A452DVC7_CAPHI, tr|A0A452DK00|A0A452DK00_CAPHI
OG0000542	sp|Q8WZ92|OR5P2_HUMAN	tr|A0A452DY73|A0A452DY73_CAPHI, tr|A0A452DQ40|A0A452DQ40_CAPHI, tr|A0A452E604|A0A452E604_CAPHI, tr|A0A452EBJ9|A0A452EBJ9_CAPHI
OG0000543	sp|Q9P2N7|KLH13_HUMAN	tr|A0A452DRB1|A0A452DRB1_CAPHI
OG0000543	sp|Q9P2J3|KLHL9_HUMAN	tr|A0A452FH23|A0A452FH23_CAPHI, tr|A0A452FRT1|A0A452FRT1_CAPHI
OG0000544	sp|Q8NGX1|O2T34_HUMAN, sp|Q8NH03|OR2T3_HUMAN	tr|A0A452DYM5|A0A452DYM5_CAPHI, tr|A0A452E016|A0A452E016_CAPHI, tr|A0A452E4M5|A0A452E4M5_CAPHI
OG0000545	sp|Q9UBN4|TRPC4_HUMAN	tr|A0A452DT91|A0A452DT91_CAPHI
OG0000545	sp|Q9UL62|TRPC5_HUMAN	tr|A0A452FAX8|A0A452FAX8_CAPHI, tr|A0A452EBJ8|A0A452EBJ8_CAPHI
OG0000546	sp|Q08170|SRSF4_HUMAN	tr|A0A452FLL1|A0A452FLL1_CAPHI
OG0000546	sp|Q13247|SRSF6_HUMAN	tr|A0A452DZ99|A0A452DZ99_CAPHI, tr|A0A452ETH2|A0A452ETH2_CAPHI
OG0000547	sp|P09669|COX6C_HUMAN	tr|A0A452E5J5|A0A452E5J5_CAPHI, tr|A0A452DP96|A0A452DP96_CAPHI, tr|A0A452DUN4|A0A452DUN4_CAPHI, tr|A0A452EX47|A0A452EX47_CAPHI
OG0000548	sp|O75526|RMXL2_HUMAN	tr|A0A452EHT0|A0A452EHT0_CAPHI, tr|A0A452ECZ4|A0A452ECZ4_CAPHI, tr|A0A452DKG8|A0A452DKG8_CAPHI, tr|A0A452DRB0|A0A452DRB0_CAPHI
OG0000549	sp|P06865|HEXA_HUMAN	tr|A0A452FCM6|A0A452FCM6_CAPHI
OG0000549	sp|P07686|HEXB_HUMAN	tr|A0A452DWR2|A0A452DWR2_CAPHI, tr|A0A452FEW5|A0A452FEW5_CAPHI
OG0000550	sp|Q96AT9|RPE_HUMAN	tr|A0A452E0N3|A0A452E0N3_CAPHI, tr|A0A452F1F5|A0A452F1F5_CAPHI
OG0000550	sp|Q2QD12|RPEL1_HUMAN	tr|A0A452E659|A0A452E659_CAPHI
OG0000551	sp|C9JDP6|CLD25_HUMAN, sp|Q8N7P3|CLD22_HUMAN, sp|A6NM45|CLD24_HUMAN	tr|A0A452DX72|A0A452DX72_CAPHI, tr|A0A452DQY6|A0A452DQY6_CAPHI
OG0000552	sp|P05538|DQB2_HUMAN	tr|A0A452EF69|A0A452EF69_CAPHI
OG0000552	sp|P01920|DQB1_HUMAN	tr|A0A452EUH6|A0A452EUH6_CAPHI, tr|A0A452G3J0|A0A452G3J0_CAPHI
OG0000553	sp|Q9NZR2|LRP1B_HUMAN	tr|A0A452EDE8|A0A452EDE8_CAPHI
OG0000553	sp|Q5SZI1|LRAD2_HUMAN, sp|Q07954|LRP1_HUMAN	tr|A0A452FZB2|A0A452FZB2_CAPHI
OG0000554	sp|Q8IUC8|GLT13_HUMAN	tr|A0A452FNR3|A0A452FNR3_CAPHI
OG0000554	sp|Q10472|GALT1_HUMAN	tr|A0A452EDU8|A0A452EDU8_CAPHI, tr|A0A452F6U0|A0A452F6U0_CAPHI
OG0000556	sp|Q14982|OPCM_HUMAN	tr|A0A452EM02|A0A452EM02_CAPHI
OG0000556	sp|Q7Z3B1|NEGR1_HUMAN, sp|Q9P121|NTRI_HUMAN	tr|A0A452EBP6|A0A452EBP6_CAPHI
OG0000557	sp|P46736|BRCC3_HUMAN	tr|A0A452DUJ0|A0A452DUJ0_CAPHI, tr|A0A452F7E1|A0A452F7E1_CAPHI, tr|A0A452E9J0|A0A452E9J0_CAPHI, tr|A0A452F497|A0A452F497_CAPHI
OG0000558	sp|P62750|RL23A_HUMAN	tr|A0A452FJM2|A0A452FJM2_CAPHI, tr|A0A452DM66|A0A452DM66_CAPHI, tr|A0A452F945|A0A452F945_CAPHI, tr|A0A452E0L3|A0A452E0L3_CAPHI
OG0000559	sp|Q9H869|YYAP1_HUMAN	tr|A0A452G1F8|A0A452G1F8_CAPHI, tr|A0A452E700|A0A452E700_CAPHI
OG0000559	sp|Q3T8J9|GON4L_HUMAN	tr|A0A452FKM2|A0A452FKM2_CAPHI
OG0000561	sp|P46926|GNPI1_HUMAN	tr|A0A452EPE5|A0A452EPE5_CAPHI
OG0000561	sp|Q8TDQ7|GNPI2_HUMAN	tr|A0A452F7L6|A0A452F7L6_CAPHI, tr|A0A452FQA4|A0A452FQA4_CAPHI
OG0000562	sp|P07098|LIPG_HUMAN	tr|A0A452ESZ9|A0A452ESZ9_CAPHI, tr|A0A452FGV3|A0A452FGV3_CAPHI, tr|A0A452DKW6|A0A452DKW6_CAPHI, tr|A0A452DN07|A0A452DN07_CAPHI
OG0000564	sp|Q10567|AP1B1_HUMAN	tr|A0A452FHM1|A0A452FHM1_CAPHI
OG0000564	sp|P63010|AP2B1_HUMAN	tr|A0A452F9D0|A0A452F9D0_CAPHI, tr|A0A452E150|A0A452E150_CAPHI
