Orthogroup	Homo_sapiens	Jaculus_jaculus
OG0000969	sp|P09958|FURIN_HUMAN	tr|A0A8C5JYH3|A0A8C5JYH3_JACJA
OG0000969	sp|Q6UW60|PCSK4_HUMAN	tr|A0A8C5LI44|A0A8C5LI44_JACJA
OG0000970	sp|P25098|ARBK1_HUMAN	tr|A0A8C5K739|A0A8C5K739_JACJA
OG0000970	sp|P35626|ARBK2_HUMAN	tr|A0A8C5L213|A0A8C5L213_JACJA
OG0000971	sp|P13807|GYS1_HUMAN	tr|A0A8C5KES5|A0A8C5KES5_JACJA
OG0000971	sp|P54840|GYS2_HUMAN	tr|A0A8C5L6V2|A0A8C5L6V2_JACJA
OG0000972	sp|Q8N6Q3|CD177_HUMAN, sp|Q9BY14|TX101_HUMAN, sp|Q6UWN0|LYPD4_HUMAN	tr|A0A8C5KNP7|A0A8C5KNP7_JACJA
OG0000973	sp|P50416|CPT1A_HUMAN	tr|A0A8C5L6C7|A0A8C5L6C7_JACJA
OG0000973	sp|Q92523|CPT1B_HUMAN	tr|A0A8C5JYB1|A0A8C5JYB1_JACJA
OG0000974	sp|O00292|LFTY2_HUMAN, sp|O75610|LFTY1_HUMAN	tr|A0A8C5K6S4|A0A8C5K6S4_JACJA, tr|A0A8C5KBY6|A0A8C5KBY6_JACJA
OG0000975	sp|O14976|GAK_HUMAN	tr|A0A8C5KCE8|A0A8C5KCE8_JACJA
OG0000975	sp|O75061|AUXI_HUMAN	tr|A0A8C5LHW2|A0A8C5LHW2_JACJA
OG0000976	sp|O43252|PAPS1_HUMAN	tr|A0A8C5KVE0|A0A8C5KVE0_JACJA
OG0000976	sp|O95340|PAPS2_HUMAN	tr|A0A8C5KNX6|A0A8C5KNX6_JACJA
OG0000977	sp|O95498|VNN2_HUMAN	tr|A0A8C5KJF0|A0A8C5KJF0_JACJA
OG0000977	sp|O95497|VNN1_HUMAN	tr|A0A8C5P5I0|A0A8C5P5I0_JACJA
OG0000978	sp|P06870|KLK1_HUMAN, sp|P07288|KLK3_HUMAN, sp|P20151|KLK2_HUMAN	tr|A0A8C5NZ78|A0A8C5NZ78_JACJA
OG0000979	sp|Q13619|CUL4A_HUMAN	tr|A0A8C5LE73|A0A8C5LE73_JACJA
OG0000979	sp|Q13620|CUL4B_HUMAN	tr|A0A8C5KHC4|A0A8C5KHC4_JACJA
OG0000980	tr|A0A0G2JMS6|A0A0G2JMS6_HUMAN, sp|Q6IE36|OVOS2_HUMAN, sp|Q6IE37|OVOS1_HUMAN	tr|A0A8C5L3Z1|A0A8C5L3Z1_JACJA
OG0000981	sp|Q6UWF7|NXPE4_HUMAN, sp|Q8N323|NXPE1_HUMAN, sp|Q96DL1|NXPE2_HUMAN	tr|A0A8C5K9N9|A0A8C5K9N9_JACJA
OG0000982	sp|Q15629|TRAM1_HUMAN	tr|A0A8C5L9Z1|A0A8C5L9Z1_JACJA
OG0000982	sp|Q8N609|TR1L1_HUMAN	tr|A0A8C5L3T2|A0A8C5L3T2_JACJA
OG0000983	sp|Q8WY41|NANO1_HUMAN, sp|P60321|NANO2_HUMAN, sp|P60323|NANO3_HUMAN	tr|A0A8C5NUJ6|A0A8C5NUJ6_JACJA
OG0000984	sp|Q86UW7|CAPS2_HUMAN	tr|A0A8C5KV42|A0A8C5KV42_JACJA
OG0000984	sp|Q9ULU8|CAPS1_HUMAN	tr|A0A8C5KDQ3|A0A8C5KDQ3_JACJA
OG0000985	sp|O43583|DENR_HUMAN	tr|A0A8C5K5T4|A0A8C5K5T4_JACJA, tr|A0A8C5KMK5|A0A8C5KMK5_JACJA, tr|A0A8C5NXV2|A0A8C5NXV2_JACJA
OG0000986	sp|O94973|AP2A2_HUMAN	tr|A0A8C5KYY0|A0A8C5KYY0_JACJA
OG0000986	sp|O95782|AP2A1_HUMAN	tr|A0A8C5LK79|A0A8C5LK79_JACJA
OG0000987	sp|P13984|T2FB_HUMAN	tr|A0A8C5KU64|A0A8C5KU64_JACJA, tr|A0A8C5KA76|A0A8C5KA76_JACJA, tr|A0A8C5LCP2|A0A8C5LCP2_JACJA
OG0000988	sp|P54278|PMS2_HUMAN, sp|Q68D20|PMS2L_HUMAN	tr|A0A8C5K7M1|A0A8C5K7M1_JACJA, tr|A0A8C5L3P3|A0A8C5L3P3_JACJA
OG0000989	sp|Q9Y376|CAB39_HUMAN	tr|A0A8C5K3Z1|A0A8C5K3Z1_JACJA
OG0000989	sp|Q9H9S4|CB39L_HUMAN	tr|A0A8C5KPK1|A0A8C5KPK1_JACJA
OG0000990	sp|Q9P013|CWC15_HUMAN	tr|A0A8C5KFY8|A0A8C5KFY8_JACJA, tr|A0A8C5KK98|A0A8C5KK98_JACJA, tr|A0A8C5KSR1|A0A8C5KSR1_JACJA
OG0000991	sp|Q9UL62|TRPC5_HUMAN	tr|A0A8C5LMR4|A0A8C5LMR4_JACJA
OG0000991	sp|Q9UBN4|TRPC4_HUMAN	tr|A0A8C5NUR2|A0A8C5NUR2_JACJA
OG0000992	sp|Q8TD84|DSCL1_HUMAN	tr|A0A8C5NY94|A0A8C5NY94_JACJA
OG0000992	sp|O60469|DSCAM_HUMAN	tr|A0A8C5K6V3|A0A8C5K6V3_JACJA
OG0000993	sp|Q7Z4S6|KI21A_HUMAN	tr|A0A8C5JY66|A0A8C5JY66_JACJA
OG0000993	sp|O75037|KI21B_HUMAN	tr|A0A8C5KN97|A0A8C5KN97_JACJA
OG0000994	sp|Q5T601|AGRF1_HUMAN	tr|A0A8C5K534|A0A8C5K534_JACJA
OG0000994	sp|Q8IZF5|AGRF3_HUMAN	tr|A0A8C5KWP0|A0A8C5KWP0_JACJA
OG0000995	sp|Q8TD57|DYH3_HUMAN	tr|A0A8C5KDB1|A0A8C5KDB1_JACJA
OG0000995	sp|Q8WXX0|DYH7_HUMAN	tr|A0A8C5KTA7|A0A8C5KTA7_JACJA
OG0000996	sp|Q96DU7|IP3KC_HUMAN	tr|A0A8C5NVG5|A0A8C5NVG5_JACJA
OG0000996	sp|P23677|IP3KA_HUMAN	tr|A0A8C5KND9|A0A8C5KND9_JACJA
OG0000997	sp|Q96FV3|TSN17_HUMAN	tr|A0A8C5LBF8|A0A8C5LBF8_JACJA
OG0000997	sp|P62079|TSN5_HUMAN	tr|A0A8C5P1X3|A0A8C5P1X3_JACJA
OG0000998	sp|Q9BVJ6|UT14A_HUMAN, sp|Q5TAP6|UT14C_HUMAN	tr|A0A8C5NZ97|A0A8C5NZ97_JACJA, tr|A0A8C5LGR0|A0A8C5LGR0_JACJA
OG0000999	sp|Q9H0Q0|CYRIA_HUMAN	tr|A0A8C5K6T6|A0A8C5K6T6_JACJA
OG0000999	sp|Q9NUQ9|CYRIB_HUMAN	tr|A0A8C5KRZ1|A0A8C5KRZ1_JACJA
OG0001000	sp|P59074|CHM4P_HUMAN, sp|Q9BY43|CHM4A_HUMAN, sp|Q9H444|CHM4B_HUMAN	tr|A0A8C5KGC9|A0A8C5KGC9_JACJA
OG0001001	sp|Q9H8N7|ZN395_HUMAN, sp|Q9NR83|S2A4R_HUMAN, sp|Q6ZNC4|ZN704_HUMAN	tr|A0A8C5KU96|A0A8C5KU96_JACJA
OG0001002	sp|P24941|CDK2_HUMAN	tr|A0A8C5K1N2|A0A8C5K1N2_JACJA
OG0001002	sp|Q00526|CDK3_HUMAN	tr|A0A8C5K0E2|A0A8C5K0E2_JACJA
OG0001003	sp|Q14574|DSC3_HUMAN	tr|A0A8C5LDM0|A0A8C5LDM0_JACJA
OG0001003	sp|Q02487|DSC2_HUMAN	tr|A0A8C5L303|A0A8C5L303_JACJA
OG0001004	sp|Q6ZV29|PLPL7_HUMAN	tr|A0A8C5LE35|A0A8C5LE35_JACJA
OG0001004	sp|Q8IY17|PLPL6_HUMAN	tr|A0A8C5P620|A0A8C5P620_JACJA
OG0001005	sp|Q9HCF6|TRPM3_HUMAN	tr|A0A8C5KG30|A0A8C5KG30_JACJA
OG0001005	sp|Q7Z4N2|TRPM1_HUMAN	tr|A0A8C5KIE2|A0A8C5KIE2_JACJA
OG0001006	sp|Q9UNW9|NOVA2_HUMAN	tr|A0A8C5JWP6|A0A8C5JWP6_JACJA
OG0001006	sp|P51513|NOVA1_HUMAN	tr|A0A8C5KGU6|A0A8C5KGU6_JACJA
OG0001007	sp|Q9Y2Q0|AT8A1_HUMAN	tr|A0A8C5L2X3|A0A8C5L2X3_JACJA
OG0001007	sp|Q9NTI2|AT8A2_HUMAN	tr|A0A8C5KBB5|A0A8C5KBB5_JACJA
OG0001008	sp|O00337|S28A1_HUMAN	tr|A0A8C5LL51|A0A8C5LL51_JACJA
OG0001008	sp|O43868|S28A2_HUMAN	tr|A0A8C5NYT0|A0A8C5NYT0_JACJA
OG0001009	sp|P30154|2AAB_HUMAN	tr|A0A8C5P2W8|A0A8C5P2W8_JACJA
OG0001009	sp|P30153|2AAA_HUMAN	tr|A0A8C5L1Z8|A0A8C5L1Z8_JACJA
OG0001010	sp|P17483|HXB4_HUMAN	tr|A0A8C5JZ88|A0A8C5JZ88_JACJA
OG0001010	sp|Q00056|HXA4_HUMAN	tr|A0A8C5LCD5|A0A8C5LCD5_JACJA
OG0001011	sp|Q8WU68|U2AF4_HUMAN	tr|A0A8C5K0H2|A0A8C5K0H2_JACJA
OG0001011	sp|Q01081|U2AF1_HUMAN	tr|A0A8C5JUK1|A0A8C5JUK1_JACJA
OG0001012	sp|P54750|PDE1A_HUMAN	tr|A0A8C5NWX4|A0A8C5NWX4_JACJA
OG0001012	sp|Q14123|PDE1C_HUMAN	tr|A0A8C5LI92|A0A8C5LI92_JACJA
OG0001013	sp|Q5VW00|DC122_HUMAN, sp|Q5VU92|DC121_HUMAN	tr|A0A8C5KZK9|A0A8C5KZK9_JACJA, tr|A0A8C5NW58|A0A8C5NW58_JACJA
OG0001014	sp|Q9NZM3|ITSN2_HUMAN	tr|A0A8C5NZP9|A0A8C5NZP9_JACJA
OG0001014	sp|Q15811|ITSN1_HUMAN	tr|A0A8C5KN39|A0A8C5KN39_JACJA
OG0001015	sp|Q9UDY6|TRI10_HUMAN, sp|Q9C019|TRI15_HUMAN, sp|Q6P9F5|TRI40_HUMAN	tr|A0A8C5JU89|A0A8C5JU89_JACJA
OG0001016	sp|O15498|YKT6_HUMAN	tr|A0A8C5P5R1|A0A8C5P5R1_JACJA, tr|A0A8C5NXA8|A0A8C5NXA8_JACJA, tr|A0A8C5K2D9|A0A8C5K2D9_JACJA
OG0001017	sp|P28370|SMCA1_HUMAN	tr|A0A8C5JZA5|A0A8C5JZA5_JACJA
OG0001017	sp|O60264|SMCA5_HUMAN	tr|A0A8C5KNK9|A0A8C5KNK9_JACJA
OG0001018	sp|P00747|PLMN_HUMAN, sp|Q16609|LPAL2_HUMAN, sp|P08519|APOA_HUMAN	tr|A0A8C5LGD4|A0A8C5LGD4_JACJA
OG0001019	sp|P15529|MCP_HUMAN, sp|P17927|CR1_HUMAN, sp|Q2VPA4|CR1L_HUMAN	tr|A0A8C5LEZ4|A0A8C5LEZ4_JACJA
OG0001020	sp|Q13367|AP3B2_HUMAN	tr|A0A8C5NV61|A0A8C5NV61_JACJA
OG0001020	sp|O00203|AP3B1_HUMAN	tr|A0A8C5KWK6|A0A8C5KWK6_JACJA
OG0001021	sp|Q8IUZ5|AT2L2_HUMAN	tr|A0A8C5KM28|A0A8C5KM28_JACJA
OG0001021	sp|Q8TBG4|AT2L1_HUMAN	tr|A0A8C5K654|A0A8C5K654_JACJA
OG0001022	sp|Q9P2E5|CHPF2_HUMAN	tr|A0A8C5K4L7|A0A8C5K4L7_JACJA
OG0001022	sp|Q8IZ52|CHSS2_HUMAN	tr|A0A8C5KL25|A0A8C5KL25_JACJA
OG0001023	sp|O60658|PDE8A_HUMAN	tr|A0A8C5KEL5|A0A8C5KEL5_JACJA
OG0001023	sp|O95263|PDE8B_HUMAN	tr|A0A8C5LIB0|A0A8C5LIB0_JACJA
OG0001024	sp|P0DI81|TPC2A_HUMAN, sp|P0DI82|TPC2B_HUMAN	tr|A0A8C5K1T4|A0A8C5K1T4_JACJA, tr|A0A8C5KBF0|A0A8C5KBF0_JACJA
OG0001025	sp|Q7RTZ1|OVCH2_HUMAN, sp|P17538|CTRB1_HUMAN, sp|Q6GPI1|CTRB2_HUMAN	tr|A0A8C5JV23|A0A8C5JV23_JACJA
OG0001026	sp|P46934|NEDD4_HUMAN	tr|A0A8C5LDM3|A0A8C5LDM3_JACJA
OG0001026	sp|Q96PU5|NED4L_HUMAN	tr|A0A8C5P3H1|A0A8C5P3H1_JACJA
OG0001027	sp|Q99611|SPS2_HUMAN	tr|A0A8C5KLA0|A0A8C5KLA0_JACJA
OG0001027	sp|P49903|SPS1_HUMAN	tr|A0A8C5L0W6|A0A8C5L0W6_JACJA
OG0001028	sp|Q15166|PON3_HUMAN	tr|A0A8C5KNE1|A0A8C5KNE1_JACJA
OG0001028	sp|Q15165|PON2_HUMAN	tr|A0A8C5KLK9|A0A8C5KLK9_JACJA
OG0001029	sp|Q16539|MK14_HUMAN	tr|A0A8C5KUC7|A0A8C5KUC7_JACJA
OG0001029	sp|Q15759|MK11_HUMAN	tr|A0A8C5LC88|A0A8C5LC88_JACJA
OG0001030	sp|Q6V1X1|DPP8_HUMAN	tr|A0A8C5KZG7|A0A8C5KZG7_JACJA
OG0001030	sp|Q86TI2|DPP9_HUMAN	tr|A0A8C5K603|A0A8C5K603_JACJA
OG0001031	sp|Q86U70|LDB1_HUMAN	tr|A0A8C5KB51|A0A8C5KB51_JACJA
OG0001031	sp|O43679|LDB2_HUMAN	tr|A0A8C5KP89|A0A8C5KP89_JACJA
OG0001032	sp|Q8IWA5|CTL2_HUMAN	tr|A0A8C5KC79|A0A8C5KC79_JACJA
OG0001032	sp|Q8NCS7|CTL5_HUMAN	tr|A0A8C5K062|A0A8C5K062_JACJA
OG0001033	sp|Q93088|BHMT1_HUMAN	tr|A0A8C5LEM3|A0A8C5LEM3_JACJA
OG0001033	sp|Q9H2M3|BHMT2_HUMAN	tr|A0A8C5KD40|A0A8C5KD40_JACJA
OG0001034	sp|Q9UBJ2|ABCD2_HUMAN	tr|A0A8C5K4Q4|A0A8C5K4Q4_JACJA
OG0001034	sp|P33897|ABCD1_HUMAN	tr|A0A8C5KF91|A0A8C5KF91_JACJA
OG0001035	sp|P17026|ZNF22_HUMAN, sp|Q6U7Q0|ZN322_HUMAN, sp|Q7Z3I7|ZN572_HUMAN	tr|A0A8C5NXQ1|A0A8C5NXQ1_JACJA
OG0001036	sp|Q8WZA2|RPGF4_HUMAN	tr|A0A8C5K3X1|A0A8C5K3X1_JACJA
OG0001036	sp|O95398|RPGF3_HUMAN	tr|A0A8C5L239|A0A8C5L239_JACJA
OG0001037	sp|Q9ULI2|RIMKB_HUMAN	tr|A0A8C5P2N7|A0A8C5P2N7_JACJA
OG0001037	sp|Q8IXN7|RIMKA_HUMAN	tr|A0A8C5KB19|A0A8C5KB19_JACJA
OG0001038	sp|Q12965|MYO1E_HUMAN	tr|A0A8C5K6T5|A0A8C5K6T5_JACJA
OG0001038	sp|O00160|MYO1F_HUMAN	tr|A0A8C5NVX7|A0A8C5NVX7_JACJA
OG0001039	sp|Q15543|TAF13_HUMAN	tr|A0A8C5KPU1|A0A8C5KPU1_JACJA, tr|A0A8C5KP05|A0A8C5KP05_JACJA, tr|A0A8C5P3K7|A0A8C5P3K7_JACJA
OG0001040	sp|Q96AC1|FERM2_HUMAN	tr|A0A8C5L4V5|A0A8C5L4V5_JACJA
OG0001040	sp|Q9BQL6|FERM1_HUMAN	tr|A0A8C5KDX9|A0A8C5KDX9_JACJA
OG0001041	sp|Q3KR37|ASTRB_HUMAN	tr|A0A8C5KDH2|A0A8C5KDH2_JACJA
OG0001041	sp|Q96CP6|ASTRA_HUMAN	tr|A0A8C5KJV0|A0A8C5KJV0_JACJA
OG0001042	sp|Q9BYG4|PAR6G_HUMAN	tr|A0A8C5KVY8|A0A8C5KVY8_JACJA
OG0001042	sp|Q9BYG5|PAR6B_HUMAN	tr|A0A8C5K354|A0A8C5K354_JACJA
OG0001043	sp|Q9UEE5|ST17A_HUMAN	tr|A0A8C5KE23|A0A8C5KE23_JACJA
OG0001043	sp|O94768|ST17B_HUMAN	tr|A0A8C5L202|A0A8C5L202_JACJA
OG0001044	sp|Q13394|MB211_HUMAN	tr|A0A8C5KHB6|A0A8C5KHB6_JACJA
OG0001044	sp|Q9Y586|MB212_HUMAN	tr|A0A8C5K2N1|A0A8C5K2N1_JACJA
OG0001045	sp|O75431|MTX2_HUMAN	tr|A0A8C5KLB3|A0A8C5KLB3_JACJA, tr|A0A8C5K7W2|A0A8C5K7W2_JACJA, tr|A0A8C5KLF4|A0A8C5KLF4_JACJA
OG0001046	sp|O95294|RASL1_HUMAN, sp|O43374|RASL2_HUMAN, sp|C9J798|RAS4B_HUMAN	tr|A0A8C5KVF2|A0A8C5KVF2_JACJA
OG0001047	sp|P59535|T2R40_HUMAN, sp|P59534|T2R39_HUMAN, sp|Q9NYW5|TA2R4_HUMAN	tr|A0A8C5KXZ4|A0A8C5KXZ4_JACJA
OG0001049	sp|Q96KE9|BTBD6_HUMAN	tr|A0A8C5L661|A0A8C5L661_JACJA
OG0001049	sp|Q9Y2F9|BTBD3_HUMAN	tr|A0A8C5P2F3|A0A8C5P2F3_JACJA
OG0001050	sp|Q63ZY6|NSN5C_HUMAN, sp|Q3KNT7|NSN5B_HUMAN, sp|Q96P11|NSUN5_HUMAN	tr|A0A8C5KC05|A0A8C5KC05_JACJA
OG0001051	sp|P33240|CSTF2_HUMAN	tr|A0A8C5L6M8|A0A8C5L6M8_JACJA
OG0001051	sp|Q9H0L4|CSTFT_HUMAN	tr|A0A8C5L4P9|A0A8C5L4P9_JACJA
OG0001052	sp|Q9H1J5|WNT8A_HUMAN	tr|A0A8C5KXP4|A0A8C5KXP4_JACJA
OG0001052	sp|Q93098|WNT8B_HUMAN	tr|A0A8C5KAG4|A0A8C5KAG4_JACJA
OG0001054	sp|P62068|UBP46_HUMAN	tr|A0A8C5KMM2|A0A8C5KMM2_JACJA
OG0001054	sp|O75317|UBP12_HUMAN	tr|A0A8C5L4C7|A0A8C5L4C7_JACJA
OG0001055	sp|Q08431|MFGM_HUMAN	tr|A0A8C5L552|A0A8C5L552_JACJA
OG0001055	sp|O43854|EDIL3_HUMAN	tr|A0A8C5KA77|A0A8C5KA77_JACJA
OG0001057	sp|Q8ND30|LIPB2_HUMAN	tr|A0A8C5P0R1|A0A8C5P0R1_JACJA
OG0001057	sp|Q86W92|LIPB1_HUMAN	tr|A0A8C5K7Z6|A0A8C5K7Z6_JACJA
OG0001058	sp|Q5JY77|GASP1_HUMAN	tr|A0A8C5LAN8|A0A8C5LAN8_JACJA
OG0001058	sp|Q96D09|GASP2_HUMAN	tr|A0A8C5KDA9|A0A8C5KDA9_JACJA
OG0001059	sp|Q9BQA9|CYBC1_HUMAN	tr|A0A8C5K806|A0A8C5K806_JACJA, tr|A0A8C5JX85|A0A8C5JX85_JACJA, tr|A0A8C5KCV7|A0A8C5KCV7_JACJA
OG0001060	sp|O75676|KS6A4_HUMAN	tr|A0A8C5NVN2|A0A8C5NVN2_JACJA
OG0001060	sp|O75582|KS6A5_HUMAN	tr|A0A8C5KLT6|A0A8C5KLT6_JACJA
OG0001061	sp|Q10981|FUT2_HUMAN, sp|P19526|FUT1_HUMAN	tr|A0A8C5KV28|A0A8C5KV28_JACJA, tr|A0A8C5KE08|A0A8C5KE08_JACJA
OG0001062	sp|P56703|WNT3_HUMAN	tr|A0A8C5L3W1|A0A8C5L3W1_JACJA
OG0001062	sp|P56704|WNT3A_HUMAN	tr|A0A8C5L6W1|A0A8C5L6W1_JACJA
OG0001063	sp|Q14832|GRM3_HUMAN	tr|A0A8C5P2T9|A0A8C5P2T9_JACJA
OG0001063	sp|Q14416|GRM2_HUMAN	tr|A0A8C5L276|A0A8C5L276_JACJA
OG0001064	sp|Q96N87|S6A18_HUMAN	tr|A0A8C5KKH7|A0A8C5KKH7_JACJA
OG0001064	sp|Q695T7|S6A19_HUMAN	tr|A0A8C5KEN9|A0A8C5KEN9_JACJA
OG0001065	sp|O95373|IPO7_HUMAN	tr|A0A8C5KYE3|A0A8C5KYE3_JACJA
OG0001065	sp|O15397|IPO8_HUMAN	tr|A0A8C5L990|A0A8C5L990_JACJA
OG0001066	sp|P24043|LAMA2_HUMAN	tr|A0A8C5P4S6|A0A8C5P4S6_JACJA
OG0001066	sp|P25391|LAMA1_HUMAN	tr|A0A8C5LLU5|A0A8C5LLU5_JACJA
OG0001067	sp|Q969G6|RIFK_HUMAN	tr|A0A8C5KGL1|A0A8C5KGL1_JACJA, tr|A0A8C5K1H2|A0A8C5K1H2_JACJA, tr|A0A8C5LKH0|A0A8C5LKH0_JACJA
OG0001068	sp|P61371|ISL1_HUMAN	tr|A0A8C5KTJ3|A0A8C5KTJ3_JACJA
OG0001068	sp|Q96A47|ISL2_HUMAN	tr|A0A8C5P277|A0A8C5P277_JACJA
OG0001069	sp|Q9GZQ6|NPFF1_HUMAN, sp|Q15760|GPR19_HUMAN, sp|Q9Y5X5|NPFF2_HUMAN	tr|A0A8C5LP59|A0A8C5LP59_JACJA
OG0001070	sp|A8MPP1|D11L8_HUMAN, sp|Q96FC9|DDX11_HUMAN, sp|Q92771|DDX12_HUMAN	tr|A0A8C5L055|A0A8C5L055_JACJA
OG0001071	sp|Q96QA6|YPEL2_HUMAN	tr|A0A8C5KH36|A0A8C5KH36_JACJA
OG0001071	sp|O60688|YPEL1_HUMAN	tr|A0A8C5LGW2|A0A8C5LGW2_JACJA
OG0001072	sp|P35227|PCGF2_HUMAN	tr|A0A8C5K9T9|A0A8C5K9T9_JACJA, tr|A0A8C5K8D4|A0A8C5K8D4_JACJA, tr|A0A8C5LGZ4|A0A8C5LGZ4_JACJA
OG0001073	sp|Q9UPQ7|PZRN3_HUMAN	tr|A0A8C5JZM9|A0A8C5JZM9_JACJA
OG0001073	sp|Q6ZMN7|PZRN4_HUMAN	tr|A0A8C5K121|A0A8C5K121_JACJA
OG0001074	sp|Q86T65|DAAM2_HUMAN	tr|A0A8C5KK95|A0A8C5KK95_JACJA
OG0001074	sp|Q9Y4D1|DAAM1_HUMAN	tr|A0A8C5L2I9|A0A8C5L2I9_JACJA
OG0001075	sp|Q14435|GALT3_HUMAN	tr|A0A8C5KQP3|A0A8C5KQP3_JACJA
OG0001075	sp|Q8NCL4|GALT6_HUMAN	tr|A0A8C5KUF3|A0A8C5KUF3_JACJA
OG0001076	sp|Q9ULK5|VANG2_HUMAN	tr|A0A8C5L777|A0A8C5L777_JACJA
OG0001076	sp|Q8TAA9|VANG1_HUMAN	tr|A0A8C5L825|A0A8C5L825_JACJA
OG0001077	sp|Q8WY21|SORC1_HUMAN	tr|A0A8C5LBM4|A0A8C5LBM4_JACJA
OG0001077	sp|Q9UPU3|SORC3_HUMAN	tr|A0A8C5KGN2|A0A8C5KGN2_JACJA
OG0001078	sp|Q96QB1|RHG07_HUMAN	tr|A0A8C5KS54|A0A8C5KS54_JACJA
OG0001078	sp|Q9Y3M8|STA13_HUMAN	tr|A0A8C5KSG0|A0A8C5KSG0_JACJA
OG0001079	sp|Q9H9S3|S61A2_HUMAN	tr|A0A8C5NXZ8|A0A8C5NXZ8_JACJA
OG0001079	sp|P61619|S61A1_HUMAN	tr|A0A8C5JU34|A0A8C5JU34_JACJA
OG0001080	sp|Q9UKI8|TLK1_HUMAN	tr|A0A8C5KZU9|A0A8C5KZU9_JACJA
OG0001080	sp|Q86UE8|TLK2_HUMAN	tr|A0A8C5KZP2|A0A8C5KZP2_JACJA
OG0001081	sp|O95475|SIX6_HUMAN, sp|E9PGG2|ANHX_HUMAN, sp|O95343|SIX3_HUMAN	tr|A0A8C5JYN0|A0A8C5JYN0_JACJA
OG0001082	sp|O43147|SGSM2_HUMAN	tr|A0A8C5KUL9|A0A8C5KUL9_JACJA
OG0001082	sp|Q2NKQ1|SGSM1_HUMAN	tr|A0A8C5LGZ5|A0A8C5LGZ5_JACJA
OG0001083	sp|P06865|HEXA_HUMAN	tr|A0A8C5K4J5|A0A8C5K4J5_JACJA
OG0001083	sp|P07686|HEXB_HUMAN	tr|A0A8C5LHH1|A0A8C5LHH1_JACJA
OG0001084	sp|Q96DR4|STAR4_HUMAN	tr|A0A8C5LHK8|A0A8C5LHK8_JACJA, tr|A0A8C5NZ50|A0A8C5NZ50_JACJA, tr|A0A8C5L7P1|A0A8C5L7P1_JACJA
OG0001085	sp|Q6ZN16|M3K15_HUMAN	tr|A0A8C5KFX1|A0A8C5KFX1_JACJA
OG0001085	sp|Q99683|M3K5_HUMAN	tr|A0A8C5KD82|A0A8C5KD82_JACJA
OG0001086	sp|Q8IV13|CCNJL_HUMAN, sp|Q5T7P6|TMM78_HUMAN, sp|F2Z398|LMO7D_HUMAN	tr|A0A8C5KPW3|A0A8C5KPW3_JACJA
OG0001087	sp|O14787|TNPO2_HUMAN	tr|A0A8C5KRN2|A0A8C5KRN2_JACJA
OG0001087	sp|Q92973|TNPO1_HUMAN	tr|A0A8C5K6B6|A0A8C5K6B6_JACJA
OG0001088	sp|Q04912|RON_HUMAN	tr|A0A8C5K455|A0A8C5K455_JACJA
OG0001088	sp|P08581|MET_HUMAN	tr|A0A8C5KE43|A0A8C5KE43_JACJA
OG0001089	sp|O60333|KIF1B_HUMAN	tr|A0A8C5KXE6|A0A8C5KXE6_JACJA
OG0001089	sp|Q12756|KIF1A_HUMAN	tr|A0A8C5P259|A0A8C5P259_JACJA
OG0001090	sp|Q96FL8|S47A1_HUMAN	tr|A0A8C5KPE8|A0A8C5KPE8_JACJA
OG0001090	sp|Q86VL8|S47A2_HUMAN	tr|A0A8C5KTM5|A0A8C5KTM5_JACJA
OG0001091	sp|Q96GX9|MTNB_HUMAN	tr|A0A8C5KAU4|A0A8C5KAU4_JACJA, tr|A0A8C5JWX8|A0A8C5JWX8_JACJA, tr|A0A8C5L908|A0A8C5L908_JACJA
OG0001092	sp|Q99829|CPNE1_HUMAN	tr|A0A8C5P580|A0A8C5P580_JACJA
OG0001092	sp|O75131|CPNE3_HUMAN	tr|A0A8C5KI23|A0A8C5KI23_JACJA
OG0001093	sp|Q5SZQ8|CELF3_HUMAN	tr|A0A8C5L7U2|A0A8C5L7U2_JACJA
OG0001093	sp|Q9BZC1|CELF4_HUMAN	tr|A0A8C5KQU6|A0A8C5KQU6_JACJA
OG0001094	sp|Q9NUM4|T106B_HUMAN	tr|A0A8C5KET5|A0A8C5KET5_JACJA
OG0001094	sp|Q9BVX2|T106C_HUMAN	tr|A0A8C5KQ67|A0A8C5KQ67_JACJA
OG0001095	sp|Q9H324|ATS10_HUMAN	tr|A0A8C5K945|A0A8C5K945_JACJA
OG0001095	sp|Q9UKP5|ATS6_HUMAN	tr|A0A8C5L9J7|A0A8C5L9J7_JACJA
OG0001096	sp|P60228|EIF3E_HUMAN	tr|A0A8C5L125|A0A8C5L125_JACJA, tr|A0A8C5KWE4|A0A8C5KWE4_JACJA, tr|A0A8C5K2R4|A0A8C5K2R4_JACJA
OG0001097	sp|Q13085|ACACA_HUMAN	tr|A0A8C5KUL4|A0A8C5KUL4_JACJA
OG0001097	sp|O00763|ACACB_HUMAN	tr|A0A8C5JWY7|A0A8C5JWY7_JACJA
OG0001098	sp|Q96EK6|GNA1_HUMAN	tr|A0A8C5K206|A0A8C5K206_JACJA, tr|A0A8C5LDP2|A0A8C5LDP2_JACJA, tr|A0A8C5P4M8|A0A8C5P4M8_JACJA
OG0001099	sp|Q9HBI1|PARVB_HUMAN	tr|A0A8C5K529|A0A8C5K529_JACJA
