Orthogroup	Homo_sapiens	Otolemur_garnettii
OG0000828	sp|Q96PB7|NOE3_HUMAN	tr|H0XV76|H0XV76_OTOGA
OG0000829	sp|A3KN83|SBNO1_HUMAN	tr|H0X3F9|H0X3F9_OTOGA
OG0000829	sp|Q9Y2G9|SBNO2_HUMAN	tr|H0XP80|H0XP80_OTOGA
OG0000830	sp|O60568|PLOD3_HUMAN	tr|H0XM72|H0XM72_OTOGA
OG0000830	sp|O00469|PLOD2_HUMAN	tr|H0X1I8|H0X1I8_OTOGA
OG0000831	sp|O14958|CASQ2_HUMAN	tr|H0XB59|H0XB59_OTOGA
OG0000831	sp|P31415|CASQ1_HUMAN	tr|H0XJ85|H0XJ85_OTOGA
OG0000832	sp|P33947|ERD22_HUMAN	tr|H0XV11|H0XV11_OTOGA
OG0000832	sp|P24390|ERD21_HUMAN	tr|H0WSL7|H0WSL7_OTOGA
OG0000833	sp|Q5TGJ6|HDGL1_HUMAN	tr|H0XQV6|H0XQV6_OTOGA
OG0000833	sp|P51858|HDGF_HUMAN	tr|H0XY45|H0XY45_OTOGA
OG0000834	sp|Q05BV3|EMAL5_HUMAN	tr|H0WRZ3|H0WRZ3_OTOGA
OG0000834	sp|Q6ZMW3|EMAL6_HUMAN	tr|H0XPD2|H0XPD2_OTOGA
OG0000835	sp|Q07020|RL18_HUMAN	tr|H0WN09|H0WN09_OTOGA, tr|H0XVW3|H0XVW3_OTOGA, tr|H0Y2E3|H0Y2E3_OTOGA
OG0000836	sp|Q13043|STK4_HUMAN	sp|A4K2Q5|STK4_OTOGA
OG0000836	sp|Q13188|STK3_HUMAN	tr|H0XF62|H0XF62_OTOGA
OG0000837	sp|Q5VWG9|TAF3_HUMAN	tr|H0XJZ3|H0XJZ3_OTOGA, tr|H0XQP6|H0XQP6_OTOGA, tr|H0XHI2|H0XHI2_OTOGA
OG0000838	sp|Q8TDW0|LRC8C_HUMAN	tr|H0WRG8|H0WRG8_OTOGA
OG0000838	sp|Q6NSJ5|LRC8E_HUMAN	tr|H0X7V3|H0X7V3_OTOGA
OG0000839	sp|Q9BYR7|KRA32_HUMAN, sp|Q9BYR6|KRA33_HUMAN	tr|H0XZ98|H0XZ98_OTOGA, tr|H0XS98|H0XS98_OTOGA
OG0000840	sp|P30613|KPYR_HUMAN	tr|H0XTM8|H0XTM8_OTOGA
OG0000840	sp|P14618|KPYM_HUMAN	tr|H0WZJ3|H0WZJ3_OTOGA
OG0000841	sp|Q13613|MTMR1_HUMAN	tr|H0WXM3|H0WXM3_OTOGA
OG0000841	sp|Q13614|MTMR2_HUMAN	tr|H0WST7|H0WST7_OTOGA
OG0000842	sp|Q15283|RASA2_HUMAN	tr|H0WKT4|H0WKT4_OTOGA
OG0000842	sp|Q14644|RASA3_HUMAN	tr|H0X3P3|H0X3P3_OTOGA
OG0000843	sp|Q5T5C0|STXB5_HUMAN	tr|H0X147|H0X147_OTOGA
OG0000843	sp|Q9Y2K9|STB5L_HUMAN	tr|H0XE06|H0XE06_OTOGA
OG0000844	sp|Q9UPZ6|THS7A_HUMAN	tr|H0X7S0|H0X7S0_OTOGA
OG0000844	sp|Q9C0I4|THS7B_HUMAN	tr|H0XH02|H0XH02_OTOGA
OG0000845	sp|Q9Y6B2|EID1_HUMAN	tr|H0Y1L3|H0Y1L3_OTOGA, tr|H0XST8|H0XST8_OTOGA, tr|H0XVV8|H0XVV8_OTOGA
OG0000846	sp|O15541|R113A_HUMAN	tr|H0XZF5|H0XZF5_OTOGA
OG0000846	sp|Q8IZP6|R113B_HUMAN	tr|H0XPX4|H0XPX4_OTOGA
OG0000847	sp|Q495T6|MMEL1_HUMAN	tr|H0WNI6|H0WNI6_OTOGA
OG0000847	sp|P08473|NEP_HUMAN	tr|H0X3Q5|H0X3Q5_OTOGA
OG0000848	sp|P48739|PIPNB_HUMAN	tr|H0WGB3|H0WGB3_OTOGA
OG0000848	sp|Q00169|PIPNA_HUMAN	tr|H0WTM8|H0WTM8_OTOGA
OG0000849	sp|Q5MAI5|CDKL4_HUMAN	tr|H0WHP5|H0WHP5_OTOGA
OG0000849	sp|Q00532|CDKL1_HUMAN	tr|H0XAY3|H0XAY3_OTOGA
OG0000850	sp|Q16515|ASIC2_HUMAN	tr|H0XDB2|H0XDB2_OTOGA
OG0000850	sp|P78348|ASIC1_HUMAN	tr|H0WQE0|H0WQE0_OTOGA
OG0000851	sp|A0A2R8YFL7|OSP4A_HUMAN, sp|Q86WS3|OOSP2_HUMAN, sp|Q9HBJ0|PLAC1_HUMAN	tr|H0XMT8|H0XMT8_OTOGA
OG0000852	sp|O95461|LARG1_HUMAN	tr|H0WH59|H0WH59_OTOGA
OG0000852	sp|Q8N3Y3|LARG2_HUMAN	tr|H0X777|H0X777_OTOGA
OG0000853	sp|A0A0B4J249|TVA5_HUMAN, sp|A0A0B4J235|TVAM2_HUMAN, sp|A0A0B4J241|TVAM1_HUMAN	tr|H0XJ97|H0XJ97_OTOGA
OG0000854	sp|O75444|MAF_HUMAN	tr|H0XVU9|H0XVU9_OTOGA
OG0000854	sp|Q9Y5Q3|MAFB_HUMAN	tr|H0XUM7|H0XUM7_OTOGA
OG0000855	sp|Q92903|CDS1_HUMAN	tr|H0XV83|H0XV83_OTOGA
OG0000855	sp|O95674|CDS2_HUMAN	tr|H0X3G3|H0X3G3_OTOGA
OG0000856	sp|P61018|RAB4B_HUMAN	tr|H0XYI0|H0XYI0_OTOGA
OG0000856	sp|P20338|RAB4A_HUMAN	tr|H0WYB0|H0WYB0_OTOGA
OG0000858	sp|Q9H1M0|N62CL_HUMAN	tr|H0XM25|H0XM25_OTOGA
OG0000858	sp|P37198|NUP62_HUMAN	tr|H0Y1A9|H0Y1A9_OTOGA
OG0000859	sp|Q3C1V0|M4A18_HUMAN, sp|Q9BY19|M4A8_HUMAN	tr|H0XHH0|H0XHH0_OTOGA, tr|H0XG05|H0XG05_OTOGA
OG0000860	sp|O95198|KLHL2_HUMAN	tr|H0X083|H0X083_OTOGA
OG0000860	sp|Q9UH77|KLHL3_HUMAN	tr|H0X7T7|H0X7T7_OTOGA
OG0000861	sp|O94832|MYO1D_HUMAN	tr|H0XDA9|H0XDA9_OTOGA
OG0000861	sp|B0I1T2|MYO1G_HUMAN	tr|H0WG72|H0WG72_OTOGA
OG0000862	sp|O00329|PK3CD_HUMAN	tr|H0XCZ2|H0XCZ2_OTOGA
OG0000862	sp|P42338|PK3CB_HUMAN	tr|H0WP19|H0WP19_OTOGA
OG0000863	sp|Q9BYZ6|RHBT2_HUMAN	tr|H0XBY1|H0XBY1_OTOGA
OG0000863	sp|O94844|RHBT1_HUMAN	tr|H0WGV5|H0WGV5_OTOGA
OG0000864	sp|P27361|MK03_HUMAN	tr|H0XRG7|H0XRG7_OTOGA
OG0000864	sp|P28482|MK01_HUMAN	tr|H0WZV9|H0WZV9_OTOGA
OG0000865	sp|P55916|UCP3_HUMAN	tr|H0XNS2|H0XNS2_OTOGA
OG0000865	sp|P55851|UCP2_HUMAN	tr|H0WJ64|H0WJ64_OTOGA
OG0000866	sp|Q86WG5|MTMRD_HUMAN	tr|H0X3K5|H0X3K5_OTOGA
OG0000866	sp|O95248|MTMR5_HUMAN	tr|H0XFB8|H0XFB8_OTOGA
OG0000867	sp|Q01650|LAT1_HUMAN, sp|Q9GIP4|LAT1L_HUMAN, sp|Q8MH63|LAT1N_HUMAN	tr|H0XUD9|H0XUD9_OTOGA
OG0000868	sp|Q9BWF3|RBM4_HUMAN	tr|H0XDR0|H0XDR0_OTOGA
OG0000868	sp|Q9BQ04|RBM4B_HUMAN	tr|H0XDR2|H0XDR2_OTOGA
OG0000869	sp|Q86Y38|XYLT1_HUMAN	tr|H0X8M9|H0X8M9_OTOGA
OG0000869	sp|Q9H1B5|XYLT2_HUMAN	tr|H0XI41|H0XI41_OTOGA
OG0000870	sp|Q9HBH9|MKNK2_HUMAN	tr|H0WXK7|H0WXK7_OTOGA
OG0000870	sp|Q9BUB5|MKNK1_HUMAN	tr|H0XB76|H0XB76_OTOGA
OG0000871	sp|Q9UHI5|LAT2_HUMAN	tr|H0X082|H0X082_OTOGA
OG0000871	sp|Q9NS82|AAA1_HUMAN	tr|H0XKP7|H0XKP7_OTOGA
OG0000873	sp|P35247|SFTPD_HUMAN, sp|Q8IWL2|SFTA1_HUMAN, sp|Q8IWL1|SFPA2_HUMAN	tr|H0WYK2|H0WYK2_OTOGA
OG0000874	sp|Q96A23|CPNE4_HUMAN	tr|H0XER1|H0XER1_OTOGA
OG0000874	sp|Q9UBL6|CPNE7_HUMAN	tr|H0WHU0|H0WHU0_OTOGA
OG0000875	sp|Q96LI5|CNO6L_HUMAN	tr|H0X684|H0X684_OTOGA
OG0000875	sp|Q9ULM6|CNOT6_HUMAN	tr|H0Y1H7|H0Y1H7_OTOGA
OG0000876	sp|Q9UQR0|SCML2_HUMAN	tr|H0X6Y5|H0X6Y5_OTOGA
OG0000876	sp|Q96GD3|SCMH1_HUMAN	tr|H0XD64|H0XD64_OTOGA
OG0000878	sp|Q8NCU7|C2C4A_HUMAN, sp|A6NLJ0|C2C4B_HUMAN	tr|H0XLL3|H0XLL3_OTOGA, tr|H0Y044|H0Y044_OTOGA
OG0000879	sp|Q9UFD9|RIM3A_HUMAN, sp|A6NNM3|RIM3B_HUMAN, sp|A6NJZ7|RIM3C_HUMAN	tr|H0XIM5|H0XIM5_OTOGA
OG0000880	sp|Q01581|HMCS1_HUMAN	tr|H0WZW0|H0WZW0_OTOGA
OG0000880	sp|P54868|HMCS2_HUMAN	tr|H0WH94|H0WH94_OTOGA
OG0000881	sp|Q13402|MYO7A_HUMAN	tr|H0XGB1|H0XGB1_OTOGA
OG0000881	sp|Q6PIF6|MYO7B_HUMAN	tr|H0Y0I6|H0Y0I6_OTOGA
OG0000882	sp|Q6B0I6|KDM4D_HUMAN, sp|B2RXH2|KDM4E_HUMAN, tr|A0A1W2PPD8|A0A1W2PPD8_HUMAN	tr|H0XPH5|H0XPH5_OTOGA
OG0000883	sp|Q7Z3S7|CA2D4_HUMAN	tr|H0WHZ2|H0WHZ2_OTOGA
OG0000883	sp|Q8IZS8|CA2D3_HUMAN	tr|H0Y1M5|H0Y1M5_OTOGA
OG0000884	sp|Q8IVL1|NAV2_HUMAN	tr|H0XBI4|H0XBI4_OTOGA
OG0000884	sp|Q8IVL0|NAV3_HUMAN	tr|H0X325|H0X325_OTOGA
OG0000885	sp|O75962|TRIO_HUMAN	tr|H0XAV6|H0XAV6_OTOGA
OG0000885	sp|O60229|KALRN_HUMAN	tr|H0XCS3|H0XCS3_OTOGA
OG0000886	sp|Q9Y4J8|DTNA_HUMAN	tr|H0XEB8|H0XEB8_OTOGA
OG0000886	sp|O60941|DTNB_HUMAN	tr|H0WVE0|H0WVE0_OTOGA
OG0000887	sp|Q8N3Z0|PRS35_HUMAN	tr|H0XXC6|H0XXC6_OTOGA
OG0000887	sp|O95084|PRS23_HUMAN	tr|H0Y2E7|H0Y2E7_OTOGA
OG0000888	sp|O00423|EMAL1_HUMAN	tr|H0X629|H0X629_OTOGA
OG0000888	sp|O95834|EMAL2_HUMAN	tr|H0XKN7|H0XKN7_OTOGA
OG0000889	sp|P42229|STA5A_HUMAN	tr|H0WIR6|H0WIR6_OTOGA
OG0000889	sp|P51692|STA5B_HUMAN	tr|H0XH20|H0XH20_OTOGA
OG0000890	sp|A6NM45|CLD24_HUMAN, sp|Q8N7P3|CLD22_HUMAN, sp|C9JDP6|CLD25_HUMAN	tr|H0XIH9|H0XIH9_OTOGA
OG0000891	sp|Q8NDA2|HMCN2_HUMAN	tr|H0XHF8|H0XHF8_OTOGA
OG0000891	sp|Q96RW7|HMCN1_HUMAN	tr|H0XAK9|H0XAK9_OTOGA
OG0000892	sp|Q76N89|HECW1_HUMAN	tr|H0X935|H0X935_OTOGA
OG0000892	sp|Q9P2P5|HECW2_HUMAN	tr|H0WM43|H0WM43_OTOGA
OG0000893	sp|O43759|SNG1_HUMAN, sp|O43760|SNG2_HUMAN, sp|A8MWL6|SNG2L_HUMAN	tr|H0X766|H0X766_OTOGA
OG0000894	sp|P25098|ARBK1_HUMAN	tr|H0X349|H0X349_OTOGA
OG0000894	sp|P35626|ARBK2_HUMAN	tr|H0WMT1|H0WMT1_OTOGA
OG0000895	sp|Q16798|MAON_HUMAN	tr|H0XA73|H0XA73_OTOGA
OG0000895	sp|P48163|MAOX_HUMAN	tr|H0XB68|H0XB68_OTOGA
OG0000896	sp|Q00610|CLH1_HUMAN	tr|H0XW44|H0XW44_OTOGA
OG0000896	sp|P53675|CLH2_HUMAN	tr|H0WIF6|H0WIF6_OTOGA
OG0000897	sp|P13807|GYS1_HUMAN	tr|H0WWG4|H0WWG4_OTOGA
OG0000897	sp|P54840|GYS2_HUMAN	tr|H0WQM6|H0WQM6_OTOGA
OG0000898	sp|P50416|CPT1A_HUMAN	tr|H0WWZ2|H0WWZ2_OTOGA
OG0000898	sp|Q92523|CPT1B_HUMAN	tr|H0WIJ2|H0WIJ2_OTOGA
OG0000899	sp|P0C628|O5AC1_HUMAN	tr|H0XT02|H0XT02_OTOGA
OG0000899	sp|Q9NZP5|O5AC2_HUMAN	tr|H0XJQ4|H0XJQ4_OTOGA
OG0000900	sp|O75610|LFTY1_HUMAN, sp|O00292|LFTY2_HUMAN	tr|H0XI62|H0XI62_OTOGA, tr|H0WLJ0|H0WLJ0_OTOGA
OG0000901	sp|O43252|PAPS1_HUMAN	tr|H0X8C1|H0X8C1_OTOGA
OG0000901	sp|O95340|PAPS2_HUMAN	tr|H0XAD6|H0XAD6_OTOGA
OG0000902	sp|Q14541|HNF4G_HUMAN	tr|H0X361|H0X361_OTOGA
OG0000902	sp|P41235|HNF4A_HUMAN	tr|H0XQQ8|H0XQQ8_OTOGA
OG0000903	sp|Q9UF02|CCG5_HUMAN	tr|H0X9H4|H0X9H4_OTOGA
OG0000903	sp|P62955|CCG7_HUMAN	tr|B5FWA7|B5FWA7_OTOGA
OG0000904	sp|Q13619|CUL4A_HUMAN	tr|B4USY1|B4USY1_OTOGA
OG0000904	sp|Q13620|CUL4B_HUMAN	tr|H0WIA1|H0WIA1_OTOGA
OG0000905	sp|Q6IE36|OVOS2_HUMAN, tr|A0A0G2JMS6|A0A0G2JMS6_HUMAN, sp|Q6IE37|OVOS1_HUMAN	tr|H0XV65|H0XV65_OTOGA
OG0000906	sp|Q76B58|BRNP3_HUMAN	tr|H0X784|H0X784_OTOGA
OG0000906	sp|Q9C0B6|BRNP2_HUMAN	tr|H0WN01|H0WN01_OTOGA
OG0000907	sp|Q9BS92|NPS3B_HUMAN	tr|H0WZX0|H0WZX0_OTOGA
OG0000907	sp|Q9UFN0|NPS3A_HUMAN	tr|H0WZW8|H0WZW8_OTOGA
OG0000908	sp|Q9ULU8|CAPS1_HUMAN	tr|H0WXR3|H0WXR3_OTOGA
OG0000908	sp|Q86UW7|CAPS2_HUMAN	tr|H0WL84|H0WL84_OTOGA
OG0000909	sp|O94973|AP2A2_HUMAN	tr|H0WJL5|H0WJL5_OTOGA
OG0000909	sp|O95782|AP2A1_HUMAN	tr|H0XFI2|H0XFI2_OTOGA
OG0000910	sp|Q16696|CP2AD_HUMAN, sp|P11509|CP2A6_HUMAN, sp|P20853|CP2A7_HUMAN	tr|H0WXZ3|H0WXZ3_OTOGA
OG0000912	sp|Q9H596|DUS21_HUMAN	tr|H0XDG5|H0XDG5_OTOGA
OG0000912	sp|Q8NEJ0|DUS18_HUMAN	tr|H0WSW7|H0WSW7_OTOGA
OG0000913	sp|Q9UBN4|TRPC4_HUMAN	tr|H0X3X4|H0X3X4_OTOGA
OG0000913	sp|Q9UL62|TRPC5_HUMAN	tr|H0WT76|H0WT76_OTOGA
OG0000914	sp|Q8IVH8|M4K3_HUMAN	tr|H0WHP6|H0WHP6_OTOGA
OG0000914	sp|Q9Y4K4|M4K5_HUMAN	tr|H0X3R7|H0X3R7_OTOGA
OG0000915	sp|Q9Y5K2|KLK4_HUMAN	tr|H0XRN5|H0XRN5_OTOGA, tr|H0WND0|H0WND0_OTOGA, tr|H0WX91|H0WX91_OTOGA
OG0000916	sp|O60469|DSCAM_HUMAN	tr|H0XEB7|H0XEB7_OTOGA
OG0000916	sp|Q8TD84|DSCL1_HUMAN	tr|H0WUA8|H0WUA8_OTOGA
OG0000917	sp|P41594|GRM5_HUMAN	tr|H0WNI8|H0WNI8_OTOGA
OG0000917	sp|Q13255|GRM1_HUMAN	tr|H0XG75|H0XG75_OTOGA
OG0000918	sp|O75037|KI21B_HUMAN	tr|H0WJH3|H0WJH3_OTOGA
OG0000918	sp|Q7Z4S6|KI21A_HUMAN	tr|H0WHQ6|H0WHQ6_OTOGA
OG0000919	sp|B4DU55|ZN879_HUMAN	tr|H0XXC1|H0XXC1_OTOGA
OG0000919	sp|Q86Y25|Z354C_HUMAN	tr|H0X420|H0X420_OTOGA
OG0000920	sp|Q96FV3|TSN17_HUMAN	tr|H0Y2B8|H0Y2B8_OTOGA
OG0000920	sp|P62079|TSN5_HUMAN	tr|H0WTU7|H0WTU7_OTOGA
OG0000921	sp|Q9H0Q0|CYRIA_HUMAN	tr|H0X047|H0X047_OTOGA
OG0000921	sp|Q9NUQ9|CYRIB_HUMAN	tr|H0WK19|H0WK19_OTOGA
OG0000922	sp|P24941|CDK2_HUMAN	tr|H0WVH2|H0WVH2_OTOGA
OG0000922	sp|Q00526|CDK3_HUMAN	tr|H0WJP7|H0WJP7_OTOGA
OG0000923	sp|Q14574|DSC3_HUMAN	tr|H0X6E3|H0X6E3_OTOGA
OG0000923	sp|Q02487|DSC2_HUMAN	tr|H0X255|H0X255_OTOGA
OG0000924	sp|Q7Z2H8|S36A1_HUMAN	tr|H0XDR5|H0XDR5_OTOGA
OG0000924	sp|Q495M3|S36A2_HUMAN	tr|H0X4L6|H0X4L6_OTOGA
OG0000925	sp|Q7Z4N2|TRPM1_HUMAN	tr|H0XF92|H0XF92_OTOGA
OG0000925	sp|Q9HCF6|TRPM3_HUMAN	tr|H0WUC4|H0WUC4_OTOGA
OG0000926	sp|Q9NZN1|IRPL1_HUMAN	tr|H0X9X2|H0X9X2_OTOGA
OG0000926	sp|Q9NP60|IRPL2_HUMAN	tr|H0WM45|H0WM45_OTOGA
OG0000927	sp|Q9UNW9|NOVA2_HUMAN	tr|H0XRZ7|H0XRZ7_OTOGA
OG0000927	sp|P51513|NOVA1_HUMAN	tr|H0XHR0|H0XHR0_OTOGA
OG0000928	sp|O43868|S28A2_HUMAN	tr|H0X0L8|H0X0L8_OTOGA
OG0000928	sp|O00337|S28A1_HUMAN	tr|H0XAN3|H0XAN3_OTOGA
OG0000929	sp|P30154|2AAB_HUMAN	tr|H0X7E8|H0X7E8_OTOGA
OG0000929	sp|P30153|2AAA_HUMAN	tr|H0X994|H0X994_OTOGA
OG0000930	sp|P63244|RACK1_HUMAN	tr|H0XC76|H0XC76_OTOGA
OG0000930	sp|Q8N0X2|SPG16_HUMAN	tr|H0XSZ0|H0XSZ0_OTOGA
OG0000931	sp|Q8WU68|U2AF4_HUMAN	tr|H0XFH8|H0XFH8_OTOGA
OG0000931	sp|Q01081|U2AF1_HUMAN	tr|H0XWU6|H0XWU6_OTOGA
OG0000932	sp|Q01085|TIAR_HUMAN	tr|H0X4S2|H0X4S2_OTOGA
OG0000932	sp|P31483|TIA1_HUMAN	tr|H0X302|H0X302_OTOGA
OG0000933	sp|P54750|PDE1A_HUMAN	tr|H0X6S9|H0X6S9_OTOGA
OG0000933	sp|Q14123|PDE1C_HUMAN	tr|H0WP51|H0WP51_OTOGA
OG0000934	sp|A6NH21|SERC4_HUMAN	tr|H0XV69|H0XV69_OTOGA
OG0000934	sp|Q86VE9|SERC5_HUMAN	tr|H0XCQ8|H0XCQ8_OTOGA
OG0000935	sp|Q8NGD0|OR4M1_HUMAN, sp|Q8NGB6|OR4M2_HUMAN, sp|A0A0X1KG70|ORM2B_HUMAN	tr|H0WW78|H0WW78_OTOGA
OG0000936	sp|Q93074|MED12_HUMAN	tr|H0WZM3|H0WZM3_OTOGA
OG0000936	sp|Q86YW9|MD12L_HUMAN	tr|H0WLT3|H0WLT3_OTOGA
OG0000937	sp|Q15811|ITSN1_HUMAN	tr|H0XE46|H0XE46_OTOGA
OG0000937	sp|Q9NZM3|ITSN2_HUMAN	tr|H0WK51|H0WK51_OTOGA
OG0000938	sp|P28370|SMCA1_HUMAN	tr|H0WPT9|H0WPT9_OTOGA
OG0000938	sp|O60264|SMCA5_HUMAN	tr|H0X136|H0X136_OTOGA
OG0000939	sp|P00747|PLMN_HUMAN, sp|P08519|APOA_HUMAN, sp|Q16609|LPAL2_HUMAN	tr|H0XRY6|H0XRY6_OTOGA
OG0000940	sp|Q2VPA4|CR1L_HUMAN, sp|P20023|CR2_HUMAN, sp|P17927|CR1_HUMAN	tr|H0XZP6|H0XZP6_OTOGA
OG0000941	sp|O00203|AP3B1_HUMAN	tr|H0WK49|H0WK49_OTOGA
OG0000941	sp|Q13367|AP3B2_HUMAN	tr|H0X2P9|H0X2P9_OTOGA
OG0000942	sp|Q8TBG4|AT2L1_HUMAN	tr|H0WUV8|H0WUV8_OTOGA
OG0000942	sp|Q8IUZ5|AT2L2_HUMAN	tr|H0XGG6|H0XGG6_OTOGA
OG0000943	sp|Q9H2X3|CLC4M_HUMAN, sp|Q9NNX6|CD209_HUMAN	tr|H0XUL8|H0XUL8_OTOGA, tr|H0WZM7|H0WZM7_OTOGA
OG0000944	sp|O60658|PDE8A_HUMAN	tr|H0XAN9|H0XAN9_OTOGA
OG0000944	sp|O95263|PDE8B_HUMAN	tr|H0WV86|H0WV86_OTOGA
OG0000945	sp|P09972|ALDOC_HUMAN	tr|H0WVL2|H0WVL2_OTOGA
OG0000945	sp|P04075|ALDOA_HUMAN	tr|H0X592|H0X592_OTOGA
OG0000946	sp|P0DI81|TPC2A_HUMAN, sp|P0DI82|TPC2B_HUMAN	tr|H0WLM6|H0WLM6_OTOGA, tr|H0XUX0|H0XUX0_OTOGA
OG0000947	sp|Q6GPI1|CTRB2_HUMAN, sp|P17538|CTRB1_HUMAN	tr|H0WJV5|H0WJV5_OTOGA, tr|H0WJV9|H0WJV9_OTOGA
OG0000948	sp|P20591|MX1_HUMAN	tr|H0X0Q9|H0X0Q9_OTOGA
OG0000948	sp|P20592|MX2_HUMAN	tr|H0WV21|H0WV21_OTOGA
OG0000949	sp|P51993|FUT6_HUMAN, sp|Q11128|FUT5_HUMAN, sp|P21217|FUT3_HUMAN	tr|H0XFM3|H0XFM3_OTOGA
OG0000950	sp|Q16539|MK14_HUMAN	tr|H0WLI7|H0WLI7_OTOGA
OG0000950	sp|Q15759|MK11_HUMAN	tr|H0XAN7|H0XAN7_OTOGA
OG0000951	sp|Q6V1X1|DPP8_HUMAN	tr|H0X9J1|H0X9J1_OTOGA
OG0000951	sp|Q86TI2|DPP9_HUMAN	tr|H0WWU8|H0WWU8_OTOGA
OG0000952	sp|O43679|LDB2_HUMAN	tr|H0WKR9|H0WKR9_OTOGA
OG0000952	sp|Q86U70|LDB1_HUMAN	tr|H0XF60|H0XF60_OTOGA
OG0000953	sp|Q8NCS7|CTL5_HUMAN	tr|H0WI80|H0WI80_OTOGA
OG0000953	sp|Q8IWA5|CTL2_HUMAN	tr|H0XK10|H0XK10_OTOGA
OG0000954	sp|Q8NGT0|O13C9_HUMAN, sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGS9|O13C2_HUMAN	tr|H0XHM1|H0XHM1_OTOGA
OG0000955	sp|Q96HJ3|CCD34_HUMAN	tr|H0XMA7|H0XMA7_OTOGA, tr|H0XLL2|H0XLL2_OTOGA, tr|H0X8Z7|H0X8Z7_OTOGA
OG0000956	sp|Q93088|BHMT1_HUMAN	tr|H0WUZ8|H0WUZ8_OTOGA
OG0000956	sp|Q9H2M3|BHMT2_HUMAN	tr|H0WYW1|H0WYW1_OTOGA
OG0000957	sp|Q9UBJ2|ABCD2_HUMAN	tr|H0XY49|H0XY49_OTOGA
OG0000957	sp|P33897|ABCD1_HUMAN	tr|H0XZ95|H0XZ95_OTOGA
OG0000958	sp|Q9Y2H1|ST38L_HUMAN	tr|H0XPR6|H0XPR6_OTOGA
OG0000958	sp|Q15208|STK38_HUMAN	tr|H0WGJ5|H0WGJ5_OTOGA
OG0000959	sp|Q9NYW8|RBAK_HUMAN	tr|H0WV91|H0WV91_OTOGA
OG0000959	sp|P17014|ZNF12_HUMAN	tr|H0XSW0|H0XSW0_OTOGA
OG0000960	sp|P50395|GDIB_HUMAN	tr|H0WR78|H0WR78_OTOGA
OG0000960	sp|P31150|GDIA_HUMAN	tr|B5FW95|B5FW95_OTOGA
OG0000961	sp|Q8TE02|ELP5_HUMAN	tr|H0WHH0|H0WHH0_OTOGA, tr|H0WPT2|H0WPT2_OTOGA, tr|H0XR32|H0XR32_OTOGA
OG0000962	sp|O00160|MYO1F_HUMAN	tr|H0XTE2|H0XTE2_OTOGA
OG0000962	sp|Q12965|MYO1E_HUMAN	tr|H0X7Y5|H0X7Y5_OTOGA
OG0000963	sp|Q86Y22|CONA1_HUMAN	tr|H0XGH4|H0XGH4_OTOGA
OG0000963	sp|Q9BXS0|COPA1_HUMAN	tr|H0WUW4|H0WUW4_OTOGA
OG0000965	sp|Q5U5X8|F222A_HUMAN, sp|Q8WU58|F222B_HUMAN	tr|H0XHJ7|H0XHJ7_OTOGA, tr|H0XLK8|H0XLK8_OTOGA
OG0000966	sp|Q9BQL6|FERM1_HUMAN	tr|H0X839|H0X839_OTOGA
OG0000966	sp|Q96AC1|FERM2_HUMAN	tr|H0X1R4|H0X1R4_OTOGA
OG0000967	sp|Q99595|TI17A_HUMAN	tr|H0WTM6|H0WTM6_OTOGA
OG0000967	sp|O60830|TI17B_HUMAN	tr|H0X0W5|H0X0W5_OTOGA
OG0000968	sp|Q96N96|SPT13_HUMAN	tr|H0WNP2|H0WNP2_OTOGA
OG0000968	sp|Q9NR80|ARHG4_HUMAN	tr|H0XDE8|H0XDE8_OTOGA
OG0000969	sp|Q9Y262|EIF3L_HUMAN	tr|H0Y1E0|H0Y1E0_OTOGA, tr|H0Y2C6|H0Y2C6_OTOGA, tr|H0XTY3|H0XTY3_OTOGA
OG0000970	sp|Q13394|MB211_HUMAN	tr|H0WRS4|H0WRS4_OTOGA
OG0000970	sp|Q9Y586|MB212_HUMAN	tr|H0XNV4|H0XNV4_OTOGA
OG0000971	sp|P51677|CCR3_HUMAN	tr|H0XVP1|H0XVP1_OTOGA
OG0000971	sp|P32246|CCR1_HUMAN	tr|H0WYK7|H0WYK7_OTOGA
OG0000972	sp|P51589|CP2J2_HUMAN	tr|H0XIH3|H0XIH3_OTOGA, tr|H0XVE0|H0XVE0_OTOGA, tr|H0XMG8|H0XMG8_OTOGA
OG0000973	sp|P59534|T2R39_HUMAN, sp|Q9NYW5|TA2R4_HUMAN, sp|P59535|T2R40_HUMAN	tr|H0XJ56|H0XJ56_OTOGA
OG0000974	sp|Q8N7G0|PO5F2_HUMAN, sp|Q06416|P5F1B_HUMAN, sp|Q01860|PO5F1_HUMAN	tr|H0WGU3|H0WGU3_OTOGA
OG0000975	sp|Q8NHW4|CC4L_HUMAN, tr|A0A0G2JLY3|A0A0G2JLY3_HUMAN, sp|P13236|CCL4_HUMAN	tr|H0XV88|H0XV88_OTOGA
OG0000976	sp|Q9Y2F9|BTBD3_HUMAN	tr|H0XCL8|H0XCL8_OTOGA
OG0000976	sp|Q96KE9|BTBD6_HUMAN	tr|H0XT00|H0XT00_OTOGA
OG0000977	sp|Q3KNT7|NSN5B_HUMAN, sp|Q63ZY6|NSN5C_HUMAN, sp|Q96P11|NSUN5_HUMAN	tr|H0XMI1|H0XMI1_OTOGA
