Orthogroup	Homo_sapiens	Panthera_leo
OG0001206	sp|O95190|OAZ2_HUMAN	tr|A0A8C8X9D8|A0A8C8X9D8_PANLE
OG0001206	sp|P54368|OAZ1_HUMAN	tr|A0A8C8WPR6|A0A8C8WPR6_PANLE
OG0001207	sp|Q66K14|TBC9B_HUMAN	tr|A0A8C8WFC4|A0A8C8WFC4_PANLE
OG0001207	sp|Q6ZT07|TBCD9_HUMAN	tr|A0A8C8XJD0|A0A8C8XJD0_PANLE
OG0001208	sp|Q9BWV7|TTLL2_HUMAN	tr|A0A8C8WQN0|A0A8C8WQN0_PANLE
OG0001208	sp|O95922|TTLL1_HUMAN	tr|A0A8C8XQI9|A0A8C8XQI9_PANLE
OG0001209	sp|P11233|RALA_HUMAN	tr|A0A8C8XG80|A0A8C8XG80_PANLE
OG0001209	sp|P11234|RALB_HUMAN	tr|A0A8C8X376|A0A8C8X376_PANLE
OG0001210	sp|Q6VN20|RBP10_HUMAN	tr|A0A8C8XWY1|A0A8C8XWY1_PANLE
OG0001210	sp|Q96S59|RANB9_HUMAN	tr|A0A8C8XSA4|A0A8C8XSA4_PANLE
OG0001211	sp|Q9BYT8|NEUL_HUMAN	tr|A0A8C8WRX7|A0A8C8WRX7_PANLE
OG0001211	sp|P52888|THOP1_HUMAN	tr|A0A8C9D1W5|A0A8C9D1W5_PANLE
OG0001212	sp|Q9Y237|PIN4_HUMAN	tr|A0A8C8Y4S4|A0A8C8Y4S4_PANLE, tr|A0A8C8XBP4|A0A8C8XBP4_PANLE, tr|A0A8C8XR81|A0A8C8XR81_PANLE
OG0001213	sp|Q96DX8|RTP4_HUMAN	tr|A0A8C9DBL8|A0A8C9DBL8_PANLE
OG0001213	sp|Q9BQQ7|RTP3_HUMAN	tr|A0A8C8WGA3|A0A8C8WGA3_PANLE
OG0001214	sp|P09467|F16P1_HUMAN	tr|A0A8C8X3X8|A0A8C8X3X8_PANLE
OG0001214	sp|O00757|F16P2_HUMAN	tr|A0A8C8X424|A0A8C8X424_PANLE
OG0001215	sp|P06732|KCRM_HUMAN	tr|A0A8C9D252|A0A8C9D252_PANLE
OG0001215	sp|P12277|KCRB_HUMAN	tr|A0A8C8WUT5|A0A8C8WUT5_PANLE
OG0001216	sp|Q9UK17|KCND3_HUMAN	tr|A0A8C8YA56|A0A8C8YA56_PANLE
OG0001216	sp|Q9NZV8|KCND2_HUMAN	tr|A0A8C8WME1|A0A8C8WME1_PANLE
OG0001217	sp|Q9P1P4|TAAR3_HUMAN	tr|A0A8C8Y9P8|A0A8C8Y9P8_PANLE
OG0001217	sp|Q9P1P5|TAAR2_HUMAN	tr|A0A8C8YDC4|A0A8C8YDC4_PANLE
OG0001218	sp|Q9UPN3|MACF1_HUMAN	tr|A0A8C8XX51|A0A8C8XX51_PANLE
OG0001218	sp|Q03001|DYST_HUMAN	tr|A0A8C8WXH0|A0A8C8WXH0_PANLE
OG0001219	sp|B1AKI9|ISM1_HUMAN	tr|A0A8C8WIS0|A0A8C8WIS0_PANLE
OG0001219	sp|Q6H9L7|ISM2_HUMAN	tr|A0A8C8WK40|A0A8C8WK40_PANLE
OG0001220	sp|Q9HC56|PCDH9_HUMAN, sp|Q9BZA8|PC11Y_HUMAN, sp|Q9BZA7|PC11X_HUMAN	tr|A0A8C9D4Z8|A0A8C9D4Z8_PANLE
OG0001221	sp|O76082|S22A5_HUMAN	tr|A0A8C8WHA6|A0A8C8WHA6_PANLE
OG0001221	sp|Q9H015|S22A4_HUMAN	tr|A0A8C8WGH5|A0A8C8WGH5_PANLE
OG0001222	sp|O15344|TRI18_HUMAN	tr|A0A8C8Y249|A0A8C8Y249_PANLE
OG0001222	sp|Q9UJV3|TRIM1_HUMAN	tr|A0A8C8XSX6|A0A8C8XSX6_PANLE
OG0001223	sp|P14598|NCF1_HUMAN, sp|A8MVU1|NCF1C_HUMAN, sp|A6NI72|NCF1B_HUMAN	tr|A0A8C8XZN8|A0A8C8XZN8_PANLE
OG0001224	sp|P41743|KPCI_HUMAN	tr|A0A8C8XB15|A0A8C8XB15_PANLE
OG0001224	sp|Q05513|KPCZ_HUMAN	tr|A0A8C8XBH1|A0A8C8XBH1_PANLE
OG0001225	sp|Q86V97|KBTB6_HUMAN	tr|A0A8C8XCC2|A0A8C8XCC2_PANLE
OG0001225	sp|Q8WVZ9|KBTB7_HUMAN	tr|A0A8C8XIA4|A0A8C8XIA4_PANLE
OG0001226	sp|P83105|HTRA4_HUMAN	tr|A0A8C9D012|A0A8C9D012_PANLE
OG0001226	sp|Q92743|HTRA1_HUMAN	tr|A0A8C9D9K4|A0A8C9D9K4_PANLE
OG0001228	sp|P15382|KCNE1_HUMAN, tr|A0A087WU88|A0A087WU88_HUMAN, sp|A0A087WTH5|KCE1B_HUMAN	tr|A0A8C9D3M7|A0A8C9D3M7_PANLE
OG0001229	sp|P29803|ODPAT_HUMAN	tr|A0A8C8XTD6|A0A8C8XTD6_PANLE
OG0001229	sp|P08559|ODPA_HUMAN	tr|A0A8C8Y218|A0A8C8Y218_PANLE
OG0001230	sp|Q8TE60|ATS18_HUMAN	tr|A0A8C8XWT0|A0A8C8XWT0_PANLE
OG0001230	sp|Q8TE57|ATS16_HUMAN	tr|A0A8C8WLU1|A0A8C8WLU1_PANLE
OG0001231	sp|Q15561|TEAD4_HUMAN	tr|A0A8C8XFN3|A0A8C8XFN3_PANLE
OG0001231	sp|P28347|TEAD1_HUMAN	tr|A0A8C8X2J9|A0A8C8X2J9_PANLE
OG0001232	sp|Q15369|ELOC_HUMAN	tr|A0A8C9CXK4|A0A8C9CXK4_PANLE, tr|A0A8C8Y5M7|A0A8C8Y5M7_PANLE, tr|A0A8C8WN98|A0A8C8WN98_PANLE
OG0001233	sp|Q8TB72|PUM2_HUMAN	tr|A0A8C8WPK9|A0A8C8WPK9_PANLE
OG0001233	sp|Q14671|PUM1_HUMAN	tr|A0A8C8X6G6|A0A8C8X6G6_PANLE
OG0001234	sp|Q96G75|RMD5B_HUMAN	tr|A0A8C9CVM7|A0A8C9CVM7_PANLE
OG0001234	sp|Q9H871|RMD5A_HUMAN	tr|A0A8C8WDI3|A0A8C8WDI3_PANLE
OG0001235	sp|G3V0H7|SO1B7_HUMAN, sp|Q9NPD5|SO1B3_HUMAN, sp|Q9Y6L6|SO1B1_HUMAN	tr|A0A8C8WKT1|A0A8C8WKT1_PANLE
OG0001236	sp|O14770|MEIS2_HUMAN	tr|A0A8C8WG96|A0A8C8WG96_PANLE
OG0001236	sp|O00470|MEIS1_HUMAN	tr|A0A8C8XJT9|A0A8C8XJT9_PANLE
OG0001237	sp|P20839|IMDH1_HUMAN	tr|A0A8C8XF80|A0A8C8XF80_PANLE
OG0001237	sp|P12268|IMDH2_HUMAN	tr|A0A8C8XNG6|A0A8C8XNG6_PANLE
OG0001238	sp|P16562|CRIS2_HUMAN	tr|A0A8C8WHQ9|A0A8C8WHQ9_PANLE
OG0001238	sp|P54108|CRIS3_HUMAN	tr|A0A8C8WGG5|A0A8C8WGG5_PANLE
OG0001239	sp|Q9Y4L5|RN115_HUMAN	tr|A0A8C8XQA6|A0A8C8XQA6_PANLE
OG0001239	sp|Q9BV68|RN126_HUMAN	tr|A0A8C8WT08|A0A8C8WT08_PANLE
OG0001240	sp|Q13231|CHIT1_HUMAN	tr|A0A8C9DBF2|A0A8C9DBF2_PANLE
OG0001240	sp|Q12889|OVGP1_HUMAN	tr|A0A8C8WQL9|A0A8C8WQL9_PANLE
OG0001241	sp|O14682|ENC1_HUMAN	tr|A0A8C8WGZ2|A0A8C8WGZ2_PANLE
OG0001241	sp|Q9H0H3|KLH25_HUMAN	tr|A0A8C8YA09|A0A8C8YA09_PANLE
OG0001242	sp|O95140|MFN2_HUMAN	tr|A0A8C8WVM9|A0A8C8WVM9_PANLE
OG0001242	sp|Q8IWA4|MFN1_HUMAN	tr|A0A8C9D7M9|A0A8C9D7M9_PANLE
OG0001243	sp|P48730|KC1D_HUMAN	tr|A0A8C8XGX0|A0A8C8XGX0_PANLE
OG0001243	sp|P49674|KC1E_HUMAN	tr|A0A8C8WLD0|A0A8C8WLD0_PANLE
OG0001244	sp|Q8TD30|ALAT2_HUMAN	tr|A0A8C8XH70|A0A8C8XH70_PANLE
OG0001244	sp|P24298|ALAT1_HUMAN	tr|A0A8C8Y9P0|A0A8C8Y9P0_PANLE
OG0001245	sp|Q12999|TSN31_HUMAN	tr|A0A8C8X1H9|A0A8C8X1H9_PANLE
OG0001245	sp|O95857|TSN13_HUMAN	tr|A0A8C8WP86|A0A8C8WP86_PANLE
OG0001246	sp|Q14982|OPCM_HUMAN	tr|A0A8C8XDB2|A0A8C8XDB2_PANLE
OG0001246	sp|Q9P121|NTRI_HUMAN	tr|A0A8C8XIN0|A0A8C8XIN0_PANLE
OG0001247	sp|Q9UIA9|XPO7_HUMAN	tr|A0A8C8WAW8|A0A8C8WAW8_PANLE
OG0001247	sp|Q9H2T7|RBP17_HUMAN	tr|A0A8C9D628|A0A8C9D628_PANLE
OG0001248	sp|P99999|CYC_HUMAN	tr|A0A8C8WXY3|A0A8C8WXY3_PANLE, tr|A0A8C8X2M0|A0A8C8X2M0_PANLE, tr|A0A8C8WL77|A0A8C8WL77_PANLE
OG0001249	sp|O43390|HNRPR_HUMAN	tr|A0A8C8X121|A0A8C8X121_PANLE
OG0001249	sp|O60506|HNRPQ_HUMAN	tr|A0A8C8XJK0|A0A8C8XJK0_PANLE
OG0001250	sp|Q08170|SRSF4_HUMAN	tr|A0A8C8X446|A0A8C8X446_PANLE
OG0001250	sp|Q13247|SRSF6_HUMAN	tr|A0A8C8WJI3|A0A8C8WJI3_PANLE
OG0001251	sp|P29558|RBMS1_HUMAN	tr|A0A8C9D976|A0A8C9D976_PANLE
OG0001251	sp|Q15434|RBMS2_HUMAN	tr|A0A8C8X4F3|A0A8C8X4F3_PANLE
OG0001252	sp|Q49AN0|CRY2_HUMAN	tr|A0A8C9D4C3|A0A8C9D4C3_PANLE
OG0001252	sp|Q16526|CRY1_HUMAN	tr|A0A8C9DCC8|A0A8C9DCC8_PANLE
OG0001253	sp|Q9P0M6|H2AW_HUMAN	tr|A0A8C8XED8|A0A8C8XED8_PANLE
OG0001253	sp|O75367|H2AY_HUMAN	tr|A0A8C8WAC0|A0A8C8WAC0_PANLE
OG0001254	sp|Q9HCE7|SMUF1_HUMAN	tr|A0A8C8Y756|A0A8C8Y756_PANLE
OG0001254	sp|Q9HAU4|SMUF2_HUMAN	tr|A0A8C8XBV0|A0A8C8XBV0_PANLE
OG0001255	sp|Q15695|U2AFL_HUMAN, sp|Q15696|U2AFM_HUMAN	tr|A0A8C8XN65|A0A8C8XN65_PANLE, tr|A0A8C8Y0T0|A0A8C8Y0T0_PANLE
OG0001256	sp|Q5VUY2|ADCL4_HUMAN	tr|A0A8C8WU11|A0A8C8WU11_PANLE
OG0001256	sp|Q5VUY0|ADCL3_HUMAN	tr|A0A8C8WTV9|A0A8C8WTV9_PANLE
OG0001257	sp|Q14155|ARHG7_HUMAN	tr|A0A8C8WKW2|A0A8C8WKW2_PANLE
OG0001257	sp|Q15052|ARHG6_HUMAN	tr|A0A8C8X0R9|A0A8C8X0R9_PANLE
OG0001258	sp|Q9NPJ8|NXT2_HUMAN	tr|A0A8C8XQT8|A0A8C8XQT8_PANLE
OG0001258	sp|Q9UKK6|NXT1_HUMAN	tr|A0A8C8WB36|A0A8C8WB36_PANLE
OG0001259	sp|Q96S37|S22AC_HUMAN	tr|A0A8C8XHU4|A0A8C8XHU4_PANLE
OG0001259	sp|Q9NSA0|S22AB_HUMAN	tr|A0A8C8XGP0|A0A8C8XGP0_PANLE
OG0001260	sp|O43306|ADCY6_HUMAN	tr|A0A8C8X6T4|A0A8C8X6T4_PANLE
OG0001260	sp|O95622|ADCY5_HUMAN	tr|A0A8C8X3B9|A0A8C8X3B9_PANLE
OG0001261	sp|P48426|PI42A_HUMAN	tr|A0A8C8Y4C8|A0A8C8Y4C8_PANLE
OG0001261	sp|P78356|PI42B_HUMAN	tr|A0A8C8WXS2|A0A8C8WXS2_PANLE
OG0001262	sp|Q6P5Q4|LMOD2_HUMAN	tr|A0A8C8WT35|A0A8C8WT35_PANLE
OG0001262	sp|Q0VAK6|LMOD3_HUMAN	tr|A0A8C8WGI8|A0A8C8WGI8_PANLE
OG0001263	sp|P07737|PROF1_HUMAN	tr|A0A8C8XPT2|A0A8C8XPT2_PANLE, tr|A0A8C8WE12|A0A8C8WE12_PANLE, tr|A0A8C8XTP1|A0A8C8XTP1_PANLE
OG0001264	sp|Q8TDQ7|GNPI2_HUMAN	tr|A0A8C8WDS7|A0A8C8WDS7_PANLE
OG0001264	sp|P46926|GNPI1_HUMAN	tr|A0A8C8W928|A0A8C8W928_PANLE
OG0001265	sp|Q32M45|ANO4_HUMAN	tr|A0A8C8XVZ6|A0A8C8XVZ6_PANLE
OG0001265	sp|Q9BYT9|ANO3_HUMAN	tr|A0A8C8Y3V7|A0A8C8Y3V7_PANLE
OG0001266	sp|P02792|FRIL_HUMAN	tr|A0A8C8X0S6|A0A8C8X0S6_PANLE, tr|A0A8C8X6P2|A0A8C8X6P2_PANLE, tr|A0A8C8XAX9|A0A8C8XAX9_PANLE
OG0001267	sp|Q13547|HDAC1_HUMAN	tr|A0A8C8WSA9|A0A8C8WSA9_PANLE
OG0001267	sp|Q92769|HDAC2_HUMAN	tr|A0A8C8WKG4|A0A8C8WKG4_PANLE
OG0001268	sp|Q9Y2Y0|AR2BP_HUMAN	tr|A0A8C8XWK3|A0A8C8XWK3_PANLE, tr|A0A8C8WKA3|A0A8C8WKA3_PANLE, tr|A0A8C8X513|A0A8C8X513_PANLE
OG0001269	sp|O00244|ATOX1_HUMAN	tr|A0A8C8W9Z0|A0A8C8W9Z0_PANLE, tr|A0A8C9CZU3|A0A8C9CZU3_PANLE, tr|A0A8C8WIZ8|A0A8C8WIZ8_PANLE
OG0001270	sp|O75106|AOC2_HUMAN	tr|A0A8C8XS25|A0A8C8XS25_PANLE
OG0001270	sp|Q16853|AOC3_HUMAN	tr|A0A8C8XHC4|A0A8C8XHC4_PANLE
OG0001271	sp|Q6ZUT9|DEN5B_HUMAN	tr|A0A8C8Y0A7|A0A8C8Y0A7_PANLE
OG0001271	sp|Q6IQ26|DEN5A_HUMAN	tr|A0A8C8WZH8|A0A8C8WZH8_PANLE
OG0001272	sp|Q8TDC3|BRSK1_HUMAN	tr|A0A8C8XYJ0|A0A8C8XYJ0_PANLE
OG0001272	sp|Q8IWQ3|BRSK2_HUMAN	tr|A0A8C8XZ78|A0A8C8XZ78_PANLE
OG0001273	sp|Q7Z460|CLAP1_HUMAN	tr|A0A8C8X805|A0A8C8X805_PANLE
OG0001273	sp|O75122|CLAP2_HUMAN	tr|A0A8C8WUG9|A0A8C8WUG9_PANLE
OG0001274	sp|O14576|DC1I1_HUMAN	tr|A0A8C8Y1B8|A0A8C8Y1B8_PANLE
OG0001274	sp|Q13409|DC1I2_HUMAN	tr|A0A8C8Y876|A0A8C8Y876_PANLE
OG0001275	sp|O95271|TNKS1_HUMAN	tr|A0A8C8WC88|A0A8C8WC88_PANLE
OG0001275	sp|Q9H2K2|TNKS2_HUMAN	tr|A0A8C8XMZ0|A0A8C8XMZ0_PANLE
OG0001276	sp|Q9HB90|RRAGC_HUMAN	tr|A0A8C8XXR6|A0A8C8XXR6_PANLE
OG0001276	sp|Q9NQL2|RRAGD_HUMAN	tr|A0A8C8XU48|A0A8C8XU48_PANLE
OG0001277	sp|Q6N043|Z280D_HUMAN	tr|A0A8C8WD51|A0A8C8WD51_PANLE
OG0001277	sp|Q8ND82|Z280C_HUMAN	tr|A0A8C8XMV3|A0A8C8XMV3_PANLE
OG0001278	sp|P51532|SMCA4_HUMAN	tr|A0A8C8XA42|A0A8C8XA42_PANLE
OG0001278	sp|P51531|SMCA2_HUMAN	tr|A0A8C9D9J4|A0A8C9D9J4_PANLE
OG0001279	sp|Q13972|RGRF1_HUMAN	tr|A0A8C8X7F1|A0A8C8X7F1_PANLE
OG0001279	sp|O14827|RGRF2_HUMAN	tr|A0A8C8W960|A0A8C8W960_PANLE
OG0001280	sp|Q9C026|TRIM9_HUMAN	tr|A0A8C8WGF5|A0A8C8WGF5_PANLE
OG0001280	sp|Q6ZTA4|TRI67_HUMAN	tr|A0A8C8Y0B3|A0A8C8Y0B3_PANLE
OG0001281	sp|Q9H1H9|KI13A_HUMAN	tr|A0A8C8Y6H1|A0A8C8Y6H1_PANLE
OG0001281	sp|Q9NQT8|KI13B_HUMAN	tr|A0A8C8W9L4|A0A8C8W9L4_PANLE
OG0001282	sp|P25024|CXCR1_HUMAN, sp|P25025|CXCR2_HUMAN	tr|A0A8C8Y392|A0A8C8Y392_PANLE, tr|A0A8C8YBC3|A0A8C8YBC3_PANLE
OG0001283	sp|Q6UXF7|CL18B_HUMAN, sp|Q8NCF0|CL18C_HUMAN, sp|A5D8T8|CL18A_HUMAN	tr|A0A8C8XSG3|A0A8C8XSG3_PANLE
OG0001284	sp|Q9Y3B1|PLD3B_HUMAN	tr|A0A8C8W939|A0A8C8W939_PANLE, tr|A0A8C8XYJ6|A0A8C8XYJ6_PANLE, tr|A0A8C8XI48|A0A8C8XI48_PANLE
OG0001285	sp|O15442|MPPD1_HUMAN	tr|A0A8C8XVM8|A0A8C8XVM8_PANLE
OG0001285	sp|Q15777|MPPD2_HUMAN	tr|A0A8C8WRJ2|A0A8C8WRJ2_PANLE
OG0001286	sp|Q10567|AP1B1_HUMAN	tr|A0A8C8X763|A0A8C8X763_PANLE
OG0001286	sp|P63010|AP2B1_HUMAN	tr|A0A8C8Y800|A0A8C8Y800_PANLE
OG0001287	sp|P02814|SMR3B_HUMAN, sp|Q99935|PROL1_HUMAN, sp|Q99954|SMR3A_HUMAN	tr|A0A8C8XZM6|A0A8C8XZM6_PANLE
OG0001289	sp|O95925|EPPI_HUMAN	tr|A0A8C8W9U1|A0A8C8W9U1_PANLE, tr|A0A8C8WNU2|A0A8C8WNU2_PANLE, tr|A0A8C8W9Q0|A0A8C8W9Q0_PANLE
OG0001290	sp|P61981|1433G_HUMAN	tr|A0A8C8YF27|A0A8C8YF27_PANLE
OG0001290	sp|Q04917|1433F_HUMAN	tr|A0A8C8Y8F2|A0A8C8Y8F2_PANLE
OG0001291	sp|Q4VC39|HIG2B_HUMAN, sp|Q9BW72|HIG2A_HUMAN	tr|A0A8C8XMY0|A0A8C8XMY0_PANLE, tr|A0A8C8XEL2|A0A8C8XEL2_PANLE
OG0001292	sp|Q96PG1|M4A4E_HUMAN	tr|A0A8C8WQ96|A0A8C8WQ96_PANLE
OG0001292	sp|Q96JQ5|M4A4A_HUMAN	tr|A0A8C8WQD1|A0A8C8WQD1_PANLE
OG0001293	sp|P41221|WNT5A_HUMAN	tr|A0A8C8WQ57|A0A8C8WQ57_PANLE
OG0001293	sp|Q9H1J7|WNT5B_HUMAN	tr|A0A8C8X742|A0A8C8X742_PANLE
OG0001294	sp|O60488|ACSL4_HUMAN	tr|A0A8C8XW30|A0A8C8XW30_PANLE
OG0001294	sp|O95573|ACSL3_HUMAN	tr|A0A8C9DC27|A0A8C9DC27_PANLE
OG0001295	sp|Q8TBQ9|KISHA_HUMAN	tr|A0A8C8XFV3|A0A8C8XFV3_PANLE, tr|A0A8C9D066|A0A8C9D066_PANLE, tr|A0A8C9DAI9|A0A8C9DAI9_PANLE
OG0001296	sp|Q5TDH0|DDI2_HUMAN	tr|A0A8C8WNP3|A0A8C8WNP3_PANLE
OG0001296	sp|Q8WTU0|DDI1_HUMAN	tr|A0A8C8Y1L5|A0A8C8Y1L5_PANLE
OG0001297	sp|P39059|COFA1_HUMAN	tr|A0A8C8X2X2|A0A8C8X2X2_PANLE
OG0001297	sp|P39060|COIA1_HUMAN	tr|A0A8C8Y213|A0A8C8Y213_PANLE
OG0001298	sp|Q96JJ3|ELMO2_HUMAN	tr|A0A8C8WDZ7|A0A8C8WDZ7_PANLE
OG0001298	sp|Q92556|ELMO1_HUMAN	tr|A0A8C8WG33|A0A8C8WG33_PANLE
OG0001299	sp|O15121|DEGS1_HUMAN	tr|A0A8C8Y9V7|A0A8C8Y9V7_PANLE
OG0001299	sp|Q6QHC5|DEGS2_HUMAN	tr|A0A8C8X0Z9|A0A8C8X0Z9_PANLE
OG0001300	sp|Q15124|PGM5_HUMAN	tr|A0A8C8XNG4|A0A8C8XNG4_PANLE
OG0001300	sp|P36871|PGM1_HUMAN	tr|A0A8C8WXH5|A0A8C8WXH5_PANLE
OG0001301	sp|Q8N142|PURA1_HUMAN	tr|A0A8C8WUM9|A0A8C8WUM9_PANLE
OG0001301	sp|P30520|PURA2_HUMAN	tr|A0A8C8X360|A0A8C8X360_PANLE
OG0001302	sp|P62306|RUXF_HUMAN	tr|A0A8C8WYN4|A0A8C8WYN4_PANLE, tr|A0A8C8XVN2|A0A8C8XVN2_PANLE, tr|A0A8C8XFL9|A0A8C8XFL9_PANLE
OG0001303	sp|Q9H7F0|AT133_HUMAN, sp|Q4VNC1|AT134_HUMAN, sp|Q4VNC0|AT135_HUMAN	tr|A0A8C8XJ02|A0A8C8XJ02_PANLE
OG0001304	sp|Q9NPA2|MMP25_HUMAN	tr|A0A8C8YF20|A0A8C8YF20_PANLE
OG0001304	sp|Q9ULZ9|MMP17_HUMAN	tr|A0A8C8YBL6|A0A8C8YBL6_PANLE
OG0001305	sp|P18507|GBRG2_HUMAN	tr|A0A8C8WHR1|A0A8C8WHR1_PANLE
OG0001305	sp|Q8N1C3|GBRG1_HUMAN	tr|A0A8C8WE19|A0A8C8WE19_PANLE
OG0001306	sp|Q92564|DCNL4_HUMAN	tr|A0A8C8WJD7|A0A8C8WJD7_PANLE
OG0001306	sp|Q9BTE7|DCNL5_HUMAN	tr|A0A8C8XZX0|A0A8C8XZX0_PANLE
OG0001307	sp|P31153|METK2_HUMAN	tr|A0A8C9CYE5|A0A8C9CYE5_PANLE
OG0001307	sp|Q00266|METK1_HUMAN	tr|A0A8C8X366|A0A8C8X366_PANLE
OG0001308	sp|P19793|RXRA_HUMAN	tr|A0A8C8Y905|A0A8C8Y905_PANLE
OG0001308	sp|P48443|RXRG_HUMAN	tr|A0A8C8XUZ1|A0A8C8XUZ1_PANLE
OG0001309	sp|Q92830|KAT2A_HUMAN	tr|A0A8C8WTX4|A0A8C8WTX4_PANLE
OG0001309	sp|Q92831|KAT2B_HUMAN	tr|A0A8C8WYX9|A0A8C8WYX9_PANLE
OG0001310	sp|P55283|CADH4_HUMAN	tr|A0A8C9D7F9|A0A8C9D7F9_PANLE
OG0001310	sp|P19022|CADH2_HUMAN	tr|A0A8C9DC79|A0A8C9DC79_PANLE
OG0001311	sp|Q8NGQ4|O10Q1_HUMAN	tr|A0A8C8X7M1|A0A8C8X7M1_PANLE, tr|A0A8C8XD70|A0A8C8XD70_PANLE, tr|A0A8C8WR44|A0A8C8WR44_PANLE
OG0001312	sp|Q01105|SET_HUMAN, sp|P0DME0|SETLP_HUMAN	tr|A0A8C8XQJ3|A0A8C8XQJ3_PANLE, tr|A0A8C9DC87|A0A8C9DC87_PANLE
OG0001313	sp|P21397|AOFA_HUMAN	tr|A0A8C8YCE1|A0A8C8YCE1_PANLE
OG0001313	sp|P27338|AOFB_HUMAN	tr|A0A8C8YEK1|A0A8C8YEK1_PANLE
OG0001314	sp|Q8TCQ1|MARH1_HUMAN	tr|A0A8C8WHS6|A0A8C8WHS6_PANLE
OG0001314	sp|Q5T0T0|MARH8_HUMAN	tr|A0A8C8Y2P5|A0A8C8Y2P5_PANLE
OG0001315	sp|Q92793|CBP_HUMAN	tr|A0A8C8WVU8|A0A8C8WVU8_PANLE
OG0001315	sp|Q09472|EP300_HUMAN	tr|A0A8C8X921|A0A8C8X921_PANLE
OG0001316	sp|Q9UEW8|STK39_HUMAN	tr|A0A8C9D394|A0A8C9D394_PANLE
OG0001316	sp|O95747|OXSR1_HUMAN	tr|A0A8C8X2H1|A0A8C8X2H1_PANLE
OG0001317	sp|P39023|RL3_HUMAN	tr|A0A8C8WMG5|A0A8C8WMG5_PANLE
OG0001317	sp|Q92901|RL3L_HUMAN	tr|A0A8C8XII2|A0A8C8XII2_PANLE
OG0001318	sp|Q5JSL3|DOC11_HUMAN	tr|A0A8C8YAB5|A0A8C8YAB5_PANLE
OG0001318	sp|Q9BZ29|DOCK9_HUMAN	tr|A0A8C8WBQ1|A0A8C8WBQ1_PANLE
OG0001319	sp|Q96HN2|SAHH3_HUMAN	tr|A0A8C8XTJ5|A0A8C8XTJ5_PANLE
OG0001319	sp|O43865|SAHH2_HUMAN	tr|A0A8C9D1T5|A0A8C9D1T5_PANLE
OG0001320	sp|Q8NB49|AT11C_HUMAN	tr|A0A8C9D2D6|A0A8C9D2D6_PANLE
OG0001320	sp|P98196|AT11A_HUMAN	tr|A0A8C8WKB6|A0A8C8WKB6_PANLE
OG0001321	sp|P61266|STX1B_HUMAN	tr|A0A8C8XRK5|A0A8C8XRK5_PANLE
OG0001321	sp|Q16623|STX1A_HUMAN	tr|A0A8C8YAK3|A0A8C8YAK3_PANLE
OG0001322	sp|Q8NGS0|OR1N1_HUMAN, sp|Q8NH92|OR1S1_HUMAN, sp|Q8NGQ3|OR1S2_HUMAN	tr|A0A8C8XBV1|A0A8C8XBV1_PANLE
OG0001323	sp|Q8NH90|O5AK2_HUMAN, sp|Q8NH89|O5AK3_HUMAN	tr|A0A8C8X1J7|A0A8C8X1J7_PANLE, tr|A0A8C9D345|A0A8C9D345_PANLE
OG0001324	sp|Q02880|TOP2B_HUMAN	tr|A0A8C8WUQ9|A0A8C8WUQ9_PANLE
OG0001324	sp|P11388|TOP2A_HUMAN	tr|A0A8C8XGC6|A0A8C8XGC6_PANLE
OG0001325	sp|P62304|RUXE_HUMAN	tr|A0A8C8W8V8|A0A8C8W8V8_PANLE, tr|A0A8C8XNC7|A0A8C8XNC7_PANLE, tr|A0A8C8Y5Z3|A0A8C8Y5Z3_PANLE
OG0001326	sp|Q9ULQ0|STRP2_HUMAN	tr|A0A8C8XSD2|A0A8C8XSD2_PANLE
OG0001326	sp|Q5VSL9|STRP1_HUMAN	tr|A0A8C8WR42|A0A8C8WR42_PANLE
OG0001327	sp|O60741|HCN1_HUMAN	tr|A0A8C8WBY0|A0A8C8WBY0_PANLE
OG0001327	sp|Q9UL51|HCN2_HUMAN	tr|A0A8C8WQ12|A0A8C8WQ12_PANLE
OG0001328	sp|Q9BRR0|ZKSC3_HUMAN, sp|Q969J2|ZKSC4_HUMAN	tr|A0A8C8XUQ2|A0A8C8XUQ2_PANLE, tr|A0A8C8XUB9|A0A8C8XUB9_PANLE
OG0001329	sp|P56134|ATPK_HUMAN	tr|A0A8C8Y8Y7|A0A8C8Y8Y7_PANLE, tr|A0A8C8WHK2|A0A8C8WHK2_PANLE, tr|A0A8C8WLI3|A0A8C8WLI3_PANLE
OG0001330	sp|Q9Y2T2|AP3M1_HUMAN	tr|A0A8C8XQT6|A0A8C8XQT6_PANLE
OG0001330	sp|P53677|AP3M2_HUMAN	tr|A0A8C8WG55|A0A8C8WG55_PANLE
OG0001331	sp|Q7Z4Y8|AT5L2_HUMAN, sp|O75964|ATP5L_HUMAN	tr|A0A8C8WXC7|A0A8C8WXC7_PANLE, tr|A0A8C8Y984|A0A8C8Y984_PANLE
OG0001332	sp|Q99457|NP1L3_HUMAN	tr|A0A8C8Y2N8|A0A8C8Y2N8_PANLE
OG0001332	sp|P55209|NP1L1_HUMAN	tr|A0A8C8WFH6|A0A8C8WFH6_PANLE
OG0001333	sp|Q9NRW4|DUS22_HUMAN	tr|A0A8C8XSJ9|A0A8C8XSJ9_PANLE
