Orthogroup	Homo_sapiens	Carlito_syrichta
OG0000976	sp|Q6PIL6|KCIP4_HUMAN	tr|A0A1U7SXG4|A0A1U7SXG4_CARSF
OG0000977	sp|Q9Y383|LC7L2_HUMAN	tr|A0A3Q0DRU9|A0A3Q0DRU9_CARSF
OG0000977	sp|Q9NQ29|LUC7L_HUMAN	tr|A0A1U7SYB2|A0A1U7SYB2_CARSF
OG0000978	sp|Q9H857|NT5D2_HUMAN	tr|A0A3Q0DXU6|A0A3Q0DXU6_CARSF
OG0000978	sp|Q86UY8|NT5D3_HUMAN	tr|A0A1U7T8K7|A0A1U7T8K7_CARSF
OG0000979	sp|Q9ULK5|VANG2_HUMAN	tr|A0A1U7TKG5|A0A1U7TKG5_CARSF
OG0000979	sp|Q8TAA9|VANG1_HUMAN	tr|A0A1U7UV61|A0A1U7UV61_CARSF
OG0000980	sp|Q15208|STK38_HUMAN	tr|A0A1U7TXL7|A0A1U7TXL7_CARSF
OG0000980	sp|Q9Y2H1|ST38L_HUMAN	tr|A0A1U7TMW4|A0A1U7TMW4_CARSF
OG0000981	sp|P24386|RAE1_HUMAN	tr|A0A1U7U2Y7|A0A1U7U2Y7_CARSF
OG0000981	sp|P26374|RAE2_HUMAN	tr|A0A1U7U852|A0A1U7U852_CARSF
OG0000982	sp|Q16760|DGKD_HUMAN	tr|A0A1U7UDF6|A0A1U7UDF6_CARSF
OG0000982	sp|Q86XP1|DGKH_HUMAN	tr|A0A1U7UM30|A0A1U7UM30_CARSF
OG0000983	sp|Q00169|PIPNA_HUMAN	tr|A0A1U7UMY0|A0A1U7UMY0_CARSF
OG0000983	sp|P48739|PIPNB_HUMAN	tr|A0A3Q0DN70|A0A3Q0DN70_CARSF
OG0000984	sp|O95057|DIRA1_HUMAN	tr|A0A1U7SMK3|A0A1U7SMK3_CARSF
OG0000984	sp|Q96HU8|DIRA2_HUMAN	tr|A0A1U7UQZ4|A0A1U7UQZ4_CARSF
OG0000985	sp|Q6NSJ5|LRC8E_HUMAN	tr|A0A1U7SJ96|A0A1U7SJ96_CARSF
OG0000985	sp|Q8TDW0|LRC8C_HUMAN	tr|A0A1U7V2C5|A0A1U7V2C5_CARSF
OG0000986	sp|Q9NZU1|FLRT1_HUMAN	tr|A0A3Q0DKD5|A0A3Q0DKD5_CARSF
OG0000986	sp|Q9NZU0|FLRT3_HUMAN	tr|A0A1U7TYA5|A0A1U7TYA5_CARSF
OG0000987	sp|O94887|FARP2_HUMAN	tr|A0A3Q0DP01|A0A3Q0DP01_CARSF
OG0000987	sp|Q9Y4F1|FARP1_HUMAN	tr|A0A1U7V1R3|A0A1U7V1R3_CARSF
OG0000988	sp|O43304|S14L5_HUMAN	tr|A0A3Q0DTT5|A0A3Q0DTT5_CARSF
OG0000988	sp|Q92503|S14L1_HUMAN	tr|A0A1U7UFR6|A0A1U7UFR6_CARSF
OG0000989	sp|O43435|TBX1_HUMAN	tr|A0A3Q0E050|A0A3Q0E050_CARSF
OG0000989	sp|O75333|TBX10_HUMAN	tr|A0A1U7SPF5|A0A1U7SPF5_CARSF
OG0000990	sp|Q8N1S5|S39AB_HUMAN	tr|A0A1U7UL83|A0A1U7UL83_CARSF, tr|A0A1U7TYU5|A0A1U7TYU5_CARSF, tr|A0A3Q0EFY9|A0A3Q0EFY9_CARSF
OG0000991	sp|P42356|PI4KA_HUMAN, sp|A4QPH2|PI4P2_HUMAN, sp|Q8N8J0|PI4P1_HUMAN	tr|A0A1U7U425|A0A1U7U425_CARSF
OG0000992	sp|Q9BTV5|FSD1_HUMAN	tr|A0A3Q0EAQ5|A0A3Q0EAQ5_CARSF
OG0000992	sp|Q9BXM9|FSD1L_HUMAN	tr|A0A3Q0EDJ7|A0A3Q0EDJ7_CARSF
OG0000993	sp|O75122|CLAP2_HUMAN	tr|A0A3Q0EJK8|A0A3Q0EJK8_CARSF
OG0000993	sp|Q7Z460|CLAP1_HUMAN	tr|A0A3Q0EGM0|A0A3Q0EGM0_CARSF
OG0000994	sp|Q9H0H3|KLH25_HUMAN	tr|A0A1U7TPK5|A0A1U7TPK5_CARSF
OG0000994	sp|O14682|ENC1_HUMAN	tr|A0A1U7T9C6|A0A1U7T9C6_CARSF
OG0000995	sp|Q96DU7|IP3KC_HUMAN	tr|A0A3Q0DWK3|A0A3Q0DWK3_CARSF
OG0000995	sp|P23677|IP3KA_HUMAN	tr|A0A1U7TLJ2|A0A1U7TLJ2_CARSF
OG0000996	sp|Q8WXA3|RUFY2_HUMAN	tr|A0A1U7TRR1|A0A1U7TRR1_CARSF
OG0000996	sp|Q96T51|RUFY1_HUMAN	tr|A0A3Q0E7A8|A0A3Q0E7A8_CARSF
OG0000997	sp|Q9ULD0|OGDHL_HUMAN	tr|A0A1U7T6I2|A0A1U7T6I2_CARSF
OG0000997	sp|Q02218|ODO1_HUMAN	tr|A0A1U7U4R0|A0A1U7U4R0_CARSF
OG0000998	sp|Q96LZ3|CANB2_HUMAN	tr|A0A1U7T1B2|A0A1U7T1B2_CARSF
OG0000998	sp|P63098|CANB1_HUMAN	tr|A0A3Q0DNN3|A0A3Q0DNN3_CARSF
OG0000999	sp|Q7L7X3|TAOK1_HUMAN	tr|A0A1U7T401|A0A1U7T401_CARSF
OG0000999	sp|Q9H2K8|TAOK3_HUMAN	tr|A0A3Q0EIZ7|A0A3Q0EIZ7_CARSF
OG0001000	sp|Q9BYC5|FUT8_HUMAN	tr|A0A1U7T733|A0A1U7T733_CARSF, tr|A0A3Q0E095|A0A3Q0E095_CARSF, tr|A0A1U7TS23|A0A1U7TS23_CARSF
OG0001001	sp|Q96GX2|A7L3B_HUMAN	tr|A0A3Q0DJ02|A0A3Q0DJ02_CARSF, tr|A0A1U7TIC8|A0A1U7TIC8_CARSF, tr|A0A1U7SW89|A0A1U7SW89_CARSF
OG0001002	sp|P17752|TPH1_HUMAN	tr|A0A1U7TX60|A0A1U7TX60_CARSF
OG0001002	sp|Q8IWU9|TPH2_HUMAN	tr|A0A1U7TI64|A0A1U7TI64_CARSF
OG0001003	sp|P41221|WNT5A_HUMAN	tr|A0A1U7U2S8|A0A1U7U2S8_CARSF
OG0001003	sp|Q9H1J7|WNT5B_HUMAN	tr|A0A1U7TDD4|A0A1U7TDD4_CARSF
OG0001004	sp|Q00577|PURA_HUMAN	tr|A0A1U7T937|A0A1U7T937_CARSF
OG0001004	sp|Q96QR8|PURB_HUMAN	tr|A0A1U7U4R5|A0A1U7U4R5_CARSF
OG0001005	sp|Q12899|TRI26_HUMAN	tr|A0A1U7UKC0|A0A1U7UKC0_CARSF
OG0001005	sp|Q9BZY9|TRI31_HUMAN	tr|A0A1U7UV92|A0A1U7UV92_CARSF
OG0001006	sp|Q9BXU7|UBP26_HUMAN	tr|A0A1U7UQ50|A0A1U7UQ50_CARSF
OG0001006	sp|Q9HBJ7|UBP29_HUMAN	tr|A0A1U7UNA5|A0A1U7UNA5_CARSF
OG0001007	sp|Q05513|KPCZ_HUMAN	tr|A0A3Q0DP98|A0A3Q0DP98_CARSF
OG0001007	sp|P41743|KPCI_HUMAN	tr|A0A1U7STS9|A0A1U7STS9_CARSF
OG0001008	sp|Q8N3Y3|LARG2_HUMAN	tr|A0A3Q0DS95|A0A3Q0DS95_CARSF
OG0001008	sp|O95461|LARG1_HUMAN	tr|A0A1U7U2V0|A0A1U7U2V0_CARSF
OG0001009	sp|P06748|NPM_HUMAN	tr|A0A1U7SP23|A0A1U7SP23_CARSF, tr|A0A3Q0EAQ0|A0A3Q0EAQ0_CARSF, tr|A0A1U7U704|A0A1U7U704_CARSF
OG0001010	sp|Q9BY66|KDM5D_HUMAN	tr|A0A3Q0EGK3|A0A3Q0EGK3_CARSF
OG0001010	sp|P41229|KDM5C_HUMAN	tr|A0A1U7T135|A0A1U7T135_CARSF
OG0001011	sp|Q8NC42|RN149_HUMAN	tr|A0A3Q0EL71|A0A3Q0EL71_CARSF
OG0001011	sp|Q9ULK6|RN150_HUMAN	tr|A0A1U7SQ15|A0A1U7SQ15_CARSF
OG0001012	sp|Q6ZTA4|TRI67_HUMAN	tr|A0A1U7STE1|A0A1U7STE1_CARSF
OG0001012	sp|Q9C026|TRIM9_HUMAN	tr|A0A1U7TGD2|A0A1U7TGD2_CARSF
OG0001013	sp|Q5T2N8|ATD3C_HUMAN, sp|Q9NVI7|ATD3A_HUMAN, sp|Q5T9A4|ATD3B_HUMAN	tr|A0A1U7SVY2|A0A1U7SVY2_CARSF
OG0001014	sp|O75367|H2AY_HUMAN	tr|A0A3Q0EEE4|A0A3Q0EEE4_CARSF
OG0001014	sp|Q9P0M6|H2AW_HUMAN	tr|A0A1U7SYQ3|A0A1U7SYQ3_CARSF
OG0001015	sp|Q9Y4K0|LOXL2_HUMAN	tr|A0A1U7U912|A0A1U7U912_CARSF
OG0001015	sp|Q96JB6|LOXL4_HUMAN	tr|A0A1U7T3V6|A0A1U7T3V6_CARSF
OG0001016	sp|P55055|NR1H2_HUMAN	tr|A0A1U7TVB3|A0A1U7TVB3_CARSF
OG0001016	sp|Q13133|NR1H3_HUMAN	tr|A0A3Q0E0L6|A0A3Q0E0L6_CARSF
OG0001017	sp|Q9Y2G9|SBNO2_HUMAN	tr|A0A3Q0DI40|A0A3Q0DI40_CARSF
OG0001017	sp|A3KN83|SBNO1_HUMAN	tr|A0A1U7UVA8|A0A1U7UVA8_CARSF
OG0001018	sp|Q8IWQ3|BRSK2_HUMAN	tr|A0A3Q0DNC0|A0A3Q0DNC0_CARSF
OG0001018	sp|Q8TDC3|BRSK1_HUMAN	tr|A0A3Q0EA18|A0A3Q0EA18_CARSF
OG0001019	sp|Q15038|DAZP2_HUMAN	tr|A0A3Q0DS99|A0A3Q0DS99_CARSF, tr|A0A1U7TG15|A0A1U7TG15_CARSF, tr|A0A3Q0DXJ4|A0A3Q0DXJ4_CARSF
OG0001020	sp|Q99592|ZBT18_HUMAN	tr|A0A1U7TI82|A0A1U7TI82_CARSF
OG0001020	sp|B2RXF5|ZBT42_HUMAN	tr|A0A3Q0DUD0|A0A3Q0DUD0_CARSF
OG0001021	sp|Q08397|LOXL1_HUMAN	tr|A0A3Q0EK59|A0A3Q0EK59_CARSF
OG0001021	sp|P28300|LYOX_HUMAN	tr|A0A1U7TZL1|A0A1U7TZL1_CARSF
OG0001022	sp|Q7Z5H4|VN1R5_HUMAN, sp|Q8TDU5|VNRL4_HUMAN	tr|A0A1U7SWX1|A0A1U7SWX1_CARSF, tr|A0A1U7SLJ9|A0A1U7SLJ9_CARSF
OG0001023	sp|Q86WR0|CCD25_HUMAN	tr|A0A3Q0EAA4|A0A3Q0EAA4_CARSF, tr|A0A3Q0DPV7|A0A3Q0DPV7_CARSF, tr|A0A1U7SWK8|A0A1U7SWK8_CARSF
OG0001024	sp|Q96RD9|FCRL5_HUMAN	tr|A0A3Q0DVA7|A0A3Q0DVA7_CARSF
OG0001024	sp|Q96P31|FCRL3_HUMAN	tr|A0A1U7T6H4|A0A1U7T6H4_CARSF
OG0001025	sp|Q92519|TRIB2_HUMAN	tr|A0A1U7TTI5|A0A1U7TTI5_CARSF
OG0001025	sp|Q96RU8|TRIB1_HUMAN	tr|A0A3Q0EA69|A0A3Q0EA69_CARSF
OG0001026	sp|P61421|VA0D1_HUMAN	tr|A0A1U7U7U9|A0A1U7U7U9_CARSF
OG0001026	sp|Q8N8Y2|VA0D2_HUMAN	tr|A0A1U7U3U2|A0A1U7U3U2_CARSF
OG0001027	sp|Q14416|GRM2_HUMAN	tr|A0A1U7U7F4|A0A1U7U7F4_CARSF
OG0001027	sp|Q14832|GRM3_HUMAN	tr|A0A1U7UD85|A0A1U7UD85_CARSF
OG0001028	sp|Q9P2J3|KLHL9_HUMAN	tr|A0A3Q0EG42|A0A3Q0EG42_CARSF
OG0001028	sp|Q9P2N7|KLH13_HUMAN	tr|A0A3Q0EDR9|A0A3Q0EDR9_CARSF
OG0001029	sp|P41219|PERI_HUMAN	tr|A0A1U7T369|A0A1U7T369_CARSF
OG0001029	sp|Q16352|AINX_HUMAN	tr|A0A3Q0DN53|A0A3Q0DN53_CARSF
OG0001030	sp|A0PK00|T120B_HUMAN	tr|A0A1U7TPG7|A0A1U7TPG7_CARSF
OG0001030	sp|Q9BXJ8|TACAN_HUMAN	tr|A0A3Q0DUJ8|A0A3Q0DUJ8_CARSF
OG0001031	sp|Q6PEW1|ZCH12_HUMAN	tr|A0A1U7TQU8|A0A1U7TQU8_CARSF
OG0001031	sp|P0CG32|ZCC18_HUMAN	tr|A0A1U7U7Q3|A0A1U7U7Q3_CARSF
OG0001032	sp|P21695|GPDA_HUMAN	tr|A0A1U7TVL1|A0A1U7TVL1_CARSF
OG0001032	sp|Q8N335|GPD1L_HUMAN	tr|A0A1U7UIK7|A0A1U7UIK7_CARSF
OG0001033	sp|P29350|PTN6_HUMAN	tr|A0A3Q0EE33|A0A3Q0EE33_CARSF
OG0001033	sp|Q06124|PTN11_HUMAN	tr|A0A3Q0DJV1|A0A3Q0DJV1_CARSF
OG0001035	sp|P49841|GSK3B_HUMAN	tr|A0A3Q0DWQ2|A0A3Q0DWQ2_CARSF
OG0001035	sp|P49840|GSK3A_HUMAN	tr|A0A1U7SQK3|A0A1U7SQK3_CARSF
OG0001036	sp|O43347|MSI1H_HUMAN	tr|A0A1U7UNR3|A0A1U7UNR3_CARSF
OG0001036	sp|Q96DH6|MSI2H_HUMAN	tr|A0A3Q0DXS7|A0A3Q0DXS7_CARSF
OG0001037	sp|Q9Y600|CSAD_HUMAN	tr|A0A1U7UJJ4|A0A1U7UJJ4_CARSF
OG0001037	sp|Q6ZQY3|GADL1_HUMAN	tr|A0A1U7SW49|A0A1U7SW49_CARSF
OG0001038	sp|Q7Z5L9|I2BP2_HUMAN	tr|A0A1U7SXW0|A0A1U7SXW0_CARSF
OG0001038	sp|Q9H1B7|I2BPL_HUMAN	tr|A0A1U7T822|A0A1U7T822_CARSF
OG0001039	sp|Q9UM19|HPCL4_HUMAN	tr|A0A1U7T859|A0A1U7T859_CARSF
OG0001039	sp|P62760|VISL1_HUMAN	tr|A0A1U7TCX4|A0A1U7TCX4_CARSF
OG0001041	sp|P41567|EIF1_HUMAN	tr|A0A3Q0DT85|A0A3Q0DT85_CARSF, tr|A0A3Q0EGZ3|A0A3Q0EGZ3_CARSF, tr|A0A1U7UIY6|A0A1U7UIY6_CARSF
OG0001042	sp|Q16649|NFIL3_HUMAN, sp|A0A5F9ZHS7|NFILZ_HUMAN, sp|Q10587|TEF_HUMAN	tr|A0A3Q0DHK6|A0A3Q0DHK6_CARSF
OG0001043	sp|Q9UL26|RB22A_HUMAN	tr|A0A1U7UPP0|A0A1U7UPP0_CARSF
OG0001043	sp|Q13636|RAB31_HUMAN	tr|A0A3Q0DUA9|A0A3Q0DUA9_CARSF
OG0001044	sp|Q7Z7H5|TMED4_HUMAN	tr|A0A1U7T4F5|A0A1U7T4F5_CARSF
OG0001044	sp|Q9BVK6|TMED9_HUMAN	tr|A0A3Q0DXZ0|A0A3Q0DXZ0_CARSF
OG0001045	sp|Q5H9R4|ARMX4_HUMAN	tr|A0A3Q0DMG3|A0A3Q0DMG3_CARSF
OG0001045	sp|Q9UH62|ARMX3_HUMAN	tr|A0A3Q0EH73|A0A3Q0EH73_CARSF
OG0001046	sp|Q9ULM0|PKHH1_HUMAN	tr|A0A3Q0EL34|A0A3Q0EL34_CARSF
OG0001046	sp|Q8IVE3|PKHH2_HUMAN	tr|A0A1U7TTA8|A0A1U7TTA8_CARSF
OG0001047	sp|Q5SYC1|CLVS2_HUMAN	tr|A0A1U7TS25|A0A1U7TS25_CARSF
OG0001047	sp|Q8IUQ0|CLVS1_HUMAN	tr|A0A1U7UP06|A0A1U7UP06_CARSF
OG0001048	sp|Q8TCD5|NT5C_HUMAN	tr|A0A3Q0DKK6|A0A3Q0DKK6_CARSF
OG0001048	sp|Q9NPB1|NT5M_HUMAN	tr|A0A3Q0DC57|A0A3Q0DC57_CARSF
OG0001049	sp|P49802|RGS7_HUMAN	tr|A0A1U7TF84|A0A1U7TF84_CARSF
OG0001049	sp|P49758|RGS6_HUMAN	tr|A0A3Q0DVB0|A0A3Q0DVB0_CARSF
OG0001050	sp|P52736|ZN133_HUMAN	tr|A0A3Q0EE32|A0A3Q0EE32_CARSF, tr|A0A1U7TUB2|A0A1U7TUB2_CARSF, tr|A0A3Q0E4H8|A0A3Q0E4H8_CARSF
OG0001051	sp|O14782|KIF3C_HUMAN	tr|A0A1U7UBT8|A0A1U7UBT8_CARSF
OG0001051	sp|O15066|KIF3B_HUMAN	tr|A0A1U7T1A1|A0A1U7T1A1_CARSF
OG0001052	sp|Q3SYC2|MOGT2_HUMAN	tr|A0A1U7TQH7|A0A1U7TQH7_CARSF
OG0001052	sp|Q96PD6|MOGT1_HUMAN	tr|A0A1U7TQ51|A0A1U7TQ51_CARSF
OG0001053	sp|P11678|PERE_HUMAN	tr|A0A1U7U1E7|A0A1U7U1E7_CARSF
OG0001053	sp|P05164|PERM_HUMAN	tr|A0A3Q0EAL9|A0A3Q0EAL9_CARSF
OG0001054	sp|Q9BXI2|ORNT2_HUMAN	tr|A0A1U7U390|A0A1U7U390_CARSF
OG0001054	sp|Q9Y619|ORNT1_HUMAN	tr|A0A1U7TTL9|A0A1U7TTL9_CARSF
OG0001055	sp|O00624|NPT3_HUMAN	tr|A0A1U7UHG8|A0A1U7UHG8_CARSF
OG0001055	sp|O00476|NPT4_HUMAN	tr|A0A1U7UNC7|A0A1U7UNC7_CARSF
OG0001056	sp|Q9NYL9|TMOD3_HUMAN	tr|A0A1U7UZE3|A0A1U7UZE3_CARSF
OG0001056	sp|Q9NZR1|TMOD2_HUMAN	tr|A0A3Q0DJE0|A0A3Q0DJE0_CARSF
OG0001058	sp|P06858|LIPL_HUMAN	tr|A0A3Q0DJT6|A0A3Q0DJT6_CARSF
OG0001058	sp|Q9Y5X9|LIPE_HUMAN	tr|A0A1U7U2G6|A0A1U7U2G6_CARSF
OG0001059	sp|O00629|IMA3_HUMAN	tr|A0A1U7T2Y1|A0A1U7T2Y1_CARSF
OG0001059	sp|O00505|IMA4_HUMAN	tr|A0A3Q0E8K9|A0A3Q0E8K9_CARSF
OG0001060	sp|Q96CJ1|EAF2_HUMAN	tr|A0A1U7T0G1|A0A1U7T0G1_CARSF
OG0001060	sp|Q96JC9|EAF1_HUMAN	tr|A0A1U7SPL2|A0A1U7SPL2_CARSF
OG0001061	sp|A6NDN8|UBIML_HUMAN, sp|P62861|RS30_HUMAN	tr|A0A1U7TEG4|A0A1U7TEG4_CARSF, tr|A0A1U7TY78|A0A1U7TY78_CARSF
OG0001062	sp|Q9H3H9|TCAL2_HUMAN, sp|Q96EI5|TCAL4_HUMAN	tr|A0A1U7UL39|A0A1U7UL39_CARSF, tr|A0A1U7U379|A0A1U7U379_CARSF
OG0001063	sp|Q96C36|P5CR2_HUMAN	tr|A0A1U7UAC8|A0A1U7UAC8_CARSF
OG0001063	sp|P32322|P5CR1_HUMAN	tr|A0A3Q0E172|A0A3Q0E172_CARSF
OG0001064	sp|P61204|ARF3_HUMAN	tr|A0A1U7UK59|A0A1U7UK59_CARSF
OG0001064	sp|P84077|ARF1_HUMAN	tr|A0A1U7TPQ8|A0A1U7TPQ8_CARSF
OG0001065	sp|P23469|PTPRE_HUMAN	tr|A0A3Q0ECF4|A0A3Q0ECF4_CARSF
OG0001065	sp|P18433|PTPRA_HUMAN	tr|A0A3Q0DFK3|A0A3Q0DFK3_CARSF
OG0001066	sp|Q9UEW8|STK39_HUMAN	tr|A0A3Q0DQG2|A0A3Q0DQG2_CARSF
OG0001066	sp|O95747|OXSR1_HUMAN	tr|A0A3Q0EEP5|A0A3Q0EEP5_CARSF
OG0001067	sp|Q6ZS30|NBEL1_HUMAN	tr|A0A1U7UGQ0|A0A1U7UGQ0_CARSF
OG0001067	sp|Q6ZNJ1|NBEL2_HUMAN	tr|A0A3Q0EGR1|A0A3Q0EGR1_CARSF
OG0001068	sp|O14926|FSCN2_HUMAN	tr|A0A1U7SNC9|A0A1U7SNC9_CARSF
OG0001068	sp|Q16658|FSCN1_HUMAN	tr|A0A1U7TMD8|A0A1U7TMD8_CARSF
OG0001069	sp|P46778|RL21_HUMAN	tr|A0A1U7TBA8|A0A1U7TBA8_CARSF, tr|A0A1U7U6T8|A0A1U7U6T8_CARSF, tr|A0A1U7TUN0|A0A1U7TUN0_CARSF
OG0001070	sp|Q5SZK8|FREM2_HUMAN	tr|A0A1U7UHJ9|A0A1U7UHJ9_CARSF
OG0001070	sp|P0C091|FREM3_HUMAN	tr|A0A1U7URX5|A0A1U7URX5_CARSF
OG0001071	sp|Q92508|PIEZ1_HUMAN	tr|A0A3Q0DLV3|A0A3Q0DLV3_CARSF
OG0001071	sp|Q9H5I5|PIEZ2_HUMAN	tr|A0A1U7TYW9|A0A1U7TYW9_CARSF
OG0001072	sp|O15075|DCLK1_HUMAN	tr|A0A3Q0E4M6|A0A3Q0E4M6_CARSF
OG0001072	sp|Q8N568|DCLK2_HUMAN	tr|A0A3Q0DLA4|A0A3Q0DLA4_CARSF
OG0001073	tr|A0A0G2JMS6|A0A0G2JMS6_HUMAN, sp|Q6IE36|OVOS2_HUMAN, sp|Q6IE37|OVOS1_HUMAN	tr|A0A3Q0EH77|A0A3Q0EH77_CARSF
OG0001074	sp|Q8TDQ1|CLM1_HUMAN, sp|Q6UXZ3|CLM5_HUMAN	tr|A0A1U7TP99|A0A1U7TP99_CARSF, tr|A0A1U7T461|A0A1U7T461_CARSF
OG0001075	sp|Q16828|DUS6_HUMAN	tr|A0A1U7UYM7|A0A1U7UYM7_CARSF
OG0001075	sp|Q16829|DUS7_HUMAN	tr|A0A1U7T7H7|A0A1U7T7H7_CARSF
OG0001076	sp|A0A1W2PR19|GSTT4_HUMAN, tr|A0A1W2PRG0|A0A1W2PRG0_HUMAN	tr|A0A1U7TFR3|A0A1U7TFR3_CARSF, tr|A0A1U7V595|A0A1U7V595_CARSF
OG0001077	sp|Q9H0Z9|RBM38_HUMAN	tr|A0A1U7T488|A0A1U7T488_CARSF
OG0001077	sp|Q9BX46|RBM24_HUMAN	tr|A0A1U7TUV8|A0A1U7TUV8_CARSF
OG0001078	sp|Q86YH2|Z280B_HUMAN	tr|A0A1U7UIU0|A0A1U7UIU0_CARSF
OG0001078	sp|P59817|Z280A_HUMAN	tr|A0A1U7U557|A0A1U7U557_CARSF
OG0001079	sp|O95834|EMAL2_HUMAN	tr|A0A1U7UFG1|A0A1U7UFG1_CARSF
OG0001079	sp|O00423|EMAL1_HUMAN	tr|A0A1U7SM54|A0A1U7SM54_CARSF
OG0001080	sp|Q8TDN4|CABL1_HUMAN	tr|A0A3Q0E608|A0A3Q0E608_CARSF
OG0001080	sp|Q9BTV7|CABL2_HUMAN	tr|A0A3Q0DTS7|A0A3Q0DTS7_CARSF
OG0001081	sp|Q13402|MYO7A_HUMAN	tr|A0A3Q0E772|A0A3Q0E772_CARSF
OG0001081	sp|Q6PIF6|MYO7B_HUMAN	tr|A0A1U7TYC1|A0A1U7TYC1_CARSF
OG0001082	sp|Q6ZMS4|ZN852_HUMAN	tr|A0A3Q0EGV9|A0A3Q0EGV9_CARSF
OG0001082	sp|Q9P0L1|ZKSC7_HUMAN	tr|A0A1U7UW10|A0A1U7UW10_CARSF
OG0001083	sp|Q9BPW8|NIPS1_HUMAN	tr|A0A1U7SPF2|A0A1U7SPF2_CARSF
OG0001083	sp|O75323|NIPS2_HUMAN	tr|A0A3Q0EH75|A0A3Q0EH75_CARSF
OG0001084	sp|Q96LD1|SGCZ_HUMAN	tr|A0A3Q0DG45|A0A3Q0DG45_CARSF
OG0001084	sp|Q13326|SGCG_HUMAN	tr|A0A3Q0DDZ2|A0A3Q0DDZ2_CARSF
OG0001085	sp|O60506|HNRPQ_HUMAN	tr|A0A3Q0DL50|A0A3Q0DL50_CARSF
OG0001085	sp|O43390|HNRPR_HUMAN	tr|A0A3Q0E0Y1|A0A3Q0E0Y1_CARSF
OG0001086	sp|P62508|ERR3_HUMAN	tr|A0A3Q0EBA6|A0A3Q0EBA6_CARSF
OG0001086	sp|O95718|ERR2_HUMAN	tr|A0A1U7TIV8|A0A1U7TIV8_CARSF
OG0001087	sp|Q96T49|PP16B_HUMAN	tr|A0A1U7T3R9|A0A1U7T3R9_CARSF, tr|A0A1U7SX68|A0A1U7SX68_CARSF, tr|A0A1U7UDV6|A0A1U7UDV6_CARSF
OG0001088	sp|P18075|BMP7_HUMAN	tr|A0A1U7T483|A0A1U7T483_CARSF
OG0001088	sp|P22004|BMP6_HUMAN	tr|A0A3Q0EG49|A0A3Q0EG49_CARSF
OG0001089	sp|P0CK96|S352B_HUMAN, sp|P0CK97|S35E2_HUMAN, sp|Q7Z769|S35E3_HUMAN	tr|A0A1U7T5V0|A0A1U7T5V0_CARSF
OG0001090	sp|P45378|TNNT3_HUMAN	tr|A0A1U7T8Z7|A0A1U7T8Z7_CARSF
OG0001090	sp|P13805|TNNT1_HUMAN	tr|A0A3Q0ECG4|A0A3Q0ECG4_CARSF
OG0001091	sp|Q9H1V8|S6A17_HUMAN	tr|A0A1U7UHT1|A0A1U7UHT1_CARSF
OG0001091	sp|Q9H2J7|S6A15_HUMAN	tr|A0A1U7TB39|A0A1U7TB39_CARSF
OG0001092	sp|Q5FYB0|ARSJ_HUMAN	tr|A0A1U7TKT1|A0A1U7TKT1_CARSF
OG0001092	sp|Q5FYB1|ARSI_HUMAN	tr|A0A1U7TZY6|A0A1U7TZY6_CARSF
OG0001093	sp|Q8WYB5|KAT6B_HUMAN	tr|A0A1U7U312|A0A1U7U312_CARSF
OG0001093	sp|Q92794|KAT6A_HUMAN	tr|A0A1U7UID2|A0A1U7UID2_CARSF
OG0001095	sp|P17014|ZNF12_HUMAN	tr|A0A3Q0DZA0|A0A3Q0DZA0_CARSF
OG0001095	sp|Q9NYW8|RBAK_HUMAN	tr|A0A1U7SQ19|A0A1U7SQ19_CARSF
OG0001096	sp|P35558|PCKGC_HUMAN	tr|A0A1U7T893|A0A1U7T893_CARSF
OG0001096	sp|Q16822|PCKGM_HUMAN	tr|A0A1U7UCU0|A0A1U7UCU0_CARSF
OG0001097	sp|Q8N475|FSTL5_HUMAN	tr|A0A3Q0EEM9|A0A3Q0EEM9_CARSF
OG0001097	sp|Q6MZW2|FSTL4_HUMAN	tr|A0A1U7ULR3|A0A1U7ULR3_CARSF
OG0001098	sp|Q16206|ENOX2_HUMAN	tr|A0A1U7UWA8|A0A1U7UWA8_CARSF
OG0001098	sp|Q8TC92|ENOX1_HUMAN	tr|A0A3Q0DR48|A0A3Q0DR48_CARSF
OG0001099	sp|P20132|SDHL_HUMAN	tr|A0A1U7U1N9|A0A1U7U1N9_CARSF
OG0001099	sp|Q96GA7|SDSL_HUMAN	tr|A0A3Q0EE68|A0A3Q0EE68_CARSF
OG0001100	sp|Q9ULH1|ASAP1_HUMAN	tr|A0A3Q0EH08|A0A3Q0EH08_CARSF
OG0001100	sp|O43150|ASAP2_HUMAN	tr|A0A3Q0EIG8|A0A3Q0EIG8_CARSF
OG0001101	sp|Q8N9E0|F133A_HUMAN	tr|A0A1U7UCU3|A0A1U7UCU3_CARSF
OG0001101	sp|Q5BKY9|F133B_HUMAN	tr|A0A1U7TPM4|A0A1U7TPM4_CARSF
OG0001102	sp|Q9UJV3|TRIM1_HUMAN	tr|A0A1U7UWV6|A0A1U7UWV6_CARSF
OG0001102	sp|O15344|TRI18_HUMAN	tr|A0A1U7UL25|A0A1U7UL25_CARSF
OG0001103	sp|Q8WV44|TRI41_HUMAN, sp|Q96A61|TRI52_HUMAN, sp|Q9HCM9|TRI39_HUMAN	tr|A0A1U7V4Q4|A0A1U7V4Q4_CARSF
