Orthogroup	Homo_sapiens	Prolemur_simus
OG0000203	sp|P54278|PMS2_HUMAN, sp|Q68D20|PMS2L_HUMAN, sp|Q13670|PM2PB_HUMAN, sp|Q13401|PM2P3_HUMAN, sp|A8MQ11|PM2P5_HUMAN, sp|A4D2B8|PM2P1_HUMAN, sp|O95744|PM2P2_HUMAN	tr|A0A8C8YHE8|A0A8C8YHE8_PROSS
OG0000204	sp|P62745|RHOB_HUMAN	tr|A0A8C9DHE1|A0A8C9DHE1_PROSS, tr|A0A8C9DGS6|A0A8C9DGS6_PROSS, tr|A0A8C8Z9P5|A0A8C8Z9P5_PROSS, tr|A0A8C8ZC33|A0A8C8ZC33_PROSS
OG0000204	sp|P08134|RHOC_HUMAN, sp|P61586|RHOA_HUMAN	tr|A0A8C9DW67|A0A8C9DW67_PROSS
OG0000207	sp|Q92729|PTPRU_HUMAN	tr|A0A8C8Z479|A0A8C8Z479_PROSS
OG0000207	sp|P28827|PTPRM_HUMAN	tr|A0A8C9ARQ9|A0A8C9ARQ9_PROSS
OG0000207	sp|O14522|PTPRT_HUMAN	tr|A0A8C8ZX00|A0A8C8ZX00_PROSS
OG0000207	sp|Q15262|PTPRK_HUMAN	tr|A0A8C8YIA6|A0A8C8YIA6_PROSS
OG0000208	sp|P48066|S6A11_HUMAN	tr|A0A8C9AQR2|A0A8C9AQR2_PROSS
OG0000208	sp|Q9NSD5|S6A13_HUMAN	tr|A0A8C9AWN7|A0A8C9AWN7_PROSS
OG0000208	sp|P48065|S6A12_HUMAN	tr|A0A8C9DUY2|A0A8C9DUY2_PROSS
OG0000208	sp|P31641|SC6A6_HUMAN	tr|A0A8C8ZIB0|A0A8C8ZIB0_PROSS
OG0000209	sp|P12814|ACTN1_HUMAN	tr|A0A8C9ALB7|A0A8C9ALB7_PROSS
OG0000209	sp|O43707|ACTN4_HUMAN	tr|A0A8C9DMB1|A0A8C9DMB1_PROSS
OG0000209	sp|P35609|ACTN2_HUMAN	tr|A0A8C8ZTX1|A0A8C8ZTX1_PROSS
OG0000209	sp|Q08043|ACTN3_HUMAN	tr|A0A8C9B7I4|A0A8C9B7I4_PROSS
OG0000211	sp|P08183|MDR1_HUMAN	tr|A0A8C9DNB9|A0A8C9DNB9_PROSS
OG0000211	sp|P21439|MDR3_HUMAN	tr|A0A8C8ZRF1|A0A8C8ZRF1_PROSS
OG0000211	sp|O95342|ABCBB_HUMAN	tr|A0A8C9DT68|A0A8C9DT68_PROSS
OG0000211	sp|Q2M3G0|ABCB5_HUMAN	tr|A0A8C9AT55|A0A8C9AT55_PROSS
OG0000212	sp|Q5T751|LCE1C_HUMAN, sp|Q5T7P3|LCE1B_HUMAN, sp|Q5T753|LCE1E_HUMAN, sp|Q5T754|LCE1F_HUMAN, sp|Q5T7P2|LCE1A_HUMAN, sp|Q5T752|LCE1D_HUMAN	tr|A0A8C8YLE2|A0A8C8YLE2_PROSS, tr|A0A8C9DE38|A0A8C9DE38_PROSS
OG0000213	sp|Q9BQW3|COE4_HUMAN	tr|A0A8C9A4M1|A0A8C9A4M1_PROSS
OG0000213	sp|Q9UH73|COE1_HUMAN	tr|A0A8C9DGV1|A0A8C9DGV1_PROSS
OG0000213	sp|Q9H4W6|COE3_HUMAN	tr|A0A8C8YVB0|A0A8C8YVB0_PROSS
OG0000213	sp|Q9HAK2|COE2_HUMAN	tr|A0A8C8ZA14|A0A8C8ZA14_PROSS
OG0000214	sp|O75044|SRGP2_HUMAN	tr|A0A8C8Z0I6|A0A8C8Z0I6_PROSS
OG0000214	sp|O43295|SRGP3_HUMAN	tr|A0A8C8YG68|A0A8C8YG68_PROSS
OG0000214	sp|Q7Z6B7|SRGP1_HUMAN	tr|A0A8C8YH45|A0A8C8YH45_PROSS
OG0000216	sp|P62136|PP1A_HUMAN	tr|A0A8C9A5E4|A0A8C9A5E4_PROSS
OG0000216	sp|P62140|PP1B_HUMAN	tr|A0A8C9DDU8|A0A8C9DDU8_PROSS, tr|A0A8C8YFK7|A0A8C8YFK7_PROSS
OG0000216	sp|P36873|PP1G_HUMAN	tr|A0A8C8YPC6|A0A8C8YPC6_PROSS, tr|A0A8C8ZT92|A0A8C8ZT92_PROSS
OG0000217	sp|P52597|HNRPF_HUMAN	tr|A0A8C9DQZ6|A0A8C9DQZ6_PROSS
OG0000217	sp|P55795|HNRH2_HUMAN	tr|A0A8C9AFQ9|A0A8C9AFQ9_PROSS
OG0000217	sp|P31943|HNRH1_HUMAN	tr|A0A8C8ZIU1|A0A8C8ZIU1_PROSS
OG0000218	sp|Q96AK3|ABC3D_HUMAN, sp|Q8IUX4|ABC3F_HUMAN, sp|Q9NRW3|ABC3C_HUMAN, sp|Q9UH17|ABC3B_HUMAN, sp|P31941|ABC3A_HUMAN, sp|Q9HC16|ABC3G_HUMAN	tr|A0A8C8YWN9|A0A8C8YWN9_PROSS, tr|A0A8C8YS89|A0A8C8YS89_PROSS
OG0000219	sp|Q9UQM7|KCC2A_HUMAN	tr|A0A8C9AJP2|A0A8C9AJP2_PROSS
OG0000219	sp|Q13557|KCC2D_HUMAN	tr|A0A8C8Z5Q4|A0A8C8Z5Q4_PROSS
OG0000219	sp|Q13555|KCC2G_HUMAN	tr|A0A8C9A9I3|A0A8C9A9I3_PROSS
OG0000219	sp|Q13554|KCC2B_HUMAN	tr|A0A8C9AAX7|A0A8C9AAX7_PROSS
OG0000220	sp|Q08499|PDE4D_HUMAN	tr|A0A8C8ZVB6|A0A8C8ZVB6_PROSS
OG0000220	sp|Q08493|PDE4C_HUMAN	tr|A0A8C9AX57|A0A8C9AX57_PROSS
OG0000220	sp|P27815|PDE4A_HUMAN	tr|A0A8C9A8W1|A0A8C9A8W1_PROSS
OG0000220	sp|Q07343|PDE4B_HUMAN	tr|A0A8C8Z4Q7|A0A8C8Z4Q7_PROSS
OG0000221	tr|A0A0G2JKW9|A0A0G2JKW9_HUMAN	tr|A0A8C9A9W9|A0A8C9A9W9_PROSS
OG0000221	sp|Q06416|P5F1B_HUMAN, sp|Q01860|PO5F1_HUMAN	tr|A0A8C8YPD0|A0A8C8YPD0_PROSS
OG0000221	sp|Q8N7G0|PO5F2_HUMAN	tr|A0A8C9A1U3|A0A8C9A1U3_PROSS
OG0000222	sp|Q8NGD1|OR4N2_HUMAN	tr|A0A8C9ALZ9|A0A8C9ALZ9_PROSS
OG0000222	sp|Q8N0Y3|OR4N4_HUMAN, sp|A0A096LPK9|ORN4C_HUMAN, tr|A0A0G2JNH3|A0A0G2JNH3_HUMAN	tr|A0A8C9ABJ5|A0A8C9ABJ5_PROSS
OG0000222	sp|Q8IXE1|OR4N5_HUMAN	tr|A0A8C9A6E6|A0A8C9A6E6_PROSS
OG0000223	sp|P11021|BIP_HUMAN	tr|A0A8C9ASD7|A0A8C9ASD7_PROSS
OG0000223	sp|Q5TZF3|ANR45_HUMAN	tr|A0A8C8YUY2|A0A8C8YUY2_PROSS, tr|A0A8C9A8Z0|A0A8C9A8Z0_PROSS, tr|A0A8C9A2H7|A0A8C9A2H7_PROSS, tr|A0A8C8ZWD0|A0A8C8ZWD0_PROSS, tr|A0A8C9A3N5|A0A8C9A3N5_PROSS
OG0000224	sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|Q01534|TSPY1_HUMAN	tr|A0A8C8YE62|A0A8C8YE62_PROSS
OG0000225	sp|Q03013|GSTM4_HUMAN	tr|A0A8C8ZV11|A0A8C8ZV11_PROSS, tr|A0A8C8ZQI1|A0A8C8ZQI1_PROSS
OG0000225	sp|P09488|GSTM1_HUMAN, sp|P46439|GSTM5_HUMAN, sp|P28161|GSTM2_HUMAN, sp|P21266|GSTM3_HUMAN	tr|A0A8C8ZRL2|A0A8C8ZRL2_PROSS
OG0000226	sp|Q8NH80|O10D3_HUMAN	tr|A0A8C8ZM20|A0A8C8ZM20_PROSS
OG0000226	sp|Q8NGN7|O10D4_HUMAN	tr|A0A8C9DCS9|A0A8C9DCS9_PROSS, tr|A0A8C8YKC7|A0A8C8YKC7_PROSS, tr|A0A8C8ZID1|A0A8C8ZID1_PROSS, tr|A0A8C8ZIA0|A0A8C8ZIA0_PROSS, tr|A0A8C9DK25|A0A8C9DK25_PROSS
OG0000227	sp|P13866|SC5A1_HUMAN	tr|A0A8C8YSX0|A0A8C8YSX0_PROSS
OG0000227	sp|Q9NY91|SC5A4_HUMAN	tr|A0A8C8YSY0|A0A8C8YSY0_PROSS
OG0000227	sp|P31639|SC5A2_HUMAN	tr|A0A8C8ZX05|A0A8C8ZX05_PROSS
OG0000227	sp|P53794|SC5A3_HUMAN	tr|A0A8C8ZAW6|A0A8C8ZAW6_PROSS
OG0000228	sp|P52789|HXK2_HUMAN	tr|A0A8C9A972|A0A8C9A972_PROSS
OG0000228	sp|P19367|HXK1_HUMAN	tr|A0A8C8Z6B4|A0A8C8Z6B4_PROSS
OG0000228	sp|Q2TB90|HKDC1_HUMAN	tr|A0A8C8ZAF1|A0A8C8ZAF1_PROSS
OG0000228	sp|P52790|HXK3_HUMAN	tr|A0A8C9DS65|A0A8C9DS65_PROSS
OG0000229	sp|P62879|GBB2_HUMAN	tr|A0A8C8Z090|A0A8C8Z090_PROSS
OG0000229	sp|P62873|GBB1_HUMAN	tr|A0A8C8ZWC1|A0A8C8ZWC1_PROSS
OG0000229	sp|P16520|GBB3_HUMAN	tr|A0A8C8ZRJ7|A0A8C8ZRJ7_PROSS
OG0000229	sp|Q9HAV0|GBB4_HUMAN	tr|A0A8C8Z2G4|A0A8C8Z2G4_PROSS
OG0000230	sp|Q01668|CAC1D_HUMAN	tr|A0A8C8YL38|A0A8C8YL38_PROSS
OG0000230	sp|Q13936|CAC1C_HUMAN	tr|A0A8C9A8J6|A0A8C9A8J6_PROSS
OG0000230	sp|Q13698|CAC1S_HUMAN	tr|A0A8C9A772|A0A8C9A772_PROSS
OG0000230	sp|O60840|CAC1F_HUMAN	tr|A0A8C9DLE8|A0A8C9DLE8_PROSS
OG0000231	sp|P63151|2ABA_HUMAN	tr|A0A8C8Z7G4|A0A8C8Z7G4_PROSS
OG0000231	sp|Q66LE6|2ABD_HUMAN	tr|A0A8C8YRT6|A0A8C8YRT6_PROSS
OG0000231	sp|Q9Y2T4|2ABG_HUMAN	tr|A0A8C9A3X8|A0A8C9A3X8_PROSS
OG0000231	sp|Q00005|2ABB_HUMAN	tr|A0A8C8ZLA2|A0A8C8ZLA2_PROSS
OG0000232	sp|O14531|DPYL4_HUMAN	tr|A0A8C9DV77|A0A8C9DV77_PROSS
OG0000232	sp|Q14194|DPYL1_HUMAN	tr|A0A8C9DPQ2|A0A8C9DPQ2_PROSS
OG0000232	sp|Q14195|DPYL3_HUMAN	tr|A0A8C8ZIT6|A0A8C8ZIT6_PROSS
OG0000232	sp|Q16555|DPYL2_HUMAN	tr|A0A8C8ZEQ7|A0A8C8ZEQ7_PROSS
OG0000233	sp|Q9NZN4|EHD2_HUMAN	tr|A0A8C9AUV6|A0A8C9AUV6_PROSS
OG0000233	sp|Q9H223|EHD4_HUMAN	tr|A0A8C8Z2V5|A0A8C8Z2V5_PROSS
OG0000233	sp|Q9H4M9|EHD1_HUMAN	tr|A0A8C8YG55|A0A8C8YG55_PROSS
OG0000233	sp|Q9NZN3|EHD3_HUMAN	tr|A0A8C8Z9T1|A0A8C8Z9T1_PROSS
OG0000234	sp|P49792|RBP2_HUMAN, sp|O14715|RGPD8_HUMAN, sp|Q99666|RGPD5_HUMAN, sp|P0DJD1|RGPD2_HUMAN, sp|P0DJD0|RGPD1_HUMAN, sp|Q7Z3J3|RGPD4_HUMAN, sp|A6NKT7|RGPD3_HUMAN	tr|A0A8C9DTY2|A0A8C9DTY2_PROSS
OG0000235	sp|P07948|LYN_HUMAN	tr|A0A8C8YTL6|A0A8C8YTL6_PROSS
OG0000235	sp|P06239|LCK_HUMAN	tr|A0A8C9AAC0|A0A8C9AAC0_PROSS
OG0000235	sp|P51451|BLK_HUMAN	tr|A0A8C8ZBZ8|A0A8C8ZBZ8_PROSS
OG0000235	sp|P08631|HCK_HUMAN	tr|A0A8C8YVI7|A0A8C8YVI7_PROSS
OG0000236	sp|P16118|F261_HUMAN	tr|A0A8C8ZDE7|A0A8C8ZDE7_PROSS
OG0000236	sp|O60825|F262_HUMAN	tr|A0A8C8Z4B8|A0A8C8Z4B8_PROSS
OG0000236	sp|Q16875|F263_HUMAN	tr|A0A8C8ZFY7|A0A8C8ZFY7_PROSS
OG0000236	sp|Q16877|F264_HUMAN	tr|A0A8C9B7Z8|A0A8C9B7Z8_PROSS
OG0000237	sp|P25063|CD24_HUMAN	tr|A0A8C9AN18|A0A8C9AN18_PROSS, tr|A0A8C8YML8|A0A8C8YML8_PROSS, tr|A0A8C9DEM5|A0A8C9DEM5_PROSS, tr|A0A8C8ZYI8|A0A8C8ZYI8_PROSS, tr|A0A8C8Z5P9|A0A8C8Z5P9_PROSS, tr|A0A8C8YY75|A0A8C8YY75_PROSS, tr|A0A8C8YTT1|A0A8C8YTT1_PROSS
OG0000238	sp|Q01814|AT2B2_HUMAN	tr|A0A8C8YTJ0|A0A8C8YTJ0_PROSS
OG0000238	sp|P23634|AT2B4_HUMAN	tr|A0A8C8YRM7|A0A8C8YRM7_PROSS
OG0000238	sp|P20020|AT2B1_HUMAN	tr|A0A8C8ZCA9|A0A8C8ZCA9_PROSS
OG0000238	sp|Q16720|AT2B3_HUMAN	tr|A0A8C8ZEG3|A0A8C8ZEG3_PROSS
OG0000239	sp|Q96PR1|KCNC2_HUMAN	tr|A0A8C8Z7N9|A0A8C8Z7N9_PROSS
OG0000239	sp|Q03721|KCNC4_HUMAN	tr|A0A8C8ZHN1|A0A8C8ZHN1_PROSS
OG0000239	sp|Q14003|KCNC3_HUMAN	tr|A0A8C9DPP8|A0A8C9DPP8_PROSS
OG0000239	sp|P48547|KCNC1_HUMAN	tr|A0A8C9DJU2|A0A8C9DJU2_PROSS
OG0000240	sp|Q9H207|O10A5_HUMAN, sp|Q9H208|O10A2_HUMAN	tr|A0A8C8ZAL3|A0A8C8ZAL3_PROSS
OG0000240	sp|Q8NGE5|O10A7_HUMAN, sp|Q96KK4|O10C1_HUMAN, sp|Q8NGE3|O10P1_HUMAN, sp|Q9H209|O10A4_HUMAN	tr|A0A8C8ZIX4|A0A8C8ZIX4_PROSS
OG0000241	sp|O75145|LIPA3_HUMAN	tr|A0A8C8YCN7|A0A8C8YCN7_PROSS
OG0000241	sp|O75335|LIPA4_HUMAN	tr|A0A8C9DEN4|A0A8C9DEN4_PROSS
OG0000241	sp|O75334|LIPA2_HUMAN	tr|A0A8C8ZR79|A0A8C8ZR79_PROSS
OG0000241	sp|Q13136|LIPA1_HUMAN	tr|A0A8C9DKE3|A0A8C9DKE3_PROSS
OG0000242	sp|P61225|RAP2B_HUMAN	tr|A0A8C8YLX4|A0A8C8YLX4_PROSS
OG0000242	sp|P10114|RAP2A_HUMAN	tr|A0A8C9A134|A0A8C9A134_PROSS
OG0000242	sp|Q9Y3L5|RAP2C_HUMAN	tr|A0A8C8YRG4|A0A8C8YRG4_PROSS, tr|A0A8C9AGC1|A0A8C9AGC1_PROSS, tr|A0A8C8ZGS5|A0A8C8ZGS5_PROSS
OG0000243	sp|O60884|DNJA2_HUMAN	tr|A0A8C8YU44|A0A8C8YU44_PROSS
OG0000243	sp|Q8WW22|DNJA4_HUMAN	tr|A0A8C8YGT8|A0A8C8YGT8_PROSS
OG0000243	sp|P31689|DNJA1_HUMAN	tr|A0A8C8ZX25|A0A8C8ZX25_PROSS, tr|A0A8C8YPS9|A0A8C8YPS9_PROSS
OG0000244	sp|Q9NT68|TEN2_HUMAN	tr|A0A8C8YJC6|A0A8C8YJC6_PROSS
OG0000244	sp|Q9UKZ4|TEN1_HUMAN	tr|A0A8C8YLW0|A0A8C8YLW0_PROSS
OG0000244	sp|Q6N022|TEN4_HUMAN	tr|A0A8C8ZJS1|A0A8C8ZJS1_PROSS
OG0000244	sp|Q9P273|TEN3_HUMAN	tr|A0A8C9AV27|A0A8C9AV27_PROSS
OG0000245	sp|Q99687|MEIS3_HUMAN	tr|A0A8C9ANA7|A0A8C9ANA7_PROSS
OG0000245	sp|O00470|MEIS1_HUMAN	tr|A0A8C9DD76|A0A8C9DD76_PROSS
OG0000245	sp|O14770|MEIS2_HUMAN	tr|A0A8C8ZDD8|A0A8C8ZDD8_PROSS
OG0000246	sp|Q9UIA0|CYH4_HUMAN	tr|A0A8C8ZR84|A0A8C8ZR84_PROSS
OG0000246	sp|Q99418|CYH2_HUMAN	tr|A0A8C9ANF4|A0A8C9ANF4_PROSS
OG0000246	sp|Q15438|CYH1_HUMAN	tr|A0A8C8Z1A9|A0A8C8Z1A9_PROSS
OG0000246	sp|O43739|CYH3_HUMAN	tr|A0A8C8YKV4|A0A8C8YKV4_PROSS
OG0000247	sp|P62753|RS6_HUMAN	tr|A0A8C8YZI2|A0A8C8YZI2_PROSS, tr|A0A8C8Z8A1|A0A8C8Z8A1_PROSS, tr|A0A8C9DDY0|A0A8C9DDY0_PROSS, tr|A0A8C8ZA15|A0A8C8ZA15_PROSS, tr|A0A8C8ZTH7|A0A8C8ZTH7_PROSS, tr|A0A8C8ZKQ8|A0A8C8ZKQ8_PROSS, tr|A0A8C8YUC2|A0A8C8YUC2_PROSS
OG0000248	sp|Q8IWV2|CNTN4_HUMAN	tr|A0A8C9AIF1|A0A8C9AIF1_PROSS
OG0000248	sp|O94779|CNTN5_HUMAN	tr|A0A8C8ZAX5|A0A8C8ZAX5_PROSS
OG0000248	sp|Q9UQ52|CNTN6_HUMAN	tr|A0A8C9AQL5|A0A8C9AQL5_PROSS
OG0000248	sp|Q9P232|CNTN3_HUMAN	tr|A0A8C9DRW7|A0A8C9DRW7_PROSS
OG0000249	sp|Q9Y5Q0|FADS3_HUMAN	tr|A0A8C9AT02|A0A8C9AT02_PROSS
OG0000249	sp|O95864|FADS2_HUMAN	tr|A0A8C9AGB6|A0A8C9AGB6_PROSS
OG0000249	sp|A8MWK0|FS2P1_HUMAN	tr|A0A8C9AHU5|A0A8C9AHU5_PROSS, tr|A0A8C8YR66|A0A8C8YR66_PROSS, tr|A0A8C8YUQ4|A0A8C8YUQ4_PROSS
OG0000250	sp|Q6DKI1|RL7L_HUMAN	tr|A0A8C9AFT4|A0A8C9AFT4_PROSS, tr|A0A8C9APJ2|A0A8C9APJ2_PROSS, tr|A0A8C9DNZ7|A0A8C9DNZ7_PROSS, tr|A0A8C9DI30|A0A8C9DI30_PROSS, tr|A0A8C9DLI5|A0A8C9DLI5_PROSS, tr|A0A8C8ZBZ6|A0A8C8ZBZ6_PROSS, tr|A0A8C8Z9W6|A0A8C8Z9W6_PROSS
OG0000251	sp|Q02878|RL6_HUMAN	tr|A0A8C8ZR69|A0A8C8ZR69_PROSS, tr|A0A8C8Y9H1|A0A8C8Y9H1_PROSS, tr|A0A8C9DSQ8|A0A8C9DSQ8_PROSS, tr|A0A8C9ALR3|A0A8C9ALR3_PROSS, tr|A0A8C8Z5X8|A0A8C8Z5X8_PROSS, tr|A0A8C8Z2Z3|A0A8C8Z2Z3_PROSS, tr|A0A8C9AX58|A0A8C9AX58_PROSS
OG0000252	sp|P46778|RL21_HUMAN	tr|A0A8C9AHM6|A0A8C9AHM6_PROSS, tr|A0A8C9DUG0|A0A8C9DUG0_PROSS, tr|A0A8C8ZRA7|A0A8C8ZRA7_PROSS, tr|A0A8C9B0S8|A0A8C9B0S8_PROSS, tr|A0A8C8Z0X3|A0A8C8Z0X3_PROSS, tr|A0A8C8ZS15|A0A8C8ZS15_PROSS, tr|A0A8C8YE17|A0A8C8YE17_PROSS
OG0000257	sp|A0JD37|TRDV3_HUMAN	tr|A0A8C9DFT1|A0A8C9DFT1_PROSS
OG0000257	sp|P01848|TRAC_HUMAN, sp|P0DTU3|TRAR2_HUMAN, sp|A0JD32|TV382_HUMAN, sp|A0A0B4J264|TV381_HUMAN	tr|A0A8C8ZEW0|A0A8C8ZEW0_PROSS
OG0000258	sp|P0C0S5|H2AZ_HUMAN	tr|A0A8C8ZFY4|A0A8C8ZFY4_PROSS, tr|A0A8C8ZEZ1|A0A8C8ZEZ1_PROSS, tr|A0A8C9A0U3|A0A8C9A0U3_PROSS
OG0000258	sp|Q71UI9|H2AV_HUMAN	tr|A0A8C9ACN0|A0A8C9ACN0_PROSS, tr|A0A8C9DSB6|A0A8C9DSB6_PROSS
OG0000259	sp|Q3LI72|KR195_HUMAN, sp|Q3LI70|KR196_HUMAN, sp|Q3SYF9|KR197_HUMAN, sp|Q3LI73|KR194_HUMAN, sp|Q8IUB9|KR191_HUMAN, sp|Q7Z4W3|KR193_HUMAN	tr|A0A8C8YW64|A0A8C8YW64_PROSS
OG0000260	sp|Q8N7N1|F86B1_HUMAN, sp|P0C5J1|F86B2_HUMAN, sp|Q96G04|EF2KT_HUMAN, sp|A6NEL3|F86C2_HUMAN, sp|Q9NVL1|F86C1_HUMAN	tr|A0A8C9B3J7|A0A8C9B3J7_PROSS, tr|A0A8C8Z8S3|A0A8C8Z8S3_PROSS
OG0000261	sp|Q6H3X3|ULBP5_HUMAN, sp|Q5VY80|ULBP6_HUMAN, sp|Q9BZM5|ULBP2_HUMAN, sp|Q9BZM6|ULBP1_HUMAN, sp|Q9BZM4|ULBP3_HUMAN, sp|Q8TD07|RAE1E_HUMAN	tr|A0A8C9A5J0|A0A8C9A5J0_PROSS
OG0000262	sp|Q6NUK1|SCMC1_HUMAN	tr|A0A8C9A803|A0A8C9A803_PROSS
OG0000262	sp|Q9BV35|SCMC3_HUMAN	tr|A0A8C8ZB16|A0A8C8ZB16_PROSS
OG0000262	sp|Q6KCM7|SCMC2_HUMAN	tr|A0A8C8Z7J3|A0A8C8Z7J3_PROSS
OG0000263	sp|Q96R27|OR2M4_HUMAN	tr|A0A8C9DHV5|A0A8C9DHV5_PROSS
OG0000263	sp|Q8NG83|OR2M3_HUMAN, sp|Q8NG81|OR2M7_HUMAN, sp|A3KFT3|OR2M5_HUMAN, sp|Q96R28|OR2M2_HUMAN	tr|A0A8C8YFG7|A0A8C8YFG7_PROSS
OG0000264	sp|Q9H340|O51B6_HUMAN	tr|A0A8C9DD78|A0A8C9DD78_PROSS
OG0000264	sp|Q9H339|O51B5_HUMAN	tr|A0A8C8YDK8|A0A8C8YDK8_PROSS
OG0000264	sp|Q9Y5P1|O51B2_HUMAN, sp|Q9Y5P0|O51B4_HUMAN	tr|A0A8C8YI10|A0A8C8YI10_PROSS
OG0000265	sp|Q8N138|ORML3_HUMAN	tr|A0A8C9DJY6|A0A8C9DJY6_PROSS
OG0000265	sp|Q53FV1|ORML2_HUMAN	tr|A0A8C9DCW6|A0A8C9DCW6_PROSS
OG0000265	sp|Q9P0S3|ORML1_HUMAN	tr|A0A8C8YP86|A0A8C8YP86_PROSS, tr|A0A8C8YS61|A0A8C8YS61_PROSS
OG0000266	sp|P20339|RAB5A_HUMAN	tr|A0A8C9A3N2|A0A8C9A3N2_PROSS
OG0000266	sp|P61020|RAB5B_HUMAN	tr|A0A8C9DUI5|A0A8C9DUI5_PROSS
OG0000266	sp|P51148|RAB5C_HUMAN	tr|A0A8C8ZEL6|A0A8C8ZEL6_PROSS
OG0000267	sp|P21333|FLNA_HUMAN	tr|A0A8C8ZSY2|A0A8C8ZSY2_PROSS
OG0000267	sp|O75369|FLNB_HUMAN	tr|A0A8C9APJ0|A0A8C9APJ0_PROSS
OG0000267	sp|Q14315|FLNC_HUMAN	tr|A0A8C8ZD34|A0A8C8ZD34_PROSS, tr|A0A8C9DDP9|A0A8C9DDP9_PROSS
OG0000268	sp|Q8NH48|OR5B3_HUMAN, sp|Q8NGF7|OR5BH_HUMAN, sp|Q96R09|OR5B2_HUMAN, sp|Q96R08|OR5BC_HUMAN, sp|A6NL26|OR5BL_HUMAN, sp|Q8NGP9|O5AR1_HUMAN	tr|A0A8C8Z5L7|A0A8C8Z5L7_PROSS
OG0000270	sp|P0DPQ3|PR20G_HUMAN, sp|P86496|PR20A_HUMAN, sp|P86479|PR20C_HUMAN, sp|P86480|PR20D_HUMAN, sp|P86478|PR20E_HUMAN, sp|P86481|PR20B_HUMAN	tr|A0A8C8YX72|A0A8C8YX72_PROSS
OG0000271	sp|Q9HCX4|TRPC7_HUMAN	tr|A0A8C8YEW9|A0A8C8YEW9_PROSS
OG0000271	sp|Q13507|TRPC3_HUMAN	tr|A0A8C8Z9N7|A0A8C8Z9N7_PROSS
OG0000271	sp|Q9Y210|TRPC6_HUMAN	tr|A0A8C8ZHH6|A0A8C8ZHH6_PROSS, tr|A0A8C8Z5T8|A0A8C8Z5T8_PROSS
OG0000272	sp|P04899|GNAI2_HUMAN	tr|A0A8C8ZPA2|A0A8C8ZPA2_PROSS
OG0000272	sp|P63096|GNAI1_HUMAN	tr|A0A8C8ZVP9|A0A8C8ZVP9_PROSS
OG0000272	sp|P08754|GNAI3_HUMAN	tr|A0A8C9DLM2|A0A8C9DLM2_PROSS
OG0000273	sp|Q5TCH4|CP4AM_HUMAN, sp|Q02928|CP4AB_HUMAN	tr|A0A8C8ZNR9|A0A8C8ZNR9_PROSS
OG0000273	sp|Q86W10|CP4Z1_HUMAN, sp|Q8N1L4|CP4Z2_HUMAN, sp|Q8N118|CP4X1_HUMAN	tr|A0A8C8ZPS8|A0A8C8ZPS8_PROSS
OG0000276	sp|Q9H2C5|O52A5_HUMAN	tr|A0A8C8YQK4|A0A8C8YQK4_PROSS, tr|A0A8C8YDW5|A0A8C8YDW5_PROSS
OG0000276	sp|Q9UKL2|O52A1_HUMAN	tr|A0A8C8Y8M3|A0A8C8Y8M3_PROSS, tr|A0A8C8YG67|A0A8C8YG67_PROSS, tr|A0A8C9DCV9|A0A8C9DCV9_PROSS
OG0000277	sp|P04211|LV743_HUMAN, sp|A0A075B6I9|LV746_HUMAN	tr|A0A8C9DVK4|A0A8C9DVK4_PROSS
OG0000277	sp|A0A075B6I0|LV861_HUMAN	tr|A0A8C9AZX5|A0A8C9AZX5_PROSS, tr|A0A8C9ARZ6|A0A8C9ARZ6_PROSS, tr|A0A8C9ATP3|A0A8C9ATP3_PROSS
OG0000278	sp|Q8WWZ4|ABCAA_HUMAN	tr|A0A8C9DDD5|A0A8C9DDD5_PROSS
OG0000278	sp|Q8N139|ABCA6_HUMAN	tr|A0A8C9DDF7|A0A8C9DDF7_PROSS
OG0000278	sp|O94911|ABCA8_HUMAN, sp|Q8IUA7|ABCA9_HUMAN	tr|A0A8C8YJE8|A0A8C8YJE8_PROSS
OG0000279	sp|Q5VZR2|NTM2G_HUMAN, sp|A1L443|NTM2F_HUMAN, sp|Q5VT03|NTM2D_HUMAN, sp|A6NNL0|NTM2B_HUMAN, sp|B1AL46|NTM2E_HUMAN, sp|Q8IVF1|NTM2A_HUMAN	tr|A0A8C8Z2K8|A0A8C8Z2K8_PROSS
OG0000280	sp|O76054|S14L2_HUMAN	tr|A0A8C9DPP2|A0A8C9DPP2_PROSS
OG0000280	sp|Q9UDX4|S14L3_HUMAN	tr|A0A8C9DP98|A0A8C9DP98_PROSS
OG0000280	sp|B5MCN3|S14L6_HUMAN, sp|Q9UDX3|S14L4_HUMAN	tr|A0A8C8ZYM7|A0A8C8ZYM7_PROSS
OG0000282	sp|Q9NYQ6|CELR1_HUMAN	tr|A0A8C9DKV4|A0A8C9DKV4_PROSS, tr|A0A8C8ZRC4|A0A8C8ZRC4_PROSS
OG0000282	sp|Q9HCU4|CELR2_HUMAN	tr|A0A8C8YWW7|A0A8C8YWW7_PROSS
