Orthogroup	Homo_sapiens	Cavia_porcellus
OG0001097	sp|O75912|DGKI_HUMAN	tr|A0A286X849|A0A286X849_CAVPO
OG0001098	sp|Q92692|NECT2_HUMAN	tr|H0VYA5|H0VYA5_CAVPO
OG0001098	sp|P15151|PVR_HUMAN	tr|H0V7M4|H0V7M4_CAVPO
OG0001099	sp|A0A087WTH5|KCE1B_HUMAN, tr|A0A087WU88|A0A087WU88_HUMAN, sp|P15382|KCNE1_HUMAN	sp|Q60409|KCNE1_CAVPO
OG0001100	sp|Q5FYB0|ARSJ_HUMAN	tr|A0A286XLS6|A0A286XLS6_CAVPO
OG0001100	sp|Q5FYB1|ARSI_HUMAN	tr|H0W6Q9|H0W6Q9_CAVPO
OG0001101	sp|Q96HN2|SAHH3_HUMAN	tr|A0A286XW63|A0A286XW63_CAVPO
OG0001101	sp|O43865|SAHH2_HUMAN	tr|A0A286XYR4|A0A286XYR4_CAVPO
OG0001102	sp|P10636|TAU_HUMAN	tr|H0VMS7|H0VMS7_CAVPO
OG0001102	sp|P11137|MTAP2_HUMAN	tr|A0A286Y697|A0A286Y697_CAVPO
OG0001103	sp|P55210|CASP7_HUMAN	tr|H0V5J2|H0V5J2_CAVPO
OG0001103	sp|P42574|CASP3_HUMAN	tr|H0VLL4|H0VLL4_CAVPO
OG0001104	sp|P35542|SAA4_HUMAN, sp|P0DJI9|SAA2_HUMAN, sp|P0DJI8|SAA1_HUMAN	tr|A0A286X8G0|A0A286X8G0_CAVPO
OG0001105	sp|Q10587|TEF_HUMAN, sp|Q16649|NFIL3_HUMAN, sp|A0A5F9ZHS7|NFILZ_HUMAN	tr|A0A286XZR4|A0A286XZR4_CAVPO
OG0001106	sp|Q6NUJ1|SAPL1_HUMAN, sp|P07602|SAP_HUMAN	tr|H0UWZ5|H0UWZ5_CAVPO, sp|P20097|SAP_CAVPO
OG0001107	sp|Q9NQ33|ASCL3_HUMAN, sp|Q6XD76|ASCL4_HUMAN, sp|Q7RTU5|ASCL5_HUMAN	tr|H0VIG0|H0VIG0_CAVPO
OG0001108	sp|Q05996|ZP2_HUMAN, sp|Q12836|ZP4_HUMAN, sp|P60852|ZP1_HUMAN	tr|H0UUT9|H0UUT9_CAVPO
OG0001109	sp|Q5TCS8|KAD9_HUMAN, sp|P27144|KAD4_HUMAN, tr|A0A8I5KW96|A0A8I5KW96_HUMAN	tr|A0A286XMG8|A0A286XMG8_CAVPO
OG0001110	sp|Q9UKE5|TNIK_HUMAN	tr|H0VKL2|H0VKL2_CAVPO
OG0001110	sp|O95819|M4K4_HUMAN	tr|H0VJM1|H0VJM1_CAVPO
OG0001111	sp|P23759|PAX7_HUMAN	tr|H0VRC5|H0VRC5_CAVPO
OG0001111	sp|P23760|PAX3_HUMAN	tr|H0V7F1|H0V7F1_CAVPO
OG0001112	sp|P08559|ODPA_HUMAN	tr|H0W5C1|H0W5C1_CAVPO
OG0001112	sp|P29803|ODPAT_HUMAN	tr|H0VE97|H0VE97_CAVPO
OG0001113	sp|P49459|UBE2A_HUMAN	tr|A0A286XDM4|A0A286XDM4_CAVPO
OG0001113	sp|P63146|UBE2B_HUMAN	tr|A0A286XH13|A0A286XH13_CAVPO
OG0001114	sp|P62328|TYB4_HUMAN	tr|A0A286Y3P8|A0A286Y3P8_CAVPO
OG0001114	sp|P63313|TYB10_HUMAN	tr|A0A286Y5T7|A0A286Y5T7_CAVPO
OG0001115	sp|O94925|GLSK_HUMAN	tr|H0VLY5|H0VLY5_CAVPO
OG0001115	sp|Q9UI32|GLSL_HUMAN	tr|H0UYC8|H0UYC8_CAVPO
OG0001116	sp|P40429|RL13A_HUMAN	tr|A0A286Y4B5|A0A286Y4B5_CAVPO
OG0001116	sp|Q6NVV1|R13P3_HUMAN	tr|H0W5A9|H0W5A9_CAVPO
OG0001117	sp|P49336|CDK8_HUMAN	tr|A0A286Y095|A0A286Y095_CAVPO
OG0001117	sp|Q9BWU1|CDK19_HUMAN	tr|A0A286X840|A0A286X840_CAVPO
OG0001118	sp|P29558|RBMS1_HUMAN	tr|H0VL54|H0VL54_CAVPO
OG0001118	sp|Q6XE24|RBMS3_HUMAN	tr|A0A286XE98|A0A286XE98_CAVPO
OG0001119	sp|Q8WWU5|TCP11_HUMAN, sp|Q5H9J9|T11X2_HUMAN, sp|B4DZS4|T11X1_HUMAN	tr|A0A286XNZ4|A0A286XNZ4_CAVPO
OG0001120	sp|Q9NZH8|IL36G_HUMAN, sp|Q9UHA7|IL36A_HUMAN	tr|A0A286XJF3|A0A286XJF3_CAVPO, tr|A0A286XW66|A0A286XW66_CAVPO
OG0001121	sp|Q9UBM8|MGT4C_HUMAN	tr|H0VQ11|H0VQ11_CAVPO, tr|H0V5B5|H0V5B5_CAVPO, tr|H0VYG9|H0VYG9_CAVPO
OG0001122	sp|Q9Y485|DMXL1_HUMAN	tr|H0V8U1|H0V8U1_CAVPO
OG0001122	sp|Q8TDJ6|DMXL2_HUMAN	tr|A0A286XP23|A0A286XP23_CAVPO
OG0001123	sp|Q9NSY0|NRBP2_HUMAN	tr|H0VLF6|H0VLF6_CAVPO
OG0001123	sp|Q9UHY1|NRBP_HUMAN	tr|H0VBR0|H0VBR0_CAVPO
OG0001124	sp|Q9NXZ2|DDX43_HUMAN	tr|H0V254|H0V254_CAVPO
OG0001124	sp|Q86TM3|DDX53_HUMAN	tr|H0VPY2|H0VPY2_CAVPO
OG0001125	sp|Q8NH67|O52I2_HUMAN, sp|Q8NGK6|O52I1_HUMAN	tr|H0W2K2|H0W2K2_CAVPO, tr|H0W0R5|H0W0R5_CAVPO
OG0001126	sp|Q14558|KPRA_HUMAN	tr|A0A286Y5G0|A0A286Y5G0_CAVPO
OG0001126	sp|O60256|KPRB_HUMAN	tr|H0VI68|H0VI68_CAVPO
OG0001127	sp|Q9UGC6|RGS17_HUMAN	tr|H0V0K1|H0V0K1_CAVPO
OG0001127	sp|O76081|RGS20_HUMAN	tr|A0A286Y0Q9|A0A286Y0Q9_CAVPO
OG0001128	sp|P20264|PO3F3_HUMAN	tr|H0VV87|H0VV87_CAVPO
OG0001128	sp|P20265|PO3F2_HUMAN	tr|H0W1I0|H0W1I0_CAVPO
OG0001129	sp|Q8N184|ZN567_HUMAN	tr|A0A286Y3K3|A0A286Y3K3_CAVPO
OG0001129	sp|Q96SR6|ZN382_HUMAN	tr|H0UY05|H0UY05_CAVPO
OG0001130	sp|Q9NR30|DDX21_HUMAN	tr|H0VTG6|H0VTG6_CAVPO
OG0001130	sp|Q9BQ39|DDX50_HUMAN	tr|H0UXT7|H0UXT7_CAVPO
OG0001131	sp|P46778|RL21_HUMAN	tr|H0W7M6|H0W7M6_CAVPO, tr|H0VVZ0|H0VVZ0_CAVPO, tr|H0W2Q1|H0W2Q1_CAVPO
OG0001132	sp|Q7LG56|RIR2B_HUMAN	tr|A0A286XRV5|A0A286XRV5_CAVPO
OG0001132	sp|P31350|RIR2_HUMAN	tr|H0VCU3|H0VCU3_CAVPO
OG0001133	sp|Q9HBH9|MKNK2_HUMAN	tr|H0VS21|H0VS21_CAVPO
OG0001133	sp|Q9BUB5|MKNK1_HUMAN	tr|A0A286XU16|A0A286XU16_CAVPO
OG0001134	sp|Q9NR22|ANM8_HUMAN	tr|H0V6A3|H0V6A3_CAVPO
OG0001134	sp|Q99873|ANM1_HUMAN	tr|A0A286X7Q2|A0A286X7Q2_CAVPO
OG0001135	sp|Q92913|FGF13_HUMAN	tr|A0A286Y475|A0A286Y475_CAVPO
OG0001135	sp|Q92915|FGF14_HUMAN	tr|H0VZZ3|H0VZZ3_CAVPO
OG0001136	sp|Q5K651|SAMD9_HUMAN	tr|A0A286XH29|A0A286XH29_CAVPO
OG0001136	sp|Q8IVG5|SAM9L_HUMAN	tr|H0W7Y2|H0W7Y2_CAVPO
OG0001137	sp|Q9BZX2|UCK2_HUMAN	tr|A0A286XBE3|A0A286XBE3_CAVPO
OG0001137	sp|Q9HA47|UCK1_HUMAN	tr|A0A286X872|A0A286X872_CAVPO
OG0001138	sp|P51991|ROA3_HUMAN	tr|H0VIV8|H0VIV8_CAVPO, tr|A0A286XWL7|A0A286XWL7_CAVPO, tr|H0V2Q9|H0V2Q9_CAVPO
OG0001139	sp|Q9NWS9|ZN446_HUMAN, sp|Q8TBC5|ZSC18_HUMAN, sp|Q8NBB4|ZSCA1_HUMAN	tr|A0A286XPX7|A0A286XPX7_CAVPO
OG0001140	sp|Q8N6W0|CELF5_HUMAN	tr|H0V669|H0V669_CAVPO
OG0001140	sp|Q5SZQ8|CELF3_HUMAN	tr|A0A286X9Y0|A0A286X9Y0_CAVPO
OG0001141	sp|Q8NFC6|BD1L1_HUMAN, sp|Q96IK1|BOD1_HUMAN, sp|Q8IYS8|BD1L2_HUMAN	tr|H0W883|H0W883_CAVPO
OG0001142	sp|Q96CN4|EVI5L_HUMAN	tr|A0A286XTB9|A0A286XTB9_CAVPO
OG0001142	sp|O60447|EVI5_HUMAN	tr|H0V8W8|H0V8W8_CAVPO
OG0001143	sp|Q16623|STX1A_HUMAN	tr|H0V0R5|H0V0R5_CAVPO
OG0001143	sp|P61266|STX1B_HUMAN	tr|A0A286Y5U2|A0A286Y5U2_CAVPO
OG0001144	sp|P15170|ERF3A_HUMAN	tr|H0VEH8|H0VEH8_CAVPO
OG0001144	sp|Q8IYD1|ERF3B_HUMAN	tr|H0V9A5|H0V9A5_CAVPO
OG0001145	sp|P09651|ROA1_HUMAN, sp|A0A2R8Y4L2|RA1L3_HUMAN, sp|Q32P51|RA1L2_HUMAN	tr|H0W8M5|H0W8M5_CAVPO
OG0001146	sp|Q93050|VPP1_HUMAN	tr|H0VJ49|H0VJ49_CAVPO
OG0001146	sp|Q9HBG4|VPP4_HUMAN	tr|H0VIY1|H0VIY1_CAVPO
OG0001147	sp|P51692|STA5B_HUMAN	tr|H0VXN9|H0VXN9_CAVPO
OG0001147	sp|P42229|STA5A_HUMAN	tr|H0VKX1|H0VKX1_CAVPO
OG0001148	sp|Q58EX2|SDK2_HUMAN	tr|A0A286XG20|A0A286XG20_CAVPO
OG0001148	sp|Q7Z5N4|SDK1_HUMAN	tr|H0VS84|H0VS84_CAVPO
OG0001149	sp|Q8IWY8|ZSC29_HUMAN, sp|Q9NX65|ZSC32_HUMAN, sp|Q63HK3|ZKSC2_HUMAN	tr|H0UX13|H0UX13_CAVPO
OG0001150	sp|Q92859|NEO1_HUMAN	tr|H0V6G6|H0V6G6_CAVPO
OG0001150	sp|P43146|DCC_HUMAN	tr|H0UXK1|H0UXK1_CAVPO
OG0001151	sp|P27361|MK03_HUMAN	tr|A0A286XFG6|A0A286XFG6_CAVPO
OG0001151	sp|P28482|MK01_HUMAN	tr|H0VMU3|H0VMU3_CAVPO
OG0001152	sp|Q9Y2D4|EXC6B_HUMAN	tr|H0VHG3|H0VHG3_CAVPO
OG0001152	sp|Q8TAG9|EXOC6_HUMAN	tr|H0V1Q7|H0V1Q7_CAVPO
OG0001153	sp|Q9UNW9|NOVA2_HUMAN	tr|H0W1Y8|H0W1Y8_CAVPO
OG0001153	sp|P51513|NOVA1_HUMAN	tr|A0A286XHJ3|A0A286XHJ3_CAVPO
OG0001154	sp|O75185|AT2C2_HUMAN	tr|H0W2R6|H0W2R6_CAVPO
OG0001154	sp|P98194|AT2C1_HUMAN	tr|A0A286XVH3|A0A286XVH3_CAVPO
OG0001155	sp|Q9Y297|FBW1A_HUMAN	tr|H0V5K9|H0V5K9_CAVPO
OG0001155	sp|Q9UKB1|FBW1B_HUMAN	tr|A0A286XZZ7|A0A286XZZ7_CAVPO
OG0001156	sp|Q5MAI5|CDKL4_HUMAN	tr|H0VAE1|H0VAE1_CAVPO
OG0001156	sp|Q00532|CDKL1_HUMAN	tr|A0A286XBH4|A0A286XBH4_CAVPO
OG0001157	sp|P56703|WNT3_HUMAN	tr|H0VEK0|H0VEK0_CAVPO
OG0001157	sp|P56704|WNT3A_HUMAN	tr|A0A286XG29|A0A286XG29_CAVPO
OG0001158	sp|P36959|GMPR1_HUMAN	tr|H0VKD1|H0VKD1_CAVPO
OG0001158	sp|Q9P2T1|GMPR2_HUMAN	tr|A0A286Y002|A0A286Y002_CAVPO
OG0001159	sp|Q92901|RL3L_HUMAN	tr|H0VJM2|H0VJM2_CAVPO
OG0001159	sp|P39023|RL3_HUMAN	tr|H0VFZ5|H0VFZ5_CAVPO
OG0001160	sp|O95747|OXSR1_HUMAN	tr|H0VDD6|H0VDD6_CAVPO
OG0001160	sp|Q9UEW8|STK39_HUMAN	tr|H0VP19|H0VP19_CAVPO
OG0001161	sp|P27986|P85A_HUMAN	tr|H0VAY4|H0VAY4_CAVPO
OG0001161	sp|O00459|P85B_HUMAN	tr|H0W027|H0W027_CAVPO
OG0001162	sp|Q6UVM3|KCNT2_HUMAN	tr|H0UYT7|H0UYT7_CAVPO
OG0001162	sp|Q5JUK3|KCNT1_HUMAN	tr|H0W2H8|H0W2H8_CAVPO
OG0001163	sp|Q5JSL3|DOC11_HUMAN	tr|H0V6P0|H0V6P0_CAVPO
OG0001163	sp|Q9BZ29|DOCK9_HUMAN	tr|H0UW64|H0UW64_CAVPO
OG0001164	sp|Q5VV43|K0319_HUMAN	tr|H0VRR2|H0VRR2_CAVPO
OG0001164	sp|Q8IZA0|K319L_HUMAN	tr|H0VC57|H0VC57_CAVPO
OG0001165	sp|Q9H0H3|KLH25_HUMAN	tr|H0VMY7|H0VMY7_CAVPO
OG0001165	sp|O14682|ENC1_HUMAN	tr|H0VX37|H0VX37_CAVPO
OG0001166	sp|Q7L3S4|ZN771_HUMAN	tr|H0W1Q1|H0W1Q1_CAVPO
OG0001166	sp|Q9NW07|ZN358_HUMAN	tr|H0VF92|H0VF92_CAVPO
OG0001167	sp|Q5TB30|DEP1A_HUMAN	tr|H0VPN6|H0VPN6_CAVPO
OG0001167	sp|Q8WUY9|DEP1B_HUMAN	tr|A0A286XAF2|A0A286XAF2_CAVPO
OG0001168	sp|Q96D59|RN183_HUMAN, sp|E7ERA6|RN223_HUMAN, sp|M0QZC1|RN225_HUMAN	tr|H0VHL5|H0VHL5_CAVPO
OG0001169	sp|Q13362|2A5G_HUMAN	tr|H0UTJ4|H0UTJ4_CAVPO
OG0001169	sp|Q14738|2A5D_HUMAN	tr|H0VI33|H0VI33_CAVPO
OG0001170	sp|Q96P63|SPB12_HUMAN	tr|H0V8V9|H0V8V9_CAVPO
OG0001170	sp|Q96P15|SPB11_HUMAN	tr|H0WCE8|H0WCE8_CAVPO
OG0001171	sp|O95248|MTMR5_HUMAN	tr|A0A286Y4T3|A0A286Y4T3_CAVPO
OG0001171	sp|Q86WG5|MTMRD_HUMAN	tr|A0A286Y4Q3|A0A286Y4Q3_CAVPO
OG0001172	sp|O75891|AL1L1_HUMAN	tr|H0V7T5|H0V7T5_CAVPO
OG0001172	sp|Q3SY69|AL1L2_HUMAN	tr|H0VH13|H0VH13_CAVPO
OG0001173	sp|Q8WXR4|MYO3B_HUMAN	tr|A0A286Y0P1|A0A286Y0P1_CAVPO
OG0001173	sp|Q8NEV4|MYO3A_HUMAN	tr|H0VPD8|H0VPD8_CAVPO
OG0001174	sp|Q6P587|FAHD1_HUMAN, sp|Q96GK7|FAH2A_HUMAN, sp|Q6P2I3|FAH2B_HUMAN	tr|A0A286XAZ9|A0A286XAZ9_CAVPO
OG0001175	sp|Q92556|ELMO1_HUMAN	tr|H0V667|H0V667_CAVPO
OG0001175	sp|Q96JJ3|ELMO2_HUMAN	tr|H0UZR8|H0UZR8_CAVPO
OG0001176	sp|O75131|CPNE3_HUMAN	tr|H0VQZ2|H0VQZ2_CAVPO
OG0001176	sp|Q99829|CPNE1_HUMAN	tr|H0WB17|H0WB17_CAVPO
OG0001177	sp|O75366|AVIL_HUMAN	tr|H0VKZ0|H0VKZ0_CAVPO
OG0001177	sp|P09327|VILI_HUMAN	tr|H0WCU7|H0WCU7_CAVPO
OG0001178	sp|Q13085|ACACA_HUMAN	tr|H0V6W7|H0V6W7_CAVPO
OG0001178	sp|O00763|ACACB_HUMAN	tr|H0V3L2|H0V3L2_CAVPO
OG0001179	sp|Q8MH63|LAT1N_HUMAN, sp|Q9GIP4|LAT1L_HUMAN, sp|Q01650|LAT1_HUMAN	tr|H0V845|H0V845_CAVPO
OG0001180	sp|Q8N752|KC1AL_HUMAN	tr|H0VV76|H0VV76_CAVPO
OG0001180	sp|P48729|KC1A_HUMAN	tr|A0A286X950|A0A286X950_CAVPO
OG0001181	sp|Q8NEJ0|DUS18_HUMAN	tr|A0A286XWE1|A0A286XWE1_CAVPO
OG0001181	sp|Q9H596|DUS21_HUMAN	tr|H0UW31|H0UW31_CAVPO
OG0001182	sp|O95782|AP2A1_HUMAN	tr|H0V4P1|H0V4P1_CAVPO
OG0001182	sp|O94973|AP2A2_HUMAN	tr|H0VIB5|H0VIB5_CAVPO
OG0001183	sp|O00570|SOX1_HUMAN, sp|P48431|SOX2_HUMAN, sp|P41225|SOX3_HUMAN	tr|A0A286XAQ8|A0A286XAQ8_CAVPO
OG0001184	sp|Q14498|RBM39_HUMAN	tr|A0A286Y232|A0A286Y232_CAVPO
OG0001184	sp|Q86U06|RBM23_HUMAN	tr|H0VRG5|H0VRG5_CAVPO
OG0001185	sp|Q92481|AP2B_HUMAN	tr|A0A286Y2K9|A0A286Y2K9_CAVPO
OG0001185	sp|P05549|AP2A_HUMAN	tr|H0UT80|H0UT80_CAVPO
OG0001186	sp|Q9H8M5|CNNM2_HUMAN	tr|H0VU28|H0VU28_CAVPO
OG0001186	sp|Q6P4Q7|CNNM4_HUMAN	tr|H0VEV0|H0VEV0_CAVPO
OG0001187	sp|Q9UBC5|MYO1A_HUMAN	tr|H0VMK6|H0VMK6_CAVPO
OG0001187	sp|O43795|MYO1B_HUMAN	tr|A0A286Y1U7|A0A286Y1U7_CAVPO
OG0001188	sp|P00746|CFAD_HUMAN, sp|Q6UWY2|PRS57_HUMAN, sp|P51124|GRAM_HUMAN	tr|H0V7F3|H0V7F3_CAVPO
OG0001189	sp|Q14011|CIRBP_HUMAN, sp|Q01130|SRSF2_HUMAN, sp|Q9BRL6|SRSF8_HUMAN	tr|H0VVN6|H0VVN6_CAVPO
OG0001190	sp|O95208|EPN2_HUMAN	tr|H0V429|H0V429_CAVPO
OG0001190	sp|Q9Y6I3|EPN1_HUMAN	tr|H0VD16|H0VD16_CAVPO
OG0001191	sp|P20382|MCH_HUMAN, sp|Q16048|MCHL1_HUMAN, sp|Q9BQD1|MCHL2_HUMAN	tr|H0VGK3|H0VGK3_CAVPO
OG0001192	sp|Q10472|GALT1_HUMAN	tr|A0A286XXZ5|A0A286XXZ5_CAVPO
OG0001192	sp|Q8IUC8|GLT13_HUMAN	tr|A0A286XNC2|A0A286XNC2_CAVPO
OG0001193	sp|Q9Y4G6|TLN2_HUMAN	tr|A0A286XDN7|A0A286XDN7_CAVPO
OG0001193	sp|Q9Y490|TLN1_HUMAN	tr|H0UTV0|H0UTV0_CAVPO
OG0001194	sp|P49674|KC1E_HUMAN	tr|H0V5Y3|H0V5Y3_CAVPO
OG0001194	sp|P48730|KC1D_HUMAN	tr|H0VI07|H0VI07_CAVPO
OG0001195	sp|Q8IZJ4|RGDSR_HUMAN	tr|H0VZA7|H0VZA7_CAVPO
OG0001195	sp|Q12967|GNDS_HUMAN	tr|H0V4W1|H0V4W1_CAVPO
OG0001196	sp|A8MTI9|PRS47_HUMAN	tr|H0W3S5|H0W3S5_CAVPO, tr|H0VTX3|H0VTX3_CAVPO, tr|H0VDZ9|H0VDZ9_CAVPO
OG0001197	sp|Q8NGU1|OR9A1_HUMAN, sp|Q8NGT5|OR9A2_HUMAN, sp|Q8NGU2|OR9A4_HUMAN	tr|H0VUR4|H0VUR4_CAVPO
OG0001198	sp|P09093|CEL3A_HUMAN, sp|P08861|CEL3B_HUMAN	tr|H0UTV2|H0UTV2_CAVPO, tr|H0VUY6|H0VUY6_CAVPO
OG0001199	sp|O00423|EMAL1_HUMAN	tr|A0A286XZM2|A0A286XZM2_CAVPO
OG0001199	sp|O95834|EMAL2_HUMAN	tr|H0VNT2|H0VNT2_CAVPO
OG0001200	sp|A8K4G0|CLM7_HUMAN, sp|Q6UXZ3|CLM5_HUMAN, sp|Q6UXG3|CLM9_HUMAN	tr|A0A286XNS1|A0A286XNS1_CAVPO
OG0001201	sp|P17010|ZFX_HUMAN, sp|Q96JM3|CHAP1_HUMAN, sp|P08048|ZFY_HUMAN	tr|A0A286XSQ9|A0A286XSQ9_CAVPO
OG0001202	sp|Q8TDS5|OXER1_HUMAN, sp|P49019|HCAR3_HUMAN, sp|Q8TDS4|HCAR2_HUMAN	tr|A5PHS9|A5PHS9_CAVPO
OG0001203	sp|Q8WWQ0|PHIP_HUMAN	tr|H0V8E6|H0V8E6_CAVPO
OG0001203	sp|Q9NSI6|BRWD1_HUMAN	tr|H0VHP2|H0VHP2_CAVPO
OG0001204	sp|Q03111|ENL_HUMAN	tr|H0UVT8|H0UVT8_CAVPO
OG0001204	sp|P42568|AF9_HUMAN	tr|A0A286XTG9|A0A286XTG9_CAVPO
OG0001205	sp|Q8NBJ9|SIDT2_HUMAN	tr|H0V939|H0V939_CAVPO
OG0001205	sp|Q9NXL6|SIDT1_HUMAN	tr|A0A286XWJ9|A0A286XWJ9_CAVPO
OG0001206	sp|Q9UKT6|FXL21_HUMAN	tr|H0UVU2|H0UVU2_CAVPO
OG0001206	sp|Q9UKT7|FBXL3_HUMAN	tr|H0V4E7|H0V4E7_CAVPO
OG0001207	sp|Q9Y289|SC5A6_HUMAN	tr|A0A286XWH2|A0A286XWH2_CAVPO
OG0001207	sp|Q8N695|SC5A8_HUMAN	tr|H0VG11|H0VG11_CAVPO
OG0001208	sp|Q13043|STK4_HUMAN	tr|A0A286Y208|A0A286Y208_CAVPO
OG0001208	sp|Q13188|STK3_HUMAN	tr|H0VHF9|H0VHF9_CAVPO
OG0001209	sp|Q9UMF0|ICAM5_HUMAN, sp|P32942|ICAM3_HUMAN, sp|P05362|ICAM1_HUMAN	tr|H0UV74|H0UV74_CAVPO
OG0001210	sp|O15552|FFAR2_HUMAN, sp|O15529|GPR42_HUMAN, sp|O14843|FFAR3_HUMAN	tr|A0A286Y3B1|A0A286Y3B1_CAVPO
OG0001211	sp|O00182|LEG9_HUMAN, sp|Q6DKI2|LEG9C_HUMAN, sp|Q3B8N2|LEG9B_HUMAN	tr|H0W3A0|H0W3A0_CAVPO
OG0001212	sp|P46934|NEDD4_HUMAN	tr|H0UUG7|H0UUG7_CAVPO
OG0001212	sp|Q96PU5|NED4L_HUMAN	tr|A0A286XGM8|A0A286XGM8_CAVPO
OG0001213	sp|P35626|ARBK2_HUMAN	tr|H0VFE9|H0VFE9_CAVPO
OG0001213	sp|P25098|ARBK1_HUMAN	tr|A0A286Y3X9|A0A286Y3X9_CAVPO
OG0001214	sp|Q8TCW9|PKR1_HUMAN	tr|A0A286XL64|A0A286XL64_CAVPO
OG0001214	sp|Q8NFJ6|PKR2_HUMAN	tr|A0A286XLQ7|A0A286XLQ7_CAVPO
OG0001215	sp|O60911|CATL2_HUMAN, sp|Q5NE16|CATL3_HUMAN, sp|P07711|CATL1_HUMAN	tr|H0VE49|H0VE49_CAVPO
OG0001216	sp|Q16526|CRY1_HUMAN	tr|A0A286XNT6|A0A286XNT6_CAVPO
OG0001216	sp|Q49AN0|CRY2_HUMAN	tr|A0A286XLI9|A0A286XLI9_CAVPO
OG0001217	sp|O75582|KS6A5_HUMAN	tr|H0VSH3|H0VSH3_CAVPO
OG0001217	sp|O75676|KS6A4_HUMAN	tr|H0UUL4|H0UUL4_CAVPO
OG0001218	sp|P23470|PTPRG_HUMAN	tr|H0V0A9|H0V0A9_CAVPO
OG0001218	sp|P23471|PTPRZ_HUMAN	tr|A0A286XCJ8|A0A286XCJ8_CAVPO
OG0001219	sp|P99999|CYC_HUMAN	tr|A0A286XKQ2|A0A286XKQ2_CAVPO, tr|A0A286XJZ1|A0A286XJZ1_CAVPO, tr|A0A286Y1U0|A0A286Y1U0_CAVPO
OG0001220	sp|Q14722|KCAB1_HUMAN	tr|H0V469|H0V469_CAVPO
OG0001220	sp|Q13303|KCAB2_HUMAN	tr|H0UZL4|H0UZL4_CAVPO
OG0001221	sp|P55160|NCKPL_HUMAN	tr|H0VD15|H0VD15_CAVPO
OG0001221	sp|Q9Y2A7|NCKP1_HUMAN	tr|H0VWF2|H0VWF2_CAVPO
OG0001222	sp|P18054|LOX12_HUMAN	tr|H0V2A6|H0V2A6_CAVPO
OG0001222	sp|P16050|LOX15_HUMAN	tr|H0W516|H0W516_CAVPO
OG0001223	sp|Q16822|PCKGM_HUMAN	tr|H0VI00|H0VI00_CAVPO
OG0001223	sp|P35558|PCKGC_HUMAN	tr|H0V844|H0V844_CAVPO
OG0001224	sp|Q9Y232|CDYL_HUMAN, sp|Q9Y6F7|CDY2_HUMAN, sp|Q9Y6F8|CDY1_HUMAN	tr|H0V6F6|H0V6F6_CAVPO
OG0001225	sp|P11362|FGFR1_HUMAN	tr|H0V817|H0V817_CAVPO
OG0001225	sp|P21802|FGFR2_HUMAN	tr|A0A286XNN2|A0A286XNN2_CAVPO
OG0001226	sp|Q8NGX5|O10K1_HUMAN	tr|H0VB95|H0VB95_CAVPO
OG0001226	sp|Q6IF99|O10K2_HUMAN	tr|H0WCE4|H0WCE4_CAVPO
OG0001227	sp|P59534|T2R39_HUMAN	tr|A0A286Y3V8|A0A286Y3V8_CAVPO
OG0001227	sp|P59535|T2R40_HUMAN	tr|H0W746|H0W746_CAVPO
OG0001228	sp|O75636|FCN3_HUMAN, sp|Q15485|FCN2_HUMAN, sp|O00602|FCN1_HUMAN	tr|H0VPR6|H0VPR6_CAVPO
OG0001229	sp|Q96BM9|ARL8A_HUMAN	tr|H0VXT4|H0VXT4_CAVPO
OG0001229	sp|Q9NVJ2|ARL8B_HUMAN	tr|A0A286X9T0|A0A286X9T0_CAVPO
OG0001230	sp|Q13319|CD5R2_HUMAN	tr|A0A286Y1H8|A0A286Y1H8_CAVPO
OG0001230	sp|Q15078|CD5R1_HUMAN	tr|H0VYN2|H0VYN2_CAVPO
OG0001231	sp|A8MTJ6|FOXI3_HUMAN, sp|P55316|FOXG1_HUMAN, sp|Q6ZQN5|FOXI2_HUMAN	tr|H0VK02|H0VK02_CAVPO
OG0001232	tr|A0A2R8Y422|A0A2R8Y422_HUMAN	tr|A0A286Y254|A0A286Y254_CAVPO
OG0001232	sp|P62979|RS27A_HUMAN	sp|P62978|RS27A_CAVPO
OG0001233	sp|P02100|HBE_HUMAN, sp|P69891|HBG1_HUMAN, sp|P69892|HBG2_HUMAN	tr|H0VVL2|H0VVL2_CAVPO
OG0001234	sp|P51151|RAB9A_HUMAN, sp|Q9NP90|RAB9B_HUMAN, sp|P62826|RAN_HUMAN	tr|A0A286XVF8|A0A286XVF8_CAVPO
OG0001235	sp|Q96AA8|JKIP2_HUMAN	tr|H0UX63|H0UX63_CAVPO
OG0001235	sp|Q96N16|JKIP1_HUMAN	tr|H0VJH7|H0VJH7_CAVPO
OG0001236	sp|Q5TF21|SOGA3_HUMAN	tr|A0A286XVN6|A0A286XVN6_CAVPO
OG0001236	sp|Q9Y4B5|MTCL1_HUMAN	tr|A0A286X9B7|A0A286X9B7_CAVPO
OG0001237	sp|Q5VZY2|PLPP4_HUMAN	tr|H0VLS1|H0VLS1_CAVPO
OG0001237	sp|Q8NEB5|PLPP5_HUMAN	tr|H0VW59|H0VW59_CAVPO
OG0001238	sp|Q86TG7|PEG10_HUMAN, sp|Q6ZR62|RTL4_HUMAN, sp|Q8N8U3|RTL3_HUMAN	tr|A0A286XVP3|A0A286XVP3_CAVPO
